sequence,v115@GhA8IeA8GeD8BeB8AeD8Je2EJvhFRgBanBziB3lB9r?B0pB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFXgB8lBRiB9rBin?BzpB,v115@GhA8IeA8GeD8BeB8AeD8Jex/IvhFXhBdnBziBypBGr?B0pB,v115@GhA8IeA8GeD8BeB8AeD8Jem/IvhFChBdnBziB/rBxp?B0pB,v115@GhA8IeA8GeD8BeB8AeD8Je0/IvhFxhBynB2pBzlBtr?BXqB,v115@GhA8IeA8GeD8BeB8AeD8Jei/IvhFRhBziB9pBOqBXm?B8rB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhF8kBzgBRiB9rBin?BXqB,v115@GhA8IeA8GeD8BeB8AeD8Je0/IvhFxhBynB/pBzlBtr?BOqB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFXgB8lBRnB9rBin?BzpB,v115@GhA8IeA8GeD8BeB8AeD8JeNEJvhFUhBRiBXlBinBGr?BzpB,v115@GhA8IeA8GeD8BeB8AeD8JeyEJvhFfmBmhBziBtrBxp?B0pB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFNlBRhBziBqpBXm?B8rB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhF8kBzgBRnB9rBin?BXqB,v115@GhA8IeA8GeD8BeB8AeD8JezAJvhF/pBUlBRnB9rBin?BmpB
ZIJSOTL,O,X,X,O,X,O,X,X,O,X,X,O,X,X
ZIJSOLT,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZIJOTLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZIJOTSL,O,X,X,O,X,O,X,X,O,X,X,X,X,X
ZIJOLTS,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZIJOLST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZIJOSTL,O,X,X,O,X,O,X,X,O,X,X,O,X,X
ZIJOSLT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZISTLJO,O,O,X,O,X,O,X,X,X,X,O,O,X,X
ZISTLOJ,O,O,X,O,X,O,X,X,X,X,O,O,X,X
ZISTJLO,O,O,X,O,X,O,X,X,O,X,O,O,X,X
ZISTJOL,O,O,X,O,X,O,X,X,O,X,O,O,O,X
ZISTOLJ,O,X,X,O,X,O,X,X,X,X,O,O,X,O
ZISTOJL,O,O,X,O,X,O,X,X,X,X,O,O,O,O
ZISLTJO,O,X,X,O,X,O,X,X,X,X,O,O,X,X
ZISLTOJ,O,X,X,O,X,O,X,X,X,X,O,O,X,X
ZISLJTO,O,X,X,O,X,O,X,X,O,X,X,O,X,X
ZISLJOT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZISLOTJ,O,X,X,X,X,O,X,X,X,X,O,O,X,O
ZISLOJT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZISJTLO,O,O,X,O,X,O,X,X,O,X,X,O,X,X
ZISJTOL,O,O,X,O,X,O,X,X,O,X,X,O,O,X
ZISJLTO,O,X,X,O,X,O,X,X,O,X,X,X,X,X
ZISJLOT,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZISJOTL,O,X,X,O,X,O,X,X,O,X,X,O,O,O
ZISJOLT,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZISOTLJ,O,X,X,O,X,O,X,X,X,X,O,O,X,O
ZISOTJL,O,X,X,O,X,O,X,X,O,X,O,O,O,O
ZISOLTJ,O,X,X,X,X,O,X,X,X,X,O,O,X,O
ZISOLJT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZISOJTL,O,X,X,O,X,O,X,X,O,X,X,O,O,O
ZISOJLT,O,X,X,X,X,O,X,X,O,X,X,X,O,X
ZIOTLJS,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZIOTLSJ,O,O,X,X,X,O,X,X,X,X,O,X,X,X
ZIOTJLS,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZIOTJSL,O,O,X,O,X,O,X,X,O,X,X,X,X,X
ZIOTSLJ,O,O,X,O,X,O,X,X,X,X,O,O,X,X
ZIOTSJL,O,O,X,O,X,O,X,X,O,X,O,O,X,X
ZIOLTJS,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZIOLTSJ,O,X,X,X,X,O,X,X,X,X,O,O,X,X
ZIOLJTS,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZIOLJST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZIOLSTJ,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZIOLSJT,X,X,X,X,X,O,X,X,O,X,X,O,X,X
ZIOJTLS,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZIOJTSL,O,O,X,O,X,O,X,X,O,X,X,X,X,X
ZIOJLTS,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZIOJLST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZIOJSTL,O,O,X,O,X,O,X,X,O,X,X,O,X,X
ZIOJSLT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZIOSTLJ,O,O,X,O,X,O,X,X,X,X,O,O,X,X
ZIOSTJL,O,O,X,O,X,O,X,X,O,X,O,O,X,X
ZIOSLTJ,O,X,X,X,X,O,X,X,X,X,O,O,X,X
ZIOSLJT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZIOSJTL,O,O,X,O,X,O,X,X,O,X,X,O,X,X
ZIOSJLT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLTIJSO,O,O,X,X,X,O,X,X,X,O,X,O,X,X
ZLTIJOS,O,O,X,X,X,O,X,X,X,O,X,O,X,X
ZLTISJO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZLTISOJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLTIOJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
ZLTIOSJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLTJISO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZLTJIOS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZLTJSIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZLTJSOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZLTJOIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZLTJOSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZLTSIJO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZLTSIOJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLTSJIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZLTSJOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLTSOIJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLTSOJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLTOIJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
ZLTOISJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLTOJIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
ZLTOJSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
ZLTOSIJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLTOSJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLITJSO,O,O,X,X,X,O,X,X,X,O,X,O,X,X
ZLITJOS,O,O,X,X,X,O,X,X,X,O,X,O,X,X
ZLITSJO,O,O,X,X,X,X,O,X,X,X,X,O,X,X
ZLITSOJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLITOJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
ZLITOSJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLIJTSO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZLIJTOS,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZLIJSTO,X,X,O,X,X,X,X,X,O,O,X,O,X,X
ZLIJSOT,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZLIJOTS,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZLIJOST,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZLISTJO,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLISTOJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X
ZLISJTO,X,X,X,X,X,O,X,X,O,X,X,O,X,X
ZLISJOT,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLISOTJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLISOJT,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLIOTJS,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZLIOTSJ,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZLIOJTS,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZLIOJST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZLIOSTJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLIOSJT,X,X,X,X,X,O,X,X,O,X,X,O,X,X
ZLJTISO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZLJTIOS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZLJTSIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZLJTSOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZLJTOIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZLJTOSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZLJITSO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZLJITOS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZLJISTO,O,X,O,X,X,X,X,X,O,O,X,O,X,X
ZLJISOT,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZLJIOTS,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZLJIOST,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZLJSTIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZLJSTOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZLJSITO,O,X,O,X,X,O,X,X,O,O,X,O,X,X
ZLJSIOT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZLJSOTI,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZLJSOIT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZLJOTIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZLJOTSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZLJOITS,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZLJOIST,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZLJOSTI,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZLJOSIT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZLSTIJO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZLSTIOJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLSTJIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZLSTJOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLSTOIJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLSTOJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLSITJO,O,X,X,X,X,O,O,X,X,X,X,O,X,X
ZLSITOJ,O,X,X,X,X,O,O,O,X,X,X,O,X,X
ZLSIJTO,O,X,X,X,X,O,O,X,O,X,X,O,X,X
ZLSIJOT,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLSIOTJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLSIOJT,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLSJTIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZLSJTOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZLSJITO,O,X,X,X,X,O,O,X,O,X,X,O,X,X
ZLSJIOT,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLSJOTI,O,X,X,X,X,O,O,X,X,X,X,O,X,X
ZLSJOIT,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLSOTIJ,O,X,X,X,X,O,O,O,X,X,X,O,X,X
ZLSOTJI,O,X,X,X,X,O,O,O,X,X,X,O,X,X
ZLSOITJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLSOIJT,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLSOJTI,O,X,X,X,X,O,O,X,X,X,X,O,X,X
ZLSOJIT,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLOTIJS,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZLOTISJ,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZLOTJIS,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZLOTJSI,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZLOTSIJ,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZLOTSJI,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZLOITJS,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZLOITSJ,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZLOIJTS,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZLOIJST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZLOISTJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLOISJT,X,X,X,X,X,O,X,X,O,X,X,O,X,X
ZLOJTIS,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZLOJTSI,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZLOJITS,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZLOJIST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZLOJSTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZLOJSIT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZLOSTIJ,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZLOSTJI,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZLOSITJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLOSIJT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZLOSJTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZLOSJIT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZJTILSO,O,O,X,X,X,O,X,X,X,O,X,X,X,X
ZJTILOS,O,O,X,X,O,O,X,X,X,O,X,X,X,X
ZJTISLO,O,O,X,X,X,O,X,X,O,O,X,X,X,X
ZJTISOL,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZJTIOLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZJTIOSL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZJTLISO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZJTLIOS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJTLSIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZJTLSOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJTLOIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJTLOSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJTSILO,O,O,X,X,X,O,X,X,O,O,X,X,X,X
ZJTSIOL,O,O,O,X,X,O,X,X,O,X,X,X,X,X
ZJTSLIO,O,O,O,X,X,O,X,X,X,O,X,X,X,X
ZJTSLOI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
ZJTSOIL,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZJTSOLI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
ZJTOILS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZJTOISL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZJTOLIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJTOLSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJTOSIL,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZJTOSLI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
ZJITLSO,O,O,X,X,X,O,X,X,X,O,X,X,X,X
ZJITLOS,O,O,X,X,O,O,X,X,X,O,X,X,X,X
ZJITSLO,O,O,X,X,X,O,X,X,O,O,X,X,X,X
ZJITSOL,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZJITOLS,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJITOSL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZJILTSO,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZJILTOS,O,X,X,X,O,O,X,X,X,O,X,O,X,X
ZJILSTO,O,X,X,X,X,X,X,X,O,O,X,O,X,X
ZJILSOT,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZJILOTS,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZJILOST,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZJISTLO,O,O,X,X,X,O,X,X,O,O,X,O,X,X
ZJISTOL,O,O,X,X,X,O,X,X,O,X,X,O,X,X
ZJISLTO,O,X,X,X,X,O,X,X,O,O,X,X,X,X
ZJISLOT,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZJISOTL,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZJISOLT,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJIOTLS,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJIOTSL,O,X,X,X,O,O,X,X,O,X,X,X,X,X
ZJIOLTS,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZJIOLST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZJIOSTL,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZJIOSLT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJLTISO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZJLTIOS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJLTSIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZJLTSOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJLTOIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJLTOSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJLITSO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZJLITOS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJLISTO,O,X,O,X,X,X,X,X,O,O,X,O,X,X
ZJLISOT,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZJLIOTS,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZJLIOST,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZJLSTIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZJLSTOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJLSITO,O,X,O,X,X,O,X,X,O,O,X,O,X,X
ZJLSIOT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZJLSOTI,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZJLSOIT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZJLOTIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJLOTSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJLOITS,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZJLOIST,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZJLOSTI,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZJLOSIT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZJSTILO,O,O,X,X,X,O,X,X,O,O,X,O,X,X
ZJSTIOL,O,O,O,X,X,O,X,X,O,X,X,O,X,X
ZJSTLIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZJSTLOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJSTOIL,O,O,O,X,O,O,X,X,X,X,X,O,X,X
ZJSTOLI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJSITLO,O,O,X,X,X,O,X,X,O,O,X,O,X,X
ZJSITOL,O,O,O,X,X,O,X,X,O,X,X,O,X,X
ZJSILTO,O,X,X,X,X,O,X,X,O,O,X,X,X,X
ZJSILOT,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZJSIOTL,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZJSIOLT,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJSLTIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZJSLTOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJSLITO,O,X,O,X,X,O,X,X,O,O,X,O,X,X
ZJSLIOT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZJSLOTI,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZJSLOIT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZJSOTIL,O,O,X,X,O,O,X,X,X,X,X,O,X,X
ZJSOTLI,O,O,X,X,O,O,X,X,X,O,X,O,X,X
ZJSOITL,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZJSOILT,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJSOLTI,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZJSOLIT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
ZJOTILS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZJOTISL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZJOTLIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJOTLSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJOTSIL,O,O,O,X,O,O,X,X,O,X,X,X,X,X
ZJOTSLI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
ZJOITLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZJOITSL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZJOILTS,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZJOILST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZJOISTL,O,O,X,X,X,O,X,X,O,X,X,O,X,X
ZJOISLT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJOLTIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJOLTSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
ZJOLITS,O,O,O,X,X,O,X,X,X,O,X,O,X,X
ZJOLIST,O,X,X,X,X,X,X,X,O,O,X,O,X,X
ZJOLSTI,O,O,X,X,X,O,X,X,X,O,X,O,X,X
ZJOLSIT,O,X,X,X,X,O,X,X,O,O,X,O,X,X
ZJOSTIL,O,O,X,X,O,O,X,X,O,X,X,O,X,X
ZJOSTLI,O,O,X,X,O,O,X,X,X,O,X,O,X,X
ZJOSITL,O,O,X,X,X,O,X,X,O,X,X,O,X,X
ZJOSILT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJOSLTI,O,O,X,X,X,O,X,X,X,O,X,O,X,X
ZJOSLIT,O,X,X,X,X,O,X,X,O,O,X,O,X,X
ZSTILJO,O,O,X,O,X,O,O,X,X,X,O,O,X,X
ZSTILOJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
ZSTIJLO,O,O,X,O,X,O,O,X,O,X,O,O,X,X
ZSTIJOL,O,O,X,O,X,O,O,X,O,X,O,O,O,X
ZSTIOLJ,O,O,X,O,X,O,O,O,X,X,O,O,X,O
ZSTIOJL,O,O,X,O,X,O,O,O,X,X,O,O,O,O
ZSTLIJO,O,O,X,O,X,O,O,X,X,X,X,O,X,X
ZSTLIOJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X
ZSTLJIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZSTLJOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSTLOIJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X
ZSTLOJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSTJILO,O,O,X,X,X,O,O,X,O,X,O,O,X,X
ZSTJIOL,O,O,X,X,X,O,O,X,O,X,O,O,O,X
ZSTJLIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZSTJLOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSTJOIL,O,O,X,X,X,O,O,O,X,X,O,O,O,X
ZSTJOLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSTOILJ,O,O,X,O,X,O,O,O,X,X,O,O,X,O
ZSTOIJL,O,O,X,O,X,O,O,O,X,X,O,O,O,O
ZSTOLIJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X
ZSTOLJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSTOJIL,O,O,X,X,X,O,O,O,X,X,O,O,O,X
ZSTOJLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSITLJO,O,O,X,O,X,O,O,X,X,X,O,O,X,X
ZSITLOJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
ZSITJLO,O,O,X,O,X,O,O,X,O,X,O,O,X,X
ZSITJOL,O,O,X,O,X,O,O,X,O,X,O,O,O,X
ZSITOLJ,O,X,X,O,X,O,O,O,X,X,O,O,X,O
ZSITOJL,O,O,X,O,X,O,O,O,X,X,O,O,O,O
ZSILTJO,O,X,X,O,X,O,O,X,X,X,O,O,X,X
ZSILTOJ,O,X,X,O,X,O,O,O,X,X,O,O,X,X
ZSILJTO,O,X,X,O,X,O,O,X,O,X,X,O,X,X
ZSILJOT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSILOTJ,O,X,X,X,X,O,X,X,X,X,O,O,X,O
ZSILOJT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSIJTLO,O,O,X,O,X,O,O,X,O,X,X,O,X,X
ZSIJTOL,O,O,X,O,X,O,O,X,O,X,X,O,O,X
ZSIJLTO,O,X,X,O,X,O,O,X,O,X,X,X,X,X
ZSIJLOT,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSIJOTL,O,X,X,O,X,O,O,X,O,X,X,O,O,O
ZSIJOLT,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSIOTLJ,O,X,X,O,X,O,O,O,X,X,O,O,X,O
ZSIOTJL,O,X,X,O,X,O,O,O,O,X,O,O,O,O
ZSIOLTJ,O,X,X,X,X,O,X,X,X,X,O,O,X,O
ZSIOLJT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZSIOJTL,O,X,X,O,X,O,O,X,O,X,X,O,O,O
ZSIOJLT,O,X,X,X,X,O,X,X,O,X,X,X,O,X
ZSLTIJO,O,O,X,O,X,O,O,X,X,X,X,O,X,X
ZSLTIOJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X
ZSLTJIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZSLTJOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSLTOIJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X
ZSLTOJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSLITJO,O,X,X,O,X,O,O,X,X,X,X,O,X,X
ZSLITOJ,O,X,X,O,X,O,O,O,X,X,X,O,X,X
ZSLIJTO,O,X,X,O,X,O,O,X,O,X,X,O,X,X
ZSLIJOT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSLIOTJ,O,X,X,X,X,O,X,X,X,X,X,O,X,O
ZSLIOJT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSLJTIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZSLJTOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSLJITO,O,X,X,X,X,O,O,X,O,X,X,O,X,X
ZSLJIOT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSLJOTI,O,X,X,X,X,O,O,X,X,X,X,O,X,X
