sequence,v115@RhA8EeB8AeC8BeF8Jei/IvhFRhB3iBcoBTmBGqBFqB,v115@RhA8EeB8AeC8BeF8Je/EJvhFUgBamBumBxnBFoBTqB,v115@RhA8EeB8AeC8BeF8JeT/IvhF/lBxiBimBFoBGmBUqB,v115@RhA8EeB8AeC8BeF8JeT/IvhFxgBliBcoB3mBGqBiqB,v115@RhA8EeB8AeC8BeF8JezAJvhFRiBcoBlkBCnBmkB3qB,v115@RhA8EeB8AeC8BeF8Jex/IvhF3iBcoBlkBGmBimBTqB,v115@RhA8EeB8AeC8BeF8JeyEJvhFzgBumBxnB0kBFoB3qB,v115@RhA8EeB8AeC8BeF8JeT/IvhFumB3iBcoBRqBiqBlqB,v115@RhA8EeB8AeC8BeF8JeSIJvhFxkBlmB0kBXmBmnBTqB,v115@RhA8EeB8AeC8BeF8JeyEJvhFumBzlBxnB0kBFoB3qB
SJLZTOI,O,X,X,O,O,X,X,X,X,X
SJLZITO,O,O,X,O,O,X,X,X,X,X
SJLZIOT,O,O,X,O,O,X,O,X,X,X
SJLZOTI,O,X,X,O,O,X,X,X,X,X
SJLZOIT,O,O,X,O,O,X,O,X,X,X
SJLOTIZ,X,O,X,X,X,X,O,X,X,X
SJLOTZI,X,O,X,X,O,X,X,X,X,X
SJLOITZ,X,O,X,X,X,X,O,X,X,O
SJLOIZT,O,O,X,O,X,X,O,X,X,O
SJLOZTI,O,O,X,O,O,X,X,X,X,X
SJLOZIT,O,O,X,O,O,X,O,X,X,X
SJZTILO,O,O,X,O,X,O,X,O,X,X
SJZTIOL,X,X,X,O,X,O,X,O,X,X
SJZTLIO,O,O,X,O,O,O,X,X,X,X
SJZTLOI,O,X,X,O,O,O,X,X,X,X
SJZTOIL,O,X,X,O,X,O,X,O,X,X
SJZTOLI,O,X,X,O,O,O,X,X,X,X
SJZITLO,O,O,X,O,X,O,X,O,X,X
SJZITOL,X,X,X,O,X,O,X,O,X,X
SJZILTO,O,O,X,O,X,X,X,O,X,X
SJZILOT,O,O,X,O,X,X,O,O,X,X
SJZIOTL,O,O,X,O,X,X,X,O,X,X
SJZIOLT,O,O,X,O,X,X,O,O,X,X
SJZLTIO,O,O,X,O,O,O,X,X,X,X
SJZLTOI,O,X,X,O,O,O,X,X,X,X
SJZLITO,O,O,X,O,O,X,X,O,X,X
SJZLIOT,O,O,X,O,O,X,O,O,X,X
SJZLOTI,O,X,X,O,O,X,X,X,X,X
SJZLOIT,O,O,X,O,O,X,O,O,X,X
SJZOTIL,O,O,X,O,X,O,X,O,X,X
SJZOTLI,O,O,X,O,O,O,X,X,X,X
SJZOITL,O,O,X,O,X,X,X,O,X,X
SJZOILT,O,O,X,O,X,X,O,O,X,X
SJZOLTI,O,O,X,O,O,X,X,X,X,X
SJZOLIT,O,O,X,O,O,X,O,O,X,X
SJOTILZ,X,O,X,X,X,X,O,X,X,X
SJOTIZL,X,O,X,O,X,X,X,X,X,X
SJOTLIZ,X,O,X,X,X,X,O,X,X,X
SJOTLZI,X,O,X,X,O,X,X,X,X,X
SJOTZIL,X,O,X,O,X,X,X,X,X,X
SJOTZLI,X,O,X,O,O,X,X,X,X,X
SJOITLZ,X,O,X,X,X,X,O,X,X,X
SJOITZL,X,O,X,O,X,X,X,X,X,X
SJOILTZ,X,O,X,X,X,X,O,X,X,O
SJOILZT,O,O,X,O,X,X,O,X,X,O
SJOIZTL,O,O,X,O,X,X,X,O,X,X
SJOIZLT,O,O,X,O,X,X,O,O,X,X
SJOLTIZ,X,O,X,X,X,X,O,X,X,X
SJOLTZI,X,O,X,X,O,X,X,X,X,X
SJOLITZ,X,O,X,X,X,X,O,X,X,O
SJOLIZT,O,O,X,O,X,X,O,X,X,O
SJOLZTI,O,O,X,O,O,X,X,X,X,X
SJOLZIT,O,O,X,O,O,X,O,X,X,X
SJOZTIL,O,O,X,O,X,X,X,O,X,X
SJOZTLI,O,O,X,O,O,X,X,X,X,X
SJOZITL,O,O,X,O,X,X,X,O,X,X
SJOZILT,O,O,X,O,X,X,O,O,X,X
SJOZLTI,O,O,X,O,O,X,X,X,X,X
SJOZLIT,O,O,X,O,O,X,O,O,X,X
SZTILJO,O,O,O,O,O,O,X,X,X,X
SZTILOJ,O,X,O,O,O,X,X,X,X,X
SZTIJLO,O,O,O,O,X,O,X,O,X,X
SZTIJOL,X,X,O,O,X,O,X,O,X,X
SZTIOLJ,O,X,O,O,O,X,X,X,X,X
SZTIOJL,O,X,O,O,X,O,X,O,X,X
SZTLIJO,O,O,O,O,O,O,X,X,X,X
SZTLIOJ,O,X,O,O,O,X,X,X,X,X
SZTLJIO,O,O,O,O,O,O,X,X,X,X
SZTLJOI,O,X,O,O,O,O,X,X,X,X
SZTLOIJ,O,X,O,O,O,X,X,X,X,X
SZTLOJI,O,X,O,O,O,X,X,X,X,X
SZTJILO,O,O,O,O,X,O,X,O,X,X
SZTJIOL,X,X,O,O,X,O,X,O,X,X
SZTJLIO,O,O,O,O,O,O,X,X,X,X
SZTJLOI,O,X,O,O,O,O,X,X,X,X
SZTJOIL,O,X,O,O,X,O,X,O,X,X
SZTJOLI,O,X,O,O,O,O,X,X,X,X
SZTOILJ,O,X,O,O,O,O,X,X,X,X
SZTOIJL,O,X,O,O,X,O,X,O,X,X
SZTOLIJ,O,X,O,O,O,O,X,X,X,X
SZTOLJI,O,X,O,O,O,O,X,X,X,X
SZTOJIL,O,X,O,O,X,O,X,O,X,X
SZTOJLI,O,X,O,O,O,O,X,X,X,X
SZITLJO,O,O,O,O,O,O,X,X,X,X
SZITLOJ,O,X,O,O,O,X,X,X,X,X
SZITJLO,O,O,O,O,X,O,X,O,X,X
SZITJOL,X,X,O,O,X,O,X,O,X,X
SZITOLJ,O,X,O,O,O,X,X,X,X,X
SZITOJL,O,X,O,O,X,O,X,O,X,X
SZILTJO,O,O,O,O,O,X,X,X,X,X
SZILTOJ,O,X,O,O,O,X,X,X,X,X
SZILJTO,O,O,X,O,O,X,X,O,X,X
SZILJOT,O,O,X,O,O,X,O,O,X,X
SZILOTJ,O,X,O,O,O,X,X,X,X,X
SZILOJT,O,O,X,X,O,X,O,O,X,X
SZIJTLO,O,O,X,O,X,O,X,O,X,X
SZIJTOL,X,X,X,O,X,O,X,O,X,X
SZIJLTO,O,O,X,O,X,X,X,O,X,X
SZIJLOT,O,O,X,O,X,X,O,O,X,X
SZIJOTL,O,O,X,O,X,X,X,O,X,X
SZIJOLT,O,O,X,O,X,X,O,O,X,X
SZIOTLJ,O,O,O,O,O,O,X,X,X,X
SZIOTJL,O,O,O,O,X,O,X,O,X,X
SZIOLTJ,O,O,O,O,O,X,X,X,X,X
SZIOLJT,O,O,X,X,O,X,O,O,X,X
SZIOJTL,O,O,X,O,X,O,X,O,X,X
SZIOJLT,O,O,X,O,X,X,O,O,X,X
SZLTIJO,O,O,O,O,O,O,X,X,X,X
SZLTIOJ,O,X,O,O,O,X,X,X,X,X
SZLTJIO,O,O,O,O,O,O,X,X,X,X
SZLTJOI,O,X,O,O,O,O,X,X,X,X
SZLTOIJ,O,X,O,O,O,X,X,X,X,X
SZLTOJI,O,X,O,O,O,X,X,X,X,X
SZLITJO,O,O,O,O,O,X,X,X,X,X
SZLITOJ,O,X,O,O,O,X,X,X,X,X
SZLIJTO,O,O,X,O,O,X,X,O,X,X
SZLIJOT,O,O,X,O,O,X,O,O,X,X
SZLIOTJ,O,X,O,O,O,X,X,X,X,X
SZLIOJT,O,O,X,X,O,X,O,O,X,X
SZLJTIO,O,O,O,O,O,O,X,X,X,X
SZLJTOI,O,X,O,O,O,O,X,X,X,X
SZLJITO,O,O,X,O,O,X,X,O,X,X
SZLJIOT,O,O,X,O,O,X,O,O,X,X
SZLJOTI,O,X,O,O,O,X,X,X,X,X
SZLJOIT,O,O,X,O,O,X,O,O,X,X
SZLOTIJ,O,X,O,O,O,O,X,X,X,X
SZLOTJI,O,X,O,O,O,O,X,X,X,X
SZLOITJ,O,X,O,O,O,X,X,X,X,X
SZLOIJT,O,O,X,X,O,X,O,O,X,X
SZLOJTI,O,X,O,O,O,O,X,X,X,X
SZLOJIT,O,O,X,O,O,X,O,O,X,X
SZJTILO,O,O,O,O,X,O,X,O,X,X
SZJTIOL,X,X,O,O,X,O,X,O,X,X
SZJTLIO,O,O,O,O,O,O,X,X,X,X
SZJTLOI,O,X,O,O,O,O,X,X,X,X
SZJTOIL,O,X,O,O,X,O,X,O,X,X
SZJTOLI,O,X,O,O,O,O,X,X,X,X
SZJITLO,O,O,X,O,X,O,X,O,X,X
SZJITOL,X,X,X,O,X,O,X,O,X,X
SZJILTO,O,O,X,O,X,X,X,O,X,X
SZJILOT,O,O,X,O,X,X,O,O,X,X
SZJIOTL,O,O,X,O,X,X,X,O,X,X
SZJIOLT,O,O,X,O,X,X,O,O,X,X
SZJLTIO,O,O,O,O,O,O,X,X,X,X
SZJLTOI,O,X,O,O,O,O,X,X,X,X
SZJLITO,O,O,X,O,O,X,X,O,X,X
SZJLIOT,O,O,X,O,O,X,O,O,X,X
SZJLOTI,O,X,O,O,O,X,X,X,X,X
SZJLOIT,O,O,X,O,O,X,O,O,X,X
SZJOTIL,O,O,O,O,X,O,X,O,X,X
SZJOTLI,O,O,O,O,O,O,X,X,X,X
SZJOITL,O,O,X,O,X,O,X,O,X,X
SZJOILT,O,O,X,O,X,X,O,O,X,X
SZJOLTI,O,O,O,O,O,O,X,X,X,X
SZJOLIT,O,O,X,O,O,X,O,O,X,X
SZOTILJ,O,O,O,O,O,O,X,X,X,X
SZOTIJL,O,O,O,O,X,O,X,O,X,X
SZOTLIJ,O,O,O,O,O,O,X,X,X,X
SZOTLJI,O,O,O,O,O,O,X,X,X,X
SZOTJIL,O,O,O,O,X,O,X,O,X,X
SZOTJLI,O,O,O,O,O,O,X,X,X,X
SZOITLJ,O,O,O,O,O,O,X,X,X,X
SZOITJL,O,O,O,O,X,O,X,O,X,X
SZOILTJ,O,O,O,O,O,X,X,X,X,X
SZOILJT,O,O,X,X,O,X,O,O,X,X
SZOIJTL,O,O,X,O,X,O,X,O,X,X
SZOIJLT,O,O,X,O,X,X,O,O,X,X
SZOLTIJ,O,O,O,O,O,O,X,X,X,X
SZOLTJI,O,O,O,O,O,O,X,X,X,X
SZOLITJ,O,O,O,O,O,X,X,X,X,X
SZOLIJT,O,O,X,X,O,X,O,O,X,X
SZOLJTI,O,O,O,O,O,O,X,X,X,X
SZOLJIT,O,O,X,O,O,X,O,O,X,X
SZOJTIL,O,O,O,O,X,O,X,O,X,X
SZOJTLI,O,O,O,O,O,O,X,X,X,X
SZOJITL,O,O,X,O,X,O,X,O,X,X
SZOJILT,O,O,X,O,X,X,O,O,X,X
SZOJLTI,O,O,O,O,O,O,X,X,X,X
SZOJLIT,O,O,X,O,O,X,O,O,X,X
SOTILJZ,X,O,X,X,X,X,O,X,X,X
SOTILZJ,X,O,O,X,O,X,X,X,X,X
SOTIJLZ,X,O,X,X,X,X,O,X,X,X
SOTIJZL,X,O,X,X,X,O,X,X,X,X
SOTIZLJ,X,O,O,O,O,O,X,X,X,X
SOTIZJL,X,O,O,O,X,O,X,X,X,X
SOTLIJZ,X,O,X,X,X,X,O,X,X,X
SOTLIZJ,X,O,O,X,O,X,X,X,X,X
SOTLJIZ,X,O,X,X,X,X,O,X,X,X
SOTLJZI,X,O,X,X,O,X,X,X,X,X
SOTLZIJ,X,O,O,X,O,X,X,X,X,X
SOTLZJI,X,O,O,X,O,X,X,X,X,X
SOTJILZ,X,O,X,X,X,X,O,X,X,X
SOTJIZL,X,O,X,O,X,O,X,X,X,X
SOTJLIZ,X,O,X,X,X,X,O,X,X,X
SOTJLZI,X,O,X,X,O,X,X,X,X,X
SOTJZIL,X,O,X,O,X,O,X,X,X,X
SOTJZLI,X,O,X,O,O,O,X,X,X,X
SOTZILJ,X,O,O,O,O,O,X,X,X,X
SOTZIJL,X,O,O,O,X,O,X,X,X,X
SOTZLIJ,X,O,O,O,O,O,X,X,X,X
SOTZLJI,X,O,O,O,O,O,X,X,X,X
SOTZJIL,X,O,O,O,X,O,X,X,X,X
SOTZJLI,X,O,O,O,O,O,X,X,X,X
SOITLJZ,X,O,X,X,X,X,O,X,X,X
SOITLZJ,X,O,X,X,O,X,X,X,X,X
SOITJLZ,X,O,X,X,X,X,O,X,X,X
SOITJZL,X,O,X,X,X,X,X,X,X,X
SOITZLJ,X,O,X,O,O,X,X,X,X,X
SOITZJL,X,O,X,O,X,X,X,X,X,X
SOILTJZ,X,O,X,X,X,X,O,X,X,X
SOILTZJ,X,O,X,X,O,X,X,X,X,X
SOILJTZ,X,O,X,X,X,X,O,X,X,O
SOILJZT,X,O,X,X,X,X,O,X,X,O
SOILZTJ,O,O,X,O,O,X,X,X,X,X
SOILZJT,O,O,X,X,O,X,O,X,X,X
SOIJTLZ,X,O,X,X,X,X,O,X,X,X
SOIJTZL,X,O,X,O,X,X,X,X,X,X
SOIJLTZ,X,O,X,X,X,X,O,X,X,O
SOIJLZT,O,O,X,O,X,X,O,X,X,O
SOIJZTL,O,O,X,O,X,X,X,O,X,X
SOIJZLT,O,O,X,O,X,X,O,O,X,X
SOIZTLJ,O,O,X,O,O,X,X,X,X,X
SOIZTJL,O,O,X,O,X,X,X,O,X,X
SOIZLTJ,O,O,X,O,O,X,X,X,X,X
SOIZLJT,O,O,X,X,O,X,O,O,X,X
SOIZJTL,O,O,X,O,X,X,X,O,X,X
SOIZJLT,O,O,X,O,X,X,O,O,X,X
SOLTIJZ,X,O,X,X,X,X,O,X,X,X
SOLTIZJ,X,O,O,X,O,X,X,X,X,X
SOLTJIZ,X,O,X,X,X,X,O,X,X,X
SOLTJZI,X,O,X,X,O,X,X,X,X,X
SOLTZIJ,X,O,O,X,O,X,X,X,X,X
SOLTZJI,X,O,O,X,O,X,X,X,X,X
SOLITJZ,X,O,X,X,X,X,O,X,X,X
SOLITZJ,X,O,X,X,O,X,X,X,X,X
SOLIJTZ,X,O,X,X,X,X,O,X,X,O
SOLIJZT,X,O,X,X,X,X,O,X,X,O
SOLIZTJ,O,O,X,O,O,X,X,X,X,X
SOLIZJT,O,O,X,X,O,X,O,X,X,X
SOLJTIZ,X,O,X,X,X,X,O,X,X,X
SOLJTZI,X,O,X,X,O,X,X,X,X,X
SOLJITZ,X,O,X,X,X,X,O,X,X,O
SOLJIZT,O,O,X,O,X,X,O,X,X,O
SOLJZTI,O,O,X,O,O,X,X,X,X,X
SOLJZIT,O,O,X,O,O,X,O,X,X,X
SOLZTIJ,O,O,O,O,O,X,X,X,X,X
SOLZTJI,O,O,O,O,O,X,X,X,X,X
SOLZITJ,O,O,O,O,O,X,X,X,X,X
SOLZIJT,O,O,X,X,O,X,O,X,X,X
SOLZJTI,O,O,O,O,O,X,X,X,X,X
SOLZJIT,O,O,X,O,O,X,O,X,X,X
SOJTILZ,X,O,X,X,X,X,O,X,X,X
SOJTIZL,X,O,X,O,X,O,X,X,X,X
SOJTLIZ,X,O,X,X,X,X,O,X,X,X
SOJTLZI,X,O,X,X,O,X,X,X,X,X
SOJTZIL,X,O,X,O,X,O,X,X,X,X
SOJTZLI,X,O,X,O,O,O,X,X,X,X
SOJITLZ,X,O,X,X,X,X,O,X,X,X
SOJITZL,X,O,X,O,X,X,X,X,X,X
SOJILTZ,X,O,X,X,X,X,O,X,X,O
SOJILZT,O,O,X,O,X,X,O,X,X,O
SOJIZTL,O,O,X,O,X,X,X,O,X,X
SOJIZLT,O,O,X,O,X,X,O,O,X,X
SOJLTIZ,X,O,X,X,X,X,O,X,X,X
SOJLTZI,X,O,X,X,O,X,X,X,X,X
SOJLITZ,X,O,X,X,X,X,O,X,X,O
SOJLIZT,O,O,X,O,X,X,O,X,X,O
SOJLZTI,O,O,X,O,O,X,X,X,X,X
SOJLZIT,O,O,X,O,O,X,O,X,X,X
SOJZTIL,O,O,X,O,X,O,X,O,X,X
SOJZTLI,O,O,X,O,O,O,X,X,X,X
SOJZITL,O,O,X,O,X,O,X,O,X,X
SOJZILT,O,O,X,O,X,X,O,O,X,X
SOJZLTI,O,O,X,O,O,O,X,X,X,X
SOJZLIT,O,O,X,O,O,X,O,O,X,X
SOZTILJ,O,O,O,O,O,O,X,X,X,X
SOZTIJL,O,O,O,O,X,O,X,O,X,X
SOZTLIJ,O,O,O,O,O,O,X,X,X,X
SOZTLJI,O,O,O,O,O,O,X,X,X,X
SOZTJIL,O,O,O,O,X,O,X,O,X,X
SOZTJLI,O,O,O,O,O,O,X,X,X,X
SOZITLJ,O,O,O,O,O,O,X,X,X,X
SOZITJL,O,O,O,O,X,O,X,O,X,X
SOZILTJ,O,O,O,O,O,X,X,X,X,X
SOZILJT,O,O,X,X,O,X,O,O,X,X
SOZIJTL,O,O,X,O,X,O,X,O,X,X
SOZIJLT,O,O,X,O,X,X,O,O,X,X
SOZLTIJ,O,O,O,O,O,O,X,X,X,X
SOZLTJI,O,O,O,O,O,O,X,X,X,X
SOZLITJ,O,O,O,O,O,X,X,X,X,X
SOZLIJT,O,O,X,X,O,X,O,O,X,X
SOZLJTI,O,O,O,O,O,O,X,X,X,X
SOZLJIT,O,O,X,O,O,X,O,O,X,X
SOZJTIL,O,O,O,O,X,O,X,O,X,X
SOZJTLI,O,O,O,O,O,O,X,X,X,X
SOZJITL,O,O,X,O,X,O,X,O,X,X
SOZJILT,O,O,X,O,X,X,O,O,X,X
SOZJLTI,O,O,O,O,O,O,X,X,X,X
SOZJLIT,O,O,X,O,O,X,O,O,X,X
ZTILJSO,X,X,O,X,O,O,X,X,O,X
ZTILJOS,X,X,O,X,X,X,X,X,O,X
ZTILSJO,X,X,O,X,O,O,X,X,O,X
ZTILSOJ,X,X,O,X,O,X,X,X,O,X
ZTILOJS,X,X,O,X,X,X,X,X,O,X
ZTILOSJ,X,X,O,X,O,X,X,X,O,X
ZTIJLSO,X,X,O,X,O,O,X,O,X,X
ZTIJLOS,X,X,O,X,X,X,X,O,X,X
ZTIJSLO,X,X,O,O,X,O,X,O,X,X
ZTIJSOL,X,X,O,O,X,O,X,O,X,X
ZTIJOLS,X,X,O,X,X,X,X,O,X,X
ZTIJOSL,X,X,O,O,X,O,X,O,X,X
ZTISLJO,X,X,O,O,O,O,X,X,X,X
ZTISLOJ,X,X,O,O,O,X,X,X,X,X
ZTISJLO,X,X,O,O,X,O,X,O,X,X
ZTISJOL,X,X,O,O,X,O,X,O,X,X
ZTISOLJ,X,X,O,O,O,X,X,X,X,X
ZTISOJL,X,X,O,O,X,O,X,O,X,X
ZTIOLJS,X,X,O,X,X,X,X,X,X,X
ZTIOLSJ,X,X,O,X,O,X,X,X,X,X
ZTIOJLS,X,X,O,X,X,X,X,O,X,X
ZTIOJSL,X,X,O,O,X,O,X,O,X,X
ZTIOSLJ,X,X,O,O,X,X,X,X,X,X
ZTIOSJL,X,X,O,O,X,O,X,O,X,X
ZTLIJSO,X,X,O,X,O,O,X,X,O,X
ZTLIJOS,X,X,O,X,X,X,X,X,O,X
ZTLISJO,X,X,O,X,O,O,X,X,O,X
ZTLISOJ,X,X,O,X,O,X,X,X,O,X
ZTLIOJS,X,X,O,X,X,X,X,X,O,X
ZTLIOSJ,X,X,O,X,O,X,X,X,O,X
ZTLJISO,X,X,O,X,O,O,X,X,X,X
ZTLJIOS,X,X,O,X,X,X,X,X,X,X
ZTLJSIO,O,X,O,O,O,O,X,X,X,X
ZTLJSOI,O,X,O,O,O,O,X,X,X,X
ZTLJOIS,O,X,O,X,X,X,X,X,X,X
ZTLJOSI,O,X,O,O,X,X,X,X,X,X
ZTLSIJO,O,X,O,O,O,O,X,X,X,X
ZTLSIOJ,O,X,O,O,O,X,X,X,X,X
ZTLSJIO,O,X,O,O,O,O,X,X,X,X
ZTLSJOI,O,X,O,O,O,O,X,X,X,X
ZTLSOIJ,O,X,O,O,O,X,X,X,X,X
ZTLSOJI,O,X,O,O,O,X,X,X,X,X
ZTLOIJS,X,X,O,X,X,X,X,X,X,X
ZTLOISJ,O,X,O,X,O,X,X,X,X,X
ZTLOJIS,O,X,O,X,X,X,X,X,X,X
ZTLOJSI,O,X,O,O,X,X,X,X,X,X
ZTLOSIJ,O,X,O,O,O,X,X,X,X,X
ZTLOSJI,O,X,O,O,O,X,X,X,X,X
ZTJILSO,X,X,O,X,O,O,X,O,X,X
ZTJILOS,X,X,O,X,X,X,X,O,X,X
ZTJISLO,X,X,O,O,X,O,X,O,X,X
ZTJISOL,X,X,O,O,X,O,X,O,X,X
ZTJIOLS,X,X,O,X,X,X,X,O,X,X
ZTJIOSL,X,X,O,O,X,O,X,O,X,X
ZTJLISO,X,X,O,X,O,O,X,X,X,X
ZTJLIOS,X,X,O,X,X,X,X,X,X,X
ZTJLSIO,O,X,O,O,O,O,X,X,X,X
ZTJLSOI,O,X,O,O,O,O,X,X,X,X
ZTJLOIS,O,X,O,X,X,X,X,X,X,X
ZTJLOSI,O,X,O,O,X,X,X,X,X,X
ZTJSILO,O,X,O,O,X,O,X,O,X,X
ZTJSIOL,X,X,O,O,X,O,X,O,X,X
ZTJSLIO,O,X,O,O,O,O,X,X,X,X
ZTJSLOI,O,X,O,O,O,O,X,X,X,X
ZTJSOIL,O,X,O,O,X,O,X,O,X,X
ZTJSOLI,O,X,O,O,O,O,X,X,X,X
ZTJOILS,O,X,O,X,X,X,X,O,X,X
ZTJOISL,O,X,O,O,X,O,X,O,X,X
ZTJOLIS,O,X,O,X,X,X,X,X,X,X
ZTJOLSI,O,X,O,O,X,X,X,X,X,X
ZTJOSIL,O,X,O,O,X,O,X,O,X,X
ZTJOSLI,O,X,O,O,X,O,X,X,X,X
ZTSILJO,O,X,O,O,O,O,X,X,X,X
ZTSILOJ,O,X,O,O,O,X,X,X,X,X
ZTSIJLO,O,X,O,O,X,O,X,O,X,X
ZTSIJOL,X,X,O,O,X,O,X,O,X,X
ZTSIOLJ,O,X,O,O,O,X,X,X,X,X
ZTSIOJL,O,X,O,O,X,O,X,O,X,X
ZTSLIJO,O,X,O,O,O,O,X,X,X,X
ZTSLIOJ,O,X,O,O,O,X,X,X,X,X
ZTSLJIO,O,X,O,O,O,O,X,X,X,X
ZTSLJOI,O,X,O,O,O,O,X,X,X,X
ZTSLOIJ,O,X,O,O,O,X,X,X,X,X
ZTSLOJI,O,X,O,O,O,X,X,X,X,X
ZTSJILO,O,X,O,O,X,O,X,O,X,X
ZTSJIOL,X,X,O,O,X,O,X,O,X,X
ZTSJLIO,O,X,O,O,O,O,X,X,X,X
ZTSJLOI,O,X,O,O,O,O,X,X,X,X
ZTSJOIL,O,X,O,O,X,O,X,O,X,X
ZTSJOLI,O,X,O,O,O,O,X,X,X,X
ZTSOILJ,O,X,O,O,O,O,X,X,X,X
ZTSOIJL,O,X,O,O,X,O,X,O,X,X
ZTSOLIJ,O,X,O,O,O,O,X,X,X,X
ZTSOLJI,O,X,O,O,O,O,X,X,X,X
ZTSOJIL,O,X,O,O,X,O,X,O,X,X
ZTSOJLI,O,X,O,O,O,O,X,X,X,X
ZTOILJS,X,X,O,X,X,O,X,X,X,X
ZTOILSJ,O,X,O,X,O,O,X,X,X,X
ZTOIJLS,O,X,O,X,X,O,X,O,X,X
ZTOIJSL,O,X,O,O,X,O,X,O,X,X
ZTOISLJ,O,X,O,O,X,O,X,X,X,X
ZTOISJL,O,X,O,O,X,O,X,O,X,X
ZTOLIJS,X,X,O,X,X,O,X,X,X,X
ZTOLISJ,O,X,O,X,O,O,X,X,X,X
ZTOLJIS,O,X,O,X,X,O,X,X,X,X
ZTOLJSI,O,X,O,O,X,O,X,X,X,X
ZTOLSIJ,O,X,O,O,O,O,X,X,X,X
ZTOLSJI,O,X,O,O,O,O,X,X,X,X
ZTOJILS,O,X,O,X,X,O,X,O,X,X
ZTOJISL,O,X,O,O,X,O,X,O,X,X
ZTOJLIS,O,X,O,X,X,O,X,X,X,X
ZTOJLSI,O,X,O,O,X,O,X,X,X,X
ZTOJSIL,O,X,O,O,X,O,X,O,X,X
ZTOJSLI,O,X,O,O,X,O,X,X,X,X
ZTOSILJ,O,X,O,O,O,O,X,X,X,X
ZTOSIJL,O,X,O,O,X,O,X,O,X,X
ZTOSLIJ,O,X,O,O,O,O,X,X,X,X
ZTOSLJI,O,X,O,O,O,O,X,X,X,X
ZTOSJIL,O,X,O,O,X,O,X,O,X,X
ZTOSJLI,O,X,O,O,O,O,X,X,X,X
ZITLJSO,X,X,O,X,O,O,X,X,O,X
ZITLJOS,X,X,O,X,X,X,X,X,O,X
ZITLSJO,X,X,O,X,O,O,X,X,O,X
ZITLSOJ,X,X,O,X,O,X,X,X,O,X
ZITLOJS,X,X,O,X,X,X,X,X,O,X
ZITLOSJ,X,X,O,X,O,X,X,X,O,X
ZITJLSO,X,X,O,X,O,O,X,O,X,X
ZITJLOS,X,X,O,X,X,X,X,O,X,X
ZITJSLO,X,X,O,O,X,O,X,O,X,X
ZITJSOL,X,X,O,O,X,O,X,O,X,X
ZITJOLS,X,X,O,X,X,X,X,O,X,X
ZITJOSL,X,X,O,O,X,O,X,O,X,X
ZITSLJO,X,X,O,O,O,O,X,X,X,X
ZITSLOJ,X,X,O,O,O,X,X,X,X,X
ZITSJLO,X,X,O,O,X,O,X,O,X,X
ZITSJOL,X,X,O,O,X,O,X,O,X,X
ZITSOLJ,X,X,O,O,O,X,X,X,X,X
ZITSOJL,X,X,O,O,X,O,X,O,X,X
ZITOLJS,X,X,O,X,X,X,X,X,X,X
ZITOLSJ,X,X,O,X,O,X,X,X,X,X
ZITOJLS,X,X,O,X,X,X,X,O,X,X
ZITOJSL,X,X,O,O,X,O,X,O,X,X
ZITOSLJ,X,X,O,O,X,X,X,X,X,X
ZITOSJL,X,X,O,O,X,O,X,O,X,X
ZILTJSO,X,X,O,X,O,X,X,X,O,X
ZILTJOS,X,X,O,X,X,X,X,X,O,X
ZILTSJO,X,X,O,X,O,X,X,X,O,X
ZILTSOJ,X,X,O,X,O,X,X,X,O,X
ZILTOJS,X,X,O,X,X,X,X,X,O,X
ZILTOSJ,X,X,O,X,O,X,X,X,O,X
ZILJTSO,X,X,X,X,O,X,X,O,X,X
ZILJTOS,X,X,X,X,X,X,X,O,X,X
ZILJSTO,O,O,X,X,O,X,X,O,X,X
ZILJSOT,O,O,X,X,O,X,O,O,X,X
ZILJOTS,O,X,X,X,X,X,X,O,X,O
ZILJOST,O,O,X,X,X,X,X,O,X,O
ZILSTJO,O,O,O,X,O,X,X,X,X,X
ZILSTOJ,O,X,O,X,O,X,X,X,X,X
ZILSJTO,O,O,X,X,O,X,X,O,X,X
ZILSJOT,O,O,X,X,O,X,O,O,X,X
ZILSOTJ,O,X,O,X,O,X,X,X,X,X
ZILSOJT,O,O,X,X,O,X,O,O,X,X
ZILOTJS,X,X,O,X,X,X,X,X,X,X
ZILOTSJ,O,X,O,X,O,X,X,X,X,X
ZILOJTS,O,X,X,X,X,X,X,O,X,O
ZILOJST,O,O,X,X,X,X,X,O,X,O
ZILOSTJ,O,O,O,X,O,X,X,X,X,X
ZILOSJT,O,O,X,X,O,X,X,O,X,X
ZIJTLSO,X,X,X,X,O,O,X,O,X,X
ZIJTLOS,X,X,X,X,X,X,X,O,X,X
ZIJTSLO,X,X,X,O,X,O,X,O,X,X
ZIJTSOL,X,X,X,O,X,O,X,O,X,X
ZIJTOLS,X,X,X,X,X,X,X,O,X,X
ZIJTOSL,X,X,X,O,X,O,X,O,X,X
ZIJLTSO,X,X,X,X,O,X,X,O,X,X
ZIJLTOS,X,X,X,X,X,X,X,O,X,X
ZIJLSTO,O,O,X,X,O,X,X,O,X,X
ZIJLSOT,O,O,X,X,O,X,O,O,X,X
ZIJLOTS,O,X,X,X,X,X,X,O,X,O
ZIJLOST,O,O,X,X,X,X,X,O,X,O
