sequence,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukBfmB0hB6?nBNqBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukBzgBfnB6?nBNqB0rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFCgB8lB+mBT?iBdqBXsB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukB3gB9nB0?mBiqBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jei/IvhFfmBxhBcpBN?qBGnBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFtkBzhB+nB3?lB0rBiqB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jex/IvhFXiBOpBdqBz?lBSsB0rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jei/IvhFzgBWnBcpBN?qBxrBXsB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jex/IvhFXiBOpBdqBz?lBcsB6rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JezAJvhFfnB6nBxpB0?rBOpBdqB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JefGJvhFxhBTkBNqBu?rBcsBipB
JTLZOSI,O,O,O,O,O,O,O,X,O,X,X
JTLOISZ,O,X,X,O,X,X,O,X,X,X,X
JTLOIZS,O,O,X,O,X,X,O,X,O,X,X
JTLOSIZ,O,X,X,O,X,X,O,X,X,X,X
JTLOSZI,O,X,X,O,X,X,O,X,X,X,X
JTLOZIS,O,O,X,O,X,X,O,X,O,X,X
JTLOZSI,O,O,X,O,X,X,O,X,O,X,X
JTSILZO,O,X,O,O,O,O,X,X,X,X,X
JTSILOZ,O,X,O,O,X,X,X,X,X,X,X
JTSIZLO,O,O,O,X,O,O,X,X,X,X,X
JTSIZOL,O,O,O,X,O,O,X,X,O,X,X
JTSIOLZ,O,X,O,X,X,X,O,X,X,X,X
JTSIOZL,O,O,O,X,O,O,X,X,O,X,X
JTSLIZO,O,X,O,O,O,O,X,X,X,X,X
JTSLIOZ,O,X,O,O,X,X,O,X,X,X,X
JTSLZIO,O,X,O,O,O,O,X,X,X,X,X
JTSLZOI,O,X,O,O,O,O,O,X,X,X,X
JTSLOIZ,O,X,O,O,X,X,O,X,X,X,X
JTSLOZI,O,X,O,O,X,X,O,X,X,X,X
JTSZILO,O,O,O,X,O,O,X,X,X,X,O
JTSZIOL,O,O,O,X,O,O,X,X,O,X,O
JTSZLIO,O,O,O,X,O,O,X,X,X,X,O
JTSZLOI,O,O,O,X,O,O,X,X,O,X,O
JTSZOIL,O,O,O,X,O,O,X,X,O,X,O
JTSZOLI,O,O,O,X,O,O,X,X,O,X,O
JTSOILZ,O,X,O,X,O,X,O,X,X,X,X
JTSOIZL,O,O,O,X,O,O,X,X,O,X,X
JTSOLIZ,O,X,O,X,O,X,O,X,X,X,X
JTSOLZI,O,X,O,X,O,X,O,X,X,X,X
JTSOZIL,O,O,O,X,O,O,X,X,O,X,O
JTSOZLI,O,O,O,X,O,O,X,X,O,X,O
JTZILSO,O,O,O,O,O,O,X,O,X,X,X
JTZILOS,O,O,O,O,X,O,X,O,O,X,X
JTZISLO,O,O,O,X,O,O,X,O,X,X,O
JTZISOL,O,O,O,X,O,O,X,O,O,X,O
JTZIOLS,O,O,O,X,X,O,O,O,O,X,X
JTZIOSL,O,O,O,X,X,O,X,O,O,X,O
JTZLISO,O,O,O,O,O,O,X,O,X,X,X
JTZLIOS,O,O,O,O,X,O,X,O,O,X,X
JTZLSIO,O,O,O,O,O,O,X,X,X,X,O
JTZLSOI,O,O,O,O,O,O,O,X,O,X,O
JTZLOIS,O,O,O,O,O,O,O,O,O,X,X
JTZLOSI,O,O,O,O,O,O,O,X,O,X,O
JTZSILO,O,O,O,X,O,O,X,X,X,X,O
JTZSIOL,O,O,O,X,O,O,X,X,O,X,O
JTZSLIO,O,O,O,X,O,O,X,X,X,X,O
JTZSLOI,O,O,O,X,O,O,X,X,O,X,O
JTZSOIL,O,O,O,X,O,O,X,X,O,X,O
JTZSOLI,O,O,O,X,O,O,X,X,O,X,O
JTZOILS,O,O,O,X,O,O,O,O,O,X,X
JTZOISL,O,O,O,X,O,O,X,O,O,X,O
JTZOLIS,O,O,O,X,O,O,O,O,O,X,X
JTZOLSI,O,O,O,X,O,O,O,X,O,X,O
JTZOSIL,O,O,O,X,O,O,X,X,O,X,O
JTZOSLI,O,O,O,X,O,O,X,X,O,X,O
JTOILSZ,O,X,X,O,X,X,O,X,X,X,X
JTOILZS,O,O,X,O,X,X,O,O,O,X,X
JTOISLZ,O,X,O,X,O,X,O,X,X,X,X
JTOISZL,O,O,O,X,O,O,X,O,O,X,X
JTOIZLS,O,O,O,X,O,O,O,O,O,X,X
JTOIZSL,O,O,O,X,O,O,X,O,O,X,X
JTOLISZ,O,X,X,O,X,X,O,X,X,X,X
JTOLIZS,O,O,X,O,X,X,O,X,O,X,X
JTOLSIZ,O,X,X,O,O,X,O,X,X,X,X
JTOLSZI,O,X,X,O,O,X,O,X,X,X,X
JTOLZIS,O,O,X,O,O,X,O,X,O,X,X
JTOLZSI,O,O,X,O,O,X,O,X,O,X,X
JTOSILZ,O,X,O,X,O,X,O,X,X,X,X
JTOSIZL,O,O,O,X,O,O,X,X,O,X,X
JTOSLIZ,O,X,O,X,O,X,O,X,X,X,X
JTOSLZI,O,X,O,X,O,X,O,X,X,X,X
JTOSZIL,O,O,O,X,O,O,X,X,O,X,O
JTOSZLI,O,O,O,X,O,O,X,X,O,X,O
JTOZILS,O,O,O,X,O,O,O,O,O,X,X
JTOZISL,O,O,O,X,O,O,X,O,O,X,O
JTOZLIS,O,O,O,X,O,O,O,O,O,X,X
JTOZLSI,O,O,O,X,O,O,O,X,O,X,O
JTOZSIL,O,O,O,X,O,O,X,X,O,X,O
JTOZSLI,O,O,O,X,O,O,X,X,O,X,O
JITLSZO,O,X,O,O,X,O,X,X,X,X,X
JITLSOZ,O,X,O,O,X,X,O,X,X,X,X
JITLZSO,O,O,O,O,X,O,X,O,X,X,X
JITLZOS,O,O,O,O,X,O,X,O,O,X,X
JITLOSZ,O,X,X,O,X,X,O,X,X,X,X
JITLOZS,O,O,X,O,X,X,O,O,O,X,X
JITSLZO,O,X,O,O,O,O,X,X,X,X,X
JITSLOZ,O,X,O,O,X,X,X,X,X,X,X
JITSZLO,O,O,O,X,O,O,X,O,X,X,X
JITSZOL,O,O,O,X,O,O,X,O,O,X,X
JITSOLZ,O,X,O,X,X,X,O,X,X,X,X
JITSOZL,O,O,O,X,O,O,X,O,O,X,X
JITZLSO,O,O,O,O,O,O,X,O,X,X,X
JITZLOS,O,O,O,O,X,O,X,O,O,X,X
JITZSLO,O,O,O,X,O,O,X,O,X,X,X
JITZSOL,O,O,O,X,O,O,X,O,O,X,X
JITZOLS,O,O,O,X,X,O,O,O,O,X,X
JITZOSL,O,O,O,X,X,O,X,O,O,X,X
JITOLSZ,O,X,X,O,X,X,O,X,X,X,X
JITOLZS,O,O,X,O,X,X,O,O,O,X,X
JITOSLZ,O,X,O,X,X,X,O,X,X,X,X
JITOSZL,O,O,O,X,X,O,X,O,O,X,X
JITOZLS,O,O,O,X,X,O,O,O,O,X,X
JITOZSL,O,O,O,X,X,O,X,O,O,X,X
JILTSZO,O,X,O,O,X,O,X,X,X,X,X
JILTSOZ,O,X,O,O,X,X,O,X,X,X,X
JILTZSO,O,O,O,O,X,O,X,O,X,X,X
JILTZOS,O,O,O,O,X,O,X,O,O,X,X
JILTOSZ,O,X,X,O,X,X,O,X,X,X,X
JILTOZS,O,O,X,O,X,X,O,O,O,X,X
JILSTZO,O,X,O,O,O,O,X,X,X,X,X
JILSTOZ,O,X,O,O,X,X,O,X,X,X,X
JILSZTO,O,X,O,O,X,O,X,X,X,X,X
JILSZOT,X,X,O,O,X,O,X,X,X,X,X
JILSOTZ,O,X,O,O,X,X,X,X,X,X,X
JILSOZT,X,X,O,O,X,X,X,X,X,X,X
JILZTSO,O,X,O,O,X,O,X,O,X,X,X
JILZTOS,O,X,O,O,X,O,X,O,O,X,X
JILZSTO,X,X,O,O,X,O,X,X,X,X,X
JILZSOT,X,X,O,O,X,O,X,X,X,X,X
JILZOTS,O,X,X,O,X,O,X,X,X,X,X
JILZOST,X,X,X,O,X,O,X,X,X,X,X
JILOTSZ,O,X,X,O,X,X,X,X,X,X,X
JILOTZS,O,X,X,O,X,X,X,O,X,X,X
JILOSTZ,O,X,X,O,X,X,X,X,X,X,X
JILOSZT,O,X,X,O,X,X,X,X,X,X,X
JILOZTS,O,X,X,O,X,X,X,X,X,X,X
JILOZST,O,X,X,O,X,X,X,X,X,X,X
JISTLZO,O,X,O,O,O,O,X,X,X,X,X
JISTLOZ,O,X,O,O,X,X,X,X,X,X,X
JISTZLO,O,O,O,X,O,O,X,O,X,X,X
JISTZOL,O,O,O,X,O,O,X,O,O,X,X
JISTOLZ,O,X,O,X,X,X,O,X,X,X,X
JISTOZL,O,O,O,X,O,O,X,O,O,X,X
JISLTZO,O,X,O,O,O,O,X,X,X,X,X
JISLTOZ,O,X,O,O,X,X,X,X,X,X,X
JISLZTO,O,X,O,O,X,O,X,X,X,X,X
JISLZOT,X,X,O,O,X,O,X,X,X,X,X
JISLOTZ,O,X,O,O,X,X,X,X,X,X,X
JISLOZT,X,X,O,O,X,X,X,X,X,X,X
JISZTLO,O,X,O,X,O,O,X,O,X,X,X
JISZTOL,O,X,O,X,O,O,X,O,O,X,X
JISZLTO,O,X,O,X,X,O,X,X,X,X,X
JISZLOT,X,X,O,X,X,O,X,X,X,X,X
JISZOTL,X,X,O,X,X,O,X,X,X,X,X
JISZOLT,X,X,O,X,X,O,X,X,X,X,X
JISOTLZ,O,X,O,X,X,X,X,X,X,X,X
JISOTZL,O,X,O,X,O,O,X,O,X,X,X
JISOLTZ,O,X,O,X,X,X,X,X,X,X,X
JISOLZT,O,X,O,X,X,X,X,X,X,X,X
JISOZTL,O,X,O,X,X,O,X,X,X,X,X
JISOZLT,O,X,O,X,X,O,X,X,X,X,X
JIZTLSO,O,O,O,O,O,O,X,O,X,X,X
JIZTLOS,O,O,O,O,X,O,X,O,O,X,X
JIZTSLO,O,O,O,X,O,O,X,O,X,X,X
JIZTSOL,O,O,O,X,O,O,X,O,O,X,X
JIZTOLS,O,O,O,X,X,O,O,O,O,X,X
JIZTOSL,O,O,O,X,X,O,X,O,O,X,X
JIZLTSO,O,X,O,O,O,O,X,O,X,X,X
JIZLTOS,O,X,O,O,X,O,X,O,O,X,X
JIZLSTO,X,X,O,O,X,O,X,X,X,X,X
JIZLSOT,X,X,O,O,X,O,X,X,X,X,X
JIZLOTS,O,X,X,O,X,O,X,X,X,X,X
JIZLOST,X,X,X,O,X,O,X,X,X,X,X
JIZSTLO,X,O,O,X,O,O,X,O,X,X,X
JIZSTOL,X,O,O,X,O,O,X,O,O,X,X
JIZSLTO,X,O,O,X,X,O,X,X,X,O,X
JIZSLOT,X,O,O,X,X,O,X,X,X,O,X
JIZSOTL,X,O,O,X,X,O,X,X,X,X,X
JIZSOLT,X,O,O,X,X,O,X,X,X,O,X
JIZOTLS,O,O,O,X,X,O,X,O,O,X,X
JIZOTSL,O,O,O,X,X,O,X,O,O,X,X
JIZOLTS,O,X,X,X,X,O,X,X,X,X,X
JIZOLST,X,X,X,X,X,O,X,X,X,X,X
JIZOSTL,X,O,O,X,X,O,X,X,X,X,X
JIZOSLT,X,O,O,X,X,O,X,X,X,O,X
JIOTLSZ,O,X,X,O,X,X,O,X,X,X,X
JIOTLZS,O,O,X,O,X,X,O,O,O,X,X
JIOTSLZ,O,X,O,X,X,X,O,X,X,X,X
JIOTSZL,O,O,O,X,X,O,X,O,O,X,X
JIOTZLS,O,O,O,X,X,O,O,O,O,X,X
JIOTZSL,O,O,O,X,X,O,X,O,O,X,X
JIOLTSZ,O,X,X,O,X,X,X,X,X,X,X
JIOLTZS,O,X,X,O,X,X,X,O,X,X,X
JIOLSTZ,O,X,X,O,X,X,X,X,X,X,X
JIOLSZT,O,X,X,O,X,X,X,X,X,X,X
JIOLZTS,O,X,X,O,X,X,X,X,X,X,X
JIOLZST,O,X,X,O,X,X,X,X,X,X,X
JIOSTLZ,O,X,O,X,X,X,X,X,X,X,X
JIOSTZL,O,X,O,X,O,O,X,O,X,X,X
JIOSLTZ,O,X,O,X,X,X,X,X,X,X,X
JIOSLZT,O,X,O,X,X,X,X,X,X,X,X
JIOSZTL,O,X,O,X,X,O,X,X,X,X,X
JIOSZLT,O,X,O,X,X,O,X,X,X,X,X
JIOZTLS,O,X,O,X,X,O,X,O,O,X,X
JIOZTSL,O,X,O,X,X,O,X,O,O,X,X
JIOZLTS,O,X,X,X,X,O,X,X,X,X,X
JIOZLST,O,X,X,X,X,O,X,X,X,X,X
JIOZSTL,O,X,O,X,X,O,X,X,X,X,X
JIOZSLT,O,X,O,X,X,O,X,X,X,O,X
JLTISZO,O,X,O,O,X,O,X,X,X,X,X
JLTISOZ,O,X,O,O,X,X,O,X,X,X,X
JLTIZSO,O,O,O,O,X,O,X,X,X,X,X
JLTIZOS,O,O,O,O,X,O,X,X,O,X,X
JLTIOSZ,O,X,X,O,X,X,O,X,X,X,X
JLTIOZS,O,O,X,O,X,X,O,X,O,X,X
JLTSIZO,O,X,O,O,O,O,X,X,X,X,X
JLTSIOZ,O,X,O,O,X,X,O,X,X,X,X
JLTSZIO,O,X,O,O,O,O,X,X,X,X,X
JLTSZOI,O,X,O,O,O,O,O,X,X,X,X
JLTSOIZ,O,X,O,O,X,X,O,X,X,X,X
JLTSOZI,O,X,O,O,X,X,O,X,X,X,X
JLTZISO,O,O,O,O,O,O,X,X,X,X,X
JLTZIOS,O,O,O,O,X,O,X,X,O,X,X
JLTZSIO,O,O,O,O,O,O,X,X,X,X,X
JLTZSOI,O,O,O,O,O,O,O,X,O,X,X
JLTZOIS,O,O,O,O,X,O,O,X,O,X,X
JLTZOSI,O,O,O,O,O,O,O,X,O,X,X
JLTOISZ,O,X,X,O,X,X,O,X,X,X,X
JLTOIZS,O,O,X,O,X,X,O,X,O,X,X
JLTOSIZ,O,X,X,O,X,X,O,X,X,X,X
JLTOSZI,O,X,X,O,X,X,O,X,X,X,X
JLTOZIS,O,O,X,O,X,X,O,X,O,X,X
JLTOZSI,O,O,X,O,X,X,O,X,O,X,X
JLITSZO,O,X,O,O,X,O,X,X,X,X,X
JLITSOZ,O,X,O,O,X,X,O,X,X,X,X
JLITZSO,O,O,O,O,X,O,X,X,X,X,X
JLITZOS,O,O,O,O,X,O,X,X,O,X,X
JLITOSZ,O,X,X,O,X,X,O,X,X,X,X
JLITOZS,O,O,X,O,X,X,O,X,O,X,X
JLISTZO,O,X,O,O,O,O,X,X,X,X,X
JLISTOZ,O,X,O,O,X,X,O,X,X,X,X
JLISZTO,O,X,O,O,X,O,X,X,X,X,X
JLISZOT,X,X,O,O,X,O,X,X,X,X,X
JLISOTZ,O,X,O,O,X,X,X,X,X,X,X
JLISOZT,X,X,O,O,X,X,X,X,X,X,X
JLIZTSO,O,X,O,O,X,O,X,X,X,X,X
JLIZTOS,O,X,O,O,X,O,X,X,O,X,X
JLIZSTO,X,X,O,O,X,O,X,X,X,X,X
JLIZSOT,X,X,O,O,X,O,X,X,X,X,X
JLIZOTS,O,X,X,O,X,O,X,X,X,X,X
JLIZOST,X,X,X,O,X,O,X,X,X,X,X
JLIOTSZ,O,X,X,O,X,X,X,X,X,X,X
JLIOTZS,O,X,X,O,X,X,X,X,X,X,X
JLIOSTZ,O,X,X,O,X,X,X,X,X,X,X
JLIOSZT,O,X,X,O,X,X,X,X,X,X,X
JLIOZTS,O,X,X,O,X,X,X,X,X,X,X
JLIOZST,O,X,X,O,X,X,X,X,X,X,X
JLSTIZO,O,X,O,O,O,O,X,X,X,X,X
JLSTIOZ,O,X,O,O,X,X,O,X,X,X,X
JLSTZIO,O,X,O,O,O,O,X,X,X,X,X
JLSTZOI,O,X,O,O,O,O,O,X,X,X,X
JLSTOIZ,O,X,O,O,X,X,O,X,X,X,X
JLSTOZI,O,X,O,O,X,X,O,X,X,X,X
JLSITZO,O,X,O,O,O,O,X,X,X,X,X
JLSITOZ,O,X,O,O,X,X,O,X,X,X,X
JLSIZTO,O,X,O,O,X,O,X,X,X,X,X
JLSIZOT,X,X,O,O,X,O,X,X,X,X,X
JLSIOTZ,O,X,O,O,X,X,X,X,X,X,X
JLSIOZT,X,X,O,O,X,X,X,X,X,X,X
JLSZTIO,O,X,O,O,X,O,X,X,X,X,X
JLSZTOI,O,X,O,O,X,O,O,X,X,X,X
JLSZITO,O,X,O,O,X,O,X,X,X,X,X
JLSZIOT,X,X,O,O,X,O,X,X,X,X,X
JLSZOTI,X,X,O,O,X,O,X,X,X,X,X
JLSZOIT,X,X,O,O,X,O,X,X,X,X,X
JLSOTIZ,O,X,O,O,X,X,O,X,X,X,X
JLSOTZI,O,X,O,O,X,X,O,X,X,X,X
JLSOITZ,O,X,O,O,X,X,X,X,X,X,X
JLSOIZT,X,X,O,O,X,X,X,X,X,X,X
JLSOZTI,X,X,O,O,X,X,X,X,X,X,X
JLSOZIT,X,X,O,O,X,X,X,X,X,X,X
JLZTISO,O,X,O,O,O,O,X,X,X,X,X
JLZTIOS,O,X,O,O,X,O,X,X,O,X,X
JLZTSIO,O,X,O,O,O,O,X,X,X,X,X
JLZTSOI,O,X,O,O,O,O,O,X,O,X,X
JLZTOIS,O,X,O,O,X,O,O,X,O,X,X
JLZTOSI,O,X,O,O,O,O,O,X,O,X,X
JLZITSO,O,X,O,O,O,O,X,X,X,X,X
JLZITOS,O,X,O,O,X,O,X,X,O,X,X
JLZISTO,X,X,O,O,X,O,X,X,X,X,X
JLZISOT,X,X,O,O,X,O,X,X,X,X,X
JLZIOTS,O,X,X,O,X,O,X,X,X,X,X
JLZIOST,X,X,X,O,X,O,X,X,X,X,X
JLZSTIO,X,X,O,O,O,O,X,X,X,X,X
JLZSTOI,X,X,O,O,O,O,O,X,O,X,X
JLZSITO,X,X,O,O,X,O,X,X,X,X,X
JLZSIOT,X,X,O,O,X,O,X,X,X,X,X
JLZSOTI,X,X,O,O,X,O,X,X,X,X,X
JLZSOIT,X,X,O,O,X,O,X,X,X,X,X
JLZOTIS,O,X,X,O,X,O,X,X,X,X,X
JLZOTSI,O,X,X,O,O,O,X,X,X,X,X
JLZOITS,O,X,X,O,X,O,X,X,X,X,X
JLZOIST,X,X,X,O,X,O,X,X,X,X,X
JLZOSTI,X,X,X,O,X,O,X,X,X,X,X
JLZOSIT,X,X,X,O,X,O,X,X,X,X,X
JLOTISZ,O,X,X,O,X,X,O,X,X,X,X
JLOTIZS,O,X,X,O,X,X,O,X,X,X,X
JLOTSIZ,O,X,X,O,X,X,O,X,X,X,X
JLOTSZI,O,X,X,O,X,X,O,X,X,X,X
JLOTZIS,O,X,X,O,X,X,O,X,X,X,X
JLOTZSI,O,X,X,O,X,X,O,X,X,X,X
JLOITSZ,O,X,X,O,X,X,X,X,X,X,X
JLOITZS,O,X,X,O,X,X,X,X,X,X,X
JLOISTZ,O,X,X,O,X,X,X,X,X,X,X
JLOISZT,O,X,X,O,X,X,X,X,X,X,X
JLOIZTS,O,X,X,O,X,X,X,X,X,X,X
JLOIZST,O,X,X,O,X,X,X,X,X,X,X
JLOSTIZ,O,X,X,O,X,X,O,X,X,X,X
JLOSTZI,O,X,X,O,X,X,O,X,X,X,X
JLOSITZ,O,X,X,O,X,X,X,X,X,X,X
JLOSIZT,O,X,X,O,X,X,X,X,X,X,X
JLOSZTI,O,X,X,O,X,X,X,X,X,X,X
JLOSZIT,O,X,X,O,X,X,X,X,X,X,X
JLOZTIS,O,X,X,O,X,X,X,X,X,X,X
JLOZTSI,O,X,X,O,X,X,X,X,X,X,X
JLOZITS,O,X,X,O,X,X,X,X,X,X,X
JLOZIST,O,X,X,O,X,X,X,X,X,X,X
JLOZSTI,O,X,X,O,X,X,X,X,X,X,X
JLOZSIT,O,X,X,O,X,X,X,X,X,X,X
JSTILZO,O,X,O,O,O,O,X,X,X,X,X
JSTILOZ,O,X,O,O,X,X,X,X,X,X,X
JSTIZLO,O,O,O,X,O,O,X,X,X,X,X
JSTIZOL,O,O,O,X,O,O,X,X,O,X,X
JSTIOLZ,O,X,O,X,X,X,O,X,X,X,X
JSTIOZL,O,O,O,X,O,O,X,X,O,X,X
JSTLIZO,O,X,O,O,O,O,X,X,X,X,X
JSTLIOZ,O,X,O,O,X,X,O,X,X,X,X
JSTLZIO,O,X,O,O,O,O,X,X,X,X,X
JSTLZOI,O,X,O,O,O,O,O,X,X,X,X
JSTLOIZ,O,X,O,O,X,X,O,X,X,X,X
JSTLOZI,O,X,O,O,X,X,O,X,X,X,X
JSTZILO,O,O,O,X,O,O,X,X,X,X,O
JSTZIOL,O,O,O,X,O,O,X,X,O,X,O
JSTZLIO,O,O,O,X,O,O,X,X,X,X,O
JSTZLOI,O,O,O,X,O,O,X,X,O,X,O
JSTZOIL,O,O,O,X,O,O,X,X,O,X,O
JSTZOLI,O,O,O,X,O,O,X,X,O,X,O
JSTOILZ,O,X,O,X,O,X,O,X,X,X,X
JSTOIZL,O,O,O,X,O,O,X,X,O,X,X
JSTOLIZ,O,X,O,X,O,X,O,X,X,X,X
JSTOLZI,O,X,O,X,O,X,O,X,X,X,X
JSTOZIL,O,O,O,X,O,O,X,X,O,X,O
JSTOZLI,O,O,O,X,O,O,X,X,O,X,O
JSITLZO,O,X,O,O,O,O,X,X,X,X,X
JSITLOZ,O,X,O,O,X,X,X,X,X,X,X
JSITZLO,O,O,O,X,O,O,X,X,X,X,X
JSITZOL,O,O,O,X,O,O,X,X,O,X,X
JSITOLZ,O,X,O,X,X,X,O,X,X,X,X
JSITOZL,O,O,O,X,O,O,X,X,O,X,X
JSILTZO,O,X,O,O,O,O,X,X,X,X,X
JSILTOZ,O,X,O,O,X,X,X,X,X,X,X
JSILZTO,O,X,O,O,X,O,X,X,X,X,X
JSILZOT,X,X,O,O,X,O,X,X,X,X,X
JSILOTZ,O,X,O,O,X,X,X,X,X,X,X
JSILOZT,X,X,O,O,X,X,X,X,X,X,X
JSIZTLO,O,X,O,X,O,O,X,X,X,X,X
JSIZTOL,O,X,O,X,O,O,X,X,O,X,X
JSIZLTO,O,X,O,X,X,O,X,X,X,X,X
JSIZLOT,X,X,O,X,X,O,X,X,X,X,X
JSIZOTL,X,X,O,X,X,O,X,X,X,X,X
JSIZOLT,X,X,O,X,X,O,X,X,X,X,X
JSIOTLZ,O,X,O,X,X,X,X,X,X,X,X
JSIOTZL,O,X,O,X,O,O,X,X,X,X,X
JSIOLTZ,O,X,O,X,X,X,X,X,X,X,X
JSIOLZT,O,X,O,X,X,X,X,X,X,X,X
JSIOZTL,O,X,O,X,X,O,X,X,X,X,X
JSIOZLT,O,X,O,X,X,O,X,X,X,X,X
JSLTIZO,O,X,O,O,O,O,X,X,X,X,X
JSLTIOZ,O,X,O,O,X,X,O,X,X,X,X
JSLTZIO,O,X,O,O,O,O,X,X,X,X,X
JSLTZOI,O,X,O,O,O,O,O,X,X,X,X
JSLTOIZ,O,X,O,O,X,X,O,X,X,X,X
JSLTOZI,O,X,O,O,X,X,O,X,X,X,X
JSLITZO,O,X,O,O,O,O,X,X,X,X,X
JSLITOZ,O,X,O,O,X,X,O,X,X,X,X
JSLIZTO,O,X,O,O,X,O,X,X,X,X,X
JSLIZOT,X,X,O,O,X,O,X,X,X,X,X
JSLIOTZ,O,X,O,O,X,X,X,X,X,X,X
JSLIOZT,X,X,O,O,X,X,X,X,X,X,X
JSLZTIO,O,X,O,O,X,O,X,X,X,X,X
JSLZTOI,O,X,O,O,X,O,O,X,X,X,X
JSLZITO,O,X,O,O,X,O,X,X,X,X,X
JSLZIOT,X,X,O,O,X,O,X,X,X,X,X
JSLZOTI,X,X,O,O,X,O,X,X,X,X,X
JSLZOIT,X,X,O,O,X,O,X,X,X,X,X
JSLOTIZ,O,X,O,O,X,X,O,X,X,X,X
JSLOTZI,O,X,O,O,X,X,O,X,X,X,X
JSLOITZ,O,X,O,O,X,X,X,X,X,X,X
JSLOIZT,X,X,O,O,X,X,X,X,X,X,X
JSLOZTI,X,X,O,O,X,X,X,X,X,X,X
JSLOZIT,X,X,O,O,X,X,X,X,X,X,X
JSZTILO,O,X,O,X,O,O,X,X,X,X,O
JSZTIOL,O,X,O,X,O,O,X,X,O,X,O
JSZTLIO,O,X,O,X,O,O,X,X,X,X,O
JSZTLOI,O,X,O,X,O,O,X,X,O,X,O
JSZTOIL,O,X,O,X,O,O,X,X,O,X,O
JSZTOLI,O,X,O,X,O,O,X,X,O,X,O
JSZITLO,O,X,O,X,O,O,X,X,X,X,O
JSZITOL,O,X,O,X,O,O,X,X,O,X,O
JSZILTO,O,X,O,X,X,O,X,X,X,X,O
JSZILOT,X,X,O,X,X,O,X,X,X,X,X
JSZIOTL,X,X,O,X,X,O,X,X,X,X,O
JSZIOLT,X,X,O,X,X,O,X,X,X,X,X
JSZLTIO,O,X,O,X,O,O,X,X,X,X,O
JSZLTOI,O,X,O,X,O,O,X,X,O,X,O
JSZLITO,O,X,O,X,X,O,X,X,X,X,O
JSZLIOT,X,X,O,X,X,O,X,X,X,X,X
JSZLOTI,X,X,O,X,X,O,X,X,X,X,X
JSZLOIT,X,X,O,X,X,O,X,X,X,X,X
JSZOTIL,X,X,O,X,X,O,X,X,O,X,O
JSZOTLI,X,X,O,X,X,O,X,X,O,X,O
JSZOITL,X,X,O,X,X,O,X,X,X,X,O
JSZOILT,X,X,O,X,X,O,X,X,X,X,X
JSZOLTI,X,X,O,X,X,O,X,X,X,X,X
JSZOLIT,X,X,O,X,X,O,X,X,X,X,X
JSOTILZ,O,X,O,X,O,X,X,X,X,X,X
JSOTIZL,O,X,O,X,O,O,X,X,X,X,X
JSOTLIZ,O,X,O,X,O,X,X,X,X,X,X
JSOTLZI,O,X,O,X,O,X,X,X,X,X,X
JSOTZIL,O,X,O,X,O,O,X,X,X,X,X
JSOTZLI,O,X,O,X,O,O,X,X,X,X,X
JSOITLZ,O,X,O,X,O,X,X,X,X,X,X
JSOITZL,O,X,O,X,O,O,X,X,X,X,X
JSOILTZ,O,X,O,X,O,X,X,X,X,X,X
JSOILZT,O,X,O,X,X,X,X,X,X,X,X
JSOIZTL,O,X,O,X,O,O,X,X,X,X,X
JSOIZLT,O,X,O,X,X,O,X,X,X,X,X
JSOLTIZ,O,X,O,X,O,X,X,X,X,X,X
JSOLTZI,O,X,O,X,O,X,X,X,X,X,X
JSOLITZ,O,X,O,X,O,X,X,X,X,X,X
JSOLIZT,O,X,O,X,X,X,X,X,X,X,X
JSOLZTI,O,X,O,X,X,X,X,X,X,X,X
JSOLZIT,O,X,O,X,X,X,X,X,X,X,X
JSOZTIL,O,X,O,X,O,O,X,X,X,X,X
JSOZTLI,O,X,O,X,O,O,X,X,X,X,X
JSOZITL,O,X,O,X,O,O,X,X,X,X,X
JSOZILT,O,X,O,X,X,O,X,X,X,X,X
JSOZLTI,O,X,O,X,X,O,X,X,X,X,X
JSOZLIT,O,X,O,X,X,O,X,X,X,X,X
JZTILSO,O,O,O,O,O,O,X,O,X,X,X
JZTILOS,O,O,O,O,X,O,X,O,O,X,X
JZTISLO,O,O,O,X,O,O,X,O,X,X,O
JZTISOL,O,O,O,X,O,O,X,O,O,X,O
JZTIOLS,O,O,O,X,X,O,O,O,O,X,X
JZTIOSL,O,O,O,X,X,O,X,O,O,X,O
JZTLISO,O,O,O,O,O,O,X,O,X,X,X
JZTLIOS,O,O,O,O,X,O,X,O,O,X,X
JZTLSIO,O,O,O,O,O,O,X,X,X,X,O
JZTLSOI,O,O,O,O,O,O,O,X,O,X,O
