sequence,v115@DhA8HeB8HeC8FeF8JeOEJvhFxgBCjB8qBToB3pBFqB,v115@DhA8HeB8HeC8FeF8Je3/IvhFFhBCjB0lBToB2pBxuB,v115@DhA8HeB8HeC8FeF8JeFBJvhFfoB6oBTkB0lBmkBxuB,v115@DhA8HeB8HeC8FeF8JeFBJvhFCjBOpBToBRqB/qB0pB,v115@DhA8HeB8HeC8FeF8Jex/IvhFXhBziB+oB0pBlqBipB,v115@DhA8HeB8HeC8FeF8Je0/IvhFXhBKpBFoBGoBRqBTqB,v115@DhA8HeB8HeC8FeF8JeKEJvhFzfBGjB3lBUoBFmBxuB,v115@DhA8HeB8HeC8FeF8JexAJvhFfoB6oBzlBlpBOpBUqB,v115@DhA8HeB8HeC8FeF8Je0/IvhFXhBKpBGoBFoBRqBTqB,v115@DhA8HeB8HeC8FeF8JeZEJvhFzfBSoB3lBFmBUoBWvB,v115@DhA8HeB8HeC8FeF8JeT/IvhFXhBypBFoB0lBGoBxuB,v115@DhA8HeB8HeC8FeF8JeT/IvhF0gBypBFoBXmBGoBxuB,v115@DhA8HeB8HeC8FeF8JeT/IvhF0gBypBGoBXmBFoBxuB
JZSOLTI,O,O,X,X,X,X,X,X,X,X,X,X,X
JZSOLIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JZOTILS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZOTISL,X,O,X,O,O,X,X,X,X,X,X,X,X
JZOTLIS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZOTLSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JZOTSIL,X,X,X,X,O,X,X,X,X,X,X,X,X
JZOTSLI,X,O,X,X,O,X,X,X,X,X,X,X,X
JZOITLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZOITSL,X,O,X,O,O,X,X,X,X,X,X,X,X
JZOILTS,X,O,X,O,X,X,O,X,X,X,X,X,X
JZOILST,O,O,X,O,X,X,O,X,X,O,X,X,X
JZOISTL,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOISLT,O,O,X,O,X,X,O,X,X,O,X,X,X
JZOLTIS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZOLTSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JZOLITS,X,O,X,O,X,X,X,X,X,X,X,X,X
JZOLIST,O,O,X,O,X,X,X,X,X,O,X,X,X
JZOLSTI,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOLSIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JZOSTIL,O,X,X,X,O,X,X,X,X,X,X,X,X
JZOSTLI,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOSITL,O,X,X,X,O,X,X,X,X,X,X,X,X
JZOSILT,O,X,X,X,X,X,X,X,X,O,X,X,X
JZOSLTI,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOSLIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JOTILSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JOTILZS,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTISLZ,X,X,X,O,O,X,X,O,X,O,X,X,X
JOTISZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JOTIZLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JOTIZSL,X,O,X,O,O,X,X,X,X,X,X,X,X
JOTLISZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JOTLIZS,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTLSIZ,X,X,X,O,O,X,X,X,X,O,X,X,X
JOTLSZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JOTLZIS,X,O,X,O,O,X,X,X,X,X,X,X,X
JOTLZSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JOTSILZ,X,X,X,O,O,X,X,O,X,O,X,X,X
JOTSIZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JOTSLIZ,X,X,X,O,O,X,X,O,X,O,X,X,X
JOTSLZI,X,X,X,X,O,X,X,O,X,X,X,X,X
JOTSZIL,X,X,X,X,O,X,X,X,X,X,X,X,X
JOTSZLI,X,X,X,X,O,X,X,X,X,X,X,X,X
JOTZILS,X,O,X,O,O,X,X,X,X,X,X,X,X
JOTZISL,X,O,X,O,O,X,X,X,X,X,X,X,X
JOTZLIS,X,O,X,O,O,X,X,X,X,X,X,X,X
JOTZLSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JOTZSIL,X,X,X,X,O,X,X,X,X,X,X,X,X
JOTZSLI,X,O,X,X,O,X,X,X,X,X,X,X,X
JOITLSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JOITLZS,X,O,X,O,X,X,X,X,X,X,X,X,X
JOITSLZ,X,X,X,O,O,X,X,O,X,O,X,X,X
JOITSZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JOITZLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JOITZSL,X,O,X,O,O,X,X,X,X,X,X,X,X
JOILTSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JOILTZS,X,O,X,O,X,X,X,X,X,X,X,X,O
JOILSTZ,O,X,X,O,X,X,X,X,X,O,X,X,X
JOILSZT,O,X,X,O,X,X,X,X,X,O,X,X,O
JOILZTS,X,O,X,O,X,X,X,X,X,X,X,X,O
JOILZST,O,O,X,O,X,X,X,X,X,O,X,X,O
JOISTLZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JOISTZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JOISLTZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JOISLZT,O,X,X,O,X,X,X,X,X,O,X,X,X
JOISZTL,X,X,X,O,O,X,X,X,X,X,X,X,X
JOISZLT,O,X,X,O,X,X,X,X,X,O,X,X,X
JOIZTLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JOIZTSL,X,O,X,O,O,X,X,X,X,X,X,X,X
JOIZLTS,X,O,X,O,X,X,X,X,X,X,X,X,X
JOIZLST,O,O,X,O,X,X,X,X,X,O,X,X,X
JOIZSTL,O,O,X,O,X,X,X,X,X,X,X,X,X
JOIZSLT,O,O,X,O,X,X,X,X,X,O,X,X,X
JOLTISZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JOLTIZS,X,O,X,O,X,X,X,X,X,X,X,X,X
JOLTSIZ,X,X,X,O,O,X,X,X,X,O,X,X,X
JOLTSZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLTZIS,X,O,X,O,O,X,X,X,X,X,X,X,X
JOLTZSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLITSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JOLITZS,X,O,X,O,X,X,X,X,X,X,X,X,X
JOLISTZ,O,X,X,O,X,X,X,X,X,O,X,X,X
JOLISZT,O,X,X,O,X,X,X,X,O,O,X,X,X
JOLIZTS,X,O,X,O,X,X,X,X,X,X,X,X,X
JOLIZST,O,O,X,O,X,X,X,X,O,O,X,X,X
JOLSTIZ,O,X,X,O,O,X,X,X,X,O,X,X,X
JOLSTZI,O,X,X,X,O,X,X,X,X,X,X,X,X
JOLSITZ,O,X,X,O,O,X,X,X,X,O,X,X,X
JOLSIZT,O,X,X,O,X,X,X,X,O,O,X,X,X
JOLSZTI,O,X,X,X,X,X,X,X,O,X,X,X,X
JOLSZIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JOLZTIS,X,O,X,O,O,X,X,X,X,X,X,X,X
JOLZTSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLZITS,X,O,X,O,X,X,X,X,X,X,X,X,X
JOLZIST,O,O,X,O,X,X,X,X,O,O,X,X,X
JOLZSTI,O,O,X,X,X,X,X,X,O,X,X,X,X
JOLZSIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JOSTILZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JOSTIZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JOSTLIZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JOSTLZI,O,X,X,X,O,X,X,O,X,X,X,X,X
JOSTZIL,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSTZLI,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSITLZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JOSITZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JOSILTZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JOSILZT,O,X,X,O,X,X,X,X,X,O,X,X,X
JOSIZTL,O,X,X,O,O,X,X,X,X,X,X,X,X
JOSIZLT,O,X,X,O,X,X,X,X,X,O,X,X,X
JOSLTIZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JOSLTZI,O,X,X,X,O,X,X,O,X,X,X,X,X
JOSLITZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JOSLIZT,O,X,X,O,X,X,X,X,O,O,X,X,X
JOSLZTI,O,X,X,X,X,X,X,X,O,X,X,X,X
JOSLZIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JOSZTIL,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSZTLI,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSZITL,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSZILT,O,X,X,X,X,X,X,X,X,O,X,X,X
JOSZLTI,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JOZTILS,X,O,X,O,O,X,X,X,X,X,X,X,X
JOZTISL,X,O,X,O,O,X,X,X,X,X,X,X,X
JOZTLIS,X,O,X,O,O,X,X,X,X,X,X,X,X
JOZTLSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZTSIL,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZTSLI,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZITLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JOZITSL,X,O,X,O,O,X,X,X,X,X,X,X,X
JOZILTS,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZILST,O,O,X,O,X,X,X,X,X,O,X,X,X
JOZISTL,O,O,X,O,X,X,X,X,X,X,X,X,X
JOZISLT,O,O,X,O,X,X,X,X,X,O,X,X,X
JOZLTIS,X,O,X,O,O,X,X,X,X,X,X,X,X
JOZLTSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZLITS,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZLIST,O,O,X,O,X,X,X,X,X,O,X,X,X
JOZLSTI,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JOZSTIL,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZSTLI,O,O,X,X,O,X,X,X,X,X,X,X,X
JOZSITL,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZSILT,O,X,X,X,X,X,X,X,X,O,X,X,X
JOZSLTI,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,X,X,X,X,X,X,X,X,O,X,X,X
STILJZO,O,X,O,X,X,O,X,X,X,X,X,X,X
STILJOZ,O,X,X,X,O,X,X,X,X,X,O,X,X
STILZJO,X,X,O,X,X,O,X,X,X,X,X,X,X
STILZOJ,X,X,O,X,X,O,X,X,X,X,O,O,X
STILOJZ,X,X,X,X,X,X,X,O,X,X,O,X,X
STILOZJ,X,X,O,X,X,O,X,O,X,X,O,O,X
STIJLZO,O,X,O,X,X,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,O,X,X,X,X,X,O,X,X
STIJZLO,X,X,O,X,O,X,X,X,X,X,X,X,X
STIJZOL,X,X,O,X,O,X,X,X,X,X,X,X,X
STIJOLZ,O,X,X,O,O,X,X,X,X,X,X,X,X
STIJOZL,X,X,X,O,O,X,X,X,X,X,X,X,X
STIZLJO,X,X,O,X,O,X,X,X,X,X,X,X,X
STIZLOJ,X,O,O,X,X,X,X,X,X,X,O,X,X
STIZJLO,X,X,O,X,O,X,X,X,X,X,X,X,X
STIZJOL,X,O,O,X,O,X,X,X,X,X,X,X,X
STIZOLJ,X,O,O,X,X,X,X,X,X,X,X,X,X
STIZOJL,X,O,O,X,O,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,O,X,X,X,O,X,X,O,X,X
STIOLZJ,X,O,O,X,X,X,X,O,X,X,O,X,X
STIOJLZ,O,X,X,O,O,X,X,O,X,X,X,X,X
STIOJZL,X,X,X,O,O,X,X,X,X,X,X,X,X
STIOZLJ,X,O,O,X,X,X,X,O,X,X,X,X,X
STIOZJL,X,O,O,X,X,X,X,X,X,X,X,X,X
STLIJZO,O,X,O,X,X,O,X,X,O,X,X,X,X
STLIJOZ,O,X,X,X,O,X,X,X,X,X,O,X,X
STLIZJO,X,X,O,X,X,O,X,X,O,X,X,X,X
STLIZOJ,X,X,O,X,X,O,X,X,X,X,O,X,X
STLIOJZ,X,X,X,X,X,X,X,O,X,X,O,X,X
STLIOZJ,X,X,O,X,X,O,X,O,X,X,O,X,X
STLJIZO,O,X,O,X,X,O,X,X,O,X,X,X,X
STLJIOZ,O,X,X,X,O,X,X,X,X,X,X,X,X
STLJZIO,O,X,O,X,O,O,X,X,O,X,X,X,X
STLJZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
STLJOIZ,X,X,X,X,O,X,X,O,X,X,X,X,X
STLJOZI,X,X,X,X,O,X,X,O,X,X,X,X,X
STLZIJO,O,X,O,X,O,O,X,X,X,X,X,X,X
STLZIOJ,X,X,O,X,X,O,X,X,X,X,X,X,X
STLZJIO,O,X,O,X,O,O,X,X,O,X,X,X,X
STLZJOI,X,X,X,X,O,O,X,X,O,X,X,X,X
STLZOIJ,X,X,O,X,X,O,X,O,X,X,X,X,X
STLZOJI,X,X,X,X,X,O,X,O,X,X,X,X,X
STLOIJZ,X,X,X,X,X,X,X,O,X,X,X,X,X
STLOIZJ,X,X,O,X,X,O,X,O,X,X,X,X,X
STLOJIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
STLOJZI,X,X,X,X,X,X,X,O,X,X,X,X,X
STLOZIJ,X,X,O,X,X,O,X,O,X,X,X,X,X
STLOZJI,X,X,X,X,X,O,X,O,X,X,X,X,X
STJILZO,O,X,O,X,X,X,X,X,X,X,X,X,X
STJILOZ,O,X,X,X,O,X,X,X,X,X,O,X,X
STJIZLO,X,X,O,X,O,X,X,X,X,X,X,X,X
STJIZOL,X,X,O,X,O,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,O,O,X,X,X,X,X,X,X,X
STJIOZL,X,X,X,O,O,X,X,X,X,X,X,X,X
STJLIZO,O,X,O,X,X,O,X,X,O,X,X,X,X
STJLIOZ,O,X,X,X,O,X,X,X,X,X,X,X,X
STJLZIO,O,X,O,X,O,O,X,X,O,X,X,X,X
STJLZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
STJLOIZ,X,X,X,X,O,X,X,O,X,X,X,X,X
STJLOZI,X,X,X,X,O,X,X,O,X,X,X,X,X
STJZILO,O,X,O,X,O,X,X,X,X,X,X,X,X
STJZIOL,O,X,O,X,O,X,X,X,X,X,X,X,X
STJZLIO,O,X,O,X,O,X,X,X,X,X,X,X,X
STJZLOI,X,X,X,X,O,X,X,X,X,X,X,X,X
STJZOIL,O,X,X,X,O,X,X,X,X,X,X,X,X
STJZOLI,O,X,X,X,O,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,O,O,X,X,O,X,X,X,X,X
STJOIZL,X,X,X,O,O,X,X,X,X,X,X,X,X
STJOLIZ,O,X,X,O,O,X,X,O,X,X,X,X,X
STJOLZI,O,X,X,X,O,X,X,O,X,X,X,X,X
STJOZIL,O,X,X,X,O,X,X,X,X,X,X,X,X
STJOZLI,O,X,X,X,O,X,X,X,X,X,X,X,X
STZILJO,O,X,O,X,O,X,X,X,X,X,X,X,X
STZILOJ,X,O,O,X,X,X,X,X,X,X,O,X,X
STZIJLO,O,X,O,X,O,X,X,X,X,X,X,X,X
STZIJOL,O,O,O,X,O,X,X,X,X,X,X,X,X
STZIOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,O,O,X,O,X,X,X,X,X,X,X,X
STZLIJO,O,X,O,X,O,O,X,X,X,X,X,X,X
STZLIOJ,X,X,O,X,X,O,X,X,X,X,X,X,X
STZLJIO,O,X,O,X,O,O,X,X,X,X,X,X,X
STZLJOI,X,X,X,X,O,O,X,X,X,X,X,X,X
STZLOIJ,X,O,O,X,X,O,X,O,X,X,X,X,X
STZLOJI,X,O,X,X,X,O,X,O,X,X,X,X,X
STZJILO,O,X,O,X,O,X,X,X,X,X,X,X,X
STZJIOL,O,X,O,X,O,X,X,X,X,X,X,X,X
STZJLIO,O,X,O,X,O,X,X,X,X,X,X,X,X
STZJLOI,X,X,X,X,O,X,X,X,X,X,X,X,X
STZJOIL,O,X,X,X,O,X,X,X,X,X,X,X,X
STZJOLI,O,O,X,X,O,X,X,X,X,X,X,X,X
STZOILJ,O,O,O,X,X,X,X,O,X,X,X,X,X
STZOIJL,O,O,O,X,O,X,X,X,X,X,X,X,X
STZOLIJ,O,O,O,X,X,X,X,O,X,X,X,X,X
STZOLJI,O,O,X,X,X,X,X,O,X,X,X,X,X
STZOJIL,O,X,X,X,O,X,X,X,X,X,X,X,X
STZOJLI,O,O,X,X,O,X,X,X,X,X,X,X,X
STOILJZ,O,X,X,O,X,X,X,O,X,X,O,X,X
STOILZJ,X,O,O,X,X,X,X,O,X,X,O,X,X
STOIJLZ,O,X,X,O,O,X,X,O,X,X,X,X,X
STOIJZL,X,X,X,O,O,X,X,X,X,X,X,X,X
STOIZLJ,X,O,O,X,X,X,X,O,X,X,X,X,X
STOIZJL,X,O,O,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,X,X,O,X,X,X,O,X,X,X,X,X
STOLIZJ,X,O,O,X,X,O,X,O,X,X,X,X,X
STOLJIZ,O,X,X,O,X,X,X,O,X,X,X,X,X
STOLJZI,O,X,X,X,X,X,X,O,X,X,X,X,X
STOLZIJ,O,O,O,X,X,O,X,O,X,X,X,X,X
STOLZJI,O,O,X,X,X,O,X,O,X,X,X,X,X
STOJILZ,O,X,X,O,O,X,X,O,X,X,X,X,X
STOJIZL,X,X,X,O,O,X,X,X,X,X,X,X,X
STOJLIZ,O,X,X,O,O,X,X,O,X,X,X,X,X
STOJLZI,O,X,X,X,O,X,X,O,X,X,X,X,X
STOJZIL,O,X,X,X,O,X,X,X,X,X,X,X,X
STOJZLI,O,X,X,X,O,X,X,X,X,X,X,X,X
STOZILJ,O,O,O,X,X,X,X,O,X,X,X,X,X
STOZIJL,O,O,O,X,O,X,X,X,X,X,X,X,X
STOZLIJ,O,O,O,X,X,X,X,O,X,X,X,X,X
STOZLJI,O,O,X,X,X,X,X,O,X,X,X,X,X
STOZJIL,O,X,X,X,O,X,X,X,X,X,X,X,X
STOZJLI,O,O,X,X,O,X,X,X,X,X,X,X,X
SITLJZO,O,X,O,X,X,O,X,X,X,X,X,X,X
SITLJOZ,O,X,X,X,O,X,X,X,X,X,O,X,X
SITLZJO,X,X,O,X,X,O,O,X,X,X,X,X,X
SITLZOJ,X,X,O,X,X,O,O,X,X,X,O,O,X
SITLOJZ,X,X,X,X,X,X,X,O,X,X,O,X,X
SITLOZJ,X,X,O,X,X,O,O,O,X,X,O,O,X
SITJLZO,O,X,O,X,X,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,O,X,X,X,X,X,O,X,X
SITJZLO,X,X,O,X,O,X,X,X,X,X,X,X,X
SITJZOL,X,X,O,X,O,X,X,X,X,X,X,X,X
SITJOLZ,O,X,X,O,O,X,X,X,X,X,X,X,X
SITJOZL,X,X,X,O,O,X,X,X,X,X,X,X,X
SITZLJO,X,X,O,X,O,X,O,X,X,X,X,X,X
SITZLOJ,X,O,O,X,X,X,O,X,X,X,O,X,X
SITZJLO,X,X,O,X,O,X,O,X,X,X,X,X,X
SITZJOL,X,O,O,X,O,X,X,X,X,X,X,X,X
SITZOLJ,X,O,O,X,X,X,X,X,X,X,X,X,X
SITZOJL,X,O,O,X,O,X,X,X,X,X,X,X,X
SITOLJZ,O,X,X,O,X,X,X,O,X,X,O,X,X
SITOLZJ,X,O,O,X,X,X,X,O,X,X,O,X,X
SITOJLZ,O,X,X,O,O,X,X,O,X,X,X,X,X
SITOJZL,X,X,X,O,O,X,X,X,X,X,X,X,X
SITOZLJ,X,O,O,X,X,X,X,O,X,X,X,X,X
SITOZJL,X,O,O,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,X,O,X,X,O,X,X,O,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X,X,X,O,X,X
SILTZJO,X,X,O,X,X,O,O,X,O,X,X,X,X
SILTZOJ,X,X,O,X,X,O,O,X,X,X,O,O,X
SILTOJZ,X,X,X,X,X,X,X,O,X,X,O,X,X
SILTOZJ,X,X,O,X,X,O,O,O,X,X,O,O,X
SILJTZO,O,X,O,X,X,O,X,X,O,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,X,O,O,X,X
SILJZTO,O,X,O,X,X,O,O,X,O,X,X,X,X
SILJZOT,O,X,O,X,X,X,O,X,O,O,X,X,O
SILJOTZ,O,X,X,X,O,X,X,O,X,O,O,X,X
SILJOZT,O,X,O,X,X,X,O,X,O,O,X,X,O
SILZTJO,O,X,O,X,X,O,O,X,O,X,X,X,X
SILZTOJ,X,X,O,X,X,O,O,X,X,X,O,O,X
SILZJTO,O,X,O,X,X,O,O,X,O,X,X,X,X
SILZJOT,O,X,O,X,X,X,O,X,O,X,X,X,O
SILZOTJ,X,X,O,X,X,O,O,O,X,X,O,O,X
SILZOJT,O,X,O,X,X,X,O,X,O,X,X,X,O
SILOTJZ,O,X,X,X,X,X,X,O,X,X,O,X,X
SILOTZJ,X,X,O,X,X,O,O,O,X,X,O,O,X
SILOJTZ,O,X,X,X,X,X,X,O,X,X,O,X,X
SILOJZT,O,X,O,X,X,X,O,X,O,X,X,X,O
SILOZTJ,X,X,O,X,X,O,O,O,X,X,O,O,X
SILOZJT,O,X,O,X,X,X,O,X,O,X,X,X,O
SIJTLZO,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,O,X,X,X,X,O,O,X,X
SIJTZLO,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJTZOL,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,O,O,X,X,X,X,O,X,X,X
SIJTOZL,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJLTZO,O,X,O,X,X,X,X,X,O,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,X,X,O,O,X,X
SIJLZTO,O,X,O,X,X,X,O,X,O,X,X,X,X
SIJLZOT,O,X,O,X,X,X,O,X,O,O,X,X,O
SIJLOTZ,O,X,X,X,O,X,X,O,X,O,O,X,X
SIJLOZT,O,X,O,X,X,X,O,X,O,O,X,X,O
SIJZTLO,O,X,O,X,X,X,O,X,X,X,X,X,X
SIJZTOL,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJZLTO,O,X,O,X,X,X,O,X,X,X,X,X,X
SIJZLOT,O,X,O,X,X,X,O,X,X,O,X,X,X
SIJZOTL,O,X,O,X,O,X,X,X,X,X,X,X,X
SIJZOLT,O,X,O,X,X,X,O,X,X,O,X,X,X
SIJOTLZ,O,X,X,O,O,X,X,O,X,O,X,X,X
SIJOTZL,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,O,O,X,X,O,X,O,X,X,X
SIJOLZT,O,X,O,O,X,X,X,X,X,O,X,X,X
SIJOZTL,O,X,O,O,O,X,X,X,X,X,X,X,X
SIJOZLT,O,X,O,O,X,X,X,X,X,O,X,X,X
SIZTLJO,O,X,O,X,X,X,O,X,X,X,X,X,X
SIZTLOJ,X,O,O,X,X,X,O,X,X,X,O,X,X
SIZTJLO,O,X,O,X,X,X,O,X,X,X,X,X,X
SIZTJOL,O,O,O,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,O,O,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,X,O,X,X,X,O,X,X,X,X,X,X
SIZLTOJ,X,O,O,X,X,X,O,X,X,X,O,X,X
SIZLJTO,O,X,O,X,X,X,O,X,X,X,X,X,X
SIZLJOT,O,X,O,X,X,X,O,X,X,X,X,X,X
SIZLOTJ,O,O,O,X,X,X,O,O,X,X,O,X,X
SIZLOJT,O,O,O,X,X,X,O,X,X,X,X,X,X
SIZJTLO,O,X,O,X,X,X,O,X,X,X,X,X,X
SIZJTOL,O,O,O,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,X,O,X,X,X,O,X,X,X,X,X,X
SIZJLOT,O,X,O,X,X,X,O,X,X,X,X,X,X
SIZJOTL,O,O,O,X,O,X,X,X,X,X,X,X,X
SIZJOLT,O,O,O,X,X,X,O,X,X,X,X,X,X
SIZOTLJ,O,O,O,X,X,X,X,O,X,X,X,X,X
SIZOTJL,O,O,O,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,O,X,X,X,O,O,X,X,X,X,X
SIZOLJT,O,O,O,X,X,X,O,X,X,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,O,O,X,X,X,O,X,X,X,X,X,X
SIOTLJZ,O,X,X,O,X,X,X,O,X,X,O,X,X
SIOTLZJ,X,O,O,X,X,X,X,O,X,X,O,X,X
SIOTJLZ,O,X,X,O,X,X,X,O,X,X,X,X,X
SIOTJZL,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,O,O,X,X,X,X,O,X,X,X,X,X
SIOTZJL,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,X,O,X,X,X,O,X,X,O,X,X
SIOLTZJ,X,O,O,X,X,X,O,O,X,X,O,X,X
SIOLJTZ,O,X,X,O,X,X,X,O,X,X,O,X,X
SIOLJZT,O,X,O,O,X,X,O,X,X,X,X,X,X
SIOLZTJ,O,O,O,X,X,X,O,O,X,X,O,X,X
SIOLZJT,O,O,O,X,X,X,O,X,X,X,X,X,X
SIOJTLZ,O,X,X,O,O,X,X,O,X,X,X,X,X
SIOJTZL,X,X,X,O,O,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,X,O,O,X,X,O,X,X,X,X,X
SIOJLZT,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOJZTL,O,X,O,O,O,X,X,X,X,X,X,X,X
SIOJZLT,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,O,O,X,X,X,X,O,X,X,X,X,X
SIOZTJL,O,O,O,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,O,O,X,X,X,O,O,X,X,X,X,X
SIOZLJT,O,O,O,X,X,X,O,X,X,X,X,X,X
SIOZJTL,O,O,O,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,O,O,X,X,X,O,X,X,X,X,X,X
SLTIJZO,O,X,O,X,X,O,X,X,O,X,X,X,X
SLTIJOZ,O,X,X,X,O,X,X,X,X,X,O,X,X
SLTIZJO,X,X,O,X,X,O,X,X,O,X,X,X,X
SLTIZOJ,X,X,O,X,X,O,X,X,X,X,O,X,X
SLTIOJZ,X,X,X,X,X,X,X,O,X,X,O,X,X
SLTIOZJ,X,X,O,X,X,O,X,O,X,X,O,X,X
SLTJIZO,O,X,O,X,X,O,X,X,O,X,X,X,X
SLTJIOZ,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTJZIO,O,X,O,X,O,O,X,X,O,X,X,X,X
SLTJZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
SLTJOIZ,X,X,X,X,O,X,X,O,X,X,X,X,X
SLTJOZI,X,X,X,X,O,X,X,O,X,X,X,X,X
