sequence,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZ7IvhE6fBXcB8hB+?oBzlB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZ7IvhE6fB8gBzcB+?oBXmB,v115@9gA8IeA8IeC8BeB8CeG8AeB8Jea8IvhEfdB5gBzfBc?mB+oB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZwIvhEceBqfB/hB+?oBzlB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZwIvhDzfBqlB3hB+?oB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZrIvhE6fBTbB3hB+?oB0lB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeT0IvhE0aB5jBSlBO?mBXiB
ZOIJTLS,O,X,O,O,X,X,O
ZOIJTSL,O,X,O,O,X,X,O
ZOIJLTS,O,X,O,O,X,O,O
ZOIJLST,O,X,O,O,O,O,O
ZOIJSTL,O,X,O,O,X,X,O
ZOIJSLT,O,X,O,O,X,O,O
ZOISTLJ,O,X,O,X,X,X,O
ZOISTJL,O,X,O,X,X,X,O
ZOISLTJ,O,X,O,X,X,O,O
ZOISLJT,O,X,O,O,X,O,O
ZOISJTL,O,X,O,O,X,X,O
ZOISJLT,O,X,O,O,X,O,O
ZOLTIJS,O,X,O,X,X,O,X
ZOLTISJ,O,X,O,X,X,O,X
ZOLTJIS,O,X,O,X,X,O,X
ZOLTJSI,O,X,O,X,X,O,X
ZOLTSIJ,O,X,O,X,X,O,X
ZOLTSJI,O,X,O,X,X,O,X
ZOLITJS,O,X,O,X,X,O,O
ZOLITSJ,O,X,O,X,X,O,O
ZOLIJTS,O,X,O,O,X,O,O
ZOLIJST,O,X,O,O,O,O,O
ZOLISTJ,O,X,O,X,X,O,O
ZOLISJT,O,X,O,O,O,O,O
ZOLJTIS,O,X,O,O,X,O,X
ZOLJTSI,O,X,O,O,X,O,X
ZOLJITS,O,X,O,O,X,O,O
ZOLJIST,O,X,O,O,O,O,O
ZOLJSTI,O,X,O,O,X,O,X
ZOLJSIT,O,X,O,O,O,O,O
ZOLSTIJ,O,X,O,X,X,O,X
ZOLSTJI,O,X,O,X,X,O,X
ZOLSITJ,O,X,O,X,X,O,O
ZOLSIJT,O,X,O,O,O,O,O
ZOLSJTI,O,X,O,O,X,O,X
ZOLSJIT,O,X,O,O,O,O,O
ZOJTILS,O,X,O,O,X,X,X
ZOJTISL,O,X,O,O,X,X,X
ZOJTLIS,O,X,O,O,X,O,X
ZOJTLSI,O,X,O,O,X,O,X
ZOJTSIL,O,X,O,O,X,X,X
ZOJTSLI,O,X,O,O,X,O,X
ZOJITLS,O,X,O,O,X,X,O
ZOJITSL,O,X,O,O,X,X,O
ZOJILTS,O,X,O,O,X,O,O
ZOJILST,O,X,O,O,O,O,O
ZOJISTL,O,X,O,O,X,X,O
ZOJISLT,O,X,O,O,X,O,O
ZOJLTIS,O,X,O,O,X,O,X
ZOJLTSI,O,X,O,O,X,O,X
ZOJLITS,O,X,O,O,X,O,O
ZOJLIST,O,X,O,O,O,O,O
ZOJLSTI,O,X,O,O,X,O,X
ZOJLSIT,O,X,O,O,O,O,O
ZOJSTIL,O,X,O,O,X,X,X
ZOJSTLI,O,X,O,O,X,O,X
ZOJSITL,O,X,O,O,X,X,O
ZOJSILT,O,X,O,O,X,O,O
ZOJSLTI,O,X,O,O,X,O,X
ZOJSLIT,O,X,O,O,X,O,O
ZOSTILJ,O,X,O,X,X,X,X
ZOSTIJL,O,X,O,X,X,X,X
ZOSTLIJ,O,X,O,X,X,O,X
ZOSTLJI,O,X,O,X,X,O,X
ZOSTJIL,O,X,O,X,X,X,X
ZOSTJLI,O,X,O,X,X,O,X
ZOSITLJ,O,X,O,X,X,X,O
ZOSITJL,O,X,O,X,X,X,O
ZOSILTJ,O,X,O,X,X,O,O
ZOSILJT,O,X,O,O,X,O,O
ZOSIJTL,O,X,O,O,X,X,O
ZOSIJLT,O,X,O,O,X,O,O
ZOSLTIJ,O,X,O,X,X,O,X
ZOSLTJI,O,X,O,X,X,O,X
ZOSLITJ,O,X,O,X,X,O,O
ZOSLIJT,O,X,O,O,X,O,O
ZOSLJTI,O,X,O,O,X,O,X
ZOSLJIT,O,X,O,O,X,O,O
ZOSJTIL,O,X,O,O,X,X,X
ZOSJTLI,O,X,O,O,X,O,X
ZOSJITL,O,X,O,O,X,X,O
ZOSJILT,O,X,O,O,X,O,O
ZOSJLTI,O,X,O,O,X,O,X
ZOSJLIT,O,X,O,O,X,O,O
OTILJSZ,O,X,X,O,O,X,X
OTILJZS,O,X,X,O,X,X,X
OTILSJZ,O,X,X,O,O,X,X
OTILSZJ,O,X,X,X,X,X,X
OTILZJS,O,X,X,X,X,X,X
OTILZSJ,O,X,X,X,X,X,X
OTIJLSZ,O,X,X,O,O,X,X
OTIJLZS,O,X,X,O,X,X,X
OTIJSLZ,O,X,X,O,X,X,X
OTIJSZL,O,X,X,O,X,X,X
OTIJZLS,O,X,O,O,X,X,X
OTIJZSL,O,X,O,O,X,X,X
OTISLJZ,O,X,X,O,X,X,X
OTISLZJ,O,X,X,X,X,X,X
OTISJLZ,O,X,X,O,X,X,X
OTISJZL,O,X,X,O,X,X,X
OTISZLJ,O,X,X,X,X,X,X
OTISZJL,O,X,X,X,X,X,X
OTIZLJS,O,X,O,X,X,X,X
OTIZLSJ,O,X,O,X,X,X,X
OTIZJLS,O,X,O,X,X,X,X
OTIZJSL,O,X,O,X,X,X,X
OTIZSLJ,O,X,O,X,X,X,X
OTIZSJL,O,X,O,X,X,X,X
OTLIJSZ,O,X,X,O,O,X,X
OTLIJZS,O,X,X,O,X,X,X
OTLISJZ,O,X,X,O,O,X,X
OTLISZJ,O,X,X,X,X,X,X
OTLIZJS,O,X,X,X,X,X,X
OTLIZSJ,O,X,X,X,X,X,X
OTLJISZ,O,X,X,O,O,X,X
OTLJIZS,O,X,X,O,X,X,X
OTLJSIZ,O,X,X,O,O,X,X
OTLJSZI,O,X,X,O,X,X,X
OTLJZIS,O,X,X,O,X,X,X
OTLJZSI,O,X,X,O,X,X,X
OTLSIJZ,O,X,X,O,O,X,X
OTLSIZJ,O,X,X,X,X,X,X
OTLSJIZ,O,X,X,O,O,X,X
OTLSJZI,O,X,X,O,X,X,X
OTLSZIJ,O,X,X,X,X,X,X
OTLSZJI,O,X,X,X,X,X,X
OTLZIJS,O,X,X,X,X,X,X
OTLZISJ,O,X,X,X,X,X,X
OTLZJIS,O,X,X,X,X,X,X
OTLZJSI,O,X,X,X,X,X,X
OTLZSIJ,O,X,X,X,X,X,X
OTLZSJI,O,X,X,X,X,X,X
OTJILSZ,O,X,X,O,O,X,X
OTJILZS,O,X,X,O,X,X,X
OTJISLZ,O,X,X,O,X,X,X
OTJISZL,O,X,X,O,X,X,X
OTJIZLS,O,X,O,O,X,X,X
OTJIZSL,O,X,O,O,X,X,X
OTJLISZ,O,X,X,O,O,X,X
OTJLIZS,O,X,X,O,X,X,X
OTJLSIZ,O,X,X,O,O,X,X
OTJLSZI,O,X,X,O,X,X,X
OTJLZIS,O,X,X,O,X,X,X
OTJLZSI,O,X,X,O,X,X,X
OTJSILZ,O,X,X,O,X,X,X
OTJSIZL,O,X,X,O,X,X,X
OTJSLIZ,O,X,X,O,X,X,X
OTJSLZI,O,X,X,O,X,X,X
OTJSZIL,O,X,X,O,X,X,X
OTJSZLI,O,X,X,O,X,X,X
OTJZILS,O,X,O,O,X,X,X
OTJZISL,O,X,O,O,X,X,X
OTJZLIS,O,X,O,O,X,X,X
OTJZLSI,O,X,O,O,X,X,X
OTJZSIL,O,X,O,O,X,X,X
OTJZSLI,O,X,O,O,X,X,X
OTSILJZ,O,X,X,O,X,X,X
OTSILZJ,O,X,X,X,X,X,X
OTSIJLZ,O,X,X,O,X,X,X
OTSIJZL,O,X,X,O,X,X,X
OTSIZLJ,O,X,X,X,X,X,X
OTSIZJL,O,X,X,X,X,X,X
OTSLIJZ,O,X,X,O,X,X,X
OTSLIZJ,O,X,X,X,X,X,X
OTSLJIZ,O,X,X,O,X,X,X
OTSLJZI,O,X,X,O,X,X,X
OTSLZIJ,O,X,X,X,X,X,X
OTSLZJI,O,X,X,X,X,X,X
OTSJILZ,O,X,X,O,X,X,X
OTSJIZL,O,X,X,O,X,X,X
OTSJLIZ,O,X,X,O,X,X,X
OTSJLZI,O,X,X,O,X,X,X
OTSJZIL,O,X,X,O,X,X,X
OTSJZLI,O,X,X,O,X,X,X
OTSZILJ,O,X,X,X,X,X,X
OTSZIJL,O,X,X,X,X,X,X
OTSZLIJ,O,X,X,X,X,X,X
OTSZLJI,O,X,X,X,X,X,X
OTSZJIL,O,X,X,X,X,X,X
OTSZJLI,O,X,X,X,X,X,X
OTZILJS,O,X,O,X,X,X,X
OTZILSJ,O,X,O,X,X,X,X
OTZIJLS,O,X,O,X,X,X,X
OTZIJSL,O,X,O,X,X,X,X
OTZISLJ,O,X,O,X,X,X,X
OTZISJL,O,X,O,X,X,X,X
OTZLIJS,O,X,O,X,X,X,X
OTZLISJ,O,X,O,X,X,X,X
OTZLJIS,O,X,O,X,X,X,X
OTZLJSI,O,X,O,X,X,X,X
OTZLSIJ,O,X,O,X,X,X,X
OTZLSJI,O,X,O,X,X,X,X
OTZJILS,O,X,O,X,X,X,X
OTZJISL,O,X,O,X,X,X,X
OTZJLIS,O,X,O,X,X,X,X
OTZJLSI,O,X,O,X,X,X,X
OTZJSIL,O,X,O,X,X,X,X
OTZJSLI,O,X,O,X,X,X,X
OTZSILJ,O,X,O,X,X,X,X
OTZSIJL,O,X,O,X,X,X,X
OTZSLIJ,O,X,O,X,X,X,X
OTZSLJI,O,X,O,X,X,X,X
OTZSJIL,O,X,O,X,X,X,X
OTZSJLI,O,X,O,X,X,X,X
OITLJSZ,O,X,X,O,O,X,O
OITLJZS,O,X,X,O,X,X,O
OITLSJZ,O,X,X,O,O,X,O
OITLSZJ,O,X,X,X,X,X,O
OITLZJS,O,X,X,X,X,X,O
OITLZSJ,O,X,X,X,X,X,O
OITJLSZ,O,X,X,O,O,X,O
OITJLZS,O,X,X,O,X,X,O
OITJSLZ,O,X,X,O,X,X,O
OITJSZL,O,X,X,O,X,X,O
OITJZLS,O,X,O,O,X,X,O
OITJZSL,O,X,O,O,X,X,O
OITSLJZ,O,X,X,O,X,X,O
OITSLZJ,O,X,X,X,X,X,O
OITSJLZ,O,X,X,O,X,X,O
OITSJZL,O,X,X,O,X,X,O
OITSZLJ,O,X,X,X,X,X,O
OITSZJL,O,X,X,X,X,X,O
OITZLJS,O,X,O,X,X,X,O
OITZLSJ,O,X,O,X,X,X,O
OITZJLS,O,X,O,X,X,X,O
OITZJSL,O,X,O,X,X,X,O
OITZSLJ,O,X,O,X,X,X,O
OITZSJL,O,X,O,X,X,X,O
OILTJSZ,O,X,X,O,O,X,O
OILTJZS,O,X,X,O,X,X,O
OILTSJZ,O,X,X,O,O,X,O
OILTSZJ,O,X,X,X,X,X,O
OILTZJS,O,X,X,X,X,X,O
OILTZSJ,O,X,X,X,X,X,O
OILJTSZ,O,X,X,O,O,X,O
OILJTZS,O,X,X,O,X,X,O
OILJSTZ,O,O,X,O,O,X,O
OILJSZT,O,O,X,O,O,X,O
OILJZTS,O,X,O,O,X,X,O
OILJZST,O,X,O,O,O,X,O
OILSTJZ,O,O,X,O,O,X,O
OILSTZJ,O,O,X,X,X,X,O
OILSJTZ,O,O,X,O,O,X,O
OILSJZT,O,O,X,O,O,X,O
OILSZTJ,O,O,X,X,X,X,O
OILSZJT,O,O,X,O,O,X,O
OILZTJS,O,X,O,X,X,X,O
OILZTSJ,O,X,O,X,X,X,O
OILZJTS,O,X,O,O,X,X,O
OILZJST,O,X,O,O,O,X,O
OILZSTJ,O,X,O,X,X,X,O
OILZSJT,O,X,O,O,O,X,O
OIJTLSZ,O,X,X,O,O,X,O
OIJTLZS,O,X,X,O,X,X,O
OIJTSLZ,O,X,X,O,X,X,O
OIJTSZL,O,X,X,O,X,X,O
OIJTZLS,O,X,O,O,X,X,O
OIJTZSL,O,X,O,O,X,X,O
OIJLTSZ,O,X,X,O,O,X,O
OIJLTZS,O,X,X,O,X,X,O
OIJLSTZ,O,O,X,O,O,X,O
OIJLSZT,O,O,X,O,O,X,O
OIJLZTS,O,X,O,O,X,X,O
OIJLZST,O,X,O,O,O,X,O
OIJSTLZ,O,O,X,O,X,X,O
OIJSTZL,O,O,X,O,X,X,O
OIJSLTZ,O,O,X,O,O,X,O
OIJSLZT,O,O,X,O,O,X,O
OIJSZTL,O,O,O,O,X,X,O
OIJSZLT,O,O,O,O,X,X,O
OIJZTLS,O,X,O,O,X,X,O
OIJZTSL,O,X,O,O,X,X,O
OIJZLTS,O,X,O,O,X,X,O
OIJZLST,O,X,O,O,O,X,O
OIJZSTL,O,X,O,O,X,X,O
OIJZSLT,O,X,O,O,X,X,O
OISTLJZ,O,O,X,O,X,X,O
OISTLZJ,O,O,X,X,X,X,O
OISTJLZ,O,O,X,O,X,X,O
OISTJZL,O,O,X,O,X,X,O
OISTZLJ,O,O,X,X,X,X,O
OISTZJL,O,O,X,X,X,X,O
OISLTJZ,O,O,X,O,O,X,O
OISLTZJ,O,O,X,X,X,X,O
OISLJTZ,O,O,X,O,O,X,O
OISLJZT,O,O,X,O,O,X,O
OISLZTJ,O,O,X,X,X,X,O
OISLZJT,O,O,X,O,O,X,O
OISJTLZ,O,O,X,O,X,X,O
OISJTZL,O,O,X,O,X,X,O
OISJLTZ,O,O,X,O,O,X,O
OISJLZT,O,O,X,O,O,X,O
OISJZTL,O,O,O,O,X,X,O
OISJZLT,O,O,O,O,X,X,O
OISZTLJ,O,O,O,X,X,X,O
OISZTJL,O,O,O,X,X,X,O
OISZLTJ,O,O,O,X,X,X,O
OISZLJT,O,O,O,O,X,X,O
OISZJTL,O,O,O,O,X,X,O
OISZJLT,O,O,O,O,X,X,O
OIZTLJS,O,X,O,X,X,X,O
OIZTLSJ,O,X,O,X,X,X,O
OIZTJLS,O,X,O,X,X,X,O
OIZTJSL,O,X,O,X,X,X,O
OIZTSLJ,O,X,O,X,X,X,O
OIZTSJL,O,X,O,X,X,X,O
OIZLTJS,O,X,O,X,X,X,O
OIZLTSJ,O,X,O,X,X,X,O
OIZLJTS,O,X,O,O,X,X,O
OIZLJST,O,X,O,O,O,X,O
OIZLSTJ,O,X,O,X,X,X,O
OIZLSJT,O,X,O,O,O,X,O
OIZJTLS,O,X,O,O,X,X,O
OIZJTSL,O,X,O,O,X,X,O
OIZJLTS,O,X,O,O,X,X,O
OIZJLST,O,X,O,O,O,X,O
OIZJSTL,O,X,O,O,X,X,O
OIZJSLT,O,X,O,O,X,X,O
OIZSTLJ,O,X,O,X,X,X,O
OIZSTJL,O,X,O,X,X,X,O
OIZSLTJ,O,X,O,X,X,X,O
OIZSLJT,O,X,O,O,X,X,O
OIZSJTL,O,X,O,O,X,X,O
OIZSJLT,O,X,O,O,X,X,O
OLTIJSZ,O,X,X,O,O,X,X
OLTIJZS,O,X,X,O,X,X,X
OLTISJZ,O,X,X,O,O,X,X
OLTISZJ,O,X,X,X,X,X,X
OLTIZJS,O,X,X,X,X,X,X
OLTIZSJ,O,X,X,X,X,X,X
OLTJISZ,O,X,X,O,O,X,X
OLTJIZS,O,X,X,O,X,X,X
OLTJSIZ,O,X,X,O,O,X,X
OLTJSZI,O,X,X,O,X,X,X
OLTJZIS,O,X,X,O,X,X,X
OLTJZSI,O,X,X,O,X,X,X
OLTSIJZ,O,X,X,O,O,X,X
OLTSIZJ,O,X,X,X,X,X,X
OLTSJIZ,O,X,X,O,O,X,X
OLTSJZI,O,X,X,O,X,X,X
OLTSZIJ,O,X,X,X,X,X,X
OLTSZJI,O,X,X,X,X,X,X
OLTZIJS,O,X,X,X,X,X,X
OLTZISJ,O,X,X,X,X,X,X
OLTZJIS,O,X,X,X,X,X,X
OLTZJSI,O,X,X,X,X,X,X
OLTZSIJ,O,X,X,X,X,X,X
OLTZSJI,O,X,X,X,X,X,X
OLITJSZ,O,X,X,O,O,X,O
OLITJZS,O,X,X,O,X,X,O
OLITSJZ,O,X,X,O,O,X,O
OLITSZJ,O,X,X,X,X,X,O
OLITZJS,O,X,X,X,X,X,O
OLITZSJ,O,X,X,X,X,X,O
OLIJTSZ,O,X,X,O,O,X,O
OLIJTZS,O,X,X,O,X,X,O
OLIJSTZ,O,O,X,O,O,X,O
OLIJSZT,O,O,X,O,O,O,O
OLIJZTS,O,X,O,O,X,O,O
OLIJZST,O,X,O,O,O,O,O
OLISTJZ,O,O,X,O,O,X,O
OLISTZJ,O,O,X,X,X,X,O
OLISJTZ,O,O,X,O,O,X,O
OLISJZT,O,O,X,O,O,O,O
OLISZTJ,O,O,X,X,X,O,O
OLISZJT,O,O,X,O,O,O,O
OLIZTJS,O,X,O,X,X,O,O
OLIZTSJ,O,X,O,X,X,O,O
OLIZJTS,O,X,O,O,X,O,O
OLIZJST,O,X,O,O,O,O,O
OLIZSTJ,O,X,O,X,X,O,O
OLIZSJT,O,X,O,O,O,O,O
OLJTISZ,O,X,X,O,O,X,X
OLJTIZS,O,X,X,O,X,X,X
OLJTSIZ,O,X,X,O,O,X,X
OLJTSZI,O,X,X,O,X,X,X
OLJTZIS,O,X,X,O,X,X,X
OLJTZSI,O,X,X,O,X,X,X
OLJITSZ,O,X,X,O,O,X,O
OLJITZS,O,X,X,O,X,X,O
OLJISTZ,O,O,X,O,O,X,O
OLJISZT,O,O,X,O,O,O,O
OLJIZTS,O,X,O,O,X,O,O
OLJIZST,O,X,O,O,O,O,O
OLJSTIZ,O,O,X,O,O,X,X
OLJSTZI,O,O,X,O,X,X,X
OLJSITZ,O,O,X,O,O,X,O
OLJSIZT,O,O,X,O,O,O,O
OLJSZTI,O,O,X,O,X,O,X
OLJSZIT,O,O,X,O,O,O,O
OLJZTIS,O,X,O,O,X,O,X
OLJZTSI,O,X,O,O,X,O,X
OLJZITS,O,X,O,O,X,O,O
OLJZIST,O,X,O,O,O,O,O
OLJZSTI,O,X,O,O,X,O,X
OLJZSIT,O,X,O,O,O,O,O
OLSTIJZ,O,O,X,O,O,X,X
OLSTIZJ,O,O,X,X,X,X,X
OLSTJIZ,O,O,X,O,O,X,X
OLSTJZI,O,O,X,O,X,X,X
OLSTZIJ,O,O,X,X,X,X,X
OLSTZJI,O,O,X,X,X,X,X
OLSITJZ,O,O,X,O,O,X,O
OLSITZJ,O,O,X,X,X,X,O
OLSIJTZ,O,O,X,O,O,X,O
OLSIJZT,O,O,X,O,O,O,O
OLSIZTJ,O,O,X,X,X,O,O
OLSIZJT,O,O,X,O,O,O,O
OLSJTIZ,O,O,X,O,O,X,X
OLSJTZI,O,O,X,O,X,X,X
OLSJITZ,O,O,X,O,O,X,O
OLSJIZT,O,O,X,O,O,O,O
OLSJZTI,O,O,X,O,X,O,X
OLSJZIT,O,O,X,O,O,O,O
OLSZTIJ,O,O,X,X,X,O,X
OLSZTJI,O,O,X,X,X,O,X
OLSZITJ,O,O,X,X,X,O,O
OLSZIJT,O,O,X,O,O,O,O
OLSZJTI,O,O,X,O,X,O,X
OLSZJIT,O,O,X,O,O,O,O
OLZTIJS,O,X,O,X,X,O,X
OLZTISJ,O,X,O,X,X,O,X
OLZTJIS,O,X,O,X,X,O,X
OLZTJSI,O,X,O,X,X,O,X
OLZTSIJ,O,X,O,X,X,O,X
OLZTSJI,O,X,O,X,X,O,X
OLZITJS,O,X,O,X,X,O,O
OLZITSJ,O,X,O,X,X,O,O
OLZIJTS,O,X,O,O,X,O,O
OLZIJST,O,X,O,O,O,O,O
OLZISTJ,O,X,O,X,X,O,O
OLZISJT,O,X,O,O,O,O,O
OLZJTIS,O,X,O,O,X,O,X
OLZJTSI,O,X,O,O,X,O,X
OLZJITS,O,X,O,O,X,O,O
OLZJIST,O,X,O,O,O,O,O
OLZJSTI,O,X,O,O,X,O,X
OLZJSIT,O,X,O,O,O,O,O
OLZSTIJ,O,X,O,X,X,O,X
OLZSTJI,O,X,O,X,X,O,X
OLZSITJ,O,X,O,X,X,O,O
OLZSIJT,O,X,O,O,O,O,O
OLZSJTI,O,X,O,O,X,O,X
OLZSJIT,O,X,O,O,O,O,O
OJTILSZ,O,X,X,O,O,X,X
OJTILZS,O,X,X,O,X,X,X
OJTISLZ,O,X,X,O,X,X,X
OJTISZL,O,X,X,O,X,X,X
OJTIZLS,O,X,O,O,X,X,X
OJTIZSL,O,X,O,O,X,X,X
OJTLISZ,O,X,X,O,O,X,X
OJTLIZS,O,X,X,O,X,X,X
OJTLSIZ,O,X,X,O,O,X,X
OJTLSZI,O,X,X,O,X,X,X
OJTLZIS,O,X,X,O,X,X,X
OJTLZSI,O,X,X,O,X,X,X
OJTSILZ,O,X,X,O,X,X,X
OJTSIZL,O,X,X,O,X,X,X
OJTSLIZ,O,X,X,O,X,X,X
OJTSLZI,O,X,X,O,X,X,X
OJTSZIL,O,X,X,O,X,X,X
OJTSZLI,O,X,X,O,X,X,X
OJTZILS,O,X,O,O,X,X,X
OJTZISL,O,X,O,O,X,X,X
OJTZLIS,O,X,O,O,X,X,X
OJTZLSI,O,X,O,O,X,X,X
OJTZSIL,O,X,O,O,X,X,X
OJTZSLI,O,X,O,O,X,X,X
OJITLSZ,O,X,X,O,O,X,O
OJITLZS,O,X,X,O,X,X,O
OJITSLZ,O,X,X,O,X,X,O
OJITSZL,O,X,X,O,X,X,O
OJITZLS,O,X,O,O,X,X,O
OJITZSL,O,X,O,O,X,X,O
OJILTSZ,O,X,X,O,O,X,O
OJILTZS,O,X,X,O,X,X,O
OJILSTZ,O,O,X,O,O,X,O
OJILSZT,O,O,X,O,O,X,O
OJILZTS,O,X,O,O,X,X,O
OJILZST,O,X,O,O,O,X,O
OJISTLZ,O,O,X,O,X,X,O
OJISTZL,O,O,X,O,X,X,O
OJISLTZ,O,O,X,O,O,X,O
OJISLZT,O,O,X,O,O,X,O
OJISZTL,O,O,O,O,X,X,O
OJISZLT,O,O,O,O,X,X,O
OJIZTLS,O,X,O,O,X,X,O
OJIZTSL,O,X,O,O,X,X,O
OJIZLTS,O,X,O,O,X,X,O
OJIZLST,O,X,O,O,O,X,O
OJIZSTL,O,X,O,O,X,X,O
OJIZSLT,O,X,O,O,X,X,O
OJLTISZ,O,X,X,O,O,X,X
OJLTIZS,O,X,X,O,X,X,X
OJLTSIZ,O,X,X,O,O,X,X
OJLTSZI,O,X,X,O,X,X,X
OJLTZIS,O,X,X,O,X,X,X
OJLTZSI,O,X,X,O,X,X,X
OJLITSZ,O,X,X,O,O,X,O
OJLITZS,O,X,X,O,X,X,O
OJLISTZ,O,O,X,O,O,X,O
OJLISZT,O,O,X,O,O,O,O
OJLIZTS,O,X,O,O,X,O,O
OJLIZST,O,X,O,O,O,O,O
OJLSTIZ,O,O,X,O,O,X,X
OJLSTZI,O,O,X,O,X,X,X
OJLSITZ,O,O,X,O,O,X,O
OJLSIZT,O,O,X,O,O,O,O
OJLSZTI,O,O,X,O,X,O,X
OJLSZIT,O,O,X,O,O,O,O
OJLZTIS,O,X,O,O,X,O,X
OJLZTSI,O,X,O,O,X,O,X
OJLZITS,O,X,O,O,X,O,O
OJLZIST,O,X,O,O,O,O,O
OJLZSTI,O,X,O,O,X,O,X
OJLZSIT,O,X,O,O,O,O,O
OJSTILZ,O,O,X,O,X,X,X
OJSTIZL,O,O,X,O,X,X,X
OJSTLIZ,O,O,X,O,X,X,X
OJSTLZI,O,O,X,O,X,X,X
OJSTZIL,O,O,X,O,X,X,X
OJSTZLI,O,O,X,O,X,X,X
OJSITLZ,O,O,X,O,X,X,O
OJSITZL,O,O,X,O,X,X,O
OJSILTZ,O,O,X,O,O,X,O
OJSILZT,O,O,X,O,O,X,O
OJSIZTL,O,O,O,O,X,X,O
OJSIZLT,O,O,O,O,X,X,O
OJSLTIZ,O,O,X,O,O,X,X
OJSLTZI,O,O,X,O,X,X,X
OJSLITZ,O,O,X,O,O,X,O
OJSLIZT,O,O,X,O,O,O,O
OJSLZTI,O,O,X,O,X,O,X
OJSLZIT,O,O,X,O,O,O,O
OJSZTIL,O,O,O,O,X,X,X
OJSZTLI,O,O,O,O,X,O,X
OJSZITL,O,O,O,O,X,X,O
OJSZILT,O,O,O,O,X,O,O
OJSZLTI,O,O,O,O,X,O,X
OJSZLIT,O,O,O,O,X,O,O
OJZTILS,O,X,O,O,X,X,X
OJZTISL,O,X,O,O,X,X,X
OJZTLIS,O,X,O,O,X,O,X
OJZTLSI,O,X,O,O,X,O,X
OJZTSIL,O,X,O,O,X,X,X
OJZTSLI,O,X,O,O,X,O,X
OJZITLS,O,X,O,O,X,X,O
OJZITSL,O,X,O,O,X,X,O
OJZILTS,O,X,O,O,X,O,O
OJZILST,O,X,O,O,O,O,O
OJZISTL,O,X,O,O,X,X,O
OJZISLT,O,X,O,O,X,O,O
OJZLTIS,O,X,O,O,X,O,X
OJZLTSI,O,X,O,O,X,O,X
OJZLITS,O,X,O,O,X,O,O
OJZLIST,O,X,O,O,O,O,O
OJZLSTI,O,X,O,O,X,O,X
OJZLSIT,O,X,O,O,O,O,O
OJZSTIL,O,X,O,O,X,X,X
OJZSTLI,O,X,O,O,X,O,X
OJZSITL,O,X,O,O,X,X,O
OJZSILT,O,X,O,O,X,O,O
OJZSLTI,O,X,O,O,X,O,X
OJZSLIT,O,X,O,O,X,O,O
OSTILJZ,O,O,X,O,X,X,X
OSTILZJ,O,O,X,X,X,X,X
OSTIJLZ,O,O,X,O,X,X,X
OSTIJZL,O,O,X,O,X,X,X
OSTIZLJ,O,O,X,X,X,X,X
OSTIZJL,O,O,X,X,X,X,X
OSTLIJZ,O,O,X,O,X,X,X
OSTLIZJ,O,O,X,X,X,X,X
OSTLJIZ,O,O,X,O,X,X,X
OSTLJZI,O,O,X,O,X,X,X
OSTLZIJ,O,O,X,X,X,X,X
OSTLZJI,O,O,X,X,X,X,X
OSTJILZ,O,O,X,O,X,X,X
OSTJIZL,O,O,X,O,X,X,X
OSTJLIZ,O,O,X,O,X,X,X
OSTJLZI,O,O,X,O,X,X,X
OSTJZIL,O,O,X,O,X,X,X
OSTJZLI,O,O,X,O,X,X,X
OSTZILJ,O,O,X,X,X,X,X
OSTZIJL,O,O,X,X,X,X,X
OSTZLIJ,O,O,X,X,X,X,X
OSTZLJI,O,O,X,X,X,X,X
OSTZJIL,O,O,X,X,X,X,X
OSTZJLI,O,O,X,X,X,X,X
OSITLJZ,O,O,X,O,X,X,O
OSITLZJ,O,O,X,X,X,X,O
OSITJLZ,O,O,X,O,X,X,O
OSITJZL,O,O,X,O,X,X,O
OSITZLJ,O,O,X,X,X,X,O
OSITZJL,O,O,X,X,X,X,O
OSILTJZ,O,O,X,O,O,X,O
OSILTZJ,O,O,X,X,X,X,O
OSILJTZ,O,O,X,O,O,X,O
OSILJZT,O,O,X,O,O,X,O
OSILZTJ,O,O,X,X,X,X,O
OSILZJT,O,O,X,O,O,X,O
OSIJTLZ,O,O,X,O,X,X,O
OSIJTZL,O,O,X,O,X,X,O
OSIJLTZ,O,O,X,O,O,X,O
OSIJLZT,O,O,X,O,O,X,O
OSIJZTL,O,O,O,O,X,X,O
OSIJZLT,O,O,O,O,X,X,O
OSIZTLJ,O,O,O,X,X,X,O
OSIZTJL,O,O,O,X,X,X,O
OSIZLTJ,O,O,O,X,X,X,O
OSIZLJT,O,O,O,O,X,X,O
OSIZJTL,O,O,O,O,X,X,O
OSIZJLT,O,O,O,O,X,X,O
OSLTIJZ,O,O,X,O,O,X,X
OSLTIZJ,O,O,X,X,X,X,X
OSLTJIZ,O,O,X,O,O,X,X
OSLTJZI,O,O,X,O,X,X,X
OSLTZIJ,O,O,X,X,X,X,X
OSLTZJI,O,O,X,X,X,X,X
