sequence,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhF0W?BxXB/gBaiBThBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFTW?BxXB/hBaiB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jef2IvhF6W?BxXBTcBeiB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFxW?BXYBygBzhB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFxW?BXYBlgBzhB8qBiqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JexyIvhFGW?B/gBicBzhB8qBFqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhF0W?BxXBzcBlgBimB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jef2IvhFxS?B+bBicBzhB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JezwIvhFCS?BOdBlbBRmBcmB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeF2IvhF5b?BOcBXYBzhB8qBaqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFUX?BFYBRmBTlBimB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JezwIvhFcb?BXYB2hBCcBRmBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeF2IvhFXY?BRmBamB0hBTlBGqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jea7IvhF5b?BOcBXYBzhB8qBFqB
TJOISZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOIZLS,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TJOIZSL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOLISZ,O,O,O,O,X,X,O,O,X,X,X,X,X,X
TJOLIZS,O,X,O,O,X,X,O,O,X,X,X,X,X,X
TJOLSIZ,O,O,O,O,X,X,O,O,X,X,X,X,X,X
TJOLSZI,O,O,O,O,X,X,O,O,X,X,X,X,X,X
TJOLZIS,O,X,O,O,X,X,O,O,X,X,X,X,X,X
TJOLZSI,O,X,O,O,X,X,O,O,X,X,X,X,X,X
TJOSILZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TJOSIZL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TJOSLZI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TJOSZIL,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TJOSZLI,O,O,O,O,O,X,X,O,X,O,X,X,X,X
TJOZILS,X,O,O,X,O,X,X,X,X,O,X,X,X,X
TJOZISL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TJOZLIS,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TJOZLSI,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TJOZSIL,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TJOZSLI,O,O,O,O,O,X,X,O,X,O,X,X,X,X
TSILJZO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSILJOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSILZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSILZOJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X
TSILOJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSILOZJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSIJLZO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSIJLOZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X
TSIJZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSIJZOL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TSIJOLZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X
TSIJOZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSIZLJO,X,O,O,X,X,X,X,X,X,X,X,X,O,X
TSIZLOJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TSIZJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSIZJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSIZOLJ,X,X,O,X,X,X,X,X,X,X,X,O,O,X
TSIZOJL,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TSIOLJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
TSIOLZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TSIOJLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSIOJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSIOZJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TSLIJZO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSLIJOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSLIZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSLIZOJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X
TSLIOJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSLIOZJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSLJIZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLJOZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLZIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLZIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLZJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLZJOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLZOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLOJIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLOJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLOZIJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSLOZJI,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSJILZO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSJILOZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X
TSJIZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJIZOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJIOLZ,O,X,O,O,X,X,X,O,X,X,X,X,O,X
TSJIOZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJLIZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJLZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJLZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJLOIZ,O,O,O,O,X,X,O,O,X,X,X,X,X,X
TSJLOZI,O,O,O,O,X,X,O,O,X,X,X,X,X,X
TSJZILO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJZIOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJZLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJZOIL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJZOLI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TSJOILZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSJOIZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TSJOLZI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TSJOZIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X
TSJOZLI,O,O,O,O,X,X,X,O,X,O,X,X,X,X
TSZILJO,X,O,O,X,X,X,X,X,X,X,X,X,O,X
TSZILOJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TSZIJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZIJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZIOLJ,X,X,O,X,X,X,X,X,X,O,X,X,O,X
TSZIOJL,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TSZLIJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZLIOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZLJIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZLJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZLOIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZLOJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZJILO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZJLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZJLOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZJOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZJOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZOILJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
TSZOIJL,X,O,X,X,X,X,X,X,X,O,X,O,X,X
TSZOLIJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
TSZOLJI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSZOJIL,X,O,O,X,X,X,X,X,X,O,X,O,X,X
TSZOJLI,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TSOILJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
TSOILZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TSOIJLZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TSOIJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSOIZJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TSOLIJZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSOLIZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOLJIZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSOLJZI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSOLZIJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSOLZJI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSOJILZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSOJIZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TSOJLZI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TSOJZIL,O,O,X,O,X,X,X,X,X,O,X,X,X,X
TSOJZLI,O,O,X,O,X,X,X,O,X,O,X,X,X,X
TSOZILJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSOZIJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TSOZLIJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSOZLJI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSOZJIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TSOZJLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TZILJSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZILJOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZILSJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TZILSOJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X
TZILOJS,O,X,X,X,X,X,X,X,X,O,X,O,X,O
TZILOSJ,O,X,X,X,X,X,X,X,X,O,X,O,X,O
TZIJLSO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZIJLOS,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TZIJSLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZIJSOL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TZIJOLS,X,O,O,X,O,X,X,X,X,O,X,O,X,X
TZIJOSL,O,O,O,X,O,X,X,X,X,O,X,O,X,X
TZISLJO,X,O,O,X,X,X,X,X,X,X,X,X,O,X
TZISLOJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TZISJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZISJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZISOLJ,X,X,O,X,X,X,X,X,X,O,X,O,O,X
TZISOJL,X,O,X,X,X,X,X,X,X,O,X,O,X,X
TZIOLJS,X,X,X,X,X,O,X,O,X,O,X,O,X,X
TZIOLSJ,X,X,X,X,X,O,X,X,X,O,X,O,O,X
TZIOJLS,X,O,X,X,X,X,X,X,X,O,X,O,X,X
TZIOJSL,O,O,X,X,X,X,X,X,X,O,X,O,X,X
TZIOSLJ,X,X,O,X,X,X,X,X,X,O,X,O,O,X
TZIOSJL,O,X,X,X,X,X,X,X,X,O,X,O,X,X
TZLIJSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLIJOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLISJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLISOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLIOJS,O,X,X,X,X,X,X,X,X,O,X,X,X,O
TZLIOSJ,O,X,X,X,X,X,X,X,X,O,X,X,X,O
TZLJISO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLJIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLJSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLJSOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLJOIS,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TZLJOSI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TZLSIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLSIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLSJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLSJOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TZLSOIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLSOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLOIJS,O,X,X,X,X,X,X,X,X,O,X,O,X,X
TZLOISJ,O,X,X,X,X,X,X,X,X,O,X,O,X,X
TZLOJIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TZLOJSI,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TZLOSIJ,O,X,X,X,X,X,X,X,X,O,X,O,X,X
TZLOSJI,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TZJILSO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJILOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJISLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJISOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJIOLS,X,O,O,X,O,X,X,X,X,O,X,X,X,X
TZJIOSL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TZJLISO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJLIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJLSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJLSOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJLOIS,O,O,X,O,O,X,O,X,X,X,X,X,X,X
TZJLOSI,O,O,X,O,O,X,O,X,X,X,X,X,X,X
TZJSILO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJSIOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJSLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJSLOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJSOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJSOLI,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TZJOILS,X,O,O,X,O,X,X,X,X,O,X,O,X,X
TZJOISL,O,O,O,X,O,X,X,X,X,O,X,O,X,X
TZJOLIS,O,O,O,O,O,O,X,X,X,O,X,X,X,X
TZJOLSI,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TZJOSIL,O,O,O,O,O,X,X,X,X,O,X,O,X,X
TZJOSLI,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TZSILJO,X,O,O,X,X,X,X,X,X,X,X,X,O,X
TZSILOJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TZSIJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSIJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSIOLJ,X,X,O,X,X,X,X,X,X,O,X,X,O,X
TZSIOJL,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TZSLIJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSLIOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSLJIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSLJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSLOIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSLOJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSJILO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSJLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSJLOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TZSJOIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZSJOLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZSOILJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
TZSOIJL,X,O,X,X,X,X,X,X,X,O,X,O,X,X
TZSOLIJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
TZSOLJI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZSOJIL,X,O,O,X,X,X,X,X,X,O,X,O,X,X
TZSOJLI,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TZOILJS,X,X,X,X,O,O,X,O,X,O,X,O,X,O
TZOILSJ,X,X,X,X,O,O,X,X,X,O,X,O,X,O
TZOIJLS,X,O,X,O,O,X,X,X,X,O,X,O,X,X
TZOIJSL,O,O,X,O,O,X,X,X,X,O,X,O,X,X
TZOISLJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
TZOISJL,O,X,X,X,O,X,X,X,X,O,X,O,X,X
TZOLIJS,X,X,X,O,O,O,X,O,X,O,X,O,X,O
TZOLISJ,X,X,X,X,O,O,X,X,X,O,X,O,X,O
TZOLJIS,X,X,X,O,O,O,X,O,X,O,X,X,X,X
TZOLJSI,X,X,X,O,O,X,X,O,X,O,X,X,X,X
TZOLSIJ,X,X,X,X,O,O,X,X,X,O,X,O,X,X
TZOLSJI,X,X,X,X,O,O,X,X,X,O,X,X,X,X
TZOJILS,X,O,X,X,O,X,X,X,X,O,X,O,X,X
TZOJISL,O,O,O,X,O,X,X,X,X,O,X,O,X,X
TZOJLIS,O,O,X,O,O,O,X,X,X,O,X,X,X,X
TZOJLSI,O,O,X,O,O,X,X,X,X,O,X,X,X,X
TZOJSIL,O,O,O,O,O,X,X,X,X,O,X,O,X,X
TZOJSLI,O,O,O,O,O,X,X,O,X,O,X,X,X,X
TZOSILJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
TZOSIJL,O,X,X,X,O,X,X,X,X,O,X,O,X,X
TZOSLIJ,X,X,O,X,O,X,X,X,X,O,X,O,X,X
TZOSLJI,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TZOSJIL,O,X,O,X,O,X,X,X,X,O,X,O,X,X
TZOSJLI,O,X,O,X,O,O,X,X,X,O,X,X,X,X
TOILJSZ,O,O,X,O,X,X,X,O,O,X,X,X,O,X
TOILJZS,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TOILSJZ,O,O,X,O,X,X,X,O,X,X,X,X,O,X
TOILSZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TOILZJS,O,X,X,O,X,O,X,O,X,X,X,X,X,X
TOILZSJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X
TOIJLSZ,O,O,O,O,X,X,X,O,X,X,X,X,O,X
TOIJLZS,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TOIJSLZ,O,X,O,O,X,X,X,O,X,X,X,X,O,X
TOIJSZL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TOIJZLS,X,O,O,O,X,X,X,X,X,X,X,O,X,X
TOIJZSL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TOISLJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
TOISLZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TOISJLZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TOISJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TOISZLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TOISZJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TOIZLJS,X,X,X,X,O,O,X,O,X,O,X,O,X,X
TOIZLSJ,X,X,X,X,O,O,X,X,X,O,X,O,O,X
TOIZJLS,X,O,X,O,O,X,X,X,X,O,X,O,X,X
TOIZJSL,O,O,X,O,O,X,X,X,X,O,X,O,X,X
TOIZSLJ,X,X,O,X,X,X,X,X,X,O,X,O,O,X
TOIZSJL,O,X,X,X,O,X,X,X,X,O,X,O,X,X
TOLIJSZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TOLIJZS,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TOLISJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TOLISZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TOLIZJS,O,X,X,O,X,O,X,O,X,X,X,X,X,X
TOLIZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOLJISZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TOLJIZS,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TOLJSIZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TOLJSZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TOLJZIS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TOLJZSI,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TOLSIJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TOLSIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TOLSJIZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TOLSJZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TOLSZIJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TOLSZJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TOLZIJS,O,X,X,O,O,O,X,O,X,O,X,X,X,X
TOLZISJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
TOLZJIS,O,X,X,O,O,O,X,O,X,O,X,X,X,X
TOLZJSI,O,X,X,O,O,X,X,O,X,O,X,X,X,X
TOLZSIJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
TOLZSJI,O,X,X,X,O,O,X,X,X,O,X,X,X,X
TOJILSZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TOJILZS,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TOJISLZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TOJISZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TOJIZLS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TOJIZSL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TOJLISZ,O,O,O,O,X,X,O,O,X,X,X,X,X,X
TOJLIZS,O,X,O,O,X,X,O,O,X,X,X,X,X,X
TOJLSIZ,O,O,O,O,X,X,O,O,X,X,X,X,X,X
TOJLSZI,O,O,O,O,X,X,O,O,X,X,X,X,X,X
TOJLZIS,O,X,O,O,X,X,O,O,X,X,X,X,X,X
TOJLZSI,O,X,O,O,X,X,O,O,X,X,X,X,X,X
TOJSILZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TOJSIZL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TOJSLIZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TOJSLZI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TOJSZIL,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TOJSZLI,O,O,O,O,O,X,X,O,X,O,X,X,X,X
TOJZILS,X,O,O,X,O,X,X,X,X,O,X,X,X,X
TOJZISL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TOJZLIS,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TOJZLSI,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TOJZSIL,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TOJZSLI,O,O,O,O,O,X,X,O,X,O,X,X,X,X
TOSILJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
TOSILZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TOSIJLZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TOSIJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TOSIZLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TOSIZJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TOSLIJZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TOSLIZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TOSLJIZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TOSLJZI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TOSLZIJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TOSLZJI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TOSJILZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TOSJIZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TOSJLIZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TOSJLZI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TOSJZIL,O,O,X,O,X,X,X,X,X,O,X,X,X,X
TOSJZLI,O,O,X,O,X,X,X,O,X,O,X,X,X,X
TOSZILJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOSZIJL,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TOSZLIJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TOSZLJI,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TOSZJIL,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TOSZJLI,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TOZILJS,X,X,X,X,O,O,X,O,X,O,X,O,X,O
TOZILSJ,X,X,X,X,O,O,X,X,X,O,X,O,X,O
TOZIJLS,X,O,X,O,O,X,X,X,X,O,X,O,X,X
TOZIJSL,O,O,X,O,O,X,X,X,X,O,X,O,X,X
TOZISLJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
TOZISJL,O,X,X,X,O,X,X,X,X,O,X,O,X,X
