sequence,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFRXBGZB?TcByiB0iBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFRYBSeB?mcBUcBziBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8JeT2IvhFecBqcB?xYBXeB0iBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8JeT2IvhFxYB0cB?6iBOjBXhBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Jem2IvhFzXBCZB?0bBRiBXjBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8JeT2IvhF0XBxYB?VhB3nBmnBCtB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Jem2IvhFSeB0bB?RiBznBfnBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFacBTZB?RiBGiB8sBFsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Jei2IvhFlYBzbB?RiBusBfsBctB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Jey7IvhFzXBWeB?0bBRiBXjBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8JeT2IvhFceBxcB?XcBGiBysBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je27IvhFqcBxdB?zbBXeB0iBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFTZBxcB?UcBliBysBGsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFRXBTcB?FeB0iB2sBCtB
TJOLISZ,O,O,O,O,X,X,X,X,O,O,X,O,X,X
TJOLIZS,X,O,X,O,X,X,X,X,O,O,X,O,X,X
TJOLSIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOLSZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOLZIS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOLZSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOSILZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TJOSIZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TJOSLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TJOSLZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TJOSZIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TJOSZLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TJOZILS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOZISL,X,O,X,X,X,O,X,X,X,X,O,X,X,X
TJOZLIS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOZLSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOZSIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TJOZSLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSILJZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TSILJOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X
TSILZJO,O,O,O,X,O,X,X,O,X,X,X,X,X,X
TSILZOJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSILOJZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSILOZJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIJLZO,O,O,O,X,X,O,X,X,X,X,X,O,X,X
TSIJLOZ,O,O,O,X,X,O,X,X,X,O,X,O,X,X
TSIJZLO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSIJZOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSIJOLZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TSIJOZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSIZLJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSIZLOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSIZJLO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TSIZJOL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TSIZOLJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TSIZOJL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TSIOLJZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSIOLZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TSIOJZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSIOZLJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TSIOZJL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TSLIJZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TSLIJOZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X
TSLIZJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TSLIZOJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
TSLIOJZ,O,O,O,X,X,X,X,X,X,O,X,X,O,X
TSLIOZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLJIZO,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TSLJIOZ,O,O,O,O,X,O,X,X,X,O,X,O,O,X
TSLJZIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSLJZOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSLJOIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
TSLJOZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSLZIJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TSLZIOJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X
TSLZJIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSLZJOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSLZOIJ,O,X,X,X,X,O,X,O,X,X,X,X,O,X
TSLZOJI,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TSLOIJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSLOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TSLOJIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
TSLOJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSLOZIJ,O,O,X,X,X,O,X,O,X,X,X,X,O,X
TSLOZJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSJILZO,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TSJILOZ,O,O,O,O,X,O,X,X,X,O,X,O,X,X
TSJIZLO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSJIZOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSJIOLZ,O,O,O,O,X,O,X,X,X,O,X,X,X,X
TSJIOZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSJLIZO,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TSJLIOZ,O,O,O,O,X,O,X,X,X,O,X,O,X,X
TSJLZIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSJLZOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSJLOIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSJLOZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSJZILO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSJZIOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSJZLIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSJZLOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSJZOIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSJZOLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSJOILZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSJOIZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSJOLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSJOLZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSJOZIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSJOZLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSZILJO,O,X,O,X,O,X,X,O,X,X,X,X,X,X
TSZILOJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TSZIJLO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TSZIJOL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TSZIOLJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X
TSZIOJL,O,X,O,X,O,O,X,X,X,X,X,X,X,O
TSZLIJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TSZLIOJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSZLJIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSZLJOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSZLOIJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TSZLOJI,O,X,X,O,X,O,X,X,X,X,X,X,X,O
TSZJILO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TSZJIOL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TSZJLIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSZJLOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSZJOIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O
TSZJOLI,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TSZOILJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TSZOIJL,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TSZOLIJ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TSZOLJI,O,O,X,O,X,O,X,X,X,X,X,X,X,O
TSZOJIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O
TSZOJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TSOILJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOILZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOIJLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSOIJZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSOIZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOIZJL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOLIJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSOLIZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TSOLJIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
TSOLJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSOLZIJ,O,O,X,X,X,O,X,O,X,X,X,X,O,X
TSOLZJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSOJILZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSOJIZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSOJLZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSOJZIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSOJZLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSOZILJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TSOZIJL,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TSOZLIJ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TSOZLJI,O,O,X,O,X,O,X,X,X,X,X,X,X,O
TSOZJIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O
TSOZJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TZILJSO,X,X,X,O,O,X,X,X,X,X,X,O,X,X
TZILJOS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
TZILSJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZILSOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZILOJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TZILOSJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZIJLSO,X,X,X,O,O,X,X,X,X,X,X,O,X,X
TZIJLOS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
TZIJSLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZIJSOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZIJOLS,X,X,X,O,O,X,O,X,X,O,X,X,X,X
TZIJOSL,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TZISLJO,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TZISLOJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TZISJLO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZISJOL,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZISOLJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TZISOJL,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TZIOLJS,X,X,X,O,O,X,O,X,X,O,X,X,X,X
TZIOLSJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TZIOJLS,X,X,X,O,O,X,O,X,X,O,X,X,X,X
TZIOJSL,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TZIOSLJ,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TZIOSJL,X,X,X,X,O,O,O,X,X,X,X,X,X,O
TZLIJSO,X,O,X,O,O,X,X,X,X,X,X,O,X,X
TZLIJOS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
TZLISJO,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZLISOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLIOJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TZLIOSJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZLJISO,X,O,X,O,O,X,X,X,X,X,X,O,X,X
TZLJIOS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
TZLJSIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLJSOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLJOIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZLJOSI,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZLSIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLSIOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLSJIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TZLSJOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TZLSOIJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLSOJI,O,X,X,O,X,O,X,X,X,X,X,X,X,O
TZLOIJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZLOISJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLOJIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZLOJSI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZLOSIJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLOSJI,O,X,X,O,X,O,X,X,X,X,X,X,X,O
TZJILSO,X,O,X,O,O,X,X,X,X,X,X,O,X,X
TZJILOS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
TZJISLO,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZJISOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJIOLS,X,X,X,O,O,X,O,X,X,O,X,X,X,X
TZJIOSL,X,X,X,X,O,O,O,X,X,X,O,X,X,X
TZJLISO,X,O,X,O,O,X,X,X,X,X,X,O,X,X
TZJLIOS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
TZJLSIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJLSOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJLOIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJLOSI,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZJSILO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZJSIOL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TZJSLIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TZJSLOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TZJSOIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O
TZJSOLI,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TZJOILS,X,O,X,O,O,X,O,X,X,X,X,X,X,X
TZJOISL,X,O,X,X,O,O,O,X,X,X,O,X,X,X
TZJOLIS,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TZJOLSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJOSIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O
TZJOSLI,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TZSILJO,O,X,O,X,O,X,X,O,X,X,X,X,X,X
TZSILOJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TZSIJLO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TZSIJOL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TZSIOLJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X
TZSIOJL,O,X,O,X,O,O,X,X,X,X,X,X,X,O
TZSLIJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TZSLIOJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TZSLJIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TZSLJOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TZSLOIJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TZSLOJI,O,X,X,O,X,O,X,X,X,X,X,X,X,O
TZSJILO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZSJIOL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TZSJLIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TZSJLOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TZSJOIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O
TZSJOLI,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TZSOILJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TZSOIJL,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TZSOLIJ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TZSOLJI,O,O,X,O,X,O,X,X,X,X,X,X,X,O
TZSOJIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O
TZSOJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TZOILJS,X,X,X,O,O,X,O,X,X,X,X,X,X,X
TZOILSJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TZOIJLS,X,X,X,O,O,X,O,X,X,X,X,X,X,X
TZOIJSL,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TZOISLJ,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TZOISJL,X,X,X,X,O,O,O,X,X,X,X,X,X,O
TZOLIJS,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TZOLISJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TZOLJIS,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TZOLJSI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOLSIJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOLSJI,O,O,X,O,X,O,X,X,X,X,X,X,X,O
TZOJILS,X,O,X,O,O,X,O,X,X,X,X,X,X,X
TZOJISL,X,O,X,X,O,O,O,X,X,X,O,X,X,X
TZOJLIS,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TZOJLSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZOJSIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O
TZOJSLI,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TZOSILJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TZOSIJL,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TZOSLIJ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TZOSLJI,O,O,X,O,X,O,X,X,X,X,X,X,X,O
TZOSJIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O
TZOSJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TOILJSZ,O,O,X,O,X,X,X,X,O,O,X,O,X,X
TOILJZS,X,O,X,O,O,X,X,X,O,O,X,O,X,X
TOILSJZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TOILSZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOILZJS,X,O,X,O,O,X,O,X,X,O,X,X,X,X
TOILZSJ,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TOIJLSZ,O,O,O,O,X,X,X,X,O,O,X,O,X,X
TOIJLZS,X,O,X,O,O,X,X,X,O,O,X,O,X,X
TOIJSLZ,O,O,O,O,X,X,X,X,O,O,X,X,X,X
TOIJSZL,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TOIJZLS,X,O,X,O,O,X,X,X,O,O,X,X,X,X
TOIJZSL,X,O,X,X,O,X,X,X,O,X,X,X,X,X
TOISLJZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TOISLZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOISJLZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TOISJZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TOISZLJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TOISZJL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TOIZLJS,X,X,X,O,O,X,O,X,X,O,X,X,X,X
TOIZLSJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TOIZJLS,X,X,X,O,O,X,O,X,X,O,X,X,X,X
TOIZJSL,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TOIZSLJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TOIZSJL,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TOLIJSZ,O,O,X,O,X,X,X,X,O,O,X,O,O,X
TOLIJZS,X,O,X,O,X,X,X,X,O,O,X,O,X,X
TOLISJZ,O,O,X,X,X,X,X,X,X,O,X,X,O,X
TOLISZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TOLIZJS,X,O,X,O,X,X,O,X,X,O,X,X,X,X
TOLIZSJ,X,O,X,X,X,X,O,X,X,X,X,X,O,X
TOLJISZ,O,O,O,O,X,X,X,X,O,O,X,O,O,X
TOLJIZS,X,O,X,O,X,X,X,X,O,O,O,O,X,X
TOLJSIZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X
TOLJSZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TOLJZIS,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TOLJZSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TOLSIJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TOLSIZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TOLSJIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
TOLSJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TOLSZIJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X
TOLSZJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TOLZIJS,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TOLZISJ,X,O,X,X,X,O,O,X,X,X,X,X,O,X
TOLZJIS,X,O,X,O,X,X,O,X,X,X,O,X,X,X
TOLZJSI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLZSIJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X
TOLZSJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TOJILSZ,O,O,O,O,X,X,X,X,O,O,X,O,X,X
TOJILZS,X,O,X,O,X,X,X,X,O,O,X,O,X,X
TOJISLZ,O,O,O,O,X,X,X,X,O,O,X,X,X,X
TOJISZL,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TOJIZLS,X,O,X,O,X,X,X,X,O,O,X,X,X,X
TOJIZSL,X,O,X,X,X,X,X,X,O,X,O,X,X,X
TOJLISZ,O,O,O,O,X,X,X,X,O,O,X,O,X,X
TOJLIZS,X,O,X,O,X,X,X,X,O,O,X,O,X,X
TOJLSIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TOJLSZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TOJLZIS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOJLZSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TOJSILZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TOJSIZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TOJSLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TOJSLZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TOJSZIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TOJSZLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TOJZILS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOJZISL,X,O,X,X,X,O,X,X,X,X,O,X,X,X
TOJZLIS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOJZLSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TOJZSIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TOJZSLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TOSILJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TOSILZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TOSIJLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TOSIJZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TOSIZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOSIZJL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TOSLIJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TOSLIZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TOSLJIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
TOSLJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TOSLZIJ,O,O,X,X,X,O,X,O,X,X,X,X,O,X
TOSLZJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TOSJILZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TOSJIZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TOSJLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TOSJLZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TOSJZIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TOSJZLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TOSZILJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TOSZIJL,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TOSZLIJ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TOSZLJI,O,O,X,O,X,O,X,X,X,X,X,X,X,O
TOSZJIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O
TOSZJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TOZILJS,X,X,X,O,O,X,O,X,X,X,X,X,X,X
TOZILSJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TOZIJLS,X,X,X,O,O,X,O,X,X,X,X,X,X,X
TOZIJSL,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TOZISLJ,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TOZISJL,X,X,X,X,O,O,O,X,X,X,X,X,X,O
TOZLIJS,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TOZLISJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TOZLJIS,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TOZLJSI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TOZLSIJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
