sequence,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoByxB8nBOn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoBetBMsBii?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxBKnBUoBGj?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxB2sB0iB6o?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB2xBknB6tBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBKsBEtBGoBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB0sBmnBpoBFl?BisB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB6tB2xBpZBkn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhF8qB/hBGtBSoBJn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhF8qB/hBisB2nBpo?BFlB
JIOTSZL,X,O,X,O,X,X,X,X,O,X
JIOTZLS,X,O,X,O,X,X,X,X,O,X
JIOTZSL,X,O,X,O,X,X,X,X,O,X
JIOLTSZ,X,X,X,O,X,X,X,O,O,O
JIOLTZS,X,X,X,O,X,X,X,O,O,O
JIOLSTZ,X,X,X,O,X,X,X,O,O,O
JIOLSZT,O,O,O,O,O,X,X,O,O,O
JIOLZTS,O,O,O,O,O,X,X,O,O,O
JIOLZST,O,O,O,O,O,X,X,O,O,O
JIOSTLZ,X,X,X,O,X,X,X,X,O,X
JIOSTZL,X,O,X,O,X,X,X,X,O,X
JIOSLTZ,X,X,X,O,X,X,X,O,O,O
JIOSLZT,O,O,O,O,O,X,X,O,O,O
JIOSZTL,X,O,O,O,X,X,O,X,O,X
JIOSZLT,X,O,O,O,O,X,O,O,O,O
JIOZTLS,X,O,O,O,X,X,X,X,O,X
JIOZTSL,X,O,O,O,X,X,O,X,O,X
JIOZLTS,X,O,O,O,O,X,X,O,O,O
JIOZLST,X,O,O,O,O,X,O,O,O,O
JIOZSTL,X,O,O,O,X,X,O,X,O,X
JIOZSLT,X,O,O,O,O,X,O,O,O,O
JLTISZO,X,X,X,X,X,X,X,O,O,O
JLTISOZ,X,X,X,X,X,X,X,O,O,O
JLTIZSO,X,X,X,X,X,X,X,O,O,O
JLTIZOS,X,X,X,X,X,X,X,O,O,O
JLTIOSZ,X,X,X,X,X,X,X,O,O,O
JLTIOZS,X,X,X,X,X,X,X,O,O,O
JLTSIZO,X,X,X,X,X,X,X,O,O,O
JLTSIOZ,X,X,X,X,X,X,X,O,O,O
JLTSZIO,X,X,X,X,O,X,X,O,O,O
JLTSZOI,X,X,X,X,O,X,X,O,O,O
JLTSOIZ,X,X,X,X,X,X,X,O,O,O
JLTSOZI,X,X,X,X,O,X,X,O,O,O
JLTZISO,X,X,X,X,O,X,X,O,O,O
JLTZIOS,X,X,X,X,O,X,X,O,O,O
JLTZSIO,X,X,X,X,O,X,X,O,O,O
JLTZSOI,X,X,X,X,O,X,X,O,O,O
JLTZOIS,X,X,X,X,O,X,X,O,O,O
JLTZOSI,X,X,X,X,O,X,X,O,O,O
JLTOISZ,X,X,X,X,X,X,X,O,O,O
JLTOIZS,X,X,X,X,X,X,X,O,O,O
JLTOSIZ,X,X,X,X,X,X,X,O,O,O
JLTOSZI,X,X,X,X,O,X,X,O,O,O
JLTOZIS,X,X,X,X,O,X,X,O,O,O
JLTOZSI,X,X,X,X,O,X,X,O,O,O
JLITSZO,X,X,X,X,X,X,X,O,O,O
JLITSOZ,X,X,X,X,X,X,X,O,O,O
JLITZSO,X,X,X,X,X,X,X,O,O,O
JLITZOS,X,X,X,X,X,X,X,O,O,O
JLITOSZ,X,X,X,X,X,X,X,O,O,O
JLITOZS,X,X,X,X,X,X,X,O,O,O
JLISTZO,X,X,X,X,X,X,X,O,O,O
JLISTOZ,X,X,X,X,X,X,X,O,O,O
JLISZTO,O,O,X,X,O,X,X,O,O,O
JLISZOT,O,O,X,X,O,X,X,O,O,O
JLISOTZ,X,X,X,X,X,X,X,O,O,O
JLISOZT,O,O,X,X,O,X,X,O,O,O
JLIZTSO,O,O,X,X,O,X,X,O,O,O
JLIZTOS,O,O,X,X,O,X,X,O,O,O
JLIZSTO,O,O,X,X,O,X,X,O,O,O
JLIZSOT,O,O,X,X,O,X,X,O,O,O
JLIZOTS,O,O,X,X,O,X,X,O,O,O
JLIZOST,O,O,X,X,O,X,X,O,O,O
JLIOTSZ,X,X,X,X,X,X,X,O,O,O
JLIOTZS,X,X,X,X,X,X,X,O,O,O
JLIOSTZ,X,X,X,X,X,X,X,O,O,O
JLIOSZT,O,O,X,X,O,X,X,O,O,O
JLIOZTS,O,O,X,X,O,X,X,O,O,O
JLIOZST,O,O,X,X,O,X,X,O,O,O
JLSTIZO,X,X,X,X,X,X,X,O,O,O
JLSTIOZ,X,X,X,X,X,X,X,O,O,O
JLSTZIO,X,X,X,X,O,X,X,O,O,O
JLSTZOI,X,X,X,X,O,X,X,O,O,O
JLSTOIZ,X,X,X,X,X,X,X,O,O,O
JLSTOZI,X,X,X,X,O,X,X,O,O,O
JLSITZO,X,X,X,X,X,X,X,O,O,O
JLSITOZ,X,X,X,X,X,X,X,O,O,O
JLSIZTO,O,O,X,X,O,X,X,O,O,O
JLSIZOT,O,O,X,X,O,X,X,O,O,O
JLSIOTZ,X,X,X,X,X,X,X,O,O,O
JLSIOZT,O,O,X,X,O,X,X,O,O,O
JLSZTIO,O,O,X,X,O,O,X,O,O,O
JLSZTOI,O,O,X,X,O,O,X,O,O,O
JLSZITO,O,O,X,X,O,O,X,O,O,O
JLSZIOT,O,O,X,X,O,O,X,O,O,O
JLSZOTI,O,O,X,X,O,O,X,O,O,O
JLSZOIT,O,O,X,X,O,O,X,O,O,O
JLSOTIZ,X,X,X,X,X,X,X,O,O,O
JLSOTZI,X,X,X,X,O,X,X,O,O,O
JLSOITZ,X,X,X,X,X,X,X,O,O,O
JLSOIZT,O,O,X,X,O,X,X,O,O,O
JLSOZTI,O,O,X,X,O,O,X,O,O,O
JLSOZIT,O,O,X,X,O,O,X,O,O,O
JLZTISO,O,O,X,X,O,O,X,O,O,O
JLZTIOS,O,O,X,X,O,O,X,O,O,O
JLZTSIO,O,O,X,X,O,O,X,O,O,O
JLZTSOI,O,O,X,X,O,O,X,O,O,O
JLZTOIS,O,O,X,X,O,O,X,O,O,O
JLZTOSI,O,O,X,X,O,O,X,O,O,O
JLZITSO,O,O,X,X,O,O,X,O,O,O
JLZITOS,O,O,X,X,O,O,X,O,O,O
JLZISTO,O,O,X,X,O,O,X,O,O,O
JLZISOT,O,O,X,X,O,O,X,O,O,O
JLZIOTS,O,O,X,X,O,O,X,O,O,O
JLZIOST,O,O,X,X,O,O,X,O,O,O
JLZSTIO,O,O,X,X,O,O,X,O,O,O
JLZSTOI,O,O,X,X,O,O,X,O,O,O
JLZSITO,O,O,X,X,O,O,X,O,O,O
JLZSIOT,O,O,X,X,O,O,X,O,O,O
JLZSOTI,O,O,X,X,O,O,X,O,O,O
JLZSOIT,O,O,X,X,O,O,X,O,O,O
JLZOTIS,O,O,X,X,O,O,X,O,O,O
JLZOTSI,O,O,X,X,O,O,X,O,O,O
JLZOITS,O,O,X,X,O,O,X,O,O,O
JLZOIST,O,O,X,X,O,O,X,O,O,O
JLZOSTI,O,O,X,X,O,O,X,O,O,O
JLZOSIT,O,O,X,X,O,O,X,O,O,O
JLOTISZ,X,X,X,X,X,X,X,O,O,O
JLOTIZS,X,X,X,X,X,X,X,O,O,O
JLOTSIZ,X,X,X,X,X,X,X,O,O,O
JLOTSZI,X,X,X,X,O,X,X,O,O,O
JLOTZIS,X,X,X,X,O,X,X,O,O,O
JLOTZSI,X,X,X,X,O,X,X,O,O,O
JLOITSZ,X,X,X,X,X,X,X,O,O,O
JLOITZS,X,X,X,X,X,X,X,O,O,O
JLOISTZ,X,X,X,X,X,X,X,O,O,O
JLOISZT,O,O,X,X,O,X,X,O,O,O
JLOIZTS,O,O,X,X,O,X,X,O,O,O
JLOIZST,O,O,X,X,O,X,X,O,O,O
JLOSTIZ,X,X,X,X,X,X,X,O,O,O
JLOSTZI,X,X,X,X,O,X,X,O,O,O
JLOSITZ,X,X,X,X,X,X,X,O,O,O
JLOSIZT,O,O,X,X,O,X,X,O,O,O
JLOSZTI,O,O,X,X,O,O,X,O,O,O
JLOSZIT,O,O,X,X,O,O,X,O,O,O
JLOZTIS,O,O,X,X,O,O,X,O,O,O
JLOZTSI,O,O,X,X,O,O,X,O,O,O
JLOZITS,O,O,X,X,O,O,X,O,O,O
JLOZIST,O,O,X,X,O,O,X,O,O,O
JLOZSTI,O,O,X,X,O,O,X,O,O,O
JLOZSIT,O,O,X,X,O,O,X,O,O,O
JSTILZO,X,X,X,X,X,X,X,X,O,X
JSTILOZ,X,X,X,X,X,X,X,X,O,X
JSTIZLO,X,O,X,X,X,X,X,X,O,X
JSTIZOL,X,O,X,X,X,X,X,X,O,X
JSTIOLZ,X,X,X,X,X,X,X,X,O,X
JSTIOZL,X,O,X,X,X,X,X,X,O,X
JSTLIZO,X,X,X,X,X,X,X,O,O,X
JSTLIOZ,X,X,X,X,X,X,X,O,O,X
JSTLZIO,X,X,X,X,O,X,X,O,O,X
JSTLZOI,X,X,X,X,O,X,X,O,O,X
JSTLOIZ,X,X,X,X,X,X,X,O,O,X
JSTLOZI,X,X,X,X,O,X,X,O,O,X
JSTZILO,X,O,X,X,X,X,X,X,O,X
JSTZIOL,X,O,X,X,X,X,X,X,O,X
JSTZLIO,X,O,X,X,O,X,X,O,O,X
JSTZLOI,X,O,X,X,O,X,X,O,O,X
JSTZOIL,X,O,X,X,X,X,X,X,O,X
JSTZOLI,X,O,X,X,O,X,X,O,O,X
JSTOILZ,X,X,X,X,X,X,X,X,O,X
JSTOIZL,X,O,X,X,X,X,X,X,O,X
JSTOLIZ,X,X,X,X,X,X,X,O,O,X
JSTOLZI,X,X,X,X,O,X,X,O,O,X
JSTOZIL,X,O,X,X,X,X,X,X,O,X
JSTOZLI,X,O,X,X,O,X,X,O,O,X
JSITLZO,X,X,X,O,X,X,X,X,O,X
JSITLOZ,X,X,X,O,X,X,X,X,O,X
JSITZLO,X,O,X,O,X,X,X,X,O,X
JSITZOL,X,O,X,O,X,X,X,X,O,X
JSITOLZ,X,X,X,O,X,X,X,X,O,X
JSITOZL,X,O,X,O,X,X,X,X,O,X
JSILTZO,X,X,X,O,X,X,X,O,O,O
JSILTOZ,X,X,X,O,X,X,X,O,O,O
JSILZTO,O,O,O,O,O,X,X,O,O,O
JSILZOT,O,O,O,O,O,X,X,O,O,O
JSILOTZ,X,X,X,O,X,X,X,O,O,O
JSILOZT,O,O,O,O,O,X,X,O,O,O
JSIZTLO,X,O,O,O,X,X,X,X,O,X
JSIZTOL,X,O,O,O,X,X,O,X,O,X
JSIZLTO,X,O,O,O,O,X,X,O,O,O
JSIZLOT,X,O,O,O,O,X,O,O,O,O
JSIZOTL,X,O,O,O,X,X,O,X,O,X
JSIZOLT,X,O,O,O,O,X,O,O,O,O
JSIOTLZ,X,X,X,O,X,X,X,X,O,X
JSIOTZL,X,O,X,O,X,X,X,X,O,X
JSIOLTZ,X,X,X,O,X,X,X,O,O,O
JSIOLZT,O,O,O,O,O,X,X,O,O,O
JSIOZTL,X,O,O,O,X,X,O,X,O,X
JSIOZLT,X,O,O,O,O,X,O,O,O,O
JSLTIZO,X,X,X,X,X,X,X,O,O,O
JSLTIOZ,X,X,X,X,X,X,X,O,O,O
JSLTZIO,X,X,X,X,O,X,X,O,O,O
JSLTZOI,X,X,X,X,O,X,X,O,O,O
JSLTOIZ,X,X,X,X,X,X,X,O,O,O
JSLTOZI,X,X,X,X,O,X,X,O,O,O
JSLITZO,X,X,X,X,X,X,X,O,O,O
JSLITOZ,X,X,X,X,X,X,X,O,O,O
JSLIZTO,O,O,X,X,O,X,X,O,O,O
JSLIZOT,O,O,X,X,O,X,X,O,O,O
JSLIOTZ,X,X,X,X,X,X,X,O,O,O
JSLIOZT,O,O,X,X,O,X,X,O,O,O
JSLZTIO,O,O,X,X,O,O,X,O,O,O
JSLZTOI,O,O,X,X,O,O,X,O,O,O
JSLZITO,O,O,X,X,O,O,X,O,O,O
JSLZIOT,O,O,X,X,O,O,X,O,O,O
JSLZOTI,O,O,X,X,O,O,X,O,O,O
JSLZOIT,O,O,X,X,O,O,X,O,O,O
JSLOTIZ,X,X,X,X,X,X,X,O,O,O
JSLOTZI,X,X,X,X,O,X,X,O,O,O
JSLOITZ,X,X,X,X,X,X,X,O,O,O
JSLOIZT,O,O,X,X,O,X,X,O,O,O
JSLOZTI,O,O,X,X,O,O,X,O,O,O
JSLOZIT,O,O,X,X,O,O,X,O,O,O
JSZTILO,X,O,X,X,X,X,X,X,O,X
JSZTIOL,X,O,X,X,X,X,O,X,O,X
JSZTLIO,X,O,X,X,O,X,X,O,O,X
JSZTLOI,X,O,X,X,O,X,X,O,O,X
JSZTOIL,X,O,X,X,X,X,O,X,O,X
JSZTOLI,X,O,X,X,O,X,X,O,O,X
JSZITLO,X,O,X,X,X,X,X,X,O,X
JSZITOL,X,O,X,X,X,X,O,X,O,X
JSZILTO,X,O,X,X,O,X,X,O,O,O
JSZILOT,X,O,X,X,O,X,O,O,O,O
JSZIOTL,X,O,X,X,X,X,O,X,O,X
JSZIOLT,X,O,X,X,O,X,O,O,O,O
JSZLTIO,X,O,X,X,O,X,X,O,O,O
JSZLTOI,X,O,X,X,O,X,X,O,O,O
JSZLITO,X,O,X,X,O,X,X,O,O,O
JSZLIOT,X,O,X,X,O,X,O,O,O,O
JSZLOTI,X,O,X,X,O,X,X,O,O,O
JSZLOIT,X,O,X,X,O,X,O,O,O,O
JSZOTIL,X,O,X,X,X,X,O,X,O,X
JSZOTLI,X,O,X,X,O,X,X,O,O,X
JSZOITL,X,O,X,X,X,X,O,X,O,X
JSZOILT,X,O,X,X,O,X,O,O,O,O
JSZOLTI,X,O,X,X,O,X,X,O,O,O
JSZOLIT,X,O,X,X,O,X,O,O,O,O
JSOTILZ,X,X,X,X,X,X,X,X,O,X
JSOTIZL,X,O,X,X,X,X,X,X,O,X
JSOTLIZ,X,X,X,X,X,X,X,O,O,X
JSOTLZI,X,X,X,X,O,X,X,O,O,X
JSOTZIL,X,O,X,X,X,X,X,X,O,X
JSOTZLI,X,O,X,X,O,X,X,O,O,X
JSOITLZ,X,X,X,O,X,X,X,X,O,X
JSOITZL,X,O,X,O,X,X,X,X,O,X
JSOILTZ,X,X,X,O,X,X,X,O,O,O
JSOILZT,O,O,O,O,O,X,X,O,O,O
JSOIZTL,X,O,O,O,X,X,O,X,O,X
JSOIZLT,X,O,O,O,O,X,O,O,O,O
JSOLTIZ,X,X,X,X,X,X,X,O,O,O
JSOLTZI,X,X,X,X,O,X,X,O,O,O
JSOLITZ,X,X,X,X,X,X,X,O,O,O
JSOLIZT,O,O,X,X,O,X,X,O,O,O
JSOLZTI,O,O,X,X,O,O,X,O,O,O
JSOLZIT,O,O,X,X,O,O,X,O,O,O
JSOZTIL,X,O,X,X,X,X,O,X,O,X
JSOZTLI,X,O,X,X,O,X,X,O,O,X
JSOZITL,X,O,X,X,X,X,O,X,O,X
JSOZILT,X,O,X,X,O,X,O,O,O,O
JSOZLTI,X,O,X,X,O,X,X,O,O,O
JSOZLIT,X,O,X,X,O,X,O,O,O,O
JZTILSO,X,O,X,X,X,X,X,X,O,X
JZTILOS,X,O,X,X,X,X,X,X,O,X
JZTISLO,X,O,X,X,X,X,X,X,O,X
JZTISOL,X,O,X,X,X,X,O,X,O,X
JZTIOLS,X,O,X,X,X,X,X,X,O,X
JZTIOSL,X,O,X,X,X,X,O,X,O,X
JZTLISO,X,O,X,X,O,O,X,O,O,X
JZTLIOS,X,O,X,X,O,O,X,O,O,X
JZTLSIO,X,O,X,X,O,O,X,O,O,X
JZTLSOI,X,O,X,X,O,O,X,O,O,X
JZTLOIS,X,O,X,X,O,O,X,O,O,X
JZTLOSI,X,O,X,X,O,O,X,O,O,X
JZTSILO,X,O,X,X,X,X,X,X,O,X
JZTSIOL,X,O,X,X,X,X,O,X,O,X
JZTSLIO,X,O,X,X,O,X,X,O,O,X
JZTSLOI,X,O,X,X,O,X,X,O,O,X
JZTSOIL,X,O,X,X,X,X,O,X,O,X
JZTSOLI,X,O,X,X,O,X,X,O,O,X
JZTOILS,X,O,X,X,X,X,X,X,O,X
JZTOISL,X,O,X,X,X,X,O,X,O,X
JZTOLIS,X,O,X,X,O,O,X,O,O,X
JZTOLSI,X,O,X,X,O,O,X,O,O,X
JZTOSIL,X,O,X,X,X,X,O,X,O,X
JZTOSLI,X,O,X,X,O,X,X,O,O,X
JZITLSO,X,O,X,X,X,X,X,X,O,X
JZITLOS,X,O,X,X,X,X,X,X,O,X
JZITSLO,X,O,X,X,X,X,X,X,O,X
JZITSOL,X,O,X,X,X,X,O,X,O,X
JZITOLS,X,O,X,X,X,X,X,X,O,X
JZITOSL,X,O,X,X,X,X,O,X,O,X
JZILTSO,X,O,X,X,O,O,X,O,O,O
JZILTOS,X,O,X,X,O,O,X,O,O,O
JZILSTO,X,O,X,X,O,O,X,O,O,O
JZILSOT,X,O,X,X,O,O,O,O,O,O
JZILOTS,X,O,X,X,O,O,X,O,O,O
JZILOST,X,O,X,X,O,O,O,O,O,O
JZISTLO,X,O,X,X,X,X,X,X,O,X
JZISTOL,X,O,X,X,X,X,O,X,O,X
JZISLTO,X,O,X,X,O,X,X,O,O,O
JZISLOT,X,O,X,X,O,X,O,O,O,O
JZISOTL,X,O,X,X,X,X,O,X,O,X
JZISOLT,X,O,X,X,O,X,O,O,O,O
JZIOTLS,X,O,X,X,X,X,X,X,O,X
JZIOTSL,X,O,X,X,X,X,O,X,O,X
JZIOLTS,X,O,X,X,O,O,X,O,O,O
JZIOLST,X,O,X,X,O,O,O,O,O,O
JZIOSTL,X,O,X,X,X,X,O,X,O,X
JZIOSLT,X,O,X,X,O,X,O,O,O,O
JZLTISO,X,O,X,X,O,O,X,O,O,O
JZLTIOS,X,O,X,X,O,O,X,O,O,O
JZLTSIO,X,O,X,X,O,O,X,O,O,O
JZLTSOI,X,O,X,X,O,O,X,O,O,O
JZLTOIS,X,O,X,X,O,O,X,O,O,O
JZLTOSI,X,O,X,X,O,O,X,O,O,O
JZLITSO,X,O,X,X,O,O,X,O,O,O
JZLITOS,X,O,X,X,O,O,X,O,O,O
JZLISTO,X,O,X,X,O,O,X,O,O,O
JZLISOT,X,O,X,X,O,O,O,O,O,O
JZLIOTS,X,O,X,X,O,O,X,O,O,O
JZLIOST,X,O,X,X,O,O,O,O,O,O
JZLSTIO,X,O,X,X,O,O,X,O,O,O
JZLSTOI,X,O,X,X,O,O,X,O,O,O
JZLSITO,X,O,X,X,O,O,X,O,O,O
JZLSIOT,X,O,X,X,O,O,O,O,O,O
JZLSOTI,X,O,X,X,O,O,X,O,O,O
JZLSOIT,X,O,X,X,O,O,O,O,O,O
JZLOTIS,X,O,X,X,O,O,X,O,O,O
JZLOTSI,X,O,X,X,O,O,X,O,O,O
JZLOITS,X,O,X,X,O,O,X,O,O,O
JZLOIST,X,O,X,X,O,O,O,O,O,O
JZLOSTI,X,O,X,X,O,O,X,O,O,O
JZLOSIT,X,O,X,X,O,O,O,O,O,O
JZSTILO,X,O,X,X,X,X,X,X,O,X
JZSTIOL,X,O,X,X,X,X,O,X,O,X
JZSTLIO,X,O,X,X,O,X,X,O,O,X
JZSTLOI,X,O,X,X,O,X,X,O,O,X
JZSTOIL,X,O,X,X,X,X,O,X,O,X
JZSTOLI,X,O,X,X,O,X,X,O,O,X
JZSITLO,X,O,X,X,X,X,X,X,O,X
JZSITOL,X,O,X,X,X,X,O,X,O,X
JZSILTO,X,O,X,X,O,X,X,O,O,O
JZSILOT,X,O,X,X,O,X,O,O,O,O
JZSIOTL,X,O,X,X,X,X,O,X,O,X
JZSIOLT,X,O,X,X,O,X,O,O,O,O
JZSLTIO,X,O,X,X,O,O,X,O,O,O
JZSLTOI,X,O,X,X,O,O,X,O,O,O
JZSLITO,X,O,X,X,O,O,X,O,O,O
JZSLIOT,X,O,X,X,O,O,O,O,O,O
JZSLOTI,X,O,X,X,O,O,X,O,O,O
JZSLOIT,X,O,X,X,O,O,O,O,O,O
JZSOTIL,X,O,X,X,X,X,O,X,O,X
JZSOTLI,X,O,X,X,O,X,X,O,O,X
JZSOITL,X,O,X,X,X,X,O,X,O,X
JZSOILT,X,O,X,X,O,X,O,O,O,O
JZSOLTI,X,O,X,X,O,O,X,O,O,O
JZSOLIT,X,O,X,X,O,O,O,O,O,O
JZOTILS,X,O,X,X,X,X,X,X,O,X
JZOTISL,X,O,X,X,X,X,O,X,O,X
JZOTLIS,X,O,X,X,O,O,X,O,O,X
JZOTLSI,X,O,X,X,O,O,X,O,O,X
JZOTSIL,X,O,X,X,X,X,O,X,O,X
JZOTSLI,X,O,X,X,O,X,X,O,O,X
JZOITLS,X,O,X,X,X,X,X,X,O,X
JZOITSL,X,O,X,X,X,X,O,X,O,X
JZOILTS,X,O,X,X,O,O,X,O,O,O
JZOILST,X,O,X,X,O,O,O,O,O,O
JZOISTL,X,O,X,X,X,X,O,X,O,X
JZOISLT,X,O,X,X,O,X,O,O,O,O
JZOLTIS,X,O,X,X,O,O,X,O,O,O
JZOLTSI,X,O,X,X,O,O,X,O,O,O
JZOLITS,X,O,X,X,O,O,X,O,O,O
JZOLIST,X,O,X,X,O,O,O,O,O,O
JZOLSTI,X,O,X,X,O,O,X,O,O,O
JZOLSIT,X,O,X,X,O,O,O,O,O,O
JZOSTIL,X,O,X,X,X,X,O,X,O,X
JZOSTLI,X,O,X,X,O,X,X,O,O,X
JZOSITL,X,O,X,X,X,X,O,X,O,X
JZOSILT,X,O,X,X,O,X,O,O,O,O
JZOSLTI,X,O,X,X,O,O,X,O,O,O
JZOSLIT,X,O,X,X,O,O,O,O,O,O
JOTILSZ,X,X,X,X,X,X,X,X,O,X
JOTILZS,X,X,X,X,X,X,X,X,O,X
JOTISLZ,X,X,X,X,X,X,X,X,O,X
JOTISZL,X,O,X,X,X,X,X,X,O,X
JOTIZLS,X,O,X,X,X,X,X,X,O,X
JOTIZSL,X,O,X,X,X,X,X,X,O,X
JOTLISZ,X,X,X,X,X,X,X,O,O,X
JOTLIZS,X,X,X,X,X,X,X,O,O,X
JOTLSIZ,X,X,X,X,X,X,X,O,O,X
JOTLSZI,X,X,X,X,O,X,X,O,O,X
JOTLZIS,X,X,X,X,O,X,X,O,O,X
JOTLZSI,X,X,X,X,O,X,X,O,O,X
JOTSILZ,X,X,X,X,X,X,X,X,O,X
JOTSIZL,X,O,X,X,X,X,X,X,O,X
JOTSLIZ,X,X,X,X,X,X,X,O,O,X
JOTSLZI,X,X,X,X,O,X,X,O,O,X
JOTSZIL,X,O,X,X,X,X,X,X,O,X
JOTSZLI,X,O,X,X,O,X,X,O,O,X
JOTZILS,X,O,X,X,X,X,X,X,O,X
JOTZISL,X,O,X,X,X,X,X,X,O,X
JOTZLIS,X,O,X,X,O,X,X,O,O,X
JOTZLSI,X,O,X,X,O,X,X,O,O,X
JOTZSIL,X,O,X,X,X,X,X,X,O,X
JOTZSLI,X,O,X,X,O,X,X,O,O,X
JOITLSZ,X,X,X,O,X,X,X,X,O,X
JOITLZS,X,X,X,O,X,X,X,X,O,X
JOITSLZ,X,X,X,O,X,X,X,X,O,X
JOITSZL,X,O,X,O,X,X,X,X,O,X
JOITZLS,X,O,X,O,X,X,X,X,O,X
JOITZSL,X,O,X,O,X,X,X,X,O,X
JOILTSZ,X,X,X,O,X,X,X,O,O,O
JOILTZS,X,X,X,O,X,X,X,O,O,O
JOILSTZ,X,X,X,O,X,X,X,O,O,O
JOILSZT,O,O,O,O,O,X,X,O,O,O
JOILZTS,O,O,O,O,O,X,X,O,O,O
JOILZST,O,O,O,O,O,X,X,O,O,O
JOISTLZ,X,X,X,O,X,X,X,X,O,X
JOISTZL,X,O,X,O,X,X,X,X,O,X
JOISLTZ,X,X,X,O,X,X,X,O,O,O
JOISLZT,O,O,O,O,O,X,X,O,O,O
JOISZTL,X,O,O,O,X,X,O,X,O,X
JOISZLT,X,O,O,O,O,X,O,O,O,O
JOIZTLS,X,O,O,O,X,X,X,X,O,X
JOIZTSL,X,O,O,O,X,X,O,X,O,X
JOIZLTS,X,O,O,O,O,X,X,O,O,O
JOIZLST,X,O,O,O,O,X,O,O,O,O
JOIZSTL,X,O,O,O,X,X,O,X,O,X
JOIZSLT,X,O,O,O,O,X,O,O,O,O
JOLTISZ,X,X,X,X,X,X,X,O,O,O
JOLTIZS,X,X,X,X,X,X,X,O,O,O
JOLTSIZ,X,X,X,X,X,X,X,O,O,O
JOLTSZI,X,X,X,X,O,X,X,O,O,O
JOLTZIS,X,X,X,X,O,X,X,O,O,O
JOLTZSI,X,X,X,X,O,X,X,O,O,O
JOLITSZ,X,X,X,X,X,X,X,O,O,O
JOLITZS,X,X,X,X,X,X,X,O,O,O
JOLISTZ,X,X,X,X,X,X,X,O,O,O
JOLISZT,O,O,X,X,O,X,X,O,O,O
JOLIZTS,O,O,X,X,O,X,X,O,O,O
JOLIZST,O,O,X,X,O,X,X,O,O,O
JOLSTIZ,X,X,X,X,X,X,X,O,O,O
JOLSTZI,X,X,X,X,O,X,X,O,O,O
JOLSITZ,X,X,X,X,X,X,X,O,O,O
JOLSIZT,O,O,X,X,O,X,X,O,O,O
JOLSZTI,O,O,X,X,O,O,X,O,O,O
JOLSZIT,O,O,X,X,O,O,X,O,O,O
JOLZTIS,O,O,X,X,O,O,X,O,O,O
JOLZTSI,O,O,X,X,O,O,X,O,O,O
JOLZITS,O,O,X,X,O,O,X,O,O,O
JOLZIST,O,O,X,X,O,O,X,O,O,O
JOLZSTI,O,O,X,X,O,O,X,O,O,O
JOLZSIT,O,O,X,X,O,O,X,O,O,O
JOSTILZ,X,X,X,X,X,X,X,X,O,X
JOSTIZL,X,O,X,X,X,X,X,X,O,X
JOSTLIZ,X,X,X,X,X,X,X,O,O,X
JOSTLZI,X,X,X,X,O,X,X,O,O,X
JOSTZIL,X,O,X,X,X,X,X,X,O,X
JOSTZLI,X,O,X,X,O,X,X,O,O,X
JOSITLZ,X,X,X,O,X,X,X,X,O,X
JOSITZL,X,O,X,O,X,X,X,X,O,X
JOSILTZ,X,X,X,O,X,X,X,O,O,O
JOSILZT,O,O,O,O,O,X,X,O,O,O
JOSIZTL,X,O,O,O,X,X,O,X,O,X
JOSIZLT,X,O,O,O,O,X,O,O,O,O
JOSLTIZ,X,X,X,X,X,X,X,O,O,O
JOSLTZI,X,X,X,X,O,X,X,O,O,O
JOSLITZ,X,X,X,X,X,X,X,O,O,O
JOSLIZT,O,O,X,X,O,X,X,O,O,O
JOSLZTI,O,O,X,X,O,O,X,O,O,O
JOSLZIT,O,O,X,X,O,O,X,O,O,O
JOSZTIL,X,O,X,X,X,X,O,X,O,X
JOSZTLI,X,O,X,X,O,X,X,O,O,X
JOSZITL,X,O,X,X,X,X,O,X,O,X
JOSZILT,X,O,X,X,O,X,O,O,O,O
JOSZLTI,X,O,X,X,O,X,X,O,O,O
JOSZLIT,X,O,X,X,O,X,O,O,O,O
JOZTILS,X,O,X,X,X,X,X,X,O,X
JOZTISL,X,O,X,X,X,X,O,X,O,X
JOZTLIS,X,O,X,X,O,O,X,O,O,X
JOZTLSI,X,O,X,X,O,O,X,O,O,X
JOZTSIL,X,O,X,X,X,X,O,X,O,X
JOZTSLI,X,O,X,X,O,X,X,O,O,X
JOZITLS,X,O,X,X,X,X,X,X,O,X
JOZITSL,X,O,X,X,X,X,O,X,O,X
