sequence,v115@/gB8GeB8HeC8FeE8OexCJvhFXhBOkB6tBFnBzsB0rB,v115@/gB8GeB8HeC8FeE8Oe6IJvhF0iBXhBOkBVyBxrBzrB,v115@/gB8GeB8HeC8FeE8OeMIJvhFliBXhBOkBSyBxrBzrB,v115@/gB8GeB8HeC8FeE8OexCJvhFOkB6tBXnBFmBzsB0rB,v115@/gB8GeB8HeC8FeE8OexBJvhFOkB6tB0nBFmBzrBXtB,v115@/gB8GeB8HeC8FeE8OevIJvhFxhBOkB0nBFmBzrBSyB,v115@/gB8GeB8HeC8FeE8OexCJvhFXhBOkBFnBCtB0rBTtB,v115@/gB8GeB8HeC8FeE8OexCJvhFOkBXnBFmBCtBTtB0rB
JTZSILO,O,O,X,X,X,X,O,X
JTZSIOL,O,O,X,X,X,X,O,X
JTZSLIO,O,O,X,X,X,X,O,X
JTZSLOI,O,O,X,X,X,X,O,X
JTZSOIL,O,X,X,X,X,X,O,X
JTZSOLI,O,O,X,X,X,X,O,X
JTZOILS,O,O,X,X,O,O,X,X
JTZOISL,O,O,X,X,O,O,O,X
JTZOLIS,O,O,X,X,O,O,O,X
JTZOLSI,O,O,X,O,O,O,O,X
JTZOSIL,O,X,X,X,O,O,O,X
JTZOSLI,O,O,X,O,O,O,O,X
JTOILSZ,O,O,X,O,X,X,X,X
JTOILZS,O,O,X,X,O,O,X,X
JTOISLZ,O,O,X,O,X,X,X,X
JTOISZL,O,O,X,X,O,O,X,X
JTOIZLS,X,O,X,X,O,O,X,X
JTOIZSL,O,O,X,X,O,O,X,X
JTOLISZ,O,O,X,O,X,X,X,X
JTOLIZS,O,O,X,X,O,O,X,X
JTOLSIZ,O,O,X,O,X,X,X,O
JTOLSZI,O,O,X,O,O,X,X,O
JTOLZIS,O,O,X,X,O,O,X,X
JTOLZSI,O,O,X,O,O,O,X,X
JTOSILZ,O,O,X,O,X,X,X,X
JTOSIZL,O,O,X,X,O,O,X,X
JTOSLIZ,O,O,X,O,X,X,X,X
JTOSLZI,O,O,X,O,O,X,X,X
JTOSZIL,O,X,X,X,O,O,X,X
JTOSZLI,O,O,X,O,O,O,X,X
JTOZILS,O,O,X,X,O,O,X,X
JTOZISL,O,O,X,X,O,O,X,X
JTOZLIS,O,O,X,X,O,O,X,X
JTOZLSI,O,O,X,O,O,O,X,X
JTOZSIL,O,X,X,X,O,O,X,X
JTOZSLI,O,O,X,O,O,O,X,X
JITLSZO,X,O,O,X,X,X,X,X
JITLSOZ,X,O,X,X,X,X,X,O
JITLZSO,X,O,O,X,X,X,X,X
JITLZOS,X,O,O,X,X,X,X,X
JITLOSZ,X,O,X,O,X,X,X,X
JITLOZS,X,O,X,X,O,O,X,X
JITSLZO,X,O,O,X,X,X,X,X
JITSLOZ,X,O,X,X,X,X,X,X
JITSZLO,X,O,X,X,X,X,X,X
JITSZOL,X,O,X,X,X,X,X,X
JITSOLZ,X,O,X,X,X,X,X,X
JITSOZL,X,O,X,X,O,O,X,X
JITZLSO,X,O,X,X,X,X,X,X
JITZLOS,X,O,X,X,X,X,X,X
JITZSLO,X,O,X,X,X,X,X,X
JITZSOL,X,O,X,X,X,X,X,X
JITZOLS,X,O,X,X,O,O,X,X
JITZOSL,X,O,X,X,O,O,X,X
JITOLSZ,X,O,X,O,X,X,X,X
JITOLZS,X,O,X,X,O,O,X,X
JITOSLZ,X,O,X,O,X,X,X,X
JITOSZL,X,O,X,X,O,O,X,X
JITOZLS,X,O,X,X,O,O,X,X
JITOZSL,X,O,X,X,O,O,X,X
JILTSZO,O,O,O,X,X,X,X,X
JILTSOZ,O,O,X,X,X,X,X,O
JILTZSO,O,O,O,X,X,X,X,X
JILTZOS,O,O,O,X,X,X,X,X
JILTOSZ,O,O,X,O,X,X,X,X
JILTOZS,O,O,X,X,O,X,X,X
JILSTZO,O,O,O,X,X,X,X,X
JILSTOZ,O,O,X,X,X,X,X,O
JILSZTO,O,X,O,X,X,X,O,X
JILSZOT,O,X,O,X,X,X,X,X
JILSOTZ,O,X,X,O,X,X,X,X
JILSOZT,O,X,O,O,X,X,X,X
JILZTSO,O,X,O,X,X,X,O,X
JILZTOS,O,X,O,X,X,X,O,X
JILZSTO,O,X,O,X,X,X,O,X
JILZSOT,O,X,O,X,X,X,X,X
JILZOTS,O,X,O,X,X,X,X,X
JILZOST,O,X,O,O,X,X,X,X
JILOTSZ,O,X,X,O,X,X,X,X
JILOTZS,O,X,X,X,O,X,X,X
JILOSTZ,O,X,X,O,X,X,X,X
JILOSZT,O,X,O,O,X,X,X,X
JILOZTS,O,X,O,X,O,X,X,X
JILOZST,O,X,O,O,X,X,X,X
JISTLZO,X,O,O,X,X,X,X,X
JISTLOZ,X,O,X,X,X,X,X,X
JISTZLO,X,O,X,X,X,X,X,X
JISTZOL,X,O,X,X,X,X,X,X
JISTOLZ,X,O,X,X,X,X,X,X
JISTOZL,X,O,X,X,X,X,X,X
JISLTZO,O,O,O,X,X,X,X,X
JISLTOZ,O,O,X,X,X,X,X,X
JISLZTO,O,X,O,X,X,X,O,X
JISLZOT,O,X,O,X,X,X,X,X
JISLOTZ,O,X,X,X,X,X,X,X
JISLOZT,O,X,O,X,X,X,X,X
JISZTLO,O,O,X,X,X,X,O,X
JISZTOL,O,O,X,X,X,X,O,X
JISZLTO,O,X,O,X,X,X,O,X
JISZLOT,O,X,O,X,X,X,X,X
JISZOTL,O,X,X,X,X,X,X,X
JISZOLT,O,X,X,X,X,X,X,X
JISOTLZ,O,O,X,X,X,X,X,X
JISOTZL,O,O,X,X,X,X,X,X
JISOLTZ,O,X,X,X,X,X,X,X
JISOLZT,O,X,O,X,X,X,X,X
JISOZTL,O,X,X,X,X,X,X,X
JISOZLT,O,X,X,X,X,X,X,X
JIZTLSO,O,O,X,X,X,X,O,X
JIZTLOS,O,O,X,X,X,X,O,X
JIZTSLO,O,O,X,X,X,X,O,X
JIZTSOL,O,O,X,X,X,X,O,X
JIZTOLS,O,O,X,X,X,X,X,X
JIZTOSL,O,O,X,X,X,X,O,X
JIZLTSO,O,X,O,X,X,X,O,X
JIZLTOS,O,X,O,X,X,X,O,X
JIZLSTO,O,X,O,X,X,X,O,X
JIZLSOT,O,X,O,X,X,X,X,X
JIZLOTS,O,X,O,X,X,X,X,X
JIZLOST,O,X,O,X,X,X,X,X
JIZSTLO,O,O,X,X,X,X,O,X
JIZSTOL,O,O,X,X,X,X,O,X
JIZSLTO,O,X,O,X,X,X,O,X
JIZSLOT,O,X,O,X,X,X,X,X
JIZSOTL,O,X,X,X,X,X,X,X
JIZSOLT,O,X,X,X,X,X,X,X
JIZOTLS,O,X,X,X,X,X,X,X
JIZOTSL,O,X,X,X,X,X,X,X
JIZOLTS,O,X,X,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,X,X
JIZOSTL,O,X,X,X,X,X,X,X
JIZOSLT,O,X,X,X,X,X,X,X
JIOTLSZ,O,O,X,O,X,X,X,X
JIOTLZS,O,O,X,X,O,O,X,X
JIOTSLZ,O,O,X,O,X,X,X,X
JIOTSZL,O,O,X,X,O,O,X,X
JIOTZLS,X,O,X,X,O,O,X,X
JIOTZSL,O,O,X,X,O,O,X,X
JIOLTSZ,O,X,X,O,X,X,X,X
JIOLTZS,O,X,X,X,O,X,X,X
JIOLSTZ,O,X,X,O,X,X,X,X
JIOLSZT,O,X,O,O,X,X,X,X
JIOLZTS,O,X,O,X,O,X,X,X
JIOLZST,O,X,O,O,X,X,X,X
JIOSTLZ,O,O,X,O,X,X,X,X
JIOSTZL,O,O,X,X,X,X,X,X
JIOSLTZ,O,X,X,O,X,X,X,X
JIOSLZT,O,X,O,O,X,X,X,X
JIOSZTL,O,X,X,X,X,X,X,X
JIOSZLT,O,X,X,X,X,X,X,X
JIOZTLS,O,X,X,X,O,O,X,X
JIOZTSL,O,X,X,X,O,O,X,X
JIOZLTS,O,X,X,X,O,X,X,X
JIOZLST,O,X,X,X,X,X,X,X
JIOZSTL,O,X,X,X,X,O,X,X
JIOZSLT,O,X,X,X,X,X,X,X
JLTISZO,O,O,O,X,X,X,X,X
JLTISOZ,O,O,X,X,X,X,X,O
JLTIZSO,O,O,O,X,X,X,X,X
JLTIZOS,O,O,O,X,X,X,X,X
JLTIOSZ,O,O,X,O,X,X,X,X
JLTIOZS,O,O,X,X,O,O,X,X
JLTSIZO,O,O,O,X,X,X,X,X
JLTSIOZ,O,O,X,X,X,X,X,O
JLTSZIO,O,O,O,X,X,X,O,X
JLTSZOI,O,O,O,X,X,X,O,O
JLTSOIZ,O,O,X,O,X,X,X,O
JLTSOZI,O,O,X,O,O,X,X,O
JLTZISO,O,O,O,X,X,X,O,X
JLTZIOS,O,O,O,X,X,X,O,X
JLTZSIO,O,O,O,X,X,X,O,X
JLTZSOI,O,O,O,X,X,X,O,O
JLTZOIS,O,O,O,X,O,X,O,X
JLTZOSI,O,O,O,O,O,X,O,X
JLTOISZ,O,O,X,O,X,X,X,X
JLTOIZS,O,O,X,X,O,O,X,X
JLTOSIZ,O,O,X,O,X,X,X,O
JLTOSZI,O,O,X,O,O,X,X,O
JLTOZIS,O,O,X,X,O,O,X,X
JLTOZSI,O,O,X,O,O,O,X,X
JLITSZO,O,O,O,X,X,X,X,X
JLITSOZ,O,O,X,X,X,X,X,O
JLITZSO,O,O,O,X,X,X,X,X
JLITZOS,O,O,O,X,X,X,X,X
JLITOSZ,O,O,X,O,X,X,X,X
JLITOZS,O,O,X,X,O,X,X,X
JLISTZO,O,O,O,X,X,X,X,X
JLISTOZ,O,O,X,X,X,X,X,O
JLISZTO,O,X,O,X,X,X,O,X
JLISZOT,O,X,O,X,X,X,X,X
JLISOTZ,O,X,X,O,X,X,X,X
JLISOZT,O,X,O,O,X,X,X,X
JLIZTSO,O,X,O,X,X,X,O,X
JLIZTOS,O,X,O,X,X,X,O,X
JLIZSTO,O,X,O,X,X,X,O,X
JLIZSOT,O,X,O,X,X,X,X,X
JLIZOTS,O,X,O,X,X,X,X,X
JLIZOST,O,X,O,O,X,X,X,X
JLIOTSZ,O,X,X,O,X,X,X,X
JLIOTZS,O,X,X,X,O,X,X,X
JLIOSTZ,O,X,X,O,X,X,X,X
JLIOSZT,O,X,O,O,X,X,X,X
JLIOZTS,O,X,O,X,O,X,X,X
JLIOZST,O,X,O,O,X,X,X,X
JLSTIZO,O,O,O,X,X,X,X,X
JLSTIOZ,O,O,X,X,X,X,X,O
JLSTZIO,O,O,O,X,X,X,O,X
JLSTZOI,O,O,O,X,X,X,O,O
JLSTOIZ,O,O,X,O,X,X,X,O
JLSTOZI,O,O,X,O,O,X,X,O
JLSITZO,O,O,O,X,X,X,X,X
JLSITOZ,O,O,X,X,X,X,X,O
JLSIZTO,O,X,O,X,X,X,O,X
JLSIZOT,O,X,O,X,X,X,X,X
JLSIOTZ,O,X,X,O,X,X,X,X
JLSIOZT,O,X,O,O,X,X,X,X
JLSZTIO,O,X,O,X,X,X,O,X
JLSZTOI,O,X,O,X,X,X,O,O
JLSZITO,O,X,O,X,X,X,O,X
JLSZIOT,O,X,O,X,X,X,X,X
JLSZOTI,O,X,O,X,X,X,O,X
JLSZOIT,O,X,O,X,X,X,X,X
JLSOTIZ,O,X,X,O,X,X,X,O
JLSOTZI,O,X,X,O,O,X,X,O
JLSOITZ,O,X,X,O,X,X,X,X
JLSOIZT,O,X,O,O,X,X,X,X
JLSOZTI,O,X,O,O,O,X,O,X
JLSOZIT,O,X,O,O,X,X,X,X
JLZTISO,O,X,O,X,X,X,O,X
JLZTIOS,O,X,O,X,X,X,O,X
JLZTSIO,O,X,O,X,X,X,O,X
JLZTSOI,O,X,O,X,X,X,O,O
JLZTOIS,O,X,O,X,O,X,O,X
JLZTOSI,O,X,O,O,O,X,O,X
JLZITSO,O,X,O,X,X,X,O,X
JLZITOS,O,X,O,X,X,X,O,X
JLZISTO,O,X,O,X,X,X,O,X
JLZISOT,O,X,O,X,X,X,X,X
JLZIOTS,O,X,O,X,X,X,X,X
JLZIOST,O,X,O,O,X,X,X,X
JLZSTIO,O,X,O,X,X,X,O,X
JLZSTOI,O,X,O,X,X,X,O,O
JLZSITO,O,X,O,X,X,X,O,X
JLZSIOT,O,X,O,X,X,X,X,X
JLZSOTI,O,X,O,X,X,X,O,X
JLZSOIT,O,X,O,X,X,X,X,X
JLZOTIS,O,X,O,X,O,X,O,X
JLZOTSI,O,X,O,O,O,X,O,X
JLZOITS,O,X,O,X,O,X,X,X
JLZOIST,O,X,O,O,X,X,X,X
JLZOSTI,O,X,O,O,O,X,O,X
JLZOSIT,O,X,O,O,X,X,X,X
JLOTISZ,O,X,X,O,X,X,X,X
JLOTIZS,O,X,X,X,O,O,X,X
JLOTSIZ,O,X,X,O,X,X,X,O
JLOTSZI,O,X,X,O,O,X,X,O
JLOTZIS,O,X,X,X,O,O,X,X
JLOTZSI,O,X,X,O,O,O,X,X
JLOITSZ,O,X,X,O,X,X,X,X
JLOITZS,O,X,X,X,O,X,X,X
JLOISTZ,O,X,X,O,X,X,X,X
JLOISZT,O,X,O,O,X,X,X,X
JLOIZTS,O,X,O,X,O,X,X,X
JLOIZST,O,X,O,O,X,X,X,X
JLOSTIZ,O,X,X,O,X,X,X,O
JLOSTZI,O,X,X,O,O,X,X,O
JLOSITZ,O,X,X,O,X,X,X,X
JLOSIZT,O,X,O,O,X,X,X,X
JLOSZTI,O,X,O,O,O,X,O,X
JLOSZIT,O,X,O,O,X,X,X,X
JLOZTIS,O,X,O,X,O,O,O,X
JLOZTSI,O,X,O,O,O,O,O,X
JLOZITS,O,X,O,X,O,X,X,X
JLOZIST,O,X,O,O,X,X,X,X
JLOZSTI,O,X,O,O,O,O,O,X
JLOZSIT,O,X,O,O,X,X,X,X
JSTILZO,X,O,O,X,X,X,X,X
JSTILOZ,X,O,X,X,X,X,X,X
JSTIZLO,X,O,X,X,X,X,X,X
JSTIZOL,X,O,X,X,X,X,X,X
JSTIOLZ,X,O,X,X,X,X,X,X
JSTIOZL,X,O,X,X,O,O,X,X
JSTLIZO,O,O,O,X,X,X,X,X
JSTLIOZ,O,O,X,X,X,X,X,O
JSTLZIO,O,O,O,X,X,X,O,X
JSTLZOI,O,O,O,X,X,X,O,O
JSTLOIZ,O,O,X,O,X,X,X,O
JSTLOZI,O,O,X,O,O,X,X,O
JSTZILO,O,O,X,X,X,X,O,X
JSTZIOL,O,O,X,X,X,X,O,X
JSTZLIO,O,O,X,X,X,X,O,X
JSTZLOI,O,O,X,X,X,X,O,X
JSTZOIL,O,X,X,X,X,X,O,X
JSTZOLI,O,O,X,X,X,X,O,X
JSTOILZ,O,O,X,O,X,X,X,X
JSTOIZL,O,O,X,X,O,O,X,X
JSTOLIZ,O,O,X,O,X,X,X,X
JSTOLZI,O,O,X,O,O,X,X,X
JSTOZIL,O,X,X,X,O,O,X,X
JSTOZLI,O,O,X,O,O,O,X,X
JSITLZO,X,O,O,X,X,X,X,X
JSITLOZ,X,O,X,X,X,X,X,X
JSITZLO,X,O,X,X,X,X,X,X
JSITZOL,X,O,X,X,X,X,X,X
JSITOLZ,X,O,X,X,X,X,X,X
JSITOZL,X,O,X,X,X,X,X,X
JSILTZO,O,O,O,X,X,X,X,X
JSILTOZ,O,O,X,X,X,X,X,X
JSILZTO,O,X,O,X,X,X,O,X
JSILZOT,O,X,O,X,X,X,X,X
JSILOTZ,O,X,X,X,X,X,X,X
JSILOZT,O,X,O,X,X,X,X,X
JSIZTLO,O,O,X,X,X,X,O,X
JSIZTOL,O,O,X,X,X,X,O,X
JSIZLTO,O,X,O,X,X,X,O,X
JSIZLOT,O,X,O,X,X,X,X,X
JSIZOTL,O,X,X,X,X,X,X,X
JSIZOLT,O,X,X,X,X,X,X,X
JSIOTLZ,O,O,X,X,X,X,X,X
JSIOTZL,O,O,X,X,X,X,X,X
JSIOLTZ,O,X,X,X,X,X,X,X
JSIOLZT,O,X,O,X,X,X,X,X
JSIOZTL,O,X,X,X,X,X,X,X
JSIOZLT,O,X,X,X,X,X,X,X
JSLTIZO,O,O,O,X,X,X,X,X
JSLTIOZ,O,O,X,X,X,X,X,O
JSLTZIO,O,O,O,X,X,X,O,X
JSLTZOI,O,O,O,X,X,X,O,O
JSLTOIZ,O,O,X,O,X,X,X,O
JSLTOZI,O,O,X,O,O,X,X,O
JSLITZO,O,O,O,X,X,X,X,X
JSLITOZ,O,O,X,X,X,X,X,O
JSLIZTO,O,X,O,X,X,X,O,X
JSLIZOT,O,X,O,X,X,X,X,X
JSLIOTZ,O,X,X,O,X,X,X,X
JSLIOZT,O,X,O,O,X,X,X,X
JSLZTIO,O,X,O,X,X,X,O,X
JSLZTOI,O,X,O,X,X,X,O,O
JSLZITO,O,X,O,X,X,X,O,X
JSLZIOT,O,X,O,X,X,X,X,X
JSLZOTI,O,X,O,X,X,X,O,X
JSLZOIT,O,X,O,X,X,X,X,X
JSLOTIZ,O,X,X,O,X,X,X,O
JSLOTZI,O,X,X,O,O,X,X,O
JSLOITZ,O,X,X,O,X,X,X,X
JSLOIZT,O,X,O,O,X,X,X,X
JSLOZTI,O,X,O,O,O,X,O,X
JSLOZIT,O,X,O,O,X,X,X,X
JSZTILO,O,O,X,X,X,X,O,X
JSZTIOL,O,O,X,X,X,X,O,X
JSZTLIO,O,O,X,X,X,X,O,X
JSZTLOI,O,O,X,X,X,X,O,X
JSZTOIL,O,X,X,X,X,X,O,X
JSZTOLI,O,O,X,X,X,X,O,X
JSZITLO,O,O,X,X,X,X,O,X
JSZITOL,O,O,X,X,X,X,O,X
JSZILTO,O,X,O,X,X,X,O,X
JSZILOT,O,X,O,X,X,X,X,X
JSZIOTL,O,X,X,X,X,X,X,X
JSZIOLT,O,X,X,X,X,X,X,X
JSZLTIO,O,X,O,X,X,X,O,X
JSZLTOI,O,X,O,X,X,X,O,X
JSZLITO,O,X,O,X,X,X,O,X
JSZLIOT,O,X,O,X,X,X,X,X
JSZLOTI,O,X,O,X,X,X,O,X
JSZLOIT,O,X,O,X,X,X,X,X
JSZOTIL,O,X,X,X,X,X,O,X
JSZOTLI,O,X,X,X,X,X,O,X
JSZOITL,O,X,X,X,X,X,X,X
JSZOILT,O,X,X,X,X,X,X,X
JSZOLTI,O,X,X,X,X,X,O,X
JSZOLIT,O,X,X,X,X,X,X,X
JSOTILZ,O,O,X,O,X,X,X,X
JSOTIZL,O,O,X,X,O,O,X,X
JSOTLIZ,O,O,X,O,X,X,X,X
JSOTLZI,O,O,X,O,O,X,X,X
JSOTZIL,O,X,X,X,O,O,X,X
JSOTZLI,O,O,X,O,O,O,X,X
JSOITLZ,O,O,X,O,X,X,X,X
JSOITZL,O,O,X,X,X,X,X,X
JSOILTZ,O,X,X,O,X,X,X,X
JSOILZT,O,X,O,O,X,X,X,X
JSOIZTL,O,X,X,X,X,X,X,X
JSOIZLT,O,X,X,X,X,X,X,X
JSOLTIZ,O,X,X,O,X,X,X,X
JSOLTZI,O,X,X,O,O,X,X,X
JSOLITZ,O,X,X,O,X,X,X,X
JSOLIZT,O,X,O,O,X,X,X,X
JSOLZTI,O,X,O,O,O,X,O,X
JSOLZIT,O,X,O,O,X,X,X,X
JSOZTIL,O,X,X,X,O,O,O,X
JSOZTLI,O,X,X,O,O,O,O,X
JSOZITL,O,X,X,X,X,O,X,X
JSOZILT,O,X,X,X,X,X,X,X
JSOZLTI,O,X,X,O,O,O,O,X
JSOZLIT,O,X,X,O,X,X,X,X
JZTILSO,O,O,X,X,X,X,O,X
JZTILOS,O,O,X,X,X,X,O,X
JZTISLO,O,O,X,X,X,X,O,X
JZTISOL,O,O,X,X,X,X,O,X
JZTIOLS,O,O,X,X,O,O,X,X
JZTIOSL,O,O,X,X,O,O,O,X
JZTLISO,O,O,X,X,X,X,O,X
JZTLIOS,O,O,X,X,X,X,O,X
JZTLSIO,O,O,X,X,X,X,O,X
JZTLSOI,O,O,X,X,X,X,O,O
JZTLOIS,O,O,X,X,O,X,O,X
JZTLOSI,O,O,X,O,O,X,O,X
JZTSILO,O,O,X,X,X,X,O,X
JZTSIOL,O,O,X,X,X,X,O,X
JZTSLIO,O,O,X,X,X,X,O,X
JZTSLOI,O,O,X,X,X,X,O,X
JZTSOIL,O,X,X,X,X,X,O,X
JZTSOLI,O,O,X,X,X,X,O,X
JZTOILS,O,O,X,X,O,O,X,X
JZTOISL,O,O,X,X,O,O,O,X
JZTOLIS,O,O,X,X,O,O,O,X
JZTOLSI,O,O,X,O,O,O,O,X
JZTOSIL,O,X,X,X,O,O,O,X
JZTOSLI,O,O,X,O,O,O,O,X
JZITLSO,O,O,X,X,X,X,O,X
JZITLOS,O,O,X,X,X,X,O,X
JZITSLO,O,O,X,X,X,X,O,X
JZITSOL,O,O,X,X,X,X,O,X
JZITOLS,O,O,X,X,X,X,X,X
JZITOSL,O,O,X,X,X,X,O,X
JZILTSO,O,X,O,X,X,X,O,X
JZILTOS,O,X,O,X,X,X,O,X
JZILSTO,O,X,O,X,X,X,O,X
JZILSOT,O,X,O,X,X,X,X,X
JZILOTS,O,X,O,X,X,X,X,X
JZILOST,O,X,O,X,X,X,X,X
JZISTLO,O,O,X,X,X,X,O,X
JZISTOL,O,O,X,X,X,X,O,X
JZISLTO,O,X,O,X,X,X,O,X
JZISLOT,O,X,O,X,X,X,X,X
JZISOTL,O,X,X,X,X,X,X,X
JZISOLT,O,X,X,X,X,X,X,X
JZIOTLS,O,X,X,X,X,X,X,X
JZIOTSL,O,X,X,X,X,X,X,X
JZIOLTS,O,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X
JZIOSTL,O,X,X,X,X,X,X,X
JZIOSLT,O,X,X,X,X,X,X,X
JZLTISO,O,X,O,X,X,X,O,X
JZLTIOS,O,X,O,X,X,X,O,X
JZLTSIO,O,X,O,X,X,X,O,X
JZLTSOI,O,X,O,X,X,X,O,O
JZLTOIS,O,X,O,X,O,X,O,X
JZLTOSI,O,X,O,O,O,X,O,X
JZLITSO,O,X,O,X,X,X,O,X
JZLITOS,O,X,O,X,X,X,O,X
JZLISTO,O,X,O,X,X,X,O,X
JZLISOT,O,X,O,X,X,X,X,X
JZLIOTS,O,X,O,X,X,X,X,X
JZLIOST,O,X,O,O,X,X,X,X
JZLSTIO,O,X,O,X,X,X,O,X
JZLSTOI,O,X,O,X,X,X,O,O
JZLSITO,O,X,O,X,X,X,O,X
JZLSIOT,O,X,O,X,X,X,X,X
JZLSOTI,O,X,O,X,X,X,O,X
JZLSOIT,O,X,O,X,X,X,X,X
JZLOTIS,O,X,O,X,O,X,O,X
JZLOTSI,O,X,O,O,O,X,O,X
JZLOITS,O,X,O,X,O,X,X,X
JZLOIST,O,X,O,O,X,X,X,X
JZLOSTI,O,X,O,O,O,X,O,X
JZLOSIT,O,X,O,O,X,X,X,X
JZSTILO,O,O,X,X,X,X,O,X
JZSTIOL,O,O,X,X,X,X,O,X
JZSTLIO,O,O,X,X,X,X,O,X
JZSTLOI,O,O,X,X,X,X,O,X
JZSTOIL,O,X,X,X,X,X,O,X
JZSTOLI,O,O,X,X,X,X,O,X
JZSITLO,O,O,X,X,X,X,O,X
JZSITOL,O,O,X,X,X,X,O,X
JZSILTO,O,X,O,X,X,X,O,X
JZSILOT,O,X,O,X,X,X,X,X
JZSIOTL,O,X,X,X,X,X,X,X
JZSIOLT,O,X,X,X,X,X,X,X
JZSLTIO,O,X,O,X,X,X,O,X
JZSLTOI,O,X,O,X,X,X,O,X
JZSLITO,O,X,O,X,X,X,O,X
JZSLIOT,O,X,O,X,X,X,X,X
JZSLOTI,O,X,O,X,X,X,O,X
JZSLOIT,O,X,O,X,X,X,X,X
JZSOTIL,O,X,X,X,X,X,O,X
JZSOTLI,O,X,X,X,X,X,O,X
JZSOITL,O,X,X,X,X,X,X,X
JZSOILT,O,X,X,X,X,X,X,X
JZSOLTI,O,X,X,X,X,X,O,X
JZSOLIT,O,X,X,X,X,X,X,X
JZOTILS,O,X,X,X,O,O,X,X
JZOTISL,O,X,X,X,O,O,O,X
JZOTLIS,O,X,X,X,O,O,O,X
JZOTLSI,O,X,X,O,O,O,O,X
JZOTSIL,O,X,X,X,O,O,O,X
JZOTSLI,O,X,X,O,O,O,O,X
JZOITLS,O,X,X,X,O,O,X,X
JZOITSL,O,X,X,X,O,O,X,X
JZOILTS,O,X,X,X,O,X,X,X
JZOILST,O,X,X,X,X,X,X,X
JZOISTL,O,X,X,X,X,O,X,X
JZOISLT,O,X,X,X,X,X,X,X
JZOLTIS,O,X,X,X,O,O,O,X
JZOLTSI,O,X,X,O,O,O,O,X
JZOLITS,O,X,X,X,O,X,X,X
JZOLIST,O,X,X,O,X,X,X,X
JZOLSTI,O,X,X,O,O,O,O,X
JZOLSIT,O,X,X,O,X,X,X,X
JZOSTIL,O,X,X,X,O,O,O,X
JZOSTLI,O,X,X,O,O,O,O,X
JZOSITL,O,X,X,X,X,O,X,X
JZOSILT,O,X,X,X,X,X,X,X
JZOSLTI,O,X,X,O,O,O,O,X
JZOSLIT,O,X,X,O,X,X,X,X
JOTILSZ,O,O,X,O,X,X,X,X
JOTILZS,O,O,X,X,O,O,X,X
JOTISLZ,O,O,X,O,X,X,X,X
JOTISZL,O,O,X,X,O,O,X,X
JOTIZLS,X,O,X,X,O,O,X,X
JOTIZSL,O,O,X,X,O,O,X,X
JOTLISZ,O,O,X,O,X,X,X,X
JOTLIZS,O,O,X,X,O,O,X,X
JOTLSIZ,O,O,X,O,X,X,X,O
JOTLSZI,O,O,X,O,O,X,X,O
JOTLZIS,O,O,X,X,O,O,X,X
JOTLZSI,O,O,X,O,O,O,X,X
JOTSILZ,O,O,X,O,X,X,X,X
JOTSIZL,O,O,X,X,O,O,X,X
JOTSLIZ,O,O,X,O,X,X,X,X
JOTSLZI,O,O,X,O,O,X,X,X
JOTSZIL,O,X,X,X,O,O,X,X
JOTSZLI,O,O,X,O,O,O,X,X
JOTZILS,O,O,X,X,O,O,X,X
JOTZISL,O,O,X,X,O,O,X,X
JOTZLIS,O,O,X,X,O,O,X,X
JOTZLSI,O,O,X,O,O,O,X,X
JOTZSIL,O,X,X,X,O,O,X,X
JOTZSLI,O,O,X,O,O,O,X,X
JOITLSZ,O,O,X,O,X,X,X,X
JOITLZS,O,O,X,X,O,O,X,X
JOITSLZ,O,O,X,O,X,X,X,X
JOITSZL,O,O,X,X,O,O,X,X
JOITZLS,X,O,X,X,O,O,X,X
JOITZSL,O,O,X,X,O,O,X,X
JOILTSZ,O,X,X,O,X,X,X,X
JOILTZS,O,X,X,X,O,X,X,X
JOILSTZ,O,X,X,O,X,X,X,X
JOILSZT,O,X,O,O,X,X,X,X
JOILZTS,O,X,O,X,O,X,X,X
JOILZST,O,X,O,O,X,X,X,X
JOISTLZ,O,O,X,O,X,X,X,X
JOISTZL,O,O,X,X,X,X,X,X
JOISLTZ,O,X,X,O,X,X,X,X
JOISLZT,O,X,O,O,X,X,X,X
JOISZTL,O,X,X,X,X,X,X,X
JOISZLT,O,X,X,X,X,X,X,X
JOIZTLS,O,X,X,X,O,O,X,X
JOIZTSL,O,X,X,X,O,O,X,X
JOIZLTS,O,X,X,X,O,X,X,X
JOIZLST,O,X,X,X,X,X,X,X
JOIZSTL,O,X,X,X,X,O,X,X
JOIZSLT,O,X,X,X,X,X,X,X
JOLTISZ,O,X,X,O,X,X,X,X
JOLTIZS,O,X,X,X,O,O,X,X
JOLTSIZ,O,X,X,O,X,X,X,O
JOLTSZI,O,X,X,O,O,X,X,O
JOLTZIS,O,X,X,X,O,O,X,X
JOLTZSI,O,X,X,O,O,O,X,X
JOLITSZ,O,X,X,O,X,X,X,X
JOLITZS,O,X,X,X,O,X,X,X
JOLISTZ,O,X,X,O,X,X,X,X
JOLISZT,O,X,O,O,X,X,X,X
