sequence,v115@FhF8BeG8CeH8AeE8JeT6IvhE2gBRcBCeB3hBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhEibBWiBxdBUhBFrB,v115@FhF8BeG8CeH8AeE8Je2/IvhERbBzcBCeBUhBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhExbB8hBCeBmgBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhEFcBxdBOrB/qBCsB,v115@FhF8BeG8CeH8AeE8JeT6IvhERcBCeBOrB/qBlrB,v115@FhF8BeG8CeH8AeE8JeT6IvhExbBCeBOrB8rBlqB,v115@FhF8BeG8CeH8AeE8JeT6IvhEFcBCeBOrB/qB8rB,v115@FhF8BeG8CeH8AeE8JeT6IvhExbB8hBCeBVrBmqB,v115@FhF8BeG8CeH8AeE8JeT6IvhExbBCeBXmB8mBmqB,v115@FhF8BeG8CeH8AeE8JeT6IvhE2gBxdBXmBCnBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhE2gBCeBXmB8mBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhE8hBCeBZmB/qBGrB,v115@FhF8BeG8CeH8AeE8JeT6IvhExdBmgBCiBllBcrB
LIZTJSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZTSJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZTOJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZJTSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZJSTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LIZJOTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O
LIZJOST,X,O,O,O,X,X,X,X,X,X,X,X,O,O
LIZSTJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZSJTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LIZSOTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZSOJT,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LIZOTJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZOJTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O
LIZOJST,X,O,O,O,X,X,X,X,X,X,X,X,O,O
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZOSJT,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LIOTJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LIOTSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZJS,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LIOTZSJ,X,O,X,O,X,X,X,X,O,X,X,X,O,X
LIOJTSZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOJTZS,X,O,O,X,X,X,O,X,X,X,X,X,X,O
LIOJSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOJSZT,O,O,O,X,O,O,X,O,X,X,X,X,X,O
LIOJZTS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LIOJZST,O,O,O,O,O,X,O,O,X,X,X,X,O,O
LIOSTJZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOSTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOSJZT,O,O,X,X,X,X,X,X,X,X,O,O,X,O
LIOSZTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LIOSZJT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
LIOZTJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOZJTS,X,O,X,O,X,X,X,X,X,X,X,X,X,O
LIOZJST,X,O,X,O,X,X,X,X,X,X,X,X,O,O
LIOZSTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOZSJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X
LJTISZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LJTISOZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJTIZSO,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LJTIZOS,O,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTIOSZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJTIOZS,O,O,O,O,X,X,O,X,X,X,X,X,X,O
LJTSIZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LJTSIOZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJTSZIO,O,X,O,O,O,O,O,O,X,X,X,X,X,X
LJTSZOI,O,X,O,O,O,O,O,O,X,X,X,X,X,X
LJTSOIZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJTSOZI,O,X,X,O,O,O,O,O,X,X,X,X,X,X
LJTZISO,X,O,O,O,X,X,O,X,O,X,X,X,X,X
LJTZIOS,O,O,O,O,X,X,O,X,O,X,X,X,X,X
LJTZSIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJTZSOI,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJTZOIS,O,O,O,O,X,X,O,X,O,X,X,X,X,X
LJTZOSI,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJTOISZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJTOIZS,O,O,O,O,X,X,O,X,X,X,X,X,X,O
LJTOSIZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJTOSZI,O,X,X,O,O,O,O,O,X,X,X,X,X,X
LJTOZIS,O,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTOZSI,O,O,O,O,X,O,O,O,O,X,X,X,X,O
LJITSZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJITSOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJITZSO,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJITZOS,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJITOSZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LJITOZS,X,O,O,X,X,X,O,X,X,X,X,X,X,O
LJISTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJISTOZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LJISZTO,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJISZOT,O,X,O,X,O,O,X,O,X,X,X,X,X,X
LJISOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJISOZT,O,O,O,X,O,O,X,O,X,X,X,X,X,O
LJIZTSO,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJIZTOS,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LJIZSTO,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJIZSOT,X,X,O,O,O,X,O,O,X,X,X,X,O,X
LJIZOTS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LJIZOST,O,O,O,O,O,X,O,O,X,X,X,X,O,O
LJIOTSZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LJIOTZS,X,O,O,X,X,X,O,X,X,X,X,X,X,O
LJIOSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJIOSZT,O,O,O,X,O,O,X,O,X,X,X,X,X,O
LJIOZTS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LJIOZST,O,O,O,O,O,X,O,O,X,X,X,X,O,O
LJSTIZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LJSTZIO,O,X,O,X,O,O,O,O,X,X,X,X,X,X
LJSTZOI,O,X,O,X,O,O,O,O,X,X,X,O,X,X
LJSTOIZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LJSTOZI,O,X,X,X,O,O,O,O,X,X,X,O,X,X
LJSITZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJSITOZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LJSIZTO,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJSIZOT,O,X,O,X,O,O,X,O,X,X,X,O,X,X
LJSIOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJSIOZT,O,O,O,X,O,O,X,O,X,X,X,O,X,O
LJSZTIO,X,X,X,X,O,O,O,O,X,O,X,X,X,X
LJSZTOI,X,X,X,X,O,O,O,O,X,O,X,O,X,X
LJSZITO,X,X,X,X,O,X,X,O,X,O,X,X,X,X
LJSZIOT,O,X,O,O,O,O,O,O,X,O,X,O,X,X
LJSZOTI,O,X,O,O,O,O,O,O,X,O,X,O,X,X
LJSZOIT,O,X,O,O,O,O,O,O,X,O,X,O,X,X
LJSOTIZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJSOTZI,O,X,X,X,O,O,O,O,X,X,X,O,X,X
LJSOITZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJSOIZT,O,O,O,X,O,O,X,O,X,X,X,O,X,O
LJSOZTI,O,X,X,O,O,O,O,O,X,O,X,O,X,O
LJSOZIT,O,X,X,O,O,O,O,O,X,O,X,O,X,O
LJZTISO,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZTIOS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJZTSIO,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LJZTSOI,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LJZTOIS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJZTOSI,X,X,O,O,X,O,O,O,X,X,X,X,X,X
LJZITSO,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZITOS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJZISTO,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJZISOT,X,O,O,O,O,X,O,O,X,X,X,X,O,X
LJZIOTS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LJZIOST,O,O,O,O,O,X,O,O,X,X,X,X,O,O
LJZSTIO,X,X,X,X,O,O,O,O,X,X,X,X,X,X
LJZSTOI,X,X,X,X,O,O,O,O,X,X,X,X,X,X
LJZSITO,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJZSIOT,O,O,O,O,O,O,O,O,X,X,X,X,X,X
LJZSOTI,O,X,O,O,O,O,O,O,X,X,X,X,X,X
LJZSOIT,O,O,O,O,O,O,O,O,X,X,X,X,X,X
LJZOTIS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LJZOTSI,X,X,O,O,X,O,O,O,X,X,X,X,X,O
LJZOITS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LJZOIST,O,O,O,O,O,X,O,O,X,X,X,X,O,O
LJZOSTI,O,X,O,O,O,O,O,O,X,X,X,X,X,O
LJZOSIT,O,O,O,O,O,O,O,O,X,X,X,X,X,O
LJOTISZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJOTIZS,O,O,O,O,X,X,O,X,X,X,X,X,X,O
LJOTSIZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJOTSZI,O,X,X,O,O,O,O,O,X,X,X,X,X,X
LJOTZIS,O,O,O,O,X,X,O,X,O,X,X,X,X,O
LJOTZSI,O,O,O,O,X,O,O,O,O,X,X,X,X,O
LJOITSZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LJOITZS,X,O,O,X,X,X,O,X,X,X,X,X,X,O
LJOISTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJOISZT,O,O,O,X,O,O,X,O,X,X,X,X,X,O
LJOIZTS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LJOIZST,O,O,O,O,O,X,O,O,X,X,X,X,O,O
LJOSTIZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJOSTZI,O,X,X,X,O,O,O,O,X,X,X,O,X,X
LJOSITZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJOSIZT,O,O,O,X,O,O,X,O,X,X,X,O,X,O
LJOSZTI,O,X,X,O,O,O,O,O,X,O,X,O,X,O
LJOSZIT,O,X,X,O,O,O,O,O,X,O,X,O,X,O
LJOZTIS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LJOZTSI,X,X,O,O,X,O,O,O,X,X,X,X,X,O
LJOZITS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LJOZIST,O,O,O,O,O,X,O,O,X,X,X,X,O,O
LJOZSTI,O,X,O,O,O,O,O,O,X,X,X,X,X,O
LJOZSIT,O,O,O,O,O,O,O,O,X,X,X,X,X,O
LSTIJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LSTIZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LSTIOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIZO,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LSTJZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTJZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X
LSTJOIZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LSTJOZI,O,X,X,O,X,X,X,X,X,X,O,O,X,X
LSTZIJO,O,O,O,O,X,X,X,X,O,O,X,X,X,X
LSTZIOJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X
LSTZJIO,O,O,O,O,X,X,X,X,O,O,X,X,X,X
LSTZJOI,O,O,O,O,X,X,X,X,O,O,X,O,X,X
LSTZOIJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X
LSTZOJI,O,O,O,O,X,X,X,X,O,O,X,O,X,X
LSTOIJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LSTOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LSTOJZI,O,X,X,O,X,X,X,X,X,X,O,O,X,X
LSTOZIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X
LSTOZJI,O,O,X,O,X,X,X,X,O,O,X,O,X,X
LSITJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSITZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITOJZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSITOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSIJZTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X
LSIJOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSIJOZT,O,O,X,X,X,X,X,X,X,X,O,O,X,O
LSIZTJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIZTOJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LSIZJTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIZJOT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
LSIZOTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LSIZOJT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
LSIOTJZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSIOJZT,O,O,X,X,X,X,X,X,X,X,O,O,X,O
LSIOZTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LSIOZJT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
LSJTIZO,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJTIOZ,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSJTZIO,O,X,O,X,X,O,O,O,X,X,X,X,X,X
LSJTZOI,O,X,O,X,X,O,O,O,X,X,X,O,X,X
LSJTOIZ,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSJTOZI,O,X,X,X,X,O,O,O,X,X,O,O,X,X
LSJITZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJITOZ,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSJIZTO,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJIZOT,O,X,O,X,X,O,X,O,X,X,O,O,X,X
LSJIOTZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJIOZT,O,O,O,X,X,O,X,O,X,X,O,O,X,O
LSJZTIO,X,X,X,X,X,O,O,O,X,O,X,X,X,X
LSJZTOI,X,X,X,X,X,O,O,O,X,O,X,O,X,X
LSJZITO,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LSJZIOT,O,X,O,O,X,O,O,O,X,O,O,O,X,X
LSJZOTI,O,X,O,O,X,O,O,O,X,O,O,O,X,X
LSJZOIT,O,X,O,O,X,O,O,O,X,O,O,O,X,X
LSJOTIZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJOTZI,O,X,X,X,X,O,O,O,X,X,O,O,X,X
LSJOITZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJOIZT,O,O,O,X,X,O,X,O,X,X,O,O,X,O
LSJOZTI,O,X,X,O,X,O,O,O,X,O,O,O,X,O
LSJOZIT,O,X,X,O,X,O,O,O,X,O,O,O,X,O
LSZTIJO,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSZTIOJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSZTJIO,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSZTJOI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LSZTOIJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSZTOJI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LSZITJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSZITOJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LSZIJTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSZIJOT,O,O,O,O,X,X,X,X,X,O,O,O,O,X
LSZIOTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LSZIOJT,O,O,O,O,X,X,X,X,X,O,O,O,O,X
LSZJTIO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSZJTOI,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LSZJITO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSZJIOT,O,O,O,O,X,X,X,X,X,O,O,O,X,X
LSZJOTI,O,X,O,O,X,X,X,X,X,O,O,O,X,X
LSZJOIT,O,O,O,O,X,X,X,X,X,O,O,O,X,X
LSZOTIJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSZOTJI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LSZOITJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LSZOIJT,O,O,O,O,X,X,X,X,X,O,O,O,O,X
LSZOJTI,O,X,O,O,X,X,X,X,X,O,O,O,X,X
LSZOJIT,O,O,O,O,X,X,X,X,X,O,O,O,X,X
LSOTIJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LSOTIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LSOTJZI,O,X,X,O,X,X,X,X,X,X,O,O,X,X
LSOTZIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X
LSOTZJI,O,O,X,O,X,X,X,X,O,O,X,O,X,X
LSOITJZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSOITZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSOIJZT,O,O,X,X,X,X,X,X,X,X,O,O,X,O
LSOIZTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LSOIZJT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
LSOJTIZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSOJTZI,O,X,X,X,X,O,O,O,X,X,O,O,X,X
LSOJITZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSOJIZT,O,O,O,X,X,O,X,O,X,X,O,O,X,O
LSOJZTI,O,X,X,O,X,O,O,O,X,O,O,O,X,O
LSOJZIT,O,X,X,O,X,O,O,O,X,O,O,O,X,O
LSOZTIJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSOZTJI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LSOZITJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LSOZIJT,O,O,X,O,X,X,X,X,X,O,O,O,O,X
LSOZJTI,O,X,X,O,X,X,X,X,X,O,O,O,X,X
LSOZJIT,O,O,X,O,X,X,X,X,X,O,O,O,X,X
LZTIJSO,X,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTIJOS,X,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTISJO,X,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTISOJ,X,O,O,O,X,X,X,X,O,X,X,X,O,X
LZTIOJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTIOSJ,X,O,O,O,X,X,X,X,O,X,X,X,O,X
LZTJISO,X,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTJIOS,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTJSIO,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTJSOI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTJOIS,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTJOSI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTSIJO,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTSIOJ,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTSJIO,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTSJOI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTSOIJ,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTSOJI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTOIJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTOISJ,X,O,O,O,X,X,X,X,O,X,X,X,O,X
LZTOJIS,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTOJSI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTOSIJ,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZTOSJI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LZITJSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZITJOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZITSJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZITSOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LZITOJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZITOSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LZIJTSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZIJTOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZIJSTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZIJSOT,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LZIJOTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O
LZIJOST,X,O,O,O,X,X,X,X,X,X,X,X,O,O
LZISTJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZISTOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LZISJTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZISJOT,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LZISOTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LZISOJT,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LZIOTJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZIOTSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LZIOJTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O
LZIOJST,X,O,O,O,X,X,X,X,X,X,X,X,O,O
LZIOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LZIOSJT,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LZJTISO,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LZJTIOS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LZJTSIO,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LZJTSOI,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LZJTOIS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LZJTOSI,X,X,O,O,X,O,O,O,X,X,X,X,X,X
LZJITSO,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LZJITOS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LZJISTO,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LZJISOT,X,O,O,O,X,X,O,O,X,X,X,X,O,X
LZJIOTS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LZJIOST,O,O,O,O,X,X,O,O,X,X,X,X,O,O
LZJSTIO,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LZJSTOI,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LZJSITO,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LZJSIOT,O,O,O,O,X,O,O,O,X,X,X,X,X,X
LZJSOTI,O,X,O,O,X,O,O,O,X,X,X,X,X,X
LZJSOIT,O,O,O,O,X,O,O,O,X,X,X,X,X,X
LZJOTIS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LZJOTSI,X,X,O,O,X,O,O,O,X,X,X,X,X,O
LZJOITS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LZJOIST,O,O,O,O,X,X,O,O,X,X,X,X,O,O
LZJOSTI,O,X,O,O,X,O,O,O,X,X,X,X,X,O
LZJOSIT,O,O,O,O,X,O,O,O,X,X,X,X,X,O
LZSTIJO,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LZSTIOJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LZSTJIO,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LZSTJOI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LZSTOIJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LZSTOJI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LZSITJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LZSITOJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LZSIJTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LZSIJOT,O,O,O,O,X,X,X,X,X,O,X,O,O,X
LZSIOTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
