sequence,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jem1IvhFqcBxYB?TaBXeB0iBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFWdBTZB?3aBRiB0iBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jem1IvhFqcBxYB?TaB0dBXjBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFzXB3aB?RiBuiBcjBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeO6IvhF8aBzXB?CZBRiBXjBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFTZB3aB?RiBGiB8sBFsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFRYBceB?3aBznBFnBGsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeK6IvhFzVBWdB?RiB3nBcoBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeK6IvhFzVBlYB?RiBusBfsBctB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeO6IvhF8aBSeB?RiBznBfnBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeO6IvhF8aBzXB?RiB3nBFoBCtB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeK6IvhFzVBxYB?FeBGiB8sBfsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Je26IvhFRYBceB?zcBqiB3fBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jey6IvhFUYBOjB?5nBfsBTkBFtB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jem1IvhFTaBRiB?cjBqnBfnBlsB
JOLSZTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOLZTSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZITS,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JOLZIST,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JOLZSTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSIT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOSTILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTLZI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
JOSTZIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSTZLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSITLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSITZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSILTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JOSIZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JOSLTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTZI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSLITZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLIZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSLZIT,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JOSZTIL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSZTLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSZITL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZILT,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOSZLTI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSZLIT,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOZTILS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZTISL,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JOZTLIS,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
JOZTLSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOZTSIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZTSLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZITLS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JOZITSL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZILTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JOZILST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JOZISTL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOZISLT,X,X,X,X,X,O,O,X,X,O,X,X,X,X,O
JOZLTIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOZLTSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLITS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOZLIST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOZLSTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOZSTIL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZSTLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZSITL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOZSILT,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X
JOZSLTI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZSLIT,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X
STILJZO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STILJOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STILZJO,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STILZOJ,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STILOJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STILOZJ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
STIJLZO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STIJLOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STIJZLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIJOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIJOZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIZLJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STIZLOJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STIZJLO,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
STIZJOL,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
STIZOLJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STIZOJL,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
STIOLJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STIOZJL,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
STLIJZO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STLIJOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STLIZJO,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STLIZOJ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STLIOJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STLIOZJ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STLJIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STLJOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STLZIJO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STLZIOJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STLZJIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STLZOIJ,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
STLZOJI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STLOIJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STLOIZJ,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
STLOJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
STLOZIJ,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X
STLOZJI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
STJILZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJILOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIZLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJLOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJZILO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJZOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJOZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STZILOJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STZIJLO,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
STZIJOL,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
STZIOLJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STZIOJL,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
STZLIJO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZLIOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZLJIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLJOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZLOIJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
STZLOJI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZJILO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STZJIOL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STZJLIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJLOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZJOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOIJL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOLIJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOLJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOIJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOIZJL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOLIJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
STOLZIJ,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X
STOLZJI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
STOJILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
STOJZIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOJZLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOZILJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STOZIJL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STOZLIJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STOZLJI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOZJIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOZJLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITLJZO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SITLJOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SITLZJO,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SITLZOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SITLOJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SITLOZJ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SITJLZO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SITJLOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SITJZLO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJOZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SITZLOJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SITZJLO,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
SITZJOL,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
SITZOLJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SITZOJL,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
SITOLJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SILTJZO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SILTJOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SILTZJO,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SILTZOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SILTOJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SILTOZJ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SILJTZO,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X
SILJTOZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SILJZTO,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X
SILJZOT,O,O,X,O,X,O,X,O,O,X,X,X,X,O,X
SILJOTZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SILJOZT,O,O,X,O,X,X,X,O,O,X,X,X,X,O,X
SILZTJO,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SILZTOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SILZJTO,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
SILZJOT,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X
SILZOTJ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SILZOJT,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X
SILOTJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SILOTZJ,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
SILOJTZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SILOJZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SILOZTJ,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X
SILOZJT,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X
SIJTLZO,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
SIJTLOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJTZLO,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
SIJTZOL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
SIJLTOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJLZTO,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X
SIJLZOT,O,O,X,O,X,O,X,O,X,X,X,X,X,O,X
SIJLOTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJLOZT,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X
SIJZTLO,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X
SIJZTOL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
SIJZLTO,X,X,X,O,X,O,X,O,X,X,O,X,X,O,X
SIJZLOT,O,O,X,O,X,O,X,O,X,X,O,X,X,O,X
SIJZOTL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
SIJZOLT,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X
SIJOTLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJOLZT,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X
SIJOZTL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIJOZLT,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X
SIZTLJO,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZTLOJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZTJLO,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
SIZTJOL,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
SIZTOLJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZTOJL,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
SIZLTJO,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SIZLTOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SIZLJTO,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
SIZLJOT,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X
SIZLOTJ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SIZLOJT,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X
SIZJTLO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
SIZJTOL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
SIZJLTO,X,X,X,O,O,O,X,O,X,X,O,X,X,X,X
SIZJLOT,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X
SIZJOTL,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
SIZJOLT,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X
SIZOTLJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZOTJL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
SIZOLTJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
SIZOJTL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
SIZOJLT,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
SIOTLJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOTJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOTZJL,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
SIOLTJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIOLTZJ,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
SIOLJTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIOLJZT,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O
SIOLZTJ,O,X,X,O,X,O,O,O,X,X,X,X,X,X,O
SIOLZJT,O,O,X,O,O,O,O,O,X,X,O,X,X,X,O
SIOJTLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIOJLZT,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O
SIOJZTL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIOJZLT,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
SIOZTLJ,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIOZTJL,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X
SIOZLTJ,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
SIOZLJT,O,O,X,O,O,O,O,X,X,X,O,X,X,X,O
SIOZJTL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
SIOZJLT,O,O,X,O,O,O,O,X,X,X,O,X,X,X,O
SLTIJZO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLTIJOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLTIZJO,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SLTIZOJ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SLTIOJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLTIOZJ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLTJIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJZIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTZIOJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTZJIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTZOJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJZI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTOZJI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLITJZO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLITJOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLITZJO,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SLITZOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SLITOJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLITOZJ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIJTZO,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X
SLIJTOZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SLIJZTO,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X
SLIJZOT,O,O,X,O,X,O,X,O,O,X,X,X,X,O,X
SLIJOTZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SLIJOZT,O,O,X,O,X,X,X,O,O,X,X,X,X,O,X
SLIZTJO,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SLIZTOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SLIZJTO,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
SLIZJOT,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
SLIZOTJ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SLIZOJT,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
SLIOTJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIOTZJ,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
SLIOJTZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SLIOJZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SLIOZTJ,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X
SLIOZJT,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
SLJTIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJTZIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
