sequence,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeRzXaAFLDmClc?JSAVDEHBEooRBJoAVBTHUFDqOBAAvhFXNBzLB6PB0JBOLBl?MB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVBMtPFDpOBAAvhFSTBXNB2QB0LBxOBl?MB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVB03ntCM+AAAvhFVSB0LBGOB3HBiLBx?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeXvXaAFLDmClc?JSAVDEHBEooRBToAVBa+dgCs/AAAvhFUNBxQBVOBTGBiHBG?PB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVB6/rtCU+AAAvhFUNBGOBKLBfMBlMBx?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVB6/9tCM+AAAvhFUNBGOBlLB3MBiLBx?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVB6/rtCU+AAAvhFUNBGOBiLB3MBlLBx?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeVyXaAFLDmClc?JSAVDEHBEooRBUoAVBvSltC6/AAAvhFTLB6PBROB3HB0OBm?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTrXaAFLDmClc?JSAVDEHBEooRBPoAVBqHUWCU+AAAvhF+PBsOBXJBiMBVSBx?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JexxXaAFLDmClc?JSAVDEHBEooRBJoAVBqHcgCsOBAAvhF+PBsOBXJBzHBiLBl?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeUtXaAFLDmClc?JSAVDEHBEooRBaoAVBK+LgCzOBAAvhF+PBROBKLBzGB3MBl?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8Je3sXaAFLDmClc?JSAVDEHBEooRBToAVBK+LgC6OBAAvhF+PBROBKLBzGBUNBl?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JexxXaAFLDmClc?JSAVDEHBEooRBJoAVBqHcgC0CBAAvhF+PBsOBXJBzHBlLBi?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8Je3sXaAFLDmClc?JSAVDEHBEooRBToAVBK+TFDvOBAAvhF+PBROByLBUNBTLBl?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JexxXaAFLDmClc?JSAVDEHBEooRBJoAVB0HbPCMNBAAvhFVOBUKBzHB2LBSUB3?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeVyXaAFLDmClc?JSAVDEHBEooRBUoAVBqHMMCvCBAAvhF+PBsOBXJBxLBTLBi?MB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeV0XaAFLDmClc?JSAVDEHBEooRBUoAVBJtrgCqCBAAvhFxRB3LBUJBzHBGKBi?GB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBJ9aFDqOBAAvhFxRBXKBzHBsLBOLBF?JB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JexxXaAFLDmClc?JSAVDEHBEooRBJoAVBzfrgC0CBAAvhF3LB+PBsOBzHBFJBi?GB
TLOJSIZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TLOJSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJZIS,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TLOJZSI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLOSIJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOSIZJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOSJIZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TLOSJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOSZJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZIJS,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOZISJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOZJIS,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TLOZJSI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSIJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOZSJI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJILSOZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TJILZSO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X
TJILZOS,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X
TJILOSZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TJILOZS,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X
TJISLZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
TJISLOZ,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,O
TJISZLO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O
TJISZOL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O
TJISOLZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
TJISOZL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
TJIZLSO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,O
TJIZLOS,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,O
TJIZSLO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,O
TJIZSOL,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,O
TJIZOLS,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,O
TJIZOSL,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,O
TJIOLSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJIOLZS,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X
TJIOSLZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
TJIOSZL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
TJIOZLS,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,O
TJIOZSL,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,O
TJLISZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJLISOZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TJLIZSO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X
TJLIZOS,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X
TJLIOSZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TJLIOZS,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X
TJLSIZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TJLSIOZ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TJLSZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TJLSZOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TJLSOIZ,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TJLSOZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TJLZISO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,O,X
TJLZIOS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,O,X
TJLZSIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
TJLZSOI,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X
TJLZOIS,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJLZOSI,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLOISZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJLOIZS,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJLOSIZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJLOSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJLOZSI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSILZO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
TJSILOZ,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,O
TJSIZLO,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O
TJSIZOL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O
TJSIOLZ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
TJSIOZL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
TJSLIZO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
TJSLIOZ,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,O
TJSLZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TJSLZOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TJSLOIZ,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TJSLOZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSZILO,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O
TJSZIOL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O
TJSZLIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
TJSZLOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TJSZOIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJSZOLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TJSOILZ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJSOIZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSOLIZ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJSOLZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSOZIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZILSO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,O,O
TJZILOS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,O,O
TJZISLO,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,O
TJZISOL,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,O
TJZIOLS,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,O,O
TJZIOSL,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,O,O,X,O
TJZLISO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,O,O
TJZLIOS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,O,O
TJZLSIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
TJZLSOI,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O
TJZLOIS,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TJZLOSI,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZSILO,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,O
TJZSIOL,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,O
TJZSLIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
TJZSLOI,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
TJZSOIL,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TJZSOLI,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O
TJZOILS,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O
TJZOISL,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,O
TJZOLIS,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOLSI,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOSIL,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TJZOSLI,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O
TJOILSZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJOILZS,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X
TJOISLZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJOISZL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TJOIZLS,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X
TJOIZSL,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
TJOLISZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLIZS,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOLZSI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOSILZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJOSIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOSLIZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJOSLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOSZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOZILS,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X
TJOZISL,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
TJOZLIS,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZLSI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZSIL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TJOZSLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
TSILJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSILJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
TSILZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSILZOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSILOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
TSILOZJ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSIJLZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSIJLOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
TSIJZLO,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O
TSIJZOL,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O
TSIJOLZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
TSIJOZL,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
TSIZLJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSIZLOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSIZJLO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSIZJOL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSIZOLJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSIZOJL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSIOLJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
TSIOLZJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSIOJLZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
TSIOJZL,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
TSIOZLJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSIOZJL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLIJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSLIJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
TSLIZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLIZOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSLIOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
TSLIOZJ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSLJIZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
TSLJIOZ,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,O
TSLJZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSLJZOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSLJOIZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TSLJOZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLZIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLZIOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSLZJIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLZJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLZOIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSLZOJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLOIJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSLOIZJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSLOJIZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TSLOJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLOZIJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSLOZJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJILZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
TSJILOZ,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,O
TSJIZLO,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O
TSJIZOL,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O
TSJIOLZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
TSJIOZL,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
TSJLIZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
TSJLIOZ,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,O
TSJLZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSJLZOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSJLOIZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TSJLOZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJZILO,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O
TSJZIOL,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O
TSJZLIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
TSJZLOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSJZOIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSJZOLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSJOILZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSJOIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJOLIZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSJOLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJOZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZILJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZILOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSZIJLO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZIJOL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZIOLJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSZIOJL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZLIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZLIOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSZLJIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZLJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZLOIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSZLOJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZJILO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZJIOL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZJLIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZJLOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZJOIL,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOLI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZOILJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZOIJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOLIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSZOLJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZOJIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOJLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSOILJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSOILZJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSOIJLZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSOIJZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSOIZLJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSOIZJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSOLIJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSOLIZJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSOLJIZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSOLJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSOLZIJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSOLZJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSOJILZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSOJIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSOJLIZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSOJLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSOJZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJZLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSOZILJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOZIJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZLIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSOZLJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSOZJIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZJLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TZILJSO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TZILJOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TZILSJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TZILSOJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
TZILOJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TZILOSJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
TZIJLSO,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X
TZIJLOS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
