sequence,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhEWhBxcBzfBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhEygBGdB0fBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhERcBciBzfBG?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhEzbBCdB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhERbBGdBigBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhEagBzbBuhBc?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhERbBuhBciBi?gBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhEagBRcBciBG?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhEygBWiB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8JeT6IvhEegBCcBxhBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhETdB0fBfnBm?lB6rB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhExcBzfBurBf?rBFsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhERcBzfBurBc?sBFrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhESiB0fBzmBm?lBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhEciBzfB5mBf?rBmrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhElcBzfBurBf?rBcsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhExcB0fBzmBf?mBCsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8JeT6IvhEXgBxhBCiB8?rBmqB
TJLZISO,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TJLZIOS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJLZSIO,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJLZSOI,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TJLZOIS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJLZOSI,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJLOISZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLOIZS,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLOSIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLOSZI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJLOZSI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSILZO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJSILOZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSIZLO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJSIZOL,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJSIOLZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSIOZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSLZIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSLZOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSLOZI,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSZIOL,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSZLIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSZLOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSZOIL,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSZOLI,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSOIZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSOLZI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSOZIL,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSOZLI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZILSO,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TJZILOS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZISLO,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZISOL,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJZIOLS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZIOSL,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZLISO,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TJZLIOS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZLSIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZLSOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZLOIS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZLOSI,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TJZSILO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZSIOL,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJZSLIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZSLOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZSOIL,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJZOILS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZOISL,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZOLIS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZOLSI,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TJZOSIL,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJZOSLI,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOILZS,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
TJOISLZ,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOISZL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOIZLS,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
TJOIZSL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOLISZ,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOLIZS,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
TJOLSIZ,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOLSZI,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X
TJOLZIS,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
TJOLZSI,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,O,X,X
TJOSILZ,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOSIZL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOSLIZ,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOSLZI,O,O,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X
TJOSZIL,O,O,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X
TJOSZLI,O,O,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X
TJOZILS,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
TJOZISL,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TJOZLIS,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
TJOZLSI,O,O,O,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X
TJOZSIL,O,O,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X
TJOZSLI,O,O,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X
TSILJZO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSILJOZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSILZJO,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSILZOJ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSILOJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILOZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSIJLZO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSIJLOZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIJZLO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSIJZOL,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSIJOLZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIJOZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZLJO,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSIZLOJ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSIZJLO,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSIZJOL,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSIZOLJ,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSIZOJL,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSIOLJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOLZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIOJZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
TSIOZJL,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLIJZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLIJOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLIZJO,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLIOJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJIZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLJZIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSLJZOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSLJOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLJOZI,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLZIJO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSLZIOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLZJIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSLZJOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSLZOIJ,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLZOJI,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLOJIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOJZI,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLOZIJ,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLOZJI,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJILZO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJILOZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJIZLO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJIZOL,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJIOLZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJIOZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLIZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJLZIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJLZOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJLOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJLOZI,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJZILO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJZIOL,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJZLIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJZLOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJZOIL,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJZOLI,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJOILZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJOIZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJOLZI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJOZIL,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZILOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZIJLO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZIJOL,O,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSZIOLJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
TSZIOJL,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSZLIJO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZLIOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZLJIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZLJOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZLOIJ,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZLOJI,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZJILO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZJIOL,O,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSZJLIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZJLOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZJOIL,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TSZJOLI,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TSZOILJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
TSZOIJL,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSZOLIJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZOLJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZOJIL,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSZOJLI,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSOILJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOILZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOIJLZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOIJZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
TSOIZJL,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOLIJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLIZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOLJIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLJZI,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOLZIJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOLZJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOJILZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOJIZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOJLZI,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOJZIL,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOJZLI,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOZILJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
TSOZIJL,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSOZLIJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOZLJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOZJIL,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSOZJLI,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TZILJSO,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZILJOS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZILSJO,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZILSOJ,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZILOJS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZILOSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIJLSO,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZIJLOS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZIJSLO,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZIJSOL,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZIJOLS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZIJOSL,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZISLJO,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZISLOJ,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZISJLO,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZISJOL,X,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TZISOLJ,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
TZISOJL,X,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TZIOLJS,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TZIOLSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZIOJLS,X,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
TZIOJSL,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZIOSLJ,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TZIOSJL,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TZLIJSO,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZLIJOS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZLISJO,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZLISOJ,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZLIOJS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLIOSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJISO,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZLJIOS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZLJSIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLJSOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLJOIS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZLJOSI,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TZLSIJO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLSIOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLSJIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLSJOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLSOIJ,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLSOJI,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLOIJS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLOISJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOJIS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLOJSI,X,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZLOSIJ,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLOSJI,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJILSO,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZJILOS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZJISLO,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJISOL,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJIOLS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZJIOSL,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZJLISO,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZJLIOS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZJLSIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJLSOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJLOIS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZJLOSI,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TZJSILO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJSIOL,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJSLIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJSLOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJSOIL,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJSOLI,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJOILS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZJOISL,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZJOLIS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZJOLSI,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TZJOSIL,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
TZJOSLI,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
TZSILJO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZSILOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSIJLO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZSIJOL,O,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TZSIOLJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
TZSIOJL,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TZSLIJO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZSLIOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSLJIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZSLJOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZSLOIJ,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSLOJI,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSJILO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZSJIOL,O,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TZSJLIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZSJLOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZSJOIL,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TZSJOLI,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TZSOILJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
TZSOIJL,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TZSOLIJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
