sequence,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXYBTZBUcB1?iBSrBOrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXXBceBGdBi?dBThBFrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXXBTZBFdB0?dBSrBOrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXXBSeBUdBm?dBThBFrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXXBGZBzdBi?hB8hBFrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFlXBGZBzdBX?mB8mBarB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFTZBFcB0dBX?dBSrBOrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFzXBCZBXeBO?rBlrB8qB
ZLSIJOT,X,O,X,O,X,X,X,X
ZLSIOTJ,X,X,O,X,X,X,O,X
ZLSIOJT,X,X,X,O,X,X,X,X
ZLSJTIO,X,O,X,O,X,X,X,X
ZLSJTOI,X,X,X,X,X,X,X,X
ZLSJITO,X,O,X,O,X,X,X,X
ZLSJIOT,X,O,X,O,X,X,X,X
ZLSJOTI,X,X,X,X,X,X,X,X
ZLSJOIT,X,O,X,O,X,X,X,X
ZLSOTIJ,X,X,O,X,X,X,O,X
ZLSOTJI,X,X,O,X,X,X,O,X
ZLSOITJ,X,X,O,X,X,X,O,X
ZLSOIJT,X,X,X,O,X,X,X,X
ZLSOJTI,X,X,X,X,X,X,X,X
ZLSOJIT,X,X,X,O,X,X,X,X
ZLOTIJS,O,X,X,X,O,X,O,X
ZLOTISJ,O,X,O,X,O,X,O,X
ZLOTJIS,O,X,X,X,O,X,O,X
ZLOTJSI,O,X,X,X,O,X,O,X
ZLOTSIJ,O,X,O,X,O,X,O,X
ZLOTSJI,O,X,O,X,O,X,O,X
ZLOITJS,O,X,X,X,O,X,O,X
ZLOITSJ,O,X,O,X,O,X,O,X
ZLOIJTS,X,X,O,X,O,X,O,X
ZLOIJST,X,X,O,X,O,X,X,X
ZLOISTJ,X,X,O,X,O,X,O,X
ZLOISJT,X,X,X,O,O,X,X,X
ZLOJTIS,X,X,O,X,O,X,O,X
ZLOJTSI,X,X,O,X,O,X,O,X
ZLOJITS,X,X,O,X,O,X,O,X
ZLOJIST,X,X,O,X,O,X,X,X
ZLOJSTI,X,X,O,X,O,X,X,X
ZLOJSIT,X,X,O,X,O,X,X,X
ZLOSTIJ,X,X,O,X,O,X,O,X
ZLOSTJI,X,X,O,X,O,X,O,X
ZLOSITJ,X,X,O,X,O,X,O,X
ZLOSIJT,X,X,X,O,O,X,X,X
ZLOSJTI,X,X,X,X,O,X,X,X
ZLOSJIT,X,X,X,O,O,X,X,X
ZJTILSO,X,O,X,X,X,X,X,X
ZJTILOS,X,X,X,X,X,X,X,X
ZJTISLO,X,O,X,X,X,X,X,X
ZJTISOL,O,O,X,X,X,X,X,X
ZJTIOLS,X,O,X,X,O,X,X,X
ZJTIOSL,O,O,X,X,X,X,O,X
ZJTLISO,X,O,X,X,X,X,X,X
ZJTLIOS,X,X,X,X,X,X,X,X
ZJTLSIO,X,O,X,X,X,X,X,X
ZJTLSOI,X,O,X,X,X,X,X,X
ZJTLOIS,X,X,X,X,X,X,X,X
ZJTLOSI,X,X,X,X,X,X,X,X
ZJTSILO,X,O,X,X,X,X,X,O
ZJTSIOL,O,O,X,X,X,X,X,O
ZJTSLIO,X,O,X,X,X,X,X,O
ZJTSLOI,X,O,X,X,X,X,X,O
ZJTSOIL,O,O,X,X,X,X,X,O
ZJTSOLI,O,O,X,X,X,X,X,O
ZJTOILS,X,O,X,X,O,X,X,X
ZJTOISL,O,O,X,X,X,X,O,X
ZJTOLIS,X,O,X,X,O,X,X,X
ZJTOLSI,X,O,X,X,O,X,X,X
ZJTOSIL,O,O,X,X,X,X,O,O
ZJTOSLI,O,O,X,X,X,X,O,O
ZJITLSO,X,O,X,X,X,X,X,X
ZJITLOS,X,X,X,X,X,X,X,X
ZJITSLO,X,O,X,X,X,X,X,X
ZJITSOL,O,O,X,X,X,X,X,X
ZJITOLS,X,O,X,X,O,X,X,X
ZJITOSL,O,O,X,X,X,X,O,X
ZJILTSO,X,X,X,X,X,X,X,X
ZJILTOS,X,X,X,X,X,X,O,X
ZJILSTO,X,O,X,O,X,X,X,X
ZJILSOT,X,O,X,O,X,X,X,X
ZJILOTS,X,X,X,X,X,X,O,X
ZJILOST,X,X,X,X,X,X,X,X
ZJISTLO,X,O,X,X,X,O,X,X
ZJISTOL,X,O,X,X,X,O,X,X
ZJISLTO,X,O,X,O,X,O,X,X
ZJISLOT,X,O,X,O,X,X,X,X
ZJISOTL,X,X,X,X,X,O,X,X
ZJISOLT,X,O,X,X,X,O,X,X
ZJIOTLS,X,X,X,X,O,X,X,X
ZJIOTSL,X,X,X,X,X,X,O,X
ZJIOLTS,X,X,X,X,O,X,O,X
ZJIOLST,X,X,X,X,O,X,X,X
ZJIOSTL,X,X,X,X,X,O,X,X
ZJIOSLT,X,O,X,X,X,O,X,X
ZJLTISO,X,X,X,X,X,X,X,X
ZJLTIOS,X,X,X,X,X,X,O,X
ZJLTSIO,X,X,X,X,X,X,X,X
ZJLTSOI,X,X,X,X,X,X,X,X
ZJLTOIS,X,X,X,X,X,X,O,X
ZJLTOSI,X,X,X,X,X,X,O,X
ZJLITSO,X,X,X,X,X,X,X,X
ZJLITOS,X,X,X,X,X,X,O,X
ZJLISTO,X,O,X,O,X,X,X,X
ZJLISOT,X,O,X,O,X,X,X,X
ZJLIOTS,X,X,X,X,X,X,O,X
ZJLIOST,X,X,X,X,X,X,X,X
ZJLSTIO,X,O,X,O,X,X,X,X
ZJLSTOI,X,X,X,X,X,X,X,X
ZJLSITO,X,O,X,O,X,X,X,X
ZJLSIOT,X,O,X,O,X,X,X,X
ZJLSOTI,X,X,X,X,X,X,X,X
ZJLSOIT,X,O,X,O,X,X,X,X
ZJLOTIS,X,X,X,X,X,X,O,X
ZJLOTSI,X,X,X,X,X,X,O,X
ZJLOITS,X,X,X,X,X,X,O,X
ZJLOIST,X,X,X,X,X,X,X,X
ZJLOSTI,X,X,X,X,X,X,X,X
ZJLOSIT,X,X,X,X,X,X,X,X
ZJSTILO,X,O,X,X,X,O,X,O
ZJSTIOL,X,O,X,X,X,O,X,O
ZJSTLIO,X,O,X,X,X,O,X,O
ZJSTLOI,X,O,X,X,X,O,X,O
ZJSTOIL,X,O,X,X,X,O,X,O
ZJSTOLI,X,O,X,X,X,X,X,O
ZJSITLO,X,O,X,X,X,O,X,X
ZJSITOL,X,O,X,X,X,O,X,X
ZJSILTO,X,O,X,O,X,O,X,X
ZJSILOT,X,O,X,O,X,O,X,X
ZJSIOTL,X,X,X,X,X,O,X,X
ZJSIOLT,X,O,X,X,X,O,X,X
ZJSLTIO,X,O,X,O,X,O,X,O
ZJSLTOI,X,X,X,X,X,O,X,O
ZJSLITO,X,O,X,O,X,O,X,X
ZJSLIOT,X,O,X,O,X,O,X,X
ZJSLOTI,X,X,X,X,X,O,X,X
ZJSLOIT,X,O,X,O,X,O,X,X
ZJSOTIL,X,X,X,X,X,O,X,X
ZJSOTLI,X,X,X,X,X,O,X,X
ZJSOITL,X,X,X,X,X,O,X,X
ZJSOILT,X,O,X,X,X,O,X,X
ZJSOLTI,X,X,X,X,X,O,X,X
ZJSOLIT,X,O,X,X,X,O,X,X
ZJOTILS,X,X,X,X,O,X,X,X
ZJOTISL,X,X,X,X,X,X,O,X
ZJOTLIS,X,X,X,X,O,X,X,X
ZJOTLSI,X,X,X,X,O,X,X,X
ZJOTSIL,X,X,X,X,X,X,O,X
ZJOTSLI,X,X,X,X,X,X,O,X
ZJOITLS,X,X,X,X,O,X,X,X
ZJOITSL,X,X,X,X,X,X,O,X
ZJOILTS,X,X,X,X,O,X,O,X
ZJOILST,X,X,X,X,O,X,X,X
ZJOISTL,X,X,X,X,X,O,X,X
ZJOISLT,X,O,X,X,X,O,X,X
ZJOLTIS,X,X,X,X,O,X,O,X
ZJOLTSI,X,X,X,X,O,X,O,X
ZJOLITS,X,X,X,X,O,X,O,X
ZJOLIST,X,X,X,X,O,X,X,X
ZJOLSTI,X,X,X,X,O,X,X,X
ZJOLSIT,X,X,X,X,O,X,X,X
ZJOSTIL,X,X,X,X,X,O,X,X
ZJOSTLI,X,X,X,X,X,O,X,X
ZJOSITL,X,X,X,X,X,O,X,X
ZJOSILT,X,O,X,X,X,O,X,X
ZJOSLTI,X,X,X,X,X,O,X,X
ZJOSLIT,X,O,X,X,X,O,X,X
ZSTILJO,X,O,X,O,X,O,X,X
ZSTILOJ,O,X,X,O,X,O,X,X
ZSTIJLO,X,O,X,O,X,O,X,X
ZSTIJOL,O,O,X,X,X,O,X,X
ZSTIOLJ,O,O,O,O,X,O,O,X
ZSTIOJL,O,O,O,X,X,O,O,X
ZSTLIJO,X,O,X,O,X,O,X,X
ZSTLIOJ,O,X,X,O,X,O,X,X
ZSTLJIO,X,O,X,O,X,O,X,X
ZSTLJOI,X,O,X,O,X,O,X,X
ZSTLOIJ,O,X,X,O,X,O,X,X
ZSTLOJI,O,X,X,O,X,O,X,X
ZSTJILO,X,O,X,O,X,O,X,X
ZSTJIOL,O,O,X,X,X,O,X,X
ZSTJLIO,X,O,X,O,X,O,X,X
ZSTJLOI,X,O,X,O,X,O,X,X
ZSTJOIL,O,O,X,X,X,O,X,X
ZSTJOLI,O,O,X,X,X,O,X,X
ZSTOILJ,O,O,O,O,X,O,O,X
ZSTOIJL,O,O,O,X,X,O,O,X
ZSTOLIJ,O,O,O,O,X,O,O,X
ZSTOLJI,O,O,X,O,X,O,O,X
ZSTOJIL,O,O,O,X,X,O,O,X
ZSTOJLI,O,O,X,X,X,O,O,X
ZSITLJO,X,O,X,O,X,O,X,X
ZSITLOJ,O,X,X,O,X,O,X,X
ZSITJLO,X,O,X,O,X,O,X,X
ZSITJOL,O,O,X,X,X,O,X,X
ZSITOLJ,O,O,O,O,X,O,O,X
ZSITOJL,O,O,O,X,X,O,O,X
ZSILTJO,X,O,X,O,X,O,X,X
ZSILTOJ,X,X,X,X,X,O,O,X
ZSILJTO,X,O,X,O,X,O,X,X
ZSILJOT,X,O,X,O,X,O,X,X
ZSILOTJ,X,X,X,X,X,O,O,X
ZSILOJT,X,X,X,O,X,O,X,X
ZSIJTLO,X,O,X,X,X,O,X,X
ZSIJTOL,X,O,X,X,X,O,X,X
ZSIJLTO,X,O,X,O,X,O,X,X
ZSIJLOT,X,O,X,O,X,O,X,X
ZSIJOTL,X,X,X,X,X,O,X,X
ZSIJOLT,X,O,X,X,X,O,X,X
ZSIOTLJ,X,X,O,X,X,O,O,X
ZSIOTJL,X,O,O,X,X,O,O,X
ZSIOLTJ,X,X,X,X,X,O,O,X
ZSIOLJT,X,X,X,O,X,O,X,X
ZSIOJTL,X,X,X,X,X,O,X,X
ZSIOJLT,X,O,X,X,X,O,X,X
ZSLTIJO,X,O,X,O,X,O,X,X
ZSLTIOJ,X,X,X,X,X,O,O,X
ZSLTJIO,X,O,X,O,X,O,X,X
ZSLTJOI,X,O,X,X,X,O,X,X
ZSLTOIJ,X,X,X,X,X,O,O,X
ZSLTOJI,X,X,X,X,X,O,O,X
ZSLITJO,X,O,X,O,X,O,X,X
ZSLITOJ,X,X,X,X,X,O,O,X
ZSLIJTO,X,O,X,O,X,O,X,X
ZSLIJOT,X,O,X,O,X,O,X,X
ZSLIOTJ,X,X,X,X,X,O,O,X
ZSLIOJT,X,X,X,O,X,O,X,X
ZSLJTIO,X,O,X,O,X,O,X,O
ZSLJTOI,X,X,X,X,X,O,X,O
ZSLJITO,X,O,X,O,X,O,X,X
ZSLJIOT,X,O,X,O,X,O,X,X
ZSLJOTI,X,X,X,X,X,O,X,X
ZSLJOIT,X,O,X,O,X,O,X,X
ZSLOTIJ,X,X,X,X,X,O,O,X
ZSLOTJI,X,X,X,X,X,O,O,X
ZSLOITJ,X,X,X,X,X,O,O,X
ZSLOIJT,X,X,X,O,X,O,X,X
ZSLOJTI,X,X,X,X,X,O,X,X
ZSLOJIT,X,X,X,O,X,O,X,X
ZSJTILO,X,O,X,X,X,O,X,O
ZSJTIOL,X,O,X,X,X,O,X,O
ZSJTLIO,X,O,X,X,X,O,X,O
ZSJTLOI,X,O,X,X,X,O,X,O
ZSJTOIL,X,O,X,X,X,O,X,O
ZSJTOLI,X,O,X,X,X,O,X,O
ZSJITLO,X,O,X,X,X,O,X,X
ZSJITOL,X,O,X,X,X,O,X,X
ZSJILTO,X,O,X,O,X,O,X,X
ZSJILOT,X,O,X,O,X,O,X,X
ZSJIOTL,X,X,X,X,X,O,X,X
ZSJIOLT,X,O,X,X,X,O,X,X
ZSJLTIO,X,O,X,O,X,O,X,O
ZSJLTOI,X,X,X,X,X,O,X,O
ZSJLITO,X,O,X,O,X,O,X,X
ZSJLIOT,X,O,X,O,X,O,X,X
ZSJLOTI,X,X,X,X,X,O,X,X
ZSJLOIT,X,O,X,O,X,O,X,X
ZSJOTIL,X,X,X,X,X,O,X,X
ZSJOTLI,X,X,X,X,X,O,X,X
ZSJOITL,X,X,X,X,X,O,X,X
ZSJOILT,X,O,X,X,X,O,X,X
ZSJOLTI,X,X,X,X,X,O,X,X
ZSJOLIT,X,O,X,X,X,O,X,X
ZSOTILJ,X,X,O,X,X,O,O,X
ZSOTIJL,X,O,O,X,X,O,O,X
ZSOTLIJ,X,X,O,X,X,O,O,X
ZSOTLJI,X,X,X,X,X,O,O,X
ZSOTJIL,X,O,O,X,X,O,O,X
ZSOTJLI,X,O,X,X,X,O,O,X
ZSOITLJ,X,X,O,X,X,O,O,X
ZSOITJL,X,O,O,X,X,O,O,X
ZSOILTJ,X,X,X,X,X,O,O,X
ZSOILJT,X,X,X,O,X,O,X,X
ZSOIJTL,X,X,X,X,X,O,X,X
ZSOIJLT,X,O,X,X,X,O,X,X
ZSOLTIJ,X,X,X,X,X,O,O,X
ZSOLTJI,X,X,X,X,X,O,O,X
ZSOLITJ,X,X,X,X,X,O,O,X
ZSOLIJT,X,X,X,O,X,O,X,X
ZSOLJTI,X,X,X,X,X,O,X,X
ZSOLJIT,X,X,X,O,X,O,X,X
ZSOJTIL,X,X,X,X,X,O,X,X
ZSOJTLI,X,X,X,X,X,O,X,X
ZSOJITL,X,X,X,X,X,O,X,X
ZSOJILT,X,O,X,X,X,O,X,X
ZSOJLTI,X,X,X,X,X,O,X,X
ZSOJLIT,X,O,X,X,X,O,X,X
ZOTILJS,O,O,X,X,O,X,O,X
ZOTILSJ,O,O,X,X,O,X,O,X
ZOTIJLS,X,O,X,X,O,X,X,X
ZOTIJSL,O,O,X,X,X,X,O,X
ZOTISLJ,O,O,O,X,X,X,O,X
ZOTISJL,O,O,O,X,X,X,O,X
ZOTLIJS,O,O,X,X,O,X,O,X
ZOTLISJ,O,O,O,X,O,X,O,X
ZOTLJIS,O,O,X,X,O,X,O,X
ZOTLJSI,O,O,X,X,O,X,O,X
ZOTLSIJ,O,O,O,X,O,X,O,X
ZOTLSJI,O,O,O,X,O,X,O,X
ZOTJILS,X,O,X,X,O,X,X,X
ZOTJISL,O,O,X,X,X,X,O,X
ZOTJLIS,X,O,X,X,O,X,X,X
ZOTJLSI,X,O,X,X,O,X,X,X
ZOTJSIL,O,O,X,X,X,X,O,X
ZOTJSLI,O,O,X,X,X,X,O,X
ZOTSILJ,O,O,O,X,X,X,O,X
ZOTSIJL,O,O,O,X,X,X,O,X
ZOTSLIJ,O,O,O,X,X,X,O,X
ZOTSLJI,O,O,X,X,X,X,O,X
ZOTSJIL,O,O,O,X,X,X,O,X
ZOTSJLI,O,O,X,X,X,X,O,X
ZOITLJS,O,O,X,X,O,X,O,X
ZOITLSJ,O,O,X,X,O,X,O,X
ZOITJLS,X,O,X,X,O,X,X,X
ZOITJSL,O,O,X,X,X,X,O,X
ZOITSLJ,O,O,O,X,X,X,O,X
ZOITSJL,O,O,O,X,X,X,O,X
ZOILTJS,O,X,X,X,O,X,O,X
ZOILTSJ,O,X,O,X,O,X,O,X
ZOILJTS,X,X,O,X,O,X,O,X
ZOILJST,X,X,O,X,O,X,X,X
ZOILSTJ,X,X,O,X,O,X,O,X
ZOILSJT,X,X,X,O,O,X,X,X
ZOIJTLS,X,X,X,X,O,X,X,X
ZOIJTSL,X,X,X,X,X,X,O,X
ZOIJLTS,X,X,X,X,O,X,O,X
ZOIJLST,X,X,X,X,O,X,X,X
ZOIJSTL,X,X,X,X,X,O,X,X
ZOIJSLT,X,O,X,X,X,O,X,X
ZOISTLJ,X,X,O,X,X,O,O,X
ZOISTJL,X,O,O,X,X,O,O,X
ZOISLTJ,X,X,X,X,X,O,O,X
ZOISLJT,X,X,X,O,X,O,X,X
ZOISJTL,X,X,X,X,X,O,X,X
ZOISJLT,X,O,X,X,X,O,X,X
ZOLTIJS,O,X,X,X,O,X,O,X
ZOLTISJ,O,X,O,X,O,X,O,X
ZOLTJIS,O,X,X,X,O,X,O,X
ZOLTJSI,O,X,X,X,O,X,O,X
ZOLTSIJ,O,X,O,X,O,X,O,X
ZOLTSJI,O,X,O,X,O,X,O,X
ZOLITJS,O,X,X,X,O,X,O,X
ZOLITSJ,O,X,O,X,O,X,O,X
ZOLIJTS,X,X,O,X,O,X,O,X
ZOLIJST,X,X,O,X,O,X,X,X
ZOLISTJ,X,X,O,X,O,X,O,X
ZOLISJT,X,X,X,O,O,X,X,X
ZOLJTIS,X,X,O,X,O,X,O,X
ZOLJTSI,X,X,O,X,O,X,O,X
ZOLJITS,X,X,O,X,O,X,O,X
ZOLJIST,X,X,O,X,O,X,X,X
ZOLJSTI,X,X,O,X,O,X,X,X
ZOLJSIT,X,X,O,X,O,X,X,X
ZOLSTIJ,X,X,O,X,O,X,O,X
ZOLSTJI,X,X,O,X,O,X,O,X
ZOLSITJ,X,X,O,X,O,X,O,X
ZOLSIJT,X,X,X,O,O,X,X,X
ZOLSJTI,X,X,X,X,O,X,X,X
ZOLSJIT,X,X,X,O,O,X,X,X
ZOJTILS,X,X,X,X,O,X,X,X
ZOJTISL,X,X,X,X,X,X,O,X
ZOJTLIS,X,X,X,X,O,X,X,X
ZOJTLSI,X,X,X,X,O,X,X,X
ZOJTSIL,X,X,X,X,X,X,O,X
ZOJTSLI,X,X,X,X,X,X,O,X
ZOJITLS,X,X,X,X,O,X,X,X
ZOJITSL,X,X,X,X,X,X,O,X
ZOJILTS,X,X,X,X,O,X,O,X
ZOJILST,X,X,X,X,O,X,X,X
ZOJISTL,X,X,X,X,X,O,X,X
ZOJISLT,X,O,X,X,X,O,X,X
ZOJLTIS,X,X,X,X,O,X,O,X
ZOJLTSI,X,X,X,X,O,X,O,X
ZOJLITS,X,X,X,X,O,X,O,X
ZOJLIST,X,X,X,X,O,X,X,X
ZOJLSTI,X,X,X,X,O,X,X,X
ZOJLSIT,X,X,X,X,O,X,X,X
ZOJSTIL,X,X,X,X,X,O,X,X
ZOJSTLI,X,X,X,X,X,O,X,X
ZOJSITL,X,X,X,X,X,O,X,X
ZOJSILT,X,O,X,X,X,O,X,X
ZOJSLTI,X,X,X,X,X,O,X,X
ZOJSLIT,X,O,X,X,X,O,X,X
ZOSTILJ,X,X,O,X,X,O,O,X
ZOSTIJL,X,O,O,X,X,O,O,X
ZOSTLIJ,X,X,O,X,X,O,O,X
ZOSTLJI,X,X,X,X,X,O,O,X
ZOSTJIL,X,O,O,X,X,O,O,X
ZOSTJLI,X,O,X,X,X,O,O,X
ZOSITLJ,X,X,O,X,X,O,O,X
ZOSITJL,X,O,O,X,X,O,O,X
ZOSILTJ,X,X,X,X,X,O,O,X
ZOSILJT,X,X,X,O,X,O,X,X
ZOSIJTL,X,X,X,X,X,O,X,X
ZOSIJLT,X,O,X,X,X,O,X,X
ZOSLTIJ,X,X,X,X,X,O,O,X
ZOSLTJI,X,X,X,X,X,O,O,X
ZOSLITJ,X,X,X,X,X,O,O,X
ZOSLIJT,X,X,X,O,X,O,X,X
ZOSLJTI,X,X,X,X,X,O,X,X
ZOSLJIT,X,X,X,O,X,O,X,X
ZOSJTIL,X,X,X,X,X,O,X,X
ZOSJTLI,X,X,X,X,X,O,X,X
ZOSJITL,X,X,X,X,X,O,X,X
ZOSJILT,X,O,X,X,X,O,X,X
ZOSJLTI,X,X,X,X,X,O,X,X
ZOSJLIT,X,O,X,X,X,O,X,X
OTILJSZ,O,O,O,O,O,X,X,X
OTILJZS,O,O,O,O,O,X,O,X
OTILSJZ,O,O,O,O,O,X,X,X
OTILSZJ,O,O,O,O,O,X,O,X
OTILZJS,O,O,X,O,O,X,O,X
OTILZSJ,O,O,O,O,O,X,O,X
OTIJLSZ,O,O,X,O,O,X,X,X
OTIJLZS,O,O,X,O,O,X,X,X
OTIJSLZ,X,O,X,O,O,X,X,X
OTIJSZL,O,O,O,O,X,O,X,X
OTIJZLS,X,O,X,O,O,X,X,X
OTIJZSL,O,O,X,O,X,X,O,X
OTISLJZ,O,O,X,O,O,X,X,X
OTISLZJ,O,O,O,O,O,X,X,X
OTISJLZ,X,O,X,O,O,X,X,X
OTISJZL,O,O,O,O,X,O,X,X
OTISZLJ,O,O,O,O,X,O,O,X
OTISZJL,O,O,O,O,X,O,O,X
OTIZLJS,O,O,X,O,O,X,O,X
OTIZLSJ,O,O,X,O,O,X,O,X
OTIZJLS,X,O,X,O,O,X,X,X
OTIZJSL,O,O,X,O,X,X,O,X
OTIZSLJ,O,O,O,O,X,X,O,X
OTIZSJL,O,O,O,O,X,X,O,X
OTLIJSZ,O,O,O,O,O,X,X,X
OTLIJZS,O,O,O,O,O,X,O,X
OTLISJZ,O,O,O,O,O,X,X,X
OTLISZJ,O,O,O,O,O,X,O,X
OTLIZJS,O,O,X,O,O,X,O,X
OTLIZSJ,O,O,O,O,O,X,O,X
OTLJISZ,O,O,O,O,O,X,X,X
OTLJIZS,O,O,O,O,O,X,O,X
OTLJSIZ,O,O,O,O,O,X,X,X
OTLJSZI,O,O,O,O,O,X,X,X
OTLJZIS,O,O,O,O,O,X,O,X
OTLJZSI,O,O,O,O,O,X,O,X
OTLSIJZ,O,O,O,O,O,X,X,X
OTLSIZJ,O,O,O,O,O,X,O,X
OTLSJIZ,O,O,O,O,O,X,X,X
OTLSJZI,O,O,O,O,O,X,X,X
OTLSZIJ,O,O,O,O,O,X,O,X
OTLSZJI,O,O,O,O,O,X,O,X
OTLZIJS,O,O,X,O,O,X,O,X
OTLZISJ,O,O,O,O,O,X,O,X
OTLZJIS,O,O,X,O,O,X,O,X
OTLZJSI,O,O,X,O,O,X,O,X
OTLZSIJ,O,O,O,O,O,X,O,X
OTLZSJI,O,O,O,O,O,X,O,X
OTJILSZ,O,O,X,O,O,X,X,X
OTJILZS,O,O,X,O,O,X,X,X
OTJISLZ,X,O,X,O,O,X,X,X
OTJISZL,O,O,O,O,X,O,X,X
OTJIZLS,X,O,X,O,O,X,X,X
OTJIZSL,O,O,X,O,X,X,O,X
OTJLISZ,O,O,O,O,O,X,X,X
OTJLIZS,O,O,X,O,O,X,X,X
OTJLSIZ,O,O,O,O,O,X,X,X
OTJLSZI,O,O,O,O,O,X,X,X
OTJLZIS,O,O,X,O,O,X,X,X
OTJLZSI,O,O,X,O,O,X,X,X
OTJSILZ,X,O,X,O,O,X,X,X
OTJSIZL,O,O,O,O,X,O,X,X
OTJSLIZ,O,O,X,O,O,X,X,X
OTJSLZI,O,O,X,O,O,X,X,X
OTJSZIL,O,O,O,O,X,O,X,X
OTJSZLI,O,O,X,O,X,O,X,X
OTJZILS,X,O,X,O,O,X,X,X
OTJZISL,O,O,X,O,X,X,O,X
OTJZLIS,X,O,X,O,O,X,X,X
OTJZLSI,X,O,X,O,O,X,X,X
OTJZSIL,O,O,X,O,X,X,O,X
OTJZSLI,O,O,X,O,X,X,O,X
OTSILJZ,O,O,X,O,O,X,X,X
OTSILZJ,O,O,O,O,O,X,X,X
OTSIJLZ,X,O,X,O,O,X,X,X
OTSIJZL,O,O,O,O,X,O,X,X
OTSIZLJ,O,O,O,O,X,O,O,X
OTSIZJL,O,O,O,O,X,O,O,X
OTSLIJZ,O,O,O,O,O,X,X,X
OTSLIZJ,O,O,O,O,O,X,X,X
OTSLJIZ,O,O,O,O,O,X,X,X
OTSLJZI,O,O,O,O,O,X,X,X
OTSLZIJ,O,O,O,O,O,X,X,X
OTSLZJI,O,O,O,O,O,X,X,X
OTSJILZ,X,O,X,O,O,X,X,X
OTSJIZL,O,O,O,O,X,O,X,X
OTSJLIZ,O,O,X,O,O,X,X,X
OTSJLZI,O,O,X,O,O,X,X,X
OTSJZIL,O,O,O,O,X,O,X,X
OTSJZLI,O,O,X,O,X,O,X,X
OTSZILJ,O,O,O,O,X,O,O,X
OTSZIJL,O,O,O,O,X,O,O,X
OTSZLIJ,O,O,O,O,X,O,O,X
OTSZLJI,O,O,X,O,X,O,O,X
OTSZJIL,O,O,O,O,X,O,O,X
OTSZJLI,O,O,X,O,X,O,O,X
OTZILJS,O,O,X,O,O,X,O,X
OTZILSJ,O,O,X,O,O,X,O,X
OTZIJLS,X,O,X,O,O,X,X,X
OTZIJSL,O,O,X,O,X,X,O,X
OTZISLJ,O,O,O,O,X,X,O,X
OTZISJL,O,O,O,O,X,X,O,X
OTZLIJS,O,O,X,O,O,X,O,X
OTZLISJ,O,O,O,O,O,X,O,X
OTZLJIS,O,O,X,O,O,X,O,X
OTZLJSI,O,O,X,O,O,X,O,X
OTZLSIJ,O,O,O,O,O,X,O,X
OTZLSJI,O,O,O,O,O,X,O,X
OTZJILS,X,O,X,O,O,X,X,X
OTZJISL,O,O,X,O,X,X,O,X
OTZJLIS,X,O,X,O,O,X,X,X
OTZJLSI,X,O,X,O,O,X,X,X
OTZJSIL,O,O,X,O,X,X,O,X
OTZJSLI,O,O,X,O,X,X,O,X
OTZSILJ,O,O,O,O,X,X,O,X
OTZSIJL,O,O,O,O,X,X,O,X
OTZSLIJ,O,O,O,O,X,X,O,X
OTZSLJI,O,O,X,O,X,X,O,X
OTZSJIL,O,O,O,O,X,X,O,X
OTZSJLI,O,O,X,O,X,X,O,X
OITLJSZ,O,O,O,O,O,X,X,X
OITLJZS,O,O,O,O,O,X,O,X
OITLSJZ,O,O,O,O,O,X,X,X
OITLSZJ,O,O,O,O,O,X,O,X
OITLZJS,O,O,X,O,O,X,O,X
OITLZSJ,O,O,O,O,O,X,O,X
OITJLSZ,O,O,X,O,O,X,X,X
OITJLZS,O,O,X,O,O,X,X,X
OITJSLZ,X,O,X,O,O,X,X,X
OITJSZL,O,O,O,O,X,O,X,X
OITJZLS,X,O,X,O,O,X,X,X
OITJZSL,O,O,X,O,X,X,O,X
OITSLJZ,O,O,X,O,O,X,X,X
OITSLZJ,O,O,O,O,O,X,X,X
OITSJLZ,X,O,X,O,O,X,X,X
OITSJZL,O,O,O,O,X,O,X,X
OITSZLJ,O,O,O,O,X,O,O,X
OITSZJL,O,O,O,O,X,O,O,X
OITZLJS,O,O,X,O,O,X,O,X
OITZLSJ,O,O,X,O,O,X,O,X
OITZJLS,X,O,X,O,O,X,X,X
OITZJSL,O,O,X,O,X,X,O,X
OITZSLJ,O,O,O,O,X,X,O,X
OITZSJL,O,O,O,O,X,X,O,X
OILTJSZ,O,X,O,O,O,X,X,X
OILTJZS,O,X,O,O,O,X,O,X
OILTSJZ,O,X,O,O,O,X,X,X
OILTSZJ,O,X,O,O,O,X,O,X
OILTZJS,O,X,X,O,O,X,O,X
OILTZSJ,O,X,O,O,O,X,O,X
OILJTSZ,O,X,O,X,O,X,X,X
OILJTZS,O,X,O,X,O,X,O,X
OILJSTZ,X,X,O,X,X,X,X,X
