sequence,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeKDJvhF6eBTPB?JQBuaBUhBXdB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeTDJvhFKZB6UB?JQBuaBUhBXdB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeKDJvhF6eBJQB?uaBzLBUhBXdB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeaDJvhFvaBeRB?TLBUhBqcBpeB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8Jeq8IvhFKYBTjB?fZBJQBuaBUhB
LJOZSTIL,X,O,O,X,O
LJOZSTLI,X,O,O,X,O
LJOZSITL,X,O,O,X,O
LJOZSILT,O,O,O,X,O
LJOZSLTI,O,O,O,X,O
LJOZSLIT,O,O,O,X,O
LSTILJZO,O,X,O,O,X
LSTILJOZ,O,X,O,O,X
LSTILZJO,O,X,O,O,X
LSTILZOJ,O,X,X,O,X
LSTILOJZ,O,X,X,O,X
LSTILOZJ,O,X,X,O,X
LSTIJLZO,O,X,O,O,X
LSTIJLOZ,O,X,O,O,X
LSTIJZLO,O,X,O,O,X
LSTIJZOL,X,X,O,O,X
LSTIJOLZ,X,X,O,O,X
LSTIJOZL,X,X,O,O,X
LSTIZLJO,O,X,O,O,X
LSTIZLOJ,O,X,X,O,X
LSTIZJLO,O,X,O,O,X
LSTIZJOL,X,X,O,O,X
LSTIZOLJ,X,X,X,O,X
LSTIZOJL,X,X,X,O,X
LSTIOLJZ,X,X,X,O,X
LSTIOLZJ,X,X,X,O,X
LSTIOJLZ,X,X,X,O,X
LSTIOJZL,X,X,X,O,X
LSTIOZLJ,X,X,X,O,X
LSTIOZJL,X,X,X,O,X
LSTLIJZO,O,X,O,O,X
LSTLIJOZ,O,X,O,O,X
LSTLIZJO,O,X,O,O,X
LSTLIZOJ,O,X,X,O,X
LSTLIOJZ,O,X,X,O,X
LSTLIOZJ,O,X,X,O,X
LSTLJIZO,O,X,O,O,X
LSTLJIOZ,O,X,O,O,X
LSTLJZIO,O,X,O,O,X
LSTLJZOI,O,X,O,O,X
LSTLJOIZ,O,X,O,O,X
LSTLJOZI,O,X,O,O,X
LSTLZIJO,O,X,O,O,X
LSTLZIOJ,O,X,X,O,X
LSTLZJIO,O,X,O,O,X
LSTLZJOI,O,X,O,O,X
LSTLZOIJ,O,X,X,O,X
LSTLZOJI,O,X,X,O,X
LSTLOIJZ,O,X,X,O,X
LSTLOIZJ,O,X,X,O,X
LSTLOJIZ,O,X,X,O,X
LSTLOJZI,O,X,X,O,X
LSTLOZIJ,O,X,X,O,X
LSTLOZJI,O,X,X,O,X
LSTJILZO,O,X,O,O,X
LSTJILOZ,O,X,O,O,X
LSTJIZLO,O,X,O,O,X
LSTJIZOL,X,X,O,O,X
LSTJIOLZ,X,X,O,O,X
LSTJIOZL,X,X,O,O,X
LSTJLIZO,O,X,O,O,X
LSTJLIOZ,O,X,O,O,X
LSTJLZIO,O,X,O,O,X
LSTJLZOI,O,X,O,O,X
LSTJLOIZ,O,X,O,O,X
LSTJLOZI,O,X,O,O,X
LSTJZILO,O,X,O,O,X
LSTJZIOL,X,X,O,O,X
LSTJZLIO,O,X,O,O,X
LSTJZLOI,O,X,O,O,X
LSTJZOIL,X,X,O,O,X
LSTJZOLI,X,X,O,O,X
LSTJOILZ,X,X,O,O,X
LSTJOIZL,X,X,O,O,X
LSTJOLIZ,X,X,O,O,X
LSTJOLZI,X,X,O,O,X
LSTJOZIL,X,X,O,O,X
LSTJOZLI,X,X,O,O,X
LSTZILJO,O,X,O,O,X
LSTZILOJ,O,X,X,O,X
LSTZIJLO,O,X,O,O,X
LSTZIJOL,X,X,O,O,X
LSTZIOLJ,X,X,X,O,X
LSTZIOJL,X,X,X,O,X
LSTZLIJO,O,X,O,O,X
LSTZLIOJ,O,X,X,O,X
LSTZLJIO,O,X,O,O,X
LSTZLJOI,O,X,O,O,X
LSTZLOIJ,O,X,X,O,X
LSTZLOJI,O,X,X,O,X
LSTZJILO,O,X,O,O,X
LSTZJIOL,X,X,O,O,X
LSTZJLIO,O,X,O,O,X
LSTZJLOI,O,X,O,O,X
LSTZJOIL,X,X,O,O,X
LSTZJOLI,X,X,O,O,X
LSTZOILJ,X,X,X,O,X
LSTZOIJL,X,X,X,O,X
LSTZOLIJ,X,X,X,O,X
LSTZOLJI,X,X,X,O,X
LSTZOJIL,X,X,X,O,X
LSTZOJLI,X,X,X,O,X
LSTOILJZ,X,X,X,O,X
LSTOILZJ,X,X,X,O,X
LSTOIJLZ,X,X,X,O,X
LSTOIJZL,X,X,X,O,X
LSTOIZLJ,X,X,X,O,X
LSTOIZJL,X,X,X,O,X
LSTOLIJZ,X,X,X,O,X
LSTOLIZJ,X,X,X,O,X
LSTOLJIZ,X,X,X,O,X
LSTOLJZI,X,X,X,O,X
LSTOLZIJ,X,X,X,O,X
LSTOLZJI,X,X,X,O,X
LSTOJILZ,X,X,X,O,X
LSTOJIZL,X,X,X,O,X
LSTOJLIZ,X,X,X,O,X
LSTOJLZI,X,X,X,O,X
LSTOJZIL,X,X,X,O,X
LSTOJZLI,X,X,X,O,X
LSTOZILJ,X,X,X,O,X
LSTOZIJL,X,X,X,O,X
LSTOZLIJ,X,X,X,O,X
LSTOZLJI,X,X,X,O,X
LSTOZJIL,X,X,X,O,X
LSTOZJLI,X,X,X,O,X
LSITLJZO,O,X,O,O,X
LSITLJOZ,O,X,O,O,X
LSITLZJO,O,X,O,O,X
LSITLZOJ,O,X,X,O,X
LSITLOJZ,O,X,X,O,X
LSITLOZJ,O,X,X,O,X
LSITJLZO,O,X,O,O,X
LSITJLOZ,O,X,O,O,X
LSITJZLO,O,X,O,O,X
LSITJZOL,X,X,O,O,X
LSITJOLZ,X,X,O,O,X
LSITJOZL,X,X,O,O,X
LSITZLJO,O,X,O,O,X
LSITZLOJ,O,X,X,O,X
LSITZJLO,O,X,O,O,X
LSITZJOL,X,X,O,O,X
LSITZOLJ,X,X,X,O,X
LSITZOJL,X,X,X,O,X
LSITOLJZ,X,X,X,O,X
LSITOLZJ,X,X,X,O,X
LSITOJLZ,X,X,X,O,X
LSITOJZL,X,X,X,O,X
LSITOZLJ,X,X,X,O,X
LSITOZJL,X,X,X,O,X
LSILTJZO,O,X,O,O,X
LSILTJOZ,O,X,O,O,X
LSILTZJO,O,X,O,O,X
LSILTZOJ,O,X,X,O,X
LSILTOJZ,O,X,X,O,X
LSILTOZJ,O,X,X,O,X
LSILJTZO,O,X,O,O,X
LSILJTOZ,O,X,O,O,X
LSILJZTO,O,X,O,O,X
LSILJZOT,O,X,O,O,O
LSILJOTZ,O,X,O,O,O
LSILJOZT,O,X,O,O,O
LSILZTJO,O,X,O,O,X
LSILZTOJ,O,X,X,O,X
LSILZJTO,O,X,O,O,X
LSILZJOT,O,X,O,O,O
LSILZOTJ,O,X,X,O,O
LSILZOJT,O,X,O,O,O
LSILOTJZ,O,X,X,O,O
LSILOTZJ,O,X,X,O,O
LSILOJTZ,O,X,O,O,O
LSILOJZT,O,X,O,O,O
LSILOZTJ,O,X,X,O,O
LSILOZJT,O,X,O,O,O
LSIJTLZO,O,X,O,O,X
LSIJTLOZ,O,X,O,O,X
LSIJTZLO,O,X,O,O,X
LSIJTZOL,X,X,O,O,X
LSIJTOLZ,X,X,O,O,X
LSIJTOZL,X,X,O,O,X
LSIJLTZO,O,X,O,O,X
LSIJLTOZ,O,X,O,O,X
LSIJLZTO,O,X,O,O,X
LSIJLZOT,O,X,O,O,O
LSIJLOTZ,O,X,O,O,O
LSIJLOZT,O,X,O,O,O
LSIJZTLO,O,X,O,O,X
LSIJZTOL,X,X,O,O,X
LSIJZLTO,O,X,O,O,X
LSIJZLOT,O,X,O,O,O
LSIJZOTL,X,O,O,O,O
LSIJZOLT,O,O,O,O,O
LSIJOTLZ,X,O,O,O,O
LSIJOTZL,X,O,O,O,O
LSIJOLTZ,O,O,O,O,O
LSIJOLZT,O,O,O,O,O
LSIJOZTL,X,O,O,O,O
LSIJOZLT,O,O,O,O,O
LSIZTLJO,O,X,O,O,X
LSIZTLOJ,O,X,X,O,X
LSIZTJLO,O,X,O,O,X
LSIZTJOL,X,X,O,O,X
LSIZTOLJ,X,X,X,O,X
LSIZTOJL,X,X,X,O,X
LSIZLTJO,O,X,O,O,X
LSIZLTOJ,O,X,X,O,X
LSIZLJTO,O,X,O,O,X
LSIZLJOT,O,X,O,O,O
LSIZLOTJ,O,X,X,O,O
LSIZLOJT,O,X,O,O,O
LSIZJTLO,O,X,O,O,X
LSIZJTOL,X,X,O,O,X
LSIZJLTO,O,X,O,O,X
LSIZJLOT,O,X,O,O,O
LSIZJOTL,X,O,O,O,O
LSIZJOLT,O,O,O,O,O
LSIZOTLJ,X,O,X,O,O
LSIZOTJL,X,O,X,O,O
LSIZOLTJ,O,O,X,O,O
LSIZOLJT,O,O,O,O,O
LSIZOJTL,X,O,O,O,O
LSIZOJLT,O,O,O,O,O
LSIOTLJZ,X,O,X,O,O
LSIOTLZJ,X,O,X,O,O
LSIOTJLZ,X,O,X,O,O
LSIOTJZL,X,O,X,O,O
LSIOTZLJ,X,O,X,O,O
LSIOTZJL,X,O,X,O,O
LSIOLTJZ,O,O,X,O,O
LSIOLTZJ,O,O,X,O,O
LSIOLJTZ,O,O,O,O,O
LSIOLJZT,O,O,O,O,O
LSIOLZTJ,O,O,X,O,O
LSIOLZJT,O,O,O,O,O
LSIOJTLZ,X,O,O,O,O
LSIOJTZL,X,O,O,O,O
LSIOJLTZ,O,O,O,O,O
LSIOJLZT,O,O,O,O,O
LSIOJZTL,X,O,O,O,O
LSIOJZLT,O,O,O,O,O
LSIOZTLJ,X,O,X,O,O
LSIOZTJL,X,O,X,O,O
LSIOZLTJ,O,O,X,O,O
LSIOZLJT,O,O,O,O,O
LSIOZJTL,X,O,O,O,O
LSIOZJLT,O,O,O,O,O
LSLTIJZO,O,X,O,O,X
LSLTIJOZ,O,X,O,O,X
LSLTIZJO,O,X,O,O,X
LSLTIZOJ,O,X,X,O,X
LSLTIOJZ,O,X,X,O,X
LSLTIOZJ,O,X,X,O,X
LSLTJIZO,O,X,O,O,X
LSLTJIOZ,O,X,O,O,X
LSLTJZIO,O,X,O,O,X
LSLTJZOI,O,X,O,O,X
LSLTJOIZ,O,X,O,O,X
LSLTJOZI,O,X,O,O,X
LSLTZIJO,O,X,O,O,X
LSLTZIOJ,O,X,X,O,X
LSLTZJIO,O,X,O,O,X
LSLTZJOI,O,X,O,O,X
LSLTZOIJ,O,X,X,O,X
LSLTZOJI,O,X,X,O,X
LSLTOIJZ,O,X,X,O,X
LSLTOIZJ,O,X,X,O,X
LSLTOJIZ,O,X,X,O,X
LSLTOJZI,O,X,X,O,X
LSLTOZIJ,O,X,X,O,X
LSLTOZJI,O,X,X,O,X
LSLITJZO,O,X,O,O,X
LSLITJOZ,O,X,O,O,X
LSLITZJO,O,X,O,O,X
LSLITZOJ,O,X,X,O,X
LSLITOJZ,O,X,X,O,X
LSLITOZJ,O,X,X,O,X
LSLIJTZO,O,X,O,O,X
LSLIJTOZ,O,X,O,O,X
LSLIJZTO,O,X,O,O,X
LSLIJZOT,O,X,O,O,O
LSLIJOTZ,O,X,O,O,O
LSLIJOZT,O,X,O,O,O
LSLIZTJO,O,X,O,O,X
LSLIZTOJ,O,X,X,O,X
LSLIZJTO,O,X,O,O,X
LSLIZJOT,O,X,O,O,O
LSLIZOTJ,O,X,X,O,O
LSLIZOJT,O,X,O,O,O
LSLIOTJZ,O,X,X,O,O
LSLIOTZJ,O,X,X,O,O
LSLIOJTZ,O,X,O,O,O
LSLIOJZT,O,X,O,O,O
LSLIOZTJ,O,X,X,O,O
LSLIOZJT,O,X,O,O,O
LSLJTIZO,O,X,O,O,X
LSLJTIOZ,O,X,O,O,X
LSLJTZIO,O,X,O,O,X
LSLJTZOI,O,X,O,O,X
LSLJTOIZ,O,X,O,O,X
LSLJTOZI,O,X,O,O,X
LSLJITZO,O,X,O,O,X
LSLJITOZ,O,X,O,O,X
LSLJIZTO,O,X,O,O,X
LSLJIZOT,O,X,O,O,O
LSLJIOTZ,O,X,O,O,O
LSLJIOZT,O,X,O,O,O
LSLJZTIO,O,X,O,O,X
LSLJZTOI,O,X,O,O,X
LSLJZITO,O,X,O,O,X
LSLJZIOT,O,X,O,O,O
LSLJZOTI,O,X,O,O,O
LSLJZOIT,O,X,O,O,O
LSLJOTIZ,O,X,O,O,O
LSLJOTZI,O,X,O,O,O
LSLJOITZ,O,X,O,O,O
LSLJOIZT,O,X,O,O,O
LSLJOZTI,O,X,O,O,O
LSLJOZIT,O,X,O,O,O
LSLZTIJO,O,X,O,O,X
LSLZTIOJ,O,X,X,O,X
LSLZTJIO,O,X,O,O,X
LSLZTJOI,O,X,O,O,X
LSLZTOIJ,O,X,X,O,X
LSLZTOJI,O,X,X,O,X
LSLZITJO,O,X,O,O,X
LSLZITOJ,O,X,X,O,X
LSLZIJTO,O,X,O,O,X
LSLZIJOT,O,X,O,O,O
LSLZIOTJ,O,X,X,O,O
LSLZIOJT,O,X,O,O,O
LSLZJTIO,O,X,O,O,X
LSLZJTOI,O,X,O,O,X
LSLZJITO,O,X,O,O,X
LSLZJIOT,O,X,O,O,O
LSLZJOTI,O,X,O,O,O
LSLZJOIT,O,X,O,O,O
LSLZOTIJ,O,X,X,O,O
LSLZOTJI,O,X,X,O,O
LSLZOITJ,O,X,X,O,O
LSLZOIJT,O,X,O,O,O
LSLZOJTI,O,X,O,O,O
LSLZOJIT,O,X,O,O,O
LSLOTIJZ,O,X,X,O,O
LSLOTIZJ,O,X,X,O,O
LSLOTJIZ,O,X,X,O,O
LSLOTJZI,O,X,X,O,O
LSLOTZIJ,O,X,X,O,O
LSLOTZJI,O,X,X,O,O
LSLOITJZ,O,X,X,O,O
LSLOITZJ,O,X,X,O,O
LSLOIJTZ,O,X,O,O,O
LSLOIJZT,O,X,O,O,O
LSLOIZTJ,O,X,X,O,O
LSLOIZJT,O,X,O,O,O
LSLOJTIZ,O,X,O,O,O
LSLOJTZI,O,X,O,O,O
LSLOJITZ,O,X,O,O,O
LSLOJIZT,O,X,O,O,O
LSLOJZTI,O,X,O,O,O
LSLOJZIT,O,X,O,O,O
LSLOZTIJ,O,X,X,O,O
LSLOZTJI,O,X,X,O,O
LSLOZITJ,O,X,X,O,O
LSLOZIJT,O,X,O,O,O
LSLOZJTI,O,X,O,O,O
LSLOZJIT,O,X,O,O,O
LSJTILZO,O,X,O,O,X
LSJTILOZ,O,X,O,O,X
LSJTIZLO,O,X,O,O,X
LSJTIZOL,X,X,O,O,X
LSJTIOLZ,X,X,O,O,X
LSJTIOZL,X,X,O,O,X
LSJTLIZO,O,X,O,O,X
LSJTLIOZ,O,X,O,O,X
LSJTLZIO,O,X,O,O,X
LSJTLZOI,O,X,O,O,X
LSJTLOIZ,O,X,O,O,X
LSJTLOZI,O,X,O,O,X
LSJTZILO,O,X,O,O,X
LSJTZIOL,X,X,O,O,X
LSJTZLIO,O,X,O,O,X
LSJTZLOI,O,X,O,O,X
LSJTZOIL,X,X,O,O,X
LSJTZOLI,X,X,O,O,X
LSJTOILZ,X,X,O,O,X
LSJTOIZL,X,X,O,O,X
LSJTOLIZ,X,X,O,O,X
LSJTOLZI,X,X,O,O,X
LSJTOZIL,X,X,O,O,X
LSJTOZLI,X,X,O,O,X
LSJITLZO,O,X,O,O,X
LSJITLOZ,O,X,O,O,X
LSJITZLO,O,X,O,O,X
LSJITZOL,X,X,O,O,X
LSJITOLZ,X,X,O,O,X
LSJITOZL,X,X,O,O,X
LSJILTZO,O,X,O,O,X
LSJILTOZ,O,X,O,O,X
LSJILZTO,O,X,O,O,X
LSJILZOT,O,X,O,O,O
LSJILOTZ,O,X,O,O,O
LSJILOZT,O,X,O,O,O
LSJIZTLO,O,X,O,O,X
LSJIZTOL,X,X,O,O,X
LSJIZLTO,O,X,O,O,X
LSJIZLOT,O,X,O,O,O
LSJIZOTL,X,O,O,O,O
LSJIZOLT,O,O,O,O,O
LSJIOTLZ,X,O,O,O,O
LSJIOTZL,X,O,O,O,O
LSJIOLTZ,O,O,O,O,O
LSJIOLZT,O,O,O,O,O
LSJIOZTL,X,O,O,O,O
LSJIOZLT,O,O,O,O,O
LSJLTIZO,O,X,O,O,X
LSJLTIOZ,O,X,O,O,X
LSJLTZIO,O,X,O,O,X
LSJLTZOI,O,X,O,O,X
LSJLTOIZ,O,X,O,O,X
LSJLTOZI,O,X,O,O,X
LSJLITZO,O,X,O,O,X
LSJLITOZ,O,X,O,O,X
LSJLIZTO,O,X,O,O,X
LSJLIZOT,O,X,O,O,O
LSJLIOTZ,O,X,O,O,O
LSJLIOZT,O,X,O,O,O
LSJLZTIO,O,X,O,O,X
LSJLZTOI,O,X,O,O,X
LSJLZITO,O,X,O,O,X
LSJLZIOT,O,X,O,O,O
LSJLZOTI,O,X,O,O,O
LSJLZOIT,O,X,O,O,O
LSJLOTIZ,O,X,O,O,O
LSJLOTZI,O,X,O,O,O
LSJLOITZ,O,X,O,O,O
LSJLOIZT,O,X,O,O,O
LSJLOZTI,O,X,O,O,O
LSJLOZIT,O,X,O,O,O
LSJZTILO,O,X,O,O,X
LSJZTIOL,X,X,O,O,X
LSJZTLIO,O,X,O,O,X
LSJZTLOI,O,X,O,O,X
LSJZTOIL,X,X,O,O,X
LSJZTOLI,X,X,O,O,X
LSJZITLO,O,X,O,O,X
LSJZITOL,X,X,O,O,X
LSJZILTO,O,X,O,O,X
LSJZILOT,O,X,O,O,O
LSJZIOTL,X,O,O,O,O
LSJZIOLT,O,O,O,O,O
LSJZLTIO,O,X,O,O,X
LSJZLTOI,O,X,O,O,X
LSJZLITO,O,X,O,O,X
LSJZLIOT,O,X,O,O,O
LSJZLOTI,O,X,O,O,O
LSJZLOIT,O,X,O,O,O
LSJZOTIL,X,O,O,O,O
LSJZOTLI,X,O,O,O,O
LSJZOITL,X,O,O,O,O
LSJZOILT,O,O,O,O,O
LSJZOLTI,O,O,O,O,O
LSJZOLIT,O,O,O,O,O
LSJOTILZ,X,O,O,O,O
LSJOTIZL,X,O,O,O,O
LSJOTLIZ,X,O,O,O,O
LSJOTLZI,X,O,O,O,O
LSJOTZIL,X,O,O,O,O
LSJOTZLI,X,O,O,O,O
LSJOITLZ,X,O,O,O,O
LSJOITZL,X,O,O,O,O
LSJOILTZ,O,O,O,O,O
LSJOILZT,O,O,O,O,O
LSJOIZTL,X,O,O,O,O
LSJOIZLT,O,O,O,O,O
LSJOLTIZ,O,O,O,O,O
LSJOLTZI,O,O,O,O,O
LSJOLITZ,O,O,O,O,O
LSJOLIZT,O,O,O,O,O
LSJOLZTI,O,O,O,O,O
LSJOLZIT,O,O,O,O,O
LSJOZTIL,X,O,O,O,O
LSJOZTLI,X,O,O,O,O
LSJOZITL,X,O,O,O,O
LSJOZILT,O,O,O,O,O
LSJOZLTI,O,O,O,O,O
LSJOZLIT,O,O,O,O,O
LSZTILJO,O,X,O,O,X
LSZTILOJ,O,X,X,O,X
LSZTIJLO,O,X,O,O,X
LSZTIJOL,X,X,O,O,X
LSZTIOLJ,X,X,X,O,X
LSZTIOJL,X,X,X,O,X
LSZTLIJO,O,X,O,O,X
LSZTLIOJ,O,X,X,O,X
LSZTLJIO,O,X,O,O,X
LSZTLJOI,O,X,O,O,X
LSZTLOIJ,O,X,X,O,X
LSZTLOJI,O,X,X,O,X
LSZTJILO,O,X,O,O,X
LSZTJIOL,X,X,O,O,X
LSZTJLIO,O,X,O,O,X
LSZTJLOI,O,X,O,O,X
LSZTJOIL,X,X,O,O,X
LSZTJOLI,X,X,O,O,X
LSZTOILJ,X,X,X,O,X
LSZTOIJL,X,X,X,O,X
LSZTOLIJ,X,X,X,O,X
LSZTOLJI,X,X,X,O,X
LSZTOJIL,X,X,X,O,X
LSZTOJLI,X,X,X,O,X
LSZITLJO,O,X,O,O,X
LSZITLOJ,O,X,X,O,X
LSZITJLO,O,X,O,O,X
LSZITJOL,X,X,O,O,X
LSZITOLJ,X,X,X,O,X
LSZITOJL,X,X,X,O,X
LSZILTJO,O,X,O,O,X
LSZILTOJ,O,X,X,O,X
LSZILJTO,O,X,O,O,X
LSZILJOT,O,X,O,O,O
LSZILOTJ,O,X,X,O,O
LSZILOJT,O,X,O,O,O
LSZIJTLO,O,X,O,O,X
LSZIJTOL,X,X,O,O,X
LSZIJLTO,O,X,O,O,X
LSZIJLOT,O,X,O,O,O
LSZIJOTL,X,O,O,O,O
LSZIJOLT,O,O,O,O,O
LSZIOTLJ,X,O,X,O,O
LSZIOTJL,X,O,X,O,O
LSZIOLTJ,O,O,X,O,O
LSZIOLJT,O,O,O,O,O
LSZIOJTL,X,O,O,O,O
LSZIOJLT,O,O,O,O,O
LSZLTIJO,O,X,O,O,X
LSZLTIOJ,O,X,X,O,X
LSZLTJIO,O,X,O,O,X
LSZLTJOI,O,X,O,O,X
LSZLTOIJ,O,X,X,O,X
LSZLTOJI,O,X,X,O,X
LSZLITJO,O,X,O,O,X
LSZLITOJ,O,X,X,O,X
LSZLIJTO,O,X,O,O,X
LSZLIJOT,O,X,O,O,O
LSZLIOTJ,O,X,X,O,O
LSZLIOJT,O,X,O,O,O
LSZLJTIO,O,X,O,O,X
LSZLJTOI,O,X,O,O,X
LSZLJITO,O,X,O,O,X
LSZLJIOT,O,X,O,O,O
LSZLJOTI,O,X,O,O,O
LSZLJOIT,O,X,O,O,O
LSZLOTIJ,O,X,X,O,O
LSZLOTJI,O,X,X,O,O
LSZLOITJ,O,X,X,O,O
LSZLOIJT,O,X,O,O,O
LSZLOJTI,O,X,O,O,O
LSZLOJIT,O,X,O,O,O
LSZJTILO,O,X,O,O,X
LSZJTIOL,X,X,O,O,X
LSZJTLIO,O,X,O,O,X
LSZJTLOI,O,X,O,O,X
LSZJTOIL,X,X,O,O,X
LSZJTOLI,X,X,O,O,X
LSZJITLO,O,X,O,O,X
LSZJITOL,X,X,O,O,X
LSZJILTO,O,X,O,O,X
LSZJILOT,O,X,O,O,O
LSZJIOTL,X,O,O,O,O
LSZJIOLT,O,O,O,O,O
LSZJLTIO,O,X,O,O,X
LSZJLTOI,O,X,O,O,X
LSZJLITO,O,X,O,O,X
LSZJLIOT,O,X,O,O,O
LSZJLOTI,O,X,O,O,O
LSZJLOIT,O,X,O,O,O
LSZJOTIL,X,O,O,O,O
LSZJOTLI,X,O,O,O,O
LSZJOITL,X,O,O,O,O
LSZJOILT,O,O,O,O,O
LSZJOLTI,O,O,O,O,O
LSZJOLIT,O,O,O,O,O
LSZOTILJ,X,O,X,O,O
LSZOTIJL,X,O,X,O,O
LSZOTLIJ,X,O,X,O,O
LSZOTLJI,X,O,X,O,O
LSZOTJIL,X,O,X,O,O
LSZOTJLI,X,O,X,O,O
LSZOITLJ,X,O,X,O,O
LSZOITJL,X,O,X,O,O
LSZOILTJ,O,O,X,O,O
LSZOILJT,O,O,O,O,O
LSZOIJTL,X,O,O,O,O
LSZOIJLT,O,O,O,O,O
LSZOLTIJ,O,O,X,O,O
LSZOLTJI,O,O,X,O,O
LSZOLITJ,O,O,X,O,O
LSZOLIJT,O,O,O,O,O
LSZOLJTI,O,O,O,O,O
LSZOLJIT,O,O,O,O,O
LSZOJTIL,X,O,O,O,O
LSZOJTLI,X,O,O,O,O
LSZOJITL,X,O,O,O,O
LSZOJILT,O,O,O,O,O
LSZOJLTI,O,O,O,O,O
LSZOJLIT,O,O,O,O,O
LSOTILJZ,X,O,X,O,O
LSOTILZJ,X,O,X,O,O
LSOTIJLZ,X,O,X,O,O
LSOTIJZL,X,O,X,O,O
LSOTIZLJ,X,O,X,O,O
LSOTIZJL,X,O,X,O,O
LSOTLIJZ,X,O,X,O,O
LSOTLIZJ,X,O,X,O,O
LSOTLJIZ,X,O,X,O,O
LSOTLJZI,X,O,X,O,O
LSOTLZIJ,X,O,X,O,O
LSOTLZJI,X,O,X,O,O
LSOTJILZ,X,O,X,O,O
LSOTJIZL,X,O,X,O,O
LSOTJLIZ,X,O,X,O,O
LSOTJLZI,X,O,X,O,O
LSOTJZIL,X,O,X,O,O
LSOTJZLI,X,O,X,O,O
LSOTZILJ,X,O,X,O,O
LSOTZIJL,X,O,X,O,O
LSOTZLIJ,X,O,X,O,O
LSOTZLJI,X,O,X,O,O
LSOTZJIL,X,O,X,O,O
LSOTZJLI,X,O,X,O,O
LSOITLJZ,X,O,X,O,O
LSOITLZJ,X,O,X,O,O
LSOITJLZ,X,O,X,O,O
LSOITJZL,X,O,X,O,O
LSOITZLJ,X,O,X,O,O
LSOITZJL,X,O,X,O,O
LSOILTJZ,O,O,X,O,O
LSOILTZJ,O,O,X,O,O
LSOILJTZ,O,O,O,O,O
LSOILJZT,O,O,O,O,O
LSOILZTJ,O,O,X,O,O
LSOILZJT,O,O,O,O,O
LSOIJTLZ,X,O,O,O,O
LSOIJTZL,X,O,O,O,O
LSOIJLTZ,O,O,O,O,O
LSOIJLZT,O,O,O,O,O
LSOIJZTL,X,O,O,O,O
LSOIJZLT,O,O,O,O,O
LSOIZTLJ,X,O,X,O,O
LSOIZTJL,X,O,X,O,O
LSOIZLTJ,O,O,X,O,O
LSOIZLJT,O,O,O,O,O
LSOIZJTL,X,O,O,O,O
LSOIZJLT,O,O,O,O,O
LSOLTIJZ,O,O,X,O,O
LSOLTIZJ,O,O,X,O,O
LSOLTJIZ,O,O,X,O,O
LSOLTJZI,O,O,X,O,O
LSOLTZIJ,O,O,X,O,O
LSOLTZJI,O,O,X,O,O
LSOLITJZ,O,O,X,O,O
LSOLITZJ,O,O,X,O,O
LSOLIJTZ,O,O,O,O,O
LSOLIJZT,O,O,O,O,O
LSOLIZTJ,O,O,X,O,O
LSOLIZJT,O,O,O,O,O
LSOLJTIZ,O,O,O,O,O
LSOLJTZI,O,O,O,O,O
LSOLJITZ,O,O,O,O,O
LSOLJIZT,O,O,O,O,O
LSOLJZTI,O,O,O,O,O
LSOLJZIT,O,O,O,O,O
LSOLZTIJ,O,O,X,O,O
LSOLZTJI,O,O,X,O,O
LSOLZITJ,O,O,X,O,O
LSOLZIJT,O,O,O,O,O
LSOLZJTI,O,O,O,O,O
LSOLZJIT,O,O,O,O,O
LSOJTILZ,X,O,O,O,O
LSOJTIZL,X,O,O,O,O
LSOJTLIZ,X,O,O,O,O
LSOJTLZI,X,O,O,O,O
LSOJTZIL,X,O,O,O,O
LSOJTZLI,X,O,O,O,O
LSOJITLZ,X,O,O,O,O
LSOJITZL,X,O,O,O,O
LSOJILTZ,O,O,O,O,O
LSOJILZT,O,O,O,O,O
LSOJIZTL,X,O,O,O,O
LSOJIZLT,O,O,O,O,O
LSOJLTIZ,O,O,O,O,O
LSOJLTZI,O,O,O,O,O
LSOJLITZ,O,O,O,O,O
LSOJLIZT,O,O,O,O,O
LSOJLZTI,O,O,O,O,O
LSOJLZIT,O,O,O,O,O
LSOJZTIL,X,O,O,O,O
LSOJZTLI,X,O,O,O,O
LSOJZITL,X,O,O,O,O
LSOJZILT,O,O,O,O,O
LSOJZLTI,O,O,O,O,O
LSOJZLIT,O,O,O,O,O
LSOZTILJ,X,O,X,O,O
LSOZTIJL,X,O,X,O,O
LSOZTLIJ,X,O,X,O,O
LSOZTLJI,X,O,X,O,O
LSOZTJIL,X,O,X,O,O
LSOZTJLI,X,O,X,O,O
LSOZITLJ,X,O,X,O,O
LSOZITJL,X,O,X,O,O
LSOZILTJ,O,O,X,O,O
LSOZILJT,O,O,O,O,O
LSOZIJTL,X,O,O,O,O
LSOZIJLT,O,O,O,O,O
LSOZLTIJ,O,O,X,O,O
LSOZLTJI,O,O,X,O,O
LSOZLITJ,O,O,X,O,O
LSOZLIJT,O,O,O,O,O
