sequence,v115@RhG8AeH8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBJ3jFDqOBAAvhFRmBzfB3dB0bBOfBlhB,v115@RhG8AeH8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VB6+ytCp/AAAvhF0hB1lBTfB3iBRhBmfB,v115@RhG8AeH8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBz+aFDp/AAAvhFXiB1lBTfBUhBRiBmfB,v115@RhG8AeH8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBJ9aFDqOBAAvhFxlBfiBzbBsfBOfBliB,v115@RhG8AeH8AeC8JeUBYaAFLDmClcJSAVDEHBEooRBaoA?VBJNegCs/AAAvhFxkB/jBFiBTaBibBGiB,v115@RhG8AeH8AeC8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBa9KxCqCBAAvhF0fB/jBTdBlgBGcBifB,v115@RhG8AeH8AeC8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBJ9KWCqOBAAvhFxlB/jBzbBifBGdBlfB,v115@RhG8AeH8AeC8JeUBYaAFLDmClcJSAVDEHBEooRBaoA?VBpvbgCsOBAAvhFxkBGjBfiBTaBibBliB,v115@RhG8AeH8AeC8JeTCYaAFLDmClcJSAVDEHBEooRBPoA?VBJtjxCqCBAAvhFRlB/jBUcBVgBOfBCiB,v115@RhG8AeH8AeC8JeUBYaAFLDmClcJSAVDEHBEooRBaoA?VBJtHgCsOBAAvhFxkB/jBGiBTaBibBFiB,v115@RhG8AeH8AeC8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBJ9KxCqCBAAvhFxlB/jBzbBlfBGdBifB,v115@RhG8AeH8AeC8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBK9KWC6OBAAvhF2kB/jBTdBShB0aBlgB,v115@RhG8AeH8AeC8JeRGYaAFLDmClcJSAVDEHBEooRBJoA?VBPtjWC0/AAAvhFTfB/jB0cB6iB1gBmfB,v115@RhG8AeH8AeC8JeVHYaAFLDmClcJSAVDEHBEooRBUoA?VBadNPCvCBAAvhF0fB/jBxgBGdBzgBifB,v115@RhG8AeH8AeC8Je2FYaAFLDmClcJSAVDEHBEooRBKoA?VBPNmFDM+AAAvhFTfB/jBVhBUdBSnBxfB,v115@RhG8AeH8AeC8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBUdNPCvCBAAvhFVmB/jBxfBGdBTfBigB,v115@RhG8AeH8AeC8Je0AYaAFLDmClcJSAVDEHBEooRBaoA?VBUd9VCv/AAAvhF1kB/jBxhBiaBTiBGhB,v115@RhG8AeH8AeC8JeyEYaAFLDmClcJSAVDEHBEooRBMoA?VBzPFgC6OBAAvhF/jB+iBRhBTaB0gBlhB,v115@RhG8AeH8AeC8JeWHYaAFLDmClcJSAVDEHBEooRBKoA?VBTH8LC6OBAAvhF/jBTdBKfBRgBUgBFhB,v115@RhG8AeH8AeC8Je2EYaAFLDmClcJSAVDEHBEooRBKoA?VBTejxCMHBAAvhF/jBxgBUdBlaBSnBzgB
TLOJZIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJZSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSIJZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSIZJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSJIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLOSJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLOSZJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZIJS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZISJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLOZJIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZJSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLOZSJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O
TJILSOZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TJILZSO,X,X,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,O
TJILZOS,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJILOSZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TJILOZS,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJISLZO,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O
TJISLOZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TJISZLO,X,X,X,X,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,O
TJISZOL,X,X,X,X,O,O,X,X,O,X,O,O,X,O,O,O,X,X,X,O
TJISOLZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TJISOZL,X,X,X,X,O,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
TJIZLSO,X,O,X,X,O,O,X,O,O,X,O,O,X,O,X,O,X,X,X,O
TJIZLOS,X,O,X,X,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TJIZSLO,X,X,X,X,O,O,X,O,O,X,O,O,X,O,X,O,X,X,X,O
TJIZSOL,X,X,X,X,O,O,X,O,O,X,O,O,X,O,O,O,X,X,X,O
TJIZOLS,X,O,X,X,O,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X
TJIZOSL,X,O,X,X,O,O,X,O,O,X,O,O,X,O,O,O,X,X,X,O
TJIOLSZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TJIOLZS,X,O,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
TJIOSLZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TJIOSZL,X,O,X,X,O,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
TJIOZLS,X,O,X,X,O,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X
TJIOZSL,X,O,X,X,O,O,X,O,O,X,O,O,X,O,O,X,X,X,X,O
TJLISZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TJLISOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TJLIZSO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TJLIZOS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TJLIOZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIZO,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TJLSIOZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TJLSZIO,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TJLSZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLSOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
TJLSOZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLZISO,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TJLZIOS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSIO,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TJLZSOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLZOIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLZOSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLOISZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
TJLOIZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLOSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
TJLOSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLOZIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLOZSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSILZO,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O
TJSILOZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TJSIZLO,X,X,X,X,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,O
TJSIZOL,X,X,X,X,O,O,X,X,O,X,O,O,X,O,O,O,X,X,X,O
TJSIOLZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TJSIOZL,X,X,X,X,O,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
TJSLIZO,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TJSLIOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TJSLZIO,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TJSLZOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSLOIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
TJSLOZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSZILO,X,X,X,X,O,O,X,O,X,X,X,O,X,O,X,O,O,X,X,O
TJSZIOL,X,X,X,X,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X,O
TJSZLIO,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X
TJSZLOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSZOIL,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
TJSZOLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSOILZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJSOIZL,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O
TJSOLIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TJSOLZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSOZIL,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TJSOZLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZILSO,X,O,X,O,O,O,X,O,X,X,X,O,X,O,X,O,O,X,X,O
TJZILOS,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJZISLO,X,X,X,O,O,O,X,O,X,X,X,O,X,O,X,O,O,X,X,O
TJZISOL,X,X,X,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X,O
TJZIOLS,X,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
TJZIOSL,X,O,X,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X,O
TJZLISO,X,O,X,O,O,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X
TJZLIOS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSIO,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X
TJZLSOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZLOIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZLOSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZSILO,X,X,X,X,O,O,X,O,X,X,X,O,X,O,X,O,O,X,X,O
TJZSIOL,X,X,X,X,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X,O
TJZSLIO,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X
TJZSLOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZSOIL,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
TJZSOLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZOILS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZOISL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
TJZOLIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZOLSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZOSIL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
TJZOSLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOILSZ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJOILZS,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJOISLZ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJOISZL,O,O,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O
TJOIZLS,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJOIZSL,O,O,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O
TJOLISZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TJOLIZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOLSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TJOLSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOLZIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOLZSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOSILZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJOSIZL,X,O,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O
TJOSLIZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TJOSLZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOSZIL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOSZLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZILS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZISL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOZLIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZLSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZSIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOZSLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSILJZO,X,X,O,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSILJOZ,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSILZJO,X,X,O,O,O,O,O,X,O,O,O,X,O,O,X,O,O,X,X,X
TSILZOJ,X,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
TSILOJZ,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSILOZJ,X,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSIJLZO,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSIJLOZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSIJZLO,X,X,X,X,O,O,X,X,O,X,O,O,O,O,X,O,X,X,X,X
TSIJZOL,X,X,X,X,O,O,X,X,O,X,O,O,O,O,X,O,X,X,X,X
TSIJOLZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSIJOZL,X,X,X,X,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TSIZLJO,X,O,O,O,O,O,O,X,O,O,O,X,O,O,X,O,O,X,X,X
TSIZLOJ,X,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
TSIZJLO,X,X,X,O,O,O,O,X,O,O,O,X,O,O,X,O,O,X,X,X
TSIZJOL,X,X,X,O,O,O,O,X,O,O,O,X,O,O,X,O,X,X,X,X
TSIZOLJ,X,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
TSIZOJL,X,O,O,O,O,O,O,X,O,O,O,X,O,O,X,O,X,X,X,X
TSIOLJZ,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSIOLZJ,X,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSIOJLZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSIOJZL,X,O,O,X,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TSIOZLJ,X,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSIOZJL,X,O,O,O,O,O,O,X,O,O,O,X,O,O,X,O,X,X,X,X
TSLIJZO,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSLIJOZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLIZJO,X,O,O,O,O,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X
TSLIZOJ,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TSLIOJZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLJIZO,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSLJIOZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TSLJZIO,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TSLJZOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TSLJOZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIJO,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X
TSLZIOJ,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLZJIO,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X
TSLZJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLZOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOJIZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLOJZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOZIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLOZJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJILZO,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O
TSJILOZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TSJIZLO,X,X,X,X,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,O
TSJIZOL,X,X,X,X,O,O,X,X,O,X,O,O,X,O,O,O,X,X,X,O
TSJIOLZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TSJIOZL,X,X,X,X,O,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
TSJLIZO,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TSJLIOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TSJLZIO,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TSJLZOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSJLOIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
TSJLOZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSJZILO,X,X,X,X,O,O,X,O,X,X,X,O,X,O,X,O,O,X,X,O
TSJZIOL,X,X,X,X,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X,O
TSJZLIO,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X
TSJZLOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSJZOIL,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
TSJZOLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSJOILZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSJOIZL,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O
TSJOLIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TSJOLZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSJOZIL,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSJOZLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSZILJO,X,O,O,X,O,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X
TSZILOJ,X,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X
TSZIJLO,X,X,X,X,O,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X
TSZIJOL,X,X,X,X,O,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X
TSZIOLJ,X,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X
TSZIOJL,X,O,O,X,O,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X
TSZLIJO,X,O,O,X,O,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X
TSZLIOJ,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TSZLJIO,X,O,O,X,O,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X
TSZLJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZLOIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSZLOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJILO,X,X,X,X,O,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X
TSZJIOL,X,X,X,X,O,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X
TSZJLIO,X,X,O,X,O,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X
TSZJLOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOIL,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TSZJOLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOILJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSZOIJL,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TSZOLIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSZOLJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOJIL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TSZOJLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOILJZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOILZJ,X,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TSOIJLZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSOIJZL,X,O,O,X,O,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
TSOIZLJ,X,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TSOIZJL,X,O,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X
TSOLIJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLIZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLJIZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLJZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLZIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSOLZJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJILZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSOJIZL,X,O,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
TSOJLIZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSOJLZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSOJZIL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSOJZLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSOZILJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSOZIJL,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TSOZLIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSOZLJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZJIL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TSOZJLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILJSO,X,O,X,O,O,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X
TZILJOS,X,O,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TZILSJO,X,O,O,O,O,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X
TZILSOJ,X,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X
