sequence,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEZhBCdBTeBX?iBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEuhBciBTeBa?mBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEWiBTeBamBX?iBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEicBTeB1mBx?rBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEfiBTeBUhB6?nBmrB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEfiBSjBUhBl?nBmrB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEFdBTeBimB/?mBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhExcBTeBlmBi?mBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhETeBamBFiBf?sBGsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEZhBTeBUnBC?nBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhETeBFhB3mB+?nBasB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhETeB/mBFiBi?mBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEFdBTeBimBG?mBcsB
JZSTOIL,X,X,X,X,O,X,X,X,X,X,X,O,X
JZSTOLI,X,X,X,X,O,X,X,X,X,X,X,O,X
JZSITLO,X,X,X,X,O,O,X,X,X,X,X,X,X
JZSITOL,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSILTO,X,X,X,X,O,O,X,X,X,X,X,X,X
JZSILOT,O,X,X,X,O,O,X,X,X,O,X,X,X
JZSIOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSIOLT,O,O,X,X,O,O,X,X,X,O,X,X,X
JZSLTIO,X,X,X,X,O,O,X,X,X,X,X,X,X
JZSLTOI,X,X,X,X,O,O,X,X,X,X,X,X,X
JZSLITO,X,X,X,X,O,O,X,X,X,X,X,X,X
JZSLIOT,O,O,X,X,O,O,X,X,X,X,X,X,X
JZSLOTI,X,X,X,X,O,O,X,X,X,X,X,X,X
JZSLOIT,O,O,X,X,O,O,X,X,X,X,X,X,X
JZSOTIL,X,X,X,X,O,X,X,X,X,X,X,O,X
JZSOTLI,X,X,X,X,O,X,X,X,X,X,X,O,X
JZSOITL,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSOILT,O,O,X,X,O,O,X,X,X,O,X,X,X
JZSOLTI,X,X,X,X,O,O,X,X,X,X,X,X,X
JZSOLIT,O,O,X,X,O,O,X,X,X,X,X,X,X
JZOTILS,X,O,X,X,X,X,X,O,X,O,X,X,X
JZOTISL,O,X,X,X,O,X,X,O,X,X,X,X,X
JZOTLIS,X,O,X,X,X,X,X,O,X,X,X,X,X
JZOTLSI,X,X,X,X,X,X,X,O,X,X,X,X,X
JZOTSIL,O,X,X,X,O,X,X,O,X,X,X,X,X
JZOTSLI,O,X,X,X,O,X,X,O,X,X,X,X,X
JZOITLS,X,O,X,O,X,X,X,X,X,O,X,X,X
JZOITSL,O,X,X,O,O,X,X,X,X,X,X,X,X
JZOILTS,X,O,X,X,X,X,X,X,X,O,X,X,X
JZOILST,X,O,X,X,O,O,X,X,X,O,X,X,X
JZOISTL,X,X,X,X,O,X,X,X,X,X,X,X,X
JZOISLT,O,O,X,X,O,O,X,X,X,O,X,X,X
JZOLTIS,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOLTSI,X,X,X,X,X,X,O,X,X,X,X,X,X
JZOLITS,X,O,X,X,X,X,X,X,X,O,X,X,X
JZOLIST,X,O,O,X,O,O,O,X,X,O,X,X,X
JZOLSTI,X,X,X,X,O,O,O,X,X,X,X,X,X
JZOLSIT,X,O,O,X,O,O,O,X,X,X,X,X,X
JZOSTIL,X,X,X,X,O,X,X,X,X,X,X,O,X
JZOSTLI,X,X,X,X,O,X,X,X,X,X,X,O,X
JZOSITL,X,X,X,X,O,X,X,X,X,X,X,X,X
JZOSILT,O,O,X,X,O,O,X,X,X,O,X,X,X
JZOSLTI,X,X,X,X,O,O,X,X,X,X,X,X,X
JZOSLIT,O,O,X,X,O,O,X,X,X,X,X,X,X
JOTILSZ,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTILZS,X,X,O,O,X,X,X,X,X,X,X,X,X
JOTISLZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTISZL,O,X,X,O,X,X,X,X,X,X,X,X,X
JOTIZLS,X,O,X,O,X,X,X,O,X,O,X,X,X
JOTIZSL,O,O,X,O,O,X,X,O,X,X,X,X,X
JOTLISZ,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTLIZS,X,O,O,X,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTLSZI,O,X,O,X,X,X,O,X,X,X,X,X,X
JOTLZIS,X,O,O,X,X,X,X,O,X,X,X,X,X
JOTLZSI,X,O,O,X,X,X,O,O,X,X,X,X,X
JOTSILZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTSIZL,O,X,X,X,X,X,X,X,X,X,X,O,X
JOTSLIZ,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTSLZI,O,X,O,X,X,X,X,X,X,X,X,O,X
JOTSZIL,O,X,X,X,X,X,X,O,X,X,X,O,X
JOTSZLI,O,X,X,X,X,X,X,O,X,X,X,O,X
JOTZILS,X,O,X,X,X,X,X,O,X,O,X,X,X
JOTZISL,O,O,X,X,O,X,X,O,X,X,X,X,X
JOTZLIS,X,O,O,X,X,X,X,O,X,X,X,X,X
JOTZLSI,X,O,O,X,X,X,X,O,X,X,X,X,X
JOTZSIL,O,O,X,X,O,X,X,O,X,X,X,X,X
JOTZSLI,O,O,X,X,O,X,X,O,X,X,X,X,X
JOITLSZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JOITLZS,X,X,X,O,X,X,X,X,X,X,X,X,X
JOITSLZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JOITSZL,O,X,X,O,X,X,X,X,X,X,X,X,X
JOITZLS,X,O,X,O,X,X,X,O,X,O,X,X,X
JOITZSL,O,O,X,O,O,X,X,O,X,X,X,X,X
JOILTSZ,O,X,O,X,X,X,X,X,X,X,X,X,X
JOILTZS,X,O,O,O,X,X,X,X,X,X,X,X,O
JOILSTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JOILSZT,O,X,O,X,X,X,O,X,X,X,X,X,O
JOILZTS,X,O,X,X,X,X,X,X,X,O,X,X,O
JOILZST,X,O,O,X,O,O,O,X,X,O,X,X,O
JOISTLZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JOISTZL,O,X,X,O,X,X,X,X,X,X,X,O,X
JOISLTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JOISLZT,O,X,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,X,X,X,X,O,X,X,X,X,X,X,X,X
JOISZLT,O,X,X,X,O,X,X,X,X,O,X,X,X
JOIZTLS,X,O,X,O,X,X,X,X,X,O,X,X,X
JOIZTSL,O,X,X,O,O,X,X,X,X,X,X,X,X
JOIZLTS,X,O,X,X,X,X,X,X,X,O,X,X,X
JOIZLST,X,O,X,X,O,O,X,X,X,O,X,X,X
JOIZSTL,X,X,X,X,O,X,X,X,X,X,X,X,X
JOIZSLT,O,O,X,X,O,O,X,X,X,O,X,X,X
JOLTISZ,O,X,O,X,X,X,X,X,X,X,X,X,X
JOLTIZS,X,O,O,X,X,X,X,X,X,X,X,X,O
JOLTSIZ,O,X,O,X,X,X,X,X,X,X,X,X,X
JOLTSZI,O,X,O,X,X,X,O,X,X,X,X,X,X
JOLTZIS,X,O,O,X,X,X,X,O,X,X,X,X,O
JOLTZSI,X,O,O,X,X,X,O,O,X,X,X,X,O
JOLITSZ,O,X,O,X,X,X,X,X,X,X,X,X,X
JOLITZS,X,O,O,O,X,X,X,X,X,X,X,X,O
JOLISTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JOLISZT,O,X,O,X,X,X,O,X,X,X,X,X,O
JOLIZTS,X,O,X,X,X,X,X,X,X,O,X,X,O
JOLIZST,X,O,O,X,O,O,O,X,X,O,X,X,O
JOLSTIZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JOLSTZI,X,X,X,X,X,X,O,X,O,X,X,O,X
JOLSITZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JOLSIZT,O,X,O,X,X,X,O,X,X,X,X,X,O
JOLSZTI,X,X,X,X,X,X,O,X,X,X,X,X,O
JOLSZIT,O,X,O,X,X,X,O,X,X,X,X,X,O
JOLZTIS,X,O,X,X,X,X,X,X,X,X,X,X,O
JOLZTSI,X,X,X,X,X,X,O,X,X,X,X,X,O
JOLZITS,X,O,X,X,X,X,X,X,X,O,X,X,O
JOLZIST,X,O,O,X,O,O,O,X,X,O,X,X,O
JOLZSTI,X,X,X,X,O,O,O,X,X,X,X,X,O
JOLZSIT,X,O,O,X,O,O,O,X,X,X,X,X,O
JOSTILZ,O,X,X,X,X,X,X,X,X,X,O,X,X
JOSTIZL,O,X,X,X,X,X,X,X,X,X,O,O,X
JOSTLIZ,O,X,X,X,X,X,X,X,O,X,O,X,X
JOSTLZI,O,X,X,X,X,X,X,X,O,X,O,O,X
JOSTZIL,O,X,X,X,X,X,X,O,X,X,O,O,X
JOSTZLI,O,X,X,X,X,X,X,O,X,X,O,O,X
JOSITLZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSITZL,O,X,X,O,X,X,X,X,X,X,X,O,X
JOSILTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSILZT,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSIZLT,O,X,X,X,O,X,X,X,X,O,X,X,X
JOSLTIZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JOSLTZI,X,X,X,X,X,X,O,X,O,X,X,O,X
JOSLITZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JOSLIZT,O,X,O,X,X,X,O,X,X,X,X,X,X
JOSLZTI,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSLZIT,O,X,O,X,X,X,O,X,X,X,X,X,X
JOSZTIL,X,X,X,X,O,X,X,X,X,X,X,O,X
JOSZTLI,X,X,X,X,O,X,X,X,X,X,X,O,X
JOSZITL,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSZILT,O,X,X,X,O,X,X,X,X,O,X,X,X
JOSZLTI,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSZLIT,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZTILS,X,O,X,X,X,X,X,O,X,O,X,X,X
JOZTISL,O,X,X,X,O,X,X,O,X,X,X,X,X
JOZTLIS,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZTLSI,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZTSIL,O,X,X,X,O,X,X,O,X,X,X,X,X
JOZTSLI,O,X,X,X,O,X,X,O,X,X,X,X,X
JOZITLS,X,O,X,O,X,X,X,X,X,O,X,X,X
JOZITSL,O,X,X,O,O,X,X,X,X,X,X,X,X
JOZILTS,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZILST,X,O,X,X,O,O,X,X,X,O,X,X,X
JOZISTL,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZISLT,O,O,X,X,O,O,X,X,X,O,X,X,X
JOZLTIS,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZLITS,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZLIST,X,O,O,X,O,O,O,X,X,O,X,X,X
JOZLSTI,X,X,X,X,O,O,O,X,X,X,X,X,X
JOZLSIT,X,O,O,X,O,O,O,X,X,X,X,X,X
JOZSTIL,X,X,X,X,O,X,X,X,X,X,X,O,X
JOZSTLI,X,X,X,X,O,X,X,X,X,X,X,O,X
JOZSITL,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZSILT,O,O,X,X,O,O,X,X,X,O,X,X,X
JOZSLTI,X,X,X,X,O,O,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,O,O,X,X,X,X,X,X,X
STILJZO,O,X,X,X,X,X,X,X,X,X,O,X,X
STILJOZ,O,X,X,X,X,X,X,X,O,X,O,X,X
STILZJO,O,X,X,X,X,X,X,X,X,X,X,X,X
STILZOJ,O,X,X,X,X,X,X,X,O,X,X,X,X
STILOJZ,O,X,X,X,X,X,X,X,O,X,O,X,X
STILOZJ,O,X,X,X,X,X,X,X,O,X,X,X,X
STIJLZO,O,X,X,X,X,X,X,X,X,X,O,X,X
STIJLOZ,O,X,X,X,X,X,X,X,X,X,O,X,X
STIJZLO,O,X,X,X,X,X,X,X,X,X,O,X,X
STIJZOL,O,X,X,X,X,X,X,X,X,X,O,X,X
STIJOLZ,O,X,X,X,X,X,X,X,X,X,O,X,X
STIJOZL,O,X,X,X,X,X,X,X,X,X,O,O,X
STIZLJO,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZLOJ,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZJLO,O,X,X,X,X,X,X,X,X,X,O,X,X
STIZJOL,O,O,X,X,X,X,X,X,X,X,O,X,X
STIZOLJ,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZOJL,O,O,X,X,X,X,X,X,X,X,O,X,X
STIOLJZ,O,X,X,X,X,X,X,X,O,X,O,X,X
STIOLZJ,O,X,X,X,X,X,X,X,O,X,X,X,X
STIOJLZ,O,X,X,X,X,X,X,X,X,X,O,X,X
STIOJZL,O,X,X,X,X,X,X,X,X,X,O,O,X
STIOZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOZJL,O,O,X,X,X,X,X,X,X,X,O,X,X
STLIJZO,O,X,X,X,X,X,X,X,X,X,O,X,X
STLIJOZ,O,X,O,X,X,X,X,X,O,X,O,X,X
STLIZJO,O,O,X,X,X,X,X,X,X,X,X,X,X
STLIZOJ,O,O,X,X,X,X,X,X,O,X,X,X,X
STLIOJZ,O,X,O,X,X,X,X,X,O,X,O,X,X
STLIOZJ,O,O,X,X,X,X,X,X,O,X,X,X,X
STLJIZO,O,X,X,X,X,X,X,X,X,X,O,X,X
STLJIOZ,O,X,O,X,X,X,X,X,O,X,O,X,X
STLJZIO,O,X,X,X,X,X,X,X,X,X,O,X,X
STLJZOI,O,X,X,X,X,X,X,X,X,X,O,X,X
STLJOIZ,O,X,O,X,X,X,X,X,O,X,O,X,X
STLJOZI,O,X,O,X,X,X,X,X,O,X,O,O,X
STLZIJO,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZIOJ,O,O,X,X,X,X,X,X,O,X,X,X,X
STLZJIO,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,O,O,X,X,X,X,X,X,O,X,X,X,X
STLZOJI,O,O,X,X,X,X,X,X,O,X,X,X,X
STLOIJZ,O,X,O,X,X,X,X,X,O,X,O,X,X
STLOIZJ,O,O,X,X,X,X,X,X,O,X,X,X,X
STLOJIZ,O,X,O,X,X,X,X,X,O,X,O,X,X
STLOJZI,O,X,O,X,X,X,X,X,O,X,O,O,X
STLOZIJ,O,O,X,X,X,X,X,X,O,X,X,X,X
STLOZJI,O,O,X,X,X,X,X,X,O,X,X,X,X
STJILZO,O,X,X,X,X,X,X,X,X,X,O,X,X
STJILOZ,O,X,X,X,X,X,X,X,X,X,O,X,X
STJIZLO,O,X,X,X,X,X,X,X,X,X,O,X,X
STJIZOL,O,X,X,X,X,X,X,X,X,X,O,X,X
STJIOLZ,O,X,X,X,X,X,X,X,X,X,O,X,X
STJIOZL,O,X,X,X,X,X,X,X,X,X,O,O,X
STJLIZO,O,X,X,X,X,X,X,X,X,X,O,X,X
STJLIOZ,O,X,O,X,X,X,X,X,O,X,O,X,X
STJLZIO,O,X,X,X,X,X,X,X,X,X,O,X,X
STJLZOI,O,X,X,X,X,X,X,X,X,X,O,X,X
STJLOIZ,O,X,O,X,X,X,X,X,O,X,O,X,X
STJLOZI,O,X,O,X,X,X,X,X,O,X,O,O,X
STJZILO,O,X,X,X,X,X,X,X,X,X,O,X,X
STJZIOL,O,X,X,X,X,X,X,O,X,X,O,X,X
STJZLIO,O,X,X,X,X,X,X,O,X,X,O,X,X
STJZLOI,O,X,X,X,X,X,X,O,X,X,O,X,X
STJZOIL,O,X,X,X,X,X,X,O,X,X,O,O,X
STJZOLI,O,X,X,X,X,X,X,O,X,X,O,O,X
STJOILZ,O,X,X,X,X,X,X,X,X,X,O,X,X
STJOIZL,O,X,X,X,X,X,X,X,X,X,O,O,X
STJOLIZ,O,X,O,X,X,X,X,X,O,X,O,X,X
STJOLZI,O,X,O,X,X,X,X,X,O,X,O,O,X
STJOZIL,O,X,X,X,X,X,X,O,X,X,O,O,X
STJOZLI,O,X,X,X,X,X,X,O,X,X,O,O,X
STZILJO,O,X,X,X,X,X,X,X,X,X,X,X,X
STZILOJ,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIJLO,O,X,X,X,X,X,X,X,X,X,O,X,X
STZIJOL,O,O,X,X,X,X,X,O,X,X,O,X,X
STZIOLJ,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,O,X,X,X,X,X,O,X,X,O,X,X
STZLIJO,O,O,X,X,X,X,X,O,X,X,X,X,X
STZLIOJ,O,O,X,X,X,X,X,O,O,X,X,X,X
STZLJIO,O,O,X,X,X,X,X,O,X,X,X,X,X
STZLJOI,O,O,X,X,X,X,X,O,X,X,X,X,X
STZLOIJ,O,O,X,X,X,X,X,O,O,X,X,X,X
STZLOJI,O,O,X,X,X,X,X,O,O,X,X,X,X
STZJILO,O,X,X,X,X,X,X,X,X,X,O,X,X
STZJIOL,O,O,X,X,X,X,X,O,X,X,O,X,X
STZJLIO,O,O,X,X,X,X,X,O,X,X,O,X,X
STZJLOI,O,O,X,X,X,X,X,O,X,X,O,X,X
STZJOIL,O,O,X,X,X,X,X,O,X,X,O,O,X
STZJOLI,O,O,X,X,X,X,X,O,X,X,O,O,X
STZOILJ,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,O,O,X,X,X,X,X,O,X,X,O,X,X
STZOLIJ,O,O,X,X,X,X,X,O,O,X,X,X,X
STZOLJI,O,O,X,X,X,X,X,O,O,X,X,X,X
STZOJIL,O,O,X,X,X,X,X,O,X,X,O,O,X
STZOJLI,O,O,X,X,X,X,X,O,X,X,O,O,X
STOILJZ,O,X,X,X,X,X,X,X,O,X,O,X,X
STOILZJ,O,X,X,X,X,X,X,X,O,X,X,X,X
STOIJLZ,O,X,X,X,X,X,X,X,X,X,O,X,X
STOIJZL,O,X,X,X,X,X,X,X,X,X,O,O,X
STOIZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,O,X,X,X,X,X,X,X,X,O,X,X
STOLIJZ,O,X,O,X,X,X,X,X,O,X,O,X,X
STOLIZJ,O,O,X,X,X,X,X,X,O,X,X,X,X
STOLJIZ,O,X,O,X,X,X,X,X,O,X,O,X,X
STOLJZI,O,X,O,X,X,X,X,X,O,X,O,O,X
STOLZIJ,O,O,X,X,X,X,X,X,O,X,X,X,X
STOLZJI,O,O,X,X,X,X,X,X,O,X,X,X,X
STOJILZ,O,X,X,X,X,X,X,X,X,X,O,X,X
STOJIZL,O,X,X,X,X,X,X,X,X,X,O,O,X
STOJLIZ,O,X,O,X,X,X,X,X,O,X,O,X,X
STOJLZI,O,X,O,X,X,X,X,X,O,X,O,O,X
STOJZIL,O,X,X,X,X,X,X,O,X,X,O,O,X
STOJZLI,O,X,X,X,X,X,X,O,X,X,O,O,X
STOZILJ,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,O,O,X,X,X,X,X,O,X,X,O,X,X
STOZLIJ,O,O,X,X,X,X,X,O,O,X,X,X,X
STOZLJI,O,O,X,X,X,X,X,O,O,X,X,X,X
STOZJIL,O,O,X,X,X,X,X,O,X,X,O,O,X
STOZJLI,O,O,X,X,X,X,X,O,X,X,O,O,X
SITLJZO,O,X,X,X,X,X,X,X,X,X,O,X,X
SITLJOZ,O,X,X,X,X,X,X,X,O,X,O,X,X
SITLZJO,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,X,X,X,X,X,X,X,O,X,X,X,X
SITLOJZ,O,X,X,X,X,X,X,X,O,X,O,X,X
SITLOZJ,O,X,X,X,X,X,X,X,O,X,X,X,X
SITJLZO,O,X,X,X,X,X,X,X,X,X,O,X,X
SITJLOZ,O,X,X,X,X,X,X,X,X,X,O,X,X
SITJZLO,O,X,X,O,X,X,X,X,X,X,O,X,X
SITJZOL,O,X,X,O,X,X,X,X,X,X,O,X,X
SITJOLZ,O,X,X,X,X,X,X,X,X,X,O,X,X
SITJOZL,O,X,X,O,X,X,X,X,X,X,O,O,X
SITZLJO,O,X,X,O,X,X,X,X,X,X,X,X,X
SITZLOJ,O,X,X,O,X,X,X,X,X,X,X,X,X
SITZJLO,O,X,X,O,X,X,X,X,X,X,O,X,X
SITZJOL,O,O,X,O,X,X,X,X,X,X,O,X,X
SITZOLJ,O,X,X,O,X,X,X,X,X,X,X,X,X
SITZOJL,O,O,X,O,X,X,X,X,X,X,O,X,X
SITOLJZ,O,X,X,X,X,X,X,X,O,X,O,X,X
SITOLZJ,O,X,X,X,X,X,X,X,O,X,X,X,X
SITOJLZ,O,X,X,X,X,X,X,X,X,X,O,X,X
SITOJZL,O,X,X,O,X,X,X,X,X,X,O,O,X
SITOZLJ,O,X,X,O,X,X,X,X,X,X,X,X,X
SITOZJL,O,O,X,O,X,X,X,X,X,X,O,X,X
SILTJZO,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,X,O,X,X,X,X,X,O,X,X,X,X
SILTZJO,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X
SILTOJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
SILTOZJ,X,O,X,X,X,X,X,X,O,X,X,X,X
SILJTZO,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
SILJZTO,X,X,X,X,X,O,X,X,X,X,X,X,O
SILJZOT,O,X,X,X,X,O,X,X,X,X,X,X,O
SILJOTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
SILJOZT,O,X,O,X,X,X,X,X,X,X,X,X,O
SILZTJO,X,X,X,X,X,O,X,X,X,X,X,X,X
SILZTOJ,X,X,X,X,X,O,X,X,O,X,X,X,O
SILZJTO,X,X,X,X,X,O,X,X,X,X,X,X,O
SILZJOT,O,O,X,X,X,O,X,X,X,X,X,X,O
SILZOTJ,X,X,X,X,X,O,X,X,O,X,X,X,O
SILZOJT,O,O,X,X,X,O,X,X,X,X,X,X,O
SILOTJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
SILOTZJ,X,O,X,X,X,X,X,X,O,X,X,X,X
SILOJTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
SILOJZT,O,X,O,X,X,X,X,X,X,X,X,X,O
SILOZTJ,X,X,X,X,X,X,X,X,O,X,X,X,O
SILOZJT,O,O,X,X,X,X,X,X,X,X,X,X,O
SIJTLZO,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZLO,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJTZOL,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,O,X,X,O,X,X,X,X,X,X,X,O,X
SIJLTZO,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLZOT,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,X,X,X,O,O,X,X,X,X,X,X,X
SIJZTOL,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZLTO,X,X,X,X,O,O,X,X,X,X,X,X,X
SIJZLOT,O,X,X,X,O,O,X,X,X,O,X,X,X
SIJZOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZOLT,O,X,X,X,O,O,X,X,X,O,X,X,X
SIJOTLZ,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,O,X,X,O,X,X,X,X,X,X,X,O,X
SIJOLTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,O,X,X,X,X,O,X,X,X
SIZTLJO,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZTLOJ,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZTJLO,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTJOL,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZTOJL,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZLJTO,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZLJOT,O,X,X,X,O,O,X,X,X,O,X,X,X
SIZLOTJ,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZLOJT,O,X,X,X,O,O,X,X,X,O,X,X,X
SIZJTLO,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLTO,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJLOT,O,X,X,X,O,O,X,X,X,O,X,X,X
SIZJOTL,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,O,X,X,O,X,X,X,X,O,X,X,X
SIZOTLJ,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZOLJT,O,X,X,X,O,O,X,X,X,O,X,X,X
SIZOJTL,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,O,X,X,O,X,X,X,X,O,X,X,X
SIOTLJZ,O,X,X,X,X,X,X,X,O,X,O,X,X
SIOTLZJ,O,X,X,X,X,X,X,X,O,X,X,X,X
SIOTJLZ,O,X,X,X,X,X,X,X,X,X,O,X,X
SIOTJZL,O,X,X,O,X,X,X,X,X,X,O,O,X
SIOTZLJ,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTZJL,O,O,X,O,X,X,X,X,X,X,O,X,X
SIOLTJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
SIOLTZJ,X,O,X,X,X,X,X,X,O,X,X,X,X
SIOLJTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
SIOLJZT,O,X,O,X,X,X,X,X,X,X,X,X,O
SIOLZTJ,X,X,X,X,X,X,X,X,O,X,X,X,O
SIOLZJT,O,O,X,X,X,X,X,X,X,X,X,X,O
SIOJTLZ,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,O,X,X,O,X,X,X,X,X,X,X,O,X
SIOJLTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X,X,X,X,X,X
