sequence,v115@HhD8FeC8GeD8AeB8BeA8JexGJvhCToBFrB0sB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCCnBToB0sB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCWsBxnBXtB,v115@HhD8FeC8GeD8AeB8BeA8JemGJvhCqsBToBFrB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCRnBctBGsB,v115@HhD8FeC8GeD8AeB8BeA8JemGJvhCCoBFrBXtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBCoBXtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBusBctB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCCnBxsBXtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBWtBXtB,v115@HhD8FeC8GeD8AeB8BeA8JemGJvhCFrBCtBFtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBFtBCtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBCtBFtB,v115@HhD8FeC8GeD8AeB8BeA8JemGJvhCFrBFtBCtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCWsBctBlsB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCWsBToB0sB,v115@HhD8FeC8GeD8AeB8BeA8JeGIJvhCRrBzsBirB
TTJSIOZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJSLIZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TTJSLIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TTJSLZIO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TTJSLZOI,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TTJSLOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TTJSLOZI,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TTJSZILO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJSZIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJSZLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJSZLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJSZOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJSZOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJSOILZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJSOIZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJSOLIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJSOLZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJSOZIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJSOZLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJZILSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TTJZILOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TTJZISLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TTJZISOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TTJZIOLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TTJZIOSL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TTJZLISO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TTJZLIOS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TTJZLSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TTJZLSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TTJZLOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TTJZLOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TTJZSILO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTJZSIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTJZSLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTJZSLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTJZSOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTJZSOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTJZOILS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTJZOISL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTJZOLIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTJZOLSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTJZOSIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTJZOSLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTJOILSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJOILZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJOISLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJOISZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJOIZLS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJOIZSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTJOLISZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TTJOLIZS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TTJOLSIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TTJOLSZI,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TTJOLZIS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TTJOLZSI,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TTJOSILZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TTJOSIZL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TTJOSLIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TTJOSLZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TTJOSZIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TTJOSZLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TTJOZILS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TTJOZISL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TTJOZLIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TTJOZLSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TTJOZSIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TTJOZSLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TTSILJZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSILJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSILZJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSILZOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSILOJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSILOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIJLZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIJLOZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIJZLO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIJZOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIJOLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIJOZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIZLJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIZLOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIZJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIZJOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIZOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIZOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIOLJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIOLZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIOJLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIOJZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIOZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSIOZJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSLIJZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSLIJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSLIZJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSLIZOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSLIOJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSLIOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSLJIZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TTSLJIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TTSLJZIO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TTSLJZOI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TTSLJOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TTSLJOZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TTSLZIJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSLZIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSLZJIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSLZJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSLZOIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSLZOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSLOIJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TTSLOIZJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TTSLOJIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TTSLOJZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TTSLOZIJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TTSLOZJI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TTSJILZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJILOZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJIZLO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJIZOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJIOLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJIOZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJLIZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TTSJLIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TTSJLZIO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TTSJLZOI,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TTSJLOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TTSJLOZI,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TTSJZILO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJZIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJZLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJZLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJZOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJZOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJOILZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJOIZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJOLIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJOLZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJOZIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSJOZLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZILJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZILOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZIJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZIJOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZIOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZIOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZLIJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZLIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZLJIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZLJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZLOIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZLOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZJILO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZJIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZJLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZJLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZJOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZJOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZOILJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZOIJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZOLIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZOLJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZOJIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSZOJLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOILJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOILZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOIJLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOIJZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOIZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOIZJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOLIJZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TTSOLIZJ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TTSOLJIZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TTSOLJZI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TTSOLZIJ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TTSOLZJI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TTSOJILZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOJIZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOJLIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOJLZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOJZIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOJZLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOZILJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOZIJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOZLIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOZLJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOZJIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTSOZJLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZILJSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZILJOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZILSJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZILSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZILOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZILOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZIJLSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TTZIJLOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TTZIJSLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TTZIJSOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TTZIJOLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TTZIJOSL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TTZISLJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZISLOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZISJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZISJOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZISOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZISOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZIOLJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZIOLSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZIOJLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZIOJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZIOSLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZIOSJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLIJSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLIJOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLISJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLISOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLIOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLIOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLJISO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLJIOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLJSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLJSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLJOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLJOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLSIJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLSIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLSJIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLSJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLSOIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLSOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLOIJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLOISJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLOJIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLOJSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLOSIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZLOSJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZJILSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TTZJILOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TTZJISLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TTZJISOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TTZJIOLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TTZJIOSL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TTZJLISO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TTZJLIOS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TTZJLSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TTZJLSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TTZJLOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TTZJLOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TTZJSILO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTZJSIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTZJSLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTZJSLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTZJSOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTZJSOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TTZJOILS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TTZJOISL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TTZJOLIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TTZJOLSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TTZJOSIL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TTZJOSLI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TTZSILJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSILOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSIJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSIJOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSIOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSIOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSLIJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSLIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSLJIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSLJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSLOIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSLOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSJILO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSJIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSJLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSJLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSJOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSJOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSOILJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSOIJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSOLIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSOLJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSOJIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZSOJLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZOILJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZOILSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZOIJLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZOIJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZOISLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZOISJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZOLIJS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TTZOLISJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TTZOLJIS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TTZOLJSI,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TTZOLSIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TTZOLSJI,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TTZOJILS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TTZOJISL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TTZOJLIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TTZOJLSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TTZOJSIL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TTZOJSLI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TTZOSILJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZOSIJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZOSLIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZOSLJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZOSJIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTZOSJLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TTOILJSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TTOILJZS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
