sequence,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeG7IvhEZhBCdB?zfBXiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeR7IvhEuhBciB?zfBamBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeq/IvhETbBZhB?uhBciBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhEZhBuhB?ciBXgBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeq/IvhETbBxcB?OmBXiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhEZhBGdB?XgBzhBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeu/IvhEcgBZhB?CdBXiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeu/IvhEcgBZhB?qhBTiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhETdBXgB?OmB0hBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeu/IvhEcgBZhB?SiBzhBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeWAJvhEZhBSiB?XgBzhBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeWCJvhERgBzfB?amBXiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeq/IvhEciBxgB?3hBmlBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeR7IvhEfiBzfB?UhB6nBmrB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeR7IvhEFdBzfB?imBGmBcsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeG7IvhEZhBzfB?UnBCnBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeR7IvhEzfBFhB?3mB+nBasB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeG7IvhExcBzfB?KmBUnBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeG7IvhEzfB/mB?FiBimBcsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhEciBXgB?ThBxrBmrB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeOBJvhETdBFgB?xrBfsBCqB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhElcBXgB?2mBxrBcsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeu/IvhEcgBimB?/mBTnBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeq/IvhETbBZhB?FiBfsBGsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeWAJvhExhBXgB?lmBimBcsB
SITLZJO,O,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SITLOJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SITLOZJ,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SITJLZO,O,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SITJLOZ,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
SITJZLO,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SITJZOL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
SITJOLZ,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SITJOZL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SITZLJO,O,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SITZJLO,O,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJOL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITZOLJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITZOJL,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITOLJZ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X
SITOLZJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SITOJLZ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SITOJZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SITOZLJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITOZJL,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SILTJZO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILTJOZ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SILTZJO,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SILTOJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SILTOZJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SILJTZO,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILJTOZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SILJZTO,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILJZOT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SILJOTZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SILJOZT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SILZTJO,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SILZJTO,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILZJOT,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SILZOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SILZOJT,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOTJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SILOTZJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SILOJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SILOJZT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SILOZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SILOZJT,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJTLZO,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIJTLOZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
SIJTZLO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIJTZOL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
SIJTOLZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJTOZL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SIJLTZO,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIJLTOZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
SIJLZTO,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJLZOT,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
SIJLOTZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
SIJLOZT,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
SIJZTLO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIJZTOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
SIJZLTO,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJZLOT,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
SIJZOTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SIJZOLT,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
SIJOTLZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SIJOLTZ,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJOLZT,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
SIJOZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SIJOZLT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
SIZTLJO,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLOJ,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIZTJLO,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTJOL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZTOLJ,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZTOJL,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZLTJO,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIZLJTO,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZLJOT,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIZLOJT,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZJTLO,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZJTOL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SIZJLTO,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZJLOT,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SIZJOTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SIZJOLT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZOLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOLJT,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIZOJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZOJLT,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOTLJZ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X
SIOTLZJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIOTJLZ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIOTJZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SIOTZLJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOTZJL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIOLTJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIOLTZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIOLJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIOLJZT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SIOLZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIOLZJT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJTLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJTZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SIOJLTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOZTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOZLJT,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOZJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZJLT,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SLTIJZO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTIJOZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTIZJO,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
SLTIOJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTIOZJ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SLTJIZO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTJZIO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTJOZI,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
SLTZJIO,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZJOI,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTZOJI,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SLTOIZJ,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTOJIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SLTOJZI,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLTOZIJ,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTOZJI,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLITJOZ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLITZJO,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITZOJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SLITOJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLITOZJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SLIJTZO,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLIJTOZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIJZTO,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLIJZOT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
SLIJOTZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIJOZT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
SLIZTJO,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
SLIZJTO,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SLIZJOT,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
SLIZOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SLIZOJT,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLIOTJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIOTZJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SLIOJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIOJZT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
SLIOZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SLIOZJT,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJTIZO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJTZIO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJTOZI,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJITZO,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLJITOZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJIZTO,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLJIZOT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
SLJIOTZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJIOZT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
SLJZTIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZIOT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SLJZOTI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOIT,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJOTZI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJOIZT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZTI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZIT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTIJO,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZTIOJ,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
SLZTJIO,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTJOI,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTOIJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLZTOJI,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZITJO,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZITOJ,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
SLZIJTO,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SLZIJOT,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X
SLZIOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SLZIOJT,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLZJTIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZJITO,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJIOT,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X
SLZJOTI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZJOIT,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZOTIJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SLZOTJI,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLZOITJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SLZOIJT,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SLZOJTI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLZOJIT,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLOTIJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SLOTIZJ,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
