sequence,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8Je3BJvhEMWBzYB?pUByQB+GB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8Je3BJvhEMWBzYB?pUB2QBqGB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?iWBMPBvSB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhFJRBtWB?3XBSeBMUB+LB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhF3WBMLB?aZBGYBpUBFRB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhF3WBMLB?eZBSYBpUBFRB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhEvWBJGB?0XB+ZBqNB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?MWB3SBKLB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?MWB3SByQB
LZOSJTI,O,O,O,O,O,O,X,X,X
LZOSJIT,O,O,O,O,O,O,X,O,O
LOTIJSZ,O,X,O,O,O,X,X,O,X
LOTIJZS,O,X,O,O,O,X,X,O,X
LOTISJZ,O,X,O,O,O,X,X,O,X
LOTISZJ,O,X,X,O,O,X,X,O,X
LOTIZJS,O,X,X,O,O,X,X,O,X
LOTIZSJ,O,X,X,O,O,X,X,O,X
LOTJISZ,O,X,O,O,O,X,X,O,X
LOTJIZS,O,X,O,O,O,X,X,O,X
LOTJSIZ,O,X,O,O,O,X,X,X,X
LOTJSZI,O,X,O,O,O,X,X,X,X
LOTJZIS,O,X,O,O,O,X,X,O,O
LOTJZSI,O,X,O,O,O,X,X,X,X
LOTSIJZ,O,X,O,O,O,X,X,X,X
LOTSIZJ,O,X,X,O,O,X,X,X,X
LOTSJIZ,O,X,O,O,O,X,X,X,X
LOTSJZI,O,X,O,O,O,X,X,X,X
LOTSZIJ,O,X,X,O,O,X,X,X,X
LOTSZJI,O,X,X,O,O,X,X,X,X
LOTZIJS,O,X,X,O,O,X,X,O,O
LOTZISJ,O,X,X,O,O,X,X,O,O
LOTZJIS,O,X,X,O,O,X,X,O,O
LOTZJSI,O,X,X,O,O,X,X,X,X
LOTZSIJ,O,X,X,O,O,X,X,X,X
LOTZSJI,O,X,X,O,O,X,X,X,X
LOITJSZ,O,X,O,O,O,X,X,O,X
LOITJZS,O,X,O,O,O,X,X,O,X
LOITSJZ,O,X,O,O,O,X,X,O,X
LOITSZJ,O,X,X,O,O,X,X,O,X
LOITZJS,O,X,X,O,O,X,X,O,X
LOITZSJ,O,X,X,O,O,X,X,O,X
LOIJTSZ,O,O,O,O,O,O,X,O,X
LOIJTZS,O,O,O,O,O,O,X,O,X
LOIJSTZ,O,O,O,O,O,O,X,O,X
LOIJSZT,O,O,O,O,O,O,O,O,O
LOIJZTS,O,O,O,O,O,O,O,O,O
LOIJZST,O,O,O,O,O,O,O,O,O
LOISTJZ,O,X,O,O,O,X,X,O,X
LOISTZJ,O,X,X,O,O,X,X,O,X
LOISJTZ,O,O,O,O,O,O,X,O,X
LOISJZT,O,O,O,O,O,O,O,O,O
LOISZTJ,O,X,X,O,O,X,O,O,O
LOISZJT,O,O,O,O,O,O,O,O,O
LOIZTJS,O,X,X,O,O,X,O,O,O
LOIZTSJ,O,X,X,O,O,X,O,O,O
LOIZJTS,O,O,O,O,O,O,O,O,O
LOIZJST,O,O,O,O,O,O,O,O,O
LOIZSTJ,O,X,X,O,O,X,O,O,O
LOIZSJT,O,O,O,O,O,O,O,O,O
LOJTISZ,O,O,O,O,O,O,X,O,X
LOJTIZS,O,O,O,O,O,O,X,O,X
LOJTSIZ,O,O,O,O,O,O,X,X,X
LOJTSZI,O,O,O,O,O,O,X,X,X
LOJTZIS,O,O,O,O,O,O,X,O,O
LOJTZSI,O,O,O,O,O,O,X,X,X
LOJITSZ,O,O,O,O,O,O,X,O,X
LOJITZS,O,O,O,O,O,O,X,O,X
LOJISTZ,O,O,O,O,O,O,X,O,X
LOJISZT,O,O,O,O,O,O,O,O,O
LOJIZTS,O,O,O,O,O,O,O,O,O
LOJIZST,O,O,O,O,O,O,O,O,O
LOJSTIZ,O,O,O,O,O,O,X,X,X
LOJSTZI,O,O,O,O,O,O,X,X,X
LOJSITZ,O,O,O,O,O,O,X,O,X
LOJSIZT,O,O,O,O,O,O,O,O,X
LOJSZTI,O,O,O,O,O,O,O,X,X
LOJSZIT,O,O,O,O,O,O,O,O,O
LOJZTIS,O,O,O,O,O,O,O,O,O
LOJZTSI,O,O,O,O,O,O,O,X,X
LOJZITS,O,O,O,O,O,O,O,O,O
LOJZIST,O,O,O,O,O,O,O,O,O
LOJZSTI,O,O,O,O,O,O,O,X,X
LOJZSIT,O,O,O,O,O,O,O,O,O
LOSTIJZ,O,X,O,O,O,X,X,X,X
LOSTIZJ,O,X,X,O,O,X,X,X,X
LOSTJIZ,O,X,O,O,O,X,X,X,X
LOSTJZI,O,X,O,O,O,X,X,X,X
LOSTZIJ,O,X,X,O,O,X,X,X,X
LOSTZJI,O,X,X,O,O,X,X,X,X
LOSITJZ,O,X,O,O,O,X,X,O,X
LOSITZJ,O,X,X,O,O,X,X,O,X
LOSIJTZ,O,O,O,O,O,O,X,O,X
LOSIJZT,O,O,O,O,O,O,O,O,X
LOSIZTJ,O,X,X,O,O,X,O,O,X
LOSIZJT,O,O,O,O,O,O,O,O,X
LOSJTIZ,O,O,O,O,O,O,X,X,X
LOSJTZI,O,O,O,O,O,O,X,X,X
LOSJITZ,O,O,O,O,O,O,X,O,X
LOSJIZT,O,O,O,O,O,O,O,O,X
LOSJZTI,O,O,O,O,O,O,O,X,X
LOSJZIT,O,O,O,O,O,O,O,O,O
LOSZTIJ,O,X,X,O,O,X,O,X,X
LOSZTJI,O,X,X,O,O,X,O,X,X
LOSZITJ,O,X,X,O,O,X,O,O,O
LOSZIJT,O,O,O,O,O,O,O,O,O
LOSZJTI,O,O,O,O,O,O,O,X,X
LOSZJIT,O,O,O,O,O,O,O,O,O
LOZTIJS,O,X,X,O,O,X,O,O,O
LOZTISJ,O,X,X,O,O,X,O,O,O
LOZTJIS,O,X,X,O,O,X,O,O,O
LOZTJSI,O,X,X,O,O,X,O,X,X
LOZTSIJ,O,X,X,O,O,X,O,X,X
LOZTSJI,O,X,X,O,O,X,O,X,X
LOZITJS,O,X,X,O,O,X,O,O,O
LOZITSJ,O,X,X,O,O,X,O,O,O
LOZIJTS,O,O,O,O,O,O,O,O,O
LOZIJST,O,O,O,O,O,O,O,O,O
LOZISTJ,O,X,X,O,O,X,O,O,O
LOZISJT,O,O,O,O,O,O,O,O,O
LOZJTIS,O,O,O,O,O,O,O,O,O
LOZJTSI,O,O,O,O,O,O,O,X,X
LOZJITS,O,O,O,O,O,O,O,O,O
LOZJIST,O,O,O,O,O,O,O,O,O
LOZJSTI,O,O,O,O,O,O,O,X,X
LOZJSIT,O,O,O,O,O,O,O,O,O
LOZSTIJ,O,X,X,O,O,X,O,X,X
LOZSTJI,O,X,X,O,O,X,O,X,X
LOZSITJ,O,X,X,O,O,X,O,O,O
LOZSIJT,O,O,O,O,O,O,O,O,O
LOZSJTI,O,O,O,O,O,O,O,X,X
LOZSJIT,O,O,O,O,O,O,O,O,O
JTILSZO,X,O,X,O,O,O,X,X,X
JTILSOZ,X,O,X,O,X,X,X,X,X
JTILZSO,X,O,X,O,O,O,X,X,X
JTILZOS,X,O,X,O,X,X,X,X,X
JTILOSZ,X,O,X,O,X,X,X,X,X
JTILOZS,X,O,X,O,X,X,X,X,X
JTISLZO,X,O,X,O,O,O,X,X,X
JTISLOZ,X,O,X,O,X,X,X,X,X
JTISZLO,X,O,X,X,O,O,X,X,X
JTISZOL,X,O,X,X,X,O,X,X,X
JTISOLZ,X,O,X,O,X,O,X,X,X
JTISOZL,X,O,X,O,X,O,O,X,X
JTIZLSO,X,O,X,O,O,O,X,X,X
JTIZLOS,X,O,X,O,X,X,X,X,X
JTIZSLO,X,O,X,X,O,O,X,X,X
JTIZSOL,X,O,X,X,X,O,X,X,X
JTIZOLS,X,O,X,O,X,O,X,X,X
JTIZOSL,X,O,X,O,X,O,X,X,X
JTIOLSZ,X,O,X,O,X,O,X,X,X
JTIOLZS,X,O,X,O,X,O,X,X,X
JTIOSLZ,X,O,X,O,X,O,X,X,X
JTIOSZL,X,O,X,O,X,O,O,X,X
JTIOZLS,X,O,X,O,X,O,O,X,X
JTIOZSL,X,O,X,O,X,O,O,X,X
JTLISZO,X,O,X,O,O,O,X,X,X
JTLISOZ,X,O,X,O,X,X,X,X,X
JTLIZSO,X,O,X,O,O,O,X,X,X
JTLIZOS,X,O,X,O,X,X,X,X,X
JTLIOSZ,X,O,X,O,X,X,X,X,X
JTLIOZS,X,O,X,O,X,X,X,X,X
JTLSIZO,X,O,X,O,O,O,X,X,X
JTLSIOZ,X,O,X,O,X,X,X,X,X
JTLSZIO,X,O,X,O,O,O,X,X,X
JTLSZOI,X,O,X,O,X,X,X,X,X
JTLSOIZ,X,O,X,O,X,X,X,X,X
JTLSOZI,X,O,X,O,X,X,X,X,X
JTLZISO,X,O,X,O,O,O,X,X,X
JTLZIOS,X,O,X,O,X,X,X,X,X
JTLZSIO,X,O,X,O,O,O,X,X,X
JTLZSOI,X,O,X,O,X,X,X,X,X
JTLZOIS,X,O,O,O,X,X,X,O,O
JTLZOSI,X,O,O,O,X,X,X,X,X
JTLOISZ,X,O,O,O,X,X,X,O,X
JTLOIZS,X,O,O,O,X,X,X,O,X
JTLOSIZ,X,O,O,O,X,X,X,X,X
JTLOSZI,X,O,O,O,X,X,X,X,X
JTLOZIS,X,O,O,O,X,X,X,O,O
JTLOZSI,X,O,O,O,X,X,X,X,X
JTSILZO,X,O,X,O,O,O,X,X,X
JTSILOZ,X,O,X,O,X,X,X,X,X
JTSIZLO,X,O,X,X,O,O,X,X,X
JTSIZOL,X,O,X,X,X,O,X,X,X
JTSIOLZ,X,O,X,O,X,O,X,X,X
JTSIOZL,X,O,X,O,X,O,O,X,X
JTSLIZO,X,O,X,O,O,O,X,X,X
JTSLIOZ,X,O,X,O,X,X,X,X,X
JTSLZIO,X,O,X,O,O,O,X,X,X
JTSLZOI,X,O,X,O,X,X,X,X,X
JTSLOIZ,X,O,X,O,X,X,X,X,X
JTSLOZI,X,O,X,O,X,X,X,X,X
JTSZILO,X,O,X,X,O,O,X,X,X
JTSZIOL,X,O,X,X,X,O,X,X,X
JTSZLIO,X,O,X,X,O,O,X,X,X
JTSZLOI,X,O,X,X,X,X,X,X,X
JTSZOIL,X,O,X,X,X,O,X,X,X
JTSZOLI,X,O,X,X,X,O,X,X,X
JTSOILZ,X,O,X,O,X,O,X,X,X
JTSOIZL,X,O,X,O,X,O,O,X,X
JTSOLIZ,X,O,X,O,X,O,X,X,X
JTSOLZI,X,O,X,O,X,O,X,X,X
JTSOZIL,X,O,X,O,X,O,O,X,X
JTSOZLI,X,O,X,O,X,O,O,X,X
JTZILSO,X,O,X,O,O,O,X,X,X
JTZILOS,X,O,X,O,X,X,X,X,X
JTZISLO,X,O,X,X,O,O,X,X,X
JTZISOL,X,O,X,X,X,O,X,X,X
JTZIOLS,X,O,X,O,X,O,X,X,X
JTZIOSL,X,O,X,O,X,O,X,X,X
JTZLISO,X,O,X,O,O,O,X,X,X
JTZLIOS,X,O,X,O,X,X,X,X,X
JTZLSIO,X,O,X,O,O,O,X,X,X
JTZLSOI,X,O,X,O,X,X,X,X,X
JTZLOIS,X,O,O,O,X,X,X,O,O
JTZLOSI,X,O,O,O,X,X,X,X,X
JTZSILO,X,O,X,X,O,O,X,X,X
JTZSIOL,X,O,X,X,X,O,X,X,X
JTZSLIO,X,O,X,X,O,O,X,X,X
JTZSLOI,X,O,X,X,X,X,X,X,X
JTZSOIL,X,O,X,X,X,O,X,X,X
JTZSOLI,X,O,X,X,X,O,X,X,X
JTZOILS,X,O,O,O,X,O,X,O,O
JTZOISL,X,O,O,O,X,O,X,O,O
JTZOLIS,X,O,O,O,X,O,X,O,O
JTZOLSI,X,O,O,O,X,O,X,X,X
JTZOSIL,X,O,X,O,X,O,X,X,X
JTZOSLI,X,O,X,O,X,O,X,X,X
JTOILSZ,X,O,O,O,X,O,X,O,X
JTOILZS,X,O,O,O,X,O,X,O,X
JTOISLZ,X,O,O,O,X,O,X,O,X
JTOISZL,X,O,O,O,X,O,O,O,O
JTOIZLS,X,O,O,O,X,O,O,O,O
JTOIZSL,X,O,O,O,X,O,O,O,O
JTOLISZ,X,O,O,O,X,O,X,O,X
JTOLIZS,X,O,O,O,X,O,X,O,X
JTOLSIZ,X,O,O,O,X,O,X,X,X
JTOLSZI,X,O,O,O,X,O,X,X,X
JTOLZIS,X,O,O,O,X,O,X,O,O
JTOLZSI,X,O,O,O,X,O,X,X,X
JTOSILZ,X,O,X,O,X,O,X,X,X
JTOSIZL,X,O,X,O,X,O,O,X,X
JTOSLIZ,X,O,X,O,X,O,X,X,X
JTOSLZI,X,O,X,O,X,O,X,X,X
JTOSZIL,X,O,X,O,X,O,O,X,X
JTOSZLI,X,O,X,O,X,O,O,X,X
JTOZILS,X,O,O,O,X,O,O,O,O
JTOZISL,X,O,O,O,X,O,O,O,O
JTOZLIS,X,O,O,O,X,O,O,O,O
JTOZLSI,X,O,O,O,X,O,O,X,X
JTOZSIL,X,O,X,O,X,O,O,X,X
JTOZSLI,X,O,X,O,X,O,O,X,X
JITLSZO,X,O,X,O,O,O,X,X,X
JITLSOZ,X,O,X,O,X,X,X,X,X
JITLZSO,X,O,X,O,O,O,X,X,X
JITLZOS,X,O,X,O,X,X,X,X,X
JITLOSZ,X,O,X,O,X,X,X,X,X
JITLOZS,X,O,X,O,X,X,X,X,X
JITSLZO,X,O,X,O,O,O,X,X,X
JITSLOZ,X,O,X,O,X,X,X,X,X
JITSZLO,X,O,X,X,O,O,X,X,X
JITSZOL,X,O,X,X,X,O,X,X,X
JITSOLZ,X,O,X,O,X,O,X,X,X
JITSOZL,X,O,X,O,X,O,O,X,X
JITZLSO,X,O,X,O,O,O,X,X,X
JITZLOS,X,O,X,O,X,X,X,X,X
JITZSLO,X,O,X,X,O,O,X,X,X
JITZSOL,X,O,X,X,X,O,X,X,X
JITZOLS,X,O,X,O,X,O,X,X,X
JITZOSL,X,O,X,O,X,O,X,X,X
JITOLSZ,X,O,X,O,X,O,X,X,X
JITOLZS,X,O,X,O,X,O,X,X,X
JITOSLZ,X,O,X,O,X,O,X,X,X
JITOSZL,X,O,X,O,X,O,O,X,X
JITOZLS,X,O,X,O,X,O,O,X,X
JITOZSL,X,O,X,O,X,O,O,X,X
JILTSZO,O,O,X,O,O,O,X,X,X
JILTSOZ,O,O,X,O,X,X,X,X,X
JILTZSO,O,O,X,O,O,O,X,X,X
JILTZOS,O,O,X,O,X,X,X,X,X
JILTOSZ,O,O,X,O,X,X,X,X,X
JILTOZS,O,O,X,O,X,X,X,X,X
JILSTZO,O,O,X,O,O,O,X,X,X
JILSTOZ,O,O,X,O,X,X,X,X,X
JILSZTO,O,O,X,O,O,O,X,X,X
JILSZOT,O,O,X,O,O,O,X,X,X
JILSOTZ,O,O,X,O,O,O,X,X,X
JILSOZT,O,O,X,O,O,O,O,X,X
JILZTSO,O,O,X,O,O,O,X,X,X
JILZTOS,O,O,X,O,X,X,X,X,X
JILZSTO,O,O,X,O,O,O,X,X,X
JILZSOT,O,O,X,O,O,O,X,X,X
JILZOTS,O,O,O,O,O,O,X,O,O
JILZOST,O,O,O,O,O,O,X,O,O
JILOTSZ,O,O,O,O,O,O,X,O,X
JILOTZS,O,O,O,O,O,O,X,O,X
JILOSTZ,O,O,O,O,O,O,X,O,X
JILOSZT,O,O,O,O,O,O,O,O,X
JILOZTS,O,O,O,O,O,O,O,O,O
JILOZST,O,O,O,O,O,O,O,O,O
JISTLZO,X,O,X,O,O,O,X,X,X
JISTLOZ,X,O,X,O,X,X,X,X,X
JISTZLO,X,O,X,X,O,O,X,X,X
JISTZOL,X,O,X,X,X,O,X,X,X
JISTOLZ,X,O,X,O,X,O,X,X,X
JISTOZL,X,O,X,O,X,O,O,X,X
JISLTZO,O,O,X,O,O,O,X,X,X
JISLTOZ,O,O,X,O,X,X,X,X,X
JISLZTO,O,O,X,O,O,O,X,X,X
JISLZOT,O,O,X,O,O,O,X,X,X
JISLOTZ,O,O,X,O,O,O,X,X,X
JISLOZT,O,O,X,O,O,O,O,X,X
JISZTLO,X,O,X,X,O,O,X,X,X
JISZTOL,X,O,X,X,X,O,X,X,X
JISZLTO,O,O,X,X,O,O,X,X,X
JISZLOT,O,O,X,X,O,O,X,X,X
JISZOTL,X,O,X,X,O,O,O,X,X
JISZOLT,O,O,X,X,O,O,O,X,X
JISOTLZ,X,O,X,O,O,O,X,X,X
JISOTZL,X,O,X,O,O,O,O,X,X
JISOLTZ,O,O,X,O,O,O,X,X,X
JISOLZT,O,O,X,O,O,O,O,X,X
JISOZTL,X,O,X,O,O,O,O,X,X
JISOZLT,O,O,X,O,O,O,O,X,X
JIZTLSO,X,O,X,O,O,O,X,X,X
JIZTLOS,X,O,X,O,X,X,X,X,X
JIZTSLO,X,O,X,X,O,O,X,X,X
JIZTSOL,X,O,X,X,X,O,X,X,X
JIZTOLS,X,O,X,O,X,O,X,X,X
JIZTOSL,X,O,X,O,X,O,X,X,X
JIZLTSO,O,O,X,O,O,O,X,X,X
JIZLTOS,O,O,X,O,X,X,X,X,X
JIZLSTO,O,O,X,O,O,O,X,X,X
JIZLSOT,O,O,X,O,O,O,X,X,X
JIZLOTS,O,O,O,O,O,O,X,O,O
JIZLOST,O,O,O,O,O,O,X,O,O
JIZSTLO,X,O,X,X,O,O,X,X,X
JIZSTOL,X,O,X,X,X,O,X,X,X
JIZSLTO,O,O,X,X,O,O,X,X,X
JIZSLOT,O,O,X,X,O,O,X,X,X
JIZSOTL,X,O,X,X,O,O,O,X,X
JIZSOLT,O,O,X,X,O,O,O,X,X
JIZOTLS,X,O,O,O,O,O,O,O,O
JIZOTSL,X,O,O,O,O,O,O,O,O
JIZOLTS,O,O,O,O,O,O,O,O,O
JIZOLST,O,O,O,O,O,O,O,O,O
JIZOSTL,X,O,O,O,O,O,O,O,O
JIZOSLT,O,O,O,O,O,O,O,O,O
JIOTLSZ,X,O,O,O,O,O,X,O,X
JIOTLZS,X,O,O,O,O,O,X,O,X
JIOTSLZ,X,O,O,O,O,O,X,O,X
JIOTSZL,X,O,O,O,O,O,O,O,O
JIOTZLS,X,O,O,O,O,O,O,O,O
JIOTZSL,X,O,O,O,O,O,O,O,O
JIOLTSZ,O,O,O,O,O,O,X,O,X
JIOLTZS,O,O,O,O,O,O,X,O,X
JIOLSTZ,O,O,O,O,O,O,X,O,X
JIOLSZT,O,O,O,O,O,O,O,O,O
JIOLZTS,O,O,O,O,O,O,O,O,O
JIOLZST,O,O,O,O,O,O,O,O,O
JIOSTLZ,X,O,O,O,O,O,X,O,X
JIOSTZL,X,O,O,O,O,O,O,O,O
JIOSLTZ,O,O,O,O,O,O,X,O,X
JIOSLZT,O,O,O,O,O,O,O,O,O
JIOSZTL,X,O,O,O,O,O,O,O,O
JIOSZLT,O,O,O,O,O,O,O,O,O
JIOZTLS,X,O,O,O,O,O,O,O,O
JIOZTSL,X,O,O,O,O,O,O,O,O
JIOZLTS,O,O,O,O,O,O,O,O,O
JIOZLST,O,O,O,O,O,O,O,O,O
JIOZSTL,X,O,O,O,O,O,O,O,O
JIOZSLT,O,O,O,O,O,O,O,O,O
JLTISZO,O,O,X,O,O,O,X,X,X
JLTISOZ,O,O,X,O,X,X,X,X,X
JLTIZSO,O,O,X,O,O,O,X,X,X
JLTIZOS,O,O,X,O,X,X,X,X,X
JLTIOSZ,O,O,X,O,X,X,X,X,X
JLTIOZS,O,O,X,O,X,X,X,X,X
JLTSIZO,O,O,X,O,O,O,X,X,X
JLTSIOZ,O,O,X,O,X,X,X,X,X
JLTSZIO,O,O,X,O,O,O,X,X,X
JLTSZOI,O,O,X,O,X,X,X,X,X
JLTSOIZ,O,O,X,O,X,X,X,X,X
JLTSOZI,O,O,X,O,X,X,X,X,X
JLTZISO,O,O,X,O,O,O,X,X,X
JLTZIOS,O,O,X,O,X,X,X,X,X
JLTZSIO,O,O,X,O,O,O,X,X,X
JLTZSOI,O,O,X,O,X,X,X,X,X
JLTZOIS,O,O,O,O,X,X,X,O,O
JLTZOSI,O,O,O,O,X,X,X,X,X
JLTOISZ,O,O,O,O,X,X,X,O,X
JLTOIZS,O,O,O,O,X,X,X,O,X
JLTOSIZ,O,O,O,O,X,X,X,X,X
JLTOSZI,O,O,O,O,X,X,X,X,X
JLTOZIS,O,O,O,O,X,X,X,O,O
JLTOZSI,O,O,O,O,X,X,X,X,X
JLITSZO,O,O,X,O,O,O,X,X,X
JLITSOZ,O,O,X,O,X,X,X,X,X
JLITZSO,O,O,X,O,O,O,X,X,X
JLITZOS,O,O,X,O,X,X,X,X,X
JLITOSZ,O,O,X,O,X,X,X,X,X
JLITOZS,O,O,X,O,X,X,X,X,X
JLISTZO,O,O,X,O,O,O,X,X,X
JLISTOZ,O,O,X,O,X,X,X,X,X
JLISZTO,O,O,X,O,O,O,X,X,X
JLISZOT,O,O,X,O,O,O,X,X,X
JLISOTZ,O,O,X,O,O,O,X,X,X
JLISOZT,O,O,X,O,O,O,O,X,X
JLIZTSO,O,O,X,O,O,O,X,X,X
JLIZTOS,O,O,X,O,X,X,X,X,X
JLIZSTO,O,O,X,O,O,O,X,X,X
JLIZSOT,O,O,X,O,O,O,X,X,X
JLIZOTS,O,O,O,O,O,O,X,O,O
JLIZOST,O,O,O,O,O,O,X,O,O
JLIOTSZ,O,O,O,O,O,O,X,O,X
JLIOTZS,O,O,O,O,O,O,X,O,X
JLIOSTZ,O,O,O,O,O,O,X,O,X
JLIOSZT,O,O,O,O,O,O,O,O,X
JLIOZTS,O,O,O,O,O,O,O,O,O
JLIOZST,O,O,O,O,O,O,O,O,O
JLSTIZO,O,O,X,O,O,O,X,X,X
JLSTIOZ,O,O,X,O,X,X,X,X,X
JLSTZIO,O,O,X,O,O,O,X,X,X
JLSTZOI,O,O,X,O,X,X,X,X,X
JLSTOIZ,O,O,X,O,X,X,X,X,X
JLSTOZI,O,O,X,O,X,X,X,X,X
JLSITZO,O,O,X,O,O,O,X,X,X
JLSITOZ,O,O,X,O,X,X,X,X,X
JLSIZTO,O,O,X,O,O,O,X,X,X
JLSIZOT,O,O,X,O,O,O,X,X,X
JLSIOTZ,O,O,X,O,O,O,X,X,X
JLSIOZT,O,O,X,O,O,O,O,X,X
JLSZTIO,O,O,X,O,O,O,X,X,X
JLSZTOI,O,O,X,O,X,X,X,X,X
JLSZITO,O,O,X,O,O,O,X,X,X
JLSZIOT,O,O,X,O,O,O,X,X,X
JLSZOTI,O,O,O,O,O,O,X,X,X
JLSZOIT,O,O,O,O,O,O,X,O,O
JLSOTIZ,O,O,O,O,O,O,X,X,X
JLSOTZI,O,O,O,O,O,O,X,X,X
JLSOITZ,O,O,O,O,O,O,X,O,X
JLSOIZT,O,O,O,O,O,O,O,O,X
JLSOZTI,O,O,O,O,O,O,O,X,X
JLSOZIT,O,O,O,O,O,O,O,O,O
JLZTISO,O,O,X,O,O,O,X,X,X
JLZTIOS,O,O,X,O,X,X,X,X,X
JLZTSIO,O,O,X,O,O,O,X,X,X
JLZTSOI,O,O,X,O,X,X,X,X,X
JLZTOIS,O,O,O,O,X,X,X,O,O
JLZTOSI,O,O,O,O,X,X,X,X,X
JLZITSO,O,O,X,O,O,O,X,X,X
JLZITOS,O,O,X,O,X,X,X,X,X
JLZISTO,O,O,X,O,O,O,X,X,X
JLZISOT,O,O,X,O,O,O,X,X,X
JLZIOTS,O,O,O,O,O,O,X,O,O
JLZIOST,O,O,O,O,O,O,X,O,O
JLZSTIO,O,O,X,O,O,O,X,X,X
JLZSTOI,O,O,X,O,X,X,X,X,X
JLZSITO,O,O,X,O,O,O,X,X,X
JLZSIOT,O,O,X,O,O,O,X,X,X
JLZSOTI,O,O,O,O,O,O,X,X,X
JLZSOIT,O,O,O,O,O,O,X,O,O
JLZOTIS,O,O,O,O,O,O,X,O,O
JLZOTSI,O,O,O,O,O,O,X,X,X
JLZOITS,O,O,O,O,O,O,X,O,O
JLZOIST,O,O,O,O,O,O,X,O,O
JLZOSTI,O,O,O,O,O,O,X,X,X
JLZOSIT,O,O,O,O,O,O,X,O,O
JLOTISZ,O,O,O,O,O,O,X,O,X
JLOTIZS,O,O,O,O,O,O,X,O,X
JLOTSIZ,O,O,O,O,O,O,X,X,X
JLOTSZI,O,O,O,O,O,O,X,X,X
JLOTZIS,O,O,O,O,O,O,X,O,O
JLOTZSI,O,O,O,O,O,O,X,X,X
JLOITSZ,O,O,O,O,O,O,X,O,X
JLOITZS,O,O,O,O,O,O,X,O,X
JLOISTZ,O,O,O,O,O,O,X,O,X
JLOISZT,O,O,O,O,O,O,O,O,O
JLOIZTS,O,O,O,O,O,O,O,O,O
JLOIZST,O,O,O,O,O,O,O,O,O
JLOSTIZ,O,O,O,O,O,O,X,X,X
JLOSTZI,O,O,O,O,O,O,X,X,X
JLOSITZ,O,O,O,O,O,O,X,O,X
JLOSIZT,O,O,O,O,O,O,O,O,X
JLOSZTI,O,O,O,O,O,O,O,X,X
JLOSZIT,O,O,O,O,O,O,O,O,O
JLOZTIS,O,O,O,O,O,O,O,O,O
JLOZTSI,O,O,O,O,O,O,O,X,X
JLOZITS,O,O,O,O,O,O,O,O,O
JLOZIST,O,O,O,O,O,O,O,O,O
JLOZSTI,O,O,O,O,O,O,O,X,X
JLOZSIT,O,O,O,O,O,O,O,O,O
JSTILZO,X,O,X,O,O,O,X,X,X
JSTILOZ,X,O,X,O,X,X,X,X,X
JSTIZLO,X,O,X,X,O,O,X,X,X
JSTIZOL,X,O,X,X,X,O,X,X,X
JSTIOLZ,X,O,X,O,X,O,X,X,X
JSTIOZL,X,O,X,O,X,O,O,X,X
JSTLIZO,X,O,X,O,O,O,X,X,X
JSTLIOZ,X,O,X,O,X,X,X,X,X
JSTLZIO,X,O,X,O,O,O,X,X,X
JSTLZOI,X,O,X,O,X,X,X,X,X
JSTLOIZ,X,O,X,O,X,X,X,X,X
JSTLOZI,X,O,X,O,X,X,X,X,X
JSTZILO,X,O,X,X,O,O,X,X,X
JSTZIOL,X,O,X,X,X,O,X,X,X
JSTZLIO,X,O,X,X,O,O,X,X,X
JSTZLOI,X,O,X,X,X,X,X,X,X
JSTZOIL,X,O,X,X,X,O,X,X,X
JSTZOLI,X,O,X,X,X,O,X,X,X
JSTOILZ,X,O,X,O,X,O,X,X,X
JSTOIZL,X,O,X,O,X,O,O,X,X
JSTOLIZ,X,O,X,O,X,O,X,X,X
JSTOLZI,X,O,X,O,X,O,X,X,X
JSTOZIL,X,O,X,O,X,O,O,X,X
JSTOZLI,X,O,X,O,X,O,O,X,X
JSITLZO,X,O,X,O,O,O,X,X,X
JSITLOZ,X,O,X,O,X,X,X,X,X
JSITZLO,X,O,X,X,O,O,X,X,X
JSITZOL,X,O,X,X,X,O,X,X,X
JSITOLZ,X,O,X,O,X,O,X,X,X
JSITOZL,X,O,X,O,X,O,O,X,X
JSILTZO,O,O,X,O,O,O,X,X,X
JSILTOZ,O,O,X,O,X,X,X,X,X
JSILZTO,O,O,X,O,O,O,X,X,X
JSILZOT,O,O,X,O,O,O,X,X,X
JSILOTZ,O,O,X,O,O,O,X,X,X
JSILOZT,O,O,X,O,O,O,O,X,X
JSIZTLO,X,O,X,X,O,O,X,X,X
JSIZTOL,X,O,X,X,X,O,X,X,X
JSIZLTO,O,O,X,X,O,O,X,X,X
