sequence,v115@8gA8IeC8GeC8GeC8BeF8JezHJvhEpPBenBscBvqBKa?B,v115@8gA8IeC8GeC8GeC8BeF8JesKJvhEugBPgBJVBTnBao?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBJjBTnBCiBWd?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBJjB+nBzhBSd?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBpcB2sBziBid?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBpcBysBTiBmd?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aB+nBqhBJjBTU?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aB+nBqhBJjBzQ?B,v115@8gA8IeC8GeC8GeC8BeF8JexLJvhEmnBSmBsaBPdBzd?B,v115@8gA8IeC8GeC8GeC8BeF8JeT6IvhEmVBUmBPnBJjB6n?B,v115@8gA8IeC8GeC8GeC8BeF8JeT6IvhEPWBUmBysBWnBpS?B,v115@8gA8IeC8GeC8GeC8BeF8JeT6IvhEPWBUmBysBWnBJZ?B
JLZSTOI,O,O,X,X,X,X,X,O,X,X,X,X
JLZSITO,O,O,X,X,X,X,O,O,O,X,X,X
JLZSIOT,O,O,X,O,O,O,O,O,O,X,O,O
JLZSOTI,O,O,X,O,O,O,X,O,X,X,O,O
JLZSOIT,O,O,X,O,O,O,O,O,O,X,O,O
JLZOTIS,O,O,X,O,O,O,X,X,X,X,O,O
JLZOTSI,O,O,X,O,O,O,X,X,X,X,O,O
JLZOITS,O,O,X,O,O,O,O,X,O,X,O,O
JLZOIST,O,O,X,O,O,O,O,O,O,X,O,O
JLZOSTI,O,O,X,O,O,O,X,O,X,X,O,O
JLZOSIT,O,O,X,O,O,O,O,O,O,X,O,O
JLOTISZ,O,X,X,O,X,X,X,X,X,O,O,O
JLOTIZS,O,X,X,O,X,X,X,X,X,X,O,O
JLOTSIZ,O,X,X,O,X,X,X,X,X,O,O,O
JLOTSZI,O,X,X,O,O,O,X,X,X,O,O,O
JLOTZIS,O,X,X,O,O,O,X,X,X,X,O,O
JLOTZSI,O,X,X,O,O,O,X,X,X,X,O,O
JLOITSZ,O,X,X,O,X,X,O,X,O,O,O,O
JLOITZS,O,X,X,O,X,X,O,X,O,X,O,O
JLOISTZ,O,X,X,O,X,X,O,O,O,O,O,O
JLOISZT,O,O,X,O,O,O,O,O,O,O,O,O
JLOIZTS,O,O,X,O,O,O,O,X,O,X,O,O
JLOIZST,O,O,X,O,O,O,O,O,O,O,O,O
JLOSTIZ,O,X,X,O,X,X,X,O,X,O,O,O
JLOSTZI,O,X,X,O,O,O,X,O,X,O,O,O
JLOSITZ,O,X,X,O,X,X,O,O,O,O,O,O
JLOSIZT,O,O,X,O,O,O,O,O,O,O,O,O
JLOSZTI,O,O,X,O,O,O,X,O,X,O,O,O
JLOSZIT,O,O,X,O,O,O,O,O,O,O,O,O
JLOZTIS,O,O,X,O,O,O,X,X,X,X,O,O
JLOZTSI,O,O,X,O,O,O,X,X,X,X,O,O
JLOZITS,O,O,X,O,O,O,O,X,O,X,O,O
JLOZIST,O,O,X,O,O,O,O,O,O,O,O,O
JLOZSTI,O,O,X,O,O,O,X,O,X,O,O,O
JLOZSIT,O,O,X,O,O,O,O,O,O,O,O,O
JSTILZO,O,X,X,X,X,X,O,O,O,X,X,X
JSTILOZ,O,X,X,O,X,X,O,O,O,X,X,X
JSTIZLO,O,X,X,X,X,X,O,O,O,X,X,X
JSTIZOL,O,X,X,O,X,X,O,O,O,X,X,X
JSTIOLZ,O,X,X,O,X,X,O,O,O,X,X,X
JSTIOZL,O,X,X,O,X,X,O,O,O,X,X,X
JSTLIZO,O,X,X,X,X,X,O,O,X,X,X,X
JSTLIOZ,O,X,X,O,X,X,O,O,X,X,X,X
JSTLZIO,O,X,X,X,X,X,O,O,X,X,X,X
JSTLZOI,O,X,X,X,X,X,X,O,X,X,X,X
JSTLOIZ,O,X,X,O,X,X,X,O,X,X,X,X
JSTLOZI,O,X,X,O,X,X,X,O,X,X,X,X
JSTZILO,O,X,X,X,X,X,O,O,O,X,X,X
JSTZIOL,O,X,X,O,O,X,O,O,O,X,X,X
JSTZLIO,O,X,X,X,X,X,O,O,X,X,X,X
JSTZLOI,O,X,X,X,X,X,X,O,X,X,X,X
JSTZOIL,O,X,X,O,O,X,X,O,O,X,X,X
JSTZOLI,O,X,X,O,O,X,X,O,X,X,X,X
JSTOILZ,O,X,X,O,X,X,X,O,O,X,X,X
JSTOIZL,O,X,X,O,X,X,X,O,O,X,X,X
JSTOLIZ,O,X,X,O,X,X,X,O,X,X,X,X
JSTOLZI,O,X,X,O,O,X,X,O,X,X,X,X
JSTOZIL,O,X,X,O,O,X,X,O,O,X,X,X
JSTOZLI,O,X,X,O,O,X,X,O,X,X,X,X
JSITLZO,O,X,X,X,X,X,O,O,O,X,X,X
JSITLOZ,O,X,X,O,X,X,O,O,O,X,X,X
JSITZLO,O,X,X,X,X,X,O,O,O,X,X,X
JSITZOL,O,X,X,O,X,X,O,O,O,X,X,X
JSITOLZ,O,X,X,O,X,X,O,O,O,X,X,X
JSITOZL,O,X,X,O,X,X,O,O,O,X,X,X
JSILTZO,O,X,X,X,X,X,O,O,O,X,X,X
JSILTOZ,O,X,X,O,X,X,O,O,O,X,X,X
JSILZTO,O,O,X,X,X,X,O,O,O,X,X,X
JSILZOT,O,O,X,O,X,X,O,O,O,O,X,X
JSILOTZ,O,X,X,O,X,X,O,O,O,O,X,X
JSILOZT,O,O,X,O,X,X,O,O,O,O,X,X
JSIZTLO,O,O,X,X,X,X,O,O,O,X,X,X
JSIZTOL,O,O,X,O,O,X,O,O,O,X,X,X
JSIZLTO,O,O,X,X,X,X,O,O,O,X,X,X
JSIZLOT,O,O,X,O,O,X,O,O,O,O,X,X
JSIZOTL,O,O,X,O,O,X,O,O,O,O,X,X
JSIZOLT,O,O,O,O,O,X,O,O,O,O,X,X
JSIOTLZ,O,X,X,O,X,X,O,O,O,O,X,X
JSIOTZL,O,X,X,O,X,X,O,O,O,O,X,X
JSIOLTZ,O,X,O,O,X,X,O,O,O,O,X,X
JSIOLZT,O,O,O,O,O,X,O,O,O,O,X,X
JSIOZTL,O,O,X,O,O,X,O,O,O,O,X,X
JSIOZLT,O,O,O,O,O,X,O,O,O,O,X,X
JSLTIZO,O,X,X,X,X,X,O,O,X,X,X,X
JSLTIOZ,O,X,X,O,X,X,O,O,X,X,X,X
JSLTZIO,O,X,X,X,X,X,O,O,X,X,X,X
JSLTZOI,O,X,X,X,X,X,X,O,X,X,X,X
JSLTOIZ,O,X,X,O,X,X,X,O,X,X,X,X
JSLTOZI,O,X,X,O,X,O,X,O,X,X,X,X
JSLITZO,O,X,X,X,X,X,O,O,O,X,X,X
JSLITOZ,O,X,X,O,X,X,O,O,O,X,X,X
JSLIZTO,O,O,X,X,X,X,O,O,O,X,X,X
JSLIZOT,O,O,X,O,X,X,O,O,O,O,X,X
JSLIOTZ,O,X,X,O,X,X,O,O,O,O,X,X
JSLIOZT,O,O,X,O,X,O,O,O,O,O,X,X
JSLZTIO,O,O,X,X,X,X,O,O,X,X,X,X
JSLZTOI,O,O,X,X,X,X,X,O,X,X,X,X
JSLZITO,O,O,X,X,X,X,O,O,O,X,X,X
JSLZIOT,O,O,X,O,O,O,O,O,O,O,X,X
JSLZOTI,O,O,X,O,O,O,X,O,X,O,X,X
JSLZOIT,O,O,X,O,O,O,O,O,O,O,X,X
JSLOTIZ,O,X,X,O,X,X,X,O,X,O,X,X
JSLOTZI,O,X,X,O,O,O,X,O,X,O,X,X
JSLOITZ,O,X,X,O,X,X,O,O,O,O,X,X
JSLOIZT,O,O,X,O,O,O,O,O,O,O,X,X
JSLOZTI,O,O,X,O,O,O,X,O,X,O,X,X
JSLOZIT,O,O,X,O,O,O,O,O,O,O,X,X
JSZTILO,O,O,X,X,X,X,O,O,O,X,X,X
JSZTIOL,O,O,X,O,O,X,O,O,O,X,X,X
JSZTLIO,O,O,X,X,X,X,O,O,X,X,X,X
JSZTLOI,O,O,X,X,X,X,X,O,X,X,X,X
JSZTOIL,O,O,X,O,O,X,X,O,O,X,X,X
JSZTOLI,O,O,X,O,O,X,X,O,X,X,X,X
JSZITLO,O,O,X,X,X,X,O,O,O,X,X,X
JSZITOL,O,O,X,O,O,X,O,O,O,X,X,X
JSZILTO,O,O,X,X,X,X,O,O,O,X,X,X
JSZILOT,O,O,X,O,O,O,O,O,O,O,X,X
JSZIOTL,O,O,X,O,O,X,O,O,O,O,X,X
JSZIOLT,O,O,O,O,O,X,O,O,O,O,X,X
JSZLTIO,O,O,X,X,X,X,O,O,X,X,X,X
JSZLTOI,O,O,X,X,X,X,X,O,X,X,X,X
JSZLITO,O,O,X,X,X,X,O,O,O,X,X,X
JSZLIOT,O,O,X,O,O,O,O,O,O,O,X,X
JSZLOTI,O,O,X,O,O,O,X,O,X,O,X,X
JSZLOIT,O,O,X,O,O,O,O,O,O,O,X,X
JSZOTIL,O,O,X,O,O,X,X,O,O,O,X,X
JSZOTLI,O,O,X,O,O,X,X,O,X,O,X,X
JSZOITL,O,O,X,O,O,X,O,O,O,O,X,X
JSZOILT,O,O,O,O,O,X,O,O,O,O,X,X
JSZOLTI,O,O,O,O,O,X,X,O,X,O,X,X
JSZOLIT,O,O,O,O,O,X,O,O,O,O,X,X
JSOTILZ,O,X,X,O,X,X,X,O,O,O,X,X
JSOTIZL,O,X,X,O,X,X,X,O,O,O,X,X
JSOTLIZ,O,X,X,O,X,X,X,O,X,O,X,X
JSOTLZI,O,X,X,O,O,X,X,O,X,O,X,X
JSOTZIL,O,X,X,O,O,X,X,O,O,O,X,X
JSOTZLI,O,X,X,O,O,X,X,O,X,O,X,X
JSOITLZ,O,X,X,O,X,X,O,O,O,O,X,X
JSOITZL,O,X,X,O,X,X,O,O,O,O,X,X
JSOILTZ,O,X,O,O,X,X,O,O,O,O,X,X
JSOILZT,O,O,O,O,O,X,O,O,O,O,X,X
JSOIZTL,O,O,X,O,O,X,O,O,O,O,X,X
JSOIZLT,O,O,O,O,O,X,O,O,O,O,X,X
JSOLTIZ,O,X,O,O,X,X,X,O,X,O,X,X
JSOLTZI,O,X,O,O,O,X,X,O,X,O,X,X
JSOLITZ,O,X,O,O,X,X,O,O,O,O,X,X
JSOLIZT,O,O,O,O,O,X,O,O,O,O,X,X
JSOLZTI,O,O,O,O,O,X,X,O,X,O,X,X
JSOLZIT,O,O,O,O,O,X,O,O,O,O,X,X
JSOZTIL,O,O,X,O,O,X,X,O,O,O,X,X
JSOZTLI,O,O,X,O,O,X,X,O,X,O,X,X
JSOZITL,O,O,X,O,O,X,O,O,O,O,X,X
JSOZILT,O,O,O,O,O,X,O,O,O,O,X,X
JSOZLTI,O,O,O,O,O,X,X,O,X,O,X,X
JSOZLIT,O,O,O,O,O,X,O,O,O,O,X,X
JZTILSO,O,O,X,X,X,X,O,O,O,X,X,X
JZTILOS,O,O,X,X,X,X,O,X,O,X,O,X
JZTISLO,O,O,X,X,X,X,O,O,O,X,X,X
JZTISOL,O,O,X,O,O,X,O,O,O,X,X,X
JZTIOLS,O,O,X,O,O,X,O,X,O,X,O,X
JZTIOSL,O,O,X,O,O,X,O,X,O,X,O,X
JZTLISO,O,O,X,X,X,X,O,O,X,X,X,X
JZTLIOS,O,O,X,X,X,X,O,X,X,X,O,O
JZTLSIO,O,O,X,X,X,X,O,O,X,X,X,X
JZTLSOI,O,O,X,X,X,X,X,O,X,X,X,X
JZTLOIS,O,O,X,X,X,X,X,X,X,X,O,O
JZTLOSI,O,O,X,X,X,X,X,X,X,X,O,O
JZTSILO,O,O,X,X,X,X,O,O,O,X,X,X
JZTSIOL,O,O,X,O,O,X,O,O,O,X,X,X
JZTSLIO,O,O,X,X,X,X,O,O,X,X,X,X
JZTSLOI,O,O,X,X,X,X,X,O,X,X,X,X
JZTSOIL,O,O,X,O,O,X,X,O,O,X,X,X
JZTSOLI,O,O,X,O,O,X,X,O,X,X,X,X
JZTOILS,O,O,X,O,O,X,X,X,O,X,O,X
JZTOISL,O,O,X,O,O,X,X,X,O,X,O,X
JZTOLIS,O,O,X,O,O,X,X,X,X,X,O,O
JZTOLSI,O,O,X,O,O,X,X,X,X,X,O,O
JZTOSIL,O,O,X,O,O,X,X,X,O,X,O,X
JZTOSLI,O,O,X,O,O,X,X,X,X,X,O,O
JZITLSO,O,O,X,X,X,X,O,O,O,X,X,X
JZITLOS,O,O,X,X,X,X,O,X,O,X,O,X
JZITSLO,O,O,X,X,X,X,O,O,O,X,X,X
JZITSOL,O,O,X,O,O,X,O,O,O,X,X,X
JZITOLS,O,O,X,O,O,X,O,X,O,X,O,X
JZITOSL,O,O,X,O,O,X,O,X,O,X,O,X
JZILTSO,O,O,X,X,X,X,O,O,O,X,X,X
JZILTOS,O,O,X,X,X,X,O,X,O,X,O,O
JZILSTO,O,O,X,X,X,X,O,O,O,X,X,X
JZILSOT,O,O,X,O,O,O,O,O,O,X,O,O
JZILOTS,O,O,X,O,O,O,O,X,O,X,O,O
JZILOST,O,O,X,O,O,O,O,O,O,X,O,O
JZISTLO,O,O,X,X,X,X,O,O,O,X,X,X
JZISTOL,O,O,X,O,O,X,O,O,O,X,X,X
JZISLTO,O,O,X,X,X,X,O,O,O,X,X,X
JZISLOT,O,O,X,O,O,O,O,O,O,O,O,X
JZISOTL,O,O,X,O,O,X,O,O,O,O,O,X
JZISOLT,O,O,O,O,O,X,O,O,O,O,O,X
JZIOTLS,O,O,X,O,O,X,O,X,O,X,O,X
JZIOTSL,O,O,X,O,O,X,O,X,O,O,O,X
JZIOLTS,O,O,O,O,O,X,O,X,O,X,O,O
JZIOLST,O,O,O,O,O,X,O,O,O,O,O,O
JZIOSTL,O,O,X,O,O,X,O,O,O,O,O,X
JZIOSLT,O,O,O,O,O,X,O,O,O,O,O,O
JZLTISO,O,O,X,X,X,X,O,O,X,X,X,X
JZLTIOS,O,O,X,X,X,X,O,X,X,X,O,O
JZLTSIO,O,O,X,X,X,X,O,O,X,X,X,X
JZLTSOI,O,O,X,X,X,X,X,O,X,X,X,X
JZLTOIS,O,O,X,X,X,X,X,X,X,X,O,O
JZLTOSI,O,O,X,X,X,X,X,X,X,X,O,O
JZLITSO,O,O,X,X,X,X,O,O,O,X,X,X
JZLITOS,O,O,X,X,X,X,O,X,O,X,O,O
JZLISTO,O,O,X,X,X,X,O,O,O,X,X,X
JZLISOT,O,O,X,O,O,O,O,O,O,X,O,O
JZLIOTS,O,O,X,O,O,O,O,X,O,X,O,O
JZLIOST,O,O,X,O,O,O,O,O,O,X,O,O
JZLSTIO,O,O,X,X,X,X,O,O,X,X,X,X
JZLSTOI,O,O,X,X,X,X,X,O,X,X,X,X
JZLSITO,O,O,X,X,X,X,O,O,O,X,X,X
JZLSIOT,O,O,X,O,O,O,O,O,O,X,O,O
JZLSOTI,O,O,X,O,O,O,X,O,X,X,O,O
JZLSOIT,O,O,X,O,O,O,O,O,O,X,O,O
JZLOTIS,O,O,X,O,O,O,X,X,X,X,O,O
JZLOTSI,O,O,X,O,O,O,X,X,X,X,O,O
JZLOITS,O,O,X,O,O,O,O,X,O,X,O,O
JZLOIST,O,O,X,O,O,O,O,O,O,X,O,O
JZLOSTI,O,O,X,O,O,O,X,O,X,X,O,O
JZLOSIT,O,O,X,O,O,O,O,O,O,X,O,O
JZSTILO,O,O,X,X,X,X,O,O,O,X,X,X
JZSTIOL,O,O,X,O,O,X,O,O,O,X,X,X
JZSTLIO,O,O,X,X,X,X,O,O,X,X,X,X
JZSTLOI,O,O,X,X,X,X,X,O,X,X,X,X
JZSTOIL,O,O,X,O,O,X,X,O,O,X,X,X
JZSTOLI,O,O,X,O,O,X,X,O,X,X,X,X
JZSITLO,O,O,X,X,X,X,O,O,O,X,X,X
JZSITOL,O,O,X,O,O,X,O,O,O,X,X,X
JZSILTO,O,O,X,X,X,X,O,O,O,X,X,X
JZSILOT,O,O,X,O,O,O,O,O,O,O,O,X
JZSIOTL,O,O,X,O,O,X,O,O,O,O,O,X
JZSIOLT,O,O,O,O,O,X,O,O,O,O,O,X
JZSLTIO,O,O,X,X,X,X,O,O,X,X,X,X
JZSLTOI,O,O,X,X,X,X,X,O,X,X,X,X
JZSLITO,O,O,X,X,X,X,O,O,O,X,X,X
JZSLIOT,O,O,X,O,O,O,O,O,O,O,O,O
JZSLOTI,O,O,X,O,O,O,X,O,X,O,O,O
JZSLOIT,O,O,X,O,O,O,O,O,O,O,O,O
JZSOTIL,O,O,X,O,O,X,X,O,O,O,O,X
JZSOTLI,O,O,X,O,O,X,X,O,X,O,O,O
JZSOITL,O,O,X,O,O,X,O,O,O,O,O,X
JZSOILT,O,O,O,O,O,X,O,O,O,O,O,O
JZSOLTI,O,O,O,O,O,X,X,O,X,O,O,O
JZSOLIT,O,O,O,O,O,X,O,O,O,O,O,O
JZOTILS,O,O,X,O,O,X,X,X,O,X,O,X
JZOTISL,O,O,X,O,O,X,X,X,O,O,O,X
JZOTLIS,O,O,X,O,O,X,X,X,X,X,O,O
JZOTLSI,O,O,X,O,O,X,X,X,X,X,O,O
JZOTSIL,O,O,X,O,O,X,X,X,O,O,O,X
JZOTSLI,O,O,X,O,O,X,X,X,X,O,O,O
JZOITLS,O,O,X,O,O,X,O,X,O,X,O,X
JZOITSL,O,O,X,O,O,X,O,X,O,O,O,X
JZOILTS,O,O,O,O,O,X,O,X,O,X,O,O
JZOILST,O,O,O,O,O,X,O,O,O,O,O,O
JZOISTL,O,O,X,O,O,X,O,O,O,O,O,X
JZOISLT,O,O,O,O,O,X,O,O,O,O,O,O
JZOLTIS,O,O,O,O,O,X,X,X,X,X,O,O
JZOLTSI,O,O,O,O,O,X,X,X,X,X,O,O
JZOLITS,O,O,O,O,O,X,O,X,O,X,O,O
JZOLIST,O,O,O,O,O,X,O,O,O,O,O,O
JZOLSTI,O,O,O,O,O,X,X,O,X,O,O,O
JZOLSIT,O,O,O,O,O,X,O,O,O,O,O,O
JZOSTIL,O,O,X,O,O,X,X,O,O,O,O,X
JZOSTLI,O,O,X,O,O,X,X,O,X,O,O,O
JZOSITL,O,O,X,O,O,X,O,O,O,O,O,X
JZOSILT,O,O,O,O,O,X,O,O,O,O,O,O
JZOSLTI,O,O,O,O,O,X,X,O,X,O,O,O
JZOSLIT,O,O,O,O,O,X,O,O,O,O,O,O
JOTILSZ,O,X,X,O,X,X,X,X,O,O,X,X
JOTILZS,O,X,X,O,X,X,X,X,O,X,X,X
JOTISLZ,O,X,X,O,X,X,X,X,O,O,X,X
JOTISZL,O,X,X,O,X,X,X,X,O,O,X,X
JOTIZLS,O,X,X,O,X,X,X,X,O,X,X,X
JOTIZSL,O,X,X,O,X,X,X,X,O,O,X,X
JOTLISZ,O,X,X,O,X,X,X,X,X,O,X,X
JOTLIZS,O,X,X,O,X,X,X,X,X,X,X,X
JOTLSIZ,O,X,X,O,X,X,X,X,X,O,X,X
JOTLSZI,O,X,X,O,O,X,X,X,X,O,X,X
JOTLZIS,O,X,X,O,O,X,X,X,X,X,X,X
JOTLZSI,O,X,X,O,O,X,X,X,X,X,X,X
JOTSILZ,O,X,X,O,X,X,X,X,O,O,X,X
JOTSIZL,O,X,X,O,X,X,X,X,O,O,X,X
JOTSLIZ,O,X,X,O,X,X,X,X,X,O,X,X
JOTSLZI,O,X,X,O,O,X,X,X,X,O,X,X
JOTSZIL,O,X,X,O,O,X,X,X,O,O,X,X
JOTSZLI,O,X,X,O,O,X,X,X,X,O,X,X
JOTZILS,O,X,X,O,O,X,X,X,O,X,X,X
JOTZISL,O,X,X,O,O,X,X,X,O,O,X,X
JOTZLIS,O,X,X,O,O,X,X,X,X,X,X,X
JOTZLSI,O,X,X,O,O,X,X,X,X,X,X,X
JOTZSIL,O,X,X,O,O,X,X,X,O,O,X,X
JOTZSLI,O,X,X,O,O,X,X,X,X,O,X,X
JOITLSZ,O,X,X,O,X,X,O,X,O,O,X,X
JOITLZS,O,X,X,O,X,X,O,X,O,X,X,X
JOITSLZ,O,X,X,O,X,X,O,X,O,O,X,X
JOITSZL,O,X,X,O,X,X,O,X,O,O,X,X
JOITZLS,O,X,X,O,X,X,O,X,O,X,X,X
JOITZSL,O,X,X,O,X,X,O,X,O,O,X,X
JOILTSZ,O,X,O,O,X,X,O,X,O,O,X,X
JOILTZS,O,X,O,O,X,X,O,X,O,X,X,X
JOILSTZ,O,X,O,O,X,X,O,O,O,O,X,X
JOILSZT,O,O,O,O,O,X,O,O,O,O,X,X
JOILZTS,O,O,O,O,O,X,O,X,O,X,X,X
JOILZST,O,O,O,O,O,X,O,O,O,O,X,X
JOISTLZ,O,X,X,O,X,X,O,O,O,O,X,X
JOISTZL,O,X,X,O,X,X,O,O,O,O,X,X
JOISLTZ,O,X,O,O,X,X,O,O,O,O,X,X
JOISLZT,O,O,O,O,O,X,O,O,O,O,X,X
JOISZTL,O,O,X,O,O,X,O,O,O,O,X,X
JOISZLT,O,O,O,O,O,X,O,O,O,O,X,X
JOIZTLS,O,O,X,O,O,X,O,X,O,X,X,X
JOIZTSL,O,O,X,O,O,X,O,X,O,O,X,X
JOIZLTS,O,O,O,O,O,X,O,X,O,X,X,X
JOIZLST,O,O,O,O,O,X,O,O,O,O,X,X
JOIZSTL,O,O,X,O,O,X,O,O,O,O,X,X
JOIZSLT,O,O,O,O,O,X,O,O,O,O,X,X
JOLTISZ,O,X,O,O,X,X,X,X,X,O,O,O
JOLTIZS,O,X,O,O,X,X,X,X,X,X,O,O
JOLTSIZ,O,X,O,O,X,X,X,X,X,O,O,O
JOLTSZI,O,X,O,O,O,X,X,X,X,O,O,O
JOLTZIS,O,X,O,O,O,X,X,X,X,X,O,O
JOLTZSI,O,X,O,O,O,X,X,X,X,X,O,O
JOLITSZ,O,X,O,O,X,X,O,X,O,O,O,O
JOLITZS,O,X,O,O,X,X,O,X,O,X,O,O
JOLISTZ,O,X,O,O,X,X,O,O,O,O,O,O
JOLISZT,O,O,O,O,O,X,O,O,O,O,O,O
JOLIZTS,O,O,O,O,O,X,O,X,O,X,O,O
JOLIZST,O,O,O,O,O,X,O,O,O,O,O,O
JOLSTIZ,O,X,O,O,X,X,X,O,X,O,O,O
JOLSTZI,O,X,O,O,O,X,X,O,X,O,O,O
JOLSITZ,O,X,O,O,X,X,O,O,O,O,O,O
JOLSIZT,O,O,O,O,O,X,O,O,O,O,O,O
JOLSZTI,O,O,O,O,O,X,X,O,X,O,O,O
JOLSZIT,O,O,O,O,O,X,O,O,O,O,O,O
JOLZTIS,O,O,O,O,O,X,X,X,X,X,O,O
JOLZTSI,O,O,O,O,O,X,X,X,X,X,O,O
JOLZITS,O,O,O,O,O,X,O,X,O,X,O,O
JOLZIST,O,O,O,O,O,X,O,O,O,O,O,O
JOLZSTI,O,O,O,O,O,X,X,O,X,O,O,O
JOLZSIT,O,O,O,O,O,X,O,O,O,O,O,O
JOSTILZ,O,X,X,O,X,X,X,O,O,O,X,X
JOSTIZL,O,X,X,O,X,X,X,O,O,O,X,X
JOSTLIZ,O,X,X,O,X,X,X,O,X,O,X,X
JOSTLZI,O,X,X,O,O,X,X,O,X,O,X,X
JOSTZIL,O,X,X,O,O,X,X,O,O,O,X,X
JOSTZLI,O,X,X,O,O,X,X,O,X,O,X,X
JOSITLZ,O,X,X,O,X,X,O,O,O,O,X,X
JOSITZL,O,X,X,O,X,X,O,O,O,O,X,X
JOSILTZ,O,X,O,O,X,X,O,O,O,O,X,X
JOSILZT,O,O,O,O,O,X,O,O,O,O,X,X
JOSIZTL,O,O,X,O,O,X,O,O,O,O,X,X
JOSIZLT,O,O,O,O,O,X,O,O,O,O,X,X
JOSLTIZ,O,X,O,O,X,X,X,O,X,O,O,O
JOSLTZI,O,X,O,O,O,X,X,O,X,O,O,O
JOSLITZ,O,X,O,O,X,X,O,O,O,O,O,O
JOSLIZT,O,O,O,O,O,X,O,O,O,O,O,O
JOSLZTI,O,O,O,O,O,X,X,O,X,O,O,O
JOSLZIT,O,O,O,O,O,X,O,O,O,O,O,O
JOSZTIL,O,O,X,O,O,X,X,O,O,O,O,X
JOSZTLI,O,O,X,O,O,X,X,O,X,O,O,O
JOSZITL,O,O,X,O,O,X,O,O,O,O,O,X
JOSZILT,O,O,O,O,O,X,O,O,O,O,O,O
JOSZLTI,O,O,O,O,O,X,X,O,X,O,O,O
JOSZLIT,O,O,O,O,O,X,O,O,O,O,O,O
JOZTILS,O,O,X,O,O,X,X,X,O,X,O,X
JOZTISL,O,O,X,O,O,X,X,X,O,O,O,X
JOZTLIS,O,O,X,O,O,X,X,X,X,X,O,O
JOZTLSI,O,O,X,O,O,X,X,X,X,X,O,O
JOZTSIL,O,O,X,O,O,X,X,X,O,O,O,X
JOZTSLI,O,O,X,O,O,X,X,X,X,O,O,O
JOZITLS,O,O,X,O,O,X,O,X,O,X,O,X
JOZITSL,O,O,X,O,O,X,O,X,O,O,O,X
JOZILTS,O,O,O,O,O,X,O,X,O,X,O,O
JOZILST,O,O,O,O,O,X,O,O,O,O,O,O
JOZISTL,O,O,X,O,O,X,O,O,O,O,O,X
JOZISLT,O,O,O,O,O,X,O,O,O,O,O,O
JOZLTIS,O,O,O,O,O,X,X,X,X,X,O,O
JOZLTSI,O,O,O,O,O,X,X,X,X,X,O,O
JOZLITS,O,O,O,O,O,X,O,X,O,X,O,O
JOZLIST,O,O,O,O,O,X,O,O,O,O,O,O
JOZLSTI,O,O,O,O,O,X,X,O,X,O,O,O
JOZLSIT,O,O,O,O,O,X,O,O,O,O,O,O
JOZSTIL,O,O,X,O,O,X,X,O,O,O,O,X
JOZSTLI,O,O,X,O,O,X,X,O,X,O,O,O
JOZSITL,O,O,X,O,O,X,O,O,O,O,O,X
JOZSILT,O,O,O,O,O,X,O,O,O,O,O,O
JOZSLTI,O,O,O,O,O,X,X,O,X,O,O,O
JOZSLIT,O,O,O,O,O,X,O,O,O,O,O,O
STILJZO,O,X,X,X,X,X,X,X,X,X,X,X
STILJOZ,O,X,X,X,X,X,X,X,X,X,X,X
STILZJO,X,O,X,X,X,X,X,X,X,X,X,X
STILZOJ,X,O,X,X,X,X,X,X,X,O,X,X
STILOJZ,O,X,X,X,X,X,X,X,X,O,X,X
STILOZJ,X,O,X,X,X,X,X,X,X,O,X,X
STIJLZO,O,X,X,X,X,X,O,O,X,X,X,X
STIJLOZ,O,X,X,O,X,X,O,O,X,X,X,X
STIJZLO,O,X,X,X,X,X,O,O,X,X,X,X
STIJZOL,O,X,X,O,X,X,O,O,X,X,X,X
STIJOLZ,O,X,X,O,X,X,O,O,X,X,X,X
STIJOZL,O,X,X,O,X,X,O,O,X,X,X,X
STIZLJO,X,O,X,X,X,X,X,X,X,X,X,X
STIZLOJ,X,O,X,X,X,X,X,X,X,O,X,X
STIZJLO,X,O,X,X,X,X,O,O,X,X,X,X
STIZJOL,X,O,X,O,X,X,O,O,X,X,X,X
STIZOLJ,X,O,O,X,X,X,X,X,X,O,X,X
STIZOJL,X,O,X,X,X,X,O,O,X,O,X,X
STIOLJZ,O,X,O,X,X,X,X,X,X,O,X,X
STIOLZJ,X,O,O,X,X,X,X,X,X,O,X,X
STIOJLZ,O,X,X,X,X,X,O,O,X,O,X,X
STIOJZL,O,X,X,X,X,X,O,O,X,O,X,X
STIOZLJ,X,O,O,X,X,X,X,X,X,O,X,X
STIOZJL,X,O,X,X,X,X,O,O,X,O,X,X
STLIJZO,O,X,X,X,X,X,X,X,X,X,X,X
STLIJOZ,O,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,X,O,X,X,X,X,X,X,X,X,X,X
STLIZOJ,X,O,X,X,X,X,X,X,X,O,X,X
