sequence,v115@VhC8FeD8BeA8JeRGJvhEKpBMtBusBvfBrVB,v115@VhC8FeD8BeA8Je01IvhE/fBKpBRmBGoBzsB,v115@VhC8FeD8BeA8JeXNJvhDCqBZkBUhBzcB,v115@VhC8FeD8BeA8Je5AJvhEmfB3hBTkBctByuB,v115@VhC8FeD8BeA8Je5AJvhEifB3hBzkBctB2uB,v115@VhC8FeD8BeA8JeSAJvhEZkB3hBGlBctBzpB,v115@VhC8FeD8BeA8JeZ6IvhEzfB3hBSqBctB2uB,v115@VhC8FeD8BeA8JemJJvhFykBpgB3hBMtBlnBTpB,v115@VhC8FeD8BeA8JeiJJvhF2kBpgBMtB3hBlnBzpB,v115@VhC8FeD8BeA8Jee8IvhEZkB3hBqpBTlBctB,v115@VhC8FeD8BeA8Jeq/IvhEZkBulB3hBctBzpB,v115@VhC8FeD8BeA8Jez7IvhEZkBWlB3hBctBCqB,v115@VhC8FeD8BeA8JeT1IvhEZkBWlB3hBctBCqB,v115@VhC8FeD8BeA8Jea8IvhE5gB3hBTkBeqBctB,v115@VhC8FeD8BeA8JeO1IvhEZkB3hBqpBTlBctB
JOZILST,X,O,X,X,O,O,O,O,X,O,O,X,X,O,X
JOZISTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
JOZISLT,X,X,X,X,O,O,O,O,X,O,O,X,X,O,X
JOZLTIS,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X
JOZLTSI,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X
JOZLITS,X,X,X,X,O,O,O,O,X,O,O,X,X,O,O
JOZLIST,X,O,X,X,O,O,O,O,X,O,O,X,X,O,O
JOZLSTI,X,O,X,X,O,O,O,O,X,O,O,X,X,O,X
JOZLSIT,X,O,X,X,O,O,O,O,X,O,O,X,X,O,O
JOZSTIL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
JOZSTLI,X,X,X,X,O,O,X,O,X,O,O,X,X,O,X
JOZSITL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
JOZSILT,X,X,X,X,O,O,O,O,X,O,O,X,X,O,X
JOZSLTI,X,X,X,X,O,O,O,O,X,O,O,X,X,O,X
JOZSLIT,X,X,X,X,O,O,O,O,X,O,O,X,X,O,O
STILJZO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
STILJOZ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
STILZJO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
STILZOJ,X,X,O,O,X,X,X,X,O,O,X,O,O,X,O
STILOJZ,X,X,X,O,X,X,X,X,X,O,X,O,O,X,O
STILOZJ,X,X,X,O,X,X,X,X,X,O,X,O,O,X,O
STIJLZO,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
STIJLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
STIJZLO,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
STIJZOL,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
STIJOLZ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
STIJOZL,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
STIZLJO,X,X,X,X,X,X,X,O,O,X,X,O,O,O,O
STIZLOJ,X,X,O,O,X,X,X,X,O,O,X,O,O,X,O
STIZJLO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O
STIZJOL,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
STIZOLJ,X,X,O,X,X,X,X,X,O,X,O,O,O,X,X
STIZOJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
STIOLJZ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
STIOLZJ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
STIOJLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STIOJZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STIOZLJ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
STIOZJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STLIJZO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
STLIJOZ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
STLIZJO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
STLIZOJ,X,X,O,O,X,X,X,X,O,O,X,O,O,X,O
STLIOJZ,X,X,X,O,X,X,X,X,X,O,X,O,O,X,O
STLIOZJ,X,X,X,O,X,X,X,X,X,O,X,O,O,X,O
STLJIZO,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X
STLJIOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X
STLJZIO,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X
STLJZOI,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
STLJOIZ,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
STLJOZI,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
STLZIJO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
STLZIOJ,X,X,O,O,X,X,X,X,O,O,X,O,O,X,O
STLZJIO,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X
STLZJOI,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
STLZOIJ,X,X,O,O,X,X,X,X,O,O,X,O,X,X,O
STLZOJI,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
STLOIJZ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O
STLOIZJ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O
STLOJIZ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
STLOJZI,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
STLOZIJ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O
STLOZJI,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
STJILZO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STJILOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
STJIZLO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STJIZOL,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
STJIOLZ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
STJIOZL,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
STJLIZO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STJLIOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
STJLZIO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STJLZOI,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STJLOIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
STJLOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
STJZILO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STJZIOL,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
STJZLIO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STJZLOI,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STJZOIL,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
STJZOLI,X,X,X,X,O,X,X,O,X,O,O,X,X,O,X
STJOILZ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
STJOIZL,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
STJOLIZ,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X
STJOLZI,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X
STJOZIL,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
STJOZLI,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X
STZILJO,X,X,X,X,X,X,X,O,O,X,X,O,O,O,O
STZILOJ,X,X,O,O,X,X,X,X,O,O,X,O,O,X,O
STZIJLO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O
STZIJOL,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
STZIOLJ,X,X,O,X,X,X,X,X,O,X,O,O,O,X,X
STZIOJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
STZLIJO,X,X,X,X,X,X,X,O,O,X,X,O,O,O,O
STZLIOJ,X,X,O,O,X,X,X,X,O,O,X,O,O,X,O
STZLJIO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X
STZLJOI,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X
STZLOIJ,X,X,O,O,X,X,X,X,O,O,X,O,X,X,O
STZLOJI,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
STZJILO,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
STZJIOL,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
STZJLIO,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
STZJLOI,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
STZJOIL,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
STZJOLI,X,X,X,X,O,X,X,O,X,O,O,X,X,O,X
STZOILJ,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
STZOIJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
STZOLIJ,X,X,O,X,X,X,X,X,O,O,O,O,X,X,O
STZOLJI,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X
STZOJIL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
STZOJLI,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
STOILJZ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STOILZJ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STOIJLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STOIJZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STOIZLJ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STOIZJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STOLIJZ,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O
STOLIZJ,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O
STOLJIZ,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
STOLJZI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
STOLZIJ,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O
STOLZJI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
STOJILZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STOJIZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STOJLIZ,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
STOJLZI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
STOJZIL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STOJZLI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
STOZILJ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STOZIJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STOZLIJ,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O
STOZLJI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
STOZJIL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STOZJLI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
SITLJZO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
SITLJOZ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
SITLZJO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
SITLZOJ,X,X,O,O,X,X,X,X,O,O,X,O,O,X,O
SITLOJZ,X,X,X,O,X,X,X,X,X,O,X,O,O,X,O
SITLOZJ,X,X,X,O,X,X,X,X,X,O,X,O,O,X,O
SITJLZO,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
SITJLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SITJZLO,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
SITJZOL,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
SITJOLZ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
SITJOZL,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
SITZLJO,X,X,X,X,X,X,X,O,O,X,X,O,O,O,O
SITZLOJ,X,X,O,O,X,X,X,X,O,O,X,O,O,X,O
SITZJLO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O
SITZJOL,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
SITZOLJ,X,X,O,X,X,X,X,X,O,X,O,O,O,X,X
SITZOJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
SITOLJZ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
SITOLZJ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
SITOJLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SITOJZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SITOZLJ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
SITOZJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILTJZO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
SILTJOZ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
SILTZJO,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O
SILTZOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
SILTOJZ,X,O,X,O,X,X,X,X,X,O,X,O,O,X,O
SILTOZJ,O,O,X,O,X,X,X,X,X,O,X,O,O,X,O
SILJTZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SILJTOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
SILJZTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SILJZOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
SILJOTZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
SILJOZT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
SILZTJO,O,X,X,X,X,X,X,O,O,X,X,O,O,O,O
SILZTOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
SILZJTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SILZJOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
SILZOTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
SILZOJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
SILOTJZ,X,O,X,O,X,X,X,X,X,O,O,O,O,X,O
SILOTZJ,O,O,X,O,X,X,X,X,X,O,O,O,O,X,O
SILOJTZ,X,O,X,O,X,O,X,X,X,O,O,O,O,O,O
SILOJZT,O,O,X,O,X,O,X,X,O,O,O,O,O,O,O
SILOZTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
SILOZJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
SIJTLZO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,O
SIJTLOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
SIJTZLO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,O
SIJTZOL,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
SIJTOLZ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
SIJTOZL,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
SIJLTZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SIJLTOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
SIJLZTO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SIJLZOT,X,X,O,O,O,X,O,O,O,O,O,O,O,O,O
SIJLOTZ,X,X,X,O,O,X,O,X,X,O,O,O,O,O,O
SIJLOZT,X,X,X,O,O,X,O,O,O,O,O,O,O,O,O
SIJZTLO,X,X,X,X,X,X,O,O,O,X,X,X,X,O,O
SIJZTOL,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
SIJZLTO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SIJZLOT,X,X,O,O,O,X,O,O,O,O,O,O,O,O,O
SIJZOTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
SIJZOLT,X,X,O,X,O,O,O,O,X,O,O,O,O,O,O
SIJOTLZ,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X
SIJOTZL,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X
SIJOLTZ,X,X,X,X,O,O,O,X,X,O,O,O,O,O,O
SIJOLZT,X,X,X,X,O,O,O,O,X,O,O,O,O,O,O
SIJOZTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
SIJOZLT,X,X,X,X,O,O,O,O,X,O,O,O,O,O,O
SIZTLJO,X,X,X,X,X,X,X,O,O,X,X,O,O,O,O
SIZTLOJ,X,X,O,O,X,X,X,X,O,O,X,O,O,X,O
SIZTJLO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O
SIZTJOL,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
SIZTOLJ,X,X,O,X,X,X,X,X,O,X,O,O,O,X,X
SIZTOJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
SIZLTJO,O,X,X,X,X,X,X,O,O,X,X,O,O,O,O
SIZLTOJ,O,X,O,O,X,X,X,X,O,O,X,O,O,X,O
SIZLJTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SIZLJOT,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O
SIZLOTJ,O,X,O,O,X,X,X,X,O,O,O,O,O,X,O
SIZLOJT,O,X,O,O,X,O,X,X,O,O,O,O,O,O,O
SIZJTLO,X,X,X,X,X,X,O,O,O,X,X,X,X,O,O
SIZJTOL,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
SIZJLTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SIZJLOT,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O
SIZJOTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
SIZJOLT,X,X,O,X,O,O,O,O,X,O,O,O,O,O,O
SIZOTLJ,X,X,O,X,X,X,X,X,O,X,O,O,O,X,X
SIZOTJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
SIZOLTJ,X,X,O,O,X,X,X,X,O,O,O,O,O,X,O
SIZOLJT,X,X,O,O,X,O,X,X,O,O,O,O,O,O,O
SIZOJTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
SIZOJLT,X,X,O,X,O,O,X,O,X,O,O,O,O,O,O
SIOTLJZ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
SIOTLZJ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
SIOTJLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIOTJZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
SIOTZJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIOLTJZ,X,O,X,O,X,X,X,X,X,O,O,O,O,X,O
SIOLTZJ,X,O,X,O,X,X,X,X,X,O,O,O,O,X,O
SIOLJTZ,X,O,X,O,X,O,X,X,X,O,O,O,O,O,O
SIOLJZT,X,O,X,O,X,O,X,X,O,O,O,O,O,O,O
SIOLZTJ,X,O,O,O,X,X,X,X,O,O,O,O,O,X,O
SIOLZJT,X,O,O,O,X,O,X,X,O,O,O,O,O,O,O
SIOJTLZ,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X
SIOJTZL,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X
SIOJLTZ,X,O,X,X,O,O,X,X,X,O,O,O,O,O,O
SIOJLZT,X,O,X,X,O,O,X,O,X,O,O,O,O,O,O
SIOJZTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
SIOJZLT,X,X,X,X,O,O,X,O,X,O,O,O,O,O,O
SIOZTLJ,X,X,O,X,X,X,X,X,O,X,O,O,O,X,X
SIOZTJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
SIOZLTJ,X,X,O,O,X,X,X,X,O,O,O,O,O,X,O
SIOZLJT,X,X,O,O,X,O,X,X,O,O,O,O,O,O,O
SIOZJTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
SIOZJLT,X,X,O,X,O,O,X,O,X,O,O,O,O,O,O
SLTIJZO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
SLTIJOZ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
SLTIZJO,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O
SLTIZOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
SLTIOJZ,X,O,X,O,X,X,X,X,X,O,X,O,O,X,O
SLTIOZJ,O,O,X,O,X,X,X,X,X,O,X,O,O,X,O
SLTJIZO,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X
SLTJIOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X
SLTJZIO,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X
SLTJZOI,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
SLTJOIZ,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
SLTJOZI,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
SLTZIJO,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O
SLTZIOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
SLTZJIO,O,X,X,X,X,X,O,X,O,X,X,O,O,O,X
SLTZJOI,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X
SLTZOIJ,O,O,O,O,X,X,X,X,O,O,X,O,X,X,O
SLTZOJI,O,O,X,O,X,X,X,X,O,O,X,O,X,X,X
SLTOIJZ,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O
SLTOIZJ,O,O,X,O,X,X,X,X,X,O,X,O,X,X,O
SLTOJIZ,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X
SLTOJZI,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X
SLTOZIJ,O,O,X,O,X,X,X,X,X,O,X,O,X,X,O
SLTOZJI,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X
SLITJZO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
SLITJOZ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
SLITZJO,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O
SLITZOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
SLITOJZ,X,O,X,O,X,X,X,X,X,O,X,O,O,X,O
SLITOZJ,O,O,X,O,X,X,X,X,X,O,X,O,O,X,O
SLIJTZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SLIJTOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
SLIJZTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SLIJZOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
SLIJOTZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
SLIJOZT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
SLIZTJO,O,X,X,X,X,X,X,O,O,X,X,O,O,O,O
SLIZTOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
SLIZJTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SLIZJOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
SLIZOTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
SLIZOJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
SLIOTJZ,X,O,X,O,X,X,X,X,X,O,O,O,O,X,O
SLIOTZJ,O,O,X,O,X,X,X,X,X,O,O,O,O,X,O
SLIOJTZ,X,O,X,O,X,O,X,X,X,O,O,O,O,O,O
SLIOJZT,O,O,X,O,X,O,X,X,O,O,O,O,O,O,O
SLIOZTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
SLIOZJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
SLJTIZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X
SLJTIOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X
SLJTZIO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X
SLJTZOI,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X
SLJTOIZ,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
SLJTOZI,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
SLJITZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SLJITOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
SLJIZTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SLJIZOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
SLJIOTZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
SLJIOZT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
SLJZTIO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,X
SLJZTOI,O,X,X,X,X,X,O,O,O,X,X,O,X,O,X
SLJZITO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SLJZIOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
SLJZOTI,O,O,X,O,O,X,O,O,O,O,O,O,X,O,X
SLJZOIT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
SLJOTIZ,X,O,X,O,O,X,O,X,X,O,O,O,X,O,X
SLJOTZI,X,O,X,O,O,X,O,X,X,O,O,O,X,O,X
SLJOITZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
SLJOIZT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
SLJOZTI,O,O,X,O,O,X,O,O,O,O,O,O,X,O,X
SLJOZIT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
SLZTIJO,O,X,X,X,X,X,X,O,O,X,X,O,O,O,O
SLZTIOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
SLZTJIO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,X
SLZTJOI,O,X,X,X,X,X,O,O,O,X,X,O,X,O,X
SLZTOIJ,O,O,O,O,X,X,X,X,O,O,X,O,X,X,O
SLZTOJI,O,O,X,O,X,X,X,X,O,O,X,O,X,X,X
SLZITJO,O,X,X,X,X,X,X,O,O,X,X,O,O,O,O
SLZITOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
SLZIJTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SLZIJOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
SLZIOTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
SLZIOJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
SLZJTIO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,X
SLZJTOI,O,X,X,X,X,X,O,O,O,X,X,O,X,O,X
SLZJITO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
SLZJIOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
SLZJOTI,O,O,X,O,O,X,O,O,O,O,O,O,X,O,X
SLZJOIT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
SLZOTIJ,O,O,O,O,X,X,X,X,O,O,O,O,X,X,O
SLZOTJI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X
SLZOITJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
SLZOIJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
SLZOJTI,O,O,X,O,X,O,O,X,O,O,O,O,X,O,X
SLZOJIT,O,O,O,O,X,O,O,X,O,O,O,O,O,O,O
SLOTIJZ,X,O,X,O,X,X,X,X,X,O,O,O,X,X,O
SLOTIZJ,O,O,X,O,X,X,X,X,X,O,O,O,X,X,O
SLOTJIZ,X,O,X,O,X,X,X,X,X,O,O,O,X,X,X
SLOTJZI,X,O,X,O,X,X,X,X,X,O,O,O,X,X,X
