sequence,v115@RhA8AeH8AeI8JexHYaAFLDmClcJSAVDEHBEooRBJoA?VBz+aFDqCBAAvhF3hB1kBTeBsgBGiBifB,v115@RhA8AeH8AeI8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBKNMgC6OBAAvhF2kBfjB6jBzcBsgBlfB,v115@RhA8AeH8AeI8JexHYaAFLDmClcJSAVDEHBEooRBJoA?VBTnjWCqOBAAvhF3hBTeBsgBifBGdBlfB,v115@RhA8AeH8AeI8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBz+aFDs/AAAvhF3fBFjBzcBsgBiaBGjB,v115@RhA8AeH8AeI8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBzvaFDsOBAAvhF3fBGjBzcBsgBiaBFjB,v115@RhA8AeH8AeI8JeXDYaAFLDmClcJSAVDEHBEooRBToA?VBpXWWCv/AAAvhFRmBUdBVhBKfBzaBGjB,v115@RhA8AeH8AeI8JezAYaAFLDmClcJSAVDEHBEooRBPoA?VBzP9VC6OBAAvhF3fB+jBRiBiaB0hBliB,v115@RhA8AeH8AeI8Je1GYaAFLDmClcJSAVDEHBEooRBUoA?VBTejWCv/AAAvhF3fBxiBsgBiaBTjBGiB,v115@RhA8AeH8AeI8JeRGYaAFLDmClcJSAVDEHBEooRBJoA?VBvuLuCqCBAAvhFTfBViBUeBXcBmaBSoB,v115@RhA8AeH8AeI8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBUtHgCpCBAAvhFVmB3fB+jBzdBRcBiaB,v115@RhA8AeH8AeI8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBU3TWCp/AAAvhFVmBTfBfjB6jBRcBmaB,v115@RhA8AeH8AeI8JeWIYaAFLDmClcJSAVDEHBEooRBKoA?VBJ9aFD0CBAAvhFRmB3fBTeBUcBFdBiaB,v115@RhA8AeH8AeI8JeUDYaAFLDmClcJSAVDEHBEooRBaoA?VBUNMgCK+AAAvhFVnBXhBKfBzaBGeBRcB,v115@RhA8AeH8AeI8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBJ3jFD0/AAAvhFRmBTfBXeBUcBFdBmaB,v115@RhA8AeH8AeI8JeRGYaAFLDmClcJSAVDEHBEooRBJoA?VBqHUWCvOBAAvhF+jBsiBXdBKfBzaBFcB
LTSJZIO,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X
LTSJZOI,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LTSJOIZ,O,O,X,X,X,X,X,X,X,O,O,X,O,O,X
LTSJOZI,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X
LTSZIJO,O,X,O,O,X,O,X,O,X,O,O,X,O,O,X
LTSZIOJ,O,X,O,O,X,O,X,O,X,O,O,X,O,O,X
LTSZJIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LTSZJOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
LTSZOIJ,O,X,X,X,X,O,X,O,X,O,O,X,O,O,X
LTSZOJI,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X
LTSOIJZ,O,X,X,O,X,O,X,X,X,O,O,X,O,O,X
LTSOIZJ,O,X,X,O,X,O,X,O,X,O,O,X,O,O,X
LTSOJIZ,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X
LTSOJZI,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X
LTSOZIJ,O,X,X,X,X,O,X,O,X,O,O,X,O,O,X
LTSOZJI,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X
LTZIJSO,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LTZIJOS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LTZISJO,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
LTZISOJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
LTZIOJS,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTZIOSJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTZJISO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LTZJIOS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LTZJSIO,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LTZJSOI,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LTZJOIS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LTZJOSI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LTZSIJO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LTZSIOJ,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LTZSJIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LTZSJOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
LTZSOIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
LTZSOJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
LTZOIJS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTZOISJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTZOJIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTZOJSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTZOSIJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTZOSJI,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTOIJSZ,O,X,X,X,X,O,X,X,X,X,O,X,X,O,O
LTOIJZS,O,X,X,X,X,O,X,X,X,X,O,X,O,O,O
LTOISJZ,O,X,X,X,X,O,X,X,X,X,O,X,O,O,O
LTOISZJ,O,X,X,X,X,O,X,X,X,X,O,X,O,O,X
LTOIZJS,O,X,X,X,X,O,X,X,X,X,O,X,O,O,O
LTOIZSJ,O,X,X,X,X,O,X,X,X,X,O,X,O,O,X
LTOJISZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
LTOJIZS,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O
LTOJSIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
LTOJSZI,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
LTOJZIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O
LTOJZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O
LTOSIJZ,O,X,X,X,X,O,X,X,X,X,O,X,O,O,X
LTOSIZJ,O,X,X,X,X,O,X,X,X,X,O,X,O,O,X
LTOSJIZ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
LTOSJZI,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
LTOSZIJ,O,X,X,X,X,O,X,X,X,X,O,X,O,O,X
LTOSZJI,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
LTOZIJS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTOZISJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTOZJIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTOZJSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTOZSIJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTOZSJI,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LITJSZO,O,X,O,X,X,O,X,X,X,X,X,O,O,O,O
LITJSOZ,O,X,O,X,X,O,X,X,X,X,X,O,O,O,O
LITJZSO,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O
LITJZOS,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O
LITJOSZ,O,X,O,X,X,O,X,X,X,X,X,O,X,O,O
LITJOZS,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O
LITSJZO,O,X,O,O,X,O,X,X,X,X,X,O,O,O,O
LITSJOZ,O,X,O,O,X,O,X,X,X,X,O,O,O,O,O
LITSZJO,O,X,O,O,X,O,X,X,X,X,X,O,O,O,X
LITSZOJ,O,X,O,O,X,O,X,X,O,X,O,O,O,O,X
LITSOJZ,O,X,O,O,X,O,X,X,O,X,O,O,O,O,O
LITSOZJ,O,X,O,O,X,O,X,X,O,X,O,O,O,O,X
LITZJSO,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O
LITZJOS,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O
LITZSJO,O,X,X,O,X,O,X,X,X,X,X,O,O,O,X
LITZSOJ,O,X,X,O,X,O,X,X,O,X,X,O,O,O,X
LITZOJS,O,X,X,X,X,O,X,X,O,X,X,X,O,O,O
LITZOSJ,O,X,X,O,X,O,X,X,O,X,X,X,O,O,X
LITOJSZ,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O
LITOJZS,O,X,X,X,X,O,X,X,O,X,X,X,O,O,O
LITOSJZ,O,X,O,O,X,O,X,X,O,X,O,X,O,O,O
LITOSZJ,O,X,O,O,X,O,X,X,O,X,O,X,O,O,X
LITOZJS,O,X,X,X,X,O,X,X,O,X,X,X,O,O,O
LITOZSJ,O,X,X,O,X,O,X,X,O,X,X,X,O,O,X
LIJTSZO,O,O,O,X,X,O,X,X,X,X,X,O,X,O,O
LIJTSOZ,O,O,O,X,X,O,X,X,X,X,X,O,X,O,O
LIJTZSO,O,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LIJTZOS,O,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LIJTOSZ,O,O,O,X,X,O,X,X,X,X,X,O,X,O,O
LIJTOZS,O,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LIJSTZO,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LIJSTOZ,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LIJSZTO,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LIJSZOT,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LIJSOTZ,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LIJSOZT,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LIJZTSO,X,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LIJZTOS,X,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LIJZSTO,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LIJZSOT,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LIJZOTS,X,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LIJZOST,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LIJOTSZ,O,O,O,X,X,O,X,X,X,X,X,O,X,O,O
LIJOTZS,O,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LIJOSTZ,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LIJOSZT,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LIJOZTS,X,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LIJOZST,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LISTJZO,O,O,O,O,O,O,X,X,X,X,X,O,O,O,O
LISTJOZ,O,O,O,O,O,O,X,X,X,X,O,O,O,O,O
LISTZJO,O,O,O,O,O,O,X,X,X,X,X,O,O,O,X
LISTZOJ,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X
LISTOJZ,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O
LISTOZJ,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X
LISJTZO,O,O,O,O,O,O,X,X,X,X,X,O,O,O,O
LISJTOZ,O,O,O,O,O,O,X,X,X,X,X,O,O,O,O
LISJZTO,O,O,O,O,O,O,X,X,X,X,X,O,X,O,O
LISJZOT,O,O,O,O,O,O,X,X,X,X,X,O,X,O,O
LISJOTZ,O,O,O,O,O,O,X,X,X,X,X,O,O,O,O
LISJOZT,O,O,O,O,O,O,X,X,X,X,X,O,X,O,O
LISZTJO,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X
LISZTOJ,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X
LISZJTO,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X
LISZJOT,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X
LISZOTJ,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X
LISZOJT,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X
LISOTJZ,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O
LISOTZJ,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X
LISOJTZ,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O
LISOJZT,O,O,O,O,O,O,X,X,X,X,O,O,X,O,O
LISOZTJ,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X
LISOZJT,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X
LIZTJSO,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
LIZTJOS,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
LIZTSJO,X,X,X,O,X,O,X,X,X,X,X,O,O,O,X
LIZTSOJ,X,X,X,O,X,O,X,X,X,X,X,O,O,O,X
LIZTOJS,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
LIZTOSJ,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X
LIZJTSO,X,O,X,X,X,O,X,X,X,X,X,O,O,O,O
LIZJTOS,X,O,X,X,X,O,X,X,X,X,X,O,O,O,O
LIZJSTO,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LIZJSOT,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LIZJOTS,X,O,X,X,X,O,X,X,X,X,X,O,O,O,O
LIZJOST,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LIZSTJO,X,O,O,O,O,O,X,X,X,X,X,O,X,O,X
LIZSTOJ,X,O,O,O,O,O,X,X,X,X,X,O,X,O,X
LIZSJTO,X,O,O,O,O,O,X,X,X,X,X,O,X,O,X
LIZSJOT,X,O,O,O,O,O,X,X,X,X,X,O,X,O,X
LIZSOTJ,X,O,O,O,O,O,X,X,X,X,X,O,X,O,X
LIZSOJT,X,O,O,O,O,O,X,X,X,X,X,O,X,O,X
LIZOTJS,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
LIZOTSJ,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X
LIZOJTS,X,O,X,X,X,O,X,X,X,X,X,X,O,O,O
LIZOJST,X,O,O,X,O,O,X,X,X,X,X,X,X,O,O
LIZOSTJ,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LIZOSJT,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LIOTJSZ,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O
LIOTJZS,O,X,X,X,X,O,X,X,O,X,X,X,O,O,O
LIOTSJZ,O,X,O,O,X,O,X,X,O,X,O,X,O,O,O
LIOTSZJ,O,X,O,O,X,O,X,X,O,X,O,X,O,O,X
LIOTZJS,O,X,X,X,X,O,X,X,O,X,X,X,O,O,O
LIOTZSJ,O,X,X,O,X,O,X,X,O,X,X,X,O,O,X
LIOJTSZ,O,O,O,X,X,O,X,X,O,X,O,X,X,O,O
LIOJTZS,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O
LIOJSTZ,O,O,O,X,O,O,X,X,O,X,O,X,X,O,O
LIOJSZT,O,O,O,X,O,O,X,X,X,X,O,X,X,O,O
LIOJZTS,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O
LIOJZST,X,O,O,X,O,O,X,X,X,X,X,X,X,O,O
LIOSTJZ,O,O,O,O,O,O,X,X,O,X,O,X,O,O,O
LIOSTZJ,O,O,O,O,O,O,X,X,O,X,O,X,O,O,X
LIOSJTZ,O,O,O,O,O,O,X,X,O,X,O,X,O,O,O
LIOSJZT,O,O,O,O,O,O,X,X,X,X,O,X,X,O,O
LIOSZTJ,O,O,O,O,O,O,X,X,X,X,O,X,O,O,X
LIOSZJT,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X
LIOZTJS,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
LIOZTSJ,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X
LIOZJTS,X,O,X,X,X,O,X,X,X,X,X,X,O,O,O
LIOZJST,X,O,O,X,O,O,X,X,X,X,X,X,X,O,O
LIOZSTJ,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LIOZSJT,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LJTISZO,X,O,X,X,X,X,X,X,X,O,X,O,O,X,O
LJTISOZ,X,O,X,X,X,X,X,X,X,O,X,O,O,X,O
LJTIZSO,X,O,X,X,X,X,X,X,X,O,X,O,O,X,O
LJTIZOS,X,O,X,X,X,X,X,X,X,O,X,O,O,X,O
LJTIOSZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O
LJTIOZS,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O
LJTSIZO,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X
LJTSIOZ,X,O,X,X,X,X,X,X,X,O,O,O,O,X,X
LJTSZIO,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
LJTSOIZ,X,O,X,X,X,X,X,X,X,O,O,O,O,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X
LJTZISO,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
LJTZIOS,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
LJTZSIO,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
LJTZSOI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJTZOIS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJTZOSI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJTOISZ,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O
LJTOIZS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
LJTOSIZ,X,O,X,X,X,X,X,X,X,O,O,O,O,X,X
LJTOSZI,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X
LJTOZIS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LJTOZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O
LJITSZO,X,O,O,X,X,O,X,X,X,X,X,O,X,O,O
LJITSOZ,X,O,O,X,X,O,X,X,X,X,X,O,X,O,O
LJITZSO,X,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LJITZOS,X,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LJITOSZ,X,O,O,X,X,O,X,X,X,X,X,O,X,O,O
LJITOZS,X,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LJISTZO,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LJISTOZ,X,O,O,X,O,O,O,X,X,X,X,O,X,O,O
LJISZTO,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LJISZOT,X,O,O,X,O,O,O,X,X,X,X,O,X,O,O
LJISOTZ,X,O,O,X,O,O,O,X,X,X,X,O,X,O,O
LJISOZT,X,O,O,X,O,O,O,X,X,X,X,O,X,O,O
LJIZTSO,X,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LJIZTOS,X,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LJIZSTO,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LJIZSOT,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LJIZOTS,X,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LJIZOST,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LJIOTSZ,X,O,O,X,X,O,X,X,X,X,X,O,X,O,O
LJIOTZS,X,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LJIOSTZ,X,O,O,X,O,O,O,X,X,X,X,O,X,O,O
LJIOSZT,X,O,O,X,O,O,O,X,X,X,X,O,X,O,O
LJIOZTS,X,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LJIOZST,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LJSTIZO,X,O,O,X,O,X,X,X,X,O,X,O,O,O,X
LJSTIOZ,X,O,O,X,O,X,O,X,X,O,O,O,O,O,X
LJSTZIO,X,O,O,X,X,X,X,X,X,O,X,O,O,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
LJSTOIZ,X,O,X,X,X,X,O,X,X,O,O,O,O,O,X
LJSTOZI,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X
LJSITZO,X,O,O,X,O,O,X,X,X,O,X,O,O,O,O
LJSITOZ,X,O,O,X,O,O,O,X,X,O,X,O,O,O,O
LJSIZTO,X,O,O,X,O,O,X,X,X,O,X,O,X,O,O
LJSIZOT,X,O,O,X,O,O,O,X,X,O,X,O,X,O,O
LJSIOTZ,X,O,O,X,O,O,O,X,X,O,X,O,O,O,O
LJSIOZT,X,O,O,X,O,O,O,X,X,O,X,O,X,O,O
LJSZTIO,X,O,O,X,X,X,X,X,X,O,O,O,X,X,O
LJSZTOI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O
LJSZITO,X,O,O,X,O,O,X,X,X,O,O,O,X,X,O
LJSZIOT,X,O,O,X,O,O,O,X,X,O,O,O,X,X,O
LJSZOTI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O
LJSZOIT,X,X,O,X,X,O,O,X,X,O,O,O,X,X,O
LJSOTIZ,X,O,X,X,X,X,O,X,X,O,O,O,O,O,X
LJSOTZI,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X
LJSOITZ,X,O,O,X,O,O,O,X,X,O,O,O,O,O,O
LJSOIZT,X,O,O,X,O,O,O,X,X,O,O,O,X,O,O
LJSOZTI,X,X,X,X,X,X,X,X,X,O,O,O,X,O,O
LJSOZIT,X,X,O,X,X,O,O,X,X,O,O,O,X,O,O
LJZTISO,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZTIOS,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZTSIO,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZTSOI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZTOIS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZTOSI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZITSO,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZITOS,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZISTO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
LJZISOT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
LJZIOTS,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZIOST,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
LJZSTIO,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O
LJZSTOI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZSITO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
LJZSIOT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
LJZSOTI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZSOIT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LJZOTIS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZOTSI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZOITS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZOIST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LJZOSTI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZOSIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LJOTISZ,X,X,X,X,X,X,X,X,X,O,O,O,X,O,O
LJOTIZS,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
LJOTSIZ,X,O,X,X,X,X,X,X,X,O,O,O,O,O,X
LJOTSZI,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X
LJOTZIS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LJOTZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O
LJOITSZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,O
LJOITZS,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
LJOISTZ,X,X,X,X,X,O,O,X,X,X,O,O,X,O,O
LJOISZT,X,X,X,X,X,O,O,X,X,X,O,O,X,O,O
LJOIZTS,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
LJOIZST,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
LJOSTIZ,X,O,X,X,X,X,O,X,X,O,O,O,O,O,X
LJOSTZI,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X
LJOSITZ,X,O,X,X,X,O,O,X,X,O,O,O,O,O,O
LJOSIZT,X,O,X,X,X,O,O,X,X,O,O,O,X,O,O
LJOSZTI,X,X,X,X,X,X,X,X,X,O,O,O,X,O,O
LJOSZIT,X,X,X,X,X,O,O,X,X,O,O,O,X,O,O
LJOZTIS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJOZTSI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
LJOZITS,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O
LJOZIST,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
LJOZSTI,X,X,X,X,X,X,X,X,X,O,O,X,O,O,O
LJOZSIT,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O
LSTIJZO,O,O,O,O,O,O,X,O,X,O,X,O,O,O,X
LSTIJOZ,O,O,O,O,O,O,X,X,X,O,O,O,O,O,X
LSTIZJO,O,O,O,O,O,O,X,O,X,O,X,O,O,O,X
LSTIZOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
LSTIOJZ,O,O,O,O,O,O,X,X,X,O,O,O,O,O,X
LSTIOZJ,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
LSTJIZO,O,O,O,O,O,X,X,O,X,O,X,O,O,O,X
LSTJIOZ,O,O,O,O,O,X,O,X,X,O,O,O,O,O,X
LSTJZIO,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X
LSTJZOI,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
LSTJOIZ,O,O,X,X,X,X,O,X,X,O,O,O,O,O,X
LSTJOZI,O,X,X,X,X,X,X,X,X,O,O,O,O,O,X
LSTZIJO,O,X,O,O,O,O,X,O,X,O,O,X,O,O,X
LSTZIOJ,O,X,O,O,O,O,X,O,X,O,O,X,O,O,X
LSTZJIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LSTZJOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
LSTZOIJ,O,X,X,X,X,O,X,O,X,O,O,X,O,O,X
LSTZOJI,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X
LSTOIJZ,O,X,X,O,X,O,X,X,X,O,O,X,O,O,X
LSTOIZJ,O,X,X,O,X,O,X,O,X,O,O,X,O,O,X
LSTOJIZ,O,X,X,X,X,X,O,X,X,O,O,X,O,O,X
LSTOJZI,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X
LSTOZIJ,O,X,X,X,X,O,X,O,X,O,O,X,O,O,X
LSTOZJI,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X
LSITJZO,O,O,O,O,O,O,X,O,X,O,X,O,O,O,O
LSITJOZ,O,O,O,O,O,O,X,X,X,O,O,O,O,O,O
LSITZJO,O,O,O,O,O,O,X,O,X,O,X,O,O,O,X
LSITZOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
LSITOJZ,O,O,O,O,O,O,X,X,X,O,O,O,O,O,O
LSITOZJ,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
LSIJTZO,O,O,O,O,O,O,X,X,X,O,X,O,O,O,O
LSIJTOZ,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O
LSIJZTO,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O
