sequence,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex8XaAFLDmClcJSAVDEHB?EooRBJoAVBUnjWCz/AAAvhFFZBzSBsWBKVBXRBGZB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex8XaAFLDmClcJSAVDEHB?EooRBJoAVBKnjWCzOBAAvhFGZBzSBsWBKVBXRBFZB,v115@9gC8AeJ8AeJ8AeJ8AeC8Je33XaAFLDmClcJSAVDEHB?EooRBToAVBKH8LC6OBAAvhF+ZBzTBKVBRWBUYBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jez2XaAFLDmClcJSAVDEHB?EooRBPoAVBK+rtC6OBAAvhF+ZBRYBKVBXRB0XBlYB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeU4XaAFLDmClcJSAVDEHB?EooRBaoAVBKH8LCzOBAAvhF+ZBzTBKVBRWB3XBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8Je18XaAFLDmClcJSAVDEHB?EooRBUoAVBpXstCv/AAAvhFxYBsWBKVBXRBTZBGYB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeU4XaAFLDmClcJSAVDEHB?EooRBaoAVBqSFgCzOBAAvhFWZBKVBRWBTZB3XBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeW+XaAFLDmClcJSAVDEHB?EooRBKoAVBJ3TWC6OBAAvhFRcBTUBXTBKVBURBFSB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeV9XaAFLDmClcJSAVDEHB?EooRBUoAVB6vytCM+AAAvhF0WB+ZBzTB3SBKVBRRB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeV9XaAFLDmClcJSAVDEHB?EooRBUoAVBzvKWCa+AAAvhFXXB+ZBzTBKVBURBRSB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex9XaAFLDmClcJSAVDEHB?EooRBJoAVBTnjWCqOBAAvhF3XBTUBsWBKVBGTBFRB
LJTSOZI,X,X,X,X,X,X,X,O,O,O,X
LJTZISO,X,X,X,X,X,O,X,X,O,O,X
LJTZIOS,X,X,X,X,O,X,X,X,O,O,X
LJTZSIO,X,X,X,X,X,O,X,X,O,O,X
LJTZSOI,X,X,X,X,X,X,X,X,O,O,X
LJTZOIS,X,X,X,X,O,X,X,X,O,O,X
LJTZOSI,X,X,X,X,X,X,X,X,O,O,X
LJTOISZ,X,X,O,O,X,X,X,O,O,O,X
LJTOIZS,X,X,X,X,O,X,X,O,O,O,X
LJTOSIZ,X,X,O,O,X,X,X,O,O,O,X
LJTOSZI,X,X,X,X,X,X,X,O,O,O,X
LJTOZIS,X,X,X,X,O,X,X,X,O,O,X
LJTOZSI,X,X,X,X,X,X,X,X,O,O,X
LJITSZO,X,X,X,X,X,X,X,O,O,O,O
LJITSOZ,X,X,O,X,X,X,X,O,O,O,O
LJITZSO,O,O,X,X,X,X,X,O,O,O,X
LJITZOS,O,O,X,X,O,X,X,O,O,O,X
LJITOSZ,X,X,O,O,X,X,X,O,O,O,O
LJITOZS,O,O,X,X,O,X,X,O,O,O,X
LJISTZO,X,X,X,X,X,X,X,O,X,X,O
LJISTOZ,X,X,O,X,X,X,X,O,X,X,O
LJISZTO,X,O,X,X,X,X,X,O,X,X,O
LJISZOT,X,O,O,X,O,X,X,O,X,X,O
LJISOTZ,X,X,O,O,X,X,X,O,X,X,O
LJISOZT,X,O,O,O,O,X,X,O,X,X,O
LJIZTSO,O,O,X,X,X,X,O,O,O,X,X
LJIZTOS,O,O,X,X,O,X,O,O,O,X,X
LJIZSTO,O,O,X,X,X,X,O,O,O,X,O
LJIZSOT,O,O,O,X,O,X,O,O,X,X,O
LJIZOTS,O,O,X,X,O,X,O,O,O,X,X
LJIZOST,O,O,O,O,O,X,O,O,X,X,O
LJIOTSZ,X,X,O,O,X,X,X,O,O,O,O
LJIOTZS,O,O,X,X,O,X,X,O,O,O,X
LJIOSTZ,X,X,O,O,X,X,X,O,X,X,O
LJIOSZT,X,O,O,O,O,X,X,O,X,X,O
LJIOZTS,O,O,X,X,O,X,X,O,X,X,X
LJIOZST,O,O,O,O,O,X,X,O,X,X,O
LJSTIZO,X,X,X,X,X,X,X,O,O,O,O
LJSTIOZ,X,X,O,X,X,X,X,O,O,O,O
LJSTZIO,X,X,X,X,X,X,X,O,O,O,O
LJSTZOI,X,X,X,X,X,X,X,O,O,O,O
LJSTOIZ,X,X,O,O,X,X,X,O,O,O,X
LJSTOZI,X,X,X,X,X,X,X,O,O,O,X
LJSITZO,X,X,X,X,X,X,X,O,X,O,O
LJSITOZ,X,X,O,X,X,X,X,O,X,O,O
LJSIZTO,X,O,X,X,X,X,X,O,X,O,O
LJSIZOT,X,O,O,X,O,X,X,O,X,X,O
LJSIOTZ,X,X,O,O,X,X,X,O,X,X,O
LJSIOZT,X,O,O,O,O,X,X,O,X,X,O
LJSZTIO,X,X,X,X,X,X,X,O,O,O,O
LJSZTOI,X,X,X,X,X,X,X,O,O,O,O
LJSZITO,X,X,X,X,X,X,X,O,O,O,O
LJSZIOT,X,X,O,X,O,X,X,O,X,X,O
LJSZOTI,X,X,X,X,X,X,X,O,X,X,O
LJSZOIT,X,X,O,O,O,X,X,O,X,X,O
LJSOTIZ,X,X,O,O,X,X,X,O,O,O,X
LJSOTZI,X,X,X,X,X,X,X,O,O,O,X
LJSOITZ,X,X,O,O,X,X,X,O,X,X,O
LJSOIZT,X,X,O,O,O,X,X,O,X,X,O
LJSOZTI,X,X,X,X,X,X,X,O,X,X,O
LJSOZIT,X,X,O,O,O,X,X,O,X,X,O
LJZTISO,X,X,X,X,X,X,O,X,O,O,X
LJZTIOS,X,X,X,X,O,X,O,X,O,O,X
LJZTSIO,X,X,X,X,X,X,X,X,O,O,X
LJZTSOI,X,X,X,X,X,X,X,X,O,O,X
LJZTOIS,X,X,X,X,O,X,X,X,O,O,X
LJZTOSI,X,X,X,X,X,X,X,X,O,O,X
LJZITSO,X,O,X,X,X,X,O,O,O,X,X
LJZITOS,X,O,X,X,O,X,O,O,O,X,X
LJZISTO,X,O,X,X,X,X,O,O,O,X,X
LJZISOT,X,O,O,X,O,X,O,O,X,X,X
LJZIOTS,X,O,X,X,O,X,O,O,O,X,X
LJZIOST,X,O,O,O,O,X,O,O,X,X,X
LJZSTIO,X,X,X,X,X,X,X,O,O,X,X
LJZSTOI,X,X,X,X,X,X,X,O,O,X,X
LJZSITO,X,X,X,X,X,X,O,O,O,X,X
LJZSIOT,X,X,O,X,O,X,O,O,X,X,X
LJZSOTI,X,X,X,X,X,X,X,O,X,X,X
LJZSOIT,X,X,O,O,O,X,X,O,X,X,X
LJZOTIS,X,X,X,X,O,X,X,X,O,O,X
LJZOTSI,X,X,X,X,X,X,X,X,O,O,X
LJZOITS,X,X,X,X,O,X,O,O,O,X,X
LJZOIST,X,X,O,O,O,X,O,O,X,X,X
LJZOSTI,X,X,X,X,X,X,X,O,X,X,X
LJZOSIT,X,X,O,O,O,X,X,O,X,X,X
LJOTISZ,X,X,O,O,X,X,X,O,O,O,X
LJOTIZS,X,X,X,X,O,X,X,O,O,O,X
LJOTSIZ,X,X,O,O,X,X,X,O,O,O,X
LJOTSZI,X,X,X,X,X,X,X,O,O,O,X
LJOTZIS,X,X,X,X,O,X,X,X,O,O,X
LJOTZSI,X,X,X,X,X,X,X,X,O,O,X
LJOITSZ,X,X,O,O,X,X,X,O,O,O,X
LJOITZS,X,O,X,X,O,X,X,O,O,O,X
LJOISTZ,X,X,O,O,X,X,X,O,X,X,X
LJOISZT,X,O,O,O,O,X,X,O,X,X,X
LJOIZTS,X,O,X,X,O,X,X,O,X,X,X
LJOIZST,X,O,O,O,O,X,X,O,X,X,X
LJOSTIZ,X,X,O,O,X,X,X,O,O,O,X
LJOSTZI,X,X,X,X,X,X,X,O,O,O,X
LJOSITZ,X,X,O,O,X,X,X,O,X,X,X
LJOSIZT,X,X,O,O,O,X,X,O,X,X,X
LJOSZTI,X,X,X,X,X,X,X,O,X,X,X
LJOSZIT,X,X,O,O,O,X,X,O,X,X,X
LJOZTIS,X,X,X,X,O,X,X,X,O,O,X
LJOZTSI,X,X,X,X,X,X,X,X,O,O,X
LJOZITS,X,X,X,X,O,X,X,O,O,X,X
LJOZIST,X,X,O,O,O,X,X,O,X,X,X
LJOZSTI,X,X,X,X,X,X,X,O,X,X,X
LJOZSIT,X,X,O,O,O,X,X,O,X,X,X
LSTIJZO,X,X,X,X,X,X,X,X,O,O,O
LSTIJOZ,X,X,O,X,X,X,X,X,O,O,O
LSTIZJO,O,X,X,X,X,O,X,X,O,O,O
LSTIZOJ,O,X,X,X,X,O,X,X,O,O,O
LSTIOJZ,X,X,X,X,X,X,X,X,O,O,O
LSTIOZJ,O,X,X,X,X,X,X,X,X,O,O
LSTJIZO,X,X,X,X,X,X,X,X,O,O,O
LSTJIOZ,X,X,O,X,X,X,X,X,O,O,O
LSTJZIO,X,X,X,X,X,X,X,X,O,O,O
LSTJZOI,X,X,X,X,X,X,X,X,O,O,O
LSTJOIZ,X,X,O,O,X,X,X,X,O,O,X
LSTJOZI,X,X,X,X,X,X,X,X,O,O,X
LSTZIJO,X,X,X,X,X,O,X,X,O,O,O
LSTZIOJ,X,X,X,X,X,O,X,X,O,O,O
LSTZJIO,X,X,X,X,X,O,X,X,O,O,O
LSTZJOI,X,X,X,X,X,X,X,X,O,O,O
LSTZOIJ,X,X,X,X,X,O,X,X,O,O,O
LSTZOJI,X,X,X,X,X,X,X,X,O,O,O
LSTOIJZ,X,X,X,X,X,X,X,X,O,O,X
LSTOIZJ,X,X,X,X,X,X,X,X,X,O,X
LSTOJIZ,X,X,X,O,X,X,X,X,O,O,X
LSTOJZI,X,X,X,X,X,X,X,X,O,O,X
LSTOZIJ,X,X,X,X,X,X,X,X,O,O,X
LSTOZJI,X,X,X,X,X,X,X,X,O,O,X
LSITJZO,X,X,X,X,X,X,X,O,X,O,O
LSITJOZ,X,X,O,X,X,X,X,O,X,O,O
LSITZJO,O,X,X,X,X,X,X,O,X,O,O
LSITZOJ,O,X,X,X,X,X,X,O,X,O,O
LSITOJZ,X,X,X,X,X,X,X,O,X,O,O
LSITOZJ,O,X,X,X,X,X,X,O,X,O,O
LSIJTZO,X,X,X,X,X,X,X,O,X,O,O
LSIJTOZ,X,X,O,X,X,X,X,O,X,O,O
LSIJZTO,X,O,X,X,X,X,X,O,X,O,O
LSIJZOT,X,O,O,X,O,X,X,O,X,X,O
LSIJOTZ,X,X,O,O,X,X,X,O,X,X,O
LSIJOZT,X,O,O,O,O,X,X,O,X,X,O
LSIZTJO,O,O,X,X,X,X,X,O,X,O,O
LSIZTOJ,O,O,X,X,X,X,X,O,X,O,O
LSIZJTO,O,O,X,X,X,X,O,O,X,O,O
LSIZJOT,O,O,O,X,O,X,O,O,X,X,O
LSIZOTJ,O,O,X,X,X,X,X,O,X,O,O
LSIZOJT,O,O,X,X,X,X,X,O,X,X,O
LSIOTJZ,X,X,X,X,X,X,X,O,X,O,O
LSIOTZJ,O,X,X,X,X,X,X,O,X,O,O
LSIOJTZ,X,X,O,O,X,X,X,O,X,X,O
LSIOJZT,X,O,O,O,X,X,X,O,X,X,O
LSIOZTJ,O,O,X,X,X,X,X,O,X,O,O
LSIOZJT,O,O,X,X,X,X,X,O,X,X,O
LSJTIZO,X,X,X,X,X,X,X,O,O,O,O
LSJTIOZ,X,X,O,X,X,X,X,O,O,O,O
LSJTZIO,X,X,X,X,X,X,X,O,O,O,O
LSJTZOI,X,X,X,X,X,X,X,O,O,O,O
LSJTOIZ,X,X,O,O,X,X,X,O,O,O,X
LSJTOZI,X,X,X,X,X,X,X,O,O,O,X
LSJITZO,X,X,X,X,X,X,X,O,X,O,O
LSJITOZ,X,X,O,X,X,X,X,O,X,O,O
LSJIZTO,X,O,X,X,X,X,X,O,X,O,O
LSJIZOT,X,O,O,X,O,X,X,O,X,X,O
LSJIOTZ,X,X,O,O,X,X,X,O,X,X,O
LSJIOZT,X,O,O,O,O,X,X,O,X,X,O
LSJZTIO,X,X,X,X,X,X,X,O,O,O,O
LSJZTOI,X,X,X,X,X,X,X,O,O,O,O
LSJZITO,X,X,X,X,X,X,X,O,O,O,O
LSJZIOT,X,X,O,X,O,X,X,O,X,X,O
LSJZOTI,X,X,X,X,X,X,X,O,X,X,O
LSJZOIT,X,X,O,O,O,X,X,O,X,X,O
LSJOTIZ,X,X,O,O,X,X,X,O,O,O,X
LSJOTZI,X,X,X,X,X,X,X,O,O,O,X
LSJOITZ,X,X,O,O,X,X,X,O,X,X,O
LSJOIZT,X,X,O,O,O,X,X,O,X,X,O
LSJOZTI,X,X,X,X,X,X,X,O,X,X,O
LSJOZIT,X,X,O,O,O,X,X,O,X,X,O
LSZTIJO,X,X,X,X,X,X,X,X,O,O,O
LSZTIOJ,X,X,X,X,X,X,X,X,O,O,O
LSZTJIO,X,X,X,X,X,X,X,X,O,O,O
LSZTJOI,X,X,X,X,X,X,X,X,O,O,O
LSZTOIJ,X,X,X,X,X,X,X,X,O,O,O
LSZTOJI,X,X,X,X,X,X,X,X,O,O,O
LSZITJO,X,X,X,X,X,X,X,X,O,O,O
LSZITOJ,X,X,X,X,X,X,X,X,O,O,O
LSZIJTO,X,X,X,X,X,X,O,X,O,O,O
LSZIJOT,X,X,O,X,O,X,O,X,X,X,O
LSZIOTJ,X,X,X,X,X,X,X,X,O,O,O
LSZIOJT,X,X,X,X,X,X,X,X,X,X,O
LSZJTIO,X,X,X,X,X,X,X,X,O,O,O
LSZJTOI,X,X,X,X,X,X,X,X,O,O,O
LSZJITO,X,X,X,X,X,X,O,X,O,O,O
LSZJIOT,X,X,O,X,O,X,O,X,X,X,O
LSZJOTI,X,X,X,X,X,X,X,X,X,X,O
LSZJOIT,X,X,O,O,O,X,X,X,X,X,O
LSZOTIJ,X,X,X,X,X,X,X,X,O,O,O
LSZOTJI,X,X,X,X,X,X,X,X,O,O,O
LSZOITJ,X,X,X,X,X,X,X,X,O,O,O
LSZOIJT,X,X,X,X,X,X,X,X,X,X,O
LSZOJTI,X,X,X,X,X,X,X,X,X,X,O
LSZOJIT,X,X,X,O,X,X,X,X,X,X,O
LSOTIJZ,X,X,X,X,X,X,X,X,X,O,X
LSOTIZJ,X,X,X,X,X,X,X,X,X,O,X
LSOTJIZ,X,X,X,O,X,X,X,X,X,O,X
LSOTJZI,X,X,X,X,X,X,X,X,X,O,X
LSOTZIJ,X,X,X,X,X,X,X,X,X,O,X
LSOTZJI,X,X,X,X,X,X,X,X,X,O,X
LSOITJZ,X,X,X,X,X,X,X,X,X,O,O
LSOITZJ,X,X,X,X,X,X,X,X,X,O,O
LSOIJTZ,X,X,O,O,X,X,X,X,X,X,O
LSOIJZT,X,X,O,O,X,X,X,X,X,X,O
LSOIZTJ,X,X,X,X,X,X,X,X,X,O,O
LSOIZJT,X,X,X,X,X,X,X,X,X,X,O
LSOJTIZ,X,X,O,O,X,X,X,X,X,X,X
LSOJTZI,X,X,X,X,X,X,X,X,X,X,X
LSOJITZ,X,X,O,O,X,X,X,X,X,X,O
LSOJIZT,X,X,O,O,X,X,X,X,X,X,O
LSOJZTI,X,X,X,X,X,X,X,X,X,X,O
LSOJZIT,X,X,O,O,X,X,X,X,X,X,O
LSOZTIJ,X,X,X,X,X,X,X,X,X,O,O
LSOZTJI,X,X,X,X,X,X,X,X,X,O,O
LSOZITJ,X,X,X,X,X,X,X,X,X,O,O
LSOZIJT,X,X,X,X,X,X,X,X,X,X,O
LSOZJTI,X,X,X,X,X,X,X,X,X,X,O
LSOZJIT,X,X,X,O,X,X,X,X,X,X,O
LZTIJSO,O,X,X,X,X,O,O,X,O,O,X
LZTIJOS,O,X,X,X,O,X,O,X,O,O,X
LZTISJO,O,X,X,X,X,O,X,X,O,O,X
LZTISOJ,O,X,X,X,X,O,X,X,O,O,X
LZTIOJS,O,X,X,X,X,X,X,X,O,X,X
LZTIOSJ,O,X,X,X,X,O,X,X,O,X,X
LZTJISO,X,X,X,X,X,O,O,X,O,O,X
LZTJIOS,X,X,X,X,O,X,O,X,O,O,X
LZTJSIO,X,X,X,X,X,O,X,X,O,O,X
LZTJSOI,X,X,X,X,X,X,X,X,O,O,X
LZTJOIS,X,X,X,X,O,X,X,X,O,O,X
LZTJOSI,X,X,X,X,X,X,X,X,O,O,X
LZTSIJO,X,X,X,X,X,O,X,X,O,O,X
LZTSIOJ,X,X,X,X,X,O,X,X,O,O,X
LZTSJIO,X,X,X,X,X,O,X,X,O,O,X
LZTSJOI,X,X,X,X,X,X,X,X,O,O,X
LZTSOIJ,X,X,X,X,X,O,X,X,O,O,X
LZTSOJI,X,X,X,X,X,X,X,X,O,O,X
LZTOIJS,X,X,X,X,X,X,X,X,O,X,X
LZTOISJ,X,X,X,X,X,O,X,X,O,X,X
LZTOJIS,X,X,X,X,X,X,X,X,O,X,X
LZTOJSI,X,X,X,X,X,X,X,X,O,X,X
LZTOSIJ,X,X,X,X,X,O,X,X,O,X,X
LZTOSJI,X,X,X,X,X,X,X,X,O,X,X
LZITJSO,O,O,X,X,X,X,O,O,O,X,X
LZITJOS,O,O,X,X,O,X,O,O,O,X,X
LZITSJO,O,O,X,X,X,X,X,O,O,X,X
LZITSOJ,O,O,X,X,X,X,X,O,O,X,X
LZITOJS,O,O,X,X,X,X,X,O,O,X,X
LZITOSJ,O,O,X,X,X,X,X,O,O,X,X
LZIJTSO,O,O,X,X,X,X,O,O,O,X,X
LZIJTOS,O,O,X,X,O,X,O,O,O,X,X
LZIJSTO,O,O,X,X,X,X,O,O,O,X,O
LZIJSOT,O,O,O,X,O,X,O,O,X,X,O
LZIJOTS,O,O,X,X,O,X,O,O,O,X,X
LZIJOST,O,O,O,X,O,X,O,O,X,X,O
LZISTJO,O,O,X,X,X,X,X,O,O,X,O
LZISTOJ,O,O,X,X,X,X,X,O,O,X,O
LZISJTO,O,O,X,X,X,X,O,O,O,X,O
LZISJOT,O,O,O,X,O,X,O,O,X,X,O
LZISOTJ,O,O,X,X,X,X,X,O,O,X,O
LZISOJT,O,O,X,X,X,X,X,O,X,X,O
LZIOTJS,O,O,X,X,X,X,X,O,O,X,X
LZIOTSJ,O,O,X,X,X,X,X,O,O,X,X
LZIOJTS,O,O,X,X,O,X,O,O,O,X,X
LZIOJST,O,O,X,X,O,X,O,O,X,X,O
LZIOSTJ,O,O,X,X,X,X,X,O,O,X,O
LZIOSJT,O,O,X,X,X,X,X,O,X,X,O
LZJTISO,X,X,X,X,X,X,O,X,O,O,X
LZJTIOS,X,X,X,X,O,X,O,X,O,O,X
LZJTSIO,X,X,X,X,X,X,X,X,O,O,X
LZJTSOI,X,X,X,X,X,X,X,X,O,O,X
LZJTOIS,X,X,X,X,O,X,X,X,O,O,X
LZJTOSI,X,X,X,X,X,X,X,X,O,O,X
LZJITSO,X,O,X,X,X,X,O,O,O,X,X
LZJITOS,X,O,X,X,O,X,O,O,O,X,X
LZJISTO,X,O,X,X,X,X,O,O,O,X,X
LZJISOT,X,O,O,X,O,X,O,O,X,X,X
LZJIOTS,X,O,X,X,O,X,O,O,O,X,X
LZJIOST,X,O,O,O,O,X,O,O,X,X,X
LZJSTIO,X,X,X,X,X,X,X,O,O,X,X
LZJSTOI,X,X,X,X,X,X,X,O,O,X,X
LZJSITO,X,X,X,X,X,X,O,O,O,X,X
LZJSIOT,X,X,O,X,O,X,O,O,X,X,X
LZJSOTI,X,X,X,X,X,X,X,O,X,X,X
LZJSOIT,X,X,O,O,O,X,X,O,X,X,X
LZJOTIS,X,X,X,X,O,X,X,X,O,O,X
LZJOTSI,X,X,X,X,X,X,X,X,O,O,X
LZJOITS,X,X,X,X,O,X,O,O,O,X,X
LZJOIST,X,X,O,O,O,X,O,O,X,X,X
LZJOSTI,X,X,X,X,X,X,X,O,X,X,X
LZJOSIT,X,X,O,O,O,X,X,O,X,X,X
LZSTIJO,X,X,X,X,X,X,X,X,O,O,O
LZSTIOJ,X,X,X,X,X,X,X,X,O,O,O
LZSTJIO,X,X,X,X,X,X,X,X,O,O,O
LZSTJOI,X,X,X,X,X,X,X,X,O,O,O
LZSTOIJ,X,X,X,X,X,X,X,X,O,O,O
LZSTOJI,X,X,X,X,X,X,X,X,O,O,O
LZSITJO,X,X,X,X,X,X,X,X,O,O,O
LZSITOJ,X,X,X,X,X,X,X,X,O,O,O
LZSIJTO,X,X,X,X,X,X,O,X,O,O,O
LZSIJOT,X,X,O,X,O,X,O,X,X,X,O
LZSIOTJ,X,X,X,X,X,X,X,X,O,O,O
LZSIOJT,X,X,X,X,X,X,X,X,X,X,O
LZSJTIO,X,X,X,X,X,X,X,X,O,O,O
LZSJTOI,X,X,X,X,X,X,X,X,O,O,O
LZSJITO,X,X,X,X,X,X,O,X,O,O,O
LZSJIOT,X,X,O,X,O,X,O,X,X,X,O
LZSJOTI,X,X,X,X,X,X,X,X,X,X,O
LZSJOIT,X,X,O,O,O,X,X,X,X,X,O
LZSOTIJ,X,X,X,X,X,X,X,X,O,O,O
LZSOTJI,X,X,X,X,X,X,X,X,O,O,O
LZSOITJ,X,X,X,X,X,X,X,X,O,O,O
LZSOIJT,X,X,X,X,X,X,X,X,X,X,O
LZSOJTI,X,X,X,X,X,X,X,X,X,X,O
LZSOJIT,X,X,X,O,X,X,X,X,X,X,O
LZOTIJS,X,X,X,X,X,X,X,X,O,X,X
LZOTISJ,X,X,X,X,X,X,X,X,O,X,X
LZOTJIS,X,X,X,X,X,X,X,X,O,X,X
LZOTJSI,X,X,X,X,X,X,X,X,O,X,X
LZOTSIJ,X,X,X,X,X,X,X,X,O,X,X
LZOTSJI,X,X,X,X,X,X,X,X,O,X,X
LZOITJS,X,X,X,X,X,X,X,X,O,X,X
LZOITSJ,X,X,X,X,X,X,X,X,O,X,X
LZOIJTS,X,X,X,X,O,X,O,X,O,X,X
LZOIJST,X,X,X,X,O,X,O,X,X,X,X
LZOISTJ,X,X,X,X,X,X,X,X,O,X,X
LZOISJT,X,X,X,X,X,X,X,X,X,X,X
LZOJTIS,X,X,X,X,O,X,X,X,O,X,X
LZOJTSI,X,X,X,X,X,X,X,X,O,X,X
LZOJITS,X,X,X,X,O,X,O,X,O,X,X
LZOJIST,X,X,X,O,O,X,O,X,X,X,X
LZOJSTI,X,X,X,X,X,X,X,X,X,X,X
LZOJSIT,X,X,X,O,O,X,X,X,X,X,X
LZOSTIJ,X,X,X,X,X,X,X,X,O,X,X
LZOSTJI,X,X,X,X,X,X,X,X,O,X,X
LZOSITJ,X,X,X,X,X,X,X,X,O,X,X
LZOSIJT,X,X,X,X,X,X,X,X,X,X,X
LZOSJTI,X,X,X,X,X,X,X,X,X,X,X
LZOSJIT,X,X,X,O,X,X,X,X,X,X,X
LOTIJSZ,X,X,X,X,X,X,X,X,X,O,X
LOTIJZS,O,X,X,X,X,X,X,X,X,O,X
LOTISJZ,X,X,X,X,X,X,X,X,X,O,X
LOTISZJ,O,X,X,X,X,X,X,X,X,O,X
LOTIZJS,O,X,X,X,X,X,X,X,X,X,X
LOTIZSJ,O,X,X,X,X,O,X,X,X,X,X
LOTJISZ,X,X,X,O,X,X,X,X,O,O,X
LOTJIZS,X,X,X,X,X,X,X,X,O,O,X
LOTJSIZ,X,X,X,O,X,X,X,X,O,O,X
LOTJSZI,X,X,X,X,X,X,X,X,O,O,X
LOTJZIS,X,X,X,X,X,X,X,X,O,O,X
LOTJZSI,X,X,X,X,X,X,X,X,O,O,X
LOTSIJZ,X,X,X,X,X,X,X,X,O,O,X
LOTSIZJ,X,X,X,X,X,X,X,X,X,O,X
LOTSJIZ,X,X,X,O,X,X,X,X,O,O,X
LOTSJZI,X,X,X,X,X,X,X,X,O,O,X
LOTSZIJ,X,X,X,X,X,X,X,X,O,O,X
LOTSZJI,X,X,X,X,X,X,X,X,O,O,X
LOTZIJS,X,X,X,X,X,X,X,X,O,X,X
LOTZISJ,X,X,X,X,X,O,X,X,O,X,X
LOTZJIS,X,X,X,X,X,X,X,X,O,X,X
LOTZJSI,X,X,X,X,X,X,X,X,O,X,X
LOTZSIJ,X,X,X,X,X,O,X,X,O,X,X
LOTZSJI,X,X,X,X,X,X,X,X,O,X,X
LOITJSZ,X,X,X,X,X,X,X,O,X,X,O
LOITJZS,O,O,X,X,X,X,X,O,X,X,X
LOITSJZ,X,X,X,X,X,X,X,O,X,X,O
LOITSZJ,O,X,X,X,X,X,X,O,X,X,O
LOITZJS,O,O,X,X,X,X,X,O,X,X,X
LOITZSJ,O,O,X,X,X,X,X,O,X,X,X
LOIJTSZ,X,X,O,O,X,X,X,O,X,X,O
LOIJTZS,O,O,X,X,O,X,X,O,X,X,X
LOIJSTZ,X,X,O,O,X,X,X,O,X,X,O
LOIJSZT,X,O,O,O,O,X,X,O,X,X,O
LOIJZTS,O,O,X,X,O,X,X,O,X,X,X
LOIJZST,O,O,O,O,O,X,X,O,X,X,O
LOISTJZ,X,X,X,X,X,X,X,O,X,X,O
LOISTZJ,O,X,X,X,X,X,X,O,X,X,O
LOISJTZ,X,X,O,O,X,X,X,O,X,X,O
LOISJZT,X,O,O,O,X,X,X,O,X,X,O
LOISZTJ,O,O,X,X,X,X,X,O,X,X,O
LOISZJT,O,O,X,X,X,X,X,O,X,X,O
LOIZTJS,O,O,X,X,X,X,X,O,X,X,X
LOIZTSJ,O,O,X,X,X,X,X,O,X,X,X
LOIZJTS,O,O,X,X,O,X,O,O,X,X,X
LOIZJST,O,O,X,X,O,X,O,O,X,X,O
LOIZSTJ,O,O,X,X,X,X,X,O,X,X,O
LOIZSJT,O,O,X,X,X,X,X,O,X,X,O
LOJTISZ,X,X,O,O,X,X,X,O,O,O,X
LOJTIZS,X,X,X,X,O,X,X,O,O,O,X
LOJTSIZ,X,X,O,O,X,X,X,O,O,O,X
LOJTSZI,X,X,X,X,X,X,X,O,O,O,X
LOJTZIS,X,X,X,X,O,X,X,X,O,O,X
LOJTZSI,X,X,X,X,X,X,X,X,O,O,X
LOJITSZ,X,X,O,O,X,X,X,O,O,O,X
LOJITZS,X,O,X,X,O,X,X,O,O,O,X
LOJISTZ,X,X,O,O,X,X,X,O,X,X,X
LOJISZT,X,O,O,O,O,X,X,O,X,X,X
LOJIZTS,X,O,X,X,O,X,X,O,X,X,X
LOJIZST,X,O,O,O,O,X,X,O,X,X,X
LOJSTIZ,X,X,O,O,X,X,X,O,O,O,X
LOJSTZI,X,X,X,X,X,X,X,O,O,O,X
LOJSITZ,X,X,O,O,X,X,X,O,X,X,X
LOJSIZT,X,X,O,O,O,X,X,O,X,X,X
LOJSZTI,X,X,X,X,X,X,X,O,X,X,X
LOJSZIT,X,X,O,O,O,X,X,O,X,X,X
LOJZTIS,X,X,X,X,O,X,X,X,O,O,X
LOJZTSI,X,X,X,X,X,X,X,X,O,O,X
LOJZITS,X,X,X,X,O,X,X,O,O,X,X
LOJZIST,X,X,O,O,O,X,X,O,X,X,X
LOJZSTI,X,X,X,X,X,X,X,O,X,X,X
LOJZSIT,X,X,O,O,O,X,X,O,X,X,X
LOSTIJZ,X,X,X,X,X,X,X,X,X,O,X
LOSTIZJ,X,X,X,X,X,X,X,X,X,O,X
LOSTJIZ,X,X,X,O,X,X,X,X,X,O,X
LOSTJZI,X,X,X,X,X,X,X,X,X,O,X
LOSTZIJ,X,X,X,X,X,X,X,X,X,O,X
LOSTZJI,X,X,X,X,X,X,X,X,X,O,X
LOSITJZ,X,X,X,X,X,X,X,X,X,O,O
LOSITZJ,X,X,X,X,X,X,X,X,X,O,O
LOSIJTZ,X,X,O,O,X,X,X,X,X,X,O
LOSIJZT,X,X,O,O,X,X,X,X,X,X,O
LOSIZTJ,X,X,X,X,X,X,X,X,X,O,O
LOSIZJT,X,X,X,X,X,X,X,X,X,X,O
