sequence,v115@KhA8FeD8AeB8CeG8AeB8Jef9IvhFxaBTfBigBcmB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JeZ6IvhFfdBqfBTbBcmB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8Je/7IvhFTaBZhB8hBykB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JeK0IvhFcgB5jBTfBOmBXi?BdoB,v115@KhA8FeD8AeB8CeG8AeB8Je/wIvhFZaB8hBzfBamB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JezxIvhF/bBZhB8hBykB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8Je86IvhF/eB2kBxgBliBim?BToB,v115@KhA8FeD8AeB8CeG8AeB8Jea+IvhF5eBOgBTfBFhBXi?BUoB,v115@KhA8FeD8AeB8CeG8AeB8Je/1IvhFKfBZhBFgBzhBGj?BUoB,v115@KhA8FeD8AeB8CeG8AeB8Je83IvhFZaBeiBzfBFhBfo?B6oB,v115@KhA8FeD8AeB8CeG8AeB8Jec1IvhFFbBXcBmdB5jBTf?BCiB
SILTOZJ,X,X,O,O,X,O,X,X,O,X,O
SILJTZO,X,X,O,O,X,O,X,X,X,O,X
SILJTOZ,X,X,O,O,X,O,X,X,X,O,O
SILJZTO,X,O,O,O,X,O,X,X,O,O,X
SILJZOT,X,O,O,O,O,O,O,X,O,O,O
SILJOTZ,X,X,O,O,O,O,O,X,X,O,O
SILJOZT,X,O,O,O,O,O,O,X,O,O,O
SILZTJO,X,O,O,O,X,O,X,X,O,X,X
SILZTOJ,X,O,O,O,X,O,X,X,O,X,X
SILZJTO,X,O,O,O,X,O,X,X,O,O,X
SILZJOT,X,O,O,O,O,O,X,X,O,O,O
SILZOTJ,X,O,O,O,O,O,X,X,O,X,O
SILZOJT,X,O,O,O,O,O,X,X,O,O,O
SILOTJZ,X,X,O,O,O,O,O,X,X,O,O
SILOTZJ,X,X,O,O,O,O,X,X,O,X,O
SILOJTZ,X,X,O,O,O,O,O,X,X,O,O
SILOJZT,X,O,O,O,O,O,O,X,O,O,O
SILOZTJ,X,O,O,O,O,O,X,X,O,X,O
SILOZJT,X,O,O,O,O,O,O,X,O,O,O
SIJTLZO,X,X,O,O,X,O,X,X,X,O,X
SIJTLOZ,X,X,O,O,X,O,X,X,X,O,X
SIJTZLO,X,X,O,O,X,O,X,X,X,O,X
SIJTZOL,X,X,X,O,O,O,X,X,X,O,X
SIJTOLZ,X,X,X,O,O,O,X,X,X,O,X
SIJTOZL,X,X,X,O,O,O,X,X,X,O,X
SIJLTZO,X,X,O,O,X,O,X,X,X,O,X
SIJLTOZ,X,X,O,O,X,O,X,X,X,O,O
SIJLZTO,X,O,O,O,X,O,X,X,X,O,X
SIJLZOT,X,O,O,O,O,O,O,X,X,O,O
SIJLOTZ,X,X,O,O,O,O,O,X,X,O,O
SIJLOZT,X,O,O,O,O,O,O,X,X,O,O
SIJZTLO,X,O,O,O,X,O,X,O,X,O,X
SIJZTOL,X,X,X,O,O,O,X,O,X,O,X
SIJZLTO,X,O,O,O,X,O,X,O,X,O,X
SIJZLOT,X,O,O,O,O,O,O,O,X,O,X
SIJZOTL,X,X,X,O,O,O,O,O,X,O,X
SIJZOLT,X,O,O,O,O,O,O,O,X,O,X
SIJOTLZ,X,X,X,O,O,O,O,X,X,O,X
SIJOTZL,X,X,X,O,O,O,O,X,X,O,X
SIJOLTZ,X,X,O,O,O,O,O,X,X,O,O
SIJOLZT,X,X,O,O,O,O,O,X,X,O,O
SIJOZTL,X,X,X,O,O,O,O,O,X,O,X
SIJOZLT,X,X,O,O,O,O,O,O,X,O,O
SIZTLJO,X,O,O,O,X,O,X,O,X,X,X
SIZTLOJ,X,O,O,O,X,O,X,O,X,X,X
SIZTJLO,X,O,O,O,X,O,X,O,X,X,X
SIZTJOL,X,X,X,O,O,O,X,O,X,X,X
SIZTOLJ,X,X,X,O,O,O,X,O,X,X,X
SIZTOJL,X,X,X,O,O,O,X,O,X,X,X
SIZLTJO,X,O,O,O,X,O,X,O,O,X,X
SIZLTOJ,X,O,O,O,X,O,X,O,O,X,X
SIZLJTO,X,O,O,O,X,O,X,O,O,O,X
SIZLJOT,X,O,O,O,O,O,X,O,O,O,O
SIZLOTJ,X,O,O,O,O,O,X,O,O,X,O
SIZLOJT,X,O,O,O,O,O,X,O,O,O,O
SIZJTLO,X,O,O,O,X,O,X,O,X,O,X
SIZJTOL,X,X,X,O,O,O,X,O,X,O,X
SIZJLTO,X,O,O,O,X,O,X,O,O,O,X
SIZJLOT,X,O,O,O,O,O,X,O,O,O,X
SIZJOTL,X,X,X,O,O,O,X,O,X,O,X
SIZJOLT,X,O,O,O,O,O,X,O,O,O,X
SIZOTLJ,X,X,X,O,O,O,X,O,X,X,O
SIZOTJL,X,X,X,O,O,O,X,O,X,X,X
SIZOLTJ,X,O,O,O,O,O,X,O,O,X,O
SIZOLJT,X,O,O,O,O,O,X,O,O,O,O
SIZOJTL,X,X,X,O,O,O,X,O,X,O,X
SIZOJLT,X,O,O,O,O,O,X,O,O,O,O
SIOTLJZ,X,X,X,O,O,O,O,X,X,O,O
SIOTLZJ,X,X,X,O,O,O,X,X,X,X,O
SIOTJLZ,X,X,X,O,O,O,O,X,X,O,X
SIOTJZL,X,X,X,O,O,O,O,X,X,O,X
SIOTZLJ,X,X,X,O,O,O,X,X,X,X,O
SIOTZJL,X,X,X,O,O,O,X,X,X,X,X
SIOLTJZ,X,X,O,O,O,O,O,X,X,O,O
SIOLTZJ,X,X,O,O,O,O,X,X,O,X,O
SIOLJTZ,X,X,O,O,O,O,O,X,X,O,O
SIOLJZT,X,X,O,O,O,O,O,X,O,O,O
SIOLZTJ,X,X,O,O,O,O,X,X,O,X,O
SIOLZJT,X,X,O,O,O,O,O,X,O,O,O
SIOJTLZ,X,X,X,O,O,O,O,X,X,O,X
SIOJTZL,X,X,X,O,O,O,O,X,X,O,X
SIOJLTZ,X,X,O,O,O,O,O,X,X,O,O
SIOJLZT,X,X,O,O,O,O,O,X,X,O,O
SIOJZTL,X,X,X,O,O,O,O,O,X,O,X
SIOJZLT,X,X,O,O,O,O,O,O,X,O,O
SIOZTLJ,X,X,X,O,O,O,X,O,X,X,O
SIOZTJL,X,X,X,O,O,O,X,O,X,X,X
SIOZLTJ,X,X,O,O,O,O,X,O,O,X,O
SIOZLJT,X,X,O,O,O,O,O,O,O,O,O
SIOZJTL,X,X,X,O,O,O,O,O,X,O,X
SIOZJLT,X,X,O,O,O,O,O,O,O,O,O
SLTIJZO,X,X,O,X,X,O,X,X,X,O,X
SLTIJOZ,X,X,O,X,X,O,X,X,X,O,O
SLTIZJO,X,X,O,X,X,O,X,X,O,X,X
SLTIZOJ,X,X,O,X,X,O,X,X,O,X,X
SLTIOJZ,X,X,O,X,X,O,X,X,X,O,O
SLTIOZJ,X,X,O,X,X,O,X,X,O,X,O
SLTJIZO,X,X,O,X,X,O,X,X,X,O,X
SLTJIOZ,X,X,O,X,X,O,X,X,X,O,O
SLTJZIO,X,X,O,X,X,O,X,X,X,O,X
SLTJZOI,X,X,O,X,X,X,X,X,X,O,X
SLTJOIZ,X,X,O,X,X,O,X,X,X,O,O
SLTJOZI,X,X,O,X,X,X,X,X,X,O,O
SLTZIJO,X,X,O,X,X,O,X,X,O,X,X
SLTZIOJ,X,X,O,X,X,O,X,X,O,X,X
SLTZJIO,X,X,O,X,X,O,X,X,O,X,X
SLTZJOI,X,X,O,X,X,X,X,X,O,X,X
SLTZOIJ,X,X,O,X,X,X,X,X,O,X,X
SLTZOJI,X,X,O,X,X,X,X,X,O,X,X
SLTOIJZ,X,X,O,X,X,O,X,X,X,O,O
SLTOIZJ,X,X,O,X,X,O,X,X,O,X,O
SLTOJIZ,X,X,O,X,X,O,X,X,X,O,O
SLTOJZI,X,X,O,X,X,X,X,X,X,O,O
SLTOZIJ,X,X,O,X,X,X,X,X,O,X,O
SLTOZJI,X,X,O,X,X,X,X,X,O,X,O
SLITJZO,X,X,O,O,X,O,X,X,X,O,X
SLITJOZ,X,X,O,O,X,O,X,X,X,O,O
SLITZJO,X,X,O,O,X,O,X,X,O,X,X
SLITZOJ,X,X,O,O,X,O,X,X,O,X,X
SLITOJZ,X,X,O,O,X,O,X,X,X,O,O
SLITOZJ,X,X,O,O,X,O,X,X,O,X,O
SLIJTZO,X,X,O,O,X,O,X,X,X,O,X
SLIJTOZ,X,X,O,O,X,O,X,X,X,O,O
SLIJZTO,X,O,O,O,X,O,X,X,O,O,X
SLIJZOT,X,O,O,O,O,O,O,X,O,O,O
SLIJOTZ,X,X,O,O,O,O,O,X,X,O,O
SLIJOZT,X,O,O,O,O,O,O,X,O,O,O
SLIZTJO,X,O,O,O,X,O,X,X,O,X,X
SLIZTOJ,X,O,O,O,X,O,X,X,O,X,X
SLIZJTO,X,O,O,O,X,O,X,X,O,O,X
SLIZJOT,X,O,O,O,O,O,X,X,O,O,O
SLIZOTJ,X,O,O,O,O,O,X,X,O,X,O
SLIZOJT,X,O,O,O,O,O,X,X,O,O,O
SLIOTJZ,X,X,O,O,O,O,O,X,X,O,O
SLIOTZJ,X,X,O,O,O,O,X,X,O,X,O
SLIOJTZ,X,X,O,O,O,O,O,X,X,O,O
SLIOJZT,X,O,O,O,O,O,O,X,O,O,O
SLIOZTJ,X,O,O,O,O,O,X,X,O,X,O
SLIOZJT,X,O,O,O,O,O,O,X,O,O,O
SLJTIZO,X,X,O,X,X,O,X,X,X,O,X
SLJTIOZ,X,X,O,X,X,O,X,X,X,O,O
SLJTZIO,X,X,O,X,X,O,X,X,X,O,X
SLJTZOI,X,X,O,X,X,X,X,X,X,O,X
SLJTOIZ,X,X,O,X,X,O,X,X,X,O,O
SLJTOZI,X,X,O,X,X,X,X,X,X,O,O
SLJITZO,X,X,O,O,X,O,X,X,X,O,X
SLJITOZ,X,X,O,O,X,O,X,X,X,O,O
SLJIZTO,X,O,O,O,X,O,X,X,O,O,X
SLJIZOT,X,O,O,O,O,O,O,X,O,O,O
SLJIOTZ,X,X,O,O,O,O,O,X,X,O,O
SLJIOZT,X,O,O,O,O,O,O,X,O,O,O
SLJZTIO,X,O,O,X,X,O,X,O,O,O,X
SLJZTOI,X,O,O,X,X,X,X,O,O,O,X
SLJZITO,X,O,O,O,X,O,X,O,O,O,X
SLJZIOT,X,O,O,O,O,O,O,O,O,O,O
SLJZOTI,X,O,O,X,X,X,O,O,O,O,O
SLJZOIT,X,O,O,O,O,O,O,O,O,O,O
SLJOTIZ,X,X,O,X,X,O,O,X,X,O,O
SLJOTZI,X,X,O,X,X,X,O,X,X,O,O
SLJOITZ,X,X,O,O,O,O,O,X,X,O,O
SLJOIZT,O,O,O,O,O,O,O,X,O,O,O
SLJOZTI,X,O,O,X,X,X,O,O,O,O,O
SLJOZIT,X,O,O,O,O,O,O,O,O,O,O
SLZTIJO,X,O,O,X,X,O,X,O,O,X,X
SLZTIOJ,X,O,O,X,X,O,X,O,O,X,X
SLZTJIO,X,O,O,X,X,O,X,O,O,X,X
SLZTJOI,X,O,O,X,X,X,X,O,O,X,X
SLZTOIJ,X,O,O,X,X,X,X,O,O,X,X
SLZTOJI,X,O,O,X,X,X,X,O,O,X,X
SLZITJO,X,O,O,O,X,O,X,O,O,X,X
SLZITOJ,X,O,O,O,X,O,X,O,O,X,X
SLZIJTO,X,O,O,O,X,O,X,O,O,O,X
SLZIJOT,X,O,O,O,O,O,X,O,O,O,O
SLZIOTJ,X,O,O,O,O,O,X,O,O,X,O
SLZIOJT,X,O,O,O,O,O,X,O,O,O,O
SLZJTIO,X,O,O,X,X,O,X,O,O,O,X
SLZJTOI,X,O,O,X,X,X,X,O,O,O,X
SLZJITO,X,O,O,O,X,O,X,O,O,O,X
SLZJIOT,X,O,O,O,O,O,X,O,O,O,O
SLZJOTI,X,O,O,X,X,X,X,O,O,O,O
SLZJOIT,X,O,O,O,O,O,X,O,O,O,O
SLZOTIJ,X,O,O,X,X,X,X,O,O,X,O
SLZOTJI,X,O,O,X,X,X,X,O,O,X,O
SLZOITJ,X,O,O,O,O,O,X,O,O,X,O
SLZOIJT,X,O,O,O,O,O,X,O,O,O,O
SLZOJTI,X,O,O,X,X,X,X,O,O,O,O
SLZOJIT,X,O,O,O,O,O,X,O,O,O,O
SLOTIJZ,X,X,O,X,X,O,O,X,X,O,O
SLOTIZJ,X,X,O,X,X,O,X,X,O,X,O
SLOTJIZ,X,X,O,X,X,O,O,X,X,O,O
SLOTJZI,X,X,O,X,X,X,O,X,X,O,O
SLOTZIJ,X,X,O,X,X,X,X,X,O,X,O
SLOTZJI,X,X,O,X,X,X,X,X,O,X,O
SLOITJZ,X,X,O,O,O,O,O,X,X,O,O
SLOITZJ,X,X,O,O,O,O,X,X,O,X,O
SLOIJTZ,X,X,O,O,O,O,O,X,X,O,O
SLOIJZT,O,O,O,O,O,O,O,X,O,O,O
SLOIZTJ,O,O,O,O,O,O,X,X,O,X,O
SLOIZJT,O,O,O,O,O,O,O,X,O,O,O
SLOJTIZ,X,X,O,X,X,O,O,X,X,O,O
SLOJTZI,X,X,O,X,X,X,O,X,X,O,O
SLOJITZ,X,X,O,O,O,O,O,X,X,O,O
SLOJIZT,O,O,O,O,O,O,O,X,O,O,O
SLOJZTI,X,O,O,X,X,X,O,O,O,O,O
SLOJZIT,X,O,O,O,O,O,O,O,O,O,O
SLOZTIJ,X,O,O,X,X,X,X,O,O,X,O
SLOZTJI,X,O,O,X,X,X,X,O,O,X,O
SLOZITJ,X,O,O,O,O,O,X,O,O,X,O
SLOZIJT,X,O,O,O,O,O,O,O,O,O,O
SLOZJTI,X,O,O,X,X,X,O,O,O,O,O
SLOZJIT,X,O,O,O,O,O,O,O,O,O,O
SJTILZO,X,X,O,O,X,O,X,X,X,O,X
SJTILOZ,X,X,O,O,X,O,X,X,X,O,X
SJTIZLO,X,X,O,O,X,O,X,X,X,O,X
SJTIZOL,X,X,X,O,X,O,X,X,X,O,X
SJTIOLZ,X,X,X,O,X,O,X,X,X,O,X
SJTIOZL,X,X,X,O,X,O,X,X,X,O,X
SJTLIZO,X,X,O,X,X,O,X,X,X,O,X
SJTLIOZ,X,X,O,X,X,O,X,X,X,O,X
SJTLZIO,X,X,O,X,X,O,X,X,X,O,X
SJTLZOI,X,X,O,X,X,X,X,X,X,O,X
SJTLOIZ,X,X,O,X,X,O,X,X,X,O,X
SJTLOZI,X,X,O,X,X,X,X,X,X,O,X
SJTZILO,X,X,O,O,X,O,X,O,X,O,X
SJTZIOL,X,X,X,O,X,O,X,O,X,O,X
SJTZLIO,X,X,O,X,X,O,X,O,X,O,X
SJTZLOI,X,X,O,X,X,X,X,O,X,O,X
SJTZOIL,X,X,X,O,X,X,X,O,X,O,X
SJTZOLI,X,X,X,X,X,X,X,O,X,O,X
SJTOILZ,X,X,X,O,X,O,X,X,X,O,X
SJTOIZL,X,X,X,O,X,O,X,X,X,O,X
SJTOLIZ,X,X,X,X,X,O,X,X,X,O,X
SJTOLZI,X,X,X,X,X,X,X,X,X,O,X
SJTOZIL,X,X,X,O,X,X,X,O,X,O,X
SJTOZLI,X,X,X,X,X,X,X,O,X,O,X
SJITLZO,X,X,O,O,X,O,X,X,X,O,X
SJITLOZ,X,X,O,O,X,O,X,X,X,O,X
SJITZLO,X,X,O,O,X,O,X,X,X,O,X
SJITZOL,X,X,X,O,O,O,X,X,X,O,X
SJITOLZ,X,X,X,O,O,O,X,X,X,O,X
SJITOZL,X,X,X,O,O,O,X,X,X,O,X
SJILTZO,X,X,O,O,X,O,X,X,X,O,X
SJILTOZ,X,X,O,O,X,O,X,X,X,O,O
SJILZTO,X,O,O,O,X,O,X,X,X,O,X
SJILZOT,X,O,O,O,O,O,O,X,X,O,O
SJILOTZ,X,X,O,O,O,O,O,X,X,O,O
SJILOZT,X,O,O,O,O,O,O,X,X,O,O
SJIZTLO,X,O,O,O,X,O,X,O,X,O,X
SJIZTOL,X,X,X,O,O,O,X,O,X,O,X
SJIZLTO,X,O,O,O,X,O,X,O,X,O,X
SJIZLOT,X,O,O,O,O,O,O,O,X,O,X
SJIZOTL,X,X,X,O,O,O,O,O,X,O,X
SJIZOLT,X,O,O,O,O,O,O,O,X,O,X
SJIOTLZ,X,X,X,O,O,O,O,X,X,O,X
SJIOTZL,X,X,X,O,O,O,O,X,X,O,X
SJIOLTZ,X,X,O,O,O,O,O,X,X,O,O
SJIOLZT,X,X,O,O,O,O,O,X,X,O,O
SJIOZTL,X,X,X,O,O,O,O,O,X,O,X
SJIOZLT,X,X,O,O,O,O,O,O,X,O,O
SJLTIZO,X,X,O,X,X,O,X,X,X,O,X
SJLTIOZ,X,X,O,X,X,O,X,X,X,O,O
SJLTZIO,X,X,O,X,X,O,X,X,X,O,X
SJLTZOI,X,X,O,X,X,X,X,X,X,O,X
SJLTOIZ,X,X,O,X,X,O,X,X,X,O,O
SJLTOZI,X,X,O,X,X,X,X,X,X,O,O
SJLITZO,X,X,O,O,X,O,X,X,X,O,X
SJLITOZ,X,X,O,O,X,O,X,X,X,O,O
SJLIZTO,X,O,O,O,X,O,X,X,X,O,X
SJLIZOT,X,O,O,O,O,O,O,X,X,O,O
SJLIOTZ,X,X,O,O,O,O,O,X,X,O,O
SJLIOZT,X,O,O,O,O,O,O,X,X,O,O
SJLZTIO,X,O,O,X,X,O,X,O,X,O,X
SJLZTOI,X,O,O,X,X,X,X,O,X,O,X
SJLZITO,X,O,O,O,X,O,X,O,X,O,X
SJLZIOT,X,O,O,O,O,O,O,O,X,O,O
SJLZOTI,X,O,O,X,X,X,O,O,X,O,O
SJLZOIT,X,O,O,O,O,O,O,O,X,O,O
SJLOTIZ,X,X,O,X,X,O,O,X,X,O,O
SJLOTZI,X,X,O,X,X,X,O,X,X,O,O
SJLOITZ,X,X,O,O,O,O,O,X,X,O,O
SJLOIZT,O,O,O,O,O,O,O,X,X,O,O
SJLOZTI,X,O,O,X,X,X,O,O,X,O,O
SJLOZIT,X,O,O,O,O,O,O,O,X,O,O
SJZTILO,X,O,O,O,X,O,X,O,X,O,X
SJZTIOL,X,X,X,O,X,O,X,O,X,O,X
SJZTLIO,X,O,O,X,X,O,X,O,X,O,X
SJZTLOI,O,O,O,X,X,X,X,O,X,O,X
SJZTOIL,O,X,X,O,X,X,X,O,X,O,X
SJZTOLI,O,O,X,X,X,X,X,O,X,O,X
SJZITLO,X,O,O,O,X,O,X,O,X,O,X
SJZITOL,X,X,X,O,O,O,X,O,X,O,X
SJZILTO,X,O,O,O,X,O,X,O,X,O,X
SJZILOT,O,O,O,O,O,O,O,O,X,O,X
SJZIOTL,O,X,X,O,O,O,O,O,X,O,X
SJZIOLT,O,O,O,O,O,O,O,O,X,O,X
SJZLTIO,X,O,O,X,X,O,X,O,X,O,X
SJZLTOI,O,O,O,X,X,X,X,O,X,O,X
SJZLITO,X,O,O,O,X,O,X,O,X,O,X
SJZLIOT,O,O,O,O,O,O,O,O,X,O,X
SJZLOTI,O,O,O,X,X,X,O,O,X,O,X
SJZLOIT,O,O,O,O,O,O,O,O,X,O,X
SJZOTIL,O,X,X,O,X,X,O,O,X,O,X
SJZOTLI,O,O,X,X,X,X,O,O,X,O,X
SJZOITL,O,X,X,O,O,O,O,O,X,O,X
SJZOILT,O,O,O,O,O,O,O,O,X,O,X
SJZOLTI,O,O,O,X,X,X,O,O,X,O,X
SJZOLIT,O,O,O,O,O,O,O,O,X,O,X
SJOTILZ,X,X,X,O,X,O,O,X,X,O,X
SJOTIZL,X,X,X,O,X,O,O,X,X,O,X
SJOTLIZ,X,X,X,X,X,O,O,X,X,O,X
SJOTLZI,X,X,X,X,X,X,O,X,X,O,X
SJOTZIL,X,X,X,O,X,X,O,O,X,O,X
SJOTZLI,X,X,X,X,X,X,O,O,X,O,X
SJOITLZ,X,X,X,O,O,O,O,X,X,O,X
SJOITZL,X,X,X,O,O,O,O,X,X,O,X
SJOILTZ,X,X,O,O,O,O,O,X,X,O,O
SJOILZT,O,X,O,O,O,O,O,X,X,O,O
SJOIZTL,O,X,X,O,O,O,O,O,X,O,X
SJOIZLT,O,X,O,O,O,O,O,O,X,O,O
SJOLTIZ,X,X,O,X,X,O,O,X,X,O,O
SJOLTZI,X,X,O,X,X,X,O,X,X,O,O
SJOLITZ,X,X,O,O,O,O,O,X,X,O,O
SJOLIZT,O,O,O,O,O,O,O,X,X,O,O
SJOLZTI,X,O,O,X,X,X,O,O,X,O,O
SJOLZIT,X,O,O,O,O,O,O,O,X,O,O
SJOZTIL,O,X,X,O,X,X,O,O,X,O,X
SJOZTLI,O,O,X,X,X,X,O,O,X,O,X
SJOZITL,O,X,X,O,O,O,O,O,X,O,X
SJOZILT,O,O,O,O,O,O,O,O,X,O,O
SJOZLTI,O,O,O,X,X,X,O,O,X,O,O
SJOZLIT,O,O,O,O,O,O,O,O,X,O,O
SZTILJO,X,O,O,O,X,O,X,O,X,X,X
SZTILOJ,X,O,O,O,X,O,X,O,X,X,X
SZTIJLO,X,O,O,O,X,O,X,O,X,X,X
SZTIJOL,X,X,X,O,X,O,X,O,X,X,X
SZTIOLJ,X,X,X,O,X,O,X,O,X,X,X
SZTIOJL,X,X,X,O,X,O,X,O,X,X,X
SZTLIJO,X,O,O,X,X,O,X,O,X,X,X
SZTLIOJ,X,O,O,X,X,O,X,O,X,X,X
SZTLJIO,X,O,O,X,X,O,X,O,X,X,X
SZTLJOI,O,O,O,X,X,X,X,O,X,X,X
SZTLOIJ,O,O,O,X,X,X,X,O,X,X,X
SZTLOJI,O,O,O,X,X,X,X,O,X,X,X
SZTJILO,X,O,O,O,X,O,X,O,X,X,X
SZTJIOL,X,X,X,O,X,O,X,O,X,X,X
SZTJLIO,X,O,O,X,X,O,X,O,X,X,X
SZTJLOI,O,O,O,X,X,X,X,O,X,X,X
SZTJOIL,O,X,X,O,X,X,X,O,X,X,X
SZTJOLI,O,O,X,X,X,X,X,O,X,X,X
SZTOILJ,O,X,X,O,X,X,X,O,X,X,X
SZTOIJL,O,X,X,O,X,X,X,O,X,X,X
SZTOLIJ,O,O,X,X,X,X,X,O,X,X,X
SZTOLJI,O,O,X,X,X,X,X,O,X,X,X
SZTOJIL,O,X,X,O,X,X,X,O,X,X,X
SZTOJLI,O,O,X,X,X,X,X,O,X,X,X
SZITLJO,X,O,O,O,X,O,X,O,X,X,X
SZITLOJ,X,O,O,O,X,O,X,O,X,X,X
SZITJLO,X,O,O,O,X,O,X,O,X,X,X
SZITJOL,X,X,X,O,O,O,X,O,X,X,X
SZITOLJ,X,X,X,O,O,O,X,O,X,X,X
SZITOJL,X,X,X,O,O,O,X,O,X,X,X
SZILTJO,X,O,O,O,X,O,X,O,O,X,X
SZILTOJ,X,O,O,O,X,O,X,O,O,X,X
SZILJTO,X,O,O,O,X,O,X,O,O,O,X
SZILJOT,O,O,O,O,O,O,X,O,O,O,O
SZILOTJ,O,O,O,O,O,O,X,O,O,X,O
SZILOJT,O,O,O,O,O,O,X,O,O,O,O
SZIJTLO,X,O,O,O,X,O,X,O,X,O,X
SZIJTOL,X,X,X,O,O,O,X,O,X,O,X
SZIJLTO,X,O,O,O,X,O,X,O,O,O,X
SZIJLOT,O,O,O,O,O,O,X,O,O,O,X
SZIJOTL,O,X,X,O,O,O,X,O,X,O,X
SZIJOLT,O,O,O,O,O,O,X,O,O,O,X
SZIOTLJ,O,X,X,O,O,O,X,O,X,X,O
SZIOTJL,O,X,X,O,O,O,X,O,X,X,X
SZIOLTJ,O,O,O,O,O,O,X,O,O,X,O
SZIOLJT,O,O,O,O,O,O,X,O,O,O,O
SZIOJTL,O,X,X,O,O,O,X,O,X,O,X
SZIOJLT,O,O,O,O,O,O,X,O,O,O,O
SZLTIJO,X,O,O,X,X,O,X,O,O,X,X
SZLTIOJ,X,O,O,X,X,O,X,O,O,X,X
SZLTJIO,X,O,O,X,X,O,X,O,O,X,X
SZLTJOI,O,O,O,X,X,X,X,O,O,X,X
SZLTOIJ,O,O,O,X,X,X,X,O,O,X,X
SZLTOJI,O,O,O,X,X,X,X,O,O,X,X
SZLITJO,X,O,O,O,X,O,X,O,O,X,X
SZLITOJ,X,O,O,O,X,O,X,O,O,X,X
SZLIJTO,X,O,O,O,X,O,X,O,O,O,X
SZLIJOT,O,O,O,O,O,O,X,O,O,O,O
SZLIOTJ,O,O,O,O,O,O,X,O,O,X,O
SZLIOJT,O,O,O,O,O,O,X,O,O,O,O
SZLJTIO,X,O,O,X,X,O,X,O,O,O,X
SZLJTOI,O,O,O,X,X,X,X,O,O,O,X
SZLJITO,X,O,O,O,X,O,X,O,O,O,X
SZLJIOT,O,O,O,O,O,O,X,O,O,O,O
SZLJOTI,O,O,O,X,X,X,X,O,O,O,O
SZLJOIT,O,O,O,O,O,O,X,O,O,O,O
SZLOTIJ,O,O,O,X,X,X,X,O,O,X,O
SZLOTJI,O,O,O,X,X,X,X,O,O,X,O
SZLOITJ,O,O,O,O,O,O,X,O,O,X,O
SZLOIJT,O,O,O,O,O,O,X,O,O,O,O
SZLOJTI,O,O,O,X,X,X,X,O,O,O,O
SZLOJIT,O,O,O,O,O,O,X,O,O,O,O
SZJTILO,X,O,O,O,X,O,X,O,X,O,X
SZJTIOL,X,X,X,O,X,O,X,O,X,O,X
SZJTLIO,X,O,O,X,X,O,X,O,X,O,X
SZJTLOI,O,O,O,X,X,X,X,O,X,O,X
SZJTOIL,O,X,X,O,X,X,X,O,X,O,X
SZJTOLI,O,O,X,X,X,X,X,O,X,O,X
SZJITLO,X,O,O,O,X,O,X,O,X,O,X
SZJITOL,X,X,X,O,O,O,X,O,X,O,X
SZJILTO,X,O,O,O,X,O,X,O,O,O,X
SZJILOT,O,O,O,O,O,O,X,O,O,O,X
SZJIOTL,O,X,X,O,O,O,X,O,X,O,X
SZJIOLT,O,O,O,O,O,O,X,O,O,O,X
SZJLTIO,X,O,O,X,X,O,X,O,O,O,X
SZJLTOI,O,O,O,X,X,X,X,O,O,O,X
SZJLITO,X,O,O,O,X,O,X,O,O,O,X
SZJLIOT,O,O,O,O,O,O,X,O,O,O,X
SZJLOTI,O,O,O,X,X,X,X,O,O,O,X
SZJLOIT,O,O,O,O,O,O,X,O,O,O,X
SZJOTIL,O,X,X,O,X,X,X,O,X,O,X
SZJOTLI,O,O,X,X,X,X,X,O,X,O,X
SZJOITL,O,X,X,O,O,O,X,O,X,O,X
SZJOILT,O,O,O,O,O,O,X,O,O,O,X
SZJOLTI,O,O,O,X,X,X,X,O,O,O,X
SZJOLIT,O,O,O,O,O,O,X,O,O,O,X
SZOTILJ,O,X,X,O,X,X,X,O,X,X,O
SZOTIJL,O,X,X,O,X,X,X,O,X,X,X
SZOTLIJ,O,O,X,X,X,X,X,O,X,X,O
SZOTLJI,O,O,X,X,X,X,X,O,X,X,O
SZOTJIL,O,X,X,O,X,X,X,O,X,X,X
SZOTJLI,O,O,X,X,X,X,X,O,X,X,X
SZOITLJ,O,X,X,O,O,O,X,O,X,X,O
SZOITJL,O,X,X,O,O,O,X,O,X,X,X
SZOILTJ,O,O,O,O,O,O,X,O,O,X,O
SZOILJT,O,O,O,O,O,O,X,O,O,O,O
SZOIJTL,O,X,X,O,O,O,X,O,X,O,X
SZOIJLT,O,O,O,O,O,O,X,O,O,O,O
SZOLTIJ,O,O,O,X,X,X,X,O,O,X,O
SZOLTJI,O,O,O,X,X,X,X,O,O,X,O
SZOLITJ,O,O,O,O,O,O,X,O,O,X,O
SZOLIJT,O,O,O,O,O,O,X,O,O,O,O
SZOLJTI,O,O,O,X,X,X,X,O,O,O,O
SZOLJIT,O,O,O,O,O,O,X,O,O,O,O
SZOJTIL,O,X,X,O,X,X,X,O,X,O,X
SZOJTLI,O,O,X,X,X,X,X,O,X,O,X
