sequence,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBzlB?shBXcBCXB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBXmB?8gBzcBCXB,,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBzlB?shBXcBKVB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBXmB?8gBzcBKVB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBzlB?shBKVBPWB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhDshByqB?3gBTVB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhFJlBqlB?ThBMeBlnBPnB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhDZQBMmB?PdBTlB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhDMmBPdB?TlBqbB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEMeBJlB?zlBvhByaB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEMeBJlB?TVBXmBChB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8JeJFJvhEzlBshB?+oB3VBiQB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8JepDJvhEaoBUiB?/lBubBTVB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhDMmBPdB?TlBKVB
LITZSJO,X,X,,X,X,O,X,X,X,X,X,X,X,O,X
LITZSOJ,X,X,,X,X,O,X,X,X,X,X,X,X,O,X
LITZOJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
LITZOSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
LITOJSZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LITOJZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LITOSJZ,X,X,,O,X,O,X,O,X,X,O,X,X,O,X
LITOSZJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
LITOZJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
LITOZSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
LIJTSZO,X,X,,X,O,O,X,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,,X,O,O,X,X,X,X,X,X,X,X,X
LIJTZSO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LIJTZOS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIJTOSZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIJTOZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIJSTZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LIJSTOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LIJSZTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LIJSZOT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LIJSOTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LIJSOZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LIJZTSO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LIJZTOS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIJZSTO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LIJZSOT,X,X,,O,O,O,O,O,O,X,O,O,O,O,O
LIJZOTS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIJZOST,O,X,,O,X,O,O,O,O,X,O,O,O,O,O
LIJOTSZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIJOTZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIJOSTZ,O,X,,O,O,O,X,O,X,X,O,O,O,O,X
LIJOSZT,O,X,,O,O,O,O,O,X,X,O,O,O,O,X
LIJOZTS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIJOZST,O,X,,O,X,O,O,O,O,X,O,O,O,O,O
LISTJZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LISTJOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LISTZJO,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LISTZOJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LISTOJZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LISTOZJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LISJTZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LISJTOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LISJZTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LISJZOT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LISJOTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LISJOZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LISZTJO,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
LISZTOJ,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
LISZJTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LISZJOT,X,O,,O,O,O,O,X,X,X,X,O,O,O,X
LISZOTJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
LISZOJT,X,O,,O,O,O,O,X,X,X,X,O,O,O,X
LISOTJZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LISOTZJ,X,X,,O,O,O,X,X,X,X,X,X,O,O,X
LISOJTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LISOJZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LISOZTJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
LISOZJT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LIZTJSO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
LIZTSJO,X,X,,X,X,O,X,X,X,X,X,X,X,O,X
LIZTSOJ,X,X,,X,X,O,X,X,X,X,X,X,X,O,X
LIZTOJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
LIZJTSO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LIZJTOS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIZJSTO,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LIZJSOT,X,X,,O,O,O,O,O,O,X,O,X,O,O,O
LIZJOTS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIZJOST,O,X,,O,X,O,O,O,O,X,O,X,O,O,O
LIZSTJO,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LIZSTOJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LIZSJTO,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LIZSJOT,X,X,,O,O,O,O,X,O,X,X,X,O,O,O
LIZSOTJ,X,X,,O,O,O,X,X,X,X,X,X,O,O,X
LIZSOJT,X,X,,O,O,O,O,X,O,X,X,X,O,O,O
LIZOTJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
LIZOJTS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIZOJST,O,X,,O,X,O,O,O,O,X,O,X,O,O,O
LIZOSTJ,O,X,,O,X,O,X,X,X,X,X,X,O,O,X
LIZOSJT,O,X,,O,X,O,O,O,O,X,O,X,O,O,O
LIOTJSZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIOTJZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIOTSJZ,X,X,,O,X,O,X,O,X,X,O,X,X,O,X
LIOTSZJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
LIOTZJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
LIOJTSZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIOJTZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIOJSTZ,O,X,,O,O,O,X,O,X,X,O,O,O,O,X
LIOJSZT,O,X,,O,O,O,O,O,X,X,O,O,O,O,X
LIOJZTS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIOJZST,O,X,,O,X,O,O,O,O,X,O,O,O,O,O
LIOSTJZ,O,X,,O,O,O,X,O,X,X,O,O,O,O,X
LIOSTZJ,O,X,,O,O,O,X,X,X,X,X,X,O,O,X
LIOSJTZ,O,X,,O,O,O,X,O,X,X,O,O,O,O,X
LIOSJZT,O,X,,O,O,O,O,O,X,X,O,O,O,O,X
LIOSZTJ,O,X,,O,O,O,X,X,X,X,X,X,O,O,X
LIOSZJT,O,X,,O,O,O,O,O,X,X,O,O,O,O,X
LIOZTJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
LIOZJTS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LIOZJST,O,X,,O,X,O,O,O,O,X,O,X,O,O,O
LIOZSTJ,O,X,,O,X,O,X,X,X,X,X,X,O,O,X
LIOZSJT,O,X,,O,X,O,O,O,O,X,O,X,O,O,O
LJTISZO,X,X,,X,O,O,X,X,X,X,X,X,X,X,X
LJTISOZ,X,X,,X,O,O,X,X,X,X,X,X,X,X,X
LJTIZSO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LJTIZOS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJTIOSZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJTIOZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJTSIZO,X,X,,X,O,O,X,X,X,X,X,X,X,X,X
LJTSIOZ,X,X,,X,O,O,X,X,X,X,X,X,X,X,X
LJTSZIO,X,X,,X,O,O,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,,X,O,X,O,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,,X,O,O,X,X,X,X,X,X,X,X,X
LJTSOZI,X,X,,X,O,X,O,X,X,X,X,X,X,X,X
LJTZISO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LJTZIOS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJTZSIO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,,X,X,X,O,X,X,X,X,X,X,X,O
LJTZOIS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJTZOSI,X,X,,O,X,X,O,X,X,X,X,X,X,X,O
LJTOISZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJTOIZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJTOSIZ,X,X,,O,X,O,X,O,X,X,X,X,X,X,X
LJTOSZI,X,X,,O,X,X,O,X,X,X,X,X,X,X,X
LJTOZIS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJTOZSI,X,X,,O,X,X,O,X,X,X,X,X,X,X,O
LJITSZO,X,X,,X,O,O,X,X,X,X,X,X,X,X,X
LJITSOZ,X,X,,X,O,O,X,X,X,X,X,X,X,X,X
LJITZSO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LJITZOS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJITOSZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJITOZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJISTZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LJISTOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LJISZTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LJISZOT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LJISOTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LJISOZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LJIZTSO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LJIZTOS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJIZSTO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LJIZSOT,X,X,,O,O,O,O,O,O,X,O,O,O,O,O
LJIZOTS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJIZOST,O,X,,O,X,O,O,O,O,X,O,O,O,O,O
LJIOTSZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJIOTZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJIOSTZ,O,X,,O,O,O,X,O,X,X,O,O,O,O,X
LJIOSZT,O,X,,O,O,O,O,O,X,X,O,O,O,O,X
LJIOZTS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJIOZST,O,X,,O,X,O,O,O,O,X,O,O,O,O,O
LJSTIZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LJSTIOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LJSTZIO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LJSTZOI,X,X,,X,O,X,O,X,X,X,X,O,X,O,X
LJSTOIZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LJSTOZI,X,X,,X,O,X,O,X,X,X,X,O,X,O,X
LJSITZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LJSITOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LJSIZTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LJSIZOT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LJSIOTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LJSIOZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LJSZTIO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LJSZTOI,X,O,,X,O,X,O,X,X,X,X,O,X,O,O
LJSZITO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LJSZIOT,X,O,,O,O,O,O,O,X,X,O,O,O,O,O
LJSZOTI,X,O,,O,O,X,O,X,X,X,X,O,X,O,O
LJSZOIT,X,O,,O,O,O,O,O,X,X,O,O,O,O,O
LJSOTIZ,X,X,,O,O,O,X,O,X,X,X,O,O,O,X
LJSOTZI,X,X,,O,O,X,O,X,X,X,X,O,X,O,X
LJSOITZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LJSOIZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LJSOZTI,X,O,,O,O,X,O,X,X,X,X,O,X,O,O
LJSOZIT,X,O,,O,O,O,O,O,X,X,O,O,O,O,O
LJZTISO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LJZTIOS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJZTSIO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,,X,X,X,O,X,X,X,X,X,X,X,O
LJZTOIS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJZTOSI,X,X,,O,X,X,O,X,X,X,X,X,X,X,O
LJZITSO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LJZITOS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJZISTO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LJZISOT,X,X,,O,O,O,O,O,O,X,O,O,O,O,O
LJZIOTS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJZIOST,O,X,,O,X,O,O,O,O,X,O,O,O,O,O
LJZSTIO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LJZSTOI,X,X,,X,O,X,O,X,X,X,X,O,X,O,O
LJZSITO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LJZSIOT,X,X,,O,O,O,O,O,O,X,O,O,O,O,O
LJZSOTI,X,X,,O,O,X,O,X,X,O,X,O,X,O,O
LJZSOIT,X,X,,O,O,O,O,O,O,O,O,O,O,O,O
LJZOTIS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJZOTSI,X,X,,O,X,X,O,X,X,O,X,X,X,X,O
LJZOITS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJZOIST,O,X,,O,X,O,O,O,O,O,O,O,O,O,O
LJZOSTI,O,X,,O,X,X,O,X,X,O,X,O,X,O,O
LJZOSIT,O,X,,O,X,O,O,O,O,O,O,O,X,O,O
LJOTISZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJOTIZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJOTSIZ,X,X,,O,X,O,X,O,X,X,X,X,X,X,X
LJOTSZI,X,X,,O,X,X,O,X,X,X,X,X,X,X,X
LJOTZIS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJOTZSI,X,X,,O,X,X,O,X,X,X,X,X,X,X,O
LJOITSZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJOITZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJOISTZ,O,X,,O,O,O,X,O,X,X,O,O,O,O,X
LJOISZT,O,X,,O,O,O,O,O,X,X,O,O,O,O,X
LJOIZTS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJOIZST,O,X,,O,X,O,O,O,O,X,O,O,O,O,O
LJOSTIZ,O,X,,O,O,O,X,O,X,X,X,O,O,O,X
LJOSTZI,O,X,,O,O,X,O,X,X,X,X,O,X,O,X
LJOSITZ,O,X,,O,O,O,X,O,X,X,O,O,O,O,X
LJOSIZT,O,X,,O,O,O,O,O,X,X,O,O,O,O,X
LJOSZTI,O,X,,O,O,X,O,X,X,X,X,O,X,O,O
LJOSZIT,O,X,,O,O,O,O,O,X,X,O,O,O,O,O
LJOZTIS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJOZTSI,X,X,,O,X,X,O,X,X,O,X,X,X,X,O
LJOZITS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
LJOZIST,O,X,,O,X,O,O,O,O,O,O,O,O,O,O
LJOZSTI,O,X,,O,X,X,O,X,X,O,X,O,X,O,O
LJOZSIT,O,X,,O,X,O,O,O,O,O,O,O,X,O,O
LSTIJZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSTIJOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSTIZJO,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LSTIZOJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LSTIOJZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSTIOZJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LSTJIZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSTJIOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSTJZIO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSTJZOI,X,X,,X,O,X,O,X,X,X,X,O,X,O,X
LSTJOIZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSTJOZI,X,X,,X,O,X,O,X,X,X,X,O,X,O,X
LSTZIJO,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LSTZIOJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LSTZJIO,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LSTZJOI,X,X,,X,O,X,O,X,X,X,X,X,X,O,X
LSTZOIJ,X,X,,X,O,X,X,X,X,X,X,X,X,O,X
LSTZOJI,X,X,,X,O,X,O,X,X,X,X,X,X,O,X
LSTOIJZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSTOIZJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LSTOJIZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSTOJZI,X,X,,X,O,X,O,X,X,X,X,O,X,O,X
LSTOZIJ,X,X,,X,O,X,X,X,X,X,X,X,X,O,X
LSTOZJI,X,X,,X,O,X,O,X,X,X,X,X,X,O,X
LSITJZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSITJOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSITZJO,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LSITZOJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LSITOJZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSITOZJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
LSIJTZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSIJTOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSIJZTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LSIJZOT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LSIJOTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LSIJOZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LSIZTJO,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
LSIZTOJ,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
LSIZJTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LSIZJOT,X,O,,O,O,O,O,X,X,X,X,O,O,O,X
LSIZOTJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
LSIZOJT,X,O,,O,O,O,O,X,X,X,X,O,O,O,X
LSIOTJZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LSIOTZJ,X,X,,O,O,O,X,X,X,X,X,X,O,O,X
LSIOJTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LSIOJZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LSIOZTJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
LSIOZJT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LSJTIZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSJTIOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSJTZIO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSJTZOI,X,X,,X,O,X,O,X,X,X,X,O,X,O,X
LSJTOIZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSJTOZI,X,X,,X,O,X,O,X,X,X,X,O,X,O,X
LSJITZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSJITOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
LSJIZTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LSJIZOT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LSJIOTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LSJIOZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LSJZTIO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LSJZTOI,X,O,,X,O,X,O,X,X,X,X,O,X,O,O
LSJZITO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LSJZIOT,X,O,,O,O,O,O,O,X,X,O,O,O,O,O
LSJZOTI,X,O,,O,O,X,O,X,X,X,X,O,X,O,O
LSJZOIT,X,O,,O,O,O,O,O,X,X,O,O,O,O,O
LSJOTIZ,X,X,,O,O,O,X,O,X,X,X,O,O,O,X
LSJOTZI,X,X,,O,O,X,O,X,X,X,X,O,X,O,X
LSJOITZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LSJOIZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LSJOZTI,X,O,,O,O,X,O,X,X,X,X,O,X,O,O
LSJOZIT,X,O,,O,O,O,O,O,X,X,O,O,O,O,O
LSZTIJO,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
LSZTIOJ,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
LSZTJIO,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
LSZTJOI,X,O,,X,O,X,O,X,X,X,X,X,X,O,O
LSZTOIJ,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
LSZTOJI,X,O,,X,O,X,O,X,X,X,X,X,X,O,O
LSZITJO,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
LSZITOJ,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
LSZIJTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LSZIJOT,X,O,,O,O,O,O,X,X,X,X,O,O,O,O
LSZIOTJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
LSZIOJT,X,O,,O,O,O,O,X,X,X,X,O,O,O,O
LSZJTIO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LSZJTOI,X,O,,X,O,X,O,X,X,X,X,O,X,O,O
LSZJITO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
LSZJIOT,X,O,,O,O,O,O,X,X,X,X,O,O,O,O
LSZJOTI,X,O,,O,O,X,O,X,X,X,X,O,X,O,O
LSZJOIT,X,O,,O,O,O,O,X,X,X,X,O,O,O,O
LSZOTIJ,X,O,,O,O,X,X,X,X,X,X,X,X,O,X
LSZOTJI,X,O,,O,O,X,O,X,X,X,X,X,X,O,O
LSZOITJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
LSZOIJT,X,O,,O,O,O,O,X,X,X,X,O,O,O,O
LSZOJTI,X,O,,O,O,X,O,X,X,X,X,O,X,O,O
LSZOJIT,X,O,,O,O,O,O,X,X,X,X,O,O,O,O
LSOTIJZ,X,X,,O,O,O,X,O,X,X,X,O,O,O,X
LSOTIZJ,X,X,,O,O,O,X,X,X,X,X,X,O,O,X
LSOTJIZ,X,X,,O,O,O,X,O,X,X,X,O,O,O,X
LSOTJZI,X,X,,O,O,X,O,X,X,X,X,O,X,O,X
LSOTZIJ,X,X,,O,O,X,X,X,X,X,X,X,X,O,X
LSOTZJI,X,X,,O,O,X,O,X,X,X,X,X,X,O,X
LSOITJZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LSOITZJ,X,X,,O,O,O,X,X,X,X,X,X,O,O,X
LSOIJTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LSOIJZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LSOIZTJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
LSOIZJT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LSOJTIZ,X,X,,O,O,O,X,O,X,X,X,O,O,O,X
LSOJTZI,X,X,,O,O,X,O,X,X,X,X,O,X,O,X
LSOJITZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
LSOJIZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
LSOJZTI,X,O,,O,O,X,O,X,X,X,X,O,X,O,O
LSOJZIT,X,O,,O,O,O,O,O,X,X,O,O,O,O,O
LSOZTIJ,X,O,,O,O,X,X,X,X,X,X,X,X,O,X
LSOZTJI,X,O,,O,O,X,O,X,X,X,X,X,X,O,O
LSOZITJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
LSOZIJT,X,O,,O,O,O,O,O,X,X,X,O,O,O,O
LSOZJTI,X,O,,O,O,X,O,X,X,X,X,O,X,O,O
LSOZJIT,X,O,,O,O,O,O,O,X,X,X,O,O,O,O
LZTIJSO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LZTIJOS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
LZTISJO,X,X,,X,X,O,X,X,X,X,X,X,X,O,X
LZTISOJ,X,X,,X,X,O,X,X,X,X,X,X,X,O,X
LZTIOJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
LZTIOSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
LZTJISO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LZTJIOS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
LZTJSIO,X,X,,X,X,O,X,X,X,X,X,X,X,X,X
LZTJSOI,X,X,,X,X,X,O,X,X,X,X,X,X,X,O
LZTJOIS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
