sequence,v115@GhA8IeA8CeA8DeF8CeC8JeOEJvhFlgBRiBzkB3nB0r?BirB,v115@GhA8IeA8CeA8DeF8CeC8Je1FJvhFxhBynBTkBcrBmk?BXsB,v115@GhA8IeA8CeA8DeF8CeC8Je0/IvhFlgB3hBziB2pBxr?BywB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhFxgB8nBypBFmB3r?BOsB,v115@GhA8IeA8CeA8DeF8CeC8JeOEJvhFxgBiiBzkB3nB0r?BFrB,v115@GhA8IeA8CeA8DeF8CeC8Je3AJvhFRiB0kBOrBlnBik?BzrB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhFlgBmiBypBxrBcr?BXsB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhF8nBypBRmBmlB3r?BFsB
JTZISOL,O,X,O,X,X,O,X,X
JTZIOLS,X,O,O,X,X,X,X,X
JTZIOSL,X,X,O,X,X,O,X,X
JTZLISO,X,X,O,X,X,O,X,X
JTZLIOS,X,O,O,X,X,X,X,X
JTZLSIO,O,X,X,X,X,O,X,X
JTZLSOI,X,X,X,X,X,O,X,X
JTZLOIS,X,O,O,X,X,X,X,X
JTZLOSI,X,O,X,X,X,X,X,X
JTZSILO,O,X,O,X,X,O,X,X
JTZSIOL,O,X,O,X,X,O,X,X
JTZSLIO,O,X,X,X,X,O,X,X
JTZSLOI,X,X,X,X,X,O,X,X
JTZSOIL,O,X,O,X,X,O,X,X
JTZSOLI,O,X,X,X,X,O,X,X
JTZOILS,X,O,O,X,X,O,X,X
JTZOISL,O,X,O,X,X,O,X,X
JTZOLIS,X,O,O,X,X,O,X,X
JTZOLSI,O,O,X,X,X,O,X,X
JTZOSIL,O,X,O,X,X,O,X,X
JTZOSLI,O,X,X,X,X,O,X,X
JTOILSZ,X,X,O,X,X,O,X,X
JTOILZS,X,X,O,X,X,O,X,X
JTOISLZ,O,X,O,X,X,O,X,X
JTOISZL,O,X,O,X,X,O,X,X
JTOIZLS,X,X,O,X,X,O,X,X
JTOIZSL,O,X,O,X,X,O,X,X
JTOLISZ,X,X,O,X,X,O,X,X
JTOLIZS,X,X,O,X,X,O,X,X
JTOLSIZ,O,X,X,X,X,O,X,X
JTOLSZI,O,X,X,X,X,O,X,X
JTOLZIS,X,O,O,X,X,O,X,X
JTOLZSI,O,O,X,X,X,O,X,X
JTOSILZ,O,X,O,X,X,O,X,X
JTOSIZL,O,X,O,X,X,O,X,X
JTOSLIZ,O,X,X,X,X,O,X,X
JTOSLZI,O,O,X,X,X,O,X,X
JTOSZIL,O,O,O,X,X,O,X,X
JTOSZLI,O,O,X,X,X,O,X,X
JTOZILS,X,O,O,X,X,O,X,X
JTOZISL,O,X,O,X,X,O,X,X
JTOZLIS,X,O,O,X,X,O,X,X
JTOZLSI,O,O,X,X,X,O,X,X
JTOZSIL,O,X,O,X,X,O,X,X
JTOZSLI,O,X,X,X,X,O,X,X
JITLSZO,X,X,O,X,X,O,O,X
JITLSOZ,X,X,O,X,X,X,O,X
JITLZSO,X,X,O,X,X,O,O,X
JITLZOS,X,X,O,X,X,X,O,X
JITLOSZ,X,X,O,X,X,X,O,X
JITLOZS,X,X,O,X,X,X,O,X
JITSLZO,O,X,O,X,X,O,X,X
JITSLOZ,O,X,O,X,X,X,X,X
JITSZLO,O,X,O,X,X,O,X,X
JITSZOL,O,X,O,X,X,O,X,X
JITSOLZ,O,X,O,X,X,X,X,X
JITSOZL,O,X,O,X,X,O,X,X
JITZLSO,X,X,O,X,X,O,X,X
JITZLOS,X,X,O,X,X,X,X,X
JITZSLO,O,X,O,X,X,O,X,X
JITZSOL,O,X,O,X,X,O,X,X
JITZOLS,X,X,O,X,X,X,X,X
JITZOSL,X,X,O,X,X,O,X,X
JITOLSZ,X,X,O,X,X,X,X,X
JITOLZS,X,X,O,X,X,X,X,X
JITOSLZ,X,X,O,X,X,X,X,X
JITOSZL,X,X,O,X,X,O,X,X
JITOZLS,X,X,O,X,X,X,X,X
JITOZSL,X,X,O,X,X,O,X,X
JILTSZO,X,X,O,X,X,X,O,X
JILTSOZ,X,X,O,X,X,X,O,X
JILTZSO,X,X,O,X,X,X,O,X
JILTZOS,X,X,O,X,X,X,O,X
JILTOSZ,X,X,O,X,X,X,O,X
JILTOZS,X,X,O,X,X,X,O,X
JILSTZO,X,X,O,X,X,X,O,X
JILSTOZ,X,X,O,X,X,X,O,X
JILSZTO,X,X,O,X,X,X,O,X
JILSZOT,X,X,O,X,X,X,O,X
JILSOTZ,X,X,O,X,X,X,O,X
JILSOZT,X,X,O,X,X,X,O,X
JILZTSO,X,X,O,X,X,X,O,X
JILZTOS,X,X,O,X,X,X,O,X
JILZSTO,X,X,O,X,X,X,O,X
JILZSOT,X,X,O,X,X,X,O,X
JILZOTS,X,X,O,X,X,X,O,O
JILZOST,X,X,O,X,X,X,O,O
JILOTSZ,X,X,O,X,X,X,O,X
JILOTZS,X,X,O,X,X,X,O,X
JILOSTZ,X,X,O,X,X,X,O,X
JILOSZT,X,X,O,X,X,X,O,X
JILOZTS,X,X,O,X,X,X,O,O
JILOZST,X,X,O,X,X,X,O,O
JISTLZO,O,X,O,X,X,O,X,X
JISTLOZ,O,X,O,X,X,X,X,X
JISTZLO,O,X,O,X,X,O,X,X
JISTZOL,O,X,O,X,X,O,X,X
JISTOLZ,O,X,O,X,X,X,X,X
JISTOZL,O,X,O,X,X,O,X,X
JISLTZO,O,X,O,X,X,X,O,X
JISLTOZ,O,X,O,X,X,X,O,X
JISLZTO,O,X,O,X,X,X,O,X
JISLZOT,X,X,O,X,X,X,O,X
JISLOTZ,X,X,O,X,X,X,O,X
JISLOZT,X,X,O,X,X,X,O,X
JISZTLO,O,X,O,X,X,O,X,X
JISZTOL,O,X,O,X,X,O,X,X
JISZLTO,O,X,O,X,X,X,X,X
JISZLOT,X,X,O,X,X,X,X,X
JISZOTL,O,X,O,X,X,X,X,X
JISZOLT,X,X,O,X,X,X,X,X
JISOTLZ,O,X,O,X,X,X,X,X
JISOTZL,O,X,O,X,X,X,X,X
JISOLTZ,X,X,O,X,X,X,X,X
JISOLZT,X,X,O,X,X,X,X,X
JISOZTL,O,X,O,X,X,X,X,X
JISOZLT,X,X,O,X,X,X,X,X
JIZTLSO,X,X,O,X,X,O,X,X
JIZTLOS,X,X,O,X,X,X,X,X
JIZTSLO,O,X,O,X,X,O,X,X
JIZTSOL,O,X,O,X,X,O,X,X
JIZTOLS,X,X,O,X,X,X,X,X
JIZTOSL,X,X,O,X,X,O,X,X
JIZLTSO,X,X,O,X,X,X,O,X
JIZLTOS,X,X,O,X,X,X,O,X
JIZLSTO,X,X,O,X,X,X,O,X
JIZLSOT,X,X,O,X,X,X,O,X
JIZLOTS,X,X,O,X,X,X,O,O
JIZLOST,X,X,O,X,X,X,O,O
JIZSTLO,O,X,O,X,X,O,X,X
JIZSTOL,O,X,O,X,X,O,X,X
JIZSLTO,O,X,O,X,X,X,X,X
JIZSLOT,X,X,O,X,X,X,X,X
JIZSOTL,O,X,O,X,X,X,X,X
JIZSOLT,X,X,O,X,X,X,X,X
JIZOTLS,X,X,O,X,X,X,X,X
JIZOTSL,X,X,O,X,X,X,X,X
JIZOLTS,X,X,O,X,X,X,X,X
JIZOLST,X,X,O,X,X,X,X,X
JIZOSTL,X,X,O,X,X,X,X,X
JIZOSLT,X,X,O,X,X,X,X,X
JIOTLSZ,X,X,O,X,X,X,X,X
JIOTLZS,X,X,O,X,X,X,X,X
JIOTSLZ,X,X,O,X,X,X,X,X
JIOTSZL,X,X,O,X,X,X,X,X
JIOTZLS,X,X,O,X,X,X,X,X
JIOTZSL,X,X,O,X,X,X,X,X
JIOLTSZ,X,X,O,X,X,X,O,X
JIOLTZS,X,X,O,X,X,X,O,X
JIOLSTZ,X,X,O,X,X,X,O,X
JIOLSZT,X,X,O,X,X,X,O,X
JIOLZTS,X,X,O,X,X,X,O,X
JIOLZST,X,X,O,X,X,X,O,X
JIOSTLZ,X,X,O,X,X,X,X,X
JIOSTZL,X,X,O,X,X,X,X,X
JIOSLTZ,X,X,O,X,X,X,X,X
JIOSLZT,X,X,O,X,X,X,X,X
JIOSZTL,X,X,O,X,X,X,X,X
JIOSZLT,X,X,O,X,X,X,X,X
JIOZTLS,X,X,O,X,X,X,X,X
JIOZTSL,X,X,O,X,X,X,X,X
JIOZLTS,X,X,O,X,X,X,X,X
JIOZLST,X,X,O,X,X,X,X,X
JIOZSTL,X,X,O,X,X,X,X,X
JIOZSLT,X,X,O,X,X,X,X,X
JLTISZO,X,X,O,O,X,O,O,X
JLTISOZ,X,X,O,O,X,X,O,X
JLTIZSO,X,X,O,X,X,O,O,X
JLTIZOS,X,X,O,X,X,X,O,X
JLTIOSZ,X,X,O,O,X,X,O,X
JLTIOZS,X,X,O,X,X,X,O,X
JLTSIZO,O,X,X,O,X,O,X,X
JLTSIOZ,O,X,X,O,X,X,X,X
JLTSZIO,O,X,X,O,X,O,X,X
JLTSZOI,X,X,X,O,X,O,X,X
JLTSOIZ,X,X,X,O,X,X,X,X
JLTSOZI,X,X,X,O,X,X,X,X
JLTZISO,X,X,O,X,X,O,X,X
JLTZIOS,X,O,O,X,X,X,X,X
JLTZSIO,O,X,X,X,X,O,X,X
JLTZSOI,X,X,X,X,X,O,X,X
JLTZOIS,X,O,O,X,X,X,X,X
JLTZOSI,X,O,X,X,X,X,X,X
JLTOISZ,X,X,O,O,X,X,O,X
JLTOIZS,X,X,O,X,X,X,O,X
JLTOSIZ,X,X,X,O,X,X,X,X
JLTOSZI,X,X,X,O,X,X,X,X
JLTOZIS,X,O,O,X,X,X,X,X
JLTOZSI,X,O,X,X,X,X,X,X
JLITSZO,X,X,O,O,X,X,O,X
JLITSOZ,X,X,O,O,X,X,O,X
JLITZSO,X,X,O,X,X,X,O,X
JLITZOS,X,X,O,X,X,X,O,X
JLITOSZ,X,X,O,O,X,X,O,X
JLITOZS,X,X,O,X,X,X,O,X
JLISTZO,X,X,O,X,X,X,O,X
JLISTOZ,X,X,O,X,X,X,O,X
JLISZTO,X,X,O,X,X,X,O,X
JLISZOT,X,X,O,X,X,X,O,X
JLISOTZ,X,X,O,X,X,X,O,X
JLISOZT,X,X,O,X,X,X,O,X
JLIZTSO,X,X,O,X,X,X,O,X
JLIZTOS,X,X,O,X,X,X,O,X
JLIZSTO,X,X,O,X,X,X,O,X
JLIZSOT,X,X,O,X,X,X,O,X
JLIZOTS,X,X,O,X,X,X,O,O
JLIZOST,X,X,O,X,X,X,O,O
JLIOTSZ,X,X,O,O,X,X,O,X
JLIOTZS,X,X,O,X,X,X,O,X
JLIOSTZ,X,X,O,X,X,X,O,X
JLIOSZT,X,X,O,X,X,X,O,X
JLIOZTS,X,X,O,X,X,X,O,O
JLIOZST,X,X,O,X,X,X,O,O
JLSTIZO,O,X,X,O,X,O,X,X
JLSTIOZ,O,X,X,O,X,X,X,X
JLSTZIO,O,O,X,O,X,O,X,X
JLSTZOI,X,O,X,O,X,O,X,X
JLSTOIZ,X,X,X,O,X,X,X,X
JLSTOZI,X,O,X,O,X,X,X,X
JLSITZO,O,X,X,X,X,X,O,X
JLSITOZ,O,X,X,X,X,X,O,X
JLSIZTO,O,X,X,X,X,X,O,X
JLSIZOT,X,X,X,X,X,X,O,O
JLSIOTZ,X,X,X,X,X,X,O,X
JLSIOZT,X,X,X,X,X,X,O,O
JLSZTIO,O,O,X,O,X,O,X,X
JLSZTOI,X,O,X,O,X,O,X,X
JLSZITO,O,O,X,X,X,X,X,X
JLSZIOT,X,O,X,X,X,X,X,O
JLSZOTI,X,O,X,O,X,X,X,X
JLSZOIT,X,O,X,X,X,X,X,O
JLSOTIZ,X,X,X,O,X,X,X,X
JLSOTZI,X,O,X,O,X,X,X,X
JLSOITZ,X,X,X,X,X,X,O,X
JLSOIZT,X,X,X,X,X,X,O,O
JLSOZTI,X,O,X,O,X,X,X,X
JLSOZIT,X,O,X,X,X,X,X,O
JLZTISO,X,X,O,X,X,O,X,X
JLZTIOS,X,O,O,X,X,X,X,X
JLZTSIO,O,X,X,X,X,O,X,X
JLZTSOI,X,X,X,X,X,O,X,X
JLZTOIS,X,O,O,X,X,X,X,X
JLZTOSI,X,O,X,X,X,X,X,X
JLZITSO,X,X,O,X,X,X,O,X
JLZITOS,X,O,O,X,X,X,O,X
JLZISTO,X,X,O,X,X,X,O,X
JLZISOT,X,X,O,X,X,X,O,X
JLZIOTS,X,O,O,X,X,X,O,O
JLZIOST,X,X,O,X,X,X,O,O
JLZSTIO,O,X,X,O,X,O,X,X
JLZSTOI,X,X,X,O,X,O,X,X
JLZSITO,O,X,X,X,X,X,X,X
JLZSIOT,X,X,X,X,X,X,X,O
JLZSOTI,X,X,X,O,X,X,X,X
JLZSOIT,X,X,X,X,X,X,X,O
JLZOTIS,X,O,O,X,X,X,X,X
JLZOTSI,X,O,X,X,X,X,X,X
JLZOITS,X,O,O,X,X,X,O,O
JLZOIST,X,X,O,X,X,X,O,O
JLZOSTI,X,X,X,O,X,X,X,X
JLZOSIT,X,X,X,X,X,X,X,O
JLOTISZ,X,X,O,O,X,X,O,X
JLOTIZS,X,X,O,X,X,X,O,X
JLOTSIZ,X,X,X,O,X,X,X,X
JLOTSZI,X,X,X,O,X,X,X,X
JLOTZIS,X,O,O,X,X,X,X,X
JLOTZSI,X,O,X,X,X,X,X,X
JLOITSZ,X,X,O,O,X,X,O,X
JLOITZS,X,X,O,X,X,X,O,X
JLOISTZ,X,X,O,X,X,X,O,X
JLOISZT,X,X,O,X,X,X,O,X
JLOIZTS,X,X,O,X,X,X,O,O
JLOIZST,X,X,O,X,X,X,O,O
JLOSTIZ,X,X,X,O,X,X,X,X
JLOSTZI,X,O,X,O,X,X,X,X
JLOSITZ,X,X,X,X,X,X,O,X
JLOSIZT,X,X,X,X,X,X,O,O
JLOSZTI,X,O,X,O,X,X,X,X
JLOSZIT,X,O,X,X,X,X,X,O
JLOZTIS,X,O,O,X,X,X,X,X
JLOZTSI,X,O,X,X,X,X,X,X
JLOZITS,X,O,O,X,X,X,O,O
JLOZIST,X,X,O,X,X,X,O,O
JLOZSTI,X,X,X,O,X,X,X,X
JLOZSIT,X,X,X,X,X,X,X,O
JSTILZO,O,X,O,O,X,O,X,X
JSTILOZ,O,X,O,O,X,X,X,X
JSTIZLO,O,X,O,O,X,O,X,X
JSTIZOL,O,X,O,X,X,O,X,X
JSTIOLZ,O,X,O,X,X,X,X,X
JSTIOZL,O,X,O,X,X,O,X,X
JSTLIZO,O,X,X,O,X,O,X,X
JSTLIOZ,O,X,X,O,X,X,X,X
JSTLZIO,O,O,X,O,X,O,X,X
JSTLZOI,X,O,X,O,X,O,X,X
JSTLOIZ,X,X,X,O,X,X,X,X
JSTLOZI,X,O,X,O,X,X,X,X
JSTZILO,O,O,O,O,X,O,X,X
JSTZIOL,O,O,O,X,X,O,X,X
JSTZLIO,O,O,X,O,X,O,X,X
JSTZLOI,X,O,X,O,X,O,X,X
JSTZOIL,O,O,O,X,X,O,X,X
JSTZOLI,O,O,X,X,X,O,X,X
JSTOILZ,O,X,O,X,X,X,X,X
JSTOIZL,O,X,O,X,X,O,X,X
JSTOLIZ,O,X,X,X,X,X,X,X
JSTOLZI,O,O,X,X,X,X,X,X
JSTOZIL,O,O,O,X,X,O,X,X
JSTOZLI,O,O,X,X,X,O,X,X
JSITLZO,O,X,O,X,X,O,X,X
JSITLOZ,O,X,O,X,X,X,X,X
JSITZLO,O,X,O,X,X,O,X,X
JSITZOL,O,X,O,X,X,O,X,X
JSITOLZ,O,X,O,X,X,X,X,X
JSITOZL,O,X,O,X,X,O,X,X
JSILTZO,O,X,O,X,X,X,O,X
JSILTOZ,O,X,O,X,X,X,O,X
JSILZTO,O,X,O,X,X,X,O,X
JSILZOT,X,X,O,X,X,X,O,O
JSILOTZ,X,X,O,X,X,X,O,X
JSILOZT,X,X,O,X,X,X,O,O
JSIZTLO,O,X,O,X,X,O,X,X
JSIZTOL,O,X,O,X,X,O,X,X
JSIZLTO,O,X,O,X,X,X,X,X
JSIZLOT,X,X,O,X,X,X,X,O
JSIZOTL,O,X,O,X,X,X,X,X
JSIZOLT,O,X,O,X,X,X,X,X
JSIOTLZ,O,X,O,X,X,X,X,X
JSIOTZL,O,X,O,X,X,X,X,X
JSIOLTZ,O,X,O,X,X,X,X,X
JSIOLZT,O,X,O,X,X,X,X,X
JSIOZTL,O,X,O,X,X,X,X,X
JSIOZLT,O,X,O,X,X,X,X,X
JSLTIZO,O,X,X,O,X,O,X,X
JSLTIOZ,O,X,X,O,X,X,X,X
JSLTZIO,O,O,X,O,X,O,X,X
JSLTZOI,X,O,X,O,X,O,X,X
JSLTOIZ,X,X,X,O,X,X,X,X
JSLTOZI,X,O,X,O,X,X,X,X
JSLITZO,O,X,X,X,X,X,O,X
JSLITOZ,O,X,X,X,X,X,O,X
JSLIZTO,O,X,X,X,X,X,O,X
JSLIZOT,X,X,X,X,X,X,O,O
JSLIOTZ,X,X,X,X,X,X,O,X
JSLIOZT,X,X,X,X,X,X,O,O
JSLZTIO,O,O,X,O,X,O,X,X
JSLZTOI,X,O,X,O,X,O,X,X
JSLZITO,O,O,X,X,X,X,X,X
JSLZIOT,X,O,X,X,X,X,X,O
JSLZOTI,X,O,X,O,O,X,X,X
JSLZOIT,X,O,X,X,O,X,X,O
JSLOTIZ,X,X,X,O,O,X,X,X
JSLOTZI,X,O,X,O,O,X,X,X
JSLOITZ,X,X,X,X,O,X,O,X
JSLOIZT,X,X,X,X,O,X,O,O
JSLOZTI,X,O,X,O,O,X,X,X
JSLOZIT,X,O,X,X,O,X,X,O
JSZTILO,O,O,O,O,X,O,X,X
JSZTIOL,O,O,O,X,X,O,X,X
JSZTLIO,O,O,X,O,X,O,X,X
JSZTLOI,X,O,X,O,X,O,X,X
JSZTOIL,O,O,O,X,X,O,X,X
JSZTOLI,O,O,X,X,X,O,X,X
JSZITLO,O,O,O,X,X,O,X,X
JSZITOL,O,O,O,X,X,O,X,X
JSZILTO,O,O,O,X,X,X,X,X
JSZILOT,X,O,O,X,X,X,X,O
JSZIOTL,O,O,O,X,X,X,X,X
JSZIOLT,O,O,O,X,X,X,X,X
JSZLTIO,O,O,X,O,X,O,X,X
JSZLTOI,X,O,X,O,X,O,X,X
JSZLITO,O,O,X,X,X,X,X,X
JSZLIOT,X,O,X,X,X,X,X,O
JSZLOTI,X,O,X,O,O,X,X,X
JSZLOIT,X,O,X,X,O,X,X,O
JSZOTIL,O,O,O,X,O,O,X,X
JSZOTLI,O,O,X,X,O,O,X,X
JSZOITL,O,O,O,X,O,X,X,X
JSZOILT,O,O,O,X,O,X,X,X
JSZOLTI,O,O,X,X,O,X,X,X
JSZOLIT,O,O,X,X,O,X,X,X
JSOTILZ,O,X,O,X,O,X,X,X
JSOTIZL,O,X,O,X,X,O,X,X
JSOTLIZ,O,X,X,X,O,X,X,X
JSOTLZI,O,O,X,X,O,X,X,X
JSOTZIL,O,O,O,X,O,O,X,X
JSOTZLI,O,O,X,X,O,O,X,X
JSOITLZ,O,X,O,X,O,X,X,X
JSOITZL,O,X,O,X,X,X,X,X
JSOILTZ,O,X,O,X,O,X,X,X
JSOILZT,O,X,O,X,O,X,X,X
JSOIZTL,O,X,O,X,O,X,X,X
JSOIZLT,O,X,O,X,O,X,X,X
JSOLTIZ,O,X,X,X,O,X,X,X
JSOLTZI,O,O,X,X,O,X,X,X
JSOLITZ,O,X,X,X,O,X,X,X
JSOLIZT,O,X,X,X,O,X,X,X
JSOLZTI,O,O,X,X,O,X,X,X
JSOLZIT,O,O,X,X,O,X,X,X
JSOZTIL,O,O,O,X,O,O,X,X
JSOZTLI,O,O,X,X,O,O,X,X
JSOZITL,O,O,O,X,O,X,X,X
JSOZILT,O,O,O,X,O,X,X,X
JSOZLTI,O,O,X,X,O,X,X,X
JSOZLIT,O,O,X,X,O,X,X,X
JZTILSO,X,X,O,X,X,O,X,X
JZTILOS,X,O,O,X,X,X,X,X
JZTISLO,O,X,O,X,X,O,X,X
JZTISOL,O,X,O,X,X,O,X,X
JZTIOLS,X,O,O,X,X,X,X,X
JZTIOSL,X,X,O,X,X,O,X,X
JZTLISO,X,X,O,X,X,O,X,X
JZTLIOS,X,O,O,X,X,X,X,X
JZTLSIO,O,X,X,X,X,O,X,X
JZTLSOI,X,X,X,X,X,O,X,X
JZTLOIS,X,O,O,X,X,X,X,X
JZTLOSI,X,O,X,X,X,X,X,X
JZTSILO,O,X,O,X,X,O,X,X
JZTSIOL,O,X,O,X,X,O,X,X
JZTSLIO,O,X,X,X,X,O,X,X
JZTSLOI,X,X,X,X,X,O,X,X
JZTSOIL,O,X,O,X,X,O,X,X
JZTSOLI,O,X,X,X,X,O,X,X
JZTOILS,X,O,O,X,X,O,X,X
JZTOISL,O,X,O,X,X,O,X,X
JZTOLIS,X,O,O,X,X,O,X,X
JZTOLSI,O,O,X,X,X,O,X,X
JZTOSIL,O,X,O,X,X,O,X,X
JZTOSLI,O,X,X,X,X,O,X,X
JZITLSO,X,X,O,X,X,O,X,X
JZITLOS,X,O,O,X,X,X,X,X
JZITSLO,O,X,O,X,X,O,X,X
JZITSOL,O,X,O,X,X,O,X,X
JZITOLS,X,O,O,X,X,X,X,X
JZITOSL,X,X,O,X,X,O,X,X
JZILTSO,X,X,O,X,X,X,O,X
JZILTOS,X,O,O,X,X,X,O,X
JZILSTO,X,X,O,X,X,X,O,X
JZILSOT,X,X,O,X,X,X,O,X
JZILOTS,X,O,O,X,X,X,O,O
JZILOST,X,X,O,X,X,X,O,O
JZISTLO,O,X,O,X,X,O,X,X
JZISTOL,O,X,O,X,X,O,X,X
JZISLTO,O,X,O,X,X,X,X,X
JZISLOT,X,X,O,X,X,X,X,X
JZISOTL,O,X,O,X,X,X,X,X
JZISOLT,X,X,O,X,X,X,X,X
JZIOTLS,X,O,O,X,X,X,X,X
JZIOTSL,X,X,O,X,X,X,X,X
JZIOLTS,X,O,O,X,X,X,X,X
JZIOLST,X,X,O,X,X,X,X,X
JZIOSTL,X,X,O,X,X,X,X,X
JZIOSLT,X,X,O,X,X,X,X,X
JZLTISO,X,X,O,X,X,O,X,X
JZLTIOS,X,O,O,X,X,X,X,X
JZLTSIO,O,X,X,X,X,O,X,X
JZLTSOI,X,X,X,X,X,O,X,X
JZLTOIS,X,O,O,X,X,X,X,X
JZLTOSI,X,O,X,X,X,X,X,X
JZLITSO,X,X,O,X,X,X,O,X
JZLITOS,X,O,O,X,X,X,O,X
JZLISTO,X,X,O,X,X,X,O,X
JZLISOT,X,X,O,X,X,X,O,X
JZLIOTS,X,O,O,X,X,X,O,O
JZLIOST,X,X,O,X,X,X,O,O
JZLSTIO,O,X,X,O,X,O,X,X
JZLSTOI,X,X,X,O,X,O,X,X
JZLSITO,O,X,X,X,X,X,X,X
JZLSIOT,X,X,X,X,X,X,X,O
JZLSOTI,X,X,X,O,X,X,X,X
JZLSOIT,X,X,X,X,X,X,X,O
JZLOTIS,X,O,O,X,X,X,X,X
JZLOTSI,X,O,X,X,X,X,X,X
JZLOITS,X,O,O,X,X,X,O,O
JZLOIST,X,X,O,X,X,X,O,O
JZLOSTI,X,X,X,O,X,X,X,X
JZLOSIT,X,X,X,X,X,X,X,O
JZSTILO,O,X,O,O,X,O,X,X
JZSTIOL,O,X,O,X,X,O,X,X
JZSTLIO,O,X,X,O,X,O,X,X
JZSTLOI,X,X,X,O,X,O,X,X
JZSTOIL,O,X,O,X,X,O,X,X
JZSTOLI,O,X,X,X,X,O,X,X
JZSITLO,O,X,O,X,X,O,X,X
JZSITOL,O,X,O,X,X,O,X,X
JZSILTO,O,X,O,X,X,X,X,X
JZSILOT,X,X,O,X,X,X,X,O
JZSIOTL,O,X,O,X,X,X,X,X
JZSIOLT,O,X,O,X,X,X,X,X
JZSLTIO,O,X,X,O,X,O,X,X
JZSLTOI,X,X,X,O,X,O,X,X
JZSLITO,O,X,X,X,X,X,X,X
JZSLIOT,X,X,X,X,X,X,X,O
JZSLOTI,X,X,X,O,O,X,X,X
JZSLOIT,X,X,X,X,O,X,X,O
JZSOTIL,O,X,O,X,O,O,X,X
JZSOTLI,O,X,X,X,O,O,X,X
JZSOITL,O,X,O,X,O,X,X,X
JZSOILT,O,X,O,X,O,X,X,X
JZSOLTI,O,X,X,X,O,X,X,X
JZSOLIT,O,X,X,X,O,X,X,X
JZOTILS,X,O,O,X,X,O,X,X
JZOTISL,O,X,O,X,O,O,X,X
JZOTLIS,X,O,O,X,X,O,X,X
JZOTLSI,O,O,X,X,X,O,X,X
JZOTSIL,O,X,O,X,O,O,X,X
JZOTSLI,O,X,X,X,O,O,X,X
JZOITLS,X,O,O,X,X,O,X,X
JZOITSL,O,X,O,X,O,O,X,X
JZOILTS,X,O,O,X,X,X,X,X
JZOILST,X,X,O,X,O,X,X,X
JZOISTL,O,X,O,X,O,O,X,X
JZOISLT,O,X,O,X,O,X,X,X
JZOLTIS,X,O,O,X,X,O,X,X
JZOLTSI,O,O,X,X,X,O,X,X
JZOLITS,X,O,O,X,X,X,X,X
JZOLIST,X,X,O,X,O,X,X,X
JZOLSTI,O,X,X,X,O,O,X,X
JZOLSIT,O,X,X,X,O,X,X,X
JZOSTIL,O,X,O,X,O,O,X,X
JZOSTLI,O,X,X,X,O,O,X,X
JZOSITL,O,X,O,X,O,O,X,X
JZOSILT,O,X,O,X,O,X,X,X
JZOSLTI,O,X,X,X,O,O,X,X
JZOSLIT,O,X,X,X,O,X,X,X
JOTILSZ,X,X,O,X,X,O,X,X
JOTILZS,X,X,O,X,X,O,X,X
JOTISLZ,O,X,O,X,O,O,X,X
JOTISZL,O,X,O,X,X,O,X,X
JOTIZLS,X,X,O,X,X,O,X,X
JOTIZSL,O,X,O,X,O,O,X,X
JOTLISZ,X,X,O,X,X,O,X,X
JOTLIZS,X,X,O,X,X,O,X,X
JOTLSIZ,O,X,X,X,X,O,X,X
JOTLSZI,O,X,X,X,X,O,X,X
JOTLZIS,X,O,O,X,X,O,X,X
JOTLZSI,O,O,X,X,X,O,X,X
JOTSILZ,O,X,O,X,O,O,X,X
JOTSIZL,O,X,O,X,X,O,X,X
JOTSLIZ,O,X,X,X,O,O,X,X
JOTSLZI,O,O,X,X,O,O,X,X
JOTSZIL,O,O,O,X,O,O,X,X
JOTSZLI,O,O,X,X,O,O,X,X
JOTZILS,X,O,O,X,X,O,X,X
JOTZISL,O,X,O,X,O,O,X,X
JOTZLIS,X,O,O,X,X,O,X,X
JOTZLSI,O,O,X,X,X,O,X,X
JOTZSIL,O,X,O,X,O,O,X,X
JOTZSLI,O,X,X,X,O,O,X,X
JOITLSZ,X,X,O,X,X,O,X,X
JOITLZS,X,X,O,X,X,O,X,X
JOITSLZ,O,X,O,X,O,O,X,X
JOITSZL,O,X,O,X,X,O,X,X
JOITZLS,X,X,O,X,X,O,X,X
JOITZSL,O,X,O,X,O,O,X,X
JOILTSZ,X,X,O,X,X,X,O,X
JOILTZS,X,X,O,X,X,X,O,X
JOILSTZ,X,X,O,X,O,X,O,X
JOILSZT,X,X,O,X,O,X,O,X
JOILZTS,X,X,O,X,X,X,O,X
JOILZST,X,X,O,X,O,X,O,X
JOISTLZ,O,X,O,X,O,O,X,X
JOISTZL,O,X,O,X,X,O,X,X
JOISLTZ,O,X,O,X,O,X,X,X
JOISLZT,O,X,O,X,O,X,X,X
JOISZTL,O,X,O,X,O,O,X,X
JOISZLT,O,X,O,X,O,X,X,X
JOIZTLS,X,X,O,X,X,O,X,X
JOIZTSL,O,X,O,X,O,O,X,X
JOIZLTS,X,X,O,X,X,X,X,X
JOIZLST,X,X,O,X,O,X,X,X
JOIZSTL,O,X,O,X,O,O,X,X
JOIZSLT,O,X,O,X,O,X,X,X
