sequence,v115@9gA8IeA8IeA8GeC8BeB8AeD8Je5EJvhF0hB6nBTjB3?lBlrBOqB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeuEJvhF6nBTjBxlB8?rBFmBXqB,v115@9gA8IeA8IeA8GeC8BeB8AeD8Je5EJvhFigBTjBcqB/?rBGsBFsB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeWFJvhFxgBSoBXmB8?rBlnBzpB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeFAJvhFXhB+nBTjBq?pBxqB8rB,v115@9gA8IeA8IeA8GeC8BeB8AeD8Je5EJvhFSnBTjBOqB/?rBlqBUsB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeCAJvhFGjBllBRnB/?rBUnBzpB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeWFJvhFThBSoB8rBl?nBRqBXqB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeCAJvhFGjBxlBlnBX?mB8rBzpB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeFBJvhFGjBClB3nBx?qB8rBzpB,v115@9gA8IeA8IeA8GeC8BeB8AeD8Je1FJvhFRiBSoBWqBU?nB/rBzpB
JTLZOSI,O,X,X,X,X,X,X,X,X,X,O
JTLOISZ,O,X,X,X,O,X,O,X,O,X,X
JTLOIZS,O,X,X,X,O,X,X,X,O,X,X
JTLOSIZ,O,X,X,X,O,X,X,X,O,X,X
JTLOSZI,O,X,X,X,X,X,X,X,X,X,X
JTLOZIS,O,X,X,X,O,X,X,X,O,X,X
JTLOZSI,O,X,X,X,X,X,X,X,X,X,O
JTSILZO,O,X,X,X,X,X,O,X,X,O,X
JTSILOZ,O,X,X,X,X,O,O,X,X,X,X
JTSIZLO,O,X,X,X,X,X,X,X,X,X,X
JTSIZOL,O,X,X,X,X,X,X,X,X,X,X
JTSIOLZ,O,X,X,X,X,O,X,X,X,X,X
JTSIOZL,O,X,X,X,X,X,X,X,X,X,X
JTSLIZO,O,X,X,X,X,X,O,X,X,X,X
JTSLIOZ,O,X,X,X,X,O,O,X,X,X,X
JTSLZIO,O,X,X,X,X,X,X,X,X,X,O
JTSLZOI,O,X,X,X,X,X,X,X,X,X,O
JTSLOIZ,O,X,X,X,X,O,X,X,X,X,X
JTSLOZI,O,X,X,X,X,X,X,X,X,X,X
JTSZILO,O,X,X,X,X,X,X,X,X,X,X
JTSZIOL,O,X,X,X,X,X,X,X,X,X,X
JTSZLIO,O,X,X,X,X,X,X,X,X,X,O
JTSZLOI,O,X,X,X,X,X,X,X,X,X,O
JTSZOIL,O,X,X,X,X,X,X,X,X,X,X
JTSZOLI,O,X,X,X,X,X,X,X,X,X,X
JTSOILZ,O,X,X,X,X,O,X,X,O,X,X
JTSOIZL,O,X,X,X,X,X,X,X,X,X,X
JTSOLIZ,O,X,X,X,X,O,X,X,O,X,X
JTSOLZI,O,X,X,X,X,X,X,X,X,X,X
JTSOZIL,O,X,X,X,X,X,X,X,X,X,X
JTSOZLI,O,X,X,X,X,X,X,X,X,X,X
JTZILSO,O,X,X,X,X,X,O,X,X,X,O
JTZILOS,O,X,X,X,X,X,X,X,X,X,X
JTZISLO,O,X,X,X,X,X,X,X,X,X,X
JTZISOL,O,X,X,X,X,X,X,X,X,X,X
JTZIOLS,O,X,X,X,X,X,X,X,X,X,X
JTZIOSL,O,X,X,X,X,X,X,X,X,X,X
JTZLISO,O,X,X,X,X,X,O,X,X,X,O
JTZLIOS,O,X,X,X,X,X,X,X,X,X,X
JTZLSIO,O,X,X,X,X,X,X,X,X,X,O
JTZLSOI,O,X,X,X,X,X,X,X,X,X,O
JTZLOIS,O,X,X,X,X,X,X,X,X,X,X
JTZLOSI,O,X,X,X,X,X,X,X,X,X,O
JTZSILO,O,X,X,X,X,X,X,X,X,X,X
JTZSIOL,O,X,X,X,X,X,X,X,X,X,X
JTZSLIO,O,X,X,X,X,X,X,X,X,X,O
JTZSLOI,O,X,X,X,X,X,X,X,X,X,O
JTZSOIL,O,X,X,X,X,X,X,X,X,X,X
JTZSOLI,O,X,X,X,X,X,X,X,X,X,X
JTZOILS,O,X,X,X,X,X,X,X,O,X,X
JTZOISL,O,X,X,X,X,X,X,X,X,X,X
JTZOLIS,O,X,X,X,X,X,X,X,O,X,X
JTZOLSI,O,X,X,X,X,X,X,X,X,X,O
JTZOSIL,O,X,X,X,X,X,X,X,X,X,X
JTZOSLI,O,X,X,X,X,X,X,X,X,X,X
JTOILSZ,O,X,X,X,X,X,O,X,O,X,X
JTOILZS,O,X,X,X,X,X,O,X,O,X,X
JTOISLZ,O,X,X,X,X,O,O,X,O,X,X
JTOISZL,O,X,X,X,X,X,X,X,X,X,X
JTOIZLS,O,X,X,X,X,X,O,X,O,X,X
JTOIZSL,O,X,X,X,X,X,X,X,X,X,X
JTOLISZ,O,X,X,X,O,X,O,X,O,X,X
JTOLIZS,O,X,X,X,O,X,O,X,O,X,X
JTOLSIZ,O,X,X,X,O,X,O,X,O,X,X
JTOLSZI,O,X,X,X,X,X,X,X,X,X,X
JTOLZIS,O,X,X,X,O,X,O,X,O,X,X
JTOLZSI,O,X,X,X,X,X,X,X,X,X,O
JTOSILZ,O,X,X,X,X,O,O,X,O,X,X
JTOSIZL,O,X,X,X,X,X,X,X,X,X,X
JTOSLIZ,O,X,X,X,X,O,O,X,O,X,X
JTOSLZI,O,X,X,X,X,X,X,X,X,X,X
JTOSZIL,O,X,X,X,X,X,X,X,X,X,X
JTOSZLI,O,X,X,X,X,X,X,X,X,X,X
JTOZILS,O,X,X,X,X,X,O,X,O,X,X
JTOZISL,O,X,X,X,X,X,X,X,X,X,X
JTOZLIS,O,X,X,X,X,X,O,X,O,X,X
JTOZLSI,O,X,X,X,X,X,X,X,X,X,O
JTOZSIL,O,X,X,X,X,X,X,X,X,X,X
JTOZSLI,O,X,X,X,X,X,X,X,X,X,X
JITLSZO,O,X,X,X,X,X,O,X,X,O,X
JITLSOZ,O,X,X,X,X,X,O,X,X,X,X
JITLZSO,O,X,X,X,X,X,O,X,X,X,O
JITLZOS,O,X,X,X,X,X,X,O,X,X,X
JITLOSZ,O,X,X,X,X,X,O,X,X,X,X
JITLOZS,O,X,X,X,X,X,X,X,X,X,X
JITSLZO,O,X,X,X,X,X,O,X,X,O,X
JITSLOZ,O,X,X,X,X,O,O,X,X,X,X
JITSZLO,O,X,X,X,X,X,X,X,X,X,X
JITSZOL,O,X,X,X,X,X,X,X,X,X,X
JITSOLZ,O,X,X,X,X,O,X,X,X,X,X
JITSOZL,O,X,X,X,X,X,X,X,X,X,X
JITZLSO,O,X,X,X,X,X,O,X,X,X,O
JITZLOS,O,X,X,X,X,X,X,O,X,X,X
JITZSLO,O,X,X,X,X,X,X,X,X,X,X
JITZSOL,O,X,X,X,X,X,X,X,X,X,X
JITZOLS,O,X,X,X,X,X,X,O,X,X,X
JITZOSL,O,X,X,X,X,X,X,X,X,X,X
JITOLSZ,O,X,X,X,X,X,O,X,O,X,X
JITOLZS,O,X,X,X,X,X,O,X,O,X,X
JITOSLZ,O,X,X,X,X,O,O,X,O,X,X
JITOSZL,O,X,X,X,X,X,X,X,X,X,X
JITOZLS,O,X,X,X,X,X,O,X,O,X,X
JITOZSL,O,X,X,X,X,X,X,X,X,X,X
JILTSZO,O,X,X,X,O,X,O,X,X,O,X
JILTSOZ,O,X,X,X,O,X,O,X,X,X,X
JILTZSO,O,X,X,X,O,X,O,X,X,X,O
JILTZOS,O,X,X,X,O,X,X,O,X,X,X
JILTOSZ,O,X,X,X,O,X,O,X,X,X,X
JILTOZS,O,X,X,X,O,X,X,X,X,X,X
JILSTZO,X,X,X,X,O,X,X,X,X,O,X
JILSTOZ,X,X,X,X,O,O,X,X,X,X,X
JILSZTO,X,X,X,X,O,X,X,X,X,O,X
JILSZOT,X,X,X,X,O,O,X,O,X,O,X
JILSOTZ,X,X,X,X,O,O,X,X,X,X,X
JILSOZT,X,X,X,X,O,O,X,X,X,O,X
JILZTSO,X,X,X,X,O,X,X,X,X,X,O
JILZTOS,X,X,X,X,O,X,X,O,X,X,X
JILZSTO,X,X,X,X,O,X,X,X,X,O,X
JILZSOT,X,X,X,X,O,X,X,O,X,O,X
JILZOTS,X,X,X,X,O,X,X,O,X,X,X
JILZOST,X,X,X,X,O,X,X,O,X,X,X
JILOTSZ,O,X,X,X,O,X,O,X,X,X,X
JILOTZS,O,X,X,X,O,X,O,X,X,X,X
JILOSTZ,X,X,X,X,O,O,X,X,X,X,X
JILOSZT,X,X,X,X,O,O,X,X,X,O,X
JILOZTS,X,X,X,X,O,X,X,O,X,X,X
JILOZST,X,X,X,X,O,X,X,O,X,X,X
JISTLZO,O,X,X,X,X,X,O,X,X,O,X
JISTLOZ,O,X,X,X,X,O,O,X,X,X,X
JISTZLO,O,X,O,X,X,X,X,X,X,X,X
JISTZOL,O,X,O,X,X,X,X,X,X,X,X
JISTOLZ,O,X,X,X,X,O,X,X,X,X,X
JISTOZL,O,X,O,X,X,X,X,X,X,X,X
JISLTZO,X,X,X,X,X,X,X,X,X,O,X
JISLTOZ,X,X,X,X,X,O,X,X,X,X,X
JISLZTO,X,X,O,X,X,X,X,X,X,O,X
JISLZOT,X,X,O,X,X,O,X,O,X,O,X
JISLOTZ,X,X,X,X,X,O,X,X,X,X,X
JISLOZT,X,X,O,X,X,O,X,X,X,O,X
JISZTLO,X,X,O,X,X,X,X,X,X,X,X
JISZTOL,X,X,O,X,X,X,X,X,X,X,X
JISZLTO,X,X,O,X,X,X,X,X,X,O,X
JISZLOT,X,X,O,X,X,O,X,O,X,O,X
JISZOTL,X,X,O,X,X,X,X,X,X,X,X
JISZOLT,X,X,O,X,X,O,X,O,X,X,X
JISOTLZ,O,X,X,X,X,O,O,X,X,X,X
JISOTZL,O,X,O,X,X,X,X,X,X,X,X
JISOLTZ,X,X,X,X,X,O,X,X,X,X,X
JISOLZT,X,X,O,X,X,O,X,X,X,O,X
JISOZTL,X,X,O,X,X,X,X,X,X,X,X
JISOZLT,X,X,O,X,X,O,X,X,X,X,X
JIZTLSO,X,X,X,X,X,X,O,X,X,X,O
JIZTLOS,X,X,X,X,X,X,X,O,X,X,X
JIZTSLO,X,X,X,X,X,X,X,X,X,X,X
JIZTSOL,X,X,X,X,X,X,X,X,X,X,X
JIZTOLS,X,X,X,X,X,X,X,O,X,X,X
JIZTOSL,X,X,X,X,X,X,X,X,X,X,X
JIZLTSO,X,X,X,X,X,X,X,X,X,X,O
JIZLTOS,X,X,X,X,X,X,X,O,X,X,X
JIZLSTO,X,X,O,X,X,X,X,X,X,O,X
JIZLSOT,X,X,O,X,X,X,X,O,X,O,X
JIZLOTS,X,X,X,X,X,X,X,O,X,X,X
JIZLOST,X,X,O,X,X,X,X,O,X,X,X
JIZSTLO,X,X,O,X,X,X,X,X,X,X,X
JIZSTOL,X,X,O,X,X,X,X,X,X,X,X
JIZSLTO,X,X,O,X,X,X,X,X,X,O,X
JIZSLOT,X,X,O,X,X,O,X,O,X,O,X
JIZSOTL,X,X,O,X,X,X,X,X,X,X,X
JIZSOLT,X,X,O,X,X,O,X,O,X,X,X
JIZOTLS,X,X,X,X,X,X,O,O,X,X,X
JIZOTSL,X,X,X,X,X,X,X,X,X,X,X
JIZOLTS,X,X,X,X,X,X,X,O,X,X,X
JIZOLST,X,X,O,X,X,X,X,O,X,X,X
JIZOSTL,X,X,O,X,X,X,X,X,X,X,X
JIZOSLT,X,X,O,X,X,O,X,O,X,X,X
JIOTLSZ,O,X,X,X,X,X,O,X,O,X,X
JIOTLZS,O,X,X,X,X,X,O,X,O,X,X
JIOTSLZ,O,X,X,X,X,O,O,X,O,X,X
JIOTSZL,O,X,X,X,X,X,X,X,X,X,X
JIOTZLS,O,X,X,X,X,X,O,X,O,X,X
JIOTZSL,O,X,X,X,X,X,X,X,X,X,X
JIOLTSZ,O,X,X,X,O,X,O,X,O,X,X
JIOLTZS,O,X,X,X,O,X,O,X,O,X,X
JIOLSTZ,X,X,X,X,O,O,X,X,X,X,X
JIOLSZT,X,X,X,X,O,O,X,X,X,O,X
JIOLZTS,X,X,X,X,O,X,X,O,X,X,X
JIOLZST,X,X,X,X,O,X,X,O,X,X,X
JIOSTLZ,O,X,X,X,X,O,O,X,X,X,X
JIOSTZL,O,X,O,X,X,X,X,X,X,X,X
JIOSLTZ,X,X,X,X,X,O,X,X,X,X,X
JIOSLZT,X,X,O,X,X,O,X,X,X,O,X
JIOSZTL,X,X,O,X,X,X,X,X,X,X,X
JIOSZLT,X,X,O,X,X,O,X,X,X,X,X
JIOZTLS,X,X,X,X,X,X,O,O,X,X,X
JIOZTSL,X,X,X,X,X,X,X,X,X,X,X
JIOZLTS,X,X,X,X,X,X,X,O,X,X,X
JIOZLST,X,X,O,X,X,X,X,O,X,X,X
JIOZSTL,X,X,O,X,X,X,X,X,X,X,X
JIOZSLT,X,X,O,X,X,O,X,O,X,X,X
JLTISZO,O,X,X,X,O,X,O,X,X,X,X
JLTISOZ,O,X,X,X,O,X,O,X,X,X,X
JLTIZSO,O,X,X,X,O,X,O,X,X,X,O
JLTIZOS,O,X,X,X,O,X,X,X,X,X,X
JLTIOSZ,O,X,X,X,O,X,O,X,X,X,X
JLTIOZS,O,X,X,X,O,X,X,X,X,X,X
JLTSIZO,O,X,X,X,O,X,O,X,X,X,X
JLTSIOZ,O,X,X,X,O,X,O,X,X,X,X
JLTSZIO,O,X,X,X,X,X,X,X,X,X,O
JLTSZOI,O,X,X,X,X,X,X,X,X,X,O
JLTSOIZ,O,X,X,X,O,X,X,X,X,X,X
JLTSOZI,O,X,X,X,X,X,X,X,X,X,X
JLTZISO,O,X,X,X,O,X,O,X,X,X,O
JLTZIOS,O,X,X,X,O,X,X,X,X,X,X
JLTZSIO,O,X,X,X,X,X,X,X,X,X,O
JLTZSOI,O,X,X,X,X,X,X,X,X,X,O
JLTZOIS,O,X,X,X,O,X,X,X,X,X,X
JLTZOSI,O,X,X,X,X,X,X,X,X,X,O
JLTOISZ,O,X,X,X,O,X,O,X,O,X,X
JLTOIZS,O,X,X,X,O,X,X,X,O,X,X
JLTOSIZ,O,X,X,X,O,X,X,X,O,X,X
JLTOSZI,O,X,X,X,X,X,X,X,X,X,X
JLTOZIS,O,X,X,X,O,X,X,X,O,X,X
JLTOZSI,O,X,X,X,X,X,X,X,X,X,O
JLITSZO,O,X,X,X,O,X,O,X,X,O,X
JLITSOZ,O,X,X,X,O,X,O,X,X,X,X
JLITZSO,O,X,X,X,O,X,O,X,X,X,O
JLITZOS,O,X,X,X,O,X,X,O,X,X,X
JLITOSZ,O,X,X,X,O,X,O,X,X,X,X
JLITOZS,O,X,X,X,O,X,X,X,X,X,X
JLISTZO,X,X,X,X,O,X,X,X,X,O,X
JLISTOZ,X,X,X,X,O,O,X,X,X,X,X
JLISZTO,X,X,X,X,O,X,X,X,X,O,X
JLISZOT,X,X,X,X,O,O,X,O,X,O,X
JLISOTZ,X,X,X,X,O,O,X,X,X,X,X
JLISOZT,X,X,X,X,O,O,X,X,X,O,X
JLIZTSO,X,X,X,X,O,X,X,X,X,X,O
JLIZTOS,X,X,X,X,O,X,X,O,X,X,X
JLIZSTO,X,X,X,X,O,X,X,X,X,O,X
JLIZSOT,X,X,X,X,O,X,X,O,X,O,X
JLIZOTS,X,X,X,X,O,X,X,O,X,X,X
JLIZOST,X,X,X,X,O,X,X,O,X,X,X
JLIOTSZ,O,X,X,X,O,X,O,X,X,X,X
JLIOTZS,O,X,X,X,O,X,O,X,X,X,X
JLIOSTZ,X,X,X,X,O,O,X,X,X,X,X
JLIOSZT,X,X,X,X,O,O,X,X,X,O,X
JLIOZTS,X,X,X,X,O,X,X,O,X,X,X
JLIOZST,X,X,X,X,O,X,X,O,X,X,X
JLSTIZO,X,X,X,X,O,X,X,X,X,X,X
JLSTIOZ,X,X,X,X,O,O,X,X,X,X,X
JLSTZIO,X,O,X,X,X,X,X,X,X,X,O
JLSTZOI,X,O,X,X,X,X,X,X,X,X,O
JLSTOIZ,X,X,X,X,O,O,X,X,X,X,X
JLSTOZI,X,O,X,X,X,X,X,X,X,X,X
JLSITZO,X,X,X,X,O,X,X,X,X,O,X
JLSITOZ,X,X,X,X,O,O,X,X,X,X,X
JLSIZTO,X,O,X,X,O,X,X,X,X,O,X
JLSIZOT,X,O,X,X,O,O,X,X,X,O,X
JLSIOTZ,X,X,X,X,O,O,X,X,X,X,X
JLSIOZT,X,O,X,X,O,O,X,X,X,O,X
JLSZTIO,X,O,X,X,X,X,X,X,X,X,O
JLSZTOI,X,O,X,X,X,X,X,X,X,X,O
JLSZITO,X,O,X,X,X,X,X,X,X,X,X
JLSZIOT,X,O,X,X,X,O,X,X,X,X,X
JLSZOTI,X,O,X,X,X,X,X,X,X,X,X
JLSZOIT,X,O,X,X,X,O,X,X,X,X,X
JLSOTIZ,X,X,X,X,O,O,X,X,X,X,X
JLSOTZI,X,O,X,X,X,X,X,X,X,X,X
JLSOITZ,X,X,X,X,O,O,X,X,X,X,X
JLSOIZT,X,O,X,X,O,O,X,X,X,X,X
JLSOZTI,X,O,X,X,X,X,X,X,X,X,X
JLSOZIT,X,O,X,X,X,O,X,X,X,X,X
JLZTISO,X,X,X,X,O,X,X,X,X,X,O
JLZTIOS,X,X,X,X,O,X,X,X,X,X,X
JLZTSIO,X,X,X,X,X,X,X,X,X,X,O
JLZTSOI,X,X,X,X,X,X,X,X,X,X,O
JLZTOIS,X,X,X,X,O,X,X,X,X,X,X
JLZTOSI,X,X,X,X,X,X,X,X,X,X,O
JLZITSO,X,X,X,X,O,X,X,X,X,X,O
JLZITOS,X,O,X,X,O,X,X,O,X,X,X
JLZISTO,X,X,X,X,O,X,X,X,X,X,X
JLZISOT,X,O,X,X,O,X,X,O,X,X,X
JLZIOTS,X,O,X,X,O,X,X,O,X,X,X
JLZIOST,X,O,X,X,O,X,X,O,X,X,X
JLZSTIO,X,O,X,O,X,X,X,X,X,X,O
JLZSTOI,X,O,X,O,X,X,X,X,X,X,O
JLZSITO,X,O,X,O,X,X,X,X,X,X,X
JLZSIOT,X,O,X,O,X,X,X,X,X,X,X
JLZSOTI,X,O,X,O,X,X,X,X,X,X,X
JLZSOIT,X,O,X,O,X,X,X,X,X,X,X
JLZOTIS,X,X,X,X,O,X,X,X,X,X,X
JLZOTSI,X,X,X,O,X,X,X,X,X,X,O
JLZOITS,X,O,X,X,O,X,X,O,X,X,X
JLZOIST,X,O,X,O,O,X,X,O,X,X,X
JLZOSTI,X,O,X,O,X,X,X,X,X,X,X
JLZOSIT,X,O,X,O,X,X,X,X,X,X,X
JLOTISZ,O,X,X,X,O,X,O,X,O,X,X
JLOTIZS,O,X,X,X,O,X,O,X,O,X,X
JLOTSIZ,O,X,X,X,O,X,O,X,O,X,X
JLOTSZI,O,X,X,X,X,X,X,X,X,X,X
JLOTZIS,O,X,X,X,O,X,O,X,O,X,X
JLOTZSI,O,X,X,O,X,X,X,X,X,X,O
JLOITSZ,O,X,X,X,O,X,O,X,O,X,X
JLOITZS,O,X,X,X,O,X,O,X,O,X,X
JLOISTZ,X,X,X,X,O,O,X,X,X,X,X
JLOISZT,X,X,X,X,O,O,X,X,X,X,X
JLOIZTS,X,X,X,X,O,X,X,X,X,X,X
JLOIZST,X,X,X,O,O,X,X,X,X,X,X
JLOSTIZ,X,X,X,X,O,O,O,X,O,X,X
JLOSTZI,X,O,X,X,X,X,X,X,X,X,X
JLOSITZ,X,X,X,X,O,O,X,X,X,X,X
JLOSIZT,X,O,X,X,O,O,X,X,X,X,X
JLOSZTI,X,O,X,O,X,X,X,X,X,X,X
JLOSZIT,X,O,X,O,X,O,X,X,X,X,X
JLOZTIS,X,X,X,X,O,X,O,X,O,X,X
JLOZTSI,X,X,X,O,X,X,X,X,X,X,O
JLOZITS,X,O,X,X,O,X,X,X,X,X,X
JLOZIST,X,O,X,O,O,X,X,X,X,X,X
JLOZSTI,X,O,X,O,X,X,X,X,X,X,X
JLOZSIT,X,O,X,O,X,X,X,X,X,X,X
JSTILZO,O,X,X,X,X,X,O,X,X,O,X
JSTILOZ,O,X,X,X,X,O,O,X,X,X,X
JSTIZLO,O,X,O,X,X,X,X,X,X,X,X
JSTIZOL,O,X,O,X,X,X,X,X,X,X,X
JSTIOLZ,O,X,X,X,X,O,X,X,X,X,X
JSTIOZL,O,X,O,X,X,X,X,X,X,X,X
JSTLIZO,O,X,X,X,X,X,O,X,X,X,X
JSTLIOZ,O,X,X,X,X,O,O,X,X,X,X
JSTLZIO,O,O,X,X,X,X,X,X,X,X,O
JSTLZOI,O,O,X,X,X,X,X,X,X,X,O
JSTLOIZ,O,X,X,X,X,O,X,X,X,X,X
JSTLOZI,O,O,X,X,X,X,X,X,X,X,X
JSTZILO,O,O,O,X,X,X,X,X,X,X,X
JSTZIOL,O,O,O,X,X,X,X,X,X,X,X
JSTZLIO,O,O,O,X,X,X,X,X,X,X,O
JSTZLOI,O,O,O,X,X,X,X,X,X,X,O
JSTZOIL,O,O,O,X,X,X,X,X,X,X,X
JSTZOLI,O,O,O,X,X,X,X,X,X,X,X
JSTOILZ,O,X,X,X,X,O,X,X,O,X,X
JSTOIZL,O,X,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,X,X,X,X,O,X,X,O,X,X
JSTOLZI,O,O,X,X,X,X,X,X,X,X,X
JSTOZIL,O,O,O,X,X,X,X,X,X,X,X
JSTOZLI,O,O,O,X,X,X,X,X,X,X,X
JSITLZO,O,X,X,X,X,X,O,X,X,O,X
JSITLOZ,O,X,X,X,X,O,O,X,X,X,X
JSITZLO,O,X,O,X,X,X,X,X,X,X,X
JSITZOL,O,X,O,X,X,X,X,X,X,X,X
JSITOLZ,O,X,X,X,X,O,X,X,X,X,X
JSITOZL,O,X,O,X,X,X,X,X,X,X,X
JSILTZO,X,X,X,X,X,X,X,X,X,O,X
JSILTOZ,X,X,X,X,X,O,X,X,X,X,X
JSILZTO,X,O,O,X,X,X,X,X,X,O,X
JSILZOT,X,O,O,X,X,O,X,X,X,O,X
JSILOTZ,X,X,X,X,X,O,X,X,X,X,X
JSILOZT,X,O,O,X,X,O,X,X,X,O,X
JSIZTLO,X,O,O,X,X,X,X,X,X,X,X
JSIZTOL,X,O,O,X,X,X,X,X,X,X,X
JSIZLTO,X,O,O,X,X,X,X,X,X,O,X
JSIZLOT,X,O,O,X,X,O,X,X,X,O,X
JSIZOTL,X,O,O,X,X,X,X,X,X,X,X
JSIZOLT,X,O,O,X,X,O,X,X,X,X,X
JSIOTLZ,O,X,X,X,X,O,O,X,X,X,X
JSIOTZL,O,X,O,X,X,X,X,X,X,X,X
JSIOLTZ,X,X,X,X,X,O,X,X,X,X,X
JSIOLZT,X,O,O,X,X,O,X,X,X,O,X
JSIOZTL,X,O,O,X,X,X,X,X,X,X,X
JSIOZLT,X,O,O,X,X,O,X,X,X,X,X
JSLTIZO,X,X,X,X,O,X,X,X,X,X,X
JSLTIOZ,X,X,X,X,O,O,X,X,X,X,X
JSLTZIO,X,O,X,X,X,X,X,X,X,X,O
JSLTZOI,X,O,X,X,X,X,X,X,X,X,O
JSLTOIZ,X,X,X,X,O,O,X,X,X,X,X
JSLTOZI,X,O,X,X,X,X,X,X,X,X,X
JSLITZO,X,X,X,X,O,X,X,X,X,O,X
JSLITOZ,X,X,X,X,O,O,X,X,X,X,X
JSLIZTO,X,O,O,X,O,X,X,X,X,O,X
JSLIZOT,X,O,O,X,O,O,X,X,X,O,X
JSLIOTZ,X,X,X,X,O,O,X,X,X,X,X
JSLIOZT,X,O,O,X,O,O,X,X,X,O,X
JSLZTIO,X,O,O,X,X,X,X,X,X,X,O
JSLZTOI,X,O,O,X,X,X,X,X,X,X,O
JSLZITO,X,O,O,X,X,X,X,X,X,X,X
JSLZIOT,X,O,O,X,X,O,X,X,X,X,X
JSLZOTI,X,O,O,X,X,X,X,X,X,X,X
JSLZOIT,X,O,O,X,X,O,X,X,X,X,X
JSLOTIZ,X,X,X,X,O,O,X,X,X,X,X
JSLOTZI,X,O,X,X,X,X,X,X,X,X,X
JSLOITZ,X,X,X,X,O,O,X,X,X,X,X
JSLOIZT,X,O,O,X,O,O,X,X,X,X,X
JSLOZTI,X,O,O,X,X,X,X,X,X,X,X
JSLOZIT,X,O,O,X,X,O,X,X,X,X,X
JSZTILO,X,O,O,X,X,X,X,X,X,X,X
JSZTIOL,X,O,O,X,X,X,X,X,X,X,X
JSZTLIO,X,O,O,X,X,X,X,X,X,X,O
JSZTLOI,X,O,O,X,X,X,X,X,X,X,O
JSZTOIL,X,O,O,X,X,X,X,X,X,X,X
JSZTOLI,X,O,O,X,X,X,X,X,X,X,X
JSZITLO,X,O,O,X,X,X,X,X,X,X,X
JSZITOL,X,O,O,X,X,X,X,X,X,X,X
JSZILTO,X,O,O,X,X,X,X,X,X,O,X
JSZILOT,X,O,O,X,X,O,X,X,X,O,X
JSZIOTL,X,O,O,X,X,X,X,X,X,X,X
JSZIOLT,X,O,O,X,X,O,X,X,X,X,X
JSZLTIO,X,O,O,X,X,X,X,X,X,X,O
JSZLTOI,X,O,O,X,X,X,X,X,X,X,O
JSZLITO,X,O,O,X,X,X,X,X,X,X,X
JSZLIOT,X,O,O,X,X,O,X,X,X,X,X
JSZLOTI,X,O,O,X,X,X,X,X,X,X,X
JSZLOIT,X,O,O,X,X,O,X,X,X,X,X
JSZOTIL,X,O,O,X,X,X,X,X,X,X,X
JSZOTLI,X,O,O,X,X,X,X,X,X,X,X
JSZOITL,X,O,O,X,X,X,X,X,X,X,X
JSZOILT,X,O,O,X,X,O,X,X,X,X,X
JSZOLTI,X,O,O,X,X,X,X,X,X,X,X
JSZOLIT,X,O,O,X,X,O,X,X,X,X,X
JSOTILZ,O,X,X,X,X,O,O,X,O,X,X
JSOTIZL,O,X,O,X,X,X,X,X,X,X,X
JSOTLIZ,O,X,X,X,X,O,O,X,O,X,X
JSOTLZI,O,O,X,X,X,X,X,X,X,X,X
JSOTZIL,O,O,O,X,X,X,X,X,X,X,X
JSOTZLI,O,O,O,X,X,X,X,X,X,X,X
JSOITLZ,O,X,X,X,X,O,O,X,X,X,X
JSOITZL,O,X,O,X,X,X,X,X,X,X,X
JSOILTZ,X,X,X,X,X,O,X,X,X,X,X
JSOILZT,X,O,O,X,X,O,X,X,X,O,X
JSOIZTL,X,O,O,X,X,X,X,X,X,X,X
JSOIZLT,X,O,O,X,X,O,X,X,X,X,X
JSOLTIZ,X,X,X,X,O,O,O,X,O,X,X
JSOLTZI,X,O,X,X,X,X,X,X,X,X,X
JSOLITZ,X,X,X,X,O,O,X,X,X,X,X
JSOLIZT,X,O,O,X,O,O,X,X,X,X,X
JSOLZTI,X,O,O,X,X,X,X,X,X,X,X
JSOLZIT,X,O,O,X,X,O,X,X,X,X,X
JSOZTIL,X,O,O,X,X,X,X,X,X,X,X
JSOZTLI,X,O,O,X,X,X,X,X,X,X,X
JSOZITL,X,O,O,X,X,X,X,X,X,X,X
JSOZILT,X,O,O,X,X,O,X,X,X,X,X
JSOZLTI,X,O,O,X,X,X,X,X,X,X,X
JSOZLIT,X,O,O,X,X,O,X,X,X,X,X
JZTILSO,X,X,X,X,X,X,O,X,X,X,O
JZTILOS,X,X,X,X,X,X,X,X,X,X,X
JZTISLO,X,X,X,X,X,X,X,X,X,X,X
JZTISOL,X,X,X,X,X,X,X,X,X,X,X
JZTIOLS,X,X,X,X,X,X,X,X,X,X,X
JZTIOSL,X,X,X,X,X,X,X,X,X,X,X
JZTLISO,X,X,X,X,X,X,O,X,X,X,O
JZTLIOS,X,X,X,X,X,X,X,X,X,X,X
JZTLSIO,X,X,X,X,X,X,X,X,X,X,O
JZTLSOI,X,X,X,X,X,X,X,X,X,X,O
