sequence,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeOFJvhFXhBliB?5oBUnBzqByxB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeOFJvhFXhB6oB?FnB0nBzqBxxB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeTAJvhFOmBVnB?5oB3nB0qByxB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NelAJvhFUiB5oB?/qBOrBisBzsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeTAJvhFOmB5oB?asBftB0qBlsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeXBJvhF5oB2qB?FnBzsB0qBisB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8Ne0AJvhFliB5oB?/qBasBOrBzsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeUCJvhF5oB/qB?FmBisBmqBzsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeKFJvhFUiB5oB?FmBmsBzqB3sB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeUCJvhF5oB/qB?FmBatBTsBmqB
LSZIOJT,O,X,O,X,O,X,O,X,X,X
LSZJTIO,O,X,O,O,O,X,O,O,X,X
LSZJTOI,O,X,O,O,O,X,X,X,X,X
LSZJITO,O,X,O,O,O,X,O,O,X,X
LSZJIOT,O,X,O,O,O,X,X,X,X,X
LSZJOTI,O,X,O,O,O,X,X,X,X,X
LSZJOIT,O,X,O,O,O,X,X,X,X,X
LSZOTIJ,O,X,O,X,O,X,O,O,X,X
LSZOTJI,O,X,O,X,O,X,O,X,X,X
LSZOITJ,O,X,O,X,O,X,O,O,X,X
LSZOIJT,O,X,O,X,O,X,O,X,X,X
LSZOJTI,O,X,O,X,O,X,O,X,X,X
LSZOJIT,O,X,O,X,O,X,O,X,X,X
LSOTIJZ,O,O,X,X,X,X,O,X,X,X
LSOTIZJ,O,O,X,X,X,X,O,O,X,O
LSOTJIZ,O,O,X,X,X,X,O,X,X,X
LSOTJZI,O,O,X,X,X,X,O,X,X,X
LSOTZIJ,O,X,X,X,X,X,O,O,X,O
LSOTZJI,O,O,X,X,X,X,O,X,X,X
LSOITJZ,O,O,X,X,X,X,O,X,X,X
LSOITZJ,O,O,X,X,X,X,O,O,X,O
LSOIJTZ,O,O,X,O,X,X,O,X,X,X
LSOIJZT,O,O,X,O,O,X,O,X,X,X
LSOIZTJ,O,O,X,X,O,X,O,O,X,O
LSOIZJT,O,O,X,X,O,X,O,X,X,X
LSOJTIZ,O,O,X,O,X,X,O,X,X,X
LSOJTZI,O,O,X,O,X,X,O,X,X,X
LSOJITZ,O,O,X,O,X,X,O,X,X,X
LSOJIZT,O,O,X,O,O,X,O,X,X,X
LSOJZTI,O,O,X,O,O,X,O,X,X,X
LSOJZIT,O,O,X,O,O,X,O,X,X,X
LSOZTIJ,O,X,X,X,O,X,O,O,X,O
LSOZTJI,O,O,X,X,O,X,O,X,X,X
LSOZITJ,O,O,X,X,O,X,O,O,X,O
LSOZIJT,O,O,X,X,O,X,O,X,X,X
LSOZJTI,O,O,X,X,O,X,O,X,X,X
LSOZJIT,O,O,X,X,O,X,O,X,X,X
LZTIJSO,O,X,O,O,O,X,X,X,O,X
LZTIJOS,O,X,O,X,O,X,X,X,O,X
LZTISJO,O,X,O,X,O,X,O,O,O,X
LZTISOJ,O,X,O,X,O,X,O,O,X,X
LZTIOJS,O,X,O,X,O,X,X,X,O,X
LZTIOSJ,O,X,O,X,O,X,X,X,X,X
LZTJISO,O,X,O,O,O,X,X,X,O,X
LZTJIOS,O,X,O,X,O,X,X,X,O,X
LZTJSIO,O,O,O,O,X,X,X,X,O,X
LZTJSOI,O,O,O,O,X,X,X,X,X,X
LZTJOIS,O,X,O,X,O,X,X,X,O,X
LZTJOSI,O,X,O,X,X,X,X,X,X,X
LZTSIJO,O,X,O,X,X,X,O,O,O,X
LZTSIOJ,O,X,O,X,X,X,O,O,X,X
LZTSJIO,O,O,O,X,X,X,O,O,X,X
LZTSJOI,O,O,O,X,X,X,X,X,X,X
LZTSOIJ,O,X,O,X,X,X,O,O,X,X
LZTSOJI,O,X,O,X,X,X,X,X,X,X
LZTOIJS,O,X,O,X,O,X,X,X,O,X
LZTOISJ,O,X,O,X,O,X,X,X,X,X
LZTOJIS,O,X,O,X,O,X,X,X,X,X
LZTOJSI,O,O,O,X,X,X,X,X,X,X
LZTOSIJ,O,X,O,X,X,X,X,X,X,X
LZTOSJI,O,O,O,X,X,X,X,X,X,X
LZITJSO,O,X,O,O,O,X,X,X,O,X
LZITJOS,O,X,O,X,O,X,X,X,O,X
LZITSJO,O,X,O,X,O,X,O,O,O,X
LZITSOJ,O,X,O,X,O,X,O,O,X,X
LZITOJS,O,X,O,X,O,X,X,X,O,X
LZITOSJ,O,X,O,X,O,X,X,X,X,X
LZIJTSO,O,X,O,O,O,X,X,X,O,X
LZIJTOS,O,X,O,X,O,X,X,X,O,X
LZIJSTO,O,X,O,O,O,X,X,O,O,X
LZIJSOT,O,X,O,O,O,X,X,X,X,X
LZIJOTS,O,X,O,X,O,X,X,X,O,X
LZIJOST,O,X,O,O,O,X,X,X,X,X
LZISTJO,O,X,O,X,O,X,O,O,X,X
LZISTOJ,O,X,O,X,O,X,O,O,X,X
LZISJTO,O,X,O,O,O,X,O,O,X,X
LZISJOT,O,X,O,O,O,X,X,X,X,X
LZISOTJ,O,X,O,X,O,X,O,O,X,X
LZISOJT,O,X,O,X,O,X,X,X,X,X
LZIOTJS,O,X,O,X,O,X,X,X,X,X
LZIOTSJ,O,X,O,X,O,X,X,X,X,X
LZIOJTS,O,X,O,X,O,X,X,X,X,X
LZIOJST,O,X,O,O,O,X,X,X,X,X
LZIOSTJ,O,X,O,X,O,X,X,O,X,X
LZIOSJT,O,X,O,X,O,X,X,X,X,X
LZJTISO,O,X,O,O,O,X,X,X,O,X
LZJTIOS,O,X,O,X,O,X,X,X,O,X
LZJTSIO,O,O,O,O,X,X,X,X,O,X
LZJTSOI,O,O,O,O,X,X,X,X,X,X
LZJTOIS,O,X,O,X,O,X,X,X,O,X
LZJTOSI,O,X,O,X,X,X,X,X,X,X
LZJITSO,O,O,O,O,O,X,X,X,O,X
LZJITOS,O,X,O,X,O,X,X,X,O,X
LZJISTO,O,X,O,O,O,X,X,O,O,X
LZJISOT,O,X,O,O,O,X,X,X,X,X
LZJIOTS,O,X,O,X,O,X,X,X,O,X
LZJIOST,O,X,O,O,O,X,X,X,X,X
LZJSTIO,O,X,O,O,X,X,X,O,O,X
LZJSTOI,O,X,O,O,X,X,X,X,X,X
LZJSITO,O,X,O,O,O,X,X,O,O,X
LZJSIOT,O,X,O,O,O,X,X,X,X,X
LZJSOTI,O,X,O,O,X,X,X,X,X,X
LZJSOIT,O,X,O,O,O,X,X,X,X,X
LZJOTIS,O,X,O,X,O,X,X,X,O,X
LZJOTSI,O,X,O,X,X,X,X,X,X,X
LZJOITS,O,X,O,X,O,X,X,X,O,X
LZJOIST,O,X,O,O,O,X,X,X,X,X
LZJOSTI,O,X,O,O,X,X,X,X,X,X
LZJOSIT,O,X,O,O,O,X,X,X,X,X
LZSTIJO,O,X,O,X,O,X,O,O,X,X
LZSTIOJ,O,X,O,X,O,X,O,O,X,X
LZSTJIO,O,X,O,X,O,X,O,O,X,X
LZSTJOI,O,X,O,X,O,X,X,X,X,X
LZSTOIJ,O,X,O,X,O,X,O,O,X,X
LZSTOJI,O,X,O,X,O,X,X,X,X,X
LZSITJO,O,X,O,X,O,X,O,O,X,X
LZSITOJ,O,X,O,X,O,X,O,O,X,X
LZSIJTO,O,X,O,O,O,X,O,O,X,X
LZSIJOT,O,X,O,O,O,X,X,X,X,X
LZSIOTJ,O,X,O,X,O,X,O,O,X,X
LZSIOJT,O,X,O,X,O,X,X,X,X,X
LZSJTIO,O,X,O,O,O,X,O,O,X,X
LZSJTOI,O,X,O,O,O,X,X,X,X,X
LZSJITO,O,X,O,O,O,X,O,O,X,X
LZSJIOT,O,X,O,O,O,X,X,X,X,X
LZSJOTI,O,X,O,O,O,X,X,X,X,X
LZSJOIT,O,X,O,O,O,X,X,X,X,X
LZSOTIJ,O,X,O,X,O,X,O,O,X,X
LZSOTJI,O,X,O,X,O,X,X,X,X,X
LZSOITJ,O,X,O,X,O,X,O,O,X,X
LZSOIJT,O,X,O,X,O,X,X,X,X,X
LZSOJTI,O,X,O,X,O,X,X,X,X,X
LZSOJIT,O,X,O,X,O,X,X,X,X,X
LZOTIJS,O,X,O,X,O,X,X,X,X,X
LZOTISJ,O,X,O,X,O,X,X,X,X,X
LZOTJIS,O,X,O,X,O,X,X,X,X,X
LZOTJSI,O,O,O,X,X,X,X,X,X,X
LZOTSIJ,O,X,O,X,X,X,X,X,X,X
LZOTSJI,O,O,O,X,X,X,X,X,X,X
LZOITJS,O,X,O,X,O,X,X,X,X,X
LZOITSJ,O,X,O,X,O,X,X,X,X,X
LZOIJTS,O,X,O,X,O,X,X,X,X,X
LZOIJST,O,X,O,O,O,X,X,X,X,X
LZOISTJ,O,X,O,X,O,X,X,O,X,X
LZOISJT,O,X,O,X,O,X,X,X,X,X
LZOJTIS,O,X,O,X,O,X,X,X,X,X
LZOJTSI,O,O,O,X,X,X,X,X,X,X
LZOJITS,O,O,O,X,O,X,X,X,X,X
LZOJIST,O,O,O,O,O,X,X,X,X,X
LZOJSTI,O,O,O,O,X,X,X,X,X,X
LZOJSIT,O,O,O,O,O,X,X,X,X,X
LZOSTIJ,O,X,O,X,O,X,X,O,X,X
LZOSTJI,O,O,O,X,O,X,X,X,X,X
LZOSITJ,O,O,O,X,O,X,X,O,X,X
LZOSIJT,O,O,O,X,O,X,X,X,X,X
LZOSJTI,O,O,O,X,O,X,X,X,X,X
LZOSJIT,O,O,O,X,O,X,X,X,X,X
LOTIJSZ,O,O,X,X,X,O,O,X,X,X
LOTIJZS,O,O,O,X,X,X,X,X,O,X
LOTISJZ,O,O,X,X,X,O,O,X,X,X
LOTISZJ,O,O,X,X,X,X,O,X,X,X
LOTIZJS,O,O,O,X,X,X,X,X,O,X
LOTIZSJ,O,O,O,X,X,X,O,X,X,X
LOTJISZ,O,O,X,X,X,O,O,X,X,X
LOTJIZS,O,O,O,X,X,X,X,X,O,X
LOTJSIZ,O,O,X,X,X,O,O,X,X,X
LOTJSZI,O,O,X,X,X,X,O,X,X,X
LOTJZIS,O,X,O,X,X,X,X,X,O,X
LOTJZSI,O,O,O,X,X,X,X,X,X,X
LOTSIJZ,O,O,X,X,X,O,O,X,X,X
LOTSIZJ,O,O,X,X,X,X,O,X,X,X
LOTSJIZ,O,O,X,X,X,O,O,X,X,X
LOTSJZI,O,O,X,X,X,X,O,X,X,X
LOTSZIJ,O,X,X,X,X,X,O,X,X,X
LOTSZJI,O,O,X,X,X,X,O,X,X,X
LOTZIJS,O,X,O,X,X,X,X,X,O,X
LOTZISJ,O,X,O,X,X,X,O,X,X,X
LOTZJIS,O,X,O,X,X,X,X,X,X,X
LOTZJSI,O,O,O,X,X,X,X,X,X,X
LOTZSIJ,O,X,O,X,X,X,O,X,X,X
LOTZSJI,O,O,O,X,X,X,O,X,X,X
LOITJSZ,O,O,X,X,X,O,O,X,X,X
LOITJZS,O,O,O,X,X,X,X,X,O,X
LOITSJZ,O,O,X,X,X,O,O,X,X,X
LOITSZJ,O,O,X,X,X,X,O,X,X,X
LOITZJS,O,O,O,X,X,X,X,X,O,X
LOITZSJ,O,O,O,X,X,X,O,X,X,X
LOIJTSZ,O,O,X,X,X,O,O,X,X,X
LOIJTZS,O,O,X,X,X,X,X,X,O,X
LOIJSTZ,O,O,X,O,X,O,O,X,X,X
LOIJSZT,O,O,X,O,O,X,O,X,X,X
LOIJZTS,O,O,X,X,O,X,X,X,O,X
LOIJZST,O,O,X,O,O,X,X,X,X,X
LOISTJZ,O,O,X,X,X,X,O,X,X,X
LOISTZJ,O,O,X,X,X,X,O,O,X,O
LOISJTZ,O,O,X,O,X,X,O,X,X,X
LOISJZT,O,O,X,O,O,X,O,X,X,X
LOISZTJ,O,O,X,X,O,X,O,O,X,O
LOISZJT,O,O,X,X,O,X,O,X,X,X
LOIZTJS,O,O,O,X,O,X,X,X,X,X
LOIZTSJ,O,O,O,X,O,X,O,X,X,X
LOIZJTS,O,O,O,X,O,X,X,X,X,X
LOIZJST,O,O,O,O,O,X,X,X,X,X
LOIZSTJ,O,O,O,X,O,X,O,O,X,O
LOIZSJT,O,O,O,X,O,X,O,X,X,X
LOJTISZ,O,O,X,X,X,O,O,X,X,X
LOJTIZS,O,O,X,X,X,X,X,X,O,X
LOJTSIZ,O,O,X,X,X,O,O,X,X,X
LOJTSZI,O,O,X,X,X,X,O,X,X,X
LOJTZIS,O,X,X,X,X,X,X,X,O,X
LOJTZSI,O,O,X,X,X,X,X,X,X,X
LOJITSZ,O,O,X,X,X,O,O,X,X,X
LOJITZS,O,O,X,X,X,X,X,X,O,X
LOJISTZ,O,O,X,O,X,O,O,X,X,X
LOJISZT,O,O,X,O,O,X,O,X,X,X
LOJIZTS,O,O,X,X,O,X,X,X,O,X
LOJIZST,O,O,X,O,O,X,X,X,X,X
LOJSTIZ,O,O,X,O,X,O,O,X,X,X
LOJSTZI,O,O,X,O,X,X,O,X,X,X
LOJSITZ,O,O,X,O,X,O,O,X,X,X
LOJSIZT,O,O,X,O,X,X,O,X,X,X
LOJSZTI,O,O,X,O,X,X,O,X,X,X
LOJSZIT,O,O,X,O,X,X,O,X,X,X
LOJZTIS,O,X,X,X,O,X,X,X,O,X
LOJZTSI,O,O,X,X,X,X,X,X,X,X
LOJZITS,O,O,X,X,O,X,X,X,O,X
LOJZIST,O,O,X,O,O,X,X,X,X,X
LOJZSTI,O,O,X,O,X,X,X,X,X,X
LOJZSIT,O,O,X,O,O,X,X,X,X,X
LOSTIJZ,O,O,X,X,X,X,O,X,X,X
LOSTIZJ,O,O,X,X,X,X,O,O,X,O
LOSTJIZ,O,O,X,X,X,X,O,X,X,X
LOSTJZI,O,O,X,X,X,X,O,X,X,X
LOSTZIJ,O,X,X,X,X,X,O,O,X,O
LOSTZJI,O,O,X,X,X,X,O,X,X,X
LOSITJZ,O,O,X,X,X,X,O,X,X,X
LOSITZJ,O,O,X,X,X,X,O,O,X,O
LOSIJTZ,O,O,X,O,X,X,O,X,X,X
LOSIJZT,O,O,X,O,X,X,O,X,X,X
LOSIZTJ,O,O,X,X,X,X,O,O,X,O
LOSIZJT,O,O,X,X,X,X,O,X,X,X
LOSJTIZ,O,O,X,O,X,X,O,X,X,X
LOSJTZI,O,O,X,O,X,X,O,X,X,X
LOSJITZ,O,O,X,O,X,X,O,X,X,X
LOSJIZT,O,O,X,O,X,X,O,X,X,X
LOSJZTI,O,O,X,O,X,X,O,X,X,X
LOSJZIT,O,O,X,O,X,X,O,X,X,X
LOSZTIJ,O,X,X,X,X,X,O,O,X,O
LOSZTJI,O,O,X,X,X,X,O,X,X,X
LOSZITJ,O,O,X,X,X,X,O,O,X,O
LOSZIJT,O,O,X,X,X,X,O,X,X,X
LOSZJTI,O,O,X,X,X,X,O,X,X,X
LOSZJIT,O,O,X,X,X,X,O,X,X,X
LOZTIJS,O,X,O,X,O,X,X,X,X,X
LOZTISJ,O,X,O,X,O,X,O,X,X,X
LOZTJIS,O,X,O,X,O,X,X,X,X,X
LOZTJSI,O,O,O,X,X,X,X,X,X,X
LOZTSIJ,O,X,O,X,X,X,O,X,X,X
LOZTSJI,O,O,O,X,X,X,O,X,X,X
LOZITJS,O,X,O,X,O,X,X,X,X,X
LOZITSJ,O,X,O,X,O,X,O,X,X,X
LOZIJTS,O,X,O,X,O,X,X,X,X,X
LOZIJST,O,X,O,O,O,X,X,X,X,X
LOZISTJ,O,X,O,X,O,X,O,O,X,O
LOZISJT,O,X,O,X,O,X,O,X,X,X
LOZJTIS,O,X,O,X,O,X,X,X,X,X
LOZJTSI,O,O,O,X,X,X,X,X,X,X
LOZJITS,O,O,O,X,O,X,X,X,X,X
LOZJIST,O,O,O,O,O,X,X,X,X,X
LOZJSTI,O,O,O,O,X,X,X,X,X,X
LOZJSIT,O,O,O,O,O,X,X,X,X,X
LOZSTIJ,O,X,O,X,X,X,O,O,X,O
LOZSTJI,O,O,O,X,X,X,O,X,X,X
LOZSITJ,O,O,O,X,O,X,O,O,X,O
LOZSIJT,O,O,O,X,O,X,O,X,X,X
LOZSJTI,O,O,O,X,X,X,O,X,X,X
LOZSJIT,O,O,O,X,O,X,O,X,X,X
JTILSZO,X,O,O,O,X,X,X,X,O,X
JTILSOZ,X,O,X,O,X,O,X,X,X,X
JTILZSO,O,O,O,O,X,X,X,X,O,X
JTILZOS,O,X,O,X,X,X,X,X,O,X
JTILOSZ,X,O,X,X,X,X,X,X,X,X
JTILOZS,X,O,O,X,X,X,X,X,O,X
JTISLZO,X,O,X,O,X,X,X,X,X,X
JTISLOZ,X,O,X,O,X,O,X,X,X,X
JTISZLO,X,O,X,O,X,X,X,X,X,X
JTISZOL,X,X,O,O,X,O,X,X,X,X
JTISOLZ,X,O,X,O,X,O,X,X,X,X
JTISOZL,X,X,X,O,X,O,X,X,X,X
JTIZLSO,O,O,O,X,X,X,X,X,O,X
JTIZLOS,X,X,O,X,X,X,X,X,O,X
JTIZSLO,O,O,X,O,X,X,X,X,X,X
JTIZSOL,O,X,O,O,X,O,X,X,X,X
JTIZOLS,X,X,O,X,X,X,X,X,X,X
JTIZOSL,O,X,O,X,X,X,X,X,X,X
JTIOLSZ,O,O,X,X,X,O,X,X,X,X
JTIOLZS,X,O,X,X,X,X,X,X,X,X
JTIOSLZ,O,O,X,X,X,O,X,X,X,X
JTIOSZL,O,O,X,X,X,O,X,X,X,X
JTIOZLS,X,O,O,X,X,X,X,X,X,X
JTIOZSL,O,O,O,X,X,O,X,X,X,X
JTLISZO,X,O,O,O,X,X,X,X,O,X
JTLISOZ,X,O,X,O,X,O,X,X,X,X
JTLIZSO,O,O,O,O,X,X,X,X,O,X
JTLIZOS,O,X,O,X,X,X,X,X,O,X
JTLIOSZ,X,O,X,X,X,X,X,X,X,X
JTLIOZS,X,X,O,X,X,X,X,X,O,X
JTLSIZO,X,O,O,O,X,X,X,X,O,X
JTLSIOZ,X,O,X,O,X,O,X,X,X,X
JTLSZIO,X,O,O,O,X,X,X,X,O,X
JTLSZOI,X,O,O,O,X,X,X,X,X,X
JTLSOIZ,X,X,X,O,X,X,X,X,X,X
JTLSOZI,X,O,X,O,X,X,X,X,X,X
JTLZISO,O,X,O,O,X,X,X,X,O,X
JTLZIOS,O,X,O,X,X,X,X,X,O,X
JTLZSIO,O,O,O,O,X,X,X,X,O,X
JTLZSOI,O,O,O,O,X,X,X,X,X,X
JTLZOIS,O,X,O,X,X,X,X,X,O,X
JTLZOSI,O,X,O,X,X,X,X,X,X,X
JTLOISZ,X,O,X,X,X,X,X,X,X,X
JTLOIZS,X,X,O,X,X,X,X,X,O,X
JTLOSIZ,X,O,X,X,X,X,X,X,X,X
JTLOSZI,X,O,X,X,X,X,X,X,X,X
JTLOZIS,X,X,O,X,X,X,X,X,O,X
JTLOZSI,X,O,O,X,X,X,X,X,X,X
JTSILZO,X,O,X,O,X,X,X,X,X,X
JTSILOZ,X,O,X,O,X,O,X,X,X,X
JTSIZLO,X,O,X,O,X,X,X,X,X,X
JTSIZOL,X,X,O,O,X,O,X,X,X,X
JTSIOLZ,X,O,X,O,X,O,X,X,X,X
JTSIOZL,X,X,X,O,X,O,X,X,X,X
JTSLIZO,X,O,O,O,X,X,X,X,X,X
JTSLIOZ,X,O,X,O,X,O,X,X,X,X
JTSLZIO,X,O,O,O,X,X,X,X,X,X
JTSLZOI,X,O,O,O,X,X,X,X,X,X
JTSLOIZ,X,X,X,O,X,X,X,X,X,X
JTSLOZI,X,O,X,O,X,X,X,X,X,X
JTSZILO,X,O,X,O,X,X,X,X,X,X
JTSZIOL,X,X,O,O,X,O,X,X,X,X
JTSZLIO,X,O,O,O,X,X,X,X,X,X
JTSZLOI,X,O,O,O,X,X,X,X,X,X
JTSZOIL,X,X,O,O,X,X,X,X,X,X
JTSZOLI,X,X,O,O,X,X,X,X,X,X
JTSOILZ,X,O,X,O,X,O,X,X,X,X
JTSOIZL,X,X,X,O,X,O,X,X,X,X
JTSOLIZ,X,X,X,O,X,O,X,X,X,X
JTSOLZI,X,O,X,O,X,X,X,X,X,X
JTSOZIL,X,X,X,O,X,O,X,X,X,X
JTSOZLI,X,X,X,O,X,X,X,X,X,X
JTZILSO,O,O,O,X,X,X,X,X,O,X
JTZILOS,X,X,O,X,X,X,X,X,O,X
JTZISLO,O,O,X,O,X,X,X,X,X,X
JTZISOL,O,X,O,O,X,O,X,X,X,X
JTZIOLS,X,X,O,X,X,X,X,X,X,X
JTZIOSL,O,X,O,X,X,X,X,X,X,X
JTZLISO,O,X,O,O,X,X,X,X,O,X
JTZLIOS,X,X,O,X,X,X,X,X,O,X
JTZLSIO,O,O,O,O,X,X,X,X,O,X
JTZLSOI,X,O,O,O,X,X,X,X,X,X
JTZLOIS,X,X,O,X,X,X,X,X,O,X
JTZLOSI,X,X,O,X,X,X,X,X,X,X
JTZSILO,O,O,X,O,X,X,X,X,X,X
JTZSIOL,O,X,O,O,X,O,X,X,X,X
JTZSLIO,O,O,O,O,X,X,X,X,X,X
JTZSLOI,X,O,O,O,X,X,X,X,X,X
JTZSOIL,O,X,O,O,X,X,X,X,X,X
JTZSOLI,X,X,O,O,X,X,X,X,X,X
JTZOILS,X,X,O,X,X,X,X,X,X,X
JTZOISL,O,X,O,X,X,X,X,X,X,X
JTZOLIS,X,X,O,X,X,X,X,X,X,X
JTZOLSI,X,X,O,X,X,X,X,X,X,X
JTZOSIL,O,X,O,X,X,X,X,X,X,X
JTZOSLI,X,X,O,X,X,X,X,X,X,X
JTOILSZ,O,O,X,X,X,O,X,X,X,X
JTOILZS,X,O,X,X,X,X,X,X,X,X
JTOISLZ,O,O,X,X,X,O,X,X,X,X
JTOISZL,O,O,X,X,X,O,X,X,X,X
JTOIZLS,X,O,O,X,X,X,X,X,X,X
JTOIZSL,O,O,O,X,X,O,X,X,X,X
JTOLISZ,O,O,X,X,X,O,X,X,X,X
JTOLIZS,X,O,O,X,X,X,X,X,X,X
JTOLSIZ,O,O,X,X,X,O,X,X,X,X
JTOLSZI,X,O,X,X,X,X,X,X,X,X
JTOLZIS,X,X,O,X,X,X,X,X,X,X
JTOLZSI,X,O,O,X,X,X,X,X,X,X
JTOSILZ,O,O,X,X,X,O,X,X,X,X
JTOSIZL,O,O,X,X,X,O,X,X,X,X
JTOSLIZ,O,O,X,X,X,O,X,X,X,X
JTOSLZI,X,O,X,X,X,X,X,X,X,X
JTOSZIL,O,O,X,X,X,O,X,X,X,X
JTOSZLI,X,O,X,X,X,X,X,X,X,X
JTOZILS,X,O,O,X,X,X,X,X,X,X
JTOZISL,O,O,O,X,X,O,X,X,X,X
JTOZLIS,X,X,O,X,X,X,X,X,X,X
JTOZLSI,X,O,O,X,X,X,X,X,X,X
JTOZSIL,O,O,O,X,X,O,X,X,X,X
JTOZSLI,X,O,O,X,X,X,X,X,X,X
JITLSZO,X,O,X,O,X,X,X,X,O,X
JITLSOZ,X,O,X,O,X,O,X,X,X,X
JITLZSO,O,O,X,O,X,X,X,X,O,X
JITLZOS,O,X,O,X,X,X,X,X,O,X
JITLOSZ,X,O,X,X,X,X,X,X,X,X
JITLOZS,X,O,X,X,X,X,X,X,O,X
JITSLZO,X,O,X,O,X,X,X,X,X,X
JITSLOZ,X,O,X,O,X,O,X,X,X,X
JITSZLO,X,O,X,O,X,X,X,X,X,X
JITSZOL,X,X,O,O,X,O,X,X,X,X
JITSOLZ,X,O,X,O,X,O,X,X,X,X
JITSOZL,X,X,X,O,X,O,X,X,X,X
JITZLSO,O,O,X,X,X,X,X,X,O,X
JITZLOS,X,X,O,X,X,X,X,X,O,X
JITZSLO,O,O,X,O,X,X,X,X,X,X
JITZSOL,O,X,O,O,X,O,X,X,X,X
JITZOLS,X,X,O,X,X,X,X,X,X,X
JITZOSL,O,X,O,X,X,X,X,X,X,X
JITOLSZ,O,O,X,X,X,O,X,X,X,X
JITOLZS,X,O,X,X,X,X,X,X,X,X
JITOSLZ,O,O,X,X,X,O,X,X,X,X
JITOSZL,O,O,X,X,X,O,X,X,X,X
JITOZLS,X,O,O,X,X,X,X,X,X,X
JITOZSL,O,O,O,X,X,O,X,X,X,X
JILTSZO,X,O,O,O,O,X,O,X,O,X
JILTSOZ,X,O,X,O,X,O,X,X,X,X
JILTZSO,O,O,O,O,O,X,X,X,O,X
JILTZOS,O,X,O,X,O,X,X,X,O,X
JILTOSZ,O,O,X,X,X,X,X,X,X,X
JILTOZS,O,O,O,X,X,X,X,X,O,X
JILSTZO,X,O,X,O,O,X,O,O,O,X
JILSTOZ,X,O,X,O,X,O,X,X,X,X
JILSZTO,O,X,X,O,O,X,O,O,O,X
JILSZOT,O,X,X,O,O,X,X,X,X,X
JILSOTZ,X,X,X,O,X,O,X,X,X,X
JILSOZT,X,X,X,O,O,X,X,X,X,X
JILZTSO,O,O,O,O,O,X,X,X,O,X
JILZTOS,O,X,O,X,O,X,X,X,O,X
JILZSTO,O,X,O,O,O,X,X,O,O,X
JILZSOT,O,X,O,O,O,X,X,X,X,X
JILZOTS,O,X,O,X,O,X,X,X,O,X
JILZOST,O,X,O,O,O,X,X,X,X,X
JILOTSZ,O,O,X,X,X,O,X,X,X,X
JILOTZS,O,O,X,X,X,X,X,X,O,X
JILOSTZ,O,O,X,O,X,O,X,X,X,X
JILOSZT,O,O,X,O,O,X,X,X,X,X
JILOZTS,O,O,X,X,O,X,X,X,O,X
JILOZST,O,O,X,O,O,X,X,X,X,X
JISTLZO,X,O,X,O,X,X,X,O,X,X
JISTLOZ,X,O,X,O,X,O,X,X,X,X
JISTZLO,X,O,X,O,X,X,X,O,X,X
JISTZOL,X,X,X,O,X,O,X,X,X,O
JISTOLZ,X,O,X,O,X,O,X,X,X,X
JISTOZL,X,X,X,O,X,O,X,X,X,O
JISLTZO,X,O,X,O,O,X,O,O,O,X
JISLTOZ,X,O,X,O,X,O,X,X,X,X
JISLZTO,O,X,X,O,O,X,O,O,O,X
JISLZOT,O,X,X,O,O,X,X,X,X,X
JISLOTZ,X,X,X,O,X,O,X,X,X,X
JISLOZT,X,X,X,O,O,X,X,X,X,X
JISZTLO,O,X,X,O,X,X,X,X,X,X
JISZTOL,O,X,X,O,X,O,X,X,X,X
JISZLTO,O,X,X,O,O,X,O,X,O,X
JISZLOT,X,X,X,O,O,X,X,X,X,X
JISZOTL,O,X,X,O,X,O,X,X,X,X
JISZOLT,X,X,X,X,O,X,O,X,X,X
JISOTLZ,X,X,X,O,X,O,X,X,X,X
JISOTZL,X,X,X,O,X,O,X,X,X,O
JISOLTZ,X,X,X,O,X,O,O,X,X,X
JISOLZT,X,X,X,O,X,X,O,X,X,X
JISOZTL,X,X,X,O,X,O,X,X,X,O
JISOZLT,X,X,X,X,X,X,O,X,X,X
JIZTLSO,O,O,O,X,O,X,X,X,O,X
JIZTLOS,X,X,O,X,O,X,X,X,O,X
JIZTSLO,O,O,X,O,X,X,X,X,X,X
JIZTSOL,O,X,O,O,X,O,X,X,X,X
JIZTOLS,O,X,O,X,O,X,X,X,X,X
JIZTOSL,O,X,O,X,X,X,X,X,X,X
JIZLTSO,O,O,O,O,O,X,X,X,O,X
JIZLTOS,O,X,O,X,O,X,X,X,O,X
JIZLSTO,O,X,O,O,O,X,X,X,O,X
JIZLSOT,O,X,O,O,O,X,X,X,X,X
JIZLOTS,O,X,O,X,O,X,X,X,O,X
JIZLOST,O,X,O,O,O,X,X,X,X,X
