sequence,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhFTgBxhBfqBcsBCr?BlrB,v115@FhB8HeB8HeD8BeA8BeC8Jex/IvhF6mBTiB2pB8qBXs?BFqB,v115@FhB8HeB8HeD8BeA8BeC8Je1FJvhFxhB0kBGnBikB3q?BzrB,v115@FhB8HeB8HeD8BeA8BeC8JeGBJvhFTiBxkBVrBikBUq?BXsB,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhFXgBxhBTnBFqB0r?BCrB,v115@FhB8HeB8HeD8BeA8BeC8Je2EJvhFfmBTiBxpBFsB6r?BUqB,v115@FhB8HeB8HeD8BeA8BeC8JeKEJvhFzfBFiBcsBxqBGr?B3qB,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhFXgBTiBFqBxrBCr?B0rB,v115@FhB8HeB8HeD8BeA8BeC8Jei/IvhF1pB0lBxmBGnBzr?B3qB,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhF8kBfmBxhBTqBCs?BFsB,v115@FhB8HeB8HeD8BeA8BeC8Jex/IvhFlhBTkB2qBCsBcs?B3qB,v115@FhB8HeB8HeD8BeA8BeC8Jei/IvhFWmB3kBTqBxrBcs?BlrB,v115@FhB8HeB8HeD8BeA8BeC8JeKEJvhF0gBxhBGnBlqBzr?BfqB,v115@FhB8HeB8HeD8BeA8BeC8JeGBJvhFxkBVrBTnBikBUq?BXsB,v115@FhB8HeB8HeD8BeA8BeC8JeFBJvhFTiBxkBSrB2pBXs?BUqB,v115@FhB8HeB8HeD8BeA8BeC8Jel/IvhF2pB0lBxmBqrBTn?B3qB
ZIJSOTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJSOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJOTLS,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O
ZIJOTSL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZIJOLTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJOLST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJOSTL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJOSLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISTLJO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZISTLOJ,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
ZISTJLO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZISTJOL,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
ZISTOLJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZISTOJL,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
ZISLTJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZISLTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZISLJTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZISLJOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZISLOTJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZISLOJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZISJTLO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZISJTOL,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O
ZISJLTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISJLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISJOTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZISJOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISOTLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZISOTJL,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
ZISOLTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZISOLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISOJTL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZISOJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOTLJS,X,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X
ZIOTLSJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZIOTJLS,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X
ZIOTJSL,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZIOTSLJ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZIOTSJL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
ZIOLTJS,X,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X
ZIOLTSJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZIOLJTS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZIOLJST,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZIOLSTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZIOLSJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZIOJTLS,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,O
ZIOJTSL,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O
ZIOJLTS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOJLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJSTL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOJSLT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZIOSTLJ,X,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X
ZIOSTJL,O,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
ZIOSLTJ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZIOSLJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZIOSJTL,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZIOSJLT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLTIJSO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLTIJOS,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
ZLTISJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLTISOJ,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
ZLTIOJS,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
ZLTIOSJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZLTJISO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLTJIOS,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X
ZLTJSIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJSOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLTJOIS,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X
ZLTJOSI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLTSIJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLTSIOJ,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
ZLTSJIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTSJOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLTSOIJ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X
ZLTSOJI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLTOIJS,X,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X
ZLTOISJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZLTOJIS,X,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
ZLTOJSI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZLTOSIJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZLTOSJI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLITJSO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLITJOS,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
ZLITSJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLITSOJ,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
ZLITOJS,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
ZLITOSJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZLIJTSO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZLIJTOS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZLIJSTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIJSOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIJOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIJOST,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLISTJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLISTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZLISJTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLISJOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLISOTJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
ZLISOJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIOTJS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZLIOTSJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIOJTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIOJST,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIOSTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIOSJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJTISO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZLJTIOS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZLJTSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTSOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJTOIS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZLJTOSI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJITSO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZLJITOS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZLJISTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJISOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJIOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJIOST,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOTIS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZLJOTSI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLJOITS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZLJOIST,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLJOSTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLJOSIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSTIJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLSTIOJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
ZLSTJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTJOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTOIJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
ZLSTOJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSITJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSITOJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZLSIJTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSIJOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSIOTJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
ZLSIOJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSJTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOTIJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
ZLSOTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOITJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
ZLSOIJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSOJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOTIJS,X,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X
ZLOTISJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZLOTJIS,X,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
ZLOTJSI,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZLOTSIJ,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
ZLOTSJI,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLOITJS,X,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X
ZLOITSJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZLOIJTS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZLOIJST,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZLOISTJ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZLOISJT,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZLOJTIS,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
ZLOJTSI,X,X,O,X,O,X,X,X,X,O,O,X,O,X,X,X
ZLOJITS,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
ZLOJIST,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZLOJSTI,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
ZLOJSIT,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZLOSTIJ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZLOSTJI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLOSITJ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZLOSIJT,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZLOSJTI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLOSJIT,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJTILSO,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O
ZJTILOS,X,X,O,X,X,X,O,O,O,X,X,X,X,O,X,O
ZJTISLO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
ZJTISOL,O,O,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZJTIOLS,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O
ZJTIOSL,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O
ZJTLISO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
ZJTLIOS,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O
ZJTLSIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLSOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLOIS,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X
ZJTLOSI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTSILO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
ZJTSIOL,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O
ZJTSLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTSLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTSOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZJTSOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTOILS,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,O
ZJTOISL,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O
ZJTOLIS,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
ZJTOLSI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTOSIL,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZJTOSLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJITLSO,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O
ZJITLOS,X,X,O,X,X,X,O,O,O,X,X,X,X,O,X,O
ZJITSLO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
ZJITSOL,O,O,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZJITOLS,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O
ZJITOSL,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O
ZJILTSO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
ZJILTOS,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O
ZJILSTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJILSOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJILOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJILOST,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJISTLO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZJISTOL,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
ZJISLTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJISLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJISOTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJISOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOTLS,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O
ZJIOTSL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZJIOLTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJIOLST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOSTL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJIOSLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTISO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZJLTIOS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZJLTSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTSOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLTOIS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZJLTOSI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLITSO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZJLITOS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZJLISTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLISOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLIOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLIOST,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOTIS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZJLOTSI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJLOITS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZJLOIST,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJLOSTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJLOSIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJSTILO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZJSTIOL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O
ZJSTLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSTOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSTOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSITLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJSITOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJSILTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSILOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSIOTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSIOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOTIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSOTLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSOITL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSOILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOLTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOLIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTILS,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,O
ZJOTISL,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O
ZJOTLIS,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
ZJOTLSI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOTSIL,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZJOTSLI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOITLS,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,O
ZJOITSL,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O
ZJOILTS,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJOILST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOISTL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOISLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLTIS,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJOLTSI,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJOLITS,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJOLIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOLSTI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOLSIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOSTIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOSTLI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOSITL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOSILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSLTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSLIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTILJO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSTILOJ,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
ZSTIJLO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSTIJOL,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X
ZSTIOLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSTIOJL,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X
ZSTLIJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTLIOJ,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
ZSTLJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTLJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSTLOIJ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
ZSTLOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSTJILO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTJIOL,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSTJLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTJLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSTJOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSTJOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSTOILJ,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
ZSTOIJL,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X
ZSTOLIJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZSTOLJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSTOJIL,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSTOJLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSITLJO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSITLOJ,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
ZSITJLO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
