sequence,v115@RhD8FeF8AeB8KeT/IvhFxgBXiBmlBUoBFsB6tB,v115@RhD8FeF8AeB8KeT/IvhFigBmiB5oBUmB1sBfsB,v115@RhD8FeF8AeB8KeT/IvhF2lBxiBfsB0nB6tBFrB,v115@RhD8FeF8AeB8KeT/IvhF2lBRhB3mBcsB6tBFtB,v115@RhD8FeF8AeB8KeT/IvhF2lBynB5oBfsBFrB0sB,v115@RhD8FeF8AeB8KeT/IvhF2lBfsBxnBFmB0nB6tB
OJSLIZT,X,X,O,X,O,O
OJSLZTI,X,X,O,O,X,X
OJSLZIT,X,X,O,O,O,X
OJSZTIL,O,X,X,O,X,X
OJSZTLI,O,X,O,O,X,X
OJSZITL,X,X,X,O,X,O
OJSZILT,X,X,O,O,O,O
OJSZLTI,X,X,O,O,X,X
OJSZLIT,X,X,O,O,O,X
OJZTILS,O,O,X,X,X,X
OJZTISL,O,O,X,X,X,X
OJZTLIS,O,O,X,X,X,X
OJZTLSI,O,X,X,O,X,X
OJZTSIL,O,X,X,O,X,X
OJZTSLI,O,X,X,O,X,X
OJZITLS,O,O,X,X,X,X
OJZITSL,O,O,X,X,X,X
OJZILTS,X,O,X,X,X,X
OJZILST,X,X,X,O,X,X
OJZISTL,X,X,X,O,X,X
OJZISLT,X,X,X,O,O,X
OJZLTIS,O,O,X,X,X,X
OJZLTSI,O,X,X,O,X,X
OJZLITS,X,O,X,X,X,X
OJZLIST,X,X,X,O,X,X
OJZLSTI,X,X,O,O,X,X
OJZLSIT,X,X,O,O,X,X
OJZSTIL,O,X,X,O,X,X
OJZSTLI,O,X,O,O,X,X
OJZSITL,X,X,X,O,X,O
OJZSILT,X,X,O,O,O,O
OJZSLTI,X,X,O,O,X,X
OJZSLIT,X,X,O,O,O,X
OSTILJZ,X,X,X,X,O,X
OSTILZJ,X,O,X,X,X,X
OSTIJLZ,O,X,X,X,O,O
OSTIJZL,O,X,X,X,X,O
OSTIZLJ,X,O,X,X,X,X
OSTIZJL,O,O,X,X,X,X
OSTLIJZ,X,X,X,X,O,X
OSTLIZJ,X,O,X,X,X,X
OSTLJIZ,O,X,X,X,O,X
OSTLJZI,O,X,O,X,X,X
OSTLZIJ,X,O,O,X,X,X
OSTLZJI,O,X,O,X,X,X
OSTJILZ,O,X,X,X,O,O
OSTJIZL,O,X,X,X,X,O
OSTJLIZ,O,X,X,X,O,X
OSTJLZI,O,X,O,X,X,X
OSTJZIL,O,X,X,X,X,X
OSTJZLI,O,X,O,X,X,X
OSTZILJ,X,O,X,X,X,X
OSTZIJL,O,O,X,X,X,X
OSTZLIJ,X,O,O,X,X,X
OSTZLJI,O,X,O,X,X,X
OSTZJIL,O,X,X,X,X,X
OSTZJLI,O,X,O,X,X,X
OSITLJZ,X,X,X,X,O,X
OSITLZJ,X,O,X,X,X,X
OSITJLZ,X,X,X,X,O,O
OSITJZL,X,X,X,X,X,O
OSITZLJ,X,O,X,X,X,X
OSITZJL,X,O,X,X,X,X
OSILTJZ,X,X,X,X,O,X
OSILTZJ,X,O,X,X,X,X
OSILJTZ,X,X,X,X,O,O
OSILJZT,X,X,O,X,O,O
OSILZTJ,X,O,O,X,X,X
OSILZJT,X,X,O,X,O,X
OSIJTLZ,X,X,X,X,O,O
OSIJTZL,X,X,X,X,X,O
OSIJLTZ,X,X,X,X,O,O
OSIJLZT,X,X,O,X,O,O
OSIJZTL,X,X,X,X,X,O
OSIJZLT,X,X,O,X,O,O
OSIZTLJ,X,O,X,X,X,X
OSIZTJL,X,O,X,X,X,X
OSIZLTJ,X,O,O,X,X,X
OSIZLJT,X,X,O,X,O,X
OSIZJTL,X,X,X,X,X,O
OSIZJLT,X,X,O,X,O,O
OSLTIJZ,X,X,X,X,O,X
OSLTIZJ,X,O,X,X,X,X
OSLTJIZ,X,X,X,X,O,X
OSLTJZI,X,X,O,X,X,X
OSLTZIJ,X,O,O,X,X,X
OSLTZJI,X,X,O,X,X,X
OSLITJZ,X,X,X,X,O,X
OSLITZJ,X,O,X,X,X,X
OSLIJTZ,X,X,X,X,O,O
OSLIJZT,X,X,O,X,O,O
OSLIZTJ,X,O,O,X,X,X
OSLIZJT,X,X,O,X,O,X
OSLJTIZ,X,X,X,X,O,X
OSLJTZI,X,X,O,X,X,X
OSLJITZ,X,X,X,X,O,O
OSLJIZT,X,X,O,X,O,O
OSLJZTI,X,X,O,O,X,X
OSLJZIT,X,X,O,O,O,X
OSLZTIJ,X,O,O,O,X,X
OSLZTJI,X,X,O,O,X,X
OSLZITJ,X,O,O,O,X,X
OSLZIJT,X,X,O,O,O,X
OSLZJTI,X,X,O,O,X,X
OSLZJIT,X,X,O,O,O,X
OSJTILZ,O,X,X,X,O,O
OSJTIZL,O,X,X,X,X,O
OSJTLIZ,O,X,X,X,O,X
OSJTLZI,O,X,O,X,X,X
OSJTZIL,O,X,X,X,X,X
OSJTZLI,O,X,O,X,X,X
OSJITLZ,O,X,X,X,O,O
OSJITZL,O,X,X,X,X,O
OSJILTZ,X,X,X,X,O,O
OSJILZT,X,X,O,X,O,O
OSJIZTL,X,X,X,X,X,O
OSJIZLT,X,X,O,X,O,O
OSJLTIZ,X,X,X,X,O,X
OSJLTZI,X,X,O,X,X,X
OSJLITZ,X,X,X,X,O,O
OSJLIZT,X,X,O,X,O,O
OSJLZTI,X,X,O,O,X,X
OSJLZIT,X,X,O,O,O,X
OSJZTIL,O,X,X,O,X,X
OSJZTLI,O,X,O,O,X,X
OSJZITL,X,X,X,O,X,O
OSJZILT,X,X,O,O,O,O
OSJZLTI,X,X,O,O,X,X
OSJZLIT,X,X,O,O,O,X
OSZTILJ,X,O,X,O,X,X
OSZTIJL,O,O,X,O,X,X
OSZTLIJ,X,O,O,O,X,X
OSZTLJI,O,X,O,O,X,X
OSZTJIL,O,X,X,O,X,X
OSZTJLI,O,X,O,O,X,X
OSZITLJ,X,O,X,O,X,X
OSZITJL,X,O,X,O,X,X
OSZILTJ,X,O,O,O,X,X
OSZILJT,X,X,O,O,O,X
OSZIJTL,X,X,X,O,X,O
OSZIJLT,X,X,O,O,O,O
OSZLTIJ,X,O,O,O,X,X
OSZLTJI,X,X,O,O,X,X
OSZLITJ,X,O,O,O,X,X
OSZLIJT,X,X,O,O,O,X
OSZLJTI,X,X,O,O,X,X
OSZLJIT,X,X,O,O,O,X
OSZJTIL,O,X,X,O,X,X
OSZJTLI,O,X,O,O,X,X
OSZJITL,X,X,X,O,X,O
OSZJILT,X,X,O,O,O,O
OSZJLTI,X,X,O,O,X,X
OSZJLIT,X,X,O,O,O,X
OZTILJS,X,O,X,X,X,X
OZTILSJ,X,O,X,X,X,X
OZTIJLS,O,O,X,X,X,X
OZTIJSL,O,O,X,X,X,X
OZTISLJ,X,O,X,X,X,X
OZTISJL,O,O,X,X,X,X
OZTLIJS,X,O,X,X,X,X
OZTLISJ,X,O,X,X,X,X
OZTLJIS,O,O,X,X,X,X
OZTLJSI,O,X,X,O,X,X
OZTLSIJ,X,O,X,O,X,X
OZTLSJI,O,X,X,O,X,X
OZTJILS,O,O,X,X,X,X
OZTJISL,O,O,X,X,X,X
OZTJLIS,O,O,X,X,X,X
OZTJLSI,O,X,X,O,X,X
OZTJSIL,O,X,X,O,X,X
OZTJSLI,O,X,X,O,X,X
OZTSILJ,X,O,X,O,X,X
OZTSIJL,O,O,X,O,X,X
OZTSLIJ,X,O,X,O,X,X
OZTSLJI,O,X,X,O,X,X
OZTSJIL,O,X,X,O,X,X
OZTSJLI,O,X,X,O,X,X
OZITLJS,X,O,X,X,X,X
OZITLSJ,X,O,X,X,X,X
OZITJLS,O,O,X,X,X,X
OZITJSL,O,O,X,X,X,X
OZITSLJ,X,O,X,X,X,X
OZITSJL,O,O,X,X,X,X
OZILTJS,X,O,X,X,X,X
OZILTSJ,X,O,X,X,X,X
OZILJTS,X,O,X,X,X,X
OZILJST,X,X,X,O,X,X
OZILSTJ,X,O,X,O,X,X
OZILSJT,X,X,X,O,X,X
OZIJTLS,O,O,X,X,X,X
OZIJTSL,O,O,X,X,X,X
OZIJLTS,X,O,X,X,X,X
OZIJLST,X,X,X,O,X,X
OZIJSTL,X,X,X,O,X,X
OZIJSLT,X,X,X,O,O,X
OZISTLJ,X,O,X,O,X,X
OZISTJL,X,O,X,O,X,X
OZISLTJ,X,O,X,O,X,X
OZISLJT,X,X,X,O,O,X
OZISJTL,X,X,X,O,X,X
OZISJLT,X,X,X,O,O,X
OZLTIJS,X,O,X,X,X,X
OZLTISJ,X,O,X,X,X,X
OZLTJIS,O,O,X,X,X,X
OZLTJSI,O,X,X,O,X,X
OZLTSIJ,X,O,X,O,X,X
OZLTSJI,O,X,X,O,X,X
OZLITJS,X,O,X,X,X,X
OZLITSJ,X,O,X,X,X,X
OZLIJTS,X,O,X,X,X,X
OZLIJST,X,X,X,O,X,X
OZLISTJ,X,O,X,O,X,X
OZLISJT,X,X,X,O,X,X
OZLJTIS,O,O,X,X,X,X
OZLJTSI,O,X,X,O,X,X
OZLJITS,X,O,X,X,X,X
OZLJIST,X,X,X,O,X,X
OZLJSTI,X,X,O,O,X,X
OZLJSIT,X,X,O,O,X,X
OZLSTIJ,X,O,O,O,X,X
OZLSTJI,X,X,O,O,X,X
OZLSITJ,X,O,O,O,X,X
OZLSIJT,X,X,O,O,X,X
OZLSJTI,X,X,O,O,X,X
OZLSJIT,X,X,O,O,X,X
OZJTILS,O,O,X,X,X,X
OZJTISL,O,O,X,X,X,X
OZJTLIS,O,O,X,X,X,X
OZJTLSI,O,X,X,O,X,X
OZJTSIL,O,X,X,O,X,X
OZJTSLI,O,X,X,O,X,X
OZJITLS,O,O,X,X,X,X
OZJITSL,O,O,X,X,X,X
OZJILTS,X,O,X,X,X,X
OZJILST,X,X,X,O,X,X
OZJISTL,X,X,X,O,X,X
OZJISLT,X,X,X,O,O,X
OZJLTIS,O,O,X,X,X,X
OZJLTSI,O,X,X,O,X,X
OZJLITS,X,O,X,X,X,X
OZJLIST,X,X,X,O,X,X
OZJLSTI,X,X,O,O,X,X
OZJLSIT,X,X,O,O,X,X
OZJSTIL,O,X,X,O,X,X
OZJSTLI,O,X,O,O,X,X
OZJSITL,X,X,X,O,X,O
OZJSILT,X,X,O,O,O,O
OZJSLTI,X,X,O,O,X,X
OZJSLIT,X,X,O,O,O,X
OZSTILJ,X,O,X,O,X,X
OZSTIJL,O,O,X,O,X,X
OZSTLIJ,X,O,O,O,X,X
OZSTLJI,O,X,O,O,X,X
OZSTJIL,O,X,X,O,X,X
OZSTJLI,O,X,O,O,X,X
OZSITLJ,X,O,X,O,X,X
OZSITJL,X,O,X,O,X,X
OZSILTJ,X,O,O,O,X,X
OZSILJT,X,X,O,O,O,X
OZSIJTL,X,X,X,O,X,O
OZSIJLT,X,X,O,O,O,O
OZSLTIJ,X,O,O,O,X,X
OZSLTJI,X,X,O,O,X,X
OZSLITJ,X,O,O,O,X,X
OZSLIJT,X,X,O,O,O,X
OZSLJTI,X,X,O,O,X,X
OZSLJIT,X,X,O,O,O,X
OZSJTIL,O,X,X,O,X,X
OZSJTLI,O,X,O,O,X,X
OZSJITL,X,X,X,O,X,O
OZSJILT,X,X,O,O,O,O
OZSJLTI,X,X,O,O,X,X
OZSJLIT,X,X,O,O,O,X
