sequence,v115@MhB8GeC8CeB8AeD8BeA8JeOEJvhFxgB0iB6oBfqBll?BzsB,v115@MhB8GeC8CeB8AeD8BeA8Jem/IvhFFhBxiBTkBcqBCo?BXtB,v115@MhB8GeC8CeB8AeD8BeA8Jei/IvhFFhBxiB3kBcqBGo?BzsB,v115@MhB8GeC8CeB8AeD8BeA8JeT/IvhFxgB0iBllBStBmp?BXtB,v115@MhB8GeC8CeB8AeD8BeA8Je2EJvhFXhB0iB6oBxpBzs?BFqB,v115@MhB8GeC8CeB8AeD8BeA8Jex/IvhFXhBTjBikBWtBFq?B0sB,v115@MhB8GeC8CeB8AeD8BeA8JeT/IvhFXhBliBxpBCtBOq?BctB,v115@MhB8GeC8CeB8AeD8BeA8Je2EJvhFFhBxiBcqBqsBTt?B3pB
LIOSTZJ,O,X,X,X,O,X,O,O
LIOSJTZ,O,X,X,X,O,X,O,X
LIOSJZT,O,X,X,X,O,X,O,X
LIOSZTJ,O,X,X,X,O,X,O,O
LIOSZJT,O,X,X,X,O,X,O,O
LIOZTJS,O,O,X,O,O,X,O,O
LIOZTSJ,O,X,X,X,O,X,O,O
LIOZJTS,O,O,X,X,O,X,O,O
LIOZJST,O,X,X,X,O,X,O,O
LIOZSTJ,O,X,X,X,O,X,O,O
LIOZSJT,O,X,X,X,O,X,O,O
LJTISZO,X,X,X,O,X,O,X,X
LJTISOZ,X,X,X,O,X,O,X,X
LJTIZSO,O,X,O,O,X,O,X,X
LJTIZOS,X,X,X,O,X,O,X,X
LJTIOSZ,X,X,X,O,X,O,X,X
LJTIOZS,X,X,X,O,X,O,X,X
LJTSIZO,O,X,X,O,X,O,X,X
LJTSIOZ,O,X,X,O,X,O,X,X
LJTSZIO,O,X,X,O,X,O,X,X
LJTSZOI,O,X,X,O,X,O,X,X
LJTSOIZ,O,X,X,O,X,O,X,X
LJTSOZI,O,X,X,O,X,O,X,X
LJTZISO,O,X,O,O,X,O,X,X
LJTZIOS,X,X,X,O,X,O,X,O
LJTZSIO,O,X,O,O,X,O,X,X
LJTZSOI,O,X,O,O,X,O,X,O
LJTZOIS,X,X,X,O,X,O,X,O
LJTZOSI,X,X,X,O,X,O,X,O
LJTOISZ,X,X,X,O,X,O,X,X
LJTOIZS,X,X,X,O,X,O,X,O
LJTOSIZ,X,X,X,O,X,O,X,X
LJTOSZI,X,X,X,O,X,O,X,X
LJTOZIS,X,X,X,O,X,O,X,O
LJTOZSI,X,X,X,O,X,O,X,O
LJITSZO,X,X,X,O,X,X,O,X
LJITSOZ,X,X,X,O,X,X,O,X
LJITZSO,O,X,O,O,X,X,O,X
LJITZOS,X,X,X,O,X,X,O,X
LJITOSZ,X,X,X,O,X,X,O,X
LJITOZS,X,X,X,O,X,X,O,X
LJISTZO,O,X,X,X,X,X,O,X
LJISTOZ,O,X,X,X,X,X,O,X
LJISZTO,O,X,X,X,X,X,O,X
LJISZOT,O,X,X,X,X,X,O,X
LJISOTZ,X,X,X,X,X,O,O,X
LJISOZT,O,X,X,X,X,X,O,X
LJIZTSO,O,X,O,O,X,X,O,X
LJIZTOS,X,X,X,O,X,X,O,X
LJIZSTO,O,X,O,X,X,X,O,X
LJIZSOT,O,X,O,X,X,X,O,X
LJIZOTS,X,X,X,O,X,X,O,X
LJIZOST,O,X,X,X,X,X,O,X
LJIOTSZ,X,X,X,O,X,X,O,X
LJIOTZS,O,X,X,O,X,X,O,X
LJIOSTZ,X,X,X,X,X,O,O,X
LJIOSZT,O,X,X,X,X,X,O,X
LJIOZTS,O,X,X,O,X,X,O,X
LJIOZST,O,X,X,X,X,X,O,X
LJSTIZO,O,X,X,O,X,O,X,X
LJSTIOZ,O,X,X,O,X,O,X,X
LJSTZIO,O,X,X,O,X,O,X,X
LJSTZOI,O,X,X,O,X,O,X,X
LJSTOIZ,O,X,X,O,X,O,X,X
LJSTOZI,O,X,X,O,X,O,X,X
LJSITZO,O,X,X,X,X,X,O,X
LJSITOZ,O,X,X,X,X,X,O,X
LJSIZTO,O,X,X,X,X,X,O,X
LJSIZOT,O,X,X,X,X,X,O,X
LJSIOTZ,O,X,X,X,X,O,O,X
LJSIOZT,O,X,X,X,X,X,O,X
LJSZTIO,O,X,X,O,X,X,X,X
LJSZTOI,O,X,X,O,X,X,X,X
LJSZITO,O,X,X,X,X,X,X,X
LJSZIOT,O,X,X,X,X,X,X,X
LJSZOTI,O,X,X,O,X,O,X,X
LJSZOIT,O,X,X,X,X,X,X,X
LJSOTIZ,O,X,X,O,X,O,X,X
LJSOTZI,O,X,X,O,X,O,X,X
LJSOITZ,O,X,X,X,X,O,X,X
LJSOIZT,O,X,X,X,X,X,X,X
LJSOZTI,O,X,X,O,X,O,X,X
LJSOZIT,O,X,X,X,X,X,X,X
LJZTISO,O,X,O,O,X,X,X,X
LJZTIOS,X,X,X,O,X,X,X,O
LJZTSIO,O,X,O,O,X,X,X,X
LJZTSOI,O,X,O,O,X,X,X,O
LJZTOIS,X,X,X,O,X,X,X,O
LJZTOSI,X,X,X,O,X,X,X,O
LJZITSO,O,X,O,O,X,X,X,X
LJZITOS,X,X,X,O,X,X,X,O
LJZISTO,O,X,O,X,X,X,X,X
LJZISOT,O,X,O,X,X,X,X,X
LJZIOTS,X,X,X,O,X,X,X,O
LJZIOST,O,X,X,X,X,X,X,O
LJZSTIO,O,X,O,O,X,X,X,X
LJZSTOI,O,X,O,O,X,X,X,O
LJZSITO,O,X,O,X,X,X,X,X
LJZSIOT,O,X,O,X,X,X,X,X
LJZSOTI,O,X,O,O,X,O,X,O
LJZSOIT,O,X,O,X,X,X,X,O
LJZOTIS,X,X,X,O,X,X,X,O
LJZOTSI,X,X,X,O,X,X,X,O
LJZOITS,X,X,X,O,X,X,X,O
LJZOIST,O,X,X,X,X,X,X,O
LJZOSTI,O,X,X,O,X,O,X,O
LJZOSIT,O,X,X,X,X,X,X,O
LJOTISZ,X,X,X,O,X,O,X,X
LJOTIZS,O,X,X,O,X,O,X,O
LJOTSIZ,O,X,X,O,X,O,X,X
LJOTSZI,O,X,X,O,X,O,X,X
LJOTZIS,O,X,X,O,X,O,X,O
LJOTZSI,O,X,X,O,X,O,X,O
LJOITSZ,X,X,X,O,X,X,X,X
LJOITZS,O,X,X,O,X,X,X,O
LJOISTZ,O,X,X,X,X,O,X,X
LJOISZT,O,X,X,X,X,X,X,X
LJOIZTS,O,X,X,O,X,X,X,O
LJOIZST,O,X,X,X,X,X,X,O
LJOSTIZ,O,X,X,O,X,O,X,X
LJOSTZI,O,X,X,O,X,O,X,X
LJOSITZ,O,X,X,X,X,O,X,X
LJOSIZT,O,X,X,X,X,X,X,X
LJOSZTI,O,X,X,O,X,O,X,X
LJOSZIT,O,X,X,X,X,X,X,X
LJOZTIS,O,X,X,O,X,X,X,O
LJOZTSI,O,X,X,O,X,X,X,O
LJOZITS,O,X,X,O,X,X,X,O
LJOZIST,O,X,X,X,X,X,X,O
LJOZSTI,O,X,X,O,X,O,X,O
LJOZSIT,O,X,X,X,X,X,X,O
LSTIJZO,O,O,X,O,X,O,O,X
LSTIJOZ,O,X,X,O,X,O,O,X
LSTIZJO,O,O,X,O,X,O,O,X
LSTIZOJ,O,O,X,X,X,X,O,X
LSTIOJZ,O,X,X,X,X,O,O,X
LSTIOZJ,O,O,X,X,X,X,O,X
LSTJIZO,O,O,X,O,X,O,X,X
LSTJIOZ,O,X,X,O,X,O,X,X
LSTJZIO,O,O,X,O,X,O,X,X
LSTJZOI,O,O,X,O,X,O,X,X
LSTJOIZ,O,X,X,O,X,O,X,X
LSTJOZI,O,X,X,O,X,O,X,X
LSTZIJO,O,O,X,O,X,O,X,X
LSTZIOJ,O,O,X,X,X,X,X,X
LSTZJIO,O,O,X,O,X,O,X,X
LSTZJOI,O,O,X,O,X,O,X,O
LSTZOIJ,O,O,X,X,X,X,X,O
LSTZOJI,O,O,X,X,X,X,X,O
LSTOIJZ,O,X,X,X,X,O,X,X
LSTOIZJ,O,O,X,X,X,X,X,O
LSTOJIZ,O,X,X,X,X,O,X,X
LSTOJZI,O,X,X,X,X,O,X,X
LSTOZIJ,O,O,X,X,X,X,X,O
LSTOZJI,O,O,X,X,X,X,X,O
LSITJZO,O,O,X,O,X,X,O,X
LSITJOZ,O,X,X,O,X,X,O,X
LSITZJO,O,O,X,O,X,X,O,X
LSITZOJ,O,O,X,X,X,X,O,X
LSITOJZ,O,X,X,X,X,X,O,X
LSITOZJ,O,O,X,X,X,X,O,X
LSIJTZO,O,O,X,X,X,X,O,X
LSIJTOZ,O,X,X,X,X,X,O,X
LSIJZTO,O,O,X,X,X,X,O,X
LSIJZOT,O,O,X,X,X,X,O,X
LSIJOTZ,O,X,X,X,O,O,O,X
LSIJOZT,O,O,X,X,O,X,O,X
LSIZTJO,O,O,X,O,X,X,O,X
LSIZTOJ,O,O,X,X,X,X,O,X
LSIZJTO,O,O,X,X,X,X,O,X
LSIZJOT,O,O,X,X,X,X,O,X
LSIZOTJ,X,O,X,X,X,X,O,X
LSIZOJT,O,O,X,X,X,X,O,X
LSIOTJZ,O,X,X,X,O,X,O,X
LSIOTZJ,O,O,X,X,O,X,O,X
LSIOJTZ,O,X,X,X,O,X,O,X
LSIOJZT,O,O,X,X,O,X,O,X
LSIOZTJ,O,O,X,X,O,X,O,X
LSIOZJT,O,O,X,X,O,X,O,X
LSJTIZO,O,O,X,O,X,O,X,X
LSJTIOZ,O,X,X,O,X,O,X,X
LSJTZIO,O,O,X,O,X,O,X,X
LSJTZOI,O,O,X,O,X,O,X,X
LSJTOIZ,O,X,X,O,X,O,X,X
LSJTOZI,O,X,X,O,X,O,X,X
LSJITZO,O,O,X,X,X,X,O,X
LSJITOZ,O,X,X,X,X,X,O,X
LSJIZTO,O,O,X,X,X,X,O,X
LSJIZOT,O,O,X,X,X,X,O,X
LSJIOTZ,O,X,X,X,X,O,O,X
LSJIOZT,O,O,X,X,X,X,O,X
LSJZTIO,O,O,X,O,X,X,X,X
LSJZTOI,O,O,X,O,X,X,X,X
LSJZITO,O,O,X,X,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X,X
LSJZOTI,O,O,X,O,X,O,X,X
LSJZOIT,O,O,X,X,X,X,X,X
LSJOTIZ,O,X,X,O,X,O,X,X
LSJOTZI,O,X,X,O,X,O,X,X
LSJOITZ,O,X,X,X,X,O,X,X
LSJOIZT,O,O,X,X,X,X,X,X
LSJOZTI,O,O,X,O,X,O,X,X
LSJOZIT,O,O,X,X,X,X,X,X
LSZTIJO,O,O,X,O,X,X,X,X
LSZTIOJ,O,O,X,X,X,X,X,X
LSZTJIO,O,O,X,O,X,X,X,X
LSZTJOI,O,O,X,O,X,X,X,O
LSZTOIJ,O,O,X,X,X,X,X,O
LSZTOJI,O,O,X,X,X,X,X,O
LSZITJO,O,O,X,O,X,X,O,X
LSZITOJ,O,O,X,X,X,X,O,X
LSZIJTO,O,O,X,X,X,X,O,X
LSZIJOT,O,O,X,X,X,X,O,X
LSZIOTJ,X,O,X,X,X,X,O,X
LSZIOJT,O,O,X,X,X,X,O,X
LSZJTIO,O,O,X,O,X,X,X,X
LSZJTOI,O,O,X,O,X,X,X,O
LSZJITO,O,O,X,X,X,X,X,X
LSZJIOT,O,O,X,X,X,X,X,X
LSZJOTI,O,O,X,O,X,O,X,O
LSZJOIT,O,O,X,X,X,X,X,O
LSZOTIJ,O,O,X,X,X,X,X,O
LSZOTJI,O,O,X,X,X,X,X,O
LSZOITJ,X,O,X,X,X,X,X,O
LSZOIJT,O,O,X,X,X,X,X,O
LSZOJTI,O,O,X,X,X,X,X,O
LSZOJIT,O,O,X,X,X,X,X,O
LSOTIJZ,O,X,X,X,O,X,X,X
LSOTIZJ,O,O,X,X,O,X,X,O
LSOTJIZ,O,X,X,X,X,X,X,X
LSOTJZI,O,X,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,O,X,X,O
LSOTZJI,O,O,X,X,X,X,X,O
LSOITJZ,O,X,X,X,O,X,O,X
LSOITZJ,O,O,X,X,O,X,O,O
LSOIJTZ,O,X,X,X,O,X,O,X
LSOIJZT,O,O,X,X,O,X,O,X
LSOIZTJ,O,O,X,X,O,X,O,O
LSOIZJT,O,O,X,X,O,X,O,O
LSOJTIZ,O,X,X,X,X,O,X,X
LSOJTZI,O,X,X,X,X,O,X,X
LSOJITZ,O,X,X,X,O,O,X,X
LSOJIZT,O,O,X,X,O,X,X,X
LSOJZTI,O,O,X,X,X,O,X,X
LSOJZIT,O,O,X,X,O,X,X,X
LSOZTIJ,O,O,X,X,O,X,X,O
LSOZTJI,O,O,X,X,X,X,X,O
LSOZITJ,O,O,X,X,O,X,X,O
LSOZIJT,O,O,X,X,O,X,X,O
LSOZJTI,O,O,X,X,X,X,X,O
LSOZJIT,O,O,X,X,O,X,X,O
LZTIJSO,O,O,X,O,X,X,X,X
LZTIJOS,X,O,X,O,X,X,X,O
LZTISJO,O,X,O,O,X,X,X,X
LZTISOJ,X,X,O,X,X,X,X,X
LZTIOJS,X,O,X,O,X,X,X,O
LZTIOSJ,X,X,X,X,X,X,X,O
LZTJISO,O,O,O,O,X,X,X,X
LZTJIOS,X,O,X,O,X,X,X,O
LZTJSIO,O,O,O,O,X,X,X,X
LZTJSOI,O,O,O,O,X,X,X,O
LZTJOIS,X,X,X,O,X,X,X,O
LZTJOSI,X,X,X,O,X,X,X,O
LZTSIJO,O,O,O,O,X,X,X,X
LZTSIOJ,O,O,O,X,X,X,X,X
LZTSJIO,O,O,O,O,X,X,X,X
LZTSJOI,O,O,O,O,X,X,X,O
LZTSOIJ,O,O,O,X,X,X,X,O
LZTSOJI,O,O,O,X,X,X,X,O
LZTOIJS,X,O,X,O,X,X,X,O
LZTOISJ,X,X,O,X,X,X,X,O
LZTOJIS,X,O,O,O,X,X,X,O
LZTOJSI,X,O,O,O,X,X,X,O
LZTOSIJ,X,O,O,X,X,X,X,O
LZTOSJI,X,O,O,X,X,X,X,O
LZITJSO,O,O,X,O,X,X,O,X
LZITJOS,X,O,X,O,X,X,O,O
LZITSJO,O,X,O,O,X,X,O,X
LZITSOJ,X,X,O,X,X,X,O,X
LZITOJS,X,O,X,O,X,X,O,O
LZITOSJ,X,X,X,X,X,X,O,O
LZIJTSO,O,O,X,O,X,X,O,X
LZIJTOS,X,O,X,O,X,X,O,O
LZIJSTO,O,X,X,X,X,X,O,X
LZIJSOT,O,X,X,X,X,X,O,X
LZIJOTS,X,X,X,O,X,X,O,O
LZIJOST,O,X,X,X,X,X,O,O
LZISTJO,O,X,O,O,X,X,O,X
LZISTOJ,O,X,O,X,X,X,O,X
LZISJTO,O,X,O,X,X,X,O,X
LZISJOT,O,X,X,X,X,X,O,X
LZISOTJ,X,X,O,X,X,X,O,X
LZISOJT,O,X,X,X,X,X,O,X
LZIOTJS,X,O,X,O,X,X,O,O
LZIOTSJ,X,X,X,X,X,X,O,O
LZIOJTS,X,O,X,X,X,X,O,O
LZIOJST,O,X,X,X,X,X,O,O
LZIOSTJ,X,X,X,X,X,X,O,O
LZIOSJT,O,X,X,X,X,X,O,O
LZJTISO,O,O,O,O,X,X,X,X
LZJTIOS,X,O,X,O,X,X,X,O
LZJTSIO,O,O,O,O,X,X,X,X
LZJTSOI,O,O,O,O,X,X,X,O
LZJTOIS,X,X,X,O,X,X,X,O
LZJTOSI,X,X,X,O,X,X,X,O
LZJITSO,O,O,O,O,X,X,X,X
LZJITOS,X,O,X,O,X,X,X,O
LZJISTO,O,X,O,X,X,X,X,X
LZJISOT,O,X,O,X,X,X,X,X
LZJIOTS,X,X,X,O,X,X,X,O
LZJIOST,O,X,X,X,X,X,X,O
LZJSTIO,O,O,O,O,X,X,X,X
LZJSTOI,O,O,O,O,X,X,X,O
LZJSITO,O,O,O,X,X,X,X,X
LZJSIOT,O,O,O,X,X,X,X,X
LZJSOTI,O,O,O,O,X,O,X,O
LZJSOIT,O,O,O,X,X,X,X,O
LZJOTIS,X,X,X,O,X,X,X,O
LZJOTSI,X,X,X,O,X,X,X,O
LZJOITS,X,X,X,O,X,X,X,O
LZJOIST,O,X,X,X,X,X,X,O
LZJOSTI,O,X,X,O,X,O,X,O
LZJOSIT,O,X,X,X,X,X,X,O
LZSTIJO,O,O,O,O,X,X,X,X
LZSTIOJ,O,O,O,X,X,X,X,X
LZSTJIO,O,O,O,O,X,X,X,X
LZSTJOI,O,O,O,O,X,X,X,O
LZSTOIJ,O,O,O,X,X,X,X,O
LZSTOJI,O,O,O,X,X,X,X,O
LZSITJO,O,O,O,O,X,X,O,X
LZSITOJ,O,O,O,X,X,X,O,X
LZSIJTO,O,O,O,X,X,X,O,X
LZSIJOT,O,O,O,X,X,X,O,X
LZSIOTJ,X,O,O,X,X,X,O,X
LZSIOJT,O,O,O,X,X,X,O,X
LZSJTIO,O,O,O,O,X,X,X,X
LZSJTOI,O,O,O,O,X,X,X,O
LZSJITO,O,O,O,X,X,X,X,X
LZSJIOT,O,O,O,X,X,X,X,X
LZSJOTI,O,O,O,O,X,O,X,O
LZSJOIT,O,O,O,X,X,X,X,O
LZSOTIJ,O,O,O,X,X,X,X,O
LZSOTJI,O,O,O,X,X,X,X,O
LZSOITJ,X,O,O,X,X,X,X,O
LZSOIJT,O,O,O,X,X,X,X,O
LZSOJTI,O,O,O,X,X,X,X,O
LZSOJIT,O,O,O,X,X,X,X,O
LZOTIJS,X,O,X,O,X,X,X,O
LZOTISJ,X,X,O,X,X,X,X,O
LZOTJIS,X,O,O,O,X,X,X,O
LZOTJSI,X,O,O,O,X,X,X,O
LZOTSIJ,X,O,O,X,X,X,X,O
LZOTSJI,X,O,O,X,X,X,X,O
LZOITJS,X,O,X,O,X,X,X,O
LZOITSJ,X,X,O,X,X,X,X,O
LZOIJTS,X,O,X,X,X,X,X,O
LZOIJST,O,X,X,X,X,X,X,O
LZOISTJ,X,X,O,X,X,X,X,O
LZOISJT,O,X,O,X,X,X,X,O
LZOJTIS,X,O,O,O,X,X,X,O
LZOJTSI,X,O,O,O,X,X,X,O
LZOJITS,X,O,O,O,X,X,X,O
LZOJIST,O,X,O,X,X,X,X,O
LZOJSTI,O,O,O,O,X,X,X,O
LZOJSIT,O,O,O,X,X,X,X,O
LZOSTIJ,O,O,O,X,X,X,X,O
LZOSTJI,O,O,O,X,X,X,X,O
LZOSITJ,X,O,O,X,X,X,X,O
LZOSIJT,O,O,O,X,X,X,X,O
LZOSJTI,O,O,O,X,X,X,X,O
LZOSJIT,O,O,O,X,X,X,X,O
LOTIJSZ,X,X,X,O,O,X,X,X
LOTIJZS,O,X,X,O,O,X,X,O
LOTISJZ,O,X,X,X,O,X,X,X
LOTISZJ,O,X,X,X,O,X,X,O
LOTIZJS,O,X,X,O,O,X,X,O
LOTIZSJ,O,X,O,X,O,X,X,O
LOTJISZ,X,X,X,O,X,X,X,X
LOTJIZS,O,X,O,O,X,X,X,O
LOTJSIZ,O,X,X,O,X,X,X,X
LOTJSZI,O,X,X,O,X,X,X,X
LOTJZIS,O,X,O,O,X,X,X,O
LOTJZSI,O,X,O,O,X,X,X,O
LOTSIJZ,O,X,X,X,O,X,X,X
LOTSIZJ,O,X,X,X,O,X,X,O
LOTSJIZ,O,X,X,X,X,X,X,X
LOTSJZI,O,X,X,X,X,X,X,X
LOTSZIJ,O,X,X,X,O,X,X,O
LOTSZJI,O,X,X,X,X,X,X,O
LOTZIJS,O,X,X,O,O,X,X,O
LOTZISJ,O,X,O,X,O,X,X,O
LOTZJIS,O,X,O,O,X,X,X,O
LOTZJSI,O,X,O,O,X,X,X,O
LOTZSIJ,O,X,O,X,O,X,X,O
LOTZSJI,O,X,O,X,X,X,X,O
LOITJSZ,X,X,X,O,O,X,O,X
LOITJZS,O,X,X,O,O,X,O,O
LOITSJZ,O,X,X,X,O,X,O,X
LOITSZJ,O,X,X,X,O,X,O,O
LOITZJS,O,X,X,O,O,X,O,O
LOITZSJ,O,X,O,X,O,X,O,O
LOIJTSZ,X,X,X,X,O,X,O,X
LOIJTZS,O,X,X,X,O,X,O,O
LOIJSTZ,O,X,X,X,O,X,O,X
LOIJSZT,O,X,X,X,O,X,O,X
LOIJZTS,O,X,X,X,O,X,O,O
LOIJZST,O,X,X,X,O,X,O,O
LOISTJZ,O,X,X,X,O,X,O,X
LOISTZJ,O,X,X,X,O,X,O,O
LOISJTZ,O,X,X,X,O,X,O,X
LOISJZT,O,X,X,X,O,X,O,X
LOISZTJ,O,X,X,X,O,X,O,O
LOISZJT,O,X,X,X,O,X,O,O
LOIZTJS,O,O,X,O,O,X,O,O
LOIZTSJ,O,X,O,X,O,X,O,O
LOIZJTS,O,O,X,X,O,X,O,O
LOIZJST,O,X,X,X,O,X,O,O
LOIZSTJ,O,X,O,X,O,X,O,O
LOIZSJT,O,X,O,X,O,X,O,O
LOJTISZ,X,X,X,O,X,X,X,X
LOJTIZS,O,X,O,O,X,X,X,O
LOJTSIZ,O,X,X,O,X,O,X,X
LOJTSZI,O,X,X,O,X,O,X,X
LOJTZIS,O,X,O,O,X,X,X,O
LOJTZSI,O,X,O,O,X,X,X,O
LOJITSZ,X,X,X,O,O,X,X,X
LOJITZS,O,X,O,O,O,X,X,O
LOJISTZ,O,X,X,X,O,O,X,X
LOJISZT,O,X,X,X,O,X,X,X
LOJIZTS,O,X,O,O,O,X,X,O
LOJIZST,O,X,O,X,O,X,X,O
LOJSTIZ,O,X,X,O,X,O,X,X
LOJSTZI,O,X,X,O,X,O,X,X
LOJSITZ,O,X,X,X,O,O,X,X
LOJSIZT,O,X,X,X,O,X,X,X
LOJSZTI,O,X,X,O,X,O,X,X
LOJSZIT,O,X,X,X,O,X,X,X
LOJZTIS,O,X,O,O,X,X,X,O
LOJZTSI,O,X,O,O,X,X,X,O
LOJZITS,O,X,O,O,O,X,X,O
LOJZIST,O,X,O,X,O,X,X,O
LOJZSTI,O,X,O,O,X,O,X,O
LOJZSIT,O,X,O,X,O,X,X,O
LOSTIJZ,O,X,X,X,O,X,X,X
LOSTIZJ,O,O,X,X,O,X,X,O
LOSTJIZ,O,X,X,X,X,X,X,X
LOSTJZI,O,X,X,X,X,X,X,X
LOSTZIJ,O,O,X,X,O,X,X,O
LOSTZJI,O,O,X,X,X,X,X,O
LOSITJZ,O,X,X,X,O,X,O,X
LOSITZJ,O,O,X,X,O,X,O,O
LOSIJTZ,O,X,X,X,O,X,O,X
LOSIJZT,O,O,X,X,O,X,O,X
LOSIZTJ,O,O,X,X,O,X,O,O
LOSIZJT,O,O,X,X,O,X,O,O
LOSJTIZ,O,X,X,X,X,O,X,X
LOSJTZI,O,X,X,X,X,O,X,X
LOSJITZ,O,X,X,X,O,O,X,X
LOSJIZT,O,O,X,X,O,X,X,X
LOSJZTI,O,O,X,X,X,O,X,X
LOSJZIT,O,O,X,X,O,X,X,X
LOSZTIJ,O,O,X,X,O,X,X,O
LOSZTJI,O,O,X,X,X,X,X,O
LOSZITJ,O,O,X,X,O,X,X,O
LOSZIJT,O,O,X,X,O,X,X,O
LOSZJTI,O,O,X,X,X,X,X,O
LOSZJIT,O,O,X,X,O,X,X,O
LOZTIJS,O,O,X,O,O,X,X,O
LOZTISJ,O,X,O,X,O,X,X,O
LOZTJIS,O,O,O,O,X,X,X,O
LOZTJSI,O,O,O,O,X,X,X,O
LOZTSIJ,O,O,O,X,O,X,X,O
LOZTSJI,O,O,O,X,X,X,X,O
LOZITJS,O,O,X,O,O,X,X,O
LOZITSJ,O,X,O,X,O,X,X,O
LOZIJTS,O,O,X,X,O,X,X,O
LOZIJST,O,X,X,X,O,X,X,O
LOZISTJ,O,X,O,X,O,X,X,O
LOZISJT,O,X,O,X,O,X,X,O
LOZJTIS,O,O,O,O,X,X,X,O
LOZJTSI,O,O,O,O,X,X,X,O
LOZJITS,O,O,O,O,O,X,X,O
LOZJIST,O,X,O,X,O,X,X,O
LOZJSTI,O,O,O,O,X,X,X,O
LOZJSIT,O,O,O,X,O,X,X,O
LOZSTIJ,O,O,O,X,O,X,X,O
LOZSTJI,O,O,O,X,X,X,X,O
LOZSITJ,O,O,O,X,O,X,X,O
LOZSIJT,O,O,O,X,O,X,X,O
LOZSJTI,O,O,O,X,X,X,X,O
LOZSJIT,O,O,O,X,O,X,X,O
JTILSZO,X,X,X,O,X,O,X,X
JTILSOZ,X,X,X,O,X,O,X,X
JTILZSO,O,X,O,O,X,O,X,X
JTILZOS,X,X,X,O,X,O,X,X
JTILOSZ,X,X,X,O,X,O,X,X
JTILOZS,X,X,X,O,X,O,X,X
JTISLZO,X,X,X,O,X,O,X,X
JTISLOZ,X,X,X,O,X,O,X,X
JTISZLO,X,X,O,O,X,X,X,X
JTISZOL,X,X,O,O,X,X,X,X
JTISOLZ,X,X,X,O,X,O,X,X
JTISOZL,X,X,X,O,X,X,X,X
JTIZLSO,O,O,O,O,X,X,X,X
JTIZLOS,X,O,X,O,X,X,X,X
JTIZSLO,X,O,O,O,X,X,X,X
JTIZSOL,X,O,O,O,X,X,X,X
JTIZOLS,X,O,X,O,X,X,X,X
JTIZOSL,X,O,O,O,X,X,X,X
JTIOLSZ,X,X,X,O,X,O,X,X
JTIOLZS,O,X,X,O,X,O,X,X
JTIOSLZ,X,X,X,O,X,O,X,X
JTIOSZL,X,X,X,O,X,X,X,X
JTIOZLS,O,X,X,O,X,X,X,X
JTIOZSL,X,X,O,O,X,X,X,X
JTLISZO,X,X,X,O,X,O,X,X
JTLISOZ,X,X,X,O,X,O,X,X
JTLIZSO,O,X,O,O,X,O,X,X
JTLIZOS,X,X,X,O,X,O,X,X
JTLIOSZ,X,X,X,O,X,O,X,X
JTLIOZS,X,X,X,O,X,O,X,X
JTLSIZO,O,X,X,O,X,O,X,X
JTLSIOZ,O,X,X,O,X,O,X,X
JTLSZIO,O,X,X,O,X,O,X,X
JTLSZOI,O,X,X,O,X,O,X,X
JTLSOIZ,O,X,X,O,X,O,X,X
JTLSOZI,O,X,X,O,X,O,X,X
JTLZISO,O,X,O,O,X,O,X,X
JTLZIOS,X,X,X,O,X,O,X,O
JTLZSIO,O,X,O,O,X,O,X,X
JTLZSOI,O,X,O,O,X,O,X,O
JTLZOIS,X,X,X,O,X,O,X,O
JTLZOSI,X,X,X,O,X,O,X,O
JTLOISZ,X,X,X,O,X,O,X,X
JTLOIZS,X,X,X,O,X,O,X,O
JTLOSIZ,X,X,X,O,X,O,X,X
JTLOSZI,X,X,X,O,X,O,X,X
JTLOZIS,X,X,X,O,X,O,X,O
JTLOZSI,X,X,X,O,X,O,X,O
JTSILZO,O,X,X,O,X,O,X,X
JTSILOZ,O,X,X,O,X,O,X,X
JTSIZLO,O,O,O,O,X,X,X,X
JTSIZOL,O,O,O,O,X,X,X,X
JTSIOLZ,O,X,X,O,X,O,X,X
JTSIOZL,O,X,X,O,X,X,X,X
JTSLIZO,O,O,X,O,X,O,X,X
JTSLIOZ,O,X,X,O,X,O,X,X
JTSLZIO,O,O,X,O,X,O,X,X
JTSLZOI,O,O,X,O,X,O,X,X
JTSLOIZ,O,X,X,O,X,O,X,X
JTSLOZI,O,X,X,O,X,O,X,X
JTSZILO,O,O,O,O,X,X,X,X
JTSZIOL,O,O,O,O,X,X,X,X
JTSZLIO,O,O,O,O,X,O,X,X
JTSZLOI,O,O,O,O,X,O,X,X
JTSZOIL,O,O,O,O,X,X,X,X
JTSZOLI,O,O,O,O,X,O,X,X
JTSOILZ,O,X,X,O,X,O,X,X
JTSOIZL,O,X,X,O,X,X,X,X
JTSOLIZ,O,X,X,O,X,O,X,X
JTSOLZI,O,X,X,O,X,O,X,X
JTSOZIL,O,X,X,O,X,X,X,X
JTSOZLI,O,X,X,O,X,O,X,X
JTZILSO,O,O,O,O,X,X,X,X
JTZILOS,X,O,X,O,X,X,X,O
JTZISLO,X,O,O,O,X,X,X,X
