sequence,v115@9gB8HeB8HeB8EeA8BeC8DeB8KemAJvhFUiBaoB5oBT?lBfsBVwB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeTAJvhFlhBaoB5oB/?rBOsB0qB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeUCJvhFaoB5oB/qBF?mBzrBmqB,v115@9gB8HeB8HeB8EeA8BeC8DeB8Ke0AJvhFlhBaoB5oB/?qBOsBTrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeTAJvhFaoB5oB/rBF?nB0qBmrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeaIJvhF5oBTlB/rBF?nB0qBmrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeOFJvhF8lBaoB5oBF?nBXrBzrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeKFJvhFRhBGjBFnB/?tB0rBzqB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeyFJvhFGjBFnB/tBx?qB0qBzrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KexAJvhF/qBUmBFnBT?oBywBGtB
JOZTILS,O,O,X,O,X,X,X,X,X,X
JOZTISL,O,O,X,O,X,X,X,X,X,X
JOZTLIS,O,O,X,O,X,X,X,X,X,X
JOZTLSI,O,O,X,O,X,X,X,X,X,X
JOZTSIL,O,O,X,O,X,X,X,X,X,X
JOZTSLI,O,O,X,O,X,X,X,X,X,X
JOZITLS,O,O,X,O,X,X,X,X,X,X
JOZITSL,O,O,X,O,X,X,X,X,X,X
JOZILTS,O,O,X,O,X,X,X,X,X,X
JOZILST,X,O,O,O,X,X,X,X,X,X
JOZISTL,X,O,O,O,X,X,X,X,X,X
JOZISLT,X,O,O,O,X,X,X,X,X,X
JOZLTIS,O,O,X,O,X,X,X,X,X,X
JOZLTSI,O,O,X,O,X,X,X,X,X,X
JOZLITS,O,O,X,O,X,X,X,X,X,X
JOZLIST,X,O,O,O,X,X,X,X,X,X
JOZLSTI,X,O,O,O,X,X,X,X,X,X
JOZLSIT,X,O,O,O,X,X,X,X,X,X
JOZSTIL,X,O,O,O,X,X,X,X,X,X
JOZSTLI,X,O,O,O,X,X,X,X,X,X
JOZSITL,X,O,O,O,X,X,X,X,X,X
JOZSILT,X,O,O,O,X,X,X,X,X,X
JOZSLTI,X,O,O,O,X,X,X,X,X,X
JOZSLIT,X,O,O,O,X,X,X,X,X,X
STILJZO,O,O,X,O,O,X,O,X,O,X
STILJOZ,O,X,X,O,X,O,X,X,O,X
STILZJO,O,O,X,O,O,X,O,X,O,X
STILZOJ,O,O,X,O,O,O,O,X,X,X
STILOJZ,O,X,O,O,X,O,X,X,O,X
STILOZJ,O,O,O,O,O,O,O,X,X,X
STIJLZO,O,O,X,O,O,X,O,X,O,X
STIJLOZ,O,O,X,O,X,O,X,X,O,X
STIJZLO,O,O,X,O,O,X,O,O,O,X
STIJZOL,O,O,X,O,O,X,O,O,X,X
STIJOLZ,O,O,X,O,X,O,X,X,O,X
STIJOZL,O,O,X,O,X,X,X,X,X,X
STIZLJO,O,O,X,O,O,X,O,O,O,X
STIZLOJ,O,O,X,O,O,O,O,O,X,O
STIZJLO,O,O,X,O,O,X,O,O,O,X
STIZJOL,O,O,X,O,O,X,O,O,X,O
STIZOLJ,O,O,X,O,O,O,O,O,X,O
STIZOJL,O,O,X,O,O,X,O,O,X,O
STIOLJZ,O,X,O,O,X,O,X,X,O,X
STIOLZJ,O,O,O,O,O,O,O,X,X,X
STIOJLZ,O,X,O,O,X,O,X,X,O,X
STIOJZL,O,X,O,O,X,X,X,X,X,X
STIOZLJ,O,O,O,O,O,O,O,X,X,O
STIOZJL,O,O,O,O,O,X,O,X,X,O
STLIJZO,O,O,X,O,O,X,O,X,O,X
STLIJOZ,O,X,X,O,X,O,X,X,O,X
STLIZJO,O,O,X,O,O,X,O,X,O,X
STLIZOJ,O,O,X,O,O,O,O,X,X,X
STLIOJZ,O,X,O,O,X,O,X,X,O,X
STLIOZJ,O,O,O,O,O,O,O,X,X,X
STLJIZO,O,O,X,O,O,X,O,X,O,X
STLJIOZ,O,X,X,O,X,O,X,X,O,X
STLJZIO,O,O,X,O,O,X,O,O,X,X
STLJZOI,O,O,X,O,O,X,O,O,X,X
STLJOIZ,O,X,X,O,X,O,X,X,X,X
STLJOZI,O,X,X,O,X,X,X,X,X,X
STLZIJO,O,O,X,O,O,X,O,O,X,X
STLZIOJ,O,O,X,O,O,O,O,O,X,O
STLZJIO,O,O,X,O,O,X,O,O,X,X
STLZJOI,O,O,X,O,O,X,O,O,X,X
STLZOIJ,O,O,X,O,O,O,O,O,X,O
STLZOJI,O,O,X,O,O,X,O,O,X,O
STLOIJZ,O,X,O,O,X,O,X,X,X,X
STLOIZJ,O,O,O,O,O,O,O,X,X,X
STLOJIZ,O,X,O,O,X,O,X,X,X,X
STLOJZI,O,X,O,O,X,X,X,X,X,X
STLOZIJ,O,O,O,O,O,O,O,X,X,O
STLOZJI,O,O,O,O,O,X,O,X,X,O
STJILZO,O,O,X,O,O,X,O,X,O,X
STJILOZ,O,O,X,O,X,O,X,X,O,X
STJIZLO,O,O,X,O,O,X,O,O,O,X
STJIZOL,O,O,X,O,O,X,O,O,X,X
STJIOLZ,O,O,X,O,X,O,X,X,O,X
STJIOZL,O,O,X,O,X,X,X,X,X,X
STJLIZO,O,O,X,O,O,X,O,X,O,X
STJLIOZ,O,O,X,O,X,O,X,X,O,X
STJLZIO,O,O,X,O,O,X,O,O,X,X
STJLZOI,O,O,X,O,O,X,O,O,X,X
STJLOIZ,O,O,X,O,X,O,X,X,X,X
STJLOZI,O,O,X,O,X,X,X,X,X,X
STJZILO,O,O,X,O,O,X,O,O,O,X
STJZIOL,O,O,X,O,O,X,O,O,X,O
STJZLIO,O,O,X,O,O,X,O,O,X,X
STJZLOI,O,O,X,O,O,X,O,O,X,X
STJZOIL,O,O,X,O,O,X,O,O,X,O
STJZOLI,O,O,X,O,O,X,O,O,X,O
STJOILZ,O,O,X,O,X,O,X,X,O,X
STJOIZL,O,O,X,O,X,X,X,X,X,X
STJOLIZ,O,O,X,O,X,O,X,X,X,X
STJOLZI,O,O,X,O,X,X,X,X,X,X
STJOZIL,O,O,X,O,X,X,X,O,X,O
STJOZLI,O,O,X,O,X,X,X,O,X,O
STZILJO,O,O,X,O,O,X,O,O,O,X
STZILOJ,O,O,X,O,O,O,O,O,X,O
STZIJLO,O,O,X,O,O,X,O,O,O,X
STZIJOL,O,O,X,O,O,X,O,O,X,O
STZIOLJ,O,O,X,O,O,O,O,O,X,O
STZIOJL,O,O,X,O,O,X,O,O,X,O
STZLIJO,O,O,X,O,O,X,O,O,X,X
STZLIOJ,O,O,X,O,O,O,O,O,X,O
STZLJIO,O,O,X,O,O,X,O,O,X,X
STZLJOI,O,O,X,O,O,X,O,O,X,X
STZLOIJ,O,O,X,O,O,O,O,O,X,O
STZLOJI,O,O,X,O,O,X,O,O,X,O
STZJILO,O,O,X,O,O,X,O,O,O,X
STZJIOL,O,O,X,O,O,X,O,O,X,O
STZJLIO,O,O,X,O,O,X,O,O,X,X
STZJLOI,O,O,X,O,O,X,O,O,X,X
STZJOIL,O,O,X,O,O,X,O,O,X,O
STZJOLI,O,O,X,O,O,X,O,O,X,O
STZOILJ,O,O,X,O,O,O,O,O,X,O
STZOIJL,O,O,X,O,O,X,O,O,X,O
STZOLIJ,O,O,X,O,O,O,O,O,X,O
STZOLJI,O,O,X,O,O,X,O,O,X,O
STZOJIL,O,O,X,O,O,X,O,O,X,O
STZOJLI,O,O,X,O,O,X,O,O,X,O
STOILJZ,O,X,O,O,X,O,X,X,O,X
STOILZJ,O,O,O,O,O,O,O,X,X,X
STOIJLZ,O,X,O,O,X,O,X,X,O,X
STOIJZL,O,X,O,O,X,X,X,X,X,X
STOIZLJ,O,O,O,O,O,O,O,X,X,O
STOIZJL,O,O,O,O,O,X,O,X,X,O
STOLIJZ,O,X,O,O,X,O,X,X,X,X
STOLIZJ,O,O,O,O,O,O,O,X,X,X
STOLJIZ,O,X,O,O,X,O,X,X,X,X
STOLJZI,O,X,O,O,X,X,X,X,X,X
STOLZIJ,O,O,O,O,O,O,O,X,X,O
STOLZJI,O,O,O,O,O,X,O,X,X,O
STOJILZ,O,X,O,O,X,O,X,X,O,X
STOJIZL,O,X,O,O,X,X,X,X,X,X
STOJLIZ,O,X,O,O,X,O,X,X,X,X
STOJLZI,O,X,O,O,X,X,X,X,X,X
STOJZIL,O,X,O,O,X,X,X,O,X,O
STOJZLI,O,X,O,O,X,X,X,O,X,O
STOZILJ,O,O,O,O,O,O,O,O,X,O
STOZIJL,O,O,O,O,O,X,O,O,X,O
STOZLIJ,O,O,O,O,O,O,O,O,X,O
STOZLJI,O,O,O,O,O,X,O,O,X,O
STOZJIL,O,O,O,O,O,X,O,O,X,O
STOZJLI,O,O,O,O,O,X,O,O,X,O
SITLJZO,O,O,X,O,O,X,O,X,O,X
SITLJOZ,O,X,X,O,X,O,X,X,O,X
SITLZJO,O,O,X,O,O,X,O,X,O,X
SITLZOJ,O,O,X,O,O,O,O,X,X,X
SITLOJZ,O,X,O,O,X,O,X,X,O,X
SITLOZJ,O,O,O,O,O,O,O,X,X,X
SITJLZO,O,O,X,O,O,X,O,X,O,X
SITJLOZ,O,O,X,O,X,O,X,X,O,X
SITJZLO,O,O,X,O,O,X,O,O,O,X
SITJZOL,O,O,X,O,O,X,O,O,X,X
SITJOLZ,O,O,X,O,X,O,X,X,O,X
SITJOZL,O,O,X,O,X,X,X,X,X,X
SITZLJO,O,O,X,O,O,X,O,O,O,X
SITZLOJ,O,O,X,O,O,O,O,O,X,O
SITZJLO,O,O,X,O,O,X,O,O,O,X
SITZJOL,O,O,X,O,O,X,O,O,X,O
SITZOLJ,O,O,X,O,O,O,O,O,X,O
SITZOJL,O,O,X,O,O,X,O,O,X,O
SITOLJZ,O,X,O,O,X,O,X,X,O,X
SITOLZJ,O,O,O,O,O,O,O,X,X,X
SITOJLZ,O,X,O,O,X,O,X,X,O,X
SITOJZL,O,X,O,O,X,X,X,X,X,X
SITOZLJ,O,O,O,O,O,O,O,X,X,O
SITOZJL,O,O,O,O,O,X,O,X,X,O
SILTJZO,O,O,X,O,O,X,O,X,O,X
SILTJOZ,O,X,X,O,X,O,X,X,O,X
SILTZJO,O,O,X,O,O,X,O,X,O,X
SILTZOJ,O,O,X,O,O,O,O,X,X,X
SILTOJZ,O,X,O,O,X,O,X,X,O,X
SILTOZJ,O,O,O,O,O,O,O,X,X,X
SILJTZO,X,O,X,O,O,X,O,X,O,X
SILJTOZ,X,O,X,O,X,O,X,X,O,X
SILJZTO,X,O,X,O,O,X,O,O,O,X
SILJZOT,X,O,X,O,O,X,O,X,X,X
SILJOTZ,X,O,O,O,X,O,X,X,O,X
SILJOZT,X,O,O,O,X,X,X,X,X,X
SILZTJO,X,O,X,O,O,X,O,O,O,X
SILZTOJ,X,O,X,O,O,O,O,O,X,O
SILZJTO,X,O,X,O,O,X,O,O,O,X
SILZJOT,X,O,X,O,O,X,O,X,X,X
SILZOTJ,X,O,O,O,O,O,O,X,X,O
SILZOJT,X,O,O,O,O,X,O,X,X,X
SILOTJZ,O,X,O,O,X,O,X,X,O,X
SILOTZJ,O,O,O,O,O,O,O,X,X,X
SILOJTZ,O,X,O,O,X,O,X,X,O,X
SILOJZT,X,X,O,O,X,X,X,X,X,X
SILOZTJ,X,O,O,O,O,O,O,X,X,O
SILOZJT,X,O,O,O,O,X,O,X,X,X
SIJTLZO,X,O,X,O,O,X,O,X,O,X
SIJTLOZ,X,O,X,O,X,O,X,X,O,X
SIJTZLO,X,O,X,O,O,X,O,O,O,X
SIJTZOL,X,O,X,O,O,X,O,O,X,X
SIJTOLZ,X,O,X,O,X,O,X,X,O,X
SIJTOZL,X,O,X,O,X,X,X,X,X,X
SIJLTZO,X,O,X,O,O,X,O,X,O,X
SIJLTOZ,X,O,X,O,X,O,X,X,O,X
SIJLZTO,X,O,X,O,O,X,O,O,O,X
SIJLZOT,X,O,X,O,O,X,O,X,X,X
SIJLOTZ,X,O,O,O,X,O,X,X,O,X
SIJLOZT,X,O,O,O,X,X,X,X,X,X
SIJZTLO,X,O,X,O,O,X,O,O,O,X
SIJZTOL,X,O,X,O,O,X,O,O,X,O
SIJZLTO,X,O,X,O,O,X,O,O,O,X
SIJZLOT,X,O,X,O,O,X,O,X,X,X
SIJZOTL,X,O,X,O,O,X,O,X,X,O
SIJZOLT,X,O,X,O,O,X,O,X,X,X
SIJOTLZ,X,O,O,O,X,O,X,X,O,X
SIJOTZL,X,O,O,O,X,X,X,X,X,X
SIJOLTZ,X,O,O,O,X,O,X,X,O,X
SIJOLZT,X,O,O,O,X,X,X,X,X,X
SIJOZTL,X,O,O,O,X,X,X,X,X,O
SIJOZLT,X,O,O,O,X,X,X,X,X,X
SIZTLJO,X,O,X,O,O,X,O,O,O,X
SIZTLOJ,X,O,X,O,O,O,O,O,X,O
SIZTJLO,X,O,X,O,O,X,O,O,O,X
SIZTJOL,X,O,X,O,O,X,O,O,X,O
SIZTOLJ,X,O,X,O,O,O,O,O,X,O
SIZTOJL,X,O,X,O,O,X,O,O,X,O
SIZLTJO,X,O,X,O,O,X,O,O,O,X
SIZLTOJ,X,O,X,O,O,O,O,O,X,O
SIZLJTO,X,O,X,O,O,X,O,O,O,X
SIZLJOT,X,O,X,O,O,X,O,X,X,X
SIZLOTJ,X,O,O,O,O,O,O,X,X,O
SIZLOJT,X,O,O,O,O,X,O,X,X,X
SIZJTLO,X,O,X,O,O,X,O,O,O,X
SIZJTOL,X,O,X,O,O,X,O,O,X,O
SIZJLTO,X,O,X,O,O,X,O,O,O,X
SIZJLOT,X,O,X,O,O,X,O,X,X,X
SIZJOTL,X,O,X,O,O,X,O,X,X,O
SIZJOLT,X,O,X,O,O,X,O,X,X,X
SIZOTLJ,X,O,O,O,O,O,O,X,X,O
SIZOTJL,X,O,O,O,O,X,O,X,X,O
SIZOLTJ,X,O,O,O,O,O,O,X,X,O
SIZOLJT,X,O,O,O,O,X,O,X,X,X
SIZOJTL,X,O,O,O,O,X,O,X,X,O
SIZOJLT,X,O,O,O,O,X,O,X,X,X
SIOTLJZ,O,X,O,O,X,O,X,X,O,X
SIOTLZJ,O,O,O,O,O,O,O,X,X,X
SIOTJLZ,O,X,O,O,X,O,X,X,O,X
SIOTJZL,O,X,O,O,X,X,X,X,X,X
SIOTZLJ,O,O,O,O,O,O,O,X,X,O
SIOTZJL,O,O,O,O,O,X,O,X,X,O
SIOLTJZ,O,X,O,O,X,O,X,X,O,X
SIOLTZJ,O,O,O,O,O,O,O,X,X,X
SIOLJTZ,O,X,O,O,X,O,X,X,O,X
SIOLJZT,X,X,O,O,X,X,X,X,X,X
SIOLZTJ,X,O,O,O,O,O,O,X,X,O
SIOLZJT,X,O,O,O,O,X,O,X,X,X
SIOJTLZ,O,O,O,O,X,O,X,X,O,X
SIOJTZL,O,O,O,O,X,X,X,X,X,X
SIOJLTZ,O,O,O,O,X,O,X,X,O,X
SIOJLZT,X,O,O,O,X,X,X,X,X,X
SIOJZTL,X,O,O,O,X,X,X,X,X,O
SIOJZLT,X,O,O,O,X,X,X,X,X,X
SIOZTLJ,X,O,O,O,O,O,O,X,X,O
SIOZTJL,X,O,O,O,O,X,O,X,X,O
SIOZLTJ,X,O,O,O,O,O,O,X,X,O
SIOZLJT,X,O,O,O,O,X,O,X,X,X
SIOZJTL,X,O,O,O,O,X,O,X,X,O
SIOZJLT,X,O,O,O,O,X,O,X,X,X
SLTIJZO,O,O,X,O,O,X,O,X,O,X
SLTIJOZ,O,X,X,O,X,O,X,X,O,X
SLTIZJO,O,O,X,O,O,X,O,X,O,X
SLTIZOJ,O,O,X,O,O,O,O,X,X,X
SLTIOJZ,O,X,O,O,X,O,X,X,O,X
SLTIOZJ,O,O,O,O,O,O,O,X,X,X
SLTJIZO,O,O,X,O,O,X,O,X,O,X
SLTJIOZ,O,X,X,O,X,O,X,X,O,X
SLTJZIO,O,O,X,O,O,X,O,O,X,X
SLTJZOI,O,O,X,O,O,X,O,O,X,X
SLTJOIZ,O,X,X,O,X,O,X,X,X,X
SLTJOZI,O,X,X,O,X,X,X,X,X,X
SLTZIJO,O,O,X,O,O,X,O,O,X,X
SLTZIOJ,O,O,X,O,O,O,O,O,X,O
SLTZJIO,O,O,X,O,O,X,O,O,X,X
SLTZJOI,O,O,X,O,O,X,O,O,X,X
SLTZOIJ,O,O,X,O,O,O,O,O,X,O
SLTZOJI,O,O,X,O,O,X,O,O,X,O
SLTOIJZ,O,X,O,O,X,O,X,X,X,X
SLTOIZJ,O,O,O,O,O,O,O,X,X,X
SLTOJIZ,O,X,O,O,X,O,X,X,X,X
SLTOJZI,O,X,O,O,X,X,X,X,X,X
SLTOZIJ,O,O,O,O,O,O,O,X,X,O
SLTOZJI,O,O,O,O,O,X,O,X,X,O
SLITJZO,O,O,X,O,O,X,O,X,O,X
SLITJOZ,O,X,X,O,X,O,X,X,O,X
SLITZJO,O,O,X,O,O,X,O,X,O,X
SLITZOJ,O,O,X,O,O,O,O,X,X,X
SLITOJZ,O,X,O,O,X,O,X,X,O,X
SLITOZJ,O,O,O,O,O,O,O,X,X,X
SLIJTZO,X,O,X,O,O,X,O,X,O,X
SLIJTOZ,X,O,X,O,X,O,X,X,O,X
SLIJZTO,X,O,X,O,O,X,O,O,O,X
SLIJZOT,X,O,X,O,O,X,O,X,X,X
SLIJOTZ,X,O,O,O,X,O,X,X,O,X
SLIJOZT,X,O,O,O,X,X,X,X,X,X
SLIZTJO,X,O,X,O,O,X,O,O,O,X
SLIZTOJ,X,O,X,O,O,O,O,O,X,O
SLIZJTO,X,O,X,O,O,X,O,O,O,X
SLIZJOT,X,O,X,O,O,X,O,X,X,X
SLIZOTJ,X,O,O,O,O,O,O,X,X,O
SLIZOJT,X,O,O,O,O,X,O,X,X,X
SLIOTJZ,O,X,O,O,X,O,X,X,O,X
SLIOTZJ,O,O,O,O,O,O,O,X,X,X
SLIOJTZ,O,X,O,O,X,O,X,X,O,X
SLIOJZT,X,X,O,O,X,X,X,X,X,X
SLIOZTJ,X,O,O,O,O,O,O,X,X,O
SLIOZJT,X,O,O,O,O,X,O,X,X,X
SLJTIZO,X,O,X,O,O,X,O,X,O,X
SLJTIOZ,X,O,X,O,X,O,X,X,O,X
SLJTZIO,X,O,X,O,O,X,O,O,X,X
SLJTZOI,X,O,X,O,O,X,O,O,X,X
SLJTOIZ,X,O,X,O,X,O,X,X,X,X
SLJTOZI,X,O,X,O,X,X,X,X,X,X
SLJITZO,X,O,X,O,O,X,O,X,O,X
SLJITOZ,X,O,X,O,X,O,X,X,O,X
SLJIZTO,X,O,X,O,O,X,O,O,O,X
SLJIZOT,X,O,X,O,O,X,O,X,X,X
SLJIOTZ,X,O,O,O,X,O,X,X,O,X
SLJIOZT,X,O,O,O,X,X,X,X,X,X
SLJZTIO,X,O,X,O,O,X,O,O,X,X
SLJZTOI,X,O,X,O,O,X,O,O,X,X
SLJZITO,X,O,X,O,O,X,O,O,X,X
SLJZIOT,X,O,X,O,O,X,O,X,X,X
SLJZOTI,X,O,X,O,O,X,O,O,X,X
SLJZOIT,X,O,X,O,O,X,O,X,X,X
SLJOTIZ,X,O,O,O,X,O,X,X,X,X
SLJOTZI,X,O,O,O,X,X,X,X,X,X
SLJOITZ,X,O,O,O,X,O,X,X,X,X
SLJOIZT,X,O,O,O,X,X,X,X,X,X
SLJOZTI,X,O,O,O,X,X,X,O,X,X
SLJOZIT,X,O,O,O,X,X,X,X,X,X
SLZTIJO,X,O,X,O,O,X,O,O,X,X
SLZTIOJ,X,O,X,O,O,O,O,O,X,O
SLZTJIO,X,O,X,O,O,X,O,O,X,X
SLZTJOI,X,O,X,O,O,X,O,O,X,X
SLZTOIJ,X,O,X,O,O,O,O,O,X,O
SLZTOJI,X,O,X,O,O,X,O,O,X,O
SLZITJO,X,O,X,O,O,X,O,O,X,X
SLZITOJ,X,O,X,O,O,O,O,O,X,O
SLZIJTO,X,O,X,O,O,X,O,O,X,X
SLZIJOT,X,O,X,O,O,X,O,X,X,X
SLZIOTJ,X,O,O,O,O,O,O,X,X,O
SLZIOJT,X,O,O,O,O,X,O,X,X,X
SLZJTIO,X,O,X,O,O,X,O,O,X,X
SLZJTOI,X,O,X,O,O,X,O,O,X,X
SLZJITO,X,O,X,O,O,X,O,O,X,X
SLZJIOT,X,O,X,O,O,X,O,X,X,X
SLZJOTI,X,O,X,O,O,X,O,O,X,X
SLZJOIT,X,O,X,O,O,X,O,X,X,X
SLZOTIJ,X,O,O,O,O,O,O,O,X,O
SLZOTJI,X,O,O,O,O,X,O,O,X,O
SLZOITJ,X,O,O,O,O,O,O,X,X,O
SLZOIJT,X,O,O,O,O,X,O,X,X,X
SLZOJTI,X,O,O,O,O,X,O,O,X,X
SLZOJIT,X,O,O,O,O,X,O,X,X,X
SLOTIJZ,O,X,O,O,X,O,X,X,X,X
SLOTIZJ,O,O,O,O,O,O,O,X,X,X
SLOTJIZ,O,X,O,O,X,O,X,X,X,X
SLOTJZI,O,X,O,O,X,X,X,X,X,X
SLOTZIJ,O,O,O,O,O,O,O,X,X,O
SLOTZJI,O,O,O,O,O,X,O,X,X,O
SLOITJZ,O,X,O,O,X,O,X,X,X,X
SLOITZJ,O,O,O,O,O,O,O,X,X,X
SLOIJTZ,O,X,O,O,X,O,X,X,X,X
SLOIJZT,X,X,O,O,X,X,X,X,X,X
SLOIZTJ,X,O,O,O,O,O,O,X,X,O
SLOIZJT,X,O,O,O,O,X,O,X,X,X
SLOJTIZ,O,X,O,O,X,O,X,X,X,X
SLOJTZI,O,X,O,O,X,X,X,X,X,X
SLOJITZ,O,X,O,O,X,O,X,X,X,X
SLOJIZT,X,X,O,O,X,X,X,X,X,X
SLOJZTI,X,X,O,O,X,X,X,O,X,X
SLOJZIT,X,X,O,O,X,X,X,X,X,X
SLOZTIJ,X,O,O,O,O,O,O,O,X,O
SLOZTJI,X,O,O,O,O,X,O,O,X,O
SLOZITJ,X,O,O,O,O,O,O,X,X,O
SLOZIJT,X,O,O,O,O,X,O,X,X,X
SLOZJTI,X,O,O,O,O,X,O,O,X,X
SLOZJIT,X,O,O,O,O,X,O,X,X,X
SJTILZO,X,O,X,O,O,X,O,X,O,X
SJTILOZ,X,O,X,O,X,O,X,X,O,X
SJTIZLO,X,O,X,O,O,X,O,O,O,X
SJTIZOL,X,O,X,O,O,X,O,O,X,X
SJTIOLZ,X,O,X,O,X,O,X,X,O,X
SJTIOZL,X,O,X,O,X,X,X,X,X,X
SJTLIZO,X,O,X,O,O,X,O,X,O,X
SJTLIOZ,X,O,X,O,X,O,X,X,O,X
SJTLZIO,X,O,X,O,O,X,O,O,X,X
SJTLZOI,X,O,X,O,O,X,O,O,X,X
SJTLOIZ,X,O,X,O,X,O,X,X,X,X
SJTLOZI,X,O,X,O,X,X,X,X,X,X
SJTZILO,X,O,X,O,O,X,O,O,O,X
SJTZIOL,X,O,X,O,O,X,O,O,X,O
SJTZLIO,X,O,X,O,O,X,O,O,X,X
SJTZLOI,X,O,X,O,O,X,O,O,X,X
SJTZOIL,X,O,X,O,O,X,O,O,X,O
SJTZOLI,X,O,X,O,O,X,O,O,X,O
SJTOILZ,X,O,X,O,X,O,X,X,O,X
SJTOIZL,X,O,X,O,X,X,X,X,X,X
SJTOLIZ,X,O,X,O,X,O,X,X,X,X
SJTOLZI,X,O,X,O,X,X,X,X,X,X
SJTOZIL,X,O,X,O,X,X,X,O,X,O
SJTOZLI,X,O,X,O,X,X,X,O,X,O
SJITLZO,X,O,X,O,O,X,O,X,O,X
SJITLOZ,X,O,X,O,X,O,X,X,O,X
SJITZLO,X,O,X,O,O,X,O,O,O,X
SJITZOL,X,O,X,O,O,X,O,O,X,X
SJITOLZ,X,O,X,O,X,O,X,X,O,X
SJITOZL,X,O,X,O,X,X,X,X,X,X
SJILTZO,X,O,X,O,O,X,O,X,O,X
SJILTOZ,X,O,X,O,X,O,X,X,O,X
SJILZTO,X,O,X,O,O,X,O,O,O,X
SJILZOT,X,O,X,O,O,X,O,X,X,X
SJILOTZ,X,O,O,O,X,O,X,X,O,X
SJILOZT,X,O,O,O,X,X,X,X,X,X
SJIZTLO,X,O,X,O,O,X,O,O,O,X
SJIZTOL,X,O,X,O,O,X,O,O,X,O
SJIZLTO,X,O,X,O,O,X,O,O,O,X
SJIZLOT,X,O,X,O,O,X,O,X,X,X
SJIZOTL,X,O,X,O,O,X,O,X,X,O
SJIZOLT,X,O,X,O,O,X,O,X,X,X
SJIOTLZ,X,O,O,O,X,O,X,X,O,X
SJIOTZL,X,O,O,O,X,X,X,X,X,X
SJIOLTZ,X,O,O,O,X,O,X,X,O,X
SJIOLZT,X,O,O,O,X,X,X,X,X,X
SJIOZTL,X,O,O,O,X,X,X,X,X,O
SJIOZLT,X,O,O,O,X,X,X,X,X,X
SJLTIZO,X,O,X,O,O,X,O,X,O,X
SJLTIOZ,X,O,X,O,X,O,X,X,O,X
SJLTZIO,X,O,X,O,O,X,O,O,X,X
SJLTZOI,X,O,X,O,O,X,O,O,X,X
SJLTOIZ,X,O,X,O,X,O,X,X,X,X
SJLTOZI,X,O,X,O,X,X,X,X,X,X
SJLITZO,X,O,X,O,O,X,O,X,O,X
SJLITOZ,X,O,X,O,X,O,X,X,O,X
SJLIZTO,X,O,X,O,O,X,O,O,O,X
SJLIZOT,X,O,X,O,O,X,O,X,X,X
SJLIOTZ,X,O,O,O,X,O,X,X,O,X
SJLIOZT,X,O,O,O,X,X,X,X,X,X
SJLZTIO,X,O,X,O,O,X,O,O,X,X
SJLZTOI,X,O,X,O,O,X,O,O,X,X
SJLZITO,X,O,X,O,O,X,O,O,X,X
SJLZIOT,X,O,X,O,O,X,O,X,X,X
SJLZOTI,X,O,X,O,O,X,O,O,X,X
SJLZOIT,X,O,X,O,O,X,O,X,X,X
SJLOTIZ,X,O,O,O,X,O,X,X,X,X
SJLOTZI,X,O,O,O,X,X,X,X,X,X
SJLOITZ,X,O,O,O,X,O,X,X,X,X
SJLOIZT,X,O,O,O,X,X,X,X,X,X
SJLOZTI,X,O,O,O,X,X,X,O,X,X
SJLOZIT,X,O,O,O,X,X,X,X,X,X
SJZTILO,X,O,X,O,O,X,O,O,O,X
SJZTIOL,X,O,X,O,O,X,O,O,X,O
SJZTLIO,X,O,X,O,O,X,O,O,X,X
SJZTLOI,X,O,X,O,O,X,O,O,X,X
SJZTOIL,X,O,X,O,O,X,O,O,X,O
SJZTOLI,X,O,X,O,O,X,O,O,X,O
SJZITLO,X,O,X,O,O,X,O,O,O,X
SJZITOL,X,O,X,O,O,X,O,O,X,O
SJZILTO,X,O,X,O,O,X,O,O,O,X
SJZILOT,X,O,X,O,O,X,O,X,X,X
SJZIOTL,X,O,X,O,O,X,O,X,X,O
SJZIOLT,X,O,X,O,O,X,O,X,X,X
SJZLTIO,X,O,X,O,O,X,O,O,X,X
SJZLTOI,X,O,X,O,O,X,O,O,X,X
SJZLITO,X,O,X,O,O,X,O,O,X,X
SJZLIOT,X,O,X,O,O,X,O,X,X,X
SJZLOTI,X,O,X,O,O,X,O,O,X,X
SJZLOIT,X,O,X,O,O,X,O,X,X,X
SJZOTIL,X,O,X,O,O,X,O,O,X,O
SJZOTLI,X,O,X,O,O,X,O,O,X,O
SJZOITL,X,O,X,O,O,X,O,X,X,O
SJZOILT,X,O,X,O,O,X,O,X,X,X
SJZOLTI,X,O,X,O,O,X,O,O,X,X
SJZOLIT,X,O,X,O,O,X,O,X,X,X
SJOTILZ,X,O,O,O,X,O,X,X,O,X
SJOTIZL,X,O,O,O,X,X,X,X,X,X
SJOTLIZ,X,O,O,O,X,O,X,X,X,X
