sequence,v115@PhE8EeF8EeA8Je2EJvhFRgBCjBfrBlmB0sBzrB,v115@PhE8EeF8EeA8JeT/IvhF/lBamBWnBxnB1wB0sB,v115@PhE8EeF8EeA8JeT/IvhFmgBfnBxiB0lBqsB1wB,v115@PhE8EeF8EeA8JeT/IvhF/lB1mBxiBqsBmrBUrB,v115@PhE8EeF8EeA8JeT/IvhFxgBymB+nB0lB1wBXtB,v115@PhE8EeF8EeA8JeT/IvhFxgB6nBllBcrBesBXtB,v115@PhE8EeF8EeA8JeT/IvhF2lBCjBUnBfrBlmBRxB
ZOSJLIT,O,X,X,O,X,X,X
OTILJSZ,X,O,X,O,X,X,X
OTILJZS,X,X,X,O,O,X,O
OTILSJZ,X,O,O,O,X,X,X
OTILSZJ,X,O,O,X,X,X,X
OTILZJS,X,X,O,X,O,O,O
OTILZSJ,X,X,O,X,O,X,X
OTIJLSZ,X,O,X,X,X,X,X
OTIJLZS,X,X,X,X,O,X,O
OTIJSLZ,X,O,X,X,X,X,X
OTIJSZL,X,O,X,X,X,X,X
OTIJZLS,X,X,X,X,O,O,O
OTIJZSL,X,O,X,X,O,O,X
OTISLJZ,X,O,X,O,X,X,X
OTISLZJ,X,O,X,X,X,X,X
OTISJLZ,X,O,X,X,X,X,X
OTISJZL,X,O,X,X,X,X,X
OTISZLJ,X,O,X,X,X,X,X
OTISZJL,X,O,X,X,X,O,X
OTIZLJS,X,X,O,X,O,O,O
OTIZLSJ,X,X,O,X,O,X,X
OTIZJLS,X,X,O,X,O,O,O
OTIZJSL,X,O,X,X,O,O,X
OTIZSLJ,X,O,X,X,O,X,X
OTIZSJL,X,O,X,X,O,O,X
OTLIJSZ,X,O,X,O,X,X,X
OTLIJZS,X,X,X,O,O,X,O
OTLISJZ,X,O,O,O,X,X,X
OTLISZJ,X,O,O,X,X,X,X
OTLIZJS,X,X,O,X,O,O,O
OTLIZSJ,X,X,O,X,O,X,X
OTLJISZ,X,O,X,O,X,X,X
OTLJIZS,X,X,X,O,O,X,O
OTLJSIZ,X,O,O,O,X,X,X
OTLJSZI,X,O,O,O,O,X,X
OTLJZIS,X,X,O,O,O,X,X
OTLJZSI,X,X,O,O,O,X,X
OTLSIJZ,X,O,O,O,X,X,X
OTLSIZJ,X,O,O,X,X,X,X
OTLSJIZ,X,O,O,O,X,X,X
OTLSJZI,X,O,O,O,O,X,X
OTLSZIJ,X,O,O,X,O,X,X
OTLSZJI,X,O,O,X,O,X,X
OTLZIJS,X,X,O,X,O,O,X
OTLZISJ,X,X,O,X,O,X,X
OTLZJIS,X,X,O,X,O,O,X
OTLZJSI,X,X,O,X,O,O,X
OTLZSIJ,X,X,O,X,O,X,X
OTLZSJI,X,X,O,X,O,X,X
OTJILSZ,X,O,X,X,X,X,X
OTJILZS,X,X,X,X,O,X,O
OTJISLZ,X,O,X,X,X,X,X
OTJISZL,X,O,X,X,X,X,X
OTJIZLS,X,X,X,X,O,O,O
OTJIZSL,X,O,X,X,O,O,X
OTJLISZ,X,O,X,O,X,X,X
OTJLIZS,X,X,X,O,O,X,O
OTJLSIZ,X,O,O,O,X,X,X
OTJLSZI,X,O,O,O,O,X,X
OTJLZIS,X,X,O,O,O,O,X
OTJLZSI,X,X,O,O,O,O,X
OTJSILZ,X,O,X,X,X,X,X
OTJSIZL,X,O,X,X,X,X,X
OTJSLIZ,X,O,X,O,X,X,X
OTJSLZI,X,O,X,O,O,X,X
OTJSZIL,X,O,X,X,O,X,X
OTJSZLI,X,O,X,X,O,X,X
OTJZILS,X,X,O,X,O,O,X
OTJZISL,X,O,X,X,O,O,X
OTJZLIS,X,X,O,X,O,O,X
OTJZLSI,X,X,O,X,O,O,X
OTJZSIL,X,O,X,X,O,O,X
OTJZSLI,X,O,O,X,O,O,X
OTSILJZ,X,O,X,O,X,X,X
OTSILZJ,X,O,X,X,X,X,X
OTSIJLZ,X,O,X,X,X,X,X
OTSIJZL,X,O,X,X,X,X,X
OTSIZLJ,X,O,X,X,X,X,X
OTSIZJL,X,O,X,X,X,O,X
OTSLIJZ,X,O,O,O,X,X,X
OTSLIZJ,X,O,O,X,X,X,X
OTSLJIZ,X,O,O,O,X,X,X
OTSLJZI,X,O,O,O,O,X,X
OTSLZIJ,X,O,O,X,O,X,X
OTSLZJI,X,O,O,X,O,X,X
OTSJILZ,X,O,X,X,X,X,X
OTSJIZL,X,O,X,X,X,X,X
OTSJLIZ,X,O,X,O,X,X,X
OTSJLZI,X,O,X,O,O,X,X
OTSJZIL,X,O,X,X,O,X,X
OTSJZLI,X,O,X,X,O,X,X
OTSZILJ,X,O,X,X,O,X,X
OTSZIJL,X,O,X,X,O,O,X
OTSZLIJ,X,O,O,X,O,X,X
OTSZLJI,X,O,O,X,O,X,X
OTSZJIL,X,O,X,X,O,O,X
OTSZJLI,X,O,O,X,O,O,X
OTZILJS,X,X,O,X,O,O,X
OTZILSJ,X,X,O,X,O,X,X
OTZIJLS,X,X,O,X,O,O,X
OTZIJSL,X,O,X,X,O,O,X
OTZISLJ,X,O,X,X,O,X,X
OTZISJL,X,O,X,X,O,O,X
OTZLIJS,X,X,O,X,O,O,X
OTZLISJ,X,X,O,X,O,X,X
OTZLJIS,X,X,O,X,O,O,X
OTZLJSI,X,X,O,X,O,O,X
OTZLSIJ,X,X,O,X,O,X,X
OTZLSJI,X,X,O,X,O,X,X
OTZJILS,X,X,O,X,O,O,X
OTZJISL,X,O,X,X,O,O,X
OTZJLIS,X,X,O,X,O,O,X
OTZJLSI,X,X,O,X,O,O,X
OTZJSIL,X,O,X,X,O,O,X
OTZJSLI,X,O,O,X,O,O,X
OTZSILJ,X,O,X,X,O,X,X
OTZSIJL,X,O,X,X,O,O,X
OTZSLIJ,X,O,O,X,O,X,X
OTZSLJI,X,O,O,X,O,X,X
OTZSJIL,X,O,X,X,O,O,X
OTZSJLI,X,O,O,X,O,O,X
OITLJSZ,X,O,X,O,X,X,X
OITLJZS,X,X,X,O,O,X,O
OITLSJZ,X,O,O,O,X,X,X
OITLSZJ,X,O,O,X,X,X,X
OITLZJS,X,X,O,X,O,O,O
OITLZSJ,X,X,O,X,O,X,X
OITJLSZ,X,O,X,X,X,X,X
OITJLZS,X,X,X,X,O,X,O
OITJSLZ,X,O,X,X,X,X,X
OITJSZL,X,O,X,X,X,X,X
OITJZLS,X,X,X,X,O,O,O
OITJZSL,X,O,X,X,O,O,X
OITSLJZ,X,O,X,O,X,X,X
OITSLZJ,X,O,X,X,X,X,X
OITSJLZ,X,O,X,X,X,X,X
OITSJZL,X,O,X,X,X,X,X
OITSZLJ,X,O,X,X,X,X,X
OITSZJL,X,O,X,X,X,O,X
OITZLJS,X,X,O,X,O,O,O
OITZLSJ,X,X,O,X,O,X,X
OITZJLS,X,X,O,X,O,O,O
OITZJSL,X,O,X,X,O,O,X
OITZSLJ,X,O,X,X,O,X,X
OITZSJL,X,O,X,X,O,O,X
OILTJSZ,X,O,X,O,X,X,X
OILTJZS,X,X,X,O,X,X,O
OILTSJZ,X,O,O,O,X,X,X
OILTSZJ,X,O,O,X,X,X,X
OILTZJS,X,X,O,X,X,X,O
OILTZSJ,X,X,O,X,X,X,X
OILJTSZ,X,X,X,O,X,X,X
OILJTZS,X,X,X,O,X,X,O
OILJSTZ,X,X,X,O,X,X,X
OILJSZT,X,X,X,O,X,X,O
OILJZTS,X,X,X,O,X,X,O
OILJZST,X,X,X,O,X,X,O
OILSTJZ,X,O,X,O,X,X,X
OILSTZJ,X,O,X,X,X,X,X
OILSJTZ,X,X,X,O,X,X,X
OILSJZT,X,X,X,O,X,X,O
OILSZTJ,X,O,X,X,X,X,X
OILSZJT,X,X,X,O,X,X,O
OILZTJS,X,X,O,X,X,X,O
OILZTSJ,X,X,O,X,X,X,X
OILZJTS,X,X,O,O,X,X,O
OILZJST,X,X,X,O,X,X,O
OILZSTJ,X,O,X,X,X,X,X
OILZSJT,X,X,X,O,X,X,O
OIJTLSZ,X,O,X,X,X,X,X
OIJTLZS,X,X,X,X,X,X,O
OIJTSLZ,X,O,X,X,X,X,X
OIJTSZL,X,O,X,X,X,X,X
OIJTZLS,X,X,X,X,X,X,O
OIJTZSL,X,O,X,X,X,X,X
OIJLTSZ,X,X,X,O,X,X,X
OIJLTZS,X,X,X,O,X,X,O
OIJLSTZ,X,X,X,O,X,X,X
OIJLSZT,X,X,X,O,X,X,O
OIJLZTS,X,X,X,O,X,O,O
OIJLZST,X,X,X,O,X,X,O
OIJSTLZ,X,O,X,X,X,X,X
OIJSTZL,X,O,X,X,X,X,X
OIJSLTZ,X,X,X,O,X,X,X
OIJSLZT,X,X,X,O,X,X,O
OIJSZTL,X,O,X,X,X,X,X
OIJSZLT,X,X,X,X,X,X,O
OIJZTLS,X,X,X,X,X,O,O
OIJZTSL,X,X,X,X,X,O,X
OIJZLTS,X,X,X,X,X,O,O
OIJZLST,X,X,X,X,X,X,O
OIJZSTL,X,O,X,X,X,X,X
OIJZSLT,X,X,X,X,X,X,O
OISTLJZ,X,O,X,O,X,X,X
OISTLZJ,X,O,X,X,X,X,X
OISTJLZ,X,O,X,X,X,X,X
OISTJZL,X,O,X,X,X,X,X
OISTZLJ,X,O,X,X,X,X,X
OISTZJL,X,O,X,X,X,X,X
OISLTJZ,X,O,X,O,X,X,X
OISLTZJ,X,O,X,X,X,X,X
OISLJTZ,X,X,X,O,X,X,X
OISLJZT,X,X,X,O,X,X,O
OISLZTJ,X,O,X,X,X,X,X
OISLZJT,X,X,X,O,X,X,O
OISJTLZ,X,O,X,X,X,X,X
OISJTZL,X,O,X,X,X,X,X
OISJLTZ,X,X,X,O,X,X,X
OISJLZT,X,X,X,O,X,X,O
OISJZTL,X,O,X,X,X,X,X
OISJZLT,X,X,X,X,X,X,O
OISZTLJ,X,O,X,X,X,X,X
OISZTJL,X,O,X,X,X,X,X
OISZLTJ,X,O,X,X,X,X,X
OISZLJT,X,X,X,O,X,X,O
OISZJTL,X,O,X,X,X,X,X
OISZJLT,X,X,X,X,X,X,O
OIZTLJS,X,X,O,X,O,O,O
OIZTLSJ,X,X,O,X,O,X,X
OIZTJLS,X,X,O,X,O,O,O
OIZTJSL,X,O,X,X,O,O,X
OIZTSLJ,X,O,X,X,O,X,X
OIZTSJL,X,O,X,X,O,O,X
OIZLTJS,X,X,O,X,O,X,O
OIZLTSJ,X,X,O,X,O,X,X
OIZLJTS,X,X,O,O,X,X,O
OIZLJST,X,X,X,O,X,X,O
OIZLSTJ,X,O,X,X,X,X,X
OIZLSJT,X,X,X,O,X,X,O
OIZJTLS,X,X,O,X,O,O,O
OIZJTSL,X,X,X,X,O,O,X
OIZJLTS,X,X,O,X,X,O,O
OIZJLST,X,X,X,X,X,X,O
OIZJSTL,X,O,X,X,X,X,X
OIZJSLT,X,X,X,X,X,X,O
OIZSTLJ,X,O,X,X,O,X,X
OIZSTJL,X,O,X,X,O,X,X
OIZSLTJ,X,O,X,X,X,X,X
OIZSLJT,X,X,X,O,X,X,O
OIZSJTL,X,O,X,X,X,X,X
OIZSJLT,X,X,X,X,X,X,O
OLTIJSZ,X,O,X,O,X,X,X
OLTIJZS,X,X,X,O,O,X,O
OLTISJZ,X,O,O,O,X,X,X
OLTISZJ,X,O,O,X,X,X,X
OLTIZJS,X,X,O,X,O,O,O
OLTIZSJ,X,X,O,X,O,X,X
OLTJISZ,X,O,X,O,X,X,X
OLTJIZS,X,X,X,O,O,X,O
OLTJSIZ,X,O,O,O,X,X,X
OLTJSZI,X,O,O,O,O,X,X
OLTJZIS,X,X,O,O,O,X,X
OLTJZSI,X,X,O,O,O,X,X
OLTSIJZ,X,O,O,O,X,X,X
OLTSIZJ,X,O,O,X,X,X,X
OLTSJIZ,X,O,O,O,X,X,X
OLTSJZI,X,O,O,O,O,X,X
OLTSZIJ,X,O,O,X,O,X,X
OLTSZJI,X,O,O,X,O,X,X
OLTZIJS,X,X,O,X,O,O,X
OLTZISJ,X,X,O,X,O,X,X
OLTZJIS,X,X,O,X,O,O,X
OLTZJSI,X,X,O,X,O,O,X
OLTZSIJ,X,X,O,X,O,X,X
OLTZSJI,X,X,O,X,O,X,X
OLITJSZ,X,O,X,O,X,X,X
OLITJZS,X,X,X,O,X,X,O
OLITSJZ,X,O,O,O,X,X,X
OLITSZJ,X,O,O,X,X,X,X
OLITZJS,X,X,O,X,X,X,O
OLITZSJ,X,X,O,X,X,X,X
OLIJTSZ,X,X,X,O,X,X,X
OLIJTZS,X,X,X,O,X,X,O
OLIJSTZ,X,X,X,O,X,X,X
OLIJSZT,X,X,X,O,X,X,O
OLIJZTS,X,X,X,O,X,X,O
OLIJZST,X,X,X,O,X,X,O
OLISTJZ,X,O,X,O,X,X,X
OLISTZJ,X,O,X,X,X,X,X
OLISJTZ,X,X,X,O,X,X,X
OLISJZT,X,X,X,O,X,X,O
OLISZTJ,X,O,X,X,X,X,X
OLISZJT,X,X,X,O,X,X,O
OLIZTJS,X,X,O,X,X,X,O
OLIZTSJ,X,X,O,X,X,X,X
OLIZJTS,X,X,O,O,X,X,O
OLIZJST,X,X,X,O,X,X,O
OLIZSTJ,X,O,X,X,X,X,X
OLIZSJT,X,X,X,O,X,X,O
OLJTISZ,X,X,X,O,X,X,X
OLJTIZS,X,X,X,O,X,X,O
OLJTSIZ,X,X,O,O,X,X,X
OLJTSZI,X,X,O,O,X,X,X
OLJTZIS,X,X,O,O,X,O,X
OLJTZSI,X,X,O,O,X,O,X
OLJITSZ,X,X,X,O,X,X,X
OLJITZS,X,X,X,O,X,X,O
OLJISTZ,X,X,X,O,X,X,X
OLJISZT,O,X,X,O,X,X,O
OLJIZTS,X,X,X,O,X,O,O
OLJIZST,O,X,X,O,X,X,O
OLJSTIZ,X,X,X,O,X,X,X
OLJSTZI,X,X,X,O,X,X,X
OLJSITZ,X,X,X,O,X,X,X
OLJSIZT,O,X,X,O,X,X,O
OLJSZTI,O,X,X,O,X,O,X
OLJSZIT,O,X,X,O,X,X,X
OLJZTIS,X,X,O,O,X,O,X
OLJZTSI,X,X,O,O,X,O,X
OLJZITS,X,X,O,O,X,O,O
OLJZIST,O,X,X,O,X,X,O
OLJZSTI,O,X,O,O,X,O,X
OLJZSIT,O,X,X,O,X,X,X
OLSTIJZ,X,O,O,O,X,X,X
OLSTIZJ,X,O,O,X,X,X,X
OLSTJIZ,X,O,O,O,X,X,X
OLSTJZI,X,O,O,O,X,X,X
OLSTZIJ,X,O,O,X,X,X,X
OLSTZJI,X,O,O,X,X,X,X
OLSITJZ,X,O,X,O,X,X,X
OLSITZJ,X,O,X,X,X,X,X
OLSIJTZ,X,X,X,O,X,X,X
OLSIJZT,O,X,X,O,X,X,O
OLSIZTJ,O,O,X,X,X,X,X
OLSIZJT,O,X,X,O,X,X,O
OLSJTIZ,X,O,X,O,X,X,X
OLSJTZI,X,O,X,O,X,X,X
OLSJITZ,X,X,X,O,X,X,X
OLSJIZT,O,X,X,O,X,X,O
OLSJZTI,O,X,X,O,X,X,X
OLSJZIT,O,X,X,O,X,X,X
OLSZTIJ,O,O,O,X,X,X,X
OLSZTJI,O,O,O,X,X,X,X
OLSZITJ,O,O,X,X,X,X,X
OLSZIJT,O,X,X,O,X,X,X
OLSZJTI,O,X,O,O,X,X,X
OLSZJIT,O,X,X,O,X,X,X
OLZTIJS,X,X,O,X,O,O,X
OLZTISJ,X,X,O,X,O,X,X
OLZTJIS,X,X,O,X,O,O,X
OLZTJSI,X,X,O,X,O,O,X
OLZTSIJ,X,X,O,X,O,X,X
OLZTSJI,X,X,O,X,O,X,X
OLZITJS,X,X,O,X,O,X,O
OLZITSJ,X,X,O,X,O,X,X
OLZIJTS,X,X,O,O,X,X,O
OLZIJST,X,X,X,O,X,X,O
OLZISTJ,X,O,X,X,X,X,X
OLZISJT,X,X,X,O,X,X,O
OLZJTIS,X,X,O,O,X,O,X
OLZJTSI,X,X,O,O,X,O,X
OLZJITS,X,X,O,O,X,O,O
OLZJIST,O,X,X,O,X,X,O
OLZJSTI,O,X,O,O,X,O,X
OLZJSIT,O,X,X,O,X,X,X
OLZSTIJ,O,O,O,X,X,X,X
OLZSTJI,O,O,O,X,X,X,X
OLZSITJ,O,O,X,X,X,X,X
OLZSIJT,O,X,X,O,X,X,X
OLZSJTI,O,X,O,O,X,X,X
OLZSJIT,O,X,X,O,X,X,X
OJTILSZ,X,O,X,X,X,X,X
OJTILZS,X,X,X,X,O,X,O
OJTISLZ,X,O,X,X,X,X,X
OJTISZL,X,O,X,X,X,X,X
OJTIZLS,X,X,X,X,O,O,O
OJTIZSL,X,O,X,X,O,O,X
OJTLISZ,X,O,X,O,X,X,X
OJTLIZS,X,X,X,O,O,X,O
OJTLSIZ,X,O,O,O,X,X,X
OJTLSZI,X,O,O,O,O,X,X
OJTLZIS,X,X,O,O,O,O,X
OJTLZSI,X,X,O,O,O,O,X
OJTSILZ,X,O,X,X,X,X,X
OJTSIZL,X,O,X,X,X,X,X
OJTSLIZ,X,O,X,O,X,X,X
OJTSLZI,X,O,X,O,O,X,X
OJTSZIL,X,O,X,X,O,X,X
OJTSZLI,X,O,X,X,O,X,X
OJTZILS,X,X,O,X,O,O,X
OJTZISL,X,O,X,X,O,O,X
OJTZLIS,X,X,O,X,O,O,X
OJTZLSI,X,X,O,X,O,O,X
OJTZSIL,X,O,X,X,O,O,X
OJTZSLI,X,O,O,X,O,O,X
OJITLSZ,X,O,X,X,X,X,X
OJITLZS,X,X,X,X,X,X,O
OJITSLZ,X,O,X,X,X,X,X
OJITSZL,X,O,X,X,X,X,X
OJITZLS,X,X,X,X,X,X,O
OJITZSL,X,O,X,X,X,X,X
OJILTSZ,X,X,X,O,X,X,X
OJILTZS,X,X,X,O,X,X,O
OJILSTZ,X,X,X,O,X,X,X
OJILSZT,O,X,X,O,X,X,O
OJILZTS,X,X,X,O,X,O,O
OJILZST,O,X,X,O,X,X,O
OJISTLZ,X,O,X,X,X,X,X
OJISTZL,X,O,X,X,X,X,X
OJISLTZ,X,X,X,O,X,X,X
OJISLZT,O,X,X,O,X,X,O
OJISZTL,O,O,X,X,X,X,X
OJISZLT,O,X,X,X,X,X,O
OJIZTLS,X,X,X,X,X,O,O
OJIZTSL,X,X,X,X,X,O,X
OJIZLTS,X,X,X,X,X,O,O
OJIZLST,O,X,X,X,X,X,O
OJIZSTL,O,O,X,X,X,X,X
OJIZSLT,O,X,X,X,X,X,O
OJLTISZ,X,X,X,O,X,X,X
OJLTIZS,X,X,X,O,X,X,O
OJLTSIZ,X,X,O,O,X,X,X
OJLTSZI,X,X,O,O,X,X,X
OJLTZIS,X,X,O,O,X,O,X
OJLTZSI,X,X,O,O,X,O,X
OJLITSZ,X,X,X,O,X,X,X
OJLITZS,X,X,X,O,X,X,O
OJLISTZ,X,X,X,O,X,X,X
OJLISZT,O,X,X,O,X,X,O
OJLIZTS,X,X,X,O,X,O,O
OJLIZST,O,X,X,O,X,X,O
OJLSTIZ,X,X,X,O,X,X,X
OJLSTZI,X,X,X,O,X,X,X
OJLSITZ,X,X,X,O,X,X,X
OJLSIZT,O,X,X,O,X,X,O
OJLSZTI,O,X,X,O,X,O,X
OJLSZIT,O,X,X,O,X,X,X
OJLZTIS,X,X,O,O,X,O,X
OJLZTSI,X,X,O,O,X,O,X
OJLZITS,X,X,O,O,X,O,O
OJLZIST,O,X,X,O,X,X,O
OJLZSTI,O,X,O,O,X,O,X
OJLZSIT,O,X,X,O,X,X,X
OJSTILZ,X,O,X,X,X,X,X
OJSTIZL,X,O,X,X,X,X,X
OJSTLIZ,X,O,X,O,X,X,X
OJSTLZI,X,O,X,O,X,X,X
OJSTZIL,X,O,X,X,X,X,X
OJSTZLI,X,O,X,X,X,X,X
OJSITLZ,X,O,X,X,X,X,X
OJSITZL,X,O,X,X,X,X,X
OJSILTZ,X,X,X,O,X,X,X
OJSILZT,O,X,X,O,X,X,O
OJSIZTL,O,O,X,X,X,X,X
OJSIZLT,O,X,X,X,X,X,O
OJSLTIZ,X,O,X,O,X,X,X
OJSLTZI,X,O,X,O,X,X,X
OJSLITZ,X,X,X,O,X,X,X
OJSLIZT,O,X,X,O,X,X,O
OJSLZTI,O,X,X,O,X,O,X
OJSLZIT,O,X,X,O,X,X,X
OJSZTIL,O,O,X,X,X,O,X
OJSZTLI,O,O,X,X,X,O,X
OJSZITL,O,O,X,X,X,X,X
OJSZILT,O,X,X,X,X,X,X
OJSZLTI,O,X,X,O,X,O,X
OJSZLIT,O,X,X,O,X,X,X
OJZTILS,X,X,O,X,O,O,X
OJZTISL,X,X,X,X,O,O,X
OJZTLIS,X,X,O,X,O,O,X
OJZTLSI,X,X,O,X,O,O,X
OJZTSIL,X,X,X,X,O,O,X
OJZTSLI,X,X,O,X,O,O,X
OJZITLS,X,X,O,X,O,O,O
OJZITSL,X,X,X,X,O,O,X
OJZILTS,X,X,O,X,X,O,O
OJZILST,O,X,X,X,X,X,O
OJZISTL,O,O,X,X,X,X,X
OJZISLT,O,X,X,X,X,X,O
OJZLTIS,X,X,O,O,X,O,X
OJZLTSI,X,X,O,O,X,O,X
OJZLITS,X,X,O,O,X,O,O
OJZLIST,O,X,X,O,X,X,O
OJZLSTI,O,X,O,O,X,O,X
OJZLSIT,O,X,X,O,X,X,X
OJZSTIL,O,O,X,X,X,O,X
OJZSTLI,O,O,O,X,X,O,X
OJZSITL,O,O,X,X,X,X,X
OJZSILT,O,X,X,X,X,X,X
OJZSLTI,O,X,O,O,X,O,X
OJZSLIT,O,X,X,O,X,X,X
OSTILJZ,X,O,X,O,X,X,X
OSTILZJ,X,O,X,X,X,X,X
OSTIJLZ,X,O,X,X,X,X,X
OSTIJZL,X,O,X,X,X,X,X
OSTIZLJ,X,O,X,X,X,X,X
OSTIZJL,X,O,X,X,X,O,X
OSTLIJZ,X,O,O,O,X,X,X
OSTLIZJ,X,O,O,X,X,X,X
OSTLJIZ,X,O,O,O,X,X,X
OSTLJZI,X,O,O,O,O,X,X
OSTLZIJ,X,O,O,X,O,X,X
OSTLZJI,X,O,O,X,O,X,X
OSTJILZ,X,O,X,X,X,X,X
OSTJIZL,X,O,X,X,X,X,X
OSTJLIZ,X,O,X,O,X,X,X
OSTJLZI,X,O,X,O,O,X,X
OSTJZIL,X,O,X,X,O,X,X
OSTJZLI,X,O,X,X,O,X,X
OSTZILJ,X,O,X,X,O,X,X
OSTZIJL,X,O,X,X,O,O,X
OSTZLIJ,X,O,O,X,O,X,X
OSTZLJI,X,O,O,X,O,X,X
OSTZJIL,X,O,X,X,O,O,X
OSTZJLI,X,O,O,X,O,O,X
OSITLJZ,X,O,X,O,X,X,X
OSITLZJ,X,O,X,X,X,X,X
OSITJLZ,X,O,X,X,X,X,X
OSITJZL,X,O,X,X,X,X,X
OSITZLJ,X,O,X,X,X,X,X
OSITZJL,X,O,X,X,X,X,X
OSILTJZ,X,O,X,O,X,X,X
OSILTZJ,X,O,X,X,X,X,X
OSILJTZ,X,X,X,O,X,X,X
OSILJZT,O,X,X,O,X,X,O
OSILZTJ,O,O,X,X,X,X,X
OSILZJT,O,X,X,O,X,X,O
OSIJTLZ,X,O,X,X,X,X,X
OSIJTZL,X,O,X,X,X,X,X
OSIJLTZ,X,X,X,O,X,X,X
OSIJLZT,O,X,X,O,X,X,O
OSIJZTL,O,O,X,X,X,X,X
OSIJZLT,O,X,X,X,X,X,O
OSIZTLJ,O,O,X,X,X,X,X
OSIZTJL,O,O,X,X,X,X,X
OSIZLTJ,O,O,X,X,X,X,X
OSIZLJT,O,X,X,O,X,X,O
OSIZJTL,O,O,X,X,X,X,X
OSIZJLT,O,X,X,X,X,X,O
OSLTIJZ,X,O,O,O,X,X,X
OSLTIZJ,X,O,O,X,X,X,X
OSLTJIZ,X,O,O,O,X,X,X
OSLTJZI,X,O,O,O,X,X,X
OSLTZIJ,X,O,O,X,X,X,X
OSLTZJI,X,O,O,X,X,X,X
OSLITJZ,X,O,X,O,X,X,X
OSLITZJ,X,O,X,X,X,X,X
OSLIJTZ,X,X,X,O,X,X,X
OSLIJZT,O,X,X,O,X,X,O
OSLIZTJ,O,O,X,X,X,X,X
OSLIZJT,O,X,X,O,X,X,O
OSLJTIZ,X,O,X,O,X,X,X
OSLJTZI,X,O,X,O,X,X,X
OSLJITZ,X,X,X,O,X,X,X
OSLJIZT,O,X,X,O,X,X,O
OSLJZTI,O,X,X,O,X,X,X
OSLJZIT,O,X,X,O,X,X,X
OSLZTIJ,O,O,O,X,X,X,X
OSLZTJI,O,O,O,X,X,X,X
OSLZITJ,O,O,X,X,X,X,X
OSLZIJT,O,X,X,O,X,X,X
OSLZJTI,O,X,O,O,X,X,X
OSLZJIT,O,X,X,O,X,X,X
OSJTILZ,X,O,X,X,X,X,X
OSJTIZL,X,O,X,X,X,X,X
OSJTLIZ,X,O,X,O,X,X,X
OSJTLZI,X,O,X,O,X,X,X
OSJTZIL,X,O,X,X,X,X,X
OSJTZLI,X,O,X,X,X,X,X
OSJITLZ,X,O,X,X,X,X,X
OSJITZL,X,O,X,X,X,X,X
OSJILTZ,X,X,X,O,X,X,X
OSJILZT,O,X,X,O,X,X,O
OSJIZTL,O,O,X,X,X,X,X
OSJIZLT,O,X,X,X,X,X,O
OSJLTIZ,X,O,X,O,X,X,X
OSJLTZI,X,O,X,O,X,X,X
OSJLITZ,X,X,X,O,X,X,X
OSJLIZT,O,X,X,O,X,X,O
OSJLZTI,O,X,X,O,X,O,X
OSJLZIT,O,X,X,O,X,X,X
OSJZTIL,O,O,X,X,X,O,X
OSJZTLI,O,O,X,X,X,O,X
OSJZITL,O,O,X,X,X,X,X
OSJZILT,O,X,X,X,X,X,X
OSJZLTI,O,X,X,O,X,O,X
OSJZLIT,O,X,X,O,X,X,X
OSZTILJ,O,O,X,X,O,X,X
OSZTIJL,O,O,X,X,O,O,X
OSZTLIJ,O,O,O,X,O,X,X
OSZTLJI,O,O,O,X,O,X,X
OSZTJIL,O,O,X,X,O,O,X
OSZTJLI,O,O,O,X,O,O,X
OSZITLJ,O,O,X,X,O,X,X
OSZITJL,O,O,X,X,O,X,X
OSZILTJ,O,O,X,X,X,X,X
OSZILJT,O,X,X,O,X,X,X
OSZIJTL,O,O,X,X,X,X,X
OSZIJLT,O,X,X,X,X,X,X
OSZLTIJ,O,O,O,X,X,X,X
OSZLTJI,O,O,O,X,X,X,X
OSZLITJ,O,O,X,X,X,X,X
OSZLIJT,O,X,X,O,X,X,X
OSZLJTI,O,X,O,O,X,X,X
OSZLJIT,O,X,X,O,X,X,X
OSZJTIL,O,O,X,X,X,O,X
OSZJTLI,O,O,O,X,X,O,X
OSZJITL,O,O,X,X,X,X,X
OSZJILT,O,X,X,X,X,X,X
OSZJLTI,O,X,O,O,X,O,X
OSZJLIT,O,X,X,O,X,X,X
OZTILJS,X,X,O,X,O,O,X
OZTILSJ,X,X,O,X,O,X,X
OZTIJLS,X,X,O,X,O,O,X
OZTIJSL,X,O,X,X,O,O,X
OZTISLJ,X,O,X,X,O,X,X
OZTISJL,X,O,X,X,O,O,X
OZTLIJS,X,X,O,X,O,O,X
OZTLISJ,X,X,O,X,O,X,X
OZTLJIS,X,X,O,X,O,O,X
OZTLJSI,X,X,O,X,O,O,X
OZTLSIJ,X,X,O,X,O,X,X
OZTLSJI,X,X,O,X,O,X,X
OZTJILS,X,X,O,X,O,O,X
OZTJISL,X,O,X,X,O,O,X
OZTJLIS,X,X,O,X,O,O,X
OZTJLSI,X,X,O,X,O,O,X
OZTJSIL,X,O,X,X,O,O,X
OZTJSLI,X,O,O,X,O,O,X
OZTSILJ,X,O,X,X,O,X,X
OZTSIJL,X,O,X,X,O,O,X
OZTSLIJ,X,O,O,X,O,X,X
OZTSLJI,X,O,O,X,O,X,X
OZTSJIL,X,O,X,X,O,O,X
