sequence,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhFukB1lB0iB6oBXq?BzsB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF6nBTjB0kBllB2u?BXtB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF0iBOpBllBStBzp?BXtB,v115@BhB8IeB8GeC8FeD8BeA8JeT/IvhFxiBllBusBctBip?BXqB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF0iB6oBlkB3lB2u?BzsB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFXjBOpBllBctB6s?BzpB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF6nB0kBllBToB2u?BXtB,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhFTjBfqBllBWtBCq?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFXjBOpBllBStBzp?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFTjBKpBfqBllBWt?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Je0AJvhFxiBlkBqsBToBOp?BXqB,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhF0iB6oBupB3lBzs?BFqB,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhFCgBllBGoBXoBzp?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF0iBllBStBmpBTp?BXtB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFXjBllBStBmpBTp?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFTkBllBGoBXoByu?B0sB
JOTLZIS,O,O,O,X,O,O,O,X,O,X,X,O,O,O,O,O
JOTLZSI,O,O,O,X,O,O,O,X,O,X,X,O,X,O,O,O
JOTSILZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
JOTSIZL,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
JOTSLIZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
JOTSLZI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
JOTSZIL,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
JOTSZLI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
JOTZILS,O,O,O,X,O,O,O,X,O,X,X,O,O,X,X,X
JOTZISL,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
JOTZLIS,O,O,O,X,O,O,O,X,O,X,X,O,O,O,X,X
JOTZLSI,O,O,O,X,O,O,O,X,O,X,X,O,X,O,X,X
JOTZSIL,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
JOTZSLI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
JOITLSZ,O,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X
JOITLZS,O,X,O,X,O,O,O,X,O,X,X,O,O,X,X,X
JOITSLZ,O,X,O,X,O,X,X,O,O,X,X,O,O,X,X,X
JOITSZL,O,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X
JOITZLS,O,X,O,X,O,O,O,X,O,X,X,O,O,X,X,X
JOITZSL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
JOILTSZ,O,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X
JOILTZS,O,X,O,X,O,X,O,X,O,X,X,O,O,X,X,X
JOILSTZ,O,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X
JOILSZT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOILZTS,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
JOILZST,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOISTLZ,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X
JOISTZL,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
JOISLTZ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
JOISLZT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOISZTL,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
JOISZLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOIZTLS,O,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X
JOIZTSL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
JOIZLTS,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
JOIZLST,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOIZSTL,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X
JOIZSLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLTISZ,O,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O
JOLTIZS,O,X,O,X,O,O,O,X,O,X,X,O,O,O,O,O
JOLTSIZ,O,O,O,X,O,X,X,O,O,O,X,O,O,O,O,O
JOLTSZI,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,O
JOLTZIS,O,O,O,X,O,O,O,X,O,X,X,O,O,O,O,O
JOLTZSI,O,O,O,X,O,O,O,X,O,X,X,O,X,O,O,O
JOLITSZ,O,X,O,X,O,X,X,X,O,X,X,O,O,X,X,O
JOLITZS,O,X,O,X,O,X,O,X,O,X,X,O,O,X,X,O
JOLISTZ,O,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X
JOLISZT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLIZTS,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
JOLIZST,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLSTIZ,O,O,O,X,O,X,X,O,O,O,X,O,X,X,O,O
JOLSTZI,O,O,O,X,O,X,O,X,O,O,X,O,X,X,O,O
JOLSITZ,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X
JOLSIZT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLSZTI,O,O,O,X,O,X,O,X,O,O,X,O,X,X,X,X
JOLSZIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLZTIS,O,O,O,X,O,O,O,X,O,X,X,O,X,O,X,O
JOLZTSI,O,O,O,X,O,O,O,X,O,X,X,O,X,O,X,O
JOLZITS,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
JOLZIST,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLZSTI,O,O,O,X,O,O,O,X,O,O,X,O,X,X,X,X
JOLZSIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSTILZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
JOSTIZL,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
JOSTLIZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
JOSTLZI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
JOSTZIL,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
JOSTZLI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
JOSITLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
JOSITZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
JOSILTZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
JOSILZT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSIZTL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
JOSIZLT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSLTIZ,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X
JOSLTZI,O,O,O,X,O,X,O,X,O,O,X,O,X,X,X,X
JOSLITZ,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X
JOSLIZT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSLZTI,O,O,O,X,O,X,O,X,O,O,X,O,X,X,X,X
JOSLZIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSZTIL,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
JOSZTLI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
JOSZITL,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
JOSZILT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSZLTI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
JOSZLIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZTILS,O,O,O,X,O,O,O,X,O,X,X,O,O,X,X,X
JOZTISL,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
JOZTLIS,O,O,O,X,O,O,O,X,O,X,X,O,O,O,X,X
JOZTLSI,O,O,O,X,O,O,O,X,O,X,X,O,X,O,X,X
JOZTSIL,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
JOZTSLI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
JOZITLS,O,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X
JOZITSL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
JOZILTS,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
JOZILST,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZISTL,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
JOZISLT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZLTIS,O,O,O,X,O,O,O,X,O,X,X,O,X,O,X,X
JOZLTSI,O,O,O,X,O,O,O,X,O,X,X,O,X,O,X,X
JOZLITS,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
JOZLIST,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZLSTI,O,O,O,X,O,O,O,X,O,O,X,O,X,X,X,X
JOZLSIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZSTIL,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
JOZSTLI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
JOZSITL,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
JOZSILT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZSLTI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
JOZSLIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STILJZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STILZJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STILZOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STILOJZ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STILOZJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STIJLZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJZLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJOLZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
STIJOZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
STIZLJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STIZLOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STIZJLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIZOLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STIZOJL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STIOLJZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STIOLZJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STIOJLZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
STIOJZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
STIOZLJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STIOZJL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STLIJZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLIJOZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STLIZJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLIZOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STLIOJZ,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
STLIOZJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STLJIZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X
STLJZIO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,X,O,X,O,X,O,X,O,X,X,O,O,X
STLJOIZ,O,O,X,X,O,X,X,O,O,X,O,X,X,O,O,O
STLJOZI,O,O,X,X,O,X,O,X,O,X,O,X,X,O,O,O
STLZIJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZIOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STLZJIO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,O,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X
STLZOIJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STLZOJI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STLOIJZ,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O
STLOIZJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STLOJIZ,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O,O
STLOJZI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O
STLOZIJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STLOZJI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STJILZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJILOZ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STJIZLO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJIOLZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
STJIOZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
STJLIZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X
STJLZIO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,X,O,X,O,X,O,X,O,X,X,O,O,X
STJLOIZ,O,O,X,X,O,X,X,O,O,X,O,X,X,O,O,O
STJLOZI,O,O,X,X,O,X,O,X,O,X,O,X,X,O,O,O
STJZILO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STJZIOL,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
STJZLIO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X
STJZOIL,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
STJZOLI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
STJOIZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
STJOLIZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
STJOLZI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
STJOZIL,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X
STJOZLI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
STZILJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZILOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STZIJLO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZIJOL,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STZIOLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZLIJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZLIOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STZLJIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STZLJOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
STZLOIJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STZLOJI,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
STZJILO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STZJLIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
STZJOIL,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STZJOLI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZOLIJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STZOLJI,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X
STZOJIL,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STZOJLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X
STOILZJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOIJLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
STOIJZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
STOIZLJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOIZJL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOLIJZ,O,O,X,X,O,X,X,X,O,X,O,O,O,X,X,X
STOLIZJ,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
STOLJIZ,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X
STOLJZI,O,O,O,X,O,X,O,X,O,X,O,O,X,X,X,X
STOLZIJ,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
STOLZJI,O,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X
STOJILZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
STOJIZL,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
STOJLIZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
STOJLZI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
STOJZIL,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
STOJZLI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
STOZILJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOZIJL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
STOZLIJ,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
STOZLJI,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X
STOZJIL,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
STOZJLI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
SITLJZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITLZJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SITLOJZ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SITLOZJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SITJLZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJZLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJOLZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
SITJOZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
SITZLJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SITZJLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZOLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SITOLZJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SITOJLZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
SITOJZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
SITOZLJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SITOZJL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SILTJZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILTZJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SILTOJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILTOZJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SILJTZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILJZTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SILJOZT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SILZTJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SILZJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SILZOJT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SILOTJZ,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SILOTZJ,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SILOJTZ,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SILOJZT,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SILOZTJ,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SILOZJT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SIJTLZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJTZLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJTOLZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
SIJTOZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
SIJLTZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJLZTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
SIJLOZT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIJZTLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJZLTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
SIJZOLT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIJOTLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
SIJOTZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
SIJOLTZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
SIJOLZT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIJOZTL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
SIJOZLT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZTLJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZTJLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTJOL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZLJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZLOJT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZJTLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZJLTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIZJOLT,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZOTLJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZOTJL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZOLTJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZOLJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZOJTL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZOJLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIOTLJZ,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X
SIOTLZJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIOTJLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
SIOTJZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
SIOTZLJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIOTZJL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIOLTJZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
