sequence,v115@GhA8BeA8FeD8FeF8OeT/IvhFlgBRiBXmBinBWxBUtB,v115@GhA8BeA8FeD8FeF8OeT/IvhF0gBlhBaoBRrBWyBXsB,v115@GhA8BeA8FeD8FeF8OeT/IvhFxgB2nBCmBlrB3sBUtB,v115@GhA8BeA8FeD8FeF8OeT/IvhFlgB3hBmnBRrBSxBUtB,v115@GhA8BeA8FeD8FeF8OeT/IvhF6lB2mBRiBlrBUtB3sB,v115@GhA8BeA8FeD8FeF8OeT/IvhF6lB2mBRiB3nB0rBVyB,v115@GhA8BeA8FeD8FeF8OeT/IvhF0gBxhBFnBGrB3sBKtB
SIZOTJL,O,O,X,X,X,X,X
SIZOLTJ,O,X,X,O,X,X,X
SIZOLJT,O,X,X,O,X,X,X
SIZOJTL,O,O,X,X,X,X,O
SIZOJLT,X,O,X,X,X,X,X
SIOTLJZ,O,X,O,O,X,X,X
SIOTLZJ,O,X,O,O,X,X,X
SIOTJLZ,O,O,O,O,X,X,O
SIOTJZL,O,O,X,X,X,X,O
SIOTZLJ,O,X,O,O,X,X,X
SIOTZJL,O,O,X,X,X,X,X
SIOLTJZ,O,X,O,O,X,X,X
SIOLTZJ,O,X,O,O,X,X,X
SIOLJTZ,X,X,O,O,X,X,X
SIOLJZT,X,X,X,O,X,X,X
SIOLZTJ,X,X,X,O,X,X,X
SIOLZJT,X,X,X,O,X,X,X
SIOJTLZ,O,O,O,O,X,X,O
SIOJTZL,O,O,X,X,X,X,O
SIOJLTZ,O,O,O,O,X,X,X
SIOJLZT,O,O,X,O,X,X,X
SIOJZTL,O,O,X,X,X,X,O
SIOJZLT,X,O,X,X,X,X,X
SIOZTLJ,O,X,O,O,X,X,X
SIOZTJL,O,O,X,X,X,X,X
SIOZLTJ,O,X,X,O,X,X,X
SIOZLJT,O,X,X,O,X,X,X
SIOZJTL,O,O,X,X,X,X,O
SIOZJLT,X,O,X,X,X,X,X
SLTIJZO,X,X,O,O,X,O,X
SLTIJOZ,X,X,O,O,X,O,X
SLTIZJO,X,X,O,O,X,O,X
SLTIZOJ,X,X,O,O,X,O,X
SLTIOJZ,O,X,O,O,X,O,X
SLTIOZJ,O,X,O,O,X,O,X
SLTJIZO,O,X,O,X,X,O,O
SLTJIOZ,O,X,O,X,O,O,O
SLTJZIO,O,X,O,X,O,O,O
SLTJZOI,O,X,O,X,O,O,O
SLTJOIZ,O,X,O,X,O,O,O
SLTJOZI,O,X,O,X,O,O,O
SLTZIJO,O,X,O,X,O,O,X
SLTZIOJ,O,X,O,X,O,O,X
SLTZJIO,O,X,O,X,O,O,X
SLTZJOI,O,X,O,X,O,O,X
SLTZOIJ,O,X,O,X,O,O,X
SLTZOJI,O,X,O,X,O,O,X
SLTOIJZ,O,X,O,O,X,O,X
SLTOIZJ,O,X,O,O,X,O,X
SLTOJIZ,O,X,O,X,O,O,O
SLTOJZI,O,X,O,X,O,O,O
SLTOZIJ,O,X,O,X,O,O,X
SLTOZJI,O,X,O,X,O,O,X
SLITJZO,X,X,O,O,X,X,X
SLITJOZ,X,X,O,O,X,X,X
SLITZJO,X,X,O,O,X,X,X
SLITZOJ,X,X,O,O,X,X,X
SLITOJZ,O,X,O,O,X,X,X
SLITOZJ,O,X,O,O,X,X,X
SLIJTZO,X,X,X,O,X,X,X
SLIJTOZ,X,X,X,O,X,X,X
SLIJZTO,X,X,X,O,X,X,X
SLIJZOT,X,X,X,O,X,X,X
SLIJOTZ,X,X,O,O,X,X,X
SLIJOZT,X,X,X,O,X,X,X
SLIZTJO,X,X,X,O,X,X,X
SLIZTOJ,X,X,X,O,X,X,X
SLIZJTO,X,X,X,O,X,X,X
SLIZJOT,X,X,X,O,X,X,X
SLIZOTJ,X,X,X,O,X,X,X
SLIZOJT,X,X,X,O,X,X,X
SLIOTJZ,O,X,O,O,X,X,X
SLIOTZJ,O,X,O,O,X,X,X
SLIOJTZ,X,X,O,O,X,X,X
SLIOJZT,X,X,X,O,X,X,X
SLIOZTJ,X,X,X,O,X,X,X
SLIOZJT,X,X,X,O,X,X,X
SLJTIZO,O,X,O,X,X,X,O
SLJTIOZ,O,X,O,X,X,X,O
SLJTZIO,O,X,O,X,X,X,O
SLJTZOI,O,X,O,X,X,X,O
SLJTOIZ,O,X,O,O,X,X,O
SLJTOZI,O,X,O,X,X,X,O
SLJITZO,O,X,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X,X
SLJIZTO,O,X,X,X,X,X,X
SLJIZOT,O,X,X,X,X,X,X
SLJIOTZ,O,X,O,O,X,X,X
SLJIOZT,O,X,X,O,X,X,X
SLJZTIO,O,X,X,X,X,X,O
SLJZTOI,O,X,X,X,X,X,O
SLJZITO,O,X,X,X,X,X,X
SLJZIOT,O,X,X,X,X,X,X
SLJZOTI,O,X,O,X,X,X,O
SLJZOIT,O,X,X,O,X,X,X
SLJOTIZ,O,X,O,O,X,X,O
SLJOTZI,O,X,O,X,X,X,O
SLJOITZ,O,X,O,O,X,X,X
SLJOIZT,O,X,X,O,X,X,X
SLJOZTI,O,X,O,X,X,X,O
SLJOZIT,O,X,X,O,X,X,X
SLZTIJO,O,X,X,X,O,X,X
SLZTIOJ,O,X,X,X,O,X,X
SLZTJIO,O,X,X,X,O,X,X
SLZTJOI,O,X,X,X,O,X,X
SLZTOIJ,O,X,X,X,O,X,X
SLZTOJI,O,X,X,X,O,X,X
SLZITJO,O,X,X,X,X,X,X
SLZITOJ,O,X,X,X,X,X,X
SLZIJTO,O,X,X,X,X,X,X
SLZIJOT,O,X,X,X,X,X,X
SLZIOTJ,O,X,X,X,X,X,X
SLZIOJT,O,X,X,X,X,X,X
SLZJTIO,O,X,X,X,X,X,O
SLZJTOI,O,X,X,X,X,X,O
SLZJITO,O,X,X,X,X,X,X
SLZJIOT,O,X,X,X,X,X,X
SLZJOTI,O,X,O,X,X,X,O
SLZJOIT,O,X,X,X,X,X,X
SLZOTIJ,O,X,X,X,O,X,X
SLZOTJI,O,X,X,X,O,X,X
SLZOITJ,O,X,X,X,X,X,X
SLZOIJT,O,X,X,X,X,X,X
SLZOJTI,O,X,O,X,X,X,O
SLZOJIT,O,X,X,X,X,X,X
SLOTIJZ,O,X,O,O,X,O,X
SLOTIZJ,O,X,O,O,X,O,X
SLOTJIZ,O,X,O,X,O,O,O
SLOTJZI,O,X,O,X,O,O,O
SLOTZIJ,O,X,O,X,O,O,X
SLOTZJI,O,X,O,X,O,O,X
SLOITJZ,O,X,O,O,X,X,X
SLOITZJ,O,X,O,O,X,X,X
SLOIJTZ,X,X,O,O,X,X,X
SLOIJZT,X,X,X,O,X,X,X
SLOIZTJ,X,X,X,O,X,X,X
SLOIZJT,X,X,X,O,X,X,X
SLOJTIZ,O,X,O,O,X,X,O
SLOJTZI,O,X,O,X,X,X,O
SLOJITZ,O,X,O,O,X,X,X
SLOJIZT,O,X,X,O,X,X,X
SLOJZTI,O,X,O,X,X,X,O
SLOJZIT,O,X,X,O,X,X,X
SLOZTIJ,O,X,X,X,O,X,X
SLOZTJI,O,X,X,X,O,X,X
SLOZITJ,O,X,X,X,X,X,X
SLOZIJT,O,X,X,X,X,X,X
SLOZJTI,O,X,O,X,X,X,O
SLOZJIT,O,X,X,X,X,X,X
SJTILZO,O,X,O,X,X,X,O
SJTILOZ,O,X,O,X,X,X,O
SJTIZLO,X,X,X,X,X,X,O
SJTIZOL,O,X,X,X,X,X,O
SJTIOLZ,O,X,O,X,X,X,O
SJTIOZL,O,X,X,X,X,X,O
SJTLIZO,O,X,O,X,X,X,O
SJTLIOZ,O,X,O,X,X,X,O
SJTLZIO,O,X,O,X,X,X,O
SJTLZOI,O,X,O,X,X,X,O
SJTLOIZ,O,X,O,X,X,X,O
SJTLOZI,O,X,O,X,X,X,O
SJTZILO,X,X,X,X,X,X,O
SJTZIOL,O,X,X,X,X,X,O
SJTZLIO,O,X,O,X,X,X,O
SJTZLOI,O,X,O,X,X,X,O
SJTZOIL,O,X,X,X,X,X,O
SJTZOLI,O,X,O,X,X,X,O
SJTOILZ,O,X,O,X,X,X,O
SJTOIZL,O,X,X,X,X,X,O
SJTOLIZ,O,X,O,X,X,X,O
SJTOLZI,O,X,O,X,X,X,O
SJTOZIL,O,X,X,X,X,X,O
SJTOZLI,O,X,O,X,X,X,O
SJITLZO,O,O,O,X,X,X,O
SJITLOZ,O,O,O,X,X,X,O
SJITZLO,X,O,X,X,X,X,O
SJITZOL,O,O,X,X,X,X,O
SJITOLZ,O,O,O,X,X,X,O
SJITOZL,O,O,X,X,X,X,O
SJILTZO,O,O,X,X,X,X,X
SJILTOZ,O,O,X,X,X,X,X
SJILZTO,O,O,X,X,X,X,X
SJILZOT,O,O,X,X,X,X,X
SJILOTZ,O,O,O,X,X,X,X
SJILOZT,O,O,X,X,X,X,X
SJIZTLO,X,O,X,X,X,X,O
SJIZTOL,O,O,X,X,X,X,O
SJIZLTO,X,O,X,X,X,X,X
SJIZLOT,X,O,X,X,X,X,X
SJIZOTL,O,O,X,X,X,X,O
SJIZOLT,X,O,X,X,X,X,X
SJIOTLZ,O,O,O,X,X,X,O
SJIOTZL,O,O,X,X,X,X,O
SJIOLTZ,O,O,O,X,X,X,X
SJIOLZT,O,O,X,X,X,X,X
SJIOZTL,O,O,X,X,X,X,O
SJIOZLT,X,O,X,X,X,X,X
SJLTIZO,O,X,O,X,X,X,O
SJLTIOZ,O,X,O,X,X,X,O
SJLTZIO,O,X,O,X,X,X,O
SJLTZOI,O,X,O,X,X,X,O
SJLTOIZ,O,X,O,X,X,X,O
SJLTOZI,O,X,O,X,X,X,O
SJLITZO,O,O,X,X,X,X,X
SJLITOZ,O,O,X,X,X,X,X
SJLIZTO,O,O,X,X,X,X,X
SJLIZOT,O,O,X,X,X,X,X
SJLIOTZ,O,O,O,X,X,X,X
SJLIOZT,O,O,X,X,X,X,X
SJLZTIO,O,X,X,X,X,X,O
SJLZTOI,O,O,X,X,X,X,O
SJLZITO,O,O,X,X,X,X,X
SJLZIOT,O,O,X,X,X,X,X
SJLZOTI,O,O,O,X,X,X,O
SJLZOIT,O,O,X,X,X,X,X
SJLOTIZ,O,X,O,X,X,X,O
SJLOTZI,O,X,O,X,X,X,O
SJLOITZ,O,O,O,X,X,X,X
SJLOIZT,O,O,X,X,X,X,X
SJLOZTI,O,O,O,X,X,X,O
SJLOZIT,O,O,X,X,X,X,X
SJZTILO,X,X,X,X,X,X,O
SJZTIOL,O,X,X,X,X,X,O
SJZTLIO,O,X,O,X,X,X,O
SJZTLOI,O,O,O,X,X,X,O
SJZTOIL,O,X,X,X,X,X,O
SJZTOLI,O,O,O,X,X,X,O
SJZITLO,X,O,X,X,X,X,O
SJZITOL,O,O,X,X,X,X,O
SJZILTO,X,O,X,X,X,X,X
SJZILOT,X,O,X,X,X,X,X
SJZIOTL,O,O,X,X,X,X,O
SJZIOLT,X,O,X,X,X,X,X
SJZLTIO,O,X,X,X,X,X,O
SJZLTOI,O,O,X,X,X,X,O
SJZLITO,O,O,X,X,X,X,X
SJZLIOT,O,O,X,X,X,X,X
SJZLOTI,O,O,O,X,X,X,O
SJZLOIT,O,O,X,X,X,X,X
SJZOTIL,O,X,X,X,X,X,O
SJZOTLI,O,O,O,X,X,X,O
SJZOITL,O,O,X,X,X,X,O
SJZOILT,X,O,X,X,X,X,X
SJZOLTI,O,O,O,X,X,X,O
SJZOLIT,O,O,X,X,X,X,X
SJOTILZ,O,X,O,X,X,X,O
SJOTIZL,O,X,X,X,X,X,O
SJOTLIZ,O,X,O,X,X,X,O
SJOTLZI,O,X,O,X,X,X,O
SJOTZIL,O,X,X,X,X,X,O
SJOTZLI,O,X,O,X,X,X,O
SJOITLZ,O,O,O,X,X,X,O
SJOITZL,O,O,X,X,X,X,O
SJOILTZ,O,O,O,X,X,X,X
SJOILZT,O,O,X,X,X,X,X
SJOIZTL,O,O,X,X,X,X,O
SJOIZLT,X,O,X,X,X,X,X
SJOLTIZ,O,X,O,X,X,X,O
SJOLTZI,O,X,O,X,X,X,O
SJOLITZ,O,O,O,X,X,X,X
SJOLIZT,O,O,X,X,X,X,X
SJOLZTI,O,O,O,X,X,X,O
SJOLZIT,O,O,X,X,X,X,X
SJOZTIL,O,X,X,X,X,X,O
SJOZTLI,O,O,O,X,X,X,O
SJOZITL,O,O,X,X,X,X,O
SJOZILT,X,O,X,X,X,X,X
SJOZLTI,O,O,O,X,X,X,O
SJOZLIT,O,O,X,X,X,X,X
SZTILJO,O,X,O,X,X,X,X
SZTILOJ,O,X,O,X,X,X,X
SZTIJLO,X,O,X,X,X,X,X
SZTIJOL,O,O,X,X,X,X,X
SZTIOLJ,O,X,O,X,X,X,X
SZTIOJL,O,O,X,X,X,X,X
SZTLIJO,O,X,O,X,O,X,X
SZTLIOJ,O,X,O,X,O,X,X
SZTLJIO,O,X,O,X,O,X,X
SZTLJOI,O,X,O,X,O,X,X
SZTLOIJ,O,X,O,X,O,X,X
SZTLOJI,O,X,O,X,O,X,X
SZTJILO,X,X,X,X,O,X,O
SZTJIOL,O,X,X,X,O,X,O
SZTJLIO,O,X,O,X,O,X,O
SZTJLOI,O,O,O,X,O,X,O
SZTJOIL,O,X,X,X,O,X,O
SZTJOLI,O,O,O,X,O,X,O
SZTOILJ,O,X,O,X,X,X,X
SZTOIJL,O,O,X,X,X,X,X
SZTOLIJ,O,X,O,X,O,X,X
SZTOLJI,O,X,O,X,O,X,X
SZTOJIL,O,X,X,X,O,X,O
SZTOJLI,O,O,O,X,O,X,O
SZITLJO,O,X,O,X,X,X,X
SZITLOJ,O,X,O,X,X,X,X
SZITJLO,X,O,X,X,X,X,X
SZITJOL,O,O,X,X,X,X,X
SZITOLJ,O,X,O,X,X,X,X
SZITOJL,O,O,X,X,X,X,X
SZILTJO,O,X,X,X,X,X,X
SZILTOJ,O,X,X,X,X,X,X
SZILJTO,O,X,X,X,X,X,X
SZILJOT,O,X,X,X,X,X,X
SZILOTJ,O,X,X,X,X,X,X
SZILOJT,O,X,X,X,X,X,X
SZIJTLO,X,O,X,X,X,X,O
SZIJTOL,O,O,X,X,X,X,O
SZIJLTO,X,O,X,X,X,X,X
SZIJLOT,X,O,X,X,X,X,X
SZIJOTL,O,O,X,X,X,X,O
SZIJOLT,X,O,X,X,X,X,X
SZIOTLJ,O,X,O,X,X,X,X
SZIOTJL,O,O,X,X,X,X,X
SZIOLTJ,O,X,X,X,X,X,X
SZIOLJT,O,X,X,X,X,X,X
SZIOJTL,O,O,X,X,X,X,O
SZIOJLT,X,O,X,X,X,X,X
SZLTIJO,O,X,X,X,O,X,X
SZLTIOJ,O,X,X,X,O,X,X
SZLTJIO,O,X,X,X,O,X,X
SZLTJOI,O,X,X,X,O,X,X
SZLTOIJ,O,X,X,X,O,X,X
SZLTOJI,O,X,X,X,O,X,X
SZLITJO,O,X,X,X,X,X,X
SZLITOJ,O,X,X,X,X,X,X
SZLIJTO,O,X,X,X,X,X,X
SZLIJOT,O,X,X,X,X,X,X
SZLIOTJ,O,X,X,X,X,X,X
SZLIOJT,O,X,X,X,X,X,X
SZLJTIO,O,X,X,X,X,X,O
SZLJTOI,O,X,X,X,X,X,O
SZLJITO,O,X,X,X,X,X,X
SZLJIOT,O,X,X,X,X,X,X
SZLJOTI,O,X,O,X,X,X,O
SZLJOIT,O,X,X,X,X,X,X
SZLOTIJ,O,X,X,X,O,X,X
SZLOTJI,O,X,X,X,O,X,X
SZLOITJ,O,X,X,X,X,X,X
SZLOIJT,O,X,X,X,X,X,X
SZLOJTI,O,X,O,X,X,X,O
SZLOJIT,O,X,X,X,X,X,X
SZJTILO,X,X,X,X,X,X,O
SZJTIOL,O,X,X,X,X,X,O
SZJTLIO,O,X,O,X,X,X,O
SZJTLOI,O,O,O,X,X,X,O
SZJTOIL,O,X,X,X,X,X,O
SZJTOLI,O,O,O,X,X,X,O
SZJITLO,X,O,X,X,X,X,O
SZJITOL,O,O,X,X,X,X,O
SZJILTO,X,O,X,X,X,X,X
SZJILOT,X,O,X,X,X,X,X
SZJIOTL,O,O,X,X,X,X,O
SZJIOLT,X,O,X,X,X,X,X
SZJLTIO,O,X,X,X,X,X,O
SZJLTOI,O,O,X,X,X,X,O
SZJLITO,O,O,X,X,X,X,X
SZJLIOT,O,O,X,X,X,X,X
SZJLOTI,O,O,O,X,X,X,O
SZJLOIT,O,O,X,X,X,X,X
SZJOTIL,O,X,X,X,X,X,O
SZJOTLI,O,O,O,X,X,X,O
SZJOITL,O,O,X,X,X,X,O
SZJOILT,X,O,X,X,X,X,X
SZJOLTI,O,O,O,X,X,X,O
SZJOLIT,O,O,X,X,X,X,X
SZOTILJ,O,X,O,X,X,X,X
SZOTIJL,O,O,X,X,X,X,X
SZOTLIJ,O,X,O,X,O,X,X
SZOTLJI,O,X,O,X,O,X,X
SZOTJIL,O,X,X,X,O,X,O
SZOTJLI,O,O,O,X,O,X,O
SZOITLJ,O,X,O,X,X,X,X
SZOITJL,O,O,X,X,X,X,X
SZOILTJ,O,X,X,X,X,X,X
SZOILJT,O,X,X,X,X,X,X
SZOIJTL,O,O,X,X,X,X,O
SZOIJLT,X,O,X,X,X,X,X
SZOLTIJ,O,X,X,X,O,X,X
SZOLTJI,O,X,X,X,O,X,X
SZOLITJ,O,X,X,X,X,X,X
SZOLIJT,O,X,X,X,X,X,X
SZOLJTI,O,X,O,X,X,X,O
SZOLJIT,O,X,X,X,X,X,X
SZOJTIL,O,X,X,X,X,X,O
SZOJTLI,O,O,O,X,X,X,O
SZOJITL,O,O,X,X,X,X,O
SZOJILT,X,O,X,X,X,X,X
SZOJLTI,O,O,O,X,X,X,O
SZOJLIT,O,O,X,X,X,X,X
SOTILJZ,O,X,O,O,X,O,X
SOTILZJ,O,X,O,O,X,O,X
SOTIJLZ,O,X,O,O,X,O,O
SOTIJZL,O,X,X,X,X,O,O
SOTIZLJ,O,X,O,O,X,O,X
SOTIZJL,O,X,X,X,X,O,X
SOTLIJZ,O,X,O,O,X,O,X
SOTLIZJ,O,X,O,O,X,O,X
SOTLJIZ,O,X,O,X,O,O,O
SOTLJZI,O,X,O,X,O,O,O
SOTLZIJ,O,X,O,X,O,O,X
SOTLZJI,O,X,O,X,O,O,X
SOTJILZ,O,X,O,X,O,O,O
SOTJIZL,O,X,X,X,X,O,O
SOTJLIZ,O,X,O,X,O,O,O
SOTJLZI,O,X,O,X,O,O,O
SOTJZIL,O,X,X,X,O,O,O
SOTJZLI,O,X,O,X,O,O,O
SOTZILJ,O,X,O,X,X,O,X
SOTZIJL,O,X,X,X,X,O,X
SOTZLIJ,O,X,O,X,O,O,X
SOTZLJI,O,X,O,X,O,O,X
SOTZJIL,O,X,X,X,O,O,O
SOTZJLI,O,X,O,X,O,O,O
SOITLJZ,O,X,O,O,X,X,X
SOITLZJ,O,X,O,O,X,X,X
SOITJLZ,O,O,O,O,X,X,O
SOITJZL,O,O,X,X,X,X,O
SOITZLJ,O,X,O,O,X,X,X
SOITZJL,O,O,X,X,X,X,X
SOILTJZ,O,X,O,O,X,X,X
SOILTZJ,O,X,O,O,X,X,X
SOILJTZ,X,X,O,O,X,X,X
SOILJZT,X,X,X,O,X,X,X
SOILZTJ,X,X,X,O,X,X,X
SOILZJT,X,X,X,O,X,X,X
SOIJTLZ,O,O,O,O,X,X,O
SOIJTZL,O,O,X,X,X,X,O
SOIJLTZ,O,O,O,O,X,X,X
SOIJLZT,O,O,X,O,X,X,X
SOIJZTL,O,O,X,X,X,X,O
SOIJZLT,X,O,X,X,X,X,X
SOIZTLJ,O,X,O,O,X,X,X
SOIZTJL,O,O,X,X,X,X,X
SOIZLTJ,O,X,X,O,X,X,X
SOIZLJT,O,X,X,O,X,X,X
SOIZJTL,O,O,X,X,X,X,O
SOIZJLT,X,O,X,X,X,X,X
SOLTIJZ,O,X,O,O,X,O,X
SOLTIZJ,O,X,O,O,X,O,X
SOLTJIZ,O,X,O,X,O,O,O
SOLTJZI,O,X,O,X,O,O,O
SOLTZIJ,O,X,O,X,O,O,X
SOLTZJI,O,X,O,X,O,O,X
SOLITJZ,O,X,O,O,X,X,X
SOLITZJ,O,X,O,O,X,X,X
SOLIJTZ,X,X,O,O,X,X,X
SOLIJZT,X,X,X,O,X,X,X
SOLIZTJ,X,X,X,O,X,X,X
SOLIZJT,X,X,X,O,X,X,X
SOLJTIZ,O,X,O,O,X,X,O
SOLJTZI,O,X,O,X,X,X,O
SOLJITZ,O,X,O,O,X,X,X
SOLJIZT,O,X,X,O,X,X,X
SOLJZTI,O,X,O,X,X,X,O
SOLJZIT,O,X,X,O,X,X,X
SOLZTIJ,O,X,X,X,O,X,X
SOLZTJI,O,X,X,X,O,X,X
SOLZITJ,O,X,X,X,X,X,X
SOLZIJT,O,X,X,X,X,X,X
SOLZJTI,O,X,O,X,X,X,O
SOLZJIT,O,X,X,X,X,X,X
SOJTILZ,O,X,O,X,X,X,O
SOJTIZL,O,X,X,X,X,X,O
SOJTLIZ,O,X,O,X,X,X,O
SOJTLZI,O,X,O,X,X,X,O
SOJTZIL,O,X,X,X,X,X,O
SOJTZLI,O,X,O,X,X,X,O
SOJITLZ,O,O,O,X,X,X,O
SOJITZL,O,O,X,X,X,X,O
SOJILTZ,O,O,O,X,X,X,X
SOJILZT,O,O,X,X,X,X,X
SOJIZTL,O,O,X,X,X,X,O
SOJIZLT,X,O,X,X,X,X,X
SOJLTIZ,O,X,O,X,X,X,O
SOJLTZI,O,X,O,X,X,X,O
SOJLITZ,O,O,O,X,X,X,X
SOJLIZT,O,O,X,X,X,X,X
SOJLZTI,O,O,O,X,X,X,O
SOJLZIT,O,O,X,X,X,X,X
SOJZTIL,O,X,X,X,X,X,O
SOJZTLI,O,O,O,X,X,X,O
SOJZITL,O,O,X,X,X,X,O
SOJZILT,X,O,X,X,X,X,X
SOJZLTI,O,O,O,X,X,X,O
SOJZLIT,O,O,X,X,X,X,X
SOZTILJ,O,X,O,X,X,X,X
SOZTIJL,O,O,X,X,X,X,X
SOZTLIJ,O,X,O,X,O,X,X
SOZTLJI,O,X,O,X,O,X,X
SOZTJIL,O,X,X,X,O,X,O
SOZTJLI,O,O,O,X,O,X,O
SOZITLJ,O,X,O,X,X,X,X
SOZITJL,O,O,X,X,X,X,X
SOZILTJ,O,X,X,X,X,X,X
SOZILJT,O,X,X,X,X,X,X
SOZIJTL,O,O,X,X,X,X,O
SOZIJLT,X,O,X,X,X,X,X
SOZLTIJ,O,X,X,X,O,X,X
SOZLTJI,O,X,X,X,O,X,X
SOZLITJ,O,X,X,X,X,X,X
SOZLIJT,O,X,X,X,X,X,X
SOZLJTI,O,X,O,X,X,X,O
SOZLJIT,O,X,X,X,X,X,X
SOZJTIL,O,X,X,X,X,X,O
SOZJTLI,O,O,O,X,X,X,O
SOZJITL,O,O,X,X,X,X,O
SOZJILT,X,O,X,X,X,X,X
SOZJLTI,O,O,O,X,X,X,O
SOZJLIT,O,O,X,X,X,X,X
ZTILJSO,X,O,X,O,O,O,X
ZTILJOS,O,O,O,O,O,O,X
ZTILSJO,X,X,O,O,O,O,X
ZTILSOJ,O,X,O,O,O,O,X
ZTILOJS,O,O,O,O,O,O,X
ZTILOSJ,O,X,O,O,O,O,X
ZTIJLSO,X,O,X,X,O,O,X
ZTIJLOS,X,O,X,X,O,O,X
ZTIJSLO,X,O,X,X,O,O,X
ZTIJSOL,X,O,X,X,O,O,X
ZTIJOLS,X,O,X,X,O,O,X
ZTIJOSL,X,O,X,X,O,O,X
ZTISLJO,O,X,O,O,X,O,X
ZTISLOJ,O,X,O,O,X,O,X
ZTISJLO,X,O,X,X,X,O,X
ZTISJOL,O,O,X,X,X,O,X
ZTISOLJ,O,X,O,O,X,O,X
ZTISOJL,O,O,X,X,X,O,X
ZTIOLJS,O,O,O,O,O,O,X
ZTIOLSJ,O,X,O,O,O,O,X
ZTIOJLS,X,O,X,X,O,O,X
ZTIOJSL,X,O,X,X,O,O,X
ZTIOSLJ,O,X,O,O,X,O,X
ZTIOSJL,O,O,X,X,X,O,X
ZTLIJSO,X,O,X,O,O,O,X
ZTLIJOS,O,O,O,O,O,O,X
ZTLISJO,O,X,O,O,O,O,X
ZTLISOJ,O,X,O,O,O,O,X
ZTLIOJS,O,O,O,O,O,O,X
ZTLIOSJ,O,X,O,O,O,O,X
ZTLJISO,X,X,X,X,O,O,X
ZTLJIOS,O,O,O,X,O,O,X
ZTLJSIO,X,X,X,X,O,O,X
ZTLJSOI,X,O,X,X,O,O,X
ZTLJOIS,O,O,O,X,O,O,X
ZTLJOSI,X,O,O,X,O,O,X
ZTLSIJO,O,X,O,X,O,O,X
ZTLSIOJ,O,X,O,X,O,O,X
ZTLSJIO,O,X,O,X,O,O,X
ZTLSJOI,O,X,O,X,O,O,X
ZTLSOIJ,O,X,O,X,O,O,X
ZTLSOJI,O,X,O,X,O,O,X
ZTLOIJS,O,O,O,O,O,O,X
ZTLOISJ,O,X,O,O,O,O,X
ZTLOJIS,O,O,O,X,O,O,X
ZTLOJSI,X,O,O,X,O,O,X
ZTLOSIJ,O,X,O,X,O,O,X
ZTLOSJI,O,X,O,X,O,O,X
ZTJILSO,X,O,X,X,O,O,X
ZTJILOS,X,O,X,X,O,O,X
ZTJISLO,X,O,X,X,O,O,X
ZTJISOL,X,O,X,X,O,O,X
ZTJIOLS,X,O,X,X,O,O,X
ZTJIOSL,X,O,X,X,O,O,X
ZTJLISO,X,O,X,X,O,O,X
ZTJLIOS,O,O,O,X,O,O,X
ZTJLSIO,X,X,X,X,O,O,X
ZTJLSOI,X,O,X,X,O,O,X
ZTJLOIS,O,O,O,X,O,O,X
ZTJLOSI,X,O,O,X,O,O,X
ZTJSILO,X,X,X,X,O,O,O
ZTJSIOL,O,X,X,X,O,O,O
ZTJSLIO,O,X,X,X,O,O,O
ZTJSLOI,O,O,X,X,O,O,O
ZTJSOIL,O,X,X,X,O,O,O
ZTJSOLI,O,O,X,X,O,O,O
ZTJOILS,X,O,X,X,O,O,X
ZTJOISL,X,O,X,X,O,O,X
ZTJOLIS,O,O,O,X,O,O,X
ZTJOLSI,X,O,O,X,O,O,X
ZTJOSIL,O,X,X,X,O,O,O
ZTJOSLI,O,O,X,X,O,O,O
ZTSILJO,O,X,O,X,X,O,X
ZTSILOJ,O,X,O,X,X,O,X
ZTSIJLO,X,O,X,X,X,O,X
ZTSIJOL,O,O,X,X,X,O,X
ZTSIOLJ,O,X,O,X,X,O,X
ZTSIOJL,O,O,X,X,X,O,X
ZTSLIJO,O,X,O,X,O,O,X
ZTSLIOJ,O,X,O,X,O,O,X
ZTSLJIO,O,X,O,X,O,O,X
ZTSLJOI,O,X,O,X,O,O,X
ZTSLOIJ,O,X,O,X,O,O,X
ZTSLOJI,O,X,O,X,O,O,X
ZTSJILO,X,X,X,X,O,O,O
ZTSJIOL,O,X,X,X,O,O,O
ZTSJLIO,O,X,O,X,O,O,O
ZTSJLOI,O,O,O,X,O,O,O
ZTSJOIL,O,X,X,X,O,O,O
ZTSJOLI,O,O,O,X,O,O,O
ZTSOILJ,O,X,O,X,X,O,X
ZTSOIJL,O,O,X,X,X,O,X
ZTSOLIJ,O,X,O,X,O,O,X
ZTSOLJI,O,X,O,X,O,O,X
ZTSOJIL,O,X,X,X,O,O,O
ZTSOJLI,O,O,O,X,O,O,O
ZTOILJS,O,O,O,O,O,O,X
ZTOILSJ,O,X,O,O,O,O,X
ZTOIJLS,X,O,X,X,O,O,X
ZTOIJSL,X,O,X,X,O,O,X
ZTOISLJ,O,X,O,O,X,O,X
ZTOISJL,O,O,X,X,X,O,X
ZTOLIJS,O,O,O,O,O,O,X
ZTOLISJ,O,X,O,O,O,O,X
ZTOLJIS,O,O,O,X,O,O,X
ZTOLJSI,X,O,O,X,O,O,X
