sequence,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeT/IvhFxgBmiBilBF?nB0pB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jei/IvhFRhBziBFlBm?mB0pB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBVnBaoBm?kB0pBTsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeOEJvhFVlBUhBRiBi?nBzpB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeUBJvhFRiB/pBFlBK?sBznBmpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBTkBeqBF?nB8sBisB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeUBJvhFanBziBxkBl?pB3sBmpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBliBTkBe?qBysBUsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFVmBikBmnB3?nBzpBUsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JexAJvhFmiBTkBilBF?nB3sB0pB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jei/IvhFRhBFlBmmBz?nB0pB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeT/IvhFOlBXhBRnB0?pBisBlsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBeoBypBF?nB0pBTsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeKEJvhFUhBRiBFlB2?sB3sBzpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeUBJvhFRiB/pBFlBy?sBTsBmpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhB2pBFnB8?sBzpBisB
ZOTSLJI,O,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X
ZOTSJIL,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O
ZOTSJLI,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O
ZOITLJS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOITLSJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITJLS,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOITJSL,O,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X
ZOITSLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSJL,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOILTJS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOILTSJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOILJTS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOILJST,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOILSTJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOILSJT,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOIJTLS,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOIJTSL,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X
ZOIJLTS,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X
ZOIJLST,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOIJSTL,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X
ZOIJSLT,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOISTLJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOISTJL,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOISLTJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOISLJT,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOISJTL,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOISJLT,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOLTIJS,O,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X
ZOLTISJ,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
ZOLTJIS,O,X,O,O,X,O,X,O,O,X,O,O,X,X,X,X
ZOLTJSI,O,X,O,O,X,O,X,O,O,X,O,O,X,O,X,X
ZOLTSIJ,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOLTSJI,O,X,O,O,O,X,O,X,X,X,O,O,X,X,X,X
ZOLITJS,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X
ZOLITSJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLIJTS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLIJST,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLISTJ,O,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X
ZOLISJT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZOLJTIS,O,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X
ZOLJTSI,O,X,O,X,X,O,X,O,O,X,O,O,X,O,X,X
ZOLJITS,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
ZOLJIST,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
ZOLJSTI,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
ZOLJSIT,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
ZOLSTIJ,O,X,O,O,O,X,O,X,X,O,X,O,X,X,O,X
ZOLSTJI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
ZOLSITJ,O,X,O,O,O,X,O,X,X,O,X,O,X,X,X,X
ZOLSIJT,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOLSJTI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOLSJIT,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOJTILS,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
ZOJTISL,O,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O
ZOJTLIS,O,O,O,O,X,O,X,X,O,X,O,O,X,X,X,O
ZOJTLSI,O,O,O,O,X,O,X,X,O,X,O,O,X,X,X,O
ZOJTSIL,O,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O
ZOJTSLI,O,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O
ZOJITLS,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOJITSL,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X
ZOJILTS,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
ZOJILST,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
ZOJISTL,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X
ZOJISLT,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
ZOJLTIS,O,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X
ZOJLTSI,O,X,O,X,X,O,X,O,O,X,O,O,X,O,X,X
ZOJLITS,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
ZOJLIST,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
ZOJLSTI,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
ZOJLSIT,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
ZOJSTIL,O,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O
ZOJSTLI,O,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O
ZOJSITL,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X
ZOJSILT,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
ZOJSLTI,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X
ZOJSLIT,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X
ZOSTILJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOSTLIJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
ZOSTLJI,O,O,O,O,O,X,O,X,X,O,O,O,X,X,O,X
ZOSTJIL,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O
ZOSTJLI,O,O,O,O,X,O,O,X,X,O,O,O,X,X,X,O
ZOSITLJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSITJL,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOSILTJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOSILJT,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOSIJTL,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOSIJLT,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOSLTIJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
ZOSLTJI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
ZOSLITJ,O,X,O,O,O,X,O,X,X,O,X,O,X,X,X,X
ZOSLIJT,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOSLJTI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOSLJIT,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOSJTIL,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O
ZOSJTLI,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O
ZOSJITL,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X
ZOSJILT,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X
ZOSJLTI,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
ZOSJLIT,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
OTILJSZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTILJZS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTILSJZ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTILSZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILZJS,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTILZSJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJLSZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTIJLZS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTIJSLZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTIJSZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTIJZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTIJZSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTISLJZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTISLZJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTISJLZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTISJZL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTISZLJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTISZJL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIZLJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTIZLSJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTIZJLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTIZJSL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTIZSLJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIZSJL,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLIJSZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLIJZS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLISJZ,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
OTLISZJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTLIZJS,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLIZSJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLJISZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLJIZS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLJSIZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
OTLJSZI,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
OTLJZIS,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
OTLJZSI,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
OTLSIJZ,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
OTLSIZJ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
OTLSJIZ,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
OTLSJZI,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
OTLSZIJ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
OTLSZJI,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
OTLZIJS,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLZISJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZJIS,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
OTLZJSI,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
OTLZSIJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLZSJI,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJILSZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJILZS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJISLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTJISZL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJIZLS,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OTJIZSL,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OTJLISZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJLIZS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJLSIZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
OTJLSZI,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
OTJLZIS,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
OTJLZSI,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
OTJSILZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTJSIZL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
OTJSLZI,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
OTJSZIL,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJSZLI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJZILS,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTJZISL,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTJZLIS,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
OTJZLSI,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
OTJZSIL,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTJZSLI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTSILJZ,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTSILZJ,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTSIJLZ,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OTSIJZL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSIZLJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSIZJL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSLIJZ,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTSLIZJ,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTSLJIZ,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTSLJZI,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTSLZIJ,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTSLZJI,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTSJILZ,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OTSJIZL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSJLIZ,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTSJLZI,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTSJZIL,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSJZLI,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OTSZILJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSZIJL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSZLIJ,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTSZLJI,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTSZJIL,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSZJLI,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OTZILJS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTZILSJ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZIJLS,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTZIJSL,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTZISLJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZISJL,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZLIJS,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
OTZLISJ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZLJIS,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
OTZLJSI,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
OTZLSIJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZLSJI,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OTZJILS,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTZJISL,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTZJLIS,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
OTZJLSI,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
OTZJSIL,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTZJSLI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTZSILJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZSIJL,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZSLIJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZSLJI,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OTZSJIL,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X
OTZSJLI,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X
OITLJSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITLJZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITLSJZ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OITLSZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLZJS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OITLZSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJLSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITJLZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITJSLZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJZLS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJZSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSLJZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSLZJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSJLZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSJZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSZJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITZLJS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITZLSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZJLS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITZJSL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITZSLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITZSJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILTJSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OILTJZS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OILTSJZ,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
OILTSZJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OILTZJS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OILTZSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OILJTSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OILJTZS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OILJSTZ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OILJSZT,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OILJZTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILJZST,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OILSTJZ,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OILSTZJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OILSJTZ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OILSJZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILSZTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OILSZJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILZTJS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OILZTSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OILZJTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZJST,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OILZSTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OILZSJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJTLSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OIJTLZS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OIJTSLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OIJTSZL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJTZLS,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OIJTZSL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OIJLTSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OIJLTZS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OIJLSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJLSZT,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OIJLZTS,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
OIJLZST,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OIJSTLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OIJSTZL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJSLTZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OIJSLZT,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
OIJSZTL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OIJSZLT,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OIJZTLS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OIJZTSL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OIJZLTS,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
OIJZLST,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OIJZSTL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OIJZSLT,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OISTLJZ,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
OISTLZJ,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OISTJLZ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OISTJZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OISTZLJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OISTZJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OISLTJZ,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
OISLTZJ,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OISLJTZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
OISLJZT,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OISLZTJ,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OISLZJT,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OISJTLZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OISJTZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OISJLTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OISJLZT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OISJZTL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OISJZLT,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OISZTLJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OISZTJL,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OISZLTJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OISZLJT,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
OISZJTL,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OISZJLT,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OIZTLJS,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OIZTLSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTJLS,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OIZTJSL,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X
OIZTSLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZTSJL,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OIZLTJS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZLTSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLJTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLJST,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OIZLSTJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OIZLSJT,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
