sequence,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeFAJvhF3iB5oB?UmBTsBurByvB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeUAJvhFliB5oB?3mBTsByvBGrB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KezAJvhF3iB5oB?WsBVwBaqBUsB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeFAJvhFzhB5oB?UmBXsBusByvB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeGBJvhFliB5oB?/sB0rBaqBzqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeUAJvhFzhB5oB?KrBFsBusB3qB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8Ke3AJvhFzhB5oB?KrBFsBusBUqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8Ke3AJvhF1mB5oB?+sBinBTrBUqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeUAJvhF1mB5oB?+sBinBTrB3qB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KezAJvhFUiB5oB?WsBVwBaqB3sB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeKGJvhFzhB5oB?XsBusB0qBFqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeyFJvhF5oBUnB?XrBusBFqBzrB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeWGJvhF5oBTnB?0rBaqBXrBlsB
JITOZSL,O,O,O,X,X,X,X,O,O,O,X,X,X
JILTSZO,X,X,X,X,X,O,O,X,X,X,X,X,X
JILTSOZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JILTZSO,X,X,X,X,X,O,O,X,X,X,X,X,X
JILTZOS,X,X,X,X,X,O,O,X,X,X,X,X,X
JILTOSZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JILTOZS,X,X,X,X,X,O,O,X,X,X,X,X,X
JILSTZO,X,X,X,X,X,X,O,X,X,X,X,X,X
JILSTOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JILSZTO,X,X,X,X,X,X,X,X,X,X,X,O,X
JILSZOT,X,X,X,X,X,X,X,X,X,X,X,O,X
JILSOTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JILSOZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JILZTSO,X,X,X,X,X,O,X,X,X,X,X,X,X
JILZTOS,X,X,X,X,X,O,X,X,X,X,X,X,X
JILZSTO,X,X,X,X,X,X,X,X,X,X,X,X,X
JILZSOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JILZOTS,X,X,X,X,X,X,X,X,O,X,X,X,O
JILZOST,X,X,X,X,X,X,X,X,X,X,X,X,O
JILOTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JILOTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JILOSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JILOSZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JILOZTS,X,X,X,X,X,X,X,X,O,X,X,X,X
JILOZST,X,X,X,X,X,X,X,X,X,X,X,X,X
JISTLZO,X,X,O,X,X,X,X,X,X,X,X,X,X
JISTLOZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JISTZLO,X,X,O,O,O,X,X,X,X,X,X,X,X
JISTZOL,X,X,O,O,O,X,X,X,X,X,X,X,X
JISTOLZ,X,X,O,X,X,X,X,O,X,X,X,X,X
JISTOZL,O,X,O,X,X,X,X,O,X,X,X,X,X
JISLTZO,X,X,X,X,X,X,O,X,X,X,O,X,X
JISLTOZ,X,X,X,X,X,X,O,X,X,X,O,X,X
JISLZTO,X,X,X,X,X,X,X,X,X,X,O,O,X
JISLZOT,X,X,X,X,X,X,X,X,X,X,O,O,X
JISLOTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
JISLOZT,X,X,X,X,X,X,X,X,X,X,O,X,X
JISZTLO,X,X,X,O,O,X,X,X,X,X,X,O,X
JISZTOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JISZLTO,X,X,X,O,O,X,X,X,X,X,X,O,X
JISZLOT,X,X,X,O,O,X,X,X,X,X,X,O,X
JISZOTL,X,X,X,O,O,X,X,O,O,X,X,X,X
JISZOLT,X,X,X,O,O,X,X,X,X,X,X,O,O
JISOTLZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JISOTZL,O,X,X,X,X,X,X,O,O,X,X,X,X
JISOLTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
JISOLZT,X,X,X,X,X,X,X,X,X,X,O,X,X
JISOZTL,O,X,X,X,X,X,X,O,O,X,X,X,X
JISOZLT,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZTLSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZTLOS,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZTSLO,X,X,X,O,O,X,X,X,X,X,X,X,X
JIZTSOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JIZTOLS,O,X,X,X,X,X,X,X,O,X,X,X,O
JIZTOSL,O,O,X,X,X,X,X,X,O,X,X,X,X
JIZLTSO,X,X,X,X,X,O,X,X,X,X,X,X,X
JIZLTOS,X,X,X,X,X,O,X,X,X,X,X,X,X
JIZLSTO,X,X,X,X,O,X,X,X,X,X,X,X,X
JIZLSOT,X,X,X,X,O,X,X,X,X,X,X,X,X
JIZLOTS,X,X,X,X,X,X,X,X,O,X,X,X,O
JIZLOST,X,X,X,X,X,X,X,X,X,X,X,X,O
JIZSTLO,X,X,X,O,O,X,X,X,X,X,X,X,X
JIZSTOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JIZSLTO,X,X,X,O,O,X,X,X,X,X,X,X,X
JIZSLOT,X,X,X,O,O,X,X,X,X,X,X,X,X
JIZSOTL,X,X,X,O,O,X,X,O,O,X,X,X,X
JIZSOLT,X,X,X,O,O,X,X,X,X,X,X,X,O
JIZOTLS,O,X,X,X,X,X,X,X,O,X,X,X,O
JIZOTSL,O,O,X,X,X,X,X,O,O,X,X,X,X
JIZOLTS,O,X,X,X,X,X,X,X,O,X,X,X,O
JIZOLST,O,X,X,X,X,X,X,X,X,X,X,X,O
JIZOSTL,O,O,X,X,O,X,X,O,O,X,X,X,X
JIZOSLT,O,O,X,X,O,X,X,X,X,X,X,X,O
JIOTLSZ,X,X,O,X,X,X,X,O,X,O,X,X,X
JIOTLZS,X,X,O,X,X,X,X,X,O,O,X,X,X
JIOTSLZ,X,O,O,X,X,X,X,O,X,O,X,X,X
JIOTSZL,O,O,O,X,X,X,X,O,O,O,X,X,X
JIOTZLS,O,X,O,X,X,X,X,X,O,O,X,X,X
JIOTZSL,O,O,O,X,X,X,X,O,O,O,X,X,X
JIOLTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JIOLTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JIOLSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JIOLSZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOLZTS,X,X,X,X,X,X,X,X,O,X,X,X,X
JIOLZST,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSTLZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JIOSTZL,O,O,X,X,X,X,X,O,O,X,X,X,X
JIOSLTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JIOSLZT,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOSZTL,O,O,X,X,X,X,X,O,O,X,X,X,X
JIOSZLT,O,O,X,X,X,X,X,X,X,X,X,X,X
JIOZTLS,O,X,X,X,X,X,X,X,O,X,X,X,O
JIOZTSL,O,O,X,X,X,X,X,O,O,X,X,X,X
JIOZLTS,O,X,X,X,X,X,X,X,O,X,X,X,O
JIOZLST,O,X,X,X,X,X,X,X,X,X,X,X,O
JIOZSTL,O,O,X,X,X,X,X,O,O,X,X,X,X
JIOZSLT,O,O,X,X,X,X,X,X,X,X,X,X,O
JLTISZO,X,X,X,X,X,O,O,X,X,X,X,X,X
JLTISOZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JLTIZSO,X,X,X,X,X,O,O,X,X,X,X,X,X
JLTIZOS,X,X,X,X,X,O,O,X,X,X,X,X,X
JLTIOSZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JLTIOZS,X,X,X,X,X,O,O,X,X,X,X,X,X
JLTSIZO,X,X,X,X,X,X,O,X,X,X,X,X,X
JLTSIOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JLTSZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTSZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTSOIZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JLTSOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTZISO,X,X,X,X,X,O,X,X,X,X,X,X,X
JLTZIOS,X,X,X,X,X,O,X,X,X,X,X,X,X
JLTZSIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTZSOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTZOIS,X,X,X,X,X,O,X,X,X,X,X,X,X
JLTZOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTOISZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JLTOIZS,X,X,X,X,X,O,O,X,X,X,X,X,X
JLTOSIZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JLTOSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTOZIS,X,X,X,X,X,O,X,X,X,X,X,X,X
JLTOZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLITSZO,X,X,X,X,X,O,O,X,X,X,X,X,X
JLITSOZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JLITZSO,X,X,X,X,X,O,O,X,X,X,X,X,X
JLITZOS,X,X,X,X,X,O,O,X,X,X,X,X,X
JLITOSZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JLITOZS,X,X,X,X,X,O,O,X,X,X,X,X,X
JLISTZO,X,X,X,X,X,X,O,X,X,X,X,X,X
JLISTOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JLISZTO,X,X,X,X,X,X,X,X,X,X,X,O,X
JLISZOT,X,X,X,X,X,X,X,X,X,X,X,O,X
JLISOTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JLISOZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLIZTSO,X,X,X,X,X,O,X,X,X,X,X,X,X
JLIZTOS,X,X,X,X,X,O,X,X,X,X,X,X,X
JLIZSTO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLIZSOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLIZOTS,X,X,X,X,X,X,X,X,O,X,X,X,O
JLIZOST,X,X,X,X,X,X,X,X,X,X,X,X,O
JLIOTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JLIOTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JLIOSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JLIOSZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLIOZTS,X,X,X,X,X,X,X,X,O,X,X,X,X
JLIOZST,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSTIZO,X,X,X,X,X,X,O,X,X,X,X,X,X
JLSTIOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JLSTZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSTOIZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JLSTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSITZO,X,X,X,X,X,X,O,X,X,X,X,X,X
JLSITOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JLSIZTO,X,X,X,X,X,X,X,X,X,X,X,O,X
JLSIZOT,X,X,X,X,X,X,X,X,X,X,X,O,X
JLSIOTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSIOZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSZTIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSZTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSZITO,X,X,X,X,X,X,X,X,X,X,X,O,X
JLSZIOT,X,X,X,X,X,X,X,X,X,X,X,O,X
JLSZOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSZOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSOTIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSOTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSOITZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSOIZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSOZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSOZIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZTISO,X,X,X,X,X,O,X,X,X,X,X,X,X
JLZTIOS,X,X,X,X,X,O,X,X,X,X,X,X,X
JLZTSIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZTOIS,X,X,X,X,X,O,X,X,X,X,X,X,X
JLZTOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZITSO,X,X,X,X,X,O,X,X,X,X,X,X,X
JLZITOS,X,X,X,X,X,O,X,X,X,X,X,X,X
JLZISTO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZISOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZIOTS,X,X,X,X,X,X,X,X,O,X,X,X,O
JLZIOST,X,X,X,X,X,X,X,X,X,X,X,X,O
JLZSTIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZSITO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZSIOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZSOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZSOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZOTIS,X,X,X,X,X,X,X,X,O,X,X,X,X
JLZOTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZOITS,X,X,X,X,X,X,X,X,O,X,X,X,O
JLZOIST,X,X,X,X,X,X,X,X,X,X,X,X,O
JLZOSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZOSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOTISZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JLOTIZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JLOTSIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JLOTSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOTZIS,X,X,X,X,X,X,X,X,O,X,X,X,X
JLOTZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOITSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JLOITZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JLOISTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JLOISZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOIZTS,X,X,X,X,X,X,X,X,O,X,X,X,X
JLOIZST,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOSTIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JLOSTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOSITZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JLOSIZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOSZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOSZIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOZTIS,X,X,X,X,X,X,X,X,O,X,X,X,X
JLOZTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOZITS,X,X,X,X,X,X,X,X,O,X,X,X,X
JLOZIST,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOZSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOZSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTILZO,X,X,O,X,X,X,X,X,X,X,X,X,X
JSTILOZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JSTIZLO,X,X,O,O,O,X,X,X,X,X,X,X,X
JSTIZOL,X,X,O,O,O,X,X,X,X,X,X,X,X
JSTIOLZ,X,X,O,X,X,X,X,O,X,X,X,X,X
JSTIOZL,O,X,O,X,X,X,X,O,X,X,X,X,X
JSTLIZO,X,X,O,X,X,X,X,X,X,X,X,X,X
JSTLIOZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JSTLZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTLZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTLOIZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JSTLOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTZILO,X,X,O,O,O,X,X,X,X,X,X,X,X
JSTZIOL,X,X,O,O,O,X,X,X,X,X,X,X,X
JSTZLIO,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTZLOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTZOIL,X,X,O,O,O,X,X,X,X,X,X,X,X
JSTZOLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTOILZ,X,X,O,X,X,X,X,O,X,X,X,X,X
JSTOIZL,O,X,O,X,X,X,X,O,X,X,X,X,X
JSTOLIZ,X,X,O,X,X,X,X,O,X,X,X,X,X
JSTOLZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTOZIL,O,X,O,X,X,X,X,O,X,X,X,X,X
JSTOZLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSITLZO,X,X,O,X,X,X,X,X,X,X,X,X,X
JSITLOZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JSITZLO,X,X,O,O,O,X,X,X,X,X,X,X,X
JSITZOL,X,X,O,O,O,X,X,X,X,X,X,X,X
JSITOLZ,X,X,O,X,X,X,X,O,X,X,X,X,X
JSITOZL,O,X,O,X,X,X,X,O,X,X,X,X,X
JSILTZO,X,X,X,X,X,X,O,X,X,X,O,X,X
JSILTOZ,X,X,X,X,X,X,O,X,X,X,O,X,X
JSILZTO,X,X,X,X,X,X,X,X,X,X,O,O,X
JSILZOT,X,X,X,X,X,X,X,X,X,X,O,O,X
JSILOTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
JSILOZT,X,X,X,X,X,X,X,X,X,X,O,X,X
JSIZTLO,X,X,X,O,O,X,X,X,X,X,X,O,X
JSIZTOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JSIZLTO,X,X,X,O,O,X,X,X,X,X,X,O,X
JSIZLOT,X,X,X,O,O,X,X,X,X,X,X,O,X
JSIZOTL,X,X,X,O,O,X,X,O,O,X,X,X,X
JSIZOLT,X,X,X,O,O,X,X,X,X,X,X,O,O
JSIOTLZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JSIOTZL,O,X,X,X,X,X,X,O,O,X,X,X,X
JSIOLTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
JSIOLZT,X,X,X,X,X,X,X,X,X,X,O,X,X
JSIOZTL,O,X,X,X,X,X,X,O,O,X,X,X,X
JSIOZLT,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLTIZO,X,X,X,X,X,X,O,X,X,X,X,X,X
JSLTIOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JSLTZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLTOIZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JSLTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLITZO,X,X,X,X,X,X,O,X,X,X,O,X,X
JSLITOZ,X,X,X,X,X,X,O,X,X,X,O,X,X
JSLIZTO,X,X,X,X,X,X,X,X,X,X,O,O,X
JSLIZOT,X,X,X,X,X,X,X,X,X,X,O,O,X
JSLIOTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
JSLIOZT,X,X,X,X,X,X,X,X,X,X,O,X,X
JSLZTIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLZTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLZITO,X,X,X,X,X,X,X,X,X,X,X,O,X
JSLZIOT,X,X,X,X,X,X,X,X,X,X,X,O,X
JSLZOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLZOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLOTIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JSLOTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLOITZ,X,X,X,X,X,X,X,O,X,X,O,X,X
JSLOIZT,X,X,X,X,X,X,X,X,X,X,O,X,X
JSLOZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLOZIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZTILO,X,X,X,O,O,X,X,X,X,X,X,X,X
JSZTIOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JSZTLIO,X,X,X,X,O,X,X,X,X,X,X,X,X
JSZTLOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZTOIL,X,X,X,O,O,X,X,X,X,X,X,X,X
JSZTOLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZITLO,X,X,X,O,O,X,X,X,X,X,X,O,X
JSZITOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JSZILTO,X,X,X,O,O,X,X,X,X,X,X,O,X
JSZILOT,X,X,X,O,O,X,X,X,X,X,X,O,X
JSZIOTL,X,X,X,O,O,X,X,O,O,X,X,X,X
JSZIOLT,X,X,X,O,O,X,X,X,X,X,X,O,O
JSZLTIO,X,X,X,X,O,X,X,X,X,X,X,X,X
JSZLTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZLITO,X,X,X,X,O,X,X,X,X,X,X,O,X
JSZLIOT,X,X,X,X,O,X,X,X,X,X,X,O,X
JSZLOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZLOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZOTIL,X,X,X,O,O,X,X,O,O,X,X,X,X
JSZOTLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZOITL,X,X,X,O,O,X,X,O,O,X,X,X,X
JSZOILT,X,X,X,O,O,X,X,X,X,X,X,X,O
JSZOLTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZOLIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOTILZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JSOTIZL,O,X,X,X,X,X,X,O,O,X,X,X,X
JSOTLIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JSOTLZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOTZIL,O,X,X,X,X,X,X,O,O,X,X,X,X
JSOTZLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOITLZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JSOITZL,O,X,X,X,X,X,X,O,O,X,X,X,X
JSOILTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
JSOILZT,X,X,X,X,X,X,X,X,X,X,O,X,X
JSOIZTL,O,X,X,X,X,X,X,O,O,X,X,X,X
JSOIZLT,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOLTIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JSOLTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOLITZ,X,X,X,X,X,X,X,O,X,X,O,X,X
JSOLIZT,X,X,X,X,X,X,X,X,X,X,O,X,X
JSOLZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOLZIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOZTIL,O,X,X,X,X,X,X,O,O,X,X,X,X
JSOZTLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOZITL,O,X,X,X,X,X,X,O,O,X,X,X,X
JSOZILT,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOZLTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOZLIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTILSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTILOS,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTISLO,X,X,X,O,O,X,X,X,X,X,X,X,X
JZTISOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JZTIOLS,O,X,X,X,X,X,X,X,O,X,X,X,O
JZTIOSL,O,O,X,X,X,X,X,X,O,X,X,X,X
JZTLISO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLIOS,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLSIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLSOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLOIS,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTSILO,X,X,X,O,O,X,X,X,X,X,X,X,X
JZTSIOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JZTSLIO,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTSLOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTSOIL,X,X,X,O,O,X,X,X,X,X,X,X,X
JZTSOLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOILS,O,X,X,X,X,X,X,X,O,X,X,X,O
JZTOISL,O,O,X,X,X,X,X,X,O,X,X,X,X
JZTOLIS,X,X,X,X,X,X,X,X,O,X,X,X,X
JZTOLSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOSIL,O,O,X,X,X,X,X,X,O,X,X,X,X
JZTOSLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITLSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITLOS,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITSLO,X,X,X,O,O,X,X,X,X,X,X,X,X
JZITSOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JZITOLS,O,X,X,X,X,X,X,X,O,X,X,X,O
JZITOSL,O,O,X,X,X,X,X,X,O,X,X,X,X
JZILTSO,X,X,X,X,X,O,X,X,X,X,X,X,X
JZILTOS,X,X,X,X,X,O,X,X,X,X,X,X,X
JZILSTO,X,X,X,X,O,X,X,X,X,X,X,X,X
JZILSOT,X,X,X,X,O,X,X,X,X,X,X,X,X
JZILOTS,X,X,X,X,X,X,X,X,O,X,X,X,O
JZILOST,X,X,X,X,X,X,X,X,X,X,X,X,O
JZISTLO,X,X,X,O,O,X,X,X,X,X,X,X,X
JZISTOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JZISLTO,X,X,X,O,O,X,X,X,X,X,X,X,X
JZISLOT,X,X,X,O,O,X,X,X,X,X,X,X,X
JZISOTL,X,X,X,O,O,X,X,O,O,X,X,X,X
JZISOLT,X,X,X,O,O,X,X,X,X,X,X,X,O
JZIOTLS,O,X,X,X,X,X,X,X,O,X,X,X,O
JZIOTSL,O,O,X,X,X,X,X,O,O,X,X,X,X
JZIOLTS,O,X,X,X,X,X,X,X,O,X,X,X,O
JZIOLST,O,X,X,X,X,X,X,X,X,X,X,X,O
JZIOSTL,O,O,X,X,O,X,X,O,O,X,X,X,X
JZIOSLT,O,O,X,X,O,X,X,X,X,X,X,X,O
JZLTISO,X,X,X,X,X,O,X,X,X,X,X,X,X
JZLTIOS,X,X,X,X,X,O,X,X,X,X,X,X,X
JZLTSIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTOIS,X,X,X,X,X,O,X,X,X,X,X,X,X
JZLTOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLITSO,X,X,X,X,X,O,X,X,X,X,X,X,X
