sequence,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhFxiBFlB8qB6?sBToB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhFTiB6oBRlB8?sBlqB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBUlBGmB/?sBToBVwB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBFlB8qB+?rB/sBTtB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBFlB8qBT?oBGsB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JezBJvhFfoB6oBRlBl?qBGsBUrB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhF/nBRlBToB0?qBlrBCtB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeWHJvhFTjBRlBXnBl?qBCtBUrB
ZLTJOIS,O,O,X,X,X,X,X,X
ZLTJOSI,O,O,X,X,X,X,X,X
ZLTSIJO,O,O,X,X,X,O,X,X
ZLTSIOJ,O,O,X,X,X,X,X,X
ZLTSJIO,O,O,X,X,X,O,X,X
ZLTSJOI,O,O,X,X,X,O,X,X
ZLTSOIJ,O,O,X,X,X,X,X,X
ZLTSOJI,O,O,X,X,X,X,X,X
ZLTOIJS,O,O,X,X,X,X,O,O
ZLTOISJ,O,O,X,X,X,X,O,X
ZLTOJIS,O,O,X,X,X,X,X,X
ZLTOJSI,O,O,X,X,X,X,X,X
ZLTOSIJ,O,O,X,X,X,X,X,X
ZLTOSJI,O,O,X,X,X,X,X,X
ZLITJSO,O,O,X,X,X,X,O,X
ZLITJOS,O,O,X,X,X,X,O,O
ZLITSJO,O,O,X,X,X,O,O,X
ZLITSOJ,O,O,X,X,X,X,O,X
ZLITOJS,O,O,X,X,X,X,O,O
ZLITOSJ,X,O,X,X,X,X,O,X
ZLIJTSO,O,O,X,X,O,X,X,X
ZLIJTOS,O,O,X,X,O,X,X,X
ZLIJSTO,O,O,X,O,O,X,X,X
ZLIJSOT,O,O,X,O,O,X,X,X
ZLIJOTS,O,O,X,X,O,X,O,O
ZLIJOST,O,O,X,X,O,X,X,O
ZLISTJO,O,O,X,X,X,O,X,X
ZLISTOJ,O,O,X,X,X,X,X,X
ZLISJTO,O,O,X,X,X,X,X,X
ZLISJOT,O,O,X,X,X,O,X,X
ZLISOTJ,X,O,X,X,X,X,X,X
ZLISOJT,O,O,X,X,X,X,X,X
ZLIOTJS,O,O,X,X,O,X,O,O
ZLIOTSJ,X,O,X,X,O,X,O,X
ZLIOJTS,O,O,X,X,O,X,O,O
ZLIOJST,O,O,X,X,O,X,X,O
ZLIOSTJ,X,O,X,X,O,X,X,X
ZLIOSJT,O,O,X,X,O,X,X,X
ZLJTISO,O,O,X,X,O,X,X,X
ZLJTIOS,O,O,X,X,O,X,X,X
ZLJTSIO,X,O,X,X,X,X,X,X
ZLJTSOI,X,O,X,X,X,X,X,X
ZLJTOIS,O,O,X,X,X,X,X,X
ZLJTOSI,X,O,X,X,X,X,X,X
ZLJITSO,O,O,X,X,O,X,X,X
ZLJITOS,O,O,X,X,O,X,X,X
ZLJISTO,O,O,X,O,O,X,X,X
ZLJISOT,O,O,X,O,O,X,X,X
ZLJIOTS,O,O,X,X,O,X,X,O
ZLJIOST,O,O,X,X,O,X,X,O
ZLJSTIO,X,O,X,O,X,X,X,X
ZLJSTOI,X,O,X,X,X,X,X,X
ZLJSITO,O,O,X,O,O,X,X,X
ZLJSIOT,O,O,X,O,O,X,X,X
ZLJSOTI,X,O,X,O,X,X,X,X
ZLJSOIT,O,O,X,O,X,X,X,X
ZLJOTIS,O,O,X,X,O,X,X,X
ZLJOTSI,X,O,X,X,X,X,X,X
ZLJOITS,O,O,X,X,O,X,X,O
ZLJOIST,O,O,X,X,O,X,X,O
ZLJOSTI,X,O,X,O,X,X,X,X
ZLJOSIT,O,O,X,O,O,X,X,X
ZLSTIJO,O,O,O,X,X,O,X,X
ZLSTIOJ,O,O,O,X,X,X,X,X
ZLSTJIO,O,O,O,X,X,O,X,X
ZLSTJOI,O,O,O,X,X,O,X,X
ZLSTOIJ,O,O,O,X,X,X,X,X
ZLSTOJI,O,O,O,X,X,X,X,X
ZLSITJO,O,O,O,X,X,O,X,X
ZLSITOJ,O,O,O,X,X,X,X,X
ZLSIJTO,O,O,O,X,X,X,X,X
ZLSIJOT,O,O,O,X,X,O,X,X
ZLSIOTJ,O,O,O,X,X,X,X,X
ZLSIOJT,O,O,O,X,X,X,X,X
ZLSJTIO,O,O,O,X,X,O,X,X
ZLSJTOI,O,O,O,X,X,O,X,X
ZLSJITO,O,O,O,X,X,X,X,X
ZLSJIOT,O,O,O,X,X,O,X,X
ZLSJOTI,O,O,X,X,X,O,X,X
ZLSJOIT,O,O,X,X,X,O,X,X
ZLSOTIJ,O,O,O,X,X,X,X,X
ZLSOTJI,O,O,O,X,X,X,X,X
ZLSOITJ,O,O,O,X,X,X,X,X
ZLSOIJT,O,O,O,X,X,X,X,X
ZLSOJTI,O,O,O,X,X,X,X,X
ZLSOJIT,O,O,O,X,X,X,X,X
ZLOTIJS,O,O,X,X,O,X,O,O
ZLOTISJ,O,O,X,X,O,X,O,X
ZLOTJIS,O,O,X,X,O,X,X,X
ZLOTJSI,O,O,X,X,X,X,X,X
ZLOTSIJ,O,O,X,X,X,X,X,X
ZLOTSJI,O,O,X,X,X,X,X,X
ZLOITJS,O,O,X,X,O,X,O,O
ZLOITSJ,O,O,X,X,O,X,O,X
ZLOIJTS,O,O,X,X,O,X,O,O
ZLOIJST,O,O,X,X,O,X,X,O
ZLOISTJ,O,O,X,X,O,X,X,X
ZLOISJT,O,O,X,X,O,X,X,X
ZLOJTIS,O,O,X,X,O,X,X,X
ZLOJTSI,X,O,X,X,X,X,X,X
ZLOJITS,O,O,X,X,O,X,X,O
ZLOJIST,O,O,X,X,O,X,X,O
ZLOJSTI,X,O,X,O,X,X,X,X
ZLOJSIT,O,O,X,O,O,X,X,X
ZLOSTIJ,O,O,O,X,X,X,X,X
ZLOSTJI,O,O,O,X,X,X,X,X
ZLOSITJ,O,O,O,X,O,X,X,X
ZLOSIJT,O,O,O,X,O,X,X,X
ZLOSJTI,O,O,O,X,X,X,X,X
ZLOSJIT,O,O,O,X,O,X,X,X
ZJTILSO,X,O,X,O,O,X,O,X
ZJTILOS,X,O,X,X,O,X,O,X
ZJTISLO,X,O,X,O,O,O,O,X
ZJTISOL,X,O,X,O,O,O,O,X
ZJTIOLS,X,O,X,X,O,X,O,X
ZJTIOSL,X,O,X,O,O,O,O,X
ZJTLISO,O,O,X,O,O,X,X,X
ZJTLIOS,O,O,X,X,O,X,X,X
ZJTLSIO,X,O,X,O,O,X,X,X
ZJTLSOI,X,O,X,O,X,X,X,X
ZJTLOIS,O,O,X,X,O,X,X,X
ZJTLOSI,X,O,X,O,O,X,X,X
ZJTSILO,X,O,X,O,O,O,X,X
ZJTSIOL,X,O,X,O,O,O,X,X
ZJTSLIO,X,O,X,O,O,O,X,X
ZJTSLOI,X,O,X,O,X,O,X,X
ZJTSOIL,X,O,X,O,O,X,X,X
ZJTSOLI,X,O,X,O,O,O,X,X
ZJTOILS,O,O,X,X,O,X,O,X
ZJTOISL,O,O,X,O,O,X,O,X
ZJTOLIS,O,O,X,X,O,X,X,X
ZJTOLSI,X,O,X,O,O,X,X,X
ZJTOSIL,X,O,X,O,O,X,X,X
ZJTOSLI,X,O,X,O,O,O,X,X
ZJITLSO,X,O,X,X,O,X,O,X
ZJITLOS,X,O,X,X,O,X,O,X
ZJITSLO,X,O,X,O,X,X,O,X
ZJITSOL,X,O,X,O,X,X,O,X
ZJITOLS,X,O,X,X,O,X,O,X
ZJITOSL,X,O,X,X,X,X,O,X
ZJILTSO,O,O,X,X,O,X,X,X
ZJILTOS,O,O,X,X,O,X,X,X
ZJILSTO,O,O,X,O,O,X,X,X
ZJILSOT,O,O,X,O,O,X,X,X
ZJILOTS,O,O,X,X,O,X,O,X
ZJILOST,O,O,X,X,O,X,X,X
ZJISTLO,X,O,X,O,X,X,X,X
ZJISTOL,X,O,X,O,X,X,X,X
ZJISLTO,X,O,X,O,O,X,X,X
ZJISLOT,X,O,X,O,O,O,X,X
ZJISOTL,X,O,X,O,X,X,O,X
ZJISOLT,X,O,X,O,O,O,X,X
ZJIOTLS,O,O,X,X,O,X,O,X
ZJIOTSL,O,X,X,X,X,X,O,X
ZJIOLTS,O,O,X,X,O,X,O,X
ZJIOLST,O,O,X,X,O,X,X,X
ZJIOSTL,O,X,X,O,X,X,O,X
ZJIOSLT,O,O,X,O,O,O,X,X
ZJLTISO,O,O,X,X,O,X,X,X
ZJLTIOS,O,O,X,X,O,X,X,X
ZJLTSIO,X,O,X,X,O,X,X,X
ZJLTSOI,X,O,X,X,X,X,X,X
ZJLTOIS,O,O,X,X,O,X,X,X
ZJLTOSI,X,O,X,X,X,X,X,X
ZJLITSO,O,O,X,X,O,X,X,X
ZJLITOS,O,O,X,X,O,X,X,X
ZJLISTO,O,O,X,O,O,X,X,X
ZJLISOT,O,O,X,O,O,X,X,X
ZJLIOTS,O,O,X,X,O,X,X,X
ZJLIOST,O,O,X,X,O,X,X,X
ZJLSTIO,X,O,X,O,X,X,X,X
ZJLSTOI,X,O,X,X,X,X,X,X
ZJLSITO,O,O,X,O,O,X,X,X
ZJLSIOT,O,O,X,O,O,X,X,X
ZJLSOTI,X,O,X,O,X,X,X,X
ZJLSOIT,O,O,X,O,X,X,X,X
ZJLOTIS,O,O,X,X,O,X,X,X
ZJLOTSI,X,O,X,X,X,X,X,X
ZJLOITS,O,O,X,X,O,X,X,X
ZJLOIST,O,O,X,X,O,X,X,X
ZJLOSTI,X,O,X,O,X,X,X,X
ZJLOSIT,O,O,X,O,O,X,X,X
ZJSTILO,X,O,O,O,X,O,X,X
ZJSTIOL,X,O,O,O,X,O,X,X
ZJSTLIO,X,O,O,O,X,O,X,X
ZJSTLOI,X,O,O,O,X,O,X,X
ZJSTOIL,X,O,O,O,X,X,X,X
ZJSTOLI,X,O,O,O,X,O,X,X
ZJSITLO,X,O,X,O,X,X,X,X
ZJSITOL,X,O,X,O,X,X,X,X
ZJSILTO,X,O,O,O,O,X,X,X
ZJSILOT,X,O,O,O,O,O,X,X
ZJSIOTL,X,O,X,O,X,X,X,X
ZJSIOLT,X,O,O,O,O,O,X,X
ZJSLTIO,X,O,O,O,X,O,X,X
ZJSLTOI,X,O,O,O,X,O,X,X
ZJSLITO,O,O,O,O,O,X,X,X
ZJSLIOT,O,O,O,O,O,O,X,X
ZJSLOTI,X,O,X,O,X,O,X,X
ZJSLOIT,O,O,X,O,X,O,X,X
ZJSOTIL,X,O,O,O,X,X,X,X
ZJSOTLI,X,O,O,O,X,O,X,X
ZJSOITL,O,O,X,O,X,X,X,X
ZJSOILT,O,O,O,O,O,O,X,X
ZJSOLTI,X,O,O,O,X,O,X,X
ZJSOLIT,O,O,O,O,O,O,X,X
ZJOTILS,O,O,X,X,O,X,O,X
ZJOTISL,O,O,X,O,O,X,O,X
ZJOTLIS,O,O,X,X,O,X,X,X
ZJOTLSI,X,O,X,O,O,X,X,X
ZJOTSIL,X,O,X,O,O,X,X,X
ZJOTSLI,X,O,X,O,O,O,X,X
ZJOITLS,O,O,X,X,O,X,O,X
ZJOITSL,O,X,X,X,X,X,O,X
ZJOILTS,O,O,X,X,O,X,O,X
ZJOILST,O,O,X,X,O,X,X,X
ZJOISTL,O,X,X,O,X,X,O,X
ZJOISLT,O,O,X,O,O,O,X,X
ZJOLTIS,O,O,X,X,O,X,X,X
ZJOLTSI,X,O,X,X,O,X,X,X
ZJOLITS,O,O,X,X,O,X,X,X
ZJOLIST,O,O,X,X,O,X,X,X
ZJOLSTI,X,O,X,O,X,X,X,X
ZJOLSIT,O,O,X,O,O,X,X,X
ZJOSTIL,X,O,O,O,X,X,X,X
ZJOSTLI,X,O,O,O,X,O,X,X
ZJOSITL,O,O,X,O,X,X,X,X
ZJOSILT,O,O,O,O,O,O,X,X
ZJOSLTI,X,O,O,O,X,O,X,X
ZJOSLIT,O,O,O,O,O,O,X,X
ZSTILJO,O,O,O,X,X,O,O,X
ZSTILOJ,O,O,O,X,X,X,O,X
ZSTIJLO,O,O,O,X,X,O,O,X
ZSTIJOL,O,O,O,X,X,O,O,X
ZSTIOLJ,O,O,O,X,X,X,O,X
ZSTIOJL,O,O,O,X,X,X,O,X
ZSTLIJO,O,O,O,X,X,O,X,X
ZSTLIOJ,O,O,O,X,X,X,X,X
ZSTLJIO,O,O,O,O,X,O,X,X
ZSTLJOI,O,O,O,O,X,O,X,X
ZSTLOIJ,O,O,O,X,X,X,X,X
ZSTLOJI,O,O,O,X,X,X,X,X
ZSTJILO,O,O,O,O,X,O,X,X
ZSTJIOL,O,O,O,O,X,O,X,X
ZSTJLIO,O,O,O,O,X,O,X,X
ZSTJLOI,O,O,O,O,X,O,X,X
ZSTJOIL,O,O,O,O,X,X,X,X
ZSTJOLI,O,O,O,O,X,O,X,X
ZSTOILJ,O,O,O,X,X,X,O,X
ZSTOIJL,O,O,O,X,X,X,O,X
ZSTOLIJ,O,O,O,X,X,X,X,X
ZSTOLJI,O,O,O,O,X,X,X,X
ZSTOJIL,O,O,O,O,X,X,X,X
ZSTOJLI,O,O,O,O,X,X,X,X
ZSITLJO,X,O,O,X,X,O,O,X
ZSITLOJ,X,O,O,X,X,X,O,X
ZSITJLO,X,O,O,X,X,O,O,X
ZSITJOL,X,O,O,X,X,O,O,X
ZSITOLJ,X,O,O,X,X,X,O,X
ZSITOJL,X,O,O,X,X,X,O,X
ZSILTJO,O,O,O,X,X,O,X,X
ZSILTOJ,X,O,O,X,X,X,X,X
ZSILJTO,O,O,O,O,X,X,X,X
ZSILJOT,O,O,O,O,X,O,X,X
ZSILOTJ,O,O,O,X,X,X,X,X
ZSILOJT,O,O,O,O,X,X,X,X
ZSIJTLO,X,O,X,O,X,X,X,X
ZSIJTOL,X,O,X,O,X,X,X,X
ZSIJLTO,O,O,O,O,O,X,X,X
ZSIJLOT,O,O,O,O,O,O,X,X
ZSIJOTL,O,O,X,O,X,X,O,X
ZSIJOLT,O,O,O,O,O,O,X,X
ZSIOTLJ,X,O,O,X,X,X,O,X
ZSIOTJL,O,O,O,X,X,X,O,X
ZSIOLTJ,O,O,O,X,O,X,X,X
ZSIOLJT,O,O,O,O,O,X,X,X
ZSIOJTL,O,O,X,X,X,X,O,X
ZSIOJLT,O,O,O,X,O,X,X,X
ZSLTIJO,O,O,O,X,X,O,X,X
ZSLTIOJ,O,O,O,X,X,X,X,X
ZSLTJIO,O,O,O,O,X,O,X,X
ZSLTJOI,O,O,O,O,X,O,X,X
ZSLTOIJ,O,O,O,X,X,X,X,X
ZSLTOJI,O,O,O,X,X,X,X,X
ZSLITJO,O,O,O,X,X,O,X,X
ZSLITOJ,O,O,O,X,X,X,X,X
ZSLIJTO,O,O,O,O,X,X,X,X
ZSLIJOT,O,O,O,O,X,O,X,X
ZSLIOTJ,O,O,O,X,X,X,X,X
ZSLIOJT,O,O,O,O,X,X,X,X
ZSLJTIO,O,O,O,O,X,O,X,X
ZSLJTOI,O,O,O,O,X,O,X,X
ZSLJITO,O,O,O,O,X,X,X,X
ZSLJIOT,O,O,O,O,X,O,X,X
ZSLJOTI,O,O,X,X,X,O,X,X
ZSLJOIT,O,O,X,O,X,O,X,X
ZSLOTIJ,O,O,O,X,X,X,X,X
ZSLOTJI,O,O,O,X,X,X,X,X
ZSLOITJ,O,O,O,X,X,X,X,X
ZSLOIJT,O,O,O,X,X,X,X,X
ZSLOJTI,O,O,O,X,X,X,X,X
ZSLOJIT,O,O,O,X,X,X,X,X
ZSJTILO,X,O,O,O,X,O,X,X
ZSJTIOL,X,O,O,O,X,O,X,X
ZSJTLIO,O,O,O,O,X,O,X,X
ZSJTLOI,O,O,O,O,X,O,X,X
ZSJTOIL,O,O,O,O,X,X,X,X
ZSJTOLI,O,O,O,O,X,O,X,X
ZSJITLO,X,O,X,O,X,X,X,X
ZSJITOL,X,O,X,O,X,X,X,X
ZSJILTO,O,O,O,O,O,X,X,X
ZSJILOT,O,O,O,O,O,O,X,X
ZSJIOTL,O,O,X,O,X,X,X,X
ZSJIOLT,O,O,O,O,O,O,X,X
ZSJLTIO,O,O,O,O,X,O,X,X
ZSJLTOI,O,O,O,O,X,O,X,X
ZSJLITO,O,O,O,O,O,X,X,X
ZSJLIOT,O,O,O,O,O,O,X,X
ZSJLOTI,O,O,X,O,X,O,X,X
ZSJLOIT,O,O,X,O,X,O,X,X
ZSJOTIL,O,O,O,O,X,X,X,X
ZSJOTLI,O,O,O,O,X,O,X,X
ZSJOITL,O,O,X,O,X,X,X,X
ZSJOILT,O,O,O,O,O,O,X,X
ZSJOLTI,O,O,O,O,X,O,X,X
ZSJOLIT,O,O,O,O,O,O,X,X
ZSOTILJ,O,O,O,X,X,X,O,X
ZSOTIJL,O,O,O,X,X,X,O,X
ZSOTLIJ,O,O,O,X,X,X,X,X
ZSOTLJI,O,O,O,O,X,X,X,X
ZSOTJIL,O,O,O,O,X,X,X,X
ZSOTJLI,O,O,O,O,X,X,X,X
ZSOITLJ,O,O,O,X,X,X,O,X
ZSOITJL,O,O,O,X,X,X,O,X
ZSOILTJ,O,O,O,X,O,X,X,X
ZSOILJT,O,O,O,O,O,X,X,X
ZSOIJTL,O,O,X,X,X,X,O,X
ZSOIJLT,O,O,O,X,O,X,X,X
ZSOLTIJ,O,O,O,X,X,X,X,X
ZSOLTJI,O,O,O,O,X,X,X,X
ZSOLITJ,O,O,O,X,O,X,X,X
ZSOLIJT,O,O,O,O,O,X,X,X
ZSOLJTI,O,O,O,O,X,X,X,X
ZSOLJIT,O,O,O,O,O,X,X,X
ZSOJTIL,O,O,O,O,X,X,X,X
ZSOJTLI,O,O,O,O,X,X,X,X
ZSOJITL,O,O,X,O,X,X,X,X
ZSOJILT,O,O,O,O,O,X,X,X
ZSOJLTI,O,O,O,O,X,X,X,X
ZSOJLIT,O,O,O,O,O,X,X,X
ZOTILJS,O,O,X,X,O,X,O,X
ZOTILSJ,O,O,X,X,O,X,O,X
ZOTIJLS,O,O,X,X,O,X,O,X
ZOTIJSL,O,O,O,O,O,X,O,X
ZOTISLJ,O,O,O,X,O,X,O,X
ZOTISJL,O,O,O,X,O,X,O,X
ZOTLIJS,O,O,X,X,O,X,O,X
ZOTLISJ,O,O,X,X,O,X,O,X
ZOTLJIS,O,O,X,X,O,X,X,X
ZOTLJSI,O,O,O,O,O,X,X,X
ZOTLSIJ,O,O,O,X,O,X,X,X
ZOTLSJI,O,O,O,X,O,X,X,X
ZOTJILS,O,O,X,X,O,X,O,X
ZOTJISL,O,O,O,O,O,X,O,X
ZOTJLIS,O,O,X,X,O,X,X,X
ZOTJLSI,O,O,O,O,O,X,X,X
ZOTJSIL,O,O,O,O,O,X,X,X
ZOTJSLI,O,O,O,O,O,X,X,X
ZOTSILJ,O,O,O,X,O,X,O,X
ZOTSIJL,O,O,O,X,O,X,O,X
ZOTSLIJ,O,O,O,X,O,X,X,X
ZOTSLJI,O,O,O,O,O,X,X,X
ZOTSJIL,O,O,O,O,O,X,X,X
ZOTSJLI,O,O,O,O,O,X,X,X
ZOITLJS,O,O,X,X,O,X,O,X
ZOITLSJ,O,O,X,X,O,X,O,X
ZOITJLS,O,O,X,X,O,X,O,X
ZOITJSL,O,O,X,X,X,X,O,X
ZOITSLJ,O,O,X,X,X,X,O,X
ZOITSJL,O,O,X,X,X,X,O,X
ZOILTJS,O,O,X,X,O,X,O,X
ZOILTSJ,O,O,X,X,O,X,O,X
ZOILJTS,O,O,X,X,O,X,O,X
ZOILJST,O,O,X,X,O,X,X,X
ZOILSTJ,O,O,X,X,O,X,X,X
ZOILSJT,O,O,X,X,O,X,X,X
ZOIJTLS,O,O,X,X,O,X,O,X
ZOIJTSL,O,X,X,X,X,X,O,X
ZOIJLTS,O,O,X,X,O,X,O,X
ZOIJLST,O,O,X,X,O,X,X,X
ZOIJSTL,O,X,X,O,X,X,O,X
ZOIJSLT,O,O,X,O,O,X,X,X
ZOISTLJ,O,O,O,X,X,X,O,X
ZOISTJL,O,O,O,X,X,X,O,X
ZOISLTJ,X,O,O,X,O,X,X,X
ZOISLJT,O,O,O,X,O,X,X,X
ZOISJTL,O,O,X,X,X,X,O,X
ZOISJLT,O,O,O,X,O,X,X,X
ZOLTIJS,O,O,X,X,O,X,O,X
ZOLTISJ,O,O,X,X,O,X,O,X
ZOLTJIS,O,O,X,X,O,X,X,X
ZOLTJSI,O,O,X,X,O,X,X,X
ZOLTSIJ,O,O,X,X,O,X,X,X
ZOLTSJI,O,O,X,X,O,X,X,X
ZOLITJS,O,O,X,X,O,X,O,X
ZOLITSJ,O,O,X,X,O,X,O,X
ZOLIJTS,O,O,X,X,O,X,O,X
ZOLIJST,O,O,X,X,O,X,X,X
ZOLISTJ,O,O,X,X,O,X,X,X
ZOLISJT,O,O,X,X,O,X,X,X
ZOLJTIS,O,O,X,X,O,X,X,X
ZOLJTSI,X,O,X,X,O,X,X,X
ZOLJITS,O,O,X,X,O,X,X,X
ZOLJIST,O,O,X,X,O,X,X,X
ZOLJSTI,X,O,X,O,X,X,X,X
ZOLJSIT,O,O,X,O,O,X,X,X
ZOLSTIJ,O,O,O,X,X,X,X,X
ZOLSTJI,O,O,O,X,X,X,X,X
ZOLSITJ,O,O,O,X,O,X,X,X
ZOLSIJT,O,O,O,X,O,X,X,X
ZOLSJTI,O,O,O,X,X,X,X,X
ZOLSJIT,O,O,O,X,O,X,X,X
ZOJTILS,O,O,X,X,O,X,O,X
ZOJTISL,O,O,X,O,O,X,O,X
ZOJTLIS,O,O,X,X,O,X,X,X
ZOJTLSI,X,O,X,O,O,X,X,X
ZOJTSIL,X,O,X,O,O,X,X,X
ZOJTSLI,X,O,X,O,O,X,X,X
ZOJITLS,O,O,X,X,O,X,O,X
ZOJITSL,O,X,X,X,X,X,O,X
ZOJILTS,O,O,X,X,O,X,O,X
ZOJILST,O,O,X,X,O,X,X,X
ZOJISTL,O,X,X,O,X,X,O,X
ZOJISLT,O,O,X,O,O,X,X,X
ZOJLTIS,O,O,X,X,O,X,X,X
ZOJLTSI,X,O,X,X,O,X,X,X
ZOJLITS,O,O,X,X,O,X,X,X
ZOJLIST,O,O,X,X,O,X,X,X
ZOJLSTI,X,O,X,O,X,X,X,X
ZOJLSIT,O,O,X,O,O,X,X,X
ZOJSTIL,X,O,O,O,X,X,X,X
ZOJSTLI,X,O,O,O,X,X,X,X
ZOJSITL,O,O,X,O,X,X,X,X
ZOJSILT,O,O,O,O,O,X,X,X
ZOJSLTI,X,O,O,O,X,X,X,X
ZOJSLIT,O,O,O,O,O,X,X,X
ZOSTILJ,O,O,O,X,X,X,O,X
ZOSTIJL,O,O,O,X,X,X,O,X
ZOSTLIJ,O,O,O,X,X,X,X,X
ZOSTLJI,O,O,O,O,X,X,X,X
ZOSTJIL,O,O,O,O,X,X,X,X
ZOSTJLI,O,O,O,O,X,X,X,X
ZOSITLJ,O,O,O,X,X,X,O,X
ZOSITJL,O,O,O,X,X,X,O,X
ZOSILTJ,O,O,O,X,O,X,X,X
ZOSILJT,O,O,O,O,O,X,X,X
ZOSIJTL,O,O,X,X,X,X,O,X
ZOSIJLT,O,O,O,X,O,X,X,X
ZOSLTIJ,O,O,O,X,X,X,X,X
ZOSLTJI,O,O,O,O,X,X,X,X
ZOSLITJ,O,O,O,X,O,X,X,X
ZOSLIJT,O,O,O,O,O,X,X,X
ZOSLJTI,O,O,O,O,X,X,X,X
ZOSLJIT,O,O,O,O,O,X,X,X
ZOSJTIL,O,O,O,O,X,X,X,X
ZOSJTLI,O,O,O,O,X,X,X,X
ZOSJITL,O,O,X,O,X,X,X,X
ZOSJILT,O,O,O,O,O,X,X,X
ZOSJLTI,O,O,O,O,X,X,X,X
ZOSJLIT,O,O,O,O,O,X,X,X
OTILJSZ,O,X,X,X,O,X,X,O
OTILJZS,O,O,X,X,O,X,X,O
OTILSJZ,O,X,X,X,O,O,X,O
OTILSZJ,O,X,X,X,O,X,X,X
OTILZJS,O,O,X,X,O,X,X,O
OTILZSJ,O,O,X,X,O,X,X,X
OTIJLSZ,O,X,X,X,O,O,X,X
OTIJLZS,O,O,X,X,O,X,X,X
OTIJSLZ,X,X,O,O,O,O,X,X
OTIJSZL,O,X,O,O,X,O,X,X
OTIJZLS,O,O,X,X,O,X,X,X
OTIJZSL,O,O,X,O,O,O,X,X
OTISLJZ,O,X,O,O,O,O,X,X
OTISLZJ,O,X,O,X,O,X,X,X
OTISJLZ,O,X,O,O,O,O,X,X
OTISJZL,O,X,O,O,X,O,X,X
OTISZLJ,O,X,O,X,X,X,X,X
OTISZJL,O,X,O,X,X,X,X,X
OTIZLJS,O,O,X,X,O,X,O,X
OTIZLSJ,O,O,X,X,O,X,O,X
OTIZJLS,O,O,X,X,O,X,O,X
OTIZJSL,O,O,O,O,O,X,O,X
OTIZSLJ,O,O,O,X,O,X,O,X
OTIZSJL,O,O,O,X,O,X,O,X
OTLIJSZ,O,X,X,X,O,X,X,O
OTLIJZS,O,O,X,X,O,X,X,O
OTLISJZ,O,X,X,X,O,O,X,O
OTLISZJ,O,X,X,X,O,X,X,X
OTLIZJS,O,O,X,X,O,X,X,O
OTLIZSJ,O,O,X,X,O,X,X,X
OTLJISZ,O,X,X,X,O,X,X,O
OTLJIZS,O,X,X,X,O,X,X,O
OTLJSIZ,O,X,O,O,O,X,X,X
OTLJSZI,O,X,O,O,O,X,X,X
OTLJZIS,O,X,X,X,O,X,X,X
OTLJZSI,O,X,X,O,O,X,X,X
OTLSIJZ,O,O,O,O,O,O,X,O
OTLSIZJ,O,O,O,X,O,X,X,X
OTLSJIZ,O,X,O,O,O,O,X,X
OTLSJZI,O,O,O,O,O,O,X,X
OTLSZIJ,O,O,O,X,O,X,X,X
OTLSZJI,O,O,O,O,O,X,X,X
OTLZIJS,O,O,X,X,O,X,O,O
OTLZISJ,O,O,X,X,O,X,O,X
OTLZJIS,O,O,X,X,O,X,X,X
OTLZJSI,O,O,O,O,O,X,X,X
OTLZSIJ,O,O,O,X,O,X,X,X
OTLZSJI,O,O,O,X,O,X,X,X
OTJILSZ,O,X,X,X,O,O,X,X
OTJILZS,O,X,X,X,O,X,X,X
OTJISLZ,X,X,O,O,O,O,X,X
OTJISZL,O,X,O,O,X,O,X,X
OTJIZLS,O,X,X,X,O,X,X,X
OTJIZSL,O,X,X,O,O,O,X,X
OTJLISZ,O,X,X,X,O,X,X,X
OTJLIZS,O,X,X,X,O,X,X,X
OTJLSIZ,O,X,O,O,O,O,X,X
OTJLSZI,O,X,O,O,O,O,X,X
OTJLZIS,O,X,X,X,O,X,X,X
OTJLZSI,O,X,X,O,O,X,X,X
OTJSILZ,X,X,O,O,O,O,X,X
OTJSIZL,O,X,O,O,X,O,X,X
OTJSLIZ,O,X,O,O,O,O,X,X
OTJSLZI,O,X,O,O,O,O,X,X
OTJSZIL,O,X,O,O,O,X,X,X
OTJSZLI,O,X,O,O,O,O,X,X
OTJZILS,O,X,X,X,O,X,O,X
OTJZISL,O,X,O,O,O,X,O,X
OTJZLIS,O,X,X,X,O,X,X,X
OTJZLSI,O,X,O,O,O,X,X,X
OTJZSIL,O,X,O,O,O,X,X,X
OTJZSLI,O,X,O,O,O,O,X,X
OTSILJZ,O,O,O,O,O,O,X,X
OTSILZJ,O,O,O,X,O,X,X,X
OTSIJLZ,O,O,O,O,O,O,X,X
OTSIJZL,O,O,O,O,X,O,X,X
OTSIZLJ,O,O,O,X,X,X,X,X
OTSIZJL,O,O,O,X,X,X,X,X
OTSLIJZ,O,O,O,O,O,O,X,X
