sequence,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mel/IvhF3gBcmB?5nB6tBOtBTqB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mel/IvhF3gBcmB?5nBOtB6tBTqB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBunB?coBFlB3qBSyB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBCjB?FlB8sB+tB3qB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBSoB?FlBUoB3qBWyB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBCjB?1qBGtBUqBXtB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBGjB?1qBqsB/tBUqB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBFlB?GoB3qBUtBCtB
ZLIJOST,O,O,O,X,X,X,X,X
ZLISTJO,O,O,O,X,X,X,O,X
ZLISTOJ,O,X,O,X,X,X,O,X
ZLISJTO,O,O,O,X,X,X,O,X
ZLISJOT,X,X,O,X,X,X,O,X
ZLISOTJ,O,X,O,X,X,X,X,X
ZLISOJT,O,X,O,X,X,X,O,X
ZLIOTJS,O,O,O,X,X,X,X,X
ZLIOTSJ,O,O,O,X,X,X,X,X
ZLIOJTS,O,O,O,X,X,X,X,X
ZLIOJST,O,O,O,X,X,X,X,X
ZLIOSTJ,O,O,O,X,X,X,X,X
ZLIOSJT,O,O,O,X,X,X,O,X
ZLJTISO,O,O,O,X,X,X,X,X
ZLJTIOS,X,X,O,X,X,X,X,X
ZLJTSIO,O,O,O,X,X,X,X,X
ZLJTSOI,X,X,O,X,X,X,X,X
ZLJTOIS,X,X,O,X,X,X,X,X
ZLJTOSI,X,X,O,X,X,X,X,O
ZLJITSO,O,O,O,X,X,X,X,X
ZLJITOS,X,X,O,X,X,X,X,X
ZLJISTO,O,O,O,X,X,X,X,X
ZLJISOT,X,X,O,X,X,X,X,X
ZLJIOTS,O,O,O,X,X,X,X,X
ZLJIOST,O,O,O,X,X,X,X,X
ZLJSTIO,O,O,O,X,X,X,X,O
ZLJSTOI,X,X,O,X,X,X,X,O
ZLJSITO,O,O,O,X,X,X,X,X
ZLJSIOT,X,X,O,X,X,X,X,X
ZLJSOTI,X,X,O,X,X,X,X,O
ZLJSOIT,X,X,O,X,X,X,X,X
ZLJOTIS,O,O,O,X,X,X,X,X
ZLJOTSI,O,O,O,X,X,X,X,O
ZLJOITS,O,O,O,X,X,X,X,X
ZLJOIST,O,O,O,X,X,X,X,X
ZLJOSTI,O,O,O,X,X,X,X,O
ZLJOSIT,O,O,O,X,X,X,X,X
ZLSTIJO,O,O,O,X,X,X,O,O
ZLSTIOJ,O,X,O,X,X,X,O,O
ZLSTJIO,O,O,O,X,X,X,O,O
ZLSTJOI,X,X,O,X,X,X,O,O
ZLSTOIJ,O,X,O,X,X,X,O,O
ZLSTOJI,X,X,O,X,X,X,O,O
ZLSITJO,O,O,O,X,X,X,O,X
ZLSITOJ,O,X,O,X,X,X,O,X
ZLSIJTO,O,O,O,X,X,X,O,X
ZLSIJOT,X,X,O,X,X,X,O,X
ZLSIOTJ,O,X,O,X,X,X,X,X
ZLSIOJT,O,X,O,X,X,X,O,X
ZLSJTIO,O,O,O,X,X,X,O,O
ZLSJTOI,X,X,O,X,X,X,O,O
ZLSJITO,O,O,O,X,X,X,O,X
ZLSJIOT,X,X,O,X,X,X,O,X
ZLSJOTI,X,X,O,X,X,X,O,O
ZLSJOIT,X,X,O,X,X,X,O,X
ZLSOTIJ,O,X,O,X,X,X,O,O
ZLSOTJI,O,X,O,X,X,X,O,O
ZLSOITJ,O,X,O,X,X,X,X,X
ZLSOIJT,O,X,O,X,X,X,O,X
ZLSOJTI,O,X,O,X,X,X,O,O
ZLSOJIT,O,X,O,X,X,X,O,X
ZLOTIJS,O,O,O,X,X,X,X,X
ZLOTISJ,O,O,O,X,X,X,O,X
ZLOTJIS,O,O,O,X,X,X,X,X
ZLOTJSI,O,O,O,X,X,X,X,O
ZLOTSIJ,O,O,O,X,X,X,O,X
ZLOTSJI,O,O,O,X,X,X,O,X
ZLOITJS,O,O,O,X,X,X,X,X
ZLOITSJ,O,O,O,X,X,X,X,X
ZLOIJTS,O,O,O,X,X,X,X,X
ZLOIJST,O,O,O,X,X,X,X,X
ZLOISTJ,O,O,O,X,X,X,X,X
ZLOISJT,O,O,O,X,X,X,O,X
ZLOJTIS,O,O,O,X,X,X,X,X
ZLOJTSI,O,O,O,X,X,X,X,O
ZLOJITS,O,O,O,X,X,X,X,X
ZLOJIST,O,O,O,X,X,X,X,X
ZLOJSTI,O,O,O,X,X,X,X,O
ZLOJSIT,O,O,O,X,X,X,X,X
ZLOSTIJ,O,O,O,X,X,X,O,O
ZLOSTJI,O,O,O,X,X,X,O,O
ZLOSITJ,O,O,O,X,X,X,X,X
ZLOSIJT,O,O,O,X,X,X,O,X
ZLOSJTI,O,O,O,X,X,X,O,O
ZLOSJIT,O,O,O,X,X,X,O,X
ZJTILSO,O,O,X,O,X,O,X,X
ZJTILOS,X,X,X,O,O,O,X,X
ZJTISLO,O,O,X,O,X,O,X,X
ZJTISOL,X,O,X,O,X,O,X,X
ZJTIOLS,X,O,X,O,O,O,X,X
ZJTIOSL,X,O,X,O,X,O,X,O
ZJTLISO,O,O,X,O,X,O,X,X
ZJTLIOS,X,X,X,O,O,O,X,X
ZJTLSIO,O,O,X,O,X,O,X,X
ZJTLSOI,X,X,X,O,X,O,X,X
ZJTLOIS,X,X,X,O,O,O,X,X
ZJTLOSI,X,X,X,O,O,O,X,O
ZJTSILO,O,O,X,O,X,O,X,O
ZJTSIOL,X,O,X,O,X,O,X,O
ZJTSLIO,O,O,X,O,X,O,X,O
ZJTSLOI,X,X,X,O,X,O,X,O
ZJTSOIL,X,O,X,O,X,O,X,O
ZJTSOLI,X,X,X,O,X,O,X,O
ZJTOILS,X,O,X,O,O,O,X,X
ZJTOISL,X,O,X,O,X,O,X,O
ZJTOLIS,X,O,X,O,O,O,X,X
ZJTOLSI,X,O,X,O,O,O,X,O
ZJTOSIL,X,O,X,O,X,O,X,O
ZJTOSLI,X,O,X,O,X,O,X,O
ZJITLSO,O,O,X,O,X,X,X,X
ZJITLOS,X,X,X,O,O,X,X,X
ZJITSLO,O,O,X,O,X,O,X,X
ZJITSOL,X,O,X,O,X,O,X,X
ZJITOLS,X,O,X,O,O,X,X,X
ZJITOSL,X,O,X,O,X,O,X,O
ZJILTSO,O,O,X,O,X,X,X,X
ZJILTOS,X,X,X,O,O,O,X,X
ZJILSTO,O,O,X,O,X,X,X,X
ZJILSOT,X,X,X,O,X,X,X,X
ZJILOTS,O,O,X,O,X,O,X,X
ZJILOST,O,O,X,O,X,X,X,X
ZJISTLO,O,O,X,O,X,X,X,O
ZJISTOL,X,O,X,O,X,X,X,O
ZJISLTO,O,O,X,O,X,X,X,X
ZJISLOT,X,X,X,O,X,X,X,X
ZJISOTL,X,O,X,O,X,X,X,O
ZJISOLT,X,O,X,O,X,X,X,X
ZJIOTLS,O,O,X,O,X,X,X,X
ZJIOTSL,O,O,X,O,X,X,X,O
ZJIOLTS,O,O,X,O,X,O,X,X
ZJIOLST,O,O,X,O,X,X,X,X
ZJIOSTL,O,O,X,O,X,X,X,O
ZJIOSLT,O,O,X,O,X,X,X,X
ZJLTISO,O,O,X,O,X,O,X,X
ZJLTIOS,X,X,X,O,O,O,X,X
ZJLTSIO,O,O,X,O,X,O,X,X
ZJLTSOI,X,X,X,O,X,O,X,X
ZJLTOIS,X,X,X,O,O,O,X,X
ZJLTOSI,X,X,X,O,O,O,X,O
ZJLITSO,O,O,X,O,X,X,X,X
ZJLITOS,X,X,X,O,O,O,X,X
ZJLISTO,O,O,X,O,X,X,X,X
ZJLISOT,X,X,X,O,X,X,X,X
ZJLIOTS,O,O,X,O,X,O,X,X
ZJLIOST,O,O,X,O,X,X,X,X
ZJLSTIO,O,O,X,O,O,X,X,O
ZJLSTOI,X,X,X,O,O,X,X,O
ZJLSITO,O,O,X,O,X,X,X,X
ZJLSIOT,X,X,X,O,X,X,X,X
ZJLSOTI,X,X,X,O,O,X,X,O
ZJLSOIT,X,X,X,O,X,X,X,X
ZJLOTIS,O,O,X,O,O,O,X,X
ZJLOTSI,O,O,X,O,O,O,X,O
ZJLOITS,O,O,X,O,X,O,X,X
ZJLOIST,O,O,X,O,X,X,X,X
ZJLOSTI,O,O,X,O,O,X,X,O
ZJLOSIT,O,O,X,O,X,X,X,X
ZJSTILO,O,O,X,O,O,X,X,O
ZJSTIOL,X,O,X,O,O,X,X,O
ZJSTLIO,O,O,X,O,O,X,X,O
ZJSTLOI,X,X,X,O,O,X,X,O
ZJSTOIL,X,O,X,O,O,X,X,O
ZJSTOLI,X,X,X,O,O,X,X,O
ZJSITLO,O,O,X,O,X,X,X,O
ZJSITOL,X,O,X,O,X,X,X,O
ZJSILTO,O,O,X,O,X,X,X,X
ZJSILOT,X,X,X,O,X,X,X,X
ZJSIOTL,X,O,X,O,X,X,X,O
ZJSIOLT,X,O,X,O,X,X,X,X
ZJSLTIO,O,O,X,O,O,X,X,O
ZJSLTOI,X,X,X,O,O,X,X,O
ZJSLITO,O,O,X,O,X,X,X,X
ZJSLIOT,X,X,X,O,X,X,X,X
ZJSLOTI,X,X,X,O,O,X,X,O
ZJSLOIT,X,X,X,O,X,X,X,X
ZJSOTIL,X,O,X,O,O,X,X,O
ZJSOTLI,X,O,X,O,O,X,X,O
ZJSOITL,X,O,X,O,X,X,X,O
ZJSOILT,X,O,X,O,X,X,X,X
ZJSOLTI,X,O,X,O,O,X,X,O
ZJSOLIT,X,O,X,O,X,X,X,X
ZJOTILS,O,O,X,O,O,O,X,X
ZJOTISL,O,O,X,O,X,O,X,O
ZJOTLIS,O,O,X,O,O,O,X,X
ZJOTLSI,O,O,X,O,O,O,X,O
ZJOTSIL,O,O,X,O,X,O,X,O
ZJOTSLI,O,O,X,O,X,O,X,O
ZJOITLS,O,O,X,O,X,X,X,X
ZJOITSL,O,O,X,O,X,X,X,O
ZJOILTS,O,O,X,O,X,O,X,X
ZJOILST,O,O,X,O,X,X,X,X
ZJOISTL,O,O,X,O,X,X,X,O
ZJOISLT,O,O,X,O,X,X,X,X
ZJOLTIS,O,O,X,O,O,O,X,X
ZJOLTSI,O,O,X,O,O,O,X,O
ZJOLITS,O,O,X,O,X,O,X,X
ZJOLIST,O,O,X,O,X,X,X,X
ZJOLSTI,O,O,X,O,O,X,X,O
ZJOLSIT,O,O,X,O,X,X,X,X
ZJOSTIL,O,O,X,O,O,X,X,O
ZJOSTLI,O,O,X,O,O,X,X,O
ZJOSITL,O,O,X,O,X,X,X,O
ZJOSILT,O,O,X,O,X,X,X,X
ZJOSLTI,O,O,X,O,O,X,X,O
ZJOSLIT,O,O,X,O,X,X,X,X
ZSTILJO,O,O,O,X,X,X,X,O
ZSTILOJ,O,X,O,X,X,X,X,O
ZSTIJLO,O,O,X,O,O,X,X,O
ZSTIJOL,X,O,X,O,O,X,X,O
ZSTIOLJ,O,X,O,X,X,X,X,O
ZSTIOJL,X,O,X,O,O,X,X,O
ZSTLIJO,O,O,O,X,X,X,X,O
ZSTLIOJ,O,X,O,X,X,X,X,O
ZSTLJIO,O,O,O,X,X,X,X,O
ZSTLJOI,X,X,O,X,X,X,X,O
ZSTLOIJ,O,X,O,X,X,X,X,O
ZSTLOJI,X,X,O,X,X,X,X,O
ZSTJILO,O,O,X,O,O,X,X,O
ZSTJIOL,X,O,X,O,O,X,X,O
ZSTJLIO,O,O,X,O,O,X,X,O
ZSTJLOI,X,X,X,O,O,X,X,O
ZSTJOIL,X,O,X,O,O,X,X,O
ZSTJOLI,X,X,X,O,O,X,X,O
ZSTOILJ,O,X,O,X,X,X,X,O
ZSTOIJL,X,O,X,O,O,X,X,O
ZSTOLIJ,O,X,O,X,X,X,X,O
ZSTOLJI,X,X,O,X,X,X,X,O
ZSTOJIL,X,O,X,O,O,X,X,O
ZSTOJLI,X,X,X,O,O,X,X,O
ZSITLJO,O,O,X,X,X,X,X,O
ZSITLOJ,O,X,X,X,X,X,X,O
ZSITJLO,O,O,X,X,X,X,X,O
ZSITJOL,X,O,X,X,X,X,X,O
ZSITOLJ,O,X,X,X,X,X,X,O
ZSITOJL,X,O,X,X,X,X,X,O
ZSILTJO,O,O,O,X,X,X,X,X
ZSILTOJ,O,X,O,X,X,X,X,X
ZSILJTO,O,O,O,X,X,X,X,X
ZSILJOT,X,X,O,X,X,X,X,X
ZSILOTJ,O,X,O,X,X,X,X,X
ZSILOJT,O,X,O,X,X,X,X,X
ZSIJTLO,O,O,X,O,X,X,X,O
ZSIJTOL,X,O,X,O,X,X,X,O
ZSIJLTO,O,O,X,O,X,X,X,X
ZSIJLOT,X,X,X,O,X,X,X,X
ZSIJOTL,X,O,X,O,X,X,X,O
ZSIJOLT,X,O,X,O,X,X,X,X
ZSIOTLJ,O,O,X,X,X,X,X,O
ZSIOTJL,O,O,X,X,X,X,X,O
ZSIOLTJ,O,O,O,X,X,X,X,X
ZSIOLJT,O,O,O,X,X,X,X,X
ZSIOJTL,O,O,X,O,X,X,X,O
ZSIOJLT,O,O,X,O,X,X,X,X
ZSLTIJO,O,O,O,X,X,X,X,O
ZSLTIOJ,O,X,O,X,X,X,X,O
ZSLTJIO,O,O,O,X,X,X,X,O
ZSLTJOI,X,X,O,X,X,X,X,O
ZSLTOIJ,O,X,O,X,X,X,X,O
ZSLTOJI,X,X,O,X,X,X,X,O
ZSLITJO,O,O,O,X,X,X,X,X
ZSLITOJ,O,X,O,X,X,X,X,X
ZSLIJTO,O,O,O,X,X,X,X,X
ZSLIJOT,X,X,O,X,X,X,X,X
ZSLIOTJ,O,X,O,X,X,X,X,X
ZSLIOJT,O,X,O,X,X,X,X,X
ZSLJTIO,O,O,O,X,X,X,X,O
ZSLJTOI,X,X,O,X,X,X,X,O
ZSLJITO,O,O,O,X,X,X,X,X
ZSLJIOT,X,X,O,X,X,X,X,X
ZSLJOTI,X,X,O,X,X,X,X,O
ZSLJOIT,X,X,O,X,X,X,X,X
ZSLOTIJ,O,X,O,X,X,X,X,O
ZSLOTJI,O,X,O,X,X,X,X,O
ZSLOITJ,O,X,O,X,X,X,X,X
ZSLOIJT,O,X,O,X,X,X,X,X
ZSLOJTI,O,X,O,X,X,X,X,O
ZSLOJIT,O,X,O,X,X,X,X,X
ZSJTILO,O,O,X,O,O,X,X,O
ZSJTIOL,X,O,X,O,O,X,X,O
ZSJTLIO,O,O,X,O,O,X,X,O
ZSJTLOI,X,X,X,O,O,X,X,O
ZSJTOIL,X,O,X,O,O,X,X,O
ZSJTOLI,X,X,X,O,O,X,X,O
ZSJITLO,O,O,X,O,X,X,X,O
ZSJITOL,X,O,X,O,X,X,X,O
ZSJILTO,O,O,X,O,X,X,X,X
ZSJILOT,X,X,X,O,X,X,X,X
ZSJIOTL,X,O,X,O,X,X,X,O
ZSJIOLT,X,O,X,O,X,X,X,X
ZSJLTIO,O,O,X,O,O,X,X,O
ZSJLTOI,X,X,X,O,O,X,X,O
ZSJLITO,O,O,X,O,X,X,X,X
ZSJLIOT,X,X,X,O,X,X,X,X
ZSJLOTI,X,X,X,O,O,X,X,O
ZSJLOIT,X,X,X,O,X,X,X,X
ZSJOTIL,X,O,X,O,O,X,X,O
ZSJOTLI,X,O,X,O,O,X,X,O
ZSJOITL,X,O,X,O,X,X,X,O
ZSJOILT,X,O,X,O,X,X,X,X
ZSJOLTI,X,O,X,O,O,X,X,O
ZSJOLIT,X,O,X,O,X,X,X,X
ZSOTILJ,O,O,O,X,X,X,X,O
ZSOTIJL,O,O,X,O,O,X,X,O
ZSOTLIJ,O,O,O,X,X,X,X,O
ZSOTLJI,O,O,O,X,X,X,X,O
ZSOTJIL,O,O,X,O,O,X,X,O
ZSOTJLI,O,O,X,O,O,X,X,O
ZSOITLJ,O,O,X,X,X,X,X,O
ZSOITJL,O,O,X,X,X,X,X,O
ZSOILTJ,O,O,O,X,X,X,X,X
ZSOILJT,O,O,O,X,X,X,X,X
ZSOIJTL,O,O,X,O,X,X,X,O
ZSOIJLT,O,O,X,O,X,X,X,X
ZSOLTIJ,O,O,O,X,X,X,X,O
ZSOLTJI,O,O,O,X,X,X,X,O
ZSOLITJ,O,O,O,X,X,X,X,X
ZSOLIJT,O,O,O,X,X,X,X,X
ZSOLJTI,O,O,O,X,X,X,X,O
ZSOLJIT,O,O,O,X,X,X,X,X
ZSOJTIL,O,O,X,O,O,X,X,O
ZSOJTLI,O,O,X,O,O,X,X,O
ZSOJITL,O,O,X,O,X,X,X,O
ZSOJILT,O,O,X,O,X,X,X,X
ZSOJLTI,O,O,X,O,O,X,X,O
ZSOJLIT,O,O,X,O,X,X,X,X
ZOTILJS,O,O,O,X,X,X,X,X
ZOTILSJ,O,O,O,X,X,X,O,X
ZOTIJLS,O,O,X,O,O,X,X,X
ZOTIJSL,O,O,X,O,X,O,X,O
ZOTISLJ,O,O,X,X,X,X,X,X
ZOTISJL,O,O,X,X,X,X,X,X
ZOTLIJS,O,O,O,X,X,X,X,X
ZOTLISJ,O,O,O,X,X,X,O,X
ZOTLJIS,O,O,O,X,X,X,X,X
ZOTLJSI,O,O,O,X,X,X,X,O
ZOTLSIJ,O,O,O,X,X,X,O,X
ZOTLSJI,O,O,O,X,X,X,O,X
ZOTJILS,O,O,X,O,O,O,X,X
ZOTJISL,O,O,X,O,X,O,X,O
ZOTJLIS,O,O,X,O,O,O,X,X
ZOTJLSI,O,O,X,O,O,O,X,O
ZOTJSIL,O,O,X,O,X,O,X,O
ZOTJSLI,O,O,X,O,X,O,X,O
ZOTSILJ,O,O,X,X,X,X,X,O
ZOTSIJL,O,O,X,X,X,X,X,O
ZOTSLIJ,O,O,X,X,X,X,X,O
ZOTSLJI,O,O,X,X,X,X,X,O
ZOTSJIL,O,O,X,X,X,X,X,O
ZOTSJLI,O,O,X,X,X,X,X,O
ZOITLJS,O,O,X,X,X,X,X,X
ZOITLSJ,O,O,X,X,X,X,X,X
ZOITJLS,O,O,X,X,X,X,X,X
ZOITJSL,O,O,X,X,X,X,X,O
ZOITSLJ,O,O,X,X,X,X,X,X
ZOITSJL,O,O,X,X,X,X,X,X
ZOILTJS,O,O,O,X,X,X,X,X
ZOILTSJ,O,O,X,X,X,X,X,X
ZOILJTS,O,O,O,X,X,X,X,X
ZOILJST,O,O,O,X,X,X,X,X
ZOILSTJ,O,O,X,X,X,X,X,X
ZOILSJT,O,O,O,X,X,X,O,X
ZOIJTLS,O,O,X,O,X,X,X,X
ZOIJTSL,O,O,X,X,X,X,X,O
ZOIJLTS,O,O,X,O,X,O,X,X
ZOIJLST,O,O,X,O,X,X,X,X
ZOIJSTL,O,O,X,X,X,X,X,O
ZOIJSLT,O,O,X,O,X,X,X,X
ZOISTLJ,O,O,X,X,X,X,X,O
ZOISTJL,O,O,X,X,X,X,X,O
ZOISLTJ,O,O,X,X,X,X,X,X
ZOISLJT,O,O,X,X,X,X,X,X
ZOISJTL,O,O,X,X,X,X,X,O
ZOISJLT,O,O,X,X,X,X,X,X
ZOLTIJS,O,O,O,X,X,X,X,X
ZOLTISJ,O,O,O,X,X,X,O,X
ZOLTJIS,O,O,O,X,X,X,X,X
ZOLTJSI,O,O,O,X,X,X,X,O
ZOLTSIJ,O,O,O,X,X,X,O,X
ZOLTSJI,O,O,O,X,X,X,O,X
ZOLITJS,O,O,O,X,X,X,X,X
ZOLITSJ,O,O,O,X,X,X,X,X
ZOLIJTS,O,O,O,X,X,X,X,X
ZOLIJST,O,O,O,X,X,X,X,X
ZOLISTJ,O,O,O,X,X,X,X,X
ZOLISJT,O,O,O,X,X,X,O,X
ZOLJTIS,O,O,O,X,X,X,X,X
ZOLJTSI,O,O,O,X,X,X,X,O
ZOLJITS,O,O,O,X,X,X,X,X
ZOLJIST,O,O,O,X,X,X,X,X
ZOLJSTI,O,O,O,X,X,X,X,O
ZOLJSIT,O,O,O,X,X,X,X,X
ZOLSTIJ,O,O,O,X,X,X,O,O
ZOLSTJI,O,O,O,X,X,X,O,O
ZOLSITJ,O,O,O,X,X,X,X,X
ZOLSIJT,O,O,O,X,X,X,O,X
ZOLSJTI,O,O,O,X,X,X,O,O
ZOLSJIT,O,O,O,X,X,X,O,X
ZOJTILS,O,O,X,O,O,O,X,X
ZOJTISL,O,O,X,O,X,O,X,O
ZOJTLIS,O,O,X,O,O,O,X,X
ZOJTLSI,O,O,X,O,O,O,X,O
ZOJTSIL,O,O,X,O,X,O,X,O
ZOJTSLI,O,O,X,O,X,O,X,O
ZOJITLS,O,O,X,O,X,X,X,X
ZOJITSL,O,O,X,O,X,X,X,O
ZOJILTS,O,O,X,O,X,O,X,X
ZOJILST,O,O,X,O,X,X,X,X
ZOJISTL,O,O,X,O,X,X,X,O
ZOJISLT,O,O,X,O,X,X,X,X
ZOJLTIS,O,O,X,O,O,O,X,X
ZOJLTSI,O,O,X,O,O,O,X,O
ZOJLITS,O,O,X,O,X,O,X,X
ZOJLIST,O,O,X,O,X,X,X,X
ZOJLSTI,O,O,X,O,O,X,X,O
ZOJLSIT,O,O,X,O,X,X,X,X
ZOJSTIL,O,O,X,O,O,X,X,O
ZOJSTLI,O,O,X,O,O,X,X,O
ZOJSITL,O,O,X,O,X,X,X,O
ZOJSILT,O,O,X,O,X,X,X,X
ZOJSLTI,O,O,X,O,O,X,X,O
ZOJSLIT,O,O,X,O,X,X,X,X
ZOSTILJ,O,O,O,X,X,X,X,O
ZOSTIJL,O,O,X,O,O,X,X,O
ZOSTLIJ,O,O,O,X,X,X,X,O
ZOSTLJI,O,O,O,X,X,X,X,O
ZOSTJIL,O,O,X,O,O,X,X,O
ZOSTJLI,O,O,X,O,O,X,X,O
ZOSITLJ,O,O,X,X,X,X,X,O
ZOSITJL,O,O,X,X,X,X,X,O
ZOSILTJ,O,O,O,X,X,X,X,X
ZOSILJT,O,O,O,X,X,X,X,X
ZOSIJTL,O,O,X,O,X,X,X,O
ZOSIJLT,O,O,X,O,X,X,X,X
ZOSLTIJ,O,O,O,X,X,X,X,O
ZOSLTJI,O,O,O,X,X,X,X,O
ZOSLITJ,O,O,O,X,X,X,X,X
ZOSLIJT,O,O,O,X,X,X,X,X
ZOSLJTI,O,O,O,X,X,X,X,O
ZOSLJIT,O,O,O,X,X,X,X,X
ZOSJTIL,O,O,X,O,O,X,X,O
ZOSJTLI,O,O,X,O,O,X,X,O
ZOSJITL,O,O,X,O,X,X,X,O
ZOSJILT,O,O,X,O,X,X,X,X
ZOSJLTI,O,O,X,O,O,X,X,O
ZOSJLIT,O,O,X,O,X,X,X,X
OTILJSZ,X,X,X,X,O,O,O,X
OTILJZS,O,O,O,O,O,X,X,X
OTILSJZ,X,X,X,X,X,X,O,X
OTILSZJ,O,X,O,X,X,X,O,X
OTILZJS,O,O,O,X,X,X,X,X
OTILZSJ,O,O,O,X,X,X,O,X
OTIJLSZ,X,X,X,X,O,O,O,X
OTIJLZS,O,O,O,O,O,O,X,X
OTIJSLZ,X,X,X,X,O,O,X,X
OTIJSZL,X,O,X,O,X,O,X,X
OTIJZLS,O,O,X,O,O,O,X,X
OTIJZSL,O,O,X,O,X,O,X,X
OTISLJZ,X,X,X,X,X,X,O,X
OTISLZJ,O,X,O,X,X,X,O,X
OTISJLZ,X,X,X,X,O,O,X,X
OTISJZL,X,O,X,O,X,O,X,X
OTISZLJ,O,O,X,X,X,X,X,X
OTISZJL,O,O,X,X,X,X,X,X
OTIZLJS,O,O,O,X,X,X,X,X
OTIZLSJ,O,O,O,X,X,X,O,X
OTIZJLS,O,O,X,O,O,X,X,X
OTIZJSL,O,O,X,O,X,O,X,O
OTIZSLJ,O,O,X,X,X,X,X,X
OTIZSJL,O,O,X,X,X,X,X,X
OTLIJSZ,X,X,X,X,O,O,O,X
OTLIJZS,O,O,O,O,O,X,X,X
OTLISJZ,X,X,X,X,X,X,O,X
OTLISZJ,O,X,O,X,X,X,O,X
OTLIZJS,O,O,O,X,X,X,X,X
OTLIZSJ,O,O,O,X,X,X,O,X
OTLJISZ,X,X,X,X,O,O,O,X
OTLJIZS,O,O,O,O,O,X,X,X
OTLJSIZ,X,X,X,X,O,O,O,X
OTLJSZI,X,X,X,X,O,O,O,X
OTLJZIS,O,O,O,O,O,O,X,X
OTLJZSI,O,O,O,O,O,O,X,X
OTLSIJZ,X,X,O,X,X,X,O,X
OTLSIZJ,O,X,O,X,X,X,O,X
OTLSJIZ,X,X,O,X,X,X,O,X
OTLSJZI,X,X,O,X,X,X,O,X
OTLSZIJ,O,X,O,X,X,X,O,X
OTLSZJI,O,X,O,X,X,X,O,X
OTLZIJS,O,O,O,X,X,X,X,X
OTLZISJ,O,O,O,X,X,X,O,X
OTLZJIS,O,O,O,X,X,X,X,X
OTLZJSI,O,O,O,X,X,X,X,O
OTLZSIJ,O,O,O,X,X,X,O,X
OTLZSJI,O,O,O,X,X,X,O,X
OTJILSZ,X,X,X,X,O,O,O,X
OTJILZS,O,O,O,O,O,O,X,X
OTJISLZ,X,X,X,X,O,O,X,X
OTJISZL,X,O,X,O,X,O,X,X
OTJIZLS,O,O,X,O,O,O,X,X
OTJIZSL,O,O,X,O,X,O,X,X
OTJLISZ,X,X,X,X,O,O,O,X
OTJLIZS,O,O,O,O,O,O,X,X
OTJLSIZ,X,X,X,X,O,O,O,X
OTJLSZI,X,X,X,X,O,O,O,X
OTJLZIS,O,O,O,O,O,O,X,X
OTJLZSI,O,O,O,O,O,O,X,X
OTJSILZ,X,X,X,O,O,O,X,X
OTJSIZL,X,O,X,O,O,O,X,X
OTJSLIZ,X,X,X,O,O,O,X,X
OTJSLZI,X,X,X,O,O,O,X,X
OTJSZIL,X,O,X,O,O,O,X,X
OTJSZLI,X,O,X,O,O,O,X,X
OTJZILS,O,O,X,O,O,O,X,X
OTJZISL,O,O,X,O,X,O,X,O
OTJZLIS,O,O,X,O,O,O,X,X
OTJZLSI,O,O,X,O,O,O,X,O
OTJZSIL,O,O,X,O,X,O,X,O
OTJZSLI,O,O,X,O,X,O,X,O
OTSILJZ,X,X,O,O,O,X,O,X
OTSILZJ,O,X,O,X,X,X,O,O
OTSIJLZ,X,X,O,O,O,O,X,X
OTSIJZL,X,O,X,O,O,O,X,O
OTSIZLJ,O,O,O,X,X,X,X,O
OTSIZJL,O,O,X,O,O,X,X,O
OTSLIJZ,X,X,O,O,O,X,O,X
OTSLIZJ,O,X,O,X,X,X,O,O
OTSLJIZ,X,X,O,O,O,X,O,X
OTSLJZI,X,X,O,O,O,X,O,X
OTSLZIJ,O,X,O,X,X,X,O,O
OTSLZJI,O,X,O,X,X,X,O,O
OTSJILZ,X,X,O,O,O,O,X,X
OTSJIZL,X,O,X,O,O,O,X,O
OTSJLIZ,X,X,O,O,O,O,X,X
OTSJLZI,X,X,O,O,O,O,X,X
OTSJZIL,X,O,X,O,O,O,X,O
OTSJZLI,X,O,X,O,O,O,X,O
OTSZILJ,O,O,O,X,X,X,X,O
OTSZIJL,O,O,X,O,O,X,X,O
OTSZLIJ,O,O,O,X,X,X,X,O
OTSZLJI,O,O,O,X,X,X,X,O
OTSZJIL,O,O,X,O,O,X,X,O
OTSZJLI,O,O,X,O,O,X,X,O
OTZILJS,O,O,O,X,X,X,X,X
OTZILSJ,O,O,O,X,X,X,O,X
OTZIJLS,O,O,X,O,O,X,X,X
OTZIJSL,O,O,X,O,X,O,X,O
OTZISLJ,O,O,X,X,X,X,X,X
OTZISJL,O,O,X,X,X,X,X,X
OTZLIJS,O,O,O,X,X,X,X,X
OTZLISJ,O,O,O,X,X,X,O,X
