sequence,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFRgBzhB+nB6?oBllB0rB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Jex/IvhF8lB+mB6oBl?kBTnBXsB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFFgBxhB6oBz?lBurBcsB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFRgB+nB6oB0?lBlmBzrB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFFgBxhB6oBW?rBTnB0rB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFUgBRhB+nB6?oBVrBzrB
SZIJTOL,O,X,O,O,X,O
SZIJLTO,O,X,O,O,X,O
SZIJLOT,O,X,O,O,X,O
SZIJOTL,O,X,O,O,X,X
SZIJOLT,O,X,O,O,X,O
SZIOTLJ,O,X,O,X,X,X
SZIOTJL,O,X,O,O,X,X
SZIOLTJ,X,X,O,X,X,X
SZIOLJT,O,X,O,O,X,O
SZIOJTL,O,X,O,O,X,X
SZIOJLT,O,X,O,O,X,O
SZLTIJO,O,O,O,O,X,O
SZLTIOJ,O,O,O,X,X,O
SZLTJIO,O,O,O,O,X,O
SZLTJOI,O,O,O,O,O,O
SZLTOIJ,O,O,O,X,O,O
SZLTOJI,O,O,O,X,O,O
SZLITJO,O,X,O,O,X,O
SZLITOJ,O,X,O,X,X,O
SZLIJTO,O,X,O,O,X,O
SZLIJOT,O,X,O,O,X,O
SZLIOTJ,X,X,O,X,X,X
SZLIOJT,O,X,O,O,X,O
SZLJTIO,O,O,O,O,X,O
SZLJTOI,O,O,O,O,O,O
SZLJITO,O,X,O,O,X,O
SZLJIOT,O,X,O,O,X,O
SZLJOTI,O,O,O,O,O,O
SZLJOIT,O,X,O,O,O,O
SZLOTIJ,O,O,O,X,O,O
SZLOTJI,O,O,O,X,O,O
SZLOITJ,X,X,O,X,O,X
SZLOIJT,O,X,O,O,O,O
SZLOJTI,O,O,O,O,O,O
SZLOJIT,O,X,O,O,O,O
SZJTILO,O,O,O,O,X,O
SZJTIOL,O,O,O,O,X,O
SZJTLIO,O,O,O,O,X,O
SZJTLOI,O,O,O,O,O,O
SZJTOIL,O,O,O,O,O,O
SZJTOLI,O,O,O,O,O,O
SZJITLO,O,X,O,O,X,O
SZJITOL,O,X,O,O,X,O
SZJILTO,O,X,O,O,X,O
SZJILOT,O,X,O,O,X,O
SZJIOTL,O,X,O,O,X,X
SZJIOLT,O,X,O,O,X,O
SZJLTIO,O,O,O,O,X,O
SZJLTOI,O,O,O,O,O,O
SZJLITO,O,X,O,O,X,O
SZJLIOT,O,X,O,O,X,O
SZJLOTI,O,O,O,O,O,O
SZJLOIT,O,X,O,O,O,O
SZJOTIL,O,O,O,O,O,O
SZJOTLI,O,O,O,O,O,O
SZJOITL,O,X,O,O,O,X
SZJOILT,O,X,O,O,O,O
SZJOLTI,O,O,O,O,O,O
SZJOLIT,O,X,O,O,O,O
SZOTILJ,O,O,O,X,O,O
SZOTIJL,O,O,O,O,X,O
SZOTLIJ,O,O,O,X,O,O
SZOTLJI,O,O,O,X,O,O
SZOTJIL,O,O,O,O,O,O
SZOTJLI,O,O,O,O,O,O
SZOITLJ,O,X,O,X,O,X
SZOITJL,O,X,O,O,X,X
SZOILTJ,X,X,O,X,O,X
SZOILJT,O,X,O,O,O,O
SZOIJTL,O,X,O,O,O,X
SZOIJLT,O,X,O,O,O,O
SZOLTIJ,O,O,O,X,O,O
SZOLTJI,O,O,O,X,O,O
SZOLITJ,X,X,O,X,O,X
SZOLIJT,O,X,O,O,O,O
SZOLJTI,O,O,O,O,O,O
SZOLJIT,O,X,O,O,O,O
SZOJTIL,O,O,O,O,O,O
SZOJTLI,O,O,O,O,O,O
SZOJITL,O,X,O,O,O,X
SZOJILT,O,X,O,O,O,O
SZOJLTI,O,O,O,O,O,O
SZOJLIT,O,X,O,O,O,O
SOTILJZ,O,X,O,X,O,O
SOTILZJ,O,O,O,X,O,O
SOTIJLZ,O,X,O,X,O,O
SOTIJZL,O,X,X,X,O,O
SOTIZLJ,O,O,O,X,O,O
SOTIZJL,O,O,O,X,X,O
SOTLIJZ,O,X,O,X,O,O
SOTLIZJ,O,O,O,X,O,O
SOTLJIZ,O,X,O,X,O,O
SOTLJZI,O,O,O,X,O,O
SOTLZIJ,O,O,O,X,O,O
SOTLZJI,O,O,O,X,O,O
SOTJILZ,O,X,O,X,O,O
SOTJIZL,O,X,X,X,O,O
SOTJLIZ,O,X,O,X,O,O
SOTJLZI,O,O,O,X,O,O
SOTJZIL,O,O,O,X,O,O
SOTJZLI,O,O,O,X,O,O
SOTZILJ,O,O,O,X,O,O
SOTZIJL,O,O,O,X,X,O
SOTZLIJ,O,O,O,X,O,O
SOTZLJI,O,O,O,X,O,O
SOTZJIL,O,O,O,X,O,O
SOTZJLI,O,O,O,X,O,O
SOITLJZ,O,X,O,X,O,X
SOITLZJ,O,X,O,X,O,X
SOITJLZ,O,X,O,X,O,X
SOITJZL,O,X,X,X,O,X
SOITZLJ,O,X,O,X,O,X
SOITZJL,O,X,O,X,X,X
SOILTJZ,O,X,O,X,O,X
SOILTZJ,O,X,O,X,O,X
SOILJTZ,O,X,O,X,O,X
SOILJZT,O,X,X,O,O,X
SOILZTJ,X,X,O,X,O,X
SOILZJT,O,X,O,O,O,X
SOIJTLZ,O,X,O,X,O,X
SOIJTZL,O,X,X,X,O,X
SOIJLTZ,O,X,O,X,O,X
SOIJLZT,O,X,X,O,O,X
SOIJZTL,O,X,X,O,O,X
SOIJZLT,O,X,X,O,O,X
SOIZTLJ,X,X,O,X,O,X
SOIZTJL,O,X,O,O,X,X
SOIZLTJ,X,X,O,X,O,X
SOIZLJT,O,X,O,O,O,X
SOIZJTL,O,X,O,O,O,X
SOIZJLT,O,X,O,O,O,X
SOLTIJZ,O,X,O,X,O,O
SOLTIZJ,O,O,O,X,O,O
SOLTJIZ,O,X,O,X,O,O
SOLTJZI,O,O,O,X,O,O
SOLTZIJ,O,O,O,X,O,O
SOLTZJI,O,O,O,X,O,O
SOLITJZ,O,X,O,X,O,X
SOLITZJ,O,X,O,X,O,X
SOLIJTZ,O,X,O,X,O,X
SOLIJZT,O,X,X,O,O,X
SOLIZTJ,X,X,O,X,O,X
SOLIZJT,O,X,O,O,O,X
SOLJTIZ,O,X,O,X,O,O
SOLJTZI,O,O,O,O,O,O
SOLJITZ,O,X,O,X,O,X
SOLJIZT,O,X,X,O,O,X
SOLJZTI,O,O,O,O,O,O
SOLJZIT,O,X,O,O,O,O
SOLZTIJ,O,O,O,X,O,O
SOLZTJI,O,O,O,X,O,O
SOLZITJ,X,X,O,X,O,X
SOLZIJT,O,X,O,O,O,O
SOLZJTI,O,O,O,O,O,O
SOLZJIT,O,X,O,O,O,O
SOJTILZ,O,X,O,X,O,O
SOJTIZL,O,X,X,X,O,O
SOJTLIZ,O,X,O,X,O,O
SOJTLZI,O,O,O,O,O,O
SOJTZIL,O,O,O,O,O,O
SOJTZLI,O,O,O,O,O,O
SOJITLZ,O,X,O,X,O,X
SOJITZL,O,X,X,X,O,X
SOJILTZ,O,X,O,X,O,X
SOJILZT,O,X,X,O,O,X
SOJIZTL,O,X,X,O,O,X
SOJIZLT,O,X,X,O,O,X
SOJLTIZ,O,X,O,X,O,O
SOJLTZI,O,O,O,O,O,O
SOJLITZ,O,X,O,X,O,X
SOJLIZT,O,X,X,O,O,X
SOJLZTI,O,O,O,O,O,O
SOJLZIT,O,X,O,O,O,O
SOJZTIL,O,O,O,O,O,O
SOJZTLI,O,O,O,O,O,O
SOJZITL,O,X,O,O,O,X
SOJZILT,O,X,O,O,O,O
SOJZLTI,O,O,O,O,O,O
SOJZLIT,O,X,O,O,O,O
SOZTILJ,O,O,O,X,O,O
SOZTIJL,O,O,O,O,X,O
SOZTLIJ,O,O,O,X,O,O
SOZTLJI,O,O,O,X,O,O
SOZTJIL,O,O,O,O,O,O
SOZTJLI,O,O,O,O,O,O
SOZITLJ,O,X,O,X,O,X
SOZITJL,O,X,O,O,X,X
SOZILTJ,X,X,O,X,O,X
SOZILJT,O,X,O,O,O,O
SOZIJTL,O,X,O,O,O,X
SOZIJLT,O,X,O,O,O,O
SOZLTIJ,O,O,O,X,O,O
SOZLTJI,O,O,O,X,O,O
SOZLITJ,X,X,O,X,O,X
SOZLIJT,O,X,O,O,O,O
SOZLJTI,O,O,O,O,O,O
SOZLJIT,O,X,O,O,O,O
SOZJTIL,O,O,O,O,O,O
SOZJTLI,O,O,O,O,O,O
SOZJITL,O,X,O,O,O,X
SOZJILT,O,X,O,O,O,O
SOZJLTI,O,O,O,O,O,O
SOZJLIT,O,X,O,O,O,O
ZTILJSO,O,O,X,X,X,O
ZTILJOS,O,O,X,X,X,X
ZTILSJO,O,O,O,X,X,O
ZTILSOJ,O,O,O,X,X,O
ZTILOJS,X,O,X,X,X,X
ZTILOSJ,X,O,X,X,X,X
ZTIJLSO,O,O,X,O,X,O
ZTIJLOS,O,O,X,X,X,X
ZTIJSLO,O,O,X,O,X,O
ZTIJSOL,O,O,X,O,X,O
ZTIJOLS,O,O,X,X,X,X
ZTIJOSL,O,O,X,X,X,X
ZTISLJO,O,O,O,O,X,O
ZTISLOJ,O,O,O,X,X,O
ZTISJLO,O,O,O,O,X,O
ZTISJOL,O,O,X,O,X,O
ZTISOLJ,O,O,O,X,X,O
ZTISOJL,O,O,X,O,X,O
ZTIOLJS,X,O,X,X,X,X
ZTIOLSJ,X,O,X,X,X,X
ZTIOJLS,O,O,X,X,X,X
ZTIOJSL,O,O,X,X,X,X
ZTIOSLJ,O,O,X,X,X,X
ZTIOSJL,O,O,X,X,X,X
ZTLIJSO,O,O,X,X,X,O
ZTLIJOS,O,O,X,X,X,X
ZTLISJO,O,O,O,X,X,O
ZTLISOJ,O,O,O,X,X,O
ZTLIOJS,X,O,X,X,X,X
ZTLIOSJ,X,O,X,X,X,X
ZTLJISO,O,O,O,O,X,O
ZTLJIOS,O,O,X,X,X,X
ZTLJSIO,O,O,O,O,X,O
ZTLJSOI,O,O,O,O,X,O
ZTLJOIS,O,O,O,X,X,X
ZTLJOSI,O,O,O,O,X,X
ZTLSIJO,O,O,O,O,X,O
ZTLSIOJ,O,O,O,X,X,O
ZTLSJIO,O,O,O,O,X,O
ZTLSJOI,O,O,O,O,X,O
ZTLSOIJ,O,O,O,X,X,O
ZTLSOJI,O,O,O,X,X,O
ZTLOIJS,X,O,X,X,X,X
ZTLOISJ,X,O,O,X,X,X
ZTLOJIS,O,O,O,X,X,X
ZTLOJSI,O,O,O,X,X,X
ZTLOSIJ,O,O,O,X,X,X
ZTLOSJI,O,O,O,X,X,X
ZTJILSO,O,O,O,O,X,O
ZTJILOS,O,O,X,X,X,X
ZTJISLO,O,O,O,O,X,O
ZTJISOL,O,O,O,O,X,O
ZTJIOLS,O,O,X,X,X,X
ZTJIOSL,O,O,X,X,X,X
ZTJLISO,O,O,O,O,X,O
ZTJLIOS,O,O,X,X,X,X
ZTJLSIO,O,O,O,O,X,O
ZTJLSOI,O,O,O,O,X,O
ZTJLOIS,O,O,O,X,X,X
ZTJLOSI,O,O,O,O,X,X
ZTJSILO,O,O,O,O,X,O
ZTJSIOL,O,O,O,O,X,O
ZTJSLIO,O,O,O,O,X,O
ZTJSLOI,O,O,O,O,X,O
ZTJSOIL,O,O,O,O,X,O
ZTJSOLI,O,O,O,O,X,O
ZTJOILS,O,O,O,X,X,X
ZTJOISL,O,O,O,X,X,X
ZTJOLIS,O,O,O,X,X,X
ZTJOLSI,O,O,O,O,X,X
ZTJOSIL,O,O,O,O,X,X
ZTJOSLI,O,O,O,O,X,X
ZTSILJO,O,O,O,O,X,O
ZTSILOJ,O,O,O,X,X,O
ZTSIJLO,O,O,O,O,X,O
ZTSIJOL,O,O,O,O,X,O
ZTSIOLJ,O,O,O,X,X,O
ZTSIOJL,O,O,O,O,X,O
ZTSLIJO,O,O,O,O,X,O
ZTSLIOJ,O,O,O,X,X,O
ZTSLJIO,O,O,O,O,X,O
ZTSLJOI,O,O,O,O,X,O
ZTSLOIJ,O,O,O,X,X,O
ZTSLOJI,O,O,O,X,X,O
ZTSJILO,O,O,O,O,X,O
ZTSJIOL,O,O,O,O,X,O
ZTSJLIO,O,O,O,O,X,O
ZTSJLOI,O,O,O,O,X,O
ZTSJOIL,O,O,O,O,X,O
ZTSJOLI,O,O,O,O,X,O
ZTSOILJ,O,O,O,X,X,O
ZTSOIJL,O,O,O,O,X,O
ZTSOLIJ,O,O,O,X,X,O
ZTSOLJI,O,O,O,X,X,O
ZTSOJIL,O,O,O,O,X,O
ZTSOJLI,O,O,O,O,X,O
ZTOILJS,X,O,X,X,X,X
ZTOILSJ,X,O,O,X,X,X
ZTOIJLS,O,O,X,X,X,X
ZTOIJSL,O,O,X,X,X,X
ZTOISLJ,O,O,O,X,X,X
ZTOISJL,O,O,O,X,X,X
ZTOLIJS,X,O,X,X,X,X
ZTOLISJ,X,O,O,X,X,X
ZTOLJIS,O,O,O,X,X,X
ZTOLJSI,O,O,O,X,X,X
ZTOLSIJ,O,O,O,X,X,X
ZTOLSJI,O,O,O,X,X,X
ZTOJILS,O,O,O,X,X,X
ZTOJISL,O,O,O,X,X,X
ZTOJLIS,O,O,O,X,X,X
ZTOJLSI,O,O,O,O,X,X
ZTOJSIL,O,O,O,O,X,X
ZTOJSLI,O,O,O,O,X,X
ZTOSILJ,O,O,O,X,X,X
ZTOSIJL,O,O,O,O,X,X
ZTOSLIJ,O,O,O,X,X,X
ZTOSLJI,O,O,O,X,X,X
ZTOSJIL,O,O,O,O,X,X
ZTOSJLI,O,O,O,O,X,X
ZITLJSO,O,O,X,X,X,X
ZITLJOS,O,O,X,X,X,X
ZITLSJO,O,O,O,X,X,X
ZITLSOJ,O,O,O,X,X,X
ZITLOJS,X,O,X,X,X,X
ZITLOSJ,X,O,X,X,X,X
ZITJLSO,O,O,X,O,X,X
ZITJLOS,O,O,X,X,X,X
ZITJSLO,O,O,X,O,X,X
ZITJSOL,O,O,X,O,X,X
ZITJOLS,O,O,X,X,X,X
ZITJOSL,O,O,X,X,X,X
ZITSLJO,O,O,O,O,X,X
ZITSLOJ,O,O,O,X,X,X
ZITSJLO,O,O,O,O,X,X
ZITSJOL,O,O,X,O,X,X
ZITSOLJ,O,O,O,X,X,X
ZITSOJL,O,O,X,O,X,X
ZITOLJS,X,O,X,X,X,X
ZITOLSJ,X,O,X,X,X,X
ZITOJLS,O,O,X,X,X,X
ZITOJSL,O,O,X,X,X,X
ZITOSLJ,O,O,X,X,X,X
ZITOSJL,O,O,X,X,X,X
ZILTJSO,O,O,X,X,X,X
ZILTJOS,O,O,X,X,X,X
ZILTSJO,O,O,O,X,X,X
ZILTSOJ,O,O,O,X,X,X
ZILTOJS,X,O,X,X,X,X
ZILTOSJ,X,O,X,X,X,X
ZILJTSO,O,O,O,O,X,X
ZILJTOS,O,O,X,X,X,X
ZILJSTO,O,X,O,O,X,X
ZILJSOT,O,X,O,O,X,X
ZILJOTS,O,O,O,X,X,X
ZILJOST,O,X,O,X,X,X
ZILSTJO,O,X,O,O,X,X
ZILSTOJ,O,X,O,X,X,X
ZILSJTO,O,X,O,O,X,X
ZILSJOT,O,X,O,O,X,X
ZILSOTJ,X,X,O,X,X,X
ZILSOJT,O,X,O,O,X,X
ZILOTJS,X,O,X,X,X,X
ZILOTSJ,X,O,O,X,X,X
ZILOJTS,X,O,O,X,X,X
ZILOJST,X,X,O,X,X,X
ZILOSTJ,X,X,O,X,X,X
ZILOSJT,X,X,O,X,X,X
ZIJTLSO,O,O,O,O,X,X
ZIJTLOS,O,O,X,X,X,X
ZIJTSLO,O,O,O,O,X,X
ZIJTSOL,O,O,O,O,X,X
ZIJTOLS,O,O,X,X,X,X
ZIJTOSL,O,O,X,X,X,X
ZIJLTSO,O,O,O,O,X,X
ZIJLTOS,O,O,X,X,X,X
ZIJLSTO,O,X,O,O,X,X
ZIJLSOT,O,X,O,O,X,X
ZIJLOTS,O,O,O,X,X,X
ZIJLOST,O,X,O,X,X,X
ZIJSTLO,O,X,O,O,X,X
ZIJSTOL,O,X,O,O,X,X
ZIJSLTO,O,X,O,O,X,X
ZIJSLOT,O,X,O,O,X,X
ZIJSOTL,O,X,O,O,X,X
ZIJSOLT,O,X,O,O,X,X
ZIJOTLS,O,O,O,X,X,X
ZIJOTSL,O,O,O,X,X,X
ZIJOLTS,O,O,O,X,X,X
ZIJOLST,O,X,O,X,X,X
ZIJOSTL,O,X,O,X,X,X
ZIJOSLT,O,X,O,X,X,X
ZISTLJO,O,X,O,O,X,X
ZISTLOJ,O,X,O,X,X,X
ZISTJLO,O,X,O,O,X,X
ZISTJOL,O,X,O,O,X,X
ZISTOLJ,O,X,O,X,X,X
ZISTOJL,O,X,O,O,X,X
ZISLTJO,O,X,O,O,X,X
ZISLTOJ,O,X,O,X,X,X
ZISLJTO,O,X,O,O,X,X
ZISLJOT,O,X,O,O,X,X
ZISLOTJ,X,X,O,X,X,X
ZISLOJT,O,X,O,O,X,X
ZISJTLO,O,X,O,O,X,X
ZISJTOL,O,X,O,O,X,X
ZISJLTO,O,X,O,O,X,X
ZISJLOT,O,X,O,O,X,X
ZISJOTL,O,X,O,O,X,X
ZISJOLT,O,X,O,O,X,X
ZISOTLJ,O,X,O,X,X,X
ZISOTJL,O,X,O,O,X,X
ZISOLTJ,X,X,O,X,X,X
ZISOLJT,O,X,O,O,X,X
ZISOJTL,O,X,O,O,X,X
ZISOJLT,O,X,O,O,X,X
ZIOTLJS,X,O,X,X,X,X
ZIOTLSJ,X,O,O,X,X,X
ZIOTJLS,O,O,X,X,X,X
ZIOTJSL,O,O,X,X,X,X
ZIOTSLJ,O,O,O,X,X,X
ZIOTSJL,O,O,O,X,X,X
ZIOLTJS,X,O,X,X,X,X
ZIOLTSJ,X,O,O,X,X,X
ZIOLJTS,X,O,O,X,X,X
ZIOLJST,X,X,O,X,X,X
ZIOLSTJ,X,X,O,X,X,X
ZIOLSJT,X,X,O,X,X,X
ZIOJTLS,O,O,O,X,X,X
ZIOJTSL,O,O,O,X,X,X
ZIOJLTS,O,O,O,X,X,X
ZIOJLST,O,X,O,X,X,X
ZIOJSTL,O,X,O,X,X,X
ZIOJSLT,O,X,O,X,X,X
ZIOSTLJ,O,X,O,X,X,X
ZIOSTJL,O,X,O,X,X,X
ZIOSLTJ,X,X,O,X,X,X
ZIOSLJT,O,X,O,X,X,X
ZIOSJTL,O,X,O,X,X,X
ZIOSJLT,O,X,O,X,X,X
ZLTIJSO,O,O,X,X,X,O
ZLTIJOS,O,O,X,X,X,X
ZLTISJO,O,O,O,X,X,O
ZLTISOJ,O,O,O,X,X,O
ZLTIOJS,X,O,X,X,X,X
ZLTIOSJ,X,O,X,X,X,X
ZLTJISO,O,O,O,O,X,O
ZLTJIOS,O,O,X,X,X,X
ZLTJSIO,O,O,O,O,X,O
ZLTJSOI,O,O,O,O,X,O
ZLTJOIS,O,O,O,X,X,X
ZLTJOSI,O,O,O,O,X,X
ZLTSIJO,O,O,O,O,X,O
ZLTSIOJ,O,O,O,X,X,O
ZLTSJIO,O,O,O,O,X,O
ZLTSJOI,O,O,O,O,X,O
ZLTSOIJ,O,O,O,X,X,O
ZLTSOJI,O,O,O,X,X,O
ZLTOIJS,X,O,X,X,X,X
ZLTOISJ,X,O,O,X,X,X
ZLTOJIS,O,O,O,X,X,X
ZLTOJSI,O,O,O,X,X,X
ZLTOSIJ,O,O,O,X,X,X
ZLTOSJI,O,O,O,X,X,X
ZLITJSO,O,O,X,X,X,X
ZLITJOS,O,O,X,X,X,X
ZLITSJO,O,O,O,X,X,X
ZLITSOJ,O,O,O,X,X,X
ZLITOJS,X,O,X,X,X,X
ZLITOSJ,X,O,X,X,X,X
ZLIJTSO,O,O,O,O,X,X
ZLIJTOS,O,O,X,X,X,X
ZLIJSTO,O,X,O,O,X,X
ZLIJSOT,O,X,O,O,X,X
ZLIJOTS,O,O,O,X,X,X
ZLIJOST,O,X,O,X,X,X
ZLISTJO,O,X,O,O,X,X
ZLISTOJ,O,X,O,X,X,X
ZLISJTO,O,X,O,O,X,X
ZLISJOT,O,X,O,O,X,X
ZLISOTJ,X,X,O,X,X,X
ZLISOJT,O,X,O,O,X,X
ZLIOTJS,X,O,X,X,X,X
ZLIOTSJ,X,O,O,X,X,X
ZLIOJTS,X,O,O,X,X,X
ZLIOJST,X,X,O,X,X,X
ZLIOSTJ,X,X,O,X,X,X
ZLIOSJT,X,X,O,X,X,X
ZLJTISO,O,O,O,O,X,O
ZLJTIOS,O,O,X,X,X,X
ZLJTSIO,O,O,O,O,X,O
ZLJTSOI,O,O,O,O,X,O
ZLJTOIS,O,O,O,X,X,X
ZLJTOSI,O,O,O,O,X,X
ZLJITSO,O,O,O,O,X,X
ZLJITOS,O,O,X,X,X,X
ZLJISTO,O,X,O,O,X,X
ZLJISOT,O,X,O,O,X,X
ZLJIOTS,O,O,O,X,X,X
ZLJIOST,O,X,O,X,X,X
ZLJSTIO,O,O,O,O,X,O
ZLJSTOI,O,O,O,O,O,O
ZLJSITO,O,X,O,O,X,O
ZLJSIOT,O,X,O,O,X,O
ZLJSOTI,O,O,O,O,O,O
ZLJSOIT,O,X,O,O,O,O
ZLJOTIS,O,O,O,X,X,X
ZLJOTSI,O,O,O,O,X,X
ZLJOITS,O,O,O,X,X,X
ZLJOIST,O,X,O,X,O,X
ZLJOSTI,O,O,O,O,O,X
ZLJOSIT,O,X,O,O,O,X
ZLSTIJO,O,O,O,O,X,O
ZLSTIOJ,O,O,O,X,X,O
ZLSTJIO,O,O,O,O,X,O
ZLSTJOI,O,O,O,O,O,O
ZLSTOIJ,O,O,O,X,O,O
ZLSTOJI,O,O,O,X,O,O
ZLSITJO,O,X,O,O,X,O
ZLSITOJ,O,X,O,X,X,O
ZLSIJTO,O,X,O,O,X,O
ZLSIJOT,O,X,O,O,X,O
ZLSIOTJ,X,X,O,X,X,X
ZLSIOJT,O,X,O,O,X,O
ZLSJTIO,O,O,O,O,X,O
ZLSJTOI,O,O,O,O,O,O
ZLSJITO,O,X,O,O,X,O
ZLSJIOT,O,X,O,O,X,O
ZLSJOTI,O,O,O,O,O,O
ZLSJOIT,O,X,O,O,O,O
ZLSOTIJ,O,O,O,X,O,O
ZLSOTJI,O,O,O,X,O,O
ZLSOITJ,X,X,O,X,O,X
ZLSOIJT,O,X,O,O,O,O
ZLSOJTI,O,O,O,O,O,O
ZLSOJIT,O,X,O,O,O,O
ZLOTIJS,X,O,X,X,X,X
ZLOTISJ,X,O,O,X,X,X
ZLOTJIS,O,O,O,X,X,X
ZLOTJSI,O,O,O,X,X,X
ZLOTSIJ,O,O,O,X,X,X
ZLOTSJI,O,O,O,X,X,X
ZLOITJS,X,O,X,X,X,X
ZLOITSJ,X,O,O,X,X,X
ZLOIJTS,X,O,O,X,X,X
ZLOIJST,X,X,O,X,O,X
ZLOISTJ,X,X,O,X,O,X
ZLOISJT,X,X,O,X,O,X
ZLOJTIS,O,O,O,X,X,X
ZLOJTSI,O,O,O,O,X,X
ZLOJITS,O,O,O,X,X,X
ZLOJIST,O,X,O,X,O,X
ZLOJSTI,O,O,O,O,O,X
ZLOJSIT,O,X,O,O,O,X
ZLOSTIJ,O,O,O,X,O,X
ZLOSTJI,O,O,O,X,O,X
ZLOSITJ,X,X,O,X,O,X
ZLOSIJT,O,X,O,O,O,X
ZLOSJTI,O,O,O,O,O,X
ZLOSJIT,O,X,O,O,O,X
ZJTILSO,O,O,O,O,X,O
ZJTILOS,O,O,X,X,X,X
ZJTISLO,O,O,O,O,X,O
ZJTISOL,O,O,O,O,X,O
ZJTIOLS,O,O,X,X,X,X
ZJTIOSL,O,O,X,X,X,X
ZJTLISO,O,O,O,O,X,O
ZJTLIOS,O,O,X,X,X,X
ZJTLSIO,O,O,O,O,X,O
ZJTLSOI,O,O,O,O,X,O
ZJTLOIS,O,O,O,X,X,X
ZJTLOSI,O,O,O,O,X,X
ZJTSILO,O,O,O,O,X,O
ZJTSIOL,O,O,O,O,X,O
ZJTSLIO,O,O,O,O,X,O
ZJTSLOI,O,O,O,O,X,O
ZJTSOIL,O,O,O,O,X,O
ZJTSOLI,O,O,O,O,X,O
ZJTOILS,O,O,O,X,X,X
ZJTOISL,O,O,O,X,X,X
ZJTOLIS,O,O,O,X,X,X
ZJTOLSI,O,O,O,O,X,X
ZJTOSIL,O,O,O,O,X,X
ZJTOSLI,O,O,O,O,X,X
ZJITLSO,O,O,O,O,X,X
ZJITLOS,O,O,X,X,X,X
ZJITSLO,O,O,O,O,X,X
ZJITSOL,O,O,O,O,X,X
ZJITOLS,O,O,X,X,X,X
ZJITOSL,O,O,X,X,X,X
ZJILTSO,O,O,O,O,X,X
ZJILTOS,O,O,X,X,X,X
ZJILSTO,O,X,O,O,X,X
ZJILSOT,O,X,O,O,X,X
ZJILOTS,O,O,O,X,X,X
ZJILOST,O,X,O,X,X,X
ZJISTLO,O,X,O,O,X,X
ZJISTOL,O,X,O,O,X,X
ZJISLTO,O,X,O,O,X,X
ZJISLOT,O,X,O,O,X,X
ZJISOTL,O,X,O,O,X,X
ZJISOLT,O,X,O,O,X,X
ZJIOTLS,O,O,O,X,X,X
ZJIOTSL,O,O,O,X,X,X
ZJIOLTS,O,O,O,X,X,X
ZJIOLST,O,X,O,X,X,X
ZJIOSTL,O,X,O,X,X,X
ZJIOSLT,O,X,O,X,X,X
ZJLTISO,O,O,O,O,X,O
ZJLTIOS,O,O,X,X,X,X
ZJLTSIO,O,O,O,O,X,O
ZJLTSOI,O,O,O,O,X,O
ZJLTOIS,O,O,O,X,X,X
ZJLTOSI,O,O,O,O,X,X
ZJLITSO,O,O,O,O,X,X
ZJLITOS,O,O,X,X,X,X
ZJLISTO,O,X,O,O,X,X
ZJLISOT,O,X,O,O,X,X
ZJLIOTS,O,O,O,X,X,X
ZJLIOST,O,X,O,X,X,X
ZJLSTIO,O,O,O,O,X,O
ZJLSTOI,O,O,O,O,O,O
ZJLSITO,O,X,O,O,X,O
ZJLSIOT,O,X,O,O,X,O
ZJLSOTI,O,O,O,O,O,O
ZJLSOIT,O,X,O,O,O,O
ZJLOTIS,O,O,O,X,X,X
ZJLOTSI,O,O,O,O,X,X
ZJLOITS,O,O,O,X,X,X
ZJLOIST,O,X,O,X,O,X
ZJLOSTI,O,O,O,O,O,X
ZJLOSIT,O,X,O,O,O,X
ZJSTILO,O,O,O,O,X,O
ZJSTIOL,O,O,O,O,X,O
ZJSTLIO,O,O,O,O,X,O
ZJSTLOI,O,O,O,O,O,O
ZJSTOIL,O,O,O,O,O,O
ZJSTOLI,O,O,O,O,O,O
ZJSITLO,O,X,O,O,X,O
ZJSITOL,O,X,O,O,X,O
ZJSILTO,O,X,O,O,X,O
ZJSILOT,O,X,O,O,X,O
ZJSIOTL,O,X,O,O,X,X
ZJSIOLT,O,X,O,O,X,O
ZJSLTIO,O,O,O,O,X,O
ZJSLTOI,O,O,O,O,O,O
ZJSLITO,O,X,O,O,X,O
ZJSLIOT,O,X,O,O,X,O
ZJSLOTI,O,O,O,O,O,O
ZJSLOIT,O,X,O,O,O,O
ZJSOTIL,O,O,O,O,O,O
ZJSOTLI,O,O,O,O,O,O
ZJSOITL,O,X,O,O,O,X
ZJSOILT,O,X,O,O,O,O
ZJSOLTI,O,O,O,O,O,O
ZJSOLIT,O,X,O,O,O,O
ZJOTILS,O,O,O,X,X,X
ZJOTISL,O,O,O,X,X,X
ZJOTLIS,O,O,O,X,X,X
ZJOTLSI,O,O,O,O,X,X
ZJOTSIL,O,O,O,O,X,X
ZJOTSLI,O,O,O,O,X,X
ZJOITLS,O,O,O,X,X,X
