sequence,v115@RhB8FeG8BeC8Je2EJvhFRgB3hBTjB1qBCsBcsB,v115@RhB8FeG8BeC8JeT/IvhFGjBilBRnB0lBlmBXsB,v115@RhB8FeG8BeC8Jei/IvhFTjBRlBGnB3lBFnB0rB,v115@RhB8FeG8BeC8JeT/IvhFOlB8lBxiBCoBlrBfsB,v115@RhB8FeG8BeC8Je2EJvhFfmBlhBxnBUlBCoBzrB,v115@RhB8FeG8BeC8Jei/IvhFTjBRlBFnB3lBGnB0rB,v115@RhB8FeG8BeC8JeT/IvhF0gB2qBfsBxnBCoBlrB
SIOTLZJ,X,X,X,X,X,X,X
SIOTJLZ,X,O,X,X,O,X,X
SIOTJZL,X,X,X,X,O,X,O
SIOTZLJ,X,X,X,X,X,X,X
SIOTZJL,X,X,X,X,O,X,X
SIOLTJZ,X,O,X,X,O,X,X
SIOLTZJ,X,X,X,X,X,X,X
SIOLJTZ,X,O,O,X,O,X,X
SIOLJZT,X,O,O,X,X,X,O
SIOLZTJ,X,X,X,X,X,O,X
SIOLZJT,X,O,O,X,X,X,X
SIOJTLZ,X,O,X,X,O,X,X
SIOJTZL,X,X,X,X,O,X,O
SIOJLTZ,X,O,O,X,O,X,X
SIOJLZT,X,O,O,X,X,X,O
SIOJZTL,X,X,X,X,O,X,O
SIOJZLT,X,O,X,X,X,X,O
SIOZTLJ,X,X,X,X,X,O,X
SIOZTJL,X,X,X,X,O,X,X
SIOZLTJ,X,X,X,X,X,O,X
SIOZLJT,X,O,O,X,X,X,X
SIOZJTL,X,X,X,X,O,X,O
SIOZJLT,X,O,O,X,X,X,O
SLTIJZO,O,X,X,X,O,X,X
SLTIJOZ,O,O,X,X,O,X,X
SLTIZJO,O,X,X,X,X,X,X
SLTIZOJ,O,X,X,X,X,X,X
SLTIOJZ,O,O,X,X,X,X,X
SLTIOZJ,O,X,X,X,X,X,X
SLTJIZO,O,X,X,X,O,X,X
SLTJIOZ,O,O,X,X,O,X,X
SLTJZIO,O,X,X,X,X,X,X
SLTJZOI,O,X,X,X,X,X,X
SLTJOIZ,O,O,X,X,X,X,X
SLTJOZI,O,X,X,X,X,X,X
SLTZIJO,O,X,X,X,X,X,X
SLTZIOJ,O,X,X,X,X,X,X
SLTZJIO,O,X,X,O,X,X,X
SLTZJOI,O,X,X,O,X,X,X
SLTZOIJ,O,X,X,X,X,X,X
SLTZOJI,O,X,X,O,X,X,X
SLTOIJZ,O,O,X,X,X,X,X
SLTOIZJ,O,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,X,X
SLTOJZI,O,X,X,X,X,X,X
SLTOZIJ,O,X,X,X,X,X,X
SLTOZJI,O,X,X,O,X,X,X
SLITJZO,X,X,X,X,O,X,X
SLITJOZ,X,O,X,X,O,X,X
SLITZJO,X,X,X,X,X,X,X
SLITZOJ,X,X,X,X,X,X,X
SLITOJZ,X,O,X,X,X,X,X
SLITOZJ,X,X,X,X,X,X,X
SLIJTZO,X,X,X,X,O,X,X
SLIJTOZ,X,O,X,X,O,X,X
SLIJZTO,X,X,X,X,X,X,X
SLIJZOT,X,O,X,X,X,X,O
SLIJOTZ,X,O,O,X,X,X,X
SLIJOZT,X,O,O,X,X,X,O
SLIZTJO,X,X,X,X,X,X,X
SLIZTOJ,X,X,X,X,X,O,X
SLIZJTO,X,X,X,X,X,X,X
SLIZJOT,X,O,O,X,X,X,X
SLIZOTJ,X,X,X,X,X,O,X
SLIZOJT,X,O,O,X,X,X,X
SLIOTJZ,X,O,X,X,X,X,X
SLIOTZJ,X,X,X,X,X,X,X
SLIOJTZ,X,O,O,X,X,X,X
SLIOJZT,X,O,O,X,X,X,O
SLIOZTJ,X,X,X,X,X,O,X
SLIOZJT,X,O,O,X,X,X,X
SLJTIZO,X,X,X,X,O,X,X
SLJTIOZ,X,O,X,X,O,X,X
SLJTZIO,X,X,X,X,X,X,X
SLJTZOI,X,X,X,X,X,X,X
SLJTOIZ,X,O,X,X,X,X,X
SLJTOZI,X,X,X,X,X,X,X
SLJITZO,X,X,X,X,O,X,X
SLJITOZ,X,O,X,X,O,X,X
SLJIZTO,X,X,X,X,X,X,X
SLJIZOT,X,O,X,X,X,X,O
SLJIOTZ,X,O,O,X,X,X,X
SLJIOZT,X,O,O,X,X,X,O
SLJZTIO,X,X,X,O,X,X,X
SLJZTOI,X,X,X,O,X,X,X
SLJZITO,X,X,X,X,X,X,X
SLJZIOT,X,O,X,X,X,X,O
SLJZOTI,X,X,X,O,X,X,X
SLJZOIT,X,O,X,X,X,X,O
SLJOTIZ,X,O,X,X,O,X,X
SLJOTZI,X,X,X,X,X,X,X
SLJOITZ,X,O,O,X,O,X,X
SLJOIZT,X,O,O,X,X,X,O
SLJOZTI,X,X,X,O,X,X,X
SLJOZIT,X,O,X,X,X,X,O
SLZTIJO,X,X,X,X,X,X,X
SLZTIOJ,X,X,X,X,X,O,X
SLZTJIO,X,X,X,O,X,X,X
SLZTJOI,X,X,X,O,X,X,X
SLZTOIJ,X,X,X,X,X,O,X
SLZTOJI,X,X,X,O,X,X,X
SLZITJO,X,X,X,X,X,X,X
SLZITOJ,X,X,X,X,X,O,X
SLZIJTO,X,X,X,X,X,X,X
SLZIJOT,X,O,O,X,X,X,X
SLZIOTJ,X,X,X,X,X,O,X
SLZIOJT,X,O,O,X,X,X,X
SLZJTIO,X,X,X,O,X,X,X
SLZJTOI,X,X,X,O,X,X,X
SLZJITO,X,X,X,X,X,X,X
SLZJIOT,X,O,O,X,X,X,X
SLZJOTI,X,X,X,O,X,X,X
SLZJOIT,X,O,O,X,X,X,X
SLZOTIJ,X,X,X,X,X,O,X
SLZOTJI,X,X,X,O,X,X,X
SLZOITJ,X,X,X,X,X,O,X
SLZOIJT,X,O,O,X,X,X,X
SLZOJTI,X,X,X,O,X,X,X
SLZOJIT,X,O,O,X,X,X,X
SLOTIJZ,O,O,X,X,O,X,X
SLOTIZJ,O,X,X,X,X,X,X
SLOTJIZ,O,O,X,X,O,X,X
SLOTJZI,O,X,X,X,X,X,X
SLOTZIJ,O,X,X,X,X,X,X
SLOTZJI,O,X,X,O,X,X,X
SLOITJZ,X,O,X,X,O,X,X
SLOITZJ,X,X,X,X,X,X,X
SLOIJTZ,X,O,O,X,O,X,X
SLOIJZT,X,O,O,X,X,X,O
SLOIZTJ,X,X,X,X,X,O,X
SLOIZJT,X,O,O,X,X,X,X
SLOJTIZ,X,O,X,X,O,X,X
SLOJTZI,X,X,X,X,X,X,X
SLOJITZ,X,O,O,X,O,X,X
SLOJIZT,X,O,O,X,X,X,O
SLOJZTI,X,X,X,O,X,X,X
SLOJZIT,X,O,X,X,X,X,O
SLOZTIJ,X,X,X,X,X,O,X
SLOZTJI,X,X,X,O,X,X,X
SLOZITJ,X,X,X,X,X,O,X
SLOZIJT,X,O,O,X,X,X,X
SLOZJTI,X,X,X,O,X,X,X
SLOZJIT,X,O,O,X,X,X,X
SJTILZO,O,X,X,X,O,X,X
SJTILOZ,O,O,X,X,O,X,X
SJTIZLO,X,X,X,X,O,X,X
SJTIZOL,X,X,X,X,O,X,O
SJTIOLZ,O,O,X,X,O,X,X
SJTIOZL,X,X,X,X,O,X,O
SJTLIZO,O,X,X,X,O,X,X
SJTLIOZ,O,O,X,X,O,X,X
SJTLZIO,O,X,X,X,X,X,X
SJTLZOI,O,X,X,X,X,X,X
SJTLOIZ,O,O,X,X,X,X,X
SJTLOZI,O,X,X,X,X,X,X
SJTZILO,X,X,X,X,O,X,X
SJTZIOL,X,X,X,X,O,X,O
SJTZLIO,X,X,X,X,X,X,X
SJTZLOI,X,X,X,X,X,X,X
SJTZOIL,X,X,X,X,X,X,O
SJTZOLI,X,X,X,X,X,X,X
SJTOILZ,O,O,X,X,O,X,X
SJTOIZL,X,X,X,X,O,X,O
SJTOLIZ,O,O,X,X,O,X,X
SJTOLZI,O,X,X,X,X,X,X
SJTOZIL,X,X,X,X,O,X,O
SJTOZLI,X,X,X,X,X,X,X
SJITLZO,O,X,X,X,O,X,X
SJITLOZ,O,O,X,X,O,X,X
SJITZLO,X,X,X,X,O,X,X
SJITZOL,X,X,X,X,O,X,O
SJITOLZ,O,O,X,X,O,X,X
SJITOZL,X,X,X,X,O,X,O
SJILTZO,X,X,X,X,O,X,X
SJILTOZ,X,O,X,X,O,X,X
SJILZTO,X,X,X,X,X,X,X
SJILZOT,X,O,X,X,X,X,O
SJILOTZ,X,O,O,X,X,X,X
SJILOZT,X,O,O,X,X,X,O
SJIZTLO,X,X,X,X,O,X,X
SJIZTOL,X,X,X,X,O,X,O
SJIZLTO,X,X,X,X,X,X,X
SJIZLOT,X,O,X,X,X,X,O
SJIZOTL,X,X,X,X,X,X,O
SJIZOLT,X,O,X,X,X,X,O
SJIOTLZ,O,O,X,X,O,X,X
SJIOTZL,X,X,X,X,O,X,O
SJIOLTZ,X,O,O,X,O,X,X
SJIOLZT,X,O,O,X,X,X,O
SJIOZTL,X,X,X,X,O,X,O
SJIOZLT,X,O,X,X,X,X,O
SJLTIZO,X,X,X,X,O,X,X
SJLTIOZ,X,O,X,X,O,X,X
SJLTZIO,X,X,X,X,X,X,X
SJLTZOI,X,X,X,X,X,X,X
SJLTOIZ,X,O,X,X,X,X,X
SJLTOZI,X,X,X,X,X,X,X
SJLITZO,X,X,X,X,O,X,X
SJLITOZ,X,O,X,X,O,X,X
SJLIZTO,X,X,X,X,X,X,X
SJLIZOT,X,O,X,X,X,X,O
SJLIOTZ,X,O,O,X,X,X,X
SJLIOZT,X,O,O,X,X,X,O
SJLZTIO,X,X,X,O,X,X,X
SJLZTOI,X,X,X,O,X,X,X
SJLZITO,X,X,X,X,X,X,X
SJLZIOT,X,O,X,X,X,X,O
SJLZOTI,X,X,X,O,X,X,X
SJLZOIT,X,O,X,X,X,X,O
SJLOTIZ,X,O,X,X,O,X,X
SJLOTZI,X,X,X,X,X,X,X
SJLOITZ,X,O,O,X,O,X,X
SJLOIZT,X,O,O,X,X,X,O
SJLOZTI,X,X,X,O,X,X,X
SJLOZIT,X,O,X,X,X,X,O
SJZTILO,X,X,X,X,O,X,X
SJZTIOL,X,X,X,X,O,X,O
SJZTLIO,X,X,X,O,X,X,X
SJZTLOI,X,X,X,O,X,X,X
SJZTOIL,X,X,X,X,X,X,O
SJZTOLI,X,X,X,O,X,X,X
SJZITLO,X,X,X,X,O,X,X
SJZITOL,X,X,X,X,O,X,O
SJZILTO,X,X,X,X,X,X,X
SJZILOT,X,O,X,X,X,X,O
SJZIOTL,X,X,X,X,X,X,O
SJZIOLT,X,O,X,X,X,X,O
SJZLTIO,X,X,X,O,X,X,X
SJZLTOI,X,X,X,O,X,X,X
SJZLITO,X,X,X,X,X,X,X
SJZLIOT,X,O,X,X,X,X,O
SJZLOTI,X,X,X,O,X,X,X
SJZLOIT,X,O,X,X,X,X,O
SJZOTIL,X,X,X,X,O,X,O
SJZOTLI,X,X,X,O,X,X,X
SJZOITL,X,X,X,X,O,X,O
SJZOILT,X,O,X,X,X,X,O
SJZOLTI,X,X,X,O,X,X,X
SJZOLIT,X,O,X,X,X,X,O
SJOTILZ,O,O,X,X,O,X,X
SJOTIZL,X,X,X,X,O,X,O
SJOTLIZ,O,O,X,X,O,X,X
SJOTLZI,O,X,X,X,X,X,X
SJOTZIL,X,X,X,X,O,X,O
SJOTZLI,X,X,X,X,X,X,X
SJOITLZ,O,O,X,X,O,X,X
SJOITZL,X,X,X,X,O,X,O
SJOILTZ,X,O,O,X,O,X,X
SJOILZT,X,O,O,X,X,X,O
SJOIZTL,X,X,X,X,O,X,O
SJOIZLT,X,O,X,X,X,X,O
SJOLTIZ,X,O,X,X,O,X,X
SJOLTZI,X,X,X,X,X,X,X
SJOLITZ,X,O,O,X,O,X,X
SJOLIZT,X,O,O,X,X,X,O
SJOLZTI,X,X,X,O,X,X,X
SJOLZIT,X,O,X,X,X,X,O
SJOZTIL,X,X,X,X,O,X,O
SJOZTLI,X,X,X,O,X,X,X
SJOZITL,X,X,X,X,O,X,O
SJOZILT,X,O,X,X,X,X,O
SJOZLTI,X,X,X,O,X,X,X
SJOZLIT,X,O,X,X,X,X,O
SZTILJO,X,X,X,X,X,X,X
SZTILOJ,X,X,X,X,X,O,X
SZTIJLO,X,X,X,X,O,X,X
SZTIJOL,X,X,X,X,O,X,X
SZTIOLJ,X,X,X,X,X,O,X
SZTIOJL,X,X,X,X,X,X,X
SZTLIJO,X,X,X,X,X,X,X
SZTLIOJ,X,X,X,X,X,O,X
SZTLJIO,X,X,X,O,X,X,X
SZTLJOI,X,X,X,O,X,X,X
SZTLOIJ,X,X,X,X,X,O,X
SZTLOJI,X,X,X,O,X,X,X
SZTJILO,X,X,X,X,O,X,X
SZTJIOL,X,X,X,X,O,X,X
SZTJLIO,X,X,X,O,X,X,X
SZTJLOI,X,X,X,O,X,X,X
SZTJOIL,X,X,X,X,X,X,X
SZTJOLI,X,X,X,O,X,X,X
SZTOILJ,X,X,X,X,X,O,X
SZTOIJL,X,X,X,X,X,X,X
SZTOLIJ,X,X,X,X,X,O,X
SZTOLJI,X,X,X,O,X,X,X
SZTOJIL,X,X,X,X,X,X,X
SZTOJLI,X,X,X,O,X,X,X
SZITLJO,X,X,X,X,X,X,X
SZITLOJ,X,X,X,X,X,O,X
SZITJLO,X,X,X,X,O,X,X
SZITJOL,X,X,X,X,O,X,X
SZITOLJ,X,X,X,X,X,O,X
SZITOJL,X,X,X,X,X,X,X
SZILTJO,X,X,X,X,X,X,X
SZILTOJ,X,X,X,X,X,O,X
SZILJTO,X,X,X,X,X,X,X
SZILJOT,X,O,O,X,X,X,X
SZILOTJ,X,X,X,X,X,O,X
SZILOJT,X,O,O,X,X,X,X
SZIJTLO,X,X,X,X,O,X,X
SZIJTOL,X,X,X,X,O,X,O
SZIJLTO,X,X,X,X,X,X,X
SZIJLOT,X,O,O,X,X,X,O
SZIJOTL,X,X,X,X,X,X,O
SZIJOLT,X,O,O,X,X,X,O
SZIOTLJ,X,X,X,X,X,O,X
SZIOTJL,X,X,X,X,X,X,X
SZIOLTJ,X,X,X,X,X,O,X
SZIOLJT,X,O,O,X,X,X,X
SZIOJTL,X,X,X,X,X,X,O
SZIOJLT,X,O,O,X,X,X,O
SZLTIJO,X,X,X,X,X,X,X
SZLTIOJ,X,X,X,X,X,O,X
SZLTJIO,X,X,X,O,X,X,X
SZLTJOI,X,X,X,O,X,X,X
SZLTOIJ,X,X,X,X,X,O,X
SZLTOJI,X,X,X,O,X,X,X
SZLITJO,X,X,X,X,X,X,X
SZLITOJ,X,X,X,X,X,O,X
SZLIJTO,X,X,X,X,X,X,X
SZLIJOT,X,O,O,X,X,X,X
SZLIOTJ,X,X,X,X,X,O,X
SZLIOJT,X,O,O,X,X,X,X
SZLJTIO,X,X,X,O,X,X,X
SZLJTOI,X,X,X,O,X,X,X
SZLJITO,X,X,X,X,X,X,X
SZLJIOT,X,O,O,X,X,X,X
SZLJOTI,X,X,X,O,X,X,X
SZLJOIT,X,O,O,X,X,X,X
SZLOTIJ,X,X,X,X,X,O,X
SZLOTJI,X,X,X,O,X,X,X
SZLOITJ,X,X,X,X,X,O,X
SZLOIJT,X,O,O,X,X,X,X
SZLOJTI,X,X,X,O,X,X,X
SZLOJIT,X,O,O,X,X,X,X
SZJTILO,X,X,X,X,O,X,X
SZJTIOL,X,X,X,X,O,X,O
SZJTLIO,X,X,X,O,X,X,X
SZJTLOI,X,X,X,O,X,X,X
SZJTOIL,X,X,X,X,X,X,O
SZJTOLI,X,X,X,O,X,X,X
SZJITLO,X,X,X,X,O,X,X
SZJITOL,X,X,X,X,O,X,O
SZJILTO,X,X,X,X,X,X,X
SZJILOT,X,O,O,X,X,X,O
SZJIOTL,X,X,X,X,X,X,O
SZJIOLT,X,O,O,X,X,X,O
SZJLTIO,X,X,X,O,X,X,X
SZJLTOI,X,X,X,O,X,X,X
SZJLITO,X,X,X,X,X,X,X
SZJLIOT,X,O,O,X,X,X,O
SZJLOTI,X,X,X,O,X,X,X
SZJLOIT,X,O,O,X,X,X,O
SZJOTIL,X,X,X,X,O,X,O
SZJOTLI,X,X,X,O,X,X,X
SZJOITL,X,X,X,X,O,X,O
SZJOILT,X,O,O,X,X,X,O
SZJOLTI,X,X,X,O,X,X,X
SZJOLIT,X,O,O,X,X,X,O
SZOTILJ,X,X,X,X,X,O,X
SZOTIJL,X,X,X,X,O,X,X
SZOTLIJ,X,X,X,X,X,O,X
SZOTLJI,X,X,X,O,X,X,X
SZOTJIL,X,X,X,X,O,X,X
SZOTJLI,X,X,X,O,X,X,X
SZOITLJ,X,X,X,X,X,O,X
SZOITJL,X,X,X,X,O,X,X
SZOILTJ,X,X,X,X,X,O,X
SZOILJT,X,O,O,X,X,X,X
SZOIJTL,X,X,X,X,O,X,O
SZOIJLT,X,O,O,X,X,X,O
SZOLTIJ,X,X,X,X,X,O,X
SZOLTJI,X,X,X,O,X,X,X
SZOLITJ,X,X,X,X,X,O,X
SZOLIJT,X,O,O,X,X,X,X
SZOLJTI,X,X,X,O,X,X,X
SZOLJIT,X,O,O,X,X,X,X
SZOJTIL,X,X,X,X,O,X,O
SZOJTLI,X,X,X,O,X,X,X
SZOJITL,X,X,X,X,O,X,O
SZOJILT,X,O,O,X,X,X,O
SZOJLTI,X,X,X,O,X,X,X
SZOJLIT,X,O,O,X,X,X,O
SOTILJZ,O,O,X,X,O,X,X
SOTILZJ,O,X,X,X,X,X,X
SOTIJLZ,O,O,X,X,O,X,X
SOTIJZL,X,X,X,X,O,X,O
SOTIZLJ,X,X,X,X,X,X,X
SOTIZJL,X,X,X,X,O,X,X
SOTLIJZ,O,O,X,X,O,X,X
SOTLIZJ,O,X,X,X,X,X,X
SOTLJIZ,O,O,X,X,O,X,X
SOTLJZI,O,X,X,X,X,X,X
SOTLZIJ,O,X,X,X,X,X,X
SOTLZJI,O,X,X,O,X,X,X
SOTJILZ,O,O,X,X,O,X,X
SOTJIZL,X,X,X,X,O,X,O
SOTJLIZ,O,O,X,X,O,X,X
SOTJLZI,O,X,X,X,X,X,X
SOTJZIL,X,X,X,X,O,X,O
SOTJZLI,X,X,X,X,X,X,X
SOTZILJ,X,X,X,X,X,X,X
SOTZIJL,X,X,X,X,O,X,X
SOTZLIJ,X,X,X,X,X,X,X
SOTZLJI,X,X,X,O,X,X,X
SOTZJIL,X,X,X,X,O,X,X
SOTZJLI,X,X,X,O,X,X,X
SOITLJZ,X,O,X,X,O,X,X
SOITLZJ,X,X,X,X,X,X,X
SOITJLZ,X,O,X,X,O,X,X
SOITJZL,X,X,X,X,O,X,O
SOITZLJ,X,X,X,X,X,X,X
SOITZJL,X,X,X,X,O,X,X
SOILTJZ,X,O,X,X,O,X,X
SOILTZJ,X,X,X,X,X,X,X
SOILJTZ,X,O,O,X,O,X,X
SOILJZT,X,O,O,X,X,X,O
SOILZTJ,X,X,X,X,X,O,X
SOILZJT,X,O,O,X,X,X,X
SOIJTLZ,X,O,X,X,O,X,X
SOIJTZL,X,X,X,X,O,X,O
SOIJLTZ,X,O,O,X,O,X,X
SOIJLZT,X,O,O,X,X,X,O
SOIJZTL,X,X,X,X,O,X,O
SOIJZLT,X,O,X,X,X,X,O
SOIZTLJ,X,X,X,X,X,O,X
SOIZTJL,X,X,X,X,O,X,X
SOIZLTJ,X,X,X,X,X,O,X
SOIZLJT,X,O,O,X,X,X,X
SOIZJTL,X,X,X,X,O,X,O
SOIZJLT,X,O,O,X,X,X,O
SOLTIJZ,O,O,X,X,O,X,X
SOLTIZJ,O,X,X,X,X,X,X
SOLTJIZ,O,O,X,X,O,X,X
SOLTJZI,O,X,X,X,X,X,X
SOLTZIJ,O,X,X,X,X,X,X
SOLTZJI,O,X,X,O,X,X,X
SOLITJZ,X,O,X,X,O,X,X
SOLITZJ,X,X,X,X,X,X,X
SOLIJTZ,X,O,O,X,O,X,X
SOLIJZT,X,O,O,X,X,X,O
SOLIZTJ,X,X,X,X,X,O,X
SOLIZJT,X,O,O,X,X,X,X
SOLJTIZ,X,O,X,X,O,X,X
SOLJTZI,X,X,X,X,X,X,X
SOLJITZ,X,O,O,X,O,X,X
SOLJIZT,X,O,O,X,X,X,O
SOLJZTI,X,X,X,O,X,X,X
SOLJZIT,X,O,X,X,X,X,O
SOLZTIJ,X,X,X,X,X,O,X
SOLZTJI,X,X,X,O,X,X,X
SOLZITJ,X,X,X,X,X,O,X
SOLZIJT,X,O,O,X,X,X,X
SOLZJTI,X,X,X,O,X,X,X
SOLZJIT,X,O,O,X,X,X,X
SOJTILZ,O,O,X,X,O,X,X
SOJTIZL,X,X,X,X,O,X,O
SOJTLIZ,O,O,X,X,O,X,X
SOJTLZI,O,X,X,X,X,X,X
SOJTZIL,X,X,X,X,O,X,O
SOJTZLI,X,X,X,X,X,X,X
SOJITLZ,O,O,X,X,O,X,X
SOJITZL,X,X,X,X,O,X,O
SOJILTZ,X,O,O,X,O,X,X
SOJILZT,X,O,O,X,X,X,O
SOJIZTL,X,X,X,X,O,X,O
SOJIZLT,X,O,X,X,X,X,O
SOJLTIZ,X,O,X,X,O,X,X
SOJLTZI,X,X,X,X,X,X,X
SOJLITZ,X,O,O,X,O,X,X
SOJLIZT,X,O,O,X,X,X,O
SOJLZTI,X,X,X,O,X,X,X
SOJLZIT,X,O,X,X,X,X,O
SOJZTIL,X,X,X,X,O,X,O
SOJZTLI,X,X,X,O,X,X,X
SOJZITL,X,X,X,X,O,X,O
SOJZILT,X,O,X,X,X,X,O
SOJZLTI,X,X,X,O,X,X,X
SOJZLIT,X,O,X,X,X,X,O
SOZTILJ,X,X,X,X,X,O,X
SOZTIJL,X,X,X,X,O,X,X
SOZTLIJ,X,X,X,X,X,O,X
SOZTLJI,X,X,X,O,X,X,X
SOZTJIL,X,X,X,X,O,X,X
SOZTJLI,X,X,X,O,X,X,X
SOZITLJ,X,X,X,X,X,O,X
SOZITJL,X,X,X,X,O,X,X
SOZILTJ,X,X,X,X,X,O,X
SOZILJT,X,O,O,X,X,X,X
SOZIJTL,X,X,X,X,O,X,O
SOZIJLT,X,O,O,X,X,X,O
SOZLTIJ,X,X,X,X,X,O,X
SOZLTJI,X,X,X,O,X,X,X
SOZLITJ,X,X,X,X,X,O,X
SOZLIJT,X,O,O,X,X,X,X
SOZLJTI,X,X,X,O,X,X,X
SOZLJIT,X,O,O,X,X,X,X
SOZJTIL,X,X,X,X,O,X,O
SOZJTLI,X,X,X,O,X,X,X
SOZJITL,X,X,X,X,O,X,O
SOZJILT,X,O,O,X,X,X,O
SOZJLTI,X,X,X,O,X,X,X
SOZJLIT,X,O,O,X,X,X,O
ZTILJSO,O,X,X,O,X,X,X
ZTILJOS,O,X,O,O,X,O,X
ZTILSJO,O,X,X,X,X,X,X
ZTILSOJ,O,X,X,X,X,O,X
ZTILOJS,O,X,O,O,X,O,X
ZTILOSJ,O,X,X,X,X,O,X
ZTIJLSO,O,X,X,O,X,X,X
ZTIJLOS,O,X,O,O,X,O,X
ZTIJSLO,X,X,X,X,X,X,X
ZTIJSOL,X,X,X,X,X,X,X
ZTIJOLS,O,X,O,O,X,O,X
ZTIJOSL,X,X,X,X,X,X,X
ZTISLJO,X,X,X,X,X,X,X
ZTISLOJ,X,X,X,X,X,O,X
ZTISJLO,X,X,X,X,X,X,X
ZTISJOL,X,X,X,X,X,X,X
ZTISOLJ,X,X,X,X,X,O,X
ZTISOJL,X,X,X,X,X,X,X
ZTIOLJS,O,X,O,O,X,O,X
ZTIOLSJ,O,X,X,X,X,O,X
ZTIOJLS,O,X,O,O,X,O,X
ZTIOJSL,X,X,X,X,X,X,X
ZTIOSLJ,X,X,X,X,X,O,X
ZTIOSJL,X,X,X,X,X,X,X
ZTLIJSO,O,X,X,O,X,X,X
ZTLIJOS,O,X,O,O,X,O,X
ZTLISJO,O,X,X,X,X,X,X
ZTLISOJ,O,X,X,X,X,O,X
ZTLIOJS,O,X,O,O,X,O,X
ZTLIOSJ,O,X,X,X,X,O,X
ZTLJISO,O,X,X,O,X,X,X
ZTLJIOS,O,X,O,O,X,O,X
ZTLJSIO,O,X,X,O,X,X,X
ZTLJSOI,O,X,X,O,X,X,X
ZTLJOIS,O,X,O,O,X,O,X
ZTLJOSI,O,X,X,O,X,X,X
ZTLSIJO,O,X,X,X,X,X,X
ZTLSIOJ,O,X,X,X,X,O,X
ZTLSJIO,O,X,X,O,X,X,X
ZTLSJOI,O,X,X,O,X,X,X
ZTLSOIJ,O,X,X,X,X,O,X
ZTLSOJI,O,X,X,O,X,X,X
ZTLOIJS,O,X,O,O,X,O,X
ZTLOISJ,O,X,X,X,X,O,X
ZTLOJIS,O,X,O,O,X,O,X
ZTLOJSI,O,X,X,O,X,X,X
ZTLOSIJ,O,X,X,X,X,O,X
ZTLOSJI,O,X,X,O,X,X,X
ZTJILSO,O,X,X,O,X,X,X
ZTJILOS,O,X,O,O,X,O,X
ZTJISLO,X,X,X,X,X,X,X
ZTJISOL,X,X,X,X,X,X,X
ZTJIOLS,O,X,O,O,X,O,X
ZTJIOSL,X,X,X,X,X,X,X
ZTJLISO,O,X,X,O,X,X,X
ZTJLIOS,O,X,O,O,X,O,X
ZTJLSIO,O,X,X,O,X,X,X
ZTJLSOI,O,X,X,O,X,X,X
ZTJLOIS,O,X,O,O,X,O,X
ZTJLOSI,O,X,X,O,X,X,X
ZTJSILO,X,X,X,X,X,X,X
ZTJSIOL,X,X,X,X,X,X,X
ZTJSLIO,X,X,X,O,X,X,X
ZTJSLOI,X,X,X,O,X,X,X
ZTJSOIL,X,X,X,X,X,X,X
ZTJSOLI,X,X,X,O,X,X,X
ZTJOILS,O,X,O,O,X,O,X
ZTJOISL,X,X,X,X,X,X,X
ZTJOLIS,O,X,O,O,X,O,X
ZTJOLSI,O,X,X,O,X,X,X
ZTJOSIL,X,X,X,X,X,X,X
ZTJOSLI,X,X,X,O,X,X,X
ZTSILJO,X,X,X,X,X,X,X
ZTSILOJ,X,X,X,X,X,O,X
ZTSIJLO,X,X,X,X,X,X,X
ZTSIJOL,X,X,X,X,X,X,X
ZTSIOLJ,X,X,X,X,X,O,X
ZTSIOJL,X,X,X,X,X,X,X
ZTSLIJO,X,X,X,X,X,X,X
ZTSLIOJ,X,X,X,X,X,O,X
ZTSLJIO,X,X,X,O,X,X,X
ZTSLJOI,X,X,X,O,X,X,X
ZTSLOIJ,X,X,X,X,X,O,X
ZTSLOJI,X,X,X,O,X,X,X
ZTSJILO,X,X,X,X,X,X,X
ZTSJIOL,X,X,X,X,X,X,X
ZTSJLIO,X,X,X,O,X,X,X
ZTSJLOI,X,X,X,O,X,X,X
ZTSJOIL,X,X,X,X,X,X,X
ZTSJOLI,X,X,X,O,X,X,X
ZTSOILJ,X,X,X,X,X,O,X
ZTSOIJL,X,X,X,X,X,X,X
ZTSOLIJ,X,X,X,X,X,O,X
ZTSOLJI,X,X,X,O,X,X,X
ZTSOJIL,X,X,X,X,X,X,X
ZTSOJLI,X,X,X,O,X,X,X
ZTOILJS,O,X,O,O,X,O,X
ZTOILSJ,O,X,X,X,X,O,X
ZTOIJLS,O,X,O,O,X,O,X
ZTOIJSL,X,X,X,X,X,X,X
ZTOISLJ,X,X,X,X,X,O,X
ZTOISJL,X,X,X,X,X,X,X
ZTOLIJS,O,X,O,O,X,O,X
ZTOLISJ,O,X,X,X,X,O,X
ZTOLJIS,O,X,O,O,X,O,X
ZTOLJSI,O,X,X,O,X,X,X
ZTOLSIJ,O,X,X,X,X,O,X
ZTOLSJI,O,X,X,O,X,X,X
ZTOJILS,O,X,O,O,X,O,X
ZTOJISL,X,X,X,X,X,X,X
ZTOJLIS,O,X,O,O,X,O,X
ZTOJLSI,O,X,X,O,X,X,X
ZTOJSIL,X,X,X,X,X,X,X
