sequence,v115@FhB8HeC8HeE8DeB8Je/EJvhFRgBGiBTlB0rBlsBirB,v115@FhB8HeC8HeE8DeB8JeT/IvhFelBqlB/mB0nBFnBxwB,v115@FhB8HeC8HeE8DeB8JeT/IvhFmgBXlBSrB0nBFnBxwB,v115@FhB8HeC8HeE8DeB8JeT/IvhFelBRhBqnBfrBUsBlrB,v115@FhB8HeC8HeE8DeB8JeT/IvhFelBUhBFiBfrBRsBSxB,v115@FhB8HeC8HeE8DeB8JeT/IvhFigBGiB8rBRqB3sBFrB,v115@FhB8HeC8HeE8DeB8JeT/IvhFqnBVqBRmBmlBUsB3rB,v115@FhB8HeC8HeE8DeB8Je/EJvhFRgBTlBOrB0nBCnBVxB,v115@FhB8HeC8HeE8DeB8JeqHJvhFlkBRmBmkBzlBUsB3rB
JSLOTZI,X,O,O,O,X,X,X,X,X
JSLOITZ,X,O,O,O,O,O,X,X,X
JSLOIZT,X,O,O,O,O,O,X,O,X
JSLOZTI,X,O,O,O,O,X,X,O,X
JSLOZIT,X,O,O,O,O,O,X,O,X
JSZTILO,O,X,X,X,O,O,X,X,X
JSZTIOL,O,X,X,X,O,O,X,O,X
JSZTLIO,O,X,X,O,X,X,X,X,X
JSZTLOI,O,X,X,O,O,X,X,O,X
JSZTOIL,O,X,X,X,O,O,X,O,X
JSZTOLI,O,X,X,O,O,X,X,O,X
JSZITLO,O,X,X,X,O,O,X,X,X
JSZITOL,O,X,X,X,O,O,X,X,X
JSZILTO,X,O,O,O,O,O,X,X,X
JSZILOT,X,O,O,O,O,O,X,X,X
JSZIOTL,X,X,X,X,O,O,X,O,X
JSZIOLT,X,O,O,O,O,O,X,O,X
JSZLTIO,X,X,X,O,X,X,X,X,X
JSZLTOI,X,O,O,O,O,X,X,X,X
JSZLITO,X,X,O,O,O,O,X,X,X
JSZLIOT,X,O,O,O,O,O,X,X,X
JSZLOTI,X,O,O,O,O,X,X,O,X
JSZLOIT,X,O,O,O,O,O,X,O,X
JSZOTIL,O,X,X,X,O,O,X,O,X
JSZOTLI,O,X,X,O,O,X,X,O,X
JSZOITL,O,X,X,X,O,O,X,O,X
JSZOILT,X,O,O,O,O,O,X,O,X
JSZOLTI,X,O,O,O,O,X,X,O,X
JSZOLIT,X,O,O,O,O,O,X,O,X
JSOTILZ,O,X,O,X,O,O,X,X,X
JSOTIZL,O,X,X,X,O,X,X,O,X
JSOTLIZ,O,X,O,O,X,X,X,X,X
JSOTLZI,X,X,O,O,X,X,X,X,X
JSOTZIL,O,X,X,X,O,O,X,O,X
JSOTZLI,O,X,X,O,O,X,X,O,X
JSOITLZ,O,X,O,X,O,O,X,X,X
JSOITZL,O,X,X,X,O,X,X,O,X
JSOILTZ,X,O,O,O,O,O,X,X,X
JSOILZT,X,O,O,O,O,O,X,O,X
JSOIZTL,O,X,X,X,O,O,X,O,X
JSOIZLT,X,O,O,O,O,O,X,O,X
JSOLTIZ,X,O,O,O,X,X,X,X,X
JSOLTZI,X,O,O,O,X,X,X,X,X
JSOLITZ,X,O,O,O,O,O,X,X,X
JSOLIZT,X,O,O,O,O,O,X,O,X
JSOLZTI,X,O,O,O,O,X,X,O,X
JSOLZIT,X,O,O,O,O,O,X,O,X
JSOZTIL,O,X,X,X,O,O,X,O,X
JSOZTLI,O,X,X,O,O,X,X,O,X
JSOZITL,O,X,X,X,O,O,X,O,X
JSOZILT,X,O,O,O,O,O,X,O,X
JSOZLTI,X,O,O,O,O,X,X,O,X
JSOZLIT,X,O,O,O,O,O,X,O,X
JZTILSO,X,O,X,X,X,X,X,X,O
JZTILOS,X,O,X,X,X,X,O,X,O
JZTISLO,O,X,X,X,X,X,X,X,X
JZTISOL,O,X,X,X,X,X,X,O,X
JZTIOLS,X,O,X,X,X,X,O,X,X
JZTIOSL,O,X,X,X,X,X,X,O,X
JZTLISO,X,X,X,X,X,X,X,X,O
JZTLIOS,X,X,X,X,X,X,O,X,O
JZTLSIO,O,X,X,O,X,X,X,X,X
JZTLSOI,O,O,X,O,X,X,X,O,X
JZTLOIS,X,X,X,X,X,X,O,X,X
JZTLOSI,O,O,X,O,X,X,X,O,X
JZTSILO,O,X,X,X,X,X,X,X,X
JZTSIOL,O,X,X,X,X,X,X,O,X
JZTSLIO,O,X,X,O,X,X,X,X,X
JZTSLOI,O,X,X,O,X,X,X,O,X
JZTSOIL,O,X,X,X,X,X,X,O,X
JZTSOLI,O,X,X,O,X,X,X,O,X
JZTOILS,X,O,X,X,X,X,O,X,X
JZTOISL,O,X,X,X,X,X,X,O,X
JZTOLIS,X,X,X,X,X,X,O,X,X
JZTOLSI,O,O,X,O,X,X,X,O,X
JZTOSIL,O,X,X,X,X,X,X,O,X
JZTOSLI,O,X,X,O,X,X,X,O,X
JZITLSO,X,O,X,X,X,X,X,X,O
JZITLOS,X,O,X,X,X,X,X,X,O
JZITSLO,X,X,X,X,O,X,X,X,X
JZITSOL,X,X,X,X,O,X,X,X,X
JZITOLS,X,O,X,X,X,X,X,X,X
JZITOSL,X,X,X,X,O,X,X,X,X
JZILTSO,X,O,X,X,X,X,X,X,O
JZILTOS,X,O,X,X,X,X,X,X,O
JZILSTO,X,O,X,O,X,X,X,X,X
JZILSOT,X,O,X,O,X,X,X,X,X
JZILOTS,X,O,X,X,X,X,X,X,X
JZILOST,X,O,X,O,X,X,X,X,X
JZISTLO,X,X,X,X,O,X,X,X,X
JZISTOL,X,X,X,X,O,X,X,X,X
JZISLTO,X,O,X,O,O,X,X,X,X
JZISLOT,X,O,X,O,O,X,X,X,X
JZISOTL,X,X,X,X,O,X,X,O,X
JZISOLT,X,O,X,O,O,X,X,O,X
JZIOTLS,X,O,X,X,X,X,X,X,X
JZIOTSL,X,X,X,X,O,X,X,X,X
JZIOLTS,X,O,X,X,X,X,X,X,X
JZIOLST,X,O,X,O,X,X,X,X,X
JZIOSTL,X,X,X,X,O,X,X,O,X
JZIOSLT,X,O,X,O,O,X,X,O,X
JZLTISO,X,X,X,X,X,X,X,X,O
JZLTIOS,X,X,X,X,X,X,O,X,O
JZLTSIO,X,X,X,O,X,X,X,X,X
JZLTSOI,X,O,O,O,X,X,X,X,X
JZLTOIS,X,X,X,X,X,X,O,X,X
JZLTOSI,X,O,X,O,X,X,X,X,X
JZLITSO,X,O,X,X,X,X,X,X,O
JZLITOS,X,O,X,X,X,X,X,X,O
JZLISTO,X,O,X,O,X,X,X,X,X
JZLISOT,X,O,O,O,X,X,X,X,X
JZLIOTS,X,O,X,X,X,X,X,X,X
JZLIOST,X,O,X,O,X,X,X,X,X
JZLSTIO,X,X,X,O,X,X,X,X,X
JZLSTOI,X,O,O,O,X,X,X,X,X
JZLSITO,X,O,X,O,X,X,X,X,X
JZLSIOT,X,O,O,O,X,X,X,X,X
JZLSOTI,X,O,O,O,X,X,X,O,X
JZLSOIT,X,O,O,O,X,X,X,O,X
JZLOTIS,X,X,X,X,X,X,O,X,X
JZLOTSI,X,O,X,O,X,X,X,X,X
JZLOITS,X,O,X,X,X,X,X,X,X
JZLOIST,X,O,X,O,X,X,X,X,X
JZLOSTI,X,O,O,O,X,X,X,O,X
JZLOSIT,X,O,O,O,X,X,X,O,X
JZSTILO,O,X,X,X,O,X,X,X,X
JZSTIOL,O,X,X,X,O,X,X,O,X
JZSTLIO,O,X,X,O,X,X,X,X,X
JZSTLOI,O,X,X,O,O,X,X,O,X
JZSTOIL,O,X,X,X,O,X,X,O,X
JZSTOLI,O,X,X,O,O,X,X,O,X
JZSITLO,O,X,X,X,O,X,X,X,X
JZSITOL,O,X,X,X,O,X,X,X,X
JZSILTO,X,O,O,O,O,X,X,X,X
JZSILOT,X,O,O,O,O,X,X,X,X
JZSIOTL,X,X,X,X,O,X,X,O,X
JZSIOLT,X,O,O,O,O,X,X,O,X
JZSLTIO,X,X,X,O,X,X,X,X,X
JZSLTOI,X,O,O,O,O,X,X,X,X
JZSLITO,X,X,X,O,O,X,X,X,X
JZSLIOT,X,O,O,O,O,X,X,X,X
JZSLOTI,X,O,O,O,O,X,X,O,X
JZSLOIT,X,O,O,O,O,X,X,O,X
JZSOTIL,O,X,X,X,O,X,X,O,X
JZSOTLI,O,X,X,O,O,X,X,O,X
JZSOITL,O,X,X,X,O,X,X,O,X
JZSOILT,X,O,O,O,O,X,X,O,X
JZSOLTI,X,O,O,O,O,X,X,O,X
JZSOLIT,X,O,O,O,O,X,X,O,X
JZOTILS,X,O,X,X,X,X,O,X,X
JZOTISL,O,X,X,X,X,X,X,O,X
JZOTLIS,X,X,X,X,X,X,O,X,X
JZOTLSI,O,O,X,O,X,X,X,O,X
JZOTSIL,O,X,X,X,X,X,X,O,X
JZOTSLI,O,X,X,O,X,X,X,O,X
JZOITLS,X,O,X,X,X,X,X,X,X
JZOITSL,X,X,X,X,O,X,X,X,X
JZOILTS,X,O,X,X,X,X,X,X,X
JZOILST,X,O,X,O,X,X,X,X,X
JZOISTL,X,X,X,X,O,X,X,O,X
JZOISLT,X,O,O,O,O,X,X,O,X
JZOLTIS,X,X,X,X,X,X,O,X,X
JZOLTSI,X,O,X,O,X,X,X,X,X
JZOLITS,X,O,X,X,X,X,X,X,X
JZOLIST,X,O,X,O,X,X,X,X,X
JZOLSTI,X,O,X,O,X,X,X,O,X
JZOLSIT,X,O,X,O,X,X,X,O,X
JZOSTIL,O,X,X,X,O,X,X,O,X
JZOSTLI,O,X,X,O,O,X,X,O,X
JZOSITL,O,X,X,X,O,X,X,O,X
JZOSILT,X,O,O,O,O,X,X,O,X
JZOSLTI,X,O,O,O,O,X,X,O,X
JZOSLIT,X,O,O,O,O,X,X,O,X
JOTILSZ,X,O,X,X,O,X,O,X,X
JOTILZS,X,O,X,X,X,X,O,X,X
JOTISLZ,O,X,X,X,O,X,X,X,X
JOTISZL,O,X,X,X,O,X,X,X,X
JOTIZLS,X,O,X,X,X,X,X,X,X
JOTIZSL,X,X,X,X,O,X,X,X,X
JOTLISZ,X,O,X,X,X,X,O,X,X
JOTLIZS,X,O,X,X,X,X,O,X,X
JOTLSIZ,O,O,X,O,X,X,X,X,X
JOTLSZI,X,O,X,O,X,X,X,X,X
JOTLZIS,X,X,X,X,X,X,O,X,X
JOTLZSI,X,O,X,O,X,X,X,X,X
JOTSILZ,O,X,X,X,O,X,X,X,X
JOTSIZL,O,X,X,X,O,X,X,O,X
JOTSLIZ,O,X,X,O,X,X,X,X,X
JOTSLZI,X,X,X,O,X,X,X,X,X
JOTSZIL,O,X,X,X,O,X,X,O,X
JOTSZLI,O,X,X,O,O,X,X,O,X
JOTZILS,X,O,X,X,X,X,O,X,X
JOTZISL,O,X,X,X,X,X,X,X,X
JOTZLIS,X,X,X,X,X,X,O,X,X
JOTZLSI,O,O,X,O,X,X,X,X,X
JOTZSIL,O,X,X,X,X,X,X,O,X
JOTZSLI,O,X,X,O,X,X,X,O,X
JOITLSZ,X,O,X,X,O,X,X,X,X
JOITLZS,X,O,X,X,X,X,X,X,X
JOITSLZ,X,X,X,X,O,X,X,X,X
JOITSZL,X,X,X,X,O,X,X,X,X
JOITZLS,X,O,X,X,X,X,X,X,X
JOITZSL,X,X,X,X,O,X,X,X,X
JOILTSZ,X,O,X,X,O,X,X,X,X
JOILTZS,X,O,X,X,X,X,X,X,X
JOILSTZ,X,O,X,O,O,O,X,X,X
JOILSZT,X,O,X,O,O,O,X,X,X
JOILZTS,X,O,X,X,X,X,X,X,X
JOILZST,X,O,X,O,X,X,X,X,X
JOISTLZ,X,X,O,X,O,O,X,X,X
JOISTZL,X,X,X,X,O,X,X,O,X
JOISLTZ,X,O,O,O,O,O,X,X,X
JOISLZT,X,O,O,O,O,O,X,O,X
JOISZTL,X,X,X,X,O,O,X,O,X
JOISZLT,X,O,O,O,O,O,X,O,X
JOIZTLS,X,O,X,X,X,X,X,X,X
JOIZTSL,X,X,X,X,O,X,X,X,X
JOIZLTS,X,O,X,X,X,X,X,X,X
JOIZLST,X,O,X,O,X,X,X,X,X
JOIZSTL,X,X,X,X,O,X,X,O,X
JOIZSLT,X,O,O,O,O,X,X,O,X
JOLTISZ,X,O,X,X,X,X,O,X,X
JOLTIZS,X,O,X,X,X,X,O,X,X
JOLTSIZ,X,O,X,O,X,X,X,X,X
JOLTSZI,X,O,X,O,X,X,X,X,X
JOLTZIS,X,X,X,X,X,X,O,X,X
JOLTZSI,X,O,X,O,X,X,X,X,X
JOLITSZ,X,O,X,X,O,X,X,X,X
JOLITZS,X,O,X,X,X,X,X,X,X
JOLISTZ,X,O,X,O,O,X,X,X,X
JOLISZT,X,O,X,O,O,X,X,X,X
JOLIZTS,X,O,X,X,X,X,X,X,X
JOLIZST,X,O,X,O,X,X,X,X,X
JOLSTIZ,X,O,X,O,X,X,X,X,X
JOLSTZI,X,O,X,O,X,X,X,X,X
JOLSITZ,X,O,X,O,O,X,X,X,X
JOLSIZT,X,O,X,O,O,X,X,O,X
JOLSZTI,X,O,X,O,O,X,X,O,X
JOLSZIT,X,O,X,O,O,X,X,O,X
JOLZTIS,X,X,X,X,X,X,O,X,X
JOLZTSI,X,O,X,O,X,X,X,X,X
JOLZITS,X,O,X,X,X,X,X,X,X
JOLZIST,X,O,X,O,X,X,X,X,X
JOLZSTI,X,O,X,O,X,X,X,O,X
JOLZSIT,X,O,X,O,X,X,X,O,X
JOSTILZ,O,X,O,X,O,O,X,X,X
JOSTIZL,O,X,X,X,O,X,X,O,X
JOSTLIZ,O,X,O,O,X,X,X,X,X
JOSTLZI,X,X,O,O,X,X,X,X,X
JOSTZIL,O,X,X,X,O,O,X,O,X
JOSTZLI,O,X,X,O,O,X,X,O,X
JOSITLZ,O,X,O,X,O,O,X,X,X
JOSITZL,O,X,X,X,O,X,X,O,X
JOSILTZ,X,O,O,O,O,O,X,X,X
JOSILZT,X,O,O,O,O,O,X,O,X
JOSIZTL,O,X,X,X,O,O,X,O,X
JOSIZLT,X,O,O,O,O,O,X,O,X
JOSLTIZ,X,O,O,O,X,X,X,X,X
JOSLTZI,X,O,O,O,X,X,X,X,X
JOSLITZ,X,O,O,O,O,O,X,X,X
JOSLIZT,X,O,O,O,O,O,X,O,X
JOSLZTI,X,O,O,O,O,X,X,O,X
JOSLZIT,X,O,O,O,O,O,X,O,X
JOSZTIL,O,X,X,X,O,O,X,O,X
JOSZTLI,O,X,X,O,O,X,X,O,X
JOSZITL,O,X,X,X,O,O,X,O,X
JOSZILT,X,O,O,O,O,O,X,O,X
JOSZLTI,X,O,O,O,O,X,X,O,X
JOSZLIT,X,O,O,O,O,O,X,O,X
JOZTILS,X,O,X,X,X,X,O,X,X
JOZTISL,O,X,X,X,X,X,X,O,X
JOZTLIS,X,X,X,X,X,X,O,X,X
JOZTLSI,O,O,X,O,X,X,X,O,X
JOZTSIL,O,X,X,X,X,X,X,O,X
JOZTSLI,O,X,X,O,X,X,X,O,X
JOZITLS,X,O,X,X,X,X,X,X,X
JOZITSL,X,X,X,X,O,X,X,X,X
JOZILTS,X,O,X,X,X,X,X,X,X
JOZILST,X,O,X,O,X,X,X,X,X
JOZISTL,X,X,X,X,O,X,X,O,X
JOZISLT,X,O,O,O,O,X,X,O,X
JOZLTIS,X,X,X,X,X,X,O,X,X
JOZLTSI,X,O,X,O,X,X,X,X,X
JOZLITS,X,O,X,X,X,X,X,X,X
JOZLIST,X,O,X,O,X,X,X,X,X
JOZLSTI,X,O,X,O,X,X,X,O,X
JOZLSIT,X,O,X,O,X,X,X,O,X
JOZSTIL,O,X,X,X,O,X,X,O,X
JOZSTLI,O,X,X,O,O,X,X,O,X
JOZSITL,O,X,X,X,O,X,X,O,X
JOZSILT,X,O,O,O,O,X,X,O,X
JOZSLTI,X,O,O,O,O,X,X,O,X
JOZSLIT,X,O,O,O,O,X,X,O,X
STILJZO,O,X,O,X,O,X,X,X,X
STILJOZ,O,X,O,X,O,O,X,X,X
STILZJO,O,X,O,X,O,O,X,X,X
STILZOJ,X,X,O,X,X,O,X,X,X
STILOJZ,X,X,O,X,O,O,O,X,X
STILOZJ,X,X,O,X,X,O,O,X,X
STIJLZO,O,X,O,X,O,X,X,X,X
STIJLOZ,O,X,O,X,O,O,X,X,X
STIJZLO,O,X,X,X,O,X,X,X,X
STIJZOL,O,X,X,X,O,X,X,X,X
STIJOLZ,O,X,O,X,O,O,X,X,X
STIJOZL,O,X,X,X,O,X,X,X,X
STIZLJO,O,X,O,X,O,O,X,X,X
STIZLOJ,X,X,O,X,X,O,X,X,X
STIZJLO,O,X,X,X,O,O,X,X,X
STIZJOL,O,X,X,X,O,O,X,X,X
STIZOLJ,O,X,O,X,X,O,X,X,X
STIZOJL,O,X,X,X,O,O,X,X,X
STIOLJZ,O,X,O,X,O,O,O,X,X
STIOLZJ,O,X,O,X,X,O,O,X,X
STIOJLZ,O,X,O,X,O,O,X,X,X
STIOJZL,O,X,X,X,O,X,X,O,X
STIOZLJ,O,X,O,X,X,O,X,X,X
STIOZJL,O,X,X,X,O,O,X,O,X
STLIJZO,O,X,O,X,X,X,X,X,X
STLIJOZ,O,X,O,O,X,X,X,X,X
STLIZJO,O,X,O,X,X,X,X,X,X
STLIZOJ,X,X,O,X,X,X,X,X,X
STLIOJZ,X,X,O,X,X,X,O,X,X
STLIOZJ,X,X,O,X,X,X,O,X,X
STLJIZO,O,X,O,X,X,X,X,X,X
STLJIOZ,O,X,O,O,X,X,X,X,X
STLJZIO,O,X,X,O,X,X,X,X,X
STLJZOI,O,X,O,O,X,X,X,X,X
STLJOIZ,O,X,O,O,X,X,X,X,X
STLJOZI,X,X,O,O,X,X,X,X,X
STLZIJO,O,X,X,O,X,X,X,X,O
STLZIOJ,X,X,X,X,X,X,O,X,O
STLZJIO,O,X,X,O,X,X,X,X,X
STLZJOI,O,X,O,O,X,X,X,X,X
STLZOIJ,O,X,X,X,X,X,O,X,X
STLZOJI,O,X,O,O,X,X,X,X,X
STLOIJZ,O,X,O,X,X,X,O,X,X
STLOIZJ,O,X,O,X,X,X,O,X,X
STLOJIZ,O,X,O,O,X,X,X,X,X
STLOJZI,X,X,O,O,X,X,X,X,X
STLOZIJ,O,X,X,X,X,X,O,X,X
STLOZJI,O,X,O,O,X,X,X,X,X
STJILZO,O,X,O,X,O,X,X,X,X
STJILOZ,O,X,O,X,O,O,X,X,X
STJIZLO,O,X,X,X,O,X,X,X,X
STJIZOL,O,X,X,X,O,X,X,X,X
STJIOLZ,O,X,O,X,O,O,X,X,X
STJIOZL,O,X,X,X,O,X,X,X,X
STJLIZO,O,X,O,X,X,X,X,X,X
STJLIOZ,O,X,O,O,X,X,X,X,X
STJLZIO,O,X,X,O,X,X,X,X,X
STJLZOI,O,X,O,O,X,X,X,X,X
STJLOIZ,O,X,O,O,X,X,X,X,X
STJLOZI,X,X,O,O,X,X,X,X,X
STJZILO,O,X,X,X,O,O,X,X,X
STJZIOL,O,X,X,X,O,O,X,X,X
STJZLIO,O,X,X,O,X,X,X,X,X
STJZLOI,O,X,X,O,O,X,X,X,X
STJZOIL,O,X,X,X,O,O,X,O,X
STJZOLI,O,X,X,O,O,X,X,O,X
STJOILZ,O,X,O,X,O,O,X,X,X
STJOIZL,O,X,X,X,O,X,X,O,X
STJOLIZ,O,X,O,O,X,X,X,X,X
STJOLZI,X,X,O,O,X,X,X,X,X
STJOZIL,O,X,X,X,O,O,X,O,X
STJOZLI,O,X,X,O,O,X,X,O,X
STZILJO,O,X,O,X,O,O,X,X,O
STZILOJ,X,X,O,X,X,O,O,X,O
STZIJLO,O,X,X,X,O,O,X,X,X
STZIJOL,O,X,X,X,O,O,X,O,X
STZIOLJ,O,X,O,X,X,O,O,X,X
STZIOJL,O,X,X,X,O,O,X,O,X
STZLIJO,O,X,X,O,X,X,X,X,O
STZLIOJ,X,X,X,X,X,X,O,X,O
STZLJIO,O,X,X,O,X,X,X,X,X
STZLJOI,O,X,O,O,O,X,X,O,X
STZLOIJ,O,X,X,X,X,X,O,X,X
STZLOJI,O,X,O,O,X,X,X,O,X
STZJILO,O,X,X,X,O,O,X,X,X
STZJIOL,O,X,X,X,O,O,X,O,X
STZJLIO,O,X,X,O,X,X,X,X,X
STZJLOI,O,X,X,O,O,X,X,O,X
STZJOIL,O,X,X,X,O,O,X,O,X
STZJOLI,O,X,X,O,O,X,X,O,X
STZOILJ,O,X,O,X,X,O,O,X,X
STZOIJL,O,X,X,X,X,O,X,O,X
STZOLIJ,O,X,X,X,X,X,O,X,X
STZOLJI,O,X,O,O,X,X,X,O,X
STZOJIL,O,X,X,X,O,O,X,O,X
STZOJLI,O,X,X,O,O,X,X,O,X
STOILJZ,O,X,O,X,O,O,O,X,X
STOILZJ,O,X,O,X,X,O,O,X,X
STOIJLZ,O,X,O,X,O,O,X,X,X
STOIJZL,O,X,X,X,O,X,X,O,X
STOIZLJ,O,X,O,X,X,O,X,X,X
STOIZJL,O,X,X,X,O,O,X,O,X
STOLIJZ,O,X,O,X,X,X,O,X,X
STOLIZJ,O,X,O,X,X,X,O,X,X
STOLJIZ,O,X,O,O,X,X,X,X,X
STOLJZI,X,X,O,O,X,X,X,X,X
STOLZIJ,O,X,X,X,X,X,O,X,X
STOLZJI,O,X,O,O,X,X,X,X,X
STOJILZ,O,X,O,X,O,O,X,X,X
STOJIZL,O,X,X,X,O,X,X,O,X
STOJLIZ,O,X,O,O,X,X,X,X,X
STOJLZI,X,X,O,O,X,X,X,X,X
STOJZIL,O,X,X,X,O,O,X,O,X
STOJZLI,O,X,X,O,O,X,X,O,X
STOZILJ,O,X,O,X,X,O,O,X,X
STOZIJL,O,X,X,X,X,O,X,O,X
STOZLIJ,O,X,X,X,X,X,O,X,X
STOZLJI,O,X,O,O,X,X,X,O,X
STOZJIL,O,X,X,X,X,O,X,O,X
STOZJLI,O,X,X,O,X,X,X,O,X
SITLJZO,O,O,O,X,O,X,X,X,X
SITLJOZ,O,O,O,X,O,O,X,X,X
SITLZJO,O,O,O,X,O,O,X,X,X
SITLZOJ,X,X,O,X,X,O,X,X,X
SITLOJZ,X,X,O,X,O,O,X,X,X
SITLOZJ,X,X,O,X,X,O,X,X,X
SITJLZO,O,X,O,X,O,X,X,X,X
SITJLOZ,O,X,O,X,O,O,X,X,X
SITJZLO,O,X,X,X,O,X,X,X,X
SITJZOL,O,X,X,X,O,X,X,X,X
SITJOLZ,O,X,O,X,O,O,X,X,X
SITJOZL,O,X,X,X,O,X,X,X,X
SITZLJO,O,O,O,X,O,O,X,X,X
SITZLOJ,X,X,O,X,X,O,X,X,X
SITZJLO,O,X,X,X,O,O,X,X,X
SITZJOL,O,X,X,X,O,O,X,X,X
SITZOLJ,O,X,O,X,X,O,X,X,X
SITZOJL,O,X,X,X,O,O,X,X,X
SITOLJZ,O,X,O,X,O,O,X,X,X
SITOLZJ,O,X,O,X,X,O,X,X,X
SITOJLZ,O,X,O,X,O,O,X,X,X
SITOJZL,O,X,X,X,O,X,X,O,X
SITOZLJ,O,X,O,X,X,O,X,X,X
SITOZJL,O,X,X,X,O,O,X,O,X
SILTJZO,O,O,O,X,O,X,X,X,X
SILTJOZ,O,O,O,O,O,O,X,X,X
SILTZJO,O,O,O,X,O,O,X,X,X
SILTZOJ,X,X,O,X,X,O,X,X,X
SILTOJZ,X,X,O,X,O,O,X,X,X
SILTOZJ,X,X,O,X,X,O,X,X,X
SILJTZO,X,O,O,X,O,X,X,X,X
SILJTOZ,X,O,O,O,O,O,X,X,X
SILJZTO,X,O,O,O,O,O,X,X,X
SILJZOT,X,O,O,O,O,O,X,X,X
SILJOTZ,X,O,O,O,O,O,X,X,X
SILJOZT,X,O,O,O,O,O,X,X,X
SILZTJO,O,O,O,O,O,O,X,X,X
SILZTOJ,X,X,O,X,X,O,X,X,X
SILZJTO,X,O,O,O,O,O,X,X,X
SILZJOT,X,O,O,O,O,O,X,X,X
SILZOTJ,X,X,O,X,X,O,X,X,X
SILZOJT,X,O,O,O,X,O,X,X,X
SILOTJZ,O,X,O,X,O,O,X,X,X
SILOTZJ,O,X,O,X,X,O,X,X,X
SILOJTZ,X,O,O,O,O,O,X,X,X
SILOJZT,X,O,O,O,O,O,X,O,X
SILOZTJ,O,X,O,X,X,O,X,X,X
SILOZJT,X,O,O,O,X,O,X,O,X
SIJTLZO,O,X,O,X,O,X,X,X,X
SIJTLOZ,O,X,O,X,O,O,X,X,X
SIJTZLO,O,X,X,X,O,X,X,X,X
SIJTZOL,O,X,X,X,O,X,X,X,X
SIJTOLZ,O,X,O,X,O,O,X,X,X
SIJTOZL,O,X,X,X,O,X,X,X,X
SIJLTZO,X,O,O,X,O,X,X,X,X
SIJLTOZ,X,O,O,O,O,O,X,X,X
SIJLZTO,X,O,O,O,O,O,X,X,X
SIJLZOT,X,O,O,O,O,O,X,X,X
SIJLOTZ,X,O,O,O,O,O,X,X,X
SIJLOZT,X,O,O,O,O,O,X,X,X
SIJZTLO,O,X,X,X,O,O,X,X,X
SIJZTOL,O,X,X,X,O,O,X,X,X
SIJZLTO,X,O,O,O,O,O,X,X,X
SIJZLOT,X,O,O,O,O,O,X,X,X
SIJZOTL,X,X,X,X,O,O,X,O,X
SIJZOLT,X,O,O,O,O,O,X,O,X
SIJOTLZ,O,X,O,X,O,O,X,X,X
SIJOTZL,O,X,X,X,O,X,X,O,X
SIJOLTZ,X,O,O,O,O,O,X,X,X
SIJOLZT,X,O,O,O,O,O,X,O,X
SIJOZTL,O,X,X,X,O,O,X,O,X
SIJOZLT,X,O,O,O,O,O,X,O,X
SIZTLJO,O,O,O,X,O,O,X,X,X
SIZTLOJ,X,X,O,X,X,O,X,X,X
SIZTJLO,O,X,X,X,O,O,X,X,X
SIZTJOL,O,X,X,X,O,O,X,O,X
SIZTOLJ,O,X,O,X,X,O,X,X,X
SIZTOJL,O,X,X,X,O,O,X,O,X
SIZLTJO,O,O,O,O,O,O,X,X,X
SIZLTOJ,X,X,O,X,X,O,X,X,X
SIZLJTO,X,O,O,O,O,O,X,X,X
SIZLJOT,X,O,O,O,O,O,X,X,X
SIZLOTJ,X,X,O,X,X,O,X,X,X
SIZLOJT,X,O,O,O,X,O,X,X,X
SIZJTLO,O,X,X,X,O,O,X,X,X
SIZJTOL,O,X,X,X,O,O,X,X,X
SIZJLTO,X,O,O,O,O,O,X,X,X
SIZJLOT,X,O,O,O,O,O,X,X,X
SIZJOTL,X,X,X,X,O,O,X,O,X
SIZJOLT,X,O,O,O,O,O,X,O,X
SIZOTLJ,O,X,O,X,X,O,X,X,X
SIZOTJL,O,X,X,X,O,O,X,O,X
SIZOLTJ,O,X,O,X,X,O,X,X,X
SIZOLJT,X,O,O,O,X,O,X,O,X
SIZOJTL,O,X,X,X,O,O,X,O,X
SIZOJLT,X,O,O,O,O,O,X,O,X
SIOTLJZ,O,X,O,X,O,O,X,X,X
SIOTLZJ,O,X,O,X,X,O,X,X,X
SIOTJLZ,O,X,O,X,O,O,X,X,X
SIOTJZL,O,X,X,X,O,X,X,O,X
SIOTZLJ,O,X,O,X,X,O,X,X,X
SIOTZJL,O,X,X,X,O,O,X,O,X
SIOLTJZ,O,X,O,X,O,O,X,X,X
SIOLTZJ,O,X,O,X,X,O,X,X,X
SIOLJTZ,X,O,O,O,O,O,X,X,X
SIOLJZT,X,O,O,O,O,O,X,O,X
SIOLZTJ,O,X,O,X,X,O,X,X,X
SIOLZJT,X,O,O,O,X,O,X,O,X
SIOJTLZ,O,X,O,X,O,O,X,X,X
SIOJTZL,O,X,X,X,O,X,X,O,X
SIOJLTZ,X,O,O,O,O,O,X,X,X
SIOJLZT,X,O,O,O,O,O,X,O,X
SIOJZTL,O,X,X,X,O,O,X,O,X
SIOJZLT,X,O,O,O,O,O,X,O,X
SIOZTLJ,O,X,O,X,X,O,X,X,X
SIOZTJL,O,X,X,X,O,O,X,O,X
