sequence,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeRAJvhFFiB6oBUlBz?nBXrBGrB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeWFJvhFxgBVnB/rBT?oBCoB0qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8Jez/IvhFUhBFiBXjBS?tBxqBWwB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JefFJvhFxhBTjBlmBW?tBUrB6qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeGAJvhFxhB6oBUlBz?nBXrBlrB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeRAJvhFUiBFlB6rBX?oBGoBzqB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeCAJvhFFiBTjBWtBx?qB/rB0qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JefFJvhFTjBRmBWtBC?nBUrBlqB
LIOJTZS,X,X,O,X,X,X,O,X
LIOJSTZ,X,X,O,X,X,X,O,X
LIOJSZT,X,X,O,X,X,X,O,X
LIOJZTS,X,X,O,X,X,X,O,X
LIOJZST,X,X,O,X,X,X,O,X
LIOSTJZ,X,X,O,X,X,X,X,X
LIOSTZJ,X,X,O,X,X,X,X,X
LIOSJTZ,X,X,O,X,X,X,X,X
LIOSJZT,X,X,O,X,X,X,X,X
LIOSZTJ,X,X,O,X,X,X,X,X
LIOSZJT,X,X,O,X,X,X,X,X
LIOZTJS,X,X,O,X,X,X,X,X
LIOZTSJ,X,X,O,X,X,X,X,X
LIOZJTS,X,X,O,X,X,X,X,X
LIOZJST,X,X,O,X,X,X,X,X
LIOZSTJ,X,X,O,X,X,X,X,X
LIOZSJT,X,X,O,X,X,X,X,X
LJTISZO,X,X,O,X,X,O,O,X
LJTISOZ,X,X,O,X,X,X,O,X
LJTIZSO,X,X,O,O,X,O,O,X
LJTIZOS,X,X,O,O,X,X,O,X
LJTIOSZ,X,X,O,X,X,X,O,X
LJTIOZS,X,X,O,O,X,X,O,X
LJTSIZO,X,X,O,X,X,O,X,X
LJTSIOZ,X,O,O,X,X,X,X,X
LJTSZIO,O,X,X,X,X,O,X,X
LJTSZOI,X,X,X,X,X,O,X,X
LJTSOIZ,X,O,O,X,X,X,X,X
LJTSOZI,X,O,X,X,X,X,X,X
LJTZISO,O,X,X,O,X,O,X,X
LJTZIOS,O,X,X,O,X,X,X,X
LJTZSIO,O,X,X,O,X,O,X,X
LJTZSOI,X,X,X,O,X,O,X,X
LJTZOIS,X,X,X,O,X,X,X,X
LJTZOSI,X,X,X,O,X,X,X,X
LJTOISZ,X,X,O,X,X,X,O,X
LJTOIZS,X,X,O,O,X,X,O,X
LJTOSIZ,X,O,O,X,X,X,X,X
LJTOSZI,X,O,X,X,X,X,X,X
LJTOZIS,X,X,X,O,X,X,X,X
LJTOZSI,X,X,X,O,X,X,X,X
LJITSZO,X,X,O,X,X,X,O,X
LJITSOZ,X,X,O,X,X,X,O,X
LJITZSO,X,X,O,O,X,X,O,X
LJITZOS,X,X,O,O,X,X,O,X
LJITOSZ,X,X,O,X,X,X,O,X
LJITOZS,X,X,O,O,X,X,O,X
LJISTZO,X,X,O,X,X,X,O,X
LJISTOZ,X,X,O,X,X,X,O,X
LJISZTO,X,X,O,X,X,X,O,X
LJISZOT,X,X,O,X,X,X,O,X
LJISOTZ,X,X,O,X,X,X,O,O
LJISOZT,X,X,O,X,X,X,O,O
LJIZTSO,X,X,O,X,X,X,O,X
LJIZTOS,X,X,O,X,X,X,O,X
LJIZSTO,X,X,O,X,X,X,O,X
LJIZSOT,X,X,O,X,X,X,O,X
LJIZOTS,X,X,O,X,X,X,O,X
LJIZOST,X,X,O,X,X,X,O,X
LJIOTSZ,X,X,O,X,X,X,O,X
LJIOTZS,X,X,O,O,X,X,O,X
LJIOSTZ,X,X,O,X,X,X,O,O
LJIOSZT,X,X,O,X,X,X,O,O
LJIOZTS,X,X,O,X,X,X,O,X
LJIOZST,X,X,O,X,X,X,O,X
LJSTIZO,X,X,O,X,X,O,X,X
LJSTIOZ,X,O,O,X,X,X,X,X
LJSTZIO,O,X,X,X,X,O,X,X
LJSTZOI,X,X,X,X,X,O,X,X
LJSTOIZ,X,O,O,X,X,X,X,X
LJSTOZI,X,O,X,X,X,X,X,X
LJSITZO,X,X,O,X,X,X,O,X
LJSITOZ,X,O,O,X,X,X,O,X
LJSIZTO,X,X,O,X,X,X,O,X
LJSIZOT,X,X,O,X,X,X,O,X
LJSIOTZ,X,O,O,X,X,X,O,O
LJSIOZT,X,X,O,X,X,X,O,O
LJSZTIO,O,X,X,O,X,O,X,X
LJSZTOI,X,X,X,O,X,O,X,X
LJSZITO,O,X,X,X,X,X,X,X
LJSZIOT,X,X,X,X,X,X,X,O
LJSZOTI,X,X,X,O,X,X,X,X
LJSZOIT,X,X,X,X,X,X,X,O
LJSOTIZ,X,O,O,X,X,X,X,X
LJSOTZI,X,O,X,X,X,X,X,X
LJSOITZ,X,O,O,X,X,X,O,O
LJSOIZT,X,X,O,X,X,X,O,O
LJSOZTI,X,X,X,O,X,X,X,X
LJSOZIT,X,X,X,X,X,X,X,O
LJZTISO,O,X,X,O,X,O,X,X
LJZTIOS,O,X,X,O,X,X,X,X
LJZTSIO,O,O,X,O,X,O,X,X
LJZTSOI,X,O,X,O,X,O,X,X
LJZTOIS,X,X,X,O,X,X,X,X
LJZTOSI,X,O,X,O,X,X,X,X
LJZITSO,O,X,X,X,X,X,O,X
LJZITOS,O,X,X,X,X,X,O,X
LJZISTO,O,X,X,X,X,X,O,X
LJZISOT,X,X,X,X,X,X,O,O
LJZIOTS,X,X,X,X,X,X,O,X
LJZIOST,X,X,X,X,X,X,O,O
LJZSTIO,O,O,X,O,X,O,X,X
LJZSTOI,X,O,X,O,X,O,X,X
LJZSITO,O,O,X,X,X,X,X,X
LJZSIOT,X,O,X,X,X,X,X,O
LJZSOTI,X,O,X,O,X,X,X,X
LJZSOIT,X,O,X,X,X,X,X,O
LJZOTIS,X,X,X,O,X,X,X,X
LJZOTSI,X,O,X,O,X,X,X,X
LJZOITS,X,X,X,X,X,X,O,X
LJZOIST,X,X,X,X,X,X,O,O
LJZOSTI,X,O,X,O,X,X,X,X
LJZOSIT,X,O,X,X,X,X,X,O
LJOTISZ,X,X,O,X,X,X,O,X
LJOTIZS,X,X,O,O,X,X,O,X
LJOTSIZ,X,O,O,X,X,X,X,X
LJOTSZI,X,O,X,X,X,X,X,X
LJOTZIS,X,X,X,O,X,X,X,X
LJOTZSI,X,X,X,O,X,X,X,X
LJOITSZ,X,X,O,X,X,X,O,X
LJOITZS,X,X,O,O,X,X,O,X
LJOISTZ,X,X,O,X,X,X,O,O
LJOISZT,X,X,O,X,X,X,O,O
LJOIZTS,X,X,O,X,X,X,O,X
LJOIZST,X,X,O,X,X,X,O,X
LJOSTIZ,X,O,O,X,X,X,X,X
LJOSTZI,X,O,X,X,X,X,X,X
LJOSITZ,X,O,O,X,X,X,O,O
LJOSIZT,X,X,O,X,X,X,O,O
LJOSZTI,X,X,X,O,X,X,X,X
LJOSZIT,X,X,X,X,X,X,X,O
LJOZTIS,X,X,X,O,X,X,X,X
LJOZTSI,X,O,X,O,X,X,X,X
LJOZITS,X,X,X,X,X,X,O,X
LJOZIST,X,X,X,X,X,X,O,O
LJOZSTI,X,O,X,O,X,X,X,X
LJOZSIT,X,O,X,X,X,X,X,O
LSTIJZO,X,X,O,X,X,O,X,X
LSTIJOZ,X,O,O,X,X,X,X,X
LSTIZJO,O,X,O,X,X,O,X,X
LSTIZOJ,O,X,O,X,X,O,X,X
LSTIOJZ,X,O,O,X,X,X,X,X
LSTIOZJ,X,X,O,X,X,O,X,X
LSTJIZO,X,X,O,X,X,O,X,X
LSTJIOZ,X,O,O,X,X,X,X,X
LSTJZIO,O,X,X,X,X,O,X,X
LSTJZOI,X,X,X,X,X,O,X,X
LSTJOIZ,X,O,O,X,X,X,X,X
LSTJOZI,X,O,X,X,X,X,X,X
LSTZIJO,O,X,O,X,X,O,X,X
LSTZIOJ,O,X,O,X,X,O,X,X
LSTZJIO,O,X,X,X,X,O,X,X
LSTZJOI,X,X,X,X,X,O,X,X
LSTZOIJ,O,X,O,X,X,O,X,X
LSTZOJI,O,X,X,X,X,O,X,X
LSTOIJZ,X,O,O,X,X,O,X,X
LSTOIZJ,O,X,O,X,X,O,X,X
LSTOJIZ,X,O,O,X,X,O,X,X
LSTOJZI,O,O,X,X,X,O,X,X
LSTOZIJ,O,X,O,X,X,O,X,X
LSTOZJI,O,X,X,X,X,O,X,X
LSITJZO,X,X,O,X,X,O,X,X
LSITJOZ,X,O,O,X,X,X,X,X
LSITZJO,O,X,O,X,X,O,X,X
LSITZOJ,O,X,O,X,X,O,X,X
LSITOJZ,X,O,O,X,X,X,X,X
LSITOZJ,X,X,O,X,X,O,X,X
LSIJTZO,X,X,O,X,X,X,O,X
LSIJTOZ,X,O,O,X,X,X,O,X
LSIJZTO,X,X,O,X,X,X,O,X
LSIJZOT,X,X,O,X,X,X,O,X
LSIJOTZ,X,O,O,X,X,X,O,O
LSIJOZT,X,X,O,X,X,X,O,O
LSIZTJO,O,X,O,X,X,O,X,X
LSIZTOJ,O,X,O,X,X,O,X,X
LSIZJTO,O,X,O,X,X,X,X,X
LSIZJOT,X,X,O,X,X,X,X,X
LSIZOTJ,O,X,O,X,X,X,X,X
LSIZOJT,X,X,O,X,X,X,X,X
LSIOTJZ,X,O,O,X,X,X,X,X
LSIOTZJ,X,X,O,X,X,X,X,X
LSIOJTZ,X,O,O,X,X,X,X,X
LSIOJZT,X,X,O,X,X,X,X,X
LSIOZTJ,X,X,O,X,X,X,X,X
LSIOZJT,X,X,O,X,X,X,X,X
LSJTIZO,X,X,O,X,X,O,X,X
LSJTIOZ,X,O,O,X,X,X,X,X
LSJTZIO,O,X,X,X,X,O,X,X
LSJTZOI,X,X,X,X,X,O,X,X
LSJTOIZ,X,O,O,X,X,X,X,X
LSJTOZI,X,O,X,X,X,X,X,X
LSJITZO,X,X,O,X,X,X,O,X
LSJITOZ,X,O,O,X,X,X,O,X
LSJIZTO,X,X,O,X,X,X,O,X
LSJIZOT,X,X,O,X,X,X,O,X
LSJIOTZ,X,O,O,X,X,X,O,O
LSJIOZT,X,X,O,X,X,X,O,O
LSJZTIO,O,X,X,O,X,O,X,X
LSJZTOI,X,X,X,O,X,O,X,X
LSJZITO,O,X,X,X,X,X,X,X
LSJZIOT,X,X,X,X,X,X,X,O
LSJZOTI,X,X,X,O,X,X,X,X
LSJZOIT,X,X,X,X,X,X,X,O
LSJOTIZ,X,O,O,X,X,X,X,X
LSJOTZI,X,O,X,X,X,X,X,X
LSJOITZ,X,O,O,X,X,X,O,O
LSJOIZT,X,X,O,X,X,X,O,O
LSJOZTI,X,X,X,O,X,X,X,X
LSJOZIT,X,X,X,X,X,X,X,O
LSZTIJO,O,X,O,O,X,O,X,X
LSZTIOJ,O,X,O,X,X,O,X,X
LSZTJIO,O,X,X,O,X,O,X,X
LSZTJOI,X,X,X,O,X,O,X,X
LSZTOIJ,O,X,O,X,X,O,X,X
LSZTOJI,O,X,X,X,X,O,X,X
LSZITJO,O,X,O,X,X,O,X,X
LSZITOJ,O,X,O,X,X,O,X,X
LSZIJTO,O,X,O,X,X,X,X,X
LSZIJOT,X,X,O,X,X,X,X,O
LSZIOTJ,O,X,O,X,X,X,X,X
LSZIOJT,O,X,O,X,X,X,X,X
LSZJTIO,O,X,X,O,X,O,X,X
LSZJTOI,X,X,X,O,X,O,X,X
LSZJITO,O,X,X,X,X,X,X,X
LSZJIOT,X,X,X,X,X,X,X,O
LSZJOTI,X,X,X,O,O,X,X,X
LSZJOIT,X,X,X,X,O,X,X,O
LSZOTIJ,O,X,O,X,O,O,X,X
LSZOTJI,O,X,X,X,O,O,X,X
LSZOITJ,O,X,O,X,O,X,X,X
LSZOIJT,O,X,O,X,O,X,X,X
LSZOJTI,O,X,X,X,O,X,X,X
LSZOJIT,O,X,X,X,O,X,X,X
LSOTIJZ,X,O,O,X,X,O,X,X
LSOTIZJ,O,X,O,X,O,O,X,X
LSOTJIZ,X,O,O,X,X,O,X,X
LSOTJZI,O,O,X,X,X,O,X,X
LSOTZIJ,O,X,O,X,O,O,X,X
LSOTZJI,O,X,X,X,O,O,X,X
LSOITJZ,X,O,O,X,X,O,X,X
LSOITZJ,O,X,O,X,O,O,X,X
LSOIJTZ,X,O,O,X,X,X,X,X
LSOIJZT,X,X,O,X,O,X,X,X
LSOIZTJ,O,X,O,X,O,O,X,X
LSOIZJT,O,X,O,X,O,X,X,X
LSOJTIZ,X,O,O,X,X,O,X,X
LSOJTZI,O,O,X,X,X,O,X,X
LSOJITZ,X,O,O,X,X,X,X,X
LSOJIZT,X,X,O,X,O,X,X,X
LSOJZTI,O,X,X,X,O,O,X,X
LSOJZIT,O,X,X,X,O,X,X,X
LSOZTIJ,O,X,O,X,O,O,X,X
LSOZTJI,O,X,X,X,O,O,X,X
LSOZITJ,O,X,O,X,O,O,X,X
LSOZIJT,O,X,O,X,O,X,X,X
LSOZJTI,O,X,X,X,O,O,X,X
LSOZJIT,O,X,X,X,O,X,X,X
LZTIJSO,O,X,O,O,X,O,X,X
LZTIJOS,O,X,O,O,X,X,X,X
LZTISJO,O,X,O,O,X,O,X,X
LZTISOJ,O,X,O,X,X,O,X,X
LZTIOJS,O,X,O,X,X,X,X,X
LZTIOSJ,O,X,O,X,X,O,X,X
LZTJISO,O,X,X,O,X,O,X,X
LZTJIOS,O,X,X,O,X,X,X,X
LZTJSIO,O,O,X,O,X,O,X,X
LZTJSOI,X,O,X,O,X,O,X,X
LZTJOIS,X,X,X,O,X,X,X,X
LZTJOSI,X,O,X,O,X,X,X,X
LZTSIJO,O,O,O,O,X,O,X,X
LZTSIOJ,O,O,O,X,X,O,X,X
LZTSJIO,O,O,X,O,X,O,X,X
LZTSJOI,X,O,X,O,X,O,X,X
LZTSOIJ,O,O,O,X,X,O,X,X
LZTSOJI,O,O,X,X,X,O,X,X
LZTOIJS,O,X,O,X,X,X,X,X
LZTOISJ,O,X,O,X,X,O,X,X
LZTOJIS,O,X,X,X,X,X,X,X
LZTOJSI,O,O,X,X,X,X,X,X
LZTOSIJ,O,O,O,X,X,O,X,X
LZTOSJI,O,O,X,X,X,O,X,X
LZITJSO,O,X,O,X,X,O,X,X
LZITJOS,O,X,O,X,X,X,X,X
LZITSJO,O,X,O,X,X,O,X,X
LZITSOJ,O,X,O,X,X,O,X,X
LZITOJS,O,X,O,X,X,X,X,X
LZITOSJ,O,X,O,X,X,O,X,X
LZIJTSO,O,X,O,X,X,X,O,X
LZIJTOS,O,X,O,X,X,X,O,X
LZIJSTO,O,X,O,X,X,X,O,X
LZIJSOT,X,X,O,X,X,X,O,O
LZIJOTS,X,X,O,X,X,X,O,X
LZIJOST,X,X,O,X,X,X,O,O
LZISTJO,O,X,O,X,X,O,X,X
LZISTOJ,O,X,O,X,X,O,X,X
LZISJTO,O,X,O,X,X,X,X,X
LZISJOT,X,X,O,X,X,X,X,O
LZISOTJ,O,X,O,X,X,X,X,X
LZISOJT,O,X,O,X,X,X,X,X
LZIOTJS,O,X,O,X,X,X,X,X
LZIOTSJ,O,X,O,X,X,X,X,X
LZIOJTS,O,X,O,X,X,X,X,X
LZIOJST,O,X,O,X,X,X,X,X
LZIOSTJ,O,X,O,X,X,X,X,X
LZIOSJT,O,X,O,X,X,X,X,X
LZJTISO,O,X,X,O,X,O,X,X
LZJTIOS,O,X,X,O,X,X,X,X
LZJTSIO,O,O,X,O,X,O,X,X
LZJTSOI,X,O,X,O,X,O,X,X
LZJTOIS,X,X,X,O,X,X,X,X
LZJTOSI,X,O,X,O,X,X,X,X
LZJITSO,O,X,X,X,X,X,O,X
LZJITOS,O,X,X,X,X,X,O,X
LZJISTO,O,X,X,X,X,X,O,X
LZJISOT,X,X,X,X,X,X,O,O
LZJIOTS,X,X,X,X,X,X,O,X
LZJIOST,X,X,X,X,X,X,O,O
LZJSTIO,O,O,X,O,X,O,X,X
LZJSTOI,X,O,X,O,X,O,X,X
LZJSITO,O,O,X,X,X,X,X,X
LZJSIOT,X,O,X,X,X,X,X,O
LZJSOTI,X,O,X,O,O,X,X,X
LZJSOIT,X,O,X,X,O,X,X,O
LZJOTIS,X,X,X,O,O,X,X,X
LZJOTSI,X,O,X,O,O,X,X,X
LZJOITS,X,X,X,X,O,X,O,X
LZJOIST,X,X,X,X,O,X,O,O
LZJOSTI,X,O,X,O,O,X,X,X
LZJOSIT,X,O,X,X,O,X,X,O
LZSTIJO,O,O,O,O,X,O,X,X
LZSTIOJ,O,O,O,X,X,O,X,X
LZSTJIO,O,O,X,O,X,O,X,X
LZSTJOI,X,O,X,O,X,O,X,X
LZSTOIJ,O,O,O,X,X,O,X,X
LZSTOJI,O,O,X,X,X,O,X,X
LZSITJO,O,O,O,X,X,O,X,X
LZSITOJ,O,O,O,X,X,O,X,X
LZSIJTO,O,O,O,X,X,X,X,X
LZSIJOT,X,O,O,X,X,X,X,O
LZSIOTJ,O,O,O,X,X,X,X,X
LZSIOJT,O,O,O,X,X,X,X,X
LZSJTIO,O,O,X,O,X,O,X,X
LZSJTOI,X,O,X,O,X,O,X,X
LZSJITO,O,O,X,X,X,X,X,X
LZSJIOT,X,O,X,X,X,X,X,O
LZSJOTI,X,O,X,O,O,X,X,X
LZSJOIT,X,O,X,X,O,X,X,O
LZSOTIJ,O,O,O,X,O,O,X,X
LZSOTJI,O,O,X,X,O,O,X,X
LZSOITJ,O,O,O,X,O,X,X,X
LZSOIJT,O,O,O,X,O,X,X,X
LZSOJTI,O,O,X,X,O,X,X,X
LZSOJIT,O,O,X,X,O,X,X,X
LZOTIJS,O,X,O,X,O,X,X,X
LZOTISJ,O,X,O,X,X,O,X,X
LZOTJIS,O,X,X,X,O,X,X,X
LZOTJSI,O,O,X,X,O,X,X,X
LZOTSIJ,O,O,O,X,O,O,X,X
LZOTSJI,O,O,X,X,O,O,X,X
LZOITJS,O,X,O,X,O,X,X,X
LZOITSJ,O,X,O,X,X,X,X,X
LZOIJTS,O,X,O,X,O,X,X,X
LZOIJST,O,X,O,X,O,X,X,X
LZOISTJ,O,X,O,X,O,X,X,X
LZOISJT,O,X,O,X,O,X,X,X
LZOJTIS,O,X,X,X,O,X,X,X
LZOJTSI,O,O,X,X,O,X,X,X
LZOJITS,O,X,X,X,O,X,X,X
LZOJIST,O,X,X,X,O,X,X,X
LZOJSTI,O,O,X,X,O,X,X,X
LZOJSIT,O,O,X,X,O,X,X,X
LZOSTIJ,O,O,O,X,O,O,X,X
LZOSTJI,O,O,X,X,O,O,X,X
LZOSITJ,O,O,O,X,O,X,X,X
LZOSIJT,O,O,O,X,O,X,X,X
LZOSJTI,O,O,X,X,O,X,X,X
LZOSJIT,O,O,X,X,O,X,X,X
LOTIJSZ,X,X,O,X,X,O,X,X
LOTIJZS,X,X,O,X,X,O,X,X
LOTISJZ,X,X,O,X,X,O,X,X
LOTISZJ,O,X,O,X,O,O,X,X
LOTIZJS,O,X,O,X,O,O,X,X
LOTIZSJ,O,X,O,X,X,O,X,X
LOTJISZ,X,X,O,X,X,O,X,X
LOTJIZS,X,X,O,X,X,O,X,X
LOTJSIZ,X,O,O,X,X,O,X,X
LOTJSZI,O,O,X,X,X,O,X,X
LOTJZIS,O,X,X,X,X,O,X,X
LOTJZSI,O,X,X,X,X,O,X,X
LOTSIJZ,X,O,O,X,X,O,X,X
LOTSIZJ,O,X,O,X,O,O,X,X
LOTSJIZ,X,O,O,X,X,O,X,X
LOTSJZI,O,O,X,X,X,O,X,X
LOTSZIJ,O,X,O,X,O,O,X,X
LOTSZJI,O,X,X,X,O,O,X,X
LOTZIJS,O,X,O,X,O,O,X,X
LOTZISJ,O,X,O,X,X,O,X,X
LOTZJIS,O,X,X,X,O,O,X,X
LOTZJSI,O,O,X,X,O,O,X,X
LOTZSIJ,O,O,O,X,O,O,X,X
LOTZSJI,O,O,X,X,O,O,X,X
LOITJSZ,X,X,O,X,X,O,X,X
LOITJZS,X,X,O,X,X,O,X,X
LOITSJZ,X,X,O,X,X,O,X,X
LOITSZJ,O,X,O,X,O,O,X,X
LOITZJS,O,X,O,X,O,O,X,X
LOITZSJ,O,X,O,X,X,O,X,X
LOIJTSZ,X,X,O,X,X,X,O,X
LOIJTZS,X,X,O,X,X,X,O,X
LOIJSTZ,X,X,O,X,X,X,O,X
LOIJSZT,X,X,O,X,O,X,O,X
LOIJZTS,X,X,O,X,O,X,O,X
LOIJZST,X,X,O,X,O,X,O,X
LOISTJZ,X,X,O,X,X,O,X,X
LOISTZJ,O,X,O,X,O,O,X,X
LOISJTZ,X,X,O,X,X,X,X,X
LOISJZT,X,X,O,X,O,X,X,X
LOISZTJ,O,X,O,X,O,O,X,X
LOISZJT,O,X,O,X,O,X,X,X
LOIZTJS,O,X,O,X,O,O,X,X
LOIZTSJ,O,X,O,X,X,O,X,X
LOIZJTS,O,X,O,X,O,X,X,X
LOIZJST,O,X,O,X,O,X,X,X
LOIZSTJ,O,X,O,X,O,O,X,X
LOIZSJT,O,X,O,X,O,X,X,X
LOJTISZ,X,X,O,X,X,O,O,X
LOJTIZS,X,X,O,X,X,O,O,X
LOJTSIZ,X,O,O,X,X,O,X,X
LOJTSZI,O,O,X,X,X,O,X,X
LOJTZIS,O,X,X,X,X,O,X,X
LOJTZSI,O,X,X,X,X,O,X,X
LOJITSZ,X,X,O,X,X,X,O,X
LOJITZS,X,X,O,X,X,X,O,X
LOJISTZ,X,X,O,X,X,X,O,X
LOJISZT,X,X,O,X,O,X,O,X
LOJIZTS,X,X,O,X,O,X,O,X
LOJIZST,X,X,O,X,O,X,O,X
LOJSTIZ,X,O,O,X,X,O,X,X
LOJSTZI,O,O,X,X,X,O,X,X
LOJSITZ,X,O,O,X,X,X,O,X
LOJSIZT,X,X,O,X,O,X,O,X
LOJSZTI,O,X,X,X,O,O,X,X
LOJSZIT,O,X,X,X,O,X,X,X
LOJZTIS,O,X,X,X,O,O,X,X
LOJZTSI,O,O,X,X,O,O,X,X
LOJZITS,O,X,X,X,O,X,O,X
LOJZIST,O,X,X,X,O,X,O,X
LOJZSTI,O,O,X,X,O,O,X,X
LOJZSIT,O,O,X,X,O,X,X,X
LOSTIJZ,X,O,O,X,X,O,X,X
LOSTIZJ,O,X,O,X,O,O,X,X
LOSTJIZ,X,O,O,X,X,O,X,X
LOSTJZI,O,O,X,X,X,O,X,X
LOSTZIJ,O,X,O,X,O,O,X,X
LOSTZJI,O,X,X,X,O,O,X,X
LOSITJZ,X,O,O,X,X,O,X,X
LOSITZJ,O,X,O,X,O,O,X,X
LOSIJTZ,X,O,O,X,X,X,X,X
LOSIJZT,X,X,O,X,O,X,X,X
LOSIZTJ,O,X,O,X,O,O,X,X
LOSIZJT,O,X,O,X,O,X,X,X
LOSJTIZ,X,O,O,X,X,O,X,X
LOSJTZI,O,O,X,X,X,O,X,X
LOSJITZ,X,O,O,X,X,X,X,X
LOSJIZT,X,X,O,X,O,X,X,X
LOSJZTI,O,X,X,X,O,O,X,X
LOSJZIT,O,X,X,X,O,X,X,X
LOSZTIJ,O,X,O,X,O,O,X,X
LOSZTJI,O,X,X,X,O,O,X,X
LOSZITJ,O,X,O,X,O,O,X,X
LOSZIJT,O,X,O,X,O,X,X,X
LOSZJTI,O,X,X,X,O,O,X,X
LOSZJIT,O,X,X,X,O,X,X,X
LOZTIJS,O,X,O,X,O,O,X,X
LOZTISJ,O,X,O,X,X,O,X,X
LOZTJIS,O,X,X,X,O,O,X,X
LOZTJSI,O,O,X,X,O,O,X,X
LOZTSIJ,O,O,O,X,O,O,X,X
LOZTSJI,O,O,X,X,O,O,X,X
LOZITJS,O,X,O,X,O,O,X,X
LOZITSJ,O,X,O,X,X,O,X,X
LOZIJTS,O,X,O,X,O,X,X,X
LOZIJST,O,X,O,X,O,X,X,X
LOZISTJ,O,X,O,X,O,O,X,X
LOZISJT,O,X,O,X,O,X,X,X
LOZJTIS,O,X,X,X,O,O,X,X
LOZJTSI,O,O,X,X,O,O,X,X
LOZJITS,O,X,X,X,O,X,X,X
LOZJIST,O,X,X,X,O,X,X,X
LOZJSTI,O,O,X,X,O,O,X,X
LOZJSIT,O,O,X,X,O,X,X,X
LOZSTIJ,O,O,O,X,O,O,X,X
LOZSTJI,O,O,X,X,O,O,X,X
LOZSITJ,O,O,O,X,O,O,X,X
LOZSIJT,O,O,O,X,O,X,X,X
LOZSJTI,O,O,X,X,O,O,X,X
LOZSJIT,O,O,X,X,O,X,X,X
JTILSZO,X,X,O,X,X,X,O,X
JTILSOZ,X,X,O,X,X,X,O,X
JTILZSO,X,X,O,O,X,X,O,X
JTILZOS,X,X,O,O,X,X,O,X
JTILOSZ,X,X,O,X,X,X,O,X
JTILOZS,X,X,O,O,X,X,O,X
JTISLZO,X,X,X,X,X,X,O,X
JTISLOZ,X,O,X,X,X,X,O,X
JTISZLO,X,X,X,O,X,X,O,X
JTISZOL,X,O,X,O,X,X,O,X
JTISOLZ,X,O,X,X,X,X,O,O
JTISOZL,X,O,X,O,X,X,O,O
JTIZLSO,X,X,O,O,X,X,O,X
JTIZLOS,X,X,O,O,X,X,O,X
JTIZSLO,X,X,X,O,X,X,O,X
JTIZSOL,X,X,X,O,X,X,O,X
JTIZOLS,X,X,O,O,X,X,O,X
JTIZOSL,X,X,X,O,X,X,O,X
JTIOLSZ,X,X,O,X,X,X,O,X
JTIOLZS,X,X,O,O,X,X,O,X
JTIOSLZ,X,O,X,X,X,X,O,O
JTIOSZL,X,O,X,O,X,X,O,O
JTIOZLS,X,X,O,O,X,X,O,X
JTIOZSL,X,X,X,O,X,X,O,X
JTLISZO,X,X,O,X,X,O,O,X
JTLISOZ,X,X,O,X,X,X,O,X
JTLIZSO,X,X,O,O,X,O,O,X
JTLIZOS,X,X,O,O,X,X,O,X
JTLIOSZ,X,X,O,X,X,X,O,X
JTLIOZS,X,X,O,O,X,X,O,X
JTLSIZO,X,X,O,X,X,O,X,X
JTLSIOZ,X,O,O,X,X,X,X,X
JTLSZIO,O,X,X,X,X,O,X,X
JTLSZOI,X,X,X,X,X,O,X,X
JTLSOIZ,X,O,O,X,X,X,X,X
JTLSOZI,X,O,X,X,X,X,X,X
JTLZISO,O,X,X,O,X,O,X,X
JTLZIOS,O,X,X,O,X,X,X,X
JTLZSIO,O,X,X,O,X,O,X,X
JTLZSOI,X,X,X,O,X,O,X,X
JTLZOIS,X,X,X,O,X,X,X,X
JTLZOSI,X,X,X,O,X,X,X,X
JTLOISZ,X,X,O,X,X,X,O,X
JTLOIZS,X,X,O,O,X,X,O,X
JTLOSIZ,X,O,O,X,X,X,X,X
JTLOSZI,X,O,X,X,X,X,X,X
JTLOZIS,X,X,X,O,X,X,X,X
JTLOZSI,X,X,X,O,X,X,X,X
JTSILZO,X,X,X,X,X,X,O,X
JTSILOZ,X,O,X,X,X,X,O,X
JTSIZLO,X,X,X,O,X,X,O,X
JTSIZOL,X,O,X,O,X,X,O,X
JTSIOLZ,X,O,X,X,X,X,O,O
JTSIOZL,X,O,X,O,X,X,O,O
JTSLIZO,X,X,X,X,X,O,X,X
JTSLIOZ,X,O,X,X,X,X,X,X
JTSLZIO,O,X,X,X,X,O,X,X
JTSLZOI,X,X,X,X,X,O,X,X
JTSLOIZ,X,O,X,X,X,X,X,X
JTSLOZI,X,O,X,X,X,X,X,X
JTSZILO,O,X,X,O,X,X,X,X
JTSZIOL,O,O,X,O,X,X,X,O
JTSZLIO,O,X,X,O,X,O,X,X
JTSZLOI,X,X,X,O,X,O,X,X
JTSZOIL,O,O,X,O,X,X,X,O
JTSZOLI,O,O,X,O,X,X,X,X
JTSOILZ,X,O,X,X,X,X,O,O
