sequence,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFUgBliB?3mBTqBarBWxB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFFgB3iB?UmBTqBWxBirB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFUgBzhB?yqB1wBusB3qB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFzgBliB?3mB0qBaqBWxB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFFgBihB?cqBXrBusBzrB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFzgB3iB?+rBlqBaqBUsB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFzgBUiB?+rBlqBaqB3sB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFVmBUiB?KqBGlBTrB3sB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFVmB3iB?KqBGlBTrBUsB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhF3gBzhB?yqB1wBusBUqB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFzgB+mB?0qBaqBXsBlsB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFymBTlB?XrBusBFqB0rB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFWnB3lB?0rBaqBzqBlsB
JZLITOS,X,X,X,X,X,X,O,X,X,X,O,X,X
JZLISTO,X,X,X,X,X,X,X,X,X,X,O,X,O
JZLISOT,X,X,X,X,X,X,X,X,X,X,O,X,O
JZLIOTS,X,X,X,X,X,X,X,O,X,X,O,X,X
JZLIOST,X,X,X,X,X,X,X,X,X,X,O,X,X
JZLSTIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSITO,X,X,X,X,X,X,X,X,X,X,X,X,O
JZLSIOT,X,X,X,X,X,X,X,X,X,X,X,X,O
JZLSOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOTIS,X,X,X,X,X,X,X,O,X,X,X,X,X
JZLOTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOITS,X,X,X,X,X,X,X,O,X,X,O,X,X
JZLOIST,X,X,X,X,X,X,X,X,X,X,O,X,X
JZLOSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSTILO,X,X,X,O,O,O,O,X,X,X,X,X,O
JZSTIOL,X,X,X,O,O,O,O,X,X,X,X,X,X
JZSTLIO,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSTLOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSTOIL,X,X,X,O,X,O,O,X,X,X,X,X,X
JZSTOLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSITLO,X,X,X,O,O,O,O,X,X,X,O,X,O
JZSITOL,X,X,X,O,O,O,O,X,X,X,O,X,X
JZSILTO,X,X,X,O,O,X,X,X,X,X,O,X,O
JZSILOT,X,X,X,O,O,X,X,X,X,X,O,X,O
JZSIOTL,X,X,X,O,O,X,X,X,X,X,O,X,X
JZSIOLT,X,X,X,O,O,X,X,X,X,X,O,X,O
JZSLTIO,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSLTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLITO,X,X,X,X,O,X,X,X,X,X,X,X,O
JZSLIOT,X,X,X,X,O,X,X,X,X,X,X,X,O
JZSLOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOTIL,X,X,X,O,X,X,X,X,X,X,X,X,X
JZSOTLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOITL,X,X,X,O,X,X,X,X,X,X,O,X,X
JZSOILT,X,X,X,O,X,X,X,X,X,X,O,X,O
JZSOLTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOLIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTILS,X,X,X,X,X,X,O,O,X,X,O,X,X
JZOTISL,O,X,X,X,X,X,O,X,X,X,O,X,X
JZOTLIS,X,X,X,X,X,X,O,O,X,X,X,X,X
JZOTLSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTSIL,O,X,X,X,X,X,O,X,X,X,X,X,X
JZOTSLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOITLS,X,X,X,X,X,X,O,O,X,X,O,X,X
JZOITSL,O,X,X,X,X,X,O,X,X,X,O,X,X
JZOILTS,X,X,X,X,X,X,X,O,X,X,O,X,X
JZOILST,X,X,X,X,X,X,X,X,X,X,O,X,X
JZOISTL,O,X,X,X,X,X,X,X,X,X,O,X,X
JZOISLT,O,X,X,X,X,X,X,X,X,X,O,X,O
JZOLTIS,X,X,X,X,X,X,X,O,X,X,X,X,X
JZOLTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLITS,X,X,X,X,X,X,X,O,X,X,O,X,X
JZOLIST,X,X,X,X,X,X,X,X,X,X,O,X,X
JZOLSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTIL,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSITL,O,X,X,X,X,X,X,X,X,X,O,X,X
JZOSILT,O,X,X,X,X,X,X,X,X,X,O,X,O
JZOSLTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSLIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTILSZ,X,X,O,X,X,O,O,X,O,O,X,X,X
JOTILZS,X,X,O,X,X,O,O,O,X,O,X,X,X
JOTISLZ,O,X,X,X,X,O,O,X,O,X,X,X,X
JOTISZL,O,O,X,X,X,O,O,X,X,X,X,X,X
JOTIZLS,X,O,O,X,X,O,O,O,X,X,X,X,X
JOTIZSL,O,O,X,X,X,O,O,X,X,X,X,X,X
JOTLISZ,X,X,O,X,X,O,O,X,O,O,X,X,X
JOTLIZS,X,X,O,X,X,O,O,O,X,O,X,X,X
JOTLSIZ,X,X,X,X,X,O,X,X,O,O,X,X,X
JOTLSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLZIS,X,X,O,X,X,X,O,O,X,X,X,X,X
JOTLZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSILZ,O,X,X,X,X,O,O,X,O,X,X,X,X
JOTSIZL,O,O,X,X,X,O,O,X,X,X,X,X,X
JOTSLIZ,X,X,X,X,X,O,X,X,O,X,X,X,X
JOTSLZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSZIL,O,O,X,X,X,O,O,X,X,X,X,X,X
JOTSZLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZILS,X,O,O,X,X,O,O,O,X,X,X,X,X
JOTZISL,O,O,X,X,X,O,O,X,X,X,X,X,X
JOTZLIS,X,X,O,X,X,X,O,O,X,X,X,X,X
JOTZLSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZSIL,O,O,X,X,X,O,O,X,X,X,X,X,X
JOTZSLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITLSZ,X,X,O,X,X,O,O,X,O,O,X,X,X
JOITLZS,X,X,O,X,X,O,O,O,X,O,X,X,X
JOITSLZ,O,X,X,X,X,O,O,X,O,X,X,X,X
JOITSZL,O,O,X,X,X,O,O,X,X,X,X,X,X
JOITZLS,X,O,O,X,X,O,O,O,X,X,X,X,X
JOITZSL,O,O,X,X,X,O,O,X,X,X,X,X,X
JOILTSZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JOILTZS,X,X,X,X,X,X,X,O,X,X,X,X,X
JOILSTZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JOILSZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,X,X,X,X,X,X,X,O,X,X,X,X,X
JOILZST,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,O,X,X,X,X,O,X,X,O,X,X,X,X
JOISTZL,O,O,X,X,X,O,X,X,X,X,X,X,X
JOISLTZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JOISLZT,O,X,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,O,O,X,X,X,X,X,X,X,X,X,X,X
JOISZLT,O,O,X,X,X,X,X,X,X,X,X,X,X
JOIZTLS,X,O,X,X,X,X,O,O,X,X,X,X,X
JOIZTSL,O,O,X,X,X,X,O,X,X,X,X,X,X
JOIZLTS,X,O,X,X,X,X,X,O,X,X,X,X,X
JOIZLST,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,O,O,X,X,X,X,X,X,X,X,X,X,X
JOIZSLT,O,O,X,X,X,X,X,X,X,X,X,X,O
JOLTISZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLTIZS,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLTSIZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLTSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTZIS,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLTZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLITSZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLITZS,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLISTZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLISZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLIZST,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLSTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSITZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLSIZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLZTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZITS,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLZIST,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,X,X,X,X,O,X,X,O,X,X,X,X
JOSTIZL,O,O,X,X,X,O,X,X,X,X,X,X,X
JOSTLIZ,X,X,X,X,X,O,X,X,O,X,X,X,X
JOSTLZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTZIL,O,O,X,X,X,O,X,X,X,X,X,X,X
JOSTZLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSITLZ,O,X,X,X,X,O,X,X,O,X,X,X,X
JOSITZL,O,O,X,X,X,O,X,X,X,X,X,X,X
JOSILTZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JOSILZT,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSLTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLITZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSLIZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSZTLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,X,O,X,X,X,X,O,O,X,X,X,X,X
JOZTISL,O,O,X,X,X,X,O,X,X,X,X,X,X
JOZTLIS,X,X,X,X,X,X,O,O,X,X,X,X,X
JOZTLSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSIL,O,O,X,X,X,X,O,X,X,X,X,X,X
JOZTSLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITLS,X,O,X,X,X,X,O,O,X,X,X,X,X
JOZITSL,O,O,X,X,X,X,O,X,X,X,X,X,X
JOZILTS,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZILST,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZISLT,O,O,X,X,X,X,X,X,X,X,X,X,O
JOZLTIS,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZLTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLITS,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZLIST,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZSTLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,X,X,X,X,X,O
JOZSLTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,X,X,O,X,X,X,X,X,X,O,X,X,X
STILJOZ,X,X,O,X,X,X,X,X,X,O,X,X,X
STILZJO,X,X,O,O,O,X,X,X,X,O,X,X,X
STILZOJ,X,X,O,O,O,X,X,X,X,O,X,X,X
STILOJZ,O,X,O,X,X,X,X,X,O,O,X,O,X
STILOZJ,O,O,O,X,X,X,X,X,O,O,X,X,X
STIJLZO,X,X,X,X,X,O,O,X,X,X,X,X,X
STIJLOZ,X,X,X,X,X,O,O,X,X,X,X,X,X
STIJZLO,X,X,X,O,X,O,O,X,X,X,X,X,X
STIJZOL,X,X,X,O,X,O,O,X,X,X,X,X,X
STIJOLZ,O,X,X,X,X,O,O,X,X,X,X,X,X
STIJOZL,O,O,X,X,X,O,O,X,X,X,X,X,X
STIZLJO,X,X,O,O,O,X,X,X,X,X,X,X,X
STIZLOJ,X,X,O,O,O,X,X,X,X,X,X,X,X
STIZJLO,X,X,X,O,O,X,X,X,X,X,X,X,X
STIZJOL,X,X,X,O,O,X,X,X,X,X,X,X,X
STIZOLJ,O,O,O,O,O,X,X,X,X,X,X,X,X
STIZOJL,O,O,X,O,O,X,X,X,X,X,X,X,X
STIOLJZ,O,X,O,X,X,X,X,X,O,O,X,O,X
STIOLZJ,O,O,O,X,X,X,X,X,O,O,X,X,X
STIOJLZ,O,X,X,X,X,O,O,X,O,X,X,O,X
STIOJZL,O,O,X,X,X,O,O,X,X,X,X,X,X
STIOZLJ,O,O,O,O,X,X,X,X,O,X,X,X,X
STIOZJL,O,O,X,O,X,X,X,X,X,X,X,X,X
STLIJZO,X,X,O,X,X,X,X,X,X,O,X,X,X
STLIJOZ,X,X,O,X,X,X,X,X,X,O,X,X,X
STLIZJO,X,X,O,O,O,X,X,X,X,O,X,X,X
STLIZOJ,X,X,O,O,O,X,X,X,X,O,X,X,X
STLIOJZ,O,X,O,X,X,X,X,X,O,O,X,O,X
STLIOZJ,O,O,O,X,X,X,X,X,O,O,X,X,X
STLJIZO,X,X,X,X,X,X,X,X,X,O,X,X,X
STLJIOZ,X,X,X,X,X,X,X,X,X,O,X,X,X
STLJZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,X,X,X,X,X,X,X,X,X,O,X,X,X
STLJOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,X,X,O,O,O,X,X,X,X,O,X,X,X
STLZIOJ,X,X,O,O,O,X,X,X,X,O,X,X,X
STLZJIO,X,X,X,X,O,X,X,X,X,X,X,X,X
STLZJOI,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,X,O,O,O,X,X,X,X,O,X,X,X
STLZOJI,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,X,O,X,X,X,X,X,O,O,X,O,X
STLOIZJ,O,O,O,X,X,X,X,X,O,O,X,X,X
STLOJIZ,X,X,X,X,X,X,X,X,O,O,X,X,X
STLOJZI,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,O,O,X,X,X,X,X,O,O,X,X,X
STLOZJI,X,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,X,X,X,X,X,O,O,X,X,X,X,X,X
STJILOZ,X,X,X,X,X,O,O,X,X,X,X,X,X
STJIZLO,X,X,X,O,X,O,O,X,X,X,X,X,X
STJIZOL,X,X,X,O,X,O,O,X,X,X,X,X,X
STJIOLZ,O,X,X,X,X,O,O,X,X,X,X,X,X
STJIOZL,O,O,X,X,X,O,O,X,X,X,X,X,X
STJLIZO,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,X,X,X,O,X,O,O,X,X,X,X,X,X
STJZIOL,X,X,X,O,X,O,O,X,X,X,X,X,X
STJZLIO,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,X,X,X,O,X,O,O,X,X,X,X,X,X
STJZOLI,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,X,X,O,O,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,O,O,X,X,X,X,X,X
STJOLIZ,X,X,X,X,X,O,X,X,X,X,X,X,X
STJOLZI,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,X,X,X,O,O,X,X,X,X,X,X
STJOZLI,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,X,X,O,O,O,X,X,X,X,X,X,X,X
STZILOJ,X,X,O,O,O,X,X,X,X,X,X,X,X
STZIJLO,X,X,X,O,O,X,X,X,X,X,X,X,X
STZIJOL,X,X,X,O,O,X,X,X,X,X,X,X,X
STZIOLJ,O,O,O,O,O,X,X,X,X,X,X,X,X
STZIOJL,O,O,X,O,O,X,X,X,X,X,X,X,X
STZLIJO,X,X,O,O,O,X,X,X,X,X,X,X,X
STZLIOJ,X,X,O,O,O,X,X,X,X,X,X,X,X
STZLJIO,X,X,X,X,O,X,X,X,X,X,X,X,X
STZLJOI,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,X,X,O,O,O,X,X,X,X,X,X,X,X
STZLOJI,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,X,X,X,O,O,X,X,X,X,X,X,X,X
STZJIOL,X,X,X,O,O,X,X,X,X,X,X,X,X
STZJLIO,X,X,X,X,O,X,X,X,X,X,X,X,X
STZJLOI,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,X,X,X,O,X,X,X,X,X,X,X,X,X
STZJOLI,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,O,O,O,O,X,X,X,X,X,X,X,X
STZOIJL,O,O,X,O,O,X,X,X,X,X,X,X,X
STZOLIJ,O,O,O,O,O,X,X,X,X,X,X,X,X
STZOLJI,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,X,O,X,X,X,X,X,X,X,X,X
STZOJLI,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,X,O,X,X,X,X,X,O,O,X,O,X
STOILZJ,O,O,O,X,X,X,X,X,O,O,X,X,X
STOIJLZ,O,X,X,X,X,O,O,X,O,X,X,O,X
STOIJZL,O,O,X,X,X,O,O,X,X,X,X,X,X
STOIZLJ,O,O,O,O,X,X,X,X,O,X,X,X,X
STOIZJL,O,O,X,O,X,X,X,X,X,X,X,X,X
STOLIJZ,O,X,O,X,X,X,X,X,O,O,X,O,X
STOLIZJ,O,O,O,X,X,X,X,X,O,O,X,X,X
STOLJIZ,X,X,X,X,X,X,X,X,O,O,X,X,X
STOLJZI,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,O,X,X,X,X,X,O,O,X,X,X
STOLZJI,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,X,X,X,O,O,X,O,X,X,X,X
STOJIZL,O,O,X,X,X,O,O,X,X,X,X,X,X
STOJLIZ,X,X,X,X,X,O,X,X,O,X,X,X,X
STOJLZI,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,X,X,X,O,O,X,X,X,X,X,X
STOJZLI,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,O,O,O,X,X,X,X,O,X,X,X,X
STOZIJL,O,O,X,O,X,X,X,X,X,X,X,X,X
STOZLIJ,O,O,O,O,X,X,X,X,O,X,X,X,X
STOZLJI,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,X,O,X,X,X,X,X,X,X,X,X
STOZJLI,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,O,X,X,X,X,X,X,O,X,X,X
SITLJOZ,X,X,O,X,X,X,X,X,X,O,X,X,X
SITLZJO,X,X,O,O,O,X,X,X,X,O,X,X,X
SITLZOJ,X,X,O,O,O,X,X,X,X,O,X,X,X
SITLOJZ,O,X,O,X,X,X,X,X,O,O,X,O,X
SITLOZJ,O,O,O,X,X,X,X,X,O,O,X,X,X
SITJLZO,X,X,X,X,X,O,O,X,X,X,X,X,X
SITJLOZ,X,X,X,X,X,O,O,X,X,X,X,X,X
SITJZLO,X,X,X,O,X,O,O,X,X,X,X,X,X
SITJZOL,X,X,X,O,X,O,O,X,X,X,X,X,X
SITJOLZ,O,X,X,X,X,O,O,X,X,X,X,X,X
SITJOZL,O,O,X,X,X,O,O,X,X,X,X,X,X
SITZLJO,X,X,O,O,O,X,X,X,X,X,X,X,X
SITZLOJ,X,X,O,O,O,X,X,X,X,X,X,X,X
SITZJLO,X,X,X,O,O,X,X,X,X,X,X,X,X
SITZJOL,X,X,X,O,O,X,X,X,X,X,X,X,X
SITZOLJ,O,O,O,O,O,X,X,X,X,X,X,X,X
SITZOJL,O,O,X,O,O,X,X,X,X,X,X,X,X
SITOLJZ,O,X,O,X,X,X,X,X,O,O,X,O,X
SITOLZJ,O,O,O,X,X,X,X,X,O,O,X,X,X
SITOJLZ,O,X,X,X,X,O,O,X,O,X,X,O,X
SITOJZL,O,O,X,X,X,O,O,X,X,X,X,X,X
SITOZLJ,O,O,O,O,X,X,X,X,O,X,X,X,X
SITOZJL,O,O,X,O,X,X,X,X,X,X,X,X,X
SILTJZO,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,X,X,X,O,O,X,X,X,X,X,X,X,X
SILTZOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
SILTOJZ,O,X,X,X,X,X,X,X,O,X,X,O,X
SILTOZJ,O,O,X,X,X,X,X,X,O,X,X,X,X
SILJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJZTO,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJZOT,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,X,X,X,O,X,X,O,X
SILJOZT,X,X,X,X,X,X,X,X,X,X,X,O,X
SILZTJO,X,X,X,O,O,X,X,X,X,X,X,X,X
SILZTOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
SILZJTO,X,X,X,O,O,X,X,X,X,X,X,X,X
SILZJOT,X,X,X,O,O,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,O,O,X,X,O,O,X,X,X,X
SILZOJT,X,X,X,O,O,X,X,X,X,X,X,O,X
SILOTJZ,O,X,X,X,X,X,X,X,O,X,X,O,X
SILOTZJ,O,O,X,X,X,X,X,O,O,X,X,X,X
SILOJTZ,O,X,X,X,X,X,X,X,O,X,X,O,X
SILOJZT,O,X,X,X,X,X,X,X,X,X,X,O,X
SILOZTJ,O,O,X,X,O,X,X,O,O,X,X,X,X
SILOZJT,O,O,X,X,O,X,X,X,X,X,X,O,X
SIJTLZO,X,X,X,X,X,O,O,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,O,O,X,X,X,X,X,X
SIJTZLO,X,X,X,O,X,O,O,X,X,X,X,X,X
SIJTZOL,X,X,X,O,X,O,O,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,O,O,X,X,X,X,X,X
SIJTOZL,O,O,X,X,X,O,O,X,X,X,X,X,X
SIJLTZO,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLZTO,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLZOT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,X,X,O,X,X,O,X
SIJLOZT,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJZTLO,X,X,X,O,O,O,O,X,X,X,X,X,O
SIJZTOL,X,X,X,O,O,O,O,X,X,X,X,X,X
SIJZLTO,X,X,X,O,O,X,X,X,X,X,X,X,O
SIJZLOT,X,X,X,O,O,X,X,X,X,X,X,X,O
SIJZOTL,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJZOLT,X,X,X,O,O,X,X,X,X,X,X,X,O
SIJOTLZ,O,X,X,X,X,O,X,X,O,X,X,O,X
SIJOTZL,O,O,X,X,X,O,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,X,O,X,X,O,X
SIJOLZT,O,X,X,X,X,X,X,X,X,X,X,O,X
SIJOZTL,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,O,O,X,X,X,X,X,X,X,X,X,O,X
SIZTLJO,X,X,O,O,O,X,X,X,X,X,X,X,O
SIZTLOJ,X,X,O,O,O,X,X,X,X,X,X,X,X
SIZTJLO,X,X,X,O,O,X,X,X,X,X,X,X,O
SIZTJOL,X,X,X,O,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,O,O,O,X,X,X,X,X,X,X,X
SIZTOJL,O,O,X,O,O,X,X,X,X,X,X,X,X
SIZLTJO,X,X,X,O,O,X,X,X,X,X,X,X,O
SIZLTOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
SIZLJTO,X,X,X,O,O,X,X,X,X,X,X,X,O
SIZLJOT,X,X,X,O,O,X,X,X,X,X,X,X,O
SIZLOTJ,X,X,X,O,O,X,X,O,O,X,X,X,X
SIZLOJT,X,X,X,O,O,X,X,X,X,X,X,O,O
SIZJTLO,X,X,X,O,O,O,O,X,X,X,O,X,O
SIZJTOL,X,X,X,O,O,O,O,X,X,X,O,X,X
SIZJLTO,X,X,X,O,O,X,X,X,X,X,O,X,O
SIZJLOT,X,X,X,O,O,X,X,X,X,X,O,X,O
SIZJOTL,X,X,X,O,O,X,X,X,X,X,O,X,X
