sequence,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhFukB1lB0hB6?nBXqBzrB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je0/IvhFxgBTiBKpBG?mBFqBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jei/IvhF1lBxhBcpBG?nBXqBzrB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF6mBTiB0kBl?lB2uBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhF3gBFiBWqB6?rBcsBzpB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF0hBOpBllBS?sBzpBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeT/IvhFxhBllBurBc?sBipBXqB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhF3gBWqBlmBc?sBzpBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je/EJvhFRgBTlBlmBc?sB2uBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je0/IvhFxgBKpBGmBT?nBFqBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF0hBllBSsBm?pBTpBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je3AJvhFlmBcsBxpBT?pBmpBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je3AJvhF+nBlmBxpB0?pBipBzrB
LZTISJO,O,O,O,X,O,X,X,O,X,O,X,X,X
LZTISOJ,O,O,O,X,O,X,X,X,X,X,X,O,X
LZTIOJS,O,O,O,X,O,O,O,X,X,O,X,X,X
LZTIOSJ,O,O,O,X,O,X,X,X,X,X,X,O,X
LZTJISO,O,O,O,X,O,X,O,O,X,O,X,X,X
LZTJIOS,O,O,O,X,O,O,O,X,X,O,O,X,X
LZTJSIO,O,O,O,X,O,X,O,O,X,O,X,X,X
LZTJSOI,O,O,O,X,O,O,O,X,O,O,O,X,X
LZTJOIS,O,O,O,X,O,O,O,X,X,O,O,X,X
LZTJOSI,X,O,O,X,O,O,O,X,O,O,O,X,X
LZTSIJO,O,O,O,X,O,X,X,O,X,O,X,X,X
LZTSIOJ,O,O,O,X,O,X,X,X,X,X,X,O,X
LZTSJIO,O,O,O,X,O,X,O,O,X,O,X,X,X
LZTSJOI,O,O,O,X,O,O,O,X,X,O,O,X,X
LZTSOIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LZTSOJI,O,O,O,X,O,O,O,X,X,O,X,X,X
LZTOIJS,O,O,O,X,O,O,O,X,X,O,X,X,X
LZTOISJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LZTOJIS,O,O,O,X,O,O,O,X,X,O,O,X,X
LZTOJSI,X,O,O,X,O,O,O,X,O,O,O,X,X
LZTOSIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LZTOSJI,O,O,O,X,O,O,O,X,X,O,X,X,X
LZITJSO,O,O,O,X,O,X,O,O,X,X,X,X,X
LZITJOS,O,X,O,X,O,O,O,X,X,X,O,X,X
LZITSJO,O,X,O,X,O,X,X,O,X,X,X,X,X
LZITSOJ,O,O,O,X,O,X,X,X,X,X,X,O,X
LZITOJS,O,X,O,X,O,O,O,X,X,X,X,X,X
LZITOSJ,O,X,O,X,O,X,X,X,X,X,X,O,X
LZIJTSO,X,O,O,X,O,X,O,O,X,X,X,X,X
LZIJTOS,X,X,O,X,O,O,O,X,X,X,O,X,X
LZIJSTO,X,O,X,X,O,X,O,O,X,X,X,X,X
LZIJSOT,X,O,X,X,O,X,O,X,X,X,X,X,X
LZIJOTS,X,X,X,X,O,X,O,X,X,O,X,X,X
LZIJOST,X,O,X,X,O,X,O,X,X,X,X,X,X
LZISTJO,O,X,X,X,O,X,X,X,X,X,X,X,X
LZISTOJ,O,O,X,X,O,X,X,X,X,X,X,O,X
LZISJTO,O,O,X,X,O,X,X,X,X,X,X,X,X
LZISJOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LZISOTJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LZISOJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LZIOTJS,X,X,O,X,O,O,O,X,X,X,X,X,X
LZIOTSJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LZIOJTS,X,X,O,X,O,O,O,X,X,O,X,X,X
LZIOJST,X,O,X,X,O,X,O,X,X,X,X,X,X
LZIOSTJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LZIOSJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LZJTISO,X,O,O,X,O,X,O,O,X,O,X,X,X
LZJTIOS,X,O,O,X,O,O,O,X,X,O,O,X,X
LZJTSIO,X,O,O,X,O,X,O,O,X,O,X,X,X
LZJTSOI,X,O,O,X,O,O,O,X,O,O,O,X,X
LZJTOIS,X,O,O,X,O,O,O,X,X,O,O,X,X
LZJTOSI,X,O,O,X,O,O,O,X,O,O,O,X,X
LZJITSO,X,O,O,X,O,X,O,O,X,X,X,X,X
LZJITOS,X,X,O,X,O,O,O,X,X,X,O,X,X
LZJISTO,X,O,X,X,O,X,O,O,X,X,X,X,X
LZJISOT,X,O,X,X,O,X,O,X,X,X,X,X,X
LZJIOTS,X,X,X,X,O,X,O,X,X,O,X,X,X
LZJIOST,X,O,X,X,O,X,O,X,X,X,X,X,X
LZJSTIO,X,O,O,X,O,X,O,O,X,X,X,X,X
LZJSTOI,X,O,O,X,O,O,O,X,O,X,O,X,X
LZJSITO,X,O,X,X,O,X,O,O,X,X,X,X,X
LZJSIOT,X,O,X,X,O,X,O,X,X,X,X,X,X
LZJSOTI,X,O,X,X,O,X,O,X,O,O,X,X,X
LZJSOIT,X,O,X,X,O,X,O,X,O,X,X,X,X
LZJOTIS,X,X,O,X,O,O,O,X,X,O,O,X,X
LZJOTSI,X,X,O,X,O,O,O,X,O,O,O,X,X
LZJOITS,X,X,O,X,O,O,O,X,X,O,X,X,X
LZJOIST,X,O,X,X,O,X,O,X,X,X,X,X,X
LZJOSTI,X,O,O,X,O,O,O,X,O,O,X,X,X
LZJOSIT,X,O,X,X,O,X,O,X,O,X,X,X,X
LZSTIJO,O,O,O,X,O,X,X,X,X,X,X,X,X
LZSTIOJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LZSTJIO,O,O,O,X,O,X,O,X,X,X,X,X,X
LZSTJOI,O,O,O,X,O,O,O,X,X,X,O,X,X
LZSTOIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LZSTOJI,O,O,O,X,O,O,O,X,X,X,X,X,X
LZSITJO,O,X,X,X,O,X,X,X,X,X,X,X,X
LZSITOJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LZSIJTO,O,O,X,X,O,X,X,X,X,X,X,X,X
LZSIJOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LZSIOTJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LZSIOJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LZSJTIO,O,O,O,X,O,X,O,X,X,X,X,X,X
LZSJTOI,O,O,O,X,O,O,O,X,X,X,O,X,X
LZSJITO,O,O,X,X,O,X,O,X,X,X,X,X,X
LZSJIOT,X,O,X,X,O,X,O,X,X,X,X,X,X
LZSJOTI,X,O,X,X,O,X,O,X,X,O,X,X,X
LZSJOIT,X,O,X,X,O,X,O,X,X,X,X,X,X
LZSOTIJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LZSOTJI,X,O,O,X,O,O,O,X,X,X,X,X,X
LZSOITJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LZSOIJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LZSOJTI,X,O,O,X,O,O,O,X,X,O,X,X,X
LZSOJIT,X,O,X,X,O,X,O,X,X,X,X,X,X
LZOTIJS,X,X,O,X,O,O,O,X,X,O,X,X,X
LZOTISJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LZOTJIS,X,X,O,X,O,O,O,X,X,O,O,X,X
LZOTJSI,X,X,O,X,O,O,O,X,O,O,O,X,X
LZOTSIJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LZOTSJI,X,X,O,X,O,O,O,X,X,O,X,X,X
LZOITJS,X,X,O,X,O,O,O,X,X,X,X,X,X
LZOITSJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LZOIJTS,X,X,O,X,O,O,O,X,X,O,X,X,X
LZOIJST,X,O,X,X,O,X,O,X,X,X,X,X,X
LZOISTJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LZOISJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LZOJTIS,X,X,O,X,O,O,O,X,X,O,O,X,X
LZOJTSI,X,X,O,X,O,O,O,X,O,O,O,X,X
LZOJITS,X,X,O,X,O,O,O,X,X,O,X,X,X
LZOJIST,X,O,X,X,O,X,O,X,X,X,X,X,X
LZOJSTI,X,O,O,X,O,O,O,X,O,O,X,X,X
LZOJSIT,X,O,X,X,O,X,O,X,O,X,X,X,X
LZOSTIJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LZOSTJI,X,O,O,X,O,O,O,X,X,X,X,X,X
LZOSITJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LZOSIJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LZOSJTI,X,O,O,X,O,O,O,X,X,O,X,X,X
LZOSJIT,X,O,X,X,O,X,O,X,X,X,X,X,X
LOTIJSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
LOTIJZS,O,X,X,X,X,O,X,X,X,O,X,X,X
LOTISJZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LOTISZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LOTIZJS,O,X,O,X,X,O,O,X,X,O,X,X,X
LOTIZSJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LOTJISZ,O,O,O,X,X,O,X,X,X,O,O,X,X
LOTJIZS,O,O,O,X,X,O,X,X,X,O,O,X,X
LOTJSIZ,O,O,O,X,X,O,X,X,X,O,O,X,X
LOTJSZI,O,O,O,X,X,O,X,X,X,O,O,X,X
LOTJZIS,O,O,O,X,X,O,O,X,X,O,O,X,X
LOTJZSI,O,O,O,X,X,O,O,X,X,O,O,X,X
LOTSIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOTSIZJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOTSJIZ,O,O,O,X,X,O,X,X,X,O,X,X,X
LOTSJZI,O,O,O,X,X,O,X,X,X,O,X,X,X
LOTSZIJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOTSZJI,O,O,O,X,X,O,O,X,X,O,X,X,X
LOTZIJS,O,O,O,X,X,O,O,X,X,O,X,X,X
LOTZISJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOTZJIS,O,O,O,X,X,O,O,X,X,O,O,X,X
LOTZJSI,O,O,O,X,X,O,O,X,X,O,O,X,X
LOTZSIJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOTZSJI,O,O,O,X,X,O,O,X,X,O,X,X,X
LOITJSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
LOITJZS,O,X,X,X,X,O,X,X,X,O,X,X,X
LOITSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LOITSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X
LOITZJS,O,X,X,X,X,O,O,X,X,O,X,X,X
LOITZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X
LOIJTSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
LOIJTZS,O,X,X,X,X,O,X,X,X,O,X,X,X
LOIJSTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LOIJSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LOIJZTS,O,X,X,X,O,O,X,X,X,O,X,X,X
LOIJZST,O,X,X,X,O,X,X,X,X,X,X,X,X
LOISTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LOISTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X
LOISJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LOISJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LOISZTJ,O,X,X,X,O,X,X,X,X,X,X,X,X
LOISZJT,O,X,X,X,O,X,X,X,X,X,X,X,X
LOIZTJS,O,X,X,X,O,O,O,X,X,X,X,X,X
LOIZTSJ,O,X,X,X,O,X,X,X,X,X,X,X,X
LOIZJTS,O,X,X,X,O,O,O,X,X,O,X,X,X
LOIZJST,O,X,X,X,O,X,O,X,X,X,X,X,X
LOIZSTJ,O,X,X,X,O,X,X,X,X,X,X,X,X
LOIZSJT,O,X,X,X,O,X,X,X,X,X,X,X,X
LOJTISZ,O,O,O,X,X,O,X,X,X,O,O,X,X
LOJTIZS,O,O,O,X,X,O,X,X,X,O,O,X,X
LOJTSIZ,O,O,O,X,X,O,X,X,X,O,O,X,X
LOJTSZI,O,O,O,X,X,O,X,X,X,O,O,X,X
LOJTZIS,O,O,O,X,X,O,O,X,X,O,O,X,X
LOJTZSI,O,O,O,X,X,O,O,X,X,O,O,X,X
LOJITSZ,O,X,O,X,X,O,X,X,X,O,X,X,X
LOJITZS,O,X,O,X,X,O,X,X,X,O,X,X,X
LOJISTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJISZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LOJIZTS,O,X,O,X,O,O,X,X,X,O,X,X,X
LOJIZST,O,O,X,X,O,X,X,X,X,X,X,X,X
LOJSTIZ,O,O,O,X,X,O,X,X,X,O,X,X,X
LOJSTZI,O,O,O,X,X,O,X,X,X,O,X,X,X
LOJSITZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJSIZT,O,O,X,X,O,X,X,X,O,X,X,X,X
LOJSZTI,O,O,O,X,O,O,X,X,O,O,X,X,X
LOJSZIT,O,O,X,X,O,X,X,X,O,X,X,X,X
LOJZTIS,O,X,O,X,O,O,O,X,X,O,O,X,X
LOJZTSI,O,X,O,X,O,O,O,X,O,O,O,X,X
LOJZITS,O,X,O,X,O,O,O,X,X,O,X,X,X
LOJZIST,O,O,X,X,O,X,O,X,X,X,X,X,X
LOJZSTI,O,O,O,X,O,O,O,X,O,O,X,X,X
LOJZSIT,O,O,X,X,O,X,O,X,O,X,X,X,X
LOSTIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOSTIZJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOSTJIZ,O,O,O,X,X,O,X,X,X,O,X,X,X
LOSTJZI,O,O,O,X,X,O,X,X,X,O,X,X,X
LOSTZIJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOSTZJI,O,O,O,X,X,O,O,X,X,O,X,X,X
LOSITJZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOSITZJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOSIJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOSIJZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LOSIZTJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LOSIZJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LOSJTIZ,O,O,O,X,X,O,X,X,X,O,X,X,X
LOSJTZI,O,O,O,X,X,O,X,X,X,O,X,X,X
LOSJITZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOSJIZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LOSJZTI,O,O,O,X,O,O,X,X,X,O,X,X,X
LOSJZIT,O,O,X,X,O,X,X,X,X,X,X,X,X
LOSZTIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LOSZTJI,O,O,O,X,O,O,O,X,X,X,X,X,X
LOSZITJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LOSZIJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LOSZJTI,O,O,O,X,O,O,O,X,X,O,X,X,X
LOSZJIT,O,O,X,X,O,X,O,X,X,X,X,X,X
LOZTIJS,O,X,O,X,O,O,O,X,X,O,X,X,X
LOZTISJ,O,X,O,X,O,X,X,X,X,X,X,X,X
LOZTJIS,O,X,O,X,O,O,O,X,X,O,O,X,X
LOZTJSI,O,X,O,X,O,O,O,X,O,O,O,X,X
LOZTSIJ,O,X,O,X,O,X,X,X,X,X,X,X,X
LOZTSJI,O,X,O,X,O,O,O,X,X,O,X,X,X
LOZITJS,O,X,O,X,O,O,O,X,X,X,X,X,X
LOZITSJ,O,X,O,X,O,X,X,X,X,X,X,X,X
LOZIJTS,O,X,O,X,O,O,O,X,X,O,X,X,X
LOZIJST,O,O,X,X,O,X,O,X,X,X,X,X,X
LOZISTJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LOZISJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LOZJTIS,O,X,O,X,O,O,O,X,X,O,O,X,X
LOZJTSI,O,X,O,X,O,O,O,X,O,O,O,X,X
LOZJITS,O,X,O,X,O,O,O,X,X,O,X,X,X
LOZJIST,O,O,X,X,O,X,O,X,X,X,X,X,X
LOZJSTI,O,O,O,X,O,O,O,X,O,O,X,X,X
LOZJSIT,O,O,X,X,O,X,O,X,O,X,X,X,X
LOZSTIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LOZSTJI,O,O,O,X,O,O,O,X,X,X,X,X,X
LOZSITJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LOZSIJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LOZSJTI,O,O,O,X,O,O,O,X,X,O,X,X,X
LOZSJIT,O,O,X,X,O,X,O,X,X,X,X,X,X
JTILSZO,O,O,O,O,O,X,X,X,X,X,X,X,O
JTILSOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JTILZSO,O,O,O,O,O,X,X,X,X,X,X,X,O
JTILZOS,O,X,O,O,O,O,X,X,X,X,O,X,X
JTILOSZ,O,X,X,O,X,X,X,X,X,X,O,X,X
JTILOZS,O,X,X,X,X,X,X,X,X,X,O,X,X
JTISLZO,O,O,O,O,O,X,X,X,X,X,X,X,O
JTISLOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JTISZLO,O,X,O,O,X,X,X,O,X,X,X,X,O
JTISZOL,O,X,O,O,X,X,X,O,X,X,X,X,O
JTISOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JTISOZL,O,X,O,O,X,X,X,X,X,X,X,X,O
JTIZLSO,O,X,O,O,O,X,X,O,X,X,X,X,O
JTIZLOS,O,X,O,O,O,O,X,X,X,X,O,X,X
JTIZSLO,O,X,O,O,X,X,X,O,X,X,X,X,O
JTIZSOL,O,X,O,O,X,X,X,O,X,X,X,X,O
JTIZOLS,O,X,O,O,X,X,X,X,X,X,X,X,X
JTIZOSL,O,X,X,O,X,X,X,O,X,X,X,X,O
JTIOLSZ,O,X,X,O,X,X,X,X,X,X,X,X,X
JTIOLZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JTIOSLZ,O,X,X,O,X,X,X,X,X,X,X,X,X
JTIOSZL,O,X,O,O,X,X,X,X,X,X,X,X,O
JTIOZLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JTIOZSL,O,X,X,X,X,X,X,X,X,X,X,X,O
JTLISZO,O,O,O,O,O,X,X,X,X,O,X,X,O
JTLISOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
JTLIZSO,O,O,O,O,O,X,X,X,X,O,X,X,O
JTLIZOS,O,O,O,O,O,O,X,X,X,O,O,X,X
JTLIOSZ,O,O,X,O,X,X,X,X,X,O,O,X,X
JTLIOZS,O,O,X,X,X,X,X,X,X,O,O,X,X
JTLSIZO,O,O,O,O,O,X,X,X,X,O,X,X,O
JTLSIOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
JTLSZIO,O,O,O,O,O,X,X,X,X,O,X,X,X
JTLSZOI,O,O,O,O,O,O,X,X,X,O,O,X,X
JTLSOIZ,O,O,X,O,X,X,X,X,X,O,O,X,X
JTLSOZI,O,O,X,O,X,X,X,X,X,O,O,X,X
JTLZISO,O,O,O,O,O,X,O,X,X,O,X,X,X
JTLZIOS,O,O,O,O,O,O,O,X,X,O,O,X,X
JTLZSIO,O,O,O,O,O,X,O,X,X,O,X,X,X
JTLZSOI,O,O,O,O,O,O,O,X,X,O,O,X,X
JTLZOIS,O,O,O,O,O,O,O,X,X,O,O,X,X
JTLZOSI,X,O,O,O,O,O,O,X,X,O,O,X,X
JTLOISZ,O,O,X,O,X,O,X,X,X,O,O,X,X
JTLOIZS,O,O,X,X,X,O,X,X,X,O,O,X,X
JTLOSIZ,O,O,X,O,X,O,X,X,X,O,O,X,X
JTLOSZI,O,O,X,O,X,O,X,X,X,O,O,X,X
JTLOZIS,O,O,X,O,X,O,O,X,X,O,O,X,X
JTLOZSI,O,O,X,O,X,O,O,X,X,O,O,X,X
JTSILZO,O,O,O,O,O,X,X,X,X,X,X,X,O
JTSILOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JTSIZLO,O,X,O,O,X,X,X,O,X,X,X,X,O
JTSIZOL,O,X,O,O,X,X,X,O,X,X,X,X,O
JTSIOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JTSIOZL,O,X,O,O,X,X,X,X,X,X,X,X,O
JTSLIZO,O,O,O,O,O,X,X,X,X,X,X,X,O
JTSLIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JTSLZIO,O,O,O,O,O,X,X,X,X,X,X,X,X
JTSLZOI,O,O,O,O,O,O,X,X,X,X,O,X,X
JTSLOIZ,O,O,X,O,X,X,X,X,X,X,O,X,X
JTSLOZI,O,O,X,O,X,X,X,X,X,X,O,X,X
JTSZILO,O,X,O,O,X,X,X,O,X,X,X,X,O
JTSZIOL,O,X,O,O,X,X,X,O,O,X,X,X,O
JTSZLIO,O,X,O,O,X,X,X,O,X,X,X,X,X
JTSZLOI,O,X,O,O,X,O,X,X,O,X,O,X,X
JTSZOIL,O,X,O,O,X,X,X,O,O,X,X,X,X
JTSZOLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JTSOILZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JTSOIZL,O,X,O,O,X,X,X,X,O,X,X,X,O
JTSOLIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JTSOLZI,O,O,O,O,X,X,X,X,X,X,X,X,X
JTSOZIL,O,X,O,O,X,X,X,X,O,X,X,X,X
JTSOZLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JTZILSO,O,X,O,O,O,X,O,O,X,X,X,X,O
JTZILOS,O,X,O,O,O,O,O,X,X,X,O,X,X
JTZISLO,O,X,O,O,X,X,O,O,X,X,X,X,O
JTZISOL,O,X,O,O,X,X,X,O,O,X,X,X,O
JTZIOLS,O,X,O,O,X,X,O,X,X,X,X,X,X
JTZIOSL,O,X,X,O,X,X,X,O,O,X,X,X,O
JTZLISO,O,X,O,O,O,X,O,O,X,X,X,X,X
JTZLIOS,O,X,O,O,O,O,O,X,X,X,O,X,X
JTZLSIO,O,X,O,O,O,X,O,O,X,X,X,X,X
JTZLSOI,O,X,O,O,O,O,O,X,O,X,O,X,X
JTZLOIS,O,X,O,O,O,O,O,X,X,X,O,X,X
JTZLOSI,X,X,O,O,O,O,O,X,O,X,O,X,X
JTZSILO,O,X,O,O,X,X,O,O,X,X,X,X,O
JTZSIOL,O,X,O,O,X,X,X,O,O,X,X,X,O
JTZSLIO,O,X,O,O,X,X,O,O,X,X,X,X,X
JTZSLOI,O,X,O,O,X,O,O,X,O,X,O,X,X
JTZSOIL,O,X,O,O,X,X,X,O,O,X,X,X,X
JTZSOLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JTZOILS,O,X,O,O,X,O,O,X,X,X,X,X,X
JTZOISL,O,X,O,O,X,O,X,O,O,X,X,X,X
JTZOLIS,O,X,O,O,X,O,O,X,X,X,O,X,X
JTZOLSI,O,X,O,O,X,O,O,X,O,X,O,X,X
JTZOSIL,O,X,O,O,X,O,X,O,O,X,X,X,X
JTZOSLI,O,X,O,O,X,O,X,X,O,X,X,X,X
JTOILSZ,O,X,O,O,X,O,X,X,X,X,X,X,X
JTOILZS,O,X,O,X,X,O,X,X,X,X,X,X,X
JTOISLZ,O,X,O,O,X,O,X,X,X,X,X,X,X
JTOISZL,O,X,O,O,X,O,X,X,X,X,X,X,O
JTOIZLS,O,X,O,X,X,O,X,X,X,X,X,X,X
JTOIZSL,O,X,O,X,X,O,X,X,X,X,X,X,O
JTOLISZ,O,X,O,O,X,O,X,X,X,O,O,X,X
JTOLIZS,O,X,O,X,X,O,X,X,X,O,O,X,X
JTOLSIZ,O,X,O,O,X,O,X,X,X,O,O,X,X
JTOLSZI,O,X,O,O,X,O,X,X,X,O,O,X,X
JTOLZIS,O,X,O,O,X,O,X,X,X,O,O,X,X
JTOLZSI,O,X,O,O,X,O,X,X,X,O,O,X,X
JTOSILZ,O,X,O,O,X,O,X,X,X,X,X,X,X
JTOSIZL,O,X,O,O,X,O,X,X,O,X,X,X,O
JTOSLIZ,O,X,O,O,X,O,X,X,X,X,X,X,X
JTOSLZI,O,X,O,O,X,O,X,X,X,X,X,X,X
JTOSZIL,O,X,O,O,X,O,X,X,O,X,X,X,X
JTOSZLI,O,X,O,O,X,O,X,X,O,X,X,X,X
JTOZILS,O,X,O,O,X,O,X,X,X,X,X,X,X
JTOZISL,O,X,O,O,X,O,X,X,O,X,X,X,X
JTOZLIS,O,X,O,O,X,O,X,X,X,X,O,X,X
JTOZLSI,O,X,O,O,X,O,X,X,O,X,O,X,X
JTOZSIL,O,X,O,O,X,O,X,X,O,X,X,X,X
JTOZSLI,O,X,O,O,X,O,X,X,O,X,X,X,X
JITLSZO,O,O,O,O,O,X,X,X,X,X,X,X,O
JITLSOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JITLZSO,O,O,O,O,O,X,X,X,X,X,X,X,O
JITLZOS,O,X,O,O,O,O,X,X,X,X,O,X,X
JITLOSZ,O,X,X,O,X,X,X,X,X,X,O,X,X
JITLOZS,O,X,X,X,X,X,X,X,X,X,O,X,X
JITSLZO,O,O,O,O,O,X,X,X,X,X,X,X,O
JITSLOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JITSZLO,O,X,O,O,X,X,X,O,X,X,X,X,O
JITSZOL,O,X,O,O,X,X,X,O,X,X,X,X,O
JITSOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JITSOZL,O,X,O,O,X,X,X,X,X,X,X,X,O
JITZLSO,O,X,O,O,O,X,X,O,X,X,X,X,O
JITZLOS,O,X,O,O,O,O,X,X,X,X,O,X,X
JITZSLO,O,X,O,O,X,X,X,O,X,X,X,X,O
JITZSOL,O,X,O,O,X,X,X,O,X,X,X,X,O
JITZOLS,O,X,O,O,X,X,X,X,X,X,X,X,X
JITZOSL,O,X,X,O,X,X,X,O,X,X,X,X,O
JITOLSZ,O,X,X,O,X,X,X,X,X,X,X,X,X
JITOLZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JITOSLZ,O,X,X,O,X,X,X,X,X,X,X,X,X
JITOSZL,O,X,O,O,X,X,X,X,X,X,X,X,O
JITOZLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JITOZSL,O,X,X,X,X,X,X,X,X,X,X,X,O
JILTSZO,O,O,O,X,O,X,X,X,X,O,X,X,O
JILTSOZ,O,O,X,X,X,X,X,X,X,O,X,X,X
JILTZSO,O,O,O,X,O,X,X,X,X,O,X,X,O
JILTZOS,O,O,O,X,O,O,X,X,X,O,O,X,X
JILTOSZ,X,O,X,X,X,X,X,X,X,O,O,X,X
JILTOZS,O,O,X,X,X,X,X,X,X,O,O,X,X
JILSTZO,O,O,O,X,O,X,X,X,X,X,X,X,O
JILSTOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JILSZTO,O,O,X,X,O,X,X,O,X,X,X,X,X
JILSZOT,X,O,X,X,O,X,X,X,X,X,X,X,X
