sequence,v115@/gA8IeB8FeD8FeE8OeT/IvhFamB5mBXjB9tB0sBOsB,v115@/gA8IeB8FeD8FeE8OeT/IvhFUhBXjByrB9tBGnBRxB,v115@/gA8IeB8FeD8FeE8OeT/IvhFGhBaoB5oB/rB0sBNsB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhB9oB2rB3sBCsBUtB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhB9oB2rBUtBCsB3sB,v115@/gA8IeB8FeD8FeE8OeT/IvhFamB5mBNnBGtBctB3sB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhBtnBmmB0rBXtB6tB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhB9oB/rBisBGsBUtB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhB9oB/rBasBUtBusB,v115@/gA8IeB8FeD8FeE8OeT/IvhFamBRiBurBcsBXtB9tB,v115@/gA8IeB8FeD8FeE8OeT/IvhFamB5mBGjB/tB0sBNsB
SLTJOIZ,X,X,X,O,X,X,X,O,X,X,X
SLTJOZI,O,O,X,O,X,X,X,O,X,X,X
SLTZIJO,O,X,X,X,X,X,X,O,O,X,O
SLTZIOJ,O,O,X,X,X,X,X,O,O,X,O
SLTZJIO,O,X,X,X,X,X,O,O,O,O,X
SLTZJOI,O,O,X,X,X,X,O,O,O,O,X
SLTZOIJ,O,O,X,X,X,X,X,O,O,X,O
SLTZOJI,O,O,X,X,X,X,O,O,O,O,X
SLTOIJZ,X,X,X,X,X,X,X,O,X,X,X
SLTOIZJ,O,O,X,X,X,X,X,O,O,X,O
SLTOJIZ,X,X,X,O,X,X,X,O,X,X,X
SLTOJZI,O,O,X,O,X,X,X,O,X,X,X
SLTOZIJ,O,O,X,X,X,X,X,O,O,X,O
SLTOZJI,O,O,X,X,X,X,O,O,O,O,X
SLITJZO,X,O,X,X,X,X,X,O,X,X,X
SLITJOZ,X,O,X,X,X,X,X,O,X,X,X
SLITZJO,O,O,X,X,X,X,X,O,O,X,O
SLITZOJ,O,O,X,X,X,X,X,O,O,X,O
SLITOJZ,X,O,X,X,X,X,X,O,X,X,X
SLITOZJ,O,O,X,X,X,X,X,O,O,X,O
SLIJTZO,X,X,X,X,X,O,X,O,X,X,X
SLIJTOZ,X,X,X,X,X,O,X,O,X,X,X
SLIJZTO,X,X,X,X,X,X,X,X,O,X,O
SLIJZOT,X,X,X,X,X,X,X,X,O,X,O
SLIJOTZ,X,X,X,X,X,O,X,O,X,X,X
SLIJOZT,X,X,X,X,X,X,X,X,O,X,O
SLIZTJO,O,O,O,X,X,X,X,O,O,X,O
SLIZTOJ,O,O,O,X,X,X,X,O,O,X,O
SLIZJTO,X,X,O,X,X,X,O,X,O,O,O
SLIZJOT,X,X,O,X,X,X,O,X,O,O,O
SLIZOTJ,O,O,O,X,X,X,X,O,O,X,O
SLIZOJT,X,X,O,X,X,X,O,X,O,O,O
SLIOTJZ,X,O,X,X,X,X,X,O,X,X,X
SLIOTZJ,O,O,X,X,X,X,X,O,O,X,O
SLIOJTZ,X,X,X,X,X,O,X,O,X,X,X
SLIOJZT,X,X,X,X,X,X,X,X,O,X,O
SLIOZTJ,O,O,O,X,X,X,X,O,O,X,O
SLIOZJT,X,X,O,X,X,X,O,X,O,O,O
SLJTIZO,X,X,X,O,X,O,X,O,X,X,X
SLJTIOZ,X,X,X,O,X,O,X,O,X,X,X
SLJTZIO,X,X,X,O,X,X,X,O,X,X,X
SLJTZOI,X,X,X,O,X,X,X,O,X,X,X
SLJTOIZ,X,X,X,O,X,O,X,O,X,X,X
SLJTOZI,X,X,X,O,X,X,X,O,X,X,X
SLJITZO,X,X,X,O,X,O,X,O,X,X,X
SLJITOZ,X,X,X,O,X,O,X,O,X,X,X
SLJIZTO,X,X,X,X,X,X,X,X,O,X,O
SLJIZOT,X,X,X,X,X,X,X,X,O,X,O
SLJIOTZ,X,X,X,O,X,O,X,O,X,X,X
SLJIOZT,X,X,X,X,X,X,X,X,O,X,O
SLJZTIO,X,X,X,X,X,X,X,X,O,O,X
SLJZTOI,X,X,X,X,X,X,X,X,O,O,X
SLJZITO,X,X,X,X,X,X,X,X,O,O,O
SLJZIOT,X,X,X,X,X,X,X,X,O,O,O
SLJZOTI,X,X,X,X,X,X,X,X,O,O,X
SLJZOIT,X,X,X,X,X,X,X,X,O,O,O
SLJOTIZ,X,X,X,O,X,O,X,O,X,X,X
SLJOTZI,X,X,X,O,X,X,X,O,X,X,X
SLJOITZ,X,X,X,O,X,O,X,O,X,X,X
SLJOIZT,X,X,X,X,X,X,X,X,O,X,O
SLJOZTI,X,X,X,X,X,X,X,X,O,O,X
SLJOZIT,X,X,X,X,X,X,X,X,O,O,O
SLZTIJO,O,X,O,X,X,X,X,O,O,X,O
SLZTIOJ,O,O,O,X,X,X,X,O,O,X,O
SLZTJIO,O,X,X,X,X,X,O,O,O,O,X
SLZTJOI,O,O,X,X,X,X,O,O,O,O,X
SLZTOIJ,O,O,O,X,X,X,X,O,O,X,O
SLZTOJI,O,O,X,X,X,X,O,O,O,O,X
SLZITJO,O,O,O,X,X,X,X,O,O,X,O
SLZITOJ,O,O,O,X,X,X,X,O,O,X,O
SLZIJTO,X,X,O,X,X,X,O,X,O,O,O
SLZIJOT,X,X,O,X,X,X,O,X,O,O,O
SLZIOTJ,O,O,O,X,X,X,X,O,O,X,O
SLZIOJT,X,X,O,X,X,X,O,X,O,O,O
SLZJTIO,X,X,X,X,X,X,O,X,O,O,X
SLZJTOI,X,X,X,X,X,X,O,X,O,O,X
SLZJITO,X,X,O,X,X,X,O,X,O,O,O
SLZJIOT,X,X,O,X,X,X,O,X,O,O,O
SLZJOTI,X,X,X,X,X,X,O,X,O,O,X
SLZJOIT,X,X,O,X,X,X,O,X,O,O,O
SLZOTIJ,O,O,O,X,X,X,X,O,O,X,O
SLZOTJI,O,O,X,X,X,X,O,O,O,O,X
SLZOITJ,O,O,O,X,X,X,X,O,O,X,O
SLZOIJT,X,X,O,X,X,X,O,X,O,O,O
SLZOJTI,X,X,X,X,X,X,O,X,O,O,X
SLZOJIT,X,X,O,X,X,X,O,X,O,O,O
SLOTIJZ,X,X,X,X,X,X,X,O,X,X,X
SLOTIZJ,O,O,X,X,X,X,X,O,O,X,O
SLOTJIZ,X,X,X,O,X,X,X,O,X,X,X
SLOTJZI,O,O,X,O,X,X,X,O,X,X,X
SLOTZIJ,O,O,X,X,X,X,X,O,O,X,O
SLOTZJI,O,O,X,X,X,X,O,O,O,O,X
SLOITJZ,X,O,X,X,X,X,X,O,X,X,X
SLOITZJ,O,O,X,X,X,X,X,O,O,X,O
SLOIJTZ,X,X,X,X,X,O,X,O,X,X,X
SLOIJZT,X,X,X,X,X,X,X,X,O,X,O
SLOIZTJ,O,O,O,X,X,X,X,O,O,X,O
SLOIZJT,X,X,O,X,X,X,O,X,O,O,O
SLOJTIZ,X,X,X,O,X,O,X,O,X,X,X
SLOJTZI,X,X,X,O,X,X,X,O,X,X,X
SLOJITZ,X,X,X,O,X,O,X,O,X,X,X
SLOJIZT,X,X,X,X,X,X,X,X,O,X,O
SLOJZTI,X,X,X,X,X,X,X,X,O,O,X
SLOJZIT,X,X,X,X,X,X,X,X,O,O,O
SLOZTIJ,O,O,O,X,X,X,X,O,O,X,O
SLOZTJI,O,O,X,X,X,X,O,O,O,O,X
SLOZITJ,O,O,O,X,X,X,X,O,O,X,O
SLOZIJT,X,X,O,X,X,X,O,X,O,O,O
SLOZJTI,X,X,X,X,X,X,O,X,O,O,X
SLOZJIT,X,X,O,X,X,X,O,X,O,O,O
SJTILZO,X,X,X,O,X,O,X,X,X,X,X
SJTILOZ,X,X,X,O,X,O,X,X,X,X,X
SJTIZLO,X,X,X,O,X,X,X,X,X,X,X
SJTIZOL,X,X,X,O,X,X,X,X,X,X,X
SJTIOLZ,X,X,X,O,X,O,X,X,X,X,X
SJTIOZL,X,X,X,O,X,X,X,X,X,X,X
SJTLIZO,X,X,X,O,X,O,X,X,X,X,X
SJTLIOZ,X,X,X,O,X,O,X,X,X,X,X
SJTLZIO,X,X,X,O,X,X,X,X,X,X,X
SJTLZOI,X,X,X,O,X,X,X,X,X,X,X
SJTLOIZ,X,X,X,O,X,O,X,X,X,X,X
SJTLOZI,X,X,X,O,X,X,X,X,X,X,X
SJTZILO,X,X,X,O,X,X,O,X,X,X,X
SJTZIOL,X,X,X,O,X,X,O,X,X,X,X
SJTZLIO,X,X,X,O,X,X,O,X,X,X,X
SJTZLOI,X,X,X,O,X,X,O,X,X,X,X
SJTZOIL,X,X,X,O,X,X,O,X,X,X,X
SJTZOLI,X,X,X,O,X,X,O,X,X,X,X
SJTOILZ,X,X,X,O,X,O,X,X,X,X,X
SJTOIZL,X,X,X,O,X,X,X,X,X,X,X
SJTOLIZ,X,X,X,O,X,O,X,X,X,X,X
SJTOLZI,X,X,X,O,X,X,X,X,X,X,X
SJTOZIL,X,X,X,O,X,X,O,X,X,X,X
SJTOZLI,X,X,X,O,X,X,O,X,X,X,X
SJITLZO,X,X,X,O,X,O,X,X,X,X,X
SJITLOZ,X,X,X,O,X,O,X,X,X,X,X
SJITZLO,X,X,X,O,X,X,X,X,X,X,X
SJITZOL,X,X,X,O,X,X,X,X,X,X,X
SJITOLZ,X,X,X,O,X,O,X,X,X,X,X
SJITOZL,X,X,X,O,X,X,X,X,X,X,X
SJILTZO,X,X,X,O,X,O,X,O,X,X,X
SJILTOZ,X,X,X,O,X,O,X,O,X,X,X
SJILZTO,X,X,X,X,X,X,X,X,O,X,O
SJILZOT,X,X,X,X,X,X,X,X,O,X,O
SJILOTZ,X,X,X,O,X,O,X,O,X,X,X
SJILOZT,X,X,X,X,X,X,X,X,O,X,O
SJIZTLO,X,X,X,O,O,X,O,X,X,X,X
SJIZTOL,X,X,X,O,O,X,O,X,X,X,X
SJIZLTO,X,X,O,X,X,X,O,X,X,X,O
SJIZLOT,X,X,O,X,X,X,O,X,X,X,O
SJIZOTL,X,X,X,O,O,X,O,X,X,X,X
SJIZOLT,X,X,O,X,X,X,O,X,X,X,O
SJIOTLZ,X,X,X,O,X,O,X,X,X,X,X
SJIOTZL,X,X,X,O,X,X,X,X,X,X,X
SJIOLTZ,X,X,X,O,X,O,X,O,X,X,X
SJIOLZT,X,X,X,X,X,X,X,X,O,X,O
SJIOZTL,X,X,X,O,O,X,O,X,X,X,X
SJIOZLT,X,X,O,X,X,X,O,X,X,X,O
SJLTIZO,X,X,X,O,X,O,X,O,X,X,X
SJLTIOZ,X,X,X,O,X,O,X,O,X,X,X
SJLTZIO,X,X,X,O,X,X,X,O,X,X,X
SJLTZOI,X,X,X,O,X,X,X,O,X,X,X
SJLTOIZ,X,X,X,O,X,O,X,O,X,X,X
SJLTOZI,X,X,X,O,X,X,X,O,X,X,X
SJLITZO,X,X,X,O,X,O,X,O,X,X,X
SJLITOZ,X,X,X,O,X,O,X,O,X,X,X
SJLIZTO,X,X,X,X,X,X,X,X,O,X,O
SJLIZOT,X,X,X,X,X,X,X,X,O,X,O
SJLIOTZ,X,X,X,O,X,O,X,O,X,X,X
SJLIOZT,X,X,X,X,X,X,X,X,O,X,O
SJLZTIO,X,X,X,X,X,X,X,X,O,O,X
SJLZTOI,X,X,X,X,X,X,X,X,O,O,X
SJLZITO,X,X,X,X,X,X,X,X,O,O,O
SJLZIOT,X,X,X,X,X,X,X,X,O,O,O
SJLZOTI,X,X,X,X,X,X,X,X,O,O,X
SJLZOIT,X,X,X,X,X,X,X,X,O,O,O
SJLOTIZ,X,X,X,O,X,O,X,O,X,X,X
SJLOTZI,X,X,X,O,X,X,X,O,X,X,X
SJLOITZ,X,X,X,O,X,O,X,O,X,X,X
SJLOIZT,X,X,X,X,X,X,X,X,O,X,O
SJLOZTI,X,X,X,X,X,X,X,X,O,O,X
SJLOZIT,X,X,X,X,X,X,X,X,O,O,O
SJZTILO,X,X,X,O,O,X,O,X,X,X,X
SJZTIOL,X,X,X,O,O,X,O,X,X,X,X
SJZTLIO,X,X,X,O,O,X,O,X,O,O,X
SJZTLOI,X,X,X,O,O,X,O,X,O,O,X
SJZTOIL,X,X,X,O,O,X,O,X,X,X,X
SJZTOLI,X,X,X,O,O,X,O,X,O,O,X
SJZITLO,X,X,X,O,O,X,O,X,X,X,X
SJZITOL,X,X,X,O,O,X,O,X,X,X,X
SJZILTO,X,X,O,X,X,X,O,X,X,O,O
SJZILOT,X,X,O,X,X,X,O,X,X,O,O
SJZIOTL,X,X,X,O,O,X,O,X,X,X,X
SJZIOLT,X,X,O,X,X,X,O,X,X,O,O
SJZLTIO,X,X,X,X,X,X,O,X,O,O,X
SJZLTOI,X,X,X,X,X,X,O,X,O,O,X
SJZLITO,X,X,O,X,X,X,O,X,O,O,O
SJZLIOT,X,X,O,X,X,X,O,X,O,O,O
SJZLOTI,X,X,X,X,X,X,O,X,O,O,X
SJZLOIT,X,X,O,X,X,X,O,X,O,O,O
SJZOTIL,X,X,X,O,O,X,O,X,X,X,X
SJZOTLI,X,X,X,O,O,X,O,X,O,O,X
SJZOITL,X,X,X,O,O,X,O,X,X,X,X
SJZOILT,X,X,O,X,X,X,O,X,X,O,O
SJZOLTI,X,X,X,X,X,X,O,X,O,O,X
SJZOLIT,X,X,O,X,X,X,O,X,O,O,O
SJOTILZ,X,X,X,O,X,O,X,X,X,X,X
SJOTIZL,X,X,X,O,X,X,X,X,X,X,X
SJOTLIZ,X,X,X,O,X,O,X,X,X,X,X
SJOTLZI,X,X,X,O,X,X,X,X,X,X,X
SJOTZIL,X,X,X,O,X,X,O,X,X,X,X
SJOTZLI,X,X,X,O,X,X,O,X,X,X,X
SJOITLZ,X,X,X,O,X,O,X,X,X,X,X
SJOITZL,X,X,X,O,X,X,X,X,X,X,X
SJOILTZ,X,X,X,O,X,O,X,O,X,X,X
SJOILZT,X,X,X,X,X,X,X,X,O,X,O
SJOIZTL,X,X,X,O,O,X,O,X,X,X,X
SJOIZLT,X,X,O,X,X,X,O,X,X,X,O
SJOLTIZ,X,X,X,O,X,O,X,O,X,X,X
SJOLTZI,X,X,X,O,X,X,X,O,X,X,X
SJOLITZ,X,X,X,O,X,O,X,O,X,X,X
SJOLIZT,X,X,X,X,X,X,X,X,O,X,O
SJOLZTI,X,X,X,X,X,X,X,X,O,O,X
SJOLZIT,X,X,X,X,X,X,X,X,O,O,O
SJOZTIL,X,X,X,O,O,X,O,X,X,X,X
SJOZTLI,X,X,X,O,O,X,O,X,O,O,X
SJOZITL,X,X,X,O,O,X,O,X,X,X,X
SJOZILT,X,X,O,X,X,X,O,X,X,O,O
SJOZLTI,X,X,X,X,X,X,O,X,O,O,X
SJOZLIT,X,X,O,X,X,X,O,X,O,O,O
SZTILJO,O,X,O,X,X,X,X,X,O,X,O
SZTILOJ,O,O,O,X,X,X,X,X,O,X,O
SZTIJLO,O,X,X,X,X,X,O,X,X,X,X
SZTIJOL,O,X,X,X,X,X,O,X,X,X,X
SZTIOLJ,O,O,O,X,X,X,X,X,O,X,O
SZTIOJL,O,X,X,X,X,X,O,X,X,X,X
SZTLIJO,O,X,O,X,X,X,X,X,O,X,O
SZTLIOJ,O,O,O,X,X,X,X,X,O,X,O
SZTLJIO,O,X,X,X,X,X,O,X,O,O,X
SZTLJOI,O,O,X,X,X,X,O,X,O,O,X
SZTLOIJ,O,O,O,X,X,X,X,X,O,X,O
SZTLOJI,O,O,X,X,X,X,O,X,O,O,X
SZTJILO,O,X,X,O,O,X,O,X,X,X,X
SZTJIOL,O,X,X,O,O,X,O,X,X,X,X
SZTJLIO,O,X,X,O,O,X,O,X,O,O,X
SZTJLOI,O,O,X,O,O,X,O,X,O,O,X
SZTJOIL,O,X,X,O,O,X,O,X,X,X,X
SZTJOLI,O,O,X,O,O,X,O,X,O,O,X
SZTOILJ,O,O,O,X,X,X,X,X,O,X,O
SZTOIJL,O,X,X,X,X,X,O,X,X,X,X
SZTOLIJ,O,O,O,X,X,X,X,X,O,X,O
SZTOLJI,O,O,X,X,X,X,O,X,O,O,X
SZTOJIL,O,X,X,O,O,X,O,X,X,X,X
SZTOJLI,O,O,X,O,O,X,O,X,O,O,X
SZITLJO,O,O,O,X,X,X,X,X,O,X,O
SZITLOJ,O,O,O,X,X,X,X,X,O,X,O
SZITJLO,O,O,X,X,X,X,O,X,X,X,X
SZITJOL,O,O,X,X,X,X,O,X,X,X,X
SZITOLJ,O,O,O,X,X,X,X,X,O,X,O
SZITOJL,O,O,X,X,X,X,O,X,X,X,X
SZILTJO,O,O,O,X,X,X,X,O,O,X,O
SZILTOJ,O,O,O,X,X,X,X,O,O,X,O
SZILJTO,X,X,O,X,X,X,O,X,O,O,O
SZILJOT,X,X,O,X,X,X,O,X,O,O,O
SZILOTJ,O,O,O,X,X,X,X,O,O,X,O
SZILOJT,X,X,O,X,X,X,O,X,O,O,O
SZIJTLO,X,X,X,X,X,X,O,X,X,X,X
SZIJTOL,X,X,X,X,X,X,O,X,X,X,X
SZIJLTO,X,X,O,X,X,X,O,X,X,O,O
SZIJLOT,X,X,O,X,X,X,O,X,X,O,O
SZIJOTL,X,X,X,X,X,X,O,X,X,X,X
SZIJOLT,X,X,O,X,X,X,O,X,X,O,O
SZIOTLJ,O,O,O,X,X,X,X,X,O,X,O
SZIOTJL,O,O,X,X,X,X,O,X,X,X,X
SZIOLTJ,O,O,O,X,X,X,X,O,O,X,O
SZIOLJT,X,X,O,X,X,X,O,X,O,O,O
SZIOJTL,X,X,X,X,X,X,O,X,X,X,X
SZIOJLT,X,X,O,X,X,X,O,X,X,O,O
SZLTIJO,O,X,O,X,X,X,X,O,O,X,O
SZLTIOJ,O,O,O,X,X,X,X,O,O,X,O
SZLTJIO,O,X,X,X,X,X,O,O,O,O,X
SZLTJOI,O,O,X,X,X,X,O,O,O,O,X
SZLTOIJ,O,O,O,X,X,X,X,O,O,X,O
SZLTOJI,O,O,X,X,X,X,O,O,O,O,X
SZLITJO,O,O,O,X,X,X,X,O,O,X,O
SZLITOJ,O,O,O,X,X,X,X,O,O,X,O
SZLIJTO,X,X,O,X,X,X,O,X,O,O,O
SZLIJOT,X,X,O,X,X,X,O,X,O,O,O
SZLIOTJ,O,O,O,X,X,X,X,O,O,X,O
SZLIOJT,X,X,O,X,X,X,O,X,O,O,O
SZLJTIO,X,X,X,X,X,X,O,X,O,O,X
SZLJTOI,X,X,X,X,X,X,O,X,O,O,X
SZLJITO,X,X,O,X,X,X,O,X,O,O,O
SZLJIOT,X,X,O,X,X,X,O,X,O,O,O
SZLJOTI,X,X,X,X,X,X,O,X,O,O,X
SZLJOIT,X,X,O,X,X,X,O,X,O,O,O
SZLOTIJ,O,O,O,X,X,X,X,O,O,X,O
SZLOTJI,O,O,X,X,X,X,O,O,O,O,X
SZLOITJ,O,O,O,X,X,X,X,O,O,X,O
SZLOIJT,X,X,O,X,X,X,O,X,O,O,O
SZLOJTI,X,X,X,X,X,X,O,X,O,O,X
SZLOJIT,X,X,O,X,X,X,O,X,O,O,O
SZJTILO,X,X,X,O,O,X,O,X,X,X,X
SZJTIOL,X,X,X,O,O,X,O,X,X,X,X
SZJTLIO,X,X,X,O,O,X,O,X,O,O,X
SZJTLOI,X,X,X,O,O,X,O,X,O,O,X
SZJTOIL,X,X,X,O,O,X,O,X,X,X,X
SZJTOLI,X,X,X,O,O,X,O,X,O,O,X
SZJITLO,X,X,X,O,O,X,O,X,X,X,X
SZJITOL,X,X,X,O,O,X,O,X,X,X,X
SZJILTO,X,X,O,X,X,X,O,X,X,O,O
SZJILOT,X,X,O,X,X,X,O,X,X,O,O
SZJIOTL,X,X,X,O,O,X,O,X,X,X,X
SZJIOLT,X,X,O,X,X,X,O,X,X,O,O
SZJLTIO,X,X,X,X,X,X,O,X,O,O,X
SZJLTOI,X,X,X,X,X,X,O,X,O,O,X
SZJLITO,X,X,O,X,X,X,O,X,O,O,O
SZJLIOT,X,X,O,X,X,X,O,X,O,O,O
SZJLOTI,X,X,X,X,X,X,O,X,O,O,X
SZJLOIT,X,X,O,X,X,X,O,X,O,O,O
SZJOTIL,X,X,X,O,O,X,O,X,X,X,X
SZJOTLI,X,X,X,O,O,X,O,X,O,O,X
SZJOITL,X,X,X,O,O,X,O,X,X,X,X
SZJOILT,X,X,O,X,X,X,O,X,X,O,O
SZJOLTI,X,X,X,X,X,X,O,X,O,O,X
SZJOLIT,X,X,O,X,X,X,O,X,O,O,O
SZOTILJ,O,O,O,X,X,X,X,X,O,X,O
SZOTIJL,O,X,X,X,X,X,O,X,X,X,X
SZOTLIJ,O,O,O,X,X,X,X,X,O,X,O
SZOTLJI,O,O,X,X,X,X,O,X,O,O,X
SZOTJIL,O,X,X,O,O,X,O,X,X,X,X
SZOTJLI,O,O,X,O,O,X,O,X,O,O,X
SZOITLJ,O,O,O,X,X,X,X,X,O,X,O
SZOITJL,O,O,X,X,X,X,O,X,X,X,X
SZOILTJ,O,O,O,X,X,X,X,O,O,X,O
SZOILJT,X,X,O,X,X,X,O,X,O,O,O
SZOIJTL,X,X,X,X,X,X,O,X,X,X,X
SZOIJLT,X,X,O,X,X,X,O,X,X,O,O
SZOLTIJ,O,O,O,X,X,X,X,O,O,X,O
SZOLTJI,O,O,X,X,X,X,O,O,O,O,X
SZOLITJ,O,O,O,X,X,X,X,O,O,X,O
SZOLIJT,X,X,O,X,X,X,O,X,O,O,O
SZOLJTI,X,X,X,X,X,X,O,X,O,O,X
SZOLJIT,X,X,O,X,X,X,O,X,O,O,O
SZOJTIL,X,X,X,O,O,X,O,X,X,X,X
SZOJTLI,X,X,X,O,O,X,O,X,O,O,X
SZOJITL,X,X,X,O,O,X,O,X,X,X,X
SZOJILT,X,X,O,X,X,X,O,X,X,O,O
SZOJLTI,X,X,X,X,X,X,O,X,O,O,X
SZOJLIT,X,X,O,X,X,X,O,X,O,O,O
SOTILJZ,X,O,X,X,X,X,X,O,X,X,X
SOTILZJ,O,O,X,X,X,X,X,O,O,X,O
SOTIJLZ,X,O,X,O,X,X,X,X,X,X,X
SOTIJZL,X,O,X,O,X,X,X,X,X,X,X
SOTIZLJ,O,O,O,X,X,X,X,X,X,X,O
SOTIZJL,O,O,X,X,X,X,O,X,X,X,X
SOTLIJZ,X,O,X,X,X,X,X,O,X,X,X
SOTLIZJ,O,O,X,X,X,X,X,O,O,X,O
SOTLJIZ,X,X,X,O,X,X,X,O,X,X,X
SOTLJZI,O,O,X,O,X,X,X,O,X,X,X
SOTLZIJ,O,O,X,X,X,X,X,O,O,X,O
SOTLZJI,O,O,X,X,X,X,O,O,O,O,X
SOTJILZ,X,O,X,O,X,X,X,X,X,X,X
SOTJIZL,X,O,X,O,X,X,X,X,X,X,X
SOTJLIZ,X,X,X,O,X,X,X,X,X,X,X
SOTJLZI,O,O,X,O,X,X,X,X,X,X,X
SOTJZIL,O,X,X,O,X,X,O,X,X,X,X
SOTJZLI,O,O,X,O,X,X,O,X,X,X,X
SOTZILJ,O,O,O,X,X,X,X,X,O,X,O
SOTZIJL,O,O,X,X,X,X,O,X,X,X,X
SOTZLIJ,O,O,O,X,X,X,X,X,O,X,O
SOTZLJI,O,O,X,X,X,X,O,X,O,O,X
SOTZJIL,O,X,X,O,X,X,O,X,X,X,X
SOTZJLI,O,O,X,O,X,X,O,X,O,O,X
SOITLJZ,X,O,X,X,X,X,X,O,X,X,X
SOITLZJ,O,O,X,X,X,X,X,O,O,X,O
SOITJLZ,X,O,X,O,X,X,X,X,X,X,X
SOITJZL,X,O,X,O,X,X,X,X,X,X,X
SOITZLJ,O,O,O,X,X,X,X,X,X,X,O
SOITZJL,O,O,X,X,X,X,O,X,X,X,X
SOILTJZ,X,O,X,X,X,X,X,O,X,X,X
SOILTZJ,O,O,X,X,X,X,X,O,O,X,O
SOILJTZ,X,X,X,X,X,O,X,O,X,X,X
SOILJZT,X,X,X,X,X,X,X,X,O,X,O
SOILZTJ,O,O,O,X,X,X,X,O,O,X,O
SOILZJT,X,X,O,X,X,X,O,X,O,O,O
SOIJTLZ,X,X,X,O,X,O,X,X,X,X,X
SOIJTZL,X,X,X,O,X,X,X,X,X,X,X
SOIJLTZ,X,X,X,O,X,O,X,O,X,X,X
SOIJLZT,X,X,X,X,X,X,X,X,O,X,O
SOIJZTL,X,X,X,O,O,X,O,X,X,X,X
SOIJZLT,X,X,O,X,X,X,O,X,X,X,O
SOIZTLJ,O,O,O,X,X,X,X,X,O,X,O
SOIZTJL,O,O,X,X,X,X,O,X,X,X,X
SOIZLTJ,O,O,O,X,X,X,X,O,O,X,O
SOIZLJT,X,X,O,X,X,X,O,X,O,O,O
SOIZJTL,X,X,X,X,X,X,O,X,X,X,X
SOIZJLT,X,X,O,X,X,X,O,X,X,O,O
SOLTIJZ,X,X,X,X,X,X,X,O,X,X,X
SOLTIZJ,O,O,X,X,X,X,X,O,O,X,O
SOLTJIZ,X,X,X,O,X,X,X,O,X,X,X
SOLTJZI,O,O,X,O,X,X,X,O,X,X,X
SOLTZIJ,O,O,X,X,X,X,X,O,O,X,O
SOLTZJI,O,O,X,X,X,X,O,O,O,O,X
SOLITJZ,X,O,X,X,X,X,X,O,X,X,X
SOLITZJ,O,O,X,X,X,X,X,O,O,X,O
SOLIJTZ,X,X,X,X,X,O,X,O,X,X,X
SOLIJZT,X,X,X,X,X,X,X,X,O,X,O
SOLIZTJ,O,O,O,X,X,X,X,O,O,X,O
SOLIZJT,X,X,O,X,X,X,O,X,O,O,O
SOLJTIZ,X,X,X,O,X,O,X,O,X,X,X
SOLJTZI,X,X,X,O,X,X,X,O,X,X,X
SOLJITZ,X,X,X,O,X,O,X,O,X,X,X
SOLJIZT,X,X,X,X,X,X,X,X,O,X,O
SOLJZTI,X,X,X,X,X,X,X,X,O,O,X
SOLJZIT,X,X,X,X,X,X,X,X,O,O,O
SOLZTIJ,O,O,O,X,X,X,X,O,O,X,O
SOLZTJI,O,O,X,X,X,X,O,O,O,O,X
SOLZITJ,O,O,O,X,X,X,X,O,O,X,O
SOLZIJT,X,X,O,X,X,X,O,X,O,O,O
SOLZJTI,X,X,X,X,X,X,O,X,O,O,X
SOLZJIT,X,X,O,X,X,X,O,X,O,O,O
SOJTILZ,X,X,X,O,X,O,X,X,X,X,X
SOJTIZL,X,X,X,O,X,X,X,X,X,X,X
SOJTLIZ,X,X,X,O,X,O,X,X,X,X,X
SOJTLZI,X,X,X,O,X,X,X,X,X,X,X
SOJTZIL,X,X,X,O,X,X,O,X,X,X,X
SOJTZLI,X,X,X,O,X,X,O,X,X,X,X
SOJITLZ,X,X,X,O,X,O,X,X,X,X,X
SOJITZL,X,X,X,O,X,X,X,X,X,X,X
SOJILTZ,X,X,X,O,X,O,X,O,X,X,X
SOJILZT,X,X,X,X,X,X,X,X,O,X,O
SOJIZTL,X,X,X,O,O,X,O,X,X,X,X
SOJIZLT,X,X,O,X,X,X,O,X,X,X,O
SOJLTIZ,X,X,X,O,X,O,X,O,X,X,X
SOJLTZI,X,X,X,O,X,X,X,O,X,X,X
SOJLITZ,X,X,X,O,X,O,X,O,X,X,X
SOJLIZT,X,X,X,X,X,X,X,X,O,X,O
SOJLZTI,X,X,X,X,X,X,X,X,O,O,X
SOJLZIT,X,X,X,X,X,X,X,X,O,O,O
SOJZTIL,X,X,X,O,O,X,O,X,X,X,X
SOJZTLI,X,X,X,O,O,X,O,X,O,O,X
SOJZITL,X,X,X,O,O,X,O,X,X,X,X
SOJZILT,X,X,O,X,X,X,O,X,X,O,O
SOJZLTI,X,X,X,X,X,X,O,X,O,O,X
SOJZLIT,X,X,O,X,X,X,O,X,O,O,O
SOZTILJ,O,O,O,X,X,X,X,X,O,X,O
SOZTIJL,O,X,X,X,X,X,O,X,X,X,X
SOZTLIJ,O,O,O,X,X,X,X,X,O,X,O
