sequence,v115@IhB8HeB8FeD8CeD8JeOEJvhFlgBRiBcoBXmBTnBSwB,v115@IhB8HeB8FeD8CeD8JeOEJvhFxgBXiBTjB1sBCrBUrB,v115@IhB8HeB8FeD8CeD8JeOEJvhFlgBSnBTjB8qBRsB3rB,v115@IhB8HeB8FeD8CeD8JeOEJvhF0gBxiBFnBXoBCrBTrB,v115@IhB8HeB8FeD8CeD8JeOEJvhF0gBxiBFnBXoB6rBzqB,v115@IhB8HeB8FeD8CeD8JeOEJvhFxgBTjBCmBXnB0nBVwB
ZSTILJO,X,X,O,O,O,X
ZSTILOJ,X,X,O,O,X,X
ZSTIJLO,O,X,O,O,O,X
ZSTIJOL,O,X,O,O,O,X
ZSTIOLJ,X,X,O,X,O,X
ZSTIOJL,X,X,O,O,O,X
ZSTLIJO,O,X,X,O,O,O
ZSTLIOJ,X,X,X,O,X,O
ZSTLJIO,O,X,X,O,O,O
ZSTLJOI,O,X,X,O,O,O
ZSTLOIJ,O,X,X,O,X,O
ZSTLOJI,O,X,X,O,X,O
ZSTJILO,O,X,O,O,O,X
ZSTJIOL,O,X,O,O,O,X
ZSTJLIO,O,X,X,O,O,O
ZSTJLOI,O,X,X,O,O,O
ZSTJOIL,O,X,O,O,O,X
ZSTJOLI,X,X,X,O,O,O
ZSTOILJ,X,X,O,X,O,X
ZSTOIJL,O,X,O,O,O,X
ZSTOLIJ,X,X,X,X,O,O
ZSTOLJI,X,X,X,X,O,O
ZSTOJIL,O,X,O,O,O,X
ZSTOJLI,X,X,X,O,O,O
ZSITLJO,X,X,O,O,O,X
ZSITLOJ,X,X,O,O,X,X
ZSITJLO,O,X,O,O,O,X
ZSITJOL,O,X,O,O,O,X
ZSITOLJ,X,X,O,X,O,X
ZSITOJL,X,X,O,O,O,X
ZSILTJO,O,X,O,O,X,X
ZSILTOJ,O,X,O,O,X,X
ZSILJTO,O,X,O,O,X,X
ZSILJOT,O,X,O,X,X,X
ZSILOTJ,O,X,O,X,X,X
ZSILOJT,O,X,O,X,X,X
ZSIJTLO,O,X,O,O,O,X
ZSIJTOL,O,X,O,O,O,X
ZSIJLTO,O,X,O,O,X,X
ZSIJLOT,O,X,O,X,X,X
ZSIJOTL,O,X,O,X,O,X
ZSIJOLT,O,X,O,X,X,X
ZSIOTLJ,X,X,O,X,O,X
ZSIOTJL,O,X,O,X,O,X
ZSIOLTJ,O,X,O,X,X,X
ZSIOLJT,O,X,O,X,X,X
ZSIOJTL,O,X,O,X,O,X
ZSIOJLT,O,X,O,X,X,X
ZSLTIJO,O,X,X,O,O,X
ZSLTIOJ,O,X,X,O,X,X
ZSLTJIO,O,X,X,O,O,X
ZSLTJOI,O,X,X,O,O,X
ZSLTOIJ,O,X,X,O,X,X
ZSLTOJI,O,X,X,O,X,X
ZSLITJO,O,X,X,O,X,X
ZSLITOJ,O,X,X,O,X,X
ZSLIJTO,O,X,X,O,X,X
ZSLIJOT,O,X,X,X,X,X
ZSLIOTJ,O,X,X,X,X,X
ZSLIOJT,O,X,X,X,X,X
ZSLJTIO,O,X,X,O,O,X
ZSLJTOI,O,X,X,O,O,X
ZSLJITO,O,X,X,O,X,X
ZSLJIOT,O,X,X,X,X,X
ZSLJOTI,O,X,X,O,X,X
ZSLJOIT,O,X,X,X,X,X
ZSLOTIJ,O,X,X,O,X,X
ZSLOTJI,O,X,X,O,X,X
ZSLOITJ,O,X,X,X,X,X
ZSLOIJT,O,X,X,X,X,X
ZSLOJTI,O,X,X,O,X,X
ZSLOJIT,O,X,X,X,X,X
ZSJTILO,O,X,O,O,O,X
ZSJTIOL,O,X,O,O,O,X
ZSJTLIO,O,X,X,O,O,O
ZSJTLOI,O,X,X,O,O,O
ZSJTOIL,O,X,O,O,O,X
ZSJTOLI,X,X,X,O,O,O
ZSJITLO,O,X,O,O,O,X
ZSJITOL,O,X,O,O,O,X
ZSJILTO,O,X,O,O,X,X
ZSJILOT,O,X,O,X,X,X
ZSJIOTL,O,X,O,X,O,X
ZSJIOLT,O,X,O,X,X,X
ZSJLTIO,O,X,X,O,O,X
ZSJLTOI,O,X,X,O,O,X
ZSJLITO,O,X,X,O,X,X
ZSJLIOT,O,X,X,X,X,X
ZSJLOTI,O,X,X,O,X,X
ZSJLOIT,O,X,X,X,X,X
ZSJOTIL,O,X,O,O,O,X
ZSJOTLI,X,X,X,O,O,O
ZSJOITL,O,X,O,X,O,X
ZSJOILT,O,X,O,X,X,X
ZSJOLTI,O,X,X,O,O,X
ZSJOLIT,O,X,X,X,X,X
ZSOTILJ,X,X,O,X,O,X
ZSOTIJL,O,X,O,O,O,X
ZSOTLIJ,X,X,X,X,O,O
ZSOTLJI,X,X,X,X,O,O
ZSOTJIL,O,X,O,O,O,X
ZSOTJLI,X,X,X,O,O,O
ZSOITLJ,X,X,O,X,O,X
ZSOITJL,O,X,O,X,O,X
ZSOILTJ,O,X,O,X,X,X
ZSOILJT,O,X,O,X,X,X
ZSOIJTL,O,X,O,X,O,X
ZSOIJLT,O,X,O,X,X,X
ZSOLTIJ,O,X,X,O,O,X
ZSOLTJI,O,X,X,O,O,X
ZSOLITJ,O,X,X,X,X,X
ZSOLIJT,O,X,X,X,X,X
ZSOLJTI,O,X,X,O,O,X
ZSOLJIT,O,X,X,X,X,X
ZSOJTIL,O,X,O,O,O,X
ZSOJTLI,X,X,X,O,O,O
ZSOJITL,O,X,O,X,O,X
ZSOJILT,O,X,O,X,X,X
ZSOJLTI,O,X,X,O,O,X
ZSOJLIT,O,X,X,X,X,X
ZOTILJS,O,O,O,X,X,X
ZOTILSJ,O,O,O,X,X,X
ZOTIJLS,O,O,O,X,X,X
ZOTIJSL,O,O,O,X,O,X
ZOTISLJ,X,X,O,X,O,X
ZOTISJL,O,O,O,X,O,X
ZOTLIJS,O,O,O,X,X,O
ZOTLISJ,O,O,O,X,X,O
ZOTLJIS,O,O,O,X,X,O
ZOTLJSI,O,O,X,X,O,O
ZOTLSIJ,O,O,X,X,O,O
ZOTLSJI,O,O,X,X,O,O
ZOTJILS,O,O,O,X,X,X
ZOTJISL,O,O,O,X,O,X
ZOTJLIS,O,O,O,X,X,O
ZOTJLSI,O,O,X,X,O,O
ZOTJSIL,O,O,O,O,O,X
ZOTJSLI,X,O,X,O,O,O
ZOTSILJ,X,X,O,X,O,X
ZOTSIJL,O,O,O,O,O,X
ZOTSLIJ,X,O,X,X,O,O
ZOTSLJI,X,O,X,X,O,O
ZOTSJIL,O,O,O,O,O,X
ZOTSJLI,X,O,X,O,O,O
ZOITLJS,O,O,O,X,X,X
ZOITLSJ,O,O,O,X,X,X
ZOITJLS,O,O,O,X,X,X
ZOITJSL,O,O,O,X,O,X
ZOITSLJ,X,X,O,X,O,X
ZOITSJL,O,O,O,X,O,X
ZOILTJS,O,X,O,X,X,X
ZOILTSJ,O,X,O,X,X,X
ZOILJTS,O,X,O,X,X,X
ZOILJST,O,X,O,X,X,X
ZOILSTJ,O,X,O,X,X,X
ZOILSJT,O,X,O,X,X,X
ZOIJTLS,O,O,O,X,X,X
ZOIJTSL,O,O,O,X,O,X
ZOIJLTS,O,X,O,X,X,X
ZOIJLST,O,X,O,X,X,X
ZOIJSTL,O,X,O,X,O,X
ZOIJSLT,O,X,O,X,X,X
ZOISTLJ,X,X,O,X,O,X
ZOISTJL,O,X,O,X,O,X
ZOISLTJ,O,X,O,X,X,X
ZOISLJT,O,X,O,X,X,X
ZOISJTL,O,X,O,X,O,X
ZOISJLT,O,X,O,X,X,X
ZOLTIJS,O,X,O,X,X,X
ZOLTISJ,O,X,O,X,X,X
ZOLTJIS,O,X,O,X,X,X
ZOLTJSI,O,X,X,O,O,X
ZOLTSIJ,O,X,X,O,O,X
ZOLTSJI,O,X,X,O,O,X
ZOLITJS,O,X,O,X,X,X
ZOLITSJ,O,X,O,X,X,X
ZOLIJTS,O,X,O,X,X,X
ZOLIJST,O,X,O,X,X,X
ZOLISTJ,O,X,O,X,X,X
ZOLISJT,O,X,O,X,X,X
ZOLJTIS,O,X,O,X,X,X
ZOLJTSI,O,X,X,O,O,X
ZOLJITS,O,X,O,X,X,X
ZOLJIST,O,X,O,X,X,X
ZOLJSTI,O,X,X,O,O,X
ZOLJSIT,O,X,X,X,X,X
ZOLSTIJ,O,X,X,O,O,X
ZOLSTJI,O,X,X,O,O,X
ZOLSITJ,O,X,X,X,X,X
ZOLSIJT,O,X,X,X,X,X
ZOLSJTI,O,X,X,O,O,X
ZOLSJIT,O,X,X,X,X,X
ZOJTILS,O,O,O,X,X,X
ZOJTISL,O,O,O,X,O,X
ZOJTLIS,O,O,O,X,X,O
ZOJTLSI,O,O,X,X,O,O
ZOJTSIL,O,O,O,O,O,X
ZOJTSLI,X,O,X,O,O,O
ZOJITLS,O,O,O,X,X,X
ZOJITSL,O,O,O,X,O,X
ZOJILTS,O,X,O,X,X,X
ZOJILST,O,X,O,X,X,X
ZOJISTL,O,X,O,X,O,X
ZOJISLT,O,X,O,X,X,X
ZOJLTIS,O,X,O,X,X,X
ZOJLTSI,O,X,X,O,O,X
ZOJLITS,O,X,O,X,X,X
ZOJLIST,O,X,O,X,X,X
ZOJLSTI,O,X,X,O,O,X
ZOJLSIT,O,X,X,X,X,X
ZOJSTIL,O,X,O,O,O,X
ZOJSTLI,X,X,X,O,O,O
ZOJSITL,O,X,O,X,O,X
ZOJSILT,O,X,O,X,X,X
ZOJSLTI,O,X,X,O,O,X
ZOJSLIT,O,X,X,X,X,X
ZOSTILJ,X,X,O,X,O,X
ZOSTIJL,O,X,O,O,O,X
ZOSTLIJ,X,X,X,X,O,O
ZOSTLJI,X,X,X,X,O,O
ZOSTJIL,O,X,O,O,O,X
ZOSTJLI,X,X,X,O,O,O
ZOSITLJ,X,X,O,X,O,X
ZOSITJL,O,X,O,X,O,X
ZOSILTJ,O,X,O,X,X,X
ZOSILJT,O,X,O,X,X,X
ZOSIJTL,O,X,O,X,O,X
ZOSIJLT,O,X,O,X,X,X
ZOSLTIJ,O,X,X,O,O,X
ZOSLTJI,O,X,X,O,O,X
ZOSLITJ,O,X,X,X,X,X
ZOSLIJT,O,X,X,X,X,X
ZOSLJTI,O,X,X,O,O,X
ZOSLJIT,O,X,X,X,X,X
ZOSJTIL,O,X,O,O,O,X
ZOSJTLI,X,X,X,O,O,O
ZOSJITL,O,X,O,X,O,X
ZOSJILT,O,X,O,X,X,X
ZOSJLTI,O,X,X,O,O,X
ZOSJLIT,O,X,X,X,X,X
OTILJSZ,X,O,X,X,X,O
OTILJZS,X,O,O,X,X,O
OTILSJZ,X,O,X,X,X,O
OTILSZJ,X,O,X,X,X,O
OTILZJS,X,O,O,X,X,O
OTILZSJ,X,O,O,X,X,O
OTIJLSZ,X,O,X,X,X,O
OTIJLZS,X,O,O,X,X,O
OTIJSLZ,X,O,X,X,O,O
OTIJSZL,X,O,X,X,O,X
OTIJZLS,O,O,O,X,X,X
OTIJZSL,O,O,O,X,O,X
OTISLJZ,X,O,X,X,O,O
OTISLZJ,X,O,X,X,O,O
OTISJLZ,X,O,X,X,O,O
OTISJZL,X,O,X,X,O,X
OTISZLJ,X,X,X,X,O,X
OTISZJL,X,O,X,X,O,X
OTIZLJS,O,O,O,X,X,X
OTIZLSJ,X,O,O,X,X,X
OTIZJLS,O,O,O,X,X,X
OTIZJSL,O,O,O,X,O,X
OTIZSLJ,X,X,O,X,O,X
OTIZSJL,O,O,O,X,O,X
OTLIJSZ,X,O,X,X,X,O
OTLIJZS,O,O,X,X,X,O
OTLISJZ,X,O,X,X,X,O
OTLISZJ,X,O,X,X,X,O
OTLIZJS,O,O,X,X,X,O
OTLIZSJ,O,O,X,X,X,O
OTLJISZ,X,O,X,X,X,O
OTLJIZS,O,O,X,X,X,O
OTLJSIZ,O,O,X,O,O,O
OTLJSZI,O,O,X,O,O,O
OTLJZIS,O,O,O,X,X,O
OTLJZSI,O,O,X,O,O,O
OTLSIJZ,O,O,X,O,O,O
OTLSIZJ,O,O,X,O,O,O
OTLSJIZ,O,O,X,O,O,O
OTLSJZI,O,O,X,O,O,O
OTLSZIJ,O,O,X,O,O,O
OTLSZJI,O,O,X,O,O,O
OTLZIJS,O,O,O,X,X,O
OTLZISJ,O,O,O,X,X,O
OTLZJIS,O,O,O,X,X,O
OTLZJSI,O,O,X,O,O,O
OTLZSIJ,O,O,X,O,O,O
OTLZSJI,O,O,X,O,O,O
OTJILSZ,X,O,X,X,X,O
OTJILZS,X,O,O,X,X,O
OTJISLZ,X,O,X,X,O,O
OTJISZL,X,O,X,X,O,X
OTJIZLS,O,O,O,X,X,X
OTJIZSL,O,O,O,X,O,X
OTJLISZ,X,O,X,X,X,O
OTJLIZS,O,O,X,X,X,O
OTJLSIZ,O,O,X,O,O,O
OTJLSZI,O,O,X,O,O,O
OTJLZIS,O,O,O,X,X,O
OTJLZSI,O,O,X,O,O,O
OTJSILZ,X,O,X,O,O,O
OTJSIZL,X,O,X,O,O,X
OTJSLIZ,X,O,X,O,O,O
OTJSLZI,X,O,X,O,O,O
OTJSZIL,O,O,O,O,O,X
OTJSZLI,X,O,X,O,O,O
OTJZILS,O,O,O,X,X,X
OTJZISL,O,O,O,X,O,X
OTJZLIS,O,O,O,X,X,O
OTJZLSI,O,O,X,X,O,O
OTJZSIL,O,O,O,O,O,X
OTJZSLI,X,O,X,O,O,O
OTSILJZ,X,O,X,O,O,O
OTSILZJ,X,O,X,O,O,O
OTSIJLZ,X,O,X,O,O,O
OTSIJZL,X,O,X,O,O,X
OTSIZLJ,X,X,X,X,O,X
OTSIZJL,X,O,X,O,O,X
OTSLIJZ,X,O,X,O,O,O
OTSLIZJ,X,O,X,O,O,O
OTSLJIZ,X,O,X,O,O,O
OTSLJZI,X,O,X,O,O,O
OTSLZIJ,X,O,X,O,O,O
OTSLZJI,X,O,X,O,O,O
OTSJILZ,X,O,X,O,O,O
OTSJIZL,X,O,X,O,O,X
OTSJLIZ,X,O,X,O,O,O
OTSJLZI,X,O,X,O,O,O
OTSJZIL,O,O,O,O,O,X
OTSJZLI,X,O,X,O,O,O
OTSZILJ,X,X,O,X,O,X
OTSZIJL,O,O,O,O,O,X
OTSZLIJ,X,O,X,X,O,O
OTSZLJI,X,O,X,X,O,O
OTSZJIL,O,O,O,O,O,X
OTSZJLI,X,O,X,O,O,O
OTZILJS,O,O,O,X,X,X
OTZILSJ,O,O,O,X,X,X
OTZIJLS,O,O,O,X,X,X
OTZIJSL,O,O,O,X,O,X
OTZISLJ,X,X,O,X,O,X
OTZISJL,O,O,O,X,O,X
OTZLIJS,O,O,O,X,X,O
OTZLISJ,O,O,O,X,X,O
OTZLJIS,O,O,O,X,X,O
OTZLJSI,O,O,X,X,O,O
OTZLSIJ,O,O,X,X,O,O
OTZLSJI,O,O,X,X,O,O
OTZJILS,O,O,O,X,X,X
OTZJISL,O,O,O,X,O,X
OTZJLIS,O,O,O,X,X,O
OTZJLSI,O,O,X,X,O,O
OTZJSIL,O,O,O,O,O,X
OTZJSLI,X,O,X,O,O,O
OTZSILJ,X,X,O,X,O,X
OTZSIJL,O,O,O,O,O,X
OTZSLIJ,X,O,X,X,O,O
OTZSLJI,X,O,X,X,O,O
OTZSJIL,O,O,O,O,O,X
OTZSJLI,X,O,X,O,O,O
OITLJSZ,X,O,X,X,X,O
OITLJZS,X,O,O,X,X,O
OITLSJZ,X,O,X,X,X,O
OITLSZJ,X,O,X,X,X,O
OITLZJS,X,O,O,X,X,O
OITLZSJ,X,O,O,X,X,O
OITJLSZ,X,O,X,X,X,O
OITJLZS,X,O,O,X,X,O
OITJSLZ,X,O,X,X,O,O
OITJSZL,X,O,X,X,O,X
OITJZLS,O,O,O,X,X,X
OITJZSL,O,O,O,X,O,X
OITSLJZ,X,O,X,X,O,O
OITSLZJ,X,O,X,X,O,O
OITSJLZ,X,O,X,X,O,O
OITSJZL,X,O,X,X,O,X
OITSZLJ,X,X,X,X,O,X
OITSZJL,X,O,X,X,O,X
OITZLJS,O,O,O,X,X,X
OITZLSJ,X,O,O,X,X,X
OITZJLS,O,O,O,X,X,X
OITZJSL,O,O,O,X,O,X
OITZSLJ,X,X,O,X,O,X
OITZSJL,O,O,O,X,O,X
OILTJSZ,X,O,X,X,X,X
OILTJZS,O,O,O,X,X,X
OILTSJZ,X,O,X,X,X,X
OILTSZJ,X,O,X,X,X,X
OILTZJS,O,O,O,X,X,X
OILTZSJ,O,O,O,X,X,X
OILJTSZ,X,O,X,X,X,X
OILJTZS,O,O,O,X,X,X
OILJSTZ,O,X,X,X,X,X
OILJSZT,O,X,O,X,X,X
OILJZTS,O,X,O,X,X,X
OILJZST,O,X,O,X,X,X
OILSTJZ,O,X,X,X,X,X
OILSTZJ,O,X,X,X,X,X
OILSJTZ,O,X,X,X,X,X
OILSJZT,O,X,O,X,X,X
OILSZTJ,O,X,O,X,X,X
OILSZJT,O,X,O,X,X,X
OILZTJS,O,X,O,X,X,X
OILZTSJ,O,X,O,X,X,X
OILZJTS,O,X,O,X,X,X
OILZJST,O,X,O,X,X,X
OILZSTJ,O,X,O,X,X,X
OILZSJT,O,X,O,X,X,X
OIJTLSZ,X,O,X,X,X,O
OIJTLZS,X,O,O,X,X,O
OIJTSLZ,X,O,X,X,O,O
OIJTSZL,X,O,X,X,O,X
OIJTZLS,O,O,O,X,X,X
OIJTZSL,O,O,O,X,O,X
OIJLTSZ,X,O,X,X,X,X
OIJLTZS,O,O,O,X,X,X
OIJLSTZ,O,X,X,X,X,X
OIJLSZT,O,X,O,X,X,X
OIJLZTS,O,X,O,X,X,X
OIJLZST,O,X,O,X,X,X
OIJSTLZ,X,O,X,X,O,O
OIJSTZL,X,O,X,X,O,X
OIJSLTZ,X,X,X,X,O,X
OIJSLZT,X,X,O,X,X,X
OIJSZTL,X,X,O,X,O,X
OIJSZLT,X,X,O,X,X,X
OIJZTLS,O,O,O,X,X,X
OIJZTSL,O,O,O,X,O,X
OIJZLTS,O,X,O,X,X,X
OIJZLST,O,X,O,X,X,X
OIJZSTL,O,X,O,X,O,X
OIJZSLT,O,X,O,X,X,X
OISTLJZ,X,O,X,X,O,O
OISTLZJ,X,O,X,X,O,O
OISTJLZ,X,O,X,X,O,O
OISTJZL,X,O,X,X,O,X
OISTZLJ,X,X,X,X,O,X
OISTZJL,X,O,X,X,O,X
OISLTJZ,X,X,X,X,O,X
OISLTZJ,X,X,X,X,O,X
OISLJTZ,X,X,X,X,O,X
OISLJZT,X,X,O,X,X,X
OISLZTJ,X,X,O,X,X,X
OISLZJT,X,X,O,X,X,X
OISJTLZ,X,O,X,X,O,O
OISJTZL,X,O,X,X,O,X
OISJLTZ,X,X,X,X,O,X
OISJLZT,X,X,O,X,X,X
OISJZTL,X,X,O,X,O,X
OISJZLT,X,X,O,X,X,X
OISZTLJ,X,X,O,X,O,X
OISZTJL,X,X,O,X,O,X
OISZLTJ,X,X,O,X,X,X
OISZLJT,X,X,O,X,X,X
OISZJTL,X,X,O,X,O,X
OISZJLT,X,X,O,X,X,X
OIZTLJS,O,O,O,X,X,X
OIZTLSJ,O,O,O,X,X,X
OIZTJLS,O,O,O,X,X,X
OIZTJSL,O,O,O,X,O,X
OIZTSLJ,X,X,O,X,O,X
OIZTSJL,O,O,O,X,O,X
OIZLTJS,O,X,O,X,X,X
OIZLTSJ,O,X,O,X,X,X
OIZLJTS,O,X,O,X,X,X
OIZLJST,O,X,O,X,X,X
OIZLSTJ,O,X,O,X,X,X
OIZLSJT,O,X,O,X,X,X
OIZJTLS,O,O,O,X,X,X
OIZJTSL,O,O,O,X,O,X
OIZJLTS,O,X,O,X,X,X
OIZJLST,O,X,O,X,X,X
OIZJSTL,O,X,O,X,O,X
OIZJSLT,O,X,O,X,X,X
OIZSTLJ,X,X,O,X,O,X
OIZSTJL,O,X,O,X,O,X
OIZSLTJ,O,X,O,X,X,X
OIZSLJT,O,X,O,X,X,X
OIZSJTL,O,X,O,X,O,X
OIZSJLT,O,X,O,X,X,X
OLTIJSZ,X,O,X,X,X,O
OLTIJZS,O,O,X,X,X,O
OLTISJZ,X,O,X,X,X,O
OLTISZJ,X,O,X,X,X,O
OLTIZJS,O,O,X,X,X,O
OLTIZSJ,O,O,X,X,X,O
OLTJISZ,X,O,X,X,X,O
OLTJIZS,O,O,X,X,X,O
OLTJSIZ,O,O,X,O,O,O
OLTJSZI,O,O,X,O,O,O
OLTJZIS,O,O,O,X,X,O
OLTJZSI,O,O,X,O,O,O
OLTSIJZ,O,O,X,O,O,O
OLTSIZJ,O,O,X,O,O,O
OLTSJIZ,O,O,X,O,O,O
OLTSJZI,O,O,X,O,O,O
OLTSZIJ,O,O,X,O,O,O
OLTSZJI,O,O,X,O,O,O
OLTZIJS,O,O,O,X,X,O
OLTZISJ,O,O,O,X,X,O
OLTZJIS,O,O,O,X,X,O
OLTZJSI,O,O,X,O,O,O
OLTZSIJ,O,O,X,O,O,O
OLTZSJI,O,O,X,O,O,O
OLITJSZ,X,O,X,X,X,X
OLITJZS,O,O,O,X,X,X
OLITSJZ,X,O,X,X,X,X
OLITSZJ,X,O,X,X,X,X
OLITZJS,O,O,O,X,X,X
OLITZSJ,O,O,O,X,X,X
OLIJTSZ,X,O,X,X,X,X
OLIJTZS,O,O,O,X,X,X
OLIJSTZ,O,X,X,X,X,X
OLIJSZT,O,X,O,X,X,X
OLIJZTS,O,X,O,X,X,X
OLIJZST,O,X,O,X,X,X
OLISTJZ,O,X,X,X,X,X
OLISTZJ,O,X,X,X,X,X
OLISJTZ,O,X,X,X,X,X
OLISJZT,O,X,O,X,X,X
OLISZTJ,O,X,O,X,X,X
OLISZJT,O,X,O,X,X,X
OLIZTJS,O,X,O,X,X,X
OLIZTSJ,O,X,O,X,X,X
OLIZJTS,O,X,O,X,X,X
OLIZJST,O,X,O,X,X,X
OLIZSTJ,O,X,O,X,X,X
OLIZSJT,O,X,O,X,X,X
OLJTISZ,X,O,X,X,X,O
OLJTIZS,O,O,X,X,X,O
OLJTSIZ,O,O,X,O,O,O
OLJTSZI,O,O,X,O,O,O
OLJTZIS,O,O,O,X,X,O
OLJTZSI,O,O,X,O,O,O
OLJITSZ,X,O,X,X,X,X
OLJITZS,O,O,O,X,X,X
OLJISTZ,O,X,X,X,X,X
OLJISZT,O,X,O,X,X,X
OLJIZTS,O,X,O,X,X,X
OLJIZST,O,X,O,X,X,X
OLJSTIZ,O,X,X,O,O,O
OLJSTZI,O,X,X,O,O,O
OLJSITZ,O,X,X,X,O,X
OLJSIZT,O,X,X,X,X,X
OLJSZTI,O,X,X,O,O,X
OLJSZIT,O,X,X,X,X,X
OLJZTIS,O,X,O,X,X,X
OLJZTSI,O,X,X,O,O,X
OLJZITS,O,X,O,X,X,X
OLJZIST,O,X,O,X,X,X
OLJZSTI,O,X,X,O,O,X
OLJZSIT,O,X,X,X,X,X
OLSTIJZ,O,X,X,O,O,O
OLSTIZJ,O,X,X,O,O,O
OLSTJIZ,O,X,X,O,O,O
OLSTJZI,O,X,X,O,O,O
OLSTZIJ,O,X,X,O,O,O
OLSTZJI,O,X,X,O,O,O
OLSITJZ,O,X,X,X,O,X
OLSITZJ,O,X,X,X,O,X
OLSIJTZ,O,X,X,X,O,X
OLSIJZT,O,X,X,X,X,X
OLSIZTJ,O,X,X,X,X,X
OLSIZJT,O,X,X,X,X,X
OLSJTIZ,O,X,X,O,O,O
OLSJTZI,O,X,X,O,O,O
OLSJITZ,O,X,X,X,O,X
OLSJIZT,O,X,X,X,X,X
OLSJZTI,O,X,X,O,O,X
OLSJZIT,O,X,X,X,X,X
OLSZTIJ,O,X,X,O,O,X
OLSZTJI,O,X,X,O,O,X
OLSZITJ,O,X,X,X,X,X
OLSZIJT,O,X,X,X,X,X
OLSZJTI,O,X,X,O,O,X
OLSZJIT,O,X,X,X,X,X
OLZTIJS,O,X,O,X,X,X
OLZTISJ,O,X,O,X,X,X
OLZTJIS,O,X,O,X,X,X
OLZTJSI,O,X,X,O,O,X
OLZTSIJ,O,X,X,O,O,X
OLZTSJI,O,X,X,O,O,X
OLZITJS,O,X,O,X,X,X
OLZITSJ,O,X,O,X,X,X
OLZIJTS,O,X,O,X,X,X
OLZIJST,O,X,O,X,X,X
OLZISTJ,O,X,O,X,X,X
OLZISJT,O,X,O,X,X,X
OLZJTIS,O,X,O,X,X,X
OLZJTSI,O,X,X,O,O,X
OLZJITS,O,X,O,X,X,X
OLZJIST,O,X,O,X,X,X
OLZJSTI,O,X,X,O,O,X
OLZJSIT,O,X,X,X,X,X
OLZSTIJ,O,X,X,O,O,X
OLZSTJI,O,X,X,O,O,X
OLZSITJ,O,X,X,X,X,X
OLZSIJT,O,X,X,X,X,X
OLZSJTI,O,X,X,O,O,X
OLZSJIT,O,X,X,X,X,X
OJTILSZ,X,O,X,X,X,O
OJTILZS,X,O,O,X,X,O
OJTISLZ,X,O,X,X,O,O
OJTISZL,X,O,X,X,O,X
OJTIZLS,O,O,O,X,X,X
OJTIZSL,O,O,O,X,O,X
OJTLISZ,X,O,X,X,X,O
OJTLIZS,O,O,X,X,X,O
OJTLSIZ,O,O,X,O,O,O
OJTLSZI,O,O,X,O,O,O
OJTLZIS,O,O,O,X,X,O
OJTLZSI,O,O,X,O,O,O
OJTSILZ,X,O,X,O,O,O
OJTSIZL,X,O,X,O,O,X
OJTSLIZ,X,O,X,O,O,O
OJTSLZI,X,O,X,O,O,O
OJTSZIL,O,O,O,O,O,X
OJTSZLI,X,O,X,O,O,O
OJTZILS,O,O,O,X,X,X
OJTZISL,O,O,O,X,O,X
OJTZLIS,O,O,O,X,X,O
OJTZLSI,O,O,X,X,O,O
OJTZSIL,O,O,O,O,O,X
OJTZSLI,X,O,X,O,O,O
OJITLSZ,X,O,X,X,X,O
OJITLZS,X,O,O,X,X,O
OJITSLZ,X,O,X,X,O,O
OJITSZL,X,O,X,X,O,X
OJITZLS,O,O,O,X,X,X
OJITZSL,O,O,O,X,O,X
OJILTSZ,X,O,X,X,X,X
OJILTZS,O,O,O,X,X,X
OJILSTZ,O,X,X,X,X,X
OJILSZT,O,X,O,X,X,X
OJILZTS,O,X,O,X,X,X
OJILZST,O,X,O,X,X,X
OJISTLZ,X,O,X,X,O,O
OJISTZL,X,O,X,X,O,X
OJISLTZ,X,X,X,X,O,X
OJISLZT,X,X,O,X,X,X
OJISZTL,X,X,O,X,O,X
OJISZLT,X,X,O,X,X,X
OJIZTLS,O,O,O,X,X,X
OJIZTSL,O,O,O,X,O,X
OJIZLTS,O,X,O,X,X,X
OJIZLST,O,X,O,X,X,X
OJIZSTL,O,X,O,X,O,X
OJIZSLT,O,X,O,X,X,X
OJLTISZ,X,O,X,X,X,O
OJLTIZS,O,O,X,X,X,O
OJLTSIZ,O,O,X,O,O,O
OJLTSZI,O,O,X,O,O,O
OJLTZIS,O,O,O,X,X,O
OJLTZSI,O,O,X,O,O,O
OJLITSZ,X,O,X,X,X,X
OJLITZS,O,O,O,X,X,X
OJLISTZ,O,X,X,X,X,X
OJLISZT,O,X,O,X,X,X
OJLIZTS,O,X,O,X,X,X
OJLIZST,O,X,O,X,X,X
OJLSTIZ,O,X,X,O,O,O
OJLSTZI,O,X,X,O,O,O
OJLSITZ,O,X,X,X,O,X
OJLSIZT,O,X,X,X,X,X
OJLSZTI,O,X,X,O,O,X
OJLSZIT,O,X,X,X,X,X
OJLZTIS,O,X,O,X,X,X
OJLZTSI,O,X,X,O,O,X
OJLZITS,O,X,O,X,X,X
OJLZIST,O,X,O,X,X,X
OJLZSTI,O,X,X,O,O,X
OJLZSIT,O,X,X,X,X,X
OJSTILZ,X,O,X,O,O,O
OJSTIZL,X,O,X,O,O,X
OJSTLIZ,X,O,X,O,O,O
OJSTLZI,X,O,X,O,O,O
OJSTZIL,O,O,O,O,O,X
