sequence,v115@/gB8HeC8GeC8EeA8BeB8CeA8KeT/IvhFlhB3iB5oBy?sB0pBWxB,v115@/gB8HeC8GeC8EeA8BeB8CeA8KeOEJvhFlhB3iB5oBq?pB8sBzrB,v115@/gB8HeC8GeC8EeA8BeB8CeA8KeOEJvhFlhBziB5oBq?pB8rB3sB,v115@/gB8HeC8GeC8EeA8BeB8CeA8KelBJvhF3iB5oBTkBy?sBWxB0pB,v115@/gB8HeC8GeC8EeA8BeB8CeA8KexBJvhFTkBFnBXoB6?tBWxB0pB,v115@/gB8HeC8GeC8EeA8BeB8CeA8KeT/IvhFlhBeoB5oBX?nB0pBSxB,v115@/gB8HeC8GeC8EeA8BeB8CeA8KemCJvhF5oBTkBFnB6?rB3sB0pB
ZOJLITS,O,O,X,O,X,X,X
ZOJLIST,O,O,X,O,X,O,X
ZOJLSTI,O,O,X,O,X,O,X
ZOJLSIT,O,O,X,O,X,O,X
ZOJSTIL,O,O,X,X,O,O,X
ZOJSTLI,O,O,X,X,O,O,X
ZOJSITL,O,O,X,X,X,O,X
ZOJSILT,O,O,X,X,X,O,X
ZOJSLTI,O,O,X,X,X,O,X
ZOJSLIT,O,O,X,X,X,O,X
ZOSTILJ,O,O,X,X,X,X,X
ZOSTIJL,O,O,X,X,X,X,O
ZOSTLIJ,O,O,X,X,X,X,X
ZOSTLJI,O,O,X,X,O,X,X
ZOSTJIL,O,O,X,X,O,X,O
ZOSTJLI,O,O,X,X,O,X,X
ZOSITLJ,O,O,X,X,X,X,X
ZOSITJL,O,O,X,X,X,X,O
ZOSILTJ,O,O,X,X,X,X,X
ZOSILJT,O,O,X,X,X,X,X
ZOSIJTL,O,O,X,X,X,O,X
ZOSIJLT,O,O,X,X,X,O,X
ZOSLTIJ,O,O,X,X,X,X,X
ZOSLTJI,O,O,X,X,X,X,X
ZOSLITJ,O,O,X,X,X,X,X
ZOSLIJT,O,O,X,X,X,X,X
ZOSLJTI,O,O,X,X,X,X,X
ZOSLJIT,O,O,X,X,X,X,X
ZOSJTIL,O,O,X,X,O,O,X
ZOSJTLI,O,O,X,X,O,O,X
ZOSJITL,O,O,X,X,X,O,X
ZOSJILT,O,O,X,X,X,O,X
ZOSJLTI,O,O,X,X,X,O,X
ZOSJLIT,O,O,X,X,X,O,X
OTILJSZ,X,O,X,O,X,X,X
OTILJZS,X,O,O,O,X,X,X
OTILSJZ,X,O,X,X,X,X,X
OTILSZJ,O,O,X,X,X,X,X
OTILZJS,O,O,O,X,X,X,X
OTILZSJ,O,O,O,X,X,X,X
OTIJLSZ,O,O,X,O,O,X,X
OTIJLZS,O,O,X,O,X,X,X
OTIJSLZ,X,X,X,O,O,X,X
OTIJSZL,X,X,X,X,O,X,X
OTIJZLS,O,O,X,O,X,X,X
OTIJZSL,O,O,X,X,O,X,X
OTISLJZ,X,O,X,X,X,X,O
OTISLZJ,X,O,X,X,X,X,X
OTISJLZ,X,X,X,O,X,X,O
OTISJZL,X,X,X,X,X,X,O
OTISZLJ,X,O,X,X,X,X,X
OTISZJL,X,O,X,X,X,X,O
OTIZLJS,O,O,O,X,X,X,X
OTIZLSJ,O,O,O,X,X,X,X
OTIZJLS,O,O,X,O,X,X,X
OTIZJSL,O,O,X,X,X,X,X
OTIZSLJ,O,O,O,X,X,X,X
OTIZSJL,O,O,O,X,X,X,X
OTLIJSZ,X,O,X,O,X,X,X
OTLIJZS,X,O,O,O,X,X,X
OTLISJZ,X,O,X,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X
OTLIZJS,O,O,O,X,X,X,X
OTLIZSJ,O,O,O,X,X,X,X
OTLJISZ,X,O,X,O,X,X,X
OTLJIZS,X,O,O,O,X,X,X
OTLJSIZ,X,O,X,O,X,X,X
OTLJSZI,X,O,X,O,X,X,X
OTLJZIS,X,O,O,O,X,X,X
OTLJZSI,X,O,X,O,X,X,X
OTLSIJZ,X,O,X,X,X,X,X
OTLSIZJ,O,O,X,X,X,X,X
OTLSJIZ,X,O,X,X,X,X,X
OTLSJZI,X,O,X,X,X,X,X
OTLSZIJ,O,O,X,X,X,X,X
OTLSZJI,O,O,X,X,X,X,X
OTLZIJS,O,O,O,X,X,X,X
OTLZISJ,O,O,O,X,X,X,X
OTLZJIS,O,O,O,X,X,X,X
OTLZJSI,O,O,X,X,X,X,X
OTLZSIJ,O,O,X,X,X,X,X
OTLZSJI,O,O,X,X,X,X,X
OTJILSZ,O,O,X,O,O,X,X
OTJILZS,O,O,X,O,X,X,X
OTJISLZ,X,X,X,O,O,X,X
OTJISZL,X,X,X,X,O,X,X
OTJIZLS,O,O,X,O,X,X,X
OTJIZSL,O,O,X,X,O,X,X
OTJLISZ,O,O,X,O,O,X,X
OTJLIZS,O,O,X,O,X,X,X
OTJLSIZ,O,O,X,O,O,X,X
OTJLSZI,O,O,X,O,O,X,X
OTJLZIS,O,O,X,O,X,X,X
OTJLZSI,O,O,X,O,X,X,X
OTJSILZ,X,X,X,O,O,X,X
OTJSIZL,X,X,X,X,O,X,X
OTJSLIZ,X,X,X,O,O,X,X
OTJSLZI,X,X,X,O,O,X,X
OTJSZIL,X,X,X,X,O,X,X
OTJSZLI,X,X,X,X,O,X,X
OTJZILS,O,O,X,O,X,X,X
OTJZISL,O,O,X,X,O,X,X
OTJZLIS,O,O,X,O,X,X,X
OTJZLSI,O,O,X,O,X,X,X
OTJZSIL,O,O,X,X,O,X,X
OTJZSLI,O,O,X,X,O,X,X
OTSILJZ,X,O,X,X,O,X,O
OTSILZJ,X,O,X,X,X,X,X
OTSIJLZ,X,X,X,O,O,X,O
OTSIJZL,X,X,X,X,O,X,O
OTSIZLJ,X,O,X,X,X,X,X
OTSIZJL,X,O,X,X,X,X,O
OTSLIJZ,X,O,X,X,O,X,O
OTSLIZJ,X,O,X,X,X,X,X
OTSLJIZ,X,O,X,X,O,X,O
OTSLJZI,X,O,X,X,O,X,X
OTSLZIJ,X,O,X,X,X,X,X
OTSLZJI,X,O,X,X,O,X,X
OTSJILZ,X,X,X,O,O,X,O
OTSJIZL,X,X,X,X,O,X,O
OTSJLIZ,X,X,X,O,O,X,O
OTSJLZI,X,X,X,O,O,X,X
OTSJZIL,X,X,X,X,O,X,O
OTSJZLI,X,X,X,X,O,X,X
OTSZILJ,X,O,X,X,X,X,X
OTSZIJL,X,O,X,X,X,X,O
OTSZLIJ,X,O,X,X,X,X,X
OTSZLJI,X,O,X,X,O,X,X
OTSZJIL,X,O,X,X,O,X,O
OTSZJLI,X,O,X,X,O,X,X
OTZILJS,O,O,O,X,X,X,X
OTZILSJ,O,O,O,X,X,X,X
OTZIJLS,O,O,X,O,X,X,X
OTZIJSL,O,O,X,X,X,X,X
OTZISLJ,O,O,O,X,X,X,X
OTZISJL,O,O,O,X,X,X,X
OTZLIJS,O,O,O,X,X,X,X
OTZLISJ,O,O,O,X,X,X,X
OTZLJIS,O,O,O,X,X,X,X
OTZLJSI,O,O,X,X,X,X,X
OTZLSIJ,O,O,X,X,X,X,X
OTZLSJI,O,O,X,X,X,X,X
OTZJILS,O,O,X,O,X,X,X
OTZJISL,O,O,X,X,X,X,X
OTZJLIS,O,O,X,O,X,X,X
OTZJLSI,O,O,X,O,X,X,X
OTZJSIL,O,O,X,X,X,X,X
OTZJSLI,O,O,X,X,X,X,X
OTZSILJ,O,O,X,X,X,X,X
OTZSIJL,O,O,X,X,X,X,X
OTZSLIJ,O,O,X,X,X,X,X
OTZSLJI,O,O,X,X,X,X,X
OTZSJIL,O,O,X,X,X,X,X
OTZSJLI,O,O,X,X,X,X,X
OITLJSZ,X,O,X,O,X,X,X
OITLJZS,X,O,O,O,X,X,X
OITLSJZ,X,O,X,X,X,X,X
OITLSZJ,O,O,X,X,X,X,X
OITLZJS,O,O,O,X,X,X,X
OITLZSJ,O,O,O,X,X,X,X
OITJLSZ,O,O,X,O,O,X,X
OITJLZS,O,O,X,O,X,X,X
OITJSLZ,X,X,X,O,O,X,X
OITJSZL,X,X,X,X,O,X,X
OITJZLS,O,O,X,O,X,X,X
OITJZSL,O,O,X,X,O,X,X
OITSLJZ,X,O,X,X,X,X,O
OITSLZJ,X,O,X,X,X,X,X
OITSJLZ,X,X,X,O,X,X,O
OITSJZL,X,X,X,X,X,X,O
OITSZLJ,X,O,X,X,X,X,X
OITSZJL,X,O,X,X,X,X,O
OITZLJS,O,O,O,X,X,X,X
OITZLSJ,O,O,O,X,X,X,X
OITZJLS,O,O,X,O,X,X,X
OITZJSL,O,O,X,X,X,X,X
OITZSLJ,O,O,O,X,X,X,X
OITZSJL,O,O,O,X,X,X,X
OILTJSZ,X,O,X,O,X,X,X
OILTJZS,X,O,O,O,X,X,X
OILTSJZ,X,O,X,X,X,X,X
OILTSZJ,O,O,X,X,X,X,X
OILTZJS,O,O,O,X,X,X,X
OILTZSJ,O,O,O,X,X,X,X
OILJTSZ,O,O,X,O,O,X,X
OILJTZS,O,O,O,O,X,X,X
OILJSTZ,O,O,O,O,X,X,X
OILJSZT,O,O,O,O,X,X,X
OILJZTS,O,O,O,O,X,X,X
OILJZST,O,O,O,O,X,X,X
OILSTJZ,X,O,O,X,X,X,O
OILSTZJ,O,O,O,X,X,X,X
OILSJTZ,X,O,O,O,X,X,X
OILSJZT,X,O,O,O,X,X,X
OILSZTJ,O,O,O,X,X,X,X
OILSZJT,O,O,O,X,X,X,X
OILZTJS,O,O,O,X,X,X,X
OILZTSJ,O,O,O,X,X,X,X
OILZJTS,O,O,O,O,X,X,X
OILZJST,O,O,O,O,X,X,X
OILZSTJ,O,O,O,X,X,X,X
OILZSJT,O,O,O,X,X,X,X
OIJTLSZ,O,O,X,O,O,X,X
OIJTLZS,O,O,X,O,X,X,X
OIJTSLZ,X,X,X,O,O,X,X
OIJTSZL,X,X,X,X,O,X,X
OIJTZLS,O,O,X,O,X,X,X
OIJTZSL,O,O,X,X,O,X,X
OIJLTSZ,O,O,X,O,O,X,X
OIJLTZS,O,O,X,O,X,X,X
OIJLSTZ,O,O,X,O,X,X,X
OIJLSZT,O,O,X,O,X,X,X
OIJLZTS,O,O,X,O,X,X,X
OIJLZST,O,O,X,O,X,X,X
OIJSTLZ,X,X,X,O,O,X,O
OIJSTZL,X,X,X,X,O,O,O
OIJSLTZ,X,X,X,O,X,X,X
OIJSLZT,X,X,X,O,X,X,X
OIJSZTL,X,X,X,X,X,O,X
OIJSZLT,X,X,X,X,X,O,X
OIJZTLS,O,O,X,O,X,X,X
OIJZTSL,O,O,X,X,O,O,X
OIJZLTS,O,O,X,O,X,X,X
OIJZLST,O,O,X,O,X,O,X
OIJZSTL,O,O,X,X,X,O,X
OIJZSLT,O,O,X,X,X,O,X
OISTLJZ,X,O,O,X,O,X,O
OISTLZJ,X,O,O,X,X,X,X
OISTJLZ,X,X,X,O,O,X,O
OISTJZL,X,X,X,X,O,X,O
OISTZLJ,X,O,O,X,X,X,X
OISTZJL,X,O,O,X,X,X,O
OISLTJZ,X,O,O,X,X,X,O
OISLTZJ,X,O,O,X,X,X,X
OISLJTZ,X,O,O,O,X,X,X
OISLJZT,X,O,O,O,X,X,X
OISLZTJ,X,O,O,X,X,X,X
OISLZJT,X,O,O,X,X,X,X
OISJTLZ,X,X,X,O,O,X,O
OISJTZL,X,X,X,X,O,X,O
OISJLTZ,X,X,O,O,X,X,X
OISJLZT,X,X,O,O,X,X,X
OISJZTL,X,X,O,X,X,X,X
OISJZLT,X,X,O,X,X,X,X
OISZTLJ,X,O,O,X,X,X,X
OISZTJL,X,O,O,X,X,X,O
OISZLTJ,X,O,O,X,X,X,X
OISZLJT,X,O,O,X,X,X,X
OISZJTL,X,O,O,X,X,X,X
OISZJLT,X,O,O,X,X,X,X
OIZTLJS,O,O,O,X,X,X,X
OIZTLSJ,O,O,O,X,X,X,X
OIZTJLS,O,O,X,O,X,X,X
OIZTJSL,O,O,X,X,X,O,X
OIZTSLJ,O,O,O,X,X,X,X
OIZTSJL,O,O,O,X,X,X,X
OIZLTJS,O,O,O,X,X,X,X
OIZLTSJ,O,O,O,X,X,X,X
OIZLJTS,O,O,O,O,X,X,X
OIZLJST,O,O,O,O,X,O,X
OIZLSTJ,O,O,O,X,X,X,X
OIZLSJT,O,O,O,X,X,X,X
OIZJTLS,O,O,X,O,X,X,X
OIZJTSL,O,O,X,X,O,O,X
OIZJLTS,O,O,X,O,X,X,X
OIZJLST,O,O,X,O,X,O,X
OIZJSTL,O,O,X,X,X,O,X
OIZJSLT,O,O,X,X,X,O,X
OIZSTLJ,O,O,O,X,X,X,X
OIZSTJL,O,O,O,X,X,X,O
OIZSLTJ,O,O,O,X,X,X,X
OIZSLJT,O,O,O,X,X,X,X
OIZSJTL,O,O,O,X,X,O,X
OIZSJLT,O,O,O,X,X,O,X
OLTIJSZ,X,O,X,O,X,X,X
OLTIJZS,X,O,O,O,X,X,X
OLTISJZ,X,O,X,X,X,X,X
OLTISZJ,O,O,X,X,X,X,X
OLTIZJS,O,O,O,X,X,X,X
OLTIZSJ,O,O,O,X,X,X,X
OLTJISZ,X,O,X,O,X,X,X
OLTJIZS,X,O,O,O,X,X,X
OLTJSIZ,X,O,X,O,X,X,X
OLTJSZI,X,O,X,O,X,X,X
OLTJZIS,X,O,O,O,X,X,X
OLTJZSI,X,O,X,O,X,X,X
OLTSIJZ,X,O,X,X,X,X,X
OLTSIZJ,O,O,X,X,X,X,X
OLTSJIZ,X,O,X,X,X,X,X
OLTSJZI,X,O,X,X,X,X,X
OLTSZIJ,O,O,X,X,X,X,X
OLTSZJI,O,O,X,X,X,X,X
OLTZIJS,O,O,O,X,X,X,X
OLTZISJ,O,O,O,X,X,X,X
OLTZJIS,O,O,O,X,X,X,X
OLTZJSI,O,O,X,X,X,X,X
OLTZSIJ,O,O,X,X,X,X,X
OLTZSJI,O,O,X,X,X,X,X
OLITJSZ,X,O,X,O,X,X,X
OLITJZS,X,O,O,O,X,X,X
OLITSJZ,X,O,X,X,X,X,X
OLITSZJ,O,O,X,X,X,X,X
OLITZJS,O,O,O,X,X,X,X
OLITZSJ,O,O,O,X,X,X,X
OLIJTSZ,O,O,X,O,O,X,X
OLIJTZS,O,O,O,O,X,X,X
OLIJSTZ,O,O,O,O,X,X,X
OLIJSZT,O,O,O,O,X,X,X
OLIJZTS,O,O,O,O,X,X,X
OLIJZST,O,O,O,O,X,X,X
OLISTJZ,X,O,O,X,X,X,O
OLISTZJ,O,O,O,X,X,X,X
OLISJTZ,X,O,O,O,X,X,X
OLISJZT,X,O,O,O,X,X,X
OLISZTJ,O,O,O,X,X,X,X
OLISZJT,O,O,O,X,X,X,X
OLIZTJS,O,O,O,X,X,X,X
OLIZTSJ,O,O,O,X,X,X,X
OLIZJTS,O,O,O,O,X,X,X
OLIZJST,O,O,O,O,X,X,X
OLIZSTJ,O,O,O,X,X,X,X
OLIZSJT,O,O,O,X,X,X,X
OLJTISZ,O,O,X,O,O,X,X
OLJTIZS,O,O,O,O,X,X,X
OLJTSIZ,O,O,X,O,O,X,X
OLJTSZI,O,O,X,O,O,X,X
OLJTZIS,O,O,O,O,X,X,X
OLJTZSI,O,O,X,O,X,X,X
OLJITSZ,O,O,X,O,O,X,X
OLJITZS,O,O,O,O,X,X,X
OLJISTZ,O,O,O,O,X,X,X
OLJISZT,O,O,O,O,X,X,X
OLJIZTS,O,O,O,O,X,X,X
OLJIZST,O,O,O,O,X,X,X
OLJSTIZ,O,O,O,O,O,X,X
OLJSTZI,O,O,O,O,O,X,X
OLJSITZ,O,O,O,O,X,X,X
OLJSIZT,O,O,O,O,X,X,X
OLJSZTI,O,O,O,O,X,X,X
OLJSZIT,O,O,O,O,X,X,X
OLJZTIS,O,O,O,O,X,X,X
OLJZTSI,O,O,X,O,X,X,X
OLJZITS,O,O,O,O,X,X,X
OLJZIST,O,O,O,O,X,X,X
OLJZSTI,O,O,X,O,X,X,X
OLJZSIT,O,O,X,O,X,X,X
OLSTIJZ,X,O,O,X,O,X,O
OLSTIZJ,O,O,O,X,X,X,X
OLSTJIZ,X,O,O,X,O,X,O
OLSTJZI,X,O,O,X,O,X,X
OLSTZIJ,O,O,O,X,X,X,X
OLSTZJI,O,O,O,X,O,X,X
OLSITJZ,X,O,O,X,X,X,O
OLSITZJ,O,O,O,X,X,X,X
OLSIJTZ,X,O,O,O,X,X,X
OLSIJZT,X,O,O,O,X,X,X
OLSIZTJ,O,O,O,X,X,X,X
OLSIZJT,O,O,O,X,X,X,X
OLSJTIZ,X,O,O,O,O,X,X
OLSJTZI,X,O,O,O,O,X,X
OLSJITZ,X,O,O,O,X,X,X
OLSJIZT,X,O,O,O,X,X,X
OLSJZTI,X,O,O,O,X,X,X
OLSJZIT,X,O,O,O,X,X,X
OLSZTIJ,O,O,O,X,X,X,X
OLSZTJI,O,O,O,X,X,X,X
OLSZITJ,O,O,O,X,X,X,X
OLSZIJT,O,O,O,X,X,X,X
OLSZJTI,O,O,O,X,X,X,X
OLSZJIT,O,O,O,X,X,X,X
OLZTIJS,O,O,O,X,X,X,X
OLZTISJ,O,O,O,X,X,X,X
OLZTJIS,O,O,O,X,X,X,X
OLZTJSI,O,O,X,X,X,X,X
OLZTSIJ,O,O,X,X,X,X,X
OLZTSJI,O,O,X,X,X,X,X
OLZITJS,O,O,O,X,X,X,X
OLZITSJ,O,O,O,X,X,X,X
OLZIJTS,O,O,O,O,X,X,X
OLZIJST,O,O,O,O,X,X,X
OLZISTJ,O,O,O,X,X,X,X
OLZISJT,O,O,O,X,X,X,X
OLZJTIS,O,O,O,O,X,X,X
OLZJTSI,O,O,X,O,X,X,X
OLZJITS,O,O,O,O,X,X,X
OLZJIST,O,O,O,O,X,X,X
OLZJSTI,O,O,X,O,X,X,X
OLZJSIT,O,O,X,O,X,X,X
OLZSTIJ,O,O,X,X,X,X,X
OLZSTJI,O,O,X,X,X,X,X
OLZSITJ,O,O,X,X,X,X,X
OLZSIJT,O,O,X,X,X,X,X
OLZSJTI,O,O,X,X,X,X,X
OLZSJIT,O,O,X,X,X,X,X
OJTILSZ,O,O,X,O,O,X,X
OJTILZS,O,O,X,O,X,X,X
OJTISLZ,X,X,X,O,O,X,X
OJTISZL,X,X,X,X,O,X,X
OJTIZLS,O,O,X,O,X,X,X
OJTIZSL,O,O,X,X,O,X,X
OJTLISZ,O,O,X,O,O,X,X
OJTLIZS,O,O,X,O,X,X,X
OJTLSIZ,O,O,X,O,O,X,X
OJTLSZI,O,O,X,O,O,X,X
OJTLZIS,O,O,X,O,X,X,X
OJTLZSI,O,O,X,O,X,X,X
OJTSILZ,X,X,X,O,O,X,X
OJTSIZL,X,X,X,X,O,X,X
OJTSLIZ,X,X,X,O,O,X,X
OJTSLZI,X,X,X,O,O,X,X
OJTSZIL,X,X,X,X,O,X,X
OJTSZLI,X,X,X,X,O,X,X
OJTZILS,O,O,X,O,X,X,X
OJTZISL,O,O,X,X,O,X,X
OJTZLIS,O,O,X,O,X,X,X
OJTZLSI,O,O,X,O,X,X,X
OJTZSIL,O,O,X,X,O,X,X
OJTZSLI,O,O,X,X,O,X,X
OJITLSZ,O,O,X,O,O,X,X
OJITLZS,O,O,X,O,X,X,X
OJITSLZ,X,X,X,O,O,X,X
OJITSZL,X,X,X,X,O,X,X
OJITZLS,O,O,X,O,X,X,X
OJITZSL,O,O,X,X,O,X,X
OJILTSZ,O,O,X,O,O,X,X
OJILTZS,O,O,X,O,X,X,X
OJILSTZ,O,O,X,O,X,X,X
OJILSZT,O,O,X,O,X,X,X
OJILZTS,O,O,X,O,X,X,X
OJILZST,O,O,X,O,X,X,X
OJISTLZ,X,X,X,O,O,X,O
OJISTZL,X,X,X,X,O,O,O
OJISLTZ,X,X,X,O,X,X,X
OJISLZT,X,X,X,O,X,X,X
OJISZTL,X,X,X,X,X,O,X
OJISZLT,X,X,X,X,X,O,X
OJIZTLS,O,O,X,O,X,X,X
OJIZTSL,O,O,X,X,O,O,X
OJIZLTS,O,O,X,O,X,X,X
OJIZLST,O,O,X,O,X,O,X
OJIZSTL,O,O,X,X,X,O,X
OJIZSLT,O,O,X,X,X,O,X
OJLTISZ,O,O,X,O,O,X,X
OJLTIZS,O,O,X,O,X,X,X
OJLTSIZ,O,O,X,O,O,X,X
OJLTSZI,O,O,X,O,O,X,X
OJLTZIS,O,O,X,O,X,X,X
OJLTZSI,O,O,X,O,X,X,X
OJLITSZ,O,O,X,O,O,X,X
OJLITZS,O,O,X,O,X,X,X
OJLISTZ,O,O,X,O,X,X,X
OJLISZT,O,O,X,O,X,X,X
OJLIZTS,O,O,X,O,X,X,X
OJLIZST,O,O,X,O,X,X,X
OJLSTIZ,O,O,X,O,O,X,X
OJLSTZI,O,O,X,O,O,X,X
OJLSITZ,O,O,X,O,X,X,X
OJLSIZT,O,O,X,O,X,X,X
OJLSZTI,O,O,X,O,X,X,X
OJLSZIT,O,O,X,O,X,X,X
OJLZTIS,O,O,X,O,X,X,X
OJLZTSI,O,O,X,O,X,X,X
OJLZITS,O,O,X,O,X,X,X
OJLZIST,O,O,X,O,X,X,X
OJLZSTI,O,O,X,O,X,X,X
OJLZSIT,O,O,X,O,X,X,X
OJSTILZ,X,X,X,O,O,X,O
OJSTIZL,X,X,X,X,O,O,O
OJSTLIZ,X,X,X,O,O,X,O
OJSTLZI,X,X,X,O,O,X,X
OJSTZIL,X,X,X,X,O,O,O
OJSTZLI,X,X,X,X,O,O,X
OJSITLZ,X,X,X,O,O,X,O
OJSITZL,X,X,X,X,O,O,O
OJSILTZ,X,X,X,O,X,X,X
OJSILZT,X,X,X,O,X,X,X
OJSIZTL,X,X,X,X,X,O,X
OJSIZLT,X,X,X,X,X,O,X
OJSLTIZ,X,X,X,O,O,X,X
OJSLTZI,X,X,X,O,O,X,X
OJSLITZ,X,X,X,O,X,X,X
OJSLIZT,X,X,X,O,X,X,X
OJSLZTI,X,X,X,O,X,X,X
OJSLZIT,X,X,X,O,X,X,X
OJSZTIL,X,X,X,X,O,O,X
OJSZTLI,X,X,X,X,O,O,X
OJSZITL,X,X,X,X,X,O,X
OJSZILT,X,X,X,X,X,O,X
OJSZLTI,X,X,X,X,X,O,X
OJSZLIT,X,X,X,X,X,O,X
OJZTILS,O,O,X,O,X,X,X
OJZTISL,O,O,X,X,O,O,X
OJZTLIS,O,O,X,O,X,X,X
OJZTLSI,O,O,X,O,X,X,X
OJZTSIL,O,O,X,X,O,O,X
OJZTSLI,O,O,X,X,O,O,X
OJZITLS,O,O,X,O,X,X,X
OJZITSL,O,O,X,X,O,O,X
OJZILTS,O,O,X,O,X,X,X
OJZILST,O,O,X,O,X,O,X
OJZISTL,O,O,X,X,X,O,X
OJZISLT,O,O,X,X,X,O,X
OJZLTIS,O,O,X,O,X,X,X
OJZLTSI,O,O,X,O,X,X,X
OJZLITS,O,O,X,O,X,X,X
OJZLIST,O,O,X,O,X,O,X
OJZLSTI,O,O,X,O,X,O,X
OJZLSIT,O,O,X,O,X,O,X
OJZSTIL,O,O,X,X,O,O,X
OJZSTLI,O,O,X,X,O,O,X
OJZSITL,O,O,X,X,X,O,X
OJZSILT,O,O,X,X,X,O,X
OJZSLTI,O,O,X,X,X,O,X
OJZSLIT,O,O,X,X,X,O,X
OSTILJZ,X,O,O,X,O,X,O
OSTILZJ,X,O,O,X,X,X,X
OSTIJLZ,X,X,X,O,O,X,O
OSTIJZL,X,X,X,X,O,X,O
OSTIZLJ,X,O,O,X,X,X,X
OSTIZJL,X,O,O,X,X,X,O
OSTLIJZ,X,O,O,X,O,X,O
OSTLIZJ,X,O,O,X,X,X,X
OSTLJIZ,X,O,O,X,O,X,O
OSTLJZI,X,O,O,X,O,X,X
OSTLZIJ,X,O,O,X,X,X,X
OSTLZJI,X,O,O,X,O,X,X
OSTJILZ,X,X,X,O,O,X,O
OSTJIZL,X,X,X,X,O,X,O
OSTJLIZ,X,X,X,O,O,X,O
OSTJLZI,X,X,X,O,O,X,X
OSTJZIL,X,X,X,X,O,X,O
OSTJZLI,X,X,X,X,O,X,X
OSTZILJ,X,O,O,X,X,X,X
OSTZIJL,X,O,O,X,X,X,O
OSTZLIJ,X,O,O,X,X,X,X
OSTZLJI,X,O,O,X,O,X,X
OSTZJIL,X,O,O,X,O,X,O
OSTZJLI,X,O,O,X,O,X,X
OSITLJZ,X,O,O,X,O,X,O
OSITLZJ,X,O,O,X,X,X,X
OSITJLZ,X,X,X,O,O,X,O
OSITJZL,X,X,X,X,O,X,O
OSITZLJ,X,O,O,X,X,X,X
OSITZJL,X,O,O,X,X,X,O
OSILTJZ,X,O,O,X,X,X,O
OSILTZJ,X,O,O,X,X,X,X
OSILJTZ,X,O,O,O,X,X,X
OSILJZT,X,O,O,O,X,X,X
OSILZTJ,X,O,O,X,X,X,X
OSILZJT,X,O,O,X,X,X,X
OSIJTLZ,X,X,X,O,O,X,O
OSIJTZL,X,X,X,X,O,X,O
OSIJLTZ,X,X,O,O,X,X,X
OSIJLZT,X,X,O,O,X,X,X
OSIJZTL,X,X,O,X,X,X,X
OSIJZLT,X,X,O,X,X,X,X
OSIZTLJ,X,O,O,X,X,X,X
OSIZTJL,X,O,O,X,X,X,O
OSIZLTJ,X,O,O,X,X,X,X
OSIZLJT,X,O,O,X,X,X,X
OSIZJTL,X,O,O,X,X,X,X
OSIZJLT,X,O,O,X,X,X,X
OSLTIJZ,X,O,O,X,O,X,O
OSLTIZJ,X,O,O,X,X,X,X
OSLTJIZ,X,O,O,X,O,X,O
OSLTJZI,X,O,O,X,O,X,X
OSLTZIJ,X,O,O,X,X,X,X
OSLTZJI,X,O,O,X,O,X,X
OSLITJZ,X,O,O,X,X,X,O
OSLITZJ,X,O,O,X,X,X,X
OSLIJTZ,X,O,O,O,X,X,X
OSLIJZT,X,O,O,O,X,X,X
OSLIZTJ,X,O,O,X,X,X,X
OSLIZJT,X,O,O,X,X,X,X
OSLJTIZ,X,O,O,O,O,X,X
OSLJTZI,X,O,O,O,O,X,X
OSLJITZ,X,O,O,O,X,X,X
OSLJIZT,X,O,O,O,X,X,X
OSLJZTI,X,O,O,O,X,X,X
OSLJZIT,X,O,O,O,X,X,X
OSLZTIJ,X,O,O,X,X,X,X
OSLZTJI,X,O,O,X,X,X,X
OSLZITJ,X,O,O,X,X,X,X
OSLZIJT,X,O,O,X,X,X,X
OSLZJTI,X,O,O,X,X,X,X
OSLZJIT,X,O,O,X,X,X,X
OSJTILZ,X,X,X,O,O,X,O
OSJTIZL,X,X,X,X,O,X,O
OSJTLIZ,X,X,X,O,O,X,O
OSJTLZI,X,X,X,O,O,X,X
OSJTZIL,X,X,X,X,O,X,O
OSJTZLI,X,X,X,X,O,X,X
OSJITLZ,X,X,X,O,O,X,O
OSJITZL,X,X,X,X,O,X,O
OSJILTZ,X,X,O,O,X,X,X
OSJILZT,X,X,O,O,X,X,X
OSJIZTL,X,X,O,X,X,X,X
OSJIZLT,X,X,O,X,X,X,X
OSJLTIZ,X,X,O,O,O,X,X
OSJLTZI,X,X,O,O,O,X,X
OSJLITZ,X,X,O,O,X,X,X
OSJLIZT,X,X,O,O,X,X,X
OSJLZTI,X,X,O,O,X,X,X
OSJLZIT,X,X,O,O,X,X,X
OSJZTIL,X,X,O,X,O,X,X
OSJZTLI,X,X,O,X,O,X,X
OSJZITL,X,X,O,X,X,X,X
OSJZILT,X,X,O,X,X,X,X
OSJZLTI,X,X,O,X,X,X,X
OSJZLIT,X,X,O,X,X,X,X
OSZTILJ,X,O,O,X,X,X,X
OSZTIJL,X,O,O,X,X,X,O
OSZTLIJ,X,O,O,X,X,X,X
OSZTLJI,X,O,O,X,O,X,X
OSZTJIL,X,O,O,X,O,X,O
OSZTJLI,X,O,O,X,O,X,X
OSZITLJ,X,O,O,X,X,X,X
OSZITJL,X,O,O,X,X,X,O
