sequence,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8Ke0AJvhFlhB3iB?5oBWqByvBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelBJvhF3iB5oB?arBGlBUqBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhFliB5oB?crBesBClBTqB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhFliB5oB?asBGlBUqBTrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelBJvhF3iB5oB?cqBerBClBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeTBJvhFliB5oB?cqBesBClBXrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelAJvhF3iB5oB?0mBWqByvBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelCJvhF5oBcqB?TmBesBClBXrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhF5oBFnB?GlBUqBTrBisB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8Ke8FJvhF3iB5oB?1rBClB2vBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeVGJvhF3iB5oB?SqBzmB2wBUqB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhFliB5oB?zmBSqB2wBUqB
STILZJO,O,O,X,O,X,X,O,X,X,X,X,X
STILZOJ,O,O,X,O,X,X,O,X,X,X,X,X
STILOJZ,X,X,X,O,X,X,X,X,X,X,X,X
STILOZJ,O,O,X,O,X,X,O,X,O,X,X,X
STIJLZO,O,O,X,X,X,X,X,X,X,O,O,X
STIJLOZ,X,X,X,X,X,X,X,X,X,X,O,X
STIJZLO,O,X,O,X,X,O,X,X,X,O,O,X
STIJZOL,O,X,O,X,X,O,X,O,X,O,O,X
STIJOLZ,X,X,X,X,X,X,X,X,X,X,O,X
STIJOZL,X,X,O,X,X,X,X,X,O,O,O,X
STIZLJO,O,O,X,O,X,X,X,X,X,X,X,X
STIZLOJ,O,O,X,O,X,X,X,X,X,X,X,X
STIZJLO,O,X,X,X,O,O,X,X,X,X,X,X
STIZJOL,O,X,X,X,O,O,X,O,X,X,X,X
STIZOLJ,X,O,X,X,X,X,X,X,O,X,X,X
STIZOJL,O,X,X,X,O,X,X,X,O,X,X,X
STIOLJZ,O,O,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,O,X,X,X,X,X,X,O,X,X,X
STIOJLZ,O,O,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,O,X,X,X,X,X,O,X,X,X
STIOZLJ,O,O,X,X,X,X,X,X,O,X,X,X
STIOZJL,O,X,X,X,O,X,X,X,O,X,X,X
STLIJZO,O,O,X,O,X,X,O,X,X,X,X,X
STLIJOZ,X,X,X,O,X,X,X,X,X,X,X,X
STLIZJO,O,O,X,O,X,X,O,X,X,X,X,X
STLIZOJ,O,O,X,O,X,X,O,X,X,X,X,X
STLIOJZ,X,X,X,O,X,X,X,X,X,X,X,X
STLIOZJ,O,O,X,O,X,X,O,X,O,X,X,X
STLJIZO,O,O,X,O,X,X,O,X,X,X,X,X
STLJIOZ,X,X,X,O,X,X,X,X,X,X,X,X
STLJZIO,O,X,X,X,X,X,O,X,X,X,X,X
STLJZOI,X,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,X,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,X,O,X,X,O,X,X,X,X,X
STLZIOJ,O,O,X,O,X,X,O,X,X,X,X,X
STLZJIO,O,X,X,O,X,X,O,X,X,X,X,X
STLZJOI,X,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,O,X,X,O,X,X,O,X,X,X,X,X
STLZOJI,X,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,X,X,O,X,X,X,X,X,X,X,X
STLOIZJ,O,O,X,O,X,X,O,X,X,X,X,X
STLOJIZ,X,X,X,O,X,X,X,X,X,X,X,X
STLOJZI,X,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,X,O,X,X,O,X,X,X,X,X
STLOZJI,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,O,O,X,X,X,X,X,X,X,O,O,X
STJILOZ,X,X,X,X,X,X,X,X,X,X,O,X
STJIZLO,O,X,O,X,X,O,X,X,X,O,O,X
STJIZOL,O,X,O,X,X,O,X,O,X,O,O,X
STJIOLZ,X,X,X,X,X,X,X,X,X,X,O,X
STJIOZL,X,X,O,X,X,X,X,X,O,O,O,X
STJLIZO,O,O,X,X,X,X,X,X,X,O,O,X
STJLIOZ,X,X,X,X,X,X,X,X,X,X,O,X
STJLZIO,O,X,X,X,X,X,X,X,X,O,X,X
STJLZOI,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,O,X,O,X,X,O,X,X,X,O,O,X
STJZIOL,O,X,O,X,X,O,X,O,X,O,O,X
STJZLIO,X,X,O,X,X,O,X,X,X,O,X,X
STJZLOI,X,X,X,X,X,O,X,X,X,X,X,X
STJZOIL,X,X,O,X,X,O,X,O,X,O,X,X
STJZOLI,X,X,X,X,X,O,X,X,X,X,X,X
STJOILZ,X,X,X,X,X,X,X,X,X,X,O,X
STJOIZL,X,X,O,X,X,X,X,X,X,O,O,X
STJOLIZ,X,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,X,X,O,X,X,X,X,X,X,O,X,X
STJOZLI,X,X,O,X,X,X,X,X,X,X,X,X
STZILJO,O,O,X,O,X,X,X,X,X,X,X,X
STZILOJ,O,O,X,O,X,X,X,X,X,X,X,X
STZIJLO,O,X,X,X,O,O,X,X,X,X,X,X
STZIJOL,O,X,X,X,O,O,X,O,X,X,X,X
STZIOLJ,X,O,X,X,X,X,X,X,O,X,X,X
STZIOJL,O,X,X,X,O,X,X,X,O,X,X,X
STZLIJO,O,O,X,O,X,X,X,X,X,X,X,X
STZLIOJ,O,O,X,O,X,X,X,X,X,X,X,X
STZLJIO,O,O,X,O,X,X,X,X,X,X,X,X
STZLJOI,X,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,O,O,X,O,X,X,X,X,X,X,X,X
STZLOJI,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,O,X,X,X,O,O,X,X,X,X,X,X
STZJIOL,O,X,X,X,O,O,X,O,X,X,X,X
STZJLIO,X,X,X,X,O,O,X,X,X,X,X,X
STZJLOI,X,X,X,X,X,O,X,X,X,X,X,X
STZJOIL,X,X,X,X,O,O,X,O,X,X,X,X
STZJOLI,X,X,X,X,X,O,X,X,X,X,X,X
STZOILJ,X,O,X,X,X,X,X,X,X,X,X,X
STZOIJL,O,X,X,X,O,X,X,X,X,X,X,X
STZOLIJ,X,O,X,X,X,X,X,X,X,X,X,X
STZOLJI,X,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,X,X,X,X,O,X,X,X,X,X,X,X
STZOJLI,X,X,X,X,O,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,X,X,X,O,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,X,O,X,X,X,X,X,O,X,X,X
STOIZLJ,O,O,X,X,X,X,X,X,O,X,X,X
STOIZJL,O,X,X,X,O,X,X,X,O,X,X,X
STOLIJZ,O,O,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,O,X,X,X,X,X,X,O,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,X,X,X,X,X,X,X
STOLZJI,O,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,X,O,X,X,X,X,X,O,X,X,X
STOJLIZ,O,O,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,X,O,X,X,X,X,X,X,X,X,X
STOJZLI,X,X,O,X,X,X,X,X,X,X,X,X
STOZILJ,O,O,X,X,X,X,X,X,O,X,X,X
STOZIJL,O,X,X,X,O,X,X,X,O,X,X,X
STOZLIJ,O,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,X,X,X,O,X,X,X,X,X,X,X
STOZJLI,X,X,X,X,O,X,X,X,X,X,X,X
SITLJZO,O,O,X,O,X,X,O,X,X,X,X,X
SITLJOZ,X,X,X,O,X,X,X,X,X,X,X,X
SITLZJO,O,O,X,O,X,X,O,X,X,X,X,X
SITLZOJ,O,O,X,O,X,X,O,X,X,X,X,X
SITLOJZ,X,X,X,O,X,X,X,X,X,X,X,X
SITLOZJ,O,O,X,O,X,X,O,X,O,X,X,X
SITJLZO,O,O,X,X,X,X,X,X,X,O,O,X
SITJLOZ,X,X,X,X,X,X,X,X,X,X,O,X
SITJZLO,O,X,O,X,X,O,X,X,X,O,O,X
SITJZOL,O,X,O,X,X,O,X,O,X,O,O,X
SITJOLZ,X,X,X,X,X,X,X,X,X,X,O,X
SITJOZL,X,X,O,X,X,X,X,X,O,O,O,X
SITZLJO,O,O,X,O,X,X,X,X,X,X,X,X
SITZLOJ,O,O,X,O,X,X,X,X,X,X,X,X
SITZJLO,O,X,X,X,O,O,X,X,X,X,X,X
SITZJOL,O,X,X,X,O,O,X,O,X,X,X,X
SITZOLJ,X,O,X,X,X,X,X,X,O,X,X,X
SITZOJL,O,X,X,X,O,X,X,X,O,X,X,X
SITOLJZ,O,O,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,X,X,X,X,X,O,X,X,X
SITOJLZ,O,O,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,O,X,X,X,X,X,O,X,X,X
SITOZLJ,O,O,X,X,X,X,X,X,O,X,X,X
SITOZJL,O,X,X,X,O,X,X,X,O,X,X,X
SILTJZO,O,O,X,O,X,X,O,X,X,X,X,X
SILTJOZ,X,X,X,O,X,X,X,X,X,X,X,X
SILTZJO,O,O,X,O,X,X,O,X,X,X,X,X
SILTZOJ,O,O,X,O,X,X,O,X,X,X,X,X
SILTOJZ,X,X,X,O,X,X,X,X,X,X,X,X
SILTOZJ,O,O,X,O,X,X,O,X,X,X,X,X
SILJTZO,O,O,X,O,X,X,O,X,X,O,O,X
SILJTOZ,X,X,X,O,X,X,X,X,X,X,O,X
SILJZTO,O,X,X,X,X,X,O,X,X,X,X,X
SILJZOT,X,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,O,X,X,O,X,X,X,X,X
SILZTOJ,O,O,X,O,X,X,O,X,X,X,X,X
SILZJTO,O,O,X,O,O,X,O,X,X,X,X,X
SILZJOT,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,O,O,X,O,X,X,O,X,X,X,X,X
SILZOJT,O,O,X,X,O,X,X,X,X,X,X,X
SILOTJZ,O,O,X,O,X,X,X,X,X,X,X,X
SILOTZJ,O,O,X,O,X,X,O,X,X,X,X,X
SILOJTZ,O,O,X,O,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,O,X,O,X,X,O,X,X,X,X,X
SILOZJT,O,O,X,X,O,X,X,X,X,X,X,X
SIJTLZO,O,O,X,X,X,X,X,X,X,O,O,X
SIJTLOZ,X,X,X,X,X,X,X,X,X,X,O,X
SIJTZLO,O,X,O,X,X,O,X,X,X,O,O,X
SIJTZOL,O,X,O,X,X,O,X,O,X,O,O,X
SIJTOLZ,X,X,X,X,X,X,X,X,X,X,O,X
SIJTOZL,X,X,O,X,X,X,X,X,X,O,O,X
SIJLTZO,O,O,X,X,X,X,O,X,X,O,O,X
SIJLTOZ,X,X,X,X,X,X,X,X,X,X,O,X
SIJLZTO,O,X,X,X,X,X,O,X,X,X,X,X
SIJLZOT,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,X,O,X,O,O,X,X,X,O,O,X
SIJZTOL,O,X,O,X,O,O,X,O,X,O,O,X
SIJZLTO,O,O,O,X,O,O,X,X,X,X,X,X
SIJZLOT,X,X,X,X,X,O,X,X,X,X,X,X
SIJZOTL,X,X,O,X,O,O,X,O,X,X,X,X
SIJZOLT,X,O,X,X,O,O,X,X,X,X,X,X
SIJOTLZ,O,O,X,X,X,X,X,X,X,X,O,O
SIJOTZL,O,X,O,X,X,X,X,X,X,O,O,O
SIJOLTZ,O,O,X,X,X,X,X,X,X,X,X,O
SIJOLZT,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,O,X,O,X,O,X,X,X,X,X,X,O
SIJOZLT,X,O,O,X,O,X,X,X,X,X,X,X
SIZTLJO,O,O,X,O,X,X,X,X,X,X,X,X
SIZTLOJ,O,O,X,O,X,X,X,X,X,X,X,X
SIZTJLO,O,X,O,X,O,O,X,X,X,X,X,X
SIZTJOL,O,X,O,X,O,O,X,O,X,X,X,X
SIZTOLJ,X,O,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,X,X,X,O,O,X,X,X,X,X,X
SIZLTJO,O,O,X,O,X,X,O,X,X,X,X,X
SIZLTOJ,O,O,X,O,X,X,O,X,X,X,X,X
SIZLJTO,O,O,O,O,O,O,O,X,X,X,X,X
SIZLJOT,X,X,X,X,X,O,X,X,X,X,X,X
SIZLOTJ,O,O,X,O,X,X,O,X,X,X,X,X
SIZLOJT,O,O,X,X,O,O,X,X,X,X,X,X
SIZJTLO,O,X,O,X,O,O,X,X,X,O,O,X
SIZJTOL,O,X,O,X,O,O,X,O,X,O,O,X
SIZJLTO,O,O,O,X,O,O,X,X,X,X,X,X
SIZJLOT,X,X,X,X,X,O,X,X,X,X,X,X
SIZJOTL,X,X,O,X,O,O,X,O,X,X,X,X
SIZJOLT,X,O,X,X,O,O,X,X,X,X,X,X
SIZOTLJ,O,O,X,X,X,X,X,X,O,X,X,X
SIZOTJL,O,X,X,X,O,O,X,X,O,X,X,X
SIZOLTJ,O,O,X,O,X,X,X,X,O,X,X,X
SIZOLJT,O,O,X,O,O,O,X,X,X,X,X,X
SIZOJTL,O,X,O,X,O,O,X,X,O,X,X,X
SIZOJLT,X,O,X,X,O,O,X,X,X,X,X,X
SIOTLJZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,X,X,X,O,X,X,X
SIOTJLZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOTJZL,O,X,O,X,X,X,X,X,O,X,X,X
SIOTZLJ,O,O,X,X,X,X,X,X,O,X,X,X
SIOTZJL,O,X,O,X,O,X,X,X,O,X,X,X
SIOLTJZ,O,O,X,O,X,X,X,X,X,X,X,X
SIOLTZJ,O,O,X,O,X,X,O,X,O,X,X,X
SIOLJTZ,O,O,X,O,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,X,O,X,X,O,X,X,X,X,X
SIOLZJT,O,O,O,X,O,X,X,X,X,X,X,X
SIOJTLZ,O,O,X,X,X,X,X,X,X,X,O,X
SIOJTZL,O,X,O,X,X,X,X,X,O,O,O,X
SIOJLTZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,O,X,O,X,O,X,X,X,X,X,X,X
SIOJZLT,X,O,O,X,O,X,X,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,X,O,X,X,X
SIOZTJL,O,X,O,X,O,X,X,X,O,X,X,X
SIOZLTJ,O,O,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,O,O,X,O,X,X,X,X,X,X,X
SIOZJTL,O,X,O,X,O,X,X,X,X,X,X,X
SIOZJLT,X,O,O,X,O,X,X,X,X,X,X,X
SLTIJZO,O,O,X,O,X,X,O,X,X,X,X,X
SLTIJOZ,X,X,X,O,X,X,X,X,X,X,X,X
SLTIZJO,O,O,X,O,X,X,O,X,X,X,X,X
SLTIZOJ,O,O,X,O,X,X,O,X,X,X,X,X
SLTIOJZ,X,X,X,O,X,X,X,X,X,X,X,X
SLTIOZJ,O,O,X,O,X,X,O,X,X,X,X,X
SLTJIZO,O,O,X,O,X,X,O,X,X,X,X,X
SLTJIOZ,X,X,X,O,X,X,X,X,X,X,X,X
SLTJZIO,O,X,X,X,X,X,O,X,X,X,X,X
SLTJZOI,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,X,O,X,X,O,X,X,X,X,X
SLTZIOJ,O,O,X,O,X,X,O,X,X,X,X,X
SLTZJIO,O,X,X,O,X,X,O,X,X,X,X,X
SLTZJOI,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,O,X,X,O,X,X,X,X,X
SLTZOJI,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,X,X,X,O,X,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,O,X,X,O,X,X,X,X,X
SLTOJIZ,X,X,X,O,X,X,X,X,X,X,X,X
SLTOJZI,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,X,X,O,X,X,O,X,X,X,X,X
SLTOZJI,X,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,O,X,O,X,X,O,X,X,X,X,X
SLITJOZ,X,X,X,O,X,X,X,X,X,X,X,X
SLITZJO,O,O,X,O,X,X,O,X,X,X,X,X
SLITZOJ,O,O,X,O,X,X,O,X,X,X,X,X
SLITOJZ,X,X,X,O,X,X,X,X,X,X,X,X
SLITOZJ,O,O,X,O,X,X,O,X,X,X,X,X
SLIJTZO,O,O,X,O,X,X,O,X,X,O,O,X
SLIJTOZ,X,X,X,O,X,X,X,X,X,X,O,X
SLIJZTO,O,X,X,X,X,X,O,X,X,X,X,X
SLIJZOT,X,X,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,X,X,X,X,X,X,X,X
SLIJOZT,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,X,O,X,X,O,X,X,X,X,X
SLIZTOJ,O,O,X,O,X,X,O,X,X,X,X,X
SLIZJTO,O,O,X,O,O,X,O,X,X,X,X,X
SLIZJOT,X,X,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,O,X,O,X,X,O,X,X,X,X,X
SLIZOJT,O,O,X,X,O,X,X,X,X,X,X,X
SLIOTJZ,O,O,X,O,X,X,X,X,X,X,X,X
SLIOTZJ,O,O,X,O,X,X,O,X,X,X,X,X
SLIOJTZ,O,O,X,O,X,X,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,O,X,O,X,X,O,X,X,X,X,X
SLIOZJT,O,O,X,X,O,X,X,X,X,X,X,X
SLJTIZO,O,O,X,O,X,X,O,X,X,O,O,X
SLJTIOZ,X,X,X,O,X,X,X,X,X,X,O,X
SLJTZIO,O,X,X,X,X,X,O,X,X,O,X,X
SLJTZOI,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOZI,X,X,X,X,X,X,X,X,X,X,X,X
SLJITZO,O,O,X,O,X,X,O,X,X,O,O,X
SLJITOZ,X,X,X,O,X,X,X,X,X,X,O,X
SLJIZTO,O,X,X,X,X,X,O,X,X,X,X,X
SLJIZOT,X,X,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,X,X,X,X,X,X,X,X,X,X
SLJIOZT,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,X,X,X,X,X,O,X,X,X,X,X
SLJZTOI,X,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,O,X,X,X,X,X,O,X,X,X,X,X
SLJZIOT,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOTI,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOIT,X,X,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,X,X,X,X,X,X,X,X,X,X,X,X
SLJOTZI,X,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,X,X,X,X,X,X,X,X,X,X,X,X
SLJOIZT,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZTI,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZIT,X,X,X,X,X,X,X,X,X,X,X,X
SLZTIJO,O,O,X,O,X,X,O,X,X,X,X,X
SLZTIOJ,O,O,X,O,X,X,O,X,X,X,X,X
SLZTJIO,O,O,X,O,X,X,O,X,X,X,X,X
SLZTJOI,X,X,X,X,X,X,X,X,X,X,X,X
SLZTOIJ,O,O,X,O,X,X,O,X,X,X,X,X
SLZTOJI,X,X,X,X,X,X,X,X,X,X,X,X
SLZITJO,O,O,X,O,X,X,O,X,X,X,X,X
SLZITOJ,O,O,X,O,X,X,O,X,X,X,X,X
SLZIJTO,O,O,X,O,O,X,O,X,X,X,X,X
SLZIJOT,X,X,X,X,X,X,X,X,X,X,X,X
SLZIOTJ,O,O,X,O,X,X,O,X,X,X,X,X
SLZIOJT,O,O,X,X,O,X,X,X,X,X,X,X
SLZJTIO,O,O,X,O,O,X,O,X,X,X,X,X
SLZJTOI,X,X,X,X,X,X,X,X,X,X,X,X
SLZJITO,O,O,X,O,O,X,O,X,X,X,X,X
SLZJIOT,X,X,X,X,X,X,X,X,X,X,X,X
SLZJOTI,X,X,X,X,X,X,X,X,X,X,X,X
SLZJOIT,X,X,X,X,X,X,X,X,X,X,X,X
SLZOTIJ,O,O,X,O,X,X,O,X,X,X,X,X
SLZOTJI,O,O,X,X,X,X,X,X,X,X,X,X
SLZOITJ,O,O,X,O,X,X,O,X,X,X,X,X
SLZOIJT,O,O,X,X,O,X,X,X,X,X,X,X
SLZOJTI,O,O,X,X,O,X,X,X,X,X,X,X
SLZOJIT,O,O,X,X,O,X,X,X,X,X,X,X
SLOTIJZ,O,O,X,O,X,X,X,X,X,X,X,X
SLOTIZJ,O,O,X,O,X,X,O,X,X,X,X,X
SLOTJIZ,O,O,X,O,X,X,X,X,X,X,X,X
SLOTJZI,O,X,X,X,X,X,X,X,X,X,X,X
SLOTZIJ,O,O,X,O,X,X,O,X,X,X,X,X
SLOTZJI,O,X,X,X,X,X,X,X,X,X,X,X
SLOITJZ,O,O,X,O,X,X,X,X,X,X,X,X
SLOITZJ,O,O,X,O,X,X,O,X,X,X,X,X
SLOIJTZ,O,O,X,O,X,X,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,X,X,X,X,X,X
SLOIZTJ,O,O,X,O,X,X,O,X,X,X,X,X
SLOIZJT,O,O,X,X,O,X,X,X,X,X,X,X
SLOJTIZ,O,O,X,O,X,X,X,X,X,X,X,X
SLOJTZI,O,X,X,X,X,X,X,X,X,X,X,X
SLOJITZ,O,O,X,O,X,X,X,X,X,X,X,X
SLOJIZT,O,X,X,X,X,X,X,X,X,X,X,X
SLOJZTI,O,X,X,X,X,X,X,X,X,X,X,X
SLOJZIT,O,X,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,X,O,X,X,O,X,X,X,X,X
SLOZTJI,O,O,X,X,X,X,X,X,X,X,X,X
SLOZITJ,O,O,X,O,X,X,O,X,X,X,X,X
SLOZIJT,O,O,X,X,O,X,X,X,X,X,X,X
SLOZJTI,O,O,X,X,O,X,X,X,X,X,X,X
SLOZJIT,O,O,X,X,O,X,X,X,X,X,X,X
SJTILZO,O,O,X,X,X,X,X,X,X,O,O,X
SJTILOZ,X,X,X,X,X,X,X,X,X,X,O,X
SJTIZLO,O,X,O,X,X,O,X,X,X,O,O,X
SJTIZOL,O,X,O,X,X,O,X,O,X,O,O,X
SJTIOLZ,X,X,X,X,X,X,X,X,X,X,O,X
SJTIOZL,X,X,O,X,X,X,X,X,X,O,O,X
SJTLIZO,O,O,X,X,X,X,X,X,X,O,O,X
SJTLIOZ,X,X,X,X,X,X,X,X,X,X,O,X
SJTLZIO,O,X,X,X,X,X,X,X,X,O,X,X
SJTLZOI,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOZI,X,X,X,X,X,X,X,X,X,X,X,X
SJTZILO,O,X,O,X,X,O,X,X,X,O,O,X
SJTZIOL,O,X,O,X,X,O,X,O,X,O,O,X
SJTZLIO,X,X,O,X,X,O,X,X,X,O,X,X
SJTZLOI,X,X,X,X,X,O,X,X,X,X,X,X
SJTZOIL,X,X,O,X,X,O,X,O,X,O,X,X
SJTZOLI,X,X,X,X,X,O,X,X,X,X,X,X
SJTOILZ,X,X,X,X,X,X,X,X,X,X,O,X
SJTOIZL,X,X,O,X,X,X,X,X,X,O,O,X
SJTOLIZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTOLZI,X,X,X,X,X,X,X,X,X,X,X,X
SJTOZIL,X,X,O,X,X,X,X,X,X,O,X,X
SJTOZLI,X,X,O,X,X,X,X,X,X,X,X,X
SJITLZO,O,O,X,X,X,X,X,X,X,O,O,X
SJITLOZ,X,X,X,X,X,X,X,X,X,X,O,X
SJITZLO,O,X,O,X,X,O,X,X,X,O,O,X
SJITZOL,O,X,O,X,X,O,X,O,X,O,O,X
SJITOLZ,X,X,X,X,X,X,X,X,X,X,O,X
SJITOZL,X,X,O,X,X,X,X,X,X,O,O,X
SJILTZO,O,O,X,X,X,X,O,X,X,O,O,X
SJILTOZ,X,X,X,X,X,X,X,X,X,X,O,X
SJILZTO,O,X,X,X,X,X,O,X,X,X,X,X
SJILZOT,X,X,X,X,X,X,X,X,X,X,X,X
SJILOTZ,X,X,X,X,X,X,X,X,X,X,X,X
SJILOZT,X,X,X,X,X,X,X,X,X,X,X,X
SJIZTLO,O,X,O,X,O,O,X,X,X,O,O,X
SJIZTOL,O,X,O,X,O,O,X,O,X,O,O,X
SJIZLTO,O,O,O,X,O,O,X,X,X,X,X,X
SJIZLOT,X,X,X,X,X,O,X,X,X,X,X,X
SJIZOTL,X,X,O,X,O,O,X,O,X,X,X,X
SJIZOLT,X,O,X,X,O,O,X,X,X,X,X,X
SJIOTLZ,O,O,X,X,X,X,X,X,X,X,O,O
SJIOTZL,O,X,O,X,X,X,X,X,X,O,O,O
SJIOLTZ,O,O,X,X,X,X,X,X,X,X,X,O
SJIOLZT,O,X,X,X,X,X,X,X,X,X,X,X
SJIOZTL,O,X,O,X,O,X,X,X,X,X,X,O
SJIOZLT,X,O,O,X,O,X,X,X,X,X,X,X
SJLTIZO,O,O,X,X,X,X,O,X,X,O,O,X
SJLTIOZ,X,X,X,X,X,X,X,X,X,X,O,X
SJLTZIO,O,X,X,X,X,X,O,X,X,O,X,X
SJLTZOI,X,X,X,X,X,X,X,X,X,X,X,X
SJLTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SJLTOZI,X,X,X,X,X,X,X,X,X,X,X,X
SJLITZO,O,O,X,X,X,X,O,X,X,O,O,X
SJLITOZ,X,X,X,X,X,X,X,X,X,X,O,X
SJLIZTO,O,X,X,X,X,X,O,X,X,X,X,X
SJLIZOT,X,X,X,X,X,X,X,X,X,X,X,X
SJLIOTZ,X,X,X,X,X,X,X,X,X,X,X,X
