sequence,v115@9gC8GeA8IeB8HeC8CeC8KeSFJvhFlhBziB5oB/rB2s?B0qB,v115@9gC8GeA8IeB8HeC8CeC8KeSFJvhFThBmiB5oB0nBlq?B3rB,v115@9gC8GeA8IeB8HeC8CeC8KeGBJvhFiiB5oBFlB8qBzn?B3rB,v115@9gC8GeA8IeB8HeC8CeC8KezAJvhFumB3iB5oBUlBys?BVwB,v115@9gC8GeA8IeB8HeC8CeC8KezAJvhFCiBeoB5oBUlBXn?BVwB,v115@9gC8GeA8IeB8HeC8CeC8KeGBJvhFTiBRlB6tBXoB0q?BlrB,v115@9gC8GeA8IeB8HeC8CeC8KeGBJvhFTiBRlBXoB6tB0q?BlrB
ZOSTILJ,O,O,O,X,X,X,O
ZOSTIJL,O,O,O,X,X,X,O
ZOSTLIJ,O,O,O,X,X,X,X
ZOSTLJI,O,O,O,X,X,X,X
ZOSTJIL,O,O,O,X,X,X,X
ZOSTJLI,O,O,O,X,X,X,X
ZOSITLJ,O,O,O,X,X,X,O
ZOSITJL,O,O,O,X,X,X,O
ZOSILTJ,O,O,O,X,X,X,X
ZOSILJT,O,O,O,X,X,X,O
ZOSIJTL,O,O,O,X,X,X,O
ZOSIJLT,O,O,O,X,X,X,O
ZOSLTIJ,O,O,O,X,X,X,X
ZOSLTJI,O,O,O,X,X,X,X
ZOSLITJ,O,O,O,X,X,X,X
ZOSLIJT,O,O,O,X,X,X,O
ZOSLJTI,O,O,O,X,X,X,X
ZOSLJIT,O,O,O,X,X,X,X
ZOSJTIL,O,O,O,X,X,X,X
ZOSJTLI,O,O,O,X,X,X,X
ZOSJITL,O,O,O,X,X,X,O
ZOSJILT,O,O,O,X,X,X,O
ZOSJLTI,O,O,O,X,X,X,X
ZOSJLIT,O,O,O,X,X,X,X
OTILJSZ,X,X,O,O,O,O,O
OTILJZS,X,O,O,O,X,O,X
OTILSJZ,X,O,O,O,X,O,O
OTILSZJ,X,O,O,O,X,X,X
OTILZJS,X,O,O,O,X,O,X
OTILZSJ,X,O,O,O,X,X,X
OTIJLSZ,X,X,O,O,O,O,O
OTIJLZS,X,O,O,O,X,O,X
OTIJSLZ,X,X,O,O,O,O,O
OTIJSZL,X,X,O,X,O,X,O
OTIJZLS,X,O,O,O,O,O,X
OTIJZSL,X,O,O,O,O,X,O
OTISLJZ,X,O,O,O,O,O,O
OTISLZJ,X,O,O,O,X,X,X
OTISJLZ,X,O,O,O,O,O,O
OTISJZL,X,O,O,X,O,X,O
OTISZLJ,X,O,O,X,X,X,X
OTISZJL,X,O,O,X,X,X,O
OTIZLJS,X,O,O,O,O,O,X
OTIZLSJ,X,O,O,O,X,X,X
OTIZJLS,X,O,O,O,O,O,X
OTIZJSL,X,O,O,O,O,X,O
OTIZSLJ,X,O,O,O,X,X,X
OTIZSJL,X,O,O,O,O,X,O
OTLIJSZ,X,X,O,O,O,O,O
OTLIJZS,X,O,O,O,X,O,X
OTLISJZ,X,O,O,O,X,O,O
OTLISZJ,X,O,O,O,X,X,X
OTLIZJS,X,O,O,O,X,O,X
OTLIZSJ,X,O,O,O,X,X,X
OTLJISZ,X,X,O,O,O,O,X
OTLJIZS,X,O,O,O,X,O,X
OTLJSIZ,X,X,O,O,O,X,X
OTLJSZI,X,X,O,O,O,X,X
OTLJZIS,X,O,O,O,X,X,X
OTLJZSI,X,O,O,O,X,X,X
OTLSIJZ,X,O,O,O,O,O,O
OTLSIZJ,X,O,O,O,X,X,X
OTLSJIZ,X,O,O,O,O,X,X
OTLSJZI,X,O,O,O,O,X,X
OTLSZIJ,X,O,O,O,X,X,X
OTLSZJI,X,O,O,O,O,X,X
OTLZIJS,X,O,O,O,X,O,X
OTLZISJ,X,O,O,O,X,O,X
OTLZJIS,X,O,O,O,X,X,X
OTLZJSI,X,O,O,O,X,X,X
OTLZSIJ,X,O,O,O,X,X,X
OTLZSJI,X,O,O,O,X,X,X
OTJILSZ,X,X,O,O,O,O,O
OTJILZS,X,O,O,O,X,O,X
OTJISLZ,X,X,O,O,O,O,O
OTJISZL,X,X,O,X,O,X,O
OTJIZLS,X,O,O,O,O,O,X
OTJIZSL,X,O,O,O,O,X,O
OTJLISZ,X,X,O,O,O,O,X
OTJLIZS,X,O,O,O,X,O,X
OTJLSIZ,X,X,O,O,O,X,X
OTJLSZI,X,X,O,O,O,X,X
OTJLZIS,X,O,O,O,X,X,X
OTJLZSI,X,O,O,O,X,X,X
OTJSILZ,X,X,O,O,O,X,O
OTJSIZL,X,X,O,X,O,X,O
OTJSLIZ,X,X,O,O,O,X,X
OTJSLZI,X,X,O,O,O,X,X
OTJSZIL,X,X,O,X,O,X,X
OTJSZLI,X,X,O,X,O,X,X
OTJZILS,X,O,O,O,O,X,X
OTJZISL,X,O,O,O,O,X,X
OTJZLIS,X,O,O,O,O,X,X
OTJZLSI,X,O,O,O,O,X,X
OTJZSIL,X,O,O,O,O,X,X
OTJZSLI,X,O,O,O,O,X,X
OTSILJZ,X,O,O,O,O,O,O
OTSILZJ,X,O,O,O,X,X,X
OTSIJLZ,X,O,O,O,O,O,O
OTSIJZL,X,O,O,X,O,X,O
OTSIZLJ,X,O,O,X,X,X,X
OTSIZJL,X,O,O,X,X,X,O
OTSLIJZ,X,O,O,O,O,O,O
OTSLIZJ,X,O,O,O,X,X,X
OTSLJIZ,X,O,O,O,O,X,X
OTSLJZI,X,O,O,O,O,X,X
OTSLZIJ,X,O,O,O,O,X,X
OTSLZJI,X,O,O,O,O,X,X
OTSJILZ,X,O,O,O,O,X,O
OTSJIZL,X,O,O,X,O,X,O
OTSJLIZ,X,O,O,O,O,X,X
OTSJLZI,X,O,O,O,O,X,X
OTSJZIL,X,O,O,X,O,X,X
OTSJZLI,X,O,O,X,O,X,X
OTSZILJ,X,O,O,X,O,X,O
OTSZIJL,X,O,O,X,O,X,O
OTSZLIJ,X,O,O,X,O,X,X
OTSZLJI,X,O,O,X,O,X,X
OTSZJIL,X,O,O,X,O,X,X
OTSZJLI,X,O,O,X,O,X,X
OTZILJS,X,O,O,O,O,O,O
OTZILSJ,X,O,O,O,X,O,O
OTZIJLS,X,O,O,O,O,O,O
OTZIJSL,X,O,O,O,O,O,O
OTZISLJ,X,O,O,O,O,O,O
OTZISJL,X,O,O,O,O,O,O
OTZLIJS,X,O,O,O,O,O,X
OTZLISJ,X,O,O,O,X,O,X
OTZLJIS,X,O,O,O,O,X,X
OTZLJSI,X,O,O,O,O,X,X
OTZLSIJ,X,O,O,O,O,X,X
OTZLSJI,X,O,O,O,O,X,X
OTZJILS,X,O,O,O,O,X,X
OTZJISL,X,O,O,O,O,X,X
OTZJLIS,X,O,O,O,O,X,X
OTZJLSI,X,O,O,O,O,X,X
OTZJSIL,X,O,O,O,O,X,X
OTZJSLI,X,O,O,O,O,X,X
OTZSILJ,X,O,O,O,O,X,O
OTZSIJL,X,O,O,O,O,X,O
OTZSLIJ,X,O,O,O,O,X,X
OTZSLJI,X,O,O,O,O,X,X
OTZSJIL,X,O,O,O,O,X,X
OTZSJLI,X,O,O,O,O,X,X
OITLJSZ,X,X,O,O,O,O,O
OITLJZS,X,O,O,O,X,O,X
OITLSJZ,X,O,O,O,X,O,O
OITLSZJ,X,O,O,O,X,X,X
OITLZJS,X,O,O,O,X,O,X
OITLZSJ,X,O,O,O,X,X,X
OITJLSZ,X,X,O,O,O,O,O
OITJLZS,X,O,O,O,X,O,X
OITJSLZ,X,X,O,O,O,O,O
OITJSZL,X,X,O,X,O,X,O
OITJZLS,X,O,O,O,O,O,X
OITJZSL,X,O,O,O,O,X,O
OITSLJZ,X,O,O,O,X,O,O
OITSLZJ,X,O,O,O,X,X,X
OITSJLZ,X,O,O,O,O,O,O
OITSJZL,X,O,O,X,O,X,O
OITSZLJ,X,O,O,X,X,X,X
OITSZJL,X,O,O,X,X,X,O
OITZLJS,X,O,O,O,O,O,X
OITZLSJ,X,O,O,O,X,X,X
OITZJLS,X,O,O,O,O,O,X
OITZJSL,X,O,O,O,O,X,O
OITZSLJ,X,O,O,O,X,X,X
OITZSJL,X,O,O,O,O,X,O
OILTJSZ,X,X,O,O,X,O,X
OILTJZS,X,O,O,O,X,O,X
OILTSJZ,X,O,O,O,X,O,X
OILTSZJ,X,O,O,O,X,X,X
OILTZJS,X,O,O,O,X,O,X
OILTZSJ,X,O,O,O,X,X,X
OILJTSZ,O,X,O,X,X,O,X
OILJTZS,O,X,O,X,X,O,X
OILJSTZ,O,X,O,X,X,X,X
OILJSZT,O,X,O,X,X,X,X
OILJZTS,O,X,O,X,X,X,X
OILJZST,O,X,O,X,X,X,X
OILSTJZ,O,X,O,O,X,X,X
OILSTZJ,X,O,O,O,X,X,X
OILSJTZ,O,X,O,X,X,X,X
OILSJZT,O,O,O,X,X,X,X
OILSZTJ,X,O,O,O,X,X,X
OILSZJT,X,O,O,X,X,X,X
OILZTJS,X,O,O,O,X,O,X
OILZTSJ,X,O,O,O,X,O,X
OILZJTS,O,O,O,X,X,O,X
OILZJST,O,O,O,X,X,X,X
OILZSTJ,O,O,O,O,X,X,X
OILZSJT,O,O,O,X,X,X,X
OIJTLSZ,O,X,O,X,O,X,X
OIJTLZS,O,X,O,X,X,X,X
OIJTSLZ,O,X,O,X,O,X,X
OIJTSZL,O,X,O,X,O,X,X
OIJTZLS,O,X,O,X,O,X,X
OIJTZSL,O,X,O,X,O,X,X
OIJLTSZ,O,X,O,X,X,O,X
OIJLTZS,O,X,O,X,X,O,X
OIJLSTZ,O,X,O,X,X,X,X
OIJLSZT,O,X,O,X,X,X,X
OIJLZTS,O,X,O,X,X,X,X
OIJLZST,O,X,O,X,X,X,X
OIJSTLZ,O,X,O,X,X,X,O
OIJSTZL,O,X,O,X,X,X,X
OIJSLTZ,O,X,O,X,X,X,O
OIJSLZT,O,X,O,X,X,X,O
OIJSZTL,O,X,O,X,X,X,X
OIJSZLT,O,X,O,X,X,X,O
OIJZTLS,O,X,O,X,X,X,X
OIJZTSL,O,X,X,X,X,X,X
OIJZLTS,O,X,O,X,X,X,X
OIJZLST,O,X,O,X,X,X,X
OIJZSTL,O,X,O,X,X,X,X
OIJZSLT,O,X,O,X,X,X,X
OISTLJZ,O,O,O,X,X,X,O
OISTLZJ,X,O,O,X,X,X,X
OISTJLZ,O,O,O,X,X,X,O
OISTJZL,O,O,O,X,X,X,O
OISTZLJ,X,O,O,X,X,X,X
OISTZJL,X,O,O,X,X,X,O
OISLTJZ,O,X,O,X,X,X,X
OISLTZJ,X,O,O,X,X,X,X
OISLJTZ,O,X,O,X,X,X,O
OISLJZT,O,O,O,X,X,X,O
OISLZTJ,X,O,O,X,X,X,X
OISLZJT,X,O,O,X,X,X,X
OISJTLZ,O,X,O,X,X,X,O
OISJTZL,O,X,O,X,X,X,X
OISJLTZ,O,X,O,X,X,X,O
OISJLZT,O,O,O,X,X,X,O
OISJZTL,O,O,O,X,X,X,X
OISJZLT,O,O,O,X,X,X,O
OISZTLJ,X,O,O,X,X,X,O
OISZTJL,X,O,O,X,X,X,O
OISZLTJ,X,O,O,X,X,X,X
OISZLJT,X,O,O,X,X,X,O
OISZJTL,X,O,O,X,X,X,O
OISZJLT,X,O,O,X,X,X,O
OIZTLJS,X,O,O,X,X,O,O
OIZTLSJ,X,O,O,X,X,O,O
OIZTJLS,X,O,O,X,X,O,O
OIZTJSL,X,O,O,X,X,O,O
OIZTSLJ,X,O,O,X,X,O,O
OIZTSJL,X,O,O,X,X,O,O
OIZLTJS,X,O,O,O,X,O,X
OIZLTSJ,X,O,O,O,X,O,X
OIZLJTS,O,O,O,X,X,O,X
OIZLJST,O,O,O,X,X,X,X
OIZLSTJ,O,O,O,O,X,X,X
OIZLSJT,O,O,O,X,X,X,X
OIZJTLS,O,O,O,X,X,X,X
OIZJTSL,O,O,X,X,X,X,X
OIZJLTS,O,O,O,X,X,O,X
OIZJLST,O,O,O,X,X,X,X
OIZJSTL,O,O,O,X,X,X,O
OIZJSLT,O,O,O,X,X,X,O
OIZSTLJ,O,O,O,X,X,X,O
OIZSTJL,O,O,O,X,X,X,O
OIZSLTJ,O,O,O,X,X,X,X
OIZSLJT,O,O,O,X,X,X,O
OIZSJTL,O,O,O,X,X,X,O
OIZSJLT,O,O,O,X,X,X,O
OLTIJSZ,X,X,O,O,X,O,X
OLTIJZS,X,O,O,O,X,O,X
OLTISJZ,X,O,O,O,X,O,X
OLTISZJ,X,O,O,O,X,X,X
OLTIZJS,X,O,O,O,X,O,X
OLTIZSJ,X,O,O,O,X,X,X
OLTJISZ,X,X,O,O,X,O,X
OLTJIZS,X,O,O,O,X,O,X
OLTJSIZ,X,X,O,O,X,X,X
OLTJSZI,X,X,O,O,X,X,X
OLTJZIS,X,O,O,O,X,X,X
OLTJZSI,X,O,O,O,X,X,X
OLTSIJZ,X,O,O,O,X,O,X
OLTSIZJ,X,O,O,O,X,X,X
OLTSJIZ,X,O,O,O,X,X,X
OLTSJZI,X,O,O,O,X,X,X
OLTSZIJ,X,O,O,O,X,X,X
OLTSZJI,X,O,O,O,X,X,X
OLTZIJS,X,O,O,O,X,O,X
OLTZISJ,X,O,O,O,X,O,X
OLTZJIS,X,O,O,O,X,X,X
OLTZJSI,X,O,O,O,X,X,X
OLTZSIJ,X,O,O,O,X,X,X
OLTZSJI,X,O,O,O,X,X,X
OLITJSZ,X,X,O,O,X,O,X
OLITJZS,X,O,O,O,X,O,X
OLITSJZ,X,O,O,O,X,O,X
OLITSZJ,X,O,O,O,X,X,X
OLITZJS,X,O,O,O,X,O,X
OLITZSJ,X,O,O,O,X,X,X
OLIJTSZ,O,X,O,X,X,O,X
OLIJTZS,O,X,O,X,X,O,X
OLIJSTZ,O,X,O,X,X,X,X
OLIJSZT,O,X,O,X,X,X,X
OLIJZTS,O,X,O,X,X,X,X
OLIJZST,O,X,O,X,X,X,X
OLISTJZ,O,X,O,O,X,X,X
OLISTZJ,X,O,O,O,X,X,X
OLISJTZ,O,X,O,X,X,X,X
OLISJZT,O,O,O,X,X,X,X
OLISZTJ,X,O,O,O,X,X,X
OLISZJT,X,O,O,X,X,X,X
OLIZTJS,X,O,O,O,X,O,X
OLIZTSJ,X,O,O,O,X,O,X
OLIZJTS,O,O,O,X,X,O,X
OLIZJST,O,O,O,X,X,X,X
OLIZSTJ,O,O,O,O,X,X,X
OLIZSJT,O,O,O,X,X,X,X
OLJTISZ,O,X,O,X,X,X,X
OLJTIZS,O,X,O,X,X,X,X
OLJTSIZ,O,X,O,X,X,X,X
OLJTSZI,O,X,O,X,X,X,X
OLJTZIS,O,X,O,X,X,X,X
OLJTZSI,O,X,O,X,X,X,X
OLJITSZ,O,X,O,X,X,X,X
OLJITZS,O,X,O,X,X,X,X
OLJISTZ,O,X,O,X,X,X,X
OLJISZT,O,X,O,X,X,X,X
OLJIZTS,O,X,O,X,X,X,X
OLJIZST,O,X,O,X,X,X,X
OLJSTIZ,O,X,O,X,X,X,X
OLJSTZI,O,X,O,X,X,X,X
OLJSITZ,O,X,O,X,X,X,X
OLJSIZT,O,X,O,X,X,X,X
OLJSZTI,O,X,O,X,X,X,X
OLJSZIT,O,X,O,X,X,X,X
OLJZTIS,O,X,O,X,X,X,X
OLJZTSI,O,X,X,X,X,X,X
OLJZITS,O,X,O,X,X,X,X
OLJZIST,O,X,O,X,X,X,X
OLJZSTI,O,X,X,X,X,X,X
OLJZSIT,O,X,O,X,X,X,X
OLSTIJZ,O,X,O,O,X,X,X
OLSTIZJ,X,O,O,O,X,X,X
OLSTJIZ,O,X,O,O,X,X,X
OLSTJZI,O,X,O,O,X,X,X
OLSTZIJ,X,O,O,O,X,X,X
OLSTZJI,X,O,O,O,X,X,X
OLSITJZ,O,X,O,O,X,X,X
OLSITZJ,X,O,O,O,X,X,X
OLSIJTZ,O,X,O,X,X,X,X
OLSIJZT,O,O,O,X,X,X,X
OLSIZTJ,X,O,O,O,X,X,X
OLSIZJT,X,O,O,X,X,X,X
OLSJTIZ,O,X,O,X,X,X,X
OLSJTZI,O,X,O,X,X,X,X
OLSJITZ,O,X,O,X,X,X,X
OLSJIZT,O,O,O,X,X,X,X
OLSJZTI,O,O,O,X,X,X,X
OLSJZIT,O,O,O,X,X,X,X
OLSZTIJ,X,O,O,O,X,X,X
OLSZTJI,X,O,O,O,X,X,X
OLSZITJ,X,O,O,O,X,X,X
OLSZIJT,X,O,O,X,X,X,X
OLSZJTI,X,O,O,X,X,X,X
OLSZJIT,X,O,O,X,X,X,X
OLZTIJS,X,O,O,O,X,O,X
OLZTISJ,X,O,O,O,X,O,X
OLZTJIS,X,O,O,O,X,X,X
OLZTJSI,X,O,O,O,X,X,X
OLZTSIJ,X,O,O,O,X,X,X
OLZTSJI,X,O,O,O,X,X,X
OLZITJS,X,O,O,O,X,O,X
OLZITSJ,X,O,O,O,X,O,X
OLZIJTS,O,O,O,X,X,O,X
OLZIJST,O,O,O,X,X,X,X
OLZISTJ,O,O,O,O,X,X,X
OLZISJT,O,O,O,X,X,X,X
OLZJTIS,O,O,O,X,X,X,X
OLZJTSI,O,O,X,X,X,X,X
OLZJITS,O,O,O,X,X,X,X
OLZJIST,O,O,O,X,X,X,X
OLZJSTI,O,O,X,X,X,X,X
OLZJSIT,O,O,O,X,X,X,X
OLZSTIJ,O,O,O,O,X,X,X
OLZSTJI,O,O,O,O,X,X,X
OLZSITJ,O,O,O,O,X,X,X
OLZSIJT,O,O,O,X,X,X,X
OLZSJTI,O,O,O,X,X,X,X
OLZSJIT,O,O,O,X,X,X,X
OJTILSZ,O,X,O,X,O,X,X
OJTILZS,O,X,O,X,X,X,X
OJTISLZ,O,X,O,X,O,X,X
OJTISZL,O,X,O,X,O,X,X
OJTIZLS,O,X,O,X,O,X,X
OJTIZSL,O,X,O,X,O,X,X
OJTLISZ,O,X,O,X,O,X,X
OJTLIZS,O,X,O,X,X,X,X
OJTLSIZ,O,X,O,X,O,X,X
OJTLSZI,O,X,O,X,O,X,X
OJTLZIS,O,X,O,X,X,X,X
OJTLZSI,O,X,O,X,X,X,X
OJTSILZ,O,X,O,X,O,X,X
OJTSIZL,O,X,O,X,O,X,X
OJTSLIZ,O,X,O,X,O,X,X
OJTSLZI,O,X,O,X,O,X,X
OJTSZIL,O,X,O,X,O,X,X
OJTSZLI,O,X,O,X,O,X,X
OJTZILS,O,X,O,X,O,X,X
OJTZISL,O,X,O,X,O,X,X
OJTZLIS,O,X,O,X,O,X,X
OJTZLSI,O,X,O,X,O,X,X
OJTZSIL,O,X,O,X,O,X,X
OJTZSLI,O,X,O,X,O,X,X
OJITLSZ,O,X,O,X,O,X,X
OJITLZS,O,X,O,X,X,X,X
OJITSLZ,O,X,O,X,O,X,X
OJITSZL,O,X,O,X,O,X,X
OJITZLS,O,X,O,X,O,X,X
OJITZSL,O,X,O,X,O,X,X
OJILTSZ,O,X,O,X,X,X,X
OJILTZS,O,X,O,X,X,X,X
OJILSTZ,O,X,O,X,X,X,X
OJILSZT,O,X,O,X,X,X,X
OJILZTS,O,X,O,X,X,X,X
OJILZST,O,X,O,X,X,X,X
OJISTLZ,O,X,O,X,X,X,X
OJISTZL,O,X,O,X,X,X,X
OJISLTZ,O,X,O,X,X,X,X
OJISLZT,O,X,O,X,X,X,X
OJISZTL,O,X,O,X,X,X,X
OJISZLT,O,X,O,X,X,X,X
OJIZTLS,O,X,O,X,X,X,X
OJIZTSL,O,X,X,X,X,X,X
OJIZLTS,O,X,O,X,X,X,X
OJIZLST,O,X,O,X,X,X,X
OJIZSTL,O,X,O,X,X,X,X
OJIZSLT,O,X,O,X,X,X,X
OJLTISZ,O,X,O,X,X,X,X
OJLTIZS,O,X,O,X,X,X,X
OJLTSIZ,O,X,O,X,X,X,X
OJLTSZI,O,X,O,X,X,X,X
OJLTZIS,O,X,O,X,X,X,X
OJLTZSI,O,X,O,X,X,X,X
OJLITSZ,O,X,O,X,X,X,X
OJLITZS,O,X,O,X,X,X,X
OJLISTZ,O,X,O,X,X,X,X
OJLISZT,O,X,O,X,X,X,X
OJLIZTS,O,X,O,X,X,X,X
OJLIZST,O,X,O,X,X,X,X
OJLSTIZ,O,X,O,X,X,X,X
OJLSTZI,O,X,O,X,X,X,X
OJLSITZ,O,X,O,X,X,X,X
OJLSIZT,O,X,O,X,X,X,X
OJLSZTI,O,X,O,X,X,X,X
OJLSZIT,O,X,O,X,X,X,X
OJLZTIS,O,X,O,X,X,X,X
OJLZTSI,O,X,X,X,X,X,X
OJLZITS,O,X,O,X,X,X,X
OJLZIST,O,X,O,X,X,X,X
OJLZSTI,O,X,X,X,X,X,X
OJLZSIT,O,X,O,X,X,X,X
OJSTILZ,O,X,O,X,X,X,X
OJSTIZL,O,X,O,X,X,X,X
OJSTLIZ,O,X,O,X,X,X,X
OJSTLZI,O,X,O,X,X,X,X
OJSTZIL,O,X,O,X,X,X,X
OJSTZLI,O,X,O,X,X,X,X
OJSITLZ,O,X,O,X,X,X,X
OJSITZL,O,X,O,X,X,X,X
OJSILTZ,O,X,O,X,X,X,X
OJSILZT,O,X,O,X,X,X,X
OJSIZTL,O,X,O,X,X,X,X
OJSIZLT,O,X,O,X,X,X,X
OJSLTIZ,O,X,O,X,X,X,X
OJSLTZI,O,X,O,X,X,X,X
OJSLITZ,O,X,O,X,X,X,X
OJSLIZT,O,X,O,X,X,X,X
OJSLZTI,O,X,O,X,X,X,X
OJSLZIT,O,X,O,X,X,X,X
OJSZTIL,O,X,O,X,X,X,X
OJSZTLI,O,X,O,X,X,X,X
OJSZITL,O,X,O,X,X,X,X
OJSZILT,O,X,O,X,X,X,X
OJSZLTI,O,X,O,X,X,X,X
OJSZLIT,O,X,O,X,X,X,X
OJZTILS,O,X,O,X,X,X,X
OJZTISL,O,X,X,X,X,X,X
OJZTLIS,O,X,O,X,X,X,X
OJZTLSI,O,X,X,X,X,X,X
OJZTSIL,O,X,X,X,X,X,X
OJZTSLI,O,X,X,X,X,X,X
OJZITLS,O,X,O,X,X,X,X
OJZITSL,O,X,X,X,X,X,X
OJZILTS,O,X,O,X,X,X,X
OJZILST,O,X,O,X,X,X,X
OJZISTL,O,X,O,X,X,X,X
OJZISLT,O,X,O,X,X,X,X
OJZLTIS,O,X,O,X,X,X,X
OJZLTSI,O,X,X,X,X,X,X
OJZLITS,O,X,O,X,X,X,X
OJZLIST,O,X,O,X,X,X,X
OJZLSTI,O,X,X,X,X,X,X
OJZLSIT,O,X,O,X,X,X,X
OJZSTIL,O,X,O,X,X,X,X
OJZSTLI,O,X,O,X,X,X,X
OJZSITL,O,X,O,X,X,X,X
OJZSILT,O,X,O,X,X,X,X
OJZSLTI,O,X,O,X,X,X,X
OJZSLIT,O,X,O,X,X,X,X
OSTILJZ,O,O,O,X,X,X,O
OSTILZJ,X,O,O,X,X,X,X
OSTIJLZ,O,O,O,X,X,X,O
OSTIJZL,O,O,O,X,X,X,O
OSTIZLJ,X,O,O,X,X,X,X
OSTIZJL,X,O,O,X,X,X,O
OSTLIJZ,O,O,O,X,X,X,O
OSTLIZJ,X,O,O,X,X,X,X
OSTLJIZ,O,O,O,X,X,X,X
OSTLJZI,O,O,O,X,X,X,X
OSTLZIJ,X,O,O,X,X,X,X
OSTLZJI,X,O,O,X,X,X,X
OSTJILZ,O,O,O,X,X,X,O
OSTJIZL,O,O,O,X,X,X,O
OSTJLIZ,O,O,O,X,X,X,X
OSTJLZI,O,O,O,X,X,X,X
OSTJZIL,O,O,O,X,X,X,X
OSTJZLI,O,O,O,X,X,X,X
OSTZILJ,X,O,O,X,X,X,O
OSTZIJL,X,O,O,X,X,X,O
OSTZLIJ,X,O,O,X,X,X,X
OSTZLJI,X,O,O,X,X,X,X
OSTZJIL,X,O,O,X,X,X,X
OSTZJLI,X,O,O,X,X,X,X
OSITLJZ,O,O,O,X,X,X,O
OSITLZJ,X,O,O,X,X,X,X
OSITJLZ,O,O,O,X,X,X,O
OSITJZL,O,O,O,X,X,X,O
OSITZLJ,X,O,O,X,X,X,X
OSITZJL,X,O,O,X,X,X,O
OSILTJZ,O,X,O,X,X,X,X
OSILTZJ,X,O,O,X,X,X,X
OSILJTZ,O,X,O,X,X,X,O
OSILJZT,O,O,O,X,X,X,O
OSILZTJ,X,O,O,X,X,X,X
OSILZJT,X,O,O,X,X,X,X
OSIJTLZ,O,X,O,X,X,X,O
OSIJTZL,O,X,O,X,X,X,X
OSIJLTZ,O,X,O,X,X,X,O
OSIJLZT,O,O,O,X,X,X,O
OSIJZTL,O,O,O,X,X,X,X
OSIJZLT,O,O,O,X,X,X,O
OSIZTLJ,X,O,O,X,X,X,O
OSIZTJL,X,O,O,X,X,X,O
OSIZLTJ,X,O,O,X,X,X,X
OSIZLJT,X,O,O,X,X,X,O
OSIZJTL,X,O,O,X,X,X,O
OSIZJLT,X,O,O,X,X,X,O
OSLTIJZ,O,X,O,X,X,X,O
OSLTIZJ,X,O,O,X,X,X,X
OSLTJIZ,O,X,O,X,X,X,X
OSLTJZI,O,X,O,X,X,X,X
OSLTZIJ,X,O,O,X,X,X,X
OSLTZJI,X,O,O,X,X,X,X
OSLITJZ,O,X,O,X,X,X,X
OSLITZJ,X,O,O,X,X,X,X
OSLIJTZ,O,X,O,X,X,X,O
OSLIJZT,O,O,O,X,X,X,O
OSLIZTJ,X,O,O,X,X,X,X
OSLIZJT,X,O,O,X,X,X,X
OSLJTIZ,O,X,O,X,X,X,X
OSLJTZI,O,X,O,X,X,X,X
OSLJITZ,O,X,O,X,X,X,X
OSLJIZT,O,O,O,X,X,X,X
OSLJZTI,O,O,O,X,X,X,X
OSLJZIT,O,O,O,X,X,X,X
OSLZTIJ,X,O,O,X,X,X,X
OSLZTJI,X,O,O,X,X,X,X
OSLZITJ,X,O,O,X,X,X,X
OSLZIJT,X,O,O,X,X,X,O
OSLZJTI,X,O,O,X,X,X,X
OSLZJIT,X,O,O,X,X,X,X
OSJTILZ,O,X,O,X,X,X,O
OSJTIZL,O,X,O,X,X,X,O
OSJTLIZ,O,X,O,X,X,X,X
OSJTLZI,O,X,O,X,X,X,X
OSJTZIL,O,X,O,X,X,X,X
OSJTZLI,O,X,O,X,X,X,X
OSJITLZ,O,X,O,X,X,X,O
OSJITZL,O,X,O,X,X,X,X
OSJILTZ,O,X,O,X,X,X,O
OSJILZT,O,O,O,X,X,X,O
OSJIZTL,O,O,O,X,X,X,X
OSJIZLT,O,O,O,X,X,X,O
OSJLTIZ,O,X,O,X,X,X,X
OSJLTZI,O,X,O,X,X,X,X
OSJLITZ,O,X,O,X,X,X,X
OSJLIZT,O,O,O,X,X,X,X
OSJLZTI,O,O,O,X,X,X,X
OSJLZIT,O,O,O,X,X,X,X
OSJZTIL,O,O,O,X,X,X,X
OSJZTLI,O,O,O,X,X,X,X
OSJZITL,O,O,O,X,X,X,O
OSJZILT,O,O,O,X,X,X,O
OSJZLTI,O,O,O,X,X,X,X
OSJZLIT,O,O,O,X,X,X,X
OSZTILJ,X,O,O,X,X,X,O
OSZTIJL,X,O,O,X,X,X,O
OSZTLIJ,X,O,O,X,X,X,X
OSZTLJI,X,O,O,X,X,X,X
OSZTJIL,X,O,O,X,X,X,X
OSZTJLI,X,O,O,X,X,X,X
OSZITLJ,X,O,O,X,X,X,O
OSZITJL,X,O,O,X,X,X,O
OSZILTJ,X,O,O,X,X,X,X
OSZILJT,X,O,O,X,X,X,O
OSZIJTL,X,O,O,X,X,X,O
OSZIJLT,X,O,O,X,X,X,O
OSZLTIJ,X,O,O,X,X,X,X
OSZLTJI,X,O,O,X,X,X,X
OSZLITJ,X,O,O,X,X,X,X
OSZLIJT,X,O,O,X,X,X,O
OSZLJTI,X,O,O,X,X,X,X
OSZLJIT,X,O,O,X,X,X,X
OSZJTIL,X,O,O,X,X,X,X
OSZJTLI,X,O,O,X,X,X,X
