sequence,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgBVnBaoB5oBzp?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhFOlBxiBFnBXoB0p?BSyB,v115@BhB8GeB8HeC8DeA8BeD8MeXAJvhFxiB2pBFnB6tBzs?B0pB,v115@BhB8GeB8HeC8DeA8BeD8Mex/IvhFTjB/pBaqBFnBGt?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgBxiBUnBFoBzp?BSyB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB/pBFnB6tBOq?BzsB,v115@BhB8GeB8HeC8DeA8BeD8MeOFJvhFxiBTkBFnBXoBSy?B0pB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhF5oBypBFnB8sBXq?BmsB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB2pBFnB6tBzs?BXqB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhFxiBypBFnB8sB+t?BXqB,v115@BhB8GeB8HeC8DeA8BeD8Mex/IvhFXiBTkBeqBFoB6t?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgB5oBUnBatBzp?BlsB,v115@BhB8GeB8HeC8DeA8BeD8MemCJvhF5oBikBFnBXlBzs?B0pB,v115@BhB8GeB8HeC8DeA8BeD8MeXAJvhFxiB2pBFnBCtBTt?B0pB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB2pBFnBCtBTt?BXqB,v115@BhB8GeB8HeC8DeA8BeD8MexCJvhFikBFnBToBXlBWy?B0pB
TJSOLIZ,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X,O
TJSOLZI,X,X,O,O,X,O,O,X,O,X,X,X,X,O,X,O
TJSOZIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSOZLI,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
TJZILSO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJZILOS,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X
TJZISLO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJZISOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJZIOLS,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X
TJZIOSL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJZLISO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJZLIOS,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
TJZLSIO,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJZLSOI,O,O,O,X,O,X,O,X,O,O,O,X,X,O,O,X
TJZLOIS,O,O,X,X,O,X,X,O,O,O,O,X,X,O,O,O
TJZLOSI,O,O,X,X,O,X,O,X,O,O,O,X,X,O,O,O
TJZSILO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJZSIOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJZSLIO,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TJZSLOI,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X
TJZSOIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJZSOLI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJZOILS,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
TJZOISL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJZOLIS,O,O,O,X,X,X,X,X,O,O,O,X,X,X,O,O
TJZOLSI,O,O,O,X,X,X,O,X,O,O,O,X,X,X,O,O
TJZOSIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJZOSLI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJOILSZ,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,O
TJOILZS,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O
TJOISLZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O
TJOISZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOIZLS,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O
TJOIZSL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOLISZ,O,X,O,X,X,O,O,X,O,X,X,X,O,O,O,O
TJOLIZS,O,O,O,X,X,X,X,X,O,X,X,X,O,O,O,O
TJOLSIZ,O,O,O,O,X,O,O,X,O,X,X,X,O,O,O,O
TJOLSZI,O,O,O,O,X,O,O,X,O,X,X,X,X,O,O,O
TJOLZIS,O,O,O,X,X,X,X,X,O,X,X,X,O,O,O,O
TJOLZSI,O,O,O,X,X,X,O,X,O,X,X,X,X,O,O,O
TJOSILZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O
TJOSIZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOSLIZ,O,X,O,O,X,O,O,X,O,X,X,X,O,O,X,O
TJOSLZI,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X,O
TJOSZIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOSZLI,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
TJOZILS,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O
TJOZISL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZLIS,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,O
TJOZLSI,O,O,O,X,X,X,O,X,O,X,O,X,X,X,O,O
TJOZSIL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZSLI,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
TSILJZO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSILJOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TSILZJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSILZOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSILOZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIJLZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSIJLOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TSIJZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJZOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZLJO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIZLOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIZJLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZOLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIZOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOLJZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIOLZJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIOZJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIJZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSLIJOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TSLIZJO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSLIZOJ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSLIOJZ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLIOZJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TSLJIZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TSLJZIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSLJZOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
TSLJOIZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
TSLJOZI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
TSLZIJO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSLZIOJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
TSLZJIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSLZJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TSLZOIJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
TSLZOJI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X
TSLOIZJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TSLOJIZ,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X
TSLOJZI,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TSLOZIJ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X
TSLOZJI,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TSJILZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSJILOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TSJIZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIZOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSJIOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLIZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJLIOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TSJLZIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJLZOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
TSJLOIZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
TSJLOZI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
TSJZILO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJZIOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSJZLIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,O,O,O,O,X,X,O,X,O,X,X,O,O,X
TSJZOIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSJZOLI,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X
TSJOILZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TSJOIZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSJOLIZ,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X,O
TSJOLZI,X,X,O,O,X,O,O,X,O,X,X,X,X,O,X,O
TSJOZIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSJOZLI,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
TSZILJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZILOJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSZIJLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZIJOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSZIOLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZIOJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZLIJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZLIOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSZLJIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZLJOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
TSZLOIJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSZLOJI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZJILO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSZJLIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZJLOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
TSZJOIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSZJOLI,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
TSZOILJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZOIJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZOLIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZOLJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZOJIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSZOJLI,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X
TSOILJZ,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TSOILZJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOIJLZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSOIJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOIZJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLIJZ,O,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X
TSOLIZJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TSOLJIZ,O,X,O,O,X,O,O,X,O,X,X,X,O,O,X,X
TSOLJZI,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X,X
TSOLZIJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TSOLZJI,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TSOJILZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TSOJIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,X,O,O,X,O,O,X,O,X,X,X,O,O,X,X
TSOJLZI,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X,X
TSOJZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJZLI,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSOZILJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOZIJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZLIJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOZLJI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOZJIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZJLI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZILJSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZILJOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZILSJO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZILSOJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZILOJS,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TZILOSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TZIJLSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZIJLOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZIJSLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZIJSOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZIJOLS,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZIJOSL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZISLJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZISLOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZISJLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZISJOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZISOLJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZISOJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZIOLJS,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TZIOLSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TZIOJLS,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZIOJSL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZIOSLJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZIOSJL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZLIJSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLIJOS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TZLISJO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZLISOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZLIOJS,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TZLIOSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TZLJISO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLJIOS,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X
TZLJSIO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZLJSOI,O,O,O,X,O,X,O,X,O,X,O,X,X,O,O,X
TZLJOIS,O,O,X,X,O,X,X,O,O,X,O,X,X,O,O,O
TZLJOSI,O,O,X,X,O,X,O,X,O,X,O,X,X,O,O,O
TZLSIJO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZLSIOJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
TZLSJIO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZLSJOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X
TZLSOIJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
TZLSOJI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZLOIJS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
TZLOISJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TZLOJIS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
TZLOJSI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TZLOSIJ,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X
TZLOSJI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TZJILSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJILOS,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TZJISLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJISOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZJIOLS,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
TZJIOSL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZJLISO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJLIOS,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X
TZJLSIO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZJLSOI,O,O,O,X,O,X,O,X,O,X,O,X,X,O,O,X
TZJLOIS,O,O,X,X,O,X,X,O,O,X,O,X,X,O,O,O
TZJLOSI,O,O,X,X,O,X,O,X,O,X,O,X,X,O,O,O
TZJSILO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJSIOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZJSLIO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJSLOI,O,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X
TZJSOIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZJSOLI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TZJOILS,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O
TZJOISL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZJOLIS,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O,O
TZJOLSI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O
TZJOSIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZJOSLI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TZSILJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZSILOJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZSIJLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSIJOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZSIOLJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZSIOJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSLIJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSLIOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZSLJIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSLJOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
TZSLOIJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZSLOJI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZSJILO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSJIOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZSJLIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSJLOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
TZSJOIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZSJOLI,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
TZSOILJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZSOIJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSOLIJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZSOLJI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZSOJIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZSOJLI,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X
TZOILJS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
TZOILSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TZOIJLS,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X
TZOIJSL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZOISLJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZOISJL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZOLIJS,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
TZOLISJ,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
TZOLJIS,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
TZOLJSI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
TZOLSIJ,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TZOLSJI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TZOJILS,O,O,X,X,O,X,X,X,O,X,O,O,O,X,X,X
TZOJISL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TZOJLIS,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X
TZOJLSI,O,O,O,X,O,X,O,X,O,X,O,O,X,X,X,X
TZOJSIL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TZOJSLI,O,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X
TZOSILJ,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
TZOSIJL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZOSLIJ,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
TZOSLJI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
TZOSJIL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TZOSJLI,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X
TOILJSZ,O,X,O,X,X,O,O,X,O,X,X,O,O,X,X,X
TOILJZS,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
TOILSJZ,O,X,O,X,X,O,O,X,O,X,X,O,O,X,X,X
TOILSZJ,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
TOILZJS,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
TOILZSJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TOIJLSZ,O,X,O,X,X,X,O,X,O,X,X,O,O,X,X,X
TOIJLZS,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
TOIJSLZ,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
TOIJSZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOIJZLS,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X
TOIJZSL,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOISLJZ,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
TOISLZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TOISJLZ,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
TOISJZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOISZLJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TOISZJL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOIZLJS,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TOIZLSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOIZJLS,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TOIZJSL,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOIZSLJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOIZSJL,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOLIJSZ,O,X,O,X,O,O,O,X,O,X,X,O,O,X,X,X
TOLIJZS,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X
TOLISJZ,O,X,O,X,O,O,O,X,O,X,X,O,O,X,X,X
TOLISZJ,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TOLIZJS,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
TOLIZSJ,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
TOLJISZ,O,X,O,X,O,O,O,X,O,X,X,O,O,O,O,O
TOLJIZS,O,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O
TOLJSIZ,O,O,O,X,O,O,O,X,O,X,X,O,O,O,O,O
TOLJSZI,O,O,O,X,O,O,O,X,O,X,X,O,X,O,O,O
TOLJZIS,O,O,O,X,O,X,X,O,O,X,X,O,O,O,O,O
TOLJZSI,O,O,O,X,O,X,O,X,O,X,X,O,X,O,O,O
TOLSIJZ,O,O,O,X,O,O,O,X,O,X,X,O,O,X,X,X
