sequence,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhFxgBXiBVqBUmB2u?BywB,v115@FhB8GeC8GeC8CeA8CeC8JeZEJvhFUgBFhBXiBqpBmq?BzrB,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhF0gBxhBVqB3mB2u?BywB,v115@FhB8GeC8GeC8CeA8CeC8JeZFJvhFzgBFiBOpBfsB6p?BUrB,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhFxhBllBcrBesBip?BXqB,v115@FhB8GeC8GeC8CeA8CeC8Je2EJvhFRgBFiBcqBKrBfs?BTpB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBOpBllBzpBir?BXsB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhFThBOnBKpBfqB0l?B1wB,v115@FhB8GeC8GeC8CeA8CeC8JeZEJvhF0hBfqBllBOsBTr?BCqB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBKpBfqBllBOs?BTrB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBllBmpBirBTp?BXsB
IZOSLJT,X,O,X,O,X,O,X,X,X,X,X
IZOSJTL,X,X,X,O,X,X,X,X,O,X,X
IZOSJLT,X,X,X,O,X,O,X,X,X,X,X
IOTLJSZ,X,O,X,X,X,X,O,X,X,X,X
IOTLJZS,X,O,X,X,X,X,O,X,X,X,X
IOTLSJZ,X,O,X,X,X,X,X,X,X,X,X
IOTLSZJ,X,O,X,X,X,X,X,X,X,X,X
IOTLZJS,X,O,O,X,X,X,O,X,X,X,X
IOTLZSJ,X,O,O,X,X,X,X,X,X,X,X
IOTJLSZ,X,X,X,X,X,X,O,X,X,X,X
IOTJLZS,X,X,O,X,X,X,O,X,X,X,X
IOTJSLZ,X,X,X,X,X,X,O,X,X,X,X
IOTJSZL,X,X,O,O,X,X,O,X,X,X,X
IOTJZLS,X,X,O,X,X,X,O,X,X,X,X
IOTJZSL,X,X,O,X,X,X,O,X,X,X,X
IOTSLJZ,X,O,X,X,X,X,X,X,X,X,X
IOTSLZJ,X,O,X,X,X,O,X,X,O,X,X
IOTSJLZ,X,O,X,X,X,X,X,X,X,X,X
IOTSJZL,X,X,X,O,X,X,X,X,O,X,X
IOTSZLJ,X,O,O,O,X,X,X,X,O,X,X
IOTSZJL,X,X,X,O,X,X,X,X,O,X,X
IOTZLJS,X,X,O,X,X,X,X,X,X,X,X
IOTZLSJ,X,X,O,X,X,X,X,X,X,X,X
IOTZJLS,X,X,O,X,X,X,O,X,X,X,X
IOTZJSL,X,X,O,X,X,X,O,X,X,X,X
IOTZSLJ,X,X,O,X,X,X,X,X,O,X,X
IOTZSJL,X,X,X,X,X,X,X,X,O,X,X
IOLTJSZ,X,O,O,X,X,X,O,X,X,X,X
IOLTJZS,X,O,O,X,O,X,O,X,X,X,X
IOLTSJZ,X,O,X,X,X,X,X,X,X,X,X
IOLTSZJ,X,O,O,X,X,X,X,X,X,X,X
IOLTZJS,X,O,O,X,X,X,O,X,X,X,X
IOLTZSJ,X,O,O,X,X,X,X,X,X,X,X
IOLJTSZ,X,O,O,X,X,X,O,X,X,X,X
IOLJTZS,X,O,O,X,O,X,O,X,X,X,X
IOLJSTZ,X,O,O,X,X,X,X,X,X,X,X
IOLJSZT,X,O,X,X,O,X,X,X,X,X,X
IOLJZTS,X,O,O,X,O,X,O,X,X,X,X
IOLJZST,X,O,X,X,O,X,X,X,X,X,X
IOLSTJZ,X,O,O,X,X,X,X,X,X,O,X
IOLSTZJ,X,O,O,X,X,O,X,X,O,O,X
IOLSJTZ,X,O,O,X,X,X,X,X,X,X,X
IOLSJZT,X,O,X,X,O,X,X,X,X,X,X
IOLSZTJ,X,O,O,X,X,O,X,X,O,O,X
IOLSZJT,X,O,X,X,X,O,X,X,X,X,X
IOLZTJS,X,O,X,X,X,O,O,X,X,X,X
IOLZTSJ,X,O,X,X,X,O,X,X,X,X,X
IOLZJTS,X,O,X,X,O,O,O,X,X,X,X
IOLZJST,X,O,X,X,O,O,X,X,X,X,X
IOLZSTJ,X,O,X,X,X,O,X,X,O,O,X
IOLZSJT,X,O,X,X,X,O,X,X,X,X,X
IOJTLSZ,X,O,O,X,X,X,O,X,X,X,X
IOJTLZS,X,O,O,X,X,X,O,X,X,X,X
IOJTSLZ,X,O,X,X,X,X,O,X,X,X,X
IOJTSZL,X,X,O,O,X,X,O,X,X,X,X
IOJTZLS,X,X,O,X,X,X,O,X,X,X,X
IOJTZSL,X,X,O,X,X,X,O,X,X,X,X
IOJLTSZ,X,O,O,X,X,X,O,X,X,X,X
IOJLTZS,X,O,O,X,O,X,O,X,X,X,X
IOJLSTZ,X,O,O,X,X,X,X,X,X,X,X
IOJLSZT,X,O,X,X,O,X,X,X,X,X,X
IOJLZTS,X,O,O,X,O,X,O,X,X,X,X
IOJLZST,X,O,X,X,O,X,X,X,X,X,X
IOJSTLZ,X,O,X,X,X,X,O,X,X,X,X
IOJSTZL,X,X,O,O,X,X,O,X,O,X,X
IOJSLTZ,X,O,O,X,X,X,X,X,X,X,X
IOJSLZT,X,O,X,X,X,X,X,X,X,X,X
IOJSZTL,X,X,X,O,X,X,X,X,O,X,X
IOJSZLT,X,X,X,O,X,X,X,X,X,X,X
IOJZTLS,X,X,O,X,O,X,O,X,X,X,X
IOJZTSL,X,X,O,O,X,X,O,X,X,X,X
IOJZLTS,X,X,O,X,O,X,X,X,X,X,X
IOJZLST,X,X,X,O,O,X,X,X,X,X,X
IOJZSTL,X,X,X,O,X,X,X,X,O,X,X
IOJZSLT,X,X,X,O,X,X,X,X,X,X,X
IOSTLJZ,X,O,X,X,X,X,X,X,X,X,X
IOSTLZJ,X,O,X,X,X,O,X,X,O,X,X
IOSTJLZ,X,O,X,X,X,X,X,X,X,X,X
IOSTJZL,X,X,X,O,X,X,X,X,O,X,X
IOSTZLJ,X,O,X,O,X,X,X,X,O,X,X
IOSTZJL,X,X,X,O,X,X,X,X,O,X,X
IOSLTJZ,X,O,X,X,X,X,X,X,X,X,X
IOSLTZJ,X,O,X,X,X,O,X,X,O,X,X
IOSLJTZ,X,O,X,X,X,X,X,X,X,X,X
IOSLJZT,X,O,X,X,X,X,X,X,X,X,X
IOSLZTJ,X,O,X,X,X,O,X,X,O,X,X
IOSLZJT,X,O,X,X,X,O,X,X,X,X,X
IOSJTLZ,X,O,X,X,X,X,X,X,X,X,X
IOSJTZL,X,X,X,O,X,X,X,X,O,X,X
IOSJLTZ,X,O,X,X,X,X,X,X,X,X,X
IOSJLZT,X,O,X,X,X,X,X,X,X,X,X
IOSJZTL,X,X,X,O,X,X,X,X,O,X,X
IOSJZLT,X,X,X,O,X,X,X,X,X,X,X
IOSZTLJ,X,O,X,O,X,X,X,X,O,X,X
IOSZTJL,X,X,X,O,X,X,X,X,O,X,X
IOSZLTJ,X,O,X,O,X,X,X,X,O,X,X
IOSZLJT,X,O,X,O,X,X,X,X,X,X,X
IOSZJTL,X,X,X,O,X,X,X,X,O,X,X
IOSZJLT,X,X,X,O,X,X,X,X,X,X,X
IOZTLJS,X,X,X,X,X,O,X,X,X,X,X
IOZTLSJ,X,X,X,X,X,O,X,X,X,X,X
IOZTJLS,X,X,X,X,X,O,X,X,X,X,X
IOZTJSL,X,X,X,O,X,X,X,X,X,X,X
IOZTSLJ,X,X,X,O,X,X,X,X,O,X,X
IOZTSJL,X,X,X,O,X,X,X,X,O,X,X
IOZLTJS,X,O,X,X,X,O,X,X,X,X,X
IOZLTSJ,X,O,X,X,X,O,X,X,X,X,X
IOZLJTS,X,O,X,X,X,O,X,X,X,X,X
IOZLJST,X,O,X,O,X,O,X,X,X,X,X
IOZLSTJ,X,O,X,O,X,O,X,X,O,O,X
IOZLSJT,X,O,X,O,X,O,X,X,X,X,X
IOZJTLS,X,X,X,X,X,O,X,X,X,X,X
IOZJTSL,X,X,X,O,X,X,X,X,X,X,X
IOZJLTS,X,X,X,X,X,O,X,X,X,X,X
IOZJLST,X,X,X,O,X,O,X,X,X,X,X
IOZJSTL,X,X,X,O,X,X,X,X,O,X,X
IOZJSLT,X,X,X,O,X,O,X,X,X,X,X
IOZSTLJ,X,O,X,O,X,X,X,X,O,X,X
IOZSTJL,X,X,X,O,X,X,X,X,O,X,X
IOZSLTJ,X,O,X,O,X,O,X,X,O,X,X
IOZSLJT,X,O,X,O,X,O,X,X,X,X,X
IOZSJTL,X,X,X,O,X,X,X,X,O,X,X
IOZSJLT,X,X,X,O,X,O,X,X,X,X,X
LTIJSZO,O,O,O,O,X,X,X,O,X,X,X
LTIJSOZ,O,O,O,X,X,X,X,O,X,X,X
LTIJZSO,O,O,O,X,O,X,X,O,X,X,X
LTIJZOS,O,O,O,X,O,X,O,O,X,X,O
LTIJOSZ,O,O,O,X,X,X,X,O,X,X,O
LTIJOZS,O,O,O,X,O,X,X,O,X,X,O
LTISJZO,O,O,O,O,X,X,X,O,X,O,X
LTISJOZ,O,O,O,X,X,X,X,O,X,O,X
LTISZJO,O,O,O,O,X,X,X,O,X,O,X
LTISZOJ,O,O,O,O,X,X,X,O,X,O,X
LTISOJZ,O,X,O,X,X,X,X,O,X,O,X
LTISOZJ,O,O,O,X,X,X,X,O,X,O,X
LTIZJSO,O,O,O,X,X,X,X,O,X,X,X
LTIZJOS,O,O,O,X,X,X,O,O,X,X,O
LTIZSJO,O,O,O,X,X,X,X,O,X,X,X
LTIZSOJ,O,O,O,X,X,X,X,O,X,X,X
LTIZOJS,O,O,O,X,X,X,O,O,X,X,X
LTIZOSJ,O,O,O,X,X,X,X,X,X,X,X
LTIOJSZ,O,O,O,X,X,X,O,O,X,X,X
LTIOJZS,O,O,O,X,O,X,O,O,X,X,X
LTIOSJZ,O,O,O,X,X,X,X,O,X,X,X
LTIOSZJ,O,O,O,X,X,X,X,O,X,X,X
LTIOZJS,O,O,O,X,X,X,O,O,X,X,X
LTIOZSJ,O,O,O,X,X,X,X,X,X,X,X
LTJISZO,O,O,O,O,X,X,X,O,X,X,X
LTJISOZ,O,O,O,X,X,X,X,O,X,X,X
LTJIZSO,O,O,O,X,O,X,X,O,X,X,X
LTJIZOS,O,O,O,X,O,X,O,O,X,X,O
LTJIOSZ,O,O,O,X,X,X,X,O,X,X,O
LTJIOZS,O,O,O,X,O,X,X,O,X,X,O
LTJSIZO,O,O,O,O,X,X,X,O,X,X,X
LTJSIOZ,O,O,O,X,X,X,X,O,X,X,X
LTJSZIO,O,O,O,X,X,X,X,O,X,X,X
LTJSZOI,O,O,O,X,X,X,O,O,X,X,O
LTJSOIZ,O,O,O,X,X,X,X,O,X,X,O
LTJSOZI,O,O,O,X,X,X,X,O,X,X,O
LTJZISO,O,O,O,X,O,X,X,O,X,X,X
LTJZIOS,O,O,O,X,O,X,O,O,X,X,O
LTJZSIO,O,O,O,X,O,X,X,O,X,X,X
LTJZSOI,O,O,O,X,O,X,O,O,X,X,O
LTJZOIS,O,O,O,X,O,X,O,O,X,X,O
LTJZOSI,O,O,O,X,O,X,O,O,X,X,O
LTJOISZ,O,O,O,X,X,X,O,O,X,X,O
LTJOIZS,O,O,O,X,O,X,O,O,X,X,O
LTJOSIZ,O,O,O,X,X,X,O,O,X,X,O
LTJOSZI,O,O,O,X,X,X,O,O,X,X,O
LTJOZIS,O,O,O,X,O,X,O,O,X,X,O
LTJOZSI,O,O,O,X,O,X,O,O,X,X,O
LTSIJZO,O,O,O,O,X,X,X,O,X,O,X
LTSIJOZ,O,O,O,X,X,X,X,O,X,O,X
LTSIZJO,O,O,O,O,X,O,X,O,X,O,X
LTSIZOJ,O,O,O,O,X,O,X,O,X,O,X
LTSIOJZ,O,X,O,X,X,X,X,O,X,O,X
LTSIOZJ,O,O,O,X,X,O,X,O,O,O,X
LTSJIZO,O,O,O,O,X,X,X,O,X,O,X
LTSJIOZ,O,O,O,X,X,X,X,O,X,O,X
LTSJZIO,O,O,O,X,X,O,X,O,X,O,X
LTSJZOI,O,O,O,X,X,O,O,O,X,O,O
LTSJOIZ,O,O,O,X,X,X,X,O,X,O,O
LTSJOZI,O,O,O,X,X,O,X,O,X,O,O
LTSZIJO,O,O,O,X,X,O,X,O,X,O,X
LTSZIOJ,O,O,O,X,X,O,X,O,X,O,X
LTSZJIO,O,O,O,X,X,O,X,O,X,O,X
LTSZJOI,O,O,O,X,X,O,O,O,X,O,O
LTSZOIJ,O,O,O,X,X,O,X,O,X,O,X
LTSZOJI,O,X,O,X,X,O,O,O,X,O,X
LTSOIJZ,O,X,O,X,X,X,X,O,X,O,X
LTSOIZJ,O,O,O,X,X,O,X,O,O,O,X
LTSOJIZ,O,X,O,X,X,X,O,O,X,O,X
LTSOJZI,O,X,O,X,X,O,O,O,X,O,X
LTSOZIJ,O,O,O,X,X,O,X,O,O,O,X
LTSOZJI,O,X,O,X,X,O,O,O,X,O,X
LTZIJSO,O,O,O,X,X,O,X,O,X,X,X
LTZIJOS,O,O,O,X,X,X,O,O,X,X,O
LTZISJO,O,O,O,X,X,O,X,O,X,X,X
LTZISOJ,O,O,O,X,X,O,X,O,X,X,X
LTZIOJS,O,O,O,X,X,X,O,O,X,X,X
LTZIOSJ,O,O,O,X,X,X,X,X,X,X,X
LTZJISO,O,O,O,X,X,O,X,O,X,X,X
LTZJIOS,O,O,O,X,X,X,O,O,X,X,O
LTZJSIO,O,O,O,X,X,O,X,O,X,X,X
LTZJSOI,O,O,O,X,X,O,O,O,X,X,O
LTZJOIS,O,O,O,X,X,X,O,O,X,X,O
LTZJOSI,O,O,O,X,X,X,O,O,X,X,O
LTZSIJO,O,O,O,X,X,O,X,O,X,X,X
LTZSIOJ,O,O,O,X,X,O,X,O,X,X,X
LTZSJIO,O,O,O,X,X,O,X,O,X,X,X
LTZSJOI,O,O,O,X,X,O,O,O,X,X,O
LTZSOIJ,O,O,O,X,X,O,X,O,X,X,X
LTZSOJI,O,X,O,X,X,O,O,O,X,X,X
LTZOIJS,O,O,O,X,X,O,O,O,X,X,X
LTZOISJ,O,O,O,X,X,O,X,X,X,X,X
LTZOJIS,O,O,O,X,X,O,O,O,X,X,O
LTZOJSI,O,O,O,X,X,O,O,O,X,X,O
LTZOSIJ,O,O,O,X,X,O,X,O,X,X,X
LTZOSJI,O,O,O,X,X,O,O,O,X,X,X
LTOIJSZ,O,O,O,X,X,X,O,O,X,X,X
LTOIJZS,O,O,O,X,O,X,O,O,X,X,X
LTOISJZ,O,O,O,X,X,X,X,O,X,X,X
LTOISZJ,O,O,O,X,X,X,X,O,X,X,X
LTOIZJS,O,O,O,X,X,X,O,O,X,X,X
LTOIZSJ,O,O,O,X,X,X,X,X,X,X,X
LTOJISZ,O,O,O,X,X,X,O,O,X,X,O
LTOJIZS,O,O,O,X,O,X,O,O,X,X,O
LTOJSIZ,O,O,O,X,X,X,O,O,X,X,O
LTOJSZI,O,O,O,X,X,X,O,O,X,X,O
LTOJZIS,O,O,O,X,O,X,O,O,X,X,O
LTOJZSI,O,O,O,X,O,X,O,O,X,X,O
LTOSIJZ,O,O,O,X,X,X,X,O,X,O,X
LTOSIZJ,O,O,O,X,X,O,X,O,O,O,X
LTOSJIZ,O,O,O,X,X,X,O,O,X,O,X
LTOSJZI,O,O,O,X,X,O,O,O,X,O,X
LTOSZIJ,O,O,O,X,X,O,X,O,O,O,X
LTOSZJI,O,O,O,X,X,O,O,O,X,O,X
LTOZIJS,O,O,O,X,X,O,O,O,X,X,X
LTOZISJ,O,O,O,X,X,O,X,X,X,X,X
LTOZJIS,O,O,O,X,X,O,O,O,X,X,O
LTOZJSI,O,O,O,X,X,O,O,O,X,X,O
LTOZSIJ,O,O,O,X,X,O,X,O,O,O,X
LTOZSJI,O,O,O,X,X,O,O,O,X,O,X
LITJSZO,O,O,O,O,X,X,X,O,X,X,X
LITJSOZ,O,O,O,X,X,X,X,O,X,X,X
LITJZSO,O,O,O,X,O,X,X,O,X,X,X
LITJZOS,O,O,O,X,O,X,O,O,X,X,O
LITJOSZ,O,O,O,X,X,X,X,O,X,X,O
LITJOZS,O,O,O,X,O,X,X,O,X,X,O
LITSJZO,O,O,O,O,X,X,X,O,X,O,X
LITSJOZ,O,O,O,X,X,X,X,O,X,O,X
LITSZJO,O,O,O,O,X,X,X,O,X,O,X
LITSZOJ,O,O,O,O,X,X,X,O,X,O,X
LITSOJZ,O,X,O,X,X,X,X,O,X,O,X
LITSOZJ,O,O,O,X,X,X,X,O,X,O,X
LITZJSO,O,O,O,X,X,X,X,O,X,X,X
LITZJOS,O,O,O,X,X,X,O,O,X,X,O
LITZSJO,O,O,O,X,X,X,X,O,X,X,X
LITZSOJ,O,O,O,X,X,X,X,O,X,X,X
LITZOJS,O,O,O,X,X,X,O,O,X,X,X
LITZOSJ,O,O,O,X,X,X,X,X,X,X,X
LITOJSZ,O,O,O,X,X,X,O,O,X,X,X
LITOJZS,O,O,O,X,O,X,O,O,X,X,X
LITOSJZ,O,O,O,X,X,X,X,O,X,X,X
LITOSZJ,O,O,O,X,X,X,X,O,X,X,X
LITOZJS,O,O,O,X,X,X,O,O,X,X,X
LITOZSJ,O,O,O,X,X,X,X,X,X,X,X
LIJTSZO,O,O,O,O,X,X,X,O,X,X,X
LIJTSOZ,O,O,O,X,X,X,X,O,X,X,X
LIJTZSO,O,O,O,X,O,X,X,O,X,X,X
LIJTZOS,O,O,O,X,O,X,O,O,X,X,O
LIJTOSZ,O,O,O,X,X,X,X,O,X,X,O
LIJTOZS,O,O,O,X,O,X,X,O,X,X,O
LIJSTZO,O,O,O,O,X,X,X,O,X,O,X
LIJSTOZ,O,O,O,X,X,X,X,O,X,O,X
LIJSZTO,O,O,O,O,O,X,X,O,X,X,X
LIJSZOT,O,O,X,O,O,X,X,X,X,X,X
LIJSOTZ,O,O,O,X,X,X,X,X,X,X,X
LIJSOZT,O,O,X,X,O,X,X,X,X,X,X
LIJZTSO,X,O,O,X,O,X,X,X,X,X,X
LIJZTOS,X,O,O,X,O,X,O,X,X,X,O
LIJZSTO,X,O,O,O,O,X,X,X,X,X,X
LIJZSOT,X,O,X,O,O,X,X,X,X,X,X
LIJZOTS,X,O,O,X,O,X,X,X,X,X,X
LIJZOST,X,O,X,O,O,X,X,X,X,X,X
LIJOTSZ,O,O,O,X,X,X,X,X,X,X,X
LIJOTZS,O,O,O,X,O,X,X,X,X,X,X
LIJOSTZ,O,O,O,X,X,X,X,X,X,X,X
LIJOSZT,O,O,X,X,O,X,X,X,X,X,X
LIJOZTS,X,O,O,X,O,X,X,X,X,X,X
LIJOZST,X,O,X,X,O,X,X,X,X,X,X
LISTJZO,O,O,O,O,X,X,X,O,X,O,X
LISTJOZ,O,O,O,X,X,X,X,O,X,O,X
LISTZJO,O,O,O,O,X,O,X,O,X,O,X
LISTZOJ,O,O,O,O,X,O,X,O,X,O,X
LISTOJZ,O,X,O,X,X,X,X,O,X,O,X
LISTOZJ,O,O,O,X,X,O,X,O,O,O,X
LISJTZO,O,O,O,O,X,X,X,O,X,O,X
LISJTOZ,O,O,O,X,X,X,X,O,X,O,X
LISJZTO,O,O,O,O,O,X,X,O,X,X,X
LISJZOT,O,O,X,O,O,X,X,X,X,X,X
LISJOTZ,O,O,O,X,X,X,X,X,X,X,X
LISJOZT,O,O,X,X,O,X,X,X,X,X,X
LISZTJO,O,O,O,O,X,O,X,O,X,O,X
LISZTOJ,O,O,O,O,X,O,X,O,X,O,X
LISZJTO,O,O,O,O,X,O,X,O,X,X,X
LISZJOT,O,O,X,O,X,O,X,X,X,X,X
LISZOTJ,O,O,O,O,X,O,X,O,X,X,X
LISZOJT,X,O,X,O,X,O,X,X,X,X,X
LISOTJZ,O,O,O,X,X,X,X,O,X,O,X
LISOTZJ,O,O,O,X,X,O,X,O,O,O,X
LISOJTZ,O,O,O,X,X,X,X,X,X,X,X
LISOJZT,O,O,X,X,O,X,X,X,X,X,X
LISOZTJ,O,O,O,X,X,O,X,O,O,O,X
LISOZJT,X,O,X,X,X,O,X,X,X,X,X
LIZTJSO,O,O,O,X,X,O,X,O,X,X,X
LIZTJOS,O,O,O,X,X,X,O,O,X,X,O
LIZTSJO,O,O,O,X,X,O,X,O,X,X,X
LIZTSOJ,O,O,O,X,X,O,X,O,X,X,X
LIZTOJS,O,O,O,X,X,X,O,O,X,X,X
LIZTOSJ,O,O,O,X,X,X,X,X,X,X,X
LIZJTSO,O,O,O,X,O,O,X,X,X,X,X
LIZJTOS,O,O,O,X,O,X,O,X,X,X,O
LIZJSTO,O,O,O,O,O,O,X,X,X,X,X
LIZJSOT,X,O,X,O,O,O,X,X,X,X,X
LIZJOTS,X,O,O,X,O,X,X,X,X,X,X
LIZJOST,X,O,X,O,O,O,X,X,X,X,X
LIZSTJO,O,O,O,O,X,O,X,O,X,O,X
LIZSTOJ,O,O,O,O,X,O,X,O,X,O,X
LIZSJTO,O,O,O,O,X,O,X,O,X,X,X
LIZSJOT,X,O,X,O,X,O,X,X,X,X,X
LIZSOTJ,O,O,O,O,X,O,X,O,X,X,X
LIZSOJT,X,O,X,O,X,O,X,X,X,X,X
LIZOTJS,O,O,X,X,X,O,O,X,X,X,X
LIZOTSJ,O,O,X,X,X,O,X,X,X,X,X
LIZOJTS,X,O,X,X,O,O,O,X,X,X,X
LIZOJST,X,O,X,O,O,O,X,X,X,X,X
LIZOSTJ,O,O,X,O,X,O,X,X,X,X,X
LIZOSJT,X,O,X,O,X,O,X,X,X,X,X
LIOTJSZ,X,O,O,X,X,X,O,O,X,X,X
LIOTJZS,X,O,O,X,O,X,O,O,X,X,X
LIOTSJZ,X,O,X,X,X,X,X,O,X,X,X
LIOTSZJ,X,O,O,X,X,X,X,O,X,X,X
LIOTZJS,X,O,O,X,X,X,O,O,X,X,X
LIOTZSJ,X,O,O,X,X,X,X,X,X,X,X
LIOJTSZ,X,O,O,X,X,X,O,X,X,X,X
LIOJTZS,X,O,O,X,O,X,O,X,X,X,X
LIOJSTZ,X,O,O,X,X,X,X,X,X,X,X
LIOJSZT,X,O,X,X,O,X,X,X,X,X,X
LIOJZTS,X,O,O,X,O,X,O,X,X,X,X
LIOJZST,X,O,X,X,O,X,X,X,X,X,X
LIOSTJZ,X,O,O,X,X,X,X,O,X,O,X
LIOSTZJ,X,O,O,X,X,O,X,O,O,O,X
LIOSJTZ,X,O,O,X,X,X,X,X,X,X,X
LIOSJZT,X,O,X,X,O,X,X,X,X,X,X
LIOSZTJ,X,O,O,X,X,O,X,O,O,O,X
LIOSZJT,X,O,X,X,X,O,X,X,X,X,X
LIOZTJS,X,O,X,X,X,O,O,X,X,X,X
LIOZTSJ,X,O,X,X,X,O,X,X,X,X,X
LIOZJTS,X,O,X,X,O,O,O,X,X,X,X
LIOZJST,X,O,X,X,O,O,X,X,X,X,X
LIOZSTJ,X,O,X,X,X,O,X,X,O,O,X
LIOZSJT,X,O,X,X,X,O,X,X,X,X,X
LJTISZO,O,O,O,O,X,X,X,O,X,X,X
LJTISOZ,O,O,O,X,X,X,X,O,X,X,X
LJTIZSO,O,O,O,X,O,X,X,O,X,X,X
LJTIZOS,O,O,O,X,O,X,O,O,X,X,O
LJTIOSZ,O,O,O,X,X,X,X,O,X,X,O
LJTIOZS,O,O,O,X,O,X,X,O,X,X,O
LJTSIZO,O,O,O,O,X,X,X,O,X,X,X
LJTSIOZ,O,O,O,X,X,X,X,O,X,X,X
LJTSZIO,O,O,O,X,X,X,X,O,X,X,X
LJTSZOI,O,O,O,X,X,X,O,O,X,X,O
LJTSOIZ,O,O,O,X,X,X,X,O,X,X,O
LJTSOZI,O,O,O,X,X,X,X,O,X,X,O
LJTZISO,O,O,O,X,O,X,X,O,X,X,X
LJTZIOS,O,O,O,X,O,X,O,O,X,X,O
LJTZSIO,O,O,O,X,O,X,X,O,X,X,X
LJTZSOI,O,O,O,X,O,X,O,O,X,X,O
LJTZOIS,O,O,O,X,O,X,O,O,X,X,O
LJTZOSI,O,O,O,X,O,X,O,O,X,X,O
LJTOISZ,O,O,O,X,X,X,O,O,X,X,O
LJTOIZS,O,O,O,X,O,X,O,O,X,X,O
LJTOSIZ,O,O,O,X,X,X,O,O,X,X,O
LJTOSZI,O,O,O,X,X,X,O,O,X,X,O
LJTOZIS,O,O,O,X,O,X,O,O,X,X,O
LJTOZSI,O,O,O,X,O,X,O,O,X,X,O
LJITSZO,O,O,O,O,X,X,X,O,X,X,X
LJITSOZ,O,O,O,X,X,X,X,O,X,X,X
LJITZSO,O,O,O,X,O,X,X,O,X,X,X
LJITZOS,O,O,O,X,O,X,O,O,X,X,O
LJITOSZ,O,O,O,X,X,X,X,O,X,X,O
LJITOZS,O,O,O,X,O,X,X,O,X,X,O
LJISTZO,O,O,O,O,X,X,X,O,X,O,X
LJISTOZ,O,O,O,X,X,X,X,O,X,O,X
LJISZTO,O,O,O,O,O,X,X,O,X,X,X
LJISZOT,O,O,X,O,O,X,X,X,X,X,X
LJISOTZ,O,O,O,X,X,X,X,X,X,X,X
LJISOZT,O,O,X,X,O,X,X,X,X,X,X
LJIZTSO,X,O,O,X,O,X,X,X,X,X,X
LJIZTOS,X,O,O,X,O,X,O,X,X,X,O
LJIZSTO,X,O,O,O,O,X,X,X,X,X,X
LJIZSOT,X,O,X,O,O,X,X,X,X,X,X
LJIZOTS,X,O,O,X,O,X,X,X,X,X,X
LJIZOST,X,O,X,O,O,X,X,X,X,X,X
LJIOTSZ,O,O,O,X,X,X,X,X,X,X,X
LJIOTZS,O,O,O,X,O,X,X,X,X,X,X
LJIOSTZ,O,O,O,X,X,X,X,X,X,X,X
LJIOSZT,O,O,X,X,O,X,X,X,X,X,X
LJIOZTS,X,O,O,X,O,X,X,X,X,X,X
LJIOZST,X,O,X,X,O,X,X,X,X,X,X
LJSTIZO,O,O,O,O,X,X,X,O,X,O,X
LJSTIOZ,O,O,O,X,X,X,X,O,X,O,X
LJSTZIO,O,O,O,X,X,O,X,O,X,O,X
LJSTZOI,O,O,O,X,X,O,O,O,X,O,O
LJSTOIZ,O,O,O,X,X,X,X,O,X,O,O
LJSTOZI,O,O,O,X,X,O,X,O,X,O,O
LJSITZO,O,O,O,O,X,X,X,O,X,O,X
LJSITOZ,O,O,O,X,X,X,X,O,X,O,X
LJSIZTO,O,O,O,O,O,X,X,O,X,X,X
LJSIZOT,O,O,X,O,O,X,X,X,X,X,X
LJSIOTZ,O,O,O,X,X,X,X,X,X,X,X
LJSIOZT,O,O,X,X,O,X,X,X,X,X,X
LJSZTIO,O,O,O,X,O,O,X,O,X,X,X
LJSZTOI,O,O,O,X,O,O,O,O,X,X,O
LJSZITO,O,O,O,X,O,O,X,O,X,X,X
LJSZIOT,O,O,X,X,O,O,X,X,X,X,X
LJSZOTI,O,O,X,X,O,O,X,X,X,X,X
LJSZOIT,O,O,X,X,O,O,X,X,X,X,X
LJSOTIZ,O,O,O,X,X,X,X,X,X,O,X
LJSOTZI,O,O,O,X,X,O,X,X,X,O,X
LJSOITZ,O,O,O,X,X,X,X,X,X,X,X
LJSOIZT,O,O,X,X,O,X,X,X,X,X,X
LJSOZTI,O,O,X,X,O,O,X,X,X,O,X
LJSOZIT,O,O,X,X,O,O,X,X,X,X,X
LJZTISO,O,O,O,X,O,O,X,X,X,X,X
LJZTIOS,O,O,O,X,O,X,O,X,X,X,O
LJZTSIO,O,O,O,X,O,O,X,X,X,X,X
LJZTSOI,O,O,O,X,O,O,O,X,X,X,O
LJZTOIS,O,O,O,X,O,X,O,X,X,X,O
LJZTOSI,O,O,O,X,O,X,O,X,X,X,O
LJZITSO,O,O,O,X,O,O,X,X,X,X,X
LJZITOS,O,O,O,X,O,X,O,X,X,X,O
LJZISTO,O,O,O,O,O,O,X,X,X,X,X
LJZISOT,X,O,X,O,O,O,X,X,X,X,X
LJZIOTS,X,O,O,X,O,X,X,X,X,X,X
