sequence,v115@IhB8FeD8EeD8FeB8Jei/IvhFfmB0hBxiBusB1vBzrB,v115@IhB8FeD8EeD8FeB8Jei/IvhFFhBxiB+qB3nBTrBUsB,v115@IhB8FeD8EeD8FeB8Jei/IvhFUhBFiBXjBWrBTsBxvB,v115@IhB8FeD8EeD8FeB8Jei/IvhFRhBFjBzmB+sBUrB3qB,v115@IhB8FeD8EeD8FeB8Jei/IvhFWmBxiBlnB3qBUsBTrB,v115@IhB8FeD8EeD8FeB8Jei/IvhFzgBxiBlnB3qBUsB+rB,v115@IhB8FeD8EeD8FeB8Jei/IvhFUhBFjB+qBTnB3mBxwB,v115@IhB8FeD8EeD8FeB8Jei/IvhFxhBXjBlmBUrBTsB+qB,v115@IhB8FeD8EeD8FeB8Jei/IvhFzhBFjB+sBRrBUrB3qB
LOTZJSI,O,X,X,O,X,X,X,O,X
LOTZSIJ,O,X,X,X,O,O,X,O,X
LOTZSJI,O,X,X,X,O,O,X,O,X
LOITJSZ,O,O,O,X,X,X,O,X,X
LOITJZS,O,O,O,X,X,X,O,X,X
LOITSJZ,O,X,O,X,X,X,O,X,X
LOITSZJ,O,X,O,X,X,X,X,X,X
LOITZJS,X,X,O,X,X,X,O,X,X
LOITZSJ,O,X,O,X,O,O,X,X,X
LOIJTSZ,O,O,O,X,X,X,O,X,X
LOIJTZS,O,O,O,X,X,X,O,X,X
LOIJSTZ,O,O,O,X,X,X,O,X,X
LOIJSZT,X,O,O,X,X,X,O,X,X
LOIJZTS,O,O,O,X,X,X,O,X,X
LOIJZST,X,X,O,X,X,X,O,X,X
LOISTJZ,O,O,O,X,X,X,O,X,X
LOISTZJ,O,X,O,X,X,X,X,X,X
LOISJTZ,X,O,O,X,X,X,O,X,X
LOISJZT,X,O,O,X,X,X,O,X,X
LOISZTJ,X,X,O,X,X,X,X,O,X
LOISZJT,X,O,O,X,X,X,X,X,X
LOIZTJS,X,X,O,X,X,X,O,O,X
LOIZTSJ,O,X,O,X,X,X,X,O,X
LOIZJTS,X,O,O,X,X,X,O,X,X
LOIZJST,X,X,O,X,X,X,O,X,X
LOIZSTJ,X,X,O,X,X,X,X,O,X
LOIZSJT,X,X,O,X,X,X,X,X,X
LOJTISZ,O,O,X,O,X,X,O,X,O
LOJTIZS,O,O,X,O,X,X,O,X,O
LOJTSIZ,O,O,X,O,X,X,X,X,X
LOJTSZI,O,O,X,O,X,X,X,X,X
LOJTZIS,O,O,X,O,X,X,X,X,X
LOJTZSI,O,O,X,O,X,X,X,X,X
LOJITSZ,O,O,X,O,X,X,O,X,O
LOJITZS,O,O,X,O,X,X,O,X,O
LOJISTZ,O,O,X,O,X,X,O,X,O
LOJISZT,X,O,X,X,X,X,O,X,O
LOJIZTS,O,O,X,O,X,X,O,X,O
LOJIZST,X,X,X,O,X,X,O,X,O
LOJSTIZ,O,O,X,O,X,X,X,X,X
LOJSTZI,O,O,X,O,X,X,X,X,X
LOJSITZ,O,O,O,O,X,X,X,X,X
LOJSIZT,X,O,O,X,X,X,X,X,X
LOJSZTI,X,O,X,O,X,X,X,O,X
LOJSZIT,X,O,X,O,X,X,X,X,X
LOJZTIS,O,O,X,O,X,X,X,O,X
LOJZTSI,O,O,X,O,X,X,X,O,X
LOJZITS,O,O,X,O,X,X,O,X,X
LOJZIST,X,X,X,O,X,X,O,X,X
LOJZSTI,X,O,X,O,X,X,X,O,X
LOJZSIT,X,O,X,O,X,X,X,X,X
LOSTIJZ,O,O,O,X,X,X,X,X,X
LOSTIZJ,O,X,O,X,X,X,X,X,X
LOSTJIZ,O,O,X,X,X,X,X,X,X
LOSTJZI,O,O,X,X,O,X,X,X,X
LOSTZIJ,O,X,X,X,X,O,X,O,X
LOSTZJI,O,X,X,X,X,O,X,O,X
LOSITJZ,O,O,O,X,X,X,X,X,X
LOSITZJ,O,X,O,X,X,X,X,X,X
LOSIJTZ,X,O,O,X,X,X,X,X,X
LOSIJZT,X,O,O,X,X,X,X,X,X
LOSIZTJ,X,X,O,X,X,O,X,O,X
LOSIZJT,X,O,O,X,X,X,X,X,X
LOSJTIZ,O,O,X,X,X,X,X,X,X
LOSJTZI,O,O,X,X,O,X,X,X,X
LOSJITZ,O,O,O,X,X,X,X,X,X
LOSJIZT,X,O,O,X,X,X,X,X,X
LOSJZTI,X,O,X,X,O,O,X,O,X
LOSJZIT,X,O,X,X,X,X,X,X,X
LOSZTIJ,X,X,X,X,O,O,X,O,X
LOSZTJI,X,X,X,X,O,O,X,O,X
LOSZITJ,X,X,O,X,X,O,X,O,X
LOSZIJT,X,O,O,X,X,X,X,X,X
LOSZJTI,X,O,X,X,O,O,X,O,X
LOSZJIT,X,O,X,X,X,X,X,X,X
LOZTIJS,X,X,X,O,X,X,X,O,X
LOZTISJ,O,X,X,X,O,O,X,O,X
LOZTJIS,O,X,X,O,X,X,X,O,X
LOZTJSI,O,X,X,O,X,X,X,O,X
LOZTSIJ,O,X,X,X,O,O,X,O,X
LOZTSJI,O,X,X,X,O,O,X,O,X
LOZITJS,X,X,X,O,X,X,X,O,X
LOZITSJ,O,X,X,X,X,X,X,O,X
LOZIJTS,X,O,X,O,X,X,X,X,X
LOZIJST,X,X,X,O,X,X,X,X,X
LOZISTJ,X,X,X,X,X,X,X,O,X
LOZISJT,X,X,X,O,X,X,X,X,X
LOZJTIS,O,O,X,O,X,X,X,O,X
LOZJTSI,O,O,X,O,X,X,X,O,X
LOZJITS,O,O,X,O,X,X,X,X,X
LOZJIST,X,X,X,O,X,X,X,X,X
LOZJSTI,X,O,X,O,X,X,X,O,X
LOZJSIT,X,O,X,O,X,X,X,X,X
LOZSTIJ,X,X,X,X,O,O,X,O,X
LOZSTJI,X,X,X,X,O,O,X,O,X
LOZSITJ,X,X,O,X,X,O,X,O,X
LOZSIJT,X,O,O,O,X,X,X,X,X
LOZSJTI,X,O,X,O,O,O,X,O,X
LOZSJIT,X,O,X,O,X,X,X,X,X
JTILSZO,O,X,X,X,X,X,X,X,O
JTILSOZ,O,O,X,X,X,X,O,X,O
JTILZSO,O,X,X,X,O,O,X,X,O
JTILZOS,O,O,X,O,X,X,O,X,O
JTILOSZ,O,O,X,O,X,X,O,X,O
JTILOZS,O,O,X,O,X,X,O,X,O
JTISLZO,O,X,X,X,X,X,X,X,O
JTISLOZ,O,O,X,X,X,X,O,X,O
JTISZLO,O,X,X,X,X,X,X,X,O
JTISZOL,O,X,X,X,X,X,X,X,O
JTISOLZ,O,O,X,X,X,X,O,X,O
JTISOZL,O,O,X,X,X,X,O,X,O
JTIZLSO,O,X,X,X,O,O,X,X,O
JTIZLOS,O,O,X,O,X,X,O,X,O
JTIZSLO,O,X,X,X,O,O,X,X,O
JTIZSOL,O,X,X,X,O,O,X,X,O
JTIZOLS,O,X,X,O,X,X,O,X,O
JTIZOSL,O,X,X,O,X,X,O,X,O
JTIOLSZ,O,O,X,O,X,X,O,X,O
JTIOLZS,O,O,X,O,X,X,O,X,O
JTIOSLZ,O,O,X,O,X,X,O,X,O
JTIOSZL,O,O,X,X,X,X,O,X,O
JTIOZLS,O,O,X,O,X,X,O,X,O
JTIOZSL,O,X,X,O,X,X,O,X,O
JTLISZO,O,X,X,X,X,X,X,X,O
JTLISOZ,O,O,X,X,X,X,O,X,O
JTLIZSO,O,X,X,X,O,O,X,X,O
JTLIZOS,O,O,X,O,X,X,O,X,O
JTLIOSZ,O,O,X,O,X,X,O,X,O
JTLIOZS,O,O,X,O,X,X,O,X,O
JTLSIZO,O,X,X,X,O,X,X,X,O
JTLSIOZ,O,O,X,X,X,X,O,X,O
JTLSZIO,O,X,X,X,O,X,X,X,X
JTLSZOI,O,X,X,O,O,X,X,X,X
JTLSOIZ,O,O,X,O,X,X,X,X,X
JTLSOZI,O,O,X,O,O,X,X,X,X
JTLZISO,O,X,X,X,O,O,X,X,O
JTLZIOS,O,O,X,O,X,X,O,X,O
JTLZSIO,O,X,X,X,O,O,X,X,X
JTLZSOI,O,X,X,O,O,O,X,X,X
JTLZOIS,O,O,X,O,X,X,X,X,X
JTLZOSI,O,O,X,O,X,X,X,X,X
JTLOISZ,O,O,X,O,X,X,O,X,O
JTLOIZS,O,O,X,O,X,X,O,X,O
JTLOSIZ,O,O,X,O,X,X,X,X,X
JTLOSZI,O,O,X,O,X,X,X,X,X
JTLOZIS,O,O,X,O,X,X,X,X,X
JTLOZSI,O,O,X,O,X,X,X,X,X
JTSILZO,O,X,X,X,O,X,X,X,O
JTSILOZ,O,O,X,X,X,X,O,X,O
JTSIZLO,O,X,X,X,X,X,X,X,O
JTSIZOL,O,X,X,X,X,X,X,X,O
JTSIOLZ,O,O,X,X,X,X,O,X,O
JTSIOZL,O,O,X,X,X,X,O,X,O
JTSLIZO,O,X,X,X,O,X,X,X,O
JTSLIOZ,O,O,X,X,X,X,O,X,O
JTSLZIO,O,X,X,X,O,X,X,X,X
JTSLZOI,O,X,X,O,O,X,X,X,X
JTSLOIZ,O,O,X,O,X,X,X,X,X
JTSLOZI,O,O,X,O,O,X,X,X,X
JTSZILO,O,X,X,X,X,X,X,X,X
JTSZIOL,O,X,X,X,X,X,X,X,X
JTSZLIO,O,X,X,X,O,X,X,X,X
JTSZLOI,O,X,X,O,O,X,X,X,X
JTSZOIL,O,X,X,O,X,X,X,X,X
JTSZOLI,O,X,X,O,X,X,X,X,X
JTSOILZ,O,O,X,O,X,X,X,X,X
JTSOIZL,O,O,X,X,X,X,X,X,X
JTSOLIZ,O,O,X,O,X,X,X,X,X
JTSOLZI,O,O,X,O,O,X,X,X,X
JTSOZIL,O,O,X,O,X,X,X,X,X
JTSOZLI,O,O,X,O,X,X,X,X,X
JTZILSO,O,X,X,X,O,O,X,X,O
JTZILOS,O,O,X,O,X,X,O,X,O
JTZISLO,O,X,X,X,O,O,X,X,O
JTZISOL,O,X,X,X,O,O,X,X,O
JTZIOLS,O,X,X,O,X,X,O,X,O
JTZIOSL,O,X,X,O,X,X,O,X,O
JTZLISO,O,X,X,X,O,O,X,X,O
JTZLIOS,O,O,X,O,X,X,O,X,O
JTZLSIO,O,X,X,X,O,O,X,X,X
JTZLSOI,O,X,X,O,O,O,X,X,X
JTZLOIS,O,O,X,O,X,X,X,X,X
JTZLOSI,O,O,X,O,X,X,X,X,X
JTZSILO,O,X,X,X,O,O,X,X,X
JTZSIOL,O,X,X,X,O,O,X,X,X
JTZSLIO,O,X,X,X,O,O,X,X,X
JTZSLOI,O,X,X,O,O,O,X,X,X
JTZSOIL,O,X,X,O,O,O,X,X,X
JTZSOLI,O,X,X,O,O,O,X,X,X
JTZOILS,O,O,X,O,X,X,X,X,X
JTZOISL,O,X,X,O,X,X,X,X,X
JTZOLIS,O,O,X,O,X,X,X,X,X
JTZOLSI,O,O,X,O,X,X,X,X,X
JTZOSIL,O,O,X,O,X,X,X,X,X
JTZOSLI,O,O,X,O,X,X,X,X,X
JTOILSZ,O,O,X,O,X,X,O,X,O
JTOILZS,O,O,X,O,X,X,O,X,O
JTOISLZ,O,O,X,O,X,X,O,X,O
JTOISZL,O,O,X,X,X,X,O,X,O
JTOIZLS,O,O,X,O,X,X,O,X,O
JTOIZSL,O,X,X,O,X,X,O,X,O
JTOLISZ,O,O,X,O,X,X,O,X,O
JTOLIZS,O,O,X,O,X,X,O,X,O
JTOLSIZ,O,O,X,O,X,X,X,X,X
JTOLSZI,O,O,X,O,X,X,X,X,X
JTOLZIS,O,O,X,O,X,X,X,X,X
JTOLZSI,O,O,X,O,X,X,X,X,X
JTOSILZ,O,O,X,O,X,X,X,X,X
JTOSIZL,O,O,X,X,X,X,X,X,X
JTOSLIZ,O,O,X,O,X,X,X,X,X
JTOSLZI,O,O,X,O,X,X,X,X,X
JTOSZIL,O,O,X,O,X,X,X,X,X
JTOSZLI,O,O,X,O,X,X,X,X,X
JTOZILS,O,O,X,O,X,X,X,X,X
JTOZISL,O,X,X,O,X,X,X,X,X
JTOZLIS,O,O,X,O,X,X,X,X,X
JTOZLSI,O,O,X,O,X,X,X,X,X
JTOZSIL,O,O,X,O,X,X,X,X,X
JTOZSLI,O,O,X,O,X,X,X,X,X
JITLSZO,O,X,O,X,X,X,X,X,O
JITLSOZ,O,O,O,X,X,X,O,X,O
JITLZSO,O,X,O,X,O,O,X,X,O
JITLZOS,O,O,O,O,X,X,O,X,O
JITLOSZ,O,O,O,O,X,X,O,X,O
JITLOZS,O,O,O,O,X,X,O,X,O
JITSLZO,O,X,O,X,X,X,X,X,O
JITSLOZ,O,O,O,X,X,X,O,X,O
JITSZLO,O,X,O,X,X,X,X,X,O
JITSZOL,O,X,O,X,X,X,X,X,O
JITSOLZ,O,O,O,X,X,X,O,X,O
JITSOZL,O,O,O,X,X,X,O,X,O
JITZLSO,O,X,O,X,O,O,X,X,O
JITZLOS,O,O,O,O,X,X,O,X,O
JITZSLO,O,X,O,X,O,O,X,X,O
JITZSOL,O,X,O,X,O,O,X,X,O
JITZOLS,O,X,O,O,X,X,O,X,O
JITZOSL,O,X,O,O,X,X,O,X,O
JITOLSZ,O,O,O,O,X,X,O,X,O
JITOLZS,O,O,O,O,X,X,O,X,O
JITOSLZ,O,O,O,O,X,X,O,X,O
JITOSZL,O,O,O,X,X,X,O,X,O
JITOZLS,O,O,O,O,X,X,O,X,O
JITOZSL,O,X,O,O,X,X,O,X,O
JILTSZO,O,X,O,X,X,X,X,X,O
JILTSOZ,O,O,O,X,X,X,O,X,O
JILTZSO,O,X,O,X,O,O,X,X,O
JILTZOS,O,O,O,O,X,X,O,X,O
JILTOSZ,O,O,O,O,X,X,O,X,O
JILTOZS,O,O,O,O,X,X,O,X,O
JILSTZO,O,X,O,X,X,X,X,X,O
JILSTOZ,O,O,O,X,X,X,O,X,O
JILSZTO,X,X,O,X,X,X,X,X,O
JILSZOT,X,O,O,X,X,X,O,X,O
JILSOTZ,O,O,O,X,X,X,O,X,O
JILSOZT,X,O,O,X,X,X,O,X,O
JILZTSO,O,X,O,X,X,X,X,X,O
JILZTOS,O,O,O,O,X,X,O,X,O
JILZSTO,X,X,O,X,X,X,X,X,O
JILZSOT,X,O,O,X,X,X,O,X,O
JILZOTS,O,O,O,O,X,X,O,X,O
JILZOST,X,X,O,O,X,X,O,X,O
JILOTSZ,O,O,O,O,X,X,O,X,O
JILOTZS,O,O,O,O,X,X,O,X,O
JILOSTZ,O,O,O,O,X,X,O,X,O
JILOSZT,X,O,O,X,X,X,O,X,O
JILOZTS,O,O,O,O,X,X,O,X,O
JILOZST,X,X,O,O,X,X,O,X,O
JISTLZO,O,X,O,X,X,X,X,X,O
JISTLOZ,O,O,O,X,X,X,O,X,O
JISTZLO,O,X,O,X,X,X,X,X,O
JISTZOL,O,X,O,X,X,X,X,X,O
JISTOLZ,O,O,O,X,X,X,O,X,O
JISTOZL,O,O,O,X,X,X,O,X,O
JISLTZO,O,X,O,X,X,X,X,X,O
JISLTOZ,O,O,O,X,X,X,O,X,O
JISLZTO,X,X,O,X,X,X,X,X,O
JISLZOT,X,O,O,X,X,X,O,X,O
JISLOTZ,O,O,O,X,X,X,O,X,O
JISLOZT,X,O,O,X,X,X,O,X,O
JISZTLO,X,X,O,X,X,X,X,X,O
JISZTOL,X,X,O,X,X,X,X,X,O
JISZLTO,X,X,O,X,X,X,X,X,O
JISZLOT,X,O,O,X,X,X,O,X,O
JISZOTL,X,O,O,X,X,X,O,X,O
JISZOLT,X,O,O,X,X,X,O,X,O
JISOTLZ,O,O,O,X,X,X,O,X,O
JISOTZL,O,O,O,X,X,X,O,X,O
JISOLTZ,O,O,O,X,X,X,O,X,O
JISOLZT,X,O,O,X,X,X,O,X,O
JISOZTL,X,O,O,X,X,X,O,X,O
JISOZLT,X,O,O,X,X,X,O,X,O
JIZTLSO,O,X,O,X,X,X,X,X,O
JIZTLOS,O,O,O,O,X,X,O,X,O
JIZTSLO,O,X,O,X,X,X,X,X,O
JIZTSOL,O,X,O,X,X,X,X,X,O
JIZTOLS,O,X,O,O,X,X,O,X,O
JIZTOSL,O,X,O,O,X,X,O,X,O
JIZLTSO,O,X,O,X,X,X,X,X,O
JIZLTOS,O,O,O,O,X,X,O,X,O
JIZLSTO,X,X,O,X,X,X,X,X,O
JIZLSOT,X,O,O,X,X,X,O,X,O
JIZLOTS,O,O,O,O,X,X,O,X,O
JIZLOST,X,X,O,O,X,X,O,X,O
JIZSTLO,X,X,O,X,X,X,X,X,O
JIZSTOL,X,X,O,X,X,X,X,X,O
JIZSLTO,X,X,O,X,X,X,X,X,O
JIZSLOT,X,O,O,X,X,X,O,X,O
JIZSOTL,X,O,O,X,X,X,O,X,O
JIZSOLT,X,O,O,X,X,X,O,X,O
JIZOTLS,O,O,O,O,X,X,O,X,O
JIZOTSL,O,X,O,O,X,X,O,X,O
JIZOLTS,O,O,O,O,X,X,O,X,O
JIZOLST,X,X,O,O,X,X,O,X,O
JIZOSTL,X,X,O,O,X,X,O,X,O
JIZOSLT,X,X,O,O,X,X,O,X,O
JIOTLSZ,O,O,O,O,X,X,O,X,O
JIOTLZS,O,O,O,O,X,X,O,X,O
JIOTSLZ,O,O,O,O,X,X,O,X,O
JIOTSZL,O,O,O,X,X,X,O,X,O
JIOTZLS,O,O,O,O,X,X,O,X,O
JIOTZSL,O,X,O,O,X,X,O,X,O
JIOLTSZ,O,O,O,O,X,X,O,X,O
JIOLTZS,O,O,O,O,X,X,O,X,O
JIOLSTZ,O,O,O,O,X,X,O,X,O
JIOLSZT,X,O,O,X,X,X,O,X,O
JIOLZTS,O,O,O,O,X,X,O,X,O
JIOLZST,X,X,O,O,X,X,O,X,O
JIOSTLZ,O,O,O,O,X,X,O,X,O
JIOSTZL,O,O,O,X,X,X,O,X,O
JIOSLTZ,O,O,O,O,X,X,O,X,O
JIOSLZT,X,O,O,X,X,X,O,X,O
JIOSZTL,X,O,O,X,X,X,O,X,O
JIOSZLT,X,O,O,X,X,X,O,X,O
JIOZTLS,O,O,O,O,X,X,O,X,O
JIOZTSL,O,X,O,O,X,X,O,X,O
JIOZLTS,O,O,O,O,X,X,O,X,O
JIOZLST,X,X,O,O,X,X,O,X,O
JIOZSTL,X,X,O,O,X,X,O,X,O
JIOZSLT,X,X,O,O,X,X,O,X,O
JLTISZO,O,X,X,X,X,X,X,X,O
JLTISOZ,O,O,X,X,X,X,O,X,O
JLTIZSO,O,X,X,X,O,O,X,X,O
JLTIZOS,O,O,X,O,X,X,O,X,O
JLTIOSZ,O,O,X,O,X,X,O,X,O
JLTIOZS,O,O,X,O,X,X,O,X,O
JLTSIZO,O,X,X,X,O,X,X,X,O
JLTSIOZ,O,O,X,X,X,X,O,X,O
JLTSZIO,O,X,X,X,O,X,X,X,X
JLTSZOI,O,X,X,O,O,X,X,X,X
JLTSOIZ,O,O,X,O,X,X,X,X,X
JLTSOZI,O,O,X,O,O,X,X,X,X
JLTZISO,O,X,X,X,O,O,X,X,O
JLTZIOS,O,O,X,O,X,X,O,X,O
JLTZSIO,O,X,X,X,O,O,X,X,X
JLTZSOI,O,X,X,O,O,O,X,X,X
JLTZOIS,O,O,X,O,X,X,X,X,X
JLTZOSI,O,O,X,O,X,X,X,X,X
JLTOISZ,O,O,X,O,X,X,O,X,O
JLTOIZS,O,O,X,O,X,X,O,X,O
JLTOSIZ,O,O,X,O,X,X,X,X,X
JLTOSZI,O,O,X,O,X,X,X,X,X
JLTOZIS,O,O,X,O,X,X,X,X,X
JLTOZSI,O,O,X,O,X,X,X,X,X
JLITSZO,O,X,O,X,X,X,X,X,O
JLITSOZ,O,O,O,X,X,X,O,X,O
JLITZSO,O,X,O,X,O,O,X,X,O
JLITZOS,O,O,O,O,X,X,O,X,O
JLITOSZ,O,O,O,O,X,X,O,X,O
JLITOZS,O,O,O,O,X,X,O,X,O
JLISTZO,O,X,O,X,X,X,X,X,O
JLISTOZ,O,O,O,X,X,X,O,X,O
JLISZTO,X,X,O,X,X,X,X,X,O
JLISZOT,X,O,O,X,X,X,O,X,O
JLISOTZ,O,O,O,X,X,X,O,X,O
JLISOZT,X,O,O,X,X,X,O,X,O
JLIZTSO,O,X,O,X,X,X,X,X,O
JLIZTOS,O,O,O,O,X,X,O,X,O
JLIZSTO,X,X,O,X,X,X,X,X,O
JLIZSOT,X,O,O,X,X,X,O,X,O
JLIZOTS,O,O,O,O,X,X,O,X,O
JLIZOST,X,X,O,O,X,X,O,X,O
JLIOTSZ,O,O,O,O,X,X,O,X,O
JLIOTZS,O,O,O,O,X,X,O,X,O
JLIOSTZ,O,O,O,O,X,X,O,X,O
JLIOSZT,X,O,O,X,X,X,O,X,O
JLIOZTS,O,O,O,O,X,X,O,X,O
JLIOZST,X,X,O,O,X,X,O,X,O
JLSTIZO,O,X,O,X,O,X,X,X,O
JLSTIOZ,O,O,O,X,X,X,O,X,O
JLSTZIO,O,X,X,X,O,X,X,X,X
JLSTZOI,O,X,X,O,O,X,X,X,X
JLSTOIZ,O,O,X,O,X,X,X,X,X
JLSTOZI,O,O,X,O,O,X,X,X,X
JLSITZO,O,X,O,X,O,X,X,X,O
JLSITOZ,O,O,O,X,X,X,O,X,O
JLSIZTO,X,X,O,X,O,X,X,X,O
JLSIZOT,X,O,O,X,X,X,O,X,O
JLSIOTZ,O,O,O,X,X,X,O,X,O
JLSIOZT,X,O,O,X,X,X,O,X,O
JLSZTIO,X,X,X,X,O,O,X,X,X
JLSZTOI,X,X,X,O,O,O,X,X,X
JLSZITO,X,X,X,X,O,X,X,X,X
JLSZIOT,X,O,X,X,X,X,O,X,X
JLSZOTI,X,O,X,O,O,O,X,X,X
JLSZOIT,X,O,X,O,X,X,X,X,X
JLSOTIZ,O,O,X,O,X,X,X,X,X
JLSOTZI,O,O,X,O,O,X,X,X,X
JLSOITZ,O,O,O,O,X,X,X,X,X
JLSOIZT,X,O,O,X,X,X,X,X,X
JLSOZTI,X,O,X,O,O,O,X,O,X
JLSOZIT,X,O,X,O,X,X,X,X,X
JLZTISO,O,X,X,X,O,O,X,X,O
JLZTIOS,O,O,X,O,X,X,O,X,O
JLZTSIO,O,X,X,X,O,O,X,X,X
JLZTSOI,O,X,X,O,O,O,X,X,X
JLZTOIS,O,O,X,O,X,X,X,X,X
JLZTOSI,O,O,X,O,X,X,X,X,X
JLZITSO,O,X,X,X,X,X,X,X,O
JLZITOS,O,O,X,O,X,X,O,X,O
JLZISTO,X,X,X,X,X,X,X,X,O
JLZISOT,X,O,X,X,X,X,O,X,O
JLZIOTS,O,O,X,O,X,X,O,X,O
JLZIOST,X,X,X,O,X,X,O,X,O
JLZSTIO,X,X,X,X,O,O,X,X,X
JLZSTOI,X,X,X,O,O,O,X,X,X
JLZSITO,X,X,X,X,O,X,X,X,X
JLZSIOT,X,O,X,X,X,X,O,X,X
JLZSOTI,X,O,X,O,O,O,X,X,X
JLZSOIT,X,O,X,O,X,X,X,X,X
JLZOTIS,O,O,X,O,X,X,X,O,X
JLZOTSI,O,O,X,O,X,X,X,O,X
JLZOITS,O,O,X,O,X,X,O,X,X
JLZOIST,X,X,X,O,X,X,O,X,X
JLZOSTI,X,O,X,O,X,X,X,O,X
JLZOSIT,X,O,X,O,X,X,X,X,X
JLOTISZ,O,O,X,O,X,X,O,X,O
JLOTIZS,O,O,X,O,X,X,O,X,O
JLOTSIZ,O,O,X,O,X,X,X,X,X
JLOTSZI,O,O,X,O,X,X,X,X,X
JLOTZIS,O,O,X,O,X,X,X,X,X
JLOTZSI,O,O,X,O,X,X,X,X,X
JLOITSZ,O,O,X,O,X,X,O,X,O
JLOITZS,O,O,X,O,X,X,O,X,O
JLOISTZ,O,O,X,O,X,X,O,X,O
JLOISZT,X,O,X,X,X,X,O,X,O
JLOIZTS,O,O,X,O,X,X,O,X,O
JLOIZST,X,X,X,O,X,X,O,X,O
JLOSTIZ,O,O,X,O,X,X,X,X,X
JLOSTZI,O,O,X,O,X,X,X,X,X
JLOSITZ,O,O,O,O,X,X,X,X,X
JLOSIZT,X,O,O,X,X,X,X,X,X
JLOSZTI,X,O,X,O,X,X,X,O,X
JLOSZIT,X,O,X,O,X,X,X,X,X
JLOZTIS,O,O,X,O,X,X,X,O,X
JLOZTSI,O,O,X,O,X,X,X,O,X
JLOZITS,O,O,X,O,X,X,O,X,X
JLOZIST,X,X,X,O,X,X,O,X,X
JLOZSTI,X,O,X,O,X,X,X,O,X
JLOZSIT,X,O,X,O,X,X,X,X,X
JSTILZO,O,X,O,X,O,X,X,X,O
JSTILOZ,O,O,O,X,X,X,O,X,O
JSTIZLO,O,X,O,X,X,X,X,X,O
JSTIZOL,O,X,O,X,X,X,X,X,O
JSTIOLZ,O,O,O,X,X,X,O,X,O
JSTIOZL,O,O,O,X,X,X,O,X,O
JSTLIZO,O,X,O,X,O,X,X,X,O
JSTLIOZ,O,O,O,X,X,X,O,X,O
JSTLZIO,O,X,X,X,O,X,X,X,X
JSTLZOI,O,X,X,O,O,X,X,X,X
JSTLOIZ,O,O,X,O,X,X,X,X,X
JSTLOZI,O,O,X,O,O,X,X,X,X
JSTZILO,O,X,X,X,O,X,X,X,X
JSTZIOL,O,X,X,X,O,X,X,X,X
JSTZLIO,O,X,X,X,O,X,X,X,X
JSTZLOI,O,X,X,O,O,X,X,X,X
JSTZOIL,O,X,X,O,O,X,X,X,X
JSTZOLI,O,X,X,O,O,X,X,X,X
JSTOILZ,O,O,X,O,X,X,X,X,X
JSTOIZL,O,O,X,X,X,X,X,X,X
JSTOLIZ,O,O,X,O,X,X,X,X,X
JSTOLZI,O,O,X,O,O,X,X,X,X
JSTOZIL,O,O,X,O,X,X,X,X,X
JSTOZLI,O,O,X,O,X,X,X,X,X
JSITLZO,O,X,O,X,O,X,X,X,O
JSITLOZ,O,O,O,X,X,X,O,X,O
JSITZLO,O,X,O,X,X,X,X,X,O
JSITZOL,O,X,O,X,X,X,X,X,O
JSITOLZ,O,O,O,X,X,X,O,X,O
JSITOZL,O,O,O,X,X,X,O,X,O
JSILTZO,O,X,O,X,O,X,X,X,O
JSILTOZ,O,O,O,X,X,X,O,X,O
JSILZTO,X,X,O,X,O,X,X,X,O
JSILZOT,X,O,O,X,X,X,O,X,O
JSILOTZ,O,O,O,X,X,X,O,X,O
JSILOZT,X,O,O,X,X,X,O,X,O
JSIZTLO,X,X,O,X,O,X,X,X,O
JSIZTOL,X,X,O,X,O,X,X,X,O
JSIZLTO,X,X,O,X,O,X,X,X,O
JSIZLOT,X,O,O,X,X,X,O,X,O
JSIZOTL,X,O,O,X,X,X,O,X,O
JSIZOLT,X,O,O,X,X,X,O,X,O
JSIOTLZ,O,O,O,X,X,X,O,X,O
JSIOTZL,O,O,O,X,X,X,O,X,O
JSIOLTZ,O,O,O,X,X,X,O,X,O
JSIOLZT,X,O,O,X,X,X,O,X,O
JSIOZTL,X,O,O,X,X,X,O,X,O
JSIOZLT,X,O,O,X,X,X,O,X,O
JSLTIZO,O,X,O,X,O,X,X,X,O
JSLTIOZ,O,O,O,X,X,X,O,X,O
JSLTZIO,O,X,X,X,O,X,X,X,X
JSLTZOI,O,X,X,O,O,X,X,X,X
JSLTOIZ,O,O,X,O,X,X,X,X,X
JSLTOZI,O,O,X,O,O,X,X,X,X
JSLITZO,O,X,O,X,O,X,X,X,O
JSLITOZ,O,O,O,X,X,X,O,X,O
JSLIZTO,X,X,O,X,O,X,X,X,O
JSLIZOT,X,O,O,X,X,X,O,X,O
JSLIOTZ,O,O,O,X,X,X,O,X,O
JSLIOZT,X,O,O,X,X,X,O,X,O
JSLZTIO,X,X,X,X,O,O,X,X,X
JSLZTOI,X,X,X,O,O,O,X,X,X
JSLZITO,X,X,X,X,O,X,X,X,X
JSLZIOT,X,O,X,X,X,X,O,X,X
JSLZOTI,X,O,X,O,O,O,X,X,X
JSLZOIT,X,O,X,O,X,X,X,X,X
