sequence,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8KeT/IvhFlgB5oB?imBGqB3rBUsB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8KeT/IvhFlgB5oB?imBGqBUsB3rB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFGgBKmB?zhB5oB0qBVxB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFzgBumB?5oBKsBUlBVwB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFGgB5oB?TmBKsB0qBlrB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFGgBymB?5oBlqBUsBTrB
SZITOJL,X,X,O,X,X,O
SZILTJO,X,X,X,O,O,O
SZILTOJ,X,X,X,O,O,O
SZILJTO,O,O,X,X,O,X
SZILJOT,O,O,X,X,O,X
SZILOTJ,X,X,X,X,O,X
SZILOJT,O,O,X,X,O,X
SZIJTLO,O,O,O,X,O,O
SZIJTOL,O,O,O,X,X,O
SZIJLTO,O,O,X,X,O,X
SZIJLOT,O,O,X,X,O,X
SZIJOTL,O,O,X,X,X,X
SZIJOLT,O,O,X,X,O,X
SZIOTLJ,X,X,X,X,X,O
SZIOTJL,X,X,X,X,X,O
SZIOLTJ,X,X,X,X,O,X
SZIOLJT,O,O,X,X,O,X
SZIOJTL,O,O,X,X,X,X
SZIOJLT,O,O,X,X,O,X
SZLTIJO,X,X,X,O,O,O
SZLTIOJ,X,X,X,O,O,O
SZLTJIO,X,X,X,O,O,O
SZLTJOI,X,X,X,O,O,O
SZLTOIJ,X,X,X,O,O,O
SZLTOJI,X,X,X,O,O,O
SZLITJO,X,X,X,O,O,O
SZLITOJ,X,X,X,O,O,O
SZLIJTO,O,O,X,X,O,X
SZLIJOT,O,O,X,X,O,X
SZLIOTJ,X,X,X,X,O,X
SZLIOJT,O,O,X,X,O,X
SZLJTIO,O,O,X,X,O,X
SZLJTOI,O,O,X,X,O,X
SZLJITO,O,O,X,X,O,X
SZLJIOT,O,O,X,X,O,X
SZLJOTI,O,O,X,X,O,X
SZLJOIT,O,O,X,X,O,X
SZLOTIJ,X,X,X,X,O,X
SZLOTJI,X,X,X,X,O,X
SZLOITJ,X,X,X,X,O,X
SZLOIJT,O,O,X,X,O,X
SZLOJTI,O,O,X,X,O,X
SZLOJIT,O,O,X,X,O,X
SZJTILO,O,O,O,X,O,O
SZJTIOL,O,O,O,X,X,O
SZJTLIO,O,O,O,X,O,O
SZJTLOI,O,O,O,X,O,O
SZJTOIL,O,O,O,X,X,O
SZJTOLI,O,O,O,X,X,O
SZJITLO,O,O,O,X,O,O
SZJITOL,O,O,O,X,X,O
SZJILTO,O,O,X,X,O,X
SZJILOT,O,O,X,X,O,X
SZJIOTL,O,O,X,X,X,X
SZJIOLT,O,O,X,X,O,X
SZJLTIO,O,O,X,X,O,X
SZJLTOI,O,O,X,X,O,X
SZJLITO,O,O,X,X,O,X
SZJLIOT,O,O,X,X,O,X
SZJLOTI,O,O,X,X,O,X
SZJLOIT,O,O,X,X,O,X
SZJOTIL,O,O,X,X,X,X
SZJOTLI,O,O,X,X,X,X
SZJOITL,O,O,X,X,X,X
SZJOILT,O,O,X,X,O,X
SZJOLTI,O,O,X,X,O,X
SZJOLIT,O,O,X,X,O,X
SZOTILJ,X,X,X,X,X,O
SZOTIJL,X,X,X,X,X,O
SZOTLIJ,X,X,X,X,X,O
SZOTLJI,X,X,X,X,X,O
SZOTJIL,X,X,X,X,X,O
SZOTJLI,X,X,X,X,X,O
SZOITLJ,X,X,X,X,X,O
SZOITJL,X,X,X,X,X,O
SZOILTJ,X,X,X,X,O,X
SZOILJT,O,O,X,X,O,X
SZOIJTL,O,O,X,X,X,X
SZOIJLT,O,O,X,X,O,X
SZOLTIJ,X,X,X,X,O,X
SZOLTJI,X,X,X,X,O,X
SZOLITJ,X,X,X,X,O,X
SZOLIJT,O,O,X,X,O,X
SZOLJTI,O,O,X,X,O,X
SZOLJIT,O,O,X,X,O,X
SZOJTIL,O,O,X,X,X,X
SZOJTLI,O,O,X,X,X,X
SZOJITL,O,O,X,X,X,X
SZOJILT,O,O,X,X,O,X
SZOJLTI,O,O,X,X,O,X
SZOJLIT,O,O,X,X,O,X
SOTILJZ,O,X,O,O,X,X
SOTILZJ,X,X,O,O,X,X
SOTIJLZ,O,X,O,O,X,X
SOTIJZL,O,O,O,X,X,O
SOTIZLJ,X,X,O,O,X,O
SOTIZJL,X,X,O,X,X,O
SOTLIJZ,O,X,O,O,X,X
SOTLIZJ,X,X,O,O,X,X
SOTLJIZ,O,X,O,O,X,X
SOTLJZI,O,X,O,O,X,X
SOTLZIJ,X,X,O,O,X,X
SOTLZJI,X,X,O,O,X,X
SOTJILZ,O,X,O,O,X,X
SOTJIZL,O,O,O,X,X,O
SOTJLIZ,O,X,O,O,X,X
SOTJLZI,O,X,O,O,X,X
SOTJZIL,O,O,O,X,X,O
SOTJZLI,O,O,O,X,X,O
SOTZILJ,X,X,O,O,X,O
SOTZIJL,X,X,O,X,X,O
SOTZLIJ,X,X,O,O,X,O
SOTZLJI,X,X,O,O,X,O
SOTZJIL,X,X,O,X,X,O
SOTZJLI,X,X,O,X,X,O
SOITLJZ,O,X,O,O,X,X
SOITLZJ,X,X,O,O,X,X
SOITJLZ,O,X,O,O,X,X
SOITJZL,O,O,O,X,X,O
SOITZLJ,X,X,O,O,X,O
SOITZJL,X,X,O,X,X,O
SOILTJZ,O,X,X,O,X,X
SOILTZJ,X,X,X,O,X,X
SOILJTZ,O,X,X,X,X,X
SOILJZT,O,X,X,X,O,X
SOILZTJ,X,X,X,X,O,X
SOILZJT,O,X,X,X,O,X
SOIJTLZ,O,X,O,X,X,X
SOIJTZL,O,O,O,X,X,O
SOIJLTZ,O,X,X,X,X,X
SOIJLZT,O,X,X,X,O,X
SOIJZTL,O,O,X,X,X,X
SOIJZLT,O,O,X,X,O,X
SOIZTLJ,X,X,X,X,X,O
SOIZTJL,X,X,X,X,X,O
SOIZLTJ,X,X,X,X,O,X
SOIZLJT,O,O,X,X,O,X
SOIZJTL,O,O,X,X,X,X
SOIZJLT,O,O,X,X,O,X
SOLTIJZ,O,X,X,O,X,X
SOLTIZJ,X,X,X,O,X,X
SOLTJIZ,O,X,X,O,X,X
SOLTJZI,O,X,X,O,X,X
SOLTZIJ,X,X,X,O,X,X
SOLTZJI,X,X,X,O,X,X
SOLITJZ,O,X,X,O,X,X
SOLITZJ,X,X,X,O,X,X
SOLIJTZ,O,X,X,X,X,X
SOLIJZT,O,X,X,X,O,X
SOLIZTJ,X,X,X,X,O,X
SOLIZJT,O,X,X,X,O,X
SOLJTIZ,O,X,X,X,X,X
SOLJTZI,O,X,X,X,X,X
SOLJITZ,O,X,X,X,X,X
SOLJIZT,O,X,X,X,O,X
SOLJZTI,O,X,X,X,O,X
SOLJZIT,O,X,X,X,O,X
SOLZTIJ,X,X,X,X,O,X
SOLZTJI,X,X,X,X,O,X
SOLZITJ,X,X,X,X,O,X
SOLZIJT,O,X,X,X,O,X
SOLZJTI,O,X,X,X,O,X
SOLZJIT,O,X,X,X,O,X
SOJTILZ,O,X,O,X,X,X
SOJTIZL,O,O,O,X,X,O
SOJTLIZ,O,X,O,X,X,X
SOJTLZI,O,X,O,X,X,X
SOJTZIL,O,O,O,X,X,O
SOJTZLI,O,O,O,X,X,O
SOJITLZ,O,X,O,X,X,X
SOJITZL,O,O,O,X,X,O
SOJILTZ,O,X,X,X,X,X
SOJILZT,O,X,X,X,O,X
SOJIZTL,O,O,X,X,X,X
SOJIZLT,O,O,X,X,O,X
SOJLTIZ,O,X,X,X,X,X
SOJLTZI,O,X,X,X,X,X
SOJLITZ,O,X,X,X,X,X
SOJLIZT,O,X,X,X,O,X
SOJLZTI,O,X,X,X,O,X
SOJLZIT,O,X,X,X,O,X
SOJZTIL,O,O,X,X,X,X
SOJZTLI,O,O,X,X,X,X
SOJZITL,O,O,X,X,X,X
SOJZILT,O,O,X,X,O,X
SOJZLTI,O,O,X,X,O,X
SOJZLIT,O,O,X,X,O,X
SOZTILJ,X,X,X,X,X,O
SOZTIJL,X,X,X,X,X,O
SOZTLIJ,X,X,X,X,X,O
SOZTLJI,X,X,X,X,X,O
SOZTJIL,X,X,X,X,X,O
SOZTJLI,X,X,X,X,X,O
SOZITLJ,X,X,X,X,X,O
SOZITJL,X,X,X,X,X,O
SOZILTJ,X,X,X,X,O,X
SOZILJT,O,O,X,X,O,X
SOZIJTL,O,O,X,X,X,X
SOZIJLT,O,O,X,X,O,X
SOZLTIJ,X,X,X,X,O,X
SOZLTJI,X,X,X,X,O,X
SOZLITJ,X,X,X,X,O,X
SOZLIJT,O,O,X,X,O,X
SOZLJTI,O,O,X,X,O,X
SOZLJIT,O,O,X,X,O,X
SOZJTIL,O,O,X,X,X,X
SOZJTLI,O,O,X,X,X,X
SOZJITL,O,O,X,X,X,X
SOZJILT,O,O,X,X,O,X
SOZJLTI,O,O,X,X,O,X
SOZJLIT,O,O,X,X,O,X
ZTILJSO,X,O,O,O,X,O
ZTILJOS,X,O,O,O,X,X
ZTILSJO,X,X,O,O,O,O
ZTILSOJ,X,X,O,O,O,O
ZTILOJS,X,O,O,O,X,X
ZTILOSJ,X,X,O,O,O,O
ZTIJLSO,X,O,O,X,X,O
ZTIJLOS,X,O,O,X,X,X
ZTIJSLO,O,O,O,X,X,O
ZTIJSOL,O,O,O,X,X,O
ZTIJOLS,X,O,O,X,X,X
ZTIJOSL,O,O,O,X,X,X
ZTISLJO,X,X,O,O,O,O
ZTISLOJ,X,X,O,O,O,O
ZTISJLO,X,X,O,X,O,O
ZTISJOL,X,X,O,X,X,O
ZTISOLJ,X,X,O,O,X,O
ZTISOJL,X,X,O,X,X,O
ZTIOLJS,X,O,O,O,X,X
ZTIOLSJ,X,X,O,O,X,O
ZTIOJLS,X,O,O,X,X,X
ZTIOJSL,O,O,O,X,X,X
ZTIOSLJ,X,X,O,O,X,O
ZTIOSJL,X,X,O,X,X,O
ZTLIJSO,X,O,O,O,X,O
ZTLIJOS,X,O,O,O,X,X
ZTLISJO,X,X,O,O,O,O
ZTLISOJ,X,X,O,O,O,O
ZTLIOJS,X,O,O,O,X,X
ZTLIOSJ,X,X,O,O,O,O
ZTLJISO,X,O,O,O,X,O
ZTLJIOS,X,O,O,O,X,X
ZTLJSIO,X,O,O,O,X,O
ZTLJSOI,X,O,O,O,X,O
ZTLJOIS,X,O,O,O,X,X
ZTLJOSI,X,O,O,O,X,X
ZTLSIJO,X,X,O,O,O,O
ZTLSIOJ,X,X,O,O,O,O
ZTLSJIO,X,X,O,O,O,O
ZTLSJOI,X,X,O,O,O,O
ZTLSOIJ,X,X,O,O,O,O
ZTLSOJI,X,X,O,O,O,O
ZTLOIJS,X,O,O,O,X,X
ZTLOISJ,X,X,O,O,O,O
ZTLOJIS,X,O,O,O,X,X
ZTLOJSI,X,O,O,O,X,X
ZTLOSIJ,X,X,O,O,O,O
ZTLOSJI,X,X,O,O,O,O
ZTJILSO,X,O,O,X,X,O
ZTJILOS,X,O,O,X,X,X
ZTJISLO,O,O,O,X,X,O
ZTJISOL,O,O,O,X,X,O
ZTJIOLS,X,O,O,X,X,X
ZTJIOSL,O,O,O,X,X,X
ZTJLISO,X,O,O,X,X,O
ZTJLIOS,X,O,O,X,X,X
ZTJLSIO,X,O,O,X,X,O
ZTJLSOI,X,O,O,X,X,O
ZTJLOIS,X,O,O,X,X,X
ZTJLOSI,X,O,O,X,X,X
ZTJSILO,O,O,O,X,X,O
ZTJSIOL,O,O,O,X,X,O
ZTJSLIO,O,O,O,X,X,O
ZTJSLOI,O,O,O,X,X,O
ZTJSOIL,O,O,O,X,X,O
ZTJSOLI,O,O,O,X,X,O
ZTJOILS,X,O,O,X,X,X
ZTJOISL,O,O,O,X,X,X
ZTJOLIS,X,O,O,X,X,X
ZTJOLSI,X,O,O,X,X,X
ZTJOSIL,O,O,O,X,X,X
ZTJOSLI,O,O,O,X,X,X
ZTSILJO,X,X,O,O,O,O
ZTSILOJ,X,X,O,O,O,O
ZTSIJLO,X,X,O,X,O,O
ZTSIJOL,X,X,O,X,X,O
ZTSIOLJ,X,X,O,O,X,O
ZTSIOJL,X,X,O,X,X,O
ZTSLIJO,X,X,O,O,O,O
ZTSLIOJ,X,X,O,O,O,O
ZTSLJIO,X,X,O,O,O,O
ZTSLJOI,X,X,O,O,O,O
ZTSLOIJ,X,X,O,O,O,O
ZTSLOJI,X,X,O,O,O,O
ZTSJILO,X,X,O,X,O,O
ZTSJIOL,X,X,O,X,X,O
ZTSJLIO,X,X,O,X,O,O
ZTSJLOI,X,X,O,X,O,O
ZTSJOIL,X,X,O,X,X,O
ZTSJOLI,X,X,O,X,X,O
ZTSOILJ,X,X,O,O,X,O
ZTSOIJL,X,X,O,X,X,O
ZTSOLIJ,X,X,O,O,X,O
ZTSOLJI,X,X,O,O,X,O
ZTSOJIL,X,X,O,X,X,O
ZTSOJLI,X,X,O,X,X,O
ZTOILJS,X,O,O,O,X,X
ZTOILSJ,X,X,O,O,X,O
ZTOIJLS,X,O,O,X,X,X
ZTOIJSL,O,O,O,X,X,X
ZTOISLJ,X,X,O,O,X,O
ZTOISJL,X,X,O,X,X,O
ZTOLIJS,X,O,O,O,X,X
ZTOLISJ,X,X,O,O,X,O
ZTOLJIS,X,O,O,O,X,X
ZTOLJSI,X,O,O,O,X,X
ZTOLSIJ,X,X,O,O,X,O
ZTOLSJI,X,X,O,O,X,O
ZTOJILS,X,O,O,X,X,X
ZTOJISL,O,O,O,X,X,X
ZTOJLIS,X,O,O,X,X,X
ZTOJLSI,X,O,O,X,X,X
ZTOJSIL,O,O,O,X,X,X
ZTOJSLI,O,O,O,X,X,X
ZTOSILJ,X,X,O,O,X,O
ZTOSIJL,X,X,O,X,X,O
ZTOSLIJ,X,X,O,O,X,O
ZTOSLJI,X,X,O,O,X,O
ZTOSJIL,X,X,O,X,X,O
ZTOSJLI,X,X,O,X,X,O
ZITLJSO,X,O,O,O,X,O
ZITLJOS,X,O,O,O,X,X
ZITLSJO,X,X,O,O,O,O
ZITLSOJ,X,X,O,O,O,O
ZITLOJS,X,O,O,O,X,X
ZITLOSJ,X,X,O,O,O,O
ZITJLSO,X,O,O,X,X,O
ZITJLOS,X,O,O,X,X,X
ZITJSLO,O,O,O,X,X,O
ZITJSOL,O,O,O,X,X,O
ZITJOLS,X,O,O,X,X,X
ZITJOSL,O,O,O,X,X,X
ZITSLJO,X,X,O,O,O,O
ZITSLOJ,X,X,O,O,O,O
ZITSJLO,X,X,O,X,O,O
ZITSJOL,X,X,O,X,X,O
ZITSOLJ,X,X,O,O,X,O
ZITSOJL,X,X,O,X,X,O
ZITOLJS,X,O,O,O,X,X
ZITOLSJ,X,X,O,O,X,O
ZITOJLS,X,O,O,X,X,X
ZITOJSL,O,O,O,X,X,X
ZITOSLJ,X,X,O,O,X,O
ZITOSJL,X,X,O,X,X,O
ZILTJSO,X,O,X,O,X,O
ZILTJOS,X,O,X,O,X,X
ZILTSJO,X,X,X,O,O,O
ZILTSOJ,X,X,X,O,O,O
ZILTOJS,X,O,X,O,X,X
ZILTOSJ,X,X,X,O,O,O
ZILJTSO,X,O,X,X,X,X
ZILJTOS,X,O,X,X,X,X
ZILJSTO,X,O,X,X,O,X
ZILJSOT,X,O,X,X,O,X
ZILJOTS,X,O,X,X,X,X
ZILJOST,X,O,X,X,O,X
ZILSTJO,X,X,X,O,O,O
ZILSTOJ,X,X,X,O,O,O
ZILSJTO,X,O,X,X,O,X
ZILSJOT,X,O,X,X,O,X
ZILSOTJ,X,X,X,X,O,X
ZILSOJT,X,O,X,X,O,X
ZILOTJS,X,O,X,X,X,X
ZILOTSJ,X,X,X,X,O,X
ZILOJTS,X,O,X,X,X,X
ZILOJST,X,O,X,X,O,X
ZILOSTJ,X,X,X,X,O,X
ZILOSJT,X,O,X,X,O,X
ZIJTLSO,X,O,X,X,X,O
ZIJTLOS,X,O,X,X,X,X
ZIJTSLO,O,O,X,X,X,O
ZIJTSOL,O,O,X,X,X,O
ZIJTOLS,X,O,X,X,X,X
ZIJTOSL,O,O,X,X,X,X
ZIJLTSO,X,O,X,X,X,X
ZIJLTOS,X,O,X,X,X,X
ZIJLSTO,X,O,X,X,O,X
ZIJLSOT,X,O,X,X,O,X
ZIJLOTS,X,O,X,X,X,X
ZIJLOST,X,O,X,X,O,X
ZIJSTLO,O,O,X,X,O,O
ZIJSTOL,O,O,X,X,X,O
ZIJSLTO,O,O,X,X,O,X
ZIJSLOT,O,O,X,X,O,X
ZIJSOTL,O,O,X,X,X,X
ZIJSOLT,O,O,X,X,O,X
ZIJOTLS,X,O,X,X,X,X
ZIJOTSL,O,O,X,X,X,X
ZIJOLTS,X,O,X,X,X,X
ZIJOLST,X,O,X,X,X,X
ZIJOSTL,O,O,X,X,X,X
ZIJOSLT,O,O,X,X,X,X
ZISTLJO,X,X,O,O,O,O
ZISTLOJ,X,X,O,O,O,O
ZISTJLO,X,X,O,X,O,O
ZISTJOL,X,X,O,X,X,O
ZISTOLJ,X,X,O,O,X,O
ZISTOJL,X,X,O,X,X,O
ZISLTJO,X,X,X,O,O,O
ZISLTOJ,X,X,X,O,O,O
ZISLJTO,O,O,X,X,O,X
ZISLJOT,O,O,X,X,O,X
ZISLOTJ,X,X,X,X,O,X
ZISLOJT,O,O,X,X,O,X
ZISJTLO,O,O,O,X,O,O
ZISJTOL,O,O,O,X,X,O
ZISJLTO,O,O,X,X,O,X
ZISJLOT,O,O,X,X,O,X
ZISJOTL,O,O,X,X,X,X
ZISJOLT,O,O,X,X,O,X
ZISOTLJ,X,X,X,X,X,O
ZISOTJL,X,X,X,X,X,O
ZISOLTJ,X,X,X,X,O,X
ZISOLJT,O,O,X,X,O,X
ZISOJTL,O,O,X,X,X,X
ZISOJLT,O,O,X,X,O,X
ZIOTLJS,X,O,X,X,X,X
ZIOTLSJ,X,X,X,X,X,O
ZIOTJLS,X,O,X,X,X,X
ZIOTJSL,O,O,X,X,X,X
ZIOTSLJ,X,X,X,X,X,O
ZIOTSJL,X,X,X,X,X,O
ZIOLTJS,X,O,X,X,X,X
ZIOLTSJ,X,X,X,X,O,X
ZIOLJTS,X,O,X,X,X,X
ZIOLJST,X,O,X,X,O,X
ZIOLSTJ,X,X,X,X,O,X
ZIOLSJT,X,O,X,X,O,X
ZIOJTLS,X,O,X,X,X,X
ZIOJTSL,O,O,X,X,X,X
ZIOJLTS,X,O,X,X,X,X
ZIOJLST,X,O,X,X,X,X
ZIOJSTL,O,O,X,X,X,X
ZIOJSLT,O,O,X,X,X,X
ZIOSTLJ,X,X,X,X,X,O
ZIOSTJL,X,X,X,X,X,O
ZIOSLTJ,X,X,X,X,O,X
ZIOSLJT,O,O,X,X,O,X
ZIOSJTL,O,O,X,X,X,X
ZIOSJLT,O,O,X,X,O,X
ZLTIJSO,X,O,X,O,X,O
ZLTIJOS,X,O,X,O,X,X
ZLTISJO,X,X,X,O,O,O
ZLTISOJ,X,X,X,O,O,O
ZLTIOJS,X,O,X,O,X,X
ZLTIOSJ,X,X,X,O,O,O
ZLTJISO,X,O,X,O,X,O
ZLTJIOS,X,O,X,O,X,X
ZLTJSIO,X,O,X,O,X,O
ZLTJSOI,X,O,X,O,X,O
ZLTJOIS,X,O,X,O,X,X
ZLTJOSI,X,O,X,O,X,X
ZLTSIJO,X,X,X,O,O,O
ZLTSIOJ,X,X,X,O,O,O
ZLTSJIO,X,X,X,O,O,O
ZLTSJOI,X,X,X,O,O,O
ZLTSOIJ,X,X,X,O,O,O
ZLTSOJI,X,X,X,O,O,O
ZLTOIJS,X,O,X,O,X,X
ZLTOISJ,X,X,X,O,O,O
ZLTOJIS,X,O,X,O,X,X
ZLTOJSI,X,O,X,O,X,X
ZLTOSIJ,X,X,X,O,O,O
ZLTOSJI,X,X,X,O,O,O
ZLITJSO,X,O,X,O,X,O
ZLITJOS,X,O,X,O,X,X
ZLITSJO,X,X,X,O,O,O
ZLITSOJ,X,X,X,O,O,O
ZLITOJS,X,O,X,O,X,X
ZLITOSJ,X,X,X,O,O,O
ZLIJTSO,X,O,X,X,X,X
ZLIJTOS,X,O,X,X,X,X
ZLIJSTO,X,O,X,X,O,X
ZLIJSOT,X,O,X,X,O,X
ZLIJOTS,X,O,X,X,X,X
ZLIJOST,X,O,X,X,O,X
ZLISTJO,X,X,X,O,O,O
ZLISTOJ,X,X,X,O,O,O
ZLISJTO,X,O,X,X,O,X
ZLISJOT,X,O,X,X,O,X
ZLISOTJ,X,X,X,X,O,X
ZLISOJT,X,O,X,X,O,X
ZLIOTJS,X,O,X,X,X,X
ZLIOTSJ,X,X,X,X,O,X
ZLIOJTS,X,O,X,X,X,X
ZLIOJST,X,O,X,X,O,X
ZLIOSTJ,X,X,X,X,O,X
ZLIOSJT,X,O,X,X,O,X
ZLJTISO,X,O,X,X,X,X
ZLJTIOS,X,O,X,X,X,X
ZLJTSIO,X,O,X,X,X,X
ZLJTSOI,X,O,X,X,X,X
ZLJTOIS,X,O,X,X,X,X
ZLJTOSI,X,O,X,X,X,X
ZLJITSO,X,O,X,X,X,X
ZLJITOS,X,O,X,X,X,X
ZLJISTO,X,O,X,X,O,X
ZLJISOT,X,O,X,X,O,X
ZLJIOTS,X,O,X,X,X,X
ZLJIOST,X,O,X,X,O,X
ZLJSTIO,X,O,X,X,O,X
ZLJSTOI,X,O,X,X,O,X
ZLJSITO,X,O,X,X,O,X
ZLJSIOT,X,O,X,X,O,X
ZLJSOTI,X,O,X,X,O,X
ZLJSOIT,X,O,X,X,O,X
ZLJOTIS,X,O,X,X,X,X
ZLJOTSI,X,O,X,X,X,X
ZLJOITS,X,O,X,X,X,X
ZLJOIST,X,O,X,X,O,X
ZLJOSTI,X,O,X,X,O,X
ZLJOSIT,X,O,X,X,O,X
ZLSTIJO,X,X,X,O,O,O
ZLSTIOJ,X,X,X,O,O,O
ZLSTJIO,X,X,X,O,O,O
ZLSTJOI,X,X,X,O,O,O
ZLSTOIJ,X,X,X,O,O,O
ZLSTOJI,X,X,X,O,O,O
ZLSITJO,X,X,X,O,O,O
ZLSITOJ,X,X,X,O,O,O
ZLSIJTO,X,O,X,X,O,X
ZLSIJOT,X,O,X,X,O,X
ZLSIOTJ,X,X,X,X,O,X
ZLSIOJT,X,O,X,X,O,X
ZLSJTIO,X,O,X,X,O,X
ZLSJTOI,X,O,X,X,O,X
ZLSJITO,X,O,X,X,O,X
ZLSJIOT,X,O,X,X,O,X
ZLSJOTI,X,O,X,X,O,X
ZLSJOIT,X,O,X,X,O,X
ZLSOTIJ,X,X,X,X,O,X
ZLSOTJI,X,X,X,X,O,X
ZLSOITJ,X,X,X,X,O,X
ZLSOIJT,X,O,X,X,O,X
ZLSOJTI,X,O,X,X,O,X
ZLSOJIT,X,O,X,X,O,X
ZLOTIJS,X,O,X,X,X,X
ZLOTISJ,X,X,X,X,O,X
ZLOTJIS,X,O,X,X,X,X
ZLOTJSI,X,O,X,X,X,X
ZLOTSIJ,X,X,X,X,O,X
ZLOTSJI,X,X,X,X,O,X
ZLOITJS,X,O,X,X,X,X
ZLOITSJ,X,X,X,X,O,X
ZLOIJTS,X,O,X,X,X,X
ZLOIJST,X,O,X,X,O,X
ZLOISTJ,X,X,X,X,O,X
ZLOISJT,X,O,X,X,O,X
ZLOJTIS,X,O,X,X,X,X
ZLOJTSI,X,O,X,X,X,X
ZLOJITS,X,O,X,X,X,X
ZLOJIST,X,O,X,X,O,X
ZLOJSTI,X,O,X,X,O,X
ZLOJSIT,X,O,X,X,O,X
ZLOSTIJ,X,X,X,X,O,X
ZLOSTJI,X,X,X,X,O,X
ZLOSITJ,X,X,X,X,O,X
ZLOSIJT,X,O,X,X,O,X
ZLOSJTI,X,O,X,X,O,X
ZLOSJIT,X,O,X,X,O,X
ZJTILSO,X,O,X,X,X,O
ZJTILOS,X,O,X,X,X,X
ZJTISLO,O,O,X,X,X,O
ZJTISOL,O,O,X,X,X,O
ZJTIOLS,X,O,X,X,X,X
ZJTIOSL,O,O,X,X,X,X
ZJTLISO,X,O,X,X,X,O
ZJTLIOS,X,O,X,X,X,X
ZJTLSIO,X,O,X,X,X,O
ZJTLSOI,X,O,X,X,X,O
ZJTLOIS,X,O,X,X,X,X
ZJTLOSI,X,O,X,X,X,X
ZJTSILO,O,O,X,X,X,O
ZJTSIOL,O,O,X,X,X,O
ZJTSLIO,O,O,X,X,X,O
ZJTSLOI,O,O,X,X,X,O
ZJTSOIL,O,O,X,X,X,O
ZJTSOLI,O,O,X,X,X,O
ZJTOILS,X,O,X,X,X,X
ZJTOISL,O,O,X,X,X,X
ZJTOLIS,X,O,X,X,X,X
ZJTOLSI,X,O,X,X,X,X
ZJTOSIL,O,O,X,X,X,X
ZJTOSLI,O,O,X,X,X,X
ZJITLSO,X,O,X,X,X,O
ZJITLOS,X,O,X,X,X,X
ZJITSLO,O,O,X,X,X,O
ZJITSOL,O,O,X,X,X,O
ZJITOLS,X,O,X,X,X,X
ZJITOSL,O,O,X,X,X,X
ZJILTSO,X,O,X,X,X,X
ZJILTOS,X,O,X,X,X,X
ZJILSTO,X,O,X,X,O,X
ZJILSOT,X,O,X,X,O,X
ZJILOTS,X,O,X,X,X,X
ZJILOST,X,O,X,X,O,X
ZJISTLO,O,O,X,X,O,O
ZJISTOL,O,O,X,X,X,O
ZJISLTO,O,O,X,X,O,X
ZJISLOT,O,O,X,X,O,X
ZJISOTL,O,O,X,X,X,X
ZJISOLT,O,O,X,X,O,X
ZJIOTLS,X,O,X,X,X,X
ZJIOTSL,O,O,X,X,X,X
ZJIOLTS,X,O,X,X,X,X
ZJIOLST,X,O,X,X,X,X
ZJIOSTL,O,O,X,X,X,X
ZJIOSLT,O,O,X,X,X,X
ZJLTISO,X,O,X,X,X,X
ZJLTIOS,X,O,X,X,X,X
ZJLTSIO,X,O,X,X,X,X
ZJLTSOI,X,O,X,X,X,X
ZJLTOIS,X,O,X,X,X,X
ZJLTOSI,X,O,X,X,X,X
ZJLITSO,X,O,X,X,X,X
ZJLITOS,X,O,X,X,X,X
ZJLISTO,X,O,X,X,O,X
ZJLISOT,X,O,X,X,O,X
ZJLIOTS,X,O,X,X,X,X
ZJLIOST,X,O,X,X,O,X
ZJLSTIO,X,O,X,X,O,X
ZJLSTOI,X,O,X,X,O,X
ZJLSITO,X,O,X,X,O,X
ZJLSIOT,X,O,X,X,O,X
ZJLSOTI,X,O,X,X,O,X
ZJLSOIT,X,O,X,X,O,X
ZJLOTIS,X,O,X,X,X,X
ZJLOTSI,X,O,X,X,X,X
ZJLOITS,X,O,X,X,X,X
ZJLOIST,X,O,X,X,O,X
ZJLOSTI,X,O,X,X,O,X
ZJLOSIT,X,O,X,X,O,X
ZJSTILO,O,O,X,X,O,O
ZJSTIOL,O,O,X,X,X,O
ZJSTLIO,O,O,X,X,O,O
ZJSTLOI,O,O,X,X,O,O
ZJSTOIL,O,O,X,X,X,O
ZJSTOLI,O,O,X,X,X,O
ZJSITLO,O,O,X,X,O,O
ZJSITOL,O,O,X,X,X,O
ZJSILTO,O,O,X,X,O,X
ZJSILOT,O,O,X,X,O,X
ZJSIOTL,O,O,X,X,X,X
ZJSIOLT,O,O,X,X,O,X
ZJSLTIO,O,O,X,X,O,X
ZJSLTOI,O,O,X,X,O,X
ZJSLITO,O,O,X,X,O,X
ZJSLIOT,O,O,X,X,O,X
ZJSLOTI,O,O,X,X,O,X
ZJSLOIT,O,O,X,X,O,X
ZJSOTIL,O,O,X,X,X,X
ZJSOTLI,O,O,X,X,X,X
ZJSOITL,O,O,X,X,X,X
ZJSOILT,O,O,X,X,O,X
