sequence,v115@9gA8IeA8GeA8AeB8FeE8EeB8Jez/IvhFRhBGjBfsB6?sBlqBUrB,v115@9gA8IeA8GeA8AeB8FeE8EeB8Jez/IvhFChB/nBGjB0?mBlqBxwB,v115@9gA8IeA8GeA8AeB8FeE8EeB8Jez/IvhFRhBGjBFmBX?nB0qBSxB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JeRAJvhFUiBGjBFlBX?mBSwBTsB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JeCAJvhFlhBGjB/qBU?mBTnBxwB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JefFJvhFlgBzhBGjB8?qBSsBxwB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JeCAJvhF/nBGjBxlBl?qBUsBTrB
JLIOZTS,O,X,O,X,O,O,X
JLIOZST,O,X,O,X,O,O,X
JLSTIZO,O,X,O,O,O,X,X
JLSTIOZ,O,X,O,O,O,X,X
JLSTZIO,O,X,O,O,O,X,X
JLSTZOI,O,X,O,O,O,X,X
JLSTOIZ,O,X,O,O,X,X,X
JLSTOZI,O,X,O,O,X,X,X
JLSITZO,O,X,O,O,O,O,X
JLSITOZ,O,X,O,O,O,O,X
JLSIZTO,O,X,O,O,O,O,X
JLSIZOT,O,X,O,O,O,O,X
JLSIOTZ,O,X,O,O,O,O,X
JLSIOZT,O,X,O,O,O,O,X
JLSZTIO,O,X,O,O,O,X,X
JLSZTOI,O,X,O,O,O,X,X
JLSZITO,O,X,O,O,O,X,X
JLSZIOT,O,X,O,O,O,X,X
JLSZOTI,O,X,O,O,O,X,X
JLSZOIT,O,X,O,O,X,X,X
JLSOTIZ,O,X,O,O,X,X,X
JLSOTZI,O,X,O,O,X,X,X
JLSOITZ,O,X,O,O,O,X,X
JLSOIZT,O,X,O,O,O,X,X
JLSOZTI,O,X,O,O,O,X,X
JLSOZIT,O,X,O,O,X,X,X
JLZTISO,X,X,O,X,X,X,O
JLZTIOS,O,X,O,X,X,X,X
JLZTSIO,O,X,O,O,X,X,O
JLZTSOI,O,X,O,O,X,X,O
JLZTOIS,O,X,O,X,X,X,X
JLZTOSI,O,X,O,X,X,X,X
JLZITSO,X,X,O,X,X,X,X
JLZITOS,O,X,O,X,X,X,X
JLZISTO,O,X,O,X,O,X,X
JLZISOT,O,X,O,X,O,X,X
JLZIOTS,O,X,O,X,O,X,X
JLZIOST,O,X,O,X,O,X,X
JLZSTIO,O,X,O,O,O,X,O
JLZSTOI,O,X,O,O,O,X,O
JLZSITO,O,X,O,O,O,X,O
JLZSIOT,O,X,O,O,O,X,X
JLZSOTI,O,X,O,O,O,X,O
JLZSOIT,O,X,O,O,X,X,X
JLZOTIS,O,X,O,X,X,X,X
JLZOTSI,O,X,O,X,X,X,X
JLZOITS,O,X,O,X,X,X,X
JLZOIST,O,X,O,X,X,X,X
JLZOSTI,O,X,O,X,X,X,X
JLZOSIT,O,X,O,X,X,X,X
JLOTISZ,O,X,X,O,X,X,X
JLOTIZS,O,X,X,O,X,X,X
JLOTSIZ,O,X,O,O,X,X,X
JLOTSZI,O,X,O,O,X,X,X
JLOTZIS,O,X,O,O,X,X,X
JLOTZSI,O,X,O,O,X,X,X
JLOITSZ,O,O,X,O,O,X,X
JLOITZS,O,X,X,O,O,X,X
JLOISTZ,O,O,O,O,O,X,X
JLOISZT,O,O,O,O,O,X,X
JLOIZTS,O,X,O,O,O,X,X
JLOIZST,O,X,O,O,O,X,X
JLOSTIZ,O,X,O,O,X,X,X
JLOSTZI,O,X,O,O,X,X,X
JLOSITZ,O,X,O,O,O,X,X
JLOSIZT,O,X,O,O,O,X,X
JLOSZTI,O,X,O,O,O,X,X
JLOSZIT,O,X,O,O,X,X,X
JLOZTIS,O,X,O,O,X,X,X
JLOZTSI,O,X,O,O,X,X,X
JLOZITS,O,X,O,O,X,X,X
JLOZIST,O,X,O,O,X,X,X
JLOZSTI,O,X,O,O,X,X,X
JLOZSIT,O,X,O,O,X,X,X
JSTILZO,X,X,X,X,O,O,X
JSTILOZ,O,X,X,X,O,O,X
JSTIZLO,X,X,X,X,O,O,X
JSTIZOL,O,X,X,X,O,O,X
JSTIOLZ,O,X,X,X,O,X,X
JSTIOZL,O,X,X,O,O,X,X
JSTLIZO,O,X,X,O,O,X,X
JSTLIOZ,O,X,X,O,O,X,X
JSTLZIO,O,X,X,O,O,X,X
JSTLZOI,O,X,X,O,O,X,X
JSTLOIZ,O,X,X,O,X,X,X
JSTLOZI,O,X,X,O,X,X,X
JSTZILO,X,X,X,X,O,O,X
JSTZIOL,O,X,X,X,X,O,X
JSTZLIO,X,X,X,X,O,X,X
JSTZLOI,X,X,X,X,O,X,X
JSTZOIL,O,X,X,X,X,X,X
JSTZOLI,X,X,X,X,O,X,X
JSTOILZ,O,X,X,X,X,X,X
JSTOIZL,O,X,X,O,X,X,X
JSTOLIZ,O,X,X,O,X,X,X
JSTOLZI,O,X,X,O,X,X,X
JSTOZIL,O,X,X,O,X,X,X
JSTOZLI,X,X,X,O,X,X,X
JSITLZO,X,O,X,X,O,O,X
JSITLOZ,O,O,X,X,O,O,X
JSITZLO,X,O,X,X,O,O,X
JSITZOL,O,O,X,X,O,O,X
JSITOLZ,O,O,X,X,O,X,X
JSITOZL,O,O,X,X,O,X,X
JSILTZO,X,O,X,X,O,O,X
JSILTOZ,O,O,X,X,O,O,X
JSILZTO,X,O,X,X,O,O,X
JSILZOT,X,O,X,X,O,O,X
JSILOTZ,O,O,X,X,O,O,X
JSILOZT,O,O,X,X,O,O,X
JSIZTLO,X,O,X,X,O,O,X
JSIZTOL,O,O,X,X,O,O,X
JSIZLTO,X,O,X,X,O,O,X
JSIZLOT,X,O,X,X,O,O,X
JSIZOTL,O,O,X,X,O,O,X
JSIZOLT,O,O,X,X,O,O,X
JSIOTLZ,O,O,X,X,O,X,X
JSIOTZL,O,O,X,X,O,X,X
JSIOLTZ,O,O,X,X,O,O,X
JSIOLZT,O,O,X,X,O,O,X
JSIOZTL,O,O,X,X,O,O,X
JSIOZLT,O,O,X,X,O,O,X
JSLTIZO,O,X,O,O,O,X,X
JSLTIOZ,O,X,O,O,O,X,X
JSLTZIO,O,X,O,O,O,X,X
JSLTZOI,O,X,O,O,O,X,X
JSLTOIZ,O,X,O,O,X,X,X
JSLTOZI,O,X,O,O,X,X,X
JSLITZO,O,X,O,O,O,O,X
JSLITOZ,O,X,O,O,O,O,X
JSLIZTO,O,X,O,O,O,O,X
JSLIZOT,O,X,O,O,O,O,X
JSLIOTZ,O,X,O,X,O,O,X
JSLIOZT,O,X,O,O,O,O,X
JSLZTIO,O,X,O,O,O,X,X
JSLZTOI,O,X,O,O,O,X,X
JSLZITO,O,X,O,O,O,X,X
JSLZIOT,O,X,O,O,O,X,X
JSLZOTI,O,X,O,O,O,X,X
JSLZOIT,O,X,O,O,X,X,X
JSLOTIZ,O,X,O,O,X,X,X
JSLOTZI,O,X,O,O,X,X,X
JSLOITZ,O,X,O,X,O,X,X
JSLOIZT,O,X,O,O,O,X,X
JSLOZTI,O,X,O,O,O,X,X
JSLOZIT,O,X,O,O,X,X,X
JSZTILO,X,X,X,X,O,O,X
JSZTIOL,O,X,O,X,O,O,X
JSZTLIO,X,X,O,X,O,X,X
JSZTLOI,X,X,O,X,O,X,X
JSZTOIL,O,X,O,X,X,X,X
JSZTOLI,X,X,O,X,O,X,X
JSZITLO,X,X,X,X,O,O,X
JSZITOL,O,X,X,X,O,O,X
JSZILTO,X,X,X,X,O,O,X
JSZILOT,X,X,X,X,O,O,X
JSZIOTL,O,X,X,X,O,O,X
JSZIOLT,O,X,X,X,O,O,X
JSZLTIO,X,X,O,X,O,X,X
JSZLTOI,X,X,O,X,O,X,X
JSZLITO,X,X,O,X,O,X,X
JSZLIOT,X,X,O,X,O,X,X
JSZLOTI,X,X,O,X,O,X,X
JSZLOIT,X,X,O,X,X,X,X
JSZOTIL,O,X,O,X,X,X,X
JSZOTLI,X,X,O,X,O,X,X
JSZOITL,O,X,X,X,X,X,X
JSZOILT,O,X,X,X,X,X,X
JSZOLTI,X,X,O,X,O,X,X
JSZOLIT,X,X,O,X,X,X,X
JSOTILZ,O,X,X,X,X,X,X
JSOTIZL,O,X,X,O,X,X,X
JSOTLIZ,O,X,X,O,X,X,X
JSOTLZI,O,X,X,O,X,X,X
JSOTZIL,O,X,X,O,X,X,X
JSOTZLI,X,X,X,O,X,X,X
JSOITLZ,O,O,X,X,O,X,X
JSOITZL,O,O,X,X,O,X,X
JSOILTZ,O,O,X,X,O,O,X
JSOILZT,O,O,X,X,O,O,X
JSOIZTL,O,O,X,X,O,O,X
JSOIZLT,O,O,X,X,O,O,X
JSOLTIZ,O,X,O,O,X,X,X
JSOLTZI,O,X,O,O,X,X,X
JSOLITZ,O,X,O,O,O,X,X
JSOLIZT,O,X,O,O,O,X,X
JSOLZTI,O,X,O,O,O,X,X
JSOLZIT,O,X,O,O,X,X,X
JSOZTIL,O,X,O,O,X,X,X
JSOZTLI,X,X,O,O,O,X,X
JSOZITL,O,X,X,X,X,X,X
JSOZILT,O,X,X,X,X,X,X
JSOZLTI,X,X,O,O,O,X,X
JSOZLIT,X,X,O,O,X,X,X
JZTILSO,X,X,O,X,X,X,O
JZTILOS,X,X,O,X,X,X,X
JZTISLO,X,X,X,X,X,X,O
JZTISOL,X,X,O,X,X,X,O
JZTIOLS,X,X,O,O,X,X,X
JZTIOSL,X,X,O,O,X,X,X
JZTLISO,X,X,O,X,X,X,O
JZTLIOS,O,X,O,X,X,X,X
JZTLSIO,O,X,O,O,X,X,O
JZTLSOI,O,X,O,O,X,X,O
JZTLOIS,O,X,O,X,X,X,X
JZTLOSI,O,X,O,X,X,X,X
JZTSILO,X,X,X,X,X,X,O
JZTSIOL,O,X,O,X,X,X,O
JZTSLIO,X,X,O,X,X,X,O
JZTSLOI,X,X,O,X,X,X,O
JZTSOIL,O,X,O,X,X,X,O
JZTSOLI,X,X,O,X,X,X,O
JZTOILS,X,X,O,O,X,X,X
JZTOISL,X,X,O,O,X,X,X
JZTOLIS,O,X,O,O,X,X,X
JZTOLSI,O,X,O,O,X,X,X
JZTOSIL,O,X,O,O,X,X,X
JZTOSLI,X,X,O,O,X,X,X
JZITLSO,X,X,O,X,O,O,X
JZITLOS,X,X,O,X,X,O,X
JZITSLO,X,O,X,X,O,O,X
JZITSOL,X,O,O,X,O,O,X
JZITOLS,X,X,O,X,X,X,X
JZITOSL,X,O,O,X,O,X,X
JZILTSO,X,X,O,X,O,O,X
JZILTOS,X,X,O,X,X,O,X
JZILSTO,X,X,O,X,O,O,X
JZILSOT,X,X,O,X,O,O,X
JZILOTS,X,X,O,X,O,O,X
JZILOST,X,X,O,X,O,O,X
JZISTLO,X,O,X,X,O,O,X
JZISTOL,X,O,X,X,O,O,X
JZISLTO,X,O,X,X,O,O,X
JZISLOT,X,O,X,X,O,O,X
JZISOTL,X,O,X,X,O,O,X
JZISOLT,X,O,X,X,O,O,X
JZIOTLS,X,X,O,X,O,X,X
JZIOTSL,X,O,O,X,O,X,X
JZIOLTS,X,X,O,X,O,O,X
JZIOLST,X,X,O,X,O,O,X
JZIOSTL,X,O,X,X,O,O,X
JZIOSLT,X,O,X,X,O,O,X
JZLTISO,X,X,O,X,X,X,O
JZLTIOS,O,X,O,X,X,X,X
JZLTSIO,O,X,O,O,X,X,O
JZLTSOI,O,X,O,O,X,X,O
JZLTOIS,O,X,O,X,X,X,X
JZLTOSI,O,X,O,X,X,X,X
JZLITSO,X,X,O,X,X,X,X
JZLITOS,O,X,O,X,X,X,X
JZLISTO,O,X,O,X,O,X,X
JZLISOT,O,X,O,X,O,X,X
JZLIOTS,O,X,O,X,O,X,X
JZLIOST,O,X,O,X,O,X,X
JZLSTIO,O,X,O,O,O,X,O
JZLSTOI,O,X,O,O,O,X,O
JZLSITO,O,X,O,O,O,X,O
JZLSIOT,O,X,O,O,O,X,X
JZLSOTI,O,X,O,O,O,X,O
JZLSOIT,O,X,O,O,X,X,X
JZLOTIS,O,X,O,X,X,X,X
JZLOTSI,O,X,O,X,X,X,X
JZLOITS,O,X,O,X,X,X,X
JZLOIST,O,X,O,X,X,X,X
JZLOSTI,O,X,O,X,X,X,X
JZLOSIT,O,X,O,X,X,X,X
JZSTILO,X,X,X,X,O,O,O
JZSTIOL,O,X,O,X,X,O,O
JZSTLIO,X,X,O,X,O,X,O
JZSTLOI,X,X,O,X,O,X,O
JZSTOIL,O,X,O,X,X,X,O
JZSTOLI,X,X,O,X,O,X,O
JZSITLO,X,X,X,X,O,O,O
JZSITOL,O,X,X,X,O,O,O
JZSILTO,X,X,X,X,O,O,O
JZSILOT,X,X,X,X,O,O,X
JZSIOTL,O,X,X,X,O,O,X
JZSIOLT,O,X,X,X,O,O,X
JZSLTIO,X,X,O,X,O,X,O
JZSLTOI,X,X,O,X,O,X,O
JZSLITO,X,X,O,X,O,X,O
JZSLIOT,X,X,O,X,O,X,X
JZSLOTI,X,X,O,X,O,X,O
JZSLOIT,X,X,O,X,X,X,X
JZSOTIL,O,X,O,X,X,X,O
JZSOTLI,X,X,O,X,O,X,O
JZSOITL,O,X,X,X,X,X,X
JZSOILT,O,X,X,X,X,X,X
JZSOLTI,X,X,O,X,O,X,O
JZSOLIT,X,X,O,X,X,X,X
JZOTILS,X,X,O,O,X,X,X
JZOTISL,X,X,O,O,X,X,X
JZOTLIS,O,X,O,O,X,X,X
JZOTLSI,O,X,O,O,X,X,X
JZOTSIL,O,X,O,O,X,X,X
JZOTSLI,X,X,O,O,X,X,X
JZOITLS,X,X,O,O,X,X,X
JZOITSL,X,O,O,O,X,X,X
JZOILTS,X,X,O,O,X,X,X
JZOILST,X,X,O,O,X,X,X
JZOISTL,X,O,X,X,X,X,X
JZOISLT,X,O,X,X,X,X,X
JZOLTIS,O,X,O,O,X,X,X
JZOLTSI,O,X,O,O,X,X,X
JZOLITS,O,X,O,O,X,X,X
JZOLIST,O,X,O,O,X,X,X
JZOLSTI,O,X,O,O,X,X,X
JZOLSIT,O,X,O,O,X,X,X
JZOSTIL,O,X,O,O,X,X,X
JZOSTLI,X,X,O,O,X,X,X
JZOSITL,O,X,X,X,X,X,X
JZOSILT,O,X,X,X,X,X,X
JZOSLTI,X,X,O,O,X,X,X
JZOSLIT,X,X,O,O,X,X,X
JOTILSZ,O,O,X,O,X,X,X
JOTILZS,O,O,X,O,X,X,X
JOTISLZ,O,O,X,X,X,X,X
JOTISZL,O,O,X,O,X,X,X
JOTIZLS,X,O,X,O,X,X,X
JOTIZSL,X,O,X,O,X,X,X
JOTLISZ,O,O,X,O,X,X,X
JOTLIZS,O,O,X,O,X,X,X
JOTLSIZ,O,X,O,O,X,X,X
JOTLSZI,O,X,O,O,X,X,X
JOTLZIS,O,O,O,O,X,X,X
JOTLZSI,O,O,O,O,X,X,X
JOTSILZ,O,X,X,X,X,X,X
JOTSIZL,O,X,X,O,X,X,X
JOTSLIZ,O,X,X,O,X,X,X
JOTSLZI,O,X,X,O,X,X,X
JOTSZIL,O,X,X,O,X,X,X
JOTSZLI,X,X,X,O,X,X,X
JOTZILS,X,O,O,O,X,X,X
JOTZISL,X,O,O,O,X,X,X
JOTZLIS,O,O,O,O,X,X,X
JOTZLSI,O,O,O,O,X,X,X
JOTZSIL,O,O,O,O,X,X,X
JOTZSLI,X,O,O,O,X,X,X
JOITLSZ,O,O,X,O,O,X,X
JOITLZS,O,O,X,O,O,X,X
JOITSLZ,O,O,X,X,O,X,X
JOITSZL,O,O,X,O,O,X,X
JOITZLS,X,O,X,O,O,X,X
JOITZSL,X,O,X,O,O,X,X
JOILTSZ,O,O,X,O,O,O,X
JOILTZS,O,X,X,O,O,O,X
JOILSTZ,O,O,O,O,O,O,X
JOILSZT,O,O,O,O,O,O,X
JOILZTS,O,X,O,O,O,O,X
JOILZST,O,X,O,O,O,O,X
JOISTLZ,O,O,X,X,O,X,X
JOISTZL,O,O,X,X,O,X,X
JOISLTZ,O,O,X,X,O,O,X
JOISLZT,O,O,X,X,O,O,X
JOISZTL,O,O,X,X,O,O,X
JOISZLT,O,O,X,X,O,O,X
JOIZTLS,X,X,O,O,O,X,X
JOIZTSL,X,O,O,O,O,X,X
JOIZLTS,X,X,O,O,O,O,X
JOIZLST,X,O,O,O,O,O,X
JOIZSTL,X,O,X,X,O,O,X
JOIZSLT,X,O,X,X,O,O,X
JOLTISZ,O,X,X,O,X,X,X
JOLTIZS,O,X,X,O,X,X,X
JOLTSIZ,O,X,O,O,X,X,X
JOLTSZI,O,X,O,O,X,X,X
JOLTZIS,O,X,O,O,X,X,X
JOLTZSI,O,X,O,O,X,X,X
JOLITSZ,O,O,X,O,O,X,X
JOLITZS,O,X,X,O,O,X,X
JOLISTZ,O,O,O,O,O,X,X
JOLISZT,O,O,O,O,O,X,X
JOLIZTS,O,X,O,O,O,X,X
JOLIZST,O,X,O,O,O,X,X
JOLSTIZ,O,X,O,O,X,X,X
JOLSTZI,O,X,O,O,X,X,X
JOLSITZ,O,X,O,O,O,X,X
JOLSIZT,O,X,O,O,O,X,X
JOLSZTI,O,X,O,O,O,X,X
JOLSZIT,O,X,O,O,X,X,X
JOLZTIS,O,X,O,O,X,X,X
JOLZTSI,O,X,O,O,X,X,X
JOLZITS,O,X,O,O,X,X,X
JOLZIST,O,X,O,O,X,X,X
JOLZSTI,O,X,O,O,X,X,X
JOLZSIT,O,X,O,O,X,X,X
JOSTILZ,O,X,X,X,X,X,X
JOSTIZL,O,X,X,O,X,X,X
JOSTLIZ,O,X,X,O,X,X,X
JOSTLZI,O,X,X,O,X,X,X
JOSTZIL,O,X,X,O,X,X,X
JOSTZLI,X,X,X,O,X,X,X
JOSITLZ,O,O,X,X,O,X,X
JOSITZL,O,O,X,X,O,X,X
JOSILTZ,O,O,X,X,O,O,X
JOSILZT,O,O,X,X,O,O,X
JOSIZTL,O,O,X,X,O,O,X
JOSIZLT,O,O,X,X,O,O,X
JOSLTIZ,O,X,O,O,X,X,X
JOSLTZI,O,X,O,O,X,X,X
JOSLITZ,O,X,O,O,O,X,X
JOSLIZT,O,X,O,O,O,X,X
JOSLZTI,O,X,O,O,O,X,X
JOSLZIT,O,X,O,O,X,X,X
JOSZTIL,O,X,O,O,X,X,X
JOSZTLI,X,X,O,O,O,X,X
JOSZITL,O,X,X,X,X,X,X
JOSZILT,O,X,X,X,X,X,X
JOSZLTI,X,X,O,O,O,X,X
JOSZLIT,X,X,O,O,X,X,X
JOZTILS,X,X,O,O,X,X,X
JOZTISL,X,X,O,O,X,X,X
JOZTLIS,O,X,O,O,X,X,X
JOZTLSI,O,X,O,O,X,X,X
JOZTSIL,O,X,O,O,X,X,X
JOZTSLI,X,X,O,O,X,X,X
JOZITLS,X,X,O,O,X,X,X
JOZITSL,X,O,O,O,X,X,X
JOZILTS,X,X,O,O,X,X,X
JOZILST,X,X,O,O,X,X,X
JOZISTL,X,O,X,X,X,X,X
JOZISLT,X,O,X,X,X,X,X
JOZLTIS,O,X,O,O,X,X,X
JOZLTSI,O,X,O,O,X,X,X
JOZLITS,O,X,O,O,X,X,X
JOZLIST,O,X,O,O,X,X,X
JOZLSTI,O,X,O,O,X,X,X
JOZLSIT,O,X,O,O,X,X,X
JOZSTIL,O,X,O,O,X,X,X
JOZSTLI,X,X,O,O,X,X,X
JOZSITL,O,X,X,X,X,X,X
JOZSILT,O,X,X,X,X,X,X
JOZSLTI,X,X,O,O,X,X,X
JOZSLIT,X,X,O,O,X,X,X
STILJZO,O,O,X,X,O,O,X
STILJOZ,O,O,X,X,O,O,X
STILZJO,O,O,X,X,O,O,O
STILZOJ,O,O,X,X,O,O,O
STILOJZ,O,O,X,O,O,O,X
STILOZJ,O,O,X,O,O,O,X
STIJLZO,X,O,X,X,O,O,X
STIJLOZ,O,O,X,X,O,O,X
STIJZLO,X,O,X,X,O,O,X
STIJZOL,O,O,X,X,O,O,X
STIJOLZ,O,O,X,X,O,X,X
STIJOZL,O,O,X,O,O,X,X
STIZLJO,X,O,X,X,O,O,O
STIZLOJ,X,O,X,X,O,O,O
STIZJLO,X,O,X,X,O,O,O
STIZJOL,O,O,X,X,O,O,O
STIZOLJ,X,O,X,X,O,O,O
STIZOJL,O,O,X,X,O,O,O
STIOLJZ,O,O,X,X,O,X,X
STIOLZJ,O,O,X,X,O,X,X
STIOJLZ,O,O,X,X,O,X,X
STIOJZL,O,O,X,O,O,X,X
STIOZLJ,X,O,X,X,O,X,X
STIOZJL,O,O,X,O,O,X,X
STLIJZO,O,O,X,O,O,X,X
STLIJOZ,O,O,X,O,O,X,X
STLIZJO,O,O,X,O,O,X,O
STLIZOJ,O,O,X,O,O,X,O
STLIOJZ,O,O,X,O,O,X,X
STLIOZJ,O,O,X,O,O,X,X
STLJIZO,O,X,X,O,O,X,X
STLJIOZ,O,X,X,O,O,X,X
STLJZIO,O,X,X,O,O,X,X
STLJZOI,O,X,X,O,O,X,X
STLJOIZ,O,X,X,O,X,X,X
STLJOZI,O,X,X,O,X,X,X
STLZIJO,O,O,X,O,O,O,O
STLZIOJ,O,O,X,O,O,O,O
STLZJIO,O,O,X,O,O,X,O
STLZJOI,O,O,X,O,O,X,O
STLZOIJ,O,O,X,O,O,X,O
STLZOJI,O,O,X,O,O,X,O
STLOIJZ,O,O,X,O,X,X,X
STLOIZJ,O,O,X,O,X,X,X
STLOJIZ,O,X,X,O,X,X,X
STLOJZI,O,X,X,O,X,X,X
STLOZIJ,O,O,X,O,X,X,X
STLOZJI,O,O,X,O,X,X,X
STJILZO,X,X,X,X,O,O,X
STJILOZ,O,X,X,X,O,O,X
STJIZLO,X,X,X,X,O,O,X
STJIZOL,O,X,X,X,O,O,X
STJIOLZ,O,X,X,X,O,X,X
STJIOZL,O,X,X,O,O,X,X
STJLIZO,O,X,X,O,O,X,X
STJLIOZ,O,X,X,O,O,X,X
STJLZIO,O,X,X,O,O,X,X
STJLZOI,O,X,X,O,O,X,X
STJLOIZ,O,X,X,O,X,X,X
STJLOZI,O,X,X,O,X,X,X
STJZILO,X,X,X,X,O,O,X
STJZIOL,O,X,X,X,X,O,X
STJZLIO,X,X,X,X,O,X,X
STJZLOI,X,X,X,X,O,X,X
STJZOIL,O,X,X,X,X,X,X
STJZOLI,X,X,X,X,O,X,X
STJOILZ,O,X,X,X,X,X,X
STJOIZL,O,X,X,O,X,X,X
STJOLIZ,O,X,X,O,X,X,X
STJOLZI,O,X,X,O,X,X,X
STJOZIL,O,X,X,O,X,X,X
STJOZLI,X,X,X,O,X,X,X
STZILJO,X,O,X,X,O,O,O
STZILOJ,X,O,X,X,O,O,O
STZIJLO,X,O,X,X,O,O,O
STZIJOL,O,O,X,X,O,O,O
STZIOLJ,X,O,X,X,O,O,O
STZIOJL,O,O,X,X,O,O,O
STZLIJO,O,O,X,X,O,O,O
STZLIOJ,O,O,X,X,O,O,O
STZLJIO,O,O,X,X,O,X,O
STZLJOI,O,O,X,X,O,X,O
STZLOIJ,O,O,X,X,O,X,O
STZLOJI,O,O,X,X,O,X,O
STZJILO,X,O,X,X,O,O,O
STZJIOL,O,O,X,X,O,O,O
STZJLIO,X,O,X,X,O,X,O
STZJLOI,X,O,X,X,O,X,O
STZJOIL,O,O,X,X,X,X,O
STZJOLI,X,O,X,X,O,X,O
STZOILJ,X,O,X,X,O,O,O
STZOIJL,O,O,X,X,O,O,O
STZOLIJ,O,O,X,X,O,X,O
STZOLJI,O,O,X,X,O,X,O
STZOJIL,O,O,X,X,X,X,O
STZOJLI,X,O,X,X,O,X,O
STOILJZ,O,O,X,X,X,X,X
STOILZJ,O,O,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X
STOIJZL,O,O,X,O,X,X,X
STOIZLJ,X,O,X,X,X,X,X
STOIZJL,O,O,X,O,X,X,X
STOLIJZ,O,O,X,O,X,X,X
STOLIZJ,O,O,X,O,X,X,X
STOLJIZ,O,X,X,O,X,X,X
STOLJZI,O,X,X,O,X,X,X
STOLZIJ,O,O,X,O,X,X,X
STOLZJI,O,O,X,O,X,X,X
STOJILZ,O,X,X,X,X,X,X
STOJIZL,O,X,X,O,X,X,X
STOJLIZ,O,X,X,O,X,X,X
STOJLZI,O,X,X,O,X,X,X
STOJZIL,O,X,X,O,X,X,X
STOJZLI,X,X,X,O,X,X,X
STOZILJ,X,O,X,X,X,O,X
STOZIJL,O,O,X,O,X,O,X
STOZLIJ,O,O,X,O,X,X,X
STOZLJI,O,O,X,O,X,X,X
STOZJIL,O,O,X,O,X,X,X
STOZJLI,X,O,X,O,X,X,X
SITLJZO,O,O,X,X,O,O,X
SITLJOZ,O,O,X,X,O,O,X
SITLZJO,O,O,X,X,O,O,X
SITLZOJ,O,O,X,X,O,O,X
SITLOJZ,O,O,X,X,O,O,X
SITLOZJ,O,O,X,X,O,O,X
SITJLZO,X,O,X,X,O,O,X
SITJLOZ,O,O,X,X,O,O,X
SITJZLO,X,O,X,X,O,O,X
SITJZOL,O,O,X,X,O,O,X
SITJOLZ,O,O,X,X,O,X,X
SITJOZL,O,O,X,X,O,X,X
SITZLJO,X,O,X,X,O,O,X
SITZLOJ,X,O,X,X,O,O,X
SITZJLO,X,O,X,X,O,O,X
SITZJOL,O,O,X,X,O,O,X
SITZOLJ,X,O,X,X,O,O,X
SITZOJL,O,O,X,X,O,O,X
SITOLJZ,O,O,X,X,O,X,X
SITOLZJ,O,O,X,X,O,X,X
SITOJLZ,O,O,X,X,O,X,X
SITOJZL,O,O,X,X,O,X,X
SITOZLJ,X,O,X,X,O,X,X
SITOZJL,O,O,X,X,O,X,X
SILTJZO,O,O,X,X,O,O,X
SILTJOZ,O,O,X,X,O,O,X
SILTZJO,O,O,X,X,O,O,X
SILTZOJ,O,O,X,X,O,O,X
SILTOJZ,O,O,X,X,O,O,X
SILTOZJ,O,O,X,X,O,O,X
SILJTZO,O,O,X,X,O,O,X
SILJTOZ,O,O,X,X,O,O,X
SILJZTO,O,O,X,X,O,O,X
SILJZOT,O,O,X,X,O,O,X
SILJOTZ,O,O,X,X,O,O,X
SILJOZT,O,O,X,X,O,O,X
SILZTJO,O,O,X,X,O,O,X
SILZTOJ,O,O,X,X,O,O,X
SILZJTO,O,O,X,X,O,O,X
SILZJOT,O,O,X,X,O,O,X
SILZOTJ,X,O,X,X,O,O,X
SILZOJT,O,O,X,X,O,O,X
SILOTJZ,O,O,X,X,O,O,X
SILOTZJ,O,O,X,X,O,O,X
SILOJTZ,O,O,X,X,O,O,X
SILOJZT,O,O,X,X,O,O,X
SILOZTJ,X,O,X,X,O,O,X
SILOZJT,O,O,X,X,O,O,X
SIJTLZO,X,O,X,X,O,O,X
SIJTLOZ,O,O,X,X,O,O,X
SIJTZLO,X,O,X,X,O,O,X
SIJTZOL,O,O,X,X,O,O,X
SIJTOLZ,O,O,X,X,O,X,X
SIJTOZL,O,O,X,X,O,X,X
SIJLTZO,X,O,X,X,O,O,X
SIJLTOZ,O,O,X,X,O,O,X
SIJLZTO,X,O,X,X,O,O,X
SIJLZOT,X,O,X,X,O,O,X
SIJLOTZ,O,O,X,X,O,O,X
SIJLOZT,O,O,X,X,O,O,X
SIJZTLO,X,O,X,X,O,O,X
SIJZTOL,O,O,X,X,O,O,X
SIJZLTO,X,O,X,X,O,O,X
SIJZLOT,X,O,X,X,O,O,X
SIJZOTL,O,O,X,X,O,O,X
SIJZOLT,O,O,X,X,O,O,X
SIJOTLZ,O,O,X,X,O,X,X
SIJOTZL,O,O,X,X,O,X,X
SIJOLTZ,O,O,X,X,O,O,X
SIJOLZT,O,O,X,X,O,O,X
SIJOZTL,O,O,X,X,O,O,X
SIJOZLT,O,O,X,X,O,O,X
SIZTLJO,X,O,X,X,O,O,X
SIZTLOJ,X,O,X,X,O,O,X
