sequence,v115@ChB8IeB8GeC8BeA8DeD8Ke0/IvhFaoB5oB/pBFmBTq?BmqB,v115@ChB8IeB8GeC8BeA8DeD8KeT/IvhFaoB5oB/qBFmB0p?BmqB,v115@ChB8IeB8GeC8BeA8DeD8KeUBJvhFaoB5oB/pBFlBzq?BmpB,v115@ChB8IeB8GeC8BeA8DeD8KeT/IvhFlgBaoB5oB/qBOr?B0pB,v115@ChB8IeB8GeC8BeA8DeD8Kel/IvhFUhBaoB5oB/pBOq?BzqB,v115@ChB8IeB8GeC8BeA8DeD8Ke0/IvhFlgBaoB5oB/pBOr?BTqB,v115@ChB8IeB8GeC8BeA8DeD8KeOEJvhF8kBaoB5oBFmBXq?BzqB,v115@ChB8IeB8GeC8BeA8DeD8KeaIJvhF5oBTkB/qBFmB0p?BmqB,v115@ChB8IeB8GeC8BeA8DeD8KeKEJvhFRgBGjBFmB/tB0q?BzpB,v115@ChB8IeB8GeC8BeA8DeD8KeyEJvhFGjBFmB/tBxpB0p?BzqB,v115@ChB8IeB8GeC8BeA8DeD8Kex/IvhF/pBUlBFmBToByv?BGtB
JSLIZTO,O,O,X,O,O,O,O,X,O,O,X
JSLIZOT,O,O,X,O,O,O,O,X,X,X,X
JSLIOTZ,O,X,O,O,O,O,X,O,X,O,X
JSLIOZT,O,X,O,O,O,O,X,X,X,X,X
JSLZTIO,O,O,X,O,O,O,O,X,O,X,X
JSLZTOI,X,O,X,O,O,O,O,X,O,X,X
JSLZITO,O,O,X,O,O,O,O,X,O,X,X
JSLZIOT,O,O,X,O,O,O,O,X,X,X,X
JSLZOTI,O,O,X,O,O,O,O,X,O,X,X
JSLZOIT,O,O,X,O,O,O,O,X,X,X,X
JSLOTIZ,O,X,O,O,O,O,X,O,X,X,X
JSLOTZI,O,X,O,O,O,O,X,X,X,X,X
JSLOITZ,O,X,O,O,O,O,X,O,X,X,X
JSLOIZT,O,X,O,O,O,O,X,X,X,X,X
JSLOZTI,O,X,O,O,O,O,X,X,O,X,X
JSLOZIT,O,X,O,O,O,O,X,X,X,X,X
JSZTILO,O,O,X,O,O,O,O,X,O,O,X
JSZTIOL,X,O,X,O,O,O,O,X,X,X,O
JSZTLIO,O,O,X,O,O,O,O,X,O,X,X
JSZTLOI,X,O,X,O,O,O,O,X,O,X,X
JSZTOIL,X,O,X,O,O,O,O,X,X,X,O
JSZTOLI,X,O,X,O,O,O,O,X,O,X,O
JSZITLO,O,O,X,O,O,O,O,X,O,O,X
JSZITOL,X,O,X,O,O,O,O,X,X,X,X
JSZILTO,O,O,X,O,O,O,O,X,O,O,X
JSZILOT,O,O,X,O,O,O,O,X,X,X,X
JSZIOTL,O,O,X,O,O,O,O,X,X,X,X
JSZIOLT,O,O,X,O,O,O,O,X,X,X,X
JSZLTIO,O,O,X,O,O,O,O,X,O,X,X
JSZLTOI,X,O,X,O,O,O,O,X,O,X,X
JSZLITO,O,O,X,O,O,O,O,X,O,X,X
JSZLIOT,O,O,X,O,O,O,O,X,X,X,X
JSZLOTI,O,O,X,O,O,O,O,X,O,X,X
JSZLOIT,O,O,X,O,O,O,O,X,X,X,X
JSZOTIL,O,O,X,O,O,O,O,X,X,X,O
JSZOTLI,O,O,X,O,O,O,O,X,O,X,O
JSZOITL,O,O,X,O,O,O,O,X,X,X,X
JSZOILT,O,O,X,O,O,O,O,X,X,X,X
JSZOLTI,O,O,X,O,O,O,O,X,O,X,X
JSZOLIT,O,O,X,O,O,O,O,X,X,X,X
JSOTILZ,O,X,O,O,O,O,X,O,X,O,X
JSOTIZL,O,X,O,O,O,O,X,X,X,X,X
JSOTLIZ,O,X,O,O,O,O,X,O,X,X,X
JSOTLZI,O,X,O,O,O,O,X,X,X,X,X
JSOTZIL,O,X,O,O,O,O,X,X,X,X,O
JSOTZLI,O,X,O,O,O,O,X,X,O,X,O
JSOITLZ,O,X,O,O,O,O,X,O,X,O,X
JSOITZL,O,X,O,O,O,O,X,X,X,X,X
JSOILTZ,O,X,O,O,O,O,X,O,X,O,X
JSOILZT,O,X,O,O,O,O,X,X,X,X,X
JSOIZTL,O,X,O,O,O,O,X,X,X,X,X
JSOIZLT,O,X,O,O,O,O,X,X,X,X,X
JSOLTIZ,O,X,O,O,O,O,X,O,X,X,X
JSOLTZI,O,X,O,O,O,O,X,X,X,X,X
JSOLITZ,O,X,O,O,O,O,X,O,X,X,X
JSOLIZT,O,X,O,O,O,O,X,X,X,X,X
JSOLZTI,O,X,O,O,O,O,X,X,O,X,X
JSOLZIT,O,X,O,O,O,O,X,X,X,X,X
JSOZTIL,O,X,O,O,O,O,X,X,X,X,O
JSOZTLI,O,X,O,O,O,O,X,X,O,X,O
JSOZITL,O,X,O,O,O,O,X,X,X,X,X
JSOZILT,O,X,O,O,O,O,X,X,X,X,X
JSOZLTI,O,X,O,O,O,O,X,X,O,X,X
JSOZLIT,O,X,O,O,O,O,X,X,X,X,X
JZTILSO,X,X,X,O,O,O,X,X,X,X,X
JZTILOS,X,X,X,O,X,O,X,X,X,X,X
JZTISLO,X,X,X,O,O,O,X,X,X,X,X
JZTISOL,X,X,X,O,O,O,X,X,X,X,X
JZTIOLS,X,X,X,O,X,O,X,X,X,X,X
JZTIOSL,X,X,X,O,X,O,X,X,X,X,X
JZTLISO,X,X,X,O,O,O,X,X,O,X,X
JZTLIOS,X,X,X,O,X,O,X,X,X,X,X
JZTLSIO,X,X,X,O,O,O,X,X,O,X,X
JZTLSOI,X,X,X,O,O,O,X,X,O,X,X
JZTLOIS,X,X,X,O,X,O,X,X,X,X,X
JZTLOSI,X,X,X,O,X,O,X,X,X,X,X
JZTSILO,X,X,X,O,O,O,X,X,O,X,X
JZTSIOL,X,X,X,O,O,O,X,X,X,X,X
JZTSLIO,X,X,X,O,O,O,X,X,O,X,X
JZTSLOI,X,X,X,O,O,O,X,X,O,X,X
JZTSOIL,X,X,X,O,O,O,X,X,X,X,X
JZTSOLI,X,X,X,O,O,O,X,X,O,X,X
JZTOILS,X,X,X,O,X,O,X,X,X,X,X
JZTOISL,X,X,X,O,X,O,X,X,X,X,X
JZTOLIS,X,X,X,O,X,O,X,X,X,X,X
JZTOLSI,X,X,X,O,X,O,X,X,X,X,X
JZTOSIL,X,X,X,O,X,O,X,X,X,X,X
JZTOSLI,X,X,X,O,X,O,X,X,X,X,X
JZITLSO,X,X,X,O,O,O,X,X,X,X,X
JZITLOS,X,X,X,O,X,O,X,X,X,X,X
JZITSLO,X,X,X,O,O,O,X,X,X,X,X
JZITSOL,X,X,X,O,O,O,X,X,X,X,X
JZITOLS,X,X,X,O,X,O,X,X,X,X,X
JZITOSL,X,X,X,O,X,O,X,X,X,X,X
JZILTSO,X,X,X,O,O,O,X,X,X,X,X
JZILTOS,X,X,X,O,X,O,X,X,X,X,X
JZILSTO,X,O,X,O,O,O,X,X,X,X,X
JZILSOT,X,O,X,O,O,O,X,X,X,X,X
JZILOTS,X,X,X,O,O,O,X,X,X,X,X
JZILOST,X,O,O,O,O,O,X,X,X,X,X
JZISTLO,X,O,X,O,O,O,X,X,X,X,X
JZISTOL,X,O,X,O,O,O,X,X,X,X,X
JZISLTO,X,O,X,O,O,O,X,X,X,X,X
JZISLOT,X,O,X,O,O,O,X,X,X,X,X
JZISOTL,X,O,X,O,O,O,X,X,X,X,X
JZISOLT,X,O,X,O,O,O,X,X,X,X,X
JZIOTLS,X,X,X,O,O,O,X,X,X,X,X
JZIOTSL,X,X,X,O,O,O,X,X,X,X,X
JZIOLTS,X,X,X,O,O,O,X,X,X,X,X
JZIOLST,X,O,O,O,O,O,X,X,X,X,X
JZIOSTL,X,O,O,O,O,O,X,X,X,X,X
JZIOSLT,X,O,O,O,O,O,X,X,X,X,X
JZLTISO,X,X,X,O,O,O,X,X,O,X,X
JZLTIOS,X,X,X,O,X,O,X,X,X,X,X
JZLTSIO,X,X,X,O,O,O,X,X,O,X,X
JZLTSOI,X,X,X,O,O,O,X,X,O,X,X
JZLTOIS,X,X,X,O,X,O,X,X,X,X,X
JZLTOSI,X,X,X,O,X,O,X,X,X,X,X
JZLITSO,X,X,X,O,O,O,X,X,X,X,X
JZLITOS,X,X,X,O,X,O,X,X,X,X,X
JZLISTO,X,O,X,O,O,O,X,X,X,X,X
JZLISOT,X,O,X,O,O,O,X,X,X,X,X
JZLIOTS,X,X,X,O,O,O,X,X,X,X,X
JZLIOST,X,O,O,O,O,O,X,X,X,X,X
JZLSTIO,X,O,X,O,O,O,X,X,O,X,X
JZLSTOI,X,O,X,O,O,O,X,X,O,X,X
JZLSITO,X,O,X,O,O,O,X,X,O,X,X
JZLSIOT,X,O,X,O,O,O,X,X,X,X,X
JZLSOTI,X,O,X,O,O,O,X,X,O,X,X
JZLSOIT,X,O,X,O,O,O,X,X,X,X,X
JZLOTIS,X,X,X,O,O,O,X,X,X,X,X
JZLOTSI,X,X,X,O,O,O,X,X,X,X,X
JZLOITS,X,X,X,O,O,O,X,X,X,X,X
JZLOIST,X,O,O,O,O,O,X,X,X,X,X
JZLOSTI,X,O,O,O,O,O,X,X,X,X,X
JZLOSIT,X,O,O,O,O,O,X,X,X,X,X
JZSTILO,X,O,X,O,O,O,X,X,O,X,X
JZSTIOL,X,O,X,O,O,O,X,X,X,X,X
JZSTLIO,X,O,X,O,O,O,X,X,O,X,X
JZSTLOI,X,O,X,O,O,O,X,X,O,X,X
JZSTOIL,X,O,X,O,O,O,X,X,X,X,X
JZSTOLI,X,O,X,O,O,O,X,X,O,X,X
JZSITLO,X,O,X,O,O,O,X,X,O,X,X
JZSITOL,X,O,X,O,O,O,X,X,X,X,X
JZSILTO,X,O,X,O,O,O,X,X,O,X,X
JZSILOT,X,O,X,O,O,O,X,X,X,X,X
JZSIOTL,X,O,X,O,O,O,X,X,X,X,X
JZSIOLT,X,O,X,O,O,O,X,X,X,X,X
JZSLTIO,X,O,X,O,O,O,X,X,O,X,X
JZSLTOI,X,O,X,O,O,O,X,X,O,X,X
JZSLITO,X,O,X,O,O,O,X,X,O,X,X
JZSLIOT,X,O,X,O,O,O,X,X,X,X,X
JZSLOTI,X,O,X,O,O,O,X,X,O,X,X
JZSLOIT,X,O,X,O,O,O,X,X,X,X,X
JZSOTIL,X,O,X,O,O,O,X,X,X,X,X
JZSOTLI,X,O,X,O,O,O,X,X,O,X,X
JZSOITL,X,O,X,O,O,O,X,X,X,X,X
JZSOILT,X,O,X,O,O,O,X,X,X,X,X
JZSOLTI,X,O,X,O,O,O,X,X,O,X,X
JZSOLIT,X,O,X,O,O,O,X,X,X,X,X
JZOTILS,X,X,X,O,O,O,X,X,X,X,X
JZOTISL,X,X,X,O,O,O,X,X,X,X,X
JZOTLIS,X,X,X,O,O,O,X,X,X,X,X
JZOTLSI,X,X,X,O,O,O,X,X,X,X,X
JZOTSIL,X,X,X,O,O,O,X,X,X,X,X
JZOTSLI,X,X,X,O,O,O,X,X,X,X,X
JZOITLS,X,X,X,O,O,O,X,X,X,X,X
JZOITSL,X,X,X,O,O,O,X,X,X,X,X
JZOILTS,X,X,X,O,O,O,X,X,X,X,X
JZOILST,X,O,O,O,O,O,X,X,X,X,X
JZOISTL,X,O,O,O,O,O,X,X,X,X,X
JZOISLT,X,O,O,O,O,O,X,X,X,X,X
JZOLTIS,X,X,X,O,O,O,X,X,X,X,X
JZOLTSI,X,X,X,O,O,O,X,X,X,X,X
JZOLITS,X,X,X,O,O,O,X,X,X,X,X
JZOLIST,X,O,O,O,O,O,X,X,X,X,X
JZOLSTI,X,O,O,O,O,O,X,X,X,X,X
JZOLSIT,X,O,O,O,O,O,X,X,X,X,X
JZOSTIL,X,O,O,O,O,O,X,X,X,X,X
JZOSTLI,X,O,O,O,O,O,X,X,X,X,X
JZOSITL,X,O,O,O,O,O,X,X,X,X,X
JZOSILT,X,O,O,O,O,O,X,X,X,X,X
JZOSLTI,X,O,O,O,O,O,X,X,X,X,X
JZOSLIT,X,O,O,O,O,O,X,X,X,X,X
JOTILSZ,O,X,X,O,O,O,X,X,X,X,X
JOTILZS,X,X,X,X,O,O,X,X,X,X,X
JOTISLZ,O,X,X,O,O,O,X,X,X,X,X
JOTISZL,O,X,X,O,O,O,X,X,X,X,X
JOTIZLS,X,X,X,X,O,O,X,X,X,X,X
JOTIZSL,X,X,X,X,O,O,X,X,X,X,X
JOTLISZ,O,X,X,O,O,O,X,X,X,X,X
JOTLIZS,X,X,X,X,O,O,X,X,X,X,X
JOTLSIZ,O,X,X,O,O,O,X,X,X,X,X
JOTLSZI,O,X,X,O,O,O,X,X,X,X,X
JOTLZIS,X,X,X,X,O,O,X,X,X,X,X
JOTLZSI,X,X,X,X,O,O,X,X,X,X,X
JOTSILZ,O,X,X,O,O,O,X,X,X,X,X
JOTSIZL,O,X,X,O,O,O,X,X,X,X,X
JOTSLIZ,O,X,X,O,O,O,X,X,X,X,X
JOTSLZI,O,X,X,O,O,O,X,X,X,X,X
JOTSZIL,O,X,X,O,O,O,X,X,X,X,O
JOTSZLI,O,X,X,O,O,O,X,X,X,X,O
JOTZILS,X,X,X,X,O,O,X,X,X,X,X
JOTZISL,X,X,X,X,O,O,X,X,X,X,X
JOTZLIS,X,X,X,X,O,O,X,X,X,X,X
JOTZLSI,X,X,X,X,O,O,X,X,X,X,X
JOTZSIL,X,X,X,X,O,O,X,X,X,X,X
JOTZSLI,X,X,X,X,O,O,X,X,X,X,X
JOITLSZ,O,X,X,O,O,O,X,X,X,X,X
JOITLZS,X,X,X,X,O,O,X,X,X,X,X
JOITSLZ,O,X,X,O,O,O,X,X,X,X,X
JOITSZL,O,X,X,O,O,O,X,X,X,X,X
JOITZLS,X,X,X,X,O,O,X,X,X,X,X
JOITZSL,X,X,X,X,O,O,X,X,X,X,X
JOILTSZ,O,X,X,O,O,O,X,X,X,X,X
JOILTZS,X,X,X,X,O,O,X,X,X,X,X
JOILSTZ,O,X,O,O,O,O,X,O,X,X,X
JOILSZT,O,X,O,O,O,O,X,X,X,X,X
JOILZTS,X,X,X,O,O,O,X,X,X,X,X
JOILZST,X,X,O,O,O,O,X,X,X,X,X
JOISTLZ,O,X,O,O,O,O,X,O,X,X,X
JOISTZL,O,X,O,O,O,O,X,X,X,X,X
JOISLTZ,O,X,O,O,O,O,X,O,X,X,X
JOISLZT,O,X,O,O,O,O,X,X,X,X,X
JOISZTL,O,X,O,O,O,O,X,X,X,X,X
JOISZLT,O,X,O,O,O,O,X,X,X,X,X
JOIZTLS,X,X,X,O,O,O,X,X,X,X,X
JOIZTSL,X,X,X,O,O,O,X,X,X,X,X
JOIZLTS,X,X,X,O,O,O,X,X,X,X,X
JOIZLST,X,X,O,O,O,O,X,X,X,X,X
JOIZSTL,X,X,O,O,O,O,X,X,X,X,X
JOIZSLT,X,X,O,O,O,O,X,X,X,X,X
JOLTISZ,O,X,X,O,O,O,X,X,X,X,X
JOLTIZS,X,X,X,X,O,O,X,X,X,X,X
JOLTSIZ,O,X,X,O,O,O,X,X,X,X,X
JOLTSZI,O,X,X,O,O,O,X,X,X,X,X
JOLTZIS,X,X,X,X,O,O,X,X,X,X,X
JOLTZSI,X,X,X,X,O,O,X,X,X,X,X
JOLITSZ,O,X,X,O,O,O,X,X,X,X,X
JOLITZS,X,X,X,X,O,O,X,X,X,X,X
JOLISTZ,O,X,O,O,O,O,X,O,X,X,X
JOLISZT,O,X,O,O,O,O,X,X,X,X,X
JOLIZTS,X,X,X,O,O,O,X,X,X,X,X
JOLIZST,X,X,O,O,O,O,X,X,X,X,X
JOLSTIZ,O,X,O,O,O,O,X,O,X,X,X
JOLSTZI,O,X,O,O,O,O,X,X,X,X,X
JOLSITZ,O,X,O,O,O,O,X,O,X,X,X
JOLSIZT,O,X,O,O,O,O,X,X,X,X,X
JOLSZTI,O,X,O,O,O,O,X,X,X,X,X
JOLSZIT,O,X,O,O,O,O,X,X,X,X,X
JOLZTIS,X,X,X,O,O,O,X,X,X,X,X
JOLZTSI,X,X,X,O,O,O,X,X,X,X,X
JOLZITS,X,X,X,O,O,O,X,X,X,X,X
JOLZIST,X,X,O,O,O,O,X,X,X,X,X
JOLZSTI,X,X,O,O,O,O,X,X,X,X,X
JOLZSIT,X,X,O,O,O,O,X,X,X,X,X
JOSTILZ,O,X,O,O,O,O,X,O,X,X,X
JOSTIZL,O,X,O,O,O,O,X,X,X,X,X
JOSTLIZ,O,X,O,O,O,O,X,O,X,X,X
JOSTLZI,O,X,O,O,O,O,X,X,X,X,X
JOSTZIL,O,X,O,O,O,O,X,X,X,X,O
JOSTZLI,O,X,O,O,O,O,X,X,X,X,O
JOSITLZ,O,X,O,O,O,O,X,O,X,X,X
JOSITZL,O,X,O,O,O,O,X,X,X,X,X
JOSILTZ,O,X,O,O,O,O,X,O,X,X,X
JOSILZT,O,X,O,O,O,O,X,X,X,X,X
JOSIZTL,O,X,O,O,O,O,X,X,X,X,X
JOSIZLT,O,X,O,O,O,O,X,X,X,X,X
JOSLTIZ,O,X,O,O,O,O,X,O,X,X,X
JOSLTZI,O,X,O,O,O,O,X,X,X,X,X
JOSLITZ,O,X,O,O,O,O,X,O,X,X,X
JOSLIZT,O,X,O,O,O,O,X,X,X,X,X
JOSLZTI,O,X,O,O,O,O,X,X,X,X,X
JOSLZIT,O,X,O,O,O,O,X,X,X,X,X
JOSZTIL,O,X,O,O,O,O,X,X,X,X,O
JOSZTLI,O,X,O,O,O,O,X,X,X,X,O
JOSZITL,O,X,O,O,O,O,X,X,X,X,X
JOSZILT,O,X,O,O,O,O,X,X,X,X,X
JOSZLTI,O,X,O,O,O,O,X,X,X,X,X
JOSZLIT,O,X,O,O,O,O,X,X,X,X,X
JOZTILS,X,X,X,O,O,O,X,X,X,X,X
JOZTISL,X,X,X,O,O,O,X,X,X,X,X
JOZTLIS,X,X,X,O,O,O,X,X,X,X,X
JOZTLSI,X,X,X,O,O,O,X,X,X,X,X
JOZTSIL,X,X,X,O,O,O,X,X,X,X,X
JOZTSLI,X,X,X,O,O,O,X,X,X,X,X
JOZITLS,X,X,X,O,O,O,X,X,X,X,X
JOZITSL,X,X,X,O,O,O,X,X,X,X,X
JOZILTS,X,X,X,O,O,O,X,X,X,X,X
JOZILST,X,X,O,O,O,O,X,X,X,X,X
JOZISTL,X,X,O,O,O,O,X,X,X,X,X
JOZISLT,X,X,O,O,O,O,X,X,X,X,X
JOZLTIS,X,X,X,O,O,O,X,X,X,X,X
JOZLTSI,X,X,X,O,O,O,X,X,X,X,X
JOZLITS,X,X,X,O,O,O,X,X,X,X,X
JOZLIST,X,X,O,O,O,O,X,X,X,X,X
JOZLSTI,X,X,O,O,O,O,X,X,X,X,X
JOZLSIT,X,X,O,O,O,O,X,X,X,X,X
JOZSTIL,X,X,O,O,O,O,X,X,X,X,X
JOZSTLI,X,X,O,O,O,O,X,X,X,X,X
JOZSITL,X,X,O,O,O,O,X,X,X,X,X
JOZSILT,X,X,O,O,O,O,X,X,X,X,X
JOZSLTI,X,X,O,O,O,O,X,X,X,X,X
JOZSLIT,X,X,O,O,O,O,X,X,X,X,X
STILJZO,O,O,X,O,O,O,O,X,X,O,X
STILJOZ,X,X,X,X,O,O,X,O,X,O,X
STILZJO,O,O,X,O,O,O,O,X,X,O,X
STILZOJ,O,O,X,O,O,O,O,O,X,X,X
STILOJZ,O,X,O,X,O,O,X,O,X,O,X
STILOZJ,O,O,O,O,O,O,O,O,X,X,X
STIJLZO,O,O,X,O,O,O,O,X,X,O,X
STIJLOZ,X,X,X,X,O,O,X,O,X,O,X
STIJZLO,O,O,X,O,O,O,O,X,O,O,X
STIJZOL,X,O,X,O,O,O,O,X,X,X,X
STIJOLZ,X,X,X,X,O,O,X,O,X,O,X
STIJOZL,X,X,X,X,O,O,X,X,X,X,X
STIZLJO,O,O,X,O,O,O,O,X,O,O,X
STIZLOJ,O,O,X,O,O,O,O,O,O,X,O
STIZJLO,O,O,X,O,O,O,O,X,O,O,X
STIZJOL,X,O,X,O,O,O,O,X,X,X,O
STIZOLJ,O,O,X,O,O,O,O,O,X,X,O
STIZOJL,O,O,X,O,O,O,O,X,X,X,O
STIOLJZ,O,X,O,X,O,O,X,O,X,O,X
STIOLZJ,O,O,O,O,O,O,O,O,X,X,X
STIOJLZ,O,X,O,X,O,O,X,O,X,O,X
STIOJZL,O,X,O,X,O,O,X,X,X,X,X
STIOZLJ,O,O,O,O,O,O,O,O,X,X,O
STIOZJL,O,O,O,O,O,O,O,X,X,X,O
STLIJZO,O,O,X,O,O,O,O,X,X,O,X
STLIJOZ,X,X,X,X,O,O,X,O,X,O,X
STLIZJO,O,O,X,O,O,O,O,X,X,O,X
STLIZOJ,O,O,X,O,O,O,O,O,X,X,X
STLIOJZ,O,X,O,X,O,O,X,O,X,O,X
STLIOZJ,O,O,O,O,O,O,O,O,X,X,X
STLJIZO,O,O,X,O,O,O,O,X,X,O,X
STLJIOZ,X,X,X,X,O,O,X,O,X,O,X
STLJZIO,O,O,X,O,O,O,O,X,O,X,X
STLJZOI,X,O,X,O,O,O,O,X,O,X,X
STLJOIZ,X,X,X,X,O,O,X,O,X,X,X
STLJOZI,X,X,X,X,O,O,X,X,X,X,X
STLZIJO,O,O,X,O,O,O,O,X,O,X,X
STLZIOJ,O,O,X,O,O,O,O,O,O,X,O
STLZJIO,O,O,X,O,O,O,O,X,O,X,X
STLZJOI,X,O,X,O,O,O,O,X,O,X,X
STLZOIJ,O,O,X,O,O,O,O,O,O,X,O
STLZOJI,O,O,X,O,O,O,O,X,O,X,O
STLOIJZ,O,X,O,X,O,O,X,O,X,X,X
STLOIZJ,O,O,O,O,O,O,O,O,X,X,X
STLOJIZ,O,X,O,X,O,O,X,O,X,X,X
STLOJZI,O,X,O,X,O,O,X,X,X,X,X
STLOZIJ,O,O,O,O,O,O,O,O,X,X,O
STLOZJI,O,O,O,O,O,O,O,X,X,X,O
STJILZO,O,O,X,O,O,O,O,X,X,O,X
STJILOZ,X,X,X,X,O,O,X,O,X,O,X
STJIZLO,O,O,X,O,O,O,O,X,O,O,X
STJIZOL,X,O,X,O,O,O,O,X,X,X,X
STJIOLZ,X,X,X,X,O,O,X,O,X,O,X
STJIOZL,X,X,X,X,O,O,X,X,X,X,X
STJLIZO,O,O,X,O,O,O,O,X,X,O,X
STJLIOZ,X,X,X,X,O,O,X,O,X,O,X
STJLZIO,O,O,X,O,O,O,O,X,O,X,X
STJLZOI,X,O,X,O,O,O,O,X,O,X,X
STJLOIZ,X,X,X,X,O,O,X,O,X,X,X
STJLOZI,X,X,X,X,O,O,X,X,X,X,X
STJZILO,O,O,X,O,O,O,O,X,O,O,X
STJZIOL,X,O,X,O,O,O,O,X,X,X,O
STJZLIO,O,O,X,O,O,O,O,X,O,X,X
STJZLOI,X,O,X,O,O,O,O,X,O,X,X
STJZOIL,X,O,X,O,O,O,O,X,X,X,O
STJZOLI,X,O,X,O,O,O,O,X,O,X,O
STJOILZ,X,X,X,X,O,O,X,O,X,O,X
STJOIZL,X,X,X,X,O,O,X,X,X,X,X
STJOLIZ,X,X,X,X,O,O,X,O,X,X,X
STJOLZI,X,X,X,X,O,O,X,X,X,X,X
STJOZIL,X,X,X,X,O,O,X,X,X,X,O
STJOZLI,X,X,X,X,O,O,X,X,O,X,O
STZILJO,O,O,X,O,O,O,O,X,O,O,X
STZILOJ,O,O,X,O,O,O,O,O,O,X,O
STZIJLO,O,O,X,O,O,O,O,X,O,O,X
STZIJOL,X,O,X,O,O,O,O,X,X,X,O
STZIOLJ,O,O,X,O,O,O,O,O,X,X,O
STZIOJL,O,O,X,O,O,O,O,X,X,X,O
STZLIJO,O,O,X,O,O,O,O,X,O,X,X
STZLIOJ,O,O,X,O,O,O,O,O,O,X,O
STZLJIO,O,O,X,O,O,O,O,X,O,X,X
STZLJOI,X,O,X,O,O,O,O,X,O,X,X
STZLOIJ,O,O,X,O,O,O,O,O,O,X,O
STZLOJI,O,O,X,O,O,O,O,X,O,X,O
STZJILO,O,O,X,O,O,O,O,X,O,O,X
STZJIOL,X,O,X,O,O,O,O,X,X,X,O
STZJLIO,O,O,X,O,O,O,O,X,O,X,X
STZJLOI,X,O,X,O,O,O,O,X,O,X,X
STZJOIL,X,O,X,O,O,O,O,X,X,X,O
STZJOLI,X,O,X,O,O,O,O,X,O,X,O
STZOILJ,O,O,X,O,O,O,O,O,X,X,O
STZOIJL,O,O,X,O,O,O,O,X,X,X,O
STZOLIJ,O,O,X,O,O,O,O,O,O,X,O
STZOLJI,O,O,X,O,O,O,O,X,O,X,O
STZOJIL,O,O,X,O,O,O,O,X,X,X,O
STZOJLI,O,O,X,O,O,O,O,X,O,X,O
STOILJZ,O,X,O,X,O,O,X,O,X,O,X
STOILZJ,O,O,O,O,O,O,O,O,X,X,X
STOIJLZ,O,X,O,X,O,O,X,O,X,O,X
STOIJZL,O,X,O,X,O,O,X,X,X,X,X
STOIZLJ,O,O,O,O,O,O,O,O,X,X,O
STOIZJL,O,O,O,O,O,O,O,X,X,X,O
STOLIJZ,O,X,O,X,O,O,X,O,X,X,X
STOLIZJ,O,O,O,O,O,O,O,O,X,X,X
STOLJIZ,O,X,O,X,O,O,X,O,X,X,X
STOLJZI,O,X,O,X,O,O,X,X,X,X,X
STOLZIJ,O,O,O,O,O,O,O,O,X,X,O
STOLZJI,O,O,O,O,O,O,O,X,X,X,O
STOJILZ,O,X,O,X,O,O,X,O,X,O,X
STOJIZL,O,X,O,X,O,O,X,X,X,X,X
STOJLIZ,O,X,O,X,O,O,X,O,X,X,X
STOJLZI,O,X,O,X,O,O,X,X,X,X,X
STOJZIL,O,X,O,X,O,O,X,X,X,X,O
STOJZLI,O,X,O,X,O,O,X,X,O,X,O
STOZILJ,O,O,O,O,O,O,O,O,X,X,O
STOZIJL,O,O,O,O,O,O,O,X,X,X,O
STOZLIJ,O,O,O,O,O,O,O,O,O,X,O
STOZLJI,O,O,O,O,O,O,O,X,O,X,O
STOZJIL,O,O,O,O,O,O,O,X,X,X,O
STOZJLI,O,O,O,O,O,O,O,X,O,X,O
SITLJZO,O,O,X,O,O,O,O,X,X,O,X
SITLJOZ,X,X,X,X,O,O,X,O,X,O,X
SITLZJO,O,O,X,O,O,O,O,X,X,O,X
SITLZOJ,O,O,X,O,O,O,O,O,X,X,X
SITLOJZ,O,X,O,X,O,O,X,O,X,O,X
SITLOZJ,O,O,O,O,O,O,O,O,X,X,X
SITJLZO,O,O,X,O,O,O,O,X,X,O,X
SITJLOZ,X,X,X,X,O,O,X,O,X,O,X
SITJZLO,O,O,X,O,O,O,O,X,O,O,X
SITJZOL,X,O,X,O,O,O,O,X,X,X,X
SITJOLZ,X,X,X,X,O,O,X,O,X,O,X
SITJOZL,X,X,X,X,O,O,X,X,X,X,X
SITZLJO,O,O,X,O,O,O,O,X,O,O,X
SITZLOJ,O,O,X,O,O,O,O,O,O,X,O
SITZJLO,O,O,X,O,O,O,O,X,O,O,X
SITZJOL,X,O,X,O,O,O,O,X,X,X,O
SITZOLJ,O,O,X,O,O,O,O,O,X,X,O
SITZOJL,O,O,X,O,O,O,O,X,X,X,O
SITOLJZ,O,X,O,X,O,O,X,O,X,O,X
SITOLZJ,O,O,O,O,O,O,O,O,X,X,X
SITOJLZ,O,X,O,X,O,O,X,O,X,O,X
SITOJZL,O,X,O,X,O,O,X,X,X,X,X
SITOZLJ,O,O,O,O,O,O,O,O,X,X,O
SITOZJL,O,O,O,O,O,O,O,X,X,X,O
SILTJZO,O,O,X,O,O,O,O,X,X,O,X
SILTJOZ,X,X,X,X,O,O,X,O,X,O,X
SILTZJO,O,O,X,O,O,O,O,X,X,O,X
SILTZOJ,O,O,X,O,O,O,O,O,X,X,X
SILTOJZ,O,X,O,X,O,O,X,O,X,O,X
SILTOZJ,O,O,O,O,O,O,O,O,X,X,X
