sequence,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lBThB0iB6oB2s?BXrB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lBThBKnBGjBUo?BXrB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lBihBziB+oBUn?BXrB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF3gB9mB0iB6oB2s?BzqB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF3gB9mBKnBGjBUo?BzqB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lBKnBGjBTmBUo?BXrB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lB2mBCjBToBUn?BXrB
ZOSTILJ,X,O,O,O,O,X,O
ZOSTIJL,X,O,O,O,X,X,O
ZOSTLIJ,X,O,O,O,O,X,O
ZOSTLJI,X,O,O,O,O,X,O
ZOSTJIL,X,O,O,O,X,X,O
ZOSTJLI,X,O,O,O,X,X,O
ZOSITLJ,X,O,O,O,O,X,O
ZOSITJL,X,O,O,O,X,X,O
ZOSILTJ,X,O,X,O,O,X,O
ZOSILJT,X,O,X,X,O,X,X
ZOSIJTL,X,O,O,X,X,X,X
ZOSIJLT,X,O,O,X,O,X,X
ZOSLTIJ,X,O,X,O,O,X,O
ZOSLTJI,X,O,X,O,O,X,O
ZOSLITJ,X,O,X,O,O,X,O
ZOSLIJT,X,O,X,X,O,X,X
ZOSLJTI,X,O,X,X,O,X,X
ZOSLJIT,X,O,X,X,O,X,X
ZOSJTIL,X,O,O,X,X,X,X
ZOSJTLI,X,O,O,X,X,X,X
ZOSJITL,X,O,O,X,X,X,X
ZOSJILT,X,O,O,X,O,X,X
ZOSJLTI,X,O,O,X,O,X,X
ZOSJLIT,X,O,O,X,O,X,X
OTILJSZ,O,X,X,O,O,X,X
OTILJZS,O,X,X,O,O,O,X
OTILSJZ,X,O,X,O,O,X,O
OTILSZJ,X,O,X,O,O,O,O
OTILZJS,X,O,X,O,O,O,X
OTILZSJ,X,O,X,O,O,O,X
OTIJLSZ,O,X,X,O,O,X,X
OTIJLZS,O,X,O,O,O,O,X
OTIJSLZ,O,X,X,O,O,X,X
OTIJSZL,O,X,O,O,X,X,X
OTIJZLS,O,X,O,O,X,O,X
OTIJZSL,O,X,O,O,X,O,X
OTISLJZ,X,X,X,O,O,X,O
OTISLZJ,X,X,X,O,O,O,O
OTISJLZ,X,X,X,O,O,X,O
OTISJZL,X,X,X,O,X,X,O
OTISZLJ,X,X,X,O,O,O,O
OTISZJL,X,X,X,O,X,O,O
OTIZLJS,X,O,O,O,O,O,X
OTIZLSJ,X,O,X,O,O,O,X
OTIZJLS,X,O,O,O,O,O,X
OTIZJSL,X,X,O,O,X,O,X
OTIZSLJ,X,X,X,O,O,O,X
OTIZSJL,X,X,X,O,X,O,X
OTLIJSZ,O,X,X,O,O,X,X
OTLIJZS,O,X,X,O,O,O,X
OTLISJZ,X,O,X,O,O,X,O
OTLISZJ,X,O,X,O,O,O,O
OTLIZJS,X,O,X,O,O,O,X
OTLIZSJ,X,O,X,O,O,O,X
OTLJISZ,O,X,X,O,O,X,X
OTLJIZS,O,X,X,O,O,O,X
OTLJSIZ,O,X,X,O,O,X,X
OTLJSZI,O,X,X,O,O,X,X
OTLJZIS,O,X,X,O,O,O,X
OTLJZSI,O,X,X,O,O,O,X
OTLSIJZ,X,O,X,O,O,X,O
OTLSIZJ,X,O,X,O,O,O,O
OTLSJIZ,X,O,X,O,O,X,O
OTLSJZI,X,O,X,O,O,X,O
OTLSZIJ,X,O,X,O,O,O,O
OTLSZJI,X,O,X,O,O,O,O
OTLZIJS,X,O,X,O,O,O,X
OTLZISJ,X,O,X,O,O,O,X
OTLZJIS,X,O,X,O,O,O,X
OTLZJSI,X,O,X,O,O,O,X
OTLZSIJ,X,O,X,O,O,O,X
OTLZSJI,X,O,X,O,O,O,X
OTJILSZ,O,X,X,O,O,X,X
OTJILZS,O,X,O,O,O,O,X
OTJISLZ,O,X,X,O,O,X,X
OTJISZL,O,X,O,O,X,X,X
OTJIZLS,O,X,O,O,X,O,X
OTJIZSL,O,X,O,O,X,O,X
OTJLISZ,O,X,X,O,O,X,X
OTJLIZS,O,X,O,O,O,O,X
OTJLSIZ,O,X,X,O,O,X,X
OTJLSZI,O,X,X,O,O,X,X
OTJLZIS,O,X,O,O,O,O,X
OTJLZSI,O,X,O,O,O,O,X
OTJSILZ,O,X,X,O,O,X,X
OTJSIZL,O,X,O,O,X,X,X
OTJSLIZ,O,X,X,O,O,X,X
OTJSLZI,O,X,X,O,O,X,X
OTJSZIL,O,X,O,O,X,X,X
OTJSZLI,O,X,O,O,X,X,X
OTJZILS,O,X,O,O,X,O,X
OTJZISL,O,X,O,O,X,O,X
OTJZLIS,O,X,O,O,X,O,X
OTJZLSI,O,X,O,O,X,O,X
OTJZSIL,O,X,O,O,X,O,X
OTJZSLI,O,X,O,O,X,O,X
OTSILJZ,X,X,X,O,O,X,O
OTSILZJ,X,X,X,O,O,O,O
OTSIJLZ,X,X,X,O,O,X,O
OTSIJZL,X,X,X,O,X,X,O
OTSIZLJ,X,X,X,O,O,O,O
OTSIZJL,X,X,X,O,X,O,O
OTSLIJZ,X,X,X,O,O,X,O
OTSLIZJ,X,X,X,O,O,O,O
OTSLJIZ,X,X,X,O,O,X,O
OTSLJZI,X,X,X,O,O,X,O
OTSLZIJ,X,X,X,O,O,O,O
OTSLZJI,X,X,X,O,O,O,O
OTSJILZ,X,X,X,O,O,X,O
OTSJIZL,X,X,X,O,X,X,O
OTSJLIZ,X,X,X,O,O,X,O
OTSJLZI,X,X,X,O,O,X,O
OTSJZIL,X,X,X,O,X,X,O
OTSJZLI,X,X,X,O,X,X,O
OTSZILJ,X,X,X,O,O,O,O
OTSZIJL,X,X,X,O,X,O,O
OTSZLIJ,X,X,X,O,O,O,O
OTSZLJI,X,X,X,O,O,O,O
OTSZJIL,X,X,X,O,X,O,O
OTSZJLI,X,X,X,O,X,O,O
OTZILJS,X,O,O,O,O,O,X
OTZILSJ,X,O,X,O,O,O,X
OTZIJLS,X,O,O,O,O,O,X
OTZIJSL,X,X,O,O,X,O,X
OTZISLJ,X,X,X,O,O,O,X
OTZISJL,X,X,X,O,X,O,X
OTZLIJS,X,O,O,O,O,O,X
OTZLISJ,X,O,X,O,O,O,X
OTZLJIS,X,O,O,O,O,O,X
OTZLJSI,X,O,O,O,O,O,X
OTZLSIJ,X,O,X,O,O,O,X
OTZLSJI,X,O,X,O,O,O,X
OTZJILS,X,O,O,O,O,O,X
OTZJISL,X,X,O,O,X,O,X
OTZJLIS,X,O,O,O,O,O,X
OTZJLSI,X,O,O,O,O,O,X
OTZJSIL,X,X,O,O,X,O,X
OTZJSLI,X,X,O,O,X,O,X
OTZSILJ,X,X,X,O,O,O,X
OTZSIJL,X,X,X,O,X,O,X
OTZSLIJ,X,X,X,O,O,O,X
OTZSLJI,X,X,X,O,O,O,X
OTZSJIL,X,X,X,O,X,O,X
OTZSJLI,X,X,X,O,X,O,X
OITLJSZ,O,X,X,O,O,X,X
OITLJZS,O,X,X,O,O,O,X
OITLSJZ,X,O,X,O,O,X,O
OITLSZJ,X,O,X,O,O,O,O
OITLZJS,X,O,X,O,O,O,X
OITLZSJ,X,O,X,O,O,O,X
OITJLSZ,O,X,X,O,O,X,X
OITJLZS,O,X,O,O,O,O,X
OITJSLZ,O,X,X,O,O,X,X
OITJSZL,O,X,O,O,X,X,X
OITJZLS,O,X,O,O,X,O,X
OITJZSL,O,X,O,O,X,O,X
OITSLJZ,X,X,X,O,O,X,O
OITSLZJ,X,X,X,O,O,O,O
OITSJLZ,X,X,X,O,O,X,O
OITSJZL,X,X,X,O,X,X,O
OITSZLJ,X,X,X,O,O,O,O
OITSZJL,X,X,X,O,X,O,O
OITZLJS,X,O,O,O,O,O,X
OITZLSJ,X,O,X,O,O,O,X
OITZJLS,X,O,O,O,O,O,X
OITZJSL,X,X,O,O,X,O,X
OITZSLJ,X,X,X,O,O,O,X
OITZSJL,X,X,X,O,X,O,X
OILTJSZ,O,X,X,O,O,X,X
OILTJZS,O,X,X,O,O,O,X
OILTSJZ,X,O,X,O,O,X,O
OILTSZJ,X,O,X,O,O,O,O
OILTZJS,X,O,X,O,O,O,X
OILTZSJ,X,O,X,O,O,O,X
OILJTSZ,O,X,X,O,O,X,X
OILJTZS,O,X,X,O,O,X,X
OILJSTZ,O,X,X,O,X,X,O
OILJSZT,O,X,X,O,X,X,X
OILJZTS,O,X,X,O,O,X,X
OILJZST,O,X,X,O,O,X,X
OILSTJZ,O,O,X,O,O,X,O
OILSTZJ,O,O,X,O,O,X,O
OILSJTZ,O,X,X,O,X,X,O
OILSJZT,O,X,X,O,X,X,X
OILSZTJ,X,O,X,O,O,X,O
OILSZJT,X,O,X,X,O,X,X
OILZTJS,X,O,X,O,O,O,X
OILZTSJ,X,O,X,O,O,O,X
OILZJTS,X,O,X,O,O,O,X
OILZJST,X,O,X,O,O,X,X
OILZSTJ,X,O,X,O,O,X,O
OILZSJT,X,O,X,X,O,X,X
OIJTLSZ,O,X,X,O,O,X,X
OIJTLZS,O,X,O,O,O,X,X
OIJTSLZ,O,X,O,O,O,X,X
OIJTSZL,O,X,O,O,X,X,X
OIJTZLS,O,X,O,O,X,X,X
OIJTZSL,O,X,O,O,X,X,X
OIJLTSZ,O,X,X,O,O,X,X
OIJLTZS,O,X,O,O,O,X,X
OIJLSTZ,O,X,O,O,X,X,O
OIJLSZT,O,X,X,O,X,X,X
OIJLZTS,O,X,O,O,O,X,X
OIJLZST,O,X,O,O,O,X,X
OIJSTLZ,O,X,O,O,O,X,O
OIJSTZL,O,X,O,O,X,X,O
OIJSLTZ,O,X,O,O,X,X,O
OIJSLZT,O,X,X,O,X,X,X
OIJSZTL,O,X,O,O,X,X,X
OIJSZLT,O,X,O,O,X,X,X
OIJZTLS,O,X,O,O,O,X,X
OIJZTSL,O,X,O,O,X,X,X
OIJZLTS,O,X,O,O,O,X,X
OIJZLST,O,X,O,O,O,X,X
OIJZSTL,O,X,O,O,X,X,X
OIJZSLT,O,X,O,O,O,X,X
OISTLJZ,O,O,O,O,O,X,O
OISTLZJ,O,O,O,O,O,X,O
OISTJLZ,O,O,O,O,O,X,O
OISTJZL,O,X,O,O,X,X,O
OISTZLJ,O,O,O,O,O,X,O
OISTZJL,O,O,O,O,X,X,O
OISLTJZ,O,O,X,O,O,X,O
OISLTZJ,O,O,X,O,O,X,O
OISLJTZ,O,X,X,O,X,X,O
OISLJZT,O,X,X,O,X,X,X
OISLZTJ,X,O,X,O,O,X,O
OISLZJT,X,O,X,X,O,X,X
OISJTLZ,O,X,O,O,O,X,O
OISJTZL,O,X,O,O,X,X,O
OISJLTZ,O,X,O,O,X,X,O
OISJLZT,O,X,X,O,X,X,X
OISJZTL,O,X,O,O,X,X,X
OISJZLT,O,X,O,O,X,X,X
OISZTLJ,X,O,O,O,O,X,O
OISZTJL,X,O,O,O,X,X,O
OISZLTJ,X,O,X,O,O,X,O
OISZLJT,X,O,X,X,O,X,X
OISZJTL,X,O,O,X,X,X,X
OISZJLT,X,O,O,X,O,X,X
OIZTLJS,X,O,O,O,O,O,X
OIZTLSJ,X,O,X,O,O,O,X
OIZTJLS,X,O,O,O,O,O,X
OIZTJSL,X,X,O,O,X,O,X
OIZTSLJ,X,X,X,O,O,O,X
OIZTSJL,X,X,X,O,X,O,X
OIZLTJS,X,O,X,O,O,O,X
OIZLTSJ,X,O,X,O,O,O,X
OIZLJTS,X,O,X,O,O,O,X
OIZLJST,X,O,X,O,O,X,X
OIZLSTJ,X,O,X,O,O,X,O
OIZLSJT,X,O,X,X,O,X,X
OIZJTLS,X,O,O,O,O,O,X
OIZJTSL,X,X,O,O,X,O,X
OIZJLTS,X,O,O,O,O,O,X
OIZJLST,X,O,O,O,O,X,X
OIZJSTL,X,O,O,O,X,X,X
OIZJSLT,X,O,O,O,O,X,X
OIZSTLJ,X,O,O,O,O,X,O
OIZSTJL,X,O,O,O,X,X,O
OIZSLTJ,X,O,X,O,O,X,O
OIZSLJT,X,O,X,X,O,X,X
OIZSJTL,X,O,O,X,X,X,X
OIZSJLT,X,O,O,X,O,X,X
OLTIJSZ,O,X,X,O,O,X,X
OLTIJZS,O,X,X,O,O,O,X
OLTISJZ,X,O,X,O,O,X,O
OLTISZJ,X,O,X,O,O,O,O
OLTIZJS,X,O,X,O,O,O,X
OLTIZSJ,X,O,X,O,O,O,X
OLTJISZ,O,X,X,O,O,X,X
OLTJIZS,O,X,X,O,O,O,X
OLTJSIZ,O,X,X,O,O,X,X
OLTJSZI,O,X,X,O,O,X,X
OLTJZIS,O,X,X,O,O,O,X
OLTJZSI,O,X,X,O,O,O,X
OLTSIJZ,X,O,X,O,O,X,O
OLTSIZJ,X,O,X,O,O,O,O
OLTSJIZ,X,O,X,O,O,X,O
OLTSJZI,X,O,X,O,O,X,O
OLTSZIJ,X,O,X,O,O,O,O
OLTSZJI,X,O,X,O,O,O,O
OLTZIJS,X,O,X,O,O,O,X
OLTZISJ,X,O,X,O,O,O,X
OLTZJIS,X,O,X,O,O,O,X
OLTZJSI,X,O,X,O,O,O,X
OLTZSIJ,X,O,X,O,O,O,X
OLTZSJI,X,O,X,O,O,O,X
OLITJSZ,O,X,X,O,O,X,X
OLITJZS,O,X,X,O,O,O,X
OLITSJZ,X,O,X,O,O,X,O
OLITSZJ,X,O,X,O,O,O,O
OLITZJS,X,O,X,O,O,O,X
OLITZSJ,X,O,X,O,O,O,X
OLIJTSZ,O,X,X,O,O,X,X
OLIJTZS,O,X,X,O,O,X,X
OLIJSTZ,O,X,X,O,X,X,O
OLIJSZT,O,X,X,O,X,X,X
OLIJZTS,O,X,X,O,O,X,X
OLIJZST,O,X,X,O,O,X,X
OLISTJZ,O,O,X,O,O,X,O
OLISTZJ,O,O,X,O,O,X,O
OLISJTZ,O,X,X,O,X,X,O
OLISJZT,O,X,X,O,X,X,X
OLISZTJ,X,O,X,O,O,X,O
OLISZJT,X,O,X,X,O,X,X
OLIZTJS,X,O,X,O,O,O,X
OLIZTSJ,X,O,X,O,O,O,X
OLIZJTS,X,O,X,O,O,O,X
OLIZJST,X,O,X,O,O,X,X
OLIZSTJ,X,O,X,O,O,X,O
OLIZSJT,X,O,X,X,O,X,X
OLJTISZ,O,X,X,O,O,X,X
OLJTIZS,O,X,X,O,O,X,X
OLJTSIZ,O,X,X,O,O,X,X
OLJTSZI,O,X,X,O,O,X,X
OLJTZIS,O,X,X,O,O,X,X
OLJTZSI,O,X,X,O,O,X,X
OLJITSZ,O,X,X,O,O,X,X
OLJITZS,O,X,X,O,O,X,X
OLJISTZ,O,X,X,O,X,X,O
OLJISZT,O,X,X,O,X,X,X
OLJIZTS,O,X,X,O,O,X,X
OLJIZST,O,X,X,O,O,X,X
OLJSTIZ,O,X,X,O,X,X,O
OLJSTZI,O,X,X,O,X,X,O
OLJSITZ,O,X,X,O,X,X,O
OLJSIZT,O,X,X,O,X,X,X
OLJSZTI,O,X,X,O,X,X,X
OLJSZIT,O,X,X,O,X,X,X
OLJZTIS,O,X,X,O,O,X,X
OLJZTSI,O,X,X,O,O,X,X
OLJZITS,O,X,X,O,O,X,X
OLJZIST,O,X,X,O,O,X,X
OLJZSTI,O,X,X,O,O,X,X
OLJZSIT,O,X,X,O,O,X,X
OLSTIJZ,O,O,X,O,O,X,O
OLSTIZJ,O,O,X,O,O,X,O
OLSTJIZ,O,O,X,O,O,X,O
OLSTJZI,O,O,X,O,O,X,O
OLSTZIJ,O,O,X,O,O,X,O
OLSTZJI,O,O,X,O,O,X,O
OLSITJZ,O,O,X,O,O,X,O
OLSITZJ,O,O,X,O,O,X,O
OLSIJTZ,O,X,X,O,X,X,O
OLSIJZT,O,X,X,O,X,X,X
OLSIZTJ,X,O,X,O,O,X,O
OLSIZJT,X,O,X,X,O,X,X
OLSJTIZ,O,X,X,O,X,X,O
OLSJTZI,O,X,X,O,X,X,O
OLSJITZ,O,X,X,O,X,X,O
OLSJIZT,O,X,X,O,X,X,X
OLSJZTI,O,X,X,O,X,X,X
OLSJZIT,O,X,X,O,X,X,X
OLSZTIJ,X,O,X,O,O,X,O
OLSZTJI,X,O,X,O,O,X,O
OLSZITJ,X,O,X,O,O,X,O
OLSZIJT,X,O,X,X,O,X,X
OLSZJTI,X,O,X,X,O,X,X
OLSZJIT,X,O,X,X,O,X,X
OLZTIJS,X,O,X,O,O,O,X
OLZTISJ,X,O,X,O,O,O,X
OLZTJIS,X,O,X,O,O,O,X
OLZTJSI,X,O,X,O,O,O,X
OLZTSIJ,X,O,X,O,O,O,X
OLZTSJI,X,O,X,O,O,O,X
OLZITJS,X,O,X,O,O,O,X
OLZITSJ,X,O,X,O,O,O,X
OLZIJTS,X,O,X,O,O,O,X
OLZIJST,X,O,X,O,O,X,X
OLZISTJ,X,O,X,O,O,X,O
OLZISJT,X,O,X,X,O,X,X
OLZJTIS,X,O,X,O,O,O,X
OLZJTSI,X,O,X,O,O,O,X
OLZJITS,X,O,X,O,O,O,X
OLZJIST,X,O,X,O,O,X,X
OLZJSTI,X,O,X,O,O,X,X
OLZJSIT,X,O,X,O,O,X,X
OLZSTIJ,X,O,X,O,O,X,O
OLZSTJI,X,O,X,O,O,X,O
OLZSITJ,X,O,X,O,O,X,O
OLZSIJT,X,O,X,X,O,X,X
OLZSJTI,X,O,X,X,O,X,X
OLZSJIT,X,O,X,X,O,X,X
OJTILSZ,O,X,X,O,O,X,X
OJTILZS,O,X,O,O,O,X,X
OJTISLZ,O,X,O,O,O,X,X
OJTISZL,O,X,O,O,X,X,X
OJTIZLS,O,X,O,O,X,X,X
OJTIZSL,O,X,O,O,X,X,X
OJTLISZ,O,X,X,O,O,X,X
OJTLIZS,O,X,O,O,O,X,X
OJTLSIZ,O,X,X,O,O,X,X
OJTLSZI,O,X,X,O,O,X,X
OJTLZIS,O,X,O,O,O,X,X
OJTLZSI,O,X,O,O,O,X,X
OJTSILZ,O,X,O,O,O,X,X
OJTSIZL,O,X,O,O,X,X,X
OJTSLIZ,O,X,O,O,O,X,X
OJTSLZI,O,X,O,O,O,X,X
OJTSZIL,O,X,O,O,X,X,X
OJTSZLI,O,X,O,O,X,X,X
OJTZILS,O,X,O,O,X,X,X
OJTZISL,O,X,O,O,X,X,X
OJTZLIS,O,X,O,O,X,X,X
OJTZLSI,O,X,O,O,X,X,X
OJTZSIL,O,X,O,O,X,X,X
OJTZSLI,O,X,O,O,X,X,X
OJITLSZ,O,X,X,O,O,X,X
OJITLZS,O,X,O,O,O,X,X
OJITSLZ,O,X,O,O,O,X,X
OJITSZL,O,X,O,O,X,X,X
OJITZLS,O,X,O,O,X,X,X
OJITZSL,O,X,O,O,X,X,X
OJILTSZ,O,X,X,O,O,X,X
OJILTZS,O,X,O,O,O,X,X
OJILSTZ,O,X,O,O,X,X,O
OJILSZT,O,X,X,O,X,X,X
OJILZTS,O,X,O,O,O,X,X
OJILZST,O,X,O,O,O,X,X
OJISTLZ,O,X,O,O,O,X,O
OJISTZL,O,X,O,O,X,X,O
OJISLTZ,O,X,O,O,X,X,O
OJISLZT,O,X,X,O,X,X,X
OJISZTL,O,X,O,O,X,X,X
OJISZLT,O,X,O,O,X,X,X
OJIZTLS,O,X,O,O,O,X,X
OJIZTSL,O,X,O,O,X,X,X
OJIZLTS,O,X,O,O,O,X,X
OJIZLST,O,X,O,O,O,X,X
OJIZSTL,O,X,O,O,X,X,X
OJIZSLT,O,X,O,O,O,X,X
OJLTISZ,O,X,X,O,O,X,X
OJLTIZS,O,X,O,O,O,X,X
OJLTSIZ,O,X,X,O,O,X,X
OJLTSZI,O,X,X,O,O,X,X
OJLTZIS,O,X,O,O,O,X,X
OJLTZSI,O,X,O,O,O,X,X
OJLITSZ,O,X,X,O,O,X,X
OJLITZS,O,X,O,O,O,X,X
OJLISTZ,O,X,O,O,X,X,O
OJLISZT,O,X,X,O,X,X,X
OJLIZTS,O,X,O,O,O,X,X
OJLIZST,O,X,O,O,O,X,X
OJLSTIZ,O,X,O,O,X,X,O
OJLSTZI,O,X,O,O,X,X,O
OJLSITZ,O,X,O,O,X,X,O
OJLSIZT,O,X,X,O,X,X,X
OJLSZTI,O,X,X,O,X,X,X
OJLSZIT,O,X,X,O,X,X,X
OJLZTIS,O,X,O,O,O,X,X
OJLZTSI,O,X,O,O,O,X,X
OJLZITS,O,X,O,O,O,X,X
OJLZIST,O,X,O,O,O,X,X
OJLZSTI,O,X,O,O,O,X,X
OJLZSIT,O,X,O,O,O,X,X
OJSTILZ,O,X,O,O,O,X,O
OJSTIZL,O,X,O,O,X,X,O
OJSTLIZ,O,X,O,O,O,X,O
OJSTLZI,O,X,O,O,O,X,O
OJSTZIL,O,X,O,O,X,X,O
OJSTZLI,O,X,O,O,X,X,O
OJSITLZ,O,X,O,O,O,X,O
OJSITZL,O,X,O,O,X,X,O
OJSILTZ,O,X,O,O,X,X,O
OJSILZT,O,X,X,O,X,X,X
OJSIZTL,O,X,O,O,X,X,X
OJSIZLT,O,X,O,O,X,X,X
OJSLTIZ,O,X,O,O,X,X,O
OJSLTZI,O,X,O,O,X,X,O
OJSLITZ,O,X,O,O,X,X,O
OJSLIZT,O,X,X,O,X,X,X
OJSLZTI,O,X,X,O,X,X,X
OJSLZIT,O,X,X,O,X,X,X
OJSZTIL,O,X,O,O,X,X,X
OJSZTLI,O,X,O,O,X,X,X
OJSZITL,O,X,O,O,X,X,X
OJSZILT,O,X,O,O,X,X,X
OJSZLTI,O,X,O,O,X,X,X
OJSZLIT,O,X,O,O,X,X,X
OJZTILS,O,X,O,O,O,X,X
OJZTISL,O,X,O,O,X,X,X
OJZTLIS,O,X,O,O,O,X,X
OJZTLSI,O,X,O,O,O,X,X
OJZTSIL,O,X,O,O,X,X,X
OJZTSLI,O,X,O,O,X,X,X
OJZITLS,O,X,O,O,O,X,X
OJZITSL,O,X,O,O,X,X,X
OJZILTS,O,X,O,O,O,X,X
OJZILST,O,X,O,O,O,X,X
OJZISTL,O,X,O,O,X,X,X
OJZISLT,O,X,O,O,O,X,X
OJZLTIS,O,X,O,O,O,X,X
OJZLTSI,O,X,O,O,O,X,X
OJZLITS,O,X,O,O,O,X,X
OJZLIST,O,X,O,O,O,X,X
OJZLSTI,O,X,O,O,O,X,X
OJZLSIT,O,X,O,O,O,X,X
OJZSTIL,O,X,O,O,X,X,X
OJZSTLI,O,X,O,O,X,X,X
OJZSITL,O,X,O,O,X,X,X
OJZSILT,O,X,O,O,O,X,X
OJZSLTI,O,X,O,O,O,X,X
OJZSLIT,O,X,O,O,O,X,X
OSTILJZ,O,O,O,O,O,X,O
OSTILZJ,O,O,O,O,O,X,O
OSTIJLZ,O,O,O,O,O,X,O
OSTIJZL,O,X,O,O,X,X,O
OSTIZLJ,O,O,O,O,O,X,O
OSTIZJL,O,O,O,O,X,X,O
OSTLIJZ,O,O,O,O,O,X,O
OSTLIZJ,O,O,O,O,O,X,O
OSTLJIZ,O,O,O,O,O,X,O
OSTLJZI,O,O,O,O,O,X,O
OSTLZIJ,O,O,O,O,O,X,O
OSTLZJI,O,O,O,O,O,X,O
OSTJILZ,O,O,O,O,O,X,O
OSTJIZL,O,X,O,O,X,X,O
OSTJLIZ,O,O,O,O,O,X,O
OSTJLZI,O,O,O,O,O,X,O
OSTJZIL,O,X,O,O,X,X,O
OSTJZLI,O,X,O,O,X,X,O
OSTZILJ,O,O,O,O,O,X,O
OSTZIJL,O,O,O,O,X,X,O
OSTZLIJ,O,O,O,O,O,X,O
OSTZLJI,O,O,O,O,O,X,O
OSTZJIL,O,O,O,O,X,X,O
OSTZJLI,O,O,O,O,X,X,O
OSITLJZ,O,O,O,O,O,X,O
OSITLZJ,O,O,O,O,O,X,O
OSITJLZ,O,O,O,O,O,X,O
OSITJZL,O,X,O,O,X,X,O
OSITZLJ,O,O,O,O,O,X,O
OSITZJL,O,O,O,O,X,X,O
OSILTJZ,O,O,X,O,O,X,O
OSILTZJ,O,O,X,O,O,X,O
OSILJTZ,O,X,X,O,X,X,O
OSILJZT,O,X,X,O,X,X,X
OSILZTJ,X,O,X,O,O,X,O
OSILZJT,X,O,X,X,O,X,X
OSIJTLZ,O,X,O,O,O,X,O
OSIJTZL,O,X,O,O,X,X,O
OSIJLTZ,O,X,O,O,X,X,O
OSIJLZT,O,X,X,O,X,X,X
OSIJZTL,O,X,O,O,X,X,X
OSIJZLT,O,X,O,O,X,X,X
OSIZTLJ,X,O,O,O,O,X,O
OSIZTJL,X,O,O,O,X,X,O
OSIZLTJ,X,O,X,O,O,X,O
OSIZLJT,X,O,X,X,O,X,X
OSIZJTL,X,O,O,X,X,X,X
OSIZJLT,X,O,O,X,O,X,X
OSLTIJZ,O,O,X,O,O,X,O
OSLTIZJ,O,O,X,O,O,X,O
OSLTJIZ,O,O,X,O,O,X,O
OSLTJZI,O,O,X,O,O,X,O
OSLTZIJ,O,O,X,O,O,X,O
OSLTZJI,O,O,X,O,O,X,O
OSLITJZ,O,O,X,O,O,X,O
OSLITZJ,O,O,X,O,O,X,O
OSLIJTZ,O,X,X,O,X,X,O
OSLIJZT,O,X,X,O,X,X,X
OSLIZTJ,X,O,X,O,O,X,O
OSLIZJT,X,O,X,X,O,X,X
OSLJTIZ,O,X,X,O,X,X,O
OSLJTZI,O,X,X,O,X,X,O
OSLJITZ,O,X,X,O,X,X,O
OSLJIZT,O,X,X,O,X,X,X
OSLJZTI,O,X,X,O,X,X,X
OSLJZIT,O,X,X,O,X,X,X
OSLZTIJ,X,O,X,O,O,X,O
OSLZTJI,X,O,X,O,O,X,O
OSLZITJ,X,O,X,O,O,X,O
OSLZIJT,X,O,X,X,O,X,X
OSLZJTI,X,O,X,X,O,X,X
OSLZJIT,X,O,X,X,O,X,X
OSJTILZ,O,X,O,O,O,X,O
OSJTIZL,O,X,O,O,X,X,O
OSJTLIZ,O,X,O,O,O,X,O
OSJTLZI,O,X,O,O,O,X,O
OSJTZIL,O,X,O,O,X,X,O
OSJTZLI,O,X,O,O,X,X,O
OSJITLZ,O,X,O,O,O,X,O
OSJITZL,O,X,O,O,X,X,O
OSJILTZ,O,X,O,O,X,X,O
OSJILZT,O,X,X,O,X,X,X
OSJIZTL,O,X,O,O,X,X,X
OSJIZLT,O,X,O,O,X,X,X
OSJLTIZ,O,X,O,O,X,X,O
OSJLTZI,O,X,O,O,X,X,O
OSJLITZ,O,X,O,O,X,X,O
OSJLIZT,O,X,X,O,X,X,X
OSJLZTI,O,X,X,O,X,X,X
OSJLZIT,O,X,X,O,X,X,X
OSJZTIL,O,X,O,O,X,X,X
OSJZTLI,O,X,O,O,X,X,X
OSJZITL,O,X,O,O,X,X,X
OSJZILT,O,X,O,O,X,X,X
OSJZLTI,O,X,O,O,X,X,X
OSJZLIT,O,X,O,O,X,X,X
OSZTILJ,X,O,O,O,O,X,O
OSZTIJL,X,O,O,O,X,X,O
OSZTLIJ,X,O,O,O,O,X,O
OSZTLJI,X,O,O,O,O,X,O
OSZTJIL,X,O,O,O,X,X,O
OSZTJLI,X,O,O,O,X,X,O
OSZITLJ,X,O,O,O,O,X,O
OSZITJL,X,O,O,O,X,X,O
OSZILTJ,X,O,X,O,O,X,O
OSZILJT,X,O,X,X,O,X,X
OSZIJTL,X,O,O,X,X,X,X
OSZIJLT,X,O,O,X,O,X,X
OSZLTIJ,X,O,X,O,O,X,O
OSZLTJI,X,O,X,O,O,X,O
OSZLITJ,X,O,X,O,O,X,O
OSZLIJT,X,O,X,X,O,X,X
OSZLJTI,X,O,X,X,O,X,X
OSZLJIT,X,O,X,X,O,X,X
OSZJTIL,X,O,O,X,X,X,X
OSZJTLI,X,O,O,X,X,X,X
