sequence,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhFCjBllB3mBT?oB2vB0sB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je3AJvhF1mB0iB6oB2?vBRrBzsB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JezAJvhFfnBxiBKqBu?sBctBFrB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhFziB+oBilB3?mB1vB0sB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je3AJvhF1mBxiBusBc?tBTqBirB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JezAJvhFGjBKqBRnBU?nBFrBXtB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je8GJvhFWoBKqBzlBx?sBFrBXtB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeXDJvhFxlBVsBctBa?rBTqBGsB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhFGjBTlB0mBl?nByvBXtB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhF+oBKqBfrB0?mBlnBzsB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je1FJvhF3mBTqBxsBu?sBctBirB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je3BJvhFOqBlnBctBR?rBzqBCtB
JLSTOZI,O,X,O,X,X,O,X,X,O,O,X,X
JLSITZO,X,O,X,X,X,O,X,X,O,O,X,X
JLSITOZ,X,O,O,X,X,O,X,X,O,X,X,X
JLSIZTO,O,O,X,X,X,O,X,X,O,O,X,X
JLSIZOT,O,X,X,O,X,X,X,X,O,O,X,X
JLSIOTZ,O,O,X,O,X,O,X,X,X,X,X,X
JLSIOZT,O,O,X,X,X,X,X,X,X,O,X,X
JLSZTIO,O,X,O,O,X,O,X,X,O,O,X,X
JLSZTOI,O,X,O,O,X,O,X,X,O,O,X,X
JLSZITO,O,O,O,X,X,O,X,X,O,O,X,X
JLSZIOT,O,X,O,O,X,X,X,X,O,O,X,X
JLSZOTI,O,X,O,O,X,X,X,X,X,O,X,X
JLSZOIT,O,O,O,O,X,X,X,X,O,O,X,X
JLSOTIZ,O,O,X,O,X,O,X,X,O,X,X,X
JLSOTZI,O,X,X,X,X,O,X,X,O,O,X,X
JLSOITZ,O,O,X,O,X,O,X,X,X,X,X,X
JLSOIZT,O,O,X,X,X,X,X,X,X,O,X,X
JLSOZTI,O,X,X,X,X,X,X,X,X,O,X,X
JLSOZIT,O,O,X,X,X,X,X,X,O,O,X,X
JLZTISO,O,X,O,O,O,X,X,X,O,X,X,O
JLZTIOS,O,X,O,O,O,X,X,X,O,X,X,X
JLZTSIO,O,X,O,O,O,X,X,X,O,O,X,O
JLZTSOI,O,X,O,O,O,X,X,X,X,O,X,X
JLZTOIS,O,X,O,O,O,X,X,X,O,X,X,X
JLZTOSI,O,X,O,O,O,X,X,X,X,X,X,X
JLZITSO,O,O,O,X,O,X,X,X,O,X,X,O
JLZITOS,O,O,O,X,O,X,O,X,O,X,X,X
JLZISTO,O,O,O,X,O,X,X,X,O,X,X,O
JLZISOT,O,X,O,X,X,X,O,X,O,X,X,X
JLZIOTS,X,X,X,X,O,X,O,X,X,X,X,X
JLZIOST,X,X,O,X,X,X,O,X,X,X,X,X
JLZSTIO,O,X,O,O,O,X,X,X,O,O,X,X
JLZSTOI,O,X,O,O,O,X,X,X,O,O,X,X
JLZSITO,O,O,O,X,O,X,X,X,O,O,X,X
JLZSIOT,O,X,O,O,X,X,X,X,O,O,X,X
JLZSOTI,O,X,O,O,X,X,X,X,X,O,X,X
JLZSOIT,O,O,O,O,X,X,X,X,O,O,X,X
JLZOTIS,O,O,O,O,O,X,X,X,X,X,X,X
JLZOTSI,O,X,O,O,O,X,X,X,X,X,X,X
JLZOITS,O,O,X,X,O,X,O,X,X,X,X,X
JLZOIST,O,O,O,X,X,X,O,X,X,X,X,X
JLZOSTI,O,X,O,O,X,X,X,X,X,X,X,X
JLZOSIT,O,O,O,O,X,X,X,X,X,X,X,X
JLOTISZ,O,O,X,O,X,X,X,X,X,X,X,X
JLOTIZS,O,O,X,O,X,X,X,X,X,X,X,X
JLOTSIZ,O,O,X,O,X,X,X,X,X,X,X,X
JLOTSZI,O,X,X,O,X,X,X,X,X,O,X,X
JLOTZIS,O,O,X,O,X,X,X,X,X,X,X,X
JLOTZSI,O,X,X,O,X,X,X,X,X,X,X,X
JLOITSZ,O,O,X,X,X,X,X,X,X,X,X,X
JLOITZS,O,O,X,X,X,X,O,X,X,X,X,X
JLOISTZ,O,O,X,X,X,X,X,X,X,X,X,X
JLOISZT,O,O,X,X,X,X,O,X,X,X,X,X
JLOIZTS,X,O,X,X,X,X,O,X,X,X,X,X
JLOIZST,X,O,X,X,X,X,O,X,X,X,X,X
JLOSTIZ,O,O,X,O,X,X,X,X,X,X,X,X
JLOSTZI,O,X,X,X,X,X,X,X,X,O,X,X
JLOSITZ,O,O,X,O,X,X,X,X,X,X,X,X
JLOSIZT,O,O,X,X,X,X,X,X,X,O,X,X
JLOSZTI,O,X,X,X,X,X,X,X,X,O,X,X
JLOSZIT,O,O,X,X,X,X,X,X,X,O,X,X
JLOZTIS,O,O,X,X,X,X,X,X,X,X,X,X
JLOZTSI,O,X,X,X,X,X,X,X,X,X,X,X
JLOZITS,X,O,X,X,X,X,O,X,X,X,X,X
JLOZIST,X,O,X,X,X,X,O,X,X,X,X,X
JLOZSTI,O,X,X,X,X,X,X,X,X,X,X,X
JLOZSIT,O,O,X,X,X,X,X,X,X,X,X,X
JSTILZO,O,O,X,O,X,O,X,X,O,X,X,X
JSTILOZ,O,O,X,O,X,O,X,X,O,X,X,X
JSTIZLO,O,O,X,O,X,X,X,X,O,X,X,X
JSTIZOL,O,O,X,O,X,X,X,X,O,X,X,X
JSTIOLZ,O,O,X,O,X,X,X,X,O,X,X,X
JSTIOZL,O,O,X,O,X,X,X,X,O,X,X,X
JSTLIZO,O,O,X,O,X,O,X,X,O,O,X,X
JSTLIOZ,O,O,X,O,X,O,X,X,O,X,X,X
JSTLZIO,O,X,X,O,X,O,X,X,O,O,X,X
JSTLZOI,O,X,X,O,X,O,X,X,O,O,X,X
JSTLOIZ,O,O,X,O,X,O,X,X,O,X,X,X
JSTLOZI,O,X,X,O,X,O,X,X,O,O,X,X
JSTZILO,O,X,X,O,X,X,X,X,O,X,X,X
JSTZIOL,O,X,X,O,X,X,X,X,O,X,X,X
JSTZLIO,O,X,X,O,X,X,X,X,O,X,X,X
JSTZLOI,O,X,X,O,X,X,X,X,O,X,X,X
JSTZOIL,O,X,X,O,X,X,X,X,O,X,X,X
JSTZOLI,O,X,X,O,X,X,X,X,X,X,X,X
JSTOILZ,O,X,X,O,X,X,X,X,O,X,X,X
JSTOIZL,O,X,X,O,X,X,X,X,O,X,X,X
JSTOLIZ,O,O,X,O,X,X,X,X,O,X,X,X
JSTOLZI,O,X,X,O,X,X,X,X,O,X,X,X
JSTOZIL,O,X,X,O,X,X,X,X,O,X,X,X
JSTOZLI,O,X,X,O,X,X,X,X,X,X,X,X
JSITLZO,O,O,X,O,X,O,X,X,O,X,X,X
JSITLOZ,O,O,X,O,X,O,X,X,O,X,X,X
JSITZLO,O,O,X,O,X,X,X,X,O,X,X,O
JSITZOL,O,O,X,O,X,X,X,X,O,X,X,O
JSITOLZ,O,O,X,O,X,X,X,X,O,X,X,X
JSITOZL,O,O,X,O,X,X,X,X,O,X,X,X
JSILTZO,X,O,X,X,X,O,X,X,O,X,X,X
JSILTOZ,X,O,O,X,X,O,X,X,O,X,X,X
JSILZTO,O,O,X,X,X,O,X,X,O,X,X,O
JSILZOT,O,X,X,O,X,X,X,X,O,X,X,X
JSILOTZ,O,O,X,O,X,O,X,X,X,X,X,X
JSILOZT,O,O,X,X,X,X,X,X,X,X,X,X
JSIZTLO,O,O,X,O,X,X,X,X,O,X,X,O
JSIZTOL,O,O,X,O,X,X,X,X,O,X,X,O
JSIZLTO,O,O,X,X,X,O,X,X,O,X,X,O
JSIZLOT,O,X,X,O,X,X,X,X,O,X,X,X
JSIZOTL,O,O,X,O,X,X,X,X,O,X,X,O
JSIZOLT,O,O,X,O,X,X,X,X,O,X,X,X
JSIOTLZ,O,O,X,O,X,X,X,X,X,X,X,X
JSIOTZL,O,O,X,O,X,X,X,X,X,X,X,X
JSIOLTZ,O,O,X,O,X,O,X,X,X,X,X,X
JSIOLZT,O,O,X,X,X,X,X,X,X,X,X,X
JSIOZTL,O,O,X,O,X,X,X,X,X,X,X,O
JSIOZLT,O,O,X,O,X,X,X,X,X,X,X,X
JSLTIZO,O,O,X,O,X,O,X,X,O,O,X,X
JSLTIOZ,O,O,O,O,X,O,X,X,O,X,X,X
JSLTZIO,O,X,O,O,X,O,X,X,O,O,X,X
JSLTZOI,O,X,O,O,X,O,X,X,O,O,X,X
JSLTOIZ,O,O,O,O,X,O,X,X,O,X,X,X
JSLTOZI,O,X,O,X,X,O,X,X,O,O,X,X
JSLITZO,X,O,X,X,X,O,X,X,O,O,X,X
JSLITOZ,X,O,O,X,X,O,X,X,O,X,X,X
JSLIZTO,O,O,X,X,X,O,X,X,O,O,X,X
JSLIZOT,O,X,X,O,X,X,X,X,O,O,X,X
JSLIOTZ,O,O,X,O,X,O,X,X,X,X,X,X
JSLIOZT,O,O,X,X,X,X,X,X,X,O,X,X
JSLZTIO,O,X,O,O,X,O,X,X,O,O,X,X
JSLZTOI,O,X,O,O,X,O,X,X,O,O,X,X
JSLZITO,O,O,O,X,X,O,X,X,O,O,X,X
JSLZIOT,O,X,O,O,X,X,X,X,O,O,X,X
JSLZOTI,O,X,O,O,X,X,X,X,X,O,X,X
JSLZOIT,O,O,O,O,X,X,X,X,O,O,X,X
JSLOTIZ,O,O,X,O,X,O,X,X,O,X,X,X
JSLOTZI,O,X,X,X,X,O,X,X,O,O,X,X
JSLOITZ,O,O,X,O,X,O,X,X,X,X,X,X
JSLOIZT,O,O,X,X,X,X,X,X,X,O,X,X
JSLOZTI,O,X,X,X,X,X,X,X,X,O,X,X
JSLOZIT,O,O,X,X,X,X,X,X,O,O,X,X
JSZTILO,O,X,O,O,X,X,X,X,O,X,X,O
JSZTIOL,O,X,X,O,X,X,X,X,O,X,X,O
JSZTLIO,O,X,O,O,X,X,X,X,O,X,X,O
JSZTLOI,O,X,O,O,X,X,X,X,O,X,X,X
JSZTOIL,O,X,X,O,X,X,X,X,O,X,X,O
JSZTOLI,O,X,X,O,X,X,X,X,X,X,X,X
JSZITLO,O,O,O,O,X,X,X,X,O,X,X,O
JSZITOL,O,O,X,O,X,X,X,X,O,X,X,O
JSZILTO,O,O,O,X,X,O,X,X,O,X,X,O
JSZILOT,O,X,O,O,X,X,X,X,O,X,X,X
JSZIOTL,O,O,X,O,X,X,X,X,O,X,X,O
JSZIOLT,O,O,O,O,X,X,X,X,O,X,X,X
JSZLTIO,O,X,O,O,X,O,X,X,O,X,X,X
JSZLTOI,O,X,O,O,X,O,X,X,O,X,X,X
JSZLITO,O,O,O,X,X,O,X,X,O,X,X,X
JSZLIOT,O,X,O,O,X,X,X,X,O,X,X,X
JSZLOTI,O,X,O,O,X,X,X,X,X,X,X,X
JSZLOIT,O,O,O,O,X,X,X,X,O,X,X,X
JSZOTIL,O,X,X,O,X,X,X,X,X,X,X,X
JSZOTLI,O,X,X,O,X,X,X,X,X,X,X,X
JSZOITL,O,X,X,O,X,X,X,X,O,X,X,X
JSZOILT,O,X,O,O,X,X,X,X,O,X,X,X
JSZOLTI,O,X,O,O,X,X,X,X,X,X,X,X
JSZOLIT,O,O,O,O,X,X,X,X,X,X,X,X
JSOTILZ,O,X,X,O,X,X,X,X,O,X,X,X
JSOTIZL,O,X,X,O,X,X,X,X,O,X,X,X
JSOTLIZ,O,O,X,O,X,X,X,X,O,X,X,X
JSOTLZI,O,X,X,O,X,X,X,X,O,X,X,X
JSOTZIL,O,X,X,O,X,X,X,X,O,X,X,X
JSOTZLI,O,X,X,O,X,X,X,X,X,X,X,X
JSOITLZ,O,O,X,O,X,X,X,X,X,X,X,X
JSOITZL,O,O,X,O,X,X,X,X,X,X,X,X
JSOILTZ,O,O,X,O,X,O,X,X,X,X,X,X
JSOILZT,O,O,X,X,X,X,X,X,X,X,X,X
JSOIZTL,O,O,X,O,X,X,X,X,X,X,X,X
JSOIZLT,O,O,X,O,X,X,X,X,X,X,X,X
JSOLTIZ,O,O,X,O,X,O,X,X,O,X,X,X
JSOLTZI,O,X,X,X,X,O,X,X,O,X,X,X
JSOLITZ,O,O,X,O,X,O,X,X,X,X,X,X
JSOLIZT,O,O,X,X,X,X,X,X,X,X,X,X
JSOLZTI,O,X,X,X,X,X,X,X,X,X,X,X
JSOLZIT,O,O,X,X,X,X,X,X,O,X,X,X
JSOZTIL,O,X,X,O,X,X,X,X,X,X,X,X
JSOZTLI,O,X,X,O,X,X,X,X,X,X,X,X
JSOZITL,O,O,X,O,X,X,X,X,O,X,X,X
JSOZILT,O,O,X,O,X,X,X,X,O,X,X,X
JSOZLTI,O,X,X,O,X,X,X,X,X,X,X,X
JSOZLIT,O,O,X,O,X,X,X,X,X,X,X,X
JZTILSO,O,X,O,O,O,X,X,X,O,X,X,O
JZTILOS,O,X,X,O,O,X,X,X,O,X,X,X
JZTISLO,O,X,O,O,X,X,X,X,O,X,X,O
JZTISOL,O,X,X,O,X,X,X,O,X,X,X,O
JZTIOLS,O,X,X,O,O,X,X,X,O,X,X,X
JZTIOSL,O,X,X,O,X,X,X,X,X,X,X,O
JZTLISO,O,X,O,O,O,X,X,X,O,X,X,O
JZTLIOS,O,X,O,O,O,X,X,X,O,X,X,X
JZTLSIO,O,X,O,O,O,X,X,X,X,O,X,O
JZTLSOI,O,X,O,O,O,X,X,X,X,O,X,X
JZTLOIS,O,X,O,O,O,X,X,X,X,X,X,X
JZTLOSI,O,X,O,O,O,X,X,X,X,X,X,X
JZTSILO,O,X,O,O,X,X,X,X,O,X,X,O
JZTSIOL,O,X,X,O,X,X,X,O,X,X,X,O
JZTSLIO,O,X,O,O,X,X,X,X,X,X,X,O
JZTSLOI,O,X,O,O,X,X,X,X,X,X,X,X
JZTSOIL,O,X,X,O,X,X,X,O,X,X,X,O
JZTSOLI,O,X,X,O,X,X,X,X,X,X,X,X
JZTOILS,O,X,X,O,O,X,X,X,O,X,X,X
JZTOISL,O,X,X,O,X,X,X,O,X,X,X,O
JZTOLIS,O,X,X,O,O,X,X,X,X,X,X,X
JZTOLSI,O,X,X,O,O,X,X,X,X,X,X,X
JZTOSIL,O,X,X,O,X,X,X,O,X,X,X,O
JZTOSLI,O,X,X,O,X,X,X,X,X,X,X,X
JZITLSO,O,O,O,O,O,X,X,X,O,X,X,O
JZITLOS,O,O,X,O,O,X,O,X,O,X,X,X
JZITSLO,O,O,O,O,X,X,X,X,O,X,X,O
JZITSOL,O,O,X,O,X,X,X,X,X,X,X,O
JZITOLS,O,O,X,O,O,X,X,X,O,X,X,X
JZITOSL,O,O,X,O,X,X,X,X,X,X,X,O
JZILTSO,O,O,O,X,O,X,X,X,X,X,X,O
JZILTOS,O,O,O,X,O,X,O,X,X,X,X,X
JZILSTO,O,O,O,X,O,X,X,X,X,X,X,O
JZILSOT,O,X,O,X,X,X,O,X,X,X,X,X
JZILOTS,X,X,X,X,O,X,O,X,X,X,X,X
JZILOST,X,X,O,X,O,X,O,X,X,X,X,X
JZISTLO,O,O,O,O,X,X,X,X,O,X,X,O
JZISTOL,O,O,X,O,X,X,X,X,O,X,X,O
JZISLTO,O,O,O,X,O,X,X,X,O,X,X,O
JZISLOT,O,X,O,O,X,X,O,X,O,X,X,X
JZISOTL,O,O,X,O,X,X,X,X,O,X,X,O
JZISOLT,O,O,O,O,O,X,X,X,O,X,X,X
JZIOTLS,O,O,X,O,O,X,X,X,X,X,X,X
JZIOTSL,O,O,X,O,X,X,X,X,X,X,X,O
JZIOLTS,O,O,X,X,O,X,O,X,X,X,X,X
JZIOLST,O,O,O,X,O,X,O,X,X,X,X,X
JZIOSTL,O,O,X,O,X,X,X,X,X,X,X,O
JZIOSLT,O,O,O,O,O,X,X,X,X,X,X,X
JZLTISO,O,X,O,O,O,X,X,X,X,X,X,O
JZLTIOS,O,X,O,O,O,X,X,X,X,X,X,X
JZLTSIO,O,X,O,O,O,X,X,X,X,O,X,O
JZLTSOI,O,X,O,O,O,X,X,X,X,O,X,X
JZLTOIS,O,X,O,O,O,X,X,X,X,X,X,X
JZLTOSI,O,X,O,O,O,X,X,X,X,X,X,X
JZLITSO,O,O,O,X,O,X,X,X,X,X,X,O
JZLITOS,O,O,O,X,O,X,O,X,X,X,X,X
JZLISTO,O,O,O,X,O,X,X,X,X,X,X,O
JZLISOT,O,X,O,X,X,X,O,X,X,X,X,X
JZLIOTS,X,X,X,X,O,X,O,X,X,X,X,X
JZLIOST,X,X,O,X,O,X,O,X,X,X,X,X
JZLSTIO,O,X,O,O,O,X,X,X,X,O,X,X
JZLSTOI,O,X,O,O,O,X,X,X,X,O,X,X
JZLSITO,O,O,O,X,O,X,X,X,X,O,X,X
JZLSIOT,O,X,O,O,X,X,X,X,X,O,X,X
JZLSOTI,O,X,O,O,X,X,X,X,X,O,X,X
JZLSOIT,O,O,O,O,X,X,X,X,X,O,X,X
JZLOTIS,O,O,O,O,O,X,X,X,X,X,X,X
JZLOTSI,O,X,O,O,O,X,X,X,X,X,X,X
JZLOITS,O,O,X,X,O,X,O,X,X,X,X,X
JZLOIST,O,O,O,X,O,X,O,X,X,X,X,X
JZLOSTI,O,X,O,O,O,X,X,X,X,X,X,X
JZLOSIT,O,O,O,O,O,X,X,X,X,X,X,X
JZSTILO,O,X,O,O,X,X,X,X,O,X,X,O
JZSTIOL,O,X,X,O,X,X,X,O,O,X,X,O
JZSTLIO,O,X,O,O,X,X,X,X,O,X,X,O
JZSTLOI,O,X,O,O,X,X,X,X,X,X,X,X
JZSTOIL,O,X,X,O,X,X,X,O,O,X,X,O
JZSTOLI,O,X,X,O,X,X,X,X,X,X,X,X
JZSITLO,O,O,O,O,X,X,X,X,O,X,X,O
JZSITOL,O,O,X,O,X,X,X,X,O,X,X,O
JZSILTO,O,O,O,X,O,X,X,X,O,X,X,O
JZSILOT,O,X,O,O,X,X,X,X,O,X,X,X
JZSIOTL,O,O,X,O,X,X,X,X,O,X,X,O
JZSIOLT,O,O,O,O,O,X,X,X,O,X,X,X
JZSLTIO,O,X,O,O,O,X,X,X,X,X,X,X
JZSLTOI,O,X,O,O,O,X,X,X,X,X,X,X
JZSLITO,O,O,O,X,O,X,X,X,O,X,X,X
JZSLIOT,O,X,O,O,X,X,X,X,O,X,X,X
JZSLOTI,O,X,O,O,X,X,X,X,X,X,X,X
JZSLOIT,O,O,O,O,X,X,X,X,X,X,X,X
JZSOTIL,O,X,X,O,X,X,X,O,X,X,X,X
JZSOTLI,O,X,X,O,X,X,X,X,X,X,X,X
JZSOITL,O,X,X,O,X,X,X,X,O,X,X,X
JZSOILT,O,X,O,O,O,X,X,X,O,X,X,X
JZSOLTI,O,X,O,O,O,X,X,X,X,X,X,X
JZSOLIT,O,O,O,O,O,X,X,X,X,X,X,X
JZOTILS,O,O,X,O,O,X,X,X,X,X,X,X
JZOTISL,O,O,X,O,X,X,X,O,X,X,X,O
JZOTLIS,O,O,X,O,O,X,X,X,X,X,X,X
JZOTLSI,O,X,X,O,O,X,X,X,X,X,X,X
JZOTSIL,O,X,X,O,X,X,X,O,X,X,X,O
JZOTSLI,O,X,X,O,X,X,X,X,X,X,X,X
JZOITLS,O,O,X,O,O,X,X,X,X,X,X,X
JZOITSL,O,O,X,O,X,X,X,O,X,X,X,O
JZOILTS,O,O,X,X,O,X,X,X,X,X,X,X
JZOILST,O,O,O,X,O,X,X,X,X,X,X,X
JZOISTL,O,O,X,O,X,X,X,X,X,X,X,O
JZOISLT,O,O,O,O,O,X,X,X,X,X,X,X
JZOLTIS,O,O,O,O,O,X,X,X,X,X,X,X
JZOLTSI,O,X,O,O,O,X,X,X,X,X,X,X
JZOLITS,O,O,X,X,O,X,X,X,X,X,X,X
JZOLIST,O,O,O,X,O,X,X,X,X,X,X,X
JZOLSTI,O,X,O,O,O,X,X,X,X,X,X,X
JZOLSIT,O,O,O,O,O,X,X,X,X,X,X,X
JZOSTIL,O,X,X,O,X,X,X,O,X,X,X,X
JZOSTLI,O,X,X,O,X,X,X,X,X,X,X,X
JZOSITL,O,O,X,O,X,X,X,X,X,X,X,X
JZOSILT,O,O,O,O,O,X,X,X,X,X,X,X
JZOSLTI,O,X,O,O,O,X,X,X,X,X,X,X
JZOSLIT,O,O,O,O,O,X,X,X,X,X,X,X
JOTILSZ,O,O,X,O,X,X,X,X,X,X,X,X
JOTILZS,O,O,X,O,X,X,X,X,X,X,X,X
JOTISLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOTISZL,O,O,X,O,X,X,X,X,X,X,O,X
JOTIZLS,O,O,X,X,X,X,X,X,X,X,X,X
JOTIZSL,O,O,X,X,X,X,X,O,X,X,X,X
JOTLISZ,O,O,X,O,X,X,X,X,X,X,X,X
JOTLIZS,O,O,X,O,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,X,O,X,X,X,X,X,X,X,X
JOTLSZI,O,X,X,O,X,X,X,X,X,O,X,X
JOTLZIS,O,O,X,O,X,X,X,X,X,X,X,X
JOTLZSI,O,X,X,O,X,X,X,X,X,X,X,X
JOTSILZ,O,X,X,O,X,X,X,X,X,X,X,X
JOTSIZL,O,X,X,O,X,X,X,X,X,X,O,X
JOTSLIZ,O,O,X,O,X,X,X,X,X,X,X,X
JOTSLZI,O,X,X,O,X,X,X,X,X,X,X,X
JOTSZIL,O,X,X,O,X,X,X,X,X,X,X,X
JOTSZLI,O,X,X,O,X,X,X,X,X,X,X,X
JOTZILS,O,O,X,O,X,X,X,X,X,X,X,X
JOTZISL,O,O,X,O,X,X,X,O,X,X,X,X
JOTZLIS,O,O,X,O,X,X,X,X,X,X,X,X
JOTZLSI,O,X,X,O,X,X,X,X,X,X,X,X
JOTZSIL,O,X,X,O,X,X,X,O,X,X,X,X
JOTZSLI,O,X,X,O,X,X,X,X,X,X,X,X
JOITLSZ,O,O,X,O,X,X,X,X,X,X,X,X
JOITLZS,O,O,X,O,X,X,X,X,X,X,X,X
JOITSLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOITSZL,O,O,X,O,X,X,X,X,X,X,O,X
JOITZLS,O,O,X,X,X,X,X,X,X,X,X,X
JOITZSL,X,O,X,X,X,X,X,O,X,X,X,X
JOILTSZ,O,O,X,X,X,X,X,X,X,X,X,X
JOILTZS,O,O,X,X,X,X,X,X,X,X,X,X
JOILSTZ,O,O,X,X,X,X,X,X,X,X,X,X
JOILSZT,O,O,X,X,X,X,X,X,X,X,X,X
JOILZTS,X,O,X,X,X,X,X,X,X,X,X,X
JOILZST,X,O,X,X,X,X,X,X,X,X,X,X
JOISTLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOISTZL,O,O,X,O,X,X,X,X,X,X,O,X
JOISLTZ,O,O,X,O,X,X,X,X,X,X,X,X
JOISLZT,O,O,X,X,X,X,X,X,X,X,X,X
JOISZTL,X,O,X,O,X,X,X,X,X,X,O,O
JOISZLT,O,O,X,X,X,X,X,X,X,X,O,X
JOIZTLS,X,O,X,X,X,X,X,X,X,X,X,X
JOIZTSL,X,O,X,X,X,X,X,O,X,X,X,O
JOIZLTS,X,O,X,X,X,X,X,X,X,X,X,X
JOIZLST,X,O,X,X,X,X,X,X,X,X,X,X
JOIZSTL,X,O,X,X,X,X,X,X,X,X,X,O
JOIZSLT,X,O,X,X,X,X,X,X,X,X,X,X
JOLTISZ,O,O,X,O,O,X,X,X,X,X,X,X
JOLTIZS,O,O,X,O,X,X,X,X,X,X,X,X
JOLTSIZ,O,O,X,O,O,X,X,X,X,X,X,X
JOLTSZI,O,X,X,O,O,X,X,X,X,O,X,X
JOLTZIS,O,O,X,O,O,X,X,X,X,X,X,X
JOLTZSI,O,X,X,O,O,X,X,X,X,X,X,X
JOLITSZ,O,O,X,X,X,X,X,X,X,X,X,X
JOLITZS,O,O,X,X,X,X,X,X,X,X,X,X
JOLISTZ,O,O,X,X,X,X,X,X,X,X,X,X
JOLISZT,O,O,X,X,X,X,X,X,X,X,X,X
JOLIZTS,X,O,X,X,X,X,X,X,X,X,X,X
JOLIZST,X,O,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,X,O,O,X,X,X,X,X,X,X
JOLSTZI,O,X,X,X,O,X,X,X,X,O,X,X
JOLSITZ,O,O,X,O,X,X,X,X,X,X,X,X
JOLSIZT,O,O,X,X,X,X,X,X,X,O,X,X
JOLSZTI,O,X,X,X,O,X,X,X,X,O,X,X
JOLSZIT,O,O,X,X,X,X,X,X,X,O,X,X
JOLZTIS,O,O,X,X,O,X,X,X,X,X,X,X
JOLZTSI,O,X,X,X,O,X,X,X,X,X,X,X
JOLZITS,X,O,X,X,O,X,X,X,X,X,X,X
JOLZIST,X,O,X,X,O,X,X,X,X,X,X,X
JOLZSTI,O,X,X,X,O,X,X,X,X,X,X,X
JOLZSIT,O,O,X,X,O,X,X,X,X,X,X,X
JOSTILZ,O,X,X,O,X,X,X,X,X,X,X,X
JOSTIZL,O,X,X,O,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,O,X,X,X,X,X,X,X,X
JOSTLZI,O,X,X,O,X,X,X,X,X,X,X,X
JOSTZIL,O,X,X,O,X,X,X,X,X,X,X,X
JOSTZLI,O,X,X,O,X,X,X,X,X,X,X,X
JOSITLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOSITZL,O,O,X,O,X,X,X,X,X,X,O,X
JOSILTZ,O,O,X,O,X,X,X,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,O,X,O,X,X,X,X,X,X,O,X
JOSIZLT,O,O,X,O,X,X,X,X,X,X,O,X
JOSLTIZ,O,O,X,O,O,X,X,X,X,X,X,X
JOSLTZI,O,X,X,X,O,X,X,X,X,X,X,X
JOSLITZ,O,O,X,O,X,X,X,X,X,X,X,X
JOSLIZT,O,O,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,X,X,X,O,X,X,X,X,X,X,X
JOSLZIT,O,O,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,X,X,O,X,X,X,X,X,X,X,X
JOSZTLI,O,X,X,O,X,X,X,X,X,X,X,X
JOSZITL,O,O,X,O,X,X,X,X,X,X,X,X
JOSZILT,O,O,X,O,X,X,X,X,X,X,X,X
JOSZLTI,O,X,X,O,O,X,X,X,X,X,X,X
JOSZLIT,O,O,X,O,X,X,X,X,X,X,X,X
JOZTILS,O,O,X,O,O,X,X,X,X,X,X,X
JOZTISL,O,O,X,O,X,X,X,O,X,X,X,O
JOZTLIS,O,O,X,O,O,X,X,X,X,X,X,X
JOZTLSI,O,X,X,O,O,X,X,X,X,X,X,X
JOZTSIL,O,X,X,O,X,X,X,O,X,X,X,O
JOZTSLI,O,X,X,O,X,X,X,X,X,X,X,X
JOZITLS,O,O,X,O,O,X,X,X,X,X,X,X
JOZITSL,O,O,X,O,X,X,X,O,X,X,X,O
JOZILTS,O,O,X,X,O,X,X,X,X,X,X,X
JOZILST,O,O,X,X,O,X,X,X,X,X,X,X
JOZISTL,O,O,X,O,X,X,X,X,X,X,X,O
JOZISLT,O,O,X,O,O,X,X,X,X,X,X,X
JOZLTIS,O,O,X,O,O,X,X,X,X,X,X,X
JOZLTSI,O,X,X,O,O,X,X,X,X,X,X,X
JOZLITS,O,O,X,X,O,X,X,X,X,X,X,X
JOZLIST,O,O,X,X,O,X,X,X,X,X,X,X
JOZLSTI,O,X,X,O,O,X,X,X,X,X,X,X
