sequence,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBXjBllBu?rBctBTsB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBTjBllBu?rBcsBXtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBFiBXjB0?mBStBRxB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBfoB6oBl?mBUnBRxB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhF0hBxiBllBW?tBzrBXtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhF3hBGlBlnBc?tBzrBCtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFTjBGlBlmBc?sBXtBCsB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBXjBllBc?tBGsBzrB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBRiBSoBV?sBXtB0rB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFfoB6oBGlBl?mB0sBzrB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFGlBlmBcsBT?oBCsBXtB
SILTJZO,X,X,O,O,X,X,X,X,O,X,X
SILTJOZ,X,X,O,O,X,X,X,X,O,X,X
SILTZJO,X,X,O,O,X,X,X,X,O,X,X
SILTZOJ,X,X,O,O,X,X,X,X,O,X,X
SILTOJZ,X,X,O,O,X,X,X,X,O,X,X
SILTOZJ,X,X,O,O,X,X,X,X,O,X,X
SILJTZO,X,X,O,O,X,X,X,X,O,X,X
SILJTOZ,X,X,O,O,X,X,X,X,O,X,X
SILJZTO,X,X,O,O,X,X,X,X,X,X,X
SILJZOT,X,X,O,O,X,X,X,X,O,X,X
SILJOTZ,X,X,O,O,X,X,X,X,O,X,X
SILJOZT,X,X,O,O,X,X,X,X,O,X,X
SILZTJO,X,X,O,O,X,X,X,X,X,X,X
SILZTOJ,X,O,O,O,X,X,X,X,X,X,X
SILZJTO,X,O,O,O,X,X,X,X,X,X,X
SILZJOT,X,O,O,O,X,X,X,X,O,X,X
SILZOTJ,X,O,O,O,X,X,X,X,O,X,X
SILZOJT,X,O,O,O,X,X,X,X,O,X,X
SILOTJZ,X,X,O,O,X,X,X,X,O,X,X
SILOTZJ,X,X,O,O,X,X,X,X,O,X,X
SILOJTZ,X,X,O,O,X,X,X,X,O,X,X
SILOJZT,X,X,O,O,X,X,X,X,O,X,X
SILOZTJ,X,O,O,O,X,X,X,X,O,X,X
SILOZJT,X,O,O,O,X,X,X,X,O,X,X
SIJTLZO,X,X,X,O,X,X,X,X,O,X,X
SIJTLOZ,X,X,X,O,X,X,X,X,O,X,X
SIJTZLO,X,X,X,O,X,X,O,X,O,X,X
SIJTZOL,X,X,X,O,X,X,O,X,O,X,X
SIJTOLZ,X,X,X,O,X,X,X,X,O,X,X
SIJTOZL,X,X,X,O,X,O,O,X,O,X,X
SIJLTZO,X,X,O,O,X,X,X,X,O,X,X
SIJLTOZ,X,X,O,O,X,X,X,X,O,X,X
SIJLZTO,X,X,O,O,X,X,O,X,X,X,X
SIJLZOT,X,X,O,O,X,X,O,X,O,X,X
SIJLOTZ,X,X,O,O,X,X,X,X,O,X,X
SIJLOZT,X,X,O,O,X,O,O,X,O,X,X
SIJZTLO,X,X,O,O,X,X,O,X,X,X,X
SIJZTOL,X,X,O,O,X,X,O,X,X,X,X
SIJZLTO,X,X,O,O,X,X,O,X,X,X,X
SIJZLOT,X,X,O,O,X,X,O,X,X,X,X
SIJZOTL,X,X,O,O,X,O,O,X,X,X,X
SIJZOLT,X,X,O,O,X,O,O,X,X,X,X
SIJOTLZ,X,X,X,O,X,X,X,X,O,X,X
SIJOTZL,X,X,X,O,X,O,O,X,O,X,X
SIJOLTZ,X,X,O,O,X,X,X,X,O,X,X
SIJOLZT,X,X,O,O,X,O,O,X,O,X,X
SIJOZTL,X,X,O,O,X,O,O,X,X,X,X
SIJOZLT,X,X,O,O,X,O,O,X,X,X,X
SIZTLJO,X,O,O,O,X,X,X,X,X,X,X
SIZTLOJ,X,O,O,O,X,X,X,X,X,X,X
SIZTJLO,X,O,O,O,X,X,O,X,X,X,X
SIZTJOL,X,O,O,O,X,X,O,X,X,X,X
SIZTOLJ,X,O,O,O,X,X,X,X,X,X,X
SIZTOJL,X,O,O,O,X,X,O,X,X,X,X
SIZLTJO,X,O,O,O,X,X,X,X,X,X,X
SIZLTOJ,X,O,O,O,X,X,X,X,X,X,X
SIZLJTO,X,O,O,O,X,X,X,X,X,X,X
SIZLJOT,X,O,O,O,X,X,X,X,X,X,X
SIZLOTJ,X,O,O,O,X,X,X,X,X,X,X
SIZLOJT,X,O,O,O,X,X,X,X,X,X,X
SIZJTLO,X,O,O,O,X,X,O,X,X,X,X
SIZJTOL,X,O,O,O,X,X,O,X,X,X,X
SIZJLTO,X,O,O,O,X,X,O,X,X,X,X
SIZJLOT,X,O,O,O,X,X,O,X,X,X,X
SIZJOTL,X,O,O,O,X,X,O,X,X,X,X
SIZJOLT,X,O,O,O,X,X,O,X,X,X,X
SIZOTLJ,X,O,O,O,X,X,X,X,X,X,X
SIZOTJL,X,O,O,O,X,X,O,X,X,X,X
SIZOLTJ,X,O,O,O,X,X,X,X,X,X,X
SIZOLJT,X,O,O,O,X,X,X,X,X,X,X
SIZOJTL,X,O,O,O,X,X,O,X,X,X,X
SIZOJLT,X,O,O,O,X,X,O,X,X,X,X
SIOTLJZ,X,O,X,O,X,X,X,X,O,X,X
SIOTLZJ,X,O,X,O,X,X,X,X,O,X,X
SIOTJLZ,X,O,X,O,X,X,X,X,O,X,X
SIOTJZL,X,X,X,O,X,X,X,X,O,X,X
SIOTZLJ,X,O,X,O,X,X,X,X,O,X,X
SIOTZJL,X,O,X,O,X,X,X,X,O,X,X
SIOLTJZ,X,X,O,O,X,X,X,X,O,X,X
SIOLTZJ,X,X,O,O,X,X,X,X,O,X,X
SIOLJTZ,X,X,O,O,X,X,X,X,O,X,X
SIOLJZT,X,X,O,O,X,X,X,X,O,X,X
SIOLZTJ,X,O,O,O,X,X,X,X,O,X,X
SIOLZJT,X,O,O,O,X,X,X,X,O,X,X
SIOJTLZ,X,X,X,O,X,X,X,X,O,X,X
SIOJTZL,X,X,X,O,X,O,O,X,O,X,X
SIOJLTZ,X,X,O,O,X,X,X,X,O,X,X
SIOJLZT,X,X,O,O,X,O,O,X,O,X,X
SIOJZTL,X,X,O,O,X,O,O,X,X,X,X
SIOJZLT,X,X,O,O,X,O,O,X,X,X,X
SIOZTLJ,X,O,O,O,X,X,X,X,X,X,X
SIOZTJL,X,O,O,O,X,O,O,X,X,X,X
SIOZLTJ,X,O,O,O,X,X,X,X,X,X,X
SIOZLJT,X,O,O,O,X,X,X,X,X,X,X
SIOZJTL,X,O,O,O,X,O,O,X,X,X,X
SIOZJLT,X,O,O,O,X,O,O,X,X,X,X
SLTIJZO,X,X,X,X,X,X,X,X,O,X,X
SLTIJOZ,X,O,O,X,X,X,X,X,O,X,X
SLTIZJO,X,O,X,X,X,X,X,X,O,X,X
SLTIZOJ,X,O,X,X,X,X,X,X,O,X,X
SLTIOJZ,X,O,O,X,X,X,X,X,O,X,X
SLTIOZJ,X,O,X,X,X,X,X,X,O,X,X
SLTJIZO,X,X,O,X,X,X,X,X,O,X,X
SLTJIOZ,X,O,O,X,X,X,X,X,O,X,X
SLTJZIO,X,O,O,X,X,X,X,X,O,X,X
SLTJZOI,X,O,O,X,X,X,X,X,O,X,X
SLTJOIZ,X,O,O,X,X,X,X,X,O,X,X
SLTJOZI,X,O,O,X,X,X,X,X,O,X,X
SLTZIJO,X,O,O,X,X,X,X,X,O,X,X
SLTZIOJ,X,O,O,X,X,X,X,X,O,X,X
SLTZJIO,X,O,O,X,X,X,X,X,O,X,X
SLTZJOI,X,O,O,X,X,X,X,X,O,X,X
SLTZOIJ,X,O,O,X,X,X,X,X,O,X,X
SLTZOJI,X,O,O,X,X,X,X,X,O,X,X
SLTOIJZ,X,O,O,X,X,X,X,X,O,X,X
SLTOIZJ,X,O,O,X,X,X,X,X,O,X,X
SLTOJIZ,X,O,O,X,X,X,X,X,O,X,X
SLTOJZI,X,O,O,X,X,X,X,X,O,X,X
SLTOZIJ,X,O,O,X,X,X,X,X,O,X,X
SLTOZJI,X,O,O,X,X,X,X,X,O,X,X
SLITJZO,X,X,X,O,X,X,X,X,O,X,X
SLITJOZ,X,X,O,O,X,X,X,X,O,X,X
SLITZJO,X,X,X,O,X,X,X,X,O,X,X
SLITZOJ,X,X,X,O,X,X,X,X,O,X,X
SLITOJZ,X,X,O,O,X,X,X,X,O,X,X
SLITOZJ,X,X,X,O,X,X,X,X,O,X,X
SLIJTZO,X,X,O,O,X,X,X,X,O,X,X
SLIJTOZ,X,X,O,O,X,X,X,X,O,X,X
SLIJZTO,X,X,O,O,X,X,X,X,X,X,X
SLIJZOT,X,X,O,O,X,X,X,X,O,X,X
SLIJOTZ,X,X,O,O,X,X,X,X,O,X,X
SLIJOZT,X,X,O,O,X,X,X,X,O,X,X
SLIZTJO,X,X,O,O,X,X,X,X,X,X,X
SLIZTOJ,X,O,O,O,X,X,X,X,X,X,X
SLIZJTO,X,O,O,O,X,X,X,X,X,X,X
SLIZJOT,X,O,O,O,X,X,X,X,O,X,X
SLIZOTJ,X,O,O,O,X,X,X,X,O,X,X
SLIZOJT,X,O,O,O,X,X,X,X,O,X,X
SLIOTJZ,X,X,O,O,X,X,X,X,O,X,X
SLIOTZJ,X,X,O,O,X,X,X,X,O,X,X
SLIOJTZ,X,X,O,O,X,X,X,X,O,X,X
SLIOJZT,X,X,O,O,X,X,X,X,O,X,X
SLIOZTJ,X,O,O,O,X,X,X,X,O,X,X
SLIOZJT,X,O,O,O,X,X,X,X,O,X,X
SLJTIZO,X,X,O,X,X,X,X,X,O,X,X
SLJTIOZ,X,X,O,X,X,X,X,X,O,X,X
SLJTZIO,X,X,O,X,X,X,X,X,O,X,X
SLJTZOI,X,X,O,X,X,X,X,X,O,X,X
SLJTOIZ,X,X,O,X,X,X,X,X,O,X,X
SLJTOZI,X,X,O,X,X,X,X,X,O,X,X
SLJITZO,X,X,O,O,X,X,X,X,O,X,X
SLJITOZ,X,X,O,O,X,X,X,X,O,X,X
SLJIZTO,O,O,O,O,X,X,O,X,X,X,X
SLJIZOT,O,O,O,O,X,X,O,X,O,X,X
SLJIOTZ,X,X,O,O,X,X,X,X,O,X,X
SLJIOZT,O,X,O,O,X,O,O,X,O,X,X
SLJZTIO,O,O,O,X,X,X,O,O,O,X,X
SLJZTOI,X,O,O,X,X,X,O,X,O,X,X
SLJZITO,O,O,O,X,X,X,O,O,X,X,X
SLJZIOT,O,O,O,X,X,X,O,O,O,X,X
SLJZOTI,X,O,O,X,X,X,O,X,O,X,X
SLJZOIT,O,O,O,X,X,X,O,O,O,X,X
SLJOTIZ,X,X,O,X,X,X,X,X,O,X,X
SLJOTZI,X,X,O,X,X,X,X,X,O,X,X
SLJOITZ,X,X,O,O,O,X,X,X,O,X,X
SLJOIZT,O,X,O,O,O,O,O,X,O,X,X
SLJOZTI,O,O,O,X,X,O,O,X,O,X,X
SLJOZIT,O,O,O,X,O,O,O,X,O,X,X
SLZTIJO,O,O,O,X,X,X,X,O,O,X,X
SLZTIOJ,O,O,O,X,X,X,X,O,O,X,X
SLZTJIO,O,O,O,X,X,X,O,O,O,X,X
SLZTJOI,X,O,O,X,X,X,O,X,O,X,X
SLZTOIJ,O,O,O,X,X,X,X,X,O,X,X
SLZTOJI,O,O,O,X,X,X,O,X,O,X,X
SLZITJO,O,O,O,X,X,X,X,O,X,X,X
SLZITOJ,O,O,O,X,X,X,X,O,X,X,X
SLZIJTO,O,O,O,X,X,X,X,O,X,X,X
SLZIJOT,O,O,O,X,X,X,X,O,O,X,X
SLZIOTJ,O,O,O,X,X,X,X,O,O,X,X
SLZIOJT,O,O,O,X,X,X,X,O,O,X,X
SLZJTIO,O,O,O,X,X,X,O,O,O,X,X
SLZJTOI,X,O,O,X,X,X,O,X,O,X,X
SLZJITO,O,O,O,X,X,X,O,O,X,X,X
SLZJIOT,O,O,O,X,X,X,O,O,O,X,X
SLZJOTI,O,O,O,X,X,X,O,X,O,X,X
SLZJOIT,O,O,O,X,X,X,O,O,O,X,X
SLZOTIJ,O,O,O,X,X,X,X,X,O,X,X
SLZOTJI,O,O,O,X,X,X,O,X,O,X,X
SLZOITJ,O,O,O,X,X,X,X,O,O,X,X
SLZOIJT,O,O,O,X,X,X,X,O,O,X,X
SLZOJTI,O,O,O,X,X,X,O,X,O,X,X
SLZOJIT,O,O,O,X,X,X,O,O,O,X,X
SLOTIJZ,X,O,O,X,X,X,X,X,O,X,X
SLOTIZJ,X,O,O,X,X,X,X,X,O,X,X
SLOTJIZ,X,O,O,X,X,X,X,X,O,X,X
SLOTJZI,X,O,O,X,X,X,X,X,O,X,X
SLOTZIJ,X,O,O,X,X,X,X,X,O,X,X
SLOTZJI,X,O,O,X,X,X,X,X,O,X,X
SLOITJZ,X,X,O,O,X,X,X,X,O,X,X
SLOITZJ,X,X,O,O,X,X,X,X,O,X,X
SLOIJTZ,X,X,O,O,X,X,X,X,O,X,X
SLOIJZT,X,X,O,O,X,X,X,X,O,X,X
SLOIZTJ,X,O,O,O,X,X,X,X,O,X,X
SLOIZJT,X,O,O,O,X,X,X,X,O,X,X
SLOJTIZ,X,X,O,X,X,X,X,X,O,X,X
SLOJTZI,X,X,O,X,X,X,X,X,O,X,X
SLOJITZ,X,X,O,O,O,X,X,X,O,X,X
SLOJIZT,O,X,O,O,O,O,O,X,O,X,X
SLOJZTI,O,O,O,X,X,O,O,X,O,X,X
SLOJZIT,O,O,O,X,O,O,O,X,O,X,X
SLOZTIJ,O,O,O,X,X,X,X,X,O,X,X
SLOZTJI,O,O,O,X,X,O,O,X,O,X,X
SLOZITJ,O,O,O,X,O,X,X,X,O,X,X
SLOZIJT,O,O,O,X,O,X,X,X,O,X,X
SLOZJTI,O,O,O,X,X,O,O,X,O,X,X
SLOZJIT,O,O,O,X,O,O,O,X,O,X,X
SJTILZO,O,O,X,O,X,X,X,O,O,X,X
SJTILOZ,O,O,X,O,X,X,X,X,O,X,X
SJTIZLO,O,O,X,O,X,X,O,O,O,O,X
SJTIZOL,O,O,X,O,X,X,O,O,O,O,O
SJTIOLZ,O,O,X,O,X,X,X,X,O,X,X
SJTIOZL,O,X,X,O,X,O,O,X,O,X,X
SJTLIZO,O,O,X,X,X,X,X,O,O,X,X
SJTLIOZ,O,O,X,X,X,X,X,X,O,X,X
SJTLZIO,O,O,X,X,X,X,X,O,O,X,X
SJTLZOI,O,O,X,X,X,X,X,O,O,X,X
SJTLOIZ,O,O,X,X,O,X,X,X,O,X,X
SJTLOZI,O,O,X,X,O,X,X,X,O,X,X
SJTZILO,O,O,X,X,X,X,O,O,O,O,X
SJTZIOL,O,O,X,X,X,X,O,O,O,O,O
SJTZLIO,O,O,X,X,X,X,O,O,O,O,X
SJTZLOI,O,O,X,X,X,X,O,O,O,O,X
SJTZOIL,O,O,X,X,X,X,O,O,O,O,O
SJTZOLI,O,O,X,X,X,X,O,O,O,O,O
SJTOILZ,O,O,X,O,O,X,X,X,O,X,X
SJTOIZL,O,X,X,O,O,O,O,X,O,X,X
SJTOLIZ,O,O,X,X,O,X,X,X,O,X,X
SJTOLZI,O,O,X,X,O,X,X,X,O,X,X
SJTOZIL,O,O,X,X,O,O,O,X,O,X,X
SJTOZLI,O,O,X,X,O,O,O,X,O,X,X
SJITLZO,O,O,X,O,X,X,X,X,O,X,X
SJITLOZ,O,X,X,O,X,X,X,X,O,X,X
SJITZLO,O,O,X,O,X,X,O,X,O,O,X
SJITZOL,O,O,X,O,X,X,O,X,O,O,O
SJITOLZ,O,X,X,O,X,X,X,X,O,X,X
SJITOZL,O,X,X,O,X,O,O,X,O,X,X
SJILTZO,X,X,O,O,X,X,X,X,O,X,X
SJILTOZ,X,X,O,O,X,X,X,X,O,X,X
SJILZTO,O,O,O,O,X,X,O,X,X,X,X
SJILZOT,O,O,O,O,X,X,O,X,O,X,X
SJILOTZ,X,X,O,O,X,X,X,X,O,X,X
SJILOZT,O,X,O,O,X,O,O,X,O,X,X
SJIZTLO,O,O,O,O,X,X,O,X,X,O,X
SJIZTOL,O,O,O,O,X,X,O,X,X,O,O
SJIZLTO,O,O,O,O,X,X,O,X,X,O,X
SJIZLOT,O,O,O,O,X,X,O,X,X,O,X
SJIZOTL,O,O,O,O,X,O,O,X,X,O,O
SJIZOLT,O,O,O,O,X,O,O,X,X,O,X
SJIOTLZ,O,X,X,O,X,X,X,X,O,X,X
SJIOTZL,O,X,X,O,X,O,O,X,O,X,X
SJIOLTZ,X,X,O,O,X,X,X,X,O,X,X
SJIOLZT,O,X,O,O,X,O,O,X,O,X,X
SJIOZTL,O,X,O,O,X,O,O,X,X,X,O
SJIOZLT,O,X,O,O,X,O,O,X,X,X,X
SJLTIZO,X,X,O,X,X,X,X,X,O,X,X
SJLTIOZ,X,X,O,X,X,X,X,X,O,X,X
SJLTZIO,X,X,O,X,X,X,X,X,O,X,X
SJLTZOI,X,X,O,X,X,X,X,X,O,X,X
SJLTOIZ,X,X,O,X,X,X,X,X,O,X,X
SJLTOZI,X,X,O,X,X,X,X,X,O,X,X
SJLITZO,X,X,O,O,X,X,X,X,O,X,X
SJLITOZ,X,X,O,O,X,X,X,X,O,X,X
SJLIZTO,O,O,O,O,X,X,O,X,X,X,X
SJLIZOT,O,O,O,O,X,X,O,X,O,X,X
SJLIOTZ,X,X,O,O,X,X,X,X,O,X,X
SJLIOZT,O,X,O,O,X,O,O,X,O,X,X
SJLZTIO,O,O,O,X,X,X,O,O,O,X,X
SJLZTOI,X,O,O,X,X,X,O,X,O,X,X
SJLZITO,O,O,O,X,X,X,O,O,X,X,X
SJLZIOT,O,O,O,X,X,X,O,O,O,X,X
SJLZOTI,X,O,O,X,X,X,O,X,O,X,X
SJLZOIT,O,O,O,X,X,X,O,O,O,X,X
SJLOTIZ,X,X,O,X,X,X,X,X,O,X,X
SJLOTZI,X,X,O,X,X,X,X,X,O,X,X
SJLOITZ,X,X,O,O,O,X,X,X,O,X,X
SJLOIZT,O,X,O,O,O,O,O,X,O,X,X
SJLOZTI,O,O,O,X,X,O,O,X,O,X,X
SJLOZIT,O,O,O,X,O,O,O,X,O,X,X
SJZTILO,O,O,O,X,X,X,O,O,O,O,X
SJZTIOL,O,O,O,X,X,X,O,O,O,O,O
SJZTLIO,O,O,O,X,X,X,O,O,O,O,X
SJZTLOI,O,O,O,X,X,X,O,O,O,O,X
SJZTOIL,O,O,O,X,X,X,O,O,O,O,O
SJZTOLI,O,O,O,X,X,X,O,O,O,O,O
SJZITLO,O,O,O,X,X,X,O,O,X,O,X
SJZITOL,O,O,O,X,X,X,O,O,X,O,O
SJZILTO,O,O,O,X,X,X,O,O,X,O,X
SJZILOT,O,O,O,X,X,X,O,O,X,O,X
SJZIOTL,O,O,O,X,X,O,O,O,X,O,O
SJZIOLT,O,O,O,X,X,O,O,O,X,O,X
SJZLTIO,O,O,O,X,X,X,O,O,O,O,X
SJZLTOI,O,O,O,X,X,X,O,O,O,O,X
SJZLITO,O,O,O,X,X,X,O,O,X,O,X
SJZLIOT,O,O,O,X,X,X,O,O,O,O,X
SJZLOTI,X,O,O,X,X,X,O,X,O,O,X
SJZLOIT,O,O,O,X,X,X,O,O,O,O,X
SJZOTIL,O,O,O,X,X,O,O,O,O,O,O
SJZOTLI,O,O,O,X,X,O,O,O,O,O,O
SJZOITL,O,O,O,X,X,O,O,O,X,O,O
SJZOILT,O,O,O,X,X,O,O,O,X,O,X
SJZOLTI,X,O,O,X,X,O,O,X,O,O,X
SJZOLIT,O,O,O,X,X,O,O,O,O,O,X
SJOTILZ,O,O,X,O,O,X,X,X,O,X,X
SJOTIZL,O,X,X,O,O,O,O,X,O,X,X
SJOTLIZ,O,O,X,X,O,X,X,X,O,X,X
SJOTLZI,O,O,X,X,O,X,X,X,O,X,X
SJOTZIL,O,O,X,X,O,O,O,X,O,X,X
SJOTZLI,O,O,X,X,O,O,O,X,O,X,X
SJOITLZ,O,X,X,O,O,X,X,X,O,X,X
SJOITZL,O,X,X,O,O,O,O,X,O,X,X
SJOILTZ,X,X,O,O,O,X,X,X,O,X,X
SJOILZT,O,X,O,O,O,O,O,X,O,X,X
SJOIZTL,O,X,O,O,O,O,O,X,X,X,O
SJOIZLT,O,X,O,O,O,O,O,X,X,X,X
SJOLTIZ,X,X,O,X,X,X,X,X,O,X,X
SJOLTZI,X,X,O,X,X,X,X,X,O,X,X
SJOLITZ,X,X,O,O,O,X,X,X,O,X,X
SJOLIZT,O,X,O,O,O,O,O,X,O,X,X
SJOLZTI,O,O,O,X,X,O,O,X,O,X,X
SJOLZIT,O,O,O,X,O,O,O,X,O,X,X
SJOZTIL,O,O,O,X,O,O,O,X,O,X,O
SJOZTLI,O,O,O,X,O,O,O,X,O,X,O
SJOZITL,O,O,O,X,O,O,O,X,X,X,O
SJOZILT,O,O,O,X,O,O,O,X,X,X,X
SJOZLTI,O,O,O,X,X,O,O,X,O,X,X
SJOZLIT,O,O,O,X,O,O,O,X,O,X,X
SZTILJO,O,O,O,X,X,X,X,O,O,O,X
SZTILOJ,O,O,O,X,X,X,X,O,O,X,X
SZTIJLO,O,O,O,X,X,X,O,O,O,O,X
SZTIJOL,O,O,O,X,X,X,O,O,O,O,X
SZTIOLJ,O,O,O,X,X,X,X,O,O,X,X
SZTIOJL,O,O,O,X,X,X,O,X,O,X,X
SZTLIJO,O,O,O,X,X,X,X,O,O,O,X
SZTLIOJ,O,O,O,X,X,X,X,O,O,X,X
SZTLJIO,O,O,O,X,X,X,O,O,O,O,X
SZTLJOI,O,O,O,X,X,X,O,O,O,O,X
SZTLOIJ,O,O,O,X,X,X,X,O,O,X,X
SZTLOJI,O,O,O,X,X,X,O,O,O,O,X
SZTJILO,O,O,O,X,X,X,O,O,O,O,X
SZTJIOL,O,O,O,X,X,X,O,O,O,O,O
SZTJLIO,O,O,O,X,X,X,O,O,O,O,X
SZTJLOI,O,O,O,X,X,X,O,O,O,O,X
SZTJOIL,O,O,O,X,X,X,O,O,O,O,O
SZTJOLI,O,O,O,X,X,X,O,O,O,O,O
SZTOILJ,O,O,O,X,X,X,X,O,O,X,X
SZTOIJL,O,O,O,X,X,X,O,X,O,X,X
SZTOLIJ,O,O,O,X,X,X,X,O,O,X,X
SZTOLJI,O,O,O,X,X,X,O,O,O,O,X
SZTOJIL,O,O,O,X,X,X,O,O,O,O,O
SZTOJLI,O,O,O,X,X,X,O,O,O,O,O
SZITLJO,O,O,O,X,X,X,X,O,X,O,X
SZITLOJ,O,O,O,X,X,X,X,O,X,X,X
SZITJLO,O,O,O,X,X,X,O,O,X,O,X
SZITJOL,O,O,O,X,X,X,O,O,X,O,X
SZITOLJ,O,O,O,X,X,X,X,O,X,X,X
SZITOJL,O,O,O,X,X,X,O,X,X,X,X
SZILTJO,O,O,O,X,X,X,X,O,X,O,X
SZILTOJ,O,O,O,X,X,X,X,O,X,X,X
SZILJTO,O,O,O,X,X,X,X,O,X,O,X
SZILJOT,O,O,O,X,X,X,X,O,X,O,X
SZILOTJ,O,O,O,X,X,X,X,O,X,X,X
SZILOJT,O,O,O,X,X,X,X,O,X,X,X
SZIJTLO,O,O,O,X,X,X,O,O,X,O,X
SZIJTOL,O,O,O,X,X,X,O,O,X,O,X
SZIJLTO,O,O,O,X,X,X,O,O,X,O,X
SZIJLOT,O,O,O,X,X,X,O,O,X,O,X
SZIJOTL,O,O,O,X,X,X,O,O,X,O,X
SZIJOLT,O,O,O,X,X,X,O,O,X,O,X
SZIOTLJ,O,O,O,X,X,X,X,O,X,X,X
SZIOTJL,O,O,O,X,X,X,O,X,X,X,X
SZIOLTJ,O,O,O,X,X,X,X,O,X,X,X
SZIOLJT,O,O,O,X,X,X,X,O,X,X,X
SZIOJTL,O,O,O,X,X,X,O,O,X,X,X
SZIOJLT,O,O,O,X,X,X,O,O,X,X,X
SZLTIJO,O,O,O,X,X,X,X,O,O,O,X
SZLTIOJ,O,O,O,X,X,X,X,O,O,X,X
SZLTJIO,O,O,O,X,X,X,O,O,O,O,X
SZLTJOI,O,O,O,X,X,X,O,O,O,O,X
SZLTOIJ,O,O,O,X,X,X,X,O,O,X,X
SZLTOJI,O,O,O,X,X,X,O,O,O,O,X
SZLITJO,O,O,O,X,X,X,X,O,X,O,X
SZLITOJ,O,O,O,X,X,X,X,O,X,X,X
SZLIJTO,O,O,O,X,X,X,X,O,X,O,X
SZLIJOT,O,O,O,X,X,X,X,O,O,O,X
SZLIOTJ,O,O,O,X,X,X,X,O,O,X,X
SZLIOJT,O,O,O,X,X,X,X,O,O,X,X
SZLJTIO,O,O,O,X,X,X,O,O,O,O,X
SZLJTOI,O,O,O,X,X,X,O,O,O,O,X
SZLJITO,O,O,O,X,X,X,O,O,X,O,X
SZLJIOT,O,O,O,X,X,X,O,O,O,O,X
SZLJOTI,O,O,O,X,X,X,O,X,O,O,X
SZLJOIT,O,O,O,X,X,X,O,O,O,O,X
SZLOTIJ,O,O,O,X,X,X,X,X,O,X,X
SZLOTJI,O,O,O,X,X,X,O,X,O,O,X
SZLOITJ,O,O,O,X,X,X,X,O,O,X,X
SZLOIJT,O,O,O,X,X,X,X,O,O,X,X
SZLOJTI,O,O,O,X,X,X,O,X,O,O,X
SZLOJIT,O,O,O,X,X,X,O,O,O,O,X
SZJTILO,O,O,O,X,X,X,O,O,O,O,X
SZJTIOL,O,O,O,X,X,X,O,O,O,O,O
SZJTLIO,O,O,O,X,X,X,O,O,O,O,X
SZJTLOI,O,O,O,X,X,X,O,O,O,O,X
SZJTOIL,O,O,O,X,X,X,O,O,O,O,O
SZJTOLI,O,O,O,X,X,X,O,O,O,O,O
SZJITLO,O,O,O,X,X,X,O,O,X,O,X
SZJITOL,O,O,O,X,X,X,O,O,X,O,O
SZJILTO,O,O,O,X,X,X,O,O,X,O,X
SZJILOT,O,O,O,X,X,X,O,O,X,O,X
SZJIOTL,O,O,O,X,X,O,O,O,X,O,O
SZJIOLT,O,O,O,X,X,O,O,O,X,O,X
SZJLTIO,O,O,O,X,X,X,O,O,O,O,X
SZJLTOI,O,O,O,X,X,X,O,O,O,O,X
SZJLITO,O,O,O,X,X,X,O,O,X,O,X
SZJLIOT,O,O,O,X,X,X,O,O,O,O,X
SZJLOTI,O,O,O,X,X,X,O,X,O,O,X
SZJLOIT,O,O,O,X,X,X,O,O,O,O,X
SZJOTIL,O,O,O,X,X,O,O,O,O,O,O
SZJOTLI,O,O,O,X,X,O,O,O,O,O,O
SZJOITL,O,O,O,X,X,O,O,O,X,O,O
SZJOILT,O,O,O,X,X,O,O,O,X,O,X
SZJOLTI,O,O,O,X,X,O,O,X,O,O,X
SZJOLIT,O,O,O,X,X,O,O,O,O,O,X
SZOTILJ,O,O,O,X,X,X,X,O,O,X,X
SZOTIJL,O,O,O,X,X,O,O,X,O,X,X
SZOTLIJ,O,O,O,X,X,X,X,O,O,X,X
SZOTLJI,O,O,O,X,X,O,O,O,O,O,X
SZOTJIL,O,O,O,X,X,O,O,O,O,O,O
SZOTJLI,O,O,O,X,X,O,O,O,O,O,O
SZOITLJ,O,O,O,X,X,X,X,O,X,X,X
SZOITJL,O,O,O,X,X,O,O,X,X,X,X
SZOILTJ,O,O,O,X,X,X,X,O,X,X,X
SZOILJT,O,O,O,X,X,X,X,O,X,X,X
SZOIJTL,O,O,O,X,X,O,O,O,X,X,X
SZOIJLT,O,O,O,X,X,O,O,O,X,X,X
SZOLTIJ,O,O,O,X,X,X,X,X,O,X,X
SZOLTJI,O,O,O,X,X,O,O,X,O,O,X
