sequence,v115@BhA8IeC8FeB8FeE8CeA8JeZEJvhFCgBGiBTjBXlBUs?BFtB,v115@BhA8IeC8FeB8FeE8CeA8JeTAJvhFRiBSoBOpB0kBFs?BXtB,v115@BhA8IeC8FeB8FeE8CeA8JeTAJvhFRiBSoB0kBOpBFs?BXtB,v115@BhA8IeC8FeB8FeE8CeA8JeZEJvhFqkBTgBXjBctBGs?BFsB,v115@BhA8IeC8FeB8FeE8CeA8JeTAJvhF6oB1pBRsBOpBft?BUsB,v115@BhA8IeC8FeB8FeE8CeA8Jex/IvhFOpBXlBSsBToBUs?BFtB
OJLZITS,X,X,X,O,X,X
OJLZIST,X,X,X,O,X,X
OJLZSTI,X,X,X,O,X,O
OJLZSIT,X,X,X,O,X,O
OJSTILZ,O,O,X,X,X,O
OJSTIZL,O,O,X,X,X,X
OJSTLIZ,O,O,X,X,X,O
OJSTLZI,O,O,X,X,X,O
OJSTZIL,O,O,X,X,X,X
OJSTZLI,O,O,X,X,X,X
OJSITLZ,O,O,X,X,X,O
OJSITZL,O,X,X,X,X,X
OJSILTZ,O,O,X,X,X,O
OJSILZT,O,O,O,X,X,O
OJSIZTL,O,X,X,X,X,X
OJSIZLT,O,O,O,X,X,O
OJSLTIZ,O,O,X,X,X,O
OJSLTZI,O,O,X,X,X,O
OJSLITZ,O,O,X,X,X,O
OJSLIZT,O,O,O,O,X,O
OJSLZTI,O,O,O,O,X,O
OJSLZIT,O,O,O,O,X,O
OJSZTIL,O,X,X,X,X,X
OJSZTLI,O,X,X,O,X,X
OJSZITL,O,X,X,X,X,X
OJSZILT,O,O,O,O,X,O
OJSZLTI,O,O,O,O,X,O
OJSZLIT,O,O,O,O,X,O
OJZTILS,O,O,O,X,X,X
OJZTISL,O,X,X,X,X,X
OJZTLIS,O,O,O,O,X,X
OJZTLSI,O,O,O,O,X,X
OJZTSIL,O,O,O,X,X,X
OJZTSLI,O,O,O,O,X,X
OJZITLS,O,X,X,X,X,X
OJZITSL,O,X,X,X,X,X
OJZILTS,X,X,X,O,X,X
OJZILST,X,X,X,O,X,X
OJZISTL,O,X,X,X,X,X
OJZISLT,O,X,X,O,X,X
OJZLTIS,X,X,X,O,X,X
OJZLTSI,X,X,X,O,X,X
OJZLITS,X,X,X,O,X,X
OJZLIST,X,X,X,O,X,X
OJZLSTI,X,X,X,O,X,O
OJZLSIT,X,X,X,O,X,O
OJZSTIL,O,X,X,X,X,X
OJZSTLI,O,X,X,O,X,X
OJZSITL,O,X,X,X,X,X
OJZSILT,O,O,O,O,X,O
OJZSLTI,O,O,O,O,X,O
OJZSLIT,O,O,O,O,X,O
OSTILJZ,O,O,O,X,O,X
OSTILZJ,O,O,O,X,O,X
OSTIJLZ,O,O,O,X,X,X
OSTIJZL,O,O,O,X,X,X
OSTIZLJ,O,O,O,X,X,X
OSTIZJL,O,O,O,X,X,X
OSTLIJZ,O,O,O,X,O,X
OSTLIZJ,O,O,O,X,O,X
OSTLJIZ,O,O,O,X,X,O
OSTLJZI,O,O,O,X,X,O
OSTLZIJ,O,O,O,X,X,X
OSTLZJI,O,O,O,X,X,X
OSTJILZ,O,O,O,X,X,O
OSTJIZL,O,O,O,X,X,X
OSTJLIZ,O,O,O,X,X,O
OSTJLZI,O,O,O,X,X,O
OSTJZIL,O,O,O,X,X,X
OSTJZLI,O,O,O,X,X,X
OSTZILJ,O,O,O,X,X,X
OSTZIJL,O,O,O,X,X,X
OSTZLIJ,O,O,O,X,X,X
OSTZLJI,O,O,O,X,X,X
OSTZJIL,O,O,O,X,X,X
OSTZJLI,O,O,O,X,X,X
OSITLJZ,O,O,X,X,O,X
OSITLZJ,O,X,O,X,O,X
OSITJLZ,O,O,X,X,X,X
OSITJZL,O,X,X,X,X,X
OSITZLJ,O,X,O,X,X,X
OSITZJL,O,X,X,X,X,X
OSILTJZ,O,O,X,X,O,X
OSILTZJ,O,X,O,X,O,X
OSILJTZ,O,O,X,X,X,O
OSILJZT,O,O,O,X,X,O
OSILZTJ,O,X,O,X,X,X
OSILZJT,O,O,O,X,X,X
OSIJTLZ,O,O,X,X,X,O
OSIJTZL,O,X,X,X,X,X
OSIJLTZ,O,O,X,X,X,O
OSIJLZT,O,O,O,X,X,O
OSIJZTL,O,X,X,X,X,X
OSIJZLT,O,O,O,X,X,O
OSIZTLJ,O,X,O,X,X,X
OSIZTJL,O,X,X,X,X,X
OSIZLTJ,O,X,O,X,X,X
OSIZLJT,O,O,O,X,X,X
OSIZJTL,O,X,X,X,X,X
OSIZJLT,O,O,O,X,X,X
OSLTIJZ,O,O,X,X,O,X
OSLTIZJ,O,X,O,X,O,X
OSLTJIZ,O,O,X,X,X,O
OSLTJZI,O,O,X,X,X,O
OSLTZIJ,O,X,O,X,X,X
OSLTZJI,O,X,O,X,X,X
OSLITJZ,O,O,X,X,O,X
OSLITZJ,O,X,O,X,O,X
OSLIJTZ,O,O,X,X,X,O
OSLIJZT,O,O,O,O,X,O
OSLIZTJ,O,X,O,O,X,X
OSLIZJT,O,O,O,O,X,X
OSLJTIZ,O,O,X,X,X,O
OSLJTZI,O,O,X,X,X,O
OSLJITZ,O,O,X,X,X,O
OSLJIZT,O,O,O,O,X,O
OSLJZTI,O,O,O,O,X,O
OSLJZIT,O,O,O,O,X,O
OSLZTIJ,O,X,O,O,X,X
OSLZTJI,O,X,O,X,X,X
OSLZITJ,O,X,O,O,X,X
OSLZIJT,O,O,O,O,X,X
OSLZJTI,O,O,O,O,X,O
OSLZJIT,O,O,O,O,X,O
OSJTILZ,O,O,X,X,X,O
OSJTIZL,O,O,X,X,X,X
OSJTLIZ,O,O,X,X,X,O
OSJTLZI,O,O,X,X,X,O
OSJTZIL,O,O,X,X,X,X
OSJTZLI,O,O,X,X,X,X
OSJITLZ,O,O,X,X,X,O
OSJITZL,O,X,X,X,X,X
OSJILTZ,O,O,X,X,X,O
OSJILZT,O,O,O,X,X,O
OSJIZTL,O,X,X,X,X,X
OSJIZLT,O,O,O,X,X,O
OSJLTIZ,O,O,X,X,X,O
OSJLTZI,O,O,X,X,X,O
OSJLITZ,O,O,X,X,X,O
OSJLIZT,O,O,O,O,X,O
OSJLZTI,O,O,O,O,X,O
OSJLZIT,O,O,O,O,X,O
OSJZTIL,O,X,X,X,X,X
OSJZTLI,O,X,X,O,X,X
OSJZITL,O,X,X,X,X,X
OSJZILT,O,O,O,O,X,O
OSJZLTI,O,O,O,O,X,O
OSJZLIT,O,O,O,O,X,O
OSZTILJ,O,X,O,X,X,X
OSZTIJL,O,X,O,X,X,X
OSZTLIJ,O,X,O,O,X,X
OSZTLJI,O,X,O,X,X,X
OSZTJIL,O,X,O,X,X,X
OSZTJLI,O,X,O,X,X,X
OSZITLJ,O,X,O,X,X,X
OSZITJL,O,X,X,X,X,X
OSZILTJ,O,X,O,O,X,X
OSZILJT,O,O,O,O,X,X
OSZIJTL,O,X,X,X,X,X
OSZIJLT,O,O,O,X,X,X
OSZLTIJ,O,X,O,O,X,X
OSZLTJI,O,X,O,X,X,X
OSZLITJ,O,X,O,O,X,X
OSZLIJT,O,O,O,O,X,X
OSZLJTI,O,O,O,O,X,O
OSZLJIT,O,O,O,O,X,O
OSZJTIL,O,X,X,X,X,X
OSZJTLI,O,X,X,O,X,X
OSZJITL,O,X,X,X,X,X
OSZJILT,O,O,O,O,X,O
OSZJLTI,O,O,O,O,X,O
OSZJLIT,O,O,O,O,X,O
OZTILJS,O,O,O,X,O,X
OZTILSJ,O,X,O,X,O,X
OZTIJLS,O,O,O,X,X,X
OZTIJSL,O,X,X,X,X,X
OZTISLJ,O,X,O,X,X,X
OZTISJL,O,X,O,X,X,X
OZTLIJS,O,O,O,O,O,X
OZTLISJ,O,X,O,O,O,X
OZTLJIS,O,O,O,O,X,X
OZTLJSI,O,O,O,O,X,X
OZTLSIJ,O,X,O,O,X,X
OZTLSJI,O,X,O,X,X,X
OZTJILS,O,O,O,X,X,X
OZTJISL,O,X,X,X,X,X
OZTJLIS,O,O,O,O,X,X
OZTJLSI,O,O,O,O,X,X
OZTJSIL,O,O,O,X,X,X
OZTJSLI,O,O,O,O,X,X
OZTSILJ,O,O,O,X,X,X
OZTSIJL,O,O,O,X,X,X
OZTSLIJ,O,O,O,O,X,X
OZTSLJI,O,O,O,X,X,X
OZTSJIL,O,O,O,X,X,X
OZTSJLI,O,O,O,X,X,X
OZITLJS,O,X,O,X,O,X
OZITLSJ,O,X,O,X,O,X
OZITJLS,O,X,O,X,X,X
OZITJSL,O,X,X,X,X,X
OZITSLJ,O,X,O,X,X,X
OZITSJL,O,X,O,X,X,X
OZILTJS,X,X,X,O,O,X
OZILTSJ,X,X,X,O,O,X
OZILJTS,X,X,X,O,X,X
OZILJST,X,X,X,O,X,X
OZILSTJ,X,X,X,O,X,X
OZILSJT,X,X,X,O,X,X
OZIJTLS,O,X,X,X,X,X
OZIJTSL,O,X,X,X,X,X
OZIJLTS,X,X,X,O,X,X
OZIJLST,X,X,X,O,X,X
OZIJSTL,O,X,X,X,X,X
OZIJSLT,O,X,X,O,X,X
OZISTLJ,O,X,O,X,X,X
OZISTJL,O,X,X,X,X,X
OZISLTJ,O,X,O,O,X,X
OZISLJT,O,X,O,O,X,X
OZISJTL,O,X,X,X,X,X
OZISJLT,O,X,O,X,X,X
OZLTIJS,X,X,O,O,O,X
OZLTISJ,X,X,O,O,O,X
OZLTJIS,X,X,O,O,X,X
OZLTJSI,X,X,O,O,X,X
OZLTSIJ,X,X,O,O,X,X
OZLTSJI,X,X,O,X,X,X
OZLITJS,X,X,X,O,O,X
OZLITSJ,X,X,X,O,O,X
OZLIJTS,X,X,X,O,X,X
OZLIJST,X,X,X,O,X,X
OZLISTJ,X,X,X,O,X,X
OZLISJT,X,X,X,O,X,X
OZLJTIS,X,X,X,O,X,X
OZLJTSI,X,X,X,O,X,X
OZLJITS,X,X,X,O,X,X
OZLJIST,X,X,X,O,X,X
OZLJSTI,X,X,X,O,X,O
OZLJSIT,X,X,X,O,X,O
OZLSTIJ,X,X,O,O,X,X
OZLSTJI,X,X,O,X,X,X
OZLSITJ,X,X,O,O,X,X
OZLSIJT,X,X,O,O,X,X
OZLSJTI,X,X,O,O,X,O
OZLSJIT,X,X,O,O,X,O
OZJTILS,O,O,O,X,X,X
OZJTISL,O,X,X,X,X,X
OZJTLIS,O,O,O,O,X,X
OZJTLSI,O,O,O,O,X,X
OZJTSIL,O,O,O,X,X,X
OZJTSLI,O,O,O,O,X,X
OZJITLS,O,X,X,X,X,X
OZJITSL,O,X,X,X,X,X
OZJILTS,X,X,X,O,X,X
OZJILST,X,X,X,O,X,X
OZJISTL,O,X,X,X,X,X
OZJISLT,O,X,X,O,X,X
OZJLTIS,X,X,X,O,X,X
OZJLTSI,X,X,X,O,X,X
OZJLITS,X,X,X,O,X,X
OZJLIST,X,X,X,O,X,X
OZJLSTI,X,X,X,O,X,O
OZJLSIT,X,X,X,O,X,O
OZJSTIL,O,X,X,X,X,X
OZJSTLI,O,X,X,O,X,X
OZJSITL,O,X,X,X,X,X
OZJSILT,O,O,O,O,X,O
OZJSLTI,O,O,O,O,X,O
OZJSLIT,O,O,O,O,X,O
OZSTILJ,O,X,O,X,X,X
OZSTIJL,O,X,O,X,X,X
OZSTLIJ,O,X,O,O,X,X
OZSTLJI,O,X,O,X,X,X
OZSTJIL,O,X,O,X,X,X
OZSTJLI,O,X,O,X,X,X
OZSITLJ,O,X,O,X,X,X
OZSITJL,O,X,X,X,X,X
OZSILTJ,O,X,O,O,X,X
OZSILJT,O,O,O,O,X,X
OZSIJTL,O,X,X,X,X,X
OZSIJLT,O,O,O,X,X,X
OZSLTIJ,O,X,O,O,X,X
OZSLTJI,O,X,O,X,X,X
OZSLITJ,O,X,O,O,X,X
OZSLIJT,O,O,O,O,X,X
OZSLJTI,O,O,O,O,X,O
OZSLJIT,O,O,O,O,X,O
OZSJTIL,O,X,X,X,X,X
OZSJTLI,O,X,X,O,X,X
OZSJITL,O,X,X,X,X,X
OZSJILT,O,O,O,O,X,O
OZSJLTI,O,O,O,O,X,O
OZSJLIT,O,O,O,O,X,O
