sequence,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFxgBmiB/pBarBFn?BTqB,v115@GhA8IeA8EeA8AeD8DeE8JeT/IvhFxgBmiB/qBarBFn?B0pB,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFlgBanBziB2pBXm?BRvB,v115@GhA8IeA8EeA8AeD8DeE8JeOEJvhF8kBanBziBFmB3l?BRvB,v115@GhA8IeA8EeA8AeD8DeE8Jex/IvhFXhBmiBypBFnBzq?B0pB,v115@GhA8IeA8EeA8AeD8DeE8JeUBJvhFRiB/pBFlBinBzq?BmpB,v115@GhA8IeA8EeA8AeD8DeE8JeT/IvhFRiB/qBFmBinB0p?BmqB,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFxgBmiB/pBFnBiq?BzqB,v115@GhA8IeA8EeA8AeD8DeE8Je2EJvhFRgBanBziB1qB0p?BXrB,v115@GhA8IeA8EeA8AeD8DeE8JeOEJvhF8kBRiBFmBinBXq?BzqB,v115@GhA8IeA8EeA8AeD8DeE8JeRCJvhFTkB/qBFmBinB0p?BmqB
JTSIZLO,O,O,O,X,X,X,X,O,X,X,X
JTSIZOL,O,O,O,X,O,X,X,O,X,X,X
JTSIOLZ,O,X,O,X,O,X,X,X,X,X,X
JTSIOZL,O,O,O,X,O,X,X,O,X,X,X
JTSLIZO,O,O,O,X,X,X,O,O,X,O,X
JTSLIOZ,O,O,O,X,O,X,X,O,X,X,O
JTSLZIO,O,O,O,X,X,X,O,O,X,O,X
JTSLZOI,O,O,O,X,X,X,O,O,X,O,X
JTSLOIZ,O,O,O,X,O,X,X,O,X,X,O
JTSLOZI,O,O,O,X,O,X,X,O,X,X,O
JTSZILO,O,O,O,X,X,X,X,O,X,O,X
JTSZIOL,O,O,O,X,O,X,X,O,X,X,X
JTSZLIO,O,O,O,X,X,X,O,O,X,O,X
JTSZLOI,O,O,O,X,X,X,O,O,X,O,X
JTSZOIL,O,O,O,X,O,X,X,O,X,X,X
JTSZOLI,O,O,O,X,O,X,O,O,X,O,X
JTSOILZ,O,X,O,X,O,X,X,X,X,X,X
JTSOIZL,O,O,O,X,O,X,X,O,X,X,X
JTSOLIZ,O,O,O,X,O,X,X,O,X,X,O
JTSOLZI,O,O,O,X,O,X,X,O,X,X,O
JTSOZIL,O,O,O,X,O,X,X,O,X,X,X
JTSOZLI,O,O,O,X,O,X,X,O,X,X,X
JTZILSO,O,O,X,X,X,X,X,O,X,X,X
JTZILOS,O,O,O,X,X,X,X,X,X,X,X
JTZISLO,O,O,X,X,X,X,X,O,X,X,X
JTZISOL,O,O,X,X,X,X,X,O,X,X,X
JTZIOLS,X,O,O,X,X,X,X,X,X,X,X
JTZIOSL,O,O,X,X,X,X,X,X,X,X,X
JTZLISO,O,O,O,X,X,X,X,O,X,X,X
JTZLIOS,O,O,O,X,X,X,X,X,X,X,X
JTZLSIO,O,O,O,X,X,X,X,O,X,X,X
JTZLSOI,O,O,O,X,X,X,X,O,X,X,X
JTZLOIS,O,O,O,X,O,X,X,X,X,X,X
JTZLOSI,O,O,O,X,O,X,X,X,X,X,X
JTZSILO,O,O,O,X,X,X,X,O,X,X,X
JTZSIOL,O,O,O,X,O,X,X,O,X,X,X
JTZSLIO,O,O,O,X,X,X,X,O,X,X,X
JTZSLOI,O,O,O,X,X,X,X,O,X,X,X
JTZSOIL,O,O,O,X,O,X,X,O,X,X,X
JTZSOLI,O,O,O,X,O,X,X,O,X,X,X
JTZOILS,X,O,O,X,X,X,X,X,X,X,X
JTZOISL,O,O,O,X,X,X,X,X,X,X,X
JTZOLIS,O,O,O,X,O,X,X,X,X,X,X
JTZOLSI,O,O,O,X,O,X,X,X,X,X,X
JTZOSIL,O,O,O,X,O,X,X,X,X,X,X
JTZOSLI,O,O,O,X,O,X,X,X,X,X,X
JTOILSZ,O,O,O,O,O,X,X,O,X,X,X
JTOILZS,O,X,O,O,O,X,X,X,X,X,X
JTOISLZ,O,X,O,O,O,X,X,X,X,X,X
JTOISZL,O,O,O,O,O,X,X,O,X,X,X
JTOIZLS,X,O,O,O,X,X,X,X,X,X,X
JTOIZSL,O,O,O,O,X,X,X,X,X,X,X
JTOLISZ,O,O,O,O,O,X,X,O,X,X,X
JTOLIZS,O,X,O,O,O,X,X,X,X,X,X
JTOLSIZ,O,O,O,X,O,X,X,O,X,X,X
JTOLSZI,O,O,O,X,O,X,X,O,X,X,X
JTOLZIS,O,X,O,X,O,X,X,X,X,X,X
JTOLZSI,O,X,O,X,O,X,X,X,X,X,X
JTOSILZ,O,X,O,X,O,X,X,X,X,X,X
JTOSIZL,O,O,O,X,O,X,X,O,X,X,X
JTOSLIZ,O,O,O,X,O,X,X,O,X,X,X
JTOSLZI,O,O,O,X,O,X,X,O,X,X,X
JTOSZIL,O,O,O,X,O,X,X,O,X,X,X
JTOSZLI,O,O,O,X,O,X,X,O,X,X,X
JTOZILS,X,O,O,X,X,X,X,X,X,X,X
JTOZISL,O,O,O,X,X,X,X,X,X,X,X
JTOZLIS,O,O,O,X,O,X,X,X,X,X,X
JTOZLSI,O,O,O,X,O,X,X,X,X,X,X
JTOZSIL,O,O,O,X,O,X,X,X,X,X,X
JTOZSLI,O,O,O,X,O,X,X,X,X,X,X
JITLSZO,X,X,O,O,X,X,X,X,X,X,X
JITLSOZ,X,X,O,O,X,X,X,X,X,X,X
JITLZSO,X,X,O,O,X,X,X,X,X,X,X
JITLZOS,X,X,O,O,X,X,X,X,X,X,X
JITLOSZ,X,X,O,O,X,X,X,X,X,X,X
JITLOZS,X,X,O,O,X,X,X,X,X,X,X
JITSLZO,X,X,O,O,X,X,X,X,X,X,X
JITSLOZ,X,X,O,O,X,X,X,X,X,X,X
JITSZLO,X,X,O,O,X,X,X,X,X,X,X
JITSZOL,X,X,O,O,X,X,X,X,X,X,X
JITSOLZ,X,X,O,O,X,X,X,X,X,X,X
JITSOZL,X,X,O,O,X,X,X,X,X,X,X
JITZLSO,X,X,O,O,X,X,X,X,X,X,X
JITZLOS,X,X,O,O,X,X,X,X,X,X,X
JITZSLO,X,X,O,O,X,X,X,X,X,X,X
JITZSOL,X,X,O,O,X,X,X,X,X,X,X
JITZOLS,X,X,O,O,X,X,X,X,X,X,X
JITZOSL,X,X,O,O,X,X,X,X,X,X,X
JITOLSZ,X,X,O,O,X,X,X,X,X,X,X
JITOLZS,X,X,O,O,X,X,X,X,X,X,X
JITOSLZ,X,X,O,O,X,X,X,X,X,X,X
JITOSZL,X,X,O,O,X,X,X,X,X,X,X
JITOZLS,X,X,O,O,X,X,X,X,X,X,X
JITOZSL,X,X,O,O,X,X,X,X,X,X,X
JILTSZO,O,O,O,O,X,X,X,X,X,X,X
JILTSOZ,X,X,O,O,X,X,X,X,X,X,X
JILTZSO,X,X,O,O,X,X,X,X,X,X,X
JILTZOS,X,X,O,O,X,X,X,X,X,X,X
JILTOSZ,O,X,O,O,X,X,X,X,X,X,X
JILTOZS,X,X,O,O,X,X,X,X,X,X,X
JILSTZO,O,O,O,O,X,X,X,X,X,X,X
JILSTOZ,X,X,O,O,X,X,X,X,X,X,X
JILSZTO,O,O,O,O,X,X,X,O,X,X,X
JILSZOT,O,O,O,O,X,X,X,O,X,X,X
JILSOTZ,O,X,O,O,X,X,X,X,X,X,X
JILSOZT,O,O,O,O,X,X,X,X,X,X,X
JILZTSO,X,X,O,O,X,X,X,X,X,X,X
JILZTOS,X,X,O,O,X,X,X,X,X,X,X
JILZSTO,O,O,O,O,X,X,X,X,X,X,X
JILZSOT,O,O,O,O,X,X,X,X,X,X,X
JILZOTS,X,X,O,O,X,X,X,X,X,X,X
JILZOST,O,X,O,O,X,X,X,X,X,X,X
JILOTSZ,O,X,O,O,O,X,X,X,X,X,X
JILOTZS,X,X,O,O,O,X,X,X,X,X,X
JILOSTZ,O,X,O,O,O,X,X,X,X,X,X
JILOSZT,O,O,O,O,O,X,X,X,X,X,X
JILOZTS,X,X,O,O,O,X,X,X,X,X,X
JILOZST,O,X,O,O,O,X,X,X,X,X,X
JISTLZO,X,X,O,O,X,X,X,X,X,X,X
JISTLOZ,X,X,O,O,X,X,X,X,X,X,X
JISTZLO,X,X,O,O,X,X,X,X,X,X,X
JISTZOL,X,O,O,O,X,X,X,X,X,X,X
JISTOLZ,X,X,O,O,X,X,X,X,X,X,X
JISTOZL,X,X,O,O,X,X,X,X,X,X,X
JISLTZO,O,O,O,O,X,X,X,X,X,X,X
JISLTOZ,X,X,O,O,X,X,X,X,X,X,X
JISLZTO,O,O,O,O,X,X,X,O,X,X,X
JISLZOT,O,O,O,O,X,X,X,O,X,X,X
JISLOTZ,X,X,O,O,X,X,X,X,X,X,X
JISLOZT,O,O,O,O,X,X,X,X,X,X,X
JISZTLO,O,X,O,O,X,X,X,O,X,X,X
JISZTOL,O,O,O,O,X,X,X,O,X,X,X
JISZLTO,O,O,O,O,X,X,X,O,X,X,X
JISZLOT,O,O,O,O,X,X,X,O,X,X,X
JISZOTL,O,O,O,O,X,X,X,O,X,X,X
JISZOLT,O,O,O,O,X,X,X,O,X,X,X
JISOTLZ,X,X,O,O,X,X,X,X,X,X,X
JISOTZL,X,X,O,O,X,X,X,X,X,X,X
JISOLTZ,O,X,O,O,X,X,X,X,X,X,X
JISOLZT,O,X,O,O,X,X,X,X,X,X,X
JISOZTL,O,O,O,O,X,X,X,X,X,X,X
JISOZLT,O,O,O,O,X,X,X,X,X,X,X
JIZTLSO,X,X,O,O,X,X,X,X,X,X,X
JIZTLOS,X,X,O,O,X,X,X,X,X,X,X
JIZTSLO,X,X,O,O,X,X,X,X,X,X,X
JIZTSOL,X,X,O,O,X,X,X,X,X,X,X
JIZTOLS,X,X,O,O,X,X,X,X,X,X,X
JIZTOSL,X,X,O,O,X,X,X,X,X,X,X
JIZLTSO,X,X,O,O,X,X,X,X,X,X,X
JIZLTOS,X,X,O,O,X,X,X,X,X,X,X
JIZLSTO,X,X,O,O,X,X,X,X,X,X,X
JIZLSOT,X,X,O,O,X,X,X,X,X,X,X
JIZLOTS,X,X,O,O,X,X,X,X,X,X,X
JIZLOST,X,X,O,O,X,X,X,X,X,X,X
JIZSTLO,X,X,O,O,X,X,X,X,X,X,X
JIZSTOL,X,O,O,O,X,X,X,X,X,X,X
JIZSLTO,X,O,O,O,X,X,X,X,X,X,X
JIZSLOT,X,O,O,O,X,X,X,X,X,X,X
JIZSOTL,X,O,O,O,X,X,X,X,X,X,X
JIZSOLT,X,O,O,O,X,X,X,X,X,X,X
JIZOTLS,X,X,O,O,X,X,X,X,X,X,X
JIZOTSL,X,X,O,O,X,X,X,X,X,X,X
JIZOLTS,X,X,O,O,X,X,X,X,X,X,X
JIZOLST,X,X,O,O,X,X,X,X,X,X,X
JIZOSTL,X,O,O,O,X,X,X,X,X,X,X
JIZOSLT,X,O,O,O,X,X,X,X,X,X,X
JIOTLSZ,X,X,O,O,X,X,X,X,X,X,X
JIOTLZS,X,X,O,O,X,X,X,X,X,X,X
JIOTSLZ,X,X,O,O,X,X,X,X,X,X,X
JIOTSZL,X,X,O,O,X,X,X,X,X,X,X
JIOTZLS,X,X,O,O,X,X,X,X,X,X,X
JIOTZSL,X,X,O,O,X,X,X,X,X,X,X
JIOLTSZ,O,X,O,O,O,X,X,X,X,X,X
JIOLTZS,X,X,O,O,O,X,X,X,X,X,X
JIOLSTZ,O,X,O,O,O,X,X,X,X,X,X
JIOLSZT,O,X,O,O,O,X,X,X,X,X,X
JIOLZTS,X,X,O,O,O,X,X,X,X,X,X
JIOLZST,O,X,O,O,O,X,X,X,X,X,X
JIOSTLZ,X,X,O,O,O,X,X,X,X,X,X
JIOSTZL,X,X,O,O,O,X,X,X,X,X,X
JIOSLTZ,O,X,O,O,O,X,X,X,X,X,X
JIOSLZT,O,X,O,O,O,X,X,X,X,X,X
JIOSZTL,O,X,O,O,O,X,X,X,X,X,X
JIOSZLT,O,X,O,O,O,X,X,X,X,X,X
JIOZTLS,X,X,O,O,X,X,X,X,X,X,X
JIOZTSL,X,X,O,O,X,X,X,X,X,X,X
JIOZLTS,X,X,O,O,X,X,X,X,X,X,X
JIOZLST,X,X,O,O,X,X,X,X,X,X,X
JIOZSTL,X,X,O,O,X,X,X,X,X,X,X
JIOZSLT,X,X,O,O,X,X,X,X,X,X,X
JLTISZO,O,O,O,O,X,X,O,O,X,O,X
JLTISOZ,O,O,O,O,X,X,X,O,X,X,O
JLTIZSO,O,O,O,O,X,X,X,O,X,X,X
JLTIZOS,O,X,O,O,X,X,X,X,X,X,X
JLTIOSZ,O,O,O,O,O,X,X,O,X,X,X
JLTIOZS,O,X,O,O,O,X,X,X,X,X,X
JLTSIZO,O,O,O,X,X,X,O,O,X,O,X
JLTSIOZ,O,O,O,X,X,X,X,O,X,X,O
JLTSZIO,O,O,O,X,X,X,O,O,X,O,X
JLTSZOI,O,O,O,X,X,X,O,O,X,O,X
JLTSOIZ,O,O,O,X,O,X,X,O,X,X,O
JLTSOZI,O,O,O,X,O,X,X,O,X,X,O
JLTZISO,O,O,O,X,X,X,X,O,X,X,X
JLTZIOS,O,X,O,X,X,X,X,X,X,X,X
JLTZSIO,O,O,O,X,X,X,X,O,X,X,X
JLTZSOI,O,O,O,X,X,X,X,O,X,X,X
JLTZOIS,O,X,O,X,O,X,X,X,X,X,X
JLTZOSI,O,X,O,X,O,X,X,X,X,X,X
JLTOISZ,O,O,O,O,O,X,X,O,X,X,X
JLTOIZS,O,X,O,O,O,X,X,X,X,X,X
JLTOSIZ,O,O,O,X,O,X,X,O,X,X,X
JLTOSZI,O,O,O,X,O,X,X,O,X,X,X
JLTOZIS,O,X,O,X,O,X,X,X,X,X,X
JLTOZSI,O,X,O,X,O,X,X,X,X,X,X
JLITSZO,O,O,O,O,X,X,O,X,X,O,X
JLITSOZ,O,O,O,O,X,X,X,X,X,X,O
JLITZSO,O,O,O,O,X,X,X,X,X,X,X
JLITZOS,O,X,O,O,X,X,X,X,X,X,X
JLITOSZ,O,O,O,O,X,X,X,X,X,X,X
JLITOZS,O,X,O,O,X,X,X,X,X,X,X
JLISTZO,O,O,O,O,X,X,O,X,X,O,X
JLISTOZ,O,O,O,O,X,X,X,X,X,X,O
JLISZTO,O,O,O,O,X,X,O,O,X,O,X
JLISZOT,O,O,O,O,X,X,O,O,X,O,X
JLISOTZ,O,X,O,O,X,O,X,X,X,X,O
JLISOZT,O,O,O,O,X,O,X,X,X,X,X
JLIZTSO,X,X,O,O,X,X,X,X,X,X,X
JLIZTOS,X,X,O,O,X,X,X,X,X,X,X
JLIZSTO,O,O,O,O,X,X,O,X,X,X,X
JLIZSOT,O,O,O,O,X,X,O,X,X,X,X
JLIZOTS,X,X,O,O,X,X,X,X,X,X,X
JLIZOST,O,X,O,O,X,O,O,X,X,X,X
JLIOTSZ,O,X,O,O,O,X,X,X,X,X,X
JLIOTZS,O,X,O,O,O,X,X,X,X,X,X
JLIOSTZ,O,X,O,O,O,O,X,X,X,X,O
JLIOSZT,O,O,O,O,O,O,X,X,X,X,X
JLIOZTS,X,X,O,O,O,X,X,X,X,X,X
JLIOZST,O,X,O,O,O,O,X,X,X,X,X
JLSTIZO,O,O,O,X,X,X,O,O,X,O,X
JLSTIOZ,O,O,O,X,X,X,X,O,X,X,O
JLSTZIO,O,O,O,X,X,X,O,O,X,O,X
JLSTZOI,O,O,O,X,X,X,O,O,X,O,X
JLSTOIZ,O,O,O,X,X,X,X,O,X,X,O
JLSTOZI,O,O,O,X,X,X,X,O,X,X,O
JLSITZO,O,O,O,O,X,X,O,X,X,O,X
JLSITOZ,O,O,O,O,X,X,X,X,X,X,O
JLSIZTO,O,O,O,O,X,X,O,O,X,O,X
JLSIZOT,O,O,O,O,X,X,O,O,X,O,X
JLSIOTZ,O,X,O,O,X,O,X,X,X,X,O
JLSIOZT,O,O,O,O,X,O,X,X,X,X,X
JLSZTIO,O,O,O,X,X,X,O,O,X,O,X
JLSZTOI,O,O,O,X,X,X,O,O,X,O,X
JLSZITO,O,O,O,X,X,X,O,O,X,O,X
JLSZIOT,O,O,O,X,X,X,O,O,X,O,X
JLSZOTI,O,O,O,X,X,X,O,X,X,O,X
JLSZOIT,O,O,O,X,X,X,O,O,X,O,X
JLSOTIZ,O,X,O,X,O,O,X,X,X,X,O
JLSOTZI,O,X,O,X,X,O,X,X,X,X,O
JLSOITZ,O,X,O,O,O,O,X,X,X,X,O
JLSOIZT,O,O,O,O,O,O,X,X,X,X,X
JLSOZTI,O,O,O,X,X,O,X,X,X,X,X
JLSOZIT,O,O,O,X,O,O,X,O,X,X,X
JLZTISO,X,X,O,X,X,X,X,X,O,X,X
JLZTIOS,X,X,O,X,X,X,X,X,O,X,X
JLZTSIO,X,X,O,X,X,X,X,X,O,X,X
JLZTSOI,X,X,O,X,X,X,X,X,O,X,X
JLZTOIS,X,X,O,X,X,X,X,X,O,X,X
JLZTOSI,X,X,O,X,X,X,X,X,O,X,X
JLZITSO,X,X,O,O,X,X,X,X,O,X,X
JLZITOS,X,X,O,O,X,X,X,X,O,X,X
JLZISTO,O,O,O,O,X,X,O,X,X,X,X
JLZISOT,O,O,O,O,X,X,O,X,O,X,X
JLZIOTS,X,X,O,O,X,X,X,X,O,X,X
JLZIOST,O,X,O,O,X,O,O,X,O,X,X
JLZSTIO,O,O,O,X,X,X,O,O,O,X,X
JLZSTOI,X,O,O,X,X,X,O,X,O,X,X
JLZSITO,O,O,O,X,X,X,O,O,X,X,X
JLZSIOT,O,O,O,X,X,X,O,O,O,X,X
JLZSOTI,X,O,O,X,X,X,O,X,O,X,X
JLZSOIT,O,O,O,X,X,X,O,O,O,X,X
JLZOTIS,X,X,O,X,X,X,X,X,O,X,X
JLZOTSI,X,X,O,X,X,X,X,X,O,X,X
JLZOITS,X,X,O,O,O,X,X,X,O,X,X
JLZOIST,O,X,O,O,O,O,O,X,O,X,X
JLZOSTI,O,O,O,X,X,O,O,X,O,X,X
JLZOSIT,O,O,O,X,O,O,O,X,O,X,X
JLOTISZ,O,X,O,O,O,X,X,X,X,X,X
JLOTIZS,O,X,O,O,O,X,X,X,X,X,X
JLOTSIZ,O,X,O,X,O,X,X,X,X,X,X
JLOTSZI,O,X,O,X,O,X,X,X,X,X,X
JLOTZIS,O,X,O,X,O,X,X,X,X,X,X
JLOTZSI,O,X,O,X,O,X,X,X,X,X,X
JLOITSZ,O,X,O,O,O,X,X,X,X,X,X
JLOITZS,O,X,O,O,O,X,X,X,X,X,X
JLOISTZ,O,X,O,O,O,O,X,X,X,X,O
JLOISZT,O,O,O,O,O,O,X,X,X,X,X
JLOIZTS,X,X,O,O,O,X,X,X,X,X,X
JLOIZST,O,X,O,O,O,O,X,X,X,X,X
JLOSTIZ,O,X,O,X,O,O,X,X,X,X,O
JLOSTZI,O,X,O,X,O,O,X,X,X,X,O
JLOSITZ,O,X,O,O,O,O,X,X,X,X,O
JLOSIZT,O,O,O,O,O,O,X,X,X,X,X
JLOSZTI,O,O,O,X,X,O,X,X,X,X,X
JLOSZIT,O,O,O,X,O,O,X,O,X,X,X
JLOZTIS,X,X,O,X,X,X,X,X,O,X,X
JLOZTSI,X,X,O,X,X,X,X,X,O,X,X
JLOZITS,X,X,O,O,O,X,X,X,O,X,X
JLOZIST,O,X,O,O,O,O,X,X,O,X,X
JLOZSTI,O,X,O,X,X,O,X,X,O,X,X
JLOZSIT,O,X,O,X,O,O,X,X,O,X,X
JSTILZO,O,O,O,X,X,X,X,O,X,X,X
JSTILOZ,O,O,O,X,X,X,X,O,X,X,X
JSTIZLO,O,O,O,X,X,X,X,O,X,X,X
JSTIZOL,O,O,O,X,X,X,X,O,X,X,X
JSTIOLZ,O,X,O,X,X,X,X,X,X,X,X
JSTIOZL,O,O,O,X,X,X,X,O,X,X,X
JSTLIZO,O,O,O,X,X,X,O,O,X,O,X
JSTLIOZ,O,O,O,X,X,X,X,O,X,X,O
JSTLZIO,O,O,O,X,X,X,O,O,X,O,X
JSTLZOI,O,O,O,X,X,X,O,O,X,O,X
JSTLOIZ,O,O,O,X,X,X,X,O,X,X,O
JSTLOZI,O,O,O,X,X,X,X,O,X,X,O
JSTZILO,O,O,O,X,X,X,X,O,X,O,X
JSTZIOL,O,O,O,X,X,X,X,O,X,X,X
JSTZLIO,O,O,O,X,X,X,O,O,X,O,X
JSTZLOI,O,O,O,X,X,X,O,O,X,O,X
JSTZOIL,O,O,O,X,X,X,X,O,X,X,X
JSTZOLI,O,O,O,X,X,X,O,O,X,O,X
JSTOILZ,O,X,O,X,X,X,X,X,X,X,X
JSTOIZL,O,O,O,X,X,X,X,O,X,X,X
JSTOLIZ,O,O,O,X,X,X,X,O,X,X,O
JSTOLZI,O,O,O,X,X,X,X,O,X,X,O
JSTOZIL,O,O,O,X,X,X,X,O,X,X,X
JSTOZLI,O,O,O,X,X,X,X,O,X,X,X
JSITLZO,X,O,O,O,X,X,X,X,X,X,X
JSITLOZ,X,X,O,O,X,X,X,X,X,X,X
JSITZLO,X,O,O,O,X,X,X,X,X,X,X
JSITZOL,X,O,O,O,X,X,X,X,X,X,X
JSITOLZ,X,X,O,O,X,X,X,X,X,X,X
JSITOZL,X,O,O,O,X,X,X,X,X,X,X
JSILTZO,O,O,O,O,X,X,X,X,X,X,X
JSILTOZ,X,X,O,O,X,X,X,X,X,X,X
JSILZTO,O,O,O,O,X,X,X,O,X,X,X
JSILZOT,O,O,O,O,X,X,X,O,X,X,X
JSILOTZ,X,X,O,O,X,X,X,X,X,X,X
JSILOZT,O,O,O,O,X,X,X,X,X,X,X
JSIZTLO,O,O,O,O,X,X,X,O,X,X,X
JSIZTOL,O,O,O,O,X,X,X,O,X,X,X
JSIZLTO,O,O,O,O,X,X,X,O,X,X,X
JSIZLOT,O,O,O,O,X,X,X,O,X,X,X
JSIZOTL,O,O,O,O,X,X,X,O,X,X,X
JSIZOLT,O,O,O,O,X,X,X,O,X,X,X
JSIOTLZ,X,X,O,O,X,X,X,X,X,X,X
JSIOTZL,X,X,O,O,X,X,X,X,X,X,X
JSIOLTZ,O,X,O,O,X,X,X,X,X,X,X
JSIOLZT,O,X,O,O,X,X,X,X,X,X,X
JSIOZTL,O,O,O,O,X,X,X,X,X,X,X
JSIOZLT,O,O,O,O,X,X,X,X,X,X,X
JSLTIZO,O,O,O,X,X,X,O,O,X,O,X
JSLTIOZ,O,O,O,X,X,X,X,O,X,X,O
JSLTZIO,O,O,O,X,X,X,O,O,X,O,X
JSLTZOI,O,O,O,X,X,X,O,O,X,O,X
JSLTOIZ,O,O,O,X,X,X,X,O,X,X,O
JSLTOZI,O,O,O,X,X,X,X,O,X,X,O
JSLITZO,O,O,O,O,X,X,O,X,X,O,X
JSLITOZ,O,O,O,O,X,X,X,X,X,X,O
JSLIZTO,O,O,O,O,X,X,O,O,X,O,X
JSLIZOT,O,O,O,O,X,X,O,O,X,O,X
JSLIOTZ,O,X,O,O,X,O,X,X,X,X,O
JSLIOZT,O,O,O,O,X,O,X,X,X,X,X
JSLZTIO,O,O,O,X,X,X,O,O,X,O,X
JSLZTOI,O,O,O,X,X,X,O,O,X,O,X
JSLZITO,O,O,O,X,X,X,O,O,X,O,X
JSLZIOT,O,O,O,X,X,X,O,O,X,O,X
JSLZOTI,O,O,O,X,X,X,O,X,X,O,X
JSLZOIT,O,O,O,X,X,X,O,O,X,O,X
JSLOTIZ,O,X,O,X,O,O,X,X,X,X,O
JSLOTZI,O,X,O,X,X,O,X,X,X,X,O
JSLOITZ,O,X,O,O,O,O,X,X,X,X,O
JSLOIZT,O,O,O,O,O,O,X,X,X,X,X
JSLOZTI,O,O,O,X,X,O,X,X,X,X,X
JSLOZIT,O,O,O,X,O,O,X,O,X,X,X
JSZTILO,O,O,O,X,X,X,X,O,X,O,X
JSZTIOL,O,O,O,X,X,X,X,O,X,X,X
JSZTLIO,O,O,O,X,X,X,O,O,X,O,X
JSZTLOI,O,O,O,X,X,X,O,O,X,O,X
JSZTOIL,O,O,O,X,X,X,X,O,X,X,X
JSZTOLI,O,O,O,X,X,X,O,O,X,O,X
JSZITLO,O,O,O,X,X,X,X,O,X,O,X
JSZITOL,O,O,O,X,X,X,X,O,X,X,X
JSZILTO,O,O,O,X,X,X,X,O,X,O,X
JSZILOT,O,O,O,X,X,X,X,O,X,O,X
JSZIOTL,O,O,O,X,X,X,X,O,X,X,X
JSZIOLT,O,O,O,X,X,X,X,O,X,X,X
JSZLTIO,O,O,O,X,X,X,O,O,X,O,X
JSZLTOI,O,O,O,X,X,X,O,O,X,O,X
JSZLITO,O,O,O,X,X,X,O,O,X,O,X
JSZLIOT,O,O,O,X,X,X,O,O,X,O,X
JSZLOTI,O,O,O,X,X,X,O,X,X,O,X
JSZLOIT,O,O,O,X,X,X,O,O,X,O,X
JSZOTIL,O,O,O,X,X,X,X,X,X,X,X
JSZOTLI,O,O,O,X,X,X,O,X,X,O,X
JSZOITL,O,O,O,X,X,X,X,O,X,X,X
JSZOILT,O,O,O,X,X,X,X,O,X,X,X
JSZOLTI,O,O,O,X,X,X,O,X,X,O,X
JSZOLIT,O,O,O,X,X,X,O,O,X,O,X
JSOTILZ,O,X,O,X,O,X,X,X,X,X,X
JSOTIZL,O,X,O,X,O,X,X,X,X,X,X
JSOTLIZ,O,X,O,X,O,O,X,X,X,X,O
JSOTLZI,O,X,O,X,X,O,X,X,X,X,O
JSOTZIL,O,X,O,X,X,X,X,X,X,X,X
JSOTZLI,O,X,O,X,X,O,X,X,X,X,X
JSOITLZ,X,X,O,O,O,X,X,X,X,X,X
JSOITZL,X,X,O,O,O,X,X,X,X,X,X
JSOILTZ,O,X,O,O,O,X,X,X,X,X,X
JSOILZT,O,X,O,O,O,X,X,X,X,X,X
JSOIZTL,O,O,O,O,O,X,X,X,X,X,X
JSOIZLT,O,O,O,O,O,X,X,X,X,X,X
JSOLTIZ,O,X,O,X,O,O,X,X,X,X,O
JSOLTZI,O,X,O,X,X,O,X,X,X,X,O
JSOLITZ,O,X,O,O,O,O,X,X,X,X,O
JSOLIZT,O,O,O,O,O,O,X,X,X,X,X
JSOLZTI,O,O,O,X,X,O,X,X,X,X,X
JSOLZIT,O,O,O,X,O,O,X,O,X,X,X
JSOZTIL,O,O,O,X,X,X,X,X,X,X,X
JSOZTLI,O,O,O,X,X,O,X,X,X,X,X
JSOZITL,O,O,O,X,O,X,X,O,X,X,X
JSOZILT,O,O,O,X,O,X,X,O,X,X,X
JSOZLTI,O,O,O,X,X,O,X,X,X,X,X
JSOZLIT,O,O,O,X,O,O,X,O,X,X,X
JZTILSO,X,X,X,X,X,X,X,X,O,X,X
JZTILOS,X,O,O,X,X,X,X,X,O,X,X
JZTISLO,X,O,X,X,X,X,X,X,O,X,X
JZTISOL,X,O,X,X,X,X,X,X,O,X,X
JZTIOLS,X,O,O,X,X,X,X,X,O,X,X
JZTIOSL,X,O,X,X,X,X,X,X,O,X,X
JZTLISO,X,X,O,X,X,X,X,X,O,X,X
JZTLIOS,X,O,O,X,X,X,X,X,O,X,X
JZTLSIO,X,O,O,X,X,X,X,X,O,X,X
JZTLSOI,X,O,O,X,X,X,X,X,O,X,X
JZTLOIS,X,O,O,X,X,X,X,X,O,X,X
JZTLOSI,X,O,O,X,X,X,X,X,O,X,X
JZTSILO,X,O,O,X,X,X,X,X,O,X,X
JZTSIOL,X,O,O,X,X,X,X,X,O,X,X
JZTSLIO,X,O,O,X,X,X,X,X,O,X,X
JZTSLOI,X,O,O,X,X,X,X,X,O,X,X
JZTSOIL,X,O,O,X,X,X,X,X,O,X,X
JZTSOLI,X,O,O,X,X,X,X,X,O,X,X
JZTOILS,X,O,O,X,X,X,X,X,O,X,X
JZTOISL,X,O,O,X,X,X,X,X,O,X,X
JZTOLIS,X,O,O,X,X,X,X,X,O,X,X
