sequence,v115@HhB8HeA8HeG8BeB8Jex/IvhFcnBTjBVqBGmBimB3sB,v115@HhB8HeA8HeG8BeB8Jex/IvhF3iBcoBVqBGmBimBTsB,v115@HhB8HeA8HeG8BeB8Jex/IvhF0hBSoBXlBVrBmnBTsB,v115@HhB8HeA8HeG8BeB8Jex/IvhF2mBliBcoBXlBSrBTsB,v115@HhB8HeA8HeG8BeB8Je/FJvhFamBumBxnB0kBFoBTsB,v115@HhB8HeA8HeG8BeB8JeRCJvhFSoBmlBzmB0kBllB3sB,v115@HhB8HeA8HeG8BeB8JeRCJvhFcoBmlBCnBlkB3lBTsB,v115@HhB8HeA8HeG8BeB8JeqGJvhFllBxnB0kBmlBXoBTsB
SZITOJL,O,O,O,O,X,X,X,X
SZILTJO,O,O,O,X,X,X,X,X
SZILTOJ,O,X,O,X,X,X,X,X
SZILJTO,X,X,X,X,O,X,O,X
SZILJOT,X,X,X,X,O,X,O,X
SZILOTJ,O,X,X,O,X,X,X,X
SZILOJT,X,X,X,O,X,X,X,X
SZIJTLO,O,O,X,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X,X
SZIJLTO,X,X,X,X,O,X,X,X
SZIJLOT,X,X,X,X,O,X,X,X
SZIJOTL,O,X,X,O,X,X,X,X
SZIJOLT,X,X,X,O,X,X,X,X
SZIOTLJ,O,O,X,O,X,X,X,X
SZIOTJL,O,O,X,O,X,X,X,X
SZIOLTJ,O,O,X,O,X,X,X,X
SZIOLJT,X,X,X,O,X,X,O,X
SZIOJTL,O,O,X,O,X,X,X,X
SZIOJLT,X,X,X,O,X,X,X,X
SZLTIJO,O,O,O,X,X,X,X,X
SZLTIOJ,O,X,O,X,X,X,X,X
SZLTJIO,O,O,O,X,X,X,X,X
SZLTJOI,O,O,O,X,X,X,X,X
SZLTOIJ,O,X,O,X,X,X,X,X
SZLTOJI,O,X,O,X,X,X,X,X
SZLITJO,O,O,O,X,X,X,X,X
SZLITOJ,O,X,O,X,X,X,X,X
SZLIJTO,X,X,X,X,O,X,O,X
SZLIJOT,X,X,X,X,O,X,O,X
SZLIOTJ,O,X,X,O,X,X,X,X
SZLIOJT,X,X,X,O,X,O,X,X
SZLJTIO,X,X,X,X,X,X,O,X
SZLJTOI,X,X,X,X,X,X,O,X
SZLJITO,X,X,X,X,O,X,O,X
SZLJIOT,X,X,X,X,O,X,O,X
SZLJOTI,X,X,X,X,X,O,O,X
SZLJOIT,X,X,X,X,O,O,O,X
SZLOTIJ,O,X,X,O,X,X,X,X
SZLOTJI,O,X,X,O,X,X,X,X
SZLOITJ,O,X,X,O,X,X,X,X
SZLOIJT,X,X,X,O,O,O,X,X
SZLOJTI,X,X,X,O,X,O,X,X
SZLOJIT,X,X,X,O,O,O,X,X
SZJTILO,O,O,X,X,X,X,X,X
SZJTIOL,O,O,X,X,X,X,X,X
SZJTLIO,O,O,X,X,X,X,X,X
SZJTLOI,O,O,X,X,X,X,X,X
SZJTOIL,O,O,X,X,X,X,X,X
SZJTOLI,O,O,X,X,X,X,X,X
SZJITLO,O,O,X,X,X,X,X,X
SZJITOL,O,O,X,X,X,X,X,X
SZJILTO,X,X,X,X,O,X,X,X
SZJILOT,X,X,X,X,O,X,X,X
SZJIOTL,O,X,X,O,X,X,X,X
SZJIOLT,X,X,X,O,X,X,X,X
SZJLTIO,X,X,X,X,X,X,O,X
SZJLTOI,X,X,X,X,X,X,O,X
SZJLITO,X,X,X,X,O,X,O,X
SZJLIOT,X,X,X,X,O,X,O,X
SZJLOTI,X,X,X,X,X,O,O,X
SZJLOIT,X,X,X,X,O,O,O,X
SZJOTIL,O,X,X,O,X,X,X,X
SZJOTLI,O,X,X,O,X,X,X,X
SZJOITL,O,X,X,O,X,X,X,X
SZJOILT,X,X,X,O,O,O,X,X
SZJOLTI,X,X,X,O,X,O,O,X
SZJOLIT,X,X,X,O,O,O,O,X
SZOTILJ,O,O,X,O,X,X,X,X
SZOTIJL,O,O,X,O,X,X,X,X
SZOTLIJ,O,O,X,O,X,X,X,X
SZOTLJI,O,O,X,O,X,X,X,X
SZOTJIL,O,O,X,O,X,X,X,X
SZOTJLI,O,O,X,O,X,X,X,X
SZOITLJ,O,O,X,O,X,X,X,X
SZOITJL,O,O,X,O,X,X,X,X
SZOILTJ,O,O,X,O,X,X,X,X
SZOILJT,X,X,X,O,O,O,O,X
SZOIJTL,O,O,X,O,X,X,X,X
SZOIJLT,X,X,X,O,O,O,X,X
SZOLTIJ,O,O,X,O,X,X,X,X
SZOLTJI,O,O,X,O,X,X,X,X
SZOLITJ,O,O,X,O,X,X,X,X
SZOLIJT,X,X,X,O,O,O,O,X
SZOLJTI,X,X,X,O,X,O,O,X
SZOLJIT,X,X,X,O,O,O,O,X
SZOJTIL,O,O,X,O,X,X,X,X
SZOJTLI,O,O,X,O,X,X,X,X
SZOJITL,O,O,X,O,X,X,X,X
SZOJILT,X,X,X,O,O,O,X,X
SZOJLTI,X,X,X,O,X,O,O,X
SZOJLIT,X,X,X,O,O,O,O,X
SOTILJZ,O,X,O,X,O,O,X,X
SOTILZJ,O,X,O,X,X,X,X,X
SOTIJLZ,O,X,O,X,O,O,X,X
SOTIJZL,O,O,O,O,X,X,X,X
SOTIZLJ,O,O,O,O,X,X,X,X
SOTIZJL,O,O,O,O,X,X,X,X
SOTLIJZ,O,X,O,X,O,O,X,X
SOTLIZJ,O,X,O,X,X,X,X,X
SOTLJIZ,O,X,O,X,O,O,X,X
SOTLJZI,O,X,O,X,X,O,X,X
SOTLZIJ,O,X,O,X,X,X,X,X
SOTLZJI,O,X,O,X,X,X,X,X
SOTJILZ,O,X,O,X,O,O,X,X
SOTJIZL,O,O,O,O,X,X,X,X
SOTJLIZ,O,X,O,X,O,O,X,X
SOTJLZI,O,X,O,X,X,O,X,X
SOTJZIL,O,O,O,O,X,X,X,X
SOTJZLI,O,O,O,O,X,X,X,X
SOTZILJ,O,O,O,O,X,X,X,X
SOTZIJL,O,O,O,O,X,X,X,X
SOTZLIJ,O,O,O,O,X,X,X,X
SOTZLJI,O,O,O,O,X,X,X,X
SOTZJIL,O,O,O,O,X,X,X,X
SOTZJLI,O,O,O,O,X,X,X,X
SOITLJZ,O,X,O,X,O,O,X,X
SOITLZJ,O,X,O,X,X,X,X,X
SOITJLZ,O,X,O,X,O,O,X,X
SOITJZL,O,O,O,O,X,X,X,X
SOITZLJ,O,O,O,O,X,X,X,X
SOITZJL,O,O,O,O,X,X,X,X
SOILTJZ,O,X,X,X,O,O,X,X
SOILTZJ,O,X,O,X,X,X,X,X
SOILJTZ,X,X,X,X,O,O,X,X
SOILJZT,X,X,X,O,O,O,X,X
SOILZTJ,O,X,X,O,X,X,X,X
SOILZJT,X,X,X,O,O,O,X,X
SOIJTLZ,O,X,X,X,O,O,X,X
SOIJTZL,O,X,X,O,X,X,X,X
SOIJLTZ,X,X,X,X,O,O,X,X
SOIJLZT,X,X,X,O,O,O,X,X
SOIJZTL,O,X,X,O,X,X,X,X
SOIJZLT,X,X,X,O,O,O,X,X
SOIZTLJ,O,O,X,O,X,X,X,X
SOIZTJL,O,O,X,O,X,X,X,X
SOIZLTJ,O,O,X,O,X,X,X,X
SOIZLJT,X,X,X,O,O,O,X,X
SOIZJTL,O,O,X,O,X,X,X,X
SOIZJLT,X,X,X,O,O,O,X,X
SOLTIJZ,O,X,O,X,O,O,X,X
SOLTIZJ,O,X,O,X,X,X,X,X
SOLTJIZ,O,X,O,X,O,O,X,X
SOLTJZI,O,X,O,X,X,O,X,X
SOLTZIJ,O,X,O,X,X,X,X,X
SOLTZJI,O,X,O,X,X,X,X,X
SOLITJZ,O,X,X,X,O,O,X,X
SOLITZJ,O,X,O,X,X,X,X,X
SOLIJTZ,X,X,X,X,O,O,X,X
SOLIJZT,X,X,X,O,O,O,X,X
SOLIZTJ,O,X,X,O,X,X,X,X
SOLIZJT,X,X,X,O,O,O,X,X
SOLJTIZ,X,X,X,X,O,O,X,X
SOLJTZI,X,X,X,X,X,O,X,X
SOLJITZ,X,X,X,X,O,O,X,X
SOLJIZT,X,X,X,O,O,O,X,X
SOLJZTI,X,X,X,O,X,O,O,X
SOLJZIT,X,X,X,O,O,O,O,X
SOLZTIJ,O,X,O,O,X,X,X,X
SOLZTJI,O,X,O,O,X,X,X,X
SOLZITJ,O,X,X,O,X,X,X,X
SOLZIJT,X,X,X,O,O,O,O,X
SOLZJTI,X,X,X,O,X,O,O,X
SOLZJIT,X,X,X,O,O,O,O,X
SOJTILZ,O,X,X,X,O,O,X,X
SOJTIZL,O,X,X,O,X,X,X,X
SOJTLIZ,O,X,X,X,O,O,X,X
SOJTLZI,O,X,X,X,X,O,X,X
SOJTZIL,O,X,X,O,X,X,X,X
SOJTZLI,O,X,X,O,X,X,X,X
SOJITLZ,O,X,X,X,O,O,X,X
SOJITZL,O,X,X,O,X,X,X,X
SOJILTZ,X,X,X,X,O,O,X,X
SOJILZT,X,X,X,O,O,O,X,X
SOJIZTL,O,X,X,O,X,X,X,X
SOJIZLT,X,X,X,O,O,O,X,X
SOJLTIZ,X,X,X,X,O,O,X,X
SOJLTZI,X,X,X,X,X,O,X,X
SOJLITZ,X,X,X,X,O,O,X,X
SOJLIZT,X,X,X,O,O,O,X,X
SOJLZTI,X,X,X,O,X,O,O,X
SOJLZIT,X,X,X,O,O,O,O,X
SOJZTIL,O,X,X,O,X,X,X,X
SOJZTLI,O,X,X,O,X,X,X,X
SOJZITL,O,X,X,O,X,X,X,X
SOJZILT,X,X,X,O,O,O,X,X
SOJZLTI,X,X,X,O,X,O,O,X
SOJZLIT,X,X,X,O,O,O,O,X
SOZTILJ,O,O,O,O,X,X,X,X
SOZTIJL,O,O,O,O,X,X,X,X
SOZTLIJ,O,O,O,O,X,X,X,X
SOZTLJI,O,O,O,O,X,X,X,X
SOZTJIL,O,O,O,O,X,X,X,X
SOZTJLI,O,O,O,O,X,X,X,X
SOZITLJ,O,O,X,O,X,X,X,X
SOZITJL,O,O,X,O,X,X,X,X
SOZILTJ,O,O,X,O,X,X,X,X
SOZILJT,X,X,X,O,O,O,O,X
SOZIJTL,O,O,X,O,X,X,X,X
SOZIJLT,X,X,X,O,O,O,X,X
SOZLTIJ,O,O,O,O,X,X,X,X
SOZLTJI,O,O,O,O,X,X,X,X
SOZLITJ,O,O,X,O,X,X,X,X
SOZLIJT,X,X,X,O,O,O,O,X
SOZLJTI,X,X,X,O,X,O,O,X
SOZLJIT,X,X,X,O,O,O,O,X
SOZJTIL,O,O,X,O,X,X,X,X
SOZJTLI,O,O,X,O,X,X,X,X
SOZJITL,O,O,X,O,X,X,X,X
SOZJILT,X,X,X,O,O,O,X,X
SOZJLTI,X,X,X,O,X,O,O,X
SOZJLIT,X,X,X,O,O,O,O,X
ZTILJSO,X,O,X,X,X,X,O,O
ZTILJOS,X,O,X,X,X,X,O,O
ZTILSJO,X,O,O,X,X,X,X,O
ZTILSOJ,X,X,O,X,X,X,X,O
ZTILOJS,X,O,X,X,X,X,X,O
ZTILOSJ,X,O,X,X,X,X,X,O
ZTIJLSO,X,O,X,X,X,X,X,X
ZTIJLOS,X,O,X,X,X,X,X,X
ZTIJSLO,O,O,X,X,X,X,X,X
ZTIJSOL,O,O,X,X,X,X,X,X
ZTIJOLS,X,O,X,X,X,X,X,X
ZTIJOSL,O,O,X,X,X,X,X,X
ZTISLJO,O,O,O,X,X,X,X,X
ZTISLOJ,O,X,O,X,X,X,X,X
ZTISJLO,O,O,O,X,X,X,X,X
ZTISJOL,O,O,X,X,X,X,X,X
ZTISOLJ,O,O,O,O,X,X,X,X
ZTISOJL,O,O,X,O,X,X,X,X
ZTIOLJS,X,O,X,X,X,X,O,X
ZTIOLSJ,X,O,X,O,X,X,X,X
ZTIOJLS,X,O,X,X,X,X,X,X
ZTIOJSL,O,O,X,O,X,X,X,X
ZTIOSLJ,O,O,X,O,X,X,X,X
ZTIOSJL,O,O,X,O,X,X,X,X
ZTLIJSO,X,O,X,X,X,X,O,O
ZTLIJOS,X,O,X,X,X,X,O,O
ZTLISJO,X,O,O,X,X,X,X,O
ZTLISOJ,X,X,O,X,X,X,X,O
ZTLIOJS,X,O,X,X,X,X,X,O
ZTLIOSJ,X,O,X,X,X,X,X,O
ZTLJISO,X,O,X,X,X,X,O,X
ZTLJIOS,X,O,X,X,X,X,O,X
ZTLJSIO,X,O,O,X,X,X,O,X
ZTLJSOI,X,O,O,X,X,X,O,X
ZTLJOIS,X,O,X,X,X,X,O,X
ZTLJOSI,X,O,X,X,X,X,O,X
ZTLSIJO,X,O,O,X,X,X,X,X
ZTLSIOJ,X,X,O,X,X,X,X,X
ZTLSJIO,X,O,O,X,X,X,X,X
ZTLSJOI,X,O,O,X,X,X,X,X
ZTLSOIJ,X,X,O,X,X,X,X,X
ZTLSOJI,X,X,O,X,X,X,X,X
ZTLOIJS,X,O,X,X,X,X,X,X
ZTLOISJ,X,O,X,X,X,X,X,X
ZTLOJIS,X,O,X,X,X,X,X,X
ZTLOJSI,X,O,X,X,X,X,X,X
ZTLOSIJ,X,O,O,X,X,X,X,X
ZTLOSJI,X,O,O,X,X,X,X,X
ZTJILSO,X,O,X,X,X,X,X,X
ZTJILOS,X,O,X,X,X,X,X,X
ZTJISLO,O,O,X,X,X,X,X,X
ZTJISOL,O,O,X,X,X,X,X,X
ZTJIOLS,X,O,X,X,X,X,X,X
ZTJIOSL,O,O,X,X,X,X,X,X
ZTJLISO,X,O,X,X,X,X,O,X
ZTJLIOS,X,O,X,X,X,X,O,X
ZTJLSIO,X,O,O,X,X,X,O,X
ZTJLSOI,X,O,O,X,X,X,O,X
ZTJLOIS,X,O,X,X,X,X,O,X
ZTJLOSI,X,O,X,X,X,X,O,X
ZTJSILO,O,O,O,X,X,X,X,X
ZTJSIOL,O,O,X,X,X,X,X,X
ZTJSLIO,O,O,O,X,X,X,X,X
ZTJSLOI,O,O,O,X,X,X,X,X
ZTJSOIL,O,O,X,X,X,X,X,X
ZTJSOLI,O,O,X,X,X,X,X,X
ZTJOILS,X,O,X,X,X,X,X,X
ZTJOISL,O,O,X,X,X,X,X,X
ZTJOLIS,X,O,X,X,X,X,O,X
ZTJOLSI,X,O,X,X,X,X,O,X
ZTJOSIL,O,O,X,X,X,X,X,X
ZTJOSLI,O,O,X,X,X,X,X,X
ZTSILJO,O,O,O,X,X,X,X,X
ZTSILOJ,O,X,O,X,X,X,X,X
ZTSIJLO,O,O,O,X,X,X,X,X
ZTSIJOL,O,O,X,X,X,X,X,X
ZTSIOLJ,O,O,O,O,X,X,X,X
ZTSIOJL,O,O,O,O,X,X,X,X
ZTSLIJO,O,O,O,X,X,X,X,X
ZTSLIOJ,O,X,O,X,X,X,X,X
ZTSLJIO,O,O,O,X,X,X,X,X
ZTSLJOI,O,O,O,X,X,X,X,X
ZTSLOIJ,O,X,O,X,X,X,X,X
ZTSLOJI,O,X,O,X,X,X,X,X
ZTSJILO,O,O,O,X,X,X,X,X
ZTSJIOL,O,O,X,X,X,X,X,X
ZTSJLIO,O,O,O,X,X,X,X,X
ZTSJLOI,O,O,O,X,X,X,X,X
ZTSJOIL,O,O,X,X,X,X,X,X
ZTSJOLI,O,O,X,X,X,X,X,X
ZTSOILJ,O,O,O,O,X,X,X,X
ZTSOIJL,O,O,O,O,X,X,X,X
ZTSOLIJ,O,O,O,O,X,X,X,X
ZTSOLJI,O,O,O,O,X,X,X,X
ZTSOJIL,O,O,O,O,X,X,X,X
ZTSOJLI,O,O,O,O,X,X,X,X
ZTOILJS,X,O,X,X,X,X,O,X
ZTOILSJ,X,O,O,O,X,X,X,X
ZTOIJLS,X,O,X,X,X,X,X,X
ZTOIJSL,O,O,X,O,X,X,X,X
ZTOISLJ,O,O,O,O,X,X,X,X
ZTOISJL,O,O,O,O,X,X,X,X
ZTOLIJS,X,O,X,X,X,X,O,X
ZTOLISJ,X,O,O,O,X,X,X,X
ZTOLJIS,X,O,X,X,X,X,O,X
ZTOLJSI,X,O,O,O,X,X,O,X
ZTOLSIJ,X,O,O,O,X,X,X,X
ZTOLSJI,X,O,O,O,X,X,X,X
ZTOJILS,X,O,X,X,X,X,X,X
ZTOJISL,O,O,X,O,X,X,X,X
ZTOJLIS,X,O,X,X,X,X,O,X
ZTOJLSI,X,O,O,O,X,X,O,X
ZTOJSIL,O,O,O,O,X,X,X,X
ZTOJSLI,O,O,O,O,X,X,X,X
ZTOSILJ,O,O,O,O,X,X,X,X
ZTOSIJL,O,O,O,O,X,X,X,X
ZTOSLIJ,O,O,O,O,X,X,X,X
ZTOSLJI,O,O,O,O,X,X,X,X
ZTOSJIL,O,O,O,O,X,X,X,X
ZTOSJLI,O,O,O,O,X,X,X,X
ZITLJSO,X,O,X,X,X,X,O,O
ZITLJOS,X,O,X,X,X,X,O,O
ZITLSJO,X,O,X,X,X,X,X,O
ZITLSOJ,X,X,X,X,X,X,X,O
ZITLOJS,X,O,X,X,X,X,X,O
ZITLOSJ,X,O,X,X,X,X,X,O
ZITJLSO,X,O,X,X,X,X,X,X
ZITJLOS,X,O,X,X,X,X,X,X
ZITJSLO,O,O,X,X,X,X,X,X
ZITJSOL,O,O,X,X,X,X,X,X
ZITJOLS,X,O,X,X,X,X,X,X
ZITJOSL,O,O,X,X,X,X,X,X
ZITSLJO,O,O,X,X,X,X,X,X
ZITSLOJ,O,X,X,X,X,X,X,X
ZITSJLO,O,O,X,X,X,X,X,X
ZITSJOL,O,O,X,X,X,X,X,X
ZITSOLJ,O,O,X,O,X,X,X,X
ZITSOJL,O,O,X,O,X,X,X,X
ZITOLJS,X,O,X,X,X,X,O,X
ZITOLSJ,X,O,X,O,X,X,X,X
ZITOJLS,X,O,X,X,X,X,X,X
ZITOJSL,O,O,X,O,X,X,X,X
ZITOSLJ,O,O,X,O,X,X,X,X
ZITOSJL,O,O,X,O,X,X,X,X
ZILTJSO,X,O,X,X,X,X,O,O
ZILTJOS,X,O,X,X,X,X,O,O
ZILTSJO,X,O,X,X,X,X,X,O
ZILTSOJ,X,X,X,X,X,X,X,O
ZILTOJS,X,O,X,X,X,X,X,O
ZILTOSJ,X,O,X,X,X,X,X,O
ZILJTSO,X,X,X,X,X,X,O,X
ZILJTOS,X,X,X,X,X,X,O,X
ZILJSTO,X,X,X,X,O,X,O,X
ZILJSOT,X,X,X,X,O,X,O,X
ZILJOTS,X,X,X,X,X,X,O,X
ZILJOST,X,X,X,X,X,X,O,X
ZILSTJO,X,O,O,X,X,X,X,X
ZILSTOJ,X,X,O,X,X,X,X,X
ZILSJTO,X,X,X,X,O,X,O,X
ZILSJOT,X,X,X,X,O,X,O,X
ZILSOTJ,X,X,X,O,X,X,X,X
ZILSOJT,X,X,X,O,X,X,X,X
ZILOTJS,X,O,X,X,X,X,O,X
ZILOTSJ,X,O,X,O,X,X,X,X
ZILOJTS,X,X,X,X,X,X,O,X
ZILOJST,X,X,X,X,X,X,O,X
ZILOSTJ,X,O,X,O,X,X,X,X
ZILOSJT,X,X,X,O,X,X,O,X
ZIJTLSO,X,O,X,X,X,X,X,X
ZIJTLOS,X,O,X,X,X,X,X,X
ZIJTSLO,X,O,X,X,X,X,X,X
ZIJTSOL,X,O,X,X,X,X,X,X
ZIJTOLS,X,O,X,X,X,X,X,X
ZIJTOSL,X,O,X,X,X,X,X,X
ZIJLTSO,X,X,X,X,X,X,O,X
ZIJLTOS,X,X,X,X,X,X,O,X
ZIJLSTO,X,X,X,X,O,X,O,X
ZIJLSOT,X,X,X,X,O,X,O,X
ZIJLOTS,X,X,X,X,X,X,O,X
ZIJLOST,X,X,X,X,X,X,O,X
ZIJSTLO,X,O,X,X,X,X,X,X
ZIJSTOL,X,O,X,X,X,X,X,X
ZIJSLTO,X,X,X,X,O,X,X,X
ZIJSLOT,X,X,X,X,O,X,X,X
ZIJSOTL,X,X,X,O,X,X,X,X
ZIJSOLT,X,X,X,O,X,X,X,X
ZIJOTLS,X,O,X,X,X,X,X,X
ZIJOTSL,X,O,X,O,X,X,X,X
ZIJOLTS,X,X,X,X,X,X,O,X
ZIJOLST,X,X,X,X,X,X,O,X
ZIJOSTL,X,O,X,O,X,X,X,X
ZIJOSLT,X,X,X,O,X,X,X,X
ZISTLJO,O,O,O,X,X,X,X,X
ZISTLOJ,O,X,O,X,X,X,X,X
ZISTJLO,O,O,O,X,X,X,X,X
ZISTJOL,O,O,X,X,X,X,X,X
ZISTOLJ,O,O,O,O,X,X,X,X
ZISTOJL,O,O,O,O,X,X,X,X
ZISLTJO,O,O,O,X,X,X,X,X
ZISLTOJ,O,X,O,X,X,X,X,X
ZISLJTO,X,X,X,X,O,X,O,X
ZISLJOT,X,X,X,X,O,X,O,X
ZISLOTJ,O,X,X,O,X,X,X,X
ZISLOJT,X,X,X,O,X,X,X,X
ZISJTLO,O,O,X,X,X,X,X,X
ZISJTOL,O,O,X,X,X,X,X,X
ZISJLTO,X,X,X,X,O,X,X,X
ZISJLOT,X,X,X,X,O,X,X,X
ZISJOTL,O,X,X,O,X,X,X,X
ZISJOLT,X,X,X,O,X,X,X,X
ZISOTLJ,O,O,X,O,X,X,X,X
ZISOTJL,O,O,X,O,X,X,X,X
ZISOLTJ,O,O,X,O,X,X,X,X
ZISOLJT,X,X,X,O,X,X,O,X
ZISOJTL,O,O,X,O,X,X,X,X
ZISOJLT,X,X,X,O,X,X,X,X
ZIOTLJS,X,O,X,X,X,X,O,X
ZIOTLSJ,X,O,X,O,X,X,X,X
ZIOTJLS,X,O,X,X,X,X,X,X
ZIOTJSL,O,O,X,O,X,X,X,X
ZIOTSLJ,O,O,X,O,X,X,X,X
ZIOTSJL,O,O,X,O,X,X,X,X
ZIOLTJS,X,O,X,X,X,X,O,X
ZIOLTSJ,X,O,X,O,X,X,X,X
ZIOLJTS,X,X,X,X,X,X,O,X
ZIOLJST,X,X,X,X,X,X,O,X
ZIOLSTJ,X,O,X,O,X,X,X,X
ZIOLSJT,X,X,X,O,X,X,O,X
ZIOJTLS,X,O,X,X,X,X,X,X
ZIOJTSL,X,O,X,O,X,X,X,X
ZIOJLTS,X,X,X,X,X,X,O,X
ZIOJLST,X,X,X,X,X,X,O,X
ZIOJSTL,X,O,X,O,X,X,X,X
ZIOJSLT,X,X,X,O,X,X,X,X
ZIOSTLJ,O,O,X,O,X,X,X,X
ZIOSTJL,O,O,X,O,X,X,X,X
ZIOSLTJ,O,O,X,O,X,X,X,X
ZIOSLJT,X,X,X,O,X,X,O,X
ZIOSJTL,O,O,X,O,X,X,X,X
ZIOSJLT,X,X,X,O,X,X,X,X
ZLTIJSO,X,O,X,X,X,X,O,O
ZLTIJOS,X,O,X,X,X,X,O,O
ZLTISJO,X,O,O,X,X,X,X,O
ZLTISOJ,X,X,O,X,X,X,X,O
ZLTIOJS,X,O,X,X,X,X,X,O
ZLTIOSJ,X,O,X,X,X,X,X,O
ZLTJISO,X,O,X,X,X,X,O,X
ZLTJIOS,X,O,X,X,X,X,O,X
ZLTJSIO,X,O,O,X,X,X,O,X
ZLTJSOI,X,O,O,X,X,X,O,X
ZLTJOIS,X,O,X,X,X,X,O,X
ZLTJOSI,X,O,X,X,X,X,O,X
ZLTSIJO,X,O,O,X,X,X,X,X
ZLTSIOJ,X,X,O,X,X,X,X,X
ZLTSJIO,X,O,O,X,X,X,X,X
ZLTSJOI,X,O,O,X,X,X,X,X
ZLTSOIJ,X,X,O,X,X,X,X,X
ZLTSOJI,X,X,O,X,X,X,X,X
ZLTOIJS,X,O,X,X,X,X,X,X
ZLTOISJ,X,O,X,X,X,X,X,X
ZLTOJIS,X,O,X,X,X,X,X,X
ZLTOJSI,X,O,X,X,X,X,X,X
ZLTOSIJ,X,O,O,X,X,X,X,X
ZLTOSJI,X,O,O,X,X,X,X,X
ZLITJSO,X,O,X,X,X,X,O,O
ZLITJOS,X,O,X,X,X,X,O,O
ZLITSJO,X,O,X,X,X,X,X,O
ZLITSOJ,X,X,X,X,X,X,X,O
ZLITOJS,X,O,X,X,X,X,X,O
ZLITOSJ,X,O,X,X,X,X,X,O
ZLIJTSO,X,X,X,X,X,X,O,X
ZLIJTOS,X,X,X,X,X,X,O,X
ZLIJSTO,X,X,X,X,O,X,O,X
ZLIJSOT,X,X,X,X,O,X,O,X
ZLIJOTS,X,X,X,X,X,X,O,X
ZLIJOST,X,X,X,X,X,X,O,X
ZLISTJO,X,O,O,X,X,X,X,X
ZLISTOJ,X,X,O,X,X,X,X,X
ZLISJTO,X,X,X,X,O,X,O,X
ZLISJOT,X,X,X,X,O,X,O,X
ZLISOTJ,X,X,X,O,X,X,X,X
ZLISOJT,X,X,X,O,X,O,X,X
ZLIOTJS,X,O,X,X,X,X,O,X
ZLIOTSJ,X,O,X,O,X,X,X,X
ZLIOJTS,X,X,X,X,X,O,O,X
ZLIOJST,X,X,X,X,X,O,O,X
ZLIOSTJ,X,O,X,O,X,X,X,X
ZLIOSJT,X,X,X,O,X,X,O,X
ZLJTISO,X,X,X,X,X,X,O,X
ZLJTIOS,X,X,X,X,X,X,O,X
ZLJTSIO,X,X,X,X,X,X,O,X
ZLJTSOI,X,X,X,X,X,X,O,X
ZLJTOIS,X,X,X,X,X,X,O,X
ZLJTOSI,X,X,X,X,X,X,O,X
ZLJITSO,X,X,X,X,X,X,O,X
ZLJITOS,X,X,X,X,X,X,O,X
ZLJISTO,X,X,X,X,O,X,O,X
ZLJISOT,X,X,X,X,O,X,O,X
ZLJIOTS,X,X,X,X,X,X,O,X
ZLJIOST,X,X,X,X,X,X,O,X
ZLJSTIO,X,X,X,X,X,X,O,X
ZLJSTOI,X,X,X,X,X,X,O,X
ZLJSITO,X,X,X,X,O,X,O,X
ZLJSIOT,X,X,X,X,O,X,O,X
ZLJSOTI,X,X,X,X,X,O,O,X
ZLJSOIT,X,X,X,X,O,O,O,X
ZLJOTIS,X,X,X,X,X,O,O,X
ZLJOTSI,X,X,X,X,X,O,O,X
ZLJOITS,X,X,X,X,X,O,O,X
ZLJOIST,X,X,X,X,O,O,O,X
ZLJOSTI,X,X,X,X,X,O,O,X
ZLJOSIT,X,X,X,X,O,O,O,X
ZLSTIJO,X,O,O,X,X,X,X,X
ZLSTIOJ,X,X,O,X,X,X,X,X
ZLSTJIO,X,O,O,X,X,X,X,X
ZLSTJOI,X,O,O,X,X,X,X,X
ZLSTOIJ,X,X,O,X,X,X,X,X
ZLSTOJI,X,X,O,X,X,X,X,X
ZLSITJO,X,O,O,X,X,X,X,X
ZLSITOJ,X,X,O,X,X,X,X,X
ZLSIJTO,X,X,X,X,O,X,O,X
ZLSIJOT,X,X,X,X,O,X,O,X
ZLSIOTJ,X,X,X,O,X,X,X,X
ZLSIOJT,X,X,X,O,X,O,X,X
ZLSJTIO,X,X,X,X,X,X,O,X
ZLSJTOI,X,X,X,X,X,X,O,X
ZLSJITO,X,X,X,X,O,X,O,X
ZLSJIOT,X,X,X,X,O,X,O,X
ZLSJOTI,X,X,X,X,X,O,O,X
ZLSJOIT,X,X,X,X,O,O,O,X
ZLSOTIJ,X,X,X,O,X,X,X,X
ZLSOTJI,X,X,X,O,X,X,X,X
ZLSOITJ,X,X,X,O,X,X,X,X
ZLSOIJT,X,X,X,O,O,O,X,X
ZLSOJTI,X,X,X,O,X,O,X,X
ZLSOJIT,X,X,X,O,O,O,X,X
ZLOTIJS,X,O,X,X,X,X,O,X
ZLOTISJ,X,O,X,O,X,X,X,X
ZLOTJIS,X,O,X,X,X,X,O,X
ZLOTJSI,X,O,X,O,X,X,O,X
ZLOTSIJ,X,O,X,O,X,X,X,X
ZLOTSJI,X,O,X,O,X,X,X,X
ZLOITJS,X,O,X,X,X,X,O,X
ZLOITSJ,X,O,X,O,X,X,X,X
ZLOIJTS,X,X,X,X,X,O,O,X
ZLOIJST,X,X,X,X,O,O,O,X
