sequence,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFCgBXhBVnB8pBGr?BTsB,v115@EhC8HeB8HeB8BeC8CeB8Je2EJvhFRgBUiB3lB1rBTp?BSxB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFzfBfmBlhB8rB+s?BCqB,v115@EhC8HeB8HeB8BeC8CeB8Jex/IvhF8lBzhBikB+sB3p?BlrB,v115@EhC8HeB8HeB8BeC8CeB8Jex/IvhFlhBOpB8pBzlBXn?BSxB,v115@EhC8HeB8HeB8BeC8CeB8Jei/IvhFRhBFlBXmB8rB+s?BTpB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFChBVnBupB/rBUl?BTsB,v115@EhC8HeB8HeB8BeC8CeB8JeXAJvhF8lBzhBlpBxrBOp?BSxB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFfmBlhBUlB6sBup?BzrB
LOTSIJZ,O,O,O,X,O,O,O,X,X
LOTSIZJ,O,O,X,X,O,X,O,X,O
LOTSJIZ,O,O,O,X,O,O,O,X,X
LOTSJZI,O,O,O,X,O,O,O,X,X
LOTSZIJ,O,O,X,X,O,X,O,X,O
LOTSZJI,O,O,X,X,O,X,O,X,X
LOTZIJS,O,O,X,X,O,O,X,X,X
LOTZISJ,O,O,X,X,O,X,X,X,X
LOTZJIS,O,O,X,X,O,O,X,X,X
LOTZJSI,O,O,X,X,O,O,X,X,X
LOTZSIJ,O,O,X,X,O,X,X,X,X
LOTZSJI,O,O,X,X,O,X,X,X,X
LOITJSZ,O,O,O,X,O,O,O,X,X
LOITJZS,O,O,O,X,O,O,X,X,X
LOITSJZ,O,O,O,X,O,O,O,X,X
LOITSZJ,O,O,X,X,O,X,O,X,O
LOITZJS,O,O,X,X,O,O,X,X,X
LOITZSJ,O,O,X,X,O,X,X,X,X
LOIJTSZ,O,O,O,X,O,O,O,X,X
LOIJTZS,O,O,O,X,O,O,X,X,X
LOIJSTZ,X,O,O,X,O,X,X,X,X
LOIJSZT,X,O,O,X,X,X,X,X,X
LOIJZTS,O,O,O,X,X,O,X,X,X
LOIJZST,O,O,O,X,X,O,X,X,X
LOISTJZ,X,X,O,X,O,X,X,X,X
LOISTZJ,X,X,X,X,O,X,X,X,O
LOISJTZ,X,X,O,X,O,X,X,X,X
LOISJZT,X,X,O,X,X,X,X,X,X
LOISZTJ,X,X,X,X,O,X,X,X,O
LOISZJT,X,X,O,X,O,X,X,X,X
LOIZTJS,O,O,X,X,O,X,X,X,X
LOIZTSJ,O,O,X,X,O,X,X,X,X
LOIZJTS,O,O,O,X,O,X,X,X,X
LOIZJST,O,O,O,X,O,X,X,X,X
LOIZSTJ,O,X,X,X,O,X,X,X,O
LOIZSJT,O,X,O,X,O,X,X,X,X
LOJTISZ,O,O,O,X,O,O,O,X,X
LOJTIZS,O,O,O,X,O,O,X,X,X
LOJTSIZ,O,O,O,X,X,O,O,X,X
LOJTSZI,O,O,O,X,X,O,O,X,X
LOJTZIS,O,O,O,X,O,O,X,X,X
LOJTZSI,O,O,O,X,O,O,X,X,X
LOJITSZ,O,O,O,X,O,O,O,X,X
LOJITZS,O,O,O,X,O,O,X,X,X
LOJISTZ,X,O,O,X,O,X,X,X,X
LOJISZT,X,O,O,X,X,X,X,X,X
LOJIZTS,O,O,O,X,X,O,X,X,X
LOJIZST,O,O,O,X,X,O,X,X,X
LOJSTIZ,X,O,O,X,O,O,X,X,X
LOJSTZI,X,O,O,X,O,O,X,X,X
LOJSITZ,X,O,O,X,O,X,X,X,X
LOJSIZT,X,O,O,X,X,X,X,X,X
LOJSZTI,X,O,O,X,O,O,X,X,X
LOJSZIT,X,O,O,X,O,O,X,X,X
LOJZTIS,O,O,O,X,O,O,X,X,X
LOJZTSI,O,O,O,X,O,O,X,X,X
LOJZITS,O,O,O,X,O,O,X,X,X
LOJZIST,O,O,O,X,O,O,X,X,X
LOJZSTI,O,O,O,X,O,O,X,X,X
LOJZSIT,O,O,O,X,O,O,X,X,X
LOSTIJZ,X,O,O,X,O,O,X,X,X
LOSTIZJ,X,O,X,X,O,X,X,X,O
LOSTJIZ,X,O,O,X,O,O,X,X,X
LOSTJZI,X,O,O,X,O,O,X,X,X
LOSTZIJ,X,O,X,X,O,X,X,X,O
LOSTZJI,X,O,X,X,O,X,X,X,X
LOSITJZ,X,O,O,X,O,X,X,X,X
LOSITZJ,X,O,X,X,O,X,X,X,O
LOSIJTZ,X,O,O,X,O,X,X,X,X
LOSIJZT,X,X,O,X,X,X,X,X,X
LOSIZTJ,X,X,X,X,O,X,X,X,O
LOSIZJT,X,X,O,X,O,X,X,X,X
LOSJTIZ,X,O,O,X,O,O,X,X,X
LOSJTZI,X,O,O,X,O,O,X,X,X
LOSJITZ,X,O,O,X,O,X,X,X,X
LOSJIZT,X,O,O,X,X,X,X,X,X
LOSJZTI,X,O,O,X,O,O,X,X,X
LOSJZIT,X,O,O,X,O,O,X,X,X
LOSZTIJ,X,O,X,X,O,X,X,X,O
LOSZTJI,X,O,X,X,O,X,X,X,X
LOSZITJ,X,X,X,X,O,X,X,X,O
LOSZIJT,X,X,O,X,O,X,X,X,X
LOSZJTI,X,O,O,X,O,X,X,X,X
LOSZJIT,X,O,O,X,O,X,X,X,X
LOZTIJS,O,O,X,X,O,O,X,X,X
LOZTISJ,O,O,X,X,O,X,X,X,X
LOZTJIS,O,O,X,X,O,O,X,X,X
LOZTJSI,O,O,X,X,O,O,X,X,X
LOZTSIJ,O,O,X,X,O,X,X,X,X
LOZTSJI,O,O,X,X,O,X,X,X,X
LOZITJS,O,O,X,X,O,X,X,X,X
LOZITSJ,O,O,X,X,O,X,X,X,X
LOZIJTS,O,O,O,X,O,X,X,X,X
LOZIJST,O,O,O,X,O,X,X,X,X
LOZISTJ,O,X,X,X,O,X,X,X,O
LOZISJT,O,X,O,X,O,X,X,X,X
LOZJTIS,O,O,O,X,O,O,X,X,X
LOZJTSI,O,O,O,X,O,O,X,X,X
LOZJITS,O,O,O,X,O,O,X,X,X
LOZJIST,O,O,O,X,O,O,X,X,X
LOZJSTI,O,O,O,X,O,O,X,X,X
LOZJSIT,O,O,O,X,O,O,X,X,X
LOZSTIJ,O,O,X,X,O,X,X,X,O
LOZSTJI,O,O,X,X,O,X,X,X,X
LOZSITJ,O,X,X,X,O,X,X,X,O
LOZSIJT,O,X,O,X,O,X,X,X,X
LOZSJTI,O,O,O,X,O,X,X,X,X
LOZSJIT,O,O,O,X,O,X,X,X,X
JTILSZO,O,X,O,X,X,O,X,X,X
JTILSOZ,X,X,O,X,X,X,X,X,X
JTILZSO,O,X,O,X,X,O,X,X,X
JTILZOS,O,X,O,X,X,O,X,X,X
JTILOSZ,X,X,O,X,X,X,X,X,X
JTILOZS,X,X,O,X,X,O,X,X,X
JTISLZO,O,X,O,O,X,O,O,X,X
JTISLOZ,X,X,O,O,X,X,O,X,X
JTISZLO,O,X,O,O,X,X,O,X,X
JTISZOL,O,X,O,O,X,X,X,X,X
JTISOLZ,X,X,X,O,X,X,O,X,X
JTISOZL,O,X,X,O,X,X,X,X,X
JTIZLSO,O,X,O,X,X,O,X,O,X
JTIZLOS,O,X,O,O,X,O,X,O,X
JTIZSLO,O,X,O,O,X,O,X,O,X
JTIZSOL,O,X,O,O,X,O,X,O,X
JTIZOLS,O,X,X,O,X,O,X,O,X
JTIZOSL,O,X,O,O,X,X,X,O,X
JTIOLSZ,X,X,X,X,X,X,O,X,X
JTIOLZS,X,X,X,X,X,O,X,X,X
JTIOSLZ,X,X,X,O,X,X,O,X,X
JTIOSZL,O,X,X,O,X,X,O,X,X
JTIOZLS,O,X,X,O,X,X,X,O,X
JTIOZSL,O,X,X,O,X,X,O,O,X
JTLISZO,O,X,O,X,X,O,X,X,X
JTLISOZ,X,X,O,X,X,X,X,X,X
JTLIZSO,O,X,O,X,X,O,X,X,X
JTLIZOS,O,X,O,X,X,O,X,X,X
JTLIOSZ,X,X,O,X,X,X,X,X,X
JTLIOZS,X,X,O,X,X,O,X,X,X
JTLSIZO,O,X,O,O,X,O,X,X,X
JTLSIOZ,X,X,O,O,X,X,X,X,X
JTLSZIO,O,X,O,O,X,O,X,X,X
JTLSZOI,O,X,O,O,X,O,X,X,X
JTLSOIZ,X,X,O,O,X,X,X,X,X
JTLSOZI,X,X,O,O,X,X,X,X,X
JTLZISO,O,X,O,X,X,O,X,X,X
JTLZIOS,O,X,O,O,X,O,X,X,X
JTLZSIO,O,X,O,O,X,O,X,X,X
JTLZSOI,O,X,O,O,X,O,X,X,X
JTLZOIS,O,X,O,O,X,O,X,X,X
JTLZOSI,O,X,O,O,X,O,X,X,X
JTLOISZ,X,X,O,X,X,X,X,X,X
JTLOIZS,X,X,O,X,X,O,X,X,X
JTLOSIZ,X,X,O,O,X,X,X,X,X
JTLOSZI,X,X,O,O,X,X,X,X,X
JTLOZIS,X,X,O,O,X,O,X,X,X
JTLOZSI,X,X,O,O,X,O,X,X,X
JTSILZO,O,O,O,O,X,O,O,X,X
JTSILOZ,X,X,O,O,X,X,O,X,X
JTSIZLO,O,O,O,O,X,X,O,X,X
JTSIZOL,O,O,O,O,X,X,X,X,X
JTSIOLZ,X,X,X,O,X,X,O,X,X
JTSIOZL,O,O,X,O,X,X,X,X,X
JTSLIZO,O,O,O,O,X,O,O,X,X
JTSLIOZ,X,X,O,O,X,X,O,X,X
JTSLZIO,O,O,O,O,X,O,O,X,X
JTSLZOI,O,X,O,O,X,O,X,X,X
JTSLOIZ,X,X,O,O,X,X,O,X,X
JTSLOZI,X,X,O,O,X,X,X,X,X
JTSZILO,O,O,O,O,X,O,O,O,X
JTSZIOL,O,O,O,O,X,O,X,O,X
JTSZLIO,O,O,O,O,X,O,O,X,X
JTSZLOI,O,X,O,O,X,O,X,X,X
JTSZOIL,O,O,O,O,X,O,X,X,X
JTSZOLI,O,O,O,O,X,O,X,X,X
JTSOILZ,X,O,X,O,X,X,O,X,X
JTSOIZL,O,O,X,O,X,X,X,X,X
JTSOLIZ,X,O,X,O,X,X,O,X,X
JTSOLZI,X,O,X,O,X,X,X,X,X
JTSOZIL,O,O,X,O,X,X,X,X,X
JTSOZLI,O,O,X,O,X,X,X,X,X
JTZILSO,O,X,O,X,X,O,X,O,X
JTZILOS,O,X,O,O,X,O,X,O,X
JTZISLO,O,X,O,O,X,O,X,O,X
JTZISOL,O,X,O,O,X,O,X,O,X
JTZIOLS,O,X,X,O,X,O,X,O,X
JTZIOSL,O,X,O,O,X,O,X,O,X
JTZLISO,O,X,O,X,X,O,X,X,X
JTZLIOS,O,X,O,O,X,O,X,X,X
JTZLSIO,O,X,O,O,X,O,X,X,X
JTZLSOI,O,X,O,O,X,O,X,X,X
JTZLOIS,O,X,O,O,X,O,X,X,X
JTZLOSI,O,X,O,O,X,O,X,X,X
JTZSILO,O,O,O,O,X,O,X,O,X
JTZSIOL,O,O,O,O,X,O,X,O,X
JTZSLIO,O,O,O,O,X,O,X,X,X
JTZSLOI,O,X,O,O,X,O,X,X,X
JTZSOIL,O,O,O,O,X,O,X,X,X
JTZSOLI,O,O,O,O,X,O,X,X,X
JTZOILS,O,O,X,O,X,O,X,X,X
JTZOISL,O,O,O,O,X,O,X,X,X
JTZOLIS,O,O,X,O,X,O,X,X,X
JTZOLSI,O,O,X,O,X,O,X,X,X
JTZOSIL,O,O,O,O,X,O,X,X,X
JTZOSLI,O,O,O,O,X,O,X,X,X
JTOILSZ,X,X,X,X,X,O,O,X,X
JTOILZS,X,O,X,X,X,O,X,X,X
JTOISLZ,X,O,X,O,X,O,O,X,X
JTOISZL,O,O,X,O,X,X,O,X,X
JTOIZLS,O,O,X,O,X,O,X,X,X
JTOIZSL,O,O,X,O,X,O,O,X,X
JTOLISZ,X,X,X,X,X,O,O,X,X
JTOLIZS,X,O,X,X,X,O,X,X,X
JTOLSIZ,X,O,X,O,X,O,O,X,X
JTOLSZI,X,O,X,O,X,O,O,X,X
JTOLZIS,X,O,X,O,X,O,X,X,X
JTOLZSI,X,O,X,O,X,O,X,X,X
JTOSILZ,X,O,X,O,X,O,O,X,X
JTOSIZL,O,O,X,O,X,X,O,X,X
JTOSLIZ,X,O,X,O,X,O,O,X,X
JTOSLZI,X,O,X,O,X,O,O,X,X
JTOSZIL,O,O,X,O,X,O,O,X,X
JTOSZLI,O,O,X,O,X,O,O,X,X
JTOZILS,O,O,X,O,X,O,X,X,X
JTOZISL,O,O,X,O,X,O,O,X,X
JTOZLIS,O,O,X,O,X,O,X,X,X
JTOZLSI,O,O,X,O,X,O,X,X,X
JTOZSIL,O,O,X,O,X,O,O,X,X
JTOZSLI,O,O,X,O,X,O,O,X,X
JITLSZO,O,X,O,X,X,O,X,X,X
JITLSOZ,X,X,O,X,X,X,X,X,X
JITLZSO,O,X,O,X,X,O,X,X,X
JITLZOS,O,X,O,X,X,O,X,X,X
JITLOSZ,X,X,O,X,X,X,X,X,X
JITLOZS,X,X,O,X,X,O,X,X,X
JITSLZO,O,X,O,O,X,O,O,X,X
JITSLOZ,X,X,O,O,X,X,O,X,X
JITSZLO,O,X,O,O,X,X,O,X,X
JITSZOL,O,X,O,O,X,X,X,X,X
JITSOLZ,X,X,X,O,X,X,O,X,X
JITSOZL,O,X,X,O,X,X,X,X,X
JITZLSO,O,X,O,X,X,O,X,O,X
JITZLOS,O,X,O,O,X,O,X,O,X
JITZSLO,O,X,O,O,X,O,X,O,X
JITZSOL,O,X,O,O,X,O,X,O,X
JITZOLS,O,X,X,O,X,O,X,O,X
JITZOSL,O,X,O,O,X,X,X,O,X
JITOLSZ,X,X,X,X,X,X,O,X,X
JITOLZS,X,X,X,X,X,O,X,X,X
JITOSLZ,X,X,X,O,X,X,O,X,X
JITOSZL,O,X,X,O,X,X,O,X,X
JITOZLS,O,X,X,O,X,X,X,O,X
JITOZSL,O,X,X,O,X,X,O,O,X
JILTSZO,O,X,O,X,X,X,X,X,O
JILTSOZ,X,X,O,X,X,X,X,X,X
JILTZSO,O,X,O,X,X,X,X,X,X
JILTZOS,O,X,O,X,X,X,X,X,X
JILTOSZ,X,X,O,X,X,X,X,X,X
JILTOZS,X,X,O,X,X,X,X,X,X
JILSTZO,X,X,O,X,X,X,O,X,O
JILSTOZ,X,X,O,X,X,X,O,X,X
JILSZTO,X,X,O,X,X,X,X,X,O
JILSZOT,X,X,O,X,X,X,X,X,X
JILSOTZ,X,X,O,X,X,X,X,X,X
JILSOZT,X,X,O,X,X,X,X,X,X
JILZTSO,O,X,O,X,X,X,X,X,X
JILZTOS,O,X,O,X,X,X,X,X,X
JILZSTO,O,X,O,X,X,X,X,X,O
JILZSOT,X,X,O,X,X,X,X,X,X
JILZOTS,O,X,O,X,X,X,X,X,X
JILZOST,X,X,O,X,X,X,X,X,X
JILOTSZ,X,X,O,X,X,X,O,X,X
JILOTZS,X,X,O,X,X,X,X,X,X
JILOSTZ,X,X,O,X,X,X,X,X,X
JILOSZT,X,X,O,X,X,X,X,X,X
JILOZTS,X,X,O,X,X,X,X,X,X
JILOZST,X,X,O,X,X,X,X,X,X
JISTLZO,O,X,O,O,X,X,O,X,X
JISTLOZ,X,X,O,O,X,X,O,X,X
JISTZLO,O,X,O,O,X,X,O,X,X
JISTZOL,O,X,O,O,X,X,X,X,X
JISTOLZ,X,X,X,O,X,X,O,X,X
JISTOZL,O,X,X,O,X,X,X,X,X
JISLTZO,X,X,O,O,X,X,O,X,O
JISLTOZ,X,X,O,O,X,X,O,X,X
JISLZTO,X,X,O,O,X,X,X,X,O
JISLZOT,X,X,O,O,X,X,X,X,X
JISLOTZ,X,X,O,X,X,X,X,X,X
JISLOZT,X,X,O,O,X,X,X,X,X
JISZTLO,O,X,O,O,X,X,O,X,X
JISZTOL,O,X,O,O,X,X,X,X,X
JISZLTO,O,X,O,O,X,X,X,X,O
JISZLOT,X,X,O,O,X,X,X,X,X
JISZOTL,X,X,O,O,X,X,X,X,X
JISZOLT,X,X,O,X,X,X,X,X,X
JISOTLZ,X,X,X,X,X,X,O,X,X
JISOTZL,X,X,X,X,X,X,O,X,X
JISOLTZ,X,X,O,X,X,X,X,X,X
JISOLZT,X,X,O,X,X,X,X,X,X
JISOZTL,X,X,O,X,X,X,X,X,X
JISOZLT,X,X,O,X,X,X,X,X,X
JIZTLSO,O,X,O,X,X,O,X,O,X
JIZTLOS,O,X,O,O,X,O,X,O,X
JIZTSLO,O,X,O,O,X,O,X,O,X
JIZTSOL,O,X,O,O,X,O,X,O,X
JIZTOLS,O,X,X,O,X,O,X,O,X
JIZTOSL,O,X,O,O,X,O,X,O,X
JIZLTSO,O,X,O,X,X,O,X,X,X
JIZLTOS,O,X,O,O,X,O,X,X,X
JIZLSTO,O,X,O,X,X,O,X,X,O
JIZLSOT,X,X,O,X,X,O,X,X,X
JIZLOTS,O,X,O,X,X,O,X,X,X
JIZLOST,O,X,O,X,X,O,X,X,X
JIZSTLO,O,X,O,O,X,O,O,X,X
JIZSTOL,O,X,O,O,X,O,X,X,X
JIZSLTO,O,X,O,O,X,O,X,X,O
JIZSLOT,X,X,O,O,X,O,X,X,X
JIZSOTL,X,X,O,O,X,O,X,X,X
JIZSOLT,X,X,O,X,X,O,X,X,X
JIZOTLS,O,X,X,O,X,O,X,O,X
JIZOTSL,O,X,O,O,X,O,O,O,X
JIZOLTS,O,X,O,X,X,O,X,X,X
JIZOLST,O,X,O,X,X,O,X,X,X
JIZOSTL,O,X,O,X,X,O,X,X,X
JIZOSLT,O,X,O,X,X,O,X,X,X
JIOTLSZ,O,X,X,X,X,O,O,X,X
JIOTLZS,O,X,X,X,X,O,X,X,X
JIOTSLZ,O,X,X,X,X,O,O,X,X
JIOTSZL,O,X,X,X,X,X,O,X,X
JIOTZLS,O,X,X,X,X,O,X,O,X
JIOTZSL,O,X,X,X,X,O,O,O,X
JIOLTSZ,O,X,O,X,X,O,O,X,X
JIOLTZS,O,X,O,X,X,O,X,X,X
JIOLSTZ,X,X,O,X,X,X,X,X,X
JIOLSZT,X,X,O,X,X,X,X,X,X
JIOLZTS,O,X,O,X,X,O,X,X,X
JIOLZST,O,X,O,X,X,O,X,X,X
JIOSTLZ,O,X,X,X,X,X,O,X,X
JIOSTZL,O,X,X,X,X,X,O,X,X
JIOSLTZ,X,X,O,X,X,X,X,X,X
JIOSLZT,X,X,O,X,X,X,X,X,X
JIOSZTL,O,X,O,X,X,X,X,X,X
JIOSZLT,O,X,O,X,X,X,X,X,X
JIOZTLS,O,X,X,X,X,O,X,O,X
JIOZTSL,O,X,O,X,X,O,O,O,X
JIOZLTS,O,X,O,X,X,O,X,X,X
JIOZLST,O,X,O,X,X,O,X,X,X
JIOZSTL,O,X,O,X,X,O,X,X,X
JIOZSLT,O,X,O,X,X,O,X,X,X
JLTISZO,O,X,O,X,X,O,X,X,O
JLTISOZ,X,X,O,X,X,X,X,X,X
JLTIZSO,O,X,O,X,X,O,X,X,X
JLTIZOS,O,X,O,X,X,O,X,X,X
JLTIOSZ,X,X,O,X,X,X,X,X,X
JLTIOZS,X,X,O,X,X,O,X,X,X
JLTSIZO,O,O,O,O,X,O,X,X,O
JLTSIOZ,X,O,O,O,X,X,X,X,X
JLTSZIO,O,O,O,O,X,O,X,X,O
JLTSZOI,O,O,O,O,X,O,X,X,X
JLTSOIZ,X,O,O,O,X,X,X,X,X
JLTSOZI,X,O,O,O,X,X,X,X,X
JLTZISO,O,X,O,X,X,O,X,X,X
JLTZIOS,O,X,O,O,X,O,X,X,X
JLTZSIO,O,O,O,O,X,O,X,X,X
JLTZSOI,O,O,O,O,X,O,X,X,X
JLTZOIS,O,O,O,O,X,O,X,X,X
JLTZOSI,O,O,O,O,X,O,X,X,X
JLTOISZ,X,O,O,X,X,X,X,X,X
JLTOIZS,X,O,O,X,X,O,X,X,X
JLTOSIZ,X,O,O,O,X,X,X,X,X
JLTOSZI,X,O,O,O,X,X,X,X,X
JLTOZIS,X,O,O,O,X,O,X,X,X
JLTOZSI,X,O,O,O,X,O,X,X,X
JLITSZO,O,X,O,X,X,X,X,X,O
JLITSOZ,X,X,O,X,X,X,X,X,X
JLITZSO,O,X,O,X,X,X,X,X,X
JLITZOS,O,X,O,X,X,X,X,X,X
JLITOSZ,X,X,O,X,X,X,X,X,X
JLITOZS,X,X,O,X,X,X,X,X,X
JLISTZO,X,X,O,X,X,X,O,X,O
JLISTOZ,X,X,O,X,X,X,O,X,X
JLISZTO,X,X,O,X,X,X,X,X,O
JLISZOT,X,X,O,X,X,X,X,X,X
JLISOTZ,X,X,O,X,X,X,X,X,X
JLISOZT,X,X,O,X,X,X,X,X,X
JLIZTSO,O,X,O,X,X,X,X,X,X
JLIZTOS,O,X,O,X,X,X,X,X,X
JLIZSTO,O,X,O,X,X,X,X,X,O
JLIZSOT,X,X,O,X,X,X,X,X,X
JLIZOTS,O,X,O,X,X,X,X,X,X
JLIZOST,X,X,O,X,X,X,X,X,X
JLIOTSZ,X,X,O,X,X,X,O,X,X
JLIOTZS,X,X,O,X,X,X,X,X,X
JLIOSTZ,X,X,O,X,X,X,X,X,X
JLIOSZT,X,X,O,X,X,X,X,X,X
JLIOZTS,X,X,O,X,X,X,X,X,X
JLIOZST,X,X,O,X,X,X,X,X,X
JLSTIZO,X,X,O,O,X,X,O,X,O
JLSTIOZ,X,X,O,O,X,X,O,X,X
JLSTZIO,X,X,O,O,O,X,O,X,O
JLSTZOI,X,X,O,O,O,X,X,X,X
JLSTOIZ,X,X,O,O,O,X,O,X,X
JLSTOZI,X,X,O,O,O,X,X,X,X
JLSITZO,X,X,O,O,X,X,O,X,O
JLSITOZ,X,X,O,O,X,X,O,X,X
JLSIZTO,X,X,O,O,X,X,X,X,O
JLSIZOT,X,X,O,O,X,X,X,X,X
JLSIOTZ,X,X,O,X,X,X,X,X,X
JLSIOZT,X,X,O,O,X,X,X,X,X
JLSZTIO,X,X,O,O,O,X,X,X,O
JLSZTOI,X,X,O,O,O,X,X,X,X
JLSZITO,X,X,O,O,O,X,X,X,O
JLSZIOT,X,X,O,O,O,X,X,X,X
JLSZOTI,X,X,O,O,O,X,X,X,X
JLSZOIT,X,X,O,O,O,X,X,X,X
JLSOTIZ,X,X,O,O,O,X,X,X,X
JLSOTZI,X,X,O,O,O,X,X,X,X
JLSOITZ,X,X,O,X,O,X,X,X,X
JLSOIZT,X,X,O,O,X,X,X,X,X
JLSOZTI,X,X,O,O,O,X,X,X,X
JLSOZIT,X,X,O,O,O,X,X,X,X
JLZTISO,O,X,O,X,O,O,X,X,X
JLZTIOS,O,X,O,O,O,O,X,X,X
JLZTSIO,O,O,O,O,O,O,X,X,X
JLZTSOI,O,O,O,O,O,O,X,X,X
JLZTOIS,O,O,O,O,O,O,X,X,X
JLZTOSI,O,O,O,O,O,O,X,X,X
JLZITSO,O,X,O,X,O,O,X,X,X
JLZITOS,O,X,O,O,O,O,X,X,X
JLZISTO,O,X,O,X,O,O,X,X,O
JLZISOT,X,X,O,X,O,O,X,X,X
JLZIOTS,O,X,O,X,O,O,X,X,X
JLZIOST,X,X,O,X,O,O,X,X,X
JLZSTIO,O,X,O,O,O,O,X,X,O
JLZSTOI,O,X,O,O,O,O,X,X,X
JLZSITO,O,X,O,O,O,O,X,X,O
JLZSIOT,X,X,O,O,O,O,X,X,X
JLZSOTI,X,X,O,O,O,O,X,X,X
JLZSOIT,X,X,O,O,O,O,X,X,X
JLZOTIS,O,O,O,X,O,O,X,X,X
JLZOTSI,O,O,O,X,O,O,X,X,X
JLZOITS,O,O,O,X,O,O,X,X,X
JLZOIST,X,O,O,X,O,O,X,X,X
JLZOSTI,X,O,O,X,O,O,X,X,X
JLZOSIT,X,O,O,X,O,O,X,X,X
JLOTISZ,X,O,O,X,O,O,O,X,X
JLOTIZS,X,O,O,X,O,O,X,X,X
JLOTSIZ,X,O,O,X,X,O,O,X,X
JLOTSZI,X,O,O,X,X,O,O,X,X
JLOTZIS,X,O,O,X,O,O,X,X,X
JLOTZSI,X,O,O,X,O,O,X,X,X
JLOITSZ,X,O,O,X,O,O,O,X,X
JLOITZS,X,O,O,X,O,O,X,X,X
JLOISTZ,X,O,O,X,O,X,X,X,X
JLOISZT,X,O,O,X,X,X,X,X,X
JLOIZTS,X,O,O,X,X,O,X,X,X
JLOIZST,X,O,O,X,X,O,X,X,X
JLOSTIZ,X,O,O,X,O,O,X,X,X
JLOSTZI,X,O,O,X,O,O,X,X,X
JLOSITZ,X,O,O,X,O,X,X,X,X
JLOSIZT,X,O,O,X,X,X,X,X,X
JLOSZTI,X,O,O,X,O,O,X,X,X
JLOSZIT,X,O,O,X,O,O,X,X,X
JLOZTIS,X,O,O,X,O,O,X,X,X
JLOZTSI,X,O,O,X,O,O,X,X,X
JLOZITS,X,O,O,X,O,O,X,X,X
JLOZIST,X,O,O,X,O,O,X,X,X
JLOZSTI,X,O,O,X,O,O,X,X,X
JLOZSIT,X,O,O,X,O,O,X,X,X
JSTILZO,O,O,O,O,X,O,O,X,X
JSTILOZ,X,X,O,O,X,X,O,X,X
JSTIZLO,O,O,O,O,X,X,O,X,X
JSTIZOL,O,O,O,O,X,X,X,X,X
JSTIOLZ,X,X,X,O,X,X,O,X,X
JSTIOZL,O,O,X,O,X,X,X,X,X
JSTLIZO,O,O,O,O,X,O,O,X,X
JSTLIOZ,X,X,O,O,X,X,O,X,X
JSTLZIO,O,O,O,O,X,O,O,X,X
JSTLZOI,O,X,O,O,X,O,X,X,X
JSTLOIZ,X,X,O,O,X,X,O,X,X
JSTLOZI,X,X,O,O,X,X,X,X,X
JSTZILO,O,O,O,O,X,O,O,X,X
JSTZIOL,O,O,O,O,X,O,X,X,X
JSTZLIO,O,O,O,O,X,O,O,X,X
JSTZLOI,O,X,O,O,X,O,X,X,X
JSTZOIL,O,O,O,O,X,O,X,X,X
JSTZOLI,O,O,O,O,X,O,X,X,X
JSTOILZ,X,O,X,O,X,X,O,X,X
JSTOIZL,O,O,X,O,X,X,X,X,X
JSTOLIZ,X,O,X,O,X,X,O,X,X
JSTOLZI,X,O,X,O,X,X,X,X,X
JSTOZIL,O,O,X,O,X,X,X,X,X
JSTOZLI,O,O,X,O,X,X,X,X,X
JSITLZO,O,O,O,O,X,X,O,X,X
JSITLOZ,X,X,O,O,X,X,O,X,X
JSITZLO,O,O,O,O,X,X,O,X,X
JSITZOL,O,O,O,O,X,X,X,X,X
JSITOLZ,X,X,X,O,X,X,O,X,X
JSITOZL,O,O,X,O,X,X,X,X,X
JSILTZO,X,O,O,O,X,X,O,X,O
JSILTOZ,X,X,O,O,X,X,O,X,X
JSILZTO,X,X,O,O,X,X,X,X,O
JSILZOT,X,X,O,O,X,X,X,X,X
JSILOTZ,X,X,O,X,X,X,X,X,X
JSILOZT,X,X,O,O,X,X,X,X,X
JSIZTLO,O,O,O,O,X,X,O,X,X
JSIZTOL,O,O,O,O,X,X,X,X,X
JSIZLTO,O,X,O,O,X,X,X,X,O
JSIZLOT,X,X,O,O,X,X,X,X,X
JSIZOTL,X,X,O,O,X,X,X,X,X
JSIZOLT,X,X,O,X,X,X,X,X,X
JSIOTLZ,X,X,X,X,X,X,O,X,X
JSIOTZL,X,O,X,X,X,X,O,X,X
JSIOLTZ,X,X,O,X,X,X,X,X,X
JSIOLZT,X,X,O,X,X,X,X,X,X
JSIOZTL,X,X,O,X,X,X,X,X,X
JSIOZLT,X,X,O,X,X,X,X,X,X
JSLTIZO,X,O,O,O,X,X,O,X,O
JSLTIOZ,X,X,O,O,X,X,O,X,X
JSLTZIO,X,O,O,O,X,X,O,X,O
JSLTZOI,X,X,O,O,X,X,X,X,X
JSLTOIZ,X,X,O,O,X,X,O,X,X
JSLTOZI,X,X,O,O,X,X,X,X,X
JSLITZO,X,O,O,O,X,X,O,X,O
